орбиту	orbit	орбита	orbit	N;INAN;ACC;FEM;SG	PROPN;SG
греки	grieche	грек	griech	N;ANIM;NOM;MASC;PL	
греки	griechischen	грек	griechisch	N;ANIM;NOM;MASC;PL	ADJ;NOM;PL
греки	griechen	грек	griechen	N;ANIM;NOM;MASC;PL	
греки	grieche	грек	griech	N;ANIM;NOM;MASC;PL	
греки	griechisch	грек	griechisch	N;ANIM;NOM;MASC;PL	ADJ
греки	griechische	грек	griechisch	N;ANIM;NOM;MASC;PL	ADJ;NOM;FEM;PL
проявления	erscheinungen	проявление	erscheinung	N;INAN;NOM;NEUT;PL	V;NFIN
проявления	ausprägungen	проявление	ausprägungen	N;INAN;NOM;NEUT;PL	V;NFIN
проявления	erscheinungsformen	проявление	erscheingsformen	N;INAN;NOM;NEUT;PL	V;NFIN
проявления	kundgebung	проявление	kundgebung	N;INAN;NOM;NEUT;PL	N;SG
проявления	manifestation	проявление	manifestation	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
богослов	theologe	богосл	theolog	N;ANIM;NOM;MASC;SG	ADJ
богослов	theologen	богосл	theologen	N;ANIM;NOM;MASC;SG	N;NOM;PL
эволюция	evolution	эволюция	evolution	N;INAN;NOM;FEM;SG	PROPN
эволюция	entwicklungen	эволюция	entwicklung	N;INAN;NOM;FEM;SG	V;NFIN
подписания	signieren	подписание	signieren	N;INAN;NOM;NEUT;PL	V;NFIN
подписания	unterzeichnen	подписание	unterzeichnen	N;INAN;NOM;NEUT;PL	V;NFIN
подписания	unterschrift	подписание	unterschreifen	N;INAN;NOM;NEUT;PL	
подписания	unterzeichnung	подписание	unterzeichnung	N;INAN;NOM;NEUT;PL	N;SG
подписания	signatur	подписание	signatur	N;INAN;NOM;NEUT;PL	
подписания	unterschriften	подписание	unterschreifen	N;INAN;NOM;NEUT;PL	V;NFIN
подписания	unterschrift	подписание	unterschreifen	N;INAN;NOM;NEUT;PL	
подписания	signaturen	подписание	signatur	N;INAN;NOM;NEUT;PL	V;NFIN
подписания	unterzeichnung	подписание	unterzeichnung	N;INAN;NOM;NEUT;PL	N;SG
леонардо	leonardo	леонардо	leonardo	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
дипольный	dipol	дипольный	dipol	ADJ;NOM;MASC;SG	PROPN
сеньор	señor	сеньор	señor	N;ANIM;NOM;MASC;SG	
сеньор	signor	сеньор	signor	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
сеньор	señor	сеньор	señor	N;ANIM;NOM;MASC;SG	
водитель	treiber	водитель	treiber	N;ANIM;NOM;MASC;SG	PROPN
водитель	fahrzeugführer	водитель	fahrzeugführer	N;ANIM;NOM;MASC;SG	ADJ
водитель	driver	водитель	driver	N;ANIM;NOM;MASC;SG	PROPN;SG
водитель	fahrer	водитель	fahrer	N;ANIM;NOM;MASC;SG	ADJ
водитель	autofahrer	водитель	autofahrer	N;ANIM;NOM;MASC;SG	ADJ
постоянная	ständige	постоянный	ständig	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
постоянная	ständige	постоянный	ständig	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
постоянная	konstanten	постоянный	konstant	ADJ;NOM;FEM;SG	
монахов	mönchen	монах	mönchen	N;ANIM;GEN;MASC;PL	
монахов	mönche	монах	mönch	N;ANIM;GEN;MASC;PL	
паоло	paolo	пайть	paolo	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
завоевать	eroberung	завоевать	Eroberung	V;PFV;NFIN;ACT	N;NOM;FEM;SG
вино	weinbau	вино	weinbau	N;INAN;NOM;NEUT;SG	
вино	wein	вино	wein	N;INAN;NOM;NEUT;SG	
вино	weine	вино	wein	N;INAN;NOM;NEUT;SG	
бокс	boxing	бокс	boxing	N;INAN;NOM;MASC;SG	PROPN
бокс	boxen	бокс	boxen	N;INAN;NOM;MASC;SG	V;NFIN
прожил	lebten	прожить	leben	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PL;3;PST;FIN
прожил	gewohnt	прожить	gewohnt	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ
формируется	umformung	формироваться	umformung	V;IPFV;IND;SG;3;PRS;FIN;MID	N;NOM;FEM;SG
формируется	formgebung	формироваться	Formgebung	V;IPFV;IND;SG;3;PRS;FIN;MID	ADJ
боливии	bolivien	боливия	bolivien	N;INAN;NOM;FEM;PL	PROPN;NOM;NEUT;SG
боливии	bolivianischen	боливия	bolivianisch	N;INAN;NOM;FEM;PL	ADJ;NOM;MASC;PL
боливии	bolivien	боливия	bolivien	N;INAN;NOM;FEM;PL	PROPN;NOM;NEUT;SG
популярная	populäre	популярный	populär	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
популярная	beliebte	популярный	beliebt	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
желающие	wünsche	желать	wünschen	V;IPFV;NOM;PL;PRS;V.PTCP;ACT	;SG
желающие	interessenten	желать	interessent	V;IPFV;NOM;PL;PRS;V.PTCP;ACT	
шейх	sheikh	шейх	sheikh	N;ANIM;NOM;MASC;SG	PROPN
шейх	scheich	шейх	scheich	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
шейх	scheich	шейх	scheich	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
охлаждения	abkühlen	охлаждение	abkühlen	N;INAN;NOM;NEUT;PL	V;NFIN
охлаждения	kühlen	охлаждение	kühlen	N;INAN;NOM;NEUT;PL	V;NFIN
охлаждения	kühlung	охлаждение	kühlung	N;INAN;NOM;NEUT;PL	N;NOM;SG
охлаждения	abkühlung	охлаждение	abkühlung	N;INAN;NOM;NEUT;PL	N;SG
охлаждения	kälte	охлаждение	kälen	N;INAN;NOM;NEUT;PL	
охлаждения	kühlen	охлаждение	kühlen	N;INAN;NOM;NEUT;PL	V;NFIN
охлаждения	kühlung	охлаждение	kühlung	N;INAN;NOM;NEUT;PL	N;NOM;SG
охлаждения	kühlmittel	охлаждение	kühlmittel	N;INAN;NOM;NEUT;PL	
охлаждения	kälte	охлаждение	kälen	N;INAN;NOM;NEUT;PL	
путешественник	reisender	путешественник	reisend	N;ANIM;NOM;MASC;SG	ADJ
путешественник	reisende	путешественник	reisend	N;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
путешественник	reisenden	путешественник	reisend	N;ANIM;NOM;MASC;SG	ADJ
путешественник	reisender	путешественник	reisend	N;ANIM;NOM;MASC;SG	ADJ
путешественник	reisende	путешественник	reisend	N;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
путешественник	reisenden	путешественник	reisend	N;ANIM;NOM;MASC;SG	ADJ
гаити	haitis	гаить	haitis	N;INAN;NOM;FEM;SG	
гаити	haiti	гаить	haiti	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG
арсенал	arsenal	арсенал	arsenal	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
отбор	selektion	отбор	selektion	N;INAN;NOM;MASC;SG	
заменена	ersetzten	заменить	ersetzt	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;IND;PL;3;PST;FIN
автономии	autonomie	автономия	autonomie	N;INAN;NOM;FEM;PL	
автономии	selbständigkeit	автономия	selbständigkeit	N;INAN;NOM;FEM;PL	ADJ;NOM;FEM;SG
автономии	selbstständigkeit	автономия	selbständigkeit	N;INAN;NOM;FEM;PL	ADJ;NOM;SG
мадам	madam	мада	madam	N;ANIM;DAT;FEM;PL	
мадам	madame	мада	madam	N;ANIM;DAT;FEM;PL	PROPN;NOM;SG
мадам	mme	мада	mme	N;ANIM;DAT;FEM;PL	PROPN;NOM;SG
мадам	madam	мада	madam	N;ANIM;DAT;FEM;PL	
мадам	madame	мада	madam	N;ANIM;DAT;FEM;PL	PROPN;NOM;SG
молока	milchprodukte	молоко	milchprodukt	N;INAN;GEN;NEUT;SG	PROPN;NOM;SG
молока	muttermilch	молоко	muttermilch	N;INAN;GEN;NEUT;SG	PROPN
молока	milch	молоко	milch	N;INAN;GEN;NEUT;SG	
специалиста	fachmann	специалист	fachmann	N;ANIM;ACC;MASC;SG	
специалиста	spezialist	специалист	spezialist	N;ANIM;ACC;MASC;SG	ADJ
словари	wörterbuch	словарь	wörterbuch	N;INAN;NOM;MASC;PL	ADJ
словари	wörterbücher	словарь	wörterbüch	N;INAN;NOM;MASC;PL	ADJ
длительность	zeitraum	длительность	zeitraum	N;INAN;NOM;FEM;SG	ADV
длительность	laufzeit	длительность	laufzeit	N;INAN;NOM;FEM;SG	ADJ
длительность	zeitdauer	длительность	zeitdauer	N;INAN;NOM;FEM;SG	
длительность	dauer	длительность	dauer	N;INAN;NOM;FEM;SG	
окончательный	finale	окончательный	final	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
окончательный	endgültige	окончательный	endgültig	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
мера	maßnahme	мера	maßnahmen	N;INAN;NOM;FEM;SG	ADJ
мера	messen	мера	messen	N;INAN;NOM;FEM;SG	V;NFIN
мера	maß	мера	messen	N;INAN;NOM;FEM;SG	V;IND;SG;3;PST;FIN
департаменты	dienststellen	департамент	dienststellen	N;INAN;NOM;MASC;PL	V;NFIN
департаменты	departements	департамент	departements	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
департаменты	fachbereiche	департамент	fachbereich	N;INAN;NOM;MASC;PL	ADJ;NOM;FEM;PL
новичков	einsteiger	новичок	einsteiger	N;ANIM;GEN;MASC;PL	ADJ
новичков	neuzugänge	новичок	neugugänge	N;ANIM;GEN;MASC;PL	
новичков	neuankömmlinge	новичок	neuankömmlinge	N;ANIM;GEN;MASC;PL	ADJ;NOM;FEM;PL
фазы	phase	фаза	phase	N;INAN;NOM;FEM;PL	
фазы	etappen	фаза	etapp	N;INAN;NOM;FEM;PL	V;NFIN
фазы	phasen	фаза	phasen	N;INAN;NOM;FEM;PL	V;NFIN
рекорды	platten	рекорд	platt	N;INAN;NOM;MASC;PL	V;NFIN
рекорды	aufzeichnungen	рекорд	aufzeichnangen	N;INAN;NOM;MASC;PL	V;NFIN
рекорды	rekorde	рекорд	rekord	N;INAN;NOM;MASC;PL	
рекорды	records	рекорд	records	N;INAN;NOM;MASC;PL	PROPN;NOM;SG
меню	menü	меню	menü	N;INAN;NOM;NEUT;SG	
меню	menu	меню	menu	N;INAN;NOM;NEUT;SG	
меню	menüs	меню	menüs	N;INAN;NOM;NEUT;SG	
меню	speisekarte	меню	speisekart	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG
меню	menüs	меню	menüs	N;INAN;NOM;NEUT;SG	
меню	speisekarte	меню	speisekart	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG
белград	belgrad	белград	belgrad	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
вилли	willy	вилль	willy	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
вилли	willi	вилль	willi	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
вилли	willy	вилль	willy	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
вилли	willie	вилль	willie	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
хлеба	brot	хлеб	broten	N;INAN;GEN;MASC;SG	
хлеба	brötchen	хлеб	brötchen	N;INAN;GEN;MASC;SG	V;NFIN
куча	heap	куча	heap	N;INAN;NOM;FEM;SG	
владельцев	besitzer	владелец	besitzer	N;ANIM;GEN;MASC;PL	ADJ
владельцев	inhaber	владелец	inhaber	N;ANIM;GEN;MASC;PL	ADV
владельцев	eigner	владелец	eigner	N;ANIM;GEN;MASC;PL	
владельцев	eigentümer	владелец	eigentüm	N;ANIM;GEN;MASC;PL	ADJ
кислот	säuren	кислота	säuer	N;INAN;GEN;FEM;PL	N;NOM;PL
дословно	wortwörtlich	дословно	wortwörtlich	ADV	ADJ
дословно	ausführliches	дословно	ausführlich	ADV	ADJ;NOM;NEUT;SG
дословно	wörtlich	дословно	wörtlich	ADV	ADJ
археологических	archäologischen	археологический	archäologisch	ADJ;GEN;PL	ADJ;NOM;MASC;PL
археологических	archäologie	археологический	archäologie	ADJ;GEN;PL	PROPN
археологических	archäologische	археологический	archäologisch	ADJ;GEN;PL	ADJ;NOM;FEM;PL
археологических	archäologischen	археологический	archäologisch	ADJ;GEN;PL	ADJ;NOM;MASC;PL
археологических	archäologie	археологический	archäologie	ADJ;GEN;PL	PROPN
археологических	archäologische	археологический	archäologisch	ADJ;GEN;PL	ADJ;NOM;FEM;PL
сорока	forty	сорок	forty	NUM;NOM	PROPN;NOM;SG
сорока	elster	сорок	elst	NUM;NOM	
наталия	natalja	наталия	natalja	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
наталия	natalia	наталия	natalia	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
инициатором	initiator	инициатор	initiator	N;ANIM;INS;MASC;SG	ADJ
дерби	derby	дербь	derby	N;INAN;NOM;NEUT;SG	PROPN
глеб	gleb	глеб	gleb	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
голода	hungersnot	голод	hungersnot	N;INAN;GEN;MASC;SG	
голода	verhungern	голод	verhungern	N;INAN;GEN;MASC;SG	V;NFIN
голода	unterernährung	голод	unterernährung	N;INAN;GEN;MASC;SG	ADJ
голода	hunger	голод	hungern	N;INAN;GEN;MASC;SG	
голода	hungersnot	голод	hungersnot	N;INAN;GEN;MASC;SG	
голода	hungern	голод	hungern	N;INAN;GEN;MASC;SG	
голода	hunger	голод	hungern	N;INAN;GEN;MASC;SG	
испанию	spanien	испание	spanien	N;INAN;ACC;NEUT;SG	PROPN;NOM;NEUT;SG
испанию	kanaren	испание	kanar	N;INAN;ACC;NEUT;SG	ADJ
ассамблеи	montage	ассамблея	montag	N;INAN;NOM;FEM;PL	N;NOM;SG
ассамблеи	zusammenbau	ассамблея	zusammenbau	N;INAN;NOM;FEM;PL	ADJ
ассамблеи	assembly	ассамблея	assembly	N;INAN;NOM;FEM;PL	PROPN;NOM;SG
ассамблеи	vollversammlung	ассамблея	vollversammlung	N;INAN;NOM;FEM;PL	ADJ
ассамблеи	versammlung	ассамблея	versammlung	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
фернандес	fernández	фернандес	fernández	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
фернандес	fernandez	фернандес	fernandez	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
фернандес	fernandez	фернандес	fernandez	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
фернандес	fernández	фернандес	fernández	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
фернандес	fernandes	фернандес	fernandes	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
снаружи	außerhalb	снаружи	außerhalb	ADV	ADP
снаружи	aussen	снаружи	außenßen	ADV	
археолог	archäologe	археолог	archäologe	N;ANIM;NOM;MASC;SG	
археолог	archäologen	археолог	archäologen	N;ANIM;NOM;MASC;SG	
александровка	alexandrowka	александровка	alexandrowka	N;INAN;NOM;FEM;SG	PROPN
отмечена	markierten	отметить	markiert	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;IND;PL;3;PST;FIN
отмечена	markiert	отметить	markieren	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;V.PTCP
отмечена	markierte	отметить	markiert	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;SG
отмечена	markierten	отметить	markiert	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;IND;PL;3;PST;FIN
отмечена	markiert	отметить	markieren	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;V.PTCP
отмечена	gekennzeichnet	отметить	kennzeichnen	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;V.PTCP
отмечена	markierte	отметить	markiert	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;SG
баскетбол	basketball	баскетбол	basketball	N;INAN;NOM;MASC;SG	
баскетбол	basketballspieler	баскетбол	basketballspieler	N;INAN;NOM;MASC;SG	ADJ
константинополь	konstantinopel	константинополь	konstantinopel	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
гектаров	hektar	гектар	hektar	N;INAN;GEN;MASC;PL	ADV
предпочтение	vorlieben	предпочтение	vorleiben	N;INAN;NOM;NEUT;SG	V;NFIN
предпочтение	bevorzugt	предпочтение	bevorzugen	N;INAN;NOM;NEUT;SG	ADJ
предпочтение	präferenz	предпочтение	präferenz	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM
предпочтение	präferenzen	предпочтение	präferenzen	N;INAN;NOM;NEUT;SG	V;NFIN
предпочтение	vorzug	предпочтение	vorzug	N;INAN;NOM;NEUT;SG	
предпочтение	bevorzugter	предпочтение	bevorzugt	N;INAN;NOM;NEUT;SG	ADJ
предпочтение	bevorzugte	предпочтение	bevorzugt	N;INAN;NOM;NEUT;SG	ADJ;SG
предпочтение	bevorzugten	предпочтение	bevorzugen	N;INAN;NOM;NEUT;SG	V;IND;PL;3;PST;FIN
предпочтение	bevorzugt	предпочтение	bevorzugen	N;INAN;NOM;NEUT;SG	ADJ
предпочтение	vorgezogen	предпочтение	vorziehen	N;INAN;NOM;NEUT;SG	V;V.PTCP
общение	kommunikation	общение	kommunikation	N;INAN;NOM;NEUT;SG	PROPN
общение	kommunikationsmittel	общение	kommunikationsmittel	N;INAN;NOM;NEUT;SG	ADJ
общение	kommunizieren	общение	kommunizieren	N;INAN;NOM;NEUT;SG	V;NFIN
общение	kommunikation	общение	kommunikation	N;INAN;NOM;NEUT;SG	PROPN
общение	vermitteln	общение	vermitteln	N;INAN;NOM;NEUT;SG	V;NFIN
встретились	traf	встретиться	treffen	V;PFV;IND;PL;PST;FIN;MID	V;IND;SG;3;PST;FIN
встретились	met	встретиться	met	V;PFV;IND;PL;PST;FIN;MID	
джефф	geoff	джефф	geoffen	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
джефф	jeff	джефф	jeff	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
абд	abd	абд	abd	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
луч	strahl	луч	strahl	N;INAN;NOM;MASC;SG	
луч	balken	луч	balken	N;INAN;NOM;MASC;SG	V;NFIN
противоречия	widersprüche	противоречие	widersprüchen	N;INAN;NOM;NEUT;PL	
противоречия	gegensätze	противоречие	gegensatz	N;INAN;NOM;NEUT;PL	ADJ;NOM;PL
противоречия	widersprüchen	противоречие	widersprüchen	N;INAN;NOM;NEUT;PL	V;NFIN
противоречия	widersprüche	противоречие	widersprüchen	N;INAN;NOM;NEUT;PL	
противоречия	gegensatz	противоречие	gegensatz	N;INAN;NOM;NEUT;PL	ADJ
аст	ast	аста	ast	N;INAN;NOM;MASC;SG	
амстердам	amsterdam	амстерд	amsterdam	N;INAN;NOM;MASC;PL	PROPN;NOM;NEUT;SG
эми	amy	эмот	amy	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
антуан	antoine	антуан	antoine	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
цветок	blumen	цветок	blum	N;INAN;NOM;MASC;SG	V;NFIN
цветок	blume	цветок	blum	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
цветок	blühen	цветок	blühen	N;INAN;NOM;MASC;SG	V;NFIN
частная	privatleben	частный	privatleben	ADJ;NOM;FEM;SG	V
частная	privaten	частный	privat	ADJ;NOM;FEM;SG	ADJ;PL
частная	private	частный	privat	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
цру	cia	цру	cia	N;INAN;NOM;NEUT;SG	PROPN;NOM;MASC;SG
цру	cia	цру	cia	N;INAN;NOM;NEUT;SG	PROPN;NOM;MASC;SG
калия	kalium	калий	kalium	N;INAN;GEN;MASC;SG	
ленте	füttern	лента	füttern	N;INAN;DAT;FEM;SG	V;NFIN
ленте	futter	лента	futter	N;INAN;DAT;FEM;SG	
ленте	futtermittel	лента	futtermittel	N;INAN;DAT;FEM;SG	
морган	morgan	морган	morgan	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
прокурор	staatsanwälte	прокурор	staatsanwalt	N;ANIM;NOM;MASC;SG	V;IND;SG;3;PST;FIN
прокурор	staatsanwalt	прокурор	staatsanwalt	N;ANIM;NOM;MASC;SG	PROPN
прокурор	staatsanwaltschaft	прокурор	staatsanwaltschaft	N;ANIM;NOM;MASC;SG	ADJ
прокурор	staatsanwältin	прокурор	staatsanwältin	N;ANIM;NOM;MASC;SG	ADJ
прокурор	ankläger	прокурор	ankläger	N;ANIM;NOM;MASC;SG	ADJ
мигель	miguel	мигель	miguel	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
равных	gleich	равный	gleich	ADJ;GEN;PL	ADV
равных	gleiche	равный	gleich	ADJ;GEN;PL	ADJ;NOM;FEM;PL
равных	gleichen	равный	gleich	ADJ;GEN;PL	ADJ;NOM;MASC;PL
равных	equal	равный	equal	ADJ;GEN;PL	PROPN
равных	gleich	равный	gleich	ADJ;GEN;PL	ADV
равных	entspricht	равный	entsprechen	ADJ;GEN;PL	V;IND;SG;3;PRS;FIN
коммуне	gemeinde	коммун	gemeinde	N;INAN;DAT;FEM;SG	N;NOM;FEM;SG
коммуне	kommune	коммун	kommun	N;INAN;DAT;FEM;SG	N;NOM;FEM;SG
сомали	somalia	сомали	somalia	N;INAN;NOM;FEM;PL	PROPN;NOM;MASC;SG
сомали	somalias	сомали	somalias	N;INAN;NOM;FEM;PL	PROPN;NOM;NEUT;SG
сомали	somalia	сомали	somalia	N;INAN;NOM;FEM;PL	PROPN;NOM;MASC;SG
сомали	somalischen	сомали	somalisch	N;INAN;NOM;FEM;PL	ADJ;NOM;PL
арк	arche	арк	archen		PROPN;NOM;SG
арк	lade	арк	lade		V;SG;FIN
чай	tea	чай	tea	N;INAN;NOM;MASC;SG	
чай	tee	чай	tee	N;INAN;NOM;MASC;SG	
этапы	phase	этап	phase	N;INAN;NOM;MASC;PL	
этапы	etappen	этап	etapp	N;INAN;NOM;MASC;PL	V;NFIN
этапы	phasen	этап	phasen	N;INAN;NOM;MASC;PL	V;NFIN
этапы	stufen	этап	stufen	N;INAN;NOM;MASC;PL	V;NFIN
этапы	stadien	этап	stadienienen	N;INAN;NOM;MASC;PL	
этапы	etappen	этап	etapp	N;INAN;NOM;MASC;PL	V;NFIN
этапы	phasen	этап	phasen	N;INAN;NOM;MASC;PL	V;NFIN
этапы	treppe	этап	treppe	N;INAN;NOM;MASC;PL	
этапы	schritten	этап	schreiten	N;INAN;NOM;MASC;PL	V;NFIN
этапы	schritte	этап	schritt	N;INAN;NOM;MASC;PL	
этапы	stufen	этап	stufen	N;INAN;NOM;MASC;PL	V;NFIN
этапы	meilenstein	этап	meilenstein	N;INAN;NOM;MASC;PL	
этапы	meilensteine	этап	meilensteine	N;INAN;NOM;MASC;PL	
этапы	etappen	этап	etapp	N;INAN;NOM;MASC;PL	V;NFIN
этапы	eckdaten	этап	eckdaten	N;INAN;NOM;MASC;PL	V;FIN
родственники	verwandten	родственник	verwandt	N;ANIM;NOM;MASC;PL	V;PL;FIN
родственники	angehörige	родственник	angehörig	N;ANIM;NOM;MASC;PL	ADJ;NOM;FEM;PL
родственники	verwandtschaft	родственник	verwandtschaft	N;ANIM;NOM;MASC;PL	ADJ
родственники	verwandte	родственник	verwenden	N;ANIM;NOM;MASC;PL	
родственники	angehörigen	родственник	angehörig	N;ANIM;NOM;MASC;PL	V;IND;PL;3;FIN
доверие	selbstvertrauen	доверие	selbstvertrauen	N;INAN;NOM;NEUT;SG	V;NFIN
доверие	vertrauen	доверие	vertrauen	N;INAN;NOM;NEUT;SG	V;NFIN
доверие	zuversicht	доверие	zuversicht	N;INAN;NOM;NEUT;SG	PROPN
доверие	trust	доверие	trusen	N;INAN;NOM;NEUT;SG	PROPN
доверие	trauen	доверие	trau	N;INAN;NOM;NEUT;SG	V;NFIN
доверие	vertrauen	доверие	vertrauen	N;INAN;NOM;NEUT;SG	V;NFIN
доверие	vertraue	доверие	vertrauen	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
интерьер	inneneinrichtung	интерьер	inneneinrichtung	N;INAN;NOM;MASC;SG	ADJ
интерьер	innenräume	интерьер	innenraum	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;PL
интерьер	innenausstattung	интерьер	innenausstattung	N;INAN;NOM;MASC;SG	ADJ
интерьер	innenraum	интерьер	innenraum	N;INAN;NOM;MASC;SG	ADJ
интерьер	inneren	интерьер	inner	N;INAN;NOM;MASC;SG	ADJ
интерьер	interieur	интерьер	interieur	N;INAN;NOM;MASC;SG	PROPN
уничтожено	vernichteten	уничтожить	vernichten	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IND;PL;3;PST;FIN
уничтожено	zerstörte	уничтожить	zerstört	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG
мэтт	matt	мэтт	matt	N;ANIM;NOM;MASC;SG	PROPN
блоки	blocks	блок	blocks	N;INAN;NOM;MASC;PL	
блоки	blöcke	блок	block	N;INAN;NOM;MASC;PL	ADJ
блоки	bausteine	блок	bausteine	N;INAN;NOM;MASC;PL	ADJ;NOM;SG
михаэль	michael	михаэль	michael	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
аргентинский	argentinischen	аргентинский	argentinisch	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
аргентинский	argentinien	аргентинский	argentinien	ADJ;NOM;MASC;SG	PROPN;NOM;NEUT;SG
аргентинский	argentinische	аргентинский	argentinisch	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
хью	hugo	хия	hugo	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
хью	hugh	хия	hagh	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
леопольд	leopold	леопольд	leopold	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
склоне	gefälle	склон	gefallen	N;INAN;ESS;MASC;SG	
склоне	piste	склон	piste	N;INAN;ESS;MASC;SG	
склоне	neigung	склон	neigung	N;INAN;ESS;MASC;SG	ADJ
сер	sir	сер	sir	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
нормальная	normale	нормальный	normal	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
нос	nasen	нос	nase	N;INAN;NOM;MASC;SG	N;NOM;PL
произношение	aussprache	произношение	aussprechen	N;INAN;NOM;NEUT;SG	
наследника	erbin	наследник	erbin	N;ANIM;ACC;MASC;SG	
наследника	erben	наследник	erben	N;ANIM;ACC;MASC;SG	
наследника	erbe	наследник	erben	N;ANIM;ACC;MASC;SG	N;NOM;NEUT;SG
пит	pete	пит	pete	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
пит	piet	пит	pieten	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
адама	adam	адам	adam	N;ANIM;ACC;MASC;SG	PROPN;NOM;MASC;SG
адама	adama	адам	adama	N;ANIM;ACC;MASC;SG	PROPN;NOM;SG
кишинёв	chișinău	кишинить	chișinău	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
уверенно	selbstbewusst	уверенно	selbstbewußt	ADV	ADJ
уверенно	überzeugt	уверенно	überzeugt	ADV	ADJ
уверенно	zuversichtlich	уверенно	zuversichtlich	ADV	ADJ
уверенно	selbstbewusst	уверенно	selbstbewußt	ADV	ADJ
уверенно	zuversichtlich	уверенно	zuversichtlich	ADV	ADJ
анп	anp	анп	anp	N;INAN;GEN;FEM;SG	PROPN;NOM;MASC;SG
абрамович	abramowitsch	абрамович	abramowitsch	N;ANIM;NOM;MASC;SG	ADJ
