von	from	von	from	ADP	
windows	pencere	windows	pencere	PROPN;NOM;SG	
funktionen	işlevleri	funktionen	işlev	V;NFIN	N;NOM;PL;3
funktionen	işlevsellik	funktionen	işlevsellik	V;NFIN	N;NOM;SG;3
funktionen	özellikler	funktionen	özellik	V;NFIN	N;NOM;PL;3
funktionen	özellikleri	funktionen	özellik	V;NFIN	N;NOM;PL;3
funktionen	görevleri	funktionen	görev	V;NFIN	N;NOM;PL;3
funktionen	görevler	funktionen	görev	V;NFIN	N;NOM;PL;3
funktionen	rol	funktionen	rol	V;NFIN	
funktionen	rolleri	funktionen	rol	V;NFIN	N;ACC;PL;3
funktionen	roller	funktionen	rol	V;NFIN	
nötig	gerekli	nötig	gerekli	ADJ	
nötig	gerekliydi	nötig	gerekli	ADJ	V;PFV;IND;SG;3;POS;PST
nötig	gereklidir	nötig	gerekli	ADJ	
listen	liste	listen	lis	V;NFIN	
listen	listeleri	listen	liste	V;NFIN	N;ACC;PL;3
listen	listeler	listen	liste	V;NFIN	N;NOM;PL;3
dinge	şeyler	ding	şey		N;NOM;PL;3
dinge	şeyler	ding	şey		N;NOM;PL;3
lübeck	lübeck	lübeck	lübeck	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
eisenbahn	trenle	eisenbehnen	trenl		N;INS;SG;3
eisenbahn	demiryolları	eisenbehnen	demiryol		N;NOM;PL;3
eigenschaften	özellikler	eigenschaft	özellik	V;NFIN	N;NOM;PL;3
eigenschaften	özellikleri	eigenschaft	özellik	V;NFIN	N;NOM;PL;3
eigenschaften	özellikler	eigenschaft	özellik	V;NFIN	N;NOM;PL;3
eigenschaften	özellikleri	eigenschaft	özellik	V;NFIN	N;NOM;PL;3
eigenschaften	özellikler	eigenschaft	özellik	V;NFIN	N;NOM;PL;3
eigenschaften	emlak	eigenschaft	emlak	V;NFIN	N;NOM;SG;3
eigenschaften	özellikleri	eigenschaft	özellik	V;NFIN	N;NOM;PL;3
eigenschaften	özellikler	eigenschaft	özellik	V;NFIN	N;NOM;PL;3
eigenschaften	özellikleri	eigenschaft	özellik	V;NFIN	N;NOM;PL;3
günter	gunter	günt	gunter	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
günter	gunther	günt	gunther	PROPN;NOM;MASC;SG	
günter	günther	günt	günther	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
fließt	akar	fließen	akar	V;IND;SG;3;PRS;FIN	
fließt	akan	fließen	ak	V;IND;SG;3;PRS;FIN	
fließt	akar	fließen	akar	V;IND;SG;3;PRS;FIN	
einrichtung	kurulması	einrichtung	kur	ADJ	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
einrichtung	kurulum	einrichtung	kurulum	ADJ	N;NOM;SG;3
einrichtung	tuzak	einrichtung	tuzak	ADJ	
einrichtung	kurulumu	einrichtung	kur	ADJ	N;ACC;SG;3
einrichtung	ayarlama	einrichtung	ayarlam	ADJ	
einrichtung	yapılandırma	einrichtung	yapılan	ADJ	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
widerstand	direnme	widerstehen	diren	ADV	V;PFV;NOM;IND;POS;PRS;V.MSDR
widerstand	direnç	widerstehen	direnç	ADV	
widerstand	direniş	widerstehen	direniş	ADV	N;NOM;SG;3
widerstand	muhalefet	widerstehen	muhalefet	ADV	
widerstand	muhalif	widerstehen	muhalif	ADV	
design	tasarım	design	tas	N;NOM;NEUT;SG	
entschieden	karar	entscheiden	karar	V;V.PTCP	N;NOM;SG;3
offizier	memur	offizier	memur	N;NOM;MASC;SG	
offizier	subay	offizier	subay	N;NOM;MASC;SG	
staatlichen	devlet	staatlich	devlet	ADJ;NOM;MASC;PL	N;NOM;SG;3
staatlichen	hükümet	staatlich	hükümet	ADJ;NOM;MASC;PL	
filmen	filmleri	filmen	film	V;NFIN	N;ACC;PL;3
filmen	filmler	filmen	film	V;NFIN	N;NOM;PL;3
filmen	film	filmen	film	V;NFIN	
filmen	çekim	filmen	çekim	V;NFIN	
einrichtungen	tesisler	einrichtung	tesis	V;NFIN	N;NOM;PL;3
einrichtungen	tesisleri	einrichtung	tesis	V;NFIN	N;ACC;PL;3
einrichtungen	olanaklar	einrichtung	olanak	V;NFIN	N;NOM;PL;3
einrichtungen	imkanlar	einrichtung	imkan	V;NFIN	N;NOM;PL;3
einrichtungen	tesis	einrichtung	tesis	V;NFIN	
einrichtungen	kuruluşlar	einrichtung	kuruluş	V;NFIN	N;NOM;PL;3
einrichtungen	kurumlar	einrichtung	kurum	V;NFIN	N;NOM;PL;3
einrichtungen	kurumları	einrichtung	kurum	V;NFIN	N;ACC;PL;3
aufgebaut	inşa	aufbauen	inşa	V;V.PTCP	
kongress	kongre	kongreß	kongre	PROPN;NOM;SG	
kongress	kongre	kongreß	kongre	PROPN;NOM;SG	
kongress	meclis	kongreß	meclis	PROPN;NOM;SG	
volk	folk	volk	folk	N;NOM;NEUT;SG	
volk	volk	volk	volk	N;NOM;NEUT;SG	
white	white	white	whit	PROPN;NOM;SG	PROPN;NOM;SG;3
white	beyaz	white	beyaz	PROPN;NOM;SG	
klosters	manastır	klosters	manas	ADJ	
klosters	manastırı	klosters	manastırı	ADJ	N;ACC;SG;3
universitäten	üniversite	universitäten	üniversite	N;NOM;PL	
universitäten	üniversite	universitäten	üniversite	N;NOM;PL	
universitäten	university	universitäten	university	N;NOM;PL	PROPN;NOM;SG;3
universitäten	üniversitesi	universitäten	üniversitesi	N;NOM;PL	N;NOM;SG;3
nachgewiesen	tespit	nachweisen	tespit	V;V.PTCP	
günther	gunther	günther	gunther	PROPN;NOM;MASC;SG	
günther	günther	günther	günther	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
schwarze	black	schwarz	black	ADJ;NOM;FEM;PL	
schwarze	siyah	schwarz	siyah	ADJ;NOM;FEM;PL	
schwarze	kara	schwarz	kara	ADJ;NOM;FEM;PL	
schwarze	siyahlar	schwarz	siyah	ADJ;NOM;FEM;PL	N;NOM;PL;3
gottfried	geoffrey	gottfriede	geoffrey	PROPN;SG	
gottfried	gottfried	gottfriede	gottfried	PROPN;SG	
gottfried	godfrey	gottfriede	godfrey	PROPN;SG	
code	şifre	code	şifre		N;NOM;SG;3
benötigt	ihtiyaç	benötigen	ihtiyaç	V;V.PTCP	
benötigt	ihtiyacı	benötigen	ihtiyaç	V;V.PTCP	
benötigt	ihtiyaçları	benötigen	ihtiyaç	V;V.PTCP	N;NOM;PL;3
benötigt	ihtiyaçlar	benötigen	ihtiyaç	V;V.PTCP	N;NOM;PL;3
benötigt	gerekli	benötigen	gerekli	V;V.PTCP	
benötigt	zorunlu	benötigen	zorunlu	V;V.PTCP	
benötigt	gereklidir	benötigen	gerekli	V;V.PTCP	
benötigt	ihtiyaç	benötigen	ihtiyaç	V;V.PTCP	
benötigt	lazımdı	benötigen	lazım	V;V.PTCP	
benötigt	ihtiyaç	benötigen	ihtiyaç	V;V.PTCP	
benötigt	lazım	benötigen	lazım	V;V.PTCP	
benötigt	ihtiyacım	benötigen	ihtiyaç	V;V.PTCP	N;NOM;SG;3
benötigt	gerek	benötigen	gerek	V;V.PTCP	
management	yönetim	management	yönetim	ADJ	
management	yönetimi	management	yönetim	ADJ	N;NOM;SG;3
management	menajerlik	management	menajerlik	ADJ	N;NOM;SG;3
songs	şarkı	songs	şarkı	N;NOM;MASC;PL	
beziehung	ilişkiler	Beziehung	ilişki	N;SG	N;NOM;PL;3
beziehung	ilişkileri	Beziehung	ilişki	N;SG	N;ACC;PL;3
karlsruhe	karlsruhe	karlsruhe	karlsruhe	N;NOM;NEUT;SG	PROPN;NOM;SG;3
grad	dereceler	grad	derece		N;NOM;PL;3
grad	derecesi	grad	derece		N;NOM;SG;3
grad	diploma	grad	diplom		N;NOM;SG;3
mathematik	matematik	mathematik	matematik	ADJ	N;NOM;SG;3
mathematik	matematik	mathematik	matematik	ADJ	N;NOM;SG;3
mathematik	hesap	mathematik	hesap	ADJ	
mathematik	matematik	mathematik	matematik	ADJ	N;NOM;SG;3
bund	mutabakat	bund	mutabakat		N;NOM;SG;3
bund	bund	bund	bund		PROPN;NOM;SG;3
bund	konfederasyonu	bund	konfederasyon		N;ACC;SG;3
amsterdam	amsterdam	amsterdam	amster	PROPN;NOM;NEUT;SG	PROPN;NOM;SG;3
amsterdam	hollanda	amsterdam	hollan	PROPN;NOM;NEUT;SG	
chinesischen	çinliler	chinesisch	çinli	ADJ;ACC;MASC;SG	ADJ;NOM;PL;3
chinesischen	çinli	chinesisch	çinli	ADJ;ACC;MASC;SG	
chinesischen	çince	chinesisch	çince	ADJ;ACC;MASC;SG	
fürst	lord	fürsen	i	PROPN;NOM;SG	
fürst	rab	fürsen	rab	PROPN;NOM;SG	
fürst	rabbim	fürsen	rabbi	PROPN;NOM;SG	N;NOM;SG;3
fürst	prens	fürsen	prens	PROPN;NOM;SG	
fürst	prince	fürsen	prince	PROPN;NOM;SG	
nsdap	nsdap	nsden	nsdap		PROPN;NOM;SG;3
nsdap	naziler	nsden	nazi		N;NOM;PL;3
academy	akademi	academy	akadem	PROPN;NOM;SG	N;NOM;SG;3
academy	akademisi	academy	akadem	PROPN;NOM;SG	N;NOM;SG;3
academy	akademide	academy	akadem	PROPN;NOM;SG	N;ESS;SG;3
vorgesehen	planlı	vorsehen	planlı	V;V.PTCP	
vorgesehen	planlı	vorsehen	planlı	V;V.PTCP	
geschützt	korunmuş	schützen	korun	ADJ;V.PTCP	V;PFV;NFH;IND;POS;PST;V.PTCP
geschützt	korudu	schützen	koru	ADJ;V.PTCP	V;PFV;IND;SG;3;POS;PST
geschützt	korunuyor	schützen	korun	ADJ;V.PTCP	V;PROG;IND;SG;3;POS;INFM;PRS
geschützt	korumalı	schützen	koru	ADJ;V.PTCP	V;PFV;IMP;SG;2;POS;PRS
profil	profil	profil	profil	N;NOM;SG	
profil	profili	profil	profili	N;NOM;SG	
glauben	faith	glauben	faith	V;NFIN	
glauben	iman	glauben	iman	V;NFIN	
glauben	inanç	glauben	inanç	V;NFIN	
glauben	inan	glauben	inan	V;NFIN	
glauben	iman	glauben	iman	V;NFIN	
glauben	inanın	glauben	inan	V;NFIN	N;NOM;SG;3
glauben	inançları	glauben	inanç	V;NFIN	N;ACC;PL;3
glauben	inanın	glauben	inan	V;NFIN	N;NOM;SG;3
glauben	inanç	glauben	inanç	V;NFIN	
gemeinsame	müşterek	gemeinsam	müşterek	ADJ;NOM;FEM;PL	
gemeinsame	sarma	gemeinsam	sarma	ADJ;NOM;FEM;PL	
gemeinsame	eklem	gemeinsam	eklem	ADJ;NOM;FEM;PL	
gemeinsame	yaygın	gemeinsam	yaygın	ADJ;NOM;FEM;PL	
gemeinsame	paylaştım	gemeinsam	paylaş	ADJ;NOM;FEM;PL	V;PFV;IND;SG;1;POS;PST
gemeinsame	paylaşılan	gemeinsam	paylaşı	ADJ;NOM;FEM;PL	V;PFV;IND;POS;PRS;V.PTCP;PASS
gemeinsame	paylaşıldı	gemeinsam	paylaş	ADJ;NOM;FEM;PL	V;PFV;IND;SG;3;POS;PST;PASS
gemeinsame	paylaştı	gemeinsam	paylaş	ADJ;NOM;FEM;PL	V;PFV;IND;SG;3;POS;PST
wikimedia	wikimedia	wikimedia	wikime	PROPN;NOM;SG	
las	las	lesen	las		PROPN;NOM;SG;3
einschließlich	dahil	einschließlich	dahil	ADJ	
millimeter	milimetre	millimeter	milimetre	ADJ	
millimeter	milimetre	millimeter	milimetre	ADJ	
millimeter	milimetre	millimeter	milimetre	ADJ	
millimeter	milimetre	millimeter	milimetre	ADJ	
kölner	kölner	köln	kölne	PROPN;NOM;SG	
fuß	ayak	faß	ayak	ADJ	N;NOM;SG;3
fuß	ayağı	faß	ayak	ADJ	N;NOM;SG;3
fuß	ayakları	faß	ayak	ADJ	N;NOM;PL;3
fuß	ayak	faß	ayak	ADJ	N;NOM;SG;3
fuß	ayaklar	faß	ayak	ADJ	N;NOM;PL;3
untersuchung	inceleme	untersuchung	incele	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
untersuchung	soruşturma	untersuchung	soruşturma	N;SG	
untersuchung	soruşturma	untersuchung	soruşturma	N;SG	
untersuchung	sorgu	untersuchung	sorgu	N;SG	
untersuchung	sorgulama	untersuchung	sorgulama	N;SG	
untersuchung	araştırma	untersuchung	araştır	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
züge	trenleri	züg	tren	N;NOM;MASC;PL	N;ACC;PL;3
züge	tren	züg	tren	N;NOM;MASC;PL	
klassischen	klasik	klassisch	klasik	ADJ;NOM;MASC;PL	
klassischen	klasik	klassisch	klasik	ADJ;NOM;MASC;PL	
portugal	portekiz	portugal	portekiz	PROPN	PROPN;NOM;SG;3
offen	içten	offen	içten	ADJ	
offen	open	offen	open	ADJ	
offen	açın	offen	aç	ADJ	V;PFV;IMP;PL;2;POS;PRS
offen	aç	offen	aç	ADJ	
offen	açıl	offen	açıl	ADJ	
angebracht	uygun	anbringen	uygun	V;V.PTCP	ADJ
begriffe	şartları	begreifen	şart	ADJ	N;NOM;PL;3
begriffe	koşul	begreifen	koşul	ADJ	
begriffe	şartlar	begreifen	şart	ADJ	N;NOM;PL;3
begriffe	koşulları	begreifen	koşul	ADJ	N;ACC;PL;3
begriffe	koşullar	begreifen	koş	ADJ	N;NOM;PL;3
begriffe	terminoloji	begreifen	terminoloji	ADJ	
begriffe	kavramları	begreifen	kavram	ADJ	N;ACC;PL;3
vergeben	bağışlama	vergeben	bağışla	V;V.PTCP	
vergeben	affetmek	vergeben	affet	V;V.PTCP	
vergeben	af	vergeben	af	V;V.PTCP	
vergeben	affedin	vergeben	affe	V;V.PTCP	N;NOM;SG;3
vergeben	affet	vergeben	affet	V;V.PTCP	
vergeben	affetmek	vergeben	affet	V;V.PTCP	
besetzt	meşgul	besetzen	meşgul	V;V.PTCP	
besetzt	yoğun	besetzen	yoğun	V;V.PTCP	
besetzt	insanlı	besetzen	insanlı	V;V.PTCP	
tabelle	tablo	tabell	tablo	N;NOM;FEM;SG	
tabelle	sofra	tabell	sofra	N;NOM;FEM;SG	
tabelle	masa	tabell	masa	N;NOM;FEM;SG	
tabelle	masalar	tabell	masa	N;NOM;FEM;SG	N;NOM;PL;3
tabelle	tablolar	tabell	tablo	N;NOM;FEM;SG	N;NOM;PL;3
tabelle	masaları	tabell	masa	N;NOM;FEM;SG	N;ACC;PL;3
tabelle	masa	tabell	masa	N;NOM;FEM;SG	
traf	met	treffen	met	V;IND;SG;3;PST;FIN	
zuschauer	gösterici	zuschauer	gösterici	ADV	
zuschauer	görüntüleyici	zuschauer	görüntüleyici	ADV	N;NOM;SG;3
zuschauer	izleyici	zuschauer	izleyici	ADV	
zuschauer	audience	zuschauer	audience	ADV	
zuschauer	izleyici	zuschauer	izleyici	ADV	
zuschauer	seyirci	zuschauer	seyirci	ADV	
zuschauer	seyirciler	zuschauer	seyirci	ADV	N;NOM;PL;3
zuschauer	izleyiciler	zuschauer	izleyici	ADV	N;NOM;PL;3
zuschauer	izleyenler	zuschauer	izle	ADV	N;NOM;PL;3
zuschauer	seyirci	zuschauer	seyirci	ADV	
zuschauer	seyirci	zuschauer	seyirci	ADV	
zuschauer	spectator	zuschauer	spectator	ADV	
zuschauer	izleyicilerin	zuschauer	izleyici	ADV	N;GEN;PL;3
zuschauer	görenler	zuschauer	gören	ADV	
zuschauer	izleyiciler	zuschauer	izleyici	ADV	N;NOM;PL;3
zuschauer	izleyenler	zuschauer	izle	ADV	N;NOM;PL;3
schwedischen	isveçli	schwedisch	isveçli	ADJ;NOM	
arnold	arnold	arnold	arnold	PROPN;NOM;MASC;SG	
bestehenden	mevcut	bestehend	mevcut	ADJ	
reaktion	tepki	Reaktion	tepki	ADJ	
reaktion	tepki	Reaktion	tepki	ADJ	
reaktion	reaksiyon	Reaktion	reaksiyon	ADJ	
reaktion	cevap	Reaktion	cevap	ADJ	N;NOM;SG;3
reaktion	yanıt	Reaktion	yanıt	ADJ	
reaktion	ifadeler	Reaktion	ifade	ADJ	N;NOM;PL;3
reaktion	tepkiler	Reaktion	tepki	ADJ	N;NOM;PL;3
wahlen	anketler	wahlen	anket	V;NFIN	N;NOM;PL;3
wahlen	seçim	wahlen	seçim	V;NFIN	
wahlen	seçimler	wahlen	seçim	V;NFIN	N;NOM;PL;3
wahlen	seçim	wahlen	seçim	V;NFIN	
wahlen	seçimler	wahlen	seçim	V;NFIN	N;NOM;PL;3
schriftstellerin	romancı	schriftstellerin	romancı	ADJ;NOM;FEM	N;NOM;SG;3
schriftstellerin	yazar	schriftstellerin	yazar	ADJ;NOM;FEM	
party	parti	party	parti	PROPN	
party	party	party	party	PROPN	
entfernen	kaldırma	entfernen	kaldırma	V;NFIN	
entfernen	silme	entfernen	sil	V;NFIN	
entfernen	silin	entfernen	sil	V;NFIN	
entfernen	sil	entfernen	sil	V;NFIN	
entfernen	çıkar	entfernen	çıkar	V;NFIN	
entfernen	kaldır	entfernen	kal	V;NFIN	
entfernen	kaldırma	entfernen	kaldırma	V;NFIN	
ausgestattet	donanımlı	ausstatten	donanımlı	V;V.PTCP	ADJ
bestandteil	bileşeni	bestandteil	bileş	ADJ	
bestandteil	bileşen	bestandteil	bileş	ADJ	
bestandteil	integral	bestandteil	integral	ADJ	
bestandteil	malzeme	bestandteil	malzem	ADJ	
automatisch	auto	automatisch	auto	ADJ	
automatisch	otomobil	automatisch	otomobil	ADJ	N;NOM;SG;3
automatisch	otomatik	automatisch	otomatik	ADJ	
automatisch	oto	automatisch	oto	ADJ	
automatisch	otomatik	automatisch	otomatik	ADJ	
automatisch	otomatik	automatisch	otomatik	ADJ	
automatisch	otomatik	automatisch	otomatik	ADJ	
harry	harry	harry	harry	PROPN;NOM;MASC;SG	
eingetragen	kayıtlı	eintragen	kayıtlı	V;V.PTCP	
regionen	bölgeler	regionen	bölge	V;NFIN	N;NOM;PL;3
regionen	bölgeleri	regionen	bölge	V;NFIN	N;ACC;PL;3
außen	dış	außen	dış	ADV	
außen	dışarıya	außen	dışarı	ADV	N;DAT;SG;3
außen	dışarda	außen	dışarı	ADV	N;ESS;SG;3
außen	dışarı	außen	dışarı	ADV	
außen	dışarıda	außen	dışarı	ADV	N;ESS;SG;3
außen	harici	außen	harici	ADV	
diverse	çeşitli	divers	çeşitli	N;NOM;FEM;PL	
verfassung	anayasal	verfassung	anayasal	N;NOM;FEM;SG	
verfassung	anayasa	verfassung	anayasa	N;NOM;FEM;SG	
verfassung	anayasaya	verfassung	anayasa	N;NOM;FEM;SG	N;DAT;SG;3
verfassung	anayasa	verfassung	anayasa	N;NOM;FEM;SG	
verfassung	anayasalar	verfassung	anayasa	N;NOM;FEM;SG	N;NOM;PL;3
getrennt	ayrılmış	trennen	ayrıl	V;V.PTCP	
getrennt	ayrı	trennen	ayrı	V;V.PTCP	ADJ
getrennt	ayrı	trennen	ayrı	V;V.PTCP	ADJ
getrennt	ayri	trennen	ayri	V;V.PTCP	
entfernung	uzaklık	entfernung	uzaklık	ADJ	N;NOM;SG;3
entfernung	mesafeler	entfernung	mesafe	ADJ	N;NOM;PL;3
entfernung	mesafe	entfernung	mesafe	ADJ	N;NOM;SG;3
entfernung	mesafeler	entfernung	mesafe	ADJ	N;NOM;PL;3
entfernung	kaldırma	entfernung	kaldırma	ADJ	
entfernung	kaldırılması	entfernung	kal	ADJ	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
datenbank	veritabanı	datenbank	verit	ADJ	N;NOM;SG;3
datenbank	veritabanları	datenbank	verit	ADJ	N;NOM;PL;3
datenbank	veritabanı	datenbank	verit	ADJ	N;NOM;SG;3
gefahr	tehlike	gefahren	tehlike		N;NOM;SG;3
minister	bakanı	minister	bakan		N;NOM;SG;3
minister	bakanım	minister	bak		N;NOM;SG;3
minister	bakanları	minister	bakan		N;NOM;PL;3
minister	bakanlar	minister	bakan		N;NOM;PL;3
speziell	özellikle	speziell	özellikle	ADJ	
speziell	özellikle	speziell	özellikle	ADJ	
speziell	özelliklede	speziell	özellikle	ADJ	N;ESS;SG;3
speziell	bilhassa	speziell	bilhassa	ADJ	
speziell	özellikle	speziell	özellikle	ADJ	
bedarf	ihtiyacım	bedarf	ihtiyaç		N;NOM;SG;3
bedarf	ihtiyaçları	bedarf	ihtiyaç		N;NOM;PL;3
bedarf	ihtiyaçlar	bedarf	ihtiyaç		N;NOM;PL;3
bedarf	gerekiyor	bedarf	gerek		V;PROG;IND;SG;3;POS;INFM;PRS
leopold	leopold	leopold	leopold	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
plan	plân	plan	pl	N	
plan	planla	plan	plan	N	
plan	plan	plan	plan	N	
interessant	ilginç	interessant	ilginç	ADJ	
interessant	enteresan	interessant	enteresan	ADJ	
sowjetischen	sovyetler	sowjetisch	sovyet	ADJ;NOM;MASC;SG	N;NOM;PL;3
sowjetischen	sovyet	sowjetisch	sovyet	ADJ;NOM;MASC;SG	
generation	nesil	generation	nesil	ADJ	
generation	kuşak	generation	kuşak	ADJ	
generation	nesli	generation	nesli	ADJ	
wunsch	keşke	wunsch	keşke		ADV
instituts	institut	instituts	institut		PROPN;NOM;SG;3
drittel	üçüncü	Drittel	üçüncü	ADJ;NOM	
oblast	oblastı	oblast	obla	PROPN;NOM;SG	
verurteilt	mahkum	verurteilen	mahkum	V;V.PTCP	
verurteilt	mahkum	verurteilen	mahkum	V;V.PTCP	
waffen	silahları	waffen	silah		N;NOM;PL;3
waffen	silahlar	waffen	silah		N;NOM;PL;3
waffen	silahları	waffen	silah		N;NOM;PL;3
waffen	silahlar	waffen	silah		N;NOM;PL;3
waffen	silahlar	waffen	silah		N;NOM;PL;3
waffen	kolları	waffen	kol		N;ACC;PL;3
dietrich	dietrich	dietrich	dietrich	PROPN	N;NOM;SG;3
schweren	ağır	schwer	ağır	ADJ;SG	
schweren	agir	schwer	agir	ADJ;SG	
schweren	şiddetli	schwer	şiddetli	ADJ;SG	
geb	doğan	geb	doğ	V;V.PTCP	
geb	doğuştan	geb	doğuş	V;V.PTCP	N;AT+ABL;SG;3
schneider	schneider	schneider	schneider	PROPN	
schneider	terzi	schneider	terzi	PROPN	
schneider	terziler	schneider	terzi	PROPN	N;NOM;PL;3
schneider	terzi	schneider	terzi	PROPN	
entwurf	cereyan	entwerfen	cereyan	N	
entwurf	taslak	entwerfen	taslak	N	
entwurf	tasarım	entwerfen	tas	N	
entwurf	taslak	entwerfen	taslak	N	
fassung	sürüm	fassung	sürü	PROPN	
fassung	versiyon	fassung	ver	PROPN	
fassung	sürümü	fassung	sürü	PROPN	N;ACC;SG;3
gemeinschaft	topluluk	gemeinschaft	topluluk	ADJ	
gemeinschaft	toplum	gemeinschaft	toplum	ADJ	
gemeinschaft	ümmet	gemeinschaft	ümmet	ADJ	
gemeinschaft	cemaat	gemeinschaft	cemaat	ADJ	
weiße	beyazları	weiß	beyaz	ADJ;NOM;FEM;PL	ADJ;ACC;PL;3
weiße	white	weiß	whit	ADJ;NOM;FEM;PL	PROPN;NOM;SG;3
weiße	beyaz	weiß	beyaz	ADJ;NOM;FEM;PL	
auszeichnung	ayrım	auszeichnung	ayrım	N;NOM;FEM;SG	
auszeichnung	ödül	auszeichnung	ödül	N;NOM;FEM;SG	
auszeichnung	ödülü	auszeichnung	ödül	N;NOM;FEM;SG	N;ACC;SG;3
zugang	geçit	zugang	geçit	N	
zugang	erişilebilirlik	zugang	erişil	N	V;IPFV;POT;SG;3;POS
garten	bahçe	garten	bahçe	V;NFIN	N;NOM;SG;3
garten	bahçe	garten	bahçe	V;NFIN	N;NOM;SG;3
garten	bahçesi	garten	bahçe	V;NFIN	N;NOM;SG;3
garten	garden	garten	garden	V;NFIN	N;NOM;SG;3
garten	bahçeleri	garten	bahçe	V;NFIN	N;ACC;PL;3
garten	gardens	garten	gardens	V;NFIN	N;NOM;SG;3
garten	bahçeler	garten	bahçe	V;NFIN	N;NOM;PL;3
weisen	akıllı	weisen	akıllı	V;NFIN	
weisen	bilge	weisen	bilge	V;NFIN	
weisen	akıllıca	weisen	akıllıca	V;NFIN	ADV
weisen	bilge	weisen	bilge	V;NFIN	
weisen	sage	weisen	sage	V;NFIN	
weisen	bilgeler	weisen	bilge	V;NFIN	N;NOM;PL;3
auftritt	görünüşü	auftreten	görünüş	V;IND;SG;3;PRS;FIN	N;NOM;SG;3
auftritt	görünümü	auftreten	görün	V;IND;SG;3;PRS;FIN	N;NOM;SG;3
auftritt	görünüş	auftreten	görünüş	V;IND;SG;3;PRS;FIN	
auftritt	görünüm	auftreten	görün	V;IND;SG;3;PRS;FIN	N;NOM;SG;3
oberhalb	yukarıdaki	oberhalb	yukarıdakiki	ADV	
oberhalb	yukarıda	oberhalb	yukarı	ADV	ADJ;ESS;SG;3
oberhalb	üzeri	oberhalb	üzer	ADV	
oberhalb	üstünde	oberhalb	üst	ADV	ADJ;ESS;SG;3
oberhalb	üstü	oberhalb	üst	ADV	
oberhalb	yukarda	oberhalb	yukar	ADV	
evangelisch	protestan	evangelisch	protestan	ADJ	
evangelisch	lutheran	evangelisch	luther	ADJ	PROPN;NOM;SG;3
evangelisch	protestan	evangelisch	protestan	ADJ	
thüringen	thüringen	thüringen	tüür	PROPN;NOM;NEUT;SG	N;GEN;SG;3
tonnen	tonlarca	tonnen	tonlarca	N;NOM;FEM;PL	ADV
tonnen	ton	tonnen	ton	N;NOM;FEM;PL	
tonnen	ton	tonnen	ton	N;NOM;FEM;PL	
tonnen	ton	tonnen	ton	N;NOM;FEM;PL	
tonnen	tonluk	tonnen	tonluk	N;NOM;FEM;PL	N;NOM;SG;3
afrika	afrika	afrika	afrika	PROPN;NOM;MASC;SG	
wagner	wagner	wagner	wagner	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
inhalte	içerik	inhalt	içerik	N	
inhalte	içindekiler	inhalt	içindeki	N	ADJ;NOM;PL;3
inhalte	içerik	inhalt	içerik	N	
bedingungen	şartları	bedingung	şart	V;NFIN	N;NOM;PL;3
bedingungen	koşul	bedingung	koşul	V;NFIN	
bedingungen	şartlar	bedingung	şart	V;NFIN	N;NOM;PL;3
bedingungen	koşulları	bedingung	koşul	V;NFIN	N;ACC;PL;3
bedingungen	koşullar	bedingung	koş	V;NFIN	N;NOM;PL;3
bedingungen	koşul	bedingung	koşul	V;NFIN	
bedingungen	şartlar	bedingung	şart	V;NFIN	N;NOM;PL;3
bedingungen	koşulları	bedingung	koşul	V;NFIN	N;ACC;PL;3
bedingungen	koşullar	bedingung	koş	V;NFIN	N;NOM;PL;3
niederlande	hollanda	niederlinde	hollan	PROPN;NOM;FEM;SG	
niederlande	hollanda	niederlinde	hollan	PROPN;NOM;FEM;SG	
hafen	harbor	hafen	harbor		PROPN;NOM;SG;3
hafen	limanı	hafen	liman		N;NOM;SG;3
hafen	limanlar	hafen	liman		N;NOM;PL;3
entschied	karar	entscheiden	karar	V;IND;SG;3;PST;FIN	N;NOM;SG;3
tut	toot	tun	toot	V;IND;SG;3;PRS;FIN	
ermöglicht	etkin	ermöglichen	etkin	V;V.PTCP	
verbindungen	bağlantılar	verbindung	bağlantı	V;NFIN	N;NOM;PL;3
verbindungen	bağlar	verbindung	bağla	V;NFIN	
verbindungen	bağlantıları	verbindung	bağlantı	V;NFIN	N;NOM;PL;3
verbindungen	bağlantılar	verbindung	bağlantı	V;NFIN	N;NOM;PL;3
verbindungen	bağlar	verbindung	bağla	V;NFIN	
verbindungen	bağlantıları	verbindung	bağlantı	V;NFIN	N;NOM;PL;3
verbindungen	bileşikler	verbindung	bileşik	V;NFIN	N;NOM;PL;3
kontrolle	kontrol	kontroll	kontrol	ADJ;NOM;FEM;SG	
kontrolle	control	kontroll	control	ADJ;NOM;FEM;SG	
