que	ka	que	ka	PRO	
fermosos	diezgan	fermoso	diezgan	ADJ	ADV
feita	made	facer	made	V	
militares	militāra	militar	militāra	V	ADJ;NOM;FEM;SG
militares	militārie	militar	militārs	V	ADJ;NOM;MASC;PL
militares	militārā	militar	militāra	V	ADJ;NOM;FEM;SG
militares	militāri	militar	militāre	V	ADV
militares	militāro	militar	militāra	V	ADJ;ACC;MASC;SG
militares	armijas	militar	armija	V	N;NOM;FEM;PL
militares	armija	militar	armija	V	N;NOM;FEM;SG
militares	vīriešiem	militar	vīrietis	V	N;DAT;MASC;PL
militares	vīri	militar	vīrs	V	N;NOM;MASC;PL
militares	vīrieši	militar	vīrietis	V	N;NOM;MASC;PL
responder	atbildi	responder	atbilde	V	N;ACC;FEM;SG
responder	atbilde	responder	atbilde	V	N;NOM;FEM;SG
responder	muguru	responder	mugura	V	N;ACC;FEM;SG
responder	atpakaļ	responder	atpakaļ	V	ADV
responder	mugura	responder	mugura	V	N;NOM;FEM;SG
lavar	mazgāšana	lavar	mazgāšana	V	N;NOM;FEM;SG
lavar	mazgāšanas	lavar	mazgāšana	V	N;NOM;FEM;SG
lavar	mazgāšana	lavar	mazgāšana	V	N;NOM;FEM;SG
lavar	un	lavar	un	V	CONJ
lavar	veļas	lavar	veļa	V	N;NOM;FEM
lavar	veļa	lavar	veļa	V	N;NOM;FEM;SG
avións	viņi	avión	viņš	N	PRO;NOM;MASC;PL;3
avións	tie	avión	tas	N	PRO;NOM;MASC;PL
avións	tās	avión	tā	N	PRO;NOM;FEM;PL
ensinar	tu	ensinar	tu	V	PRO;NOM;SG;2
ensinar	tevi	ensinar	tu	V	PRO;ACC;SG;2
ensinar	jums	ensinar	jūs	V	PRO;DAT;PL;2
ensinar	tev	ensinar	tu	V	PRO;DAT;SG;2
ensinar	jūs	ensinar	jūs	V	PRO;NOM;PL;2
ensinar	mācīšana	ensinar	mācīšana	V	N;NOM;FEM;SG
ensinar	mācību	ensinar	mācība	V	N;ACC;FEM;PL
poña	komplekti	poñer	komplekts	V	N;NOM;MASC;PL
sábado	sestdien	sábado	sestdien	N	ADV
sam	sems	sam	sems	PROPN	PROPN;NOM;MASC;SG
sam	sem	sam	sem	PROPN	
sam	sam	sam	sas	PROPN	
pide	par	pedir	par	V	
pide	priekš	pedir	priekš	V	ADP
pide	for	pedir	for	V	
pide	ask	pedir	ask	V	N
piso	plakana	piso	plakana	N	ADJ;NOM;FEM;SG
piso	vienotas	piso	vienota	N	ADJ;NOM;FEM;PL
piso	plakanas	piso	plakana	N	ADJ;NOM;FEM;PL
piso	malti	piso	malti	N	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
praia	beach	praia	beach	N	
anna	anna	anna	anna	PROPN	PROPN;NOM;FEM;SG
cigarro	smēķēt	cigarro	smēķēt	N	V;POS;NFIN
medicina	medicīniskā	medicina	medicīniska	N	ADJ;NOM;FEM;SG
paixón	aizrauj	paixón	aizraut	N	V;FH;IND;3;POS;PRS;FIN;ACT
programas	parāda	programa	parādīt	N	V;FH;IND;3;POS;PRS;FIN;ACT
programas	rāda	programa	rādīt	N	V;FH;IND;3;POS;PRS;FIN;ACT
programas	pār	programa	pār	N	ADP
programas	un	programa	un	N	CONJ
mellorar	labāku	mellorar	labs	V	ADJ;ACC;CMPR;MASC;SG
mellorar	labāka	mellorar	laba	V	ADJ;NOM;CMPR;FEM;SG
mellorar	labāk	mellorar	labi	V	ADV;CMPR
mellorar	labāki	mellorar	labs	V	ADJ;NOM;CMPR;MASC;PL
mellorar	labāks	mellorar	labs	V	ADJ;NOM;CMPR;MASC;SG
mellorar	laba	mellorar	laba	V	ADJ;NOM;FEM;SG
mellorar	labas	mellorar	laba	V	ADJ;NOM;FEM;PL
mellorar	labi	mellorar	labi	V	ADV
mellorar	labs	mellorar	labs	V	ADJ;NOM;MASC;SG
mellorar	labais	mellorar	labs	V	ADJ;NOM;MASC;SG
mellorar	make	mellorar	make	V	
mellorar	marka	mellorar	marka	V	N;NOM;FEM;SG
mellorar	jebkuru	mellorar	jebkurš	V	PRO;ACC;MASC;SG
mellorar	jebkura	mellorar	jebkura	V	PRO;NOM;FEM;SG
mellorar	jebkurš	mellorar	jebkurš	V	PRO;NOM;MASC;SG
asia	āzija	asia	āzija	PROPN	N;NOM;FEM;SG
distintos	atšķirīgi	distinto	atšķirīgs	ADJ	ADV
actual	strāva	actual	strāva	ADJ	N;NOM;FEM;SG
actual	klāt	actual	klāt	ADJ	ADV
actual	tagadni	actual	tagadne	ADJ	N;ACC;FEM;SG
actual	mūsdienu	actual	mūsdienas	ADJ	N;GEN;FEM
actual	šodien	actual	šodien	ADJ	ADV
clara	skaidri	claro	skaidri	ADJ	ADV
clara	klāra	claro	klārs	ADJ	PROPN;NOM;FEM;SG
dedos	tavas	dedo	tava	N	PRO;NOM;FEM;PL;3
dedos	tavu	dedo	tava	N	PRO;ACC;SG;3
dedos	tavs	dedo	tavs	N	PRO;NOM;MASC;SG;3
dedos	jūsu	dedo	jūs	N	PRO;GEN;PL;2
dedos	tava	dedo	tava	N	PRO;NOM;FEM;SG;3
dedos	viņai	dedo	viņa	N	PRO;DAT;FEM;SG;3
dedos	viņas	dedo	viņa	N	PRO;NOM;FEM;PL;3
noutro	pārējie	noutro	pārējs	N	ADJ;NOM;MASC;PL
noutro	citi	noutro	cits	N	PRO;NOM;MASC;PL
noutro	cits	noutro	cits	N	PRO;NOM;MASC;SG
noutro	citādi	noutro	citādi	N	ADV
noutro	citas	noutro	cita	N	PRO;NOM;FEM;PL
noutro	kautkur	noutro	kautkur	N	ADV
noutro	dažas	noutro	daža	N	PRO;NOM;FEM;PL
noutro	dažiem	noutro	dažs	N	PRO;DAT;MASC;PL
noutro	daži	noutro	dažs	N	PRO;NOM;MASC;PL
noutro	citur	noutro	citur	N	ADV
listos	gatavi	listo	gatavs	V	ADJ;NOM;MASC;PL
listos	gatava	listo	gatava	V	ADJ;NOM;FEM;SG
listos	gatavs	listo	gatavs	V	ADJ;NOM;MASC;SG
listos	gatavas	listo	gatava	V	ADJ;NOM;FEM;PL
listos	smart	listo	smart	V	
listos	gudrs	listo	gudrs	V	ADJ;NOM;MASC;SG
listos	gudri	listo	gudri	V	ADV
listos	gudra	listo	gudra	V	ADJ;NOM;FEM;SG
listos	gudrāks	listo	gudrs	V	ADJ;NOM;CMPR;MASC;SG
faise	made	faise	made	V	
faise	kļūst	faise	kļūt	V	V;FH;IND;3;POS;PRS;FIN;ACT
estivemos	bijis	estar	būt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
vouno	viņam	vouno	viņš	N	PRO;DAT;MASC;SG;3
vouno	viņu	vouno	viņš	N	PRO;ACC;MASC;SG;3
vouno	braucam	vouno	braukt	N	V;FH;IND;PL;1;POS;PRS;FIN;ACT
detalles	detalizēta	detalle	detalizēt	N	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
detalles	sīki	detalle	sīki	N	ADV
detalles	detalizēti	detalle	detalizēt	N	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
sono	gulēt	sono	gulēt	N	V;POS;NFIN
agradable	patīkama	agradable	patikt	ADJ	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
agradable	patīkami	agradable	patīkami	ADJ	ADV
agradable	patīkamas	agradable	patīkama	ADJ	V;NOM;INDF;FEM;PL;PRS;V.PTCP;PASS
agradable	patīkami	agradable	patīkami	ADJ	ADV
agradable	jauki	agradable	jauki	ADJ	ADV
agradable	nice	agradable	nice	ADJ	
cabezas	mūsu	cabeza	mēs	N	PRO;GEN;PL;1
virá	viņa	vir	viņa	V	PRO;NOM;FEM;SG;3
virá	vina	vir	vins	V	N;NOM;FEM;SG
sentín	filcs	sentir	filcs	V	N;NOM;MASC;SG
sentín	tika	sentir	tikt	V	V;FH;IND;3;POS;PST;FIN;ACT
deixas	tu	deixar	tu	V	PRO;NOM;SG;2
deixas	tevi	deixar	tu	V	PRO;ACC;SG;2
deixas	jums	deixar	jūs	V	PRO;DAT;PL;2
deixas	tev	deixar	tu	V	PRO;DAT;SG;2
deixas	jūs	deixar	jūs	V	PRO;NOM;PL;2
deixas	atvaļinājumu	deixar	atvaļinājums	V	N;ACC;MASC;SG
deixas	atvaļinājums	deixar	atvaļinājums	V	N;NOM;MASC;SG
deixas	atvaļinājuma	deixar	atvaļinājums	V	N;GEN;MASC;SG
pensou	doma	pensar	doma	V	N;NOM;FEM;SG
pensou	tu	pensar	tu	V	PRO;NOM;SG;2
pensou	tevi	pensar	tu	V	PRO;ACC;SG;2
pensou	jums	pensar	jūs	V	PRO;DAT;PL;2
pensou	tev	pensar	tu	V	PRO;DAT;SG;2
pensou	jūs	pensar	jūs	V	PRO;NOM;PL;2
pensou	padomā	pensar	padomāt	V	N;MASC;SG
pensou	viņa	pensar	viņa	V	PRO;NOM;FEM;SG;3
pensou	vina	pensar	vins	V	N;NOM;FEM;SG
xigante	milzu	xigante	milzu	ADJ	N
mirada	ieskaties	mirada	ieskatīties	N	V;IMP;SG;2;POS;REFL;FIN;ACT
mirada	izskaties	mirada	izskatīties	N	V;IMP;SG;2;POS;REFL;FIN;ACT
mirada	skaties	mirada	skatīties	N	V;IMP;SG;2;POS;REFL;FIN;ACT
chame	viņai	chame	viņa	V	PRO;DAT;FEM;SG;3
chame	viņas	chame	viņa	V	PRO;NOM;FEM;PL;3
chame	vārds	chame	vārds	V	N;NOM;MASC;SG
chame	nosaukums	chame	nosaukums	V	N;NOM;MASC;SG
chame	viņa	chame	viņa	V	PRO;NOM;FEM;SG;3
inglaterra	england	inglaterra	england	N	
inglaterra	angliju	inglaterra	anglija	N	PROPN;ACC;FEM;SG
volvas	tu	volva	tu	N	PRO;NOM;SG;2
volvas	tevi	volva	tu	N	PRO;ACC;SG;2
volvas	jums	volva	jūs	N	PRO;DAT;PL;2
volvas	tev	volva	tu	N	PRO;DAT;SG;2
volvas	jūs	volva	jūs	N	PRO;NOM;PL;2
volvas	nāc	volva	nākt	N	V;IMP;SG;2;POS;FIN;ACT
volvas	atpakaļ	volva	atpakaļ	N	ADV
volvas	dons	volva	dons	N	PROPN;NOM;MASC;SG
volvas	don	volva	don	N	
volvas	kādreiz	volva	kādreiz	N	ADV
volvas	ever	volva	evērt	N	
volvas	jebkad	volva	jebkad	N	
volvas	atkal	volva	atkal	N	ADV
volvas	vēlreiz	volva	vēlreiz	N	ADV
axúdame	palīgā	axúdame	palīgs	V	N;ESS;MASC;SG
axúdame	palīdzība	axúdame	palīdzība	V	N;NOM;FEM;SG
axúdame	help	axúdame	help	V	
habería	būtu	haber	būt	V	V;COND;POS;FIN;ACT
habería	tur	haber	tur	V	ADV
habería	būtu	haber	būt	V	V;COND;POS;FIN;ACT
nalgún	dažas	nalgún	daža	PROPN	PRO;NOM;FEM;PL
nalgún	dažiem	nalgún	dažs	PROPN	PRO;DAT;MASC;PL
nalgún	daži	nalgún	dažs	PROPN	PRO;NOM;MASC;PL
nalgún	kautkur	nalgún	kautkur	PROPN	ADV
nalgún	izmanto	nalgún	izmantot	PROPN	V;IMP;SG;2;POS;FIN;ACT
nalgún	lietots	nalgún	lietot	PROPN	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
nalgún	izmantotais	nalgún	izmantot	PROPN	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
nalgún	izmantots	nalgún	izmantot	PROPN	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
nalgún	lietoti	nalgún	lietot	PROPN	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
nalgún	lietota	nalgún	lietot	PROPN	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
marca	atzīmēt	marca	atzīmēt	N	V;POS;NFIN
marca	marks	marca	marks	N	PROPN;NOM;MASC;SG
políticos	politiskā	político	politiska	N	ADJ;NOM;FEM;SG
valente	drosmīgi	valente	drosmīgi	ADJ	ADV
valente	valiant	valente	valiant	ADJ	N;NOM;MASC;SG
escuro	tumši	escuro	tumši	ADJ	ADV
perdemos	garām	perder	garām	V	ADV
perdemos	miss	perder	miss	V	
perdemos	jaunkundze	perder	jaunkundze	V	N;NOM;FEM;SG
certos	drošs	certo	drošs	DET	V;IPFV;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
certos	pārliecināts	certo	pārliecināt	DET	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
certos	dažas	certo	daža	DET	PRO;NOM;FEM;PL
certos	dažiem	certo	dažs	DET	PRO;DAT;MASC;PL
certos	daži	certo	dažs	DET	PRO;NOM;MASC;PL
principios	agrīna	principio	agrīns	N	ADJ;NOM;FEM;SG
principios	agri	principio	agri	N	ADV
charles	kārlis	charles	kārlis	N	PROPN;NOM;MASC;SG
charles	čārlzs	charles	čārlzs	N	PROPN;NOM;MASC;SG
vivía	tika	vivir	tikt	V	V;FH;IND;3;POS;PST;FIN;ACT
vivía	dzīvošana	vivir	dzīvošana	V	N;NOM;FEM;SG
vivía	dzīvas	vivir	dzīva	V	ADJ;NOM;FEM;PL
vivía	dzīvi	vivir	dzīve	V	N;ACC;FEM;SG
vivía	live	vivir	live	V	
vivía	tiešraide	vivir	tiešraide	V	N;NOM;FEM;SG
noxento	pretīga	noxento	pretīga	N	ADJ;NOM;FEM;SG
reloxo	skatīties	reloxo	skatīties	N	V;POS;REFL;NFIN
reloxo	skaties	reloxo	skatīties	N	V;IMP;SG;2;POS;REFL;FIN;ACT
trouxo	kas	trouxo	kas	V	PRO;NOM
trouxo	pvo	trouxo	pvo	V	PROPN
trouxo	kurš	trouxo	kurš	V	PRO;NOM;MASC;SG
chegada	ieradušies	chegada	ierasties	N	V;PFV;NOM;INDF;MASC;PL;REFL;PST;V.PTCP
chegada	ieradies	chegada	ierasties	N	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP
dicirche	tu	dicirchar	tu	V	PRO;NOM;SG;2
dicirche	tevi	dicirchar	tu	V	PRO;ACC;SG;2
dicirche	jums	dicirchar	jūs	V	PRO;DAT;PL;2
dicirche	tev	dicirchar	tu	V	PRO;DAT;SG;2
dicirche	jūs	dicirchar	jūs	V	PRO;NOM;PL;2
dicirche	saki	dicirchar	sacīt	V	INTJ
sal	ārā	sal	ārā	N	ADV
sal	out	sal	out	N	
sal	iegūsti	sal	iegūt	N	V;IMP;SG;2;POS;FIN;ACT
sal	dabūt	sal	dabūt	N	V;POS;NFIN
sal	sal	sal	sal	N	
hughes	hughes	hughe	hughe	PROPN	PROPN;NOM;FEM;SG
sybil	sibilla	sybil	sibilla	PROPN	N;NOM;FEM;SG
sentía	filcs	sentía	filcs	V	N;NOM;MASC;SG
sentía	tika	sentía	tikt	V	V;FH;IND;3;POS;PST;FIN;ACT
sentía	žēl	sentía	žēl	V	PART
peito	viņai	peito	viņa	N	PRO;DAT;FEM;SG;3
peito	viņas	peito	viņa	N	PRO;NOM;FEM;PL;3
inútil	bezjēdzīgi	inútil	bezjēdzīgi	ADJ	ADV
inútil	nelietderīgi	inútil	nelietderīgi	ADJ	ADV
guste	like	guste	like	V	
guste	tu	guste	tu	V	PRO;NOM;SG;2
guste	tevi	guste	tu	V	PRO;ACC;SG;2
guste	jums	guste	jūs	V	PRO;DAT;PL;2
guste	tev	guste	tu	V	PRO;DAT;SG;2
guste	jūs	guste	jūs	V	PRO;NOM;PL;2
cuba	kubu	cuba	kuba	PROPN	N;ACC;MASC;SG
cuba	kubā	cuba	kuba	PROPN	N;ESS;MASC;SG
cuba	kuba	cuba	kuba	PROPN	N;NOM;MASC;SG
escenario	tur	escenario	tur	N	ADV
for	vienalga	ser	vienalga	V	
for	kods	ser	kods	V	N;NOM;MASC;SG
for	par	ser	par	V	
for	priekš	ser	priekš	V	ADP
for	for	ser	for	V	
preguntou	ask	preguntar	ask	V	N
cae	leju	caer	leja	V	N;ACC;FEM;SG
cae	lejā	caer	lejā	V	ADV
cae	lejup	caer	lejup	V	ADV
poderoso	spēcīgi	poderoso	spēcīgs	ADJ	ADV
preocupa	par	preocupo	par	V	
preocupa	patiešām	preocupo	patiešām	V	PART
preocupa	tiešām	preocupo	tiešām	V	PART
preocupa	kopšana	preocupo	kopšana	V	N;NOM;FEM;SG
preocupa	aprūpe	preocupo	aprūpe	V	N;NOM;FEM;SG
preocupa	aprūpi	preocupo	aprūpe	V	N;ACC;FEM;SG
preocupa	raizes	preocupo	raize	V	N;NOM;FEM;PL
preocupa	rūp	preocupo	rūp	V	INTJ
anterior	ka	anterior	ka	ADJ	
anterior	tas	anterior	tas	ADJ	PRO;NOM;MASC;SG
anterior	pirms	anterior	pirms	ADJ	ADP
anterior	bija	anterior	būt	ADJ	V;FH;IND;3;POS;PST;FIN;ACT
anterior	viens	anterior	viens	ADJ	NUM;NOM;MASC;SG
anterior	viena	anterior	viena	ADJ	NUM;NOM;FEM;SG
anterior	vienu	anterior	viens	ADJ	NUM;ACC;MASC;SG
mantén	turēšana	manter	turēšana	V	N;NOM;FEM;SG
controlar	kontrole	controlar	kontrole	V	N;NOM;FEM;SG
controlar	kontroles	controlar	kontrole	V	N;NOM;FEM;PL
km	jūdzes	km	jūdze	PROPN	N;NOM;FEM;PL
km	kilometri	km	kilometrs	PROPN	N;NOM;MASC;PL
km	prom	km	prom	PROPN	ADV
parella	team	parella	tu	N	
parella	atbilst	parella	atbilst	N	V;IMP;2;POS;FIN;ACT
parella	sakrīt	parella	sakrist	N	V;FH;IND;3;POS;PRS;FIN;ACT
desexa	tu	desexar	tu	V	PRO;NOM;SG;2
desexa	tevi	desexar	tu	V	PRO;ACC;SG;2
desexa	jums	desexar	jūs	V	PRO;DAT;PL;2
desexa	tev	desexar	tu	V	PRO;DAT;SG;2
desexa	jūs	desexar	jūs	V	PRO;NOM;PL;2
desexa	vēlmes	desexar	vēlme	V	N;NOM;FEM;PL
desexa	vēlmju	desexar	vēlme	V	N;ACC;FEM;SG
desexa	būtu	desexar	būt	V	V;COND;POS;FIN;ACT
desexa	like	desexar	like	V	
desexa	vēlme	desexar	vēlme	V	N;NOM;FEM;SG
sucedeu	kas	suceder	kas	V	PRO;NOM
sucedeu	kāda	suceder	kāda	V	PRO;NOM;FEM;SG
sucedeu	kāds	suceder	kāds	V	PRO;NOM;MASC;SG
sucedeu	ko	suceder	kas	V	PRO;ACC
sucedeu	did	suceder	did	V	
sucedeu	tika	suceder	tikt	V	V;FH;IND;3;POS;PST;FIN;ACT
talento	talantīgiem	talento	talantīgs	N	ADJ;DAT;MASC;PL
antigos	senas	antigo	sena	N	ADJ;NOM;FEM;PL
antigos	senā	antigo	sens	N	ADJ;NOM;FEM;SG
antigos	senās	antigo	sena	N	ADJ;NOM;FEM;PL
antigos	senie	antigo	sens	N	ADJ;NOM;MASC;PL
antigos	bijusī	antigo	būt	N	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
antigos	bijušie	antigo	būt	N	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
antigos	bijušais	antigo	bijušais	N	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
antigos	vecā	antigo	veca	N	ADJ;NOM;FEM;SG
antigos	veca	antigo	veca	N	ADJ;NOM;FEM;SG
antigos	veci	antigo	vecs	N	ADJ;NOM;MASC;PL
antigos	vecs	antigo	vecs	N	ADJ;NOM;MASC;SG
sección	šeit	sección	šeit	N	ADV
sección	te	sección	te	N	ADV
xantar	pusdienas	xantar	pusdienas	V	N;NOM;FEM
xantar	pusdienās	xantar	pusdienas	V	N;ESS;FEM
xantar	gatavi	xantar	gatavs	V	ADJ;NOM;MASC;PL
xantar	gatava	xantar	gatava	V	ADJ;NOM;FEM;SG
xantar	gatavs	xantar	gatavs	V	ADJ;NOM;MASC;SG
xantar	gatavas	xantar	gatava	V	ADJ;NOM;FEM;PL
xantar	vakariņas	xantar	vakariņas	V	N;NOM;FEM;PL
xantar	par	xantar	par	V	
xantar	priekš	xantar	priekš	V	ADP
xantar	for	xantar	for	V	
tira	piliens	tir	piliens	V	N;NOM;MASC;SG
tira	tavas	tir	tava	V	PRO;NOM;FEM;PL;3
tira	tavu	tir	tava	V	PRO;ACC;SG;3
tira	tavs	tir	tavs	V	PRO;NOM;MASC;SG;3
tira	jūsu	tir	jūs	V	PRO;GEN;PL;2
tira	tava	tir	tava	V	PRO;NOM;FEM;SG;3
viñeches	šeit	viñeche	šeit	V	ADV
viñeches	te	viñeche	te	V	ADV
viñeches	tu	viñeche	tu	V	PRO;NOM;SG;2
viñeches	tevi	viñeche	tu	V	PRO;ACC;SG;2
viñeches	jums	viñeche	jūs	V	PRO;DAT;PL;2
viñeches	tev	viñeche	tu	V	PRO;DAT;SG;2
viñeches	jūs	viñeche	jūs	V	PRO;NOM;PL;2
viñeches	did	viñeche	did	V	
agradábel	patīkami	agradábel	patīkami	ADJ	ADV
agradábel	jauki	agradábel	jauki	ADJ	ADV
agradábel	nice	agradábel	nice	ADJ	
agradábel	patīkama	agradábel	patikt	ADJ	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
agradábel	patīkami	agradábel	patīkami	ADJ	ADV
agradábel	patīkamas	agradábel	patīkama	ADJ	V;NOM;INDF;FEM;PL;PRS;V.PTCP;PASS
casado	tu	casado	tu	V	PRO;NOM;SG;2
casado	tevi	casado	tu	V	PRO;ACC;SG;2
casado	jums	casado	jūs	V	PRO;DAT;PL;2
casado	tev	casado	tu	V	PRO;DAT;SG;2
casado	jūs	casado	jūs	V	PRO;NOM;PL;2
viñeron	viņi	ver	viņš	V	PRO;NOM;MASC;PL;3
viñeron	tie	ver	tas	V	PRO;NOM;MASC;PL
viñeron	tās	ver	tā	V	PRO;NOM;FEM;PL
viñeron	šeit	ver	šeit	V	ADV
viñeron	te	ver	te	V	ADV
viñeron	caur	ver	caur	V	ADP
viñeron	cauri	ver	cauri	V	ADV
depresión	nomākts	depresión	nomākts	N	ADJ;NOM;MASC;SG
científicos	zinātnieki	científico	zinātnieks	ADJ	N;NOM;MASC;PL
científicos	zinātniekiem	científico	zinātnieks	ADJ	N;DAT;MASC;PL
chegaron	viņi	chegar	viņš	V	PRO;NOM;MASC;PL;3
chegaron	tie	chegar	tas	V	PRO;NOM;MASC;PL
chegaron	tās	chegar	tā	V	PRO;NOM;FEM;PL
ted	ted	ted	tu	PROPN	
ted	runāt	ted	runāt	PROPN	V;POS;NFIN
perfectamente	zinu	perfectamente	zināt	ADV	V;FH;IND;SG;1;POS;PRS;FIN;ACT
perfectamente	zinām	perfectamente	zināt	ADV	V;FH;IND;PL;1;POS;PRS;FIN;ACT
perfectamente	zināt	perfectamente	zināt	ADV	V;POS;NFIN
perfectamente	visiem	perfectamente	viss	ADV	PRO;DAT;MASC;PL
perfectamente	visu	perfectamente	viss	ADV	PRO;ACC;MASC;SG
perfectamente	visas	perfectamente	visa	ADV	PRO;NOM;FEM;PL
perfectamente	visi	perfectamente	viss	ADV	PRO;NOM;MASC;PL
perfectamente	visa	perfectamente	viss	ADV	PRO;NOM;FEM;SG
perfectamente	tiesības	perfectamente	tiesības	ADV	N;NOM;FEM
perfectamente	labās	perfectamente	laba	ADV	ADJ;NOM;FEM;PL
perfectamente	nu	perfectamente	nu	ADV	INTJ
coñecía	didn	coñecer	didn	V	
coñecía	jauna	coñecer	jauns	V	ADJ;NOM;FEM;SG
coñecía	jaunums	coñecer	jaunums	V	N;NOM;MASC;SG
coñecía	jauni	coñecer	jauns	V	ADJ;NOM;MASC;PL
coñecía	jauns	coñecer	jauns	V	ADJ;NOM;MASC;SG
coñecía	jaunais	coñecer	jauns	V	ADJ;NOM;MASC;SG
coñecía	jaunas	coñecer	jauna	V	ADJ;NOM;FEM;PL
usamos	lietošana	usar	lietošana	V	N;NOM;FEM;SG
usamos	lietojums	usar	lietojums	V	N;NOM;MASC;SG
usamos	izmantošana	usar	izmantošana	V	N;NOM;FEM;SG
expresión	runā	expresión	runāt	N	V;FH;IND;2;POS;PRS;FIN;ACT
cadeira	iegūsti	cadeira	iegūt	N	V;IMP;SG;2;POS;FIN;ACT
cadeira	dabūt	cadeira	dabūt	N	V;POS;NFIN
notas	atzīmē	nota	atzīmēt	N	V;FH;IND;3;POS;PRS;FIN;ACT
notas	tu	nota	tu	N	PRO;NOM;SG;2
notas	tevi	nota	tu	N	PRO;ACC;SG;2
notas	jums	nota	jūs	N	PRO;DAT;PL;2
notas	tev	nota	tu	N	PRO;DAT;SG;2
notas	jūs	nota	jūs	N	PRO;NOM;PL;2
notas	viņa	nota	viņa	N	PRO;NOM;FEM;SG;3
acadar	par	acadar	par	V	
acadar	priekš	acadar	priekš	V	ADP
acadar	for	acadar	for	V	
acadar	reach	acadar	reach	V	
limpa	tīrīt	limpo	tīrīt	ADJ	V;POS;NFIN
limpa	noslaucīt	limpo	noslaucīt	ADJ	V;POS;NFIN
funcionar	darbs	funcionar	darbs	V	N;NOM;MASC;SG
funcionar	darbs	funcionar	darbs	V	N;NOM;MASC;SG
funcionar	darba	funcionar	darbs	V	N;GEN;MASC;SG
funcionar	ārā	funcionar	ārā	V	ADV
funcionar	out	funcionar	out	V	
oxalá	vēlme	oxal	vēlme	V	N;NOM;FEM;SG
oxalá	tikai	oxal	tikai	V	PART
acaso	tikai	acaso	tikai	ADV	PART
acaso	gadījums	acaso	gadījums	ADV	N;NOM;MASC;SG
acaso	lieta	acaso	lieta	ADV	N;NOM;FEM;SG
acaso	tu	acaso	tu	ADV	PRO;NOM;SG;2
acaso	tevi	acaso	tu	ADV	PRO;ACC;SG;2
acaso	jums	acaso	jūs	ADV	PRO;DAT;PL;2
acaso	tev	acaso	tu	ADV	PRO;DAT;SG;2
acaso	jūs	acaso	jūs	ADV	PRO;NOM;PL;2
acaso	dažas	acaso	daža	ADV	PRO;NOM;FEM;PL
acaso	dažiem	acaso	dažs	ADV	PRO;DAT;MASC;PL
acaso	daži	acaso	dažs	ADV	PRO;NOM;MASC;PL
acaso	dons	acaso	dons	ADV	PROPN;NOM;MASC;SG
acaso	don	acaso	don	ADV	
revista	magazine	revista	magazine	N	
quitar	ņemšana	quitar	ņemšana	V	N;NOM;FEM;SG
quitar	nost	quitar	nost	V	ADV
quitar	off	quitar	off	V	
rusos	krieviski	ruso	krieviski	N	ADV
rusos	krievijas	ruso	krievija	N	PROPN;NOM;FEM;SG
chicago	čikāgas	chicago	čikāga	PROPN	PROPN;NOM;FEM;SG
chicago	pilsēta	chicago	pilsēta	PROPN	N;NOM;FEM;SG
park	park	park	park	PROPN	
park	parkā	park	parks	PROPN	N;ESS;MASC;SG
park	parka	park	parks	PROPN	N;GEN;MASC;SG
park	parks	park	parks	PROPN	N;NOM;MASC;SG
libras	par	libra	par	N	
libras	priekš	libra	priekš	N	ADP
libras	for	libra	for	N	
gris	pelēks	gris	pelēks	PROPN	ADJ;NOM;MASC;SG
gris	pelēkā	gris	pelēks	PROPN	ADJ;NOM;FEM;SG
gris	pelēks	gris	pelēks	PROPN	ADJ;NOM;MASC;SG
gris	pelēkas	gris	pelēka	PROPN	ADJ;NOM;FEM;PL
gris	pelēkais	gris	pelēks	PROPN	ADJ;NOM;MASC;SG
gris	pelēkās	gris	pelēka	PROPN	ADJ;NOM;FEM;PL
declaración	memoir	declaración	memoir	N	
roubo	nozagt	roubo	nozagt	N	V;POS;NFIN
roubo	zagt	roubo	zagt	N	V;POS;NFIN
ímonos	nost	ímono	nost	N	ADV
ímonos	off	ímono	off	N	
ímonos	izslēgts	ímono	izslēgt	N	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
ímonos	atstājot	ímono	atstāt	N	V;V.CVB
ímonos	braucam	ímono	braukt	N	V;FH;IND;PL;1;POS;PRS;FIN;ACT
amén	āmen	amén	āmen	N	
cona	sasodīti	cona	sasodīt	N	ADV
