loại	skriv	loại	skrive	N	V;IMP;FIN
thiếu	forsvunnet	thiếu	forsvinne	V	N;DEF;NEUT;SG
lợi	fordeler	lợi	fordel	N	V;IND;PRS;FIN
hết	everything	hết	everything	V	N;INDF;FEM;SG
hết	alt	hết	alt	V	PRO;NEUT;SG;3
hết	allting	hết	allting	V	N;INDF;FEM;SG
hết	alle	hết	alle	V	PRO;PL;3
hết	alt	hết	alt	V	PRO;NEUT;SG;3
hết	all	hết	all	V	DET;MASC;SG
hết	overstått	hết	overstå	V	ADJ;INDF;SG;V.PTCP
hết	over	hết	over	V	ADP
hết	bortom	hết	bortom	V	N;INDF;MASC;SG
hán	han	hán	han	N	PRO;NOM;MASC;SG;3
hầu	almost	hầu	almost		N
hầu	nesten	hầu	nesten		ADV
hầu	hou	hầu	hou		N
mặc	iført	mặc	iføre	V	N;INDF;MASC;SG
mặc	ikledd	mặc	ikle	V	ADJ;INDF;NEUT;SG
mặc	slitasje	mặc	slitasje	V	N;INDF;MASC;SG
mặc	wear	mặc	wear	V	N;INDF
gốc	originalt	gốc	original		ADJ;INDF;NEUT;SG
gốc	originalen	gốc	originale		N;DEF;MASC;SG
gốc	opprinnelig	gốc	opprinnelig		ADJ;INDF;NEUT;SG
gốc	originale	gốc	original		ADJ;PL
gốc	opprinnelige	gốc	opprinnelig		ADJ;PL
gốc	original	gốc	original		ADJ;INDF;SG
muốn	will	muốn	will	V	N;INDF;SG
muốn	wanna	muốn	wanna	V	N;INDF;MASC;SG
muốn	lyst	muốn	lyst	V	N;INDF;NEUT;SG
muốn	want	muốn	want	V	N
trùng	duplikat	trùng	duplikat	V	N;INDF;MASC;SG
trùng	duplisere	trùng	duplisere	V	N;INDF;FEM;SG
trùng	duplisert	trùng	duplisere	V	ADJ;INDF;SG;V.PTCP
đĩa	disc	đĩa	disc		N;INDF;MASC;SG
đĩa	tallerken	đĩa	tallerk		N;DEF;MASC;SG
đĩa	disk	đĩa	disk		N;INDF;MASC;SG
khỏi	fra	khỏi	fra	V	
khỏi	from	khỏi	from	V	N
khỏi	frå	khỏi	frå	V	ADP
tưởng	tanke	tưởng	tanke	V	N;INDF;MASC;SG
vàng	gult	vàng	gul	N	ADJ;INDF;NEUT;SG
vàng	gule	vàng	gul	N	ADJ;PL
vàng	gul	vàng	gul	N	ADJ;INDF;SG
hàn	koreanske	hàn	koreansk	N	ADJ;PL
hàn	han	hàn	han	N	PRO;NOM;MASC;SG;3
ngay	omgående	ngay	omgående	PART	N;INDF;NEUT;SG
ngay	øyeblikkelig	ngay	øyeblikkelig	PART	N;INDF;MASC;SG
ngay	straks	ngay	straks	PART	ADV
ngay	umiddelbart	ngay	umiddelbar	PART	ADJ;INDF;NEUT;SG
ngay	now	ngay	now	PART	N;INDF;MASC;SG
ngay	nå	ngay	nå	PART	ADV
cận	lukking	cận	lukking	V	N;INDF;FEM;SG
cận	stenger	cận	stenge	V	N;INDF;MASC;PL
cận	avsluttende	cận	avsluttende	V	N;INDF;FEM;SG
cận	cardinal	cận	cardinal	V	N
cận	kardinal	cận	kardinal	V	N;INDF;MASC;SG
đậu	bean	đậu	bean	V	N
đậu	bønne	đậu	bønne	V	N;INDF;MASC;SG
đậu	bønner	đậu	bonne	V	N;INDF;MASC;PL
đậu	bønner	đậu	bonne	V	N;INDF;MASC;PL
khách	besøke	khách	besøke	N	V;NFIN
địch	fiendtlige	địch	fiendtlige	N	ADJ;PL
địch	fiendtlig	địch	fiendtlig	N	ADJ;INDF;NEUT;SG
thánh	hellige	thánh	hellige	N	ADJ;PL
trẻ	ungt	trẻ	ung	N	ADJ;INDF;NEUT;SG
trẻ	ung	trẻ	ung	N	ADJ;INDF;SG
trẻ	unge	trẻ	ung	N	ADJ;PL
phó	stedfortreder	phó	stedfortred		N;INDF;FEM;PL
phó	fullmektig	phó	fullmektig		ADJ;INDF;NEUT;SG
phó	vice	phó	vice		N
linh	spirituell	linh	spirituell	N	ADJ;INDF;SG
linh	åndelig	linh	åndelig	N	ADJ;INDF;SG
chạy	løping	chạy	løping	V	N;INDF;FEM;SG
chạy	run	chạy	run	V	N;INDF;SG
chạy	kjør	chạy	kjør	V	N;INDF;MASC;SG
chạy	løp	chạy	løp	V	N;INDF;NEUT;SG
chạy	kjøre	chạy	kjøre	V	N;INDF;MASC;SG
chạy	drive	chạy	drive	V	ADJ;INDF;NEUT;SG;V.PTCP
chạy	kjør	chạy	kjør	V	N;INDF;MASC;SG
tuyên	erklært	tuyên	erklære	V	ADJ;INDF;SG;V.PTCP
tuyên	erklæres	tuyên	erklæres	V	N;INDF;MASC;SG
thuận	shun	thuận	shun	ADJ	N;INDF;MASC;SG
thuận	deal	thuận	deal	ADJ	N;INDF;MASC;SG
thuận	avtale	thuận	avtale	ADJ	N;INDF;MASC;SG
tức	øyeblikkelige	tức	øyeblikkelig		ADJ;PL
tức	umiddelbar	tức	umiddelbar		ADJ;INDF;SG
tức	øyeblikkelig	tức	øyeblikkelig		N;INDF;MASC;SG
tức	øyeblikk	tức	øyeblikk		N;INDF;MASC;SG
tức	umiddelbar	tức	umiddelbar		ADJ;INDF;SG
tức	øyeblikkelig	tức	øyeblikkelig		N;INDF;MASC;SG
tức	sur	tức	sur		N;INDF;MASC;SG
cực	svært	cực	svær		ADJ;INDF;NEUT;SG
cực	very	cực	very		
cực	meget	cực	meget		N;DEF;NEUT;SG
cực	veldig	cực	veldig		ADJ;INDF;NEUT;SG
cực	polar	cực	pole		N;INDF;MASC;SG
cực	pole	cực	pole		N;INDF;MASC;SG
cực	stolpe	cực	stolpe		N;INDF;MASC;SG
lâu	lengter	lâu	lengt	ADJ	N;INDF;MASC;SG
lâu	long	lâu	long	ADJ	N;INDF;NEUT;SG
gặp	meet	gặp	meet	V	N;INDF;MASC;SG
gặp	møte	gặp	møte	V	N;INDF;NEUT;SG
blank	blankt	blank	blank	V	ADJ;INDF;NEUT;SG
blank	tomt	blank	tomt	V	N;INDF;FEM;SG
blank	blank	blank	blank	V	ADJ;INDF;SG
bại	beseires	bại	beseires	V	N;INDF;MASC;SG
bại	overvunnet	bại	overvunn	V	N;DEF;NEUT;SG
bại	beseiret	bại	beseir	V	N;DEF;NEUT;SG
bại	nederlag	bại	nederlag	V	N;INDF;NEUT;SG
bại	nederlaget	bại	nederlag	V	N;DEF;NEUT;SG
chu	trolig	chu	trolig		ADJ;INDF;NEUT;SG
chu	antageligvis	chu	antageligvis		ADV
chu	sikkert	chu	sikker		ADJ;INDF;NEUT;SG
chu	antakelig	chu	antakelig		N;INDF;MASC;SG
chu	antagelig	chu	antagelig		ADJ;INDF;NEUT;SG
chu	sannsynligvis	chu	sannsynligvis		ADV
chu	zhu	chu	zhu		PROPN
chu	chu	chu	chu		PROPN
chu	zhou	chu	zhou		N;INDF;SG
ước	ønske	ước	ønske		N;INDF;NEUT;SG
ước	wish	ước	wish		N
ước	ønsker	ước	ønske		V;IND;PRS;FIN
ước	ønske	ước	ønske		N;INDF;NEUT;SG
chuyên	spesialist	chuyên	spesialist	ADJ	N;INDF;MASC;SG
chuyên	spesialisten	chuyên	spesialist	ADJ	N;DEF;MASC;SG
lai	fremtidig	lai	fremtidig		ADJ;INDF;NEUT;SG
lai	fremtiden	lai	fremtid		N;DEF;MASC;SG
lai	future	lai	future		N;INDF;MASC;SG
lai	fremtid	lai	fremtid		N;INDF;FEM;SG
lai	framtid	lai	framtid		N;INDF;FEM;SG
lai	framtida	lai	framtid		N;DEF;FEM;SG
lai	lai	lai	lai		N;INDF;MASC;SG
vài	fåtall	vài	fåtall	DET	N;INDF;MASC;SG
san	san	san	san		PROPN
nền	bakgrunnen	nền	bakgrunn		N;DEF;MASC;SG
nền	bakgrunn	nền	bakgrunn		N;INDF;MASC;SG
style	stil	style	stil		N;INDF;MASC;SG
song	tvilling	song	tvilling	CONJ	N;INDF;FEM;SG
song	twin	song	twin	CONJ	N;INDF;NEUT;SG
song	tvillingen	song	tvilling	CONJ	N;DEF;MASC;SG
song	foreldre	song	forelder	CONJ	N;INDF;MASC;PL
song	sang	song	sang	CONJ	N;INDF;MASC;SG
song	låt	song	låt	CONJ	N;INDF;MASC;SG
song	sangen	song	sang	CONJ	N;DEF;MASC;SG
song	song	song	song	CONJ	N;INDF;MASC;SG
giai	melodi	giai	melodi		N;INDF;MASC;SG
giai	melody	giai	melody		N;INDF;MASC;SG
quay	roter	quay	rot	V	N;INDF;MASC;SG
quay	quay	quay	quay	V	N;INDF;NEUT;SG
quay	vending	quay	vending	V	N;INDF;FEM;SG
quay	rotasjon	quay	rotasjon	V	N;INDF;MASC;SG
quay	spinn	quay	spinn	V	N;INDF;NEUT;SG
xuân	spring	xuân	springe	N	V;IND;PRS;FIN
american	amerikanske	american	amerikansk	N	ADJ;PL
american	amerikansk	american	amerikansk	N	ADJ;INDF;SG
rừng	forest	rừng	forest	N	PROPN
cerambycidae	cerambycidae	cerambycidae	cerambycide		N;DEF;FEM;PL
thưởng	bonus	thưởng	bonus	V	N;INDF;MASC;SG
thưởng	belønning	thưởng	belønning	V	N;INDF;FEM;SG
thưởng	dusør	thưởng	dusør	V	N;INDF;MASC;SG
thưởng	belønnes	thưởng	belønnes	V	N;INDF;NEUT;SG
thưởng	belønnet	thưởng	belønn	V	N;DEF;NEUT;SG
list	liste	list	liste	ADJ	N;INDF;FEM;SG
list	list	list	list	ADJ	N;INDF;FEM;SG
list	listen	list	list	ADJ	N;DEF;MASC;SG
xuống	down	xuống	down	V	N;INDF;SG
xuống	ned	xuống	ned	V	ADP
xuống	nedover	xuống	nedover	V	ADP
xuống	nede	xuống	nede	V	ADP
đứng	stående	đứng	stå	V	ADJ;INDF;SG;V.PTCP
đứng	stand	đứng	stand	V	N;INDF;MASC;SG
phóng	skalaen	phóng	skalae	V	N;DEF;MASC;SG
phóng	målestokk	phóng	målestokk	V	N;INDF;MASC;SG
phóng	skala	phóng	skal	V	N;DEF;NEUT;PL
phóng	lansering	phóng	lansering	V	N;INDF;FEM;SG
phóng	utskyting	phóng	utskyting	V	N;INDF;FEM;SG
phóng	lanser	phóng	lanse	V	N;INDF;MASC;SG
đốc	guvernør	đốc	guvernør		N;INDF;MASC;SG
đốc	stattholder	đốc	statthold		N;INDF;NEUT;SG
khởi	start	khởi	start	V	N;INDF;MASC;SG
khởi	begynn	khởi	begynn	V	N;INDF;MASC;SG
bầu	stemmer	bầu	stemme	V	N;INDF;FEM;PL
bầu	avstemming	bầu	avstemming	V	N;INDF;FEM;SG
bầu	gravide	bầu	gravid	V	ADJ;PL
bầu	drektig	bầu	drektig	V	ADJ;INDF;NEUT;SG
bầu	gravid	bầu	gravid	V	ADJ;INDF;SG
giành	tjene	giành	tje	V	N;INDF;MASC;SG
giành	fortjene	giành	fortje	V	ADJ;INDF;SG;V.PTCP
giành	tjen	giành	tjen	V	N;INDF;MASC;SG
giết	dreper	giết	drepe	V	N;INDF;MASC;PL
giết	killing	giết	killing	V	N;INDF;MASC;SG
giết	kill	giết	kill	V	N;INDF;MASC;SG
giết	slay	giết	slay	V	N;INDF;MASC;SG
nhanh	kjapp	nhanh	kjapp	ADJ	N;INDF;MASC;SG
nhanh	kjapp	nhanh	kjapp	ADJ	N;INDF;MASC;SG
thấp	lavmål	thấp	lavmål	ADJ	N;INDF;NEUT;SG
thấp	lav	thấp	lav	ADJ	N;INDF;NEUT;SG
thấp	low	thấp	low	ADJ	N;INDF;NEUT;SG
thấp	lave	thấp	lave	ADJ	N;INDF;NEUT;SG
kiểu	skriv	kiểu	skrive	N	V;IMP;FIN
hương	smake	hương	smake	N	V;IMP;NFIN
nghiệm	eksperiment	nghiệm	eksperiment	V	N;INDF;NEUT;SG
nghiệm	eksperimenter	nghiệm	eksperimenter	V	N;INDF;FEM;PL
tối	mørk	tối	mørk	N	ADJ;INDF;SG
tối	mørkt	tối	mørk	N	ADJ;INDF;NEUT;SG
tối	mørke	tối	mørk	N	ADJ;PL
giảm	reduser	giảm	redus	V	N;INDF;FEM;SG
giảm	reduser	giảm	redus	V	N;INDF;FEM;SG
giảm	minsk	giảm	minsk	V	N;INDF;MASC;SG
giảm	nedgang	giảm	nedgang	V	N;INDF;MASC;SG
giảm	færre	giảm	få	V	ADJ;CMPR
giảm	less	giảm	less	V	
giảm	mindre	giảm	liten	V	ADJ;CMPR
bắn	skyting	bắn	skyting	V	N;INDF;FEM;SG
bắn	skutt	bắn	skutt	V	ADJ;INDF;NEUT;SG;V.PTCP
bắn	skyter	bắn	skyte	V	N;INDF;MASC;SG
nhằm	veltet	nhằm	velte		N;DEF;NEUT;SG
đôi	pair	đôi	pair	NUM	N;INDF;MASC;SG
đôi	par	đôi	par	NUM	N;INDF;NEUT;SG
đôi	dobbelt	đôi	dobbelt	NUM	ADJ;INDF;NEUT;SG
đôi	dobbeltgjenger	đôi	dobbeltgjenge	NUM	N;INDF;MASC;SG
đôi	dobbel	đôi	dobbel	NUM	N;INDF;MASC;SG
đôi	par	đôi	par	NUM	N;INDF;NEUT;SG
đôi	paret	đôi	par	NUM	N;DEF;NEUT;SG
đôi	couple	đôi	couple	NUM	N
đôi	iblant	đôi	iblant	NUM	ADV
cáo	rapportere	cáo	rapportere	N	V;NFIN
cáo	rapporterer	cáo	rapportere	N	V;IND;PRS;FIN
sai	falsk	sai	falsk	ADJ	N;INDF;MASC;SG
sai	falskt	sai	falskje	ADJ	N;INDF;NEUT;SG
sửa	rediger	sửa	redig	V	N;INDF;MASC;PL
sửa	edit	sửa	edit	V	N;INDF;NEUT;SG
sửa	redigering	sửa	redigering	V	N;INDF;FEM;SG
sửa	rettelse	sửa	rettelse	V	N;INDF;MASC;SG
dựa	baserte	dựa	basere	V	ADJ;PL;V.PTCP
dựa	basert	dựa	basere	V	ADJ;INDF;SG;V.PTCP
xuyên	xuyen	xuyên	xuyen	ADJ	N;DEF;MASC;SG
tuyển	ansetter	tuyển	ansetter	V	N;INDF;NEUT;SG
tuyển	ansette	tuyển	ansette	V	ADJ;PL
tuyển	hyrer	tuyển	hyre	V	N;INDF;FEM;PL
tuyển	ansette	tuyển	ansette	V	ADJ;PL
tuyển	hyre	tuyển	hyre	V	N;INDF;NEUT;SG
tuyển	leie	tuyển	lei	V	ADJ;PL
nặng	heavy	nặng	heavy	ADJ	N;INDF;MASC;SG
ngành	hans	ngành	hans	N	PRO;NEUT;SG
ngành	sin	ngành	sin	N	PRO;MASC;SG
isbn	isbn	isbn	isbn		ADV
đọc	lest	đọc	lese	V	ADJ;INDF;NEUT;SG;V.PTCP
đọc	read	đọc	read	V	N;INDF;NEUT;SG
đọc	leser	đọc	lese	V	N;INDF;MASC;SG
đọc	reading	đọc	reading	V	N;INDF;FEM;SG
đọc	lesning	đọc	lesning	V	N;INDF;FEM;SG
đọc	lesing	đọc	lesing	V	N;INDF;FEM;SG
xung	impuls	xung	impuls	V	N;INDF;MASC;SG
xung	konflikt	xung	konflikt	V	N;INDF;MASC;SG
chịu	lide	chịu	lide	V	N;INDF;NEUT;SG
hại	harm	hại	harm	V	N
hại	skadet	hại	skad	V	N;DEF;NEUT;SG
hại	skadd	hại	skade	V	ADJ;INDF;SG;V.PTCP
hại	skade	hại	skade	V	N;INDF;MASC;SG
hại	vondt	hại	vond	V	ADJ;INDF;NEUT;SG
nhìn	titt	nhìn	titt	V	N;INDF;MASC;SG
nhìn	look	nhìn	look	V	N;INDF;MASC;SG
nhìn	se	nhìn	se	V	
quý	dyrebare	quý	dyrebar	N	ADJ;PL
quý	kvart	quý	kvar	N	DET;NEUT;SG
hưng	hang	hưng	henge	N	V;IND;PST;FIN
hưng	hengt	hưng	henge	N	ADJ;INDF;NEUT;SG;V.PTCP
luyện	trening	luyện	trening	V	N;INDF;FEM;SG
luyện	opplæring	luyện	opplæring	V	N;INDF;FEM;SG
thật	real	thật	real	PART	N;INDF;MASC;SG
thật	ekte	thật	ekte	PART	ADJ;INDF;NEUT;SG
thật	reelt	thật	reell	PART	ADJ;INDF;NEUT;SG
thật	ekte	thật	ekte	PART	ADJ;INDF;NEUT;SG
thật	sant	thật	sann	PART	ADJ;INDF;NEUT;SG
thật	true	thật	tru	PART	N;INDF;NEUT;SG
thật	sanne	thật	sann	PART	ADJ;PL
thật	sannhet	thật	sannhet	PART	N;INDF;MASC;SG
thật	egentlig	thật	egentlig	PART	ADJ;INDF;NEUT;SG
thật	virkelig	thật	virkelig	PART	ADJ;INDF;NEUT;SG
kéo	trekk	kéo	trekk	V	N;INDF;NEUT;SG
kéo	pull	kéo	pull	V	N;INDF;NEUT;SG
kéo	drag	kéo	drag	V	N;INDF;NEUT;SG
kéo	sakser	kéo	sakse	V	N;INDF;NEUT;SG
kéo	saks	kéo	saks	V	N;INDF;MASC;SG
kéo	puff	kéo	puff	V	N;INDF;MASC;SG
đen	sort	đen	sort	ADJ	N;INDF;MASC;SG
đen	black	đen	black	ADJ	N
chứa	inneholder	chứa	inneholde	V	
chứa	innholder	chứa	innholde	V	N;INDF;FEM;PL
chứa	inneholde	chứa	inneholde	V	N;INDF;MASC;SG
xin	please	xin	please	V	N;INDF;MASC;SG
saint	helgen	saint	helg		N;INDF;MASC;SG
saint	saint	saint	sain		N;INDF;NEUT;SG
ngắn	kort	ngắn	kort	ADJ	N;INDF;NEUT;SG
ngắn	short	ngắn	shor	ADJ	N;INDF;SG
trả	betal	trả	betal	V	N;INDF;MASC;SG
niệm	suvenirer	niệm	suvenir	V	N;INDF;FEM;PL
lao	lao	lao	lao		N;INDF;MASC;SG
luôn	always	luôn	always		N
luôn	bestandig	luôn	bestandig		ADJ;INDF;NEUT;SG
luôn	alltid	luôn	alltid		ADV
luôn	altid	luôn	altid		N;INDF;MASC;SG
côn	framleis	côn	framleis	N	ADV
côn	likevel	côn	likevel	N	ADV
côn	fortsatt	côn	fortsatt	N	ADJ;INDF;NEUT;SG
thạch	utfordre	thạch	utfordre	N	V;IMP;FIN
phúc	lykkelig	phúc	lykkelig	N	ADJ;INDF;NEUT;SG
phúc	fornøyd	phúc	fornøyd	N	ADJ;INDF;SG
phúc	glad	phúc	glad	N	ADJ;INDF;SG
phúc	fornøyde	phúc	fornøyd	N	ADJ;PL
sâu	dype	sâu	dype	ADJ	N;INDF;NEUT;SG
sâu	dyp	sâu	dyp	ADJ	N;INDF;MASC;SG
sâu	dypt	sâu	dyp	ADJ	N;INDF;NEUT;SG
sâu	deep	sâu	deep	ADJ	N;INDF;MASC;SG
cục	bureau	cục	bureau		N;INDF;NEUT;SG
cục	fbi	cục	fbi		N;INDF;NEUT;SG
cục	ekstra	cục	ekstra		ADJ;INDF;NEUT;SG
cục	extra	cục	extre		N
kịch	dramatiske	kịch	dramatisk	N	ADJ;PL
kịch	dramatisk	kịch	dramatisk	N	ADJ;INDF;NEUT;SG
kịch	arrangert	kịch	arrangere	N	ADJ;INDF;SG;V.PTCP
rút	trekk	rút	trekk	V	N;INDF;NEUT;SG
rút	pull	rút	pull	V	N;INDF;NEUT;SG
phường	ward	phường	ward	N	PROPN
club	club	club	club		N;INDF;MASC;SG
club	klubb	club	klubb		N;INDF;MASC;SG
top	øverst	top	øver		N;INDF;MASC;SG
top	top	top	top		N
top	toppen	top	topp		N;DEF;MASC;SG
top	overdel	top	overdel		N;INDF;NEUT;SG
top	topp	top	topp		N;INDF;MASC;SG
tải	lad	tải	lad	V	N;INDF;NEUT;SG
tải	last	tải	last	V	N;INDF;MASC;SG
tải	laster	tải	laster	V	N;INDF;FEM;PL
tải	lasting	tải	lasting	V	N;INDF;FEM;SG
wikipedia	wikipedia	wikipedia	wikipedia	V	N;DEF;NEUT;SG
bốn	four	bốn	four	NUM	N
nghi	mistenkte	nghi	mistenkt	V	ADJ;PL
nghi	mistenkte	nghi	mistenkt	V	ADJ;PL
nghi	mistanke	nghi	mistanke	V	N;INDF;MASC;SG
nghi	mistenkt	nghi	mistenkt	V	ADJ;INDF;SG
nghi	tvilsomt	nghi	tvilsomt	V	ADJ;INDF;NEUT;SG
thừa	rester	thừa	rest	ADJ	N;INDF;FEM;PL
thừa	reno	thừa	reno	ADJ	N;INDF;NEUT;SG
thừa	arvet	thừa	arv	ADJ	N;DEF;NEUT;SG
buộc	kraft	buộc	kraft	V	N;INDF;FEM;SG
buộc	force	buộc	force	V	N;INDF
buộc	kraften	buộc	kraft	V	N;DEF;MASC;SG
chủng	mutert	chủng	mutere	V	ADJ;INDF;SG;V.PTCP
chủng	muterte	chủng	mutere	V	ADJ;PL;V.PTCP
caps	luer	caps	lue		N;INDF;FEM;PL
caps	caps	caps	caps		N
đăng	post	đăng	post	V	N;INDF;MASC;SG
đăng	innlegget	đăng	innlegg	V	N;DEF;NEUT;SG
đăng	innlegg	đăng	innlegg	V	N;INDF;NEUT;PL
đăng	publisering	đăng	publisering	V	N;INDF;FEM;SG
đăng	innlegg	đăng	innlegg	V	N;INDF;NEUT;PL
đăng	publisering	đăng	publisering	V	N;INDF;FEM;SG
đăng	publisert	đăng	publisere	V	ADJ;INDF;SG;V.PTCP
kiếm	sverd	kiếm	sverd	V	N;INDF;NEUT;SG
kiếm	sverd	kiếm	sverd	V	N;INDF;NEUT;SG
hiểu	forstått	hiểu	forstå	V	ADJ;INDF;NEUT;SG;V.PTCP
hiểu	forstatt	hiểu	forsta	V	N;INDF;FEM;SG
bụng	magen	bụng	mage	ADJ	N;DEF;MASC;SG
bụng	mage	bụng	mage	ADJ	N;INDF;MASC;SG
bụng	maven	bụng	maven	ADJ	N;DEF;MASC;SG
bụng	magen	bụng	mage	ADJ	N;DEF;MASC;SG
bụng	buk	bụng	buk	ADJ	N;INDF;MASC;SG
nuôi	kjæledyret	nuôi	kjæledyr	V	N;DEF;NEUT;SG
nuôi	kjæledyr	nuôi	kjæledyr	V	N;INDF;NEUT;SG
nuôi	lønnsøkning	nuôi	lønnsøkning	V	N;INDF;FEM;SG
nuôi	oppdra	nuôi	oppdra	V	N;INDF;MASC;SG
nuôi	høyner	nuôi	høyne	V	N;INDF;MASC;PL
nuôi	adoptert	nuôi	adoptere	V	ADJ;INDF;SG;V.PTCP
nuôi	vedtatt	nuôi	vedta	V	ADJ;INDF;SG;V.PTCP
nuôi	implementert	nuôi	implementere	V	ADJ;INDF;SG;V.PTCP
hỏi	ask	hỏi	ask	V	N;INDF;MASC;SG
thú	beist	thú	beise	N	ADJ;INDF;NEUT;SG
đầy	fult	đầy	føle	ADJ	N;INDF;MASC;SG
đầy	mett	đầy	mett	ADJ	N;INDF;MASC;SG
xóa	fjerne	xóa	fjern	V	ADJ;PL
xóa	fjern	xóa	fjern	V	ADJ;INDF;SG
xóa	slette	xóa	slette	V	N;INDF;FEM;SG
xóa	slett	xóa	slett	V	ADJ;INDF;NEUT;SG
xóa	slette	xóa	slette	V	N;INDF;FEM;SG
xóa	slett	xóa	slett	V	ADJ;INDF;NEUT;SG
vừa	medium	vừa	medium		N;INDF;NEUT;SG
vừa	middels	vừa	middels		N;INDF;MASC;SG
vừa	moderat	vừa	moderat		ADJ;INDF;NEUT;SG
vừa	moderere	vừa	moderere		V;FIN
thử	forsøk	thử	forsøk	V	N;INDF;NEUT;SG
thử	try	thử	try	V	N
thử	test	thử	test	V	N;INDF;MASC;SG
paris	paris	paris	paris		N;INDF;NEUT;SG
tội	skyldig	tội	skyldig	N	ADJ;INDF;NEUT;SG
tội	uskyldig	tội	uskyldig	N	ADJ;INDF;SG
tội	uskyldige	tội	uskyldig	N	ADJ;PL
liệt	paralysert	liệt	paralysere	N	ADJ;INDF;SG;V.PTCP
khắc	skjære	khắc	skjære	N	V;IMP;FIN
mua	kjøpet	mua	kjøp	V	N;DEF;NEUT;SG
mua	kjøp	mua	kjøp	V	N;INDF;NEUT;SG
mua	buy	mua	buy	V	N
mua	kjøp	mua	kjøp	V	N;INDF;NEUT;SG
mua	kjøpt	mua	kjøpe	V	ADJ;INDF;NEUT;SG;V.PTCP
bật	aktiver	bật	aktiver	V	ADJ;PL
bật	aktivert	bật	aktivere	V	ADJ;INDF;SG;V.PTCP
tái	gjenoppbygge	tái	gjenoppbygge		N;INDF;FEM;SG
tái	gjenoppbyggingen	tái	gjenoppbygging		N;DEF;MASC;SG
khối	blokkere	khối	blokkere	N	V;NFIN
chiếu	chess	chiếu	chess	V	N;INDF;MASC;SG
chiếu	sjakk	chiếu	sjakk	V	N;INDF;MASC;SG
ist	ist	ist	ist		N;INDF;MASC;SG
huấn	teoretisk	huấn	teoretisk	V	ADJ;INDF;NEUT;SG
group	gruppe	group	gruppe		N;INDF;FEM;SG
group	gruppen	group	grupp		N;DEF;MASC;SG
loạt	region	loạt	region		N;INDF;MASC;SG
loạt	areal	loạt	areal		N;INDF;NEUT;SG
loạt	område	loạt	område		N;INDF;NEUT;SG
loạt	området	loạt	område		N;DEF;NEUT;SG
loạt	area	loạt	area		N;INDF;MASC;SG
team	lag	team	lag		N;INDF;NEUT;SG
team	laget	team	lag		N;DEF;NEUT;SG
team	team	team	team		N;INDF;NEUT;SG
xanh	blå	xanh	blå	N	ADJ;INDF;SG
xanh	blått	xanh	blå	N	ADJ;INDF;NEUT;SG
khóa	låst	khóa	låst	N	ADJ;INDF;NEUT;SG;V.PTCP
khóa	låste	khóa	låse	N	V;IND;PST;FIN
suy	tankene	suy	tanke	V	N;DEF;FEM;PL
suy	tanker	suy	tanke	V	N;INDF;FEM;PL
thiệu	thieu	thiệu	thi	V	N
thiệu	shao	thiệu	shao	V	N
đích	destinasjon	đích	destinasjon		N;INDF;MASC;SG
đích	bestemmelsessted	đích	bestemmelsessted		N;INDF;MASC;SG
đúng	høyre	đúng	høyre	ADJ	V;NFIN
đúng	true	đúng	tru	ADJ	N;INDF;NEUT;SG
đúng	korriger	đúng	korriger	ADJ	N;INDF;MASC;SG
đúng	korrigere	đúng	korrigere	ADJ	V;NFIN
siêu	supert	siêu	super		ADJ;INDF;NEUT;SG
siêu	super	siêu	super		ADJ;INDF;SG
siêu	metadata	siêu	metadat		N;INDF;NEUT;PL
trách	klandre	trách	klandre	V	N;INDF;MASC;SG
trách	klandrer	trách	klandre	V	N;INDF;FEM;PL
vây	motstand	vây	motstand	V	N;INDF;MASC;SG
van	ventil	van	ventil	V	N;INDF;MASC;SG
van	varebil	van	varebil	V	N;INDF;MASC;SG
van	van	van	van	V	N;INDF;MASC;SG
van	ventilene	van	ventil	V	N;DEF;FEM;PL
gray	gray	gray	gray		N;INDF;MASC;SG
gray	grå	gray	grå		ADJ;PL
gray	grått	gray	grå		ADJ;INDF;NEUT;SG
đương	søyler	đương	søyle		N;INDF;FEM;PL
đương	søylene	đương	søyle		N;DEF;FEM;PL
nghe	hørt	nghe	hør	V	ADJ;INDF;NEUT;SG
nghe	hort	nghe	hort	V	N;INDF;NEUT;SG
nghe	høre	nghe	høre	V	N;INDF;MASC;SG
nghe	lytter	nghe	lytte	V	N;INDF;FEM;PL
nghe	lytting	nghe	lytting	V	N;INDF;FEM;SG
chỗ	sted	chỗ	stå	N	
vân	enda	vân	enda	N	ADV
vân	enno	vân	enno	N	ADV
vân	likevel	vân	likevel	N	ADV
vân	ennå	vân	ennå	N	ADV
tai	øre	tai	øre		N;INDF;NEUT;SG
tai	øret	tai	ør		N;DEF;NEUT;SG
tai	tai	tai	tai		N;INDF;MASC;SG
tai	ørene	tai	øren		N;DEF;FEM;PL
tai	ører	tai	øre		V;IND;PRS;FIN
bước	skritt	bước	skritt		N;INDF;NEUT;SG
bước	steg	bước	steg		N;INDF;NEUT;SG
bước	trinn	bước	trinn		N;INDF;NEUT;SG
bước	trinnene	bước	trinne		N;DEF;FEM;PL
bước	skritt	bước	skritt		N;INDF;NEUT;SG
bước	steg	bước	steg		N;INDF;NEUT;SG
bước	trinn	bước	trinn		N;INDF;NEUT;SG
séc	tsjekkiske	séc	tsjekkisk	N	ADJ;PL
