xbox	xbox	xbox	xbox	N	PROPN
portugueses	portugis	portugués	portugis	N;MASC;PL	PROPN
normales	biasa	normal	biasa	ADJ;PL	ADJ;SG
normales	normal	normal	normal	ADJ;PL	ADJ;SG
estelar	star	estelar	star	ADJ;SG	PROPN
estelar	bintang	estelar	bintang	ADJ;SG	N;SG
montaje	mengaitkan	montaje	menaitkan	N;MASC;SG	V;SG;ACT
montaje	mengait	montaje	menait	N;MASC;SG	
montaje	menyunting	montaje	menyunting	N;MASC;SG	V
considerando	resital	considerar	resital	V;V.MSDR	N
enviados	dikirim	enviar	dikirim	ADJ;MASC;PL;V.PTCP	V;SG;PASS
enviados	terkirim	enviar	terkirim	ADJ;MASC;PL;V.PTCP	V;SG;PASS
enviados	dikirimkan	enviar	dikirimkan	ADJ;MASC;PL;V.PTCP	V;SG;PASS
kent	kent	kent	kent	N;MASC;SG	PROPN
larry	larry	larry	larry	PROPN	PROPN
asesinados	dibunuh	asesinado	dibunuh	ADJ;MASC;PL;V.PTCP	V;SG;PASS
asesinados	terbunuh	asesinado	terbunuh	ADJ;MASC;PL;V.PTCP	V;SG;PASS
asesinados	dibunuh	asesinado	dibunuh	ADJ;MASC;PL;V.PTCP	V;SG;PASS
asesinados	dibunuh	asesinado	dibunuh	ADJ;MASC;PL;V.PTCP	V;SG;PASS
asesinados	tewas	asesinado	tewas	ADJ;MASC;PL;V.PTCP	ADJ;SG
asesinados	terbunuh	asesinado	terbunuh	ADJ;MASC;PL;V.PTCP	V;SG;PASS
combatientes	pejuang	combatiente	pejuang	N;PL	N;SG
combatientes	petarung	combatiente	petarung	N;PL	N;SG
combatientes	pejuang	combatiente	pejuang	N;PL	N;SG
combatientes	petarung	combatiente	petarung	N;PL	N;SG
combatientes	fighters	combatiente	fighters	N;PL	PROPN
prince	prince	prince	prince	N	PROPN
giuseppe	giuseppe	giuseppe	giuseppe	PROPN	PROPN
pura	pura	puro	pura	ADJ;FEM;SG	N
pura	sheer	puro	sheer	ADJ;FEM;SG	PROPN
pura	pure	puro	pure	ADJ;FEM;SG	N
forestal	kehutanan	forestal	kehutanan	ADJ;SG	N;SG
forestal	hutan	forestal	hutan	ADJ;SG	N;SG
forestal	forest	forestal	forest	ADJ;SG	PROPN
viola	viola	violar	viola	V;IND;SG;3;PRS;FIN	PROPN
track	trek	track	trek	N;SG	PROPN
track	track	track	track	N;SG	PROPN
parodia	mengakali	parodia	menakali	N;FEM;SG	V;SG;ACT
evangelio	gospel	evangelio	gospel	N;MASC;SG	PROPN
honda	slingshot	honda	slingshot	N;FEM;SG	PROPN
loira	loire	loira	loire	N;MASC;SG	PROPN
esfera	orb	esfera	orb	N;FEM;SG	PROPN
muertes	kematian	muerte	kematian	N;FEM;PL	N;SG
román	roman	román	roman	N;MASC;SG	PROPN
román	romawi	román	romawi	N;MASC;SG	PROPN;SG
intenso	menegangkan	intenso	mentegangkan	ADJ;MASC;SG	V;SG;ACT
vaya	wow	ir	wow	V;SBJV;SG;3;PRS;FIN	
vaya	wah	ir	wah	V;SBJV;SG;3;PRS;FIN	PROPN
alvarado	alvarado	alvarado	alvarado	N;MASC;SG	PROPN
litros	galon	litro	galon	N;MASC;PL	N;SG
litros	liter	litro	liter	N;MASC;PL	N;SG
litros	liter	litro	liter	N;MASC;PL	N;SG
litros	liter	litro	liter	N;MASC;PL	N;SG
penales	pidana	penal	pidana	ADJ;PL	N
penales	kriminal	penal	kriminal	ADJ;PL	N;SG
penales	criminal	penal	criminal	ADJ;PL	PROPN
penales	penjahat	penal	penjahat	ADJ;PL	N;SG
shows	memperlihatkan	show	menperlihatkan	N;MASC;PL	V;SG;ACT
shows	menunjukkan	show	mentunjukkan	N;MASC;PL	V;SG;ACT
shows	menampilkan	show	mentampilkan	N;MASC;PL	V;SG;ACT
shows	pertunjukan	show	pertunjukan	N;MASC;PL	N;SG
constituido	dibentuk	constituido	dibentuk	ADJ;MASC;SG;V.PTCP	V;SG;PASS
constituido	terbentuk	constituido	terbentuk	ADJ;MASC;SG;V.PTCP	V;SG;PASS
ingresar	login	ingresar	login	V;NFIN	PROPN
ingresar	enter	ingresar	enter	V;NFIN	PROPN
belén	bethlehem	belén	bethlehem	N;MASC;SG	PROPN
belén	betlehem	belén	betlehem	N;MASC;SG	PROPN
belén	belen	belén	belen	N;MASC;SG	PROPN
próximos	mendatang	próximo	mendatang	ADJ;MASC;PL	ADJ;SG
editada	disunting	editado	disunting	ADJ;FEM;SG;V.PTCP	V;SG;PASS
editada	diedit	editado	diedit	ADJ;FEM;SG;V.PTCP	V;SG;PASS
esquí	ski	esquí	ski	N;MASC;SG	PROPN
esquí	ski	esquí	ski	N;MASC;SG	PROPN
esquí	berseluncur	esquí	berseluncur	N;MASC;SG	PROPN;SG;ACT
disparo	shooting	disparo	shooting	N;MASC;SG	PROPN
disparo	menembak	disparo	mentembak	N;MASC;SG	V;SG;ACT
disparo	shot	disparo	shot	N;MASC;SG	PROPN
disparo	tertembak	disparo	tertembak	N;MASC;SG	V;SG;PASS
disparo	ditembak	disparo	ditembak	N;MASC;SG	V;SG;PASS
teorema	teorema	teorema	teorema	N;MASC;SG	PROPN
extenso	ekstensif	extenso	ekstensif	ADJ;MASC;SG	N
golpes	sapuan	golpe	sapuan	N;MASC;PL	N;SG
golpes	stroke	golpe	stroke	N;MASC;PL	PROPN
golpes	berhembus	golpe	berhembus	N;MASC;PL	V;SG;ACT
golpes	pukulan	golpe	pukulan	N;MASC;PL	N;SG
mega	mega	mega	mega	N;SG	PROPN
herbert	herbert	herbert	herbert	PROPN	PROPN
preparar	prepare	preparar	prepare	V;NFIN	PROPN
extranjera	foreign	extranjero	foreign	ADJ;FEM;SG	PROPN
caña	pole	caña	pole	N;FEM;SG	PROPN
caña	tebu	caña	tebu	N;FEM;SG	PROPN
caña	cane	caña	cane	N;FEM;SG	PROPN
caña	rod	caña	rod	N;FEM;SG	PROPN
ética	beretika	ética	beretika	N;FEM;SG	V;SG;ACT
encontrados	menemukan	encontrado	mentemukan	ADJ;MASC;PL;V.PTCP	V;SG;ACT
encontrados	mendapati	encontrado	mendapati	ADJ;MASC;PL;V.PTCP	V;SG;ACT
encontrados	nemu	encontrado	ne	ADJ;MASC;PL;V.PTCP	V
encontrados	ditemukan	encontrado	ditemukan	ADJ;MASC;PL;V.PTCP	V;SG;PASS
correspondencia	mail	correspondencia	mail	N;FEM;SG	PROPN
formatos	pemformatan	formato	penformatan	N;MASC;PL	N;SG
formatos	memformat	formato	menformat	N;MASC;PL	V;SG;ACT
formatos	format	formato	format	N;MASC;PL	PROPN;SG
bombardeo	bom	bombardeo	bom	N;MASC;SG	PROPN;SG
bombardeo	mengebom	bombardeo	menkebom	N;MASC;SG	V;SG;ACT
respuestas	tanggapi	respuesta	tanggapi	N;FEM;PL	V;SG;ACT
respuestas	tanggapan	respuesta	tanggapan	N;FEM;PL	N;SG
respuestas	respons	respuesta	respons	N;FEM;PL	N;SG
respuestas	jawaban	respuesta	jawaban	N;FEM;PL	N;SG
respuestas	balasan	respuesta	balasan	N;FEM;PL	N;SG;ACT
cooper	cooper	cooper	cooper	PROPN	PROPN
duero	douro	duero	douro	N;MASC;SG	PROPN
august	august	augusto	august	PROPN	
august	agustus	augusto	agustus	PROPN	N;SG
típicos	khas	típico	khas	ADJ;MASC;PL	ADJ;SG
típicos	tipikal	típico	tipikal	ADJ;MASC;PL	N
lento	slow	lento	slow	ADJ;MASC;SG	PROPN
lento	perlahan	lento	perlahan	ADJ;MASC;SG	ADV
summer	summer	summer	summer	N	PROPN
apoyado	didukung	apoyar	didukung	ADJ;MASC;SG;V.PTCP	V;SG;PASS
independientemente	independen	independientemente	independen	ADV	ADJ;SG
independientemente	terlepas	independientemente	terlepas	ADV	V;RL;SG
astronómico	astronomi	astronómico	astronomi	ADJ;MASC;SG	N;SG
col	kubis	col	kubis		N
col	col	col	col		PROPN
ludwig	ludwig	ludwig	ludwig	PROPN	PROPN
velázquez	velázquez	velázquez	velázquez	N;MASC;SG	PROPN
velázquez	velasquez	velázquez	velasquez	N;MASC;SG	PROPN
líbano	lebanon	líbano	lebanon	N;MASC;SG	PROPN
líbano	lebanon	líbano	lebanon	N;MASC;SG	PROPN
túnez	tunisia	túnez	tunisia	N;MASC;SG	PROPN
túnez	tunisia	túnez	tunisia	N;MASC;SG	PROPN
túnez	tunis	túnez	tunis	N;MASC;SG	PROPN
cena	dinner	cena	dinner	N;FEM;SG	PROPN
incluidas	disertakan	incluir	disertakan	ADJ;FEM;PL;V.PTCP	V
incluidas	termasuk	incluir	termasuk	ADJ;FEM;PL;V.PTCP	V
incluidas	menyertakan	incluir	menyertakan	ADJ;FEM;PL;V.PTCP	V
incluidas	diikutsertakan	incluir	diikutsertakan	ADJ;FEM;PL;V.PTCP	V;SG;PASS
four	empat	four	empat	N	NUM
four	four	four	four	N	PROPN
republicanos	republikan	republicano	republikan	N;MASC;PL	N;SG
magic	ajaib	magic	ajaib	N	ADJ;SG
magic	magic	magic	magic	N	PROPN
artísticas	artistik	artístico	artistik	ADJ;FEM;PL	ADJ;SG
lujo	deluxe	lujo	deluxe	N;MASC;SG	PROPN
electrones	elektron	electrón	elektron	N;MASC;PL	N;SG
electrones	elektron	electrón	elektron	N;MASC;PL	N;SG
wood	wood	wood	wood	N	PROPN
avances	terobosan	avance	terobosan	N;MASC;PL	N;SG
avances	pratinjau	avance	pratinjau	N;MASC;PL	N;SG
avances	kemajuan	avance	kemajuan	N;MASC;PL	N;SG
avances	perkembangan	avance	perkembangan	N;MASC;PL	N;SG
avances	progres	avance	progres	N;MASC;PL	N;SG
avances	progress	avance	progress	N;MASC;PL	PROPN
vacaciones	libur	vacaciones	libur	N;FEM;PL	N;SG
vacaciones	holiday	vacaciones	holiday	N;FEM;PL	PROPN
vacaciones	liburan	vacaciones	liburan	N;FEM;PL	N;SG
vacaciones	liburan	vacaciones	liburan	N;FEM;PL	N;SG
vacaciones	libur	vacaciones	libur	N;FEM;PL	N;SG
vacaciones	liburan	vacaciones	liburan	N;FEM;PL	N;SG
aerolínea	airline	aerolínea	airline	N;FEM;SG	PROPN
murallas	wall	muralla	wall	N;FEM;PL	PROPN
murallas	tembok	muralla	tembok	N;FEM;PL	N;SG
murallas	dinding	muralla	dinding	N;FEM;PL	N;SG
murallas	tembok	muralla	tembok	N;FEM;PL	N;SG
murallas	dinding	muralla	dinding	N;FEM;PL	N;SG
sainte	sainte	sainte	sainte	N;FEM;SG	PROPN
eta	eta	eta	eta	PROPN	PROPN
cóndor	condor	cóndor	condor	N;MASC;SG	PROPN
cóndor	rajawali	cóndor	rajawali	N;MASC;SG	PROPN
coronado	dimahkotai	coronado	dimahkotai	ADJ;MASC;SG;V.PTCP	V
coronado	dinobatkan	coronado	dinobatkan	ADJ;MASC;SG;V.PTCP	V
coronado	coronado	coronado	coronado	ADJ;MASC;SG;V.PTCP	PROPN
esperando	waiting	esperar	waiting	V;V.MSDR	PROPN
específicas	spesifik	especifico	spesifik	ADJ;FEM;PL	ADJ;SG
específicas	tertentu	especifico	tertentu	ADJ;FEM;PL	DET
específicas	khusus	especifico	khusus	ADJ;FEM;PL	ADJ;SG
robles	oaks	roble	oaks	N;MASC;PL	PROPN
robles	robles	roble	robles	N;MASC;PL	PROPN
mansión	manor	mansión	manor	N;FEM;SG	PROPN
suplente	gantikan	suplente	gantikan	N;SG	V;SG;ACT
sueca	swedia	sueca	swedia	N;FEM;SG	PROPN;SG
philippe	philippe	philippe	philippe	PROPN	PROPN
asesinatos	pembunuhan	asesinato	penbunuhan	N;MASC;PL	N;SG
asesinatos	pembunuhan	asesinato	penbunuhan	N;MASC;PL	N;SG
asesinatos	pembunuhan	asesinato	penbunuhan	N;MASC;PL	N;SG
asesinatos	pembunuhan	asesinato	penbunuhan	N;MASC;PL	N;SG
fieles	loyal	fiel	loyal	N;PL	PROPN;SG
fieles	setia	fiel	setia	N;PL	PROPN;SG
fieles	setia	fiel	setia	N;PL	PROPN;SG
southern	southern	southern	southern	N	PROPN
concha	concha	concha	concha	N;FEM;SG	PROPN
concha	shell	concha	shell	N;FEM;SG	PROPN
concha	kerang	concha	kerang	N;FEM;SG	PROPN
implementación	mengimplementasikan	implementación	menkimplementasikan	N;FEM;SG	V;SG;ACT
implementación	mengimplementasi	implementación	menkimplementasi	N;FEM;SG	V;SG;ACT
implementación	menerapkan	implementación	menterapkan	N;FEM;SG	V;SG;ACT
perdida	kerugian	perdido	kerugian	ADJ;FEM;SG;V.PTCP	N;SG
perdida	kehilangan	perdido	kehilangan	ADJ;FEM;SG;V.PTCP	N;SG
perdida	rugi	perdido	rugi	ADJ;FEM;SG;V.PTCP	N;SG
perdida	kalah	perdido	kalah	ADJ;FEM;SG;V.PTCP	V;SG
perdida	tersesat	perdido	tersesat	ADJ;FEM;SG;V.PTCP	V;SG;PASS
perdida	kehilangan	perdido	kehilangan	ADJ;FEM;SG;V.PTCP	N;SG
perdida	lost	perdido	lost	ADJ;FEM;SG;V.PTCP	PROPN
significativo	berarti	significativo	berarti	ADJ;MASC;SG	V;SG;ACT
significativo	bermakna	significativo	bermakna	ADJ;MASC;SG	V;SG;ACT
warren	warren	warren	warren	PROPN	PROPN
elías	elías	elía	elías	N;FEM;PL	PROPN
elías	elijah	elía	elijah	N;FEM;PL	PROPN
elías	elia	elía	elia	N;FEM;PL	PROPN;SG
elías	ilyas	elía	ilyas	N;FEM;PL	PROPN
elías	elias	elía	elias	N;FEM;PL	PROPN
ltd	ltd	ltd	ltd	N	PROPN
identificado	identifikasi	identificado	identifikasi	ADJ;MASC;SG;V.PTCP	N;SG
identificado	diidentifikasi	identificado	diidentifikasi	ADJ;MASC;SG;V.PTCP	V;SG;PASS
identificado	teridentifikasi	identificado	teridentifikasi	ADJ;MASC;SG;V.PTCP	V;SG;PASS
identificado	mengidentifikasi	identificado	menidentifikasi	ADJ;MASC;SG;V.PTCP	V;SG;ACT
ejecutar	eksekusi	ejecutar	eksekusi	V;NFIN	N;SG
ejecutar	lari	ejecutar	lari	V;NFIN	N;SG
destinada	ditakdirkan	destinado	ditakdirkan	ADJ;FEM;SG;V.PTCP	V;SG;PASS
dramática	drama	dramático	drama	ADJ;FEM;SG	N;SG
antoine	antoine	antoinar	antoine	N;MASC;SG	PROPN
armadura	armour	armadura	armour	N;FEM;SG	PROPN
espaciales	spasial	espacial	spasial	ADJ;PL	N;SG
espaciales	ruang	espacial	ruang	ADJ;PL	N;SG
espaciales	spasi	espacial	spasi	ADJ;PL	N
espaciales	space	espacial	space	ADJ;PL	PROPN
espaciales	angkasa	espacial	angkasa	ADJ;PL	N;SG
dedicados	didedikasikan	dedicado	didedikasikan	ADJ;MASC;PL;V.PTCP	V;SG;PASS
dedicados	berdedikasi	dedicado	berdedikasi	ADJ;MASC;PL;V.PTCP	V;SG;ACT
bebé	baby	bebé	baby	N;MASC;SG	PROPN
hits	hantaman	hit	hantaman	N;MASC;PL	N;SG
tenor	tenor	tenor	tenor		N;SG
mortal	mematikan	mortal	menmatikan	ADJ;SG	V;SG;ACT
mortal	deadly	mortal	deadly	ADJ;SG	PROPN
mortal	fatal	mortal	fatal	ADJ;SG	N
mortal	fana	mortal	fana	ADJ;SG	PROPN
mortal	mortal	mortal	mortal	ADJ;SG	N
reconocimientos	intai	reconocimiento	intai	N;MASC;PL	N;SG
reconocimientos	pengintaian	reconocimiento	penintaian	N;MASC;PL	N;SG
reconocimientos	pengakuan	reconocimiento	penakuan	N;MASC;PL	N;SG
tallos	tangkai	tallo	tangkai	N;MASC;PL	N;SG
tallos	batangnya	tallo	batang	N;MASC;PL	N;SG
casino	casino	casino	casino	N;MASC;SG	PROPN
vencedor	winner	vencedor	winner	N;MASC;SG	PROPN
vencedor	victor	vencedor	victor	N;MASC;SG	PROPN
leipzig	leipzig	leipzig	leipzig	PROPN	PROPN
adoptado	diadopsi	adoptar	diadopsi	ADJ;MASC;SG;V.PTCP	V;SG;PASS
adoptado	adopsi	adoptar	adopsi	ADJ;MASC;SG;V.PTCP	N;SG
adoptado	mengadopsi	adoptar	menadopsi	ADJ;MASC;SG;V.PTCP	V;SG;ACT
colinas	bukit	colina	bukit	N;FEM;PL	PROPN;SG
colinas	hills	colina	hills	N;FEM;PL	PROPN
colinas	perbukitan	colina	perbukitan	N;FEM;PL	N;SG
extranjeras	asing	extranjero	asing	ADJ;FEM;PL	ADJ;SG
extranjeras	foreign	extranjero	foreign	ADJ;FEM;PL	PROPN
apolo	apollo	apolo	apollo	N;FEM;SG	PROPN
ricos	rich	rico	rich	N;MASC;PL	PROPN
ricos	kaya	rico	kaya	N;MASC;PL	ADJ;SG
wagner	wagner	wagner	wagner	PROPN	PROPN
quieren	ingin	querer	ingin	V;IND;PL;3;PRS;FIN	V;SG;ACT
quieren	inginkan	querer	inginkan	V;IND;PL;3;PRS;FIN	V;SG;ACT
quieren	pengen	querer	pengen	V;IND;PL;3;PRS;FIN	PROPN
quieren	mau	querer	mau	V;IND;PL;3;PRS;FIN	ADV
television	television	television	television	N;FEM;SG	PROPN
teatros	theater	teatro	theater	N;MASC;PL	PROPN
añadido	menambahkan	añadido	mentambahkan	ADJ;MASC;SG;V.PTCP	V;SG;ACT
añadido	ditambahkan	añadido	ditambahkan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
fabricantes	produsen	fabricante	produsen	N;PL	N;SG
fabricantes	pabrikan	fabricante	pabrikan	N;PL	N;SG
fabricantes	produsen	fabricante	produsen	N;PL	N;SG
finca	farm	finca	farm	N;FEM;SG	PROPN
pilares	pilar	pilar	pilar	N;MASC;PL	N;SG
guarnición	garrison	guarnición	garrison	N;FEM;SG	PROPN
edwards	edwards	edwards	edwards	PROPN	PROPN
fábricas	pabrik	fábrica	pabrik	N;FEM;PL	N;SG
fábricas	mills	fábrica	mills	N;FEM;PL	PROPN
fábricas	pabrik	fábrica	pabrik	N;FEM;PL	N;SG
roman	roman	romar	roman	N	PROPN
roman	romawi	romar	romawi	N	PROPN;SG
oliva	olive	oliva	olive	N;FEM;SG	PROPN
oliva	oliva	oliva	oliva	N;FEM;SG	PROPN
conservadores	konservatif	conservador	konservatif	N;MASC;PL	ADJ;SG
conservadores	konservatif	conservador	konservatif	N;MASC;PL	ADJ;SG
secos	dry	seco	dry	ADJ;MASC;PL	PROPN
secos	mengeringkan	seco	menkeringkan	ADJ;MASC;PL	V;SG;ACT
secos	kering	seco	kering	ADJ;MASC;PL	ADJ;SG
secos	keringkan	seco	keringkan	ADJ;MASC;PL	PROPN;SG
secos	dikeringkan	seco	dikeringkan	ADJ;MASC;PL	V;SG;PASS
secos	dijemur	seco	dijemur	ADJ;MASC;PL	V;SG;PASS
escape	kabur	escape	kabur	N;MASC;SG	V;SG
escape	escape	escape	escape	N;MASC;SG	PROPN
shakespeare	shakespeare	shakespeare	shakespeare	N	PROPN
marín	marin	marín	marin	N;MASC;SG	PROPN
marín	marín	marín	marín	N;MASC;SG	PROPN
für	für	für	für	PROPN	PROPN
under	under	under	under	PROPN	PROPN
under	dibawah	under	dibawah	PROPN	ADP;SG;PASS
eugenia	eugenia	eugenia	eugenia	N;FEM;SG	PROPN
cap	kapt	cap	kapt		PROPN
cap	cap	cap	cap		N
cap	chap	cap	chap		PROPN
desarrollados	dikembangkan	desarrollado	dikembangkan	ADJ;MASC;PL;V.PTCP	V;SG;PASS
desarrollados	mengembangkan	desarrollado	menkembangkan	ADJ;MASC;PL;V.PTCP	V;SG;ACT
baños	toilet	baño	toilet	N;MASC;PL	PROPN;SG
baños	mandi	baño	mandi	N;MASC;PL	PROPN;SG
baños	pemandian	baño	penmandian	N;MASC;PL	N;SG
baños	mandi	baño	mandi	N;MASC;PL	PROPN;SG
alternativas	alternatifnya	alternativa	alternatif	N;FEM;PL	N;SG
alternativas	alternative	alternativa	alternative	N;FEM;PL	N;SG
alternativas	alternatif	alternativa	alternatif	N;FEM;PL	N;SG
logro	berprestasi	logro	berprestasi	N;MASC;SG	V;SG;ACT
logro	berprestasi	logro	berprestasi	N;MASC;SG	V;SG;ACT
entiende	pahamilah	entender	pahami	V;IND;SG;3;PRS;FIN	PROPN
entiende	mengerti	entender	mengerti	V;IND;SG;3;PRS;FIN	;SG
profundamente	mendalam	profundamente	mendalam	ADV	V;SG;ACT
fresco	fresh	fresco	fresh	ADJ;MASC;SG	PROPN
fresco	fresco	fresco	fresco	ADJ;MASC;SG	PROPN
cruzar	crossing	cruzar	crossing	V;NFIN	PROPN
cruzar	penyeberangan	cruzar	penseberangan	V;NFIN	N;SG
disciplinas	disiplin	disciplina	disiplin	N;FEM;PL	N;SG
geográficas	geografi	geográfico	geografi	ADJ;FEM;PL	N;SG
geográficas	geographic	geográfico	geographic	ADJ;FEM;PL	PROPN;SG
geográficas	geografis	geográfico	geografis	ADJ;FEM;PL	N;SG
geográficas	geografis	geográfico	geografis	ADJ;FEM;PL	N;SG
responder	jawab	responder	jawab	V;NFIN	N;SG;ACT
responder	jawaban	responder	jawaban	V;NFIN	N;SG
responder	reply	responder	reply	V;NFIN	PROPN
responder	balasan	responder	balasan	V;NFIN	N;SG;ACT
hermosa	beautiful	hermoso	beautiful	ADJ;FEM;SG	PROPN
hermosa	cantiknya	hermoso	cantik	ADJ;FEM;SG	N;SG
electrónicos	elektronika	electrónico	elektronika	ADJ;MASC;PL	N
electrónicos	electronics	electrónico	electronics	ADJ;MASC;PL	PROPN
electrónicos	elektronik	electrónico	elektronik	ADJ;MASC;PL	N;SG
electrónicos	elektronika	electrónico	elektronika	ADJ;MASC;PL	N
electrónicos	electronic	electrónico	electronic	ADJ;MASC;PL	PROPN
electrónicos	elektronik	electrónico	elektronik	ADJ;MASC;PL	N;SG
galaxia	galaxy	galaxia	galaxy	N;FEM;SG	PROPN
cubiertas	tertutupi	cubierto	tertutupi	ADJ;FEM;PL;V.PTCP	V;SG;PASS
cubiertas	ditutupi	cubierto	ditutupi	ADJ;FEM;PL;V.PTCP	V;SG;PASS
cubiertas	tercakup	cubierto	tercakup	ADJ;FEM;PL;V.PTCP	V;SG;PASS
cubiertas	sampul	cubierto	sampul	ADJ;FEM;PL;V.PTCP	N;SG
cubiertas	mencakup	cubierto	mencakup	ADJ;FEM;PL;V.PTCP	V;SG;ACT
cubiertas	meliputi	cubierto	menliputi	ADJ;FEM;PL;V.PTCP	V;SG;ACT
cubiertas	dek	cubierto	dek	ADJ;FEM;PL;V.PTCP	PROPN
cubiertas	geladak	cubierto	geladak	ADJ;FEM;PL;V.PTCP	N;SG
cubiertas	deck	cubierto	deck	ADJ;FEM;PL;V.PTCP	PROPN
trasladar	relokasi	trasladar	relokasi	V;NFIN	N;SG
dependencias	dependensi	dependencia	dependensi	N;FEM;PL	N;SG
abu	abu	abu	abu	N;MASC;SG	ADJ;SG
bola	ball	bola	ball	N;FEM;SG	PROPN
lázaro	lázaro	lázaro	lázaro	N;MASC;SG	PROPN
lázaro	lazarus	lázaro	lazarus	N;MASC;SG	PROPN
wolf	wolf	wolf	wolf	N	PROPN
certificado	bersertifikasi	certificado	bersertifikasi	ADJ;MASC;SG;V.PTCP	V;SG;ACT
certificado	certified	certificado	certified	ADJ;MASC;SG;V.PTCP	PROPN
certificado	bersertifikat	certificado	bersertifikat	ADJ;MASC;SG;V.PTCP	V;SG;ACT
certificado	sertifikat	certificado	sertifikat	ADJ;MASC;SG;V.PTCP	N;SG
rita	rita	rita	rita	N;FEM;SG	PROPN
uss	uss	us	uss	N;MASC;SG	PROPN
escándalo	scandal	escándalo	scandal	N;MASC;SG	PROPN
sólido	solid	sólido	solid	ADJ;MASC;SG	PROPN
kiev	kiev	kiev	kiev	PROPN	PROPN
testigos	saksi	testigo	saksi	N;MASC;PL	N;SG
testigos	saksi	testigo	saksi	N;MASC;PL	N;SG
códigos	code	código	code	N;MASC;PL	PROPN
códigos	kode	código	kode	N;MASC;PL	N;SG
códigos	kode	código	kode	N;MASC;PL	N;SG
descubierta	ditemukan	descubrir	ditemukan	ADJ;FEM;SG;V.PTCP	V;SG;PASS
descubierta	menemukan	descubrir	mentemukan	ADJ;FEM;SG;V.PTCP	V;SG;ACT
descubierta	ketahuan	descubrir	ketahuan	ADJ;FEM;SG;V.PTCP	
descubierta	ketahuan	descubrir	ketahuan	ADJ;FEM;SG;V.PTCP	
descubierta	diungkap	descubrir	diungkap	ADJ;FEM;SG;V.PTCP	V;SG;PASS
solares	solar	solar	solar	N;MASC;PL	PROPN
estudia	kajian	estudiar	kajian	V;IND;SG;3;PRS;FIN	N;SG
estudia	studi	estudiar	studi	V;IND;SG;3;PRS;FIN	N;SG
paloma	dove	paloma	dove	N;FEM;SG	PROPN
paloma	merpati	paloma	merpati	N;FEM;SG	PROPN;SG
paloma	merpati	paloma	merpati	N;FEM;SG	PROPN;SG
paloma	paloma	paloma	paloma	N;FEM;SG	PROPN
folk	folk	folk	folk	N;SG	PROPN
ira	murka	ira	murka	N;FEM;SG	PROPN;SG;ACT
ira	anger	ira	anger	N;FEM;SG	PROPN
ira	murka	ira	murka	N;FEM;SG	PROPN;SG;ACT
ira	marah	ira	marah	N;FEM;SG	ADJ;SG
ira	ira	ira	ira	N;FEM;SG	PROPN
atractivo	attraction	atractivo	attraction	ADJ;MASC;SG	PROPN
atractivo	atraksi	atractivo	atraksi	ADJ;MASC;SG	N;SG
atractivo	dkk	atractivo	dkk	ADJ;MASC;SG	PROPN
atractivo	memikat	atractivo	menpikat	ADJ;MASC;SG	V;SG;ACT
atractivo	menarik	atractivo	menarik	ADJ;MASC;SG	V;SG
atractivo	banding	atractivo	banding	ADJ;MASC;SG	PROPN;SG;ACT
cinematográfico	sinematik	cinematográfico	sinematik	ADJ;MASC;SG	N;SG
volar	terbang	volar	terbang	V;NFIN	N;SG;ACT
volar	lalat	volar	lalat	V;NFIN	N;SG
volar	fly	volar	fly	V;NFIN	PROPN
volar	terbang	volar	terbang	V;NFIN	N;SG;ACT
volar	flying	volar	flying	V;NFIN	PROPN
recta	straight	recta	straight	N;FEM;SG	PROPN
ecuatoriano	ekuador	ecuatoriano	ekuador	N;MASC;SG	PROPN;SG
entregado	dikirimkan	entregado	dikirimkan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
entregado	dikirim	entregado	dikirim	ADJ;MASC;SG;V.PTCP	V;SG;PASS
entregado	terkirim	entregado	terkirim	ADJ;MASC;SG;V.PTCP	V;SG;PASS
entregado	disampaikan	entregado	disampaikan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
etiopía	ethiopia	etiopía	ethiopia	N;FEM;SG	PROPN
etiopía	etiopia	etiopía	etiopia	N;FEM;SG	PROPN
etiopía	ethiopia	etiopía	ethiopia	N;FEM;SG	PROPN
etiopía	etiopia	etiopía	etiopia	N;FEM;SG	PROPN
dick	dick	dick	dick	PROPN	PROPN
jefferson	jefferson	jefferson	jefferson	N;MASC;SG	PROPN
celeste	celeste	celeste	celeste	ADJ;SG	PROPN
celeste	celestial	celeste	celestial	ADJ;SG	PROPN
palermo	palermo	palermo	palermo		PROPN
asientos	kursi	asiento	kursi	N;MASC;PL	N;SG
falsa	palsu	falso	palsu	ADJ;FEM;SG	PROPN;SG
falsa	false	falso	false	ADJ;FEM;SG	PROPN
falsa	salah	falso	salah	ADJ;FEM;SG	N;SG
falsa	palsu	falso	palsu	ADJ;FEM;SG	PROPN;SG
falsa	fake	falso	fake	ADJ;FEM;SG	PROPN
tribunales	court	tribunal	court	N;MASC;PL	PROPN
tribunales	sidang	tribunal	sidang	N;MASC;PL	N;SG
tribunales	pengadilan	tribunal	penadilan	N;MASC;PL	N;SG
tribunales	mahkamah	tribunal	mahkamah	N;MASC;PL	N;SG
tribunales	pengadilan	tribunal	penadilan	N;MASC;PL	N;SG
bond	bond	bond	bond	N;SG	PROPN
