در	porte	در	porte	ADP	N;FEM;SG
پاییز	fall	پاییز	fall	N;SG	INTJ
دیویس	davis	دیویس	davis	N;SG	PROPN
خوزه	jose	خوزه	jose	N;SG	PROPN
خوزه	josé	خوزه	josé	N;SG	PROPN
خوزه	jose	خوزه	jose	N;SG	PROPN
خوزه	josé	خوزه	josé	N;SG	PROPN
مخابرات	communications	مخابرات	communication	N;SG	N;FEM;PL
مخابرات	télécommunications	مخابرات	télécommunication	N;SG	N;FEM;PL
تفریحی	récréatif	None	récréatif	N;SG	ADJ;MASC;SG
تفریحی	récréatives	None	récréatif	N;SG	ADJ;FEM;PL
برایان	brian	برایان	brian	N;SG	PROPN
برایان	bryan	برایان	bryan	N;SG	PROPN
شاهی	shahi	شاهی	shahi	N;SG	PROPN
تسلط	dominer	تسلط	dominer	N;SG	V;NFIN
تسلط	dominante	تسلط	dominant	N;SG	ADJ;FEM;SG
تجربی	empiriques	تجربی	empirique	N;SG	ADJ;MASC;PL
تجربی	empirique	تجربی	empirique	N;SG	ADJ;MASC;SG
تجربی	expérimental	تجربی	expérimental	N;SG	ADJ;MASC;SG
تجربی	expérimentale	تجربی	expérimental	N;SG	ADJ;FEM;SG
فصلی	saisonniers	فصلی	saisonnier	N;SG	ADJ;MASC;PL
فصلی	saisonnier	فصلی	saisonnier	N;SG	ADJ;MASC;SG
فصلی	saisonnière	فصلی	saisonnier	N;SG	ADJ;FEM;SG
ویدئو	vidéos	ویدئو	vidéo	N;SG	N;FEM;PL
دراز	tronçon	دراز	tronçon	ADJ	N;MASC;SG
دراز	stretch	دراز	stretch	ADJ	N;MASC;SG
دراز	étirer	دراز	étirer	ADJ	V;NFIN
دراز	étirement	دراز	étirement	ADJ	N;MASC;SG
دراز	longtemps	دراز	longtemps	ADJ	ADV
معنوی	spirituelle	معنوی	spirituel	N;SG	ADJ;FEM;SG
معنوی	spirituel	معنوی	spirituel	N;SG	ADJ;MASC;SG
معنوی	spirituelles	معنوی	spirituel	N;SG	ADJ;FEM;PL
والدین	parent	والد	parent	N;PL	N;MASC;SG
فقیه	faqih	فقیه	faqih	N;SG	PROPN
مغول	mongols	مغول	mongol	N;SG	N;MASC;PL
مغول	mongole	مغول	mongol	N;SG	ADJ;FEM;SG
محاسبات	calcul	محاسبه	calcul	N;PL	N;MASC;SG
محاسبات	informatique	محاسبه	informatique	N;PL	ADJ;MASC;SG
مدارک	preuve	مدرک	preuve	N;PL	N;FEM;SG
شن	shen	شن	shen	N;SG	PROPN
شن	sables	شن	sable	N;SG	N;MASC;PL
رسول	rasul	رسول	rasul	N;SG	PROPN
خلبان	pilot	None	pilot	N;SG	PROPN
خلبان	pilotes	None	pilote	N;SG	N;MASC;PL
پائولو	paulo	None	paulo	N;SG	PROPN
پائولو	paolo	None	paolo	N;SG	PROPN
تفکر	réfléchi	تفکر	réfléchir	N;SG	V;MASC;SG;PST;V.PTCP
تفکر	pensais	تفکر	penser	N;SG	V;IND;SG;1;IPFV;FIN
تفکر	pensé	تفکر	pensé	N;SG	V;MASC;SG;PST;V.PTCP
تفکر	réfléchir	تفکر	réfléchir	N;SG	V;NFIN
تفکر	pensant	تفکر	penser	N;SG	V;PRS;V.PTCP
تفکر	penser	تفکر	penser	N;SG	V;NFIN
حجت	garanties	None	garantie	N;SG	N;FEM;PL
حجت	arguments	None	argument	N;SG	N;MASC;PL
حجت	raisonnements	None	raisonnement	N;SG	N;MASC;PL
ویکتور	viktor	ویکتور	viktor	N;SG	PROPN
بارسلونا	barcelona	بارسلونا	barcelona	N;SG	PROPN
عجیب	strange	عجیب	strange	ADJ	PROPN
عجیب	impair	عجیب	impair	ADJ	N;MASC;SG
عجیب	odd	عجیب	odd	ADJ	PROPN
اعتراضات	protestation	اعتراض	protestation	N;PL	N;FEM;SG
اعتراضات	contestation	اعتراض	contestation	N;PL	N;FEM;SG
اعتراضات	protester	اعتراض	protester	N;PL	V;NFIN
اعتراضات	manifestation	اعتراض	manifestation	N;PL	N;FEM;SG
فراموش	oubli	فراموش	oubli	ADJ	N;MASC;SG
فراموش	oublions	فراموش	oublier	ADJ	V;IMP;PL;1;PRS;FIN
فراموش	oublier	فراموش	oublier	ADJ	V;NFIN
فراموش	oublie	فراموش	oublier	ADJ	V;IND;SG;3;PRS;FIN
فراموش	oubliez	فراموش	oublier	ADJ	V;IMP;PL;2;PRS;FIN
مخدر	narcotiques	مخدر	narcotique	N;SG	ADJ;MASC;PL
مخدر	stupéfiant	مخدر	stupéfiant	N;SG	ADJ;MASC;SG
طنز	satirique	طنز	satirique	N;SG	ADJ;MASC;SG
طنز	ironique	طنز	ironique	N;SG	ADJ;MASC;SG
کریستین	chrétiens	کریستین	chrétien	N;SG	N;MASC;PL
کریستین	chrétienne	کریستین	chrétien	N;SG	ADJ;FEM;SG
کریستین	christian	کریستین	christian	N;SG	PROPN
کریستین	chrétien	کریستین	chrétien	N;SG	ADJ;MASC;SG
نامزدی	fiançailles	نامزدی	fiançaille	N;SG	N;FEM;PL
ضعف	faiblesses	ضعف	faiblesse	N;SG	N;FEM;PL
فرعی	sub	فرعی	sub	N;SG	
آلودگی	contaminant	آلودگی	contaminer	N;SG	V;PRS;V.PTCP
آلودگی	infections	آلودگی	infection	N;SG	N;FEM;PL
عفونت	infections	عفونت	infection	N;SG	N;FEM;PL
عفونت	infections	عفونت	infection	N;SG	N;FEM;PL
بست	connecteurs	بست	connecteur	N;SG	N;MASC;PL
بست	bast	بست	bast	N;SG	PROPN
بستن	fermer	بستن	fermer	N;SG	V;NFIN
بستن	proche	بستن	proche	N;SG	ADJ;MASC;SG
بستن	fermer	بستن	fermer	N;SG	V;NFIN
سدیم	sodique	سدیم	sodique	N;SG	ADJ;MASC;SG
پورنوگرافی	pornographique	پورنوگرافی	pornographique	N;SG	ADJ;MASC;SG
پورنوگرافی	pornographiques	پورنوگرافی	pornographique	N;SG	ADJ;MASC;PL
پورنوگرافی	pornographique	پورنوگرافی	pornographique	N;SG	ADJ;MASC;SG
ماد	maud	ماد	maud	N;SG	PROPN
لاله	tulipes	لاله	tulipe	N;SG	N;FEM;PL
لاله	tulipes	لاله	tulipe	N;SG	N;FEM;PL
لاله	muet	لاله	muet	N;SG	ADJ;MASC;SG
لاله	muette	لاله	muette	N;SG	ADJ;FEM;SG
لاله	muets	لاله	muet	N;SG	ADJ;MASC;PL
درختی	arbres	درخت	arbre	N;SG	N;MASC;PL
مو	cheveux	مو	cheveu	N;SG	N;MASC;PL
احتمالی	probables	احتمالی	probable	N;SG	ADJ;MASC;PL
احتمالی	vraisemblable	احتمالی	vraisemblable	N;SG	ADJ;MASC;SG
احتمالی	probable	احتمالی	probable	N;SG	ADJ;MASC;SG
احتمالی	probabiliste	احتمالی	probabiliste	N;SG	ADJ;MASC;SG
احتمالی	hésitante	احتمالی	hésitant	N;SG	ADJ;FEM;SG
سوئدی	suédoise	سوئدی	suédois	N;SG	ADJ;FEM;SG
سوئدی	suédoises	سوئدی	suédois	N;SG	ADJ;FEM;PL
سوئدی	suédois	سوئدی	suédois	N;SG	ADJ;MASC;SG
پیشنهادی	proposée	پیشنهادی	proposer	N;SG	V;FEM;SG;PST;V.PTCP
پیشنهادی	proposé	پیشنهادی	proposer	N;SG	V;MASC;SG;PST;V.PTCP
پیشنهادی	proposées	پیشنهادی	proposer	N;SG	V;FEM;PL;PST;V.PTCP
پیشنهادی	proposés	پیشنهادی	proposer	N;SG	V;MASC;PL;PST;V.PTCP
پیشنهادی	suggestions	پیشنهادی	suggestion	N;SG	N;FEM;PL
پروتئین	protéines	پروتئین	protéine	N;SG	N;FEM;PL
پروتئین	protéique	پروتئین	protéique	N;SG	ADJ;MASC;SG
دشتی	plains	دشتی	plain	N;SG	INTJ
دشتی	plaines	دشتی	plaine	N;SG	N;FEM;PL
مورخ	datés	مورخ	dater	N;SG	V;MASC;PL;PST;V.PTCP
مورخ	datée	مورخ	dater	N;SG	V;FEM;SG;PST;V.PTCP
مورخ	daté	مورخ	dater	N;SG	V;MASC;SG;PST;V.PTCP
کالا	kala	کالا	kala	N;SG	PROPN
کالا	marchandises	کالا	marchandise	N;SG	N;FEM;PL
کالا	biens	کالا	bien	N;SG	N;MASC;PL
کیم	kim	کرد#کن	kim	N;SG	PROPN
کشیدن	drag	کشیدن	drag	N;SG	PROPN
کشیدن	traîner	کشیدن	traîner	N;SG	V;NFIN
کشیدن	traînée	کشیدن	traînée	N;SG	V;FEM;SG;PST;V.PTCP
کشیدن	glisser	کشیدن	glisser	N;SG	V;NFIN
کشیدن	traîner	کشیدن	traîner	N;SG	V;NFIN
کشیدن	traînant	کشیدن	traîner	N;SG	V;PRS;V.PTCP
کشیدن	dessiner	کشیدن	dessiner	N;SG	V;NFIN
عقاب	eagle	عقاب	eagle	N;SG	PROPN
عقاب	aquilae	عقاب	aquilae	N;SG	PROPN
عقاب	eagles	عقاب	eagle	N;SG	N;MASC;PL
عقاب	aigles	عقاب	aigle	N;SG	N;MASC;PL
تسخیر	vaincre	تسخیر	vaincre	N;SG	V;NFIN
تسخیر	conquérir	تسخیر	conquérir	N;SG	V;NFIN
آوری	avery	آور	avery	N;SG	PROPN
آزار	agacé	آزار	agacé	N;PL	V;MASC;SG;PST;V.PTCP
آزار	ennuyé	آزار	ennuyer	N;PL	V;MASC;SG;PST;V.PTCP
آزار	contrarié	آزار	contrarié	N;PL	V;MASC;SG;PST;V.PTCP
آزار	blessé	آزار	blesser	N;PL	V;MASC;SG;PST;V.PTCP
آزار	blessée	آزار	blessé	N;PL	V;FEM;SG;PST;V.PTCP
آزار	blesser	آزار	blesser	N;PL	V;NFIN
بلوک	blocages	بلوک	blocage	N;SG	N;MASC;PL
بلوک	blocs	بلوک	bloc	N;SG	N;MASC;PL
بلوک	bloquer	بلوک	bloquer	N;SG	V;NFIN
بلوک	block	بلوک	block	N;SG	PROPN
مبلغ	sum	مبلغ	sum	N;SG	
مبلغ	montant	مبلغ	monter	N;SG	V;PRS;V.PTCP
آبادی	abadi	آبادی	abadi	N;SG	PROPN
قبیله	tribaux	None	tribal	N;SG	ADJ;MASC;PL
قبیله	tribales	None	tribal	N;SG	ADJ;FEM;PL
قبیله	tribal	None	tribal	N;SG	ADJ;MASC;SG
قبیله	tribale	None	tribal	N;SG	ADJ;FEM;SG
قبیله	tribus	None	tribu	N;SG	N;FEM;PL
تزریق	injections	تزریق	injection	N;SG	N;FEM;PL
تزریق	injections	تزریق	injection	N;SG	N;FEM;PL
تزریق	injecter	تزریق	injecter	N;SG	V;NFIN
تزریق	injecte	تزریق	injecter	N;SG	V;IND;SG;3;PRS;FIN
تزریق	injecter	تزریق	injecter	N;SG	V;NFIN
مهران	mehran	مهران	mehran	N;SG	PROPN
افتخاری	honoraire	افتخاری	honoraire	N;SG	ADJ;MASC;SG
افتخاری	honorifique	افتخاری	honorifique	N;SG	ADJ;MASC;SG
افتخاری	honorifiques	افتخاری	honorifique	N;SG	ADJ;MASC;PL
همایش	conférences	همایش	conférence	N;SG	N;FEM;PL
همایش	conventions	همایش	convention	N;SG	N;FEM;PL
صدها	centaines	صد	centaine	NUM	N;FEM;PL
صدها	centaine	صد	centaine	NUM	N;FEM;SG
مجاهدین	miliciens	مجاهدین	milicien	N;SG	N;MASC;PL
مجاهدین	milices	مجاهدین	milice	N;SG	N;FEM;PL
لوح	comprimé	لوح	comprimer	N;SG	V;MASC;SG;PST;V.PTCP
لوح	comprimés	لوح	comprimé	N;SG	V;MASC;PL;PST;V.PTCP
آتن	athènes	None	athène	N;SG	PROPN
چی	quoi	چه	quoi	ADV	PRO
چی	quel	چه	quel	ADV	DET;MASC;SG
چی	quelle	چه	quel	ADV	DET;FEM;SG
موازی	parallèlement	موازی	parallèlement	N;SG	ADV
موازی	parallèles	موازی	parallèle	N;SG	ADJ;MASC;PL
منظم	discipliné	منظم	discipliné	ADJ	V;MASC;SG;PST;V.PTCP
منظم	disciplinée	منظم	discipliner	ADJ	V;FEM;SG;PST;V.PTCP
منظم	ordonnée	منظم	ordonner	ADJ	V;FEM;SG;PST;V.PTCP
غلط	false	غلط	false	ADJ	N;MASC;SG
انیمیشن	animations	انیمیشن	animation	N;SG	N;FEM;PL
انیمیشن	animées	انیمیشن	animer	N;SG	V;FEM;PL;PST;V.PTCP
انیمیشن	animé	انیمیشن	animer	N;SG	V;MASC;SG;PST;V.PTCP
انیمیشن	animés	انیمیشن	animé	N;SG	V;MASC;PL;PST;V.PTCP
انیمیشن	animée	انیمیشن	animer	N;SG	V;FEM;SG;PST;V.PTCP
خواهان	désirs	خواهان	désir	N;SG	N;MASC;PL
خواهان	désirer	خواهان	désirer	N;SG	V;NFIN
خواهان	désirs	خواهان	désir	N;SG	N;MASC;PL
کانی	connie	کانی	connier	N;SG	PROPN
کانی	kani	کانی	kani	N;SG	PROPN
مرحوم	décédée	مرحوم	décéder	N;SG	V;FEM;SG;PST;V.PTCP
مرحوم	décédés	مرحوم	décéder	N;SG	V;MASC;PL;PST;V.PTCP
مرحوم	défunt	مرحوم	défunt	N;SG	ADJ;MASC;SG
مرحوم	décédé	مرحوم	décéder	N;SG	V;MASC;SG;PST;V.PTCP
کرم	karam	None	karam	N;SG	PROPN
کرم	crèmes	None	crème	N;SG	N;FEM;PL
کلاه	casques	کلاه	casque	N;SG	N;MASC;PL
کلاه	hat	کلاه	hat	N;SG	
انیمه	animé	انیمه	animer	N;SG	V;MASC;SG;PST;V.PTCP
اقلیم	climats	اقلیم	climat	N;SG	N;MASC;PL
خیالی	imaginaire	خیالی	imaginaire	N;SG	ADJ;MASC;SG
خیالی	imaginaires	خیالی	imaginaire	N;SG	ADJ;MASC;PL
خیالی	fictive	خیالی	fictif	N;SG	ADJ;FEM;SG
خیالی	fictif	خیالی	fictif	N;SG	ADJ;MASC;SG
بوی	odeurs	بوی	odeur	N;SG	N;FEM;PL
بوی	odeurs	بوی	odeur	N;SG	N;FEM;PL
بوی	sent	بوی	sentir	N;SG	V;IND;SG;3;PRS;FIN
محدودیت	limitations	محدودیت	limitation	N;SG	N;FEM;PL
محدودیت	restrictions	محدودیت	restriction	N;SG	N;FEM;PL
محدودیت	limites	محدودیت	limite	N;SG	N;FEM;PL
محدودیت	limites	محدودیت	limite	N;SG	N;FEM;PL
محدودیت	limites	محدودیت	limite	N;SG	N;FEM;PL
محدودیت	limiter	محدودیت	limiter	N;SG	V;NFIN
محدودیت	contraintes	محدودیت	contrainte	N;SG	N;FEM;PL
شوش	susa	شوش	susa	N;SG	PROPN
شوش	chut	شوش	chut	N;SG	INTJ
مختلط	mélangé	مختلط	mélanger	N;SG	V;MASC;SG;PST;V.PTCP
مختلط	mixtes	مختلط	mixte	N;SG	ADJ;MASC;PL
مختلط	mélangés	مختلط	mélanger	N;SG	V;MASC;PL;PST;V.PTCP
مختلط	mixte	مختلط	mixte	N;SG	ADJ;MASC;SG
شمس	shams	شمس	shams	N;SG	PROPN
روشی	roshi	روش	roshi	N;SG	PROPN
اهدا	dons	اهدا	don	N;SG	N;MASC;PL
اهدا	dons	اهدا	don	N;SG	N;MASC;PL
اهدا	donations	اهدا	donation	N;SG	N;FEM;PL
اهدا	donateurs	اهدا	donateur	N;SG	N;MASC;PL
شفاف	transparence	شفاف	transparence	ADJ	N;FEM;SG
شفاف	transparence	شفاف	transparence	ADJ	N;FEM;SG
امضای	signer	None	signer	N;SG	V;NFIN
امضای	signant	None	signer	N;SG	V;PRS;V.PTCP
دام	damm	دام	damm	N;SG	PROPN
داگلاس	douglas	داگلاس	dougla	N;SG	PROPN
نابودی	exterminer	نابودی	exterminer	N;SG	V;NFIN
نابودی	destructions	نابودی	destruction	N;SG	N;FEM;PL
پسران	fils	پسر	fils	N;PL	N;MASC;SG
سرنوشت	destinée	سرنوشت	destiner	N;SG	V;FEM;SG;PST;V.PTCP
سرنوشت	destiny	سرنوشت	destiny	N;SG	PROPN
آنگولا	angola	آنگولا	angola	N;SG	PROPN
اشتغال	emplois	اشتغال	emploi	N;SG	N;MASC;PL
رایگان	gratuit	None	gratuit	N;SG	ADJ;MASC;SG
رایگان	gratuits	None	gratuit	N;SG	V;MASC;PL;PST;V.PTCP
رایگان	gratuitement	None	gratuitement	N;SG	ADV
رایگان	libre	None	libre	N;SG	ADJ;MASC;SG
گیرنده	accrocheur	گیرنده	accrocheur	N;SG	ADJ;MASC;SG
گیرنده	bénéficiaire	گیرنده	bénéficiaire	N;SG	ADJ;MASC;SG
تبریزی	tabrizi	تبریزی	tabrizi	N;SG	PROPN
افکار	pensées	فکر	penser	N;PL	V;FEM;PL;PST;V.PTCP
ونیز	venise	ونیز	venise		PROPN
ونیز	venezia	ونیز	venezia		PROPN
قد	tall	قد	tall		PROPN
قد	taille	قد	taille		N;FEM;SG
قد	hauteur	قد	hauteur		N;FEM;SG
لئون	león	لئون	león	N;SG	PROPN
لئون	leon	لئون	leon	N;SG	PROPN
برف	snow	برف	snow	N;SG	PROPN
داور	arbitres	داور	arbitre	N;SG	N;MASC;PL
داور	arbitrer	داور	arbitrer	N;SG	V;NFIN
بازنشسته	retraités	بازنشسته	retraiter	ADJ;SG;3;V.PTCP	V;MASC;PL;PST;V.PTCP
بازنشسته	retraite	بازنشسته	retraite	ADJ;SG;3;V.PTCP	N;FEM;SG
بازنشسته	retraité	بازنشسته	retraité	ADJ;SG;3;V.PTCP	V;MASC;SG;PST;V.PTCP
بدنه	hull	بدنه	hull	N;SG	PROPN
بدنه	coques	بدنه	coque	N;SG	N;FEM;PL
دیر	tardive	دیر	tardif	ADV	ADJ;FEM;SG
دیر	tardif	دیر	tardif	ADV	ADJ;MASC;SG
دیر	retard	دیر	retard	ADV	N;MASC;SG
دیر	cerf	دیر	cerf	ADV	N;MASC;SG
دیر	cerfs	دیر	cerf	ADV	N;MASC;PL
دیر	daim	دیر	daim	ADV	N;MASC;SG
دیر	biche	دیر	biche	ADV	N;FEM;SG
دیر	chevreuil	دیر	chevreuil	ADV	N;MASC;SG
سروده	composée	سروده	composer	ADJ;SG;3;V.PTCP	V;FEM;SG;PST;V.PTCP
سروده	composées	سروده	composer	ADJ;SG;3;V.PTCP	V;FEM;PL;PST;V.PTCP
سروده	composé	سروده	composer	ADJ;SG;3;V.PTCP	V;MASC;SG;PST;V.PTCP
اضافی	primes	None	prime	N;SG	N;FEM;PL
اضافی	premium	None	premium	N;SG	
اضافی	supplémentaire	None	supplémentaire	N;SG	ADJ;MASC;SG
اضافی	supplémentaires	None	supplémentaire	N;SG	ADJ;MASC;PL
اضافی	additionnel	None	additionnel	N;SG	ADJ;MASC;SG
اضافی	supplémentaires	None	supplémentaire	N;SG	ADJ;MASC;PL
اضافی	supplémentaire	None	supplémentaire	N;SG	ADJ;MASC;SG
دما	températures	دما	température	N;SG	N;FEM;PL
دما	températures	دما	température	N;SG	N;FEM;PL
غنی	ghani	غنی	ghani	ADJ	PROPN
غنی	rich	غنی	rich	ADJ	PROPN
خودداری	abstenir	خودداری	abstenir	N;SG	V;NFIN
مخلوط	mélangé	مخلوط	mélanger	N;SG	V;MASC;SG;PST;V.PTCP
مخلوط	mixtes	مخلوط	mixte	N;SG	ADJ;MASC;PL
مخلوط	mélangés	مخلوط	mélanger	N;SG	V;MASC;PL;PST;V.PTCP
مخلوط	mixte	مخلوط	mixte	N;SG	ADJ;MASC;SG
مخلوط	mélanger	مخلوط	mélanger	N;SG	V;NFIN
گرگان	gorgan	گرگان	gorgan	N;SG	PROPN
تقی	taqi	تقی	taqi	N;SG	PROPN
نی	nae	نه	nae		
نی	ney	نه	ney		N;MASC;SG
آسان	easy	None	easy	ADJ	N;MASC;SG
آسان	facilité	None	faciliter	ADJ	V;FEM;SG;PST;V.PTCP
بلک	noire	بلک	noir	N;SG	ADJ;FEM;SG
بلک	black	بلک	black	N;SG	ADJ;MASC;SG
بلک	noires	بلک	noir	N;SG	ADJ;FEM;PL
بلک	noirs	بلک	noir	N;SG	ADJ;MASC;PL
شوشتر	schuster	شوشتر	schuster	N;SG	PROPN
نگرانی	préoccupations	نگرانی	préoccupation	N;SG	N;FEM;PL
نگرانی	inquiétudes	نگرانی	inquiétude	N;SG	N;FEM;PL
فرایندهای	processus	فرایند	processus	N;PL	N;MASC;SG
سانتیمتر	centimètres	سانتیمتر	centimètre	N;SG	N;MASC;PL
تکنیک	technique	تکنیک	technique	N;SG	ADJ;MASC;SG
صالح	salih	صالح	salih	N;SG	PROPN
صالح	saleh	صالح	saleh	N;SG	PROPN
ایسلند	islande	ایسلند	islande	N;SG	ADJ;MASC;SG
گندم	grains	گندم	grain	N;SG	N;MASC;PL
حیوان	bête	None	bête	N;SG	ADJ;FEM;SG
حیوان	animale	None	animal	N;SG	ADJ;FEM;SG
دیدنی	spectaculaire	دیدنی	spectaculaire	N;SG	ADJ;MASC;SG
دیدنی	spectaculaires	دیدنی	spectaculaire	N;SG	ADJ;MASC;PL
اپل	pommes	اپل	pomme	N;SG	N;FEM;PL
اپل	apple	اپل	apple	N;SG	PROPN
عزیزی	azizi	عزیزی	azizi	N;SG	PROPN
منتقد	critique	منتقد	critique	N;SG	ADJ;MASC;SG
مکانیکی	mécanique	مکانیکی	mécanique	N;SG	ADJ;MASC;SG
مکانیکی	mécaniques	مکانیکی	mécanique	N;SG	ADJ;MASC;PL
سرگرمی	hobbies	سرگرمی	hobby	N;SG	N;MASC;PL
سرگرمی	divertissements	سرگرمی	divertissement	N;SG	N;MASC;PL
ائتلاف	alliances	ائتلاف	alliance	N;SG	N;FEM;PL
ازای	réfléchissant	ازا	réfléchir	N;SG	V;PRS;V.PTCP
ازای	refléter	ازا	refléter	N;SG	V;NFIN
ازای	reflétant	ازا	refléter	N;SG	V;PRS;V.PTCP
ناقص	inachevée	None	inachever	ADJ	V;FEM;SG;PST;V.PTCP
خرس	bears	None	bear	N;SG	N;MASC;PL
خرس	oursons	None	ourson	N;SG	N;MASC;PL
خرس	bear	None	bear	N;SG	PROPN
خاکی	saleté	خاکی	saleté	N;SG	V;FEM;SG;PST;V.PTCP
کاپیتان	captain	کاپیت	captain	N;SG	PROPN
بلاروس	belarus	بلاروس	belarus	N;SG	PROPN
بلاروس	biélorussie	بلاروس	biélorussie	N;SG	PROPN
بلاروس	bélarus	بلاروس	bélarus	N;SG	PROPN
ایمان	faith	ایمان	faire	N;SG	PROPN
ایمان	iman	ایمان	iman	N;SG	PROPN
ایمان	croyez	ایمان	croire	N;SG	V;IMP;PL;2;PRS;FIN
ایمان	croire	ایمان	croire	N;SG	V;NFIN
ایمان	croient	ایمان	croire	N;SG	V;IND;PL;3;PRS;FIN
ایمان	crois	ایمان	croire	N;SG	INTJ
دیو	dave	None	dave	N;SG	PROPN
بیلی	billy	بیلی	billy	N;SG	PROPN
یانگ	jang	یانگ	jang	N;SG	PROPN
یانگ	yang	یانگ	yang	N;SG	PROPN
یانگ	jeunes	یانگ	jeune	N;SG	ADJ;MASC;PL
یانگ	jeune	یانگ	jeune	N;SG	ADJ;MASC;SG
زخمی	blessé	None	blesser	N;SG	V;MASC;SG;PST;V.PTCP
زخمی	blessée	None	blessé	N;SG	V;FEM;SG;PST;V.PTCP
زخمی	blessées	None	blesser	N;SG	V;FEM;PL;PST;V.PTCP
زخمی	blessés	None	blesser	N;SG	V;MASC;PL;PST;V.PTCP
زخمی	lésée	None	léser	N;SG	V;FEM;SG;PST;V.PTCP
زخمی	blessé	None	blesser	N;SG	V;MASC;SG;PST;V.PTCP
زخمی	blessée	None	blessé	N;SG	V;FEM;SG;PST;V.PTCP
زخمی	blessées	None	blesser	N;SG	V;FEM;PL;PST;V.PTCP
زخمی	blessés	None	blesser	N;SG	V;MASC;PL;PST;V.PTCP
زخمی	blessé	None	blesser	N;SG	V;MASC;SG;PST;V.PTCP
زخمی	blessée	None	blessé	N;SG	V;FEM;SG;PST;V.PTCP
زخمی	blesser	None	blesser	N;SG	V;NFIN
ایرلاینز	airlines	None	airline	N;SG	N;FEM;PL
زیارت	arba	زیارت	arba	N;SG	PROPN
عروس	fiancée	None	fiancée	N;SG	V;FEM;SG;PST;V.PTCP
عروس	mariée	None	marier	N;SG	V;FEM;SG;PST;V.PTCP
عروس	mariées	None	marier	N;SG	V;FEM;PL;PST;V.PTCP
الکترون	électrons	الکترون	électron	N;SG	N;MASC;PL
الکترون	électrons	الکترون	électron	N;SG	N;MASC;PL
گرما	thermique	None	thermique	N;SG	ADJ;MASC;SG
گرما	chauffer	None	chauffer	N;SG	V;NFIN
دندان	dents	دندان	dent	N;SG	N;FEM;PL
دندان	dents	دندان	dent	N;SG	N;FEM;PL
عکاس	photographes	عکاس	photographe	N;SG	N;MASC;PL
مصدق	confirmant	مصدق	confirmer	N;SG	V;PRS;V.PTCP
مصدق	confirmer	مصدق	confirmer	N;SG	V;NFIN
کاترین	catherine	کاترین	catherine	ADJ;RL	N;FEM;SG
حبیب	habib	حبیب	habib	N;SG	PROPN
اعصاب	nerfs	اعصاب	nerf	N;SG	N;MASC;PL
محترم	respectés	محترم	respecter	ADJ	V;MASC;PL;PST;V.PTCP
محترم	respecté	محترم	respecter	ADJ	V;MASC;SG;PST;V.PTCP
محترم	respectée	محترم	respecter	ADJ	V;FEM;SG;PST;V.PTCP
محترم	respectées	محترم	respecter	ADJ	V;FEM;PL;PST;V.PTCP
پنجره	fenêtres	پنجره	fenêtre	N;SG	N;FEM;PL
مال	mal	مال	mal	N;SG	ADV
مال	richesses	مال	richesse	N;SG	N;FEM;PL
تقاضای	exiger	تقاضا	exiger	N;SG	V;NFIN
تقاضای	exigeante	تقاضا	exigeant	N;SG	ADJ;FEM;SG
تقاضای	exigeants	تقاضا	exigeant	N;SG	ADJ;MASC;PL
تقاضای	exigeant	تقاضا	exiger	N;SG	ADJ;MASC;SG
خطا	erreurs	خطا	erreur	N;SG	N;FEM;PL
ماهیان	pêcher	ماهیان	pêcher	N;PL	V;NFIN
ماهیان	poisson	ماهیان	poisson	N;PL	N;MASC;SG
داوود	alain	داوود	alain	N;SG	PROPN
داوود	laurent	داوود	laurer	N;SG	PROPN
داوود	sylvie	داوود	sylvie	N;SG	PROPN
داوود	david	داوود	david	N;SG	PROPN
شام	souper	شام	souper	N;SG	V;NFIN
شام	diner	شام	diner	N;SG	V;NFIN
شام	souper	شام	souper	N;SG	V;NFIN
شنبه	saturday	شنبه	saturday	N;SG	PROPN
موزیک	musiques	موزیک	musique	N;SG	N;FEM;PL
کیش	kish	None	kish	N;SG	PROPN
ویلهلم	wilhelm	ویلهلم	wilhelm	N;SG	PROPN
مجهز	armés	None	armer	N;SG	V;MASC;PL;PST;V.PTCP
مجهز	armées	None	armer	N;SG	V;FEM;PL;PST;V.PTCP
مجهز	armé	None	armer	N;SG	V;MASC;SG;PST;V.PTCP
مجهز	équipée	None	équiper	N;SG	V;FEM;SG;PST;V.PTCP
مجهز	équipés	None	équiper	N;SG	V;MASC;PL;PST;V.PTCP
مجهز	équipées	None	équiper	N;SG	V;FEM;PL;PST;V.PTCP
مجهز	équipé	None	équiper	N;SG	V;MASC;SG;PST;V.PTCP
تذکر	rappels	تذکر	rappel	N;SG	N;MASC;PL
بروس	bruce	بروس	bruce	N;SG	PROPN
گرجی	géorgien	گرجی	géorgien	N;SG	ADJ;MASC;SG
گرجی	géorgie	گرجی	géorgie	N;SG	PROPN
گرجی	géorgiens	گرجی	géorgien	N;SG	ADJ;MASC;PL
گرجی	géorgienne	گرجی	géorgien	N;SG	ADJ;FEM;SG
پرسش	interrogée	پرسش	interroger	N;SG	V;FEM;SG;PST;V.PTCP
پرسش	interrogés	پرسش	interroger	N;SG	V;MASC;PL;PST;V.PTCP
پرسش	questionné	پرسش	questionner	N;SG	V;MASC;SG;PST;V.PTCP
پرسش	interrogé	پرسش	interroger	N;SG	V;MASC;SG;PST;V.PTCP
