در	deur	در	deur	ADP	N;MASC+FEM;SG
وحشی	barbaars	وحشی	barbaar	N;SG	ADJ
وحشی	woeste	وحشی	woeten	N;SG	ADJ
خبرنگار	journalisten	خبرنگار	journalist	N;SG	N;PL
جلسه	vergaderen	جلسه	vergaderen	N;SG	V;NFIN
عدالت	justice	None	justice	N;SG	
فیلتر	filter	فیلتر	filter	ADJ;CMPR	N;NEUT;SG
فیلتر	filteren	فیلتر	filteren	ADJ;CMPR	V;NFIN
دخالت	interventies	دخالت	interventie	N;SG	N;PL
دخالت	bemoeien	دخالت	bemoeien	N;SG	V;NFIN
دخالت	bemoeien	دخالت	bemoeien	N;SG	V;NFIN
ابی	abby	ابی	abby		PROPN;MASC+FEM;SG
رسم	tradities	رسم	traditie	N;SG	N;PL
تشویق	aanmoedigen	None	aanmoedigen	N;SG	V;NFIN
سرکوب	onderdrukken	سرکوب	onderdrukken	N;SG	V;NFIN
سرکوب	onderdrukt	سرکوب	onderdrukken	N;SG	V;V.PTCP
سرکوب	onderdrukte	سرکوب	onderdrukken	N;SG	V;SG;PST;FIN
سرکوب	verdrongen	سرکوب	verdringen	N;SG	V;V.PTCP
سرکوب	onderdrukt	سرکوب	onderdrukken	N;SG	V;V.PTCP
سرکوب	onderdrukte	سرکوب	onderdrukken	N;SG	V;SG;PST;FIN
هشدار	alert	هشدار	aleren	N;SG	ADJ
شاهین	valken	شاهین	valk	N;SG	N;PL
برود	pasjes	رفت#رو	pas	V;SBJV;SG;3;PRS	N;PL
سیب	appelen	سیب	appelen	N;SG	N;PL
سیب	appels	سیب	appel	N;SG	N;PL
برگشت	terug	بر#گشت#گرد	terug	V;SG;3;PST	ADV
برگشت	rug	بر#گشت#گرد	rug	V;SG;3;PST	N;MASC+FEM;SG
برگشت	back	بر#گشت#گرد	back	V;SG;3;PST	N;MASC+FEM;SG
صلیب	oversteken	صلیب	oversteken	N;SG	V;NFIN
بل	belle	بل	bellen		N;MASC+FEM;SG
بل	bell	بل	bell		N;MASC+FEM;SG
پورنو	pornografische	پورنو	pornografisch		ADJ
داوری	oordelen	داوری	oordelen	N;SG	V;NFIN
نمایشی	optreden	نمایشی	optreden	N;SG	V;NFIN
نمایشی	uitvoeren	نمایشی	uitvoeren	N;SG	V;NFIN
نمایشی	presteren	نمایشی	presteren	N;SG	V;NFIN
نمایشی	manifestaties	نمایشی	manifestatie	N;SG	N;PL
نمایشی	demonstraties	نمایشی	demonstratie	N;SG	N;PL
نمایشی	betogingen	نمایشی	betoging	N;SG	N;PL
پراکنده	verspreide	پراکنده	verspreiden	ADJ	V;FIN
پراکنده	verspreid	پراکنده	verspreiden	ADJ	V;V.PTCP
پراکنده	verstrooid	پراکنده	verstrooien	ADJ	V;V.PTCP
بیگ	groot	بیگ	groot	N;SG	ADJ
بیگ	grote	بیگ	groot	N;SG	ADJ
اختلالات	stoornis	اختلال	stoornis	N;PL	N;MASC+FEM;SG
اختلالات	wanorde	اختلال	wanorde	N;PL	N;MASC+FEM;SG
اختلالات	verstoring	اختلال	verstoring	N;PL	N;MASC+FEM;SG
قطار	treinen	قطار	trein	N;SG	N;PL
موافقم	akkoord	مافقمه	akkoord	N;SG	ADJ
متحرک	mobiel	متحرک	mobiel	N;SG	ADJ
کوهستان	bergen	کوهستان	bergen	N;SG	V;NFIN
تقلید	evenaren	None	evenaar	N;SG	V;NFIN
تقلید	imiteren	None	imiteren	N;SG	V;NFIN
نهضت	kruistochten	نهضت	kruistocht	N;SG	N;PL
نهضت	bewegingen	نهضت	beweging	N;SG	N;PL
اجباری	geforceerde	اجباری	forceren	N;SG	V;V.PTCP
اجباری	gedwongen	اجباری	dwingen	N;SG	V;V.PTCP
اجباری	afgedwongen	اجباری	afdwingen	N;SG	V;V.PTCP
اجباری	geforceerd	اجباری	forceren	N;SG	V;V.PTCP
اجباری	forceren	اجباری	forceren	N;SG	V;NFIN
اجباری	force	اجباری	force	N;SG	
اجباری	verplichte	اجباری	verplichten	N;SG	V;V.PTCP
اجباری	verplicht	اجباری	verplichten	N;SG	V;V.PTCP
اجباری	verplichte	اجباری	verplichten	N;SG	V;V.PTCP
اجباری	verplicht	اجباری	verplichten	N;SG	V;V.PTCP
خورده	at	خورد#خور	at	V;SG;3;V.PTCP	
امریکا	amerika	امریکا	amerika	N;SG	PROPN;NEUT;SG
گرافیک	grafieken	گرافیک	grafiek	N;SG	N;PL
گرافیک	grafisch	گرافیک	grafisch	N;SG	ADJ
گرافیک	graphics	گرافیک	graphics	N;SG	N;PL
معمار	architecten	معمار	architect	N;SG	N;PL
بخصوص	vooral	بخصوص	vooral	CONJ	ADV
مرکب	composiet	None	composiet	N;SG	ADJ
مرکب	samengesteld	None	samenstellen	N;SG	V;V.PTCP
مرکب	samengestelde	None	samenstellen	N;SG	V;V.PTCP
ماندن	blijven	ماندن	blijven	N;SG	V;PL;PRS;FIN
ماندن	blijven	ماندن	blijven	N;SG	V;PL;PRS;FIN
ماندن	blijf	ماندن	blijven	N;SG	V;SG;PRS;FIN
نفس	zelf	نفس	zelf	N;SG	ADV
براون	bruine	براون	bruin	N;SG	ADJ
براون	bruin	براون	bruin	N;SG	ADJ
واسطه	tussentijdse	واسطه	tussentijds	N;SG	ADJ
واسطه	intermediaire	واسطه	intermediair	N;SG	ADJ
واسطه	intermediair	واسطه	intermediair	N;SG	ADJ
واسطه	intermediair	واسطه	intermediair	N;SG	ADJ
فشرده	gecondenseerde	فشرده	condenseren	N;SG	ADJ
فشرده	gecomprimeerd	فشرده	comprimeren	N;SG	V;V.PTCP
مری	vrolijk	None	vrolijk	N;SG	ADJ
آذربایجانی	azerbeidzjaanse	آذربایجانی	azerbeidzjaans	N;SG	ADJ
شطرنج	schaken	None	schaken	N;SG	V;NFIN
وسیع	wide	وسیع	wide	N;SG	
وسیع	wijd	وسیع	wijden	N;SG	ADJ
وسیع	breed	وسیع	breed	N;SG	ADJ
وسیع	uitgebreid	وسیع	uitbreiden	N;SG	V;V.PTCP
وسیع	uitgebreide	وسیع	uitbreiden	N;SG	V;V.PTCP
وسیع	ruim	وسیع	ruim	N;SG	ADJ
وسیع	ruime	وسیع	ruim	N;SG	ADJ
تار	teer	تار	teer	N;SG	ADJ
سودان	soedanese	None	soedanees	N;SG	ADJ
سودان	soedan	None	soedan	N;SG	PROPN;NEUT;SG
سودان	soedanese	None	soedanees	N;SG	ADJ
اسلواکی	slowaakse	اسلواکی	slowaaks	N;SG	ADJ
اسلواکی	slowaaks	اسلواکی	slowaaks	N;SG	ADJ
شکلی	figuren	شکل	figuur	N;SG	N;PL
شکلی	cijfers	شکل	cijfer	N;SG	N;PL
عملیاتی	operationele	عملیاتی	operationeel	N;PL	ADJ
عملیاتی	operationeel	عملیاتی	operationeel	N;PL	ADJ
سازهای	structureel	ساز	structureel	N;PL	ADJ
راهنما	handmatige	None	handmatig	N;SG	ADJ
راهنما	manueel	None	manueel	N;SG	ADJ
راهنما	handmatig	None	handmatig	N;SG	ADJ
دوستدار	aanhankelijk	None	aanhankelijk	N;SG	ADJ
دوستدار	liefhebbende	None	liefhebbend	N;SG	ADJ
دوستدار	liefdevol	None	liefdevol	N;SG	ADJ
دوستدار	liefdevolle	None	liefdevol	N;SG	ADJ
سیدنی	sydney	سیدنی	sydney	N;SG	PROPN;NEUT;SG
جونز	jones	جونز	jone	N;SG	N;PL
اسلحه	wapen	اسلحه	wapen	N;PL	N;NEUT;SG
اسلحه	pistool	اسلحه	pistool	N;PL	N;NEUT;SG
اسلحه	geweer	اسلحه	geweer	N;PL	N;NEUT;SG
فرانسیس	frans	فرانسیس	frans	N;SG	PROPN;MASC+FEM;SG
امتداد	strekt	امتداد	strekken	N;SG	V;SG;PRS;FIN
امتداد	rekt	امتداد	rekken	N;SG	V;SG;PRS;FIN
سهم	aandelen	سهم	aandeel	N;SG	N;PL
متمرکز	geconcentreerde	متمرکز	geconcentreerd	N;SG	V;V.PTCP
متمرکز	geconcentreerd	متمرکز	concentreren	N;SG	V;V.PTCP
متمرکز	gefocust	متمرکز	focusten	N;SG	V;V.PTCP
متمرکز	geconcentreerd	متمرکز	concentreren	N;SG	V;V.PTCP
ماجرای	avontuurlijk	ماجرا	avontuurlijk	N;SG	ADJ
ماجرای	avonturen	ماجرا	avontuur	N;SG	N;PL
دایره	rondjes	دایره	rond	N;SG	N;PL
دایره	cirkels	دایره	cirkel	N;SG	N;PL
دایره	kringen	دایره	kring	N;SG	N;PL
دایره	cirkelvormige	دایره	cirkelvormig	N;SG	ADJ
دایره	circulaire	دایره	circulair	N;SG	ADJ
مغزی	hersenen	مغزی	hersene	N;SG	N;PL
مغزی	brain	مغزی	brain	N;SG	
مغزی	hersens	مغزی	hersens	N;SG	N;PL
سرپرستی	adopteren	سرپرستی	adopteren	N;SG	V;NFIN
خوراکی	eetbare	None	eetbaar	N;SG	ADJ
خوراکی	eetbaar	None	eetbaar	N;SG	ADJ
دان	don	آن	don		N;MASC+FEM;SG
انفجار	knallen	انفجار	knallen	N;SG	V;NFIN
انفجار	blast	انفجار	blast	N;SG	
خزندگان	reptiel	خزنده	reptiel	N;PL	N;NEUT;SG
تحمل	tolereren	تحمل	tolereren	N;SG	V;NFIN
تحمل	tolereert	تحمل	tolereren	N;SG	V;SG;PRS;FIN
تحمل	getolereerd	تحمل	tolereren	N;SG	V;V.PTCP
متخصص	gespecialiseerd	متخصص	gespecialiseerd	N;SG	V;V.PTCP
متخصص	deskundige	متخصص	deskundig	N;SG	ADJ
عاشق	love	عاشق	love	N;SG	
عاشق	liefs	عاشق	lief	N;SG	N;PL
شباهت	overeenkomsten	شباهت	overeenkomsten	N;SG	N;PL
شباهت	gelijkenissen	شباهت	gelijkenis	N;SG	N;PL
شباهت	gelijkenissen	شباهت	gelijkenis	N;SG	N;PL
تسلیم	overgeven	تسلیم	overgeven	N;SG	V;NFIN
تسلیم	indienen	تسلیم	indienen	N;SG	V;NFIN
کاغذ	paper	کاغذ	paper	N;SG	
کاغذ	papieren	کاغذ	papieren	N;SG	N;PL
تعقیب	nastreven	تعقیب	nastreven	N;SG	V;NFIN
تعقیب	achtervolgen	تعقیب	achtervolgen	N;SG	V;NFIN
اسلوونی	sloveens	اسلوونی	sloveens	N;SG	ADJ
اسلوونی	sloveense	اسلوونی	sloveens	N;SG	ADJ
آماری	statistisch	آماری	statistisch	N;SG	ADJ
آماری	statistische	آماری	statistisch	N;SG	ADJ
سراسری	mondiale	سراسری	mondiaal	N;SG	ADJ
سراسری	globaal	سراسری	globaal	N;SG	ADJ
سراسری	wereldwijd	سراسری	wereldwijd	N;SG	ADJ
هوش	inlichtingen	هوش	inlichting	N;SG	N;PL
مالیات	belasting	مالیه	belasting	N;PL	N;MASC+FEM;SG
مالیات	fiscaliteit	مالیه	fiscaliteit	N;PL	N;MASC+FEM;SG
مالیات	belasting	مالیه	belasting	N;PL	N;MASC+FEM;SG
مالیات	belasting	مالیه	belasting	N;PL	N;MASC+FEM;SG
کشتن	doden	کشتن	dood	N;SG	ADJ
کشتن	moorden	کشتن	moord	N;SG	N;PL
عبری	hebreeuws	عبری	hebreeuws	N;SG	ADJ
اثری	weergaven	اثر	weergaven	N;SG	N;PL
اثری	indrukken	اثر	indruk	N;SG	N;PL
آغازین	init	None	init	ADJ	N;MASC+FEM;SG
یادگیری	leren	یادگیری	leren	N;SG	V;NFIN
یادگیری	leren	یادگیری	leren	N;SG	V;NFIN
مجازات	straffen	مجازات	straf	N;SG	N;PL
سازمانی	organisatorische	None	organisatorisch	N;SG	ADJ
سازمانی	organisatorisch	None	organisatorisch	N;SG	ADJ
سکه	muntstukken	سکه	muntstuk	N;SG	N;PL
سکه	munten	سکه	munt	N;SG	N;PL
سکه	munten	سکه	munt	N;SG	N;PL
دختری	girl	None	girl	N;SG	
کنیا	kenia	کنیا	kenia	N;SG	PROPN;NEUT;SG
استون	stenen	استون	steen	N;SG	N;PL
هلندی	nederlandse	هلندی	nederlands	N;SG	ADJ
هلندی	nederlands	هلندی	nederland	N;SG	ADJ
هلندی	nederlanders	هلندی	nederlander	N;SG	N;PL
روزه	vasten	روزه	vast	N;SG	V;NFIN
روزه	snel	روزه	snel	N;SG	ADJ
روزه	vasten	روزه	vast	N;SG	V;NFIN
روزه	snelle	روزه	snel	N;SG	ADJ
موش	ratten	موش	rat	N;SG	N;PL
موش	muizen	موش	muis	N;SG	N;PL
آگاه	geïnformeerd	آگاه	informeren	ADJ	V;V.PTCP
جامد	stevig	جامد	stevig	N;SG	ADJ
جامد	massief	جامد	massief	N;SG	ADJ
جامد	solide	جامد	solide	N;SG	ADJ
جامد	vaste	جامد	vast	N;SG	ADJ
اخراج	ontslagen	اخراج	ontslaan	N;SG	V;V.PTCP
جمعیتی	demografisch	جمعیتی	demografisch	N;SG	ADJ
جمعیتی	demografische	جمعیتی	demografisch	N;SG	ADJ
کمترین	minimaal	کم	minimaal	ADJ;RL	ADJ
کمترین	minimum	کم	minimum	ADJ;RL	N;NEUT;SG
کمترین	minste	کم	weinig	ADJ;RL	PRO
کمترین	minst	کم	weinig	ADJ;RL	PRO
کمترین	minimaal	کم	minimaal	ADJ;RL	ADJ
کمترین	minimale	کم	minimaal	ADJ;RL	ADJ
تدریج	geleidelijk	تدریج	geleidelijk	N;SG	ADJ
خزر	kaspische	خزر	kaspisch	N;SG	ADJ
شکسته	verbroken	شکسته	verbreken	ADJ;SG;3;V.PTCP	V;V.PTCP
شکسته	gebroken	شکسته	breken	ADJ;SG;3;V.PTCP	V;V.PTCP
شکسته	brak	شکسته	breken	ADJ;SG;3;V.PTCP	V;SG;PST;FIN
شکسته	blut	شکسته	blut	ADJ;SG;3;V.PTCP	N;MASC+FEM;SG
شکسته	gebroken	شکسته	breken	ADJ;SG;3;V.PTCP	V;V.PTCP
لوکزامبورگ	luxemburgs	لوکزامبورگ	luxemburgs	N;SG	ADJ
لوکزامبورگ	luxemburgse	لوکزامبورگ	luxemburgs	N;SG	ADJ
لوکزامبورگ	luxemburg	لوکزامبورگ	luxemburg	N;SG	PROPN;NEUT;SG
برتری	uitmuntendheid	برتری	uitmuntendheid	ADJ;CMPR	N;NEUT;SG
برتری	excellentie	برتری	excellentie	ADJ;CMPR	N;MASC+FEM;SG
برتری	voordeel	برتری	voordeel	ADJ;CMPR	N;NEUT;SG
بارگذاری	laad	بارگذاری	laad	N;SG	V;SG;PRS;FIN
بارگذاری	laden	بارگذاری	laden	N;SG	V;NFIN
بارگذاری	beladen	بارگذاری	beladen	N;SG	V;V.PTCP
بارگذاری	geladen	بارگذاری	laden	N;SG	V;V.PTCP
بارگذاری	inladen	بارگذاری	inlad	N;SG	V;NFIN
بارگذاری	laden	بارگذاری	laden	N;SG	V;NFIN
بارگذاری	uploaden	بارگذاری	upload	N;SG	V;NFIN
بارگذاری	uploaden	بارگذاری	upload	N;SG	V;NFIN
مار	slangen	مار	slang	N;SG	N;PL
شواهد	bewijzen	شاهد	bewijzen	N;PL	V;NFIN
شواهد	bewijs	شاهد	bewijs	N;PL	N;NEUT;SG
شواهد	bewijsmateriaal	شاهد	bewijsmateriaal	N;PL	N;NEUT;SG
دهان	monden	دهان	mond	N;SG	N;PL
مهاجمان	indringer	None	indringer	N;PL	N;MASC+FEM;SG
وست	westelijk	None	westelijk	N;SG	ADJ
شک	twijfelen	شک	twijfelen	N;SG	V;NFIN
شک	twijfelachtige	شک	twijfelachtig	N;SG	ADJ
شک	twijfelachtig	شک	twijfelachtig	N;SG	ADJ
تابش	genialiteit	تابش	genialiteit		N;MASC+FEM;SG
شیطان	duivels	شیطان	duivel	N;SG	N;PL
جفت	paren	None	paar	N;SG	N;PL
جفت	maten	None	maten	N;SG	N;PL
ابر	wolken	ابر	wolk	N;SG	N;PL
ابر	wolken	ابر	wolk	N;SG	N;PL
عمیق	deep	عمیق	deep	ADJ	N;MASC+FEM;SG
عمیق	diepgaand	عمیق	diepgaand	ADJ	V;V.PTCP
عمیق	diepgaande	عمیق	diepgaande	ADJ	V;V.PTCP
ابراز	uitdrukken	ابراز	uitdrukken	N;SG	V;NFIN
ابراز	uiten	ابراز	uiten	N;SG	V;NFIN
ویلیامز	williams	ویلیامز	william	N;SG	N;PL
دستگیری	arresteren	دستگیری	arresteren	N;SG	V;NFIN
دستگیری	vangen	دستگیری	vangen	N;SG	V;NFIN
دستگیری	vastleggen	دستگیری	vastleggen	N;SG	V;NFIN
دستگیری	aanhoudingen	دستگیری	aanhouding	N;SG	N;PL
دستگیری	arrestaties	دستگیری	arrestatie	N;SG	N;PL
تست	testen	None	testen	N;SG	V;NFIN
تست	tests	None	tests	N;SG	N;PL
تست	testen	None	testen	N;SG	V;NFIN
ترجیح	verkiest	ترجیح	verkiezen	N;SG	V;SG;PRS;FIN
ترجیح	prefereert	ترجیح	prefereren	N;SG	V;SG;PRS;FIN
گپ	chatten	گپ	chat	N;SG	V;NFIN
پاس	passeren	پاس	passeren	N;SG	V;NFIN
راز	geheimen	راز	geheim	N;SG	N;PL
راز	geheim	راز	geheim	N;SG	ADJ
راز	secret	راز	secret	N;SG	
نوجوان	pubers	نوجوان	puber	N;SG	N;PL
نوجوان	tieners	نوجوان	tiener	N;SG	N;PL
عامه	populaire	عامه	populair	N;SG	ADJ
عامه	populair	عامه	populair	N;SG	ADJ
تمرین	repeteren	تمرین	repeteren	N;SG	V;NFIN
تمرین	trainen	تمرین	trainen	N;SG	V;NFIN
تمرین	oefenen	تمرین	oefenen	N;SG	V;NFIN
تمرین	beoefenen	تمرین	beoefenen	N;SG	V;NFIN
تمرین	uitoefenen	تمرین	uitoefenen	N;SG	V;NFIN
اواسط	midden	وسط	midden	N;PL	ADV
شلیک	schieten	شلیک	schieten	N;SG	V;NFIN
شلیک	schiet	شلیک	schieten	N;SG	V;SG;PRS;FIN
شلیک	neergeschoten	شلیک	neerschieten	N;SG	V;V.PTCP
کوشش	trachten	کوشش	trachten	N;SG	V;NFIN
کوشش	inspanningen	کوشش	inspanning	N;SG	N;PL
خام	ruwe	خام	ruw	N;SG	ADJ
خام	grof	خام	grof	N;SG	ADJ
خام	ruw	خام	ruw	N;SG	ADJ
خام	rauw	خام	rauw	N;SG	ADJ
خام	ruw	خام	ruw	N;SG	ADJ
خام	ruwe	خام	ruw	N;SG	ADJ
خام	rauwe	خام	rauw	N;SG	ADJ
هوشمند	intelligente	هوشمند	intelligent	N;SG	ADJ
هوشمند	intelligent	هوشمند	intelligent	N;SG	ADJ
هوشمند	slimme	هوشمند	slim	N;SG	ADJ
هوشمند	slim	هوشمند	slim	N;SG	ADJ
بالاخره	eindelijk	بالاخره	eindelijk	ADV	ADJ
بالاخره	uiteindelijk	بالاخره	uiteindelijk	ADV	ADJ
کتیبه	scrollen	کتیبه	scrol	N;SG	V;NFIN
کتیبه	schuiven	کتیبه	schuiven	N;SG	V;NFIN
لغو	afzeggen	لغو	afzeggen	N;SG	V;NFIN
لغو	annuleren	لغو	annuleren	N;SG	V;NFIN
لغو	overschrijven	لغو	overschrijven	N;SG	V;NFIN
چرخه	cycli	چرخه	cycli	N;SG	N;PL
استخدام	inhuren	استخدام	inhuur	N;SG	V;NFIN
استخدام	verhuren	استخدام	verhuuren	N;SG	V;NFIN
استخدام	ingehuurd	استخدام	inhuren	N;SG	V;V.PTCP
استخدام	aangenomen	استخدام	aannemen	N;SG	V;V.PTCP
استخدام	gehuurd	استخدام	huren	N;SG	V;V.PTCP
استخدام	rekruteren	استخدام	rekruteren	N;SG	V;NFIN
پاییز	vallen	پاییز	vallen	N;SG	V;NFIN
دیویس	davis	دیویس	davis	N;SG	PROPN;MASC+FEM;SG
مخابرات	mededelingen	مخابرات	mededeling	N;SG	N;PL
تفریحی	recreatief	None	recreatief	N;SG	ADJ
تفریحی	recreatieve	None	recreatief	N;SG	ADJ
معامله	deals	معامله	deal	N;SG	N;PL
تجربی	empirische	تجربی	empirisch	N;SG	ADJ
تجربی	empirisch	تجربی	empirisch	N;SG	ADJ
تجربی	experimenteel	تجربی	experimenteel	N;SG	ADJ
فصلی	seizoensgebonden	فصلی	seizoensgebond	N;SG	N;PL
دراز	stretch	دراز	stretch	ADJ	N;MASC+FEM;SG
دراز	uitstrekken	دراز	uitstrekken	ADJ	V;NFIN
دراز	strekken	دراز	strekken	ADJ	V;NFIN
دراز	rekken	دراز	rekken	ADJ	V;NFIN
دراز	uitrekken	دراز	uitrekken	ADJ	V;NFIN
دراز	long	دراز	long	ADJ	N;MASC+FEM;SG
معنوی	geestelijke	معنوی	geestelijke	N;SG	ADJ
معنوی	spirituele	معنوی	spiritueel	N;SG	ADJ
معنوی	spiritueel	معنوی	spiritueel	N;SG	ADJ
معنوی	geestelijk	معنوی	geestelijk	N;SG	ADJ
والدین	opvoeding	والد	opvoeding	N;PL	N;MASC+FEM;SG
والدین	ouderschap	والد	ouderschap	N;PL	N;NEUT;SG
والدین	opvoeden	والد	opvoeden	N;PL	V;NFIN
والدین	ouder	والد	ouder	N;PL	ADJ;CMPR
والدین	moedermaatschappij	والد	moedermaatschappij	N;PL	N;MASC+FEM;SG
مغول	mongolen	مغول	mongol	N;SG	N;PL
مغول	mongoolse	مغول	mongools	N;SG	ADJ
محاسبات	informatica	محاسبه	informatica	N;PL	N;MASC+FEM;SG
مدارک	bewijzen	مدرک	bewijzen	N;PL	V;NFIN
مدارک	bewijs	مدرک	bewijs	N;PL	N;NEUT;SG
مدارک	bewijsmateriaal	مدرک	bewijsmateriaal	N;PL	N;NEUT;SG
بلافاصله	onmiddellijk	بلافاصله	onmiddellijk	ADV	ADJ
بلافاصله	direct	بلافاصله	direct	ADV	ADJ
بلافاصله	onmiddelijk	بلافاصله	onmiddelijk	ADV	ADJ
بلافاصله	onmiddellijk	بلافاصله	onmiddellijk	ADV	ADJ
بلافاصله	direct	بلافاصله	direct	ADV	ADJ
بلافاصله	onmiddelijk	بلافاصله	onmiddelijk	ADV	ADJ
حرکات	beweegt	None	bewegen	N;PL	V;SG;PRS;FIN
تفکر	dacht	تفکر	denken	N;SG	V;SG;PST;FIN
تفکر	dachten	تفکر	denken	N;SG	V;PL;PST;FIN
تفکر	gedacht	تفکر	denken	N;SG	V;V.PTCP
تفکر	nadenken	تفکر	nadenken	N;SG	V;NFIN
تفکر	denken	تفکر	denken	N;SG	V;NFIN
تفکر	denkend	تفکر	denkend	N;SG	V;V.PTCP
حجت	redeneren	None	redeneren	N;SG	V;NFIN
عجیب	strange	عجیب	strang	ADJ	N;MASC+FEM;SG
عجیب	odd	عجیب	odd	ADJ	N;MASC+FEM;SG
فراز	hierboven	فراز	hierboven	N;SG	N;PL
فراز	boven	فراز	boven	N;SG	ADP
اعتراضات	protest	اعتراض	protest	N;PL	N;NEUT;SG
اعتراضات	protesteren	اعتراض	protesteren	N;PL	V;NFIN
اعتراضات	protest	اعتراض	protest	N;PL	N;NEUT;SG
فراموش	vergeten	فراموش	vergeten	ADJ	V;V.PTCP
فراموش	vergeet	فراموش	vergeten	ADJ	V;SG;PRS;FIN
طنز	ironische	طنز	ironisch	N;SG	ADJ
کریستین	christelijke	کریستین	christelijk	N;SG	ADJ
کریستین	christelijk	کریستین	christelijk	N;SG	ADJ
کریستین	christenen	کریستین	christenen	N;SG	N;PL
آلودگی	infecties	آلودگی	infectie	N;SG	N;PL
عفونت	infecties	عفونت	infectie	N;SG	N;PL
عفونت	infecties	عفونت	infectie	N;SG	N;PL
بستن	afsluiten	بستن	afsluiten	N;SG	V;NFIN
بستن	sluiten	بستن	sluiten	N;SG	V;NFIN
بستن	sluit	بستن	sluiten	N;SG	V;SG;PRS;FIN
بستن	dichtbij	بستن	dichtbij	N;SG	ADJ
بستن	sluiten	بستن	sluiten	N;SG	V;NFIN
پورنوگرافی	pornografische	پورنوگرافی	pornografisch	N;SG	ADJ
لاله	tulpen	لاله	tulp	N;SG	N;PL
لاله	dempen	لاله	dempen	N;SG	V;NFIN
لاله	stom	لاله	stom	N;SG	ADJ
مو	haar	مو	haar	N;SG	PRO;ACC;3
مو	haren	مو	haar	N;SG	N;PL
مو	haartjes	مو	haar	N;SG	N;PL
احتمالی	waarschijnlijke	احتمالی	waarschijnlijk	N;SG	ADJ
احتمالی	probabilistische	احتمالی	probabilistisch	N;SG	ADJ
سوئدی	zweedse	سوئدی	zweeds	N;SG	ADJ
سوئدی	zweeds	سوئدی	zweeds	N;SG	ADJ
پیشنهادی	voorgestelde	پیشنهادی	voorstellen	N;SG	V;V.PTCP
پیشنهادی	voorgesteld	پیشنهادی	voorstellen	N;SG	V;V.PTCP
پیشنهادی	suggesties	پیشنهادی	suggestie	N;SG	N;PL
هرزگوین	herzegovina	هرزگوین	herzegovina	N;SG	PROPN;NEUT;SG
پروتئین	eiwitten	پروتئین	eiwit	N;SG	N;PL
پروتئین	proteïnen	پروتئین	proteïn	N;SG	N;PL
دشتی	vlakten	دشتی	vlakken	N;SG	N;PL
دشتی	plains	دشتی	plains	N;SG	N;PL
دشتی	vlaktes	دشتی	vlakte	N;SG	N;PL
مورخ	gedateerd	مورخ	dateren	N;SG	V;V.PTCP
کالا	goederen	کالا	goederen	N;SG	N;PL
کشیدن	verslepen	کشیدن	verslijpen	N;SG	V;NFIN
کشیدن	slepen	کشیدن	slepen	N;SG	V;NFIN
کشیدن	tekenen	کشیدن	tekenen	N;SG	V;NFIN
عقاب	eagles	عقاب	eagles	N;SG	N;PL
عقاب	adelaars	عقاب	adelaar	N;SG	N;PL
تسخیر	bezit	تسخیر	bezitten	N;SG	V;SG;PRS;FIN
تسخیر	veroveren	تسخیر	veroveren	N;SG	V;NFIN
تسخیر	overwinnen	تسخیر	overwinnen	N;SG	V;NFIN
آزار	geërgerd	آزار	vergeren	N;PL	V;V.PTCP
آزار	geïrriteerd	آزار	irriteren	N;PL	V;V.PTCP
آزار	gekwetst	آزار	kwetsen	N;PL	V;V.PTCP
بلوک	blokken	بلوک	blok	N;SG	N;PL
بلوک	blokkeren	بلوک	blokkeren	N;SG	V;NFIN
هیتلر	hitler	هیتلر	hitler	N;SG	PROPN;MASC+FEM;SG
قبیله	stammen	None	stam	N;SG	N;PL
تزریق	injecties	تزریق	injectie	N;SG	N;PL
تزریق	injecteren	تزریق	injecteren	N;SG	V;NFIN
تزریق	injecteren	تزریق	injecteren	N;SG	V;NFIN
تزریق	injecteren	تزریق	injecteren	N;SG	V;NFIN
افتخاری	honorair	افتخاری	honorair	N;SG	ADJ
همایش	conventies	همایش	conventie	N;SG	N;PL
همایش	verdragen	همایش	verdragen	N;SG	V;NFIN
مجاهدین	milities	مجاهدین	militie	N;SG	N;PL
آتن	athene	None	athene	N;SG	PROPN;NEUT;SG
چی	wat	چه	wat	ADV	PRO;3
موازی	parallel	موازی	parallel	N;SG	ADJ
موازی	parallelle	موازی	parallel	N;SG	ADJ
کامین	côte	کامین	côte	ADJ;RL	N;MASC+FEM;SG
منظم	gedisciplineerd	منظم	discinlineren	ADJ	V;V.PTCP
غلط	false	غلط	fals	ADJ	
انیمیشن	geanimeerde	انیمیشن	geanimeerd	N;SG	ADJ
خواهان	wens	خواهان	wens	N;SG	ADJ
خواهان	verlangens	خواهان	verlangen	N;SG	N;PL
خواهان	begeert	خواهان	begeren	N;SG	V;SG;PRS;FIN
فیفا	fifa	None	fifa	N;SG	PROPN;NEUT;SG
مرحوم	overledene	مرحوم	overlid	N;SG	ADJ
مرحوم	overleden	مرحوم	overlijden	N;SG	V;V.PTCP
مرحوم	overledenen	مرحوم	overlidden	N;SG	ADJ
اقلیم	klimaten	اقلیم	klimaat	N;SG	N;PL
خیالی	denkbeeldige	خیالی	denkbeeldig	N;SG	ADJ
خیالی	denkbeeldig	خیالی	denkbeeldig	N;SG	ADJ
خیالی	fictief	خیالی	fictief	N;SG	ADJ
خیالی	fictieve	خیالی	fictief	N;SG	ADJ
