evakuasi	انخلاء	evakuasi	انخلاء	N;SG	PROPN;NOM;MASC;SG;3
tips	انعام.	tips	انعام.	N;SG	PROPN;NOM;MASC;SG;3
tips	دینا	tips	دے	N;SG	V;MASC;SG;NFIN;ACT
tips	نوک	tips	نوک	N;SG	
tips	مقابلوں	tips	مقابلہ	N;SG	N;ACC;MASC;PL;3
tips	معلومات.	tips	معلومات.	N;SG	V;IPFV;MASC;SG;V.PTCP;ACT
magis	پُراسرار	magis	پُراسرار	N	ADJ
magis	طلسمی	magis	طلسمی	N	PROPN;NOM;MASC;SG;3
magis	جادوئی.	magis	جادوئی	N	PROPN;NOM;MASC;SG;3
magis	ساحرانہ.	magis	ساحرانہ.	N	ADJ
tabut	پیٹی.	tabut	پیٹی.	N	PROPN;NOM;MASC;SG;3
darling	دلدار.	darling	دلدارؤ	PROPN	PROPN;NOM;MASC;SG;3
darling	محبوب	darling	محبوب	PROPN	PROPN;NOM;MASC;SG;3
darling	دلارا	darling	دلارا	PROPN	PROPN;NOM;MASC;SG;3
darling	پسندیدہ	darling	پسندیدہ	PROPN	ADJ
darling	چہیتا	darling	چہیتا	PROPN	V;IPFV;MASC;SG;V.PTCP;ACT
darling	حسین	darling	حسین	PROPN	PROPN;NOM;MASC;SG;3
darling	دلکش.	darling	دلکش.	PROPN	PROPN;NOM;MASC;SG;3
darling	مرغوب.	darling	مرغوب.	PROPN	PROPN;NOM;MASC;SG;3
darling	خوبصورت	darling	خوبصورت	PROPN	ADJ
darling	دلدار.	darling	دلدارؤ	PROPN	PROPN;NOM;MASC;SG;3
darling	محبوب	darling	محبوب	PROPN	PROPN;NOM;MASC;SG;3
darling	دلارا	darling	دلارا	PROPN	PROPN;NOM;MASC;SG;3
darling	پسندیدہ	darling	پسندیدہ	PROPN	ADJ
darling	چہیتا	darling	چہیتا	PROPN	V;IPFV;MASC;SG;V.PTCP;ACT
darling	حسین	darling	حسین	PROPN	PROPN;NOM;MASC;SG;3
darling	دلکش.	darling	دلکش.	PROPN	PROPN;NOM;MASC;SG;3
darling	پیارا	darling	پیارا	PROPN	ADJ;NOM;MASC;SG
darling	مرغوب.	darling	مرغوب.	PROPN	PROPN;NOM;MASC;SG;3
darling	خوبصورت	darling	خوبصورت	PROPN	ADJ
sumsum	جوہر.	sumsum	جوہر.	N;SG	PROPN;NOM;MASC;SG;3
pay	انعام	pay	انعام	PROPN	N;NOM;MASC;SG;3
pay	چکانا.	pay	چکان	PROPN	V;PFV;MASC;PL;V.PTCP;ACT
pay	انعام	pay	انعام	PROPN	N;NOM;MASC;SG;3
pay	چکانا.	pay	چکان	PROPN	V;PFV;MASC;PL;V.PTCP;ACT
pay	تنخواہ	pay	تنخواہ	PROPN	N;NOM;MASC;SG;3
berbohong	into	berbohong	into	V;SG;ACT	
berbohong	مضمر	berbohong	مضمر	V;SG;ACT	ADJ
berbohong	(	berbohong	(	V;SG;ACT	
berbohong	مبنی	berbohong	مبنی	V;SG;ACT	ADJ
berbohong	جھوٹ	berbohong	جھوٹ	V;SG;ACT	;NOM;MASC;SG;3
sosis	نفر.	sosis	نفر.	N;SG	PROPN;NOM;MASC;SG;3
panci	چرس.	panci	چرس.	N;SG	PROPN;NOM;MASC;SG;3
panci	حاجتی.	panci	حاجت	N;SG	PROPN;NOM;MASC;PL;3
panci	جیتنا.	panci	جیتنا.	N;SG	PROPN;NOM;MASC;SG;3
komersil	دنیادارانہ.	komersil	دنیادارانہ.	N;SG	PROPN;NOM;MASC;SG;3
buddy	ساتھی.	buddy	ساتھی.	PROPN	PROPN;NOM;MASC;SG;3
kecurigaan	شک	kecurigaan	شک	N;SG	;NOM;MASC;SG;3
gerobak	چھکڑا	gerobak	چھکڑا	N;SG	PROPN;NOM;MASC;SG;3
gerobak	ارابہ	gerobak	ارابہ	N;SG	PROPN;NOM;MASC;SG;3
pneumonia	نمونیا	pnneumonia	نمونیا	N	ADJ
gairah	لگاؤ	gairah	لگاوا	PROPN;SG	PROPN;NOM;MASC;SG;3
bertunangan	منسوب	bertunangan	منسوب	V;SG;ACT	ADJ
bertunangan	منسوب	bertunangan	منسوب	V;SG;ACT	ADJ
bertunangan	مشغول	bertunangan	مشغول	V;SG;ACT	ADJ
memperkaya	قدر	menperkaya	قدر	V;SG;ACT	;NOM;MASC;SG;3
memperkaya	خصوصیت	menperkaya	خصوصیت	V;SG;ACT	N;NOM;MASC;SG;3
memperkaya	خوبی	menperkaya	خوبی	V;SG;ACT	N;NOM;MASC;SG;3
memperkaya	(	menperkaya	(	V;SG;ACT	
memperkaya	قسم	menperkaya	قسم	V;SG;ACT	N;NOM;MASC;SG;3
pencahayaan	تنویر	pencahayaan	تنویر	N;SG	PROPN;NOM;MASC;SG;3
binomial	ثنائیہ.	binomial	ثنائیہ.	N	
acacia	ببول	acacia	ببول	PROPN	PROPN;NOM;MASC;SG;3
positive	ظاہر	positive	ظاہر	PROPN	ADJ
positive	بامقصد	positive	بامقصد	PROPN	ADJ
positive	بیّن	positive	بیّن	PROPN	
positive	اضافے	positive	اضافہ	PROPN	N;NOM;MASC;SG;3
positive	حتمی	positive	حتمی	PROPN	N;NOM;MASC;SG;3
positive	تعمیری	positive	تعمیری	PROPN	ADJ
positive	مثبت	positive	مثبت	PROPN	ADJ
positive	واثق	positive	واثق	PROPN	PROPN;NOM;MASC;SG;3
positive	زائد	positive	زائد	PROPN	ADJ
positive	محکم	positive	محکم	PROPN	PROPN;NOM;MASC;SG;3
positive	پکّا	positive	پکڑ	PROPN	PROPN;NOM;MASC;SG;3
positive	قطعی	positive	قطعی	PROPN	ADJ
positive	حقیقی	positive	حقیقی	PROPN	ADJ
limau	کھالوں	limau	کھال	PROPN	N;ACC;MASC;PL;3
pride	غرور	pride	غرور	PROPN	N;NOM;MASC;SG;3
pride	انانیت.	pride	انانیت.	PROPN	PROPN;NOM;MASC;SG;3
pride	سبب	pride	سبب	PROPN	N;ACC;MASC;SG;3
pride	غرور	pride	غرور	PROPN	N;NOM;MASC;SG;3
pride	انانیت.	pride	انانیت.	PROPN	PROPN;NOM;MASC;SG;3
pride	گھمنڈ	pride	گھمنڈ	PROPN	
pride	سبب	pride	سبب	PROPN	N;ACC;MASC;SG;3
nafas	دم	nafas	دم	PROPN;SG	N;NOM;MASC;SG;3
residu	تلچھٹ.	residu	تلچھٹ.	N;SG	PROPN;NOM;MASC;SG;3
residu	مابقی	residu	مابقی	N;SG	ADJ
residu	بقیہ.	residu	بقیہ.	N;SG	
cum	بشمول	cum	بشمول	PROPN	ADP
oli	پگھلانا	oli	پگھلا	N	V;MASC;SG;NFIN;ACT
oli	پگھلانا	oli	پگھلا	N	V;MASC;SG;NFIN;ACT
oli	دُہن	oli	دُہن	N	
gulf	قعر	gulf	قعر	PROPN	
gulf	خلا.	gulf	خلا.	PROPN	
gulf	کھاڑی.	gulf	کھاڑی.	PROPN	PROPN;NOM;MASC;SG;3
gulf	لپیٹنا	gulf	لپیٹ	PROPN	V;NFIN;ACT
gulf	سمالینا.	gulf	سمالینا.	PROPN	PROPN;NOM;MASC;SG;3
gulf	خلیج	gulf	خلیج	PROPN	PROPN;NOM;MASC;SG;3
gulf	گھاٹی	gulf	گھاٹی	PROPN	N;NOM;FEM;SG;3
noble	عمدہ	noble	عمدہ	PROPN	ADJ
noble	عظیم	noble	عظیم	PROPN	PROPN;NOM;MASC;SG;3
noble	خوب	noble	خوب	PROPN	
sholat	مقصد	sholat	مقصد	PROPN;SG	N;NOM;MASC;SG;3
sholat	عبادت	sholat	عبادت	PROPN;SG	N;NOM;FEM;SG;3
sholat	نماز	sholat	نماز	PROPN;SG	N;NOM;FEM;SG;3
sholat	عبادت.	sholat	عبادت.	PROPN;SG	PROPN;NOM;MASC;SG;3
zeta	z	zeta	z	PROPN	N;NOM;MASC;SG;3
mengadu	مخبر	menadu	مخبر	V;SG;ACT	PROPN;NOM;MASC;SG;3
tgl	تاریخ.	tgl	تاریخ.	PROPN	PROPN;NOM;MASC;SG;3
tgl	قدیم	tgl	قدیم	PROPN	ADJ
tgl	back	tgl	back	PROPN	
tgl	ترقیمہ.	tgl	ترقیمہ.	PROPN	PROPN;NOM;MASC;SG;3
tgl	کھجور.	tgl	کھجور.	PROPN	PROPN;NOM;MASC;SG;3
kesalahpahaman	ناراضگی.	kesalahpahaman	ناراضگی.	N;SG	PROPN;NOM;MASC;SG;3
babe	معصوم	babe	معصوم	PROPN	N;NOM;MASC;SG;3
alu	موگری.	alu	موگری.	PROPN	PROPN;NOM;MASC;SG;3
alu	موسل	alu	موسل	PROPN	
inspeksi	پرکھنا.	inspeksi	پرکھنا.	N	PROPN;NOM;MASC;SG;3
bermusuhan	ناموافق.	bermusuhan	ناموافق.	V;SG;ACT	ADJ
eclipse	گرہن	eclipse	گرہن	PROPN	N;NOM;MASC;SG;3
almost	تقریباً	almost	تقریباً	PROPN	PART
terlupakan	نسیان	terlupakan	نسیان	V;SG;PASS	PROPN;NOM;MASC;SG;3
terlupakan	درگزر.	terlupakan	درگزر.	V;SG;PASS	
terlupakan	معافی	terlupakan	معافی	V;SG;PASS	N;NOM;MASC;SG;3
prison	جیل.	prison	جیل.	PROPN	
prison	اسیری	prison	اسیری	PROPN	PROPN;NOM;MASC;SG;3
prison	حراست	prison	حراست	PROPN	N;NOM;MASC;SG;3
prison	جیل.	prison	جیل.	PROPN	
prison	اسیری	prison	اسیری	PROPN	PROPN;NOM;MASC;SG;3
prison	محبس	prison	محبس	PROPN	
prison	حراست	prison	حراست	PROPN	N;NOM;MASC;SG;3
shake	اطمینان	shake	اطمینان	PROPN	N;NOM;MASC;SG;3
shake	جھنجوڑنا	shake	جھنجوڑنا	PROPN	V;NFIN;ACT
shake	رعشہ.	shake	رعشہ.	PROPN	PROPN;NOM;MASC;SG;3
shake	کپکپی	shake	کپکپی	PROPN	
shake	جھٹکا	shake	جھٹکا	PROPN	N;NOM;MASC;SG;3
shake	صدمہ.	shake	صدمہ.	PROPN	PROPN;NOM;MASC;SG;3
shake	لرزنا.	shake	لرزنا.	PROPN	PROPN;NOM;MASC;SG;3
shake	اطمینان	shake	اطمینان	PROPN	N;NOM;MASC;SG;3
shake	جھنجوڑنا	shake	جھنجوڑنا	PROPN	V;NFIN;ACT
shake	رعشہ.	shake	رعشہ.	PROPN	PROPN;NOM;MASC;SG;3
shake	کپکپانا	shake	کپکپانا	PROPN	V;MASC;SG;NFIN;ACT
shake	کپکپی	shake	کپکپی	PROPN	
shake	جھٹکا	shake	جھٹکا	PROPN	N;NOM;MASC;SG;3
shake	صدمہ.	shake	صدمہ.	PROPN	PROPN;NOM;MASC;SG;3
shake	لرزنا.	shake	لرزنا.	PROPN	PROPN;NOM;MASC;SG;3
reinkarnasi	آواگون	reinkarnasi	آواگون	N	
burning	کھلا	burning	کھل	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
burning	شدید	burning	شدید	PROPN	ADJ
burning	نہایت	burning	نہایت	PROPN	ADV
burning	ظاہر	burning	ظاہر	PROPN	ADJ
keterlibatannya	سروکار	keterlibatan	سروکار	N;SG	ADJ
keterlibatannya	پیچیدہ	keterlibatan	پیچیدہ	N;SG	ADJ
simetris	متوازن	simetris	متوازن	N;SG	ADJ
simetris	متشاکُل	simetris	متشاکُل	N;SG	PROPN;NOM;MASC;SG;3
simetris	متناسب	simetris	متناسب	N;SG	ADJ
menghindar	behind	menhindar	behind	V;SG;ACT	PROPN;NOM;MASC;SG;3
menghindar	جھپکی.	menhindar	جھپکی.	V;SG;ACT	PROPN;NOM;MASC;SG;3
menghindar	زبردستی	menhindar	زبردستی	V;SG;ACT	N;NOM;MASC;SG;3
peka	حسّاس.	peka	حسّاس.	ADJ;SG	PROPN;NOM;MASC;SG;3
peka	(	peka	(	ADJ;SG	
kubus	مکعب.	kubus	مکعب.	N;SG	PROPN;NOM;MASC;SG;3
desimal	(	desimal	(	N	
desimal	اعشاری.	desimal	اعشاریؤ	N	PROPN;NOM;MASC;SG;3
aromatik	چرپری	aromatik	چرپری	N;SG	PROPN;NOM;MASC;SG;3
bride	عروسہ	bride	عروسہ	PROPN	PROPN;NOM;MASC;SG;3
bride	دلہن	bride	دلہن	PROPN	N;NOM;MASC;SG;3
bride	عروس	bride	عروس	PROPN	PROPN;NOM;MASC;SG;3
bride	عروسہ	bride	عروسہ	PROPN	PROPN;NOM;MASC;SG;3
bride	دلہن	bride	دلہن	PROPN	N;NOM;MASC;SG;3
cab	ٹیکسی	cab	ٹیکسی	PROPN	N;NOM;FEM;SG;3
cab	لاری	cab	لاری	PROPN	PROPN;NOM;MASC;SG;3
savage	قدیم	savage	قدیم	PROPN	ADJ
savage	اکّھڑ	savage	اکّھڑ	PROPN	PROPN;NOM;MASC;SG;3
savage	ظالم	savage	ظالم	PROPN	N;NOM;MASC;SG;3
savage	خونخوار	savage	خونخوار	PROPN	
savage	ظالمانہ	savage	ظالمانہ	PROPN	ADJ
savage	قدرتی	savage	قدرتی	PROPN	ADJ
savage	ناآراستہ	savage	ناآراستہ	PROPN	PROPN;NOM;MASC;SG;3
savage	صحرائی	savage	صحرائی	PROPN	ADJ
savage	قدیم	savage	قدیم	PROPN	ADJ
savage	اکّھڑ	savage	اکّھڑ	PROPN	PROPN;NOM;MASC;SG;3
savage	ظالم	savage	ظالم	PROPN	N;NOM;MASC;SG;3
savage	خونخوار	savage	خونخوار	PROPN	
savage	جنگلی	savage	جنگلی	PROPN	ADJ
savage	ظالمانہ	savage	ظالمانہ	PROPN	ADJ
savage	قدرتی	savage	قدرتی	PROPN	ADJ
savage	ناآراستہ	savage	ناآراستہ	PROPN	PROPN;NOM;MASC;SG;3
savage	صحرائی	savage	صحرائی	PROPN	ADJ
handphone	منقولہ	handphone	منقولہ	PROPN	ADJ
handphone	متحرک	handphone	متحرک	PROPN	ADJ
berdiskusi	گفتگو	berdiskusi	گفتگو	V;SG;ACT	N;NOM;MASC;SG;3
bakatnya	فطین	bakat	فطین	N;SG	
bakatnya	ذہانت.	bakat	ذہانت.	N;SG	PROPN;NOM;MASC;SG;3
quantum	حصّہ	quantum	حصّہ	PROPN	PROPN;NOM;MASC;SG;3
quantum	ٹکڑا.	quantum	ٹکڑا.	PROPN	
genius	نابغہ.	genius	نابغہ.	PROPN	PROPN;NOM;MASC;SG;3
genius	عبقری	genius	عبقری	PROPN	ADJ
genius	نابغہ.	genius	نابغہ.	PROPN	PROPN;NOM;MASC;SG;3
servis	بجلی	servis	بجلی	PROPN;SG	N;NOM;FEM;SG;3
servis	پوجا.	servis	پوجا.	PROPN;SG	PROPN;NOM;MASC;SG;3
servis	دعا	servis	دعا	PROPN;SG	N;NOM;FEM;SG;3
servis	گیس	servis	گیس	PROPN;SG	N;NOM;MASC;SG;3
servis	خدمت	servis	خدمت	PROPN;SG	N;NOM;FEM;SG;3
colour	ادب	colour	ادب	PROPN	N;NOM;MASC;SG;3
colour	طرز	colour	طرز	PROPN	N;NOM;MASC;SG;3
colour	احساس	colour	احساس	PROPN	N;NOM;MASC;SG;3
colour	صورت	colour	صورت	PROPN	N;NOM;MASC;SG;3
colour	لون	colour	لون	PROPN	PROPN;NOM;MASC;SG;3
colour	خطابت	colour	خطابت	PROPN	N;NOM;MASC;SG;3
colour	رُخ	colour	رُخ	PROPN	N;NOM;MASC;SG;3
colour	قسم	colour	قسم	PROPN	N;NOM;MASC;SG;3
colour	بہانہ	colour	بہانہ	PROPN	PROPN;NOM;MASC;SG;3
colour	زور	colour	زور	PROPN	N;NOM;MASC;SG;3
colour	کلب	colour	کلب	PROPN	N;NOM;MASC;SG;3
colour	موسیقی	colour	موسیقی	PROPN	ADJ
colour	رنگ	colour	رنگ	PROPN	N;NOM;MASC;SG;3
colour	ادب	colour	ادب	PROPN	N;NOM;MASC;SG;3
colour	طرز	colour	طرز	PROPN	N;NOM;MASC;SG;3
colour	رنگنا	colour	رنگنا	PROPN	V;MASC;SG;ACT
colour	احساس	colour	احساس	PROPN	N;NOM;MASC;SG;3
colour	صورت	colour	صورت	PROPN	N;NOM;MASC;SG;3
colour	لون	colour	لون	PROPN	PROPN;NOM;MASC;SG;3
colour	خطابت	colour	خطابت	PROPN	N;NOM;MASC;SG;3
colour	رُخ	colour	رُخ	PROPN	N;NOM;MASC;SG;3
colour	قسم	colour	قسم	PROPN	N;NOM;MASC;SG;3
colour	بہانہ	colour	بہانہ	PROPN	PROPN;NOM;MASC;SG;3
colour	زور	colour	زور	PROPN	N;NOM;MASC;SG;3
colour	کلب	colour	کلب	PROPN	N;NOM;MASC;SG;3
colour	موسیقی	colour	موسیقی	PROPN	ADJ
ado	جھگڑا	ado	جھگڑا	PROPN	N;NOM;MASC;SG;3
ado	مخمصہ.	ado	مخمصہ.	PROPN	PROPN;NOM;MASC;SG;3
ado	فساد	ado	فساد	PROPN	N;NOM;MASC;SG;3
ado	خرخشہ	ado	خرخشہ	PROPN	
bersyukur	ممنون	bersyukur	ممنون	V	ADJ
bersyukur	خوشگوار	bersyukur	خوشگوار	V	ADJ
bersyukur	متشکر	bersyukur	متشکر	V	ADJ
bersyukur	خوشگوار	bersyukur	خوشگوار	V	ADJ
bersyukur	ممنون	bersyukur	ممنون	V	ADJ
bersyukur	متشکر	bersyukur	متشکر	V	ADJ
kin	عزیز	kin	عزیز	PROPN	PROPN;NOM;MASC;SG;3
esensial	ناگزیر.	esensial	ناگزیر.	N	PROPN;NOM;MASC;SG;3
esensial	لازم	esensial	لازم	N	
esensial	اساسی.	esensial	اساسی.	N	PROPN;NOM;MASC;SG;3
esensial	بنیادی	esensial	بنیادی	N	ADJ
esensial	لازمی	esensial	لازمی	N	ADJ
muat	چڑھانا	muat	چڑھا	N;SG;ACT	V;MASC;SG;NFIN;ACT
muat	لادی	muat	لادی	N;SG;ACT	PROPN;NOM;MASC;SG;3
sandal	سلیپر.	sandal	سلیپر.	N	PROPN;NOM;MASC;SG;3
sandal	ہلکی	sandal	ہلکی	N	ADJ;FEM
mengintegrasikan	مکمل	menintegrasikan	مکمل	V;SG;ACT	ADJ
stimulus	اُکساہٹ	stimulus	اُکساہٹ	N;SG	PROPN;NOM;MASC;SG;3
stimulus	مہیج	stimulus	مہیج	N;SG	PROPN;NOM;MASC;SG;3
stimulus	ہیجان.	stimulus	ہیجان.	N;SG	PROPN;NOM;MASC;SG;3
presidensial	صدارتی	presidensial	صدارتی	N;SG	ADJ;NOM
zip	قوت	zip	قوت	PROPN	N;NOM;FEM;SG;3
zip	توانائی	zip	توانائی	PROPN	N;NOM;FEM;SG;3
zip	پھرتی.	zip	پھرتی.	PROPN	PROPN;NOM;MASC;SG;3
mentari	آفتاب	mentari	آفتاب	PROPN	N;NOM;MASC;SG;3
mentari	سینکنا.	mentari	سینکنا.	PROPN	PROPN;NOM;MASC;SG;3
mentari	شمس	mentari	شمس	PROPN	PROPN;NOM;MASC;SG;3
mentari	مسرت	mentari	مسرت	PROPN	N;NOM;MASC;SG;3
mentari	بشاشت	mentari	بشاشت	PROPN	PROPN;NOM;MASC;SG;3
seksualitas	جنسیت	seksualitas	جنسیت	N	PROPN;NOM;MASC;SG;3
unity	اتفاق	unity	اتفاق	PROPN	N;NOM;MASC;SG;3
unity	اتحاد	unity	اتحاد	PROPN	N;NOM;MASC;SG;3
unity	اتفاق	unity	اتفاق	PROPN	N;NOM;MASC;SG;3
unity	اتحاد	unity	اتحاد	PROPN	N;NOM;MASC;SG;3
unity	ایکا	unity	ایکا	PROPN	
unity	وحدت	unity	وحدت	PROPN	N;NOM;MASC;SG;3
gober	کمینہ	gober	کمینہ	PROPN	
vale	الوداعیہ.	vale	الوداعیہ.	PROPN	PROPN;NOM;MASC;SG;3
vale	الوداع.	vale	الوداع.	PROPN	PROPN;NOM;MASC;SG;3
vale	الوداعیہ.	vale	الوداعیہ.	PROPN	PROPN;NOM;MASC;SG;3
vale	وادی	vale	وادی	PROPN	PROPN;NOM;MASC;SG;3
vale	الوداع.	vale	الوداع.	PROPN	PROPN;NOM;MASC;SG;3
grass	طُرف	grass	طُرف	PROPN	PROPN;NOM;MASC;SG;3
grass	مخبر	grass	مخبر	PROPN	PROPN;NOM;MASC;SG;3
grass	چرس.	grass	چرس.	PROPN	PROPN;NOM;MASC;SG;3
grass	لان	grass	لان	PROPN	PROPN;NOM;MASC;SG;3
grass	ڈھانا	grass	ڈھانا	PROPN	V;SG;ACT
grass	گرانا	grass	گرانا	PROPN	V;MASC;SG;NFIN;ACT
grass	چراگاہ.	grass	چراگاہ.	PROPN	
grass	چرائی	grass	چرائی	PROPN	V;PFV;FEM;SG;V.PTCP;ACT
grass	ناگدون.	grass	ناگدون.	PROPN	PROPN;NOM;MASC;SG;3
grass	بانس	grass	بانس	PROPN	N;NOM;MASC;SG;3
tangkap	کھینچنا	tangkap	کھینچ	N;SG;ACT	V;MASC;SG;NFIN;ACT
tangkap	پھانسنے	tangkap	پھانسنے	N;SG;ACT	V;NFIN;ACT
tangkap	چٹخنی.	tangkap	چٹخنی.	N;SG;ACT	PROPN;NOM;MASC;SG;3
tangkap	روکنے	tangkap	روک	N;SG;ACT	V;ACC;NFIN
tangkap	گرفتہ	tangkap	گرفتہ	N;SG;ACT	PROPN;NOM;MASC;SG;3
tangkap	پکڑا	tangkap	پکڑ	N;SG;ACT	V;PFV;MASC;SG;V.PTCP;ACT
tangkap	بہانا	tangkap	بہا	N;SG;ACT	V;PFV;MASC;SG;V.PTCP;ACT
tangkap	ٹکانا	tangkap	ٹکانا	N;SG;ACT	V;MASC;SG;V.PTCP;ACT
tangkap	چوٹ	tangkap	چوٹ	N;SG;ACT	V;ACT
tangkap	اکسانا	tangkap	اکسانا	N;SG;ACT	PROPN;NOM;MASC;SG;3
tangkap	مثنیٰ	tangkap	مثنیٰ	N;SG;ACT	PROPN;NOM;MASC;SG;3
tangkap	بھڑکانا	tangkap	بھڑکانا	N;SG;ACT	V;MASC;SG;NFIN;ACT
tangkap	داؤ	tangkap	داؤ	N;SG;ACT	PROPN;NOM;MASC;SG;3
tangkap	پینترا	tangkap	پینترا	N;SG;ACT	PROPN;NOM;MASC;SG;3
tangkap	(	tangkap	(	N;SG;ACT	
tangkap	لانے	tangkap	لا	N;SG;ACT	V;NFIN
tangkap	روکنا	tangkap	روک	N;SG;ACT	V;NFIN
tangkap	بندش	tangkap	بندش	N;SG;ACT	PROPN;NOM;MASC;SG;3
nanas	انناس	nanas	انناس	N;SG	PROPN;NOM;MASC;SG;3
alkali	القلی	alkali	القلی	N;SG	PROPN;NOM;MASC;SG;3
bidikan	توپ	bidikan	توپ	N;SG	PROPN;NOM;MASC;SG;3
bidikan	ہموار.	bidikan	مےں	N;SG	PROPN;NOM;MASC;SG;3
memaksakan	زبردست	menmaksakan	زبردست	V;SG;ACT	ADJ
memaksakan	فرض	menmaksakan	فرض	V;SG;ACT	N;NOM;MASC;SG;3
memaksakan	جمانا.	menmaksakan	جمانا.	V;SG;ACT	PROPN;NOM;MASC;SG;3
terpelajar	خواندہ.	terpelajar	خواندہ.	N;SG	ADJ
terpelajar	نستعلیق	terpelajar	نستعلیق	N;SG	PROPN;NOM;MASC;SG;3
terpelajar	شائستہ	terpelajar	شائستہ	N;SG	PROPN;NOM;MASC;SG;3
terpelajar	قدیم	terpelajar	قدیم	N;SG	ADJ
cannon	بھڑنا.	cannon	بھڑنا.	PROPN	V;SG;NFIN;ACT
cobra	ناگ.	cobra	ناگ.	PROPN	PROPN;NOM;MASC;SG;3
balance	ٹھہرا	balance	ٹھہر	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
hierarki	فرشتے.	hierarki	فرشتے.	N	V;IPFV;MASC;PL;V.PTCP;ACT
spasi	تنہائی.	spasi	تنہائی.	N	PROPN;NOM;MASC;SG;3
spasi	وقفہ.	spasi	وقفہ.	N	
terapung	غافل.	terapung	غافل.	N;SG	
terapung	کُھلا	terapung	کھھلا	N;SG	V;PFV;MASC;SG;V.PTCP;ACT
terapung	ادھر	terapung	ادھر	N;SG	
kurus	پتلا	kurus	پتلا	ADJ;SG	N;NOM;MASC;SG;3
kurus	تنگ	kurus	تنگ	ADJ;SG	V;ACT
kurus	دُبلا	kurus	دُبلا	ADJ;SG	PROPN;NOM;MASC;SG;3
kurus	چمرخ.	kurus	چمرخ.	ADJ;SG	PROPN;NOM;MASC;SG;3
kurus	چھانٹنا	kurus	چھانٹ	ADJ;SG	V;SG;NFIN;ACT
kurus	thinly	kurus	thinly	ADJ;SG	PROPN;NOM;MASC;SG;3
kurus	شاخوں	kurus	شاخہ	ADJ;SG	N;ACC;MASC;PL;3
kurus	گھٹانا.	kurus	گھٹانا.	ADJ;SG	V;PFV;MASC;SG;V.PTCP;ACT
kurus	چھانٹنا	kurus	چھانٹ	ADJ;SG	V;SG;NFIN;ACT
kurus	دُبلا	kurus	دُبلا	ADJ;SG	PROPN;NOM;MASC;SG;3
kurus	thinly	kurus	thinly	ADJ;SG	PROPN;NOM;MASC;SG;3
kurus	شاخوں	kurus	شاخہ	ADJ;SG	N;ACC;MASC;PL;3
kurus	رقیق	kurus	رقیق	ADJ;SG	PROPN;NOM;MASC;SG;3
kurus	گھٹانا.	kurus	گھٹانا.	ADJ;SG	V;PFV;MASC;SG;V.PTCP;ACT
kurus	نحیف	kurus	نحیف	ADJ;SG	N;NOM;MASC;SG;3
kurus	لطیف	kurus	لطیف	ADJ;SG	PROPN;NOM;MASC;SG;3
kurus	پتلا	kurus	پتلا	ADJ;SG	N;NOM;MASC;SG;3
retak	جھری	retak	جھری	PROPN;SG	PROPN;NOM;MASC;SG;3
retak	دائو	retak	دائو	PROPN;SG	
retak	بھرّانا	retak	بھرّانا	PROPN;SG	V;MASC;SG;NFIN;ACT
retak	بالکل	retak	بالکل	PROPN;SG	CONJ
retak	چوٹ	retak	چوٹ	PROPN;SG	V;ACT
retak	ٹکرانا	retak	ٹکرانا	PROPN;SG	V;MASC;SG;NFIN;ACT
retak	تڑاقے	retak	تڑاقہ	PROPN;SG	PROPN;NOM;MASC;SG;3
retak	پھبتی	retak	پھب	PROPN;SG	PROPN;NOM;MASC;SG;3
retak	ٹھیک	retak	ٹھیک	PROPN;SG	ADJ
retak	مقامی	retak	مقامی	PROPN;SG	ADJ
retak	پٹاخے	retak	پٹا	PROPN;SG	PROPN;NOM;MASC;SG;3
retak	فقرہ	retak	فقرہ	PROPN;SG	
retak	جھری-	retak	جھری-	PROPN;SG	PROPN;NOM;MASC;SG;3
retak	تند	retak	تند	PROPN;SG	V;MASC;SG;ACT
retak	جھری	retak	جھری	PROPN;SG	PROPN;NOM;MASC;SG;3
retak	چٹاخا	retak	چٹاخا	PROPN;SG	PROPN;NOM;MASC;SG;3
retak	دائو	retak	دائو	PROPN;SG	
retak	بھرّانا	retak	بھرّانا	PROPN;SG	V;MASC;SG;NFIN;ACT
retak	بالکل	retak	بالکل	PROPN;SG	CONJ
retak	چوٹ	retak	چوٹ	PROPN;SG	V;ACT
retak	ٹکرانا	retak	ٹکرانا	PROPN;SG	V;MASC;SG;NFIN;ACT
retak	تڑاقے	retak	تڑاقہ	PROPN;SG	PROPN;NOM;MASC;SG;3
retak	پھبتی	retak	پھب	PROPN;SG	PROPN;NOM;MASC;SG;3
retak	ٹھیک	retak	ٹھیک	PROPN;SG	ADJ
retak	مقامی	retak	مقامی	PROPN;SG	ADJ
retak	پٹاخے	retak	پٹا	PROPN;SG	PROPN;NOM;MASC;SG;3
retak	دراڑ	retak	دراڑ	PROPN;SG	N;NOM;MASC;SG;3
retak	فقرہ	retak	فقرہ	PROPN;SG	
retak	جھری-	retak	جھری-	PROPN;SG	PROPN;NOM;MASC;SG;3
retak	تند	retak	تند	PROPN;SG	V;MASC;SG;ACT
dahan	ٹہنی	dahan	ٹہنی	N;SG	ADJ
