myös	וגם	myös	וגם	ADV	
tutkia	גלה	tutkia	גל	V;SG;NFIN;ACT	PROPN
tutkia	גלי	tutkia	גל	V;SG;NFIN;ACT	
tutkia	תחקור	tutkia	תחקור	V;SG;NFIN;ACT	N;MASC;SG
puolalainen	פוליש	puolalainen	פוליש	ADJ;NOM;SG	PROPN
puolalainen	לק	puolalainen	לק	ADJ;NOM;SG	
puolalainen	פולני	puolalainen	פולני	ADJ;NOM;SG	PROPN
puolalainen	הברקה	puolalainen	הברקה	ADJ;NOM;SG	N;FEM;SG
palkintoa	פרס	palkinto	פרס	N;PRT;SG	PROPN
palkintoa	פרס	palkinto	פרס	N;PRT;SG	PROPN
lajien	מין	laji	מין	N;GEN;PL	
lajien	זן	laji	זן	N;GEN;PL	
allen	אלן	allen	אלן		PROPN
emmy	אמי	ei#minä	אמי	N;NOM;SG	
ord	אורד	ord	אורד	PROPN;NOM;SG	PROPN
bruno	ברונו	bruno	רן	PROPN;NOM;SG	PROPN
blood	דם	blood	דם		N;MASC;SG
ampui	יריה	ampua	יריה	V;IND;SG;3;PST;FIN;ACT	N;FEM;SG
ampui	זריקה	ampua	זריקה	V;IND;SG;3;PST;FIN;ACT	N;FEM;SG
ampui	ירייה	ampua	ירייה	V;IND;SG;3;PST;FIN;ACT	N;FEM;SG
ampui	שוט	ampua	שוט	V;IND;SG;3;PST;FIN;ACT	
ampui	נורה	ampua	נורה	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;3;PST;MID
philip	פיליפ	philip	פיליפ	PROPN;NOM;SG	PROPN
käyttämällä	שימוש	käyttää	שימוש	V;AT+ESS
;SG;NFIN;ACT	N;MASC;SG
pauli	פאול	pauli	פאול	N;NOM;SG	PROPN
pauli	פול	pauli	פול	N;NOM;SG	PROPN
pauli	פאולי	pauli	פאולי	N;NOM;SG	PROPN
roomalainen	רומן	roomalainen	רומן	ADJ;NOM;SG	PROPN
roomalainen	רומי	roomalainen	רומי	ADJ;NOM;SG	PROPN
itämeren	הבלטי	itä#meri	הבלטי	N;GEN;SG	PROPN
intia	הודו	inti	הודו	N;NOM;SG	PROPN
intia	אינדיה	inti	אינדיה	N;NOM;SG	PROPN
aiheen	הנושא	aihe	הנושא	N;GEN;SG	
michel	מישל	michel	מישל	PROPN;NOM;SG	PROPN
rafael	רפאל	rafael	רפאל	PROPN;NOM;SG	PROPN
rafael	רפאל	rafael	רפאל	PROPN;NOM;SG	PROPN
simo	שמעון	simo	שמעון	PROPN;NOM;SG	PROPN
simo	סימון	simo	סימון	PROPN;NOM;SG	PROPN
simo	סיימון	simo	סיימון	PROPN;NOM;SG	PROPN
simo	סימו	simo	סימה	PROPN;NOM;SG	
alice	אליס	alice	אליס		PROPN
rehtori	רקטור	rehtori	רקטור	N;NOM;SG	PROPN
rehtori	המנהל	rehtori	המנהל	N;NOM;SG	
gary	גרי	gary	גרי	PROPN;NOM;SG	PROPN
gary	גארי	gary	גארי	PROPN;NOM;SG	PROPN
paikallinen	מקומיים	paikallinen	מקומי	ADJ;NOM;SG	ADJ;MASC;PL
paikallinen	מקומי	paikallinen	מקומי	ADJ;NOM;SG	PROPN
paikallinen	מקומית	paikallinen	מקומית	ADJ;NOM;SG	ADV
tuoda	הביאו	tuoda	הביא	V;SG;NFIN;ACT	V;PL;3;PST;ACT
marian	מריאן	maria	מריאן	N;GEN;SG	PROPN
käytettävä	שימוש	käyttää	שימוש	V;NOM;SG;V.PTCP;PASS	N;MASC;SG
inc	inc	inc	inc	PROPN;NOM;SG	PROPN
hitaasti	איטי	hitaasti	איטי	ADV	ADJ;MASC;SG
hitaasti	אט	hitaasti	אט	ADV	
ilma	אייר	ilma	אייר	N;NOM;SG	PROPN
ilma	אויר	ilma	אויר	N;NOM;SG	PROPN
tasa	שוות	tasa	שווה	N;NOM;SG	ADJ
tasa	שווים	tasa	שווה	N;NOM;SG	ADJ;MASC;PL
tasa	שווה	tasa	שווה	N;NOM;SG	PROPN
koneet	מכונה	kone	כונה	N;NOM;PL	V;MASC;SG;V.PTCP;PASS
jonathan	יונתן	jokin	נותן	PROPN;NOM;SG	PROPN
jonathan	יהונתן	jokin	הונתן	PROPN;NOM;SG	PROPN
sisältyy	כולל	sisältyä	כלל	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
sisältyy	כלולים	sisältyä	כלול	V;IND;SG;3;PRS;FIN;ACT	V;MASC;PL;V.PTCP;ACT
sisältyy	כלול	sisältyä	כלול	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
rotu	גזעי	rotu	גזעי	N;NOM;SG	N;MASC;PL
rotu	הגזע	rotu	הגזע	N;NOM;SG	PROPN
instituutti	המכון	instituutti	המכון	N;NOM;SG	
instituutti	המוסד	instituutti	המוסד	N;NOM;SG	
kaupunkeja	הערים	kaupunki	הערים	N;PRT;PL	V;MASC;SG;3;PST;ACT
metro	התחתית	metro	התחתית	N;NOM;SG	V;MASC;SG;3;PST
metro	מטרו	metro	מטרה	N;NOM;SG	PROPN
kartta	מפת	kartta	מפה	N;NOM;SG	
kartta	המפה	kartta	המפה	N;NOM;SG	
pikajuoksija	אצן	pika#juoksija	אצן	N;NOM;SG	PROPN
unkari	הונגריה	unkari	הונגריה	PROPN;NOM;SG	PROPN
unkari	הונגרית	unkari	הונגרית	PROPN;NOM;SG	PROPN
unkari	הונגרי	unkari	הונגרי	PROPN;NOM;SG	PROPN
toukokuun	מיי	toukokuu	מיי	N;GEN;SG	
toukokuun	מאי	toukokuu	מאי	N;GEN;SG	PROPN
korjata	תקן	korjata	תקן	V;SG;NFIN;ACT	N;MASC;SG
hylättiin	נדחתה	hylätä	נדחה	V;IND;PST;FIN;PASS	V;FEM;SG;3;PST;MID
hylättiin	נדחה	hylätä	נדחה	V;IND;PST;FIN;PASS	V;MASC;SG;3;PST;MID
hylättiin	דחו	hylätä	דחה	V;IND;PST;FIN;PASS	V;PL;3;PST;ACT
hylättiin	דחה	hylätä	דחה	V;IND;PST;FIN;PASS	V;MASC;SG;3;PST;ACT
äärimmäisen	קיצוניות	äärimmäinen	קיצוני	ADJ;GEN;SG	ADJ;FEM;PL
äärimmäisen	קיצוני	äärimmäinen	קיצוני	ADJ;GEN;SG	N;MASC;SG
äärimmäisen	אקסטרים	äärimmäinen	אקסטרי	ADJ;GEN;SG	N;MASC;PL
äärimmäisen	קיצונית	äärimmäinen	קיצוני	ADJ;GEN;SG	ADV
kirkkoon	כנסיה	kirkko	כנסיה	N;IN+ALL;SG	PROPN
versiota	גרסא	versio	גרסא	N;PRT;SG	PROPN
guy	גאי	guy	גאי		PROPN
guy	גיא	guy	גיא		PROPN
romanian	רומניה	romania	רומניה	N;GEN;SG	PROPN
romanian	רומנים	romania	רומני	N;GEN;SG	N;MASC;PL
romanian	רומני	romania	רומני	N;GEN;SG	PROPN
romanian	רומניה	romania	רומניה	N;GEN;SG	PROPN
kirjaston	הספרייה	kirjasto	הספרייה	N;GEN;SG	PROPN
sivuston	האתר	sivusto	האתר	N;GEN;SG	
sveitsi	שוויץ	sveitsi	שווייץ	N;NOM;SG	PROPN
sveitsi	שווייץ	sveitsi	שווייץ	N;NOM;SG	PROPN
sveitsi	שוויצרי	sveitsi	שוויצרי	N;NOM;SG	PROPN
tyypillisiä	אופיינית	tyypillinen	אופייני	ADJ;PRT;PL	ADJ;FEM;SG
tyypillisiä	טיפוסית	tyypillinen	טיפוסי	ADJ;PRT;PL	ADV
tyypillisiä	טיפוסי	tyypillinen	טיפוסי	ADJ;PRT;PL	N;MASC
tyypillisiä	אופייני	tyypillinen	אופייני	ADJ;PRT;PL	ADJ;MASC;SG
tammikuun	ינואר	tammikuu	ינואר	N;GEN;SG	PROPN
tammikuun	בינואר	tammikuu	בינואר	N;GEN;SG	
ehdokkaana	המועמד	ehdokas	המועמד	N;FRML;SG	PROPN
arvostelu	ביקורות	arvostelu	ביקורת	N;NOM;SG	N;FEM;PL
lensi	עפה	lensi	עפה	V;IND;SG;3;PST;FIN;ACT	PROPN
lensi	טסו	lensi	טסו	V;IND;SG;3;PST;FIN;ACT	V;PL;3;PST;ACT
ongelmat	צרה	ongelma	צר	N;NOM;PL	
rolling	מצלמים	rolling	צילם		V;MASC;PL;V.PTCP;ACT
rolling	גלגול	rolling	גלגול		PROPN
rolling	רולינג	rolling	רולינג		PROPN
rolling	מתגלגלת	rolling	התגלגל		V;FEM;SG;V.PTCP
rolling	מתגלגל	rolling	התגלגל		V;MASC;SG;V.PTCP
kattaa	כיסוי	kattaa	כיסוי	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
kattaa	כסה	kattaa	כסה	V;IND;SG;3;PRS;FIN;ACT	
kattaa	חיפוי	kattaa	חיפוי	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
kattaa	מכסה	kattaa	כיסה	V;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
kattaa	כיסויי	kattaa	כיסוי	V;IND;SG;3;PRS;FIN;ACT	N;PSSD;MASC;PL
kattaa	מכסה	kattaa	כיסה	V;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
kattaa	מחפה	kattaa	חיפה	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
kattaa	מכסה	kattaa	כיסה	V;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
mustat	שחורה	musta	שחורה	ADJ;NOM;PL	ADJ;FEM;SG
mustat	השחור	musta	השחור	ADJ;NOM;PL	
mustat	black	musta	black	ADJ;NOM;PL	
mustat	שחור	musta	שחור	ADJ;NOM;PL	ADJ;MASC;SG
ylittää	חוצה	ylittää	חוצה	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
ylittää	חציית	ylittää	חצייה	V;IND;SG;3;PRS;FIN;ACT	N;PSSD;FEM;SG
epäonnistui	נכשל	epäonnistua	נכשל	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;3;PST;MID
epäonnistui	נכשלה	epäonnistua	נכשל	V;IND;SG;3;PST;FIN;ACT	V;FEM;SG;3;PST;MID
leningradin	לנינגרד	leningradi	לנינגרד	N;GEN;SG	PROPN
tuleva	עתיד	tulla	עתיד	ADJ;NOM;SG	N;MASC;SG
tuleva	העתיד	tulla	העתיד	ADJ;NOM;SG	ADV
tuleva	הקרובה	tulla	הקרובה	ADJ;NOM;SG	PROPN
tuleva	הקרוב	tulla	הקרוב	ADJ;NOM;SG	PROPN
julkisesti	ציבורי	julkisesti	ציבורי	ADV	ADJ;MASC;SG
torni	מגדל	torni	מגדל	N;NOM;SG	PROPN
torni	המגדל	torni	המגדל	N;NOM;SG	PROPN
fifa	מונדיאל	fifa	מונדיאל	N;NOM;SG	PROPN
lauloi	שרתי	laulaa	שרתי	V;IND;SG;3;PST;FIN;ACT	N;PSSD;MASC;PL
lauloi	סאנג	laulaa	סאנג	V;IND;SG;3;PST;FIN;ACT	PROPN
jacob	יעקב	jacob	יעקב	N;NOM;SG	PROPN
vaihtoehto	אלטרנטיבית	vaihto#ehto	אלטרנטיבי	N;NOM;SG	ADV
vaihtoehto	אלטרנטיבי	vaihto#ehto	אלטרנטיבי	N;NOM;SG	PROPN
vaihtoehto	האלטרנטיבי	vaihto#ehto	האלטרנטיבי	N;NOM;SG	PROPN
kommentin	הערה	kommentti	הערה	N;GEN;SG	ADV
palvelut	שירותי	palvelu	שירותי	N;NOM;PL	PROPN
potter	פוטר	potter	פוטר	N;NOM;SG	PROPN
tavallista	הרגיל	tavallinen	הרגיל	ADJ;PRT;SG	ADV
tavallista	כרגיל	tavallinen	כרגיל	ADJ;PRT;SG	
maininta	להזכיר	maininta	הזכיר	N;NOM;SG	V;NFIN;ACT
potkut	יורה	potku	יורה	N;NOM;PL	PROPN
potkut	ירי	potku	ירי	N;NOM;PL	PROPN
potkut	מפוטרת	potku	פוטר	N;NOM;PL	V;FEM;SG;V.PTCP;PASS
potkut	מפוטר	potku	פוטר	N;NOM;PL	V;MASC;SG;V.PTCP;PASS
potkut	ירה	potku	ירה	N;NOM;PL	V;MASC;SG;3;PST;ACT
tarvitsee	צרכי	tarvita	צורך	V;IND;SG;3;PRS;FIN;ACT	
tarvitsee	צרכים	tarvita	צרכים	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
tarvitsee	הצרכים	tarvita	הצרכים	V;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
viimeisin	אחרונות	viimeinen	אחרון	ADJ;NOM;RL;SG	N;FEM;PL
viimeisin	האחרון	viimeinen	האחרון	ADJ;NOM;RL;SG	PROPN
viimeisin	אחרונים	viimeinen	אחרון	ADJ;NOM;RL;SG	ADJ;MASC;PL
materiaali	חומרי	materiaali	חומרי	N;NOM;SG	ADJ;MASC;PL
materiaali	חומרים	materiaali	חומר	N;NOM;SG	N;MASC;PL
yhdeksäs	התשיעית	yhdeksäs	התשיעית	ADJ;NOM;SG	ADV
yhdeksäs	התשיעי	yhdeksäs	התשיע	ADJ;NOM;SG	PROPN
maailmaan	העולם	maailma	העולם	N;IN+ALL;SG	
merkitä	תג	merkitä	תג	V;SG;NFIN;ACT	
merkitä	תייגו	merkitä	תייגו	V;SG;NFIN;ACT	PROPN
merkitä	תיוג	merkitä	תיוג	V;SG;NFIN;ACT	N;MASC;SG
keksi	הומצא	keksiä	הומצא	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;3;PST;PASS
keksi	קוקי	keksiä	קוקי	V;IND;SG;3;PST;FIN;ACT	PROPN
keksi	עוגייה	keksiä	עוגייה	V;IND;SG;3;PST;FIN;ACT	N;FEM;SG
phil	פיל	phil	פיל	PROPN;NOM;SG	PROPN
nopea	מהר	nopea	מהר	ADJ;NOM;SG	ADV
nopea	מהיר	nopea	מהיר	ADJ;NOM;SG	
nopea	מהיר	nopea	מהיר	ADJ;NOM;SG	
roy	רועי	roy	רועה	PROPN;NOM;SG	PROPN
roy	רוי	roy	רוי	PROPN;NOM;SG	PROPN
ympäristön	הסביבה	ympäristö	הסביב	N;GEN;SG	V;FEM;SG;3;PST;ACT
ympäristön	סביבתי	ympäristö	סביבתי	N;GEN;SG	ADJ;MASC;SG
äänestää	הצביעו	äänestää	הצביע	V;SG;NFIN;ACT	V;PL;3;PST;ACT
äänestää	הצבעה	äänestää	הצבעה	V;SG;NFIN;ACT	N;FEM;SG
äänestää	תצביעו	äänestää	הצביע	V;SG;NFIN;ACT	V;PL;1;FUT;ACT
äänestää	הצבעה	äänestää	הצבעה	V;SG;NFIN;ACT	N;FEM;SG
äänestää	ההצבעה	äänestää	ההצבעה	V;SG;NFIN;ACT	PROPN
pankin	הבנק	pankki	הבנק	N;GEN;SG	
roman	רומן	roma	רומן	PROPN;NOM;SG	PROPN
roman	רומי	roma	רומי	PROPN;NOM;SG	PROPN
yhdistetty	מקושר	yhdistää	מקושר	V;NOM;SG;V.PTCP;PASS	PROPN
yhdistetty	מחוברים	yhdistää	מחובר	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;V.PTCP;PASS
yhdistetty	מחוברת	yhdistää	מחובר	V;NOM;SG;V.PTCP;PASS	PROPN
yhdistetty	משולבים	yhdistää	שולב	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;V.PTCP;PASS
yhdistetty	משולב	yhdistää	משולב	V;NOM;SG;V.PTCP;PASS	PROPN
yhdistetty	בשילוב	yhdistää	בשילוב	V;NOM;SG;V.PTCP;PASS	PROPN
yhdistetty	מקושר	yhdistää	מקושר	V;NOM;SG;V.PTCP;PASS	PROPN
valkoiset	לבן	valkoinen	לבן	ADJ;NOM;PL	
valkoiset	לבנה	valkoinen	לבן	ADJ;NOM;PL	
ooppera	האופרה	ooppera	האופרה	N;NOM;SG	PROPN
salon	סלון	salo	סלון	N;GEN;SG	PROPN
elizabeth	אליזבט	elizabeth	אליזבט		PROPN
elizabeth	אליזבת	elizabeth	אליזבת		PROPN
etu	קדמי	etu	קדם	N;NOM;SG	PROPN
etu	החזית	etu	החזית	N;NOM;SG	ADV
etu	לחזית	etu	לחזית	N;NOM;SG	ADV
paavin	אפיפיור	paavi	אפיפיור	N;GEN;SG	PROPN
paavin	פופ	paavi	פופ	N;GEN;SG	PROPN
lawrence	לורנס	lawrence	לורנס	PROPN;NOM;SG	PROPN
val	ואל	val	ואל	PROPN;NOM;SG	
cas	קס	cas	קס	N;NOM;SG	PROPN
cas	קאס	cas	קאס	N;NOM;SG	PROPN
cas	קס	cas	קס	N;NOM;SG	PROPN
täydellinen	מושלמות	täydellinen	הושלם	ADJ;NOM;SG	V;FEM;PL;V.PTCP;PASS
täydellinen	מושלמים	täydellinen	הושלם	ADJ;NOM;SG	V;MASC;PL;V.PTCP;PASS
täydellinen	מושלמת	täydellinen	הושלם	ADJ;NOM;SG	V;FEM;SG;V.PTCP;PASS
täydellinen	השלם	täydellinen	השלם	ADJ;NOM;SG	
täydellinen	הושלם	täydellinen	הושלם	ADJ;NOM;SG	V;MASC;SG;3;PST;PASS
vincent	וינסנט	vincemt	וינסנט	N;NOM;SG	PROPN
moon	מון	moko	מון		PROPN
moon	ירח	moko	ירח		PROPN
moon	הירח	moko	הירח		PROPN
oliver	אוליבר	oliver	אוליבר	PROPN;NOM;SG	PROPN
ikä	הגיל	ikä	הגיל	N;NOM;SG	ADV
ilves	בובקאט	ilves	בובקאט	N;NOM;SG	PROPN
ilves	אילווס	ilves	אילווס	N;NOM;SG	PROPN
ilves	לינקס	ilves	לינקס	N;NOM;SG	PROPN
heinrich	היינריך	heinrich	היינריך	PROPN;NOM;SG	PROPN
gustav	גוסטב	gustav	גוסטב	N;NOM;SG	PROPN
säilytettävä	לתחזק	säilyttää	התזקק	V;NOM;SG;V.PTCP;PASS	V;NFIN;ACT
kuvernööri	המושל	kuvernööri	המושל	N;NOM;SG	PROPN
kuvernööri	מושל	kuvernööri	מושל	N;NOM;SG	PROPN
opetus	מלמד	opetus	לימד	N;NOM;SG	V;MASC;SG;V.PTCP;ACT
opetus	מלמדת	opetus	לימד	N;NOM;SG	V;FEM;SG;V.PTCP;ACT
bobby	בובי	bobby	בובי	PROPN;NOM;SG	PROPN
alta	תחת	alta	תחת	ADV	ADP
alta	מתחת	alta	מתחת	ADV	ADP
sydän	הלב	sydän	הלב	N;NOM;SG	
sydän	לב	sydän	לב	N;NOM;SG	PROPN
henkilökohtaiset	אישית	henkilö#kohtainen	אישית	ADJ;NOM;PL	ADV
henkilökohtaiset	אישי	henkilö#kohtainen	אישי	ADJ;NOM;PL	ADJ;MASC;SG
oopperan	האופרה	ooppera	האופרה	N;GEN;SG	PROPN
bros	אחים	bros	אח		N;PL
kaunis	יפה	kaunis	יפה	ADJ;NOM;SG	
kaunis	יפים	kaunis	יפה	ADJ;NOM;SG	ADJ;MASC;PL
kaunis	יפות	kaunis	יפה	ADJ;NOM;SG	ADJ;FEM;PL
jeesus	ישו	jeesus	ישו	N;NOM;SG	
jeesus	ישוע	jeesus	ישוע	N;NOM;SG	PROPN
tapahtumassa	קורה	tapahtuma	קרה	N;IN+ESS;SG	V;MASC;SG;V.PTCP;ACT
maanviljelijä	חוואי	maan#viljelijä	חוואי	N;NOM;SG	PROPN
maanviljelijä	פרמר	maan#viljelijä	פרמר	N;NOM;SG	
maanviljelijä	פארמר	maan#viljelijä	פארמר	N;NOM;SG	PROPN
maanviljelijä	איכר	maan#viljelijä	איכר	N;NOM;SG	
kilpa	מירוצים	kilpa	מירוץ	N;NOM;SG	N;MASC;PL
wild	פראי	wild	פראי		ADJ;MASC;SG
wild	פרוע	wild	פרוע		ADJ;MASC;SG
wild	פרא	wild	פרא		
talvi	החורף	talvi	החורף	N;NOM;SG	ADV
talvi	חורף	talvi	חורף	N;NOM;SG	PROPN
hevosen	סוס	hevonen	סוס	N;GEN;SG	
julkisen	ציבורית	julkinen	ציבורי	ADJ;GEN;SG	ADV
julkisen	ציבור	julkinen	ציבור	ADJ;GEN;SG	N;MASC;SG
julkisen	הציבור	julkinen	הציבור	ADJ;GEN;SG	
vanhempien	הורים	vanha	הורה	ADJ;GEN;CMPR;PL	N;MASC;PL
vanhempien	ההורים	vanha	ההורה	ADJ;GEN;CMPR;PL	N;MASC;PL
osui	הכה	osua	הכה	V;IND;SG;3;PST;FIN;ACT	PROPN
osui	פגע	osua	פגע	V;IND;SG;3;PST;FIN;ACT	N;MASC;SG
osui	מכה	osua	הכה	V;IND;SG;3;PST;FIN;ACT	
osui	להיט	osua	להיט	V;IND;SG;3;PST;FIN;ACT	PROPN
mercedes	מרצדס	mercedes	מרצדס	N;NOM;SG	PROPN
mercedes	מרסדס	mercedes	מרסדס	N;NOM;SG	PROPN
termiä	מונח	termi	הונח	N;PRT;SG	V;MASC;SG;V.PTCP;PASS
venäjää	רוסייה	venäjä	רוסייה	N;PRT;SG	PROPN
venäjää	רוסית	venäjä	רוסית	N;PRT;SG	PROPN
venäjää	רוסיה	venäjä	רוסיה	N;PRT;SG	PROPN
josef	יוזף	josef	יוזף	PROPN;NOM;SG	PROPN
jako	לפצל	jako	פיצל	N;NOM;SG	V;NFIN;ACT
odottaa	מחכה	odottaa	חיכה	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
odottaa	ממתינה	odottaa	המתין	V;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
odottaa	ממתינים	odottaa	המתין	V;IND;SG;3;PRS;FIN;ACT	V;MASC;PL;V.PTCP;ACT
odottaa	ממתין	odottaa	המתין	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
odottaa	מחכים	odottaa	החכים	V;IND;SG;3;PRS;FIN;ACT	V;MASC;PL;V.PTCP;ACT
odottaa	בהמתנה	odottaa	בהמתנה	V;IND;SG;3;PRS;FIN;ACT	ADV
odottaa	ממתין	odottaa	המתין	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
tappiot	אובדן	tappio	אובדן	N;NOM;PL	N;MASC;SG
tappiot	הפסד	tappio	הפסד	N;NOM;PL	N;MASC;SG
tappiot	אבידה	tappio	אבידה	N;NOM;PL	N;FEM;SG
lisätään	מוסיף	lisätä	הוסיף	V;IND;PRS;FIN;PASS	V;MASC;SG;V.PTCP;ACT
lisätään	מוסיפה	lisätä	הוסיף	V;IND;PRS;FIN;PASS	V;FEM;SG;V.PTCP;ACT
puhua	דבר	puhua	דבר	V;SG;NFIN;ACT	N;MASC;SG
puhua	דברי	puhua	דבר	V;SG;NFIN;ACT	N;PSSD;MASC;PL
puhua	דבר	puhua	דבר	V;SG;NFIN;ACT	N;MASC;SG
puhua	דברי	puhua	דבר	V;SG;NFIN;ACT	N;PSSD;MASC;PL
näytti	נראתה	näyttää	נראה	V;IND;SG;3;PST;FIN;ACT	V;FEM;SG;3;PST;MID
eroa	גט	ero	גט	N;PRT;SG	
eroa	גירושין	ero	גירושין	N;PRT;SG	N;MASC;PL
eroa	גירושים	ero	גירוש	N;PRT;SG	N;MASC;PL
eroa	ההבדל	ero	ההבדל	N;PRT;SG	V;MASC;SG;3;PST
pään	ראשה	pää	ראשה	N;GEN;SG	
pään	הראש	pää	הראש	N;GEN;SG	
pään	ראשי	pää	ראש	N;GEN;SG	N;PSSD;MASC;PL
äänet	צליל	ääni	צליל	N;NOM;PL	N;MASC;SG
äänet	סאונד	ääni	סאונד	N;NOM;PL	PROPN
äänet	קול	ääni	קול	N;NOM;PL	
äänet	נשמע	ääni	נשמע	N;NOM;PL	V;MASC;SG;MID
lakia	החוק	laki	החוק	N;PRT;SG	
lakia	משפטים	laki	משפט	N;PRT;SG	N;MASC;PL
luostarin	מנזר	luostari	מנזר	N;GEN;SG	PROPN
klaus	קלאוס	klaus	קלאוס	PROPN;NOM;SG	PROPN
keskeytti	נקטע	keskeyttää	נקטע	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;3;PST;MID
kova	קשה	kova	קשה	ADJ;NOM;SG	ADV
kova	קשיח	kova	קשיח	ADJ;NOM;SG	
kova	קשה	kova	קשה	ADJ;NOM;SG	ADV
kova	קשוחים	kova	קשוח	ADJ;NOM;SG	ADJ;MASC;PL
samanlainen	דומות	samanlainen	דומה	ADJ;NOM;SG	ADJ;FEM;PL
samanlainen	דומה	samanlainen	דומה	ADJ;NOM;SG	
samanlainen	דומים	samanlainen	דומה	ADJ;NOM;SG	N;MASC;PL
asunut	חיו	asua	חי	V;NOM;SG;V.PTCP;ACT	PROPN
voitot	הרווח	voitto	הרווח	N;NOM;PL	
voitot	רווח	voitto	רווח	N;NOM;PL	PROPN
voitot	הניצחונות	voitto	הניצחון	N;NOM;PL	PROPN
miller	מילר	miller	מילר	PROPN;NOM;SG	PROPN
kilogrammaa	קילוגרמים	kilogrammaa	קילוגרם	N;PRT;SG	N;MASC;PL
moore	מור	moore	מור	PROPN;NOM;SG	PROPN
pietarissa	פטרסבורג	pietari	פטרסבורג	N;IN+ESS;SG	PROPN
pietarissa	פטרבורג	pietari	פטרבורג	N;IN+ESS;SG	PROPN
brasiliassa	ברזיל	brasilia	ברזיל	N;IN+ESS;SG	PROPN
herman	הרמן	herma	הרמן	N;NOM;SG	PROPN
väittää	תביעות	väittää	תביעה	V;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
väittää	טענות	väittää	טענה	V;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
väittää	טוען	väittää	טען	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
väittää	בטענה	väittää	בטענה	V;IND;SG;3;PRS;FIN;ACT	
tuhota	הורסים	tuhota	הורסה	V;SG;NFIN;ACT	V;MASC;PL;V.PTCP;ACT
tuhota	השמד	tuhota	השמד	V;SG;NFIN;ACT	
serbian	סרביה	serbia	סרביה	N;GEN;SG	PROPN
serbian	סרבי	serbia	סרבי	N;GEN;SG	PROPN
ranskalaiset	צרפתי	ranska#lainen	צרפתי	N;NOM;PL	PROPN
ranskalaiset	צרפתית	ranska#lainen	צרפתית	N;NOM;PL	PROPN
nils	נילס	nils	נילס	PROPN;NOM;SG	PROPN
haastattelu	ריאיון	haastattelu	ריאיון	N;NOM;SG	PROPN
institute	המכון	institute	המכון	N;NOM;SG	
institute	המוסד	institute	המוסד	N;NOM;SG	
julkaisee	פרסומים	julkaista	פרסום	V;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
andreas	אנדריאס	andreas	אנדריאס	N;NOM;SG	PROPN
andreas	אנדראס	andreas	אנדראס	N;NOM;SG	PROPN
pariisiin	פריס	pariisi	פריז	N;IN+ALL;SG	PROPN
pariisiin	פריז	pariisi	פריז	N;IN+ALL;SG	PROPN
korkeintaan	מקסימום	korkeintaan	מקסימום	ADV	N;MASC;SG
liittyivät	הצטרף	liittyä	הצטרף	V;IND;PL;3;PST;FIN;ACT	V;MASC;SG;3;PST
liittyivät	הצטרפתי	liittyä	הצטרפתי	V;IND;PL;3;PST;FIN;ACT	V;SG;1;PST
liittyivät	הצטרפה	liittyä	הצטרף	V;IND;PL;3;PST;FIN;ACT	V;FEM;SG;3;PST
intialainen	הודית	intialainen	הודי	ADJ;NOM;SG	ADV
intialainen	אינדיאני	intialainen	אינדיאני	ADJ;NOM;SG	PROPN
intialainen	הודי	intialainen	הודי	ADJ;NOM;SG	
liittyä	הצטרפות	liittyä	הצטרפות	V;SG;NFIN;ACT	N;FEM;SG
liittyä	הצטרפו	liittyä	הצטרף	V;SG;NFIN;ACT	V;PL;3;PST
alapuolella	מתחת	alapuolella	מתחת	ADV	ADP
alapuolella	למטה	alapuolella	למטה	ADV	
alapuolella	בהמשך	alapuolella	בהמשך	ADV	
täynnä	מלא	täynnä	מלא	ADV	
