konstgjorda	بناوٹی	konstgjord	بناوٹی	ADJ;NOM;PL;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
associerade	ساجھی	associera	ساجھی	ADJ;NOM;PL;PST;V.PTCP	PROPN;NOM;MASC;SG;3
associerade	صحبت	associera	صحبت	ADJ;NOM;PL;PST;V.PTCP	N;NOM;FEM;SG;3
associerade	جوڑنا.	associera	جوڑنا.	ADJ;NOM;PL;PST;V.PTCP	V;MASC;SG;NFIN;ACT
dopet	تصبیغ.	dop	تصبیغ.	N;NOM;DEF;NEUT;SG	PROPN;NOM;MASC;SG;3
explosionen	انفجار.	explosion	انفجار.	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
explosionen	انفجار.	explosion	انفجار.	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
sparrow	عصفور	sparrow	عصفور	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
incident	وقوعہ	incident	وقوعہ	N;NOM;INDF;MASC+FEM;SG	V;ACT
incident	لاگو.	incident	لاگو.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
incident	پڑنا.	incident	پڑنا.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
layout	تفصیلات.	layout	تفصیلات.	N;NOM;INDF;MASC+FEM;SG	ADJ
layout	مواد	layout	مواد	N;NOM;INDF;MASC+FEM;SG	
layout	روپ.	layout	روپ.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
oklara	سرسری	oklar	سرسری	ADJ;NOM;PL	N;NOM;MASC;SG;3
oklara	ادھورا	oklar	ادھورا	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
oklara	مبہم.	oklar	مبہم.	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
lagligt	واجبی.	laglig	واجبی.	ADJ;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
lagligt	درست.	laglig	درست.	ADJ;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
strålande	ذکی	strålande	ذکی	ADJ;NOM;PRS;V.PTCP	PROPN;NOM;MASC;SG;3
strålande	تاباں	strålande	تاباں	ADJ;NOM;PRS;V.PTCP	
strålande	عظمت	strålande	عظمت	ADJ;NOM;PRS;V.PTCP	N;NOM;FEM;SG;3
specialist	(	specialist	(	N;NOM;INDF;MASC+FEM;SG	
missnöjd	کبیدہ	missnöjd	کبیدہ	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
missnöjd	نامطمئن	missnöjd	نامطمئن	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
missnöjd	ناشاد.	missnöjd	ناشاد.	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
missnöjd	منحوس	missnöjd	منحوس	ADJ;NOM;INDF;MASC+FEM;SG	N;SG
sändning	ایصال.	sändning	ایصال.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
sändning	ایصال.	sändning	ایصال.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
sändning	ریڈیو	sändning	ریڈیو	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
sändning	سپردگی	sändning	سپردگی	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
målsättning	مقصود	målsättning	مقصود	N;NOM;INDF;MASC+FEM;SG	ADJ
målsättning	(	målsättning	(	N;NOM;INDF;MASC+FEM;SG	
målsättning	مقصود.	målsättning	مقصود.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
talande	گفتگو	tala	گفتگو	ADJ;NOM;PRS;V.PTCP	N;NOM;MASC;SG;3
talande	تقریر	tala	تقریر	ADJ;NOM;PRS;V.PTCP	N;NOM;FEM;SG;3
utmana	(	utman	(	V;IMP;FIN;ACT	
utmana	دشوار	utman	دشوار	V;IMP;FIN;ACT	ADJ
minimal	باریک	minimal	باریک	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
minimal	اقلی.	minimal	اقلی.	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
ritual	چلن.	ritual	چلن.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
ritual	رسمی-	ritual	رسمی-	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
avföring	گُو	avföring	گُو	N;NOM;INDF;MASC+FEM;SG	
avföring	براز.	avföring	براز.	N;NOM;INDF;MASC+FEM;SG	
avföring	اسٹول	avföring	اسٹول	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
avföring	مونڈھا.	avföring	مونڈھا.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
avföring	گوبر	avföring	گوبر	N;NOM;INDF;MASC+FEM;SG	
avföring	فضلہ.	avföring	فضلہ.	N;NOM;INDF;MASC+FEM;SG	
lung	شش.	lung	شش.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
lung	پھیپھڑا	lung	پھیپھڑا	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
copyright	موجد	copyright	موجد	V;IMP;FIN;ACT	N;NOM;MASC;SG;3
primus	اسکاچستانی	primus	اسکاچستانی	N;NOM;INDF;NEUT;SG	ADJ;NOM
groove	کھانچا	groov	کھانچا	N;NOM;INDF;MASC+FEM;SG	
reparera	پہنچ.	reparera	پہنچ	V;IMP;FIN;ACT	
reparera	شہرت	reparera	شہرت	V;IMP;FIN;ACT	N;NOM;FEM;SG;3
reparera	چرچا.	reparera	چرچا.	V;IMP;FIN;ACT	
reparera	رجوع	reparera	رجوع	V;IMP;FIN;ACT	N;NOM;MASC;SG;3
reparera	رسائی	reparera	رسائی	V;IMP;FIN;ACT	N;NOM;MASC;SG;3
reparera	مرجع	reparera	مرجع	V;IMP;FIN;ACT	N;NOM;MASC;SG;3
reparera	مقبولیت	reparera	مقبولیت	V;IMP;FIN;ACT	N;NOM;MASC;SG;3
spårvidd	ناپنا.	spårvidd	ناپنا.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
spårvidd	دبازت	spårvidd	دبازت	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
spårvidd	پرکھنا	spårvidd	پرکھ	N;NOM;INDF;MASC+FEM;SG	V;SG;NFIN;ACT
spårvidd	ناپنے	spårvidd	ناپنے	N;NOM;INDF;MASC+FEM;SG	ADJ
spårvidd	ہموار	spårvidd	ہموار	N;NOM;INDF;MASC+FEM;SG	ADJ
spårvidd	مدوجزر	spårvidd	مدوجزر	N;NOM;INDF;MASC+FEM;SG	ADJ
spårvidd	مقیاس.	spårvidd	مقیاس.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
spårvidd	پہنائی	spårvidd	پہنا	N;NOM;INDF;MASC+FEM;SG	ADJ;FEM
symboliska	رمزی.	symbolisk	رمزی.	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
symboliska	رمزی.	symbolisk	رمزی.	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
tungan	جیبھ	tung	جیبھ	N;NOM;DEF;MASC+FEM;SG	
smälter	گھلنا.	smälta	گھلنا.	V;IND;PRS;FIN;ACT	
smälter	اُڑجانا	smälta	اُڑجانا	V;IND;PRS;FIN;ACT	PROPN;NOM;MASC;SG;3
smälter	پگھلانا.	smälta	پگھلان	V;IND;PRS;FIN;ACT	PROPN;NOM;MASC;SG;3
smälter	جذبات	smälta	جذبہ	V;IND;PRS;FIN;ACT	N;NOM;MASC;PL;3
smälter	دھیما	smälta	دھیما	V;IND;PRS;FIN;ACT	PROPN;NOM;MASC;SG;3
maxim	کلّیہ	maxim	کلّیہ	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
kollektiva	مشمولہ	kollektiv	مشمولہ	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
kollektiva	کُلّی	kollektiv	کُلّی	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
kollektiva	مشمولہ	kollektiv	مشمولہ	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
kollektiva	کُلّی	kollektiv	کُلّی	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
budgeten	ارزاں.	budget	ارزاں.	N;NOM;DEF;MASC+FEM;SG	
rostfritt	کھری.	rostfri	کھری.	ADJ;NOM;INDF;NEUT;SG	
ministern	قسیس	minister	قسیس	N;NOM;DEF;MASC+FEM;SG	
ministern	دیوان	minister	دیوان	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
ministern	قسیس	minister	قسیس	N;NOM;DEF;MASC+FEM;SG	
ministern	دیوان	minister	دیوان	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
majoren	اہم	major	اہم	N;NOM;DEF;MASC+FEM;SG	ADJ
majoren	(	major	(	N;NOM;DEF;MASC+FEM;SG	
majoren	بڑا	major	بڑا	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG
majoren	وقیع	major	وقیع	N;NOM;DEF;MASC+FEM;SG	
majoren	بالغ.	major	بالغ.	N;NOM;DEF;MASC+FEM;SG	
dragen	اکڑا	drag	اکڑا	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
laddat	سوال	laddad	سوال	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;NOM;MASC;SG;3
laddat	تیکھی	laddad	تیکھ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
utarbeta	پیچیدہ	utarbeta	پیچیدہ	V;IMP;FIN;ACT	ADJ
utarbeta	استیعابی	utarbeta	استیعابی	V;IMP;FIN;ACT	ADJ;NOM
utarbeta	مفصل	utarbeta	مفصل	V;IMP;FIN;ACT	ADJ
utarbeta	دقت	utarbeta	دقت	V;IMP;FIN;ACT	N;NOM;MASC;SG;3
utarbeta	تفصیلی	utarbeta	تفصیلی	V;IMP;FIN;ACT	ADJ
utarbeta	مکمل	utarbeta	مکمل	V;IMP;FIN;ACT	ADJ
skägg	ریش	skägg	ریش	N;NOM;INDF;NEUT;SG	
skägg	بالو	skägg	بالو	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
skägg	بانجر	skägg	بانجر	N;NOM;INDF;NEUT;SG	
skägg	ریش	skägg	ریش	N;NOM;INDF;NEUT;SG	
skägg	بالو	skägg	بالو	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
skägg	بانجر	skägg	بانجر	N;NOM;INDF;NEUT;SG	
lås	لگانا	lås	لگا	N;NOM;INDF;NEUT;SG	V;MASC;SG;NFIN;ACT
lås	محصور	lås	محصور	N;NOM;INDF;NEUT;SG	ADJ
lås	in	lås	in	N;NOM;INDF;NEUT;SG	
lås	مبہوت	lås	مبہوت	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
lås	معنی۲.	lås	معنی۲.	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
lås	قفل	lås	قفل	N;NOM;INDF;NEUT;SG	
lås	لگانا	lås	لگا	N;NOM;INDF;NEUT;SG	V;MASC;SG;NFIN;ACT
lås	تالا	lås	تالا	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
lås	محصور	lås	محصور	N;NOM;INDF;NEUT;SG	ADJ
lås	in	lås	in	N;NOM;INDF;NEUT;SG	
lås	مبہوت	lås	مبہوت	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
lås	معنی۲.	lås	معنی۲.	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
lås	قفل	lås	قفل	N;NOM;INDF;NEUT;SG	
lås	چٹخنی.	lås	چٹخنی.	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
lås	کھٹکا	lås	کھٹکا	N;NOM;INDF;NEUT;SG	V;PFV;MASC;SG;V.PTCP;ACT
förbränning	جلنا	förbränning	جل	N;NOM;INDF;MASC+FEM;SG	V;MASC;SG;NFIN;ACT
islams	اسلام.	islams	اسلام.	PROPN;GEN	PROPN;NOM;MASC;SG;3
fury	ہلچل.	fury	ہلچل.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
fury	جھکّڑ	fury	جھکّڑ	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
barock	بھڑکیلا	barock	بھڑکیلا	N;NOM;INDF;MASC+FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
fashion	وتیرہ	fashion	وتیرہ	N;NOM;INDF;MASC+FEM;SG	
automatiska	(	automatisk	(	ADJ;NOM;PL	
automatiska	مشین	automatisk	مشین	ADJ;NOM;PL	N;NOM;MASC;SG;3
svan	لچکیلی	svan	لچکیلی	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
svan	ہنس	svan	ہنس	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
svan	لچکیلی	svan	لچکیلی	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
frun	پتنی.	fru	پتنی.	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
frun	جورو	fru	جورو	N;NOM;DEF;MASC+FEM;SG	
frun	پتنی.	fru	پتنی.	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
frun	جورو	fru	جورو	N;NOM;DEF;MASC+FEM;SG	
frun	بیگم	fru	بیگم	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;FEM;SG;3
dynamiska	زوردار.	dynamisk	زوردار.	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
skadliga	مضر	skadlig	مضر	ADJ;NOM;PL	N;NOM;MASC;SG;3
öppnande	ابتدائی	öppnande	ابتدائی	N;NOM;INDF;NEUT;SG	ADJ
öppnande	آغاز.	öppnande	آغاز.	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
öppnande	پہلا.	öppnande	پہلا.	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
intima	(	intim	(	ADJ;NOM;PL	
intima	نجی	intim	نجی	ADJ;NOM;PL	N;NOM;MASC;SG;3
intima	خلقی.	intim	خلقی.	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
intima	یگانگت.	intim	یگانگت.	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
intima	(	intim	(	ADJ;NOM;PL	
intima	نجی	intim	نجی	ADJ;NOM;PL	N;NOM;MASC;SG;3
intima	خلقی.	intim	خلقی.	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
intima	یگانگت.	intim	یگانگت.	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
utgifter	مصارف	utgift	مصارف	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
utgifter	صرفہ.	utgift	صرفہ.	N;NOM;INDF;MASC+FEM;PL	
utgifter	لاگت	utgift	لاگت	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
utgifter	مصارف	utgift	مصارف	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
utgifter	صرف	utgift	صرف	N;NOM;INDF;MASC+FEM;PL	PART
utgifter	صرفہ.	utgift	صرفہ.	N;NOM;INDF;MASC+FEM;PL	
sill	سلی	sill	سلی	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
sill	پتھر	sill	پتھر	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
asker	سائل	ask	سائل	PROPN;NOM	PROPN;NOM;MASC;SG;3
fluff	چمکانا.	fluff	چمکانا.	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
fluff	رُئواں	fluff	رُئواں	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
dun	شرغا	dun	شرغا	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
dun	مدّھم	dun	مدّھم	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
dun	سمند.	dun	سمند.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
inflammation	تپک	inflammation	تپک	N;NOM;INDF;MASC+FEM;SG	
befrielse	برأت	befrielse	برأت	N;NOM;INDF;MASC+FEM;SG	ADP
befrielse	حریت	befrielse	حریت	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
befrielse	مخلصی	befrielse	مخلصی	N;NOM;INDF;MASC+FEM;SG	ADJ
target	مدّعا-	targ	مدّعا-	N;NOM;DEF;NEUT;SG	PROPN;NOM;MASC;SG;3
target	مقصود	targ	مقصود	N;NOM;DEF;NEUT;SG	ADJ
target	مدّعا-	targ	مدّعا-	N;NOM;DEF;NEUT;SG	PROPN;NOM;MASC;SG;3
target	مقصود	targ	مقصود	N;NOM;DEF;NEUT;SG	ADJ
feminism	تأنّث	feminism	تأنّث	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
tee	(	tee	(	N;NOM;INDF;MASC+FEM;SG	
prostituerade	صلاحیت	prostituera	صلاحیت	ADJ;NOM;PL;PST;V.PTCP	N;NOM;MASC;SG;3
prostituerade	صلاحیت	prostituera	صلاحیت	ADJ;NOM;PL;PST;V.PTCP	N;NOM;MASC;SG;3
prostituerade	طوائف	prostituera	طوائف	ADJ;NOM;PL;PST;V.PTCP	PROPN;NOM;MASC;SG;3
prostituerade	رنڈی	prostituera	رنڈی	ADJ;NOM;PL;PST;V.PTCP	PROPN;NOM;MASC;SG;3
solljus	دُھوپ	solljus	دُھوپ	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
oändliga	لاتعداد.	oändlig	لاتعداد.	ADJ;NOM;PL	N;NOM;MASC;SG;3
oändliga	کامل.	oändlig	کامل.	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
oändliga	عظیم	oändlig	عظیم	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
oändliga	لامحدود	oändlig	لامحدود	ADJ;NOM;PL	
oändliga	لاتعداد.	oändlig	لاتعداد.	ADJ;NOM;PL	N;NOM;MASC;SG;3
oändliga	کامل.	oändlig	کامل.	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
oändliga	عظیم	oändlig	عظیم	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
oändliga	(	oändlig	(	ADJ;NOM;PL	
oändliga	مسلسل	oändlig	مسلسل	ADJ;NOM;PL	ADV
oändliga	مال	oändlig	مال	ADJ;NOM;PL	N;NOM;MASC;SG;3
oändliga	دوامی	oändlig	دوامی	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
ekologisk	بنیادی.	ekologisk	بنیادی.	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
ekologisk	(	ekologisk	(	ADJ;NOM;INDF;MASC+FEM;SG	
pace	گت	pace	گت	N;NOM;INDF;MASC+FEM;SG	
mula	احمق	mul	احمق	N;NOM;INDF;MASC+FEM;SG	
mula	ضدی	mul	ضدی	N;NOM;INDF;MASC+FEM;SG	ADJ
satelliten	چھوٹا	satelliten	چھوٹا	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG
satelliten	طفیلی	satelliten	طفیلی	N;NOM;DEF;MASC+FEM;SG	ADJ
satelliten	مطیع	satelliten	مطیع	N;NOM;DEF;MASC+FEM;SG	ADJ
satelliten	مصاحب.	satelliten	مصاحب.	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
delaktighet	سروکار	delaktighet	سروکار	N;NOM;INDF;MASC+FEM;SG	ADJ
delaktighet	پیچیدہ	delaktighet	پیچیدہ	N;NOM;INDF;MASC+FEM;SG	ADJ
kontroverser	تنازعہ	kontrovers	تنازعہ	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
skildra	تصویر	skildra	تصویر	V;IMP;FIN;ACT	N;NOM;MASC;SG;3
skildra	نقشہ	skildra	نقشہ	V;IMP;FIN;ACT	N;NOM;MASC;SG;3
lemon	ڈھیلا	lemon	ڈھیلا	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
lemon	بودا	lemon	بودا	N;NOM;INDF;MASC+FEM;SG	
utnämning	نامزدگی.	utnämning	نامزدگی.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
barnhem	یتیمی.	barnhem	یتیمی.	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
köpare	گاہک.	köpare	گاہک.	N;NOM;INDF;MASC+FEM;PL	
köpare	مشتری	köpare	مشتری	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
köpare	گاہک.	köpare	گاہک.	N;NOM;INDF;MASC+FEM;PL	
köpare	خریدار	köpare	خریدار	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
köpare	مشتری	köpare	مشتری	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
köpare	خریدار	köpare	خریدار	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
köpare	گاہک	köpare	گاہک	N;NOM;INDF;MASC+FEM;PL	
ånga	ahead	ånga	ahead	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
ånga	(	ånga	(	N;NOM;INDF;MASC+FEM;SG	
gränssnitt	ملانا.	gränssnitt	ملانا.	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
jämställdhet	برابر	jämställdhet	برابر	N;NOM;INDF;MASC+FEM;SG	ADJ
maträtt	تھالی	maträtt	تھالی	N;NOM;INDF;MASC+FEM;SG	ADJ;FEM
maträtt	رکابی	maträtt	رکابی	N;NOM;INDF;MASC+FEM;SG	ADJ
maträtt	تھالی	maträtt	تھالی	N;NOM;INDF;MASC+FEM;SG	ADJ;FEM
byrå	نگاربند.	byrå	نگاربند.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
byrå	مشاط	byrå	مشاط	N;NOM;INDF;MASC+FEM;SG	
komplikationer	الجھائو	komplikation	الجھائو	N;NOM;INDF;MASC+FEM;PL	PROPN;NOM;MASC;SG;3
komplikationer	پیچیدگی.	komplikation	پیچیدگی.	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
matematiskt	محکم	matematisk	محکم	ADJ;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
fysikalisk	مادّی	fysikalisk	مادّی	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
omvandling	تبادل	omvandling	تبادل	N;NOM;INDF;MASC+FEM;SG	
omvandling	تقلیب.	omvandling	تقلیب.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
omvandling	تحوّل	omvandling	تحوّل	N;NOM;INDF;MASC+FEM;SG	
omvandling	تقلیب.	omvandling	تقلیب.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
flödet	لوٹنا	flöd	لوٹ	N;NOM;DEF;NEUT;SG	V;NFIN;ACT
flödet	چڑھائو	flöd	چڑھ	N;NOM;DEF;NEUT;SG	PROPN;NOM;MASC;SG;3
flödet	(	flöd	(	N;NOM;DEF;NEUT;SG	
flödet	گلابہ.	flöd	گلابہ.	N;NOM;DEF;NEUT;SG	PROPN;NOM;MASC;SG;3
flödet	(	flöd	(	N;NOM;DEF;NEUT;SG	
flödet	لہرانا.	flöd	لہرانا.	N;NOM;DEF;NEUT;SG	PROPN;NOM;MASC;SG;3
flödet	(	flöd	(	N;NOM;DEF;NEUT;SG	
flödet	مد	flöd	مد	N;NOM;DEF;NEUT;SG	
flödet	لوٹنا	flöd	لوٹ	N;NOM;DEF;NEUT;SG	V;NFIN;ACT
flödet	چڑھائو	flöd	چڑھ	N;NOM;DEF;NEUT;SG	PROPN;NOM;MASC;SG;3
flödet	(	flöd	(	N;NOM;DEF;NEUT;SG	
flödet	بہنا	flöd	بہ	N;NOM;DEF;NEUT;SG	V;PFV;MASC;SG;V.PTCP;ACT
flödet	گلابہ.	flöd	گلابہ.	N;NOM;DEF;NEUT;SG	PROPN;NOM;MASC;SG;3
flödet	(	flöd	(	N;NOM;DEF;NEUT;SG	
flödet	لہرانا.	flöd	لہرانا.	N;NOM;DEF;NEUT;SG	PROPN;NOM;MASC;SG;3
flödet	(	flöd	(	N;NOM;DEF;NEUT;SG	
flödet	مد	flöd	مد	N;NOM;DEF;NEUT;SG	
lärd	دانشور	lärd	دانشور	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bördig	مخترع	bördig	مخترع	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
ärva	منصب	ärva	منصب	V;IMP;FIN;ACT	N;NOM;MASC;SG;3
sekt	مذہب.	sek	مذہب.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
sjung	گنگنانا	sjung	گنگنانا	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
sjung	(	sjung	(	N;NOM;INDF;MASC+FEM;SG	
sjung	گانا	sjung	گانا	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
sjung	گنگنانا	sjung	گنگنانا	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
sjung	(	sjung	(	N;NOM;INDF;MASC+FEM;SG	
banner	نمایاں	banner	نمایاں	N;NOM;INDF;MASC+FEM;SG	ADJ
scouting	قراولی	scouting	قراولی	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
scouting	مخبری	scouting	مخبری	N;NOM;INDF;MASC+FEM;SG	ADJ
återfå	(	återfå	(	V;IMP;FIN;ACT	
återfå	تسلّط	återfå	تسلّط	V;IMP;FIN;ACT	PROPN;NOM;MASC;SG;3
jolly	مرغوب	jolly	مرغوب	N;NOM;INDF;MASC+FEM;SG	ADJ
jolly	رسم.	jolly	رسم.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
jolly	رنگیلا	jolly	رنگیلا	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
jolly	بجائے	jolly	بجائے	N;NOM;INDF;MASC+FEM;SG	PART;NEG
jolly	مگن	jolly	مگن	N;NOM;INDF;MASC+FEM;SG	
jolly	خوشگوار	jolly	خوشگوار	N;NOM;INDF;MASC+FEM;SG	ADJ
jolly	پچکارنا.	jolly	پچکارنا.	N;NOM;INDF;MASC+FEM;SG	V;MASC;SG;V.PTCP;ACT
jolly	بہت	jolly	بہت	N;NOM;INDF;MASC+FEM;SG	DET
lucifer	شیطان.	lucifer	شیطان.	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
dödliga	مہلک.	dödlig	مہلک.	ADJ;NOM;PL	
dödliga	مردنی	dödlig	مردنی	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
dödliga	انتہائی	dödlig	انتہائی	ADJ;NOM;PL	ADV
dödliga	ظالم	dödlig	ظالم	ADJ;NOM;PL	N;NOM;MASC;SG;3
dödliga	بالکل	dödlig	بالکل	ADJ;NOM;PL	CONJ
dödliga	ازحد	dödlig	ازحد	ADJ;NOM;PL	
dödliga	نہایت	dödlig	نہایت	ADJ;NOM;PL	ADV
dödliga	سفّاک.	dödlig	سفّاک.	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
dödliga	افسردہ.	dödlig	افسردہ.	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
