elst	эльст	gla	эльст	N	
interesserte	интересно	interessere	интересный	ADJ;PL;V.PTCP	ADJ;NEUT;SG
margin	разницы	margin	разница	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
dødelig	смертельная	dødelig	смертельный	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
dødelig	смертельный	dødelig	смертельный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
dødelig	смертельной	dødelig	смертельный	N;INDF;MASC;SG	ADJ;INS;FEM;SG
dødelig	смертельный	dødelig	смертельный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
dødelig	смертельно	dødelig	смертельно	N;INDF;MASC;SG	ADV
dødelig	смертельная	dødelig	смертельный	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
dødelig	смертельно	dødelig	смертельно	N;INDF;MASC;SG	ADV
dødelig	смертный	dødelig	смертный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
vinduer	windows	vindu	windows	N;INDF;MASC;SG	PROPN
vinduer	окна	vindu	окно	N;INDF;MASC;SG	N;INAN;NOM;NEUT;PL
plukket	выбрала	plukk	выбрать	N;DEF;NEUT;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
plukket	выбрал	plukk	выбрать	N;DEF;NEUT;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
krogh	крог	krogh	крог	N;INDF;FEM;SG	
innsikt	insight	innsikt	insight	N;INDF;FEM;SG	PROPN
next	далее	next	далее	N	ADV
next	следующий	next	следующий	N	ADJ;NOM;MASC;SG
next	следующая	next	следующий	N	ADJ;NOM;FEM;SG
next	next	next	next	N	PROPN
modifisert	измененный	modifisere	изменить	ADJ;INDF;SG;V.PTCP	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
modifisert	измененные	modifisere	изменить	ADJ;INDF;SG;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
modifisert	изменена	modifisere	изменить	ADJ;INDF;SG;V.PTCP	V;PFV;FEM;SG;PST;V.PTCP;PASS
modifisert	изменено	modifisere	изменить	ADJ;INDF;SG;V.PTCP	V;PFV;NEUT;SG;PST;V.PTCP;PASS
ekstern	внешние	ekstern	внешний	ADJ;INDF;SG	ADJ;NOM;PL
ekstern	внешних	ekstern	внешний	ADJ;INDF;SG	ADJ;GEN;PL
sammenslåingen	объединить	sammenslåing	объединить	N;DEF;MASC;SG	V;PFV;NFIN;ACT
vellykkede	успешное	vellykkede	успешный	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
vellykkede	успешные	vellykkede	успешный	N;INDF;MASC;SG	ADJ;NOM;PL
vellykkede	успешно	vellykkede	успешно	N;INDF;MASC;SG	ADV
vellykkede	успешного	vellykkede	успешный	N;INDF;MASC;SG	ADJ;GEN;MASC;SG
vellykkede	успешная	vellykkede	успешный	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
vellykkede	успешный	vellykkede	успешный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
internt	внутренние	intern	внутренний	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
internt	внутренне	intern	внутренне	ADJ;INDF;NEUT;SG	ADV
søkt	применяется	søkje	применяться	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
søkt	искали	søkje	искать	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;IND;PL;PST;FIN;ACT
due	голуби	due	голубь	N;INDF;FEM;SG	N;ANIM;NOM;MASC;PL
jung	чжон	jung	чжон	N;INDF;MASC;SG	PART
jung	чон	jung	чон	N;INDF;MASC;SG	PART
notert	отметило	notere	отметить	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN;ACT
notert	отметила	notere	отметить	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
heyerdahl	хейердал	heyerdahl	хейердал	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
clara	клара	clare	клар	PROPN	N;ANIM;NOM;FEM;SG
posthumt	посмертно	posthum	посмертно	N;INDF;NEUT;SG	ADV
harper	харпер	harpe	харпер	N;INDF;FEM;PL	N;ANIM;NOM;FEM;SG
queens	королевы	que	королева	N;GEN;DEF;MASC;SG	N;ANIM;NOM;FEM;PL
kulturelt	культурно	kulturell	культурно	ADJ;INDF;NEUT;SG	ADV
enger	пастбища	enge	пастбище	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
yale	йель	yale	йель	N;INDF;NEUT;SG	
ifk	ifk	ifk	i9k	N;INDF;NEUT;SG	
ain	айн	ain	айн	PROPN	INTJ
bestilt	заказал	bestille	заказать	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
bestilt	заказали	bestille	заказать	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
bestilt	приказал	bestille	приказать	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
bestilt	заказал	bestille	заказать	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
brakt	принес	bryke	принести	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
brakt	привезли	bryke	привезти	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
brakt	принесли	bryke	принести	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
brakt	принесла	bryke	принести	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
skoger	лесу	skoge	лес	N;INDF;FEM;PL	N;INAN;DAT;MASC;SG
skoger	вудс	skoge	вудс	N;INDF;FEM;PL	N;ANIM;NOM;MASC;SG
skoger	лес	skoge	лес	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
medley	medley	medley	medley	N;INDF;MASC;SG	PROPN
innerste	сокровенные	innerst	сокровенный	N;INDF;MASC;SG	ADJ;NOM;PL
trenge	нужно	trenge	нужный	V;IMP;NFIN	ADJ;NEUT;SG
trenge	нужна	trenge	нужный	V;IMP;NFIN	ADJ;FEM;SG
trenge	потребность	trenge	потребность	V;IMP;NFIN	N;INAN;NOM;FEM;SG
midlertidige	временный	midlertidig	временный	ADJ;PL	ADJ;NOM;MASC;SG
midlertidige	временная	midlertidig	временный	ADJ;PL	ADJ;NOM;FEM;SG
midlertidige	временное	midlertidig	временный	ADJ;PL	ADJ;NOM;NEUT;SG
midlertidige	временно	midlertidig	временно	ADJ;PL	ADV
omgivelsene	окружение	omgivelse	окружение	N;DEF;FEM;PL	N;INAN;NOM;NEUT;SG
bryllup	свадеб	bryllup	свадьба	N;INDF;MASC;SG	N;INAN;GEN;FEM;PL
bryllup	свадьбы	bryllup	свадьба	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
bryllup	свадьбы	bryllup	свадьба	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
bryllup	свадебный	bryllup	свадебный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
stopp	остановить	stopp	остановить	N;INDF;NEUT;SG	V;PFV;NFIN;ACT
stopp	стоп	stopp	стопа	N;INDF;NEUT;SG	
stopp	прекратить	stopp	прекратить	N;INDF;NEUT;SG	V;PFV;NFIN;ACT
kontakter	контакты	kontakt	контакт	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
størrelser	размеры	størrelser	размер	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
eiker	спицы	eike	спиц	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
ulykke	аварии	ulykke	авария	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
tillate	позволяя	tillate	позволять	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;PRS;V.CVB;ACT
tillate	разрешить	tillate	разрешить	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;NFIN;ACT
tillate	разрешить	tillate	разрешить	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;NFIN;ACT
limited	ограниченные	limited	ограничить	N;INDF;MASC;SG	V;PFV;NOM;PL;PST;V.PTCP;PASS
limited	ограниченное	limited	ограничить	N;INDF;MASC;SG	V;PFV;NOM;NEUT;SG;PST;V.PTCP;PASS
limited	ограниченная	limited	ограничить	N;INDF;MASC;SG	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
limited	ограниченный	limited	ограничить	N;INDF;MASC;SG	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
legeme	body	legeme	body	N;INDF;NEUT;SG	PROPN
legeme	тела	legeme	тело	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
lilla	фиолетовый	lille	фиолетовый	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
utlendinger	иностранцы	utlendinger	иностранец	N;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
utlendinger	иностранцев	utlendinger	иностранец	N;INDF;MASC;SG	N;ANIM;GEN;MASC;PL
religiøst	религиозно	religiøs	религиозно	ADJ;INDF;NEUT;SG	ADV
religiøst	религиозных	religiøs	религиозный	ADJ;INDF;NEUT;SG	ADJ;GEN;PL
skyldig	виновны	skyldig	виновный	ADJ;INDF;NEUT;SG	ADJ;PL
dam	шашки	dam	шашки	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
dam	дам	dam	дать	N;INDF;MASC;SG	
dam	плотины	dam	плотина	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
gallia	галлии	gallia	галлий	PROPN	N;INAN;NOM;FEM;PL
keramikk	керамические	keramikk	керамический	N;INDF;NEUT;SG	ADJ;NOM;PL
fiendtlige	враждебность	fiendtlige	враждебность	ADJ;PL	N;INAN;NOM;FEM;SG
fiendtlige	враждебной	fiendtlige	враждебный	ADJ;PL	ADJ;INS;FEM;SG
fiendtlige	противник	fiendtlige	противник	ADJ;PL	N;ANIM;NOM;MASC;SG
fiendtlige	враждебно	fiendtlige	враждебно	ADJ;PL	ADV
slektning	относительной	slektning	относительный	N;INDF;MASC;SG	ADJ;INS;FEM;SG
slektning	относительное	slektning	относительный	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
slektning	относительные	slektning	относительный	N;INDF;MASC;SG	ADJ;NOM;PL
slektning	относительный	slektning	относительный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
slektning	относительная	slektning	относительный	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
volvo	volvo	volvo	volvo	N;INDF;MASC;SG	PROPN
guitar	гитары	guit	гитара	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
sinn	умы	sinn	ум	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
kampanjen	кампании	kampanje	кампания	N;DEF;MASC;SG	N;INAN;NOM;FEM;PL
registrere	регистра	registrere	регистр	V;NFIN	N;INAN;GEN;MASC;SG
registrere	регистр	registrere	регистр	V;NFIN	N;INAN;NOM;MASC;SG
registrere	реестр	registrere	реестр	V;NFIN	N;INAN;NOM;MASC;SG
registrere	регистрация	registrere	регистрация	V;NFIN	N;INAN;NOM;FEM;SG
need	нужно	need	нужный	N	ADJ;NEUT;SG
need	нужна	need	нужный	N	ADJ;FEM;SG
satset	пари	sats	пари	N;INDF;NEUT;SG	
lam	лам	lam	лам	N;INDF;NEUT;SG	
lam	ягнят	lam	ягнить	N;INDF;NEUT;SG	N;ANIM;NOM;MASC;PL
hedret	заслуженный	hedr	заслуженный	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG
hedret	заслуженный	hedr	заслуженный	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG
måles	измеренная	måle	измеренный	N;INDF;MASC;SG	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
måles	измеряется	måle	измерять	N;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
daily	ежедневная	daily	ежедневный	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
daily	daily	daily	daily	N;INDF;MASC;SG	PROPN
daily	ежедневно	daily	ежедневно	N;INDF;MASC;SG	ADV
daily	ежедневный	daily	ежедневный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
fenomener	феномен	fenomen	феномен	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
hyllest	должное	hyllest	должный	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
betraktelig	значительно	betraktelig	значительно	N;INDF;MASC;SG	ADV
betraktelig	значительно	betraktelig	значительно	N;INDF;MASC;SG	ADV
betraktelig	существенно	betraktelig	существенно	N;INDF;MASC;SG	ADV
lesning	читаем	lesning	читать	N;INDF;FEM;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
lesning	чтения	lesning	чтение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
lesning	читаю	lesning	читать	N;INDF;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
verdifulle	ценное	verdifull	ценный	ADJ;PL	ADJ;NOM;NEUT;SG
verdifulle	ценный	verdifull	ценный	ADJ;PL	ADJ;NOM;MASC;SG
verdifulle	ценная	verdifull	ценный	ADJ;PL	ADJ;NOM;FEM;SG
opus	opus	opus	opus	N;INDF;MASC;SG	PROPN
plast	пластиковый	plast	пластиковый	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
plast	пластиковые	plast	пластиковый	N;INDF;MASC;SG	ADJ;NOM;PL
følelse	ощущения	følelse	ощущение	N;INDF;MASC;SG	N;INAN;NOM;NEUT;PL
visa	визы	vise	виза	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
visa	visa	vise	visa	N;INDF;FEM;SG	PROPN
åpnes	откроется	åpes	открыться	N;INDF;MASC;SG	V;PFV;IND;SG;3;FUT;FIN;MID
åpnes	открывается	åpes	открываться	N;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;MID
åpnes	открывает	åpes	открывать	N;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
#dfffdf	#dfffdf	pdfffdf	#dfffdf	N;INDF;MASC;SG	
oppgjør	разборки	oppgjør	разборка	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
medium	средняя	medium	средний	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
medium	средних	medium	средний	N;INDF;NEUT;SG	ADJ;GEN;PL
medium	средний	medium	средний	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG
medium	среднее	medium	средний	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
medium	средние	medium	средний	N;INDF;NEUT;SG	ADJ;NOM;PL
beveget	переехал	beveg	переехать	N;DEF;NEUT;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
beveget	перенесено	beveg	перенести	N;DEF;NEUT;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
jubileum	годовщины	jubileum	годовщина	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
oppnevnt	назначенные	oppnevne	назначить	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
oppnevnt	назначен	oppnevne	назначить	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;PST;V.PTCP;PASS
batteri	батареи	batteri	батарея	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
bønn	молиться	bønn	молиться	N;INDF;MASC;SG	V;IPFV;NFIN;MID
bønn	молится	bønn	молиться	N;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;MID
holdninger	отношение	holdninger	отношение	N;INDF;FEM;PL	N;INAN;NOM;NEUT;SG
kriminelle	преступники	kriminell	преступник	ADJ;PL	N;ANIM;NOM;MASC;PL
kriminelle	преступников	kriminell	преступник	ADJ;PL	N;ANIM;GEN;MASC;PL
simpsons	симпсонов	simpsons	симпсон	N;INDF;MASC;SG	N;ANIM;GEN;MASC;PL
trust	доверять	trust	доверять	N;INDF;MASC;SG	V;IPFV;NFIN;ACT
trust	довериться	trust	довериться	N;INDF;MASC;SG	V;PFV;NFIN;MID
høyder	хайтс	høyde	хайтс	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
tomt	пусто	tomt	пустой	N;INDF;FEM;SG	ADJ;NEUT;SG
tomt	пустая	tomt	пустой	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
tomt	пустой	tomt	пустой	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
tomt	пустое	tomt	пустой	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
tomt	пустые	tomt	пустой	N;INDF;FEM;SG	ADJ;NOM;PL
tomt	пусто	tomt	пустой	N;INDF;FEM;SG	ADJ;NEUT;SG
tomt	пустой	tomt	пустой	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
ruud	рууд	ruud	рууд	PROPN	
påstått	предполагаемая	påstå	предполагать	ADJ;INDF;SG;V.PTCP	V;IPFV;NOM;FEM;SG;PRS;V.PTCP;PASS
påstått	предполагаемых	påstå	предполагать	ADJ;INDF;SG;V.PTCP	V;IPFV;GEN;PL;PRS;V.PTCP;PASS
påstått	предполагаемый	påstå	предполагать	ADJ;INDF;SG;V.PTCP	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;PASS
påstått	предполагаемые	påstå	предполагать	ADJ;INDF;SG;V.PTCP	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
auguste	огюст	august	огюст	ADJ;PL	N;ANIM;NOM;MASC;SG
must	должен	must	должен	N;INDF;NEUT;SG	ADJ;MASC;SG
must	должно	must	должен	N;INDF;NEUT;SG	ADJ;NEUT;SG
must	должны	must	должен	N;INDF;NEUT;SG	ADJ;PL
steffen	штеффен	steff	штеффный	N;DEF;MASC;SG	
essex	эссекс	essex	эссекс	PROPN	N;INAN;NOM;MASC;SG
presidenter	президенты	president	президент	N;INDF;NEUT;SG	N;ANIM;NOM;MASC;PL
presidenter	президентов	president	президент	N;INDF;NEUT;SG	N;ANIM;GEN;MASC;PL
presidenter	председатели	president	председатель	N;INDF;NEUT;SG	N;ANIM;NOM;MASC;PL
reform	реформы	reform	реформа	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
anmeldelser	обзоры	anmeldelse	обзор	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
anmeldelser	обзоров	anmeldelse	обзор	N;INDF;NEUT;SG	N;INAN;GEN;MASC;PL
anmeldelser	отзывы	anmeldelse	отзыв	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
depresjon	депрессии	depresjon	депрессия	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
mus	мышей	mus	мышь	N;INDF;FEM;SG	N;ANIM;GEN;FEM;PL
mus	мыши	mus	мышь	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
mus	мыши	mus	мышь	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
ten	десять	ten	десять	N	NUM;NOM
ten	ten	ten	ten	N	PROPN
amerikanere	американцы	amerikanere	американец	N;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
prestasjoner	достижения	prestasjon	достижение	N;INDF;MASC;SG	N;INAN;NOM;NEUT;PL
marilyn	мэрилин	marilyn	мэрилин	N;INDF;MASC;SG	N;ANIM;NOM;FEM;PL
scandinavian	скандинавских	scandinavian	скандинавский	N;INDF;MASC;SG	ADJ;GEN;PL
komponenter	компонентов	komponenter	компонент	N;INDF;NEUT;SG	N;INAN;GEN;MASC;PL
komponenter	компоненты	komponenter	компонент	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
born	родилась	barn	рождаться	N;INDF;NEUT;PL	V;PFV;FEM;IND;SG;PST;FIN;MID
born	родился	barn	рождаться	N;INDF;NEUT;PL	V;PFV;MASC;IND;SG;PST;FIN;MID
xvi	xvi	xvi	xvi	N	NUM
tretti	thirty	tretti	thirty	NUM;PL	PROPN
måne	мун	måne	мун	N;INDF;MASC;SG	PART
inviterte	приглашен	invitere	пригласить	ADJ;PL;V.PTCP	V;PFV;MASC;SG;PST;V.PTCP;PASS
inviterte	приглашенные	invitere	пригласить	ADJ;PL;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
inviterte	приглашены	invitere	пригласить	ADJ;PL;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
inviterte	приглашена	invitere	пригласить	ADJ;PL;V.PTCP	V;PFV;FEM;SG;PST;V.PTCP;PASS
inviterte	приглашенные	invitere	пригласить	ADJ;PL;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
fat	толстый	fat	толстый	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG
fat	толстая	fat	толстый	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
fat	жирный	fat	жирный	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG
bern	берн	bern	берна	PROPN	N;INAN;NOM;MASC;SG
halvkule	полушария	halvkule	полушарие	N;INDF;MASC;SG	N;INAN;NOM;NEUT;PL
signatur	подписания	signatur	подписание	N;INDF;MASC;SG	N;INAN;NOM;NEUT;PL
signatur	подписи	signatur	подпись	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
olsson	олссон	olsson	олссон	N;INDF;MASC;SG	
datamaskin	computer	datamaskin	computer	N;INDF;FEM;SG	PROPN
sikt	видимости	sikt	видимость	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
lettvekt	легкий	lettvekt	легкий	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
lettvekt	лёгкий	lettvekt	лёгкий	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
lettvekt	лёгкая	lettvekt	люгкий	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
lettvekt	легкие	lettvekt	легкий	N;INDF;FEM;SG	ADJ;NOM;PL
fremtid	будущий	fremtid	будущий	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
fremtid	будущая	fremtid	будущий	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
fremtid	будущие	fremtid	будущий	N;INDF;FEM;SG	ADJ;NOM;PL
utsiden	снаружи	utside	снаружи	N;DEF;MASC;SG	ADV
utsiden	вне	utside	вне	N;DEF;MASC;SG	ADP
intel	intel	intel	intel	N;INDF;MASC;SG	PROPN
dragon	dragon	dragon	dragon	N;INDF;MASC;SG	PROPN
sphenoptera	sphenoptera	sphenopter	sphenoptera	N;DEF;NEUT;PL	PROPN
leveres	доставлена	levere	доставить	N;INDF;NEUT;SG	V;PFV;FEM;SG;PST;V.PTCP;PASS
leveres	доставлено	levere	доставить	N;INDF;NEUT;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
leveres	доставлен	levere	доставить	N;INDF;NEUT;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
leveres	доставлены	levere	доставить	N;INDF;NEUT;SG	V;PFV;PL;PST;V.PTCP;PASS
propaganda	пропаганды	propaganda	пропаганда	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
magic	волшебная	magic	волшебный	N	ADJ;NOM;FEM;SG
magic	magic	magic	magic	N	PROPN
third	третье	third	третий	N	ADJ;NOM;NEUT;SG
third	третий	third	третий	N	ADJ;NOM;MASC;SG
third	третья	third	третий	N	ADJ;NOM;FEM;SG
fossil	окаменелости	fossil	окаменелость	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
fossil	ископаемых	fossil	ископаемое	N;INDF;MASC;SG	N;INAN;GEN;NEUT;PL
fossil	ископаемые	fossil	ископаемое	N;INDF;MASC;SG	N;INAN;NOM;NEUT;PL
fossil	ископаемого	fossil	ископаемый	N;INDF;MASC;SG	ADJ;GEN;MASC;SG
forbedringer	улучшение	forbedringer	улучшение	N;INDF;FEM;PL	N;INAN;NOM;NEUT;SG
nøytrale	нейтральный	nøytral	нейтральный	ADJ;PL	ADJ;NOM;MASC;SG
nøytrale	нейтралитет	nøytral	нейтралитет	ADJ;PL	N;INAN;NOM;MASC;SG
nøytrale	нейтральной	nøytral	нейтральный	ADJ;PL	ADJ;INS;FEM;SG
nøytrale	нейтральным	nøytral	нейтральный	ADJ;PL	ADJ;INS;NEUT;SG
perfekt	идеально	perfekt	идеально	ADJ;INDF;NEUT;SG	ADV
måner	луны	måne	луна	N;INDF;MASC;PL	N;INAN;GEN;FEM;SG
besatt	одержим	besatt	одержать	N;INDF;MASC;SG	ADJ;MASC;SG
besatt	одержимый	besatt	одержимый	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
besatt	одержима	besatt	одержимый	N;INDF;MASC;SG	ADJ;FEM;SG
sjekk	чек	sjekk	чек	V;IMP;FIN	N;INAN;NOM;MASC;SG
sjekk	проверка	sjekk	проверка	V;IMP;FIN	N;INAN;NOM;FEM;SG
frue	мадам	fru	мада	N;INDF;FEM;SG	N;ANIM;DAT;FEM;PL
gjensidig	взаимно	gjensidig	взаимно	ADJ;INDF;NEUT;SG	ADV
gjensidig	взаимные	gjensidig	взаимный	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
edit	редактировать	edit	редактировать	N;INDF;NEUT;SG	V;IPFV;NFIN;ACT
edit	изменить	edit	изменить	N;INDF;NEUT;SG	V;PFV;NFIN;ACT
bis	бис	bis	бис		
bis	bis	bis	bis		
fjerner	удаление	fjerne	удаление	N;INDF;FEM;PL	N;INAN;NOM;NEUT;SG
fjerner	удаляет	fjerne	удалять	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
wessel	вессель	wessel	вессель	N;INDF;MASC;SG	
læring	учимся	læring	учиться	N;INDF;FEM;SG	V;IPFV;IND;PL;1;PRS;FIN;MID
læring	учусь	læring	учиться	N;INDF;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;MID
centimeter	сантиметр	centimeter	сантиметр	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
krevende	требующие	krevende	требовать	N;INDF;FEM;SG	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
krevende	требуя	krevende	требовать	N;INDF;FEM;SG	V;IPFV;PRS;V.CVB;ACT
islamsk	исламские	islamsk	исламский	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
talk	поговорить	talk	говорить	N;INDF;MASC;SG	V;PFV;NFIN;ACT
talk	говорить	talk	говорить	N;INDF;MASC;SG	V;IPFV;NFIN;ACT
talk	разговоры	talk	разговор	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
stade	стад	stade	стад	N;INDF;MASC;SG	N;INAN;GEN;FEM;PL
tørr	сухие	tørr	сухой	ADJ;INDF;SG	ADJ;NOM;PL
diskuteres	обсудили	diskutere	обсудить	N;INDF;NEUT;SG	V;PFV;IND;PL;PST;FIN;ACT
diskuteres	обсуждалось	diskutere	обсуждать	N;INDF;NEUT;SG	V;IPFV;NEUT;IND;SG;PST;FIN;PASS
diskuteres	обсуждались	diskutere	обсуждать	N;INDF;NEUT;SG	V;IPFV;IND;PL;PST;FIN;MID
genetisk	генетических	genetisk	генетический	ADJ;INDF;NEUT;SG	ADJ;GEN;PL
genetisk	генетические	genetisk	генетический	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
unix	unix	unix	unix	N;INDF;NEUT;SG	PROPN
grafikk	графики	grafikk	график	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
grafikk	artwork	grafikk	artwork	N;INDF;MASC;SG	PROPN
sjekket	проверил	sjekk	проверить	N;DEF;NEUT;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
sjekket	проверили	sjekk	проверить	N;DEF;NEUT;SG	V;PFV;IND;PL;PST;FIN;ACT
sjekket	проверено	sjekk	проверить	N;DEF;NEUT;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
bearbeidet	обработанных	bearbeid	обработать	N;DEF;NEUT;SG	V;PFV;GEN;PL;PST;V.PTCP;PASS
