길버트	gilbert	길버트	gilbert		N;MASC;SG
전망	prospect	전망	prospect		N;MASC;SG
전망	perspective	전망	perspective		N;FEM;SG
전망	perspectives	전망	perspective		N;FEM;PL
전망	outlook	전망	outlook		INTJ
전망	perspectives	전망	perspective		N;FEM;PL
전망	perspective	전망	perspective		N;FEM;SG
메콩	mékong	메콩	mékong	PROPN	N;MASC;SG
앨릭스	alex	앨릭스	alex		PROPN
거란	khitan	거란	khitan		PROPN
보나파르트	bonaparte	보나파르트	bonaparte		N;MASC;SG
선덜랜드	sunderland	선덜랜드	sunderland	PROPN	PROPN
동정	compassion	동정	compassion		N;FEM;SG
동정	sympathie	동정	sympathie		N;FEM;SG
동정	compassion	동정	compassion		N;FEM;SG
동정	compatissant	동정	compatissant		ADJ;MASC;SG
칼리아리	cagliari	칼리아리	cagliari	PROPN	PROPN
전자공학	electronique	전자공학	electronique	N	ADJ;MASC;SG
전자공학	électronique	전자공학	électronique	N	ADJ;MASC;SG
수익	revenu	수익	revenir	N	V;MASC;SG;PST;V.PTCP
검토하기	revue	검토+하+기	revue	V	N;FEM;SG
검토하기	examen	검토+하+기	examen	V	N;MASC;SG
검토하기	révision	검토+하+기	révision	V	N;FEM;SG
랠프	ralph	랠프	ralph	PROPN	N;MASC;PL
아이오딘	iode	아이오딘	iode		N;MASC;SG
마크로스	macross	마크로스	macross		PROPN
데이지	daisy	데이지	daisy	N	PROPN
토리	tory	토리	tory		PROPN
토리	tori	토리	tori		PROPN
무신론	athée	무신론	athée	N	ADJ;MASC;SG
홈즈	holmes	홈즈	holme		PROPN
페레스	peres	페레스	pere		N;MASC;SG
페레스	perez	페레스	perer		PROPN
페레스	pérez	페레스	pérer		PROPN
간지	kanji	간지	kanji		N;MASC;SG
플랑드르	flamand	플랑드르	flamand	PROPN	ADJ;MASC;SG
플랑드르	flamande	플랑드르	flamand	PROPN	ADJ;FEM;SG
플랑드르	flamands	플랑드르	flamand	PROPN	ADJ;MASC;PL
지우	limpide	지우	limpide		ADJ;MASC;SG
지우	clair	지우	clair		ADJ;MASC;SG
지우	effacer	지우	effacer		V;NFIN
지우	efface	지우	effacer		V;IND;SG;3;PRS;FIN
지우	effacer	지우	effacer		V;NFIN
반대편	opposé	반대편	opposer		V;MASC;SG;PST;V.PTCP
반대편	opposée	반대편	opposer		V;FEM;SG;PST;V.PTCP
반대편	contraire	반대편	contraire		ADJ;MASC;SG
반대편	opposés	반대편	opposer		V;MASC;PL;PST;V.PTCP
프로그래머	programmeurs	프로그래머	programmeur		N;MASC;PL
프로그래머	programmeurs	프로그래머	programmeur		N;MASC;PL
프로그래머	programmeur	프로그래머	programmeur		N;MASC;SG
제럴드	gerald	제럴드	gerald	PROPN	PROPN
제럴드	gérald	제럴드	gérald	PROPN	N;MASC;SG
제럴드	jerald	제럴드	jerald	PROPN	PROPN
습작	humide	습작	humide	N	ADJ;MASC;SG
습작	humides	습작	humide	N	ADJ;MASC;PL
월리스	wallace	월리스	wallace	PROPN	PROPN
둘레	périmètre	둘레	périmètre		N;MASC;SG
둘레	circonférence	둘레	circonférence		N;FEM;SG
상업용	commercial	상업용	commercial	N	ADJ;MASC;SG
상업용	commerciaux	상업용	commercial	N	ADJ;MASC;PL
상업용	commerciales	상업용	commercial	N	ADJ;FEM;PL
상업용	commerciale	상업용	commercial	N	ADJ;FEM;SG
이민자	immigrés	이민자	immigré	N	V;MASC;PL;PST;V.PTCP
이민자	immigrée	이민자	immigré	N	ADJ;FEM;SG
이민자	immigré	이민자	immigré	N	V;MASC;SG;PST;V.PTCP
환영	bienvenues	환영	bienvenue		V;FEM;PL;PST;V.PTCP
환영	bienvenue	환영	bienvenue		ADJ;FEM;SG
환영	bienvenus	환영	bienvenu		ADJ;MASC;PL
환영	bienvenu	환영	bienvenu		ADJ;MASC;SG
데이먼	damon	데이먼	damon	PROPN	PROPN
자발적	volontaire	자발+적	volontaire	N	ADJ;MASC;SG
자발적	volontaires	자발+적	volontaire	N	ADJ;MASC;PL
황소	bull	황소	bull		PROPN
황소	taureau	황소	taureau		N;MASC;SG
황소	taureaux	황소	taureau		N;MASC;PL
안달루시아	andalouse	안달루시아	andalouser	PROPN	ADJ;FEM;SG
안달루시아	andalou	안달루시아	andalou	PROPN	ADJ;MASC;SG
화랑	galerie	화랑	galerie		N;FEM;SG
화랑	gallerie	화랑	gallerie		N;FEM;SG
화랑	gallery	화랑	gallery		PROPN
화랑	galeries	화랑	galerie		N;FEM;PL
스택	empiler	스택	empiler	N	V;NFIN
스택	stack	스택	stack	N	PROPN
큐슈	kyushu	큐슈	kyushu		PROPN
에픽	épique	에픽	épique		ADJ;MASC;SG
에픽	epic	에픽	epic		N;MASC;SG
에픽	épopée	에픽	épopée		N;FEM;SG
블로거	blogger	블로거	blogger		N;MASC;SG
블로거	blogueuse	블로거	blogueuse		N;FEM;SG
블로거	blogueur	블로거	blogueur		N;MASC;SG
블로거	blogueurs	블로거	blogueur		N;MASC;PL
파인	pine	파인	pine		N;FEM;SG
파인	pin	파인	pin		N;MASC;SG
재무	financière	재무	financier	N	ADJ;FEM;SG
재무	financier	재무	financier	N	ADJ;MASC;SG
치과	dentiste	치+과	dentiste		N;MASC;SG
치과	dentistes	치+과	dentiste		N;MASC;PL
치과	dentistes	치+과	dentiste		N;MASC;PL
치과	dentaires	치+과	dentaire		ADJ;MASC;PL
치과	dentaire	치+과	dentaire		ADJ;MASC;SG
치과	dentisterie	치+과	dentisterie		N;FEM;SG
알렌	alain	알렌	alain		PROPN
알렌	alan	알렌	alan		PROPN
인코딩	coder	인코딩	coder	N	V;NFIN
인코딩	encoder	인코딩	encoder	N	V;NFIN
몰리	mollie	몰리	mollie		PROPN
몰리	molly	몰리	molly		PROPN
몰리	morley	몰리	morley		PROPN
트루	tru	트루	tru		
화살	arrow	화살	arrow	N	PROPN
햄릿	hameau	햄릿	hameau	PROPN	N;MASC;SG
햄릿	hamlet	햄릿	hamlet	PROPN	N;MASC;SG
요시노부	yoshinobu	요시노부	yoshinobu	PROPN	PROPN
그린란드	groenland	그린란드	groenland		N;MASC;SG
루브르	louvre	루브르	louvre	PROPN	N;MASC;SG
초원	meadow	초원	meadow	N	PROPN
무시	ignore	무시	ignorer		V;IND;SG;3;PRS;FIN
무시	ignorez	무시	ignorer		V;IMP;PL;2;PRS;FIN
무시	ignorer	무시	ignorer		V;NFIN
무시	jeter	무시	jeter		V;NFIN
무시	rejeter	무시	rejeter		V;NFIN
무시	abandonner	무시	abandonner		V;NFIN
무시	ignorer	무시	ignorer		V;NFIN
무시	rejeter	무시	rejeter		V;NFIN
무시	ignorée	무시	ignorer		V;FEM;SG;PST;V.PTCP
무시	ignorées	무시	ignorer		V;FEM;PL;PST;V.PTCP
무시	ignoré	무시	ignorer		V;MASC;SG;PST;V.PTCP
무시	ignorés	무시	ignorer		V;MASC;PL;PST;V.PTCP
닐스	nils	닐스	nil	PROPN	PROPN
가끔은	quelquefois	가끔+은	quelquefois		ADV
가끔은	parfois	가끔+은	parfois		ADV
미러	rétroviseurs	미+러	rétroviseur		N;MASC;PL
미러	miroirs	미+러	miroir		N;MASC;PL
미러	miroir	미+러	miroir		N;MASC;SG
미러	miroirs	미+러	miroir		N;MASC;PL
다카오카	takaoka	다카오카	takaoka		PROPN
결제	paye	결제	payer	N	V;IND;SG;3;PRS;FIN
결제	payez	결제	payer	N	V;IMP;PL;2;PRS;FIN
결제	payer	결제	payer	N	V;NFIN
결제	paie	결제	payer	N	V;IND;SG;3;PRS;FIN
트럼프	atout	트럼프	atout		N;MASC;SG
트럼프	trump	트럼프	trump		PROPN
갈릴레이	galilei	갈릴레이	galilei	PROPN	PROPN
브룩	brooke	브룩	brooke	PROPN	PROPN
브룩	brook	브룩	brook	PROPN	PROPN
브룩	ruisseau	브룩	ruisseau	PROPN	N;MASC;SG
카이사르	caesar	카이사르	caesar		PROPN
카이사르	césar	카이사르	césar		N;MASC;SG
역설	paradoxale	역설	paradoxal	N	ADJ;FEM;SG
역설	paradoxal	역설	paradoxal	N	ADJ;MASC;SG
불행한	mécontent	불행+하+ㄴ	mécontent	V	ADJ;MASC;SG
불행한	malheureux	불행+하+ㄴ	malheureux	V	ADJ;MASC;SG
불행한	malheureuses	불행+하+ㄴ	malheureux	V	ADJ;FEM;PL
불행한	malheureuse	불행+하+ㄴ	malheureux	V	ADJ;FEM;SG
불행한	malheureux	불행+하+ㄴ	malheureux	V	ADJ;MASC;SG
불행한	regrettable	불행+하+ㄴ	regrettable	V	ADJ;MASC;SG
불행한	fâcheux	불행+하+ㄴ	fâcheux	V	ADJ;MASC;SG
불행한	malheureuse	불행+하+ㄴ	malheureux	V	ADJ;FEM;SG
안도라	andorra	안도+라	andorrer	PROPN	PROPN
안도라	andorre	안도+라	andorrer	PROPN	N;MASC;SG
안도라	andorran	안도+라	andorran	PROPN	ADJ;MASC;SG
마리야	marie	말리+아야	marier		N;FEM;SG
띄어쓰기	interligne	띄+어+가+기	interligner	V	N;MASC;SG
띄어쓰기	espacement	띄+어+가+기	espacement	V	N;MASC;SG
허가서	permis	허가+서	permettre		V;MASC;SG;PST;V.PTCP
허가서	licences	허가+서	licence		N;FEM;PL
허가서	licence	허가+서	licence		N;FEM;SG
어린시절	enfance	어린차절	enfance		N;FEM;SG
어메이징	incroyable	어메이+징	incroyable		ADJ;MASC;SG
어메이징	extraordinaire	어메이+징	extraordinaire		ADJ;MASC;SG
어메이징	amazing	어메이+징	amazing		V
어메이징	étonnant	어메이+징	étonner		ADJ;MASC;SG
브렛	brett	브렛	brett	PROPN	PROPN
알토	alto	알토	alto		PROPN
올리비아	olivia	올리비아	olivia	PROPN	PROPN
브라질리아	brasilia	브라질리아	brasilia	PROPN	PROPN
브라질리아	brasília	브라질리아	brasília	PROPN	PROPN
칼데라	caldera	칼데라	calder		PROPN
켄타	kenta	켄타	kenta		PROPN
급한	urgent	급하+ㄴ	urgent		ADJ;MASC;SG
급한	urgents	급하+ㄴ	urgent		ADJ;MASC;PL
급한	urgentes	급하+ㄴ	urgent		ADJ;FEM;PL
급한	urgente	급하+ㄴ	urgent		ADJ;FEM;SG
솔리드	solides	솔리드	solide		ADJ;MASC;PL
솔리드	massif	솔리드	massif		N;MASC;SG
솔리드	solide	솔리드	solide		ADJ;MASC;SG
캐머런	cameron	캐머렇+ㄴ	cameron	PROPN	PROPN
단순하게	simplement	단순+하+게	simplement	CONJ	ADV
충전	recharger	충전	recharger	N	V;NFIN
넓이	large	넓이	large		ADJ;MASC;SG
넓이	vaste	넓이	vaste		ADJ;MASC;SG
베스	beth	베스	beth		PROPN
임상	clinique	임상	clinique	N	ADJ;FEM;SG
임상	cliniques	임상	clinique	N	ADJ;MASC;PL
몽키	macaque	몽키	macaque		N;MASC;SG
몽키	singes	몽키	singe		N;MASC;PL
몽키	monkey	몽키	monkey		PROPN
몽키	singe	몽키	singe		N;MASC;SG
시에라	sierra	시+이+라	sierra		PROPN
로건	logan	로건	logan		PROPN
카와시마	kawashima	카와시마	kawashima		N;MASC;SG
소원	souhait	소원	souhait		N;MASC;SG
소원	voeu	소원	voeu		N;MASC;SG
소원	souhaite	소원	souhaiter		V;IND;SG;3;PRS;FIN
소원	souhaiter	소원	souhaiter		V;NFIN
소원	voeux	소원	voeu		N;MASC;PL
소원	désirs	소원	désir		N;MASC;PL
소원	souhaits	소원	souhait		N;MASC;PL
소원	souhaite	소원	souhaiter		V;IND;SG;3;PRS;FIN
소원	vœux	소원	vœux		N;MASC;PL
수다	bavarde	수다	bavarde		ADJ;FEM;SG
수다	bavard	수다	bavard		ADJ;MASC;SG
병행	concurrentes	병행	concurrent		ADJ;FEM;PL
병행	concomitante	병행	concomitant		ADJ;FEM;SG
병행	simultanées	병행	simultané		ADJ;FEM;PL
병행	simultané	병행	simultané		N;MASC;SG
병행	simultanée	병행	simultané		ADJ;FEM;SG
비례	proportionnels	비례	proportionnel		ADJ;MASC;PL
비례	proportionné	비례	proportionner		V;MASC;SG;PST;V.PTCP
비례	proportionnel	비례	proportionnel		ADJ;MASC;SG
비례	proportionnelle	비례	proportionnel		ADJ;FEM;SG
비례	proportionnalité	비례	proportionnalité		N;FEM;SG
비례	proportions	비례	proportion		N;FEM;PL
비례	proportion	비례	proportion		N;FEM;SG
런타임	exécutable	셀타임	exécutable	N	ADJ;MASC;SG
반박	réfuter	반박	réfuter	N	V;NFIN
반박	réfuter	반박	réfuter	N	V;NFIN
베스트셀러	bestseller	베스트셀러	bestseller		N;MASC;SG
베스트셀러	bestsellers	베스트셀러	bestseller		N;MASC;PL
모니터링	surveillés	모니터링	surveiller		V;MASC;PL;PST;V.PTCP
모니터링	surveillée	모니터링	surveiller		V;FEM;SG;PST;V.PTCP
모니터링	surveillé	모니터링	surveiller		V;MASC;SG;PST;V.PTCP
모니터링	surveillance	모니터링	surveillance		N;FEM;SG
모니터링	suivi	모니터링	suivre		V;MASC;SG;PST;V.PTCP
모니터링	moniteurs	모니터링	moniteur		N;MASC;PL
모니터링	surveiller	모니터링	surveiller		V;NFIN
모니터링	moniteur	모니터링	moniteur		N;MASC;SG
오크	orcs	오크	orc		N;MASC;PL
오크	orc	오크	orc		N;MASC;SG
오크	orques	오크	orque		N;MASC;PL
엣지	bord	짙+지	bord		N;MASC;SG
엣지	bordure	짙+지	bordure		N;FEM;SG
엣지	arête	짙+지	arête		N;FEM;SG
엣지	edge	짙+지	edge		PROPN
파이썬	python	파이썬	python		N;MASC;SG
쓸데없는	inutilité	쓸데없+는	inutilité	ADJ	N;FEM;SG
난이도	difficulté	난이+도	difficulté	ADV	N;FEM;SG
난이도	difficultés	난이+도	difficulté	ADV	N;FEM;PL
오구라	ogura	오구라	ogura		PROPN
브룩스	brooke	브룩스	brooke		PROPN
브룩스	ruisseaux	브룩스	ruisseau		N;MASC;PL
브룩스	brooks	브룩스	brook		PROPN
현관	véranda	현관	véranda		N;FEM;SG
현관	porche	현관	porche		N;MASC;SG
미니애폴리스	minneapolis	미니애폴리스	minneapolis	PROPN	PROPN
스바루	subaru	스바루	subaraître		N;FEM;SG
사담	saddam	사담	saddam	PROPN	PROPN
파라	farah	파르+아	farah		PROPN
아이디어	idées	아이디어	idée		N;FEM;PL
아이디어	idée	아이디어	idée		N;FEM;SG
관습	douanières	관습	douanier	N	ADJ;FEM;PL
관습	coutumier	관습	coutumier	N	ADJ;MASC;SG
관습	coutumières	관습	coutumier	N	ADJ;FEM;PL
캐롤라이나	caroline	캐롤라이나	caroline		N;FEM;SG
캐롤라이나	carolina	캐롤라이나	carolina		PROPN
인터랙티브	interactivité	인터랙티브	interactivité		N;FEM;SG
인터랙티브	interactif	인터랙티브	interactif		ADJ;MASC;SG
인터랙티브	interactives	인터랙티브	interactif		ADJ;FEM;PL
인터랙티브	interactive	인터랙티브	interactif		ADJ;FEM;SG
인터랙티브	interactifs	인터랙티브	interactif		ADJ;MASC;PL
케이시	casey	케이시	casey		PROPN
기꺼이	volontiers	기꺼이	volontiers		ADV
퍼거슨	ferguson	퍼거슨	ferguson		PROPN
우회	contourner	우회	contourner	N	V;NFIN
드레이크	drake	드레이크	drake		PROPN
애니멀	animale	애니멀	animal		ADJ;FEM;SG
애니멀	animal	애니멀	animal		N;MASC;SG
죄수	prisonnières	죄수	prisonnier	N	ADJ;FEM;PL
죄수	détenus	죄수	détenir	N	V;MASC;PL;PST;V.PTCP
훔볼트	humboldt	훔볼트	humboldt		N;MASC;SG
맬컴	malcolm	맬컴	malcolm	N	PROPN
푸틴	poutine	푸틴	poutine		N;MASC;SG
푸틴	putin	푸틴	putin		INTJ
아카기	akagi	아카기	akagi		PROPN
다카기	takagi	다카기	takagi		PROPN
프리덤	liberté	프리덤	liberté		N;FEM;SG
요시키	yoshiki	요시키	yoshiki		PROPN
유야	yuya	유야	yuya		PROPN
동지	solstice	동지	solstice		N;MASC;SG
동지	camarade	동지	camarade		N;MASC;SG
동지	camarades	동지	camarade		N;MASC;PL
메이슨	maçon	메이슨	maçon		N;MASC;SG
메이슨	mason	메이슨	mason		PROPN
침묵	silencieuse	침묵	silencieux	N	ADJ;FEM;SG
침묵	muet	침묵	muet	N	ADJ;MASC;SG
침묵	silencieux	침묵	silencieux	N	ADJ;MASC;SG
침묵	silencieuses	침묵	silencieux	N	ADJ;FEM;PL
중성	neutre	중성	neutre	N	ADJ;MASC;SG
중성	neutres	중성	neutre	N	ADJ;MASC;PL
헌트	hunt	헌트	hunt		PROPN
헌트	pourchasser	헌트	pourchasser		V;NFIN
헌트	chasser	헌트	chasser		V;NFIN
헌트	chasse	헌트	chasse		N;FEM;SG
괴산	enlevées	괴산	enlever	PROPN	V;FEM;PL;PST;V.PTCP
괴산	enlevée	괴산	enlever	PROPN	V;FEM;SG;PST;V.PTCP
괴산	enlevé	괴산	enlever	PROPN	V;MASC;SG;PST;V.PTCP
괴산	enlevés	괴산	enlever	PROPN	V;MASC;PL;PST;V.PTCP
벵골	bengali	벵골	bengali	PROPN	N;MASC;SG
벵골	bengale	벵골	bengal	PROPN	N;MASC;SG
여자들	féminin	여자+들	féminin	N	ADJ;MASC;SG
융합	fusionnée	융합	fusionnée	N	V;FEM;SG;PST;V.PTCP
니코	niko	니코	niko		PROPN
니코	nico	니코	nico		PROPN
스나이퍼	snipers	스나이퍼	snipers		N;MASC;PL
스나이퍼	tireur	스나이퍼	tireur		N;MASC;SG
스나이퍼	sniper	스나이퍼	sniper		N;MASC;SG
버팔로	buffle	버팔+로	buffle		N;MASC;SG
버팔로	buffles	버팔+로	buffle		N;MASC;PL
버팔로	buffalo	버팔+로	buffalo		PROPN
버팔로	bisons	버팔+로	bison		N;MASC;PL
버팔로	bison	버팔+로	bison		N;MASC;SG
커리어	carrière	커리어	carrière		N;FEM;SG
커리어	carrière	커리어	carrière		N;FEM;SG
커리어	carrières	커리어	carrière		N;FEM;PL
프로스트	gelées	프로스트	gelée		V;FEM;PL;PST;V.PTCP
프로스트	givré	프로스트	givrer		V;MASC;SG;PST;V.PTCP
프로스트	frost	프로스트	frost		PROPN
프로스트	givre	프로스트	givre		N;MASC;SG
프로스트	gelée	프로스트	gelée		V;FEM;SG;PST;V.PTCP
셰인	shane	셰인	shane		PROPN
크릭	crick	크릭	crick		PROPN
둥지	nids	둥+지	nid		N;MASC;PL
둥지	nid	둥+지	nid		N;MASC;SG
둥지	nids	둥+지	nid		N;MASC;PL
일시적	temporairement	일시+적	temporairement	N	ADV
일시적	provisoirement	일시+적	provisoirement	N	ADV
일시적	momentanément	일시+적	momentanément	N	ADV
일시적	provisoire	일시+적	provisoire	N	ADJ;MASC;SG
일시적	temporaires	일시+적	temporaire	N	ADJ;MASC;PL
일시적	temporaire	일시+적	temporaire	N	ADJ;MASC;SG
맥도널드	macdonald	맥도널드	macdonald	N	ADJ;MASC;SG
절벽	falaises	절벽	falaise		N;FEM;PL
절벽	falaises	절벽	falaise		N;FEM;PL
절벽	falaise	절벽	falaise		N;FEM;SG
절벽	cliff	절벽	cliff		PROPN
박쥐	bat	박쥐	battre		V;IND;SG;3;PRS;FIN
박쥐	batte	박쥐	battre		N;FEM;SG
박쥐	chauves	박쥐	chauve		ADJ;MASC;PL
박쥐	battes	박쥐	battre		N;FEM;PL
올림푸스	olympe	올림푸스	olympe		N;FEM;SG
올림푸스	olympus	올림푸스	olympus		N;MASC;SG
푸앵카레	poincaré	푸앵카레	poincarer	PROPN	V;MASC;SG;PST;V.PTCP
스타킹	bas	스타킹	bas		ADJ;MASC;SG
발광	lumineuse	발광	lumineux	N	ADJ;FEM;SG
발광	lumineuses	발광	lumineux	N	ADJ;FEM;PL
발광	lumineux	발광	lumineux	N	ADJ;MASC;SG
콤플렉스	complexe	콤플렉스	complexe		ADJ;MASC;SG
콤플렉스	complexes	콤플렉스	complexe		ADJ;MASC;PL
럭셔리	luxe	럭셔리	luxe		N;MASC;SG
보츠와나	botswana	보츠+와+나	botswana	CONJ	PROPN
물결	ondulations	물결	ondulation		N;FEM;PL
물결	vague	물결	vague		N;FEM;SG
물결	onde	물결	onde		N;FEM;SG
스트레이트	hétéro	스트레이트	hétéro		N;MASC;SG
이탈리아인	italiens	이탈리아인	italien	V	ADJ;MASC;PL
이탈리아인	italiennes	이탈리아인	italien	V	ADJ;FEM;PL
이탈리아인	italienne	이탈리아인	italien	V	ADJ;FEM;SG
이탈리아인	italien	이탈리아인	italien	V	ADJ;MASC;SG
이탈리아인	italiens	이탈리아인	italien	V	ADJ;MASC;PL
듀티	devoir	듀티	devoir	N	V;NFIN
홀리	holly	홀리	holly		PROPN
로체스터	rochester	로체스터	rochester	PROPN	V;NFIN
무작위	random	무작위	random	N	PROPN
무작위	aléatoire	무작위	aléatoire	N	ADJ;MASC;SG
무작위	aléatoires	무작위	aléatoire	N	ADJ;MASC;PL
발렌타인	valentin	발렌타인	valentin		N;FEM;SG
발렌타인	valentine	발렌타인	valentin		ADJ;FEM;SG
처칠	churchill	처칠	churchill		PROPN
랜스	lance	랜스	lance		N;FEM;SG
엑셀	excelle	걸+셀	excelle		V;IND;SG;3;PRS;FIN
엑셀	excel	걸+셀	excel		N;MASC;SG
서스펜션	sursis	서스펜션	sursis	N	V;MASC;SG;PST;V.PTCP
서스펜션	suspendre	서스펜션	suspendre	N	V;NFIN
서스펜션	suspendu	서스펜션	suspendre	N	V;MASC;SG;PST;V.PTCP
스킨	peau	스킨	peau		N;FEM;SG
니노미야	ninomiya	니노미야	ninomiya		PROPN
지배자	dominante	지배자	dominant	N	ADJ;FEM;SG
지배자	dominant	지배자	dominer	N	V;PRS;V.PTCP
헬레나	hélène	헬레+나	hélène	PROPN	N;FEM;SG
헬레나	helena	헬레+나	helener	PROPN	PROPN
이사벨라	isabella	이사벨+이+라	isabella	PROPN	ADJ;FEM;SG
이사벨라	isabelle	이사벨+이+라	isabelle	PROPN	N;FEM;SG
도망자	fugitifs	도망자	fugitif		N;MASC;PL
도망자	fugitive	도망자	fugitif		ADJ;FEM;SG
도망자	fugitif	도망자	fugitif		N;MASC;SG
파이트	combats	파이트	combat		N;MASC;PL
토네이도	tornades	토네이도	tornade		N;FEM;PL
토네이도	tornade	토네이도	tornade		N;FEM;SG
습지	marsh	습지	marsh	N	PROPN
열쇠	clés	열쇠	clé		N;FEM;PL
열쇠	clefs	열쇠	clef		N;MASC;PL
시리얼	serial	시리얼	serial		N;MASC;SG
시리얼	série	시리얼	série		N;FEM;SG
시리얼	céréale	시리얼	céréale		N;FEM;SG
시리얼	céréales	시리얼	céréale		N;FEM;PL
시리얼	céréale	시리얼	céréale		N;FEM;SG
시리얼	céréales	시리얼	céréale		N;FEM;PL
예언	prophéties	예언	prophétie		N;FEM;PL
예언	prophètes	예언	prophète		N;MASC;PL
예언	prophétie	예언	prophétie		N;FEM;SG
예언	prophéties	예언	prophétie		N;FEM;PL
프레스	appuyez	프레스	appuyer		V;IMP;PL;2;PRS;FIN
프레스	presse	프레스	presse		N;FEM;SG
레이첼	rachel	레이첼	rachel		PROPN
레이첼	rachael	레이첼	rachael		PROPN
아론	aaron	아론	aaron		PROPN
아론	aron	아론	aron		PROPN
신념	faith	신념	faire	N	PROPN
신념	croire	신념	croire	N	V;NFIN
얼티밋	ultimes	얼티밋	ultime		ADJ;MASC;PL
얼티밋	ultimate	얼티밋	ultimate		PROPN
얼티밋	ultime	얼티밋	ultime		ADJ;MASC;SG
플라즈마	plasma	플라즈마	plasma		N;MASC;SG
복음	évangélique	복음	évangélique	N	ADJ;MASC;SG
조앤	joan	조앤	joan	N	PROPN
일본항공	jal	일본+항공	jal	PROPN	PROPN
히사시	hisashi	히사시	hisashi		PROPN
오리온자리	orion	오리온자리	orion		PROPN
소수점	décimale	소수점	décimal	N	ADJ;FEM;SG
썬더	thunder	썬더	thunder		PROPN
썬더	tonnerre	썬더	tonnerre		N;MASC;SG
마샬	marshall	마샬	marshall		ADJ;MASC;SG
라이징	hausse	라이징	hausse		N;FEM;SG
라이징	rising	라이징	rising		PROPN
라이징	montante	라이징	montant		ADJ;FEM;SG
셰이크	cheikh	셰이크	cheikh	PROPN	PROPN
셰이크	sheikh	셰이크	sheikh	PROPN	PROPN
셰이크	cheik	셰이크	cheik	PROPN	N;MASC;SG
셰이크	cheikh	셰이크	cheikh	PROPN	PROPN
셰이크	cheik	셰이크	cheik	PROPN	N;MASC;SG
아이카와	aikawa	아이카+와	aikawa	CONJ	PROPN
창문	hublot	창문	hublot		N;MASC;SG
창문	vitre	창문	vitre		N;FEM;SG
창문	fenetre	창문	fenetre		N;FEM;SG
창문	fenêtre	창문	fenêtre		N;FEM;SG
창문	fenêtres	창문	fenêtre		N;FEM;PL
댄싱	danse	댄싱	danse		N;FEM;SG
댄싱	danses	댄싱	danse		N;FEM;PL
댄싱	danser	댄싱	danser		V;NFIN
댄싱	dansant	댄싱	danser		V;PRS;V.PTCP
슈가	sucre	슈+가	sucre		N;MASC;SG
슈가	sucres	슈+가	sucre		N;MASC;PL
불쾌한	désagréables	불쾌+하+ㄴ	désagréable	V	ADJ;MASC;PL
불쾌한	déplaisant	불쾌+하+ㄴ	déplaiser	V	ADJ;MASC;SG
불쾌한	désagréable	불쾌+하+ㄴ	désagréable	V	ADJ;MASC;SG
불쾌한	déplaisante	불쾌+하+ㄴ	déplaisant	V	ADJ;FEM;SG
버뮤다	bermudes	버티+다	bermude		N;MASC;PL
피사	pise	피사	pise	PROPN	PROPN
피사	pisa	피사	pisa	PROPN	PROPN
체스터	chester	체스터	chester	PROPN	PROPN
리오넬	lionel	리오넬	lionel	PROPN	PROPN
판도라	pandore	판도+라	pandore		N;FEM;SG
판도라	pandora	판도+라	pandora		PROPN
인터럽트	interrompre	인터럽트	interrompre	N	V;NFIN
인터럽트	interrompt	인터럽트	interrompre	N	V;IND;SG;3;PRS;FIN
매스	masse	매스	masse		N;FEM;SG
매스	messe	매스	messe		N;FEM;SG
인디애나폴리스	indianapolis	인디애나폴리스	indianapolis	N	PROPN
주님	lord	주님	lord		PROPN
주님	seigneur	주님	seigneur		N;MASC;SG
마돈나	madone	마돈+나	madone		N;FEM;SG
마돈나	madonna	마돈+나	madonna		PROPN
반영	reflètent	반영	refléter	N	V;IND;PL;3;PRS;FIN
반영	refléter	반영	refléter	N	V;NFIN
미화	usd	미화	usd		N;MASC;SG
미화	us$	미화	use		N;MASC;SG
인플루엔자	influenza	인플루+자자	influenzer		N;MASC;SG
인플루엔자	grippe	인플루+자자	grippe		N;FEM;SG
인플루엔자	grippe	인플루+자자	grippe		N;FEM;SG
자바스크립트	javascript	자바스크립트	javascript		INTJ
마르티네스	martinez	마르티네스	martine	PROPN	V;IMP;PL;2;PRS;FIN
마르티네스	martínez	마르티네스	martíne	PROPN	PROPN
콜롬보	colombo	콜롬보	colombo		PROPN
암살자	assassine	암살자	assassiner	N	V;IND;SG;3;PRS;FIN
알랭	alain	알+이+ㄹ	alain		PROPN
코스모스	cosmos	코스모스	cosmos		N;MASC;SG
더럼	durham	더럼	durham		PROPN
세타	theta	세타	theta		PROPN
세타	seta	세타	seter		PROPN
시아파	chiite	시아파	chiite	N	ADJ;MASC;SG
요시노리	yoshinori	요시노리	yoshinori		PROPN
궁궐	palais	궁궐	palais		N;MASC;SG
궁궐	palace	궁궐	palace		N;MASC;SG
미묘한	subtilement	미묘+하+ㄴ	subtilement	V	ADV
미묘한	subtil	미묘+하+ㄴ	subtil	V	ADJ;MASC;SG
미묘한	subtile	미묘+하+ㄴ	subtile	V	ADJ;FEM;SG
퓨전	fusion	퓨전	fusion		N;FEM;SG
랭커스터	lancaster	랭커스터	lancaster	PROPN	PROPN
일하기	travaillant	일하+기	travailler		V;PRS;V.PTCP
일하기	travailler	일하+기	travailler		V;NFIN
프레이저	fraser	프레이저	fraser		PROPN
