que	te	que	te	PRO	V;DEF;IND;SG;1;PRS;FIN;ACT
perfectamente	minden	perfectamente	minden	ADV	PRO;NOM;SG;3
perfectamente	hát	perfectamente	hát	ADV	
coñecía	újdonság	coñecer	újdonság	V	N;NOM;SG
coñecía	új	coñecer	új	V	ADJ;NOM;SG
usamos	használat	usar	használat	V	N;NOM;SG
usamos	használata	usar	használat	V	N;NOM;SG
usamos	felhasználás	usar	felhasználás	V	N;NOM;SG
usamos	használatával	usar	használat	V	N;INS;SG
usamos	használata	usar	használat	V	N;NOM;SG
usamos	felhasználva	usar	felhasználva	V	ADV;V.CVB
notas	te	nota	te	N	V;DEF;IND;SG;1;PRS;FIN;ACT
acadar	for	acadar	for	V	
acadar	elérés	acadar	elérés	V	N;NOM;SG
acadar	elérése	acadar	elérés	V	N;NOM;SG
limpa	tiszta	limpo	tiszta	ADJ	
limpa	clean	limpo	clean	ADJ	
limpa	töröld	limpo	töröld	ADJ	V;DEF;IMP;SG;2;PRS;FIN;ACT
funcionar	munkahelyi	funcionar	munkahelyi	V	N;NOM;SG
funcionar	munka	funcionar	munka	V	N;NOM;SG
funcionar	dolgozó	funcionar	dolgozó	V	ADJ;NOM;SG
funcionar	ki	funcionar	ki	V	PRO;NOM;SG;3
oxalá	kívánság	oxal	kívánság	V	N;NOM;SG
oxalá	bárcsak	oxal	bárcsak	V	
oxalá	csak	oxal	csak	V	ADV
oxalá	kizárólag	oxal	kizárólag	V	
acaso	ügy	acaso	ügy	ADV	N;NOM;SG
acaso	case	acaso	case	ADV	
acaso	eset	acaso	eset	ADV	N;NOM;SG
acaso	te	acaso	te	ADV	V;DEF;IND;SG;1;PRS;FIN;ACT
acaso	néhány	acaso	néhány	ADV	DET;INDF
acaso	don	acaso	don	ADV	
quitar	eltávolítás	quitar	eltávolítás	V	N;NOM;SG
quitar	eltávolítása	quitar	eltávolítás	V	N;NOM;SG
quitar	az	quitar	az	V	
quitar	le	quitar	le	V	ADV
quitar	kikapcsolva	quitar	kikapcsolva	V	ADV;V.CVB
quitar	off	quitar	off	V	
rusos	orosz	ruso	orosz	N	
rusos	oroszul	ruso	orosz	N	
fortuna	szerencse	fortuna	szerencse	N	
chicago	chicagóban	chicago	chicagó	PROPN	N;IN+ESS;SG
chicago	chicagói	chicago	chicagó	PROPN	N;NOM;SG
chicago	chicago	chicago	chicago	PROPN	
chicago	városban	chicago	város	PROPN	N;IN+ESS;SG
chicago	town	chicago	town	PROPN	
chicago	város	chicago	város	PROPN	N;NOM;SG
park	park	park	park	PROPN	N;NOM;SG
libras	for	libra	for	N	
gris	ősz	gris	ősz	PROPN	
gris	gray	gris	gray	PROPN	
gris	szürke	gris	szürke	PROPN	
gris	ősz	gris	ősz	PROPN	
gris	grey	gris	grey	PROPN	
gris	szürke	gris	szürke	PROPN	
choiva	rain	choiva	rain	N	
choiva	eső	choiva	eső	N	
choiva	az	choiva	az	N	
roubo	lop	roubo	lop	N	V;INDF;IND;SG;3;PRS;FIN;ACT
roubo	lopni	roubo	lop	N	V;NFIN;ACT
roubo	ellopni	roubo	ellop	N	V;NFIN;ACT
ladróns	rablók	ladrón	rabló	N	
ímonos	engedd	ímono	engedd	N	V;DEF;IMP;SG;2;PRS;FIN;ACT
ímonos	le	ímono	le	N	ADV
ímonos	kikapcsolva	ímono	kikapcsolva	N	ADV;V.CVB
ímonos	off	ímono	off	N	
ímonos	elmegy	ímono	el+megy	N	V;INDF;IND;SG;3;PRS;FIN;ACT
ímonos	alakul	ímono	alakul	N	V;INDF;IND;SG;3;PRS;FIN;ACT
ímonos	megyek	ímono	megy	N	V;INDF;IND;SG;1;PRS;FIN;ACT
ímonos	megy	ímono	megy	N	V;INDF;IND;SG;3;PRS;FIN;ACT
amén	amen	amén	amen	N	
amén	ámen	amén	ámen	N	
cona	az	cona	az	N	
cona	pokol	cona	pokol	N	
cona	szar	cona	szar	N	
coñecemos	met	coñecer	met	V	
crea	létrehozása	crear	létrehozás	V	N;NOM;SG
milleiros	ezer	milleiro	ezer	N	NUM;NOM;SG
milleiros	ezer	milleiro	ezer	N	NUM;NOM;SG
milleiros	milliók	milleiro	millió	N	
milleiros	millió	milleiro	millió	N	NUM;NOM;SG
falarei	beszélgetés	falar	beszélgetés	V	N;NOM;SG
falarei	will	falar	will	V	
falarei	fog	falar	fog	V	V;INDF;IND;SG;3;PRS;ACT
falarei	akarat	falar	akarat	V	N;NOM;SG
distinto	más	distinto	más	ADJ	PRO;NOM;SG;3
distinto	különböző	distinto	különböző	ADJ	
mostra	mutatja	mostra	mutat	N	V;DEF;IND;SG;3;PRS;FIN;ACT
mostra	az	mostra	az	N	
mostra	néhány	mostra	néhány	N	DET;INDF
mostra	mutasd	mostra	mutasd	N	V;DEF;IND;SG;3;PRS;FIN;ACT
mostra	show	mostra	show	N	
compromiso	kompromisszumos	compromiso	kompromisszumos	N	
compromiso	jelölt	compromiso	jelöl	N	
comezaron	ők	comezar	ők	V	PRO;NOM;PL;3
india	india	indiar	india	PROPN	
india	indián	indiar	indián	PROPN	
india	indiai	indiar	indiai	PROPN	ADJ;NOM;SG
chisco	kis	chisco	kis	N	ADJ;NOM;SG
chisco	kicsi	chisco	kicsi	N	
chisco	kevés	chisco	kevés	N	
chisco	bites	chisco	bites	N	
chisco	kicsit	chisco	kicsi	N	
chisco	miközben	chisco	miközben	N	ADV
chisco	mialatt	chisco	mialatt	N	ADV
chisco	míg	chisco	míg	N	ADV
chisco	amíg	chisco	amíg	N	ADV
chisco	néhány	chisco	néhány	N	DET;INDF
mentiras	hazudj	mentira	hazud	N	V;DEF;IND;SG;1;PRS;FIN;ACT
tranquila	vedd	tranquila	vedd	ADJ	V;DEF;IMP;SG;1;PRS;FIN;ACT
tranquila	könnyű	tranquila	könnyű	ADJ	
tranquila	egyedül	tranquila	egyedül	ADJ	
tranquila	don	tranquila	don	ADJ	
servizos	kiszolgálás	servizo	kiszolgálás	N	
propias	saját	propio	saját	ADJ	PRO;NOM;SG;3
recoñecer	az	recoñecer	az	V	
novela	újszerű	novelar	újszerű	N	
falan	beszélgetés	falar	beszélgetés	V	N;NOM;SG
falan	ők	falar	ők	V	PRO;NOM;PL;3
falan	beszélő	falar	beszélő	V	ADJ;NOM;SG
falan	kb	falar	kb	V	N;NOM;SG
falan	nagyjából	falar	nagy	V	N;IN+ABL;SG
falan	körülbelül	falar	körülbelül	V	ADV
conxunto	set	conxunto	set	N	
conxunto	beállítva	conxunto	beállítva	N	ADV;V.CVB
conxunto	egész	conxunto	egész	N	
conxunto	joint	conxunto	joint	N	
conxunto	együttes	conxunto	együttes	N	
conxunto	közös	conxunto	közös	N	
bar	bar	bar	bar	N	
bar	bár	bar	bár	N	CONJ
walt	walt	walt	walt	PROPN	
enviar	küldő	enviar	küldő	V	
enviar	elküldése	enviar	elküldés	V	N;NOM;SG
enviar	küldése	enviar	küldés	V	N;NOM;SG
confiar	can	confiar	can	V	
confiar	bizalom	confiar	bizalom	V	N;NOM;SG
confiar	hitem	confiar	hít	V	N;NOM;SG
confiar	faith	confiar	faith	V	
confiar	hit	confiar	hi	V	N;NOM;SG
confiar	hittel	confiar	hit	V	N;INS;SG
confiar	hitet	confiar	hít	V	N;ACC;SG
ritmo	mérték	ritmo	mér	N	
ritmo	legyőzni	ritmo	legyőz	N	V;NFIN;ACT
ritmo	az	ritmo	az	N	
quieto	még	quieto	még	N	ADV
quieto	állj	quieto	állj	N	V;INDF;IMP;SG;1;PRS;FIN;ACT
quieto	maradj	quieto	marad	N	V;INDF;IND;SG;1;PRS;FIN;ACT
botas	te	bota	te	N	V;DEF;IND;SG;1;PRS;FIN;ACT
testemuñas	láttam	testemuña	lát	N	V;DEF;IND;SG;1;PST;FIN;ACT
testemuñas	látta	testemuña	lát	N	V;DEF;IND;SG;3;PST;FIN;ACT
testemuñas	látták	testemuña	lát	N	V;DEF;IND;PL;3;PST;FIN;ACT
testemuñas	az	testemuña	az	N	
testemuñas	bear	testemuña	bear	N	
piedade	mercy	piedade	mercy	N	
posibilidade	chance	posibilidade	chance	N	
vivindo	élő	vivir	élő	V	
vivindo	live	vivir	live	V	
vivindo	élőben	vivir	élő	V	N;IN+ESS;SG
vivindo	élő	vivir	élő	V	
washington	washingtonban	washington	washingtonban	PROPN	N;IN+ESS;SG
washington	washington	washington	washington	PROPN	
rastro	elmegy	rastro	el+megy	N	V;INDF;IND;SG;3;PRS;FIN;ACT
rastro	bármelyik	rastro	bármelyik	N	
rastro	bármely	rastro	bármely	N	
rastro	bármilyen	rastro	bármilyen	N	
rastro	nyom	rastro	nyom	N	V;INDF;IND;SG;3;PRS;FIN;ACT
xoga	játék	xogar	játék	V	N;NOM;SG
xoga	play	xogar	play	V	
xoga	játssz	xogar	játssz	V	
foise	ez	foise	ez	V	PRO;NOM;SG;3
foise	bal	foise	bal	V	
foise	balra	foise	balra	V	
autismo	autista	autismo	autista	N	
autismo	with	autismo	with	N	
agardaba	várakozás	agardar	várakozás	V	N;NOM;SG
agardaba	várható	agardar	várható	V	ADJ;NOM;SG
asasinado	megölt	asasinar	megölt	V	
asasinado	meggyilkolt	asasinar	meggyilkolt	V	
malditos	véres	maldito	véres	N	
malditos	áldott	maldito	áldott	N	V;INDF;IND;SG;3;PST;FIN;ACT
madre	édesanyám	madre	édesanya	PROPN	N;NOM;SG
madre	anya	madre	anya	PROPN	N;NOM;SG
canóns	cannon	canón	cannon	N	
directora	igazgatónő	director	igazgatónő	ADJ	N;NOM;SG
directora	fejet	director	féj	ADJ	N;ACC;SG
directora	fej	director	fej	ADJ	N;NOM;SG
directora	fejét	director	feje	ADJ	N;ACC;SG
lisca	le	lisca	le	PROPN	ADV
lisca	kikapcsolva	lisca	kikapcsolva	PROPN	ADV;V.CVB
lisca	off	lisca	off	PROPN	
lisca	vesztett	lisca	veszt	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
lisca	elveszett	lisca	elveszett	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
lisca	lost	lisca	lost	PROPN	
lisca	ki	lisca	ki	PROPN	PRO;NOM;SG;3
pareces	mint	parecer	mint	V	CONJ
pareces	like	parecer	lik	V	
pareces	hang	parecer	hang	V	N;NOM;SG
pareces	hangot	parecer	hang	V	N;ACC;SG
bart	bart	bart	bart	PROPN	
fats	zsír	fats	zsír	PROPN	N;NOM;SG
fats	zsírok	fats	zsír	PROPN	N;NOM;PL
personaxe	őt	personaxe	ő	N	PRO;ACC;SG;3
personaxe	neki	personaxe	ő	N	
batallón	vedd	batallón	vedd	N	V;DEF;IMP;SG;1;PRS;FIN;ACT
jeannie	jeannie	jeannie	je	PROPN	
instituto	high	instituto	high	N	
instituto	magas	instituto	magas	N	ADJ;NOM;SG
instituto	magasan	instituto	magasan	N	
instituto	suli	instituto	suli	N	
saín	ki	saín	ki	V	PRO;NOM;SG;3
saín	bal	saín	bal	V	
saín	balra	saín	balra	V	
superior	superior	superior	superior	ADJ	N;NOM;SG
superior	felül	superior	felül	ADJ	
superior	top	superior	top	ADJ	
superior	csúcs	superior	csúcs	ADJ	
superior	felső	superior	felső	ADJ	
superior	legfelső	superior	legfelső	ADJ	
atopo	can	atopo	can	V	
identidade	azonosító	identidade	azonosító	N	ADJ;NOM;SG
encántame	szeretettel	encántame	szeretet	V	N;INS;SG
encántame	love	encántame	love	V	
encántame	szeretet	encántame	szeretet	V	N;NOM;SG
encántame	szerelem	encántame	szerelem	V	N;NOM;SG
despacho	íróasztal	despacho	íróasz	N	
poucas	kevesen	pouco	kevés	DET	ADV
poucas	pár	pouco	pár	DET	
poucas	kevés	pouco	kevés	DET	
poucas	kevesek	pouco	kevés	DET	
reais	real	real	real	ADJ	
reais	igazi	real	igazi	ADJ	
reais	valódi	real	valódi	ADJ	
reais	igaz	real	igaz	ADJ	
reais	igazi	real	igazi	ADJ	
poderás	will	poder	will	V	
poderás	fog	poder	fog	V	V;INDF;IND;SG;3;PRS;ACT
poderás	akarat	poder	akarat	V	N;NOM;SG
poderás	képes	poder	képes	V	
poderás	can	poder	can	V	
poderás	akkor	poder	akkor	V	ADV
poderás	aztán	poder	aztán	V	
pensamento	gondolkodik	pensamento	gondolkodik	N	V;INDF;IND;SG;3;PRS;FIN;ACT
pensamento	gondolkodom	pensamento	gondolkodik	N	V;INDF;IND;SG;1;PRS;FIN;ACT
pensamento	gondolkodó	pensamento	gondolkodó	N	
pensamento	hittem	pensamento	hit	N	V;DEF;IND;SG;1;PRS;FIN;ACT
pensamento	gondoltam	pensamento	gondol	N	V;INDF;IND;SG;1;PST;FIN;ACT
pensamento	történelmi	pensamento	történelmi	N	ADJ;NOM;SG
adultos	felnőtt	adulto	felnőtt	N	
adultos	felnőtt	adulto	felnőtt	N	
adultos	nagykorú	adulto	nagykorú	N	
vexan	lásd	vexar	lásd	V	
vexan	ők	vexar	ők	V	PRO;NOM;PL;3
vexan	ők	vexar	ők	V	PRO;NOM;PL;3
vexan	őket	vexar	ők	V	PRO;ACC;PL;3
romper	szünet	romper	szünet	V	N;NOM;SG
romper	törés	romper	törés	V	N;NOM;SG
usan	ők	usar	ők	V	PRO;NOM;PL;3
usan	használatával	usar	használat	V	N;INS;SG
usan	használata	usar	használat	V	N;NOM;SG
usan	felhasználva	usar	felhasználva	V	ADV;V.CVB
usan	használat	usar	használat	V	N;NOM;SG
usan	használata	usar	használat	V	N;NOM;SG
usan	felhasználás	usar	felhasználás	V	N;NOM;SG
pista	nyom	pistar	nyom	N	V;INDF;IND;SG;3;PRS;FIN;ACT
pista	nyomon	pistar	nyomon	N	
pista	vezet	pistar	vezet	N	V;INDF;IND;SG;3;PRS;FIN;ACT
protección	oltalom	protección	oltalom	N	
protección	megvédeni	protección	megvéd	N	V;NFIN;ACT
baleiro	üres	baleiro	üres	ADJ	
baleiro	üresség	baleiro	üresség	ADJ	N;NOM;SG
baleiro	üresség	baleiro	üresség	ADJ	N;NOM;SG
velos	lásd	velo	lásd	N	
velos	ők	velo	ők	N	PRO;NOM;PL;3
velos	ők	velo	ők	N	PRO;NOM;PL;3
velos	őket	velo	ők	N	PRO;ACC;PL;3
velos	te	velo	te	N	V;DEF;IND;SG;1;PRS;FIN;ACT
velos	nézd	velo	nézd	N	V;DEF;IMP;PL;3;PRS;FIN;ACT
remata	vége	rematar	vég	V	N;NOM;SG
remata	át	rematar	át	V	ADV
remata	befejezés	rematar	befejezés	V	N;NOM;SG
premio	az	premio	az	N	
esperando	várakozás	esperar	várakozás	V	N;NOM;SG
esperando	for	esperar	for	V	
soas	egyedül	so	egyedül	N	
soas	for	so	for	N	
soas	te	so	te	N	V;DEF;IND;SG;1;PRS;FIN;ACT
anacos	darab	anaco	darab	N	
estarán	ők	estar	ők	V	PRO;NOM;PL;3
estarán	will	estar	will	V	
estarán	akarat	estar	akarat	V	N;NOM;SG
intereses	érd	interese	érd	N	
esquezas	don	esquece	don	V	
esquezas	ez	esquece	ez	V	PRO;NOM;SG;3
fales	beszélni	fale	beszél	N	V;NFIN;ACT
fales	beszélj	fale	beszél	N	V;DEF;IMP;SG;1;PRS;FIN;ACT
fales	körülbelül	fale	körülbelül	N	ADV
traidor	áruló	traidor	áruló	N	
tardes	délután	tarde	délután	N	
tardes	délutáni	tarde	délutáni	N	
tardes	helló	tarde	helló	N	
tardes	hello	tarde	héll	N	
tardes	este	tarde	este	N	ADV
franza	france	franza	france	N	
springer	springer	springer	springer	PROPN	N;NOM;SG
souleymane	souleymane	souleymane	souleymane	PROPN	
jon	jon	jon	jon	PROPN	
naquel	ez	naquel	ez	PROPN	PRO;NOM;SG;3
condutor	vezető	condutor	vezető	N	
condutor	kocsis	condutor	kocsis	N	
condutor	tematikus	condutor	tematikus	N	ADJ;NOM;SG
condutor	nyom	condutor	nyom	N	V;INDF;IND;SG;3;PRS;FIN;ACT
chamaba	hívás	chamar	hívás	V	N;NOM;SG
chamaba	neve	chamar	név	V	N;NOM;SG
chamaba	név	chamar	név	V	N;NOM;SG
grao	alacsonyan	grao	alacsony	N	ADJ;FRML;SG
grao	alacsony	grao	alacsony	N	ADJ;NOM;SG
queixo	chin	queixo	chin	N	
queixo	csin	queixo	csin	N	
nervioso	ideges	nervioso	ideges	ADJ	
nervioso	kb	nervioso	kb	ADJ	N;NOM;SG
nervioso	nagyjából	nervioso	nagy	ADJ	N;IN+ABL;SG
nervioso	körülbelül	nervioso	körülbelül	ADJ	ADV
necesidades	kell	necesidade	kell	N	V;INDF;IND;SG;3;PRS;FIN;ACT
necesidades	szükséges	necesidade	szükséges	N	ADJ;NOM;SG
necesidades	kell	necesidade	kell	N	V;INDF;IND;SG;3;PRS;FIN;ACT
período	át	período	át	N	ADV
período	távú	período	távú	N	
móbil	mobilos	móbil	mobilos	ADJ	
móbil	mobile	móbil	mobile	ADJ	
móbil	mobil	móbil	mobil	ADJ	
móbil	cella	móbil	cella	ADJ	N;NOM;SG
móbil	sejt	móbil	sejt	ADJ	N;NOM;SG
móbil	telefonon	móbil	telefon	ADJ	
móbil	telefon	móbil	telef	ADJ	N;NOM;SG
móbil	telefont	móbil	telefont	ADJ	N;ACC;SG
infancia	gyermekkori	infancia	gyermekkori	N	
infancia	gyerekkori	infancia	gyerekkori	N	ADJ;NOM;SG
exacto	pontos	exacto	pontos	N	
exacto	jobbra	exacto	jobbra	N	ADV
exacto	ez	exacto	ez	N	PRO;NOM;SG;3
exacto	pontosan	exacto	pontos	N	ADJ;FRML;SG
mover	mozgás	mover	mozgás	V	N;NOM;SG
mover	költözés	mover	költözés	V	N;NOM;SG
mover	mozgó	mover	mozgó	V	
facerse	kész	facerse	kész	V	
complicado	bonyolult	complicar	bonyolult	V	
complicado	nehéz	complicar	nehéz	V	
complicado	kemény	complicar	kemény	V	
complicado	nagyon	complicar	nagyon	V	ADV
complicado	nehéz	complicar	nehéz	V	
complicado	bonyolult	complicar	bonyolult	V	
tolos	őrült	tolo	őrült	N	
tolos	őrült	tolo	őrült	N	
tolos	mad	tolo	mad	N	
tolos	nuts	tolo	nuts	N	
cerca	kb	cerca	kb	ADV	N;NOM;SG
cerca	nagyjából	cerca	nagy	ADV	N;IN+ABL;SG
cerca	közel	cerca	közel	ADV	
cobre	réz	cubrir	réz	V	N;NOM;SG
fíxeno	kész	fíxeno	kész	V	
pasará	will	pasar	will	V	
pasará	fog	pasar	fog	V	V;INDF;IND;SG;3;PRS;ACT
pasará	akarat	pasar	akarat	V	N;NOM;SG
arquitectura	építészeti	arquitectura	építészeti	N	ADJ;NOM;SG
coñecido	ismeretes	coñecer	ismeretes	V	
coñecido	ismert	coñecer	ismert	V	
poidas	tud	poder	tud	N	V;INDF;IND;SG;3;PRS;FIN;ACT
poidas	can	poder	can	N	
poidas	lehet	poder	lesz	N	V;INDF;POT;SG;3;PRS;FIN;ACT
poidas	te	poder	te	N	V;DEF;IND;SG;1;PRS;FIN;ACT
baixas	alacsonyan	baixa	alacsony	N	ADJ;FRML;SG
baixas	alacsony	baixa	alacsony	N	ADJ;NOM;SG
wilson	wilson	wilson	wilson	PROPN	
wilson	joseph	wilson	joseph	PROPN	
wilson	józsef	wilson	józsef	PROPN	
remate	az	remate	az	PROPN	
remate	elkészült	remate	elkészült	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
remate	befejezett	remate	befejezett	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
remate	kész	remate	kész	PROPN	
remate	kész	remate	kész	PROPN	
remate	vége	remate	vég	PROPN	N;NOM;SG
remate	át	remate	át	PROPN	ADV
remate	befejezés	remate	befejezés	PROPN	N;NOM;SG
remate	vége	remate	vég	PROPN	N;NOM;SG
remate	vég	remate	vég	PROPN	N;NOM;SG
baleira	üres	baleira	üres	ADJ	
gaña	győztes	gaña	győztes	V	
gaña	nyertes	gaña	nyertes	V	
gaña	win	gaña	win	V	
gaña	győzelem	gaña	győzelem	V	N;NOM;SG
gordo	fat	gordo	fat	N	
gordo	kövér	gordo	kövér	N	
gordo	nagy	gordo	nagy	N	ADJ;NOM;SG
descansar	pihenés	descansar	pihenés	V	N;NOM;SG
descansar	többi	descansar	többi	V	
descansar	pihenő	descansar	pihenő	V	
descansar	és	descansar	és	V	CONJ
descansar	néhány	descansar	néhány	V	DET;INDF
fría	hideg	fría	hideg	N	
smith	kovács	smith	kovács	PROPN	
smith	smith	smith	smith	PROPN	
pago	fizess	pago	fizess	N	V;DEF;IMP;SG;3;PRS;FIN;ACT
pago	fizetni	pago	fizet	N	V;NFIN;ACT
pago	fizet	pago	fizet	N	V;INDF;IND;SG;3;PRS;FIN;ACT
pago	fizetési	pago	fizetési	N	ADJ;NOM;SG
pago	fizetség	pago	fizetség	N	
pago	fizetve	pago	fizetve	N	ADV;V.CVB
pago	fizetett	pago	fizet	N	V;INDF;IND;SG;3;PST;FIN;ACT
pago	kifizetett	pago	kifizetett	N	V;INDF;IND;SG;3;PST;FIN;ACT
pago	fizető	pago	fizető	N	
pago	fizet	pago	fizet	N	V;INDF;IND;SG;3;PRS;FIN;ACT
bastardos	te	bastar	te	N	V;DEF;IND;SG;1;PRS;FIN;ACT
león	scarlet	león	scarlet	N	
imbécil	hülye	imbécil	hülye	ADJ	
imbécil	te	imbécil	te	ADJ	V;DEF;IND;SG;1;PRS;FIN;ACT
imbécil	idióta	imbécil	idióta	ADJ	
auto	kocsival	auto	kocsi	N	
culpábel	bűnös	culpábel	bűnös	ADJ	
coroa	crown	coroa	crown	N	
pasaron	ők	pasar	ők	V	PRO;NOM;PL;3
pasaron	évek	pasar	év	V	N;NOM;PL
pasaron	év	pasar	év	V	N;NOM;SG
pasaron	megtörtént	pasar	meg+történik	V	
pasaron	rakétákat	pasar	rakéta	V	N;ACC;PL
pasaron	rakéták	pasar	rakéta	V	N;NOM;PL
pasaron	csak	pasar	csak	V	ADV
pasaron	kizárólag	pasar	kizárólag	V	
pasaron	már	pasar	már	V	ADV
pasaron	máris	pasar	máris	V	
masa	tömeges	masa	tömeges	N	ADJ;NOM;SG
sabían	ők	saber	ők	V	PRO;NOM;PL;3
puidemos	képes	poder	képes	V	
tratamento	kezelni	tratamento	kezel	N	V;NFIN;ACT
tratamento	kezeljük	tratamento	kezel	N	V;DEF;IND;PL;1;PRS;FIN;ACT
canda	with	canda	with	N	
canda	ment	canda	megy	N	V;INDF;IND;SG;3;PST;FIN;ACT
illas	isles	illa	isles	N	
illas	az	illa	az	N	
illas	egyszer	illa	egyszer	N	ADV
noutra	lehetne	noutra	lesz	N	V;INDF;SG;3;PRS;FIN;ACT
noutra	máshol	noutra	máshol	N	
noutra	másutt	noutra	másut	N	
noutra	máshová	noutra	máshova	N	
noutra	valaki	noutra	valaki	N	
noutra	valakit	noutra	valakit	N	
posibilidades	jobb	posibilidade	jó	N	ADJ;NOM;CMPR;SG
posibilidades	jobban	posibilidade	jól	N	ADV
posibilidades	chance	posibilidade	chance	N	
tiro	lőtt	tiro	lőtt	N	V;INDF;IND;SG;3;PST;FIN;ACT
tiro	lelőtték	tiro	lelőt	N	V;DEF;IND;PL;3;PST;FIN;ACT
tiro	lő	tiro	lő	N	V;INDF;IND;SG;3;PRS;FIN;ACT
tiro	front	tiro	front	N	
nación	for	nación	for	N	
paro	munkanélküli	paro	munkanélküli	N	
paro	munkanélküli	paro	munkanélküli	N	
paro	millió	paro	millió	N	NUM;NOM;SG
paro	van	paro	van	N	V;INDF;IND;SG;3;PRS;FIN;ACT
charlie	charlie	charlie	charlie	PROPN	
charlie	charley	charlie	charley	PROPN	
china	kína	china	kína	N	PROPN;NOM;SG
china	china	china	china	N	
china	kínai	china	kínai	N	
gravidade	az	gravidade	az	N	
produto	termelési	produto	termelési	N	ADJ;NOM;SG
produto	ami	produto	ami	N	PRO;NOM;SG;3
produto	melyik	produto	melyik	N	
produto	mely	produto	mely	N	
produto	amely	produto	amely	N	PRO;NOM;SG;3
probable	valószínű	probable	valószínű	ADJ	
probable	valószínűleg	probable	valószínűleg	ADJ	
probable	valószínűtlen	probable	valószínűtlen	ADJ	
probable	valószínű	probable	valószínű	ADJ	
probable	valószínűleg	probable	valószínűleg	ADJ	
probable	valószínű	probable	valószínű	ADJ	
reacción	reagálni	reacción	reagál	N	V;NFIN;ACT
corredor	lefelé	corredor	lefelé	N	
corredor	le	corredor	le	N	ADV
corredor	hall	corredor	hall	N	
corredor	az	corredor	az	N	
corredor	futó	corredor	futó	N	
chamo	hívás	chamo	hívás	ADV	N;NOM;SG
chamo	hívd	chamo	hívd	ADV	V;DEF;IMP;SG;1;PRS;FIN;ACT
chamo	neve	chamo	név	ADV	N;NOM;SG
chamo	név	chamo	név	ADV	N;NOM;SG
chamo	telefonon	chamo	telefon	ADV	
chamo	telefon	chamo	telef	ADV	N;NOM;SG
chamo	telefont	chamo	telefont	ADV	N;ACC;SG
usando	használatával	usar	használat	V	N;INS;SG
usando	használata	usar	használat	V	N;NOM;SG
usando	felhasználva	usar	felhasználva	V	ADV;V.CVB
dalgún	rendezés	dalgún	rendezés	PROPN	N;NOM;SG
dalgún	valahogy	dalgún	valahogy	PROPN	
dalgún	néhány	dalgún	néhány	PROPN	DET;INDF
segundos	másodperc	segundo	másodperc	N	
segundos	másodszor	segundo	másod	N	
segundos	másodperc	segundo	másodperc	N	
segundos	második	segundo	második	N	
ferida	kár	ferida	kár	N	
ferida	fáj	ferida	fáj	N	V;INDF;IND;SG;3;PRS;FIN;ACT
ferida	bántani	ferida	bánt	N	V;NFIN;ACT
ferida	megsérült	ferida	meg+sérül	N	V;INDF;IND;SG;3;PST;FIN;ACT
ferida	sérültek	ferida	sérül	N	V;INDF;IND;PL;3;PST;FIN;ACT
ferida	sérült	ferida	sérül	N	V;INDF;IND;SG;3;PST;FIN;ACT
ferida	megsérült	ferida	meg+sérül	N	V;INDF;IND;SG;3;PST;FIN;ACT
curioso	különös	curioso	különös	ADJ	
curioso	kiváncsi	curioso	kiváncsi	ADJ	
curioso	kíváncsi	curioso	kíváncsi	ADJ	
curioso	páratlan	curioso	páratlan	ADJ	
curioso	furcsa	curioso	furcsa	ADJ	
curioso	vicces	curioso	vicces	ADJ	
curioso	különös	curioso	különös	ADJ	
curioso	furcsa	curioso	furcsa	ADJ	
elección	választás	elección	választás	N	
elección	választási	elección	választási	N	ADJ;NOM;SG
elección	választás	elección	választás	N	
xaponeses	japán	xaponés	japán	N	
sopa	bármelyik	sopa	bármelyik	N	
sopa	bármely	sopa	bármely	N	
sopa	bármilyen	sopa	bármilyen	N	
destrución	elpusztítani	destrución	elpusztít	N	V;NFIN;ACT
construción	építési	construción	építési	N	ADJ;NOM;SG
construción	határozott	construción	határoz	N	V;INDF;IND;SG;3;PST;FIN;ACT
construción	épült	construción	épül	N	V;INDF;IND;SG;3;PST;FIN;ACT
construción	épített	construción	épít	N	V;INDF;IND;SG;3;PST;FIN;ACT
construción	felépített	construción	felépít	N	V;INDF;IND;SG;3;PST;FIN;ACT
construción	beépített	construción	beépített	N	V;INDF;IND;SG;3;PST;FIN;ACT
ocasión	egy	ocasión	egy	N	DET;INDF
ocasión	egyszer	ocasión	egyszer	N	ADV
ocasión	valaha	ocasión	valaha	N	
ocasión	lehetséges	ocasión	lehetséges	N	ADJ;NOM;SG
ocasión	chance	ocasión	chance	N	
“	üdvözlégy	“	üdvözlégy		N;NOM;SG
“	éljen	“	él		V;INDF;IMP;SG;3;PRS;FIN;ACT
preparados	kész	preparar	kész	N	
preparados	felkészült	preparar	felkészült	N	
preparados	elkészítve	preparar	elkészítve	N	ADV;V.CVB
preparados	előkészítve	preparar	előkészítve	N	ADV;V.CVB
preparados	elkészített	preparar	elkészített	N	V;INDF;IND;SG;3;PST;FIN;ACT
preparados	for	preparar	for	N	
venda	for	venda	for	N	
venda	eladó	venda	eladó	N	ADJ;NOM;SG
venda	eladás	venda	eladás	N	
