през	poprzez	през	poprzez	ADP	
кристиан	chrześcijanie	кристиан	chrześcijanin	N;INDF;MASC;SG	N;NOM;MASC;PL
кристиан	krystian	кристиан	krystianin	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
кристиан	kristian	кристиан	kristianin	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
джовани	giovanni	джован	giovanny	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
добавя	dodać	добавям	dodać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;NFIN;ACT
добавя	dodaj	добавям	dodać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
добавя	doda	добавям	dodać	V;IPFV;IND;SG;3;PRS;FIN;ACT	
неин	jej	неин	on	DET;INDF;MASC;SG;3	PRO;GEN;FEM;SG;3
литва	litwy	литва	litwa	PROPN;INDF;FEM;SG	PROPN;GEN;FEM;SG
литва	litwa	литва	litwa	PROPN;INDF;FEM;SG	
джак	jacka	джак	jacka	PROPN;INDF;MASC;SG	N;ACC;MASC;SG
джак	jacku	джак	jack	PROPN;INDF;MASC;SG	N;VOC;MASC;SG
джак	jacek	джак	jacek	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
джак	jack	джак	jack	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
поглед	peek	поглед	peek	N;INDF;MASC;SG	
валерий	waleriusz	валерий	waleriusz	PROPN;INDF;MASC;SG	
преводач	tłumacz	преводач	tłumacz	N;INDF;MASC;SG	V;IPFV;IND;SG;PST;FIN;ACT
преводач	tłumacza	преводач	tłumacz	N;INDF;MASC;SG	
преводач	tłumacz	преводач	tłumacz	N;INDF;MASC;SG	V;IPFV;IND;SG;PST;FIN;ACT
преводач	tłumacza	преводач	tłumacz	N;INDF;MASC;SG	
давид	dawid	давид	dawid	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
давид	david	давид	david	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
масово	mass	масово	massy	ADV	
масово	masie	масово	masa	ADV	N;GEN;FEM;SG
масово	masy	масово	masa	ADV	N;GEN;FEM;SG
масово	masa	масово	masa	ADV	N;NOM;FEM;SG
масово	msza	масово	msza	ADV	N;NOM;FEM;SG
ранени	ranni	раня	ranny	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;MASC;PL
ранени	ranny	раня	ranny	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;MASC;SG
ранени	ranna	раня	ranna	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG
ранени	ranna	раня	ranna	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG
ранени	ranny	раня	ranny	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;MASC;SG
ранени	zraniony	раня	zranić	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
ранени	ranni	раня	ranny	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;MASC;PL
строителство	budowa	строителство	budowa	N;INDF;NEUT;SG	
вюртемберг	wirtembergia	вюртемберг	wirtembergia	N;INDF;MASC;SG	
дълбоко	głęboka	дълбоко	głęboki	ADV	ADJ;NOM;FEM;SG
дълбоко	głęboki	дълбоко	głęboki	ADV	ADJ;NOM;MASC;SG
дълбоко	głębokie	дълбоко	głęboki	ADV	ADJ;NOM;NEUT;SG
дълбоко	deep	дълбоко	deep	ADV	
относително	względne	относително	względny	ADV	ADJ;NOM;NEUT;SG
относително	krewni	относително	krewnić	ADV	N;NOM;MASC;PL
относително	krewny	относително	krewny	ADV	N;NOM;MASC;SG
относително	względna	относително	względny	ADV	ADJ;NOM;FEM;SG
различно	inna	различно	inny	ADV	ADJ;NOM;FEM;SG
различно	różne	различно	różny	ADV	ADJ;NOM;NEUT;SG
различно	inny	различно	inny	ADV	ADJ;NOM;MASC;SG
различно	różnych	различно	różny	ADV	ADJ;GEN;MASC;PL
афганистан	afganistan	афганистан	afganistan	N;DEF;MASC;SG	
афганистан	afganistanie	афганистан	afganistan	N;DEF;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
афганистан	afgańskie	афганистан	afgański	N;DEF;MASC;SG	ADJ;NOM;NEUT;SG
глави	reszka	глава	reszka	N;INDF;FEM;PL	N;NOM;MASC;SG
глави	głowy	глава	głowa	N;INDF;FEM;PL	N;ACC;FEM;SG
глави	glowy	глава	glowa	N;INDF;FEM;PL	V;IPFV;IND;SG;FIN;ACT
глави	orzeł	глава	orzeł	N;INDF;FEM;PL	N;NOM;MASC;SG
юнеско	unesco	юнеско	unesco	ADV	
екипаж	załogi	екипаж	załoga	N;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
екипаж	ekipy	екипаж	ekipa	N;INDF;MASC;SG	N;NOM;FEM;PL
пътуване	podróże	пътуване	podróż	N;INDF;NEUT;SG	N;ACC;FEM;PL
пътуване	podróże	пътуване	podróż	N;INDF;NEUT;SG	N;ACC;FEM;PL
пътуване	trip	пътуване	trip	N;INDF;NEUT;SG	
пътуване	podróże	пътуване	podróż	N;INDF;NEUT;SG	N;ACC;FEM;PL
тайван	tajwan	тайван	tajwan	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
тайван	tajwanu	тайван	tajwan	PROPN;INDF;MASC;SG	PROPN;GEN;MASC;SG
ангола	angoli	ангола	angolić	N;INDF;FEM;SG	PROPN;NOM;MASC;SG
активна	aktywni	активна	aktywny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;PL
специалист	specjalistyczne	специалист	specjalistyczny	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
хаджи	hadji	хаджи	hadja	N;INDF;MASC;SG	
хаджи	haji	хаджи	haja	N;INDF;MASC;SG	
арабия	arabia	арабия	arabia	PROPN;INDF;FEM;SG	PROPN;NOM;FEM;SG
арабия	arabii	арабия	arabia	PROPN;INDF;FEM;SG	PROPN;GEN;FEM;SG
гръцко	grecki	гръцко	grecki	ADV	ADJ;NOM;MASC;SG
гръцко	grecka	гръцко	grecki	ADV	ADJ;NOM;FEM;SG
гръцко	grecja	гръцко	grecja	ADV	N;NOM;FEM;SG
гръцко	greckie	гръцко	grecki	ADV	ADJ;NOM;NEUT;SG
камерун	kamerun	камерун	kamerun	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
цена	ceny	цена	cena	N;INDF;FEM;SG	N;NOM;FEM;PL
цена	price	цена	prica	N;INDF;FEM;SG	
цена	cena	цена	cena	N;INDF;FEM;SG	
цена	koszty	цена	koszt	N;INDF;FEM;SG	N;NOM;MASC;PL
костов	kostow	костов	kostowa	PROPN;INDF;MASC;SG	
правилно	prawo	правилно	prawo	ADV	N;NOM;NEUT;SG
правилно	poprawna	правилно	poprawny	ADV	ADJ;NOM;FEM;SG
правилно	poprawny	правилно	poprawny	ADV	ADJ;NOM;MASC;SG
правилно	poprawne	правилно	poprawny	ADV	ADJ;NOM;NEUT;SG
представени	przedstawiona	представя-(се)	przedstawić	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
представени	przedstawiony	представя-(се)	przedstawić	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
представени	prezentowane	представя-(се)	prezentować	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
представени	przedstawione	представя-(се)	przedstawić	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
представени	przedstawiono	представя-(се)	przedstawić	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
представени	przedstawiony	представя-(се)	przedstawić	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
представени	składane	представя-(се)	składać	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
представени	przekazane	представя-(се)	przekazać	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
представени	reprezentował	представя-(се)	reprezentować	V;PFV;INDF;PL;V.PTCP;PASS	V;IPFV;MASC;IND;SG;PST;FIN;ACT
представени	reprezentowane	представя-(се)	reprezentować	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
представени	reprezentowany	представя-(се)	reprezentować	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
представени	reprezentowana	представя-(се)	reprezentować	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
прилага	zastosować	прилагам	zastosować	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;NFIN;ACT
холмс	holmes	холмс	holmes	N;INDF;MASC;SG	
холмс	holmesa	холмс	holmes	N;INDF;MASC;SG	
настъпва	wystąpi	настъпвам	wystąpić	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;FUT;FIN;ACT
водач	leader	водач	leader	N;INDF;MASC;SG	
антоний	antoniusz	антоний	antoniusz	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
пламен	płamen	пламен	płamen	PROPN;INDF;MASC;SG	
владетели	władcy	владетел	władka	N;INDF;MASC;PL	N;NOM;MASC;SG
публикувана	opublikowane	публикувам	opublikować	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
публикувана	opublikowany	публикувам	opublikować	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
публикувана	opublikowano	публикувам	opublikować	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
публикувана	publikacja	публикувам	publikacja	V;PFV;INDF;FEM;SG;V.PTCP;PASS	N;NOM;FEM;SG
публикувана	publikowane	публикувам	publikować	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
браун	brązowa	браун	brązowy	PROPN;INDF;MASC;SG	ADJ;NOM;FEM;SG
браун	brown	браун	browna	PROPN;INDF;MASC;SG	
браун	brązowe	браун	brązowy	PROPN;INDF;MASC;SG	ADJ;NOM;NEUT;SG
браун	brąz	браун	brąz	PROPN;INDF;MASC;SG	
браун	brązowy	браун	brązowy	PROPN;INDF;MASC;SG	ADJ;NOM;MASC;SG
браун	braun	браун	brauny	PROPN;INDF;MASC;SG	
ръце	broń	ръка	broń	N;INDF;FEM;PL	V;IPFV;IMP;SG;2;FIN;ACT
посветен	poświęcone	посветя-(се)	poświęcić	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
посветен	oddany	посветя-(се)	oddać	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
посветен	poświęcona	посветя-(се)	poświęcić	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
посветен	poświęcony	посветя-(се)	poświęcić	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
посветен	oddani	посветя-(се)	oddać	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
посочено	wskazany	посоча	wskazany	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
посочено	wskazano	посоча	wskazać	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
посочено	wskazana	посоча	wskazać	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
посочено	wskazane	посоча	wskazany	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	
посочено	określony	посоча	określić	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	
посочено	określonych	посоча	określony	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
посочено	podany	посоча	podać	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
посочено	określono	посоча	określić	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
коментар	komentować	коментар	komentować	N;INDF;MASC;SG	V;IPFV;NFIN;ACT
неапол	neapol	неапол	neapol	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
неапол	neapolu	неапол	neapol	PROPN;INDF;MASC;SG	PROPN;GEN;MASC;SG
неапол	neapol	неапол	neapol	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
неапол	napoli	неапол	napolić	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
популярна	popularnych	популярен	popularny	ADJ;INDF;FEM;SG	ADJ;GEN;MASC;PL
стандарт	standardowy	стандарт	standardowy	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
стандарт	standardowa	стандарт	standardowy	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
стандарт	norma	стандарт	norma	N;INDF;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
стандарт	standardowe	стандарт	standardowy	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
стандарт	standard	стандарт	standard	N;INDF;MASC;SG	
популярен	popularnych	популярен	popularny	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;PL
студио	studia	студио	studia	N;INDF;NEUT;SG	N;NOM;NEUT;PL
студио	studio	студио	studio	N;INDF;NEUT;SG	
административни	administracyjna	административен	administracyjny	ADJ;INDF;PL	ADJ;NOM;FEM;SG
административни	administracyjny	административен	administracyjny	ADJ;INDF;PL	ADJ;NOM;MASC;SG
административни	administracyjne	административен	administracyjny	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
червена	czerwień	червен	czerwień	ADJ;INDF;FEM;SG	
брайън	brian	брайън	brian	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
брайън	briana	брайън	briana	PROPN;INDF;MASC;SG	
брайън	bryan	брайън	bryan	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
дейвис	davis	дейвис	davis	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
дейвис	davisa	дейвис	davisa	PROPN;INDF;MASC;SG	
дейвис	davies	дейвис	davies	PROPN;INDF;MASC;SG	
съдбата	losy	съдба	los	N;DEF;FEM;SG	N;NOM;MASC;PL
златна	złote	златен	złoty	ADJ;INDF;FEM;SG	
златна	golden	златен	golden	ADJ;INDF;FEM;SG	
златна	złoty	златен	złoty	ADJ;INDF;FEM;SG	
златна	złota	златен	złoty	ADJ;INDF;FEM;SG	
златна	złota	златен	złoty	ADJ;INDF;FEM;SG	
златна	złoto	златен	złoto	ADJ;INDF;FEM;SG	
златна	gold	златен	gold	ADJ;INDF;FEM;SG	
златна	złoty	златен	złoty	ADJ;INDF;FEM;SG	
културен	kultury	културен	kultura	ADJ;INDF;MASC;SG	N;GEN;FEM;SG
селски	wiejskich	селски	wiejski	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;PL
врата	drzwi	врата	drzwi	N;INDF;FEM;SG	N;NOM;NEUT;PL
врата	szyja	врата	szyj	N;INDF;FEM;SG	
врата	szyi	врата	szyi	N;INDF;FEM;SG	
мира	meera	мир	meer	N;INDF;FEM;SG	
мира	mira	мир	mira	N;INDF;FEM;SG	PROPN;NOM;FEM;SG
слава	sławy	слава	sława	N;INDF;FEM;SG	
слава	chwała	слава	chwały	N;INDF;FEM;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
слава	chwały	слава	chwały	N;INDF;FEM;SG	
слава	glory	слава	glora	N;INDF;FEM;SG	
ниски	niska	нисък	niska	ADJ;INDF;PL	
ниски	niskie	нисък	niski	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
ниски	niski	нисък	niski	ADJ;INDF;PL	ADJ;NOM;MASC;SG
ниски	low	нисък	low	ADJ;INDF;PL	
ниски	nisko	нисък	nisko	ADJ;INDF;PL	ADV
естествени	naturalne	естествен	naturalny	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
естествени	naturalny	естествен	naturalny	ADJ;INDF;PL	ADJ;NOM;MASC;SG
естествени	naturalna	естествен	naturalny	ADJ;INDF;PL	ADJ;NOM;FEM;SG
кухня	kuchnie	кухня	kuchnąć	N;INDF;FEM;SG	N;NOM;FEM;PL
кухня	kuchenne	кухня	kuchenny	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
предприятия	przedsiębiorstw	предприятие	przedsiębiorstwo	N;INDF;NEUT;PL	
предприятия	przedsiębiorstwa	предприятие	przedsiębiorstwa	N;INDF;NEUT;PL	N;NOM;NEUT;SG
младши	junior	младш	junior	PROPN;INDF;MASC;SG	
брюксел	bruksela	брюксел	bruksel	PROPN;INDF;MASC;SG	N;NOM;FEM;SG
брюксел	brukseli	брюксел	bruksel	PROPN;INDF;MASC;SG	
лигата	league	лига	leagu	N;DEF;FEM;SG	
павлов	pawłow	павлов	pawłowa	PROPN;INDF;MASC;SG	
редакции	edycji	редакция	edycja	N;INDF;FEM;PL	N;GEN;FEM;SG
откриване	discovery	откриване	discover	N;INDF;NEUT;SG	
откриване	odkryć	откриване	odkryć	N;INDF;NEUT;SG	V;PFV;NFIN;ACT
откриване	otwierające	откриване	otwierać	N;INDF;NEUT;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
етиопия	etiopii	етиопия	etiopia	N;INDF;FEM;SG	
листата	li	листа	lić	N;DEF;FEM;SG	PROPN;NOM;MASC;SG
листата	liście	листа	liść	N;DEF;FEM;SG	
тони	tony	тони	ton	N;INDF;MASC;SG	
тони	toni	тони	tonić	N;INDF;MASC;SG	
рейн	ren	рейн	ren	N;INDF;MASC;SG	
рейн	renie	рейн	rena	N;INDF;MASC;SG	
рейн	rain	рейн	raina	N;INDF;MASC;SG	
станислав	stanisław	станислав	stanisław	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
списания	czasopisma	списание	czasopismo	N;INDF;NEUT;PL	N;ACC;MASC;SG
списания	czasopisma	списание	czasopismo	N;INDF;NEUT;PL	N;ACC;MASC;SG
клубът	club	клуб	club	N;DEF;MASC;SG	
играл	zagrali	играя	zagrać	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;PFV;MASC;IND;PL;PST;FIN;ACT
положението	sytuacje	положение	sytuacja	N;DEF;NEUT;SG	N;NOM;FEM;PL
значителна	znaczne	значителен	znaczny	ADJ;INDF;FEM;SG	V;PFV;IND;SG;FIN;ACT
значителна	znaczący	значителен	znaczący	ADJ;INDF;FEM;SG	
значителна	znaczne	значителен	znaczny	ADJ;INDF;FEM;SG	V;PFV;IND;SG;FIN;ACT
значителна	znaczące	значителен	znaczący	ADJ;INDF;FEM;SG	
значителна	znacząca	значителен	znaczącać	ADJ;INDF;FEM;SG	
значителна	znaczący	значителен	znaczący	ADJ;INDF;FEM;SG	
медии	nośnik	медия	nośnik	N;INDF;FEM;PL	N;NOM;MASC;SG
номиниран	nominowany	номинирам	nominować	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
кратка	short	кратък	short	ADJ;INDF;FEM;SG	
кратка	krótko	кратък	krótko	ADJ;INDF;FEM;SG	ADV
кратка	krótko	кратък	krótko	ADJ;INDF;FEM;SG	ADV
вокал	vocal	вокал	vocal	N;INDF;MASC;SG	
одрин	edirne	одрин	edirny	N;INDF;MASC;SG	
усилия	wysiłek	усилие	wysiłek	N;INDF;NEUT;PL	N;ACC;MASC;SG
усилия	wysiłek	усилие	wysiłek	N;INDF;NEUT;PL	N;ACC;MASC;SG
усилия	nakład	усилие	nakład	N;INDF;NEUT;PL	N;NOM;MASC;SG
усилия	wysiłku	усилие	wysiłek	N;INDF;NEUT;PL	N;GEN;MASC;SG
представена	reprezentował	представя-(се)	reprezentować	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;IPFV;MASC;IND;SG;PST;FIN;ACT
представена	reprezentowane	представя-(се)	reprezentować	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
представена	reprezentowany	представя-(се)	reprezentować	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
представена	reprezentowana	представя-(се)	reprezentować	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
представена	przedstawiony	представя-(се)	przedstawić	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
представена	składane	представя-(се)	składać	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
представена	przekazane	представя-(се)	przekazać	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
представена	przedstawiona	представя-(се)	przedstawić	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
представена	przedstawiony	представя-(се)	przedstawić	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
представена	prezentowane	представя-(се)	prezentować	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
представена	przedstawione	представя-(се)	przedstawić	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
представена	przedstawiono	представя-(се)	przedstawić	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
контакт	kontakty	контакт	kontakt	N;INDF;MASC;SG	N;NOM;MASC;PL
космоса	kosmos	космос	kosmos	N;DEF;MASC;SG	
космоса	kosmos	космос	kosmos	N;DEF;MASC;SG	
средновековна	średniowiecza	средновековен	średniowieczy	ADJ;INDF;FEM;SG	N;NOM;NEUT;SG
населено	zaludnionych	населя	zaludnić	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;GEN;MASC;PL
традиционно	tradycyjne	традиционен	tradycyjny	ADV	ADJ;NOM;NEUT;SG
традиционно	tradycyjna	традиционен	tradycyjny	ADV	ADJ;NOM;FEM;SG
традиционно	tradycja	традиционен	tradycja	ADV	N;NOM;FEM;SG
традиционно	tradycyjny	традиционен	tradycyjny	ADV	ADJ;NOM;MASC;SG
традиционно	tradycyjnych	традиционен	tradycyjny	ADV	ADJ;GEN;MASC;PL
костур	bass	костур	bass	N;INDF;MASC;SG	
костур	bas	костур	bas	N;INDF;MASC;SG	
разделен	rozdzielone	разделя-(се)	rozdzielić	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
разделен	oddzielone	разделя-(се)	oddzielić	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
разделен	podzielona	разделя-(се)	podzielić	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
разделен	dzielone	разделя-(се)	dzielić	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
разделен	podzielone	разделя-(се)	podzielić	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
разделен	podzielony	разделя-(се)	podzielić	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
разделен	podział	разделя-(се)	podziać	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
разделен	podziel	разделя-(се)	podziel	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;IMP;SG;2;FIN;ACT
разделен	split	разделя-(се)	split	V;PFV;INDF;MASC;SG;V.PTCP;PASS	
среден	średnio	среден	średnio	ADJ;INDF;MASC;SG	
среден	średnie	среден	średnie	ADJ;INDF;MASC;SG	
среден	średnia	среден	średnia	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
среден	średnio	среден	średnio	ADJ;INDF;MASC;SG	
среден	średnie	среден	średnie	ADJ;INDF;MASC;SG	
среден	średnia	среден	średnia	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
чехословакия	czechosłowacji	чехословаки	czechosłowacja	PROPN;INDF;FEM;SG	N;GEN;FEM;SG
независима	niezależnych	независим	niezależny	ADJ;INDF;FEM;SG	ADJ;GEN;MASC;PL
независима	niezależni	независим	niezależni	ADJ;INDF;FEM;SG	N;NOM;MASC;PL
горски	leśnictwa	горски	leśnictwo	ADJ;INDF;MASC;SG	N;GEN;NEUT;SG
горски	lasy	горски	las	ADJ;INDF;MASC;SG	N;NOM;MASC;PL
горски	lasu	горски	las	ADJ;INDF;MASC;SG	N;GEN;MASC;SG
горски	las	горски	las	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
бронзов	brąz	бронзов	brąz	N;INDF;MASC;SG	
достигне	zasięg	достигна	zasięg	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;MASC;SG
достигне	reach	достигна	reach	V;PFV;IND;SG;3;PST;FIN;ACT	
активен	aktywni	активен	aktywny	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
спомени	pamięci	споменя	pamięć	N;INDF;MASC;PL	
спомени	pamięć	споменя	pamięć	N;INDF;MASC;PL	N;NOM;FEM;SG
спомени	wspomnienie	споменя	wspomnienie	N;INDF;MASC;PL	N;NOM;NEUT;SG;POS;V.MSDR
спомени	pamięci	споменя	pamięć	N;INDF;MASC;PL	
бъдеще	przyszł	бъдеще	przyjść	N;INDF;NEUT;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
изследовател	explorer	изследовател	explorer	N;INDF;MASC;SG	
хранене	żywieniowe	хранене	żywieniowy	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
хранене	karmi	хранене	karmić	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
бразилски	brazylii	бразилски	brazylia	ADJ;INDF;MASC;SG	N;GEN;FEM;SG
марин	marin	марин	marina	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
интер	między	интер	między	PROPN;INDF;MASC;SG	ADP
варшава	warszawa	варшав	warszawa	PROPN;INDF;FEM;SG	
юлия	julii	юлия	julia	PROPN;INDF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
юлия	julia	юлия	julia	PROPN;INDF;FEM;SG	PROPN;NOM;FEM;SG
племе	plemię	племе	plemia	N;INDF;NEUT;SG	
псевдоним	alias	псевдоня	alias	N;INDF;MASC;SG	
мирен	pokojowe	мирен	pokojowy	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
