lincoln	lincoln	lincoln	lincoln	PROPN	N;NOM;MASC;SG
représentés	zastopane	représenter	zastopan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
représentés	zastopani	représenter	zastopan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
représentés	predstavljal	représenter	predstavljati	V;MASC;PL;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
anneaux	prstana	anneau	prstan	N;MASC;PL	N;NOM;MASC;SG
anneaux	prstani	anneau	prstan	N;MASC;PL	ADJ;NOM;MASC;PL;V.PTCP
cyr	cyr	cyr	cyr	N;MASC;SG	
parisiens	pariško	parisien	pariški	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
parisiens	pariški	parisien	pariški	ADJ;MASC;PL	ADJ;NOM;DEF;MASC;SG
qualifiée	usposobljenih	qualifier	usposobljen	V;FEM;SG;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
qualifiée	kvalifikacije	qualifier	kvalifikacija	V;FEM;SG;PST;V.PTCP	N;NOM;FEM;PL
qualifiée	kvalificiranih	qualifier	kvalificiran	V;FEM;SG;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
qualifiée	kvalificiran	qualifier	kvalificiran	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
qualifiée	kvalificirano	qualifier	kvalificiran	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
qualifiée	usposobljena	qualifier	usposobljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
qualifiée	kvalificiran	qualifier	kvalificiran	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
qualifiée	usposobljeno	qualifier	usposobljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
qualifiée	usposobljen	qualifier	usposobljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
fifa	fifa	fif	fifa	N;FEM;SG	PROPN;NOM;FEM;SG
finance	finance	finance	finance	N;FEM;SG	N;NOM;FEM;PL
finance	finance	finance	finance	N;FEM;SG	N;NOM;FEM;PL
vedette	predstavljeni	vedette	predstavljen	N;FEM;SG	ADJ;NOM;MASC;PL;V.PTCP
vedette	predstavljeno	vedette	predstavljen	N;FEM;SG	ADJ;NOM;NEUT;SG;V.PTCP
vedette	predstavljene	vedette	predstavljen	N;FEM;SG	ADJ;NOM;FEM;PL;V.PTCP
vedette	predstavljena	vedette	predstavljen	N;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
vedette	predstavljenih	vedette	predstavljen	N;FEM;SG	ADJ;GEN;MASC;PL;V.PTCP
vedette	predstavljen	vedette	predstavljen	N;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
critère	kriteriji	critère	kriterij	N;MASC;SG	N;NOM;MASC;PL
critère	merila	critère	meriti	N;MASC;SG	N;NOM;NEUT;PL
inédit	neobjavljenih	inédit	neobjavljen	ADJ;MASC;SG	ADJ;GEN;MASC;PL;V.PTCP
inédit	neizdanih	inédit	neizdan	ADJ;MASC;SG	ADJ;GEN;MASC;PL
stanislas	stanislas	stanislas	stanislas	PROPN	N;NOM;MASC;SG
tensions	napetost	tension	napetost	N;FEM;PL	N;NOM;FEM;SG
tensions	napetosti	tension	napetost	N;FEM;PL	N;GEN;FEM;SG
tensions	napetosti	tension	napetost	N;FEM;PL	N;GEN;FEM;SG
tensions	napetosti	tension	napetost	N;FEM;PL	N;GEN;FEM;SG
lucie	lucie	lucie	lucia	PROPN	PROPN;NOM;MASC;SG
lucie	lucija	lucie	lucija	PROPN	N;NOM;FEM;SG
lucie	lucy	lucie	lucy	PROPN	PROPN;NOM;FEM;SG
lucie	lucija	lucie	lucija	PROPN	N;NOM;FEM;SG
lucie	lucia	lucie	lucia	PROPN	N;NOM;FEM;SG
casse	poči	casse	počati	N;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
casse	casse	casse	cassa	N;FEM;SG	
bête	zver	bête	zvera	ADJ;FEM;SG	N;NOM;MASC;SG
bête	zveri	bête	zvera	ADJ;FEM;SG	N;NOM;FEM;PL
impôts	davčna	impôt	davčen	N;MASC;PL	ADJ;NOM;FEM;SG
impôts	davek	impôt	davek	N;MASC;PL	N;NOM;MASC;SG
brigitte	brigitte	brigitte	brigiti	N;FEM;SG	
pattes	nogi	patte	noga	N;FEM;PL	N;NOM;FEM;DU
pattes	tace	patte	tace	N;FEM;PL	
adapter	prilagajanje	adapter	prilagajanje	V;NFIN	N;NOM;NEUT;SG
bull	bik	bull	bik	PROPN	N;NOM;MASC;SG
bull	bull	bull	bull	PROPN	N;NOM;MASC;SG
reconstruite	obnovljene	reconstruire	obnovljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
reconstruite	rekonstruirani	reconstruire	rekonstruiran	V;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL
reconstruite	obnovljena	reconstruire	obnovljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
craig	craig	craig	craig	PROPN	PROPN;NOM;MASC;SG
évalué	ocenjeno	évaluer	ocenjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
évalué	ocenjeni	évaluer	ocenjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
évalué	ocenjen	évaluer	ocenjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
évalué	ocenjena	évaluer	ocenjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
évalué	ocenjeno	évaluer	ocenjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
évalué	nazivna	évaluer	naziven	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
évalué	ocenjen	évaluer	ocenjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
évalué	ocenjeni	évaluer	ocenjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
évalué	ocenjeno	évaluer	ocenjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
saintes	svetniki	saint	svetnik	ADJ;FEM;PL	N;NOM;MASC;PL
saintes	sveti	saint	svet	ADJ;FEM;PL	ADJ;NOM;DEF;MASC;SG
saintes	sveto	saint	svet	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
rond	okrogla	rond	okrogel	N;MASC;SG	ADJ;NOM;FEM;SG
rond	okrogle	rond	okrogel	N;MASC;SG	ADJ;NOM;FEM;PL
rond	okrogel	rond	okrogeti	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
rond	okroglo	rond	okrogel	N;MASC;SG	ADJ;NOM;NEUT;SG
rond	rond	rond	rond	N;MASC;SG	
bnf	bnf	bnf	bnf	N;FEM;SG	
érigé	postavljene	ériger	postavljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
érigé	postavljen	ériger	postavljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
rudolf	rudolf	rudolf	rudolf	PROPN	PROPN;NOM;MASC;SG
commandée	urejen	commander	urejen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
commandée	naročeno	commander	naročen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
singapour	singapur	singapour	singapur	PROPN	N;NOM;MASC;SG
michelle	michelle	michelle	michell	N;FEM;SG	PROPN;NOM;FEM;SG
joie	radosti	joie	radost	N;FEM;SG	N;NOM;FEM;PL
joie	joy	joie	joy	N;FEM;SG	PROPN;NOM;MASC;SG
puissants	močan	puissant	močen	ADJ;MASC;PL	ADJ;NOM;INDF;MASC;SG
puissants	močno	puissant	močno	ADJ;MASC;PL	ADV
puissants	mogočna	puissant	mogočen	ADJ;MASC;PL	ADJ;NOM;FEM;SG
puissants	močna	puissant	močen	ADJ;MASC;PL	ADJ;NOM;FEM;SG
hymne	hymne	hymne	hymen	N;MASC;SG	
douleur	bolečine	douleur	bolečina	N;FEM;SG	N;NOM;FEM;PL
restauré	obnovljeno	restaurer	obnovljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
restauré	obnovljen	restaurer	obnovljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
restauré	obnovljena	restaurer	obnovljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
gay	gay	gay	gay	N;MASC;SG	PROPN;NOM;MASC;SG
intense	intenzivne	intense	intenziven	ADJ;FEM;SG	ADJ;NOM;FEM;PL
intense	intenzivno	intense	intenzivno	ADJ;FEM;SG	ADV
intense	intenzivno	intense	intenzivno	ADJ;FEM;SG	ADV
rendus	rendus	rendre	rendus	V;MASC;PL;PST;V.PTCP	N;NOM;MASC;SG
vegas	vegas	vegas	vegas	PROPN	N;NOM;MASC;SG
pacte	kompakten	pacte	kompakten	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
analyses	analizo	analyse	analiza	N;FEM;PL	N;ACC;FEM;SG
analyses	analiza	analyse	analiza	N;FEM;PL	N;NOM;FEM;SG
foire	pošteno	foire	pošteno	N;FEM;SG	ADV
foire	pravično	foire	pravičen	N;FEM;SG	ADJ;NOM;NEUT;SG
stock	zaloge	stock	zaloga	N;MASC;SG	N;NOM;FEM;PL
fritz	fritz	fritz	fritz	PROPN	N;NOM;MASC;SG
dépenses	poraba	dépense	poraba	N;FEM;PL	N;NOM;FEM;SG
vampire	vampirski	vampire	vampirski	N;MASC;SG	ADJ;NOM;MASC;SG
vampire	vampirji	vampire	vampir	N;MASC;SG	N;NOM;MASC;PL
vampire	vampirski	vampire	vampirski	N;MASC;SG	ADJ;NOM;MASC;SG
comtés	okrožja	comté	okrožje	N;MASC;PL	N;NOM;NEUT;SG
platine	platine	platine	platina	N;FEM;SG	N;NOM;FEM;PL
jeter	met	jeter	met	V;NFIN	
jeter	jeter	jeter	jetra	V;NFIN	N;GEN;NEUT;PL
perrin	perrin	perrin	perrin	PROPN	PROPN;NOM;MASC;SG
remplacés	zamenjana	remplacer	zamenjan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
remplacés	nadomeščen	remplacer	nadomeščen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
pin	bor	pin	bor	N;MASC;SG	
angelo	angelo	angelo	angelo	PROPN	PROPN;NOM;FEM;SG
moreau	moreau	moreau	morea	PROPN	N;NOM;MASC;SG
augmenté	povečana	augmenter	povečan	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
augmenté	povečan	augmenter	povečan	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
augmenté	povečano	augmenter	povečan	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
augmenté	zvišana	augmenter	zvišan	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
augmenté	povečana	augmenter	povečan	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
augmenté	povečan	augmenter	povečan	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
haïti	haiti	haïti	haiti	PROPN	N;NOM;MASC;SG
haïti	haitiju	haïti	haiti	PROPN	N;DAT;MASC;SG
pédagogique	pedagoških	pédagogique	pedagoški	ADJ;MASC;SG	ADJ;GEN;MASC;PL
cécile	cecile	cécile	ceciti	ADJ;FEM;SG	N;NOM;FEM;SG
tissu	tkanine	tissu	tkanina	N;MASC;SG	N;NOM;FEM;PL
continu	neprekinjeno	continu	neprekinjen	ADJ;MASC;SG	ADV
mets	mets	mettre	mets	V;IMP;SG;2;PRS;FIN	N;NOM;MASC;SG
rire	smeha	rire	smeha	V;NFIN	N;GEN;MASC;SG
rire	smeh	rire	smeh	V;NFIN	N;NOM;MASC;SG
rire	smej	rire	smej	V;NFIN	N;NOM;MASC;SG
rire	smeh	rire	smeh	V;NFIN	N;NOM;MASC;SG
rire	smeha	rire	smeha	V;NFIN	N;GEN;MASC;SG
rire	smeh	rire	smeh	V;NFIN	N;NOM;MASC;SG
créations	stvaritev	création	stvaritev	N;FEM;PL	N;NOM;FEM;SG
cylindres	valj	cylindre	valja	N;MASC;PL	N;NOM;MASC;SG
cylindres	cilinder	cylindre	cilinder	N;MASC;PL	N;NOM;MASC;SG
cylindres	valja	cylindre	valja	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
cylindres	rolls	cylindre	rolls	N;MASC;PL	N;NOM;MASC;SG
terreur	groze	terreur	groza	N;FEM;SG	N;NOM;FEM;PL
temporaire	začasno	temporaire	začasno	ADJ;MASC;SG	ADV
verlag	verlag	verlag	verlag	PROPN	
wang	wang	wang	wang	PROPN	PROPN;NOM;MASC;SG
brooklyn	brooklyn	brooklyn	brooklyn	PROPN	N;NOM;MASC;SG
ultra	ultra	ultra	ulter	N;MASC;SG	
fourni	zagotovljenih	fournir	zagotovljen	V;MASC;SG;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
sonde	sonde	sonde	sonda	N;FEM;SG	N;NOM;FEM;PL
tante	tete	tante	ta	N;FEM;SG	N;NOM;FEM;PL
baltimore	baltimore	baltimore	baltimora	PROPN	N;NOM;MASC;SG
télécommunications	telecom	télécommunication	teloc	N;FEM;PL	N;NOM;MASC;SG
télécommunications	telekom	télécommunication	telek	N;FEM;PL	N;DAT;MASC;SG
télécommunications	telekomunikacije	télécommunication	telekomunikacija	N;FEM;PL	N;NOM;FEM;SG
assurances	zavarovanje	assurance	zavarovanje	N;FEM;PL	N;NOM;NEUT;SG
stabilité	stabilni	stabilité	stabilen	N;FEM;SG	ADJ;NOM;MASC;PL
stabilité	stabilen	stabilité	stabilen	N;FEM;SG	ADJ;NOM;INDF;MASC;SG
stabilité	stabilno	stabilité	stabilen	N;FEM;SG	ADJ;NOM;NEUT;SG
dotée	obdarjen	doter	obdarjen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
simultanément	sočasne	simultanément	sočasen	ADV	ADJ;NOM;FEM;PL
simultanément	hkratno	simultanément	hkraten	ADV	ADJ;NOM;NEUT;SG
essonne	essonne	essonner	essonen	N;FEM;SG	ADJ;NOM;MASC;SG
touché	zadetek	toucher	zadetek	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
touché	hit	toucher	hit	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
touché	zadetek	toucher	zadetek	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
touché	prizadeta	toucher	prizadet	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
touché	prizadetih	toucher	prizadet	V;MASC;SG;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
touché	prizadete	toucher	prizadeti	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
touché	prizadeti	toucher	prizadeti	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
touché	prizadet	toucher	prizadet	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
touché	prizadeto	toucher	prizadeto	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
nicholas	nicholas	nicholas	nicholas	PROPN	PROPN;NOM;MASC;SG
globalement	splošno	globalement	splošen	ADV	ADJ;NOM;NEUT;SG
attirer	zanimivost	attirer	zanimivost	V;NFIN	N;NOM;FEM;SG
attirer	atrakcija	attirer	atrakcija	V;NFIN	N;NOM;FEM;SG
attirer	privlačnosti	attirer	privlačnost	V;NFIN	N;GEN;FEM;SG
attirer	privlačnost	attirer	privlačnost	V;NFIN	N;NOM;FEM;SG
attirer	vaba	attirer	vaba	V;NFIN	N;NOM;FEM;SG
attirer	privabljanje	attirer	privabljanje	V;NFIN	N;NOM;NEUT;SG
exploitant	operator	exploiter	operator	V;PRS;V.PTCP	N;NOM;MASC;SG
exploitant	upravljavec	exploiter	upravljavec	V;PRS;V.PTCP	N;NOM;MASC;SG
exploitant	izvajalec	exploiter	izvajalec	V;PRS;V.PTCP	N;NOM;MASC;SG
exploitant	operater	exploiter	operater	V;PRS;V.PTCP	N;NOM;MASC;SG
végétation	vegetacije	végétation	vegetacija	N;FEM;SG	N;NOM;FEM;PL
souffle	pihal	souffle	pihati	N;MASC;SG	V;IPFV;MASC;SG;V.PTCP
souffle	piha	souffle	pihati	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
pol	pol	pol	pol		DET
diagnostic	diagnostičnih	diagnostic	diagnostičen	N;MASC;SG	ADJ;GEN;MASC;PL
diagnostic	diagnoze	diagnostic	diagnoz	N;MASC;SG	N;NOM;FEM;PL
conservés	zadržani	conserver	zadržan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
conservés	ohranjena	conserver	ohranjen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
conservés	ohranjen	conserver	ohranjen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
conservés	ohranjeno	conserver	ohranjen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
sacrée	sveta	sacrer	svet	V;FEM;SG;PST;V.PTCP	N;NOM;MASC;SG
sacrée	svete	sacrer	svet	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;PL
sacrée	sveto	sacrer	svet	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
musulman	islamske	musulman	islamski	ADJ;MASC;SG	ADJ;NOM;FEM;PL
musulman	muslimani	musulman	musliman	ADJ;MASC;SG	N;NOM;MASC;PL
musulman	musliman	musulman	musliman	ADJ;MASC;SG	N;NOM;MASC;SG
musulman	muslimani	musulman	musliman	ADJ;MASC;SG	N;NOM;MASC;PL
musulman	muslimanov	musulman	musliman	ADJ;MASC;SG	N;GEN;MASC;PL
amené	pripeljan	amener	pripeljan	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
observé	opažena	observer	opažen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
observé	opaženi	observer	opažen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
observé	opažene	observer	opažen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
observé	opaženo	observer	opažen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
serre	toplogrednih	serre	toplogreden	N;FEM;SG	ADJ;GEN;MASC;PL
serre	rastlinjakih	serre	rastlinjak	N;FEM;SG	N;ESS;MASC;PL
architectural	arhitekturne	architectural	arhitekturen	ADJ;MASC;SG	ADJ;NOM;FEM;PL
complot	zarote	complot	zarota	N;MASC;SG	N;NOM;FEM;PL
fan	ventilator	fan	ventilator	INTJ	N;NOM;MASC;SG
fan	oboževalec	fan	oboževalec	INTJ	N;NOM;MASC;SG
fan	navijač	fan	navijač	INTJ	N;NOM;MASC;SG
fan	oboževalka	fan	oboževalka	INTJ	N;NOM;FEM;SG
remarqué	zabeležena	remarquer	zabeležen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
remarqué	zabeleženo	remarquer	zabeležen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
remarqué	opazili	remarquer	opaziti	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
taïwan	tajvana	taïwan	tajvan	PROPN	ADJ;NOM;NEUT;SG
taïwan	tajvan	taïwan	tajvan	PROPN	
taïwan	tajvanski	taïwan	tajvanski	PROPN	ADJ;NOM;MASC;SG
müller	müller	müller	müller	PROPN	PROPN;NOM;MASC;SG
müller	muller	müller	muller	PROPN	N;NOM;MASC;SG
funéraire	pogreba	funéraire	pogreb	ADJ;MASC;SG	N;NOM;MASC;SG
funéraire	pogreb	funéraire	pogreb	ADJ;MASC;SG	N;NOM;MASC;SG
potter	potter	potter	potter	PROPN	
doré	zlat	dorer	zlat	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
doré	zlato	dorer	zlat	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
doré	zlata	dorer	zlat	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
doré	zlate	dorer	zlat	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL
doré	zlati	dorer	zlat	V;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;SG
doré	zlat	dorer	zlat	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
doré	zlato	dorer	zlat	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
doré	zlate	dorer	zlat	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL
doré	zlati	dorer	zlat	V;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;SG
doré	zlata	dorer	zlat	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
doré	pozlačeni	dorer	pozlačen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
doré	doré	dorer	doreč	V;MASC;SG;PST;V.PTCP	PROPN;NOM;MASC;SG
rêves	dream	rêve	dream	N;MASC;PL	N;NOM;MASC;SG
rêves	sanjsko	rêve	sanjski	N;MASC;PL	ADJ;NOM;NEUT;SG
signaler	poročilo	signaler	poročilo	V;NFIN	N;NOM;NEUT;SG
signaler	poročanje	signaler	poročanje	V;NFIN	N;NOM;NEUT;SG
marina	marina	marina	marina	PROPN	N;NOM;FEM;SG
marina	marino	marina	marina	PROPN	N;ACC;FEM;SG
antilles	antili	antille	antila	N;FEM;PL	N;NOM;MASC;SG
survivants	preživelih	survivant	preživel	N;MASC;PL	ADJ;GEN;MASC;PL;V.PTCP
survivants	preživele	survivant	preživeti	N;MASC;PL	V;PFV;FEM;PL;V.PTCP
survivants	preživeli	survivant	preživeti	N;MASC;PL	V;PFV;MASC;PL;V.PTCP
étroite	ozko	étroit	ozko	ADJ;FEM;SG	ADV
étroite	ozki	étroit	ozek	ADJ;FEM;SG	ADJ;NOM;MASC;PL
étroite	ozke	étroit	ozek	ADJ;FEM;SG	ADJ;NOM;FEM;PL
métallique	kovine	métallique	kovina	ADJ;MASC;SG	N;NOM;FEM;PL
métallique	kovina	métallique	kovina	ADJ;MASC;SG	N;NOM;FEM;SG
métallique	kovin	métallique	kovina	ADJ;MASC;SG	N;NOM;FEM;PL
occidentaux	zahodnjaki	occidental	zahodnjak	ADJ;MASC;PL	N;NOM;MASC;PL
géographiques	geografski	géographique	geografski	ADJ;MASC;PL	ADJ;NOM;MASC;SG
géographiques	zemljepisno	géographique	zemljepisno	ADJ;MASC;PL	ADV
renseignement	obveščevalna	renseignement	obveščevalen	N;MASC;SG	ADJ;NOM;FEM;SG
entourée	obkrožen	entourer	obkrožen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
entourée	obkrožena	entourer	obkrožen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
entourée	obkoljena	entourer	obkoljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
continental	celinske	continental	celinski	ADJ;MASC;SG	ADJ;NOM;FEM;PL
occupant	okupatorju	occuper	okupator	V;PRS;V.PTCP	N;DAT;MASC;SG
abandonnée	zapuščen	abandonner	zapuščen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
abandonnée	zapuščena	abandonner	zapuščen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
abandonnée	zapuščeni	abandonner	zapuščen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
abandonnée	zapuščeno	abandonner	zapuščen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
géré	urejeno	gérer	urejen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
lever	ročica	lever	ročica	V;NFIN	N;NOM;FEM;SG
lever	vzvod	lever	vzvod	V;NFIN	N;NOM;MASC;SG
lever	dviganje	lever	dviganje	V;NFIN	N;NOM;NEUT;SG
lever	dvigovanje	lever	dvigovanje	V;NFIN	N;NOM;NEUT;SG
algorithme	algoritmi	algorithme	algorit	N;MASC;SG	N;NOM;MASC;PL
minuit	polnoči	minuit	polnoč	PROPN	ADV
minuit	polnočni	minuit	polnočen	PROPN	ADJ;NOM;DEF;MASC;SG
minuit	polnoč	minuit	polnoč	PROPN	N;NOM;MASC;SG
humide	vlažne	humide	vlažen	ADJ;MASC;SG	ADJ;NOM;FEM;PL
humide	mokre	humide	mokra	ADJ;MASC;SG	ADJ;NOM;FEM;PL
humide	mokro	humide	mokro	ADJ;MASC;SG	N;ACC;FEM;SG
humide	mokri	humide	mokri	ADJ;MASC;SG	ADJ;NOM;MASC;PL
contrats	naročila	contrat	naročiti	N;MASC;PL	V;PFV;FEM;SG;V.PTCP
indicatif	okvirne	indicatif	okviren	ADJ;MASC;SG	ADJ;NOM;FEM;PL
indicatif	okvirno	indicatif	okviren	ADJ;MASC;SG	ADV
ménage	gospodinjski	ménage	gospodinjski	N;MASC;SG	ADJ;NOM;MASC;SG
bush	bush	bush	bush	PROPN	N;NOM;MASC;SG
bush	grmovje	bush	grmovje	PROPN	N;NOM;NEUT;SG
bush	grm	bush	grm	PROPN	N;NOM;MASC;SG
solitaire	samotno	solitaire	samoten	ADJ;MASC;SG	ADV
solitaire	osamljeni	solitaire	osamljen	ADJ;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
solitaire	solitaire	solitaire	solitaira	ADJ;MASC;SG	N;NOM;MASC;SG
lombardie	lombardija	lombardie	lombardija	PROPN	N;NOM;FEM;SG
aveyron	aveyron	aveyron	aveyron	PROPN	N;NOM;MASC;SG
baies	jagoda	baie	jagod	N;FEM;PL	N;NOM;FEM;SG
baies	berry	baie	berry	N;FEM;PL	PROPN;NOM;MASC;SG
beauvais	beauvais	beauvais	beauvais	PROPN	N;NOM;MASC;SG
avr	avr	avr	avr	N;MASC;SG	
perpignan	perpignan	perpignan	perpignan	PROPN	ADJ;NOM;INDF;MASC;SG
peste	škodljivcev	peste	škodljivec	N;FEM;SG	N;GEN;MASC;PL
wallace	wallace	wallace	wallace	PROPN	N;NOM;MASC;SG
controverse	sporne	controverse	sporen	N;FEM;SG	ADJ;NOM;FEM;PL
controverse	sporna	controverse	sporen	N;FEM;SG	ADJ;NOM;FEM;SG
controverse	sporno	controverse	sporen	N;FEM;SG	ADJ;NOM;NEUT;SG
controverse	sporen	controverse	sporen	N;FEM;SG	ADJ;NOM;INDF;MASC;SG
controverse	polemik	controverse	polemik	N;FEM;SG	N;GEN;MASC;PL
tiens	drži	tenir	držati	INTJ	V;IPFV;IND;SG;3;PRS;FIN
musulmane	muslimani	musulman	musliman	ADJ;FEM;SG	N;NOM;MASC;PL
musulmane	musliman	musulman	musliman	ADJ;FEM;SG	N;NOM;MASC;SG
angles	kota	angle	kota	N;MASC;PL	N;NOM;MASC;SG
aaron	aaron	aaron	aaron	PROPN	N;NOM;MASC;SG
