luhur	yüce	luhur	yüce	N	
dominika	dominika	dominika	dominika	N	
rise	yüksel	rise	yüksel	PROPN	
rise	kalkın	rise	kalk	PROPN	V;PFV;IMP;PL;2;POS;PRS
rise	yükseliş	rise	yükseliş	PROPN	
astro	astro	astro	astro	PROPN	
syeikh	şeyh	syeikh	şeyh	PROPN	
demo	demo	demo	demo	N;SG	
demo	demos	demo	demos	N;SG	
panorama	panoramik	panorama	panoramik	N;SG	ADJ
rwanda	ruanda	rwanda	rua	PROPN	
chun	chun	chun	chun	PROPN	
yokohama	yokohama	yokohama	yokoh	PROPN	PROPN;NOM;SG;3
menyutradarai	yönetmenlik	mensutradarai	yönetmenlik	V;SG;ACT	N;NOM;SG;3
belarus	rusya	belarus	rusya	PROPN	PROPN;NOM;SG;3
belarus	belarus	belarus	belarus	PROPN	PROPN;NOM;SG;3
siluman	iblis	siluman	iblis	N;SG	
siluman	şeytan	siluman	şeytan	N;SG	
siluman	iblisler	siluman	iblis	N;SG	N;NOM;PL;3
siluman	şeytanları	siluman	şeytan	N;SG	N;ACC;PL;3
siluman	şeytanlar	siluman	şeytan	N;SG	N;NOM;PL;3
halmahera	raphael	halmahera	raphael	PROPN	N;NOM;SG;3
halmahera	rafael	halmahera	rafael	PROPN	PROPN;NOM;SG;3
hormat	saygı	hormat	saygı	N;SG	
hormat	saygılar	hormat	saygı	N;SG	N;NOM;PL;3
hormat	saygi	hormat	saygi	N;SG	
minnesota	minnesota	minnesota	minnesota	PROPN	PROPN;NOM;SG;3
horizontal	yatay	horizontal	yatay	N	
horizontal	yatay	horizontal	yatay	N	
keith	keith	keith	keith	PROPN	
journey	yolculuk	journey	yolculuk	PROPN	N;NOM;SG;3
journey	seyahat	journey	seyahat	PROPN	N;NOM;SG;3
layer	tabaka	layer	tabaka	N;SG	
layer	katmanı	layer	kat	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
layer	katman	layer	kat	N;SG	
fotografer	fotoğrafçı	fotografer	fotoğrafçı	N;SG	
fotografer	fotoğrafçılar	fotografer	fotoğrafçı	N;SG	N;NOM;PL;3
skandal	skandal	skandal	skandal	N;SG	
skandal	skandal	skandal	skandal	N;SG	
skandal	skandallar	skandal	skandal	N;SG	N;NOM;PL;3
jamie	jamie	jamie	jamie	PROPN	
diperpanjang	uzun	diperpanjang	uzun	V;SG;PASS	ADJ
terlarang	yasaklanmış	terlarang	yasakla	PROPN;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST
terlarang	yasaklı	terlarang	yasaklı	PROPN;SG;PASS	
terlarang	yasak	terlarang	yasak	PROPN;SG;PASS	
terlarang	yasaktır	terlarang	yasak	PROPN;SG;PASS	ADJ
terlarang	yasaklanmış	terlarang	yasakla	PROPN;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST
terlarang	yasak	terlarang	yasak	PROPN;SG;PASS	
terlarang	yasaklandı	terlarang	yasakla	PROPN;SG;PASS	
terlarang	yasaktır	terlarang	yasak	PROPN;SG;PASS	ADJ
terlarang	yasadışı	terlarang	yasa	PROPN;SG;PASS	
lebah	arılar	lebah	arı	N;SG	N;NOM;PL;3
lebah	arı	lebah	arı	N;SG	
lebah	arı	lebah	arı	N;SG	
lebah	bee	lebah	bee	N;SG	
maine	maine	maine	maine	PROPN	PROPN;NOM;SG;3
penyatuan	birleşme	pensatuan	birleşme	N;SG	
penyatuan	birleştirme	pensatuan	birleş	N;SG	V;PFV;IMP;SG;2;NEG;PRS;CAUS
menyesuaikan	ayarlama	mensesuaikan	ayarlam	V;SG;ACT	
chung	chung	chung	chung	PROPN	PROPN;NOM;SG;3
buddhis	budist	buddhis	budist	N	
berlalu	geçen	berlalu	geç	V;SG;ACT	
berlalu	geçmiş	berlalu	geç	V;SG;ACT	
beyond	ötesinde	beyond	öte	PROPN	N;ESS;SG;3
beyond	ötesi	beyond	öte	PROPN	
beyond	ötesine	beyond	öte	PROPN	N;DAT;SG;3
nickelodeon	nickelodeon	nickelodeon	nickelodeon	PROPN	N;NOM;SG;3
penasehat	danışmanları	pennasehat	danışman	N;SG	N;ACC;PL;3
penasehat	danışman	pennasehat	danış	N;SG	
penasehat	avukat	pennasehat	avukat	N;SG	
penasehat	danışman	pennasehat	danış	N;SG	
lópez	lópez	lópez	lipez	PROPN	PROPN;NOM;SG;3
bulanan	aylık	bulanan	aylık	N;SG	
maeda	maeda	maeda	maeda	PROPN	
anatomi	anatomi	anatomi	anatomi	N;SG	
anatomi	anatomik	anatomi	anatomik	N;SG	
vista	vista	vista	vista	PROPN	
lucu	komik	lucu	komik	ADJ;SG	
lucu	şirin	lucu	şirin	ADJ;SG	
lucu	tatlı	lucu	tatlı	ADJ;SG	
lucu	sevimli	lucu	sevimli	ADJ;SG	
lucu	tatli	lucu	tatli	ADJ;SG	
mendidik	eğitici	mendidik	eğitici	V;SG;ACT	
mendidik	eğitim	mendidik	eğitim	V;SG;ACT	N;NOM;SG;3
dikutip	alıntı	dikutip	al	V;SG;PASS	
norfolk	norfolk	norfolk	norfolk	PROPN	PROPN;NOM;SG;3
upon	üzerine	upon	üzer	PROPN	N;DAT;SG;3
nissan	nissan	nissan	nissan	PROPN	PROPN;NOM;SG;3
edinburgh	edinburgh	edinburgh	edinburgh	PROPN	PROPN;NOM;SG;3
std	std	std	st	PROPN	
eks	exp	eks	exp	PROPN	
broadway	broadway	broadway	broadway	PROPN	PROPN;NOM;SG;3
triple	üçlü	triple	üçlü	PROPN	
torino	torino	torino	torino	PROPN	PROPN;NOM;SG;3
diklasifikasikan	gizli	diklasifikasikan	gizli	V;SG;PASS	
kultur	kültürü	kultur	kültür	N	
kultur	kültür	kultur	kültür	N	
kultur	kültür	kultur	kültür	N	
gregory	gregory	gregory	gregory	PROPN	
vancouver	vancouver	vancouver	vancouver	PROPN	PROPN;NOM;SG;3
reproduksi	üreme	reproduksi	üre	N;SG	V;PFV;NOM;IND;NEG;PRS;V.MSDR
reproduksi	üreme	reproduksi	üre	N;SG	V;PFV;NOM;IND;NEG;PRS;V.MSDR
gate	gate	gate	gate	PROPN	
gate	kapısı	gate	kapı	PROPN	N;NOM;SG;3
gate	kapı	gate	kapı	PROPN	N;NOM;SG;3
gate	geçit	gate	geçit	PROPN	
ende	ende	ende	en	PROPN	
kei	kei	kei	kei	PROPN	PROPN;NOM;SG;3
rao	rao	rao	rao	PROPN	
reruntuhan	enkaz	reruntuhan	enkaz	N	
reruntuhan	moloz	reruntuhan	moloz	N	
reruntuhan	enkaz	reruntuhan	enkaz	N	
reruntuhan	harabe	reruntuhan	harabe	N	
unicode	unicode	unicode	un	N	
joshua	joshua	joshua	joshua	PROPN	
kemakmuran	refah	kemakmuran	refah	N;SG	
fungsional	işlevsel	fungsional	işlevsel	N	ADJ
fungsional	fonksiyonel	fungsional	fonksiyonel	N	
rajawali	hawk	rajawali	hawk	PROPN	
rajawali	şahin	rajawali	şahin	PROPN	PROPN;NOM;SG;3
rajawali	atmaca	rajawali	at	PROPN	
rajawali	akbaba	rajawali	akbaba	PROPN	
wangi	kokulu	wangi	kokul	PROPN;SG	N;ACC;SG;3
wangi	kokusu	wangi	koku	PROPN;SG	N;NOM;SG;3
wangi	koku	wangi	koku	PROPN;SG	
wangi	koku	wangi	koku	PROPN;SG	
nafsu	şehvet	nafsu	şehvet	N;SG	
nafsu	iştah	nafsu	iştah	N;SG	
italy	italya	italy	italya	PROPN	PROPN;NOM;SG;3
ocean	okyanus	ocean	okyanus	PROPN	
ocean	ocean	ocean	ocean	PROPN	N;NOM;SG;3
ocean	okyanuslar	ocean	okyanus	PROPN	N;NOM;PL;3
hampshire	hampshire	hampshire	hampshire	PROPN	PROPN;NOM;SG;3
bengali	bengali	bengali	bengali	PROPN	
asuhan	yetiştirilme	asuhan	yetiş	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
things	seyler	things	seyle	PROPN	
things	şeyler	things	şey	PROPN	N;NOM;PL;3
kuantan	kuantan	kuantan	kuantan	PROPN	PROPN;NOM;SG;3
din	dîn	din	dîn	PROPN	
din	din	din	din	PROPN	
josh	josh	josh	josh	PROPN	
etanol	etanol	etanol	etanol	N	
heading	istikamet	heading	istikamet	N	
scientific	bilimsel	scientific	bilimsel	PROPN	ADJ
jeong	jung	jeong	jung	PROPN	
jeong	jeong	jeong	jeong	PROPN	
rocket	roketi	rocket	roket	PROPN	N;NOM;SG;3
rocket	roket	rocket	roket	PROPN	
kung	kung	kung	kung	PROPN	
esai	denemeler	esai	dene	N;SG;ACT	
esai	makaleler	esai	makale	N;SG;ACT	N;NOM;PL;3
integral	integral	integral	integral	N	
manik	manik	manik	manik	N	
manik	boncuklu	manik	boncuklu	N	
kapas	pamuklu	kapas	pamuklu	N;SG	
kapas	pamuk	kapas	pamuk	N;SG	
kapas	cotton	kapas	cotton	N;SG	
sevilla	sevilla	sevilla	sevil	PROPN	PROPN;NOM;SG;3
sevilla	seville	sevilla	sev	PROPN	PROPN;NOM;SG;3
marcus	marcus	marcus	marcus	PROPN	
singer	şarkıcı	singer	şarkıcı	PROPN	N;NOM;SG;3
singer	singer	singer	i	PROPN	
grant	hibe	grant	hibe	PROPN	
grant	grant	grant	grant	PROPN	
yun	yun	yun	yun	PROPN	
tell	söyle	tell	söyle	PROPN	
tell	anlat	tell	anlat	PROPN	
aria	aria	aria	aria	PROPN	PROPN;NOM;SG;3
melukis	tablo	menlukis	tablo	V;SG;ACT	
melukis	resim	menlukis	resim	V;SG;ACT	
melukis	boyama	menlukis	boya	V;SG;ACT	
gao	gao	gao	gao	PROPN	
elektrik	elektrikli	elektrik	elektrikli	N;SG	
dorongan	teşvik	dorongan	teşvik	N;SG	
dorongan	itme	dorongan	it	N;SG	
dorongan	itiş	dorongan	itiş	N;SG	
mit	mit	mit	mit	PROPN	
penayangan	teslim	pentayangan	teslim	N;SG	
penayangan	gösterim	pentayangan	göster	N;SG	
penayangan	gösterimleri	pentayangan	gösterim	N;SG	N;ACC;PL;3
bis	otobüsle	bis	otobüsle	PROPN	N;INS;SG;3
bis	otobüs	bis	otobüs	PROPN	N;NOM;SG;3
bis	otobüsler	bis	otobüs	PROPN	N;NOM;PL;3
bis	otobüs	bis	otobüs	PROPN	N;NOM;SG;3
luksemburg	lüksemburg	luksemburg	lüksemburg	PROPN	PROPN;NOM;SG;3
ulangan	deuteronomy	ulangan	deuteronomy	N;SG	
ulangan	tekrarlar	ulangan	tekrar	N;SG	N;NOM;PL;3
khmer	khmer	khmer	khmer	PROPN	PROPN;NOM;SG;3
half	yarı	half	yarı	PROPN	
half	yarısı	half	yarı	PROPN	ADJ;NOM;SG;3
half	yarim	half	yarim	PROPN	
half	yarım	half	yarım	PROPN	
batin	içsel	batin	içsel	N;SG	
mengabaikan	görmezden	menabaikan	gör	V;SG;ACT	N;AT+ABL;PL;3
hand	el	hand	el	PROPN	N;NOM;SG;3
christina	christina	christina	christin	PROPN	PROPN;DAT;SG;3
gita	gita	gita	gita	PROPN	
konversi	dönüşümler	konversi	dönüşüm	N;SG	N;NOM;PL;3
konversi	dönüşümleri	konversi	dönüşüm	N;SG	N;ACC;PL;3
konversi	dönüşüm	konversi	dönüşüm	N;SG	
konversi	dönüştürme	konversi	dönüş	N;SG	V;PFV;IND;SG;2;POS;PRS;CAUS
konversi	dönüşüm	konversi	dönüşüm	N;SG	
konversi	dönüştür	konversi	dönüş	N;SG	V;PFV;IMP;SG;2;POS;PRS;CAUS
sparta	sparta	sparta	sparta	PROPN	PROPN;NOM;SG;3
doctor	doctor	doctor	doctor	PROPN	
doctor	doktor	doctor	doktor	PROPN	
jingga	orange	jingga	orange	PROPN	PROPN;NOM;SG;3
jingga	portakal	jingga	portakal	PROPN	
jingga	turuncu	jingga	turuncu	PROPN	
toilet	lavabo	toilet	lavabo	PROPN;SG	
toilet	tuvalet	toilet	tuvalet	PROPN;SG	N;NOM;SG;3
toilet	tuvalet	toilet	tuvalet	PROPN;SG	N;NOM;SG;3
toilet	tuvaletler	toilet	tuvalet	PROPN;SG	N;NOM;PL;3
toilet	tuvalet	toilet	tuvalet	PROPN;SG	N;NOM;SG;3
toilet	tuvalet	toilet	tuvalet	PROPN;SG	N;NOM;SG;3
cnn	cnn	cnn	cin	PROPN	
marseille	marsilya	marseille	marsilya	PROPN	N;NOM;SG;3
marseille	marsilya	marseille	marsilya	PROPN	N;NOM;SG;3
calvados	calvados	calvados	calvados	PROPN	PROPN;NOM;SG;3
seung	seung	seung	seung	PROPN	
pembicara	konuşmacı	penbicara	konuş	N;SG	
pembicara	konuşmacı	penbicara	konuş	N;SG	
intervensi	müdahale	intervensi	müdahale	N;SG	
armstrong	armstrong	armstrong	armstrong	PROPN	
yakobus	james	yakobus	james	PROPN	
kemarau	kıtlık	kemarau	kıtlık	N;SG	
didorong	azimli	didorong	azimli	V;SG;PASS	ADJ
kesaksian	referans	kesaksian	referans	N;SG	
watson	watson	watson	watson	PROPN	
heat	sıcaklık	heat	sıcaklık	PROPN	N;NOM;SG;3
heat	isı	heat	isı	PROPN	
edwin	edwin	edwin	et	PROPN	
helen	helen	helen	hel	PROPN	
maryland	maryland	maryland	marylan	PROPN	PROPN;NOM;SG;3
mekanika	mekanik	mekanika	mekanik	N;SG	
mekanika	mekanik	mekanika	mekanik	N;SG	
queens	queens	queens	queens	PROPN	PROPN;NOM;SG;3
hamzah	hamza	hamzah	hamza	PROPN	
mekar	çiçeği	mekar	çiçek	PROPN	N;NOM;SG;3
mekar	bloom	mekar	bloo	PROPN	
mekar	bloom	mekar	bloo	PROPN	
mekar	açan	mekar	aç	PROPN	
steel	çelik	steel	çelik	PROPN	
bureau	bürosu	bureau	bürosu	PROPN	
bureau	büro	bureau	büro	PROPN	
timah	tin	timah	tin	PROPN;SG	
timah	teneke	timah	tenek	PROPN;SG	N;NOM;SG;3
penutupan	kapatılması	pentutupan	kapa	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
penutupan	kapanış	pentutupan	kapa	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
penutupan	kapatma	pentutupan	kapa	N;SG	V;PFV;IMP;SG;2;NEG;PRS;CAUS
penutupan	kapanıyor	pentutupan	kapa	N;SG	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
penutupan	kapanış	pentutupan	kapa	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
germain	germain	germain	germain	PROPN	PROPN;NOM;SG;3
keanekaragaman	farklılık	keanekaragaman	farklılık	N;SG	
berhala	putlara	berhala	put	PROPN;SG	N;DAT;PL;3
berhala	putperestlik	berhala	putperestlik	PROPN;SG	N;NOM;SG;3
diamond	elmas	diamond	elmas	PROPN	
diamond	diamond	diamond	diamond	PROPN	N;NOM;SG;3
diamond	pırlanta	diamond	pırla	PROPN	N;NOM;SG;3
saga	saga	saga	saga	PROPN	
rick	rick	rick	rick	PROPN	
rapi	düzenli	rapi	düzenli	ADJ;SG	
rapi	sek	rapi	sek	ADJ;SG	
liberty	özgürlük	liberty	özgürlük	PROPN	N;NOM;SG;3
liberty	hürriyet	liberty	hürriyet	PROPN	N;NOM;SG;3
liberty	liberty	liberty	liberty	PROPN	PROPN;NOM;SG;3
kanji	kanji	kanji	kanji	N	
faith	faith	faith	faith	PROPN	
faith	iman	faith	iman	PROPN	
faith	inanç	faith	inanç	PROPN	
renovasi	tadilat	renovasi	tadilat	N;SG	
renovasi	tadilat	renovasi	tadilat	N;SG	
renovasi	tadilat	renovasi	tadilat	N;SG	
renovasi	tadilat	renovasi	tadilat	N;SG	
renovasi	yenileme	renovasi	yenilem	N;SG	
gilbert	gilbert	gilbert	gilbert	PROPN	
tembak	çekim	tembak	çekim	N;SG;ACT	
tembak	vur	tembak	vur	N;SG;ACT	V;PFV;IMP;SG;2;POS;PRS
basel	basel	basel	basel	PROPN	PROPN;NOM;SG;3
genesis	yaratılış	genesis	yarat	PROPN	N;NOM;SG;3
genesis	genesis	genesis	genesis	PROPN	
investigasi	soruşturma	investigasi	soruşturma	N;SG	
investigasi	araştırmalar	investigasi	araştır	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
investigasi	soruşturma	investigasi	soruşturma	N;SG	
deret	serisi	deret	seri	N;SG	PROPN;NOM;SG;3
deret	seri	deret	seri	N;SG	
berteman	dostlar	berteman	dost	V;SG;ACT	ADJ;NOM;PL;3
berteman	arkadaşlar	berteman	arkadaş	V;SG;ACT	N;NOM;PL;3
berteman	arkadaş	berteman	arkadaş	V;SG;ACT	
berteman	arkadaslar	berteman	arkadas	V;SG;ACT	N;NOM;PL;3
takahashi	takahashi	takahashi	takahash	N	PROPN;NOM;SG;3
nopember	kasım	nopember	kasım	N	
percepatan	hızlanma	percepatan	hızlan	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
nara	nara	nara	nara	N;SG	
guyana	guyanası	guyana	guyana	PROPN	N;NOM;SG;3
guyana	guyana	guyana	guyan	PROPN	PROPN;NOM;SG;3
jaka	jaka	jaka	jaka	PROPN	
wah	wow	wah	wow	PROPN	
wah	vay	wah	vay	PROPN	
wah	wah	wah	wah	PROPN	
diusir	sürgün	diusir	sürgün	V;SG;PASS	
dicari	aranan	dicari	ara	V;SG;PASS	
dicari	aranan	dicari	ara	V;SG;PASS	
tekstil	tekstil	tekstil	tekstil	N;SG	
tekstil	tekstil	tekstil	tekstil	N;SG	
orchestra	orkestra	orchestra	orkestra	PROPN	
orchestra	orkestrası	orchestra	orkestra	PROPN	N;NOM;SG;3
jutaan	milyonlar	jutaan	milyon	N;SG	
jutaan	milyonlarca	jutaan	milyonlarca	N;SG	NUM
jutaan	milyon	jutaan	milyon	N;SG	
berorientasi	yönelik	berorientasi	yönelik	V;SG;ACT	
berorientasi	odaklılık	berorientasi	odaklılık	V;SG;ACT	N;NOM;SG;3
alonso	alonso	alonso	alonso	PROPN	
pemilih	seçici	penpilih	seçici	N;SG	
pemilih	seçmen	penpilih	seçmen	N;SG	
pemilih	seçmenlerin	penpilih	seçmen	N;SG	ADJ;GEN;PL;3
pemilih	seçmenler	penpilih	seçmen	N;SG	ADJ;NOM;PL;3
pemilih	seçici	penpilih	seçici	N;SG	
pemilih	seçici	penpilih	seçici	N;SG	
bereaksi	tepki	berreaksi	tepki	V;SG;ACT	
alien	uzaylı	alien	uzaylı	PROPN	
alien	yaratık	alien	yarat	PROPN	
alien	yabancı	alien	yabancı	PROPN	
alien	uzaylı	alien	uzaylı	PROPN	
alien	uzaylılar	alien	uzaylı	PROPN	ADJ;NOM;PL;3
alien	uzaylıları	alien	uzaylı	PROPN	ADJ;ACC;PL;3
berkolaborasi	işbirliği	berkolaborasi	işbirliği	V;SG;ACT	N;NOM;SG;3
kenneth	kenneth	kenneth	kenneth	PROPN	
false	sahte	false	sahte	PROPN	
false	yanlış	false	yanlış	PROPN	ADJ
lloyd	lloyd	lloyd	lioyd	PROPN	
terbalik	ters	terbalik	ters	V;SG;PASS	
terbalik	tersine	terbalik	ters	V;SG;PASS	
arashi	arashi	arashi	arashi	N	
wayne	wayne	wayne	wayne	PROPN	PROPN;NOM;SG;3
sai	sai	sai	sai	PROPN	
pemulihan	iyileşme	penpulihan	iyileş	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
pemulihan	kurtarma	penpulihan	kurtarma	N;SG	
pemulihan	şifa	penpulihan	şifa	N;SG	
pemulihan	iyileştirici	penpulihan	iyileştirici	N;SG	V;PFV;IND;SG;2;POS;PRS;CAUS
pemulihan	iyileşme	penpulihan	iyileş	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
pemulihan	iyileştirme	penpulihan	iyileş	N;SG	V;PFV;IMP;SG;2;NEG;PRS;CAUS
penjajah	istilacılar	penjajah	istilacı	N;SG	N;NOM;PL;3
katalog	katalog	katalog	katalog	N	
katalog	katalog	katalog	katalog	N	
katalog	katalog	katalog	katalog	N	
lorenzo	lorenzo	lorenzo	lorenzo	PROPN	PROPN;NOM;SG;3
artistik	artistik	artistik	artistik	ADJ;SG	
ariel	ariel	ariel	ariel	PROPN	PROPN;NOM;SG;3
yale	yale	yale	yale	PROPN	
jenewa	cenova	jenewa	cenova	PROPN;SG	PROPN;NOM;SG;3
jenewa	cenevre	jenewa	cenevre	PROPN;SG	PROPN;NOM;SG;3
merapi	merapi	menrapi	merapi	PROPN	
pemusik	müzisyen	penmusik	müzisyen	N;SG	
eko	eko	eko	eko	PROPN	
eko	eko	eko	eko	PROPN	
diputuskan	karar	diputuskan	karar	V;SG;PASS	N;NOM;SG;3
kejam	insafsız	kejam	insafsız	ADJ;SG	
kejam	zalim	kejam	zalim	ADJ;SG	
sejajar	hizalanmış	sejajar	hizala	;SG	V;PFV;NFH;IND;SG;3;POS;PST;PASS
ppp	ppp	ppp	ppp	PROPN	
menanyakan	soran	mentanyakan	sor	V;SG;ACT	
terry	terry	terry	terry	PROPN	
mantra	mantra	mantra	mantra	N	
mantra	büyü	mantra	büy	N	
berbakat	yetenekli	berbakat	yetenekli	V;SG;ACT	ADJ
berbakat	yetenekli	berbakat	yetenekli	V;SG;ACT	ADJ
ant	karınca	ant	kar	PROPN	
ant	ant	ant	ant	PROPN	
ishak	isaac	ishak	isaac	PROPN	
ishak	ishak	ishak	ishak	PROPN	
logistik	lojistik	logistik	lojistik	N	
logistik	lojistik	logistik	lojistik	N	
chiang	chiang	chiang	chiang	PROPN;SG	N;NOM;SG;3
bos	patronlar	bos	patron		N;NOM;PL;3
bos	patronların	bos	patron		N;GEN;PL;3
kegelapan	koyu	kegelapan	koyu	N;SG	
kegelapan	karanlık	kegelapan	karanlık	N;SG	
kegelapan	dark	kegelapan	dark	N;SG	
kegelapan	karanlık	kegelapan	karanlık	N;SG	
kegelapan	karanlıklar	kegelapan	karanlık	N;SG	ADJ;NOM;PL;3
kegelapan	karanlığın	kegelapan	karanlık	N;SG	ADJ;GEN;SG;3
kegelapan	karanlığı	kegelapan	karanlık	N;SG	ADJ;ACC;SG;3
goryeo	goryeo	goryeo	goryeo	PROPN	
reporter	gazeteciler	reporter	gazeteci	N;SG	N;NOM;PL;3
reporter	muhabirler	reporter	muhabir	N;SG	N;NOM;PL;3
reporter	gazeteci	reporter	gazeteci	N;SG	
reporter	muhabir	reporter	muhabir	N;SG	
pengunduran	istifa	penunduran	istifa	N;SG	
copyright	telif	copyright	telif	PROPN	
wisconsin	wisconsin	wisconsin	wiscon	PROPN	PROPN;NOM;SG;3
ward	koğuşu	ward	koğuş	PROPN	
ward	ward	ward	ward	PROPN	
ward	koğuş	ward	koğuş	PROPN	
parit	hendek	parit	hendek	N;SG	
parit	siper	parit	siper	N;SG	
parit	trench	parit	trench	N;SG	
parit	hendek	parit	hendek	N;SG	
parit	hendek	parit	hendek	N;SG	
registrasi	ruhsat	registrasi	ruhsat	N	
registrasi	tescil	registrasi	tescil	N	
registrasi	kayıt	registrasi	kayıt	N	
debat	tartışmalar	debat	tartış	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
debat	tartışma	debat	tartış	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
jerusalem	kudüs	jerusalem	kudüs	PROPN	PROPN;NOM;SG;3
genoa	cenova	genoa	cenova	PROPN	PROPN;NOM;SG;3
motogp	motogp	motogp	motogp	N;SG	
ing	ing	ing	ing	PROPN	
kemiripan	benzerler	kemiripan	benzer	N;SG	V;IPFV;IND;PL;3;POS
kemiripan	benzer	kemiripan	benze	N;SG	
kemiripan	benzerlikler	kemiripan	benzerlik	N;SG	N;NOM;PL;3
harold	harold	harold	harold	PROPN	
pretty	güzel	pretty	güzel	PROPN	ADJ
aires	aires	aires	aires	PROPN	PROPN;NOM;SG;3
cameo	cameo	cameo	cameo	PROPN	
trust	güven	trust	güven	PROPN	
trust	güveniyor	trust	güven	PROPN	V;PROG;IND;SG;3;POS;INFM;PRS
puy	puy	puy	puy	PROPN	PROPN;NOM;SG;3
pemancar	verici	penpancar	verici	N;SG	
pemancar	vericiler	penpancar	verici	N;SG	N;NOM;PL;3
storm	fırtına	storm	fırt	PROPN	
storm	storm	storm	stor	PROPN	
#efefef	#efefef	#efefef	#efefef	PROPN	
teolog	teolog	teolog	teolog	N;SG	
teolog	ilahiyatçılar	teolog	ilahiyatçı	N;SG	N;NOM;PL;3
opsi	seçenekler	opsi	seçenek	N;SG	N;NOM;PL;3
opsi	seçenekleri	opsi	seçenek	N;SG	N;NOM;PL;3
opsi	seçenek	opsi	seçenek	N;SG	
opsi	seçenek	opsi	seçenek	N;SG	
altar	dikili	altar	dikili	N;SG	
kemiri	cevizli	kemiri	cevizli	N;SG	
dublin	dublin	dublin	dublin	PROPN	PROPN;NOM;SG;3
dimodifikasi	modifiye	dimodifikasi	modif	V;SG;PASS	N;DAT;SG;3
diperkuat	takviye	diperkuat	takviye	V;SG;PASS	
isteri	eş	isteri	eş	N;SG	
isteri	eşi	isteri	eş	N;SG	ADJ;NOM;SG;3
isteri	karın	isteri	kar	N;SG	
hussein	hüseyin	hussein	hüsey	PROPN	
sui	sui	sui	sui	PROPN	
vision	görme	vision	gör	PROPN	
vision	vizyon	vision	vizyon	PROPN	
akustik	akustik	akustik	akustik	N;SG	
akustik	akustik	akustik	akustik	N;SG	
hugh	hugh	hugh	hugh	PROPN	
benediktus	benedict	benediktus	benedict	N	
madison	madison	madison	madison	PROPN	PROPN;NOM;SG;3
buenos	buenos	buenos	buenos	PROPN	PROPN;NOM;SG;3
inisiatif	girişimleri	inisiatif	girişim	N;SG	N;ACC;PL;3
inisiatif	girişim	inisiatif	giriş	N;SG	
terusan	kanal	terusan	kanal	N;SG	
minh	minh	minh	minh	PROPN	PROPN;NOM;SG;3
stuart	stuart	stuart	stuart	PROPN	
karen	karen	karen	karen	PROPN	
umpan	akış	umpan	akış	N;SG	
umpan	kaynağı	umpan	kaynak	N;SG	
umpan	yem	umpan	ye	N;SG	
umpan	besleme	umpan	besle	N;SG	
umpan	yem	umpan	ye	N;SG	
kemasan	ambalaj	kemasan	ambalaj	N;SG	
kemasan	paketleme	kemasan	paketle	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
kemasan	ambalaj	kemasan	ambalaj	N;SG	
kemasan	paketleme	kemasan	paketle	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
hayati	hayati	hayati	hayati	N;SG	
selebriti	şöhret	selebriti	şöhret	N	
selebriti	ünlüler	selebriti	ünlü	N	ADJ;NOM;PL;3
selebriti	ünlü	selebriti	ünlü	N	ADJ
selebriti	ünlüler	selebriti	ünlü	N	ADJ;NOM;PL;3
selebriti	ünlülerin	selebriti	ünlü	N	ADJ;GEN;PL;3
rahim	rahim	rahim	rahim	PROPN;SG	
rahim	rahim	rahim	rahim	PROPN;SG	
rahim	rahim	rahim	rahim	PROPN;SG	
bidadari	melek	bidadari	melek	N;SG	PROPN;NOM;SG;3
kakao	kakao	kakao	kakao	PROPN	
perhiasan	takı	perhiasan	takı	N;SG	
perhiasan	mücevher	perhiasan	mücevher	N;SG	
perhiasan	mücevherler	perhiasan	mücevher	N;SG	N;NOM;PL;3
perhiasan	takı	perhiasan	takı	N;SG	
perhiasan	mücevher	perhiasan	mücevher	N;SG	
perhiasan	mücevherler	perhiasan	mücevher	N;SG	N;NOM;PL;3
dikurangi	eksi	dikurangi	eksi	V;SG;PASS	
praha	prag	praha	prag	PROPN	PROPN;NOM;SG;3
kehakiman	yargı	kehakiman	yargı	N;SG	
topografi	topografya	topografi	topografya	N	
memancing	balık	menpancing	balık	V;SG;ACT	
memancing	balıkçılık	menpancing	balıkçılık	V;SG;ACT	N;NOM;SG;3
perspektif	perspektif	perspektif	perspektif	N;SG	
perspektif	perspektifler	perspektif	perspektif	N;SG	N;NOM;PL;3
hye	hye	hye	hye	PROPN	
