להינשא	căsători	ננשא	căsător	V;NFIN;MID	
יצרני	producători	יצרן	producător	PROPN	N;INDF;MASC;PL
יצרני	producătorii	יצרן	producător	PROPN	N;DEF;MASC;PL
ביולוגיה	bio	None	bio	N	
מתכנן	planificare	תכנן	planificare	V;MASC;SG;V.PTCP;ACT	N;INDF;FEM;SG
מתכנן	planificarea	תכנן	planificare	V;MASC;SG;V.PTCP;ACT	N;DEF;FEM;SG
מתכנן	planificator	תכנן	planificator	V;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
נתקלו	întâlnite	נתקל	întâlni	V;PL;3;PST;MID	ADJ;INDF;FEM;PL
נשאו	cărat	נשא	căra	V;PL;3;PST	ADJ;INDF;MASC;SG
הגה	cârma	הגה	cârmă	V;MASC;SG;3;PST;ACT	N;DEF;FEM;SG
מרשימה	impresionant	מרשים	impresionant	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
מרשימה	impresionantă	מרשים	impresionant	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;FEM;SG
זכריה	zaharia	זכריה	zaharia	PROPN	N;DEF;FEM;SG
מתוכנן	programată	תוכנן	programat	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
מתוכנן	programat	תוכנן	programa	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מתוכנן	programate	תוכנן	programa	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
מתוכנן	planificate	תוכנן	planificat	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
מתוכנן	plănuit	תוכנן	plănui	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מתוכנן	planificat	תוכנן	planificat	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מתוכנן	planificată	תוכנן	planifica	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
מתוכנן	proiectat	תוכנן	proiecta	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מתוכנן	proiectată	תוכנן	proiecta	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
מתוכנן	conceput	תוכנן	conceput	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מתוכנן	proiectate	תוכנן	proiecta	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
מתוכנן	concepute	תוכנן	conceput	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
הוחלפו	înlocuit	הוחלף	înlocui	V;PL;3;PST;PASS	ADJ;INDF;MASC;SG
הוחלפו	înlocuită	הוחלף	înlocui	V;PL;3;PST;PASS	ADJ;INDF;FEM;SG
הוחלפו	înlocuite	הוחלף	înlocuit	V;PL;3;PST;PASS	ADJ;INDF;FEM;PL
נדירה	rari	נדיר	rar	ADJ;FEM;SG	ADJ;INDF;MASC;PL
נדירה	rar	נדיר	rar	ADJ;FEM;SG	ADV
נדירה	rare	נדיר	rar	ADJ;FEM;SG	ADJ;INDF;FEM;PL
תחליף	substitut	החליף	substitut	V;FEM;SG;3;FUT;ACT	ADJ;INDF;MASC;SG
תחליף	înlocuiește	החליף	înlocui	V;FEM;SG;3;FUT;ACT	V;IND;SG;3;PRS;FIN
תחליף	înlocui	החליף	înlocui	V;FEM;SG;3;FUT;ACT	V;IND;SG;3;PST;FIN
טרומן	truman	טרומן	truman	PROPN	N;INDF;MASC;SG
אינסוף	infinit	אינסוף	infinit	N;MASC;SG	ADV
אינסוף	infinite	אינסוף	infinit	N;MASC;SG	ADJ;INDF;FEM;PL
אינסוף	infinită	אינסוף	infinit	N;MASC;SG	ADJ;INDF;FEM;SG
אינסוף	infinit	אינסוף	infinit	N;MASC;SG	ADV
יוהנס	johannes	הוהנס	johannes	PROPN	PROPN
שליטי	conducători	שליטי	conducător	PROPN	N;INDF;MASC;PL
שליטי	conducătorii	שליטי	conducător	PROPN	N;DEF;MASC;PL
זן	specii	זן	specie		N;INDF;FEM;PL
זן	specie	זן	specie		N;INDF;FEM;SG
זן	specia	זן	specie		N;DEF;FEM;SG
הריין	rin	הריין	rin	PROPN	N;INDF;MASC;SG
הידרו	hidro	הידר	hidro	PROPN	
המציא	inventate	המציא	inventa	V;MASC;SG;3;PST;ACT	ADJ;INDF;FEM;PL
המציא	inventat	המציא	inventa	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
שנאה	urat	שנאה	urat	N;FEM;SG	ADJ;INDF;MASC;SG
שנאה	urăsc	שנאה	ură	N;FEM;SG	V;IND;PL;3;PRS;FIN
אפריקאי	africani	אפריקאי	african	PROPN	ADJ;INDF;MASC;PL
אפריקאי	africană	אפריקאי	african	PROPN	ADJ;INDF;FEM;SG
אפריקאי	africane	אפריקאי	african	PROPN	ADJ;INDF;FEM;PL
אפריקאי	african	אפריקאי	african	PROPN	ADJ;INDF;MASC;SG
פרדי	freddie	פרדי	freddie	PROPN	N;INDF;MASC;SG
פרדי	freddy	פרדי	freddy	PROPN	PROPN
טלסקופ	telescopul	טלסקופ	telescop	PROPN	N;DEF;MASC;SG
טלסקופ	telescop	טלסקופ	telescop	PROPN	N;INDF;MASC;SG
אסי	assi	אסי	asde	PROPN	
קרניים	raze	קרן	rază	N;FEM;DU	N;INDF;FEM;PL
קרניים	razele	קרן	rază	N;FEM;DU	N;DEF;FEM;PL
קרניים	coarnele	קרן	coarnă	N;FEM;DU	N;DEF;FEM;PL
קרניים	coarne	קרן	coarnă	N;FEM;DU	N;INDF;FEM;PL
עומס	încarcă	עומס	încărca	N;MASC;SG	V;IND;3;PRS;FIN
המחוקקת	legislativ	המחוקק	legislativ	N;FEM;SG	ADJ;INDF;MASC;SG
המחוקקת	legislative	המחוקק	legislativ	N;FEM;SG	ADJ;INDF;FEM;PL
המחוקקת	legislativă	המחוקק	legislativă	N;FEM;SG	ADJ;INDF;FEM;SG
מעבורת	bac	מעבורת	bac	N;FEM;SG	
אדיר	minunat	אדיר	minunat		ADJ;INDF;MASC;SG
האר	har	האר	har	PROPN	N;INDF;MASC;SG
נספו	pierit	נספה	pieri	V;PL;3;PST;MID	ADJ;INDF;MASC;SG
טומי	tommy	טומי	tommy	PROPN	PROPN
אום	umm	אום	umm	PROPN	PROPN
עותק	copiază	עותק	copia	N;MASC;SG	V;IND;3;PRS;FIN
קיסרי	imperiale	קיסרי	imperial	PROPN	ADJ;INDF;FEM;PL
קיסרי	imperială	קיסרי	imperial	PROPN	ADJ;INDF;FEM;SG
קיסרי	imperial	קיסרי	imperial	PROPN	ADJ;INDF;MASC;SG
תקפה	valabil	תקפה	valabil	N;FEM;SG	ADJ;INDF;MASC;SG
תקפה	valabile	תקפה	valabil	N;FEM;SG	ADJ;INDF;FEM;PL
תקפה	valid	תקפה	valid	N;FEM;SG	ADJ;INDF;MASC;SG
תקפה	valabilă	תקפה	valabil	N;FEM;SG	ADJ;INDF;FEM;SG
תקפה	validă	תקפה	valid	N;FEM;SG	ADJ;INDF;FEM;SG
אוהדי	fani	אוהד	fan	N;PSSD;MASC;PL	N;INDF;MASC;PL
אוהדי	fanii	אוהד	fan	N;PSSD;MASC;PL	N;DEF;MASC;PL
אוהדי	ventilatoare	אוהד	ventilator	N;PSSD;MASC;PL	ADJ;INDF;FEM
אוהדי	fanilor	אוהד	fane	N;PSSD;MASC;PL	N;DEF;MASC;PL
אוהדי	suporteri	אוהד	suporter	N;PSSD;MASC;PL	N;INDF;MASC;PL
פיוטר	piotr	פיוטר	piotr	PROPN	PROPN
משקה	bea	משקה	bea	N;MASC;SG	
עממי	folk	עממי	folk		N;INDF;MASC;SG
ואחריו	urmate	ואחריו	urma		ADJ;INDF;FEM;PL
ואחריו	urmărit	ואחריו	urmări		ADJ;INDF;MASC;SG
ואחריו	urmat	ואחריו	urma		ADJ;INDF;MASC;SG
ואחריו	urmărită	ואחריו	urmări		ADJ;INDF;FEM;SG
דיר	deir	דיר	deir	PROPN	N;INDF;MASC;SG
תהילה	faimă	תהילה	faimă	PROPN	N;INDF;FEM;SG
תהילה	faima	תהילה	faimă	PROPN	N;DEF;FEM;SG
תהילה	fame	תהילה	famă	PROPN	N;INDF;MASC;SG
תהילה	glorie	תהילה	glorie	PROPN	N;INDF;FEM;SG
תהילה	glory	תהילה	glory	PROPN	N;INDF;MASC;SG
אחורה	inapoi	אחורה	inapoi	ADV	
אחורה	back	אחורה	back	ADV	
אחורה	spate	אחורה	spate	ADV	N;INDF;MASC;SG
סיפק	furnizat	סיפק	furniza	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
סיפק	furnizată	סיפק	furniza	V;MASC;SG;3;PST;ACT	ADJ;INDF;FEM;SG
סיפק	furnizate	סיפק	furniza	V;MASC;SG;3;PST;ACT	ADJ;INDF;FEM;PL
סיפק	furnizat	סיפק	furniza	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
סיפק	aprovizionat	סיפק	aprovizionat	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
סיפק	furnizată	סיפק	furniza	V;MASC;SG;3;PST;ACT	ADJ;INDF;FEM;SG
סיפק	furnizate	סיפק	furniza	V;MASC;SG;3;PST;ACT	ADJ;INDF;FEM;PL
פלשו	invadată	פלש	invadată	V;PL;3;PST;ACT	ADJ;INDF;FEM;SG
פלשו	invadat	פלש	invada	V;PL;3;PST;ACT	ADJ;INDF;MASC;SG
משלים	complementare	משל	complementar	N;MASC;SG	ADJ;INDF;FEM;PL
משלים	complementar	משל	complementar	N;MASC;SG	ADJ;INDF;MASC;SG
משלים	complementară	משל	complementar	N;MASC;SG	ADJ;INDF;FEM;SG
אחרונים	ultimele	אחרון	ultim	ADJ;MASC;PL	NUM;DEF;FEM;PL
אחרונים	ultima	אחרון	ultim	ADJ;MASC;PL	NUM;DEF;FEM;SG
אחרונים	ultimul	אחרון	ultim	ADJ;MASC;PL	NUM;DEF;MASC;SG
אחרונים	last	אחרון	last	ADJ;MASC;PL	N;INDF;MASC;SG
אחרונים	recent	אחרון	recent	ADJ;MASC;PL	ADV
אחרונים	recenta	אחרון	recent	ADJ;MASC;PL	ADJ;DEF;FEM;SG
אחרונים	recentă	אחרון	recent	ADJ;MASC;PL	ADJ;INDF;FEM;SG
הדנובה	dunăre	הדנובה	dunăre	PROPN	
הדנובה	dunărea	הדנובה	dunăre	PROPN	
הדנובה	dunării	הדנובה	dunăre	PROPN	PROPN;DEF;FEM;SG
ראשונית	preliminare	None	preliminar	ADV	ADJ;INDF;FEM;PL
ראשונית	preliminar	None	preliminar	ADV	ADJ;INDF;MASC;SG
ראשונית	preliminară	None	preliminar	ADV	ADJ;INDF;FEM;SG
ארנון	arnon	ארנון	arnon	PROPN	
ספנסר	spencer	ספנסר	spencer	PROPN	PROPN
ספנסר	spenser	ספנסר	spenser	PROPN	
נור	nur	נור	nur	PROPN	N;INDF;MASC;SG
נור	noor	נור	noor	PROPN	PROPN
דנים	daneză	דן	daneză	N;MASC;PL	ADJ;INDF;FEM;SG
דנים	danez	דן	danez	N;MASC;PL	ADJ;INDF;MASC;SG
דנים	danes	דן	danes	N;MASC;PL	PROPN
דנים	danezi	דן	danezi	N;MASC;PL	V;IND;PL;2;IPFV;FIN
דנים	discutarea	דן	discutare	N;MASC;PL	N;DEF;FEM;SG
דנים	denim	דן	denim	N;MASC;PL	ADJ
בוגרת	adulți	בוגר	adult	N;FEM;SG	N;INDF;MASC;PL
בוגרת	adultă	בוגר	adult	N;FEM;SG	ADJ;INDF;FEM;SG
בוגרת	matură	בוגר	matur	N;FEM;SG	ADJ;INDF;FEM;SG
בוגרת	matur	בוגר	matur	N;FEM;SG	ADJ;INDF;MASC;SG
בוגרת	maturi	בוגר	matur	N;FEM;SG	ADJ;INDF;MASC;PL
בוגרת	mature	בוגר	matur	N;FEM;SG	N;INDF;FEM;PL
אחיינו	nepotul	אחיין	nepot	PROPN	N;DEF;MASC;SG
אחיינו	nepot	אחיין	nepot	PROPN	N;INDF;MASC;SG
אחיינו	nepoate	אחיין	nepote	PROPN	N;INDF;FEM;PL
שייכות	aparținând	שייכות	aparține	N;FEM;SG	V;V.MSDR
שייכות	aparțin	שייכות	aparține	N;FEM;SG	V;IND;PL;3;PRS;FIN
טכנולוגית	tehnologică	טכנולוגיה	tehnologic	N;FEM;SG	ADJ;INDF;FEM;SG
טכנולוגית	tehnologic	טכנולוגיה	tehnologic	N;FEM;SG	ADV
הגלריה	galerie	הגלריה	galerie	PROPN	N;INDF;FEM;SG
הגלריה	galeria	הגלריה	galerie	PROPN	N;DEF;FEM;SG
פאן	tigaie	פאן	tigaie		N;INDF;FEM;SG
עונשין	penalty	עונש	penalty	N;MASC;PL	N;INDF;MASC;SG
עונשין	pedeapsă	עונש	pedeapsă	N;MASC;PL	N;INDF;FEM;SG
עונשין	pedeapsa	עונש	pedeapsă	N;MASC;PL	N;DEF;FEM;SG
עונשין	penalizare	עונש	penalizare	N;MASC;PL	N;INDF;FEM;SG
קון	con	קון	con	PROPN	N;INDF;MASC;SG
קני	kenny	קני	kenny		PROPN
הפער	decalaj	הפער	decalaj		N;INDF;MASC;SG
הפער	gap	הפער	gap		N;INDF;MASC;SG
שהתגלה	descoperite	שהגלל	descoperi	V;MASC;SG;3;PST	ADJ;INDF;FEM;PL
שהתגלה	descoperită	שהגלל	descoperi	V;MASC;SG;3;PST	ADJ;INDF;FEM;SG
שהתגלה	descoperit	שהגלל	descoperit	V;MASC;SG;3;PST	ADJ;INDF;MASC;SG
להביס	înfrângere	הביס	înfrângere	V;NFIN;ACT	N;INDF;FEM;SG
להביס	înfrângerea	הביס	înfrângere	V;NFIN;ACT	N;DEF;FEM;SG
אנטוניוס	antony	אנטוניוס	antony	PROPN	PROPN
אנטוניוס	antoniu	אנטוניוס	antoniu	PROPN	PROPN
אנטוניוס	antonius	אנטוניוס	antonius	PROPN	PROPN
עיתונאית	jurnalistă	עיתונאית	jurnalist	N;FEM;SG	ADJ;INDF;FEM;SG
בלוך	bloch	בלוך	bloch	PROPN	PROPN
הרצועה	lesă	הרצועה	lesa		N;INDF;FEM;SG
הרצועה	curea	הרצועה	curie		N;DEF;FEM;SG
דשא	iarbă	דשא	iarbă		N;INDF;FEM;SG
דשא	iarba	דשא	iarbă		N;DEF;FEM;SG
פרידה	adio	פרידה	adio	N;FEM;SG	
התמקד	axat	התמקד	axa	V;MASC;SG;3;PST	ADJ;INDF;MASC;SG
התמקד	concentrat	התמקד	concentrat	V;MASC;SG;3;PST	ADJ;INDF;MASC;SG
התמקד	concentrată	התמקד	concentrat	V;MASC;SG;3;PST	ADJ;INDF;FEM;SG
מעצב	designer	מעצב	designer		N;INDF;MASC;SG
סטטיסטיקה	statistici	סטטיסטיקה	statistică	N;FEM;SG	N;INDF;FEM;PL
סטטיסטיקה	statisticile	סטטיסטיקה	statistică	N;FEM;SG	N;DEF;FEM;PL
סטטיסטיקה	statistici	סטטיסטיקה	statistică	N;FEM;SG	N;INDF;FEM;PL
מבצעית	operațională	מבצעי	operațional	ADV	ADJ;INDF;FEM;SG
מבצעית	operaționale	מבצעי	operațional	ADV	ADJ;INDF;FEM;PL
מבצעית	operațional	מבצעי	operațional	ADV	ADJ;INDF;MASC;SG
חתך	taie	חתך	tăia		V;IND;3;PRS;FIN
חתך	tăiat	חתך	tăia		ADJ;INDF;MASC;SG
חתך	incizie	חתך	incizie		N;INDF;FEM;SG
חתך	incizia	חתך	incizie		N;DEF;FEM;SG
דטרויט	detroit	דטרויט	detroi	PROPN	PROPN
גלוי	vizibile	גלוי	vizibil	ADJ;MASC;SG	ADJ;INDF;FEM;PL
גלוי	vizibil	גלוי	vizibil	ADJ;MASC;SG	ADV
הקוונטים	cuantic	הקוונט	cuantic	N;MASC;PL	ADJ;INDF;MASC;SG
הקוונטים	cuantice	הקוונט	cuantic	N;MASC;PL	ADJ;INDF;FEM;PL
הקוונטים	cuantică	הקוונט	cuantic	N;MASC;PL	N;INDF;FEM;SG
הסוחר	negustor	הסוחר	negustor		N;INDF;MASC;SG
הסוחר	comerciant	הסוחר	comerciant		N;INDF;MASC;SG
דיגיטלי	digitală	דיגיטלי	digitală	PROPN	ADJ;INDF;FEM;SG
דיגיטלי	digitale	דיגיטלי	digital	PROPN	ADJ;INDF;FEM;PL
דיגיטלי	digital	דיגיטלי	digital	PROPN	N;INDF;MASC;SG
אסטרטגית	strategică	אסטרטגי	strategic	ADV	ADJ;INDF;FEM;SG
אסטרטגית	strategice	אסטרטגי	strategic	ADV	ADJ;INDF;FEM;PL
אסטרטגית	strategic	אסטרטגי	strategic	ADV	ADJ;INDF;MASC;SG
צירים	travaliu	ציר	travaliu	N;MASC;PL	N;INDF;MASC;SG
עוזרת	asistent	עוזר	asistent	ADJ;FEM;SG	N;INDF;MASC;SG
הוקי	hockey	הוקי	hockey	PROPN	N;INDF;MASC;SG
הוקי	hochei	הוקי	hochei	PROPN	N;INDF;MASC;SG
בפנים	interior	בפנים	interior		N;INDF;MASC;SG
חרדה	nerăbdător	חרדה	nerăbdător	N;FEM;SG	ADJ;INDF;MASC;SG
שריד	relicvă	שריד	relicvă	PROPN	N;INDF;FEM;SG
שמור	salveaza	שמור	salvează		V;IND;SG;3;IPFV;FIN
שמור	salvați	שמור	salva		V;IND;PL;2;IPFV;FIN
שמור	salvează	שמור	salva		V;IND;3;PRS;FIN
שמור	ține	שמור	ține		V;IND;SG;3;PRS;FIN
שמור	păstrați	שמור	păstra		V;IND;PL;2;IPFV;FIN
שמור	păstrează	שמור	păstra		V;IND;3;PRS;FIN
הדלת	uşă	הדלה	uşă	PROPN	N;INDF;FEM;SG
הדלת	ușa	הדלה	ușă	PROPN	N;DEF;FEM;SG
הדלת	ușă	הדלה	ușă	PROPN	N;INDF;FEM;SG
הדלת	usa	הדלה	usa	PROPN	N;DEF;FEM;SG
חוקרת	cercetătorul	חקר	cercetător	V;FEM;SG;V.PTCP;ACT	N;DEF;MASC;SG
חוקרת	cercetător	חקר	cercetător	V;FEM;SG;V.PTCP;ACT	N;INDF;MASC;SG
חוקרת	investigarea	חקר	investigare	V;FEM;SG;V.PTCP;ACT	N;DEF;FEM;SG
חוקרת	investighez	חקר	investighez	V;FEM;SG;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
שפר	schaeffer	שפר	schaeffer	PROPN	N;INDF;MASC;SG
טבעות	inelele	טבעת	inel		N;DEF;FEM;PL
טבעות	inele	טבעת	inel		N;INDF;FEM;PL
ולמה	velma	ולמה	velma	ADV	N;DEF;FEM;SG
זבולון	zebulon	זבולון	zebulon	PROPN	
מאופיין	caracterizat	מאופיין	caracteriza	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מאופיין	caracterizate	מאופיין	caracteriza	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
מאופיין	caracterizată	מאופיין	caracteriza	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
נגמר	peste	נגמר	peste	V;MASC;SG;V.PTCP;MID	ADP;ACC
נגמר	over	נגמר	over	V;MASC;SG;V.PTCP;MID	N;INDF;MASC;SG
קרס	hook	קרס	hook		PROPN
קרס	cârlig	קרס	cârlig		N;INDF;MASC;SG
קרס	prăbușit	קרס	prăbuși		ADJ;INDF;MASC;SG
הבטן	stomacului	הבטן	stomac	PROPN	N;DEF;MASC;SG
הבטן	stomacul	הבטן	stomac	PROPN	N;DEF;MASC;SG
הבטן	stomac	הבטן	stomac	PROPN	N;INDF;MASC;SG
הוכח	dovedite	הוכח	dovedi	V;MASC;SG;3;PST;PASS	ADJ;INDF;FEM;PL
הוכח	dovedită	הוכח	dovedit	V;MASC;SG;3;PST;PASS	ADJ;INDF;FEM;SG
הוכח	demonstrate	הוכח	demonstrat	V;MASC;SG;3;PST;PASS	ADJ;INDF;FEM;PL
הוכח	dovedit	הוכח	dovedi	V;MASC;SG;3;PST;PASS	ADJ;INDF;MASC;SG
הוכח	demonstrat	הוכח	demonstra	V;MASC;SG;3;PST;PASS	ADJ;INDF;MASC;SG
ציפורי	birdie	ציפורי	birdie	PROPN	
קיטור	aburi	קיטור	abur	N;MASC;SG	N;INDF;MASC;PL
כריסטינה	christina	כריסטינה	christina	PROPN	N;DEF;FEM;SG
כריסטינה	cristina	כריסטינה	cristină	PROPN	N;DEF;FEM;SG
בייקר	brutar	ייקר	brutar	PROPN	N;INDF;MASC;SG
בייקר	baker	ייקר	baker	PROPN	PROPN
גרג	greg	גרג	greg	PROPN	PROPN
תוניסיה	tunisia	תוניסיה	tunisie	PROPN	PROPN
הגיב	reacționat	הגיב	reacționa	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
הגיב	comentat	הגיב	comenta	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
מנהגים	mores	מנהג	mores	V;MASC;PL;V.PTCP;ACT	N;INDF;FEM;SG
מינסוטה	minnesota	מינסוטה	minnesotă	PROPN	N;DEF;FEM;SG
גילברט	gilbert	גילברט	gilbert	PROPN	N;INDF;MASC;SG
ביולוגי	biologice	ביולוגי	biologic	N	ADJ;INDF;FEM;PL
ביולוגי	biologic	ביולוגי	biologic	N	ADJ;INDF;MASC;SG
ביולוגי	biologică	ביולוגי	biologic	N	ADJ;INDF;FEM;SG
האג	haga	האג	hagă	PROPN	PROPN
שועל	vulpe	שועל	vulpă	PROPN	N;INDF;FEM;SG
שועל	vulpea	שועל	vulpe	PROPN	N;DEF;FEM;SG
שועל	fox	שועל	fox	PROPN	N;INDF;MASC;SG
מקרטני	mccartney	מקרטני	mccartney	PROPN	PROPN
קרבי	combat	קרבי	combate	PROPN	V;IND;PL;3;PRS;FIN
פירנצה	florenţa	פירנצה	floreng	PROPN	PROPN
פירנצה	florența	פירנצה	florență	PROPN	N;DEF;FEM;SG
פירנצה	florence	פירנצה	florenc	PROPN	PROPN
פירנצה	florenta	פירנצה	florent	PROPN	N;DEF;FEM;SG
חדה	sharp	חד	sharp		N;INDF;MASC;SG
פלילית	infractor	פלילי	infractor	ADV	N;INDF;MASC;SG
פלילית	criminală	פלילי	criminal	ADV	ADJ;INDF;FEM;SG
פלילית	criminal	פלילי	criminal	ADV	N;INDF;MASC;SG
פלילית	penal	פלילי	penal	ADV	N;INDF;MASC;SG
כנען	canaan	כנען	canaan	PROPN	N;INDF;MASC;SG
שן	shen	שן	shen		N;INDF;MASC;SG
שן	dinte	שן	dinte		N;INDF;MASC;SG
שן	dintele	שן	dinte		N;DEF;MASC;SG
הגבלה	restricții	הגבלה	restricție	N;FEM;SG	N;INDF;FEM;PL
הגבלה	limitează	הגבלה	limita	N;FEM;SG	V;IND;3;PRS;FIN
צילם	filmată	צילם	filmat	PROPN	ADJ;INDF;FEM;SG
צילם	filmat	צילם	filmat	PROPN	ADJ;INDF;MASC;SG
צילם	fotografiat	צילם	fotografiat	PROPN	ADJ;INDF;MASC;SG
גופני	fizice	גופני	fizic	N;MASC;SG	ADJ;INDF;FEM;PL
גופני	fizică	גופני	fizic	N;MASC;SG	ADJ;INDF;FEM;SG
גופני	fizic	גופני	fizic	N;MASC;SG	ADV
בסקי	bască	בסק	bască		N;INDF;FEM;SG
בסקי	schi	בסק	schi		N;INDF;MASC;SG
פגיעות	vulnerabilitate	פגיעה	vulnerabilitate	N;FEM;PL	N;INDF;FEM;SG
פגיעות	vulnerabilitatea	פגיעה	vulnerabilitate	N;FEM;PL	N;DEF;FEM;SG
רגשית	emotional	רגשי	emotional	ADV	ADJ;INDF;MASC;SG
רגשית	emotiv	רגשי	emotiv	ADV	ADJ;INDF;MASC;SG
ביקרו	vizitate	ביקר	vizita	V;PL;3;PST;ACT	ADJ;INDF;FEM;PL
ביקרו	vizitat	ביקר	vizita	V;PL;3;PST;ACT	ADJ;INDF;MASC;SG
נוספה	adăugată	נוסף	adăugat	V;FEM;SG;3;PST;MID	ADJ;INDF;FEM;SG
נוספה	adaugat	נוסף	adauga	V;FEM;SG;3;PST;MID	ADJ;INDF;MASC;SG
נוספה	adăugate	נוסף	adăuga	V;FEM;SG;3;PST;MID	ADJ;INDF;FEM;PL
נוספה	adăugat	נוסף	adăuga	V;FEM;SG;3;PST;MID	ADJ;INDF;MASC;SG
פירס	pierce	פירס	pierce	PROPN	N;INDF;MASC;SG
אפלטון	platon	אפלטון	platon	PROPN	N;INDF;MASC;SG
אפלטון	appleton	אפלטון	appleton	PROPN	N;INDF;MASC;SG
מרסל	marcel	מרסל	marcel	PROPN	PROPN
פינק	pink	פינק	pink	PROPN	N;INDF;MASC;SG
פינק	roz	פינק	roz	PROPN	
פינק	fink	פינק	fink	PROPN	PROPN
ברון	baron	ברון	baron	PROPN	N;INDF;MASC;SG
ספריות	directoare	ספריות	director	N;FEM;PL	ADJ;INDF;FEM
ווטסון	watson	ווטסון	watson	PROPN	PROPN
דאגה	îngrijorătoare	דאגה	îngrijorător	N;FEM;SG	ADJ;INDF;FEM
דאגה	îngrijorător	דאגה	îngrijorător	N;FEM;SG	ADV
טימור	timor	טימור	timor	PROPN	PROPN
טימור	timur	טימור	timur	PROPN	PROPN
הביולוגי	biologice	הביולוגי	biologic	PROPN	ADJ;INDF;FEM;PL
הביולוגי	biologic	הביולוגי	biologic	PROPN	ADJ;INDF;MASC;SG
הביולוגי	biologică	הביולוגי	biologic	PROPN	ADJ;INDF;FEM;SG
יריחו	jericho	יריחו	jericho	PROPN	PROPN
הירידה	coborâre	הירידה	coborî	V;FEM;SG;3;PST;ACT	N;INDF;FEM;SG
גומי	cauciuc	גומי	cauciuc	PROPN	N;INDF;MASC;SG
ריהאנה	rihanna	ריהאנה	rihanna	PROPN	N;DEF;FEM;SG
הכיוון	direcţia	הכיוון	direchi	PROPN	N;DEF;FEM;SG
הכיוון	direcție	הכיוון	direcție	PROPN	N;INDF;FEM;SG
הכיוון	directie	הכיוון	directie	PROPN	N;INDF;FEM;SG
הכיוון	direcția	הכיוון	direcție	PROPN	N;DEF;FEM;SG
משיח	mesia	משיח	mesie	PROPN	N;DEF;FEM;SG
ללבוש	uzura	לבש	uzura	V;NFIN;ACT	N;DEF;FEM;SG
ללבוש	uzură	לבש	uzura	V;NFIN;ACT	N;INDF;FEM;SG
רייגן	regan	רייגן	regan	PROPN	PROPN
רייגן	reagan	רייגן	reagan	PROPN	PROPN
סנטיאגו	santiago	סנטיאגו	santiago	PROPN	PROPN
אמיתיים	real	אמיתי	real	ADJ;MASC;PL	ADJ;INDF;MASC;SG
אמיתיים	reală	אמיתי	real	ADJ;MASC;PL	ADJ;INDF;FEM;SG
דורה	dora	דורה	dora	PROPN	N;DEF;FEM;SG
דורה	dura	דורה	dura	PROPN	V;IND;SG;3;IPFV;FIN
ברן	bren	ברן	bren	PROPN	N;INDF;MASC;SG
ברן	berna	ברן	bernă	PROPN	PROPN
ברן	bern	ברן	bern	PROPN	PROPN
שינויי	modificări	שינוי	modificare	ADJ;MASC;PL	N;INDF;FEM;PL
שינויי	schimbări	שינוי	schimbare	ADJ;MASC;PL	N;INDF;FEM;PL
שינויי	modificari	שינוי	modificare	ADJ;MASC;PL	
שינויי	schimbari	שינוי	schimbari	ADJ;MASC;PL	N;INDF;FEM;PL
מונעת	condus	מנע	conduce	V;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
מונעת	preventive	מנע	preventiv	V;FEM;SG;V.PTCP	ADJ;INDF;FEM;PL
מונעת	preventivă	מנע	preventiv	V;FEM;SG;V.PTCP	N;INDF;FEM;SG
מונעת	preventiv	מנע	preventiv	V;FEM;SG;V.PTCP	N;INDF;MASC;SG
לאום	cetățenie	לאום	cetățenie		N;INDF;FEM;SG
לאום	cetățenia	לאום	cetățenie		N;DEF;FEM;SG
ורוד	pink	ורוד	pink		N;INDF;MASC;SG
