den	на	den	на	PRO;DEF;MASC+FEM;SG	ADP
finna	намирането	finna	намиране	V;IMP;FIN;ACT	N;DEF;NEUT;SG
finna	намиране	finna	намиране	V;IMP;FIN;ACT	N;INDF;NEUT;SG
finna	намиране	finna	намиране	V;IMP;FIN;ACT	N;INDF;NEUT;SG
finna	намери	finna	намеря-(се)	V;IMP;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
finna	намеря	finna	намеря-(се)	V;IMP;FIN;ACT	V;PFV;IND;SG;1;PRS;FIN;ACT
wayne	уейн	wayne	уейн	PROPN;NOM	PROPN;INDF;MASC;SG
ukrainska	украйна	ukrainsk	украйна	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;FEM;SG
ukrainska	украински	ukrainsk	украински	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
fraser	фрейзър	fras	фрейзър	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
medaljer	медалите	medalj	медал	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
monument	паметници	monument	паметник	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
polis	ченгето	polis	ченге	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
hårda	трудно	hård	трудно	ADJ;NOM;PL	ADV
hårda	силно	hård	силно	ADJ;NOM;PL	ADV
hårda	здраво	hård	здраво	ADJ;NOM;PL	ADV
hårda	твърдо	hård	твърдо	ADJ;NOM;PL	ADV
hårda	твърд	hård	твърд	ADJ;NOM;PL	ADJ;INDF;MASC;SG
tillbringade	изразходвани	tillbringad	изразходвам	V;IND;PST;FIN;ACT	V;IPFV;INDF;PL;V.PTCP;PASS
tillbringade	похарчени	tillbringad	похарча	V;IND;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
annorlunda	различна	annorlunda	различен	ADV	ADJ;INDF;FEM;SG
annorlunda	различни	annorlunda	различен	ADV	ADJ;INDF;PL
annorlunda	различен	annorlunda	различен	ADV	ADJ;INDF;MASC;SG
bates	бейтс	bate	бейтс	PROPN;NOM	PROPN;INDF;MASC;SG
svår	тежки	svår	тежък	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
svår	трудно	svår	трудно	ADJ;NOM;INDF;MASC+FEM;SG	ADV
svår	трудни	svår	труден	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
arenan	арена	arena	арена	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
freden	мир	fred	мир	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
torget	квадратна	torg	квадратен	N;NOM;DEF;NEUT;SG	ADJ;INDF;FEM;SG
torget	квадратни	torg	квадратен	N;NOM;DEF;NEUT;SG	ADJ;INDF;PL
torget	квадратен	torg	квадратен	N;NOM;DEF;NEUT;SG	ADJ;INDF;MASC;SG
torget	квадрат	torg	квадрат	N;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
torget	площад	torg	площад	N;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
disney	дисни	disney	дисня	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
nick	ник	nick	ник	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
fame	славата	fam	слава	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
chapman	чапман	chapman	чапман	PROPN;NOM	N;INDF;MASC;SG
starta	начало	starta	начало	V;IMP;NFIN;ACT	N;INDF;NEUT;SG
starta	старт	starta	старт	V;IMP;NFIN;ACT	N;INDF;MASC;SG
starta	стартиране	starta	стартиране	V;IMP;NFIN;ACT	N;INDF;NEUT;SG
starta	стартиране	starta	стартиране	V;IMP;NFIN;ACT	N;INDF;NEUT;SG
starta	изстрелване	starta	изстрелване	V;IMP;NFIN;ACT	N;INDF;NEUT;SG
ökad	повишена	öka	повиша-(се)	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
ökad	увеличена	öka	увелича-(се)	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
ökad	увеличен	öka	увеличен	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ökad	повишен	öka	повиша-(се)	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
edmond	едмон	edmond	едмон	PROPN;NOM	N;INDF;MASC;SG
edmond	едмънд	edmond	едмънд	PROPN;NOM	N;INDF;MASC;SG
diskutera	обсъждаме	diskutera	обсъждам	V;IMP;FIN;ACT	V;IPFV;IND;PL;1;PRS;FIN;ACT
diskutera	обсъдим	diskutera	обсъдя	V;IMP;FIN;ACT	V;PFV;IND;PL;1;PRS;FIN;ACT
andy	анди	andy	анди	PROPN;NOM	PROPN;INDF;MASC;SG
representerad	представени	representera	представя-(се)	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
representerad	представена	representera	представя-(се)	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
hollywood	холивудски	hollywood	холивудски	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
beskriva	опиша	beskriva	опиша	V;IMP;FIN;ACT	V;PFV;IND;SG;1;PRS;FIN;ACT
beskriva	описвам	beskriva	описвам	V;IMP;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
leipzig	лайпциг	leipzig	лайпциг	PROPN;NOM	PROPN;INDF;MASC;SG
kevin	кевин	kevin	кевин	PROPN;NOM	PROPN;INDF;MASC;SG
dalton	долтън	dalton	долтън	PROPN;NOM	N;INDF;MASC;SG
dalton	далтън	dalton	далтън	PROPN;NOM	N;INDF;MASC;SG
online	online	online	online	N;NOM;INDF;NEUT;SG	ADJ
stjärna	звезден	stjärna	звезден	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
duck	патици	duck	патик	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
gerhard	герхард	gerhard	герхард	PROPN;NOM	N;INDF;MASC;SG
utföra	извършване	utföra	извършване	V;IMP;FIN;ACT	N;INDF;NEUT;SG
klostret	манастир	klostret	манастир	N;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
klostret	манастир	klostret	манастир	N;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
klostret	абатство	klostret	абатство	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
flygplanet	самолет	flygplan	самолет	N;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
minskade	намален	minska	намаля	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
minskade	понижен	minska	понижен	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
minskade	намалено	minska	намаля	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
minskade	намалена	minska	намаля	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
minskade	намалени	minska	намаля	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
minskade	намалено	minska	намаля	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
minskade	намален	minska	намаля	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
minskade	намалена	minska	намаля	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
tegel	тухли	tegel	тухля-(се)	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
tegel	тухлите	tegel	нухла	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;PL
barbara	барбара	barbar	барбар	PROPN;NOM	N;INDF;FEM;SG
flygplatsen	летище	flygplats	летище	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
utmärkt	отлично	utmärkt	отлично	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADV
upptäckt	откриване	upptäcka	откриване	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;INDF;NEUT;SG
upptäckt	открит	upptäcka	открия-(се)	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
upptäckt	открита	upptäcka	открия-(се)	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
upptäckt	открити	upptäcka	открит	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;PL
upptäckt	засечен	upptäcka	засека	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
upptäckt	откритие	upptäcka	откритие	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;INDF;NEUT;SG
upptäckt	разкритие	upptäcka	разкритие	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;INDF;NEUT;SG
upptäckt	дискавъри	upptäcka	дискавър	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;INDF;MASC;SG
upptäckt	откриване	upptäcka	откриване	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;INDF;NEUT;SG
tolkning	тълкуването	tolkning	тълкуване	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
erica	ерика	eric	ерик	PROPN;NOM	N;INDF;FEM;SG
marc	марк	marc	марк	PROPN;NOM	PROPN;INDF;MASC;SG
motorn	двигатели	motor	двигател	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;PL
motorn	двигател	motor	двигател	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
tor	тор	tor	тор	PROPN;NOM	N;INDF;MASC;SG
tor	тор	tor	тор	PROPN;NOM	N;INDF;MASC;SG
målade	боядисани	måla	боядисан	V;PST;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
målade	нарисуван	måla	нарисувам	V;PST;V.PTCP;ACT	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
målade	нарисувана	måla	нарисувам	V;PST;V.PTCP;ACT	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
målade	боядисана	måla	боядишан	V;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
planerade	планирани	planera	планирам	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
planerade	планирана	planera	планирам	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
planerade	планирано	planera	планирам	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
planerade	планиран	planera	планирам	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
majoritet	мнозинството	majoritet	мнозинство	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
majoritet	мажоритарен	majoritet	мажоритарен	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
xii	xii	xii	xii	PROPN;NOM	ADJ;INDF;MASC;SG
äventyr	приключенски	äventyr	приключенски	N;NOM;INDF;NEUT;SG	ADJ;INDF;MASC;SG
äventyr	приключението	äventyr	приключение	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
äventyr	приключения	äventyr	приключение	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
äventyr	приключения	äventyr	приключение	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
äventyr	приключенията	äventyr	приключение	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;PL
scb	scb	scb	аз	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
hår	косми	hår	косъм	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
hår	коси	hår	коса	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
hår	косата	hår	коса	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
amerikanskt	американско	amerikansk	американски	ADJ;NOM;INDF;NEUT;SG	ADV
amerikanskt	американец	amerikansk	американец	ADJ;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
ryan	райън	ryan	райън	PROPN;NOM	PROPN;INDF;MASC;SG
ryan	раян	ryan	раян	PROPN;NOM	PROPN;INDF;MASC;SG
hopp	скочи	hopp	скоча	N;NOM;INDF;NEUT;SG	V;PFV;IND;SG;3;PST;FIN;ACT
hopp	надеждите	hopp	надежда	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
hopp	надежди	hopp	надежда	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
hopp	надеждата	hopp	надежда	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
light	светло	ligga	светло	N;NOM;INDF;MASC+FEM;SG	ADV
light	светлината	ligga	светлина	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
träsk	блатото	träsk	блато	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
harrison	харисън	harrison	харисън	PROPN;NOM	PROPN;INDF;MASC;SG
påverkar	засягащи	påverka	засягам-(се)	V;IND;PRS;FIN;ACT	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
påverkar	засегне	påverka	засегна-(се)	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
jensen	дженсън	jens	дженсън	PROPN;NOM	PROPN;INDF;MASC;SG
träffade	мет	träffa	мет	V;IND;PST;FIN;ACT	N;INDF;FEM;SG
niklas	никлас	nikla	никлас	PROPN;NOM	PROPN;INDF;MASC;SG
sea	морето	se	море	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
skrift	пиша	skrift	пиша	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
skrift	писанието	skrift	писание	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
nyligen	скорошна	nyligen	скорошен	ADV	ADJ;INDF;FEM;SG
nyligen	скорошни	nyligen	скорошен	ADV	ADJ;INDF;PL
kvalitet	качеството	kvalitet	качество	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
jonathan	джонатан	jonathan	джонатам	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
vägrade	отказва	vägra	отказвам-(се)	V;IND;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
vägrade	отказано	vägra	откажа-(се)	V;IND;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
vägrade	отказан	vägra	откажа-(се)	V;IND;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
tak	тавана	tak	таван	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
tak	покриви	tak	покривя-(се)	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
tak	покривите	tak	покрив	N;NOM;INDF;NEUT;SG	N;DEF;MASC;PL
tak	покривът	tak	покрив	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
tak	тавани	tak	таван	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
tak	таваните	tak	таван	N;NOM;INDF;NEUT;SG	N;DEF;MASC;PL
tak	так	tak	так	N;NOM;INDF;NEUT;SG	INTJ
nad	nad	nad	naи	N;NOM;INDF;MASC+FEM;SG	INTJ
huvudsakliga	основна	huvudsaklig	основен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
huvudsakliga	главна	huvudsaklig	главен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
huvudsakliga	главен	huvudsaklig	главен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
huvudsakliga	директор	huvudsaklig	директор	ADJ;NOM;PL	N;INDF;MASC;SG
kamp	битката	kamp	битка	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
vart	къде	var	къде	N;NOM;INDF;NEUT;SG	ADV
lagos	лагос	laga	лагос	PROPN;NOM	N;INDF;MASC;SG
naturligt	натурални	naturlig	натурален	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;PL
naturligt	естествени	naturlig	естествен	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;PL
naturligt	естествено	naturlig	естествено	ADJ;NOM;INDF;NEUT;SG	ADV
utökad	разширени	utöka	разширя-(се)	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
utökad	разширена	utöka	разширя-(се)	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
utökad	удължен	utöka	удължа	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
utökad	разширен	utöka	разширя-(се)	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
utökad	разширено	utöka	разширя-(се)	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
utökad	разширена	utöka	разширя-(се)	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
utökad	разширени	utöka	разширя-(се)	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
utökad	разширен	utöka	разширя-(се)	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
utökad	разширено	utöka	разширя-(се)	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
risk	риска	risk	риск	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
ungdom	младежта	ungdom	младеж	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
ungdom	младостта	ungdom	младост	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
ungdom	младежи	ungdom	младеж	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
våld	насилието	våld	насилие	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
kraj	kraj	kraj	kraj	PROPN;NOM	N;INDF;MASC;SG
herrgård	имението	herrgård	имение	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
kristus	христос	kristus	христос	PROPN;NOM	N;INDF;MASC;SG
relation	взаимоотношения	relation	взаимоотношение	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
relation	отношения	relation	отношение	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
turkiska	турчин	turkisk	турчин	ADJ;NOM;PL	N;INDF;MASC;SG
turkiska	турско	turkisk	турски	ADJ;NOM;PL	ADV
turkiska	турски	turkisk	турски	ADJ;NOM;PL	ADJ;INDF;MASC;SG
turkiska	турска	turkisk	турски	ADJ;NOM;PL	ADJ;INDF;FEM;SG
tammerfors	тампере	tammerfor	тампере	PROPN;NOM	PROPN;INDF;MASC;SG
edgar	едгар	edge	едгар	PROPN;NOM	N;INDF;MASC;SG
boys	момчета	boys	момче	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
rikets	райх	rike	райх	N;GEN;DEF;NEUT;SG	N;INDF;MASC;SG
arts	изкуства	art	изкуство	N;GEN;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
arts	изкуствата	art	изкуство	N;GEN;INDF;MASC+FEM;SG	N;DEF;NEUT;PL
conakry	конакри	conakry	конакър	PROPN;NOM	N;INDF;MASC;SG
skepp	корабите	skepp	кораб	N;NOM;INDF;NEUT;SG	N;DEF;MASC;PL
skepp	кораби	skepp	кораб	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
dottern	дъще	dotter	дъще	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
dottern	дъщеря	dotter	дъщеря	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
beslöt	решено	besluta	реша	V;IND;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
östersjön	балтийско	östersjön	балтийски	PROPN;NOM	ADV
populärt	популярно	populär	популярен	ADJ;NOM;INDF;NEUT;SG	ADV
populärt	популярни	populär	популярен	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;PL
populärt	актуални	populär	актуален	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;PL
populärt	актуално	populär	актуален	ADJ;NOM;INDF;NEUT;SG	ADV
hävdade	заявено	hävda	заявя	V;IND;PST;V.PTCP;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
hävdade	твърдеше	hävda	твърдя	V;IND;PST;V.PTCP;ACT	V;IPFV;IND;SG;3;IPFV;FIN;ACT
nebraska	небраска	nebrask	небраски	PROPN;NOM	ADJ;INDF;FEM;SG
myndigheter	властите	myndighet	власт	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
diego	диего	diego	диего	PROPN;NOM	PROPN;INDF;MASC;SG
gottfried	готфрид	gottfried	готфрид	PROPN;NOM	N;INDF;MASC;SG
automatiskt	автоматично	automatisk	автоматично	ADJ;NOM;INDF;NEUT;SG	ADV
automatiskt	авто	automatisk	авто	ADJ;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
automatiskt	автоматични	automatisk	автоматичен	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;PL
automatiskt	автоматично	automatisk	автоматично	ADJ;NOM;INDF;NEUT;SG	ADV
automatiskt	автоматично	automatisk	автоматично	ADJ;NOM;INDF;NEUT;SG	ADV
mönster	дизайни	mönster	дизаен	N;NOM;INDF;NEUT;SG	ADJ;INDF;PL
belize	белиз	belize	белиз	PROPN;NOM	PROPN;INDF;FEM;SG
schleswig	шлезвиг	schleswig	шлезвиг	PROPN;NOM	N;INDF;MASC;SG
languedoc	лангедок	languedoc	лангедок	PROPN;NOM	N;INDF;MASC;SG
breda	широка	bred	широк	ADJ;NOM;PL	ADJ;INDF;FEM;SG
breda	широко	bred	широко	ADJ;NOM;PL	ADV
breda	широк	bred	широк	ADJ;NOM;PL	ADJ;INDF;MASC;SG
breda	широка	bred	широк	ADJ;NOM;PL	ADJ;INDF;FEM;SG
hamnen	харбър	hamn	харбър	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
hamnen	пристанище	hamn	пристанище	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
hamnen	порт	hamn	порт	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
hamnen	пристанище	hamn	пристанище	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
konserter	концертите	konsert	концерт	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
lidingö	лидингьо	lidingö	лидингьо	PROPN;NOM	N;INDF;MASC;SG
johanna	джоана	johan	джоана	PROPN;NOM	N;INDF;FEM;SG
johanna	йоана	johan	йоана	PROPN;NOM	PROPN;INDF;FEM;SG
johanna	джоана	johan	джоана	PROPN;NOM	N;INDF;FEM;SG
johanna	йоана	johan	йоана	PROPN;NOM	PROPN;INDF;FEM;SG
möjliga	възможно	möjlig	възможно	ADJ;NOM;PL	ADV
möjliga	възможен	möjlig	възможен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
möjliga	възможна	möjlig	възможен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
samla	събиране	samla	събиране	V;IMP;FIN;ACT	N;INDF;NEUT;SG
samla	събират	samla	събирам-(се)	V;IMP;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
ungdomar	младежта	ungdom	младеж	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;SG
ungdomar	младост	ungdom	младост	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
ungdomar	младеж	ungdom	младеж	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
ungdomar	младостта	ungdom	младост	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;SG
ungdomar	подрастващи	ungdom	подраствам	N;NOM;INDF;MASC+FEM;PL	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
zhang	джан	zhang	джан	PROPN;NOM	PROPN;INDF;MASC;SG
åskådare	зрител	åskådare	зрител	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
bamiyan	бамян	bamiyan	бамян	PROPN;NOM	N;INDF;MASC;SG
socialdemokraterna	социалисти	socialdemokrat	социалист	N;NOM;DEF;MASC+FEM;PL	N;INDF;MASC;PL
bmw	бмв	bmw	бмв	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;NEUT;SG
bmw	bmw	bmw	bmw	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;NEUT;SG
antofagasta	антофагаста	antofag	антофагаст	ADJ;NOM;DEF;RL	N;DEF;MASC;SG
koch	кох	koch	кох	PROPN;NOM	PROPN;INDF;MASC;SG
wars	войните	wars	войн	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;PL
wars	войни	wars	война	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
faktum	факт	faktum	факт	N;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
kommunerna	общини	kommun	община	N;NOM;DEF;MASC+FEM;PL	N;INDF;FEM;PL
foto	снимката	foto	снимка	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
akademiska	академик	akademisk	академик	ADJ;NOM;PL	N;INDF;MASC;SG
akademiska	академична	akademisk	академичен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
knight	найт	knight	найт	PROPN;NOM	PROPN;INDF;MASC;SG
knight	рицар	knight	рицар	PROPN;NOM	N;INDF;MASC;SG
hälsa	здравето	hälsa	здраве	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
wagner	уагнър	wagner	уагнър	PROPN;NOM	PROPN;INDF;MASC;SG
wagner	вагнер	wagner	вагнер	PROPN;NOM	N;INDF;MASC;SG
lloyd	лойд	lloyd	лойд	PROPN;NOM	PROPN;INDF;MASC;SG
dela	споделянето	dela	споделяне	V;IMP;FIN;ACT	N;DEF;NEUT;SG
dela	споделяне	dela	споделяне	V;IMP;FIN;ACT	N;INDF;NEUT;SG
dela	споделяне	dela	споделяне	V;IMP;FIN;ACT	N;INDF;NEUT;SG
dela	дял	dela	дял	V;IMP;FIN;ACT	N;INDF;MASC;SG
dela	разделение	dela	разделение	V;IMP;FIN;ACT	N;INDF;NEUT;SG
dela	разделяне	dela	разделяне	V;IMP;FIN;ACT	N;INDF;NEUT;SG
dela	разделим	dela	разделя-(се)	V;IMP;FIN;ACT	V;PFV;IND;PL;1;PRS;FIN;ACT
dela	разделен	dela	разделя-(се)	V;IMP;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
dela	сплит	dela	сплит	V;IMP;FIN;ACT	N;INDF;MASC;SG
dela	разделяне	dela	разделяне	V;IMP;FIN;ACT	N;INDF;NEUT;SG
joakim	скрудж	joakim	скрудж	PROPN;NOM	N;INDF;MASC;SG
innehålla	съдържат	innehålla	съдържам-(се)	V;IMP;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
lanka	ланка	lanka	ланка	PROPN;NOM	N;INDF;FEM;SG
nationell	национални	nationell	национален	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
nationell	национално	nationell	национален	ADJ;NOM;INDF;MASC+FEM;SG	ADV
