sammanhängande	المتاخمة	sammanhängande	مُتَاخِم	ADJ;NOM;PRS;V.PTCP	N;NOM;DEF;SG
joyce	جويس	joyce	جُوَيس	N;NOM;INDF;MASC+FEM;SG	
dialog	الحوار	dialag	حِوَار	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
simning	للسباحة	simning	للسباحة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
simning	السباحة	simning	سِبَاحَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
symtom	الاعراض	symtom	عُرض	N;NOM;INDF;NEUT;PL	N;NOM;DEF;PL
kids	الاولاد	kida	وَلَد	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;PL
kids	الاطفال	kida	طِفل	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;PL
kids	اطفال	kida	اطفال	N;NOM;INDF;MASC+FEM;SG	
sing	غن	singa	غَن	N;NOM;INDF;NEUT;SG	
sing	اغني	singa	اغني	N;NOM;INDF;NEUT;SG	
sing	يغني	singa	غَنَّى	N;NOM;INDF;NEUT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
sing	غني	singa	غَنِّيّ	N;NOM;INDF;NEUT;SG	
dana	دانا	dana	دَان	PROPN;NOM	
wei	وي	wei	وِي	PROPN;NOM	
kören	جوقة	köra	جُوقَة	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
individuell	فرد	individuell	فَرد	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;INDF;SG
individuell	الفردية	individuell	فَردِيّ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
individuell	الفرد	individuell	فَرد	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
chambers	الغرف	chamber	غُرفَة	PROPN;NOM	N;NOM;DEF;PL
chambers	الدوائر	chamber	دَائِرَة	PROPN;NOM	N;NOM;DEF;PL
avgång	الاستقالة	avgång	اِستِقَالَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
avgång	رحيل	avgång	رَحِيل	N;NOM;INDF;MASC+FEM;SG	
avgång	الرحيل	avgång	رَحِيل	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
avgång	المغادرة	avgång	مُغَادَرَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
definitionen	تعريف	definition	تَعرِيف	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
freedom	الحرية	freedom	حُرِّيَّة	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
däck	الاطارات	däck	إِطَار	N;NOM;INDF;NEUT;PL	N;NOM;DEF;PL
däck	الاطارات	däck	إِطَار	N;NOM;INDF;NEUT;PL	N;NOM;DEF;PL
rättvisa	العدل	rättvisa	عَدل	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
rättvisa	العدالة	rättvisa	عَدَالَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
rättvisa	الانصاف	rättvisa	إِنصَاف	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
hero	البطل	hero	بَطَل	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
övergripande	افقيا	övergripande	أَفقِيّ	N;NOM;INDF;NEUT;SG	ADJ;ACC;INDF;MASC;SG
övergripande	افقية	övergripande	افقية	N;NOM;INDF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
övergripande	اجمالا	övergripande	إِجمَال	N;NOM;INDF;NEUT;SG	N;ACC;INDF;SG
övergripande	عموما	övergripande	عُمُوم	N;NOM;INDF;NEUT;SG	N;ACC;INDF;SG
anländer	يصل	anland	وَصَل	V;IMP;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
studerar	الدراسه	studera	دِرَاسِه	V;IND;PRS;FIN;ACT	
studerar	ادرس	studera	أَدرَس	V;IND;PRS;FIN;ACT	
studerar	دراسة	studera	دِرَاسَة	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
studerar	الدراسة	studera	دِرَاسَة	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
barnard	بارنارد	barnard	بارنارد	N;NOM;INDF;MASC+FEM;SG	
singh	سينغ	singh	سينغ	PROPN;NOM	
dagligen	اليومية	dagligen	يَومِيّ	ADV	ADJ;NOM;DEF;FEM;SG
dagligen	اليومي	dagligen	يَومِيّ	ADV	ADJ;NOM;DEF;MASC;SG
dagligen	يومية	dagligen	يَومِيّ	ADV	ADJ;NOM;INDF;FEM;SG
dagligen	يوميا	dagligen	يَومِيّ	ADV	ADJ;ACC;INDF;MASC;SG
afrikansk	الافريقي	afrikansk	الافريقي	ADJ;NOM;INDF;MASC+FEM;SG	
afrikansk	الافريقية	afrikansk	أَفرِيقِيّ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
afrikansk	افريقيا	afrikansk	افريقيا	ADJ;NOM;INDF;MASC+FEM;SG	
klockor	الساعات	klocka	سَاعَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
klockor	الساعات	klocka	سَاعَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
ching	شينج	ching	شينج	N;NOM;INDF;MASC+FEM;SG	
ching	تشينج	ching	تشينج	N;NOM;INDF;MASC+FEM;SG	
ching	تشينغ	ching	تشينغ	N;NOM;INDF;MASC+FEM;SG	
ching	شينغ	ching	شينغ	N;NOM;INDF;MASC+FEM;SG	
kontinuerligt	مستمر	kontinuerlig	مُستَمِرّ	ADV	ADJ;NOM;INDF;MASC;SG
kontinuerligt	متواصل	kontinuerlig	مُتَوَاصِل	ADV	ADJ;NOM;INDF;MASC;SG
kontinuerligt	مستمرة	kontinuerlig	مُستَمِرّ	ADV	ADJ;NOM;INDF;FEM;SG
kontinuerligt	متواصلة	kontinuerlig	مُتَوَاصِل	ADV	ADJ;NOM;INDF;FEM;SG
djupare	اعمق	djup	أَعمَق	ADJ;NOM;CMPR	
manfred	مانفريد	manfred	مَانفرِيد	PROPN;NOM	
cuenca	كوينكا	cuenca	كُوَينكَا	V;IMP;FIN;ACT	
kostnad	الكلفة	kostnad	كُلفَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kostnad	التكلفة	kostnad	تَكلِفَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kostnad	التكاليف	kostnad	تَكلِيف	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;PL
hanarna	ذكور	hane	ذَكّ	N;NOM;DEF;MASC+FEM;PL	N;NOM;INDF;PL
organisera	تنظيم	organisera	تَنظِيم	V;IMP;FIN;ACT	N;NOM;INDF;SG
organisera	تنظيم	organisera	تَنظِيم	V;IMP;FIN;ACT	N;NOM;INDF;SG
utövare	الممارس	utövare	مُمَارِس	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;SG
utövare	الممارسين	utövare	مُمَارِس	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
stycket	فقرة	styck	فَقرَة	N;NOM;DEF;NEUT;SG	N;NOM;INDF;SG
chuck	تشاك	chuck	تشَاك	PROPN;NOM	
chuck	تشوك	chuck	تشوك	PROPN;NOM	
chuck	تشك	chuck	شَكَّك	PROPN;NOM	V;MASC;IMP;SG;FIN
konventionen	اتفاقية	konvention	اِتِّفَاقِيَّة	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
rimligt	المعقول	rimlig	مَعقُول	ADJ;NOM;INDF;NEUT;SG	
future	مستقبلا	future	مُستَقبَل	N;NOM;INDF;MASC+FEM;SG	N;ACC;INDF;SG
future	المستقبل	future	مُستَقبَل	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
train	القطار	train	قِطَار	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
brasilianska	البرازيل	brasiliansk	اَلبَرَازِيل	ADJ;NOM;PL	
brasilianska	البرازيلي	brasiliansk	البرازيلي	ADJ;NOM;PL	
brasilianska	برازيلي	brasiliansk	برازيلي	ADJ;NOM;PL	
brasilianska	البرازيلية	brasiliansk	بَرَازِيلِيَّة	ADJ;NOM;PL	
brasilianska	البرازيل	brasiliansk	اَلبَرَازِيل	ADJ;NOM;PL	
golvet	ارضية	golv	أَرضِيّ	N;NOM;DEF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
golvet	طابق	golv	طَابِق	N;NOM;DEF;NEUT;SG	N;NOM;INDF;SG
golvet	الارضية	golv	أَرضِيّ	N;NOM;DEF;NEUT;SG	
agerande	اكشن	agerande	اكشن	ADJ;NOM;PRS;V.PTCP	
agerande	العمل	agerande	عَمَل	ADJ;NOM;PRS;V.PTCP	N;NOM;DEF;SG
agerande	الاجراء	agerande	إِجرَاء	ADJ;NOM;PRS;V.PTCP	N;NOM;DEF;SG
agerande	اجراء	agerande	إِجرَاء	ADJ;NOM;PRS;V.PTCP	N;NOM;INDF;SG
agerande	الحركة	agerande	حَرَكَة	ADJ;NOM;PRS;V.PTCP	N;NOM;DEF;SG
raden	صف	rad	صَفّ	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
täta	كثيف	tät	كَثِيف	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
täta	كثيفة	tät	كَثِيف	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
täta	متكرر	tät	مُتَكَرِّر	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
täta	متكررة	tät	مُتَكَرِّر	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
förhandlingarna	مفاوضات	förhandling	مُفَاوَضَة	N;NOM;DEF;MASC+FEM;PL	N;NOM;INDF;PL
krigen	حروب	krig	حَرب	N;NOM;DEF;NEUT;PL	N;NOM;INDF;PL
mass	الكتلة	mass	كُتلَة	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
mass	القداس	mass	قِدَاس	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
yngste	الاصغر	ung	أَصغَر	ADJ;NOM;DEF;RL;MASC	N;NOM;DEF;SG
höst	الخريف	höst	خَرِيف	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
höst	اسقط	höst	أَسقَط	N;NOM;INDF;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
höst	السقوط	höst	سُقُوط	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
höst	الخريف	höst	خَرِيف	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
irving	ايرفينغ	irving	ايرفينغ	PROPN;NOM	
historiken	تاريخ	historik	تَارِيخ	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
lou	لو	lou	لَو	N;NOM;INDF;MASC+FEM;PL	CONJ
lou	لوو	lou	لُوُو	N;NOM;INDF;MASC+FEM;PL	
unikt	فريدون	unik	فريدون	ADJ;NOM;INDF;NEUT;SG	
unikt	فريد	unik	فريد	ADJ;NOM;INDF;NEUT;SG	
droger	العقاقير	drog	عَقَّار	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
droger	المخدرات	drog	مُخَدِّر	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
melodier	الالحان	melodium	إِلحَان	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
fiende	العدو	fiende	عَدُوّ	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
fiende	عدو	fiende	عَدُوّ	N;NOM;INDF;MASC+FEM;SG	
fiende	عدو	fiende	عَدُوّ	N;NOM;INDF;MASC+FEM;SG	
banker	بانكس	bank	بَانكس	N;NOM;INDF;MASC+FEM;PL	
banker	البنوك	bank	بَنك	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
banker	المصارف	bank	مَصرِف	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
letar	ابحث	leta	بَحَث	V;IND;PRS;FIN;ACT	V;MASC;IMP;SG;FIN
letar	النظر	leta	نَظَر	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
rufus	روفوس	rufus	روفوس	PROPN;NOM	
sändebud	المبعوث	sändebud	مَبعُوث	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
sändebud	المبعوثين	sändebud	مَبعُوث	N;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;PL
sändebud	المبعوثين	sändebud	مَبعُوث	N;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;PL
sändebud	المبعوث	sändebud	مَبعُوث	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
grundande	الاساس	grunda	أَسَاس	ADJ;NOM;PRS;V.PTCP	N;NOM;DEF;SG
grundande	مؤسسة	grunda	مُؤَسَّسَة	ADJ;NOM;PRS;V.PTCP	N;NOM;INDF;SG
grundande	المؤسسة	grunda	مُؤَسَّسَة	ADJ;NOM;PRS;V.PTCP	N;NOM;DEF;SG
grundande	تاسيس	grunda	تاسيس	ADJ;NOM;PRS;V.PTCP	N;NOM;INDF;SG
permanenta	دائم	permanent	دَائِم	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
permanenta	الدائم	permanent	دَائِم	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
permanenta	دائمة	permanent	دَائِم	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
permanenta	دايم	permanent	دايم	ADJ;NOM;PL	
permanenta	الدائمة	permanent	دَائِم	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
placeringar	للاستثمارات	placering	للاستثمارات	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;SG
placeringar	الاستثمارات	placering	اِستِثمَار	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
placeringar	المواضع	placering	مَوضِع	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
anklagade	المتهمين	anklaga	مُتَّهَم	ADJ;NOM;PL;PST;V.PTCP	ADJ;ACC;DEF;MASC;PL
anklagade	متهم	anklaga	مُتَّهَم	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
anklagade	المتهم	anklaga	مُتَّهَم	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;DEF;MASC;SG
marknadsföring	التسويق	marknadsföring	تَسوِيق	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
marknadsföring	الترويج	marknadsföring	تَروِيج	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
marknadsföring	الترقية	marknadsföring	تُرقِيّ	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
marknadsföring	الترقيات	marknadsföring	تُرقِيّ	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;PL
etablerad	انشئت	etablerad	أَنشَأ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;FEM;SG;3;PASS
etablerad	انشئ	etablerad	أَنشَأ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	
etablerad	انشا	etablerad	إِنشَا	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	
protestantiska	البروتستانتية	protestantisk	برُوتستَانتِيّ	ADJ;NOM;PL	
protestantiska	البروتستانتي	protestantisk	برُوتستَانتِيّ	ADJ;NOM;PL	
grafik	الفني	grafik	فَنِّيّ	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
grafik	تصويري	grafik	تصويري	N;NOM;INDF;MASC+FEM;SG	
grafik	رسومات	grafik	رَسم	N;NOM;INDF;MASC+FEM;SG	N;NOM;INDF;PL
grafik	الرسومات	grafik	رَسمَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;PL
tittare	المشاهد	titta	مَشهَد	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
tittare	عارض	titta	عَارَض	N;NOM;INDF;MASC+FEM;PL	
tittare	المشاهدين	titta	مُشَاهِد	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
sören	سورين	söra	سُورِين	PROPN;NOM	
ärenden	الحالات	ärende	حَالَة	N;NOM;INDF;NEUT;PL	N;NOM;DEF;PL
ärenden	القضايا	ärende	قَضِيَّة	N;NOM;INDF;NEUT;PL	N;NOM;DEF;PL
stammen	قبيلة	stam	قَبِيلَة	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
granskning	المراجعة	granskning	مُرَاجَعَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
granskning	الاستعراض	granskning	اِستِعرَاض	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
granskning	التدقيق	granskning	تَدقِيق	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
mur	الحائط	mur	حَائِط	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
mur	وول	mur	وُول	N;NOM;INDF;MASC+FEM;SG	
mur	الجدار	mur	جِدَار	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
korsning	العبور	korsning	عُبُور	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
korsning	التقاطع	korsning	تَقَاطُع	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
möbler	اثاث	möbel	أَثَاث	N;NOM;INDF;MASC+FEM;PL	N;NOM;INDF;SG
möbler	الاثاث	möbel	أَثَاث	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;SG
kostnader	الكلفة	kostnad	كُلفَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;SG
kostnader	التكلفة	kostnad	تَكلِفَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;SG
kostnader	التكاليف	kostnad	تَكلِيف	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
kostnader	تكلفة	kostnad	تَكلِفَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;INDF;SG
kostnader	النفقات	kostnad	نَفَقَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
kostnader	المصاريف	kostnad	مَصرُوف	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
kostnader	المصروفات	kostnad	مَصرُوف	N;NOM;INDF;MASC+FEM;PL	ADJ;NOM;DEF;FEM;PL
kostnader	التكاليف	kostnad	تَكلِيف	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
försvunnen	مفقودين	försvinn	مَفقُود	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;PL
försvunnen	المفقودين	försvinn	مَفقُود	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;ACC;DEF;MASC;PL
upplevde	خبرة	uppleva	خِبرَة	V;IND;PST;FIN;ACT	N;NOM;INDF;SG
revolutionära	الثورية	revolutionär	ثُورِيّ	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
revolutionära	الثوري	revolutionär	ثَورِيّ	ADJ;NOM;PL	N;NOM;DEF;SG
skriftliga	كتب	skriftlig	كَتَب	ADJ;NOM;PL	V;PFV;MASC;SG;3;ACT
skriftliga	مكتوب	skriftlig	مَكتُوب	ADJ;NOM;PL	
skriftliga	خطية	skriftlig	خَطِّيّ	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
skriftliga	مكتوبة	skriftlig	مَكتُوب	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
liang	ليانغ	liang	ليانغ	N;NOM;INDF;MASC+FEM;SG	
bingham	بينغهام	bingham	بينغهام	PROPN;NOM	
lust	رغب	lust	رَغبَ	N;NOM;INDF;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
lust	رغبه	lust	رغبه	N;NOM;INDF;MASC+FEM;SG	PRO;NOM;MASC;SG;3
lust	الرغبة	lust	رَغبَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
lust	الشهوة	lust	شَهوَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
korsningen	تقاطع	korsning	تَقَاطُع	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
winston	ونستون	winston	ونستون	PROPN;NOM	
winston	وينستون	winston	وينستون	PROPN;NOM	
sunset	غروب	suns	غُرُوب	N;NOM;DEF;NEUT;SG	N;NOM;INDF;SG
benson	بنسن	benson	بنسن	PROPN;NOM	
benson	بنسون	benson	بِنسُون	PROPN;NOM	
benson	بينسون	benson	بينسون	PROPN;NOM	
feel	تحس	feel	تَحِسس	N;NOM;INDF;MASC+FEM;SG	
feel	تشعر	feel	شَعَر	N;NOM;INDF;MASC+FEM;SG	V;IPFV;MASC;IND;SG;2;FIN;ACT
feel	اشعر	feel	أَشعَر	N;NOM;INDF;MASC+FEM;SG	
feel	يشعر	feel	شَعَر	N;NOM;INDF;MASC+FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
samarbeta	تعاون	samarbeta	تَعَاوُن	V;IMP;FIN;ACT	N;NOM;INDF;SG
samarbeta	تعاون	samarbeta	تَعَاوُن	V;IMP;FIN;ACT	N;NOM;INDF;SG
samarbeta	تعاوني	samarbeta	تَعَاوُنِيّ	V;IMP;FIN;ACT	ADJ;NOM;INDF;MASC;SG
gerard	جيرارد	gerard	جِيرَارد	PROPN;NOM	
variabel	المتغير	variabel	مُتَغَيِّر	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
mhnt	mh	mhnt	فَأ	V;IMP;FIN;ACT	
uppskattade	المقدرة	uppskattad	مُقَدِّر	ADJ;NOM;PL;PST;V.PTCP	N;NOM;DEF;SG
uppskattade	قدرت	uppskattad	قَدَّر	ADJ;NOM;PL;PST;V.PTCP	V;PFV;FEM;SG;3;PASS
uppskattade	يقدر	uppskattad	قَدَّر	ADJ;NOM;PL;PST;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;PASS
uppskattade	اقدر	uppskattad	أَقدَر	ADJ;NOM;PL;PST;V.PTCP	
uppskattade	تقدر	uppskattad	قَدَّر	ADJ;NOM;PL;PST;V.PTCP	V;IPFV;FEM;IND;SG;3;FIN;PASS
uppskattade	نقدر	uppskattad	نقدر	ADJ;NOM;PL;PST;V.PTCP	
anklagades	المتهمين	anklaga	مُتَّهَم	V;IND;PST;FIN;PASS	ADJ;ACC;DEF;MASC;PL
anklagades	متهم	anklaga	مُتَّهَم	V;IND;PST;FIN;PASS	ADJ;NOM;INDF;MASC;SG
anklagades	المتهم	anklaga	مُتَّهَم	V;IND;PST;FIN;PASS	ADJ;NOM;DEF;MASC;SG
panorama	بانوراما	panoram	بانوراما	N;NOM;INDF;MASC+FEM;SG	
panorama	بانورامي	panoram	بانورامي	N;NOM;INDF;MASC+FEM;SG	
mun	مون	mun	مون	N;NOM;INDF;MASC+FEM;SG	
mun	الفم	mun	فَمّ	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
flygning	الطيران	flygning	طَيَرَان	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
flygning	تطير	flygning	طَار	N;NOM;INDF;MASC+FEM;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
flygning	الرحلة	flygning	رِحلَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
flygning	الطيران	flygning	طَيَرَان	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
circle	الدائرة	circle	دَائِرَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
eur	يورو	eur	يورو	N;NOM;INDF;MASC+FEM;SG	
casa	كاسا	casa	كَاس	N;NOM;INDF;NEUT;SG	
casa	كازا	casa	كَاز	N;NOM;INDF;NEUT;SG	
imdb	imdb	imdb	مَكَّث	N;NOM;INDF;MASC+FEM;SG	
avlägsna	البعيد	avlägsen	بَعِيد	ADJ;NOM;PL	
avlägsna	بعيد	avlägsen	بُعَيدَ	ADJ;NOM;PL	
avlägsna	البعيد	avlägsen	بَعِيد	ADJ;NOM;PL	
avlägsna	ازل	avlägsen	أَزل	ADJ;NOM;PL	
avlägsna	ازالة	avlägsen	إِزَالَة	ADJ;NOM;PL	N;NOM;INDF;SG
avlägsna	احذف	avlägsen	أَحذَف	ADJ;NOM;PL	V;PFV;MASC;SG;3;ACT
raser	الاجناس	ras	أَجنَاس	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
raser	الاعراق	ras	عُرق	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
raser	السباقات	ras	سِبَاقَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
prost	بروست	prost	بروست	N;NOM;INDF;MASC+FEM;SG	
roosevelt	روزفلت	roosevel	رُوزفِلت	PROPN;NOM	
roosevelt	روزفيلت	roosevel	رُوزفِيل	PROPN;NOM	
medium	متوسط	medium	مُتَوَسِّط	N;NOM;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
medium	متوسطة	medium	مُتَوَسِّط	N;NOM;INDF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
medium	المتوسط	medium	مُتَوَسِّط	N;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
mhz	mhz	mhz	فَاذ	N;NOM;INDF;MASC+FEM;SG	
points	النقاط	points	نُقطَة	N;NOM;INDF;NEUT;SG	N;NOM;DEF;PL
points	نقاط	points	نُقطَة	N;NOM;INDF;NEUT;SG	N;NOM;INDF;PL
vistelse	الاقامة	vistelse	إِقَامَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
vistelse	ابقي	vistelse	ابقي	N;NOM;INDF;MASC+FEM;SG	
vistelse	ابقى	vistelse	ابقى	N;NOM;INDF;MASC+FEM;SG	
vistelse	البقاء	vistelse	بَقَاء	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
vistelse	ابق	vistelse	ابق	N;NOM;INDF;MASC+FEM;SG	
ambassaden	سفارة	ambassad	سِفَارَة	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
unesco	اليونسكو	unesco	اليونسكو	PROPN;NOM	
depression	الكابة	depression	كَابَّة	N;NOM;INDF;MASC+FEM;SG	
depression	الاكتئاب	depression	اِكتِئَاب	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
depression	الكساد	depression	كَسَاد	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
begravning	الدفن	begravning	دَفن	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
begravning	الجنازة	begravning	جِنَازَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
astronomiska	الفلكية	astronomisk	فَلَكِيّ	ADJ;NOM;PL	
astronomiska	فلكي	astronomisk	فَلَكِيّ	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
nordlig	الشمالية	nordlig	شَمَالِيّ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
nordlig	شمال	nordlig	شَمَال	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;INDF;SG
nordlig	الشمالي	nordlig	شَمَالِيّ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
nordlig	شمالي	nordlig	شمالي	ADJ;NOM;INDF;MASC+FEM;SG	
kopior	نسخ	kopia	نُسخَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;INDF;SG
kopior	النسخ	kopia	نُسخَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
geologiska	الجيولوجي	geologisk	جِيُولُوجِيّ	ADJ;NOM;PL	
geologiska	الجيولوجية	geologisk	جِيُولُوجِيّ	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
cykel	الدراجة	cykel	دِرَاجَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
