singh	singh	singh	singh	N;INDF;MASC;SG	PROPN
elseif	elseif	elseif	elseif	N;INDF;MASC;SG	
kapital	capitales	kapital	capital	N;INDF;MASC;SG	N;MASC;PL
kamera	cámaras	kamera	cámara	N;INDF;NEUT;SG	N;FEM;PL
gibraltar	gibraltar	gibralt	gibraltar	N;INDF;MASC;SG	V;NFIN
fullføre	completado	fullføre	completado	V;IMP;NFIN	ADJ;MASC;SG;V.PTCP
fullføre	completa	fullføre	completo	V;IMP;NFIN	ADJ;FEM;SG
fullføre	completas	fullføre	completo	V;IMP;NFIN	ADJ;FEM;PL
fullføre	completo	fullføre	completo	V;IMP;NFIN	ADJ;MASC;SG
roberto	roberto	roberto	roberto	ADJ;INDF;SG;V.PTCP	N;MASC;SG
orig	orig	orig	orig	N;INDF;NEUT;SG	INTJ
hen	gallina	hen	gallina	ADP	N;FEM;SG
ankomst	llegadas	ankomst	llegado	N;INDF;MASC;SG	N;FEM;PL
ankomst	eta	ankomst	eta	N;INDF;MASC;SG	PROPN
ankomst	llegadas	ankomst	llegado	N;INDF;MASC;SG	N;FEM;PL
skriv	escribe	skrive	escribir	V;IMP;FIN	V;IND;SG;3;PRS;FIN
skriv	escribo	skrive	escribir	V;IMP;FIN	V;IND;SG;1;PRS;FIN
skriv	escritura	skrive	escritura	V;IMP;FIN	N;FEM;SG
skriv	escribe	skrive	escribir	V;IMP;FIN	V;IND;SG;3;PRS;FIN
skriv	type	skrive	type	V;IMP;FIN	N
skriv	tipo	skrive	tipo	V;IMP;FIN	N;MASC;SG
trives	prosperar	trives	prosperar	N;INDF;MASC;SG	V;NFIN
fett	gordos	fett	gordo	N;INDF;MASC;SG	ADJ;MASC;PL
fett	gordo	fett	gordo	N;INDF;MASC;SG	ADJ;MASC;SG
fett	gorda	fett	gordo	N;INDF;MASC;SG	ADJ;FEM;SG
fett	gordas	fett	gorda	N;INDF;MASC;SG	N;FEM;PL
betaling	pagos	betaling	pago	N;INDF;FEM;SG	N;MASC;PL
betaling	pagos	betaling	pago	N;INDF;FEM;SG	N;MASC;PL
hindret	prevenido	hindret	prevenir	N;DEF;NEUT;SG	ADJ;MASC;SG;V.PTCP
hindret	impedido	hindret	impedido	N;DEF;NEUT;SG	ADJ;MASC;SG;V.PTCP
blokkering	bloqueando	blokkering	bloquear	N;INDF;FEM;SG	V;V.MSDR
blokkering	bloquear	blokkering	bloquear	N;INDF;FEM;SG	V;NFIN
blokkering	bloquear	blokkering	bloquear	N;INDF;FEM;SG	V;NFIN
bølger	oleaje	bølge	oleaje	N;INDF;FEM;PL	N;MASC;SG
glansvinger	lycaenidae	glansvinge	lycaenidae	N;INDF;FEM;PL	N;FEM;SG
masters	masters	masters	master	N;INDF;NEUT;SG	N;MASC;PL
masters	maestros	masters	maestro	N;INDF;NEUT;SG	N;MASC;PL
palass	palacios	palass	palacio	N;INDF;NEUT;SG	N;MASC;PL
moths	polillas	moths	polilla	N;INDF;MASC;SG	N;FEM;PL
eine	eine	eine	eine	NUM;DEF;SG	N
begått	comprometidos	begå	comprometido	ADJ;INDF;NEUT;SG	ADJ;MASC;PL;V.PTCP
problematisk	problemática	problematisk	problemática	ADJ;INDF;NEUT;SG	N;FEM;SG
problematisk	problemáticas	problematisk	problemático	ADJ;INDF;NEUT;SG	ADJ;FEM;PL
problematisk	problemáticos	problematisk	problemático	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
forsiktig	cuidadosos	forsiktig	cuidadoso	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
forsiktig	suavemente	forsiktig	suavemente	ADJ;INDF;NEUT;SG	ADV
forsiktig	gentilmente	forsiktig	gentilmente	ADJ;INDF;NEUT;SG	ADV
gyldig	válidos	gyldig	válido	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
tykk	espeso	tykk	espeso	N;INDF;MASC;SG	ADJ;MASC;SG
tykk	gruesa	tykk	grueso	N;INDF;MASC;SG	ADJ;FEM;SG
tykk	espesa	tykk	espeso	N;INDF;MASC;SG	ADJ;FEM;SG
tykk	grueso	tykk	grueso	N;INDF;MASC;SG	ADJ;MASC;SG
tykk	gruesos	tykk	grueso	N;INDF;MASC;SG	ADJ;MASC;PL
naval	navales	naval	naval	N;INDF;MASC;SG	ADJ;PL
naval	naval	naval	naval	N;INDF;MASC;SG	ADJ;SG
vanskeligheter	dificultad	vanskeligheter	dificultad	N;INDF;FEM;PL	N;FEM;SG
vanskeligheter	dificultad	vanskeligheter	dificultad	N;INDF;FEM;PL	N;FEM;SG
kontroversielle	polémica	kontroversiell	polémica	ADJ;PL	N;FEM;SG
kontroversielle	controvertida	kontroversiell	controvertido	ADJ;PL	ADJ;FEM;SG;V.PTCP
kontroversielle	controversial	kontroversiell	controversial	ADJ;PL	ADJ;SG
kontroversielle	polémico	kontroversiell	polémico	ADJ;PL	ADJ;MASC;SG
kontroversielle	controvertido	kontroversiell	controvertido	ADJ;PL	ADJ;MASC;SG;V.PTCP
lin	lin	lin	lin	N;INDF;MASC;SG	PROPN
kraften	forzar	kraft	forzar	N;DEF;MASC;SG	V;NFIN
fylte	lleno	fylle	lleno	ADJ;PL;V.PTCP	ADJ;MASC;SG
fylte	llenado	fylle	llenado	ADJ;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
fornuftig	razonables	fornuftig	razonable	ADJ;INDF;NEUT;SG	ADJ;PL
kanter	aristas	kante	arista	N;INDF;NEUT;SG	N;FEM;PL
kanter	bordes	kante	borde	N;INDF;NEUT;SG	N;MASC;PL
sony	sony	sony	sony	N;INDF;MASC;SG	PROPN
sverdrup	sverdrup	sverdrup	sverdrup	N;INDF;MASC;SG	
innspilling	grabando	innspilling	grabar	N;INDF;FEM;SG	V;V.MSDR
innspilling	grabar	innspilling	grabar	N;INDF;FEM;SG	V;NFIN
forklart	explicó	forklare	explicar	ADJ;INDF;NEUT;SG;V.PTCP	V;IND;SG;3;PST;FIN
forklart	explicaba	forklare	explicar	ADJ;INDF;NEUT;SG;V.PTCP	V;IND;SG;3;IPFV;FIN
trygg	safe	trygg	safir	ADJ;INDF;SG	N
handle	tienda	handle	tienda	V;NFIN	N;FEM;SG
handle	ley	handle	ley	V;NFIN	N;FEM;SG
handle	acta	handle	acta	V;NFIN	N;FEM;SG
handle	acto	handle	acto	V;NFIN	N;MASC;SG
handle	act	handle	act	V;NFIN	PROPN
avgrenset	confinados	avgrens	confinado	N;DEF;NEUT;SG	ADJ;MASC;PL;V.PTCP
avgrenset	confinado	avgrens	confinado	N;DEF;NEUT;SG	ADJ;MASC;SG;V.PTCP
avgrenset	confinada	avgrens	confinar	N;DEF;NEUT;SG	ADJ;FEM;SG;V.PTCP
sitat	citar	sitat	citar	N;INDF;NEUT;SG	V;NFIN
sitat	cotizar	sitat	cotizar	N;INDF;NEUT;SG	V;NFIN
register	inscribirse	register	inscribirse	N;INDF;NEUT;SG	V;SBJV;SG;3;FIN
register	registrarse	register	registrar	N;INDF;NEUT;SG	V;SBJV;SG;3;IPFV;FIN
bla	bla	bla	bla	N;INDF;MASC;SG	INTJ
aristoteles	aristóteles	aristoteles	aristótel	N;INDF;MASC;SG	N;FEM;PL
lovlig	legales	lovlig	legal	ADJ;INDF;NEUT;SG	ADJ;PL
lovlig	jurídicas	lovlig	jurídico	ADJ;INDF;NEUT;SG	ADJ;FEM;PL
lovlig	lícitas	lovlig	lícita	ADJ;INDF;NEUT;SG	ADJ;FEM;PL
lovlig	lícitos	lovlig	lícito	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
bengt	bengt	benge	bengt	N;INDF;MASC;SG	PROPN
six	seis	six	seis	N	NUM;PL
ward	ward	ward	ward	PROPN	PROPN
ward	pabellón	ward	pabellón	PROPN	N;MASC;SG
kjære	querido	kjære	querido	N	ADJ;MASC;SG;V.PTCP
kjære	estimado	kjære	estimado	N	ADJ;MASC;SG;V.PTCP
kjære	estimados	kjære	estimado	N	ADJ;MASC;PL;V.PTCP
kjære	queridos	kjære	querido	N	ADJ;MASC;PL;V.PTCP
kjære	querida	kjære	querido	N	ADJ;FEM;SG;V.PTCP
erlend	erlend	erlend	erlend	N;INDF;MASC;SG	
troll	troll	troll	troll	N;INDF;NEUT;SG	
troll	trolls	troll	trolls	N;INDF;NEUT;SG	N;MASC;PL
troll	trolls	troll	trolls	N;INDF;NEUT;SG	N;MASC;PL
troll	trols	troll	trols	N;INDF;NEUT;SG	N;PL
iver	iver	iver	iver	N;INDF;MASC;SG	PROPN
varierte	variada	variere	variado	ADJ;PL;V.PTCP	ADJ;FEM;SG;V.PTCP
varierte	variado	variere	variado	ADJ;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
behandler	procesamiento	behandle	procesamiento	V;IND;PRS;FIN	N;MASC;SG
behandler	tramitación	behandle	tramitación	V;IND;PRS;FIN	N;FEM;SG
behandler	transformación	behandle	transformación	V;IND;PRS;FIN	N;FEM;SG
behandler	procesado	behandle	procesado	V;IND;PRS;FIN	ADJ;MASC;SG;V.PTCP
behandler	golosinas	behandle	golosina	V;IND;PRS;FIN	N;FEM;PL
ekstreme	extrema	ekstrem	extremo	ADJ;PL	ADJ;FEM;SG
ekstreme	extremo	ekstrem	extremo	ADJ;PL	N;MASC;SG
ekstreme	extreme	ekstrem	extreme	ADJ;PL	N
ekstreme	extremos	ekstrem	extremo	ADJ;PL	N;MASC;PL
flying	volando	flying	volar	N;INDF;FEM;SG	V;V.MSDR
flying	volar	flying	volar	N;INDF;FEM;SG	V;NFIN
angi	conjunto	angi	conjunto	V;IMP;FIN	N;MASC;SG
angi	set	angi	set	V;IMP;FIN	N;MASC;SG
angi	fijado	angi	fijado	V;IMP;FIN	ADJ;MASC;SG;V.PTCP
angi	plató	angi	plató	V;IMP;FIN	N;MASC;SG
angi	entra	angi	entrar	V;IMP;FIN	V;IND;SG;3;PRS;FIN
angi	ingresa	angi	ingresar	V;IMP;FIN	V;IND;SG;3;PRS;FIN
angi	enter	angi	enter	V;IMP;FIN	N
hoppe	salta	hoppe	salta	N;INDF;FEM;SG	
hoppe	saltar	hoppe	saltar	N;INDF;FEM;SG	V;NFIN
hoppe	hoppe	hoppe	hoppe	N;INDF;FEM;SG	PROPN
geologiske	geológico	geologisk	geológico	ADJ;PL	ADJ;MASC;SG
geologiske	geológica	geologisk	geológico	ADJ;PL	ADJ;FEM;SG
hjul	ruedas	hjul	rueda	N;INDF;NEUT;SG	N;FEM;PL
beskrivelser	descripciones	beskrivelser	descripción	N;INDF;NEUT;SG	N;FEM;PL
prinsipp	principio	prinsipp	principio	N;INDF;NEUT;PL	N;MASC;SG
delhi	delhi	delhi	delhi	N	PROPN
fiende	enemigas	fiende	enemiga	N;INDF;MASC;SG	ADJ;FEM;PL
fiende	enemiga	fiende	enemigo	N;INDF;MASC;SG	ADJ;FEM;SG
fiende	enemigos	fiende	enemigo	N;INDF;MASC;SG	N;MASC;PL
fiende	enemigos	fiende	enemigo	N;INDF;MASC;SG	N;MASC;PL
østlig	orientales	østlig	oriental	N;INDF;MASC;SG	ADJ;PL
østlig	oriental	østlig	oriental	N;INDF;MASC;SG	ADJ;SG
pensjon	pensiones	pensjon	pensión	N;INDF;MASC;SG	N;FEM;PL
vitne	testigos	vitne	testigo	N;INDF;NEUT;SG	N;MASC;PL
vitne	testigos	vitne	testigo	N;INDF;NEUT;SG	N;MASC;PL
håndverk	embarcaciones	håndverk	embarcación	N;INDF;NEUT;SG	N;FEM;PL
håndverk	manualidades	håndverk	manualidad	N;INDF;NEUT;SG	N;FEM;PL
håndverk	artesanías	håndverk	artesanía	N;INDF;NEUT;SG	N;FEM;PL
ivrig	ansiosos	ivrig	ansioso	ADJ;INDF;SG	ADJ;MASC;PL
västra	västra	västre	vístro	N;INDF;MASC;SG	ADJ;FEM;SG
avslo	rechazada	avslo	rechazado	V;IND;PST;FIN	ADJ;FEM;SG;V.PTCP
avslo	disminuido	avslo	disminuido	V;IND;PST;FIN	ADJ;MASC;SG;V.PTCP
avslo	rechazado	avslo	rechazado	V;IND;PST;FIN	ADJ;MASC;SG;V.PTCP
avslo	denegada	avslo	denegar	V;IND;PST;FIN	ADJ;FEM;SG;V.PTCP
avslo	denegado	avslo	denegar	V;IND;PST;FIN	ADJ;MASC;SG;V.PTCP
avslo	rechazada	avslo	rechazado	V;IND;PST;FIN	ADJ;FEM;SG;V.PTCP
undersøkt	investigó	undersøkje	investigar	ADJ;INDF;NEUT;SG;V.PTCP	V;IND;SG;3;PST;FIN
undersøkt	investigados	undersøkje	investigar	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
undersøkt	examinó	undersøkje	examinar	ADJ;INDF;NEUT;SG;V.PTCP	V;IND;SG;3;PST;FIN
undersøkt	examinados	undersøkje	examinado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
undersøkt	investigó	undersøkje	investigar	ADJ;INDF;NEUT;SG;V.PTCP	V;IND;SG;3;PST;FIN
sjøsatt	lanzados	sjøsatt	lanzado	ADJ;INDF;NEUT;SG	ADJ;MASC;PL;V.PTCP
sjøsatt	lanzó	sjøsatt	lanzar	ADJ;INDF;NEUT;SG	V;IND;SG;3;PST;FIN
konkluderte	concluido	konkludere	concluido	V;IND;PST;FIN	ADJ;MASC;SG;V.PTCP
konkluderte	concluidos	konkludere	concluido	V;IND;PST;FIN	ADJ;MASC;PL;V.PTCP
gylne	oro	gyle	oro	ADJ;PL	N;MASC;SG
gylne	dorada	gyle	dorado	ADJ;PL	ADJ;FEM;SG;V.PTCP
gylne	golden	gyle	golden	ADJ;PL	N;MASC;SG
gylne	dorado	gyle	dorado	ADJ;PL	ADJ;MASC;SG;V.PTCP
utgiver	editoriales	utgive	editorial	N;INDF;FEM;SG	N;FEM;PL
utgiver	editores	utgive	editor	N;INDF;FEM;SG	N;MASC;PL
øyeblikk	momentos	øyeblikk	momento	N;INDF;MASC;SG	N;MASC;PL
øyeblikk	instantes	øyeblikk	instante	N;INDF;MASC;SG	N;MASC;PL
øyeblikk	instantáneo	øyeblikk	instantáneo	N;INDF;MASC;SG	ADJ;MASC;SG
øyeblikk	instantáneas	øyeblikk	instantánea	N;INDF;MASC;SG	N;FEM;PL
øyeblikk	instantánea	øyeblikk	instantánea	N;INDF;MASC;SG	ADJ;FEM;SG
ordinær	ordinarios	ordinær	ordinario	ADJ;INDF;SG	ADJ;MASC;PL
ordinær	ordinarias	ordinær	ordinario	ADJ;INDF;SG	ADJ;FEM;PL
eksistere	existo	eksistere	existir	V;IMP;NFIN	V;IND;SG;1;PRS;FIN
eksistere	existen	eksistere	existir	V;IMP;NFIN	V;IND;PL;3;PRS;FIN
lei	lei	lei	lei	ADJ;INDF;SG	V;IND;SG;2;PRS;FIN
produksjoner	producciones	produksjon	producción	N;INDF;MASC;SG	N;FEM;PL
blanke	brillante	blank	brillante	ADJ;PL	ADJ;SG
lorentzen	lorentzen	lorentz	lorentzar	N;DEF;MASC;SG	V;IND;PL;3;PRS;FIN
flatt	plano	flat	plano	ADJ;INDF;NEUT;SG	N;MASC;SG
flatt	piso	flat	piso	ADJ;INDF;NEUT;SG	N;MASC;SG
elite	elitista	elite	elitista	N;INDF;MASC;SG	ADJ;SG
teigen	teigen	teig	teigar	N;DEF;MASC;SG	
seksten	sixteen	seksten	sextir	NUM;PL	N
kjemiker	químico	kjemike	químico	N;INDF;MASC;SG	ADJ;MASC;SG
tegneserier	historietas	tegneserie	historieta	N;INDF;NEUT;SG	N;FEM;PL
tegneserier	comics	tegneserie	comics	N;INDF;NEUT;SG	N;MASC;PL
tegneserier	cómics	tegneserie	cómics	N;INDF;NEUT;SG	N;MASC;PL
woods	maderas	woods	madera	N;INDF;NEUT;SG	N;FEM;PL
woods	bosques	woods	bosque	N;INDF;NEUT;SG	N;MASC;PL
nacional	nacional	nacional	nacional	N	ADJ;SG
representasjon	representados	representasjon	representado	N;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
representasjon	representaciones	representasjon	representación	N;INDF;MASC;SG	N;FEM;PL
stabil	estables	stabil	estable	ADJ;INDF;SG	ADJ;PL
stabil	establo	stabil	establo	ADJ;INDF;SG	N;MASC;SG
kjøp	adquirir	kjøp	adquirir	N;INDF;NEUT;SG	V;NFIN
kjøp	comprar	kjøp	comprar	N;INDF;NEUT;SG	V;NFIN
kjøp	compre	kjøp	comprar	N;INDF;NEUT;SG	V;IMP;SG;3;FIN
kjøp	compro	kjøp	compro	N;INDF;NEUT;SG	V;IND;SG;2;PRS;FIN
kjøp	comprar	kjøp	comprar	N;INDF;NEUT;SG	V;NFIN
kjøp	compras	kjøp	compra	N;INDF;NEUT;SG	N;FEM;PL
owen	owen	owen	owar	PROPN	N;MASC;SG
bangladesh	bangladés	bangladesh	bangladés	N;INDF;MASC;SG	ADJ;MASC;SG
bangladesh	bangladesh	bangladesh	bangladesh	N;INDF;MASC;SG	N;FEM;PL
herskere	soberanos	herskere	soberano	N;INDF;FEM;SG	N;MASC;PL
herskere	gobernantes	herskere	gobernante	N;INDF;FEM;SG	N;PL
tykke	espeso	tykke	espeso	N;INDF;MASC;SG	ADJ;MASC;SG
tykke	gruesa	tykke	grueso	N;INDF;MASC;SG	ADJ;FEM;SG
tykke	espesa	tykke	espeso	N;INDF;MASC;SG	ADJ;FEM;SG
tykke	grueso	tykke	grueso	N;INDF;MASC;SG	ADJ;MASC;SG
tykke	gruesos	tykke	grueso	N;INDF;MASC;SG	ADJ;MASC;PL
tomme	centímetro	tom	centímetro	ADJ;PL	N;MASC;SG
tomme	pulgada	tom	pulgado	ADJ;PL	ADJ;FEM;SG;V.PTCP
tomme	pulgadas	tom	pulgado	ADJ;PL	N;FEM;PL
tomme	vacío	tom	vacío	ADJ;PL	N;MASC;SG
tomme	vaciar	tom	vaciar	ADJ;PL	V;NFIN
tomme	vacio	tom	vacio	ADJ;PL	N;MASC;SG
tomme	vacía	tom	vacío	ADJ;PL	ADJ;FEM;SG
cat	gatos	cat	gato	N;INDF;SG	N;MASC;PL
fyller	relleno	fylle	relleno	V;IND;PRS;FIN	N;MASC;SG
fyller	llenado	fylle	llenado	V;IND;PRS;FIN	ADJ;MASC;SG;V.PTCP
fyller	llena	fylle	lleno	V;IND;PRS;FIN	ADJ;FEM;SG
ketil	ketil	ketil	ketil	N;INDF;MASC;SG	
before	antes	brfor	antes	N;INDF;NEUT;SG	ADV
mektig	poderosas	mektig	poderoso	ADJ;INDF;NEUT;SG	ADJ;FEM;PL
mektig	poderosos	mektig	poderoso	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
avslutte	acabar	avslutte	acabar	N;INDF;NEUT;SG	V;NFIN
avslutte	terminar	avslutte	terminar	N;INDF;NEUT;SG	V;NFIN
avslutte	finalizar	avslutte	finalizar	N;INDF;NEUT;SG	V;NFIN
avslutte	acabado	avslutte	acabar	N;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
kontoret	oficinas	kontor	oficina	N;DEF;NEUT;SG	N;FEM;PL
eugene	eugene	euge	eugene	N;DEF;FEM;SG	PROPN
eugene	eugenio	euge	eugenio	N;DEF;FEM;SG	PROPN
maur	ant	maur	ant	N;INDF;NEUT;PL	
maur	hormiga	maur	hormiga	N;INDF;NEUT;PL	N;FEM;SG
bombefly	bombarderos	bombefly	bombardero	N;INDF;NEUT;SG	N;MASC;PL
bombefly	bombarderos	bombefly	bombardero	N;INDF;NEUT;SG	N;MASC;PL
fattig	pobres	fattig	pobre	ADJ;INDF;NEUT;SG	N;PL
segl	sella	segl	sella	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
segl	focas	segl	foca	N;INDF;NEUT;SG	N;FEM;PL
segl	precintos	segl	precinto	N;INDF;NEUT;SG	N;MASC;PL
segl	sellos	segl	sello	N;INDF;NEUT;SG	N;MASC;PL
segl	sella	segl	sella	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
mayer	mayer	mayer	mayer	N;INDF;FEM;SG	PROPN
fisker	peces	fiske	pez	N;INDF;MASC;SG	N;MASC;PL
fisker	pescados	fiske	pescado	N;INDF;MASC;SG	N;MASC;PL
fisker	pescadores	fiske	pescador	N;INDF;MASC;SG	N;MASC;PL
opprettes	crea	opprettes	creer	N;INDF;MASC;SG	V;SBJV;SG;3;FIN
opprettes	creó	opprettes	crear	N;INDF;MASC;SG	V;IND;SG;3;PST;FIN
opprettes	creado	opprettes	creado	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
opprettes	creados	opprettes	creado	N;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
opprettes	creadas	opprettes	creado	N;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
opprettes	creada	opprettes	creado	N;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
avlange	alargada	avlange	alargado	ADJ;PL	ADJ;FEM;SG;V.PTCP
avlange	alargado	avlange	alargar	ADJ;PL	ADJ;MASC;SG;V.PTCP
frø	semillas	frø	semilla	N;INDF;NEUT;SG	N;FEM;PL
frø	semillas	frø	semilla	N;INDF;NEUT;SG	N;FEM;PL
policy	políticas	policy	política	N;INDF;NEUT;SG	N;FEM;PL
utvist	expulsados	utvise	expulsado	ADJ;INDF;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
maksimalt	máximas	maksimal	máxima	ADJ;INDF;NEUT;SG	ADJ;FEM;PL
maksimalt	maximo	maksimal	maximo	ADJ;INDF;NEUT;SG	INTJ
massiv	massive	massiv	massivir	ADJ;INDF;SG	N
germain	germain	germain	germain	N;INDF;MASC;SG	PROPN
salget	rebajas	salg	rebaja	N;DEF;NEUT;SG	N;FEM;PL
salget	sales	salg	sal	N;DEF;NEUT;SG	N;FEM;PL
salget	ventas	salg	venta	N;DEF;NEUT;SG	N;FEM;PL
kobayashi	kobayashi	kobayashi	kobayashi	N;INDF;MASC;SG	PROPN
forsvarer	defensor	forsvare	defensor	V;IND;PRS;FIN	N;MASC;SG
forsvarer	defensora	forsvare	defensora	V;IND;PRS;FIN	N;FEM;SG
produsenten	productores	produsent	productor	N;DEF;MASC;SG	N;MASC;PL
produsenten	productoras	produsent	productora	N;DEF;MASC;SG	N;FEM;PL
overrasket	sorprendidos	overraske	sorprendido	N;DEF;NEUT;SG	ADJ;MASC;PL;V.PTCP
overrasket	sorprendido	overraske	sorprendido	N;DEF;NEUT;SG	ADJ;MASC;SG;V.PTCP
overrasket	sorprendida	overraske	sorprendido	N;DEF;NEUT;SG	ADJ;FEM;SG;V.PTCP
any	cualquier	any	cualquiera	N;SG	DET;SG
any	cualquiera	any	cualquiera	N;SG	PRO;SG
opplevelser	experiencias	opplevelser	experiencia	N;INDF;NEUT;SG	N;FEM;PL
tiger	tigres	tiger	tigre	N;INDF;MASC;SG	N;MASC;PL
dominerer	dominante	dominere	dominante	V;IND;PRS;FIN	ADJ;SG
dominerer	dominantes	dominere	dominante	V;IND;PRS;FIN	ADJ;PL
ost	quesos	vit	queso	N;INDF;MASC;SG	N;MASC;PL
hoel	hoel	hoel	hoel	N;INDF;NEUT;SG	
brygge	pier	brygge	pier	N;INDF;FEM;SG	
ambassaden	embajadas	ambassad	embajada	N;DEF;MASC;SG	N;FEM;PL
eduard	eduard	eduard	eduard	N;INDF;MASC;SG	PROPN
intervjuer	entrevistando	intervjue	entrevistar	N;INDF;FEM;PL	V;V.MSDR
konsekvent	sistemáticamente	konsekvent	sistemáticamente	ADJ;INDF;NEUT;SG	ADV
village	poblado	village	poblado	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
same	mismo	same	mismo	DET;DEF	ADJ;MASC;SG
same	misma	same	mismo	DET;DEF	DET;FEM;SG
same	igual	same	igual	DET;DEF	ADV
glemt	olvidaste	glemme	olvidaste	ADJ;INDF;NEUT;SG	INTJ
glemt	olvido	glemme	olvido	ADJ;INDF;NEUT;SG	N;MASC;SG
glemt	olvidé	glemme	olvidar	ADJ;INDF;NEUT;SG	V;IND;SG;1;PST;FIN
glemt	olvidó	glemme	olvidar	ADJ;INDF;NEUT;SG	V;IND;SG;3;PST;FIN
glemt	olvidados	glemme	olvidado	ADJ;INDF;NEUT;SG	ADJ;MASC;PL;V.PTCP
glemt	olvidadas	glemme	olvidado	ADJ;INDF;NEUT;SG	ADJ;FEM;PL;V.PTCP
bokstavelig	literalmente	bokstavelig	literalmente	N;INDF;MASC;SG	ADV
bokstavelig	literal	bokstavelig	literal	N;INDF;MASC;SG	ADJ;SG
bokstavelig	literal	bokstavelig	literal	N;INDF;MASC;SG	ADJ;SG
bokstavelig	literales	bokstavelig	literal	N;INDF;MASC;SG	N;PL
christen	bautizar	christ	bautizar	N;DEF;MASC;SG	V;NFIN
systems	sistemas	systems	sistema	N;INDF;SG	N;MASC;PL
romantiske	romántico	romantisk	romántico	ADJ;PL	ADJ;MASC;SG
romantiske	románticos	romantisk	romántico	ADJ;PL	N;MASC;PL
romantiske	romántica	romantisk	romántico	ADJ;PL	ADJ;FEM;SG
sykler	bicicletas	sykle	bicicleta	N;INDF;MASC;SG	N;FEM;PL
sykler	bicicletas	sykle	bicicleta	N;INDF;MASC;SG	N;FEM;PL
sykler	bicis	sykle	bicis	N;INDF;MASC;SG	N;FEM;PL
sykler	motos	sykle	moto	N;INDF;MASC;SG	N;FEM;PL
claudius	claudio	claudius	claudio	N;INDF;MASC;SG	PROPN
fond	fondos	fond	fondo	N;INDF;NEUT;SG	N;MASC;PL
kjemper	giants	kjempe	giants	N;INDF;MASC;SG	N;MASC;PL
kjemper	gigantes	kjempe	gigante	N;INDF;MASC;SG	N;PL
slank	delgado	slank	delgado	N;INDF;MASC;SG	ADJ;MASC;SG
slank	flaco	slank	flaco	N;INDF;MASC;SG	ADJ;MASC;SG
slank	delgada	slank	delgada	N;INDF;MASC;SG	ADJ;FEM;SG
uheldig	desafortunados	uheldig	desafortunado	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
cecilie	cecilie	cecilie	cecilie	N;INDF;MASC;SG	
påstand	reclamar	påstand	reclamar	N;INDF;MASC;SG	V;NFIN
knust	destrozados	knuse	destrozado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
knust	devastadas	knuse	devastado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;PL;V.PTCP
knust	devastados	knuse	devastar	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
knust	aplastados	knuse	aplastar	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
knust	broken	knuse	broken	ADJ;INDF;NEUT;SG;V.PTCP	N
knust	rotos	knuse	roto	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
seile	navegar	seil	navegar	N;INDF;FEM;SG	V;NFIN
solheim	solheim	solheim	solheim	PROPN	
oppfunnet	inventada	oppfunn	inventado	N;DEF;NEUT;SG	ADJ;FEM;SG;V.PTCP
oppfunnet	inventado	oppfunn	inventado	N;DEF;NEUT;SG	ADJ;MASC;SG;V.PTCP
oppfunnet	inventó	oppfunn	inventar	N;DEF;NEUT;SG	V;IND;SG;3;PST;FIN
oppfunnet	inventamos	oppfunn	inventar	N;DEF;NEUT;SG	V;IND;PL;1;PRS;FIN
konservativ	conservadoras	konservativ	conservador	ADJ;INDF;SG	ADJ;FEM;PL
konservativ	conservadores	konservativ	conservador	ADJ;INDF;SG	N;MASC;PL
display	mostrar	display	mostrar	N;INDF;NEUT;SG	V;NFIN
andorra	andorra	andorre	andorra	N;INDF;FEM;SG	
falsk	falsa	falsk	falso	N;INDF;MASC;SG	ADJ;FEM;SG
falsk	falso	falsk	falso	N;INDF;MASC;SG	ADJ;MASC;SG
falsk	falsos	falsk	falso	N;INDF;MASC;SG	ADJ;MASC;PL
