також	וגם	також	וגם	ADV	
росте	גדלים	рости	גודל	V;IPFV;IND;SG;3;PRS;FIN	N;MASC;PL
росте	צומח	рости	צומח	V;IPFV;IND;SG;3;PRS;FIN	
росте	הגדלה	рости	הגדלה	V;IPFV;IND;SG;3;PRS;FIN	N;FEM;SG
росте	צומח	рости	צומח	V;IPFV;IND;SG;3;PRS;FIN	
сербії	סרביה	сербія	סרביה	PROPN;INAN;GEN;FEM;SG	PROPN
пан	פאנג	пан	פאנג	N;ANIM;NOM;MASC;SG	PROPN
пан	פנג	пан	פנג	N;ANIM;NOM;MASC;SG	
пан	פאן	пан	פאן	N;ANIM;NOM;MASC;SG	
пан	פן	пан	פן	N;ANIM;NOM;MASC;SG	
аргентини	ארגנטינה	аргентина	ארגנטינה	PROPN;INAN;NOM;FEM;SG	PROPN
аргентини	ארגנטינה	аргентина	ארגנטינה	PROPN;INAN;NOM;FEM;SG	PROPN
аргентини	ארגנטינאי	аргентина	ארגנטינאי	PROPN;INAN;NOM;FEM;SG	PROPN
користувачі	משתמשים	користувач	השתמש	N;ANIM;NOM;MASC;PL	V;MASC;PL;V.PTCP
прямо	סטרייט	прямо	סטרייט	ADV	PROPN
прямо	ישר	прямо	ישר	ADV	
храми	מקדשים	храм	קידש	N;INAN;NOM;MASC;PL	V;MASC;PL;V.PTCP;ACT
написати	תכתבי	написати	תכתב	V;PFV;NFIN	PROPN
написати	כתוב	написати	כתב	V;PFV;NFIN	
написати	כתבי	написати	כתב	V;PFV;NFIN	N;PSSD;MASC;PL
литви	ליטא	литва	ליטא	PROPN;INAN;NOM;FEM;SG	PROPN
зустріч	אדיב	зустріч	אדיב	N;INAN;NOM;FEM;SG	PROPN
жити	live	жити	live	V;IPFV;NFIN	
жити	חי	жити	חי	V;IPFV;NFIN	
коледж	המכללה	коледж	המכללה	N;INAN;NOM;MASC;SG	
валентина	ולנטינה	валентин	ולנטינה	N;ANIM;NOM;FEM;SG	PROPN
валентина	ולנטין	валентин	ולנטין	N;ANIM;NOM;FEM;SG	PROPN
валентина	ולנטיין	валентин	ולנטיין	N;ANIM;NOM;FEM;SG	PROPN
звичайний	כללי	звичайний	כלל	ADJ;NOM;MASC;SG	N;MASC;PL
звичайний	מישור	звичайний	מישור	ADJ;NOM;MASC;SG	N;MASC;SG
звичайний	סדיר	звичайний	סדיר	ADJ;NOM;MASC;SG	
звичайний	נורמליות	звичайний	נורמלי	ADJ;NOM;MASC;SG	N;FEM;PL
звичайний	נורמלית	звичайний	נורמאלית	ADJ;NOM;MASC;SG	ADV
бачу	ראי	бачити	ראי	V;IPFV;IND;SG;1;PRS;FIN	
бачу	רואה	бачити	ראה	V;IPFV;IND;SG;1;PRS;FIN	V;MASC;SG;V.PTCP;ACT
бачу	ראה	бачити	ראה	V;IPFV;IND;SG;1;PRS;FIN	V;MASC;SG;3;PST;ACT
фірма	תקיף	фірма	תקיף	N;INAN;NOM;FEM;SG	
продукти	מצרכים	продукт	מצרכים	N;INAN;NOM;MASC;PL	
боїв	טייץ	бій	טייץ	N;INAN;GEN;MASC;PL	N;MASC;SG
існувало	קיים	існувати	קיים	V;IPFV;NEUT;IND;SG;PST;FIN	ADJ;MASC;SG
ріки	ריברס	ріка	ריברס	N;INAN;NOM;FEM;PL	PROPN
ганна	חנה	ганний	חנה	PROPN;ANIM;NOM;FEM;SG	PROPN
ганна	האנה	ганний	האנה	PROPN;ANIM;NOM;FEM;SG	PROPN
ганна	חנה	ганний	חנה	PROPN;ANIM;NOM;FEM;SG	PROPN
ганна	האנה	ганний	האנה	PROPN;ANIM;NOM;FEM;SG	PROPN
волосся	שיער	волосся	שיער	N;INAN;NOM;NEUT;SG	PROPN
східних	מזרחי	східний	מזרחי	ADJ;GEN;PL	PROPN
існував	קיים	існувати	קיים	V;IPFV;MASC;IND;SG;PST;FIN	ADJ;MASC;SG
наша	שלנו	наш	None	DET;NOM;FEM;SG;1	
клітин	מפריט	клітина	הפריט	N;INAN;GEN;FEM;PL	N;MASC;SG
особистий	אישית	особистий	אישית	ADJ;NOM;MASC;SG	ADV
шкіри	העור	шкіра	העור	N;INAN;NOM;FEM;PL	
шкіри	עור	шкіра	עור	N;INAN;NOM;FEM;PL	N;MASC;SG
лабораторії	מעבדה	лабораторія	מעבדה	N;INAN;NOM;FEM;PL	N;FEM;SG
перу	פרו	пера	פרו	PROPN;INAN;NOM;FEM;SG	PROPN
суверенітету	הריבונות	суверенітет	הריבונות	N;INAN;GEN;MASC;SG	PROPN
фортеця	מבצר	фортеця	מבצר	N;INAN;NOM;FEM;SG	PROPN
філософ	פילוסוף	філософ	פילוסוף	N;ANIM;NOM;MASC;SG	PROPN
рис	רייס	риса	רייס	N;INAN;GEN;FEM;PL	PROPN
рис	אורז	риса	אורז	N;INAN;GEN;FEM;PL	PROPN
мартін	מרטן	мартін	מרטן	PROPN;ANIM;NOM;MASC;SG	PROPN
мартін	מרטין	мартін	מרטין	PROPN;ANIM;NOM;MASC;SG	PROPN
допомогти	עזרה	допомогти	עזרה	V;PFV;NFIN	N;FEM;SG
допомогти	עזור	допомогти	עזור	V;PFV;NFIN	PROPN
допомогти	עזרי	допомогти	עזר	V;PFV;NFIN	PROPN
громадського	ציבורית	громадський	ציבורי	ADJ;GEN;MASC;SG	ADV
громадського	ציבור	громадський	ציבור	ADJ;GEN;MASC;SG	N;MASC;SG
громадського	הציבור	громадський	הציבור	ADJ;GEN;MASC;SG	
нехай	תן	нехай	תן		
нехай	תנו	нехай	תנו		
виставка	התערוכה	виставка	התערוכה	N;INAN;NOM;FEM;SG	V;FEM;SG;3;PST
рейн	הריין	рейн	הריין		PROPN
рейн	ריין	рейн	ריין		PROPN
рейн	rhein	рейн	rhein		PROPN
виявляється	כנראה	виявлятися	כנראה	V;IPFV;IND;SG;3;PRS;FIN	ADV
виявляється	מסתבר	виявлятися	הסתבר	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP
районної	אזורי	районний	אזור	ADJ;GEN;FEM;SG	N;MASC;PL
районної	איזורי	районний	איזורין	ADJ;GEN;FEM;SG	PROPN
загрози	איומי	загроза	איום	N;INAN;NOM;FEM;PL	PROPN
загрози	איום	загроза	איום	N;INAN;NOM;FEM;PL	N;MASC;SG
видалення	מסיר	видалення	מסיר	N;INAN;NOM;NEUT;SG	V;MASC;SG;V.PTCP;ACT
видалення	מוחקת	видалення	הוחק	N;INAN;NOM;NEUT;SG	V;FEM;SG;V.PTCP;PASS
видалення	מוחק	видалення	מוחק	N;INAN;NOM;NEUT;SG	V;MASC;SG;V.PTCP;ACT
провідних	המוביל	провідний	המוביל	ADJ;GEN;PL	PROPN
провідних	מובילים	провідний	הוביל	ADJ;GEN;PL	V;MASC;PL;V.PTCP;ACT
провідних	מובילה	провідний	הוביל	ADJ;GEN;PL	V;FEM;SG;V.PTCP;ACT
провідних	מוביל	провідний	הוביל	ADJ;GEN;PL	V;MASC;SG;V.PTCP;ACT
антон	אנטון	антон	אנטון	PROPN;ANIM;NOM;MASC;SG	PROPN
європейський	אירופאית	європейський	אירופאי	ADJ;NOM;MASC;SG	ADV
європейський	אירופה	європейський	אירופה	ADJ;NOM;MASC;SG	PROPN
європейський	אירופי	європейський	אירופי	ADJ;NOM;MASC;SG	PROPN
пристрій	התקן	пристрій	התקן	N;INAN;NOM;MASC;SG	
пристрій	המכשיר	пристрій	המכשיר	N;INAN;NOM;MASC;SG	PROPN
пристрій	דרייב	пристрій	דרייב	N;INAN;NOM;MASC;SG	PROPN
пристрій	כונן	пристрій	כונן	N;INAN;NOM;MASC;SG	PROPN
зірка	סטאר	зірка	סטאר	N;ANIM;NOM;FEM;SG	PROPN
половина	מחצית	половина	None	N;INAN;NOM;FEM;SG	DET;PSSD
половина	חצי	половина	חץ	N;INAN;NOM;FEM;SG	N;PSSD;MASC;PL
князівство	נסיכות	князівство	נסיכה	N;INAN;NOM;NEUT;SG	PROPN
пітер	פיטר	пітер	פיטר	PROPN;ANIM;NOM;MASC;SG	PROPN
пітер	פטרוס	пітер	פטרוס	PROPN;ANIM;NOM;MASC;SG	PROPN
пітер	פטר	пітер	פטר	PROPN;ANIM;NOM;MASC;SG	PROPN
прес	עיתונות	пресовий	עיתונות		N;FEM;SG
ділянка	האזור	ділянка	האזור	N;INAN;NOM;FEM;SG	PROPN
галина	גלינה	галина	גלינה	N;ANIM;NOM;FEM;SG	PROPN
гаврило	גברילו	гаврило	גברילו	PROPN;ANIM;NOM;MASC;SG	PROPN
високі	גבוה	високий	גבוה	ADJ;NOM;PL	ADJ;MASC;SG
високі	גבוהה	високий	גבוה	ADJ;NOM;PL	ADJ;FEM;SG
викликає	גורמת	викликати	גרם	V;IPFV;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP;ACT
викликає	גורם	викликати	גורם	V;IPFV;IND;SG;3;PRS;FIN	N;MASC;SG
викликає	גרימת	викликати	גרימה	V;IPFV;IND;SG;3;PRS;FIN	N;FEM;SG
викликає	מתקשרת	викликати	התקשר	V;IPFV;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP
викликає	מתקשר	викликати	התקשר	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP
викликає	קורא	викликати	קורא	V;IPFV;IND;SG;3;PRS;FIN	N;MASC;SG
суми	מסכם	сума	מסכם	N;INAN;NOM;FEM;PL	N;MASC;SG
серпень	אוגוסט	серпень	אוגוסט	N;INAN;NOM;MASC;SG	PROPN
обертання	סובב	обертання	סובב	N;INAN;NOM;NEUT;SG	V;MASC;SG;V.PTCP;ACT
греція	יוון	греція	יוון	N;INAN;NOM;FEM;SG	PROPN
мексики	מקסיקו	мексик	מקסיקו	PROPN;INAN;GEN;FEM;SG	PROPN
засновників	המייסדים	засновник	המייסדים	N;ANIM;ACC;MASC;PL	PROPN
зборів	הרכבה	збір	הרכבה	N;INAN;GEN;MASC;PL	N;FEM;SG
зборів	אסיפה	збір	אסיפה	N;INAN;GEN;MASC;PL	N;FEM;SG
рідше	דליל	рідше	דליל	ADV;CMPR	ADJ;MASC;SG
рідше	דלילה	рідше	דליל	ADV;CMPR	
рона	רונה	рон	רונה		
підготовку	הכנות	підготовка	הכנה	N;INAN;ACC;FEM;SG	N;FEM;PL
підготовку	ההכנות	підготовка	ההכנה	N;INAN;ACC;FEM;SG	PROPN
живлення	כח	живлення	כוח	N;INAN;NOM;NEUT;SG	
живлення	power	живлення	power	N;INAN;NOM;NEUT;SG	
старі	ישנה	старий	ישן	ADJ;NOM;PL	ADJ;FEM;SG
старі	זקן	старий	זקן	ADJ;NOM;PL	
старі	ישן	старий	ישן	ADJ;NOM;PL	PROPN
старі	זקנה	старий	זקן	ADJ;NOM;PL	N;FEM;SG
короткі	קצר	короткий	קצר	ADJ;NOM;PL	ADJ;MASC;SG
короткі	קיצור	короткий	קיצור	ADJ;NOM;PL	N;MASC;SG
короткі	קצרה	короткий	קצר	ADJ;NOM;PL	ADV
кореї	קוריאה	корія	קוריאה	PROPN;INAN;NOM;FEM;SG	PROPN
федерація	הפדרציה	федерація	הפדרציה	N;INAN;NOM;FEM;SG	PROPN
порту	פורטו	порт	פורט	N;INAN;GEN;MASC;SG	PROPN
сказати	אמור	сказати	אמור	V;PFV;NFIN	ADJ;MASC;SG
сказати	תגידי	сказати	תגיד	V;PFV;NFIN	PROPN
свідчать	קהה	свідчити	קהה	V;IPFV;IND;PL;3;PRS;FIN	PROPN
руйнування	חורבן	руйнування	חורבן	N;INAN;NOM;NEUT;SG	PROPN
підготовка	מתכוננת	підготовка	התכונן	N;INAN;NOM;FEM;SG	V;FEM;SG;V.PTCP
підготовка	מתכוננים	підготовка	התכונן	N;INAN;NOM;FEM;SG	V;MASC;PL;V.PTCP
підготовка	מתכונן	підготовка	התכונן	N;INAN;NOM;FEM;SG	V;MASC;SG;V.PTCP
підготовка	מכין	підготовка	הכין	N;INAN;NOM;FEM;SG	V;MASC;SG;V.PTCP;ACT
каталонії	קטלוניה	каталонія	קטלוניה	PROPN;INAN;NOM;FEM;SG	PROPN
епізод	הפרק	епізод	הפרק	N;INAN;NOM;MASC;SG	PROPN
старих	קשישים	старий	קשיש	ADJ;GEN;PL	N;MASC;PL
старих	קשיש	старий	קשיש	ADJ;GEN;PL	N;MASC;SG
даного	בהינתן	даний	בהינתן	ADJ;PFV;GEN;MASC;SG;V.PTCP;PASS	ADV
даного	שניתנו	даний	שניתנו	ADJ;PFV;GEN;MASC;SG;V.PTCP;PASS	
даного	ניתנה	даний	ניתן	ADJ;PFV;GEN;MASC;SG;V.PTCP;PASS	V;FEM;SG;3;PST;MID
даного	ניתנו	даний	ניתן	ADJ;PFV;GEN;MASC;SG;V.PTCP;PASS	V;PL;3;PST;MID
даного	נתון	даний	נתון	ADJ;PFV;GEN;MASC;SG;V.PTCP;PASS	N;MASC;SG
опадів	משקע	опад	משקע	N;INAN;GEN;MASC;PL	
формула	הנוסחה	формула	הנוסחה	N;INAN;NOM;FEM;SG	PROPN
формула	פורמולה	формула	פורמולה	N;INAN;NOM;FEM;SG	PROPN
останнє	אחרונות	останній	אחרון	ADJ;NOM;NEUT;SG	N;FEM;PL
останнє	האחרון	останній	האחרון	ADJ;NOM;NEUT;SG	PROPN
останнє	אחרונים	останній	אחרון	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
раунд	עגול	раунд	עגול	N;INAN;NOM;MASC;SG	
ізраїлю	ישראל	ізраїля	ישראל	PROPN;INAN;GEN;MASC;SG	PROPN
надія	מקווה	надія	קיווה	N;INAN;NOM;FEM;SG	V;MASC;SG;V.PTCP;ACT
надія	הופ	надія	הופ	N;INAN;NOM;FEM;SG	
надія	תקוה	надія	תקוה	N;INAN;NOM;FEM;SG	PROPN
серця	לבבות	серце	לב	N;INAN;GEN;NEUT;SG	
кислоти	חומצה	кислота	חומצה	N;INAN;NOM;FEM;PL	N;FEM;SG
розуміння	ההבנה	розуміння	ההבנה	N;INAN;NOM;NEUT;SG	PROPN
вищі	גבוה	вищий	גבוה	ADJ;NOM;RL;PL	ADJ;MASC;SG
таксі	טקסי	таксі	טקס	INTJ	N;PSSD;MASC;PL
таксі	מונית	таксі	מונית	INTJ	N;FEM;SG
таксі	מונית	таксі	מונית	INTJ	N;FEM;SG
золоті	זהב	золотий	זהב	ADJ;NOM;PL	N;MASC;SG
золоті	זהוב	золотий	זהוב	ADJ;NOM;PL	
золоті	גולדן	золотий	גולדן	ADJ;NOM;PL	PROPN
золоті	זהב	золотий	זהב	ADJ;NOM;PL	N;MASC;SG
золоті	גולד	золотий	גולד	ADJ;NOM;PL	PROPN
витрати	הוצאה	витрата	הוצאה	N;INAN;NOM;MASC;PL	N;FEM;SG
російську	רוסייה	російський	רוסייה	ADJ;ACC;FEM;SG	PROPN
російську	רוסית	російський	רוסית	ADJ;ACC;FEM;SG	PROPN
російську	רוסי	російський	רוסי	ADJ;ACC;FEM;SG	N;MASC;SG
днк	דגימות	днк	דגימות	N;INAN;NOM;FEM;SG	N;FEM;PL
днк	dna	днк	dna	N;INAN;NOM;FEM;SG	
критики	ביקורת	критика	ביקורת	N;INAN;NOM;FEM;PL	N;FEM;SG
ярослава	ירוסלב	ярославий	ירוסלב	PROPN;ANIM;NOM;FEM;SG	PROPN
блокування	מנעול	блокування	מנעול	N;INAN;NOM;NEUT;SG	PROPN
блокування	לנעול	блокування	נעל	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
блокування	נועל	блокування	נועל	N;INAN;NOM;NEUT;SG	V;MASC;SG;V.PTCP;ACT
блокування	חוסם	блокування	חסם	N;INAN;NOM;NEUT;SG	V;MASC;SG;V.PTCP;ACT
культурний	תרבותית	культурний	תרבותי	ADJ;NOM;MASC;SG	ADV
встановити	סט	встановити	סט	V;PFV;NFIN	
встановити	הסט	встановити	הסט	V;PFV;NFIN	
встановити	קבע	встановити	קבע	V;PFV;NFIN	N;MASC;SG
встановити	הגדר	встановити	הגדר	V;PFV;NFIN	
встановити	התקן	встановити	התקן	V;PFV;NFIN	
встановити	התקנה	встановити	התקנה	V;PFV;NFIN	N;FEM;SG
листопад	נובמבר	листопад	נובמבר	N;INAN;NOM;MASC;SG	PROPN
листопад	בנובמבר	листопад	בנובמבר	N;INAN;NOM;MASC;SG	ADV
виданий	הוציא	виданий	הוציא	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
носить	לובש	носить	לבש	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
центрів	מרכזי	центр	מרכזי	N;INAN;GEN;MASC;PL	ADJ;MASC;SG
мінська	מינסק	мінський	מינסק	PROPN;INAN;NOM;FEM;SG	PROPN
тижнів	וויקס	тиждень	וויקס	N;INAN;GEN;MASC;PL	PROPN
австралія	אוסטרליה	австралія	אוסטרליה	PROPN;INAN;NOM;FEM;SG	PROPN
припинення	להרוג	припинення	הרג	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
припинення	הרוג	припинення	הרוג	N;INAN;NOM;NEUT;SG	
припинення	הורג	припинення	הרג	N;INAN;NOM;NEUT;SG	PROPN
повість	קופרין	повість	קופרין	N;INAN;NOM;FEM;SG	PROPN
французькою	צרפתי	французький	צרפתי	ADJ;INS;FEM;SG	PROPN
французькою	צרפתית	французький	צרפתית	ADJ;INS;FEM;SG	PROPN
французькою	צרפתים	французький	צרפתי	ADJ;INS;FEM;SG	N;MASC;PL
явища	תופעה	явище	תופעה	N;INAN;NOM;NEUT;PL	N;FEM;SG
забезпечити	ודא	забезпечити	ודא	V;PFV;NFIN	ADV
диригент	מוליך	диригент	הוליך	N;ANIM;NOM;MASC;SG	V;MASC;SG;V.PTCP;ACT
підсумок	תקציר	підсумок	תקציר	N;INAN;NOM;MASC;SG	
вирішує	מחליטה	вирішувати	החליט	V;IPFV;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP;ACT
вирішує	מחליט	вирішувати	מחליט	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
вирішує	תיקולים	вирішувати	תיקול	V;IPFV;IND;SG;3;PRS;FIN	N;MASC;PL
прізвисько	הכינוי	прізвиський	הכינוי	N;INAN;NOM;NEUT;SG	V;MASC;SG;3;PST;ACT
враження	הופעות	враження	הופעה	N;INAN;NOM;NEUT;SG	N;FEM;PL
враження	חוויות	враження	חוויה	N;INAN;NOM;NEUT;SG	N;FEM;PL
охоплює	כיסויי	охоплювати	כיסוי	V;IPFV;IND;SG;3;PRS;FIN	N;PSSD;MASC;PL
охоплює	מכסה	охоплювати	כיסה	V;IPFV;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP;ACT
нідерланди	הולנד	нідерланда	הולנד	PROPN;INAN;NOM	PROPN
сцени	זירת	сцена	זירה	N;INAN;NOM;FEM;PL	ADV
сцени	סצנה	сцена	סצנה	N;INAN;NOM;FEM;PL	N;FEM;SG
сцени	סצינה	сцена	סצינה	N;INAN;NOM;FEM;PL	N;FEM;SG
носії	מדיה	носій	מדיה	N;ANIM;NOM;MASC;PL	N;MASC;SG
носії	תקשורת	носій	תקשורת	N;ANIM;NOM;MASC;PL	N;FEM;SG
носії	אחסון	носій	אחסון	N;ANIM;NOM;MASC;PL	N;MASC;SG
носії	איחסון	носій	איחסון	N;ANIM;NOM;MASC;PL	N;MASC;SG
носії	מחסן	носій	מחסן	N;ANIM;NOM;MASC;PL	N;MASC;SG
полювання	האנט	полювання	האנט	N;INAN;NOM;NEUT;SG	PROPN
полювання	צייד	полювання	צייד	N;INAN;NOM;NEUT;SG	PROPN
помічник	עוזרת	помічник	עוזר	N;ANIM;NOM;MASC;SG	ADJ;FEM;SG
помічник	מסייע	помічник	סייע	N;ANIM;NOM;MASC;SG	V;MASC;SG;V.PTCP;ACT
вільгельм	וילהלם	вільгельм	וילהלם	PROPN;ANIM;NOM;MASC;SG	PROPN
вести	מטלות	вести	הטלה	V;IPFV;NFIN	N;FEM;PL
вести	וסטה	вести	וסטה	V;IPFV;NFIN	PROPN
додому	הום	додому	הום	ADV	
додому	בבית	додому	בבית	ADV	
додому	בית	додому	בית	ADV	N;MASC;SG
додому	home	додому	home	ADV	
лук	הקשת	лук	הקשה		ADV
лук	קידה	лук	קידה		PROPN
змінити	ערוך	змінити	ערך	V;PFV;NFIN	PROPN
змінити	ערכי	змінити	ערך	V;PFV;NFIN	
змінити	עריכה	змінити	עריכה	V;PFV;NFIN	N;FEM;SG
змінити	שינוי	змінити	שינוי	V;PFV;NFIN	N;MASC;SG
змінити	עודף	змінити	עודף	V;PFV;NFIN	
стенлі	סטנלי	стенль	סטנלי	PROPN;ANIM;NOM;MASC;SG	PROPN
священик	הכהן	священик	הכהן	N;ANIM;NOM;MASC;SG	PROPN
священик	כומר	священик	כומר	N;ANIM;NOM;MASC;SG	PROPN
змогли	יכולת	змогти	יכולת	V;PFV;IND;PL;PST;FIN	N;FEM;SG
змогли	יכול	змогти	None	V;PFV;IND;PL;PST;FIN	V;MASC;SG;V.PTCP
поведінки	התנהגותי	поведінка	התנהגותי	N;INAN;NOM;FEM;PL	PROPN
дослідників	חוקרת	дослідник	חקר	N;ANIM;ACC;MASC;PL	V;FEM;SG;V.PTCP;ACT
дослідників	חוקר	дослідник	חוקר	N;ANIM;ACC;MASC;PL	N;MASC;SG
шосе	כביש	шосе	כביש		PROPN
відображення	ממופה	відображення	מופה	N;INAN;NOM;NEUT;SG	V;MASC;SG;V.PTCP;PASS
відображення	הצג	відображення	הצג	N;INAN;NOM;NEUT;SG	
губернія	גרודנו	губернія	גרוד	N;INAN;NOM;FEM;SG	PROPN
циклу	לופ	цикл	לופ	N;INAN;GEN;MASC;SG	PROPN
вежа	מגדל	вежа	מגדל	N;INAN;NOM;FEM;SG	PROPN
вежа	המגדל	вежа	המגדל	N;INAN;NOM;FEM;SG	PROPN
деталі	לפרטים	деталі	לפרטים	N;INAN;NOM;FEM;PL	ADV
частинок	חלקיק	частинка	חלקיק	N;INAN;GEN;FEM;PL	PROPN
єпископа	בישופ	єпископ	בישופ	N;ANIM;ACC;MASC;SG	PROPN
єпископа	בישוף	єпископ	בישוף	N;ANIM;ACC;MASC;SG	PROPN
асоціація	האגודה	асоціація	האגודה	N;INAN;NOM;FEM;SG	PROPN
приймає	מקבל	приймати	קיבל	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
приймає	לוקח	приймати	לקח	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
характерні	ייחודי	характерний	ייחודי	ADJ;NOM;PL	ADJ;MASC;SG
розробив	עיצב	розробити	עיצב	V;PFV;MASC;IND;SG;PST;FIN	PROPN
сена	סנה	сено	סנה		PROPN
майстерні	אולפן	майстерня	אולפן	N;INAN;NOM;FEM;PL	N;MASC;SG
майстерні	סטודיו	майстерня	סטודיו	N;INAN;NOM;FEM;PL	PROPN
католицька	קתולי	католицький	קתולי	ADJ;NOM;FEM;SG	PROPN
католицька	קתולית	католицький	קתולי	ADJ;NOM;FEM;SG	ADV
католицька	קתולים	католицький	קתולי	ADJ;NOM;FEM;SG	N;MASC;PL
зауваження	תו	зауваження	תו	N;INAN;NOM;NEUT;PL	
зауваження	פתק	зауваження	פתק	N;INAN;NOM;NEUT;PL	
зауваження	הערה	зауваження	הערה	N;INAN;NOM;NEUT;PL	ADV
погляд	להציץ	погляд	הציץ	N;INAN;NOM;MASC;SG	V;NFIN;ACT
погляд	מבטו	погляд	מבט	N;INAN;NOM;MASC;SG	
погляд	מבט	погляд	מבט	N;INAN;NOM;MASC;SG	
погляд	תראי	погляд	תראי	N;INAN;NOM;MASC;SG	V;SG;1;FUT;ACT
погляд	תראה	погляд	תראה	N;INAN;NOM;MASC;SG	V;MASC;SG;3;FUT
погляд	תראו	погляд	ראה	N;INAN;NOM;MASC;SG	
мас	מאס	ми	מאס		
віра	ורה	віра	ורה	N;ANIM;NOM;FEM;SG	PROPN
віра	וורה	віра	וורה	N;ANIM;NOM;FEM;SG	PROPN
віра	וירה	віра	וירה	N;ANIM;NOM;FEM;SG	PROPN
віра	האמונה	віра	האמונה	N;ANIM;NOM;FEM;SG	
віра	פיית	віра	פיית	N;ANIM;NOM;FEM;SG	
віра	האמונה	віра	האמונה	N;ANIM;NOM;FEM;SG	
стрічки	מאכיל	стрічка	מאכיל	N;INAN;NOM;FEM;PL	V;MASC;SG;V.PTCP;ACT
стрічки	קלטת	стрічка	קלטה	N;INAN;NOM;FEM;PL	N;FEM;SG
стрічки	חשפנות	стрічка	חשפנות	N;INAN;NOM;FEM;PL	N;FEM;SG
стрічки	רצועה	стрічка	רצועה	N;INAN;NOM;FEM;PL	N;FEM;SG
визволення	השחרור	визволення	השחרור	N;INAN;NOM;NEUT;SG	PROPN
цікаво	סקרנית	цікаво	סקרני	ADV	ADJ;FEM;SG
цікаво	מסקרן	цікаво	None	ADV	V;MASC;SG;V.PTCP;ACT
цікаво	סקרנות	цікаво	סקרנות	ADV	N;FEM;SG
цікаво	סקרן	цікаво	סקרן	ADV	ADJ;MASC;SG
цікаво	מענין	цікаво	None	ADV	V;MASC;SG;V.PTCP;ACT
цікаво	מעניינות	цікаво	מעניין	ADV	
цікаво	מעניינת	цікаво	עניין	ADV	V;FEM;SG;V.PTCP;ACT
цікаво	מעניינים	цікаво	מעניין	ADV	N;MASC;PL
цікаво	מעניין	цікаво	מעניין	ADV	ADJ;MASC;SG
цікаво	מתעניין	цікаво	התעניין	ADV	V;MASC;SG;V.PTCP
цікаво	מעוניינים	цікаво	מעוניין	ADV	ADJ;MASC;PL
цікаво	מעוניינת	цікаво	עונין	ADV	V;FEM;SG;V.PTCP
цікаво	מעונין	цікаво	None	ADV	ADJ;MASC;SG
цікаво	מעוניין	цікаво	מעוניין	ADV	ADJ;MASC;SG
цікаво	תמה	цікаво	None	ADV	
цікаво	פלא	цікаво	פלא	ADV	N;MASC;SG
цікаво	וונדר	цікаво	וונדר	ADV	PROPN
цікаво	תוהה	цікаво	תהה	ADV	V;MASC;SG;V.PTCP;ACT
користування	משתמשת	користування	השתמש	N;INAN;NOM;NEUT;SG	V;FEM;SG;V.PTCP
користування	משתמש	користування	השתמש	N;INAN;NOM;NEUT;SG	V;MASC;SG;V.PTCP
користування	להשתמש	користування	השתמש	N;INAN;NOM;NEUT;SG	V;NFIN
користування	השתמש	користування	השתמש	N;INAN;NOM;NEUT;SG	V;MASC;SG;3;PST
татар	טטרית	татарин	טטרי	N;ANIM;ACC;MASC;PL	N;FEM;SG
хід	פנה	хід	פנה	N;INAN;NOM;MASC;SG	V;MASC;SG;3;PST;ACT
хід	זוז	хід	זוז	N;INAN;NOM;MASC;SG	
семінарії	המדרש	семінарія	המדרש	N;INAN;NOM;FEM;PL	PROPN
змісту	toc	зміст	toc	N;INAN;GEN;MASC;SG	
представляє	מייצגת	представляти	ייצג	V;IPFV;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP;ACT
представляє	מייצג	представляти	ייצג	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
їхній	שלהם	їхній	של		
заміж	נישא	заміж	נישא	N;ANIM;NOM;FEM;SG	V;MASC;SG;3;PST;MID
заміж	נשוי	заміж	נשוי	N;ANIM;NOM;FEM;SG	
заміж	התחתן	заміж	התחתן	N;ANIM;NOM;FEM;SG	V;MASC;SG;3;PST
заміж	נשואים	заміж	נשא	N;ANIM;NOM;FEM;SG	N;MASC;PL
заміж	נשואה	заміж	נשוי	N;ANIM;NOM;FEM;SG	ADJ;FEM;SG
прибуток	הרווח	прибуток	הרווח	N;INAN;NOM;MASC;SG	
прибуток	רווח	прибуток	רווח	N;INAN;NOM;MASC;SG	PROPN
