категория	catégories	категория	catégorie	N;INAN;NOM;FEM;SG	N;FEM;PL
уважаемый	respecté	уважаемый	respecter	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
уважаемый	respectée	уважаемый	respecter	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
уважаемый	respectées	уважаемый	respecter	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
герман	hermann	герман	hermann	N;ANIM;NOM;MASC;SG	PROPN
герман	hermann	герман	hermann	N;ANIM;NOM;MASC;SG	PROPN
герман	herman	герман	herman	N;ANIM;NOM;MASC;SG	PROPN
аналогично	idem	аналогично	idem	ADV	
пройти	pass	пройти	pass	V;PFV;NFIN;ACT	N;MASC;SG
киевский	kiev	киевский	kiev	ADJ;NOM;MASC;SG	PROPN
любит	amours	любить	amour	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
спортивная	athlétisme	спортивный	athlétisme	ADJ;NOM;FEM;SG	N;MASC;SG
спортивная	sport	спортивный	sport	ADJ;NOM;FEM;SG	N;MASC;SG
спортивная	sports	спортивный	sport	ADJ;NOM;FEM;SG	N;MASC;PL
насекомых	insecte	насекомое	insecte	N;ANIM;GEN;NEUT;PL	N;MASC;SG
насекомых	insecte	насекомое	insecte	N;ANIM;GEN;NEUT;PL	N;MASC;SG
немедленно	immédiates	немедленно	immédiat	ADV	ADJ;FEM;PL
немедленно	immédiat	немедленно	immédiat	ADV	ADJ;MASC;SG
немедленно	immédiats	немедленно	immédiat	ADV	ADJ;MASC;PL
немедленно	immédiate	немедленно	immédiat	ADV	ADJ;FEM;SG
лекции	conférence	лекция	conférence	N;INAN;NOM;FEM;PL	N;FEM;SG
услуги	service	услуга	service	N;INAN;NOM;FEM;PL	N;MASC;SG
процессы	processus	процесс	processus	N;INAN;NOM;MASC;PL	N;MASC;SG
сочи	sotchi	сочи	sotchi	N;INAN;NOM;MASC;PL	N;MASC;SG
верховный	supreme	верховный	supreme	ADJ;NOM;MASC;SG	N;MASC;SG
верховный	suprêmes	верховный	suprême	ADJ;NOM;MASC;SG	ADJ;MASC;PL
марина	marina	марина	marina	N;ANIM;NOM;FEM;SG	PROPN
отмечает	remarques	отмечать	remarque	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
отмечает	notes	отмечать	note	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
морские	marin	морской	marin	ADJ;NOM;PL	N;MASC;SG
морские	marins	морской	marin	ADJ;NOM;PL	N;MASC;PL
морские	marine	морской	marine	ADJ;NOM;PL	N;FEM;SG
морские	maritime	морской	maritime	ADJ;NOM;PL	ADJ;MASC;SG
франц	franz	франц	franz	N;ANIM;NOM;MASC;SG	PROPN
исполнитель	artistes	исполнитель	artiste	N;ANIM;NOM;MASC;SG	N;MASC;PL
фотография	photographier	фотография	photographier	N;INAN;NOM;FEM;SG	V;NFIN
фотография	photographique	фотография	photographique	N;INAN;NOM;FEM;SG	ADJ;MASC;SG
закрытия	bouclage	закрытие	bouclage	N;INAN;NOM;NEUT;PL	N;MASC;SG
закрытия	clôture	закрытие	clôture	N;INAN;NOM;NEUT;PL	N;FEM;SG
закрытия	fermeture	закрытие	fermeture	N;INAN;NOM;NEUT;PL	N;FEM;SG
закрытия	fermer	закрытие	fermer	N;INAN;NOM;NEUT;PL	V;NFIN
закрытия	clôture	закрытие	clôture	N;INAN;NOM;NEUT;PL	N;FEM;SG
закрытия	fermeture	закрытие	fermeture	N;INAN;NOM;NEUT;PL	N;FEM;SG
комментарий	commente	комментарий	commenter	N;INAN;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
комментарий	commenter	комментарий	commenter	N;INAN;NOM;MASC;SG	V;NFIN
женская	féminines	женский	féminin	ADJ;NOM;FEM;SG	ADJ;FEM;PL
женская	femelles	женский	femelle	ADJ;NOM;FEM;SG	N;FEM;PL
женская	femmes	женский	femme	ADJ;NOM;FEM;SG	N;FEM;PL
женская	femme	женский	femme	ADJ;NOM;FEM;SG	N;FEM;SG
высшая	supreme	высший	supreme	ADJ;NOM;FEM;SG	N;MASC;SG
высшая	suprêmes	высший	suprême	ADJ;NOM;FEM;SG	ADJ;MASC;PL
заболевания	maladie	заболевание	maladie	N;INAN;NOM;NEUT;PL	N;FEM;SG
обложки	couvercle	обложка	couvercle	N;INAN;NOM;FEM;PL	N;MASC;SG
обложки	couverture	обложка	couverture	N;INAN;NOM;FEM;PL	N;FEM;SG
обложки	couvrir	обложка	couvrir	N;INAN;NOM;FEM;PL	V;NFIN
обложки	housse	обложка	housse	N;INAN;NOM;FEM;PL	N;FEM;SG
обложки	couvre	обложка	couvrir	N;INAN;NOM;FEM;PL	V;IND;SG;3;PRS;FIN
уфа	ufa	уф	ufa	N;INAN;NOM;FEM;SG	PROPN
неожиданно	inattendue	неожиданно	inattendu	ADV	ADJ;FEM;SG
неожиданно	inattendu	неожиданно	inattendu	ADV	ADJ;MASC;SG
неожиданно	imprévisible	неожиданно	imprévisible	ADV	ADJ;MASC;SG
неожиданно	imprévu	неожиданно	imprévu	ADV	ADJ;MASC;SG
неожиданно	imprévus	неожиданно	imprévu	ADV	ADJ;MASC;PL
саксония	saxe	саксоние	saxe	N;INAN;NOM;FEM;SG	PROPN
тяжело	difficiles	тяжелый	difficile	ADJ;NEUT;SG	ADJ;MASC;PL
тяжело	hard	тяжелый	hard	ADJ;NEUT;SG	N;MASC;SG
романы	romana	роман	romaner	N;INAN;NOM;MASC;PL	PROPN
строго	rigoureuse	строго	rigoureux	ADV	ADJ;FEM;SG
строго	strict	строго	strict	ADV	ADJ;MASC;SG
строго	rigoureux	строго	rigoureux	ADV	ADJ;MASC;SG
строго	strictes	строго	strict	ADV	ADJ;FEM;PL
строго	stricte	строго	strict	ADV	ADJ;FEM;SG
обнаружил	découverts	обнаружить	découvrir	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
обнаружил	découvertes	обнаружить	découvrir	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
внешний	extérieurs	внешний	extérieur	ADJ;NOM;MASC;SG	ADJ;MASC;PL
внешний	extérieur	внешний	extérieur	ADJ;NOM;MASC;SG	N;MASC;SG
внешний	externes	внешний	externe	ADJ;NOM;MASC;SG	ADJ;MASC;PL
заметил	repérés	заметить	repérer	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
гонки	course	гонка	course	N;INAN;NOM;FEM;PL	N;FEM;SG
гонки	race	гонка	race	N;INAN;NOM;FEM;PL	N;FEM;SG
гонки	course	гонка	course	N;INAN;NOM;FEM;PL	N;FEM;SG
гонки	racing	гонка	racing	N;INAN;NOM;FEM;PL	N;MASC;SG
млрд	billion	миллиард	billion	N;INAN;NOM;MASC;SG	PROPN
млрд	milliards	миллиард	milliard	N;INAN;NOM;MASC;SG	N;MASC;PL
передан	transmises	передать	transmettre	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
сирии	syrienne	сирия	syrien	N;INAN;NOM;FEM;PL	ADJ;FEM;SG
сирии	syrie	сирия	syrie	N;INAN;NOM;FEM;PL	N;FEM;SG
вниз	down	вниз	down	ADV	PROPN
вниз	descendre	вниз	descendre	ADV	V;NFIN
зеландии	zélande	зеландия	zélande	N;INAN;NOM;FEM;PL	N;FEM;SG
казань	kazan	казань	kazan	N;INAN;NOM;FEM;SG	PROPN
вооружения	armement	вооружение	armement	N;INAN;NOM;NEUT;PL	N;MASC;SG
вооружения	armement	вооружение	armement	N;INAN;NOM;NEUT;PL	N;MASC;SG
сердца	cœur	сердце	cœur	N;INAN;NOM;NEUT;PL	N;MASC;SG
сердца	coeur	сердце	coeur	N;INAN;NOM;NEUT;PL	N;MASC;SG
ответственность	passif	ответственность	passif	N;INAN;NOM;FEM;SG	ADJ;MASC;SG
ответственность	responsabilités	ответственность	responsabilité	N;INAN;NOM;FEM;SG	N;FEM;PL
королевы	queens	королева	queen	N;ANIM;NOM;FEM;PL	N;MASC;SG
квалификации	qualifications	квалификация	qualification	N;INAN;NOM;FEM;SG	N;FEM;PL
исправить	fix	исправить	fix	V;PFV;NFIN;ACT	N;MASC;SG
исправить	correctif	исправить	correctif	V;PFV;NFIN;ACT	N;MASC;SG
исправить	exact	исправить	exact	V;PFV;NFIN;ACT	ADJ;MASC;SG
исправить	correct	исправить	correct	V;PFV;NFIN;ACT	ADJ;MASC;SG
исправить	correcte	исправить	correct	V;PFV;NFIN;ACT	ADJ;FEM;SG
брайан	brian	брайан	brian	N;ANIM;NOM;MASC;SG	PROPN
брайан	bryan	брайан	bryan	N;ANIM;NOM;MASC;SG	PROPN
чехословакии	tchécoslovaquie	чехословакия	tchécoslovaquie	N;INAN;NOM;FEM;PL	N;FEM;SG
спортсменов	sportifs	спортсмен	sportif	N;ANIM;GEN;MASC;PL	ADJ;MASC;PL
турция	turquie	турция	turquie	N;INAN;NOM;FEM;SG	PROPN
софия	sofia	софия	sofia	N;INAN;NOM;FEM;SG	PROPN
софия	sophia	софия	sophia	N;INAN;NOM;FEM;SG	PROPN
скоро	bientot	скоро	bientot	ADV	INTJ
средних	moyen	средний	moyen	ADJ;GEN;PL	ADJ;MASC;SG
средних	médium	средний	médium	ADJ;GEN;PL	N;MASC;SG
средних	moyenne	средний	moyenne	ADJ;GEN;PL	N;FEM;SG
средних	milieu	средний	milieu	ADJ;GEN;PL	N;MASC;SG
нина	nina	нина	nina	N;ANIM;NOM;FEM;SG	PROPN
обнаружены	détectée	обнаружить	détecter	V;PFV;PL;PST;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
обнаружены	détecté	обнаружить	détecter	V;PFV;PL;PST;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
поддерживает	soutiens	поддерживать	soutien	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
поддерживает	supports	поддерживать	support	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
религиозных	religieux	религиозный	religieux	ADJ;GEN;PL	ADJ;MASC;SG
религиозных	religieuse	религиозный	religieux	ADJ;GEN;PL	ADJ;FEM;SG
драма	dramatique	драма	dramatique	N;INAN;NOM;FEM;SG	ADJ;MASC;SG
секунд	seconds	секунда	second	N;INAN;GEN;FEM;PL	ADJ;MASC;PL
собственное	propres	собственный	propre	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
собственное	posséder	собственный	posséder	ADJ;NOM;NEUT;SG	V;NFIN
замужем	mariées	замужем	marier	N;ANIM;INS;MASC;SG	V;FEM;PL;PST;V.PTCP
замужем	mariés	замужем	marier	N;ANIM;INS;MASC;SG	V;MASC;PL;PST;V.PTCP
замужем	mariée	замужем	marier	N;ANIM;INS;MASC;SG	V;FEM;SG;PST;V.PTCP
замужем	marié	замужем	marier	N;ANIM;INS;MASC;SG	V;MASC;SG;PST;V.PTCP
швейцария	suisse	швейцария	suisse	N;INAN;NOM;FEM;SG	ADJ;MASC;SG
манчестер	manchester	манчестер	manchester	N;INAN;NOM;MASC;SG	V;NFIN
помог	aidés	помочь	aider	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
покинуть	congés	покинуть	congé	V;PFV;NFIN;ACT	N;MASC;PL
покинуть	congé	покинуть	congé	V;PFV;NFIN;ACT	N;MASC;SG
доступа	accéder	доступ	accéder	N;INAN;GEN;MASC;SG	V;NFIN
приказал	commandés	приказать	commander	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
классической	classiques	классический	classique	ADJ;INS;FEM;SG	ADJ;MASC;PL
вперёд	forward	вперед	forward	ADV	PROPN
измерения	mesurage	измерение	mesurage	N;INAN;NOM;NEUT;PL	N;MASC;SG
измерения	mesurer	измерение	mesurer	N;INAN;NOM;NEUT;PL	V;NFIN
измерения	mesure	измерение	mesure	N;INAN;NOM;NEUT;PL	N;FEM;SG
измерения	mesurage	измерение	mesurage	N;INAN;NOM;NEUT;PL	N;MASC;SG
измерения	mesurer	измерение	mesurer	N;INAN;NOM;NEUT;PL	V;NFIN
измерения	mesure	измерение	mesure	N;INAN;NOM;NEUT;PL	N;FEM;SG
англо	anglo	англо	anglo	ADV	N;MASC;SG
заявление	énoncé	заявление	énoncer	N;INAN;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
соединений	composés	соединение	composer	N;INAN;GEN;NEUT;PL	V;MASC;PL;PST;V.PTCP
технология	technologique	технология	technologique	N;INAN;NOM;FEM;SG	ADJ;MASC;SG
технология	technologies	технология	technologie	N;INAN;NOM;FEM;SG	N;FEM;PL
арт	art	арт	art	ADV	N;MASC;SG
арт	artistique	арт	artistique	ADV	ADJ;MASC;SG
светлана	svetlana	светлана	svetlana	N;ANIM;NOM;FEM;SG	PROPN
объединить	fusion	объединить	fusion	V;PFV;NFIN;ACT	N;FEM;SG
объединить	unite	объединить	unite	V;PFV;NFIN;ACT	N;FEM;SG
соответствующих	approprié	соответствовать	approprié	V;IPFV;GEN;PL;PRS;V.PTCP;ACT	ADJ;MASC;SG
соответствующих	appropriées	соответствовать	approprier	V;IPFV;GEN;PL;PRS;V.PTCP;ACT	V;FEM;PL;PST;V.PTCP
соответствующих	appropriés	соответствовать	approprié	V;IPFV;GEN;PL;PRS;V.PTCP;ACT	V;MASC;PL;PST;V.PTCP
соответствующих	appropriée	соответствовать	approprier	V;IPFV;GEN;PL;PRS;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
соответствующих	pertinente	соответствовать	pertinent	V;IPFV;GEN;PL;PRS;V.PTCP;ACT	ADJ;FEM;SG
соответствующих	pertinent	соответствовать	pertenir	V;IPFV;GEN;PL;PRS;V.PTCP;ACT	ADJ;MASC;SG
соответствующих	pertinentes	соответствовать	pertinent	V;IPFV;GEN;PL;PRS;V.PTCP;ACT	ADJ;FEM;PL
соответствующих	pertinents	соответствовать	pertinent	V;IPFV;GEN;PL;PRS;V.PTCP;ACT	ADJ;MASC;PL
важных	importante	важный	important	ADJ;GEN;PL	ADJ;FEM;SG
важных	important	важный	important	ADJ;GEN;PL	ADJ;MASC;SG
степан	stepan	степанный	stepan	N;ANIM;NOM;MASC;SG	PROPN
двадцать	twenty	двадцать	twenty	NUM;NOM	PROPN
принцесса	princess	принцесса	princess	N;ANIM;NOM;FEM;SG	PROPN
принцесса	princesses	принцесса	princesse	N;ANIM;NOM;FEM;SG	N;FEM;PL
горных	montagne	горный	montagne	ADJ;GEN;PL	N;FEM;SG
горных	montagnes	горный	montagne	ADJ;GEN;PL	N;FEM;PL
спортивный	athlétisme	спортивный	athlétisme	ADJ;NOM;MASC;SG	N;MASC;SG
колумбии	colombien	колумбия	colombien	N;INAN;NOM;FEM;PL	N;MASC;SG
колумбии	colombienne	колумбия	colombien	N;INAN;NOM;FEM;PL	ADJ;FEM;SG
колумбии	colombie	колумбия	colombie	N;INAN;NOM;FEM;PL	PROPN
таблицы	tableur	таблица	tableur	N;INAN;NOM;FEM;PL	N;MASC;SG
подготовка	préparer	подготовка	préparer	N;INAN;NOM;FEM;SG	V;NFIN
подготовка	préparations	подготовка	préparation	N;INAN;NOM;FEM;SG	N;FEM;PL
подготовка	préparatifs	подготовка	préparatif	N;INAN;NOM;FEM;SG	ADJ;MASC;PL
доказательства	justificatif	доказательство	justificatif	N;INAN;NOM;NEUT;PL	ADJ;MASC;SG
доказательства	preuve	доказательство	preuve	N;INAN;NOM;NEUT;PL	N;FEM;SG
доказательства	preuve	доказательство	preuve	N;INAN;NOM;NEUT;PL	N;FEM;SG
религия	religieux	религия	religieux	N;INAN;NOM;FEM;SG	ADJ;MASC;SG
буэнос	buenos	буэнос	bueno	ADV	PROPN
молодые	jeune	молодой	jeune	ADJ;NOM;PL	ADJ;MASC;SG
предупреждения	alerte	предупреждение	alerte	N;INAN;NOM;NEUT;PL	N;FEM;SG
предупреждения	avertissement	предупреждение	avertissement	N;INAN;NOM;NEUT;PL	N;MASC;SG
предупреждения	alertes	предупреждение	alerte	N;INAN;NOM;NEUT;PL	V;FEM;PL;PST;V.PTCP
залив	gulf	залив	gulf	N;INAN;NOM;MASC;SG	PROPN
залив	bay	залив	bay	N;INAN;NOM;MASC;SG	PROPN
христиан	christianisme	христианин	christianisme	N;ANIM;GEN;MASC;PL	N;MASC;SG
христиан	chrétienne	христианин	chrétien	N;ANIM;GEN;MASC;PL	ADJ;FEM;SG
христиан	christian	христианин	christian	N;ANIM;GEN;MASC;PL	PROPN
христиан	chrétien	христианин	chrétien	N;ANIM;GEN;MASC;PL	ADJ;MASC;SG
ирана	iraniennes	иран	iranien	N;INAN;GEN;MASC;SG	ADJ;FEM;PL
ирана	iranienne	иран	iranien	N;INAN;GEN;MASC;SG	ADJ;FEM;SG
ирана	iranien	иран	iranien	N;INAN;GEN;MASC;SG	ADJ;MASC;SG
полосы	rayé	полоса	rayer	N;INAN;NOM;FEM;PL	V;MASC;SG;PST;V.PTCP
награда	récompenser	награда	récompenser	N;INAN;NOM;FEM;SG	V;NFIN
выбран	sélectionnés	выбрать	sélectionner	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
выбран	sélectionnées	выбрать	sélectionné	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
переименование	renommer	переименование	renommer	N;INAN;NOM;NEUT;SG	V;NFIN
передач	engrenage	передача	engrenage	N;INAN;GEN;FEM;PL	N;MASC;SG
долине	valley	долина	valley	N;INAN;DAT;FEM;SG	PROPN
женский	féminines	женский	féminin	ADJ;NOM;MASC;SG	ADJ;FEM;PL
женский	femelles	женский	femelle	ADJ;NOM;MASC;SG	N;FEM;PL
женский	femmes	женский	femme	ADJ;NOM;MASC;SG	N;FEM;PL
женский	femme	женский	femme	ADJ;NOM;MASC;SG	N;FEM;SG
странно	strange	странный	strange	ADJ;NEUT;SG	PROPN
странно	impair	странный	impair	ADJ;NEUT;SG	N;MASC;SG
странно	odd	странный	odd	ADJ;NEUT;SG	PROPN
арена	arena	арен	arena	N;INAN;NOM;FEM;SG	PROPN
прибыли	profit	прибыть	profit	V;PFV;IND;PL;PST;FIN;ACT	N;MASC;SG
прибыли	bénéfice	прибыть	bénéfice	V;PFV;IND;PL;PST;FIN;ACT	N;MASC;SG
прибыли	profits	прибыть	profit	V;PFV;IND;PL;PST;FIN;ACT	N;MASC;PL
прибыли	bénéfices	прибыть	bénéfice	V;PFV;IND;PL;PST;FIN;ACT	N;MASC;PL
прибыли	arrivé	прибыть	arriver	V;PFV;IND;PL;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
прибыли	bénéfices	прибыть	bénéfice	V;PFV;IND;PL;PST;FIN;ACT	N;MASC;PL
прибыли	profits	прибыть	profit	V;PFV;IND;PL;PST;FIN;ACT	N;MASC;PL
крис	chris	крис	chris	N;ANIM;NOM;MASC;SG	PROPN
крис	kris	крис	kris	N;ANIM;NOM;MASC;SG	PROPN
чин	chin	чин	chin	N;INAN;NOM;MASC;SG	PROPN
конференция	conférences	конференция	conférence	N;INAN;NOM;FEM;SG	N;FEM;PL
содержимое	contenu	содержимое	contenir	N;INAN;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
содержимое	contenus	содержимое	contenu	N;INAN;NOM;NEUT;SG	V;MASC;PL;PST;V.PTCP
содержимое	sommaire	содержимое	sommaire	N;INAN;NOM;NEUT;SG	ADJ;MASC;SG
содержимое	contenus	содержимое	contenu	N;INAN;NOM;NEUT;SG	V;MASC;PL;PST;V.PTCP
содержимое	contenu	содержимое	contenir	N;INAN;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
противоречит	contredit	противоречить	contredire	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
победители	gagnants	победитель	gagnant	N;ANIM;NOM;MASC;PL	ADJ;MASC;PL
ростов	rostov	рост	rostov	N;INAN;NOM;MASC;PL	PROPN
обмен	échanger	обмен	échanger	N;INAN;NOM;MASC;SG	V;NFIN
проиграл	perdues	проиграть	perdre	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
проиграл	lost	проиграть	lost	V;PFV;MASC;IND;SG;PST;FIN;ACT	PROPN
проиграл	perdus	проиграть	perdre	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
дополнительных	complémentarité	дополнительный	complémentarité	ADJ;GEN;PL	N;FEM;SG
дополнительных	complémentaire	дополнительный	complémentaire	ADJ;GEN;PL	ADJ;MASC;SG
рота	rota	рот	rota	N;INAN;NOM;FEM;SG	PROPN
рота	entreprise	рот	entreprendre	N;INAN;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
кольца	bague	кольцо	bague	N;INAN;NOM;NEUT;PL	N;FEM;SG
кольца	anneau	кольцо	anneau	N;INAN;NOM;NEUT;PL	N;MASC;SG
тверская	tver	тверский	tver	ADJ;NOM;FEM;SG	PROPN
акции	promotion	акция	promotion	N;INAN;NOM;FEM;PL	N;FEM;SG
акции	partage	акция	partage	N;INAN;NOM;FEM;PL	N;MASC;SG
акции	stock	акция	stock	N;INAN;NOM;FEM;PL	N;MASC;SG
планируется	prévu	планировать	prévoir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
планируется	planifié	планировать	planifier	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
планируется	planifiés	планировать	planifié	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;PST;V.PTCP
планируется	planifiée	планировать	planifier	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;PST;V.PTCP
планируется	prévue	планировать	prévoir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;PST;V.PTCP
десятков	douzaine	десяток	douzaine	N;INAN;GEN;MASC;PL	N;FEM;SG
десятков	dizaine	десяток	dizaine	N;INAN;GEN;MASC;PL	N;FEM;SG
десятков	douzaine	десяток	douzaine	N;INAN;GEN;MASC;PL	N;FEM;SG
ухода	soins	уход	soin	N;INAN;GEN;MASC;SG	N;MASC;PL
ваша	vos	ваш	son	DET;NOM;FEM;SG	DET;MASC;PL
ваша	vôtre	ваш	vôtre	DET;NOM;FEM;SG	INTJ
лицензии	permis	лицензия	permettre	N;INAN;NOM;FEM;PL	V;MASC;SG;PST;V.PTCP
лицензии	licence	лицензия	licence	N;INAN;NOM;FEM;PL	N;FEM;SG
лицензии	licencié	лицензия	licencier	N;INAN;NOM;FEM;PL	V;MASC;SG;PST;V.PTCP
лицензии	agréé	лицензия	agrée	N;INAN;NOM;FEM;PL	V;MASC;SG;PST;V.PTCP
спасти	secours	спасти	secours	V;PFV;NFIN;ACT	N;MASC;SG
спасти	sauvetage	спасти	sauvetage	V;PFV;NFIN;ACT	N;MASC;SG
спасти	sauveteurs	спасти	sauveteur	V;PFV;NFIN;ACT	N;MASC;PL
автомобили	automobiles	автомобиль	automobile	N;INAN;NOM;MASC;PL	ADJ;MASC;PL
приключения	aventure	приключение	aventure	N;INAN;NOM;NEUT;PL	N;FEM;SG
зао	uab	зао	uab	N;INAN;NOM;NEUT;SG	PROPN
внешних	externe	внешний	externe	ADJ;GEN;PL	ADJ;MASC;SG
внешних	extérieur	внешний	extérieur	ADJ;GEN;PL	N;MASC;SG
внешних	extérieure	внешний	extérieur	ADJ;GEN;PL	ADJ;FEM;SG
породы	race	порода	race	N;INAN;NOM;FEM;PL	N;FEM;SG
балтийского	baltes	балтийский	balte	ADJ;GEN;MASC;SG	ADJ;MASC;PL
милиции	miliciens	милиция	milicien	N;INAN;NOM;FEM;SG	N;MASC;PL
милиции	milices	милиция	milice	N;INAN;NOM;FEM;SG	N;FEM;PL
девять	nine	девять	nine	NUM;NOM	N;MASC;SG
свободной	gratuits	свободный	gratuit	ADJ;INS;FEM;SG	V;MASC;PL;PST;V.PTCP
свободной	free	свободный	free	ADJ;INS;FEM;SG	N;MASC;SG
свободной	gratuitement	свободный	gratuitement	ADJ;INS;FEM;SG	ADV
противник	hostile	противник	hostile	N;ANIM;NOM;MASC;SG	ADJ;MASC;SG
противник	hostiles	противник	hostile	N;ANIM;NOM;MASC;SG	ADJ;MASC;PL
противник	opposant	противник	opposer	N;ANIM;NOM;MASC;SG	V;PRS;V.PTCP
огромное	énormes	огромный	énorme	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
столетия	centenaire	столетие	centenaire	N;INAN;NOM;NEUT;PL	N;MASC;SG
заблокирован	bloquées	блокировать	bloquer	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
заблокирован	bloqués	блокировать	bloquer	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
рано	early	рано	early	ADV	PROPN
рано	précoce	рано	précoce	ADV	ADJ;MASC;SG
указаны	précisé	указать	préciser	V;PFV;PL;PST;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
указаны	spécifiée	указать	spécifier	V;PFV;PL;PST;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
указаны	spécifié	указать	spécifier	V;PFV;PL;PST;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
скотт	scott	скотт	scott	N;ANIM;NOM;MASC;SG	PROPN
усадьба	homestead	усадьба	homestead	N;INAN;NOM;FEM;SG	PROPN
целиком	entiers	целиком	entier	ADV	ADJ;MASC;PL
целиком	entier	целиком	entier	ADV	ADJ;MASC;SG
хуже	pire	плохой	pire	ADJ;CMPR	INTJ
сумма	sum	сумма	sum	N;INAN;NOM;FEM;SG	
сумма	montant	сумма	monter	N;INAN;NOM;FEM;SG	V;PRS;V.PTCP
физические	physique	физический	physique	ADJ;NOM;PL	ADJ;MASC;SG
интересы	intérêt	интерес	intérêt	N;INAN;NOM;MASC;PL	N;MASC;SG
вокзал	hauptbahnhof	вокзал	hauptbahnhof	N;INAN;NOM;MASC;SG	PROPN
одежды	habillement	одежда	habillement	N;INAN;NOM;FEM;PL	N;MASC;SG
одежды	vêtement	одежда	vêtement	N;INAN;NOM;FEM;PL	N;MASC;SG
посетил	visités	посетить	visiter	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
муниципальный	municipales	муниципальный	municipale	ADJ;NOM;MASC;SG	ADJ;FEM;PL
муниципальный	municipaux	муниципальный	municipal	ADJ;NOM;MASC;SG	ADJ;MASC;PL
спартак	spartacus	спартак	spartacus	N;ANIM;NOM;MASC;SG	PROPN
живой	vivants	живой	vivant	ADJ;NOM;MASC;SG	ADJ;MASC;PL
живой	vivant	живой	vivre	ADJ;NOM;MASC;SG	V;PRS;V.PTCP
живой	vivantes	живой	vivant	ADJ;NOM;MASC;SG	ADJ;FEM;PL
живой	alive	живой	alive	ADJ;NOM;MASC;SG	N;MASC;SG
детская	pépinière	детский	pépinière	ADJ;NOM;FEM;SG	N;FEM;SG
детская	maternelles	детский	maternel	ADJ;NOM;FEM;SG	ADJ;FEM;PL
учителя	enseignant	учитель	enseignant	N;ANIM;NOM;MASC;PL	N;MASC;SG
релиз	libèrent	релиз	liber	N;INAN;NOM;MASC;SG	V;IND;PL;3;PRS;FIN
форт	fort	форт	fort	N;INAN;NOM;MASC;SG	ADV
рабочей	travaillant	рабочий	travailler	ADJ;INS;FEM;SG	V;PRS;V.PTCP
рабочей	travailler	рабочий	travailler	ADJ;INS;FEM;SG	V;NFIN
джованни	giovanni	джованни	giovanni	N;ANIM;NOM;MASC;SG	PROPN
