organe	elin	organ	elin	N;INDF;FEM;PL	N;NOM;SG
indreapta	suorista	indreaptă	suori	V;IND;SG;3;IPFV;FIN	ADJ;IN+ABL;PL
productions	productions	productions	productions	N;INDF;MASC;SG	PROPN;NOM;SG
natiune	kansakunta	natiune	kansa#kunta	N;INDF;FEM;SG	N;NOM;SG
natiune	kansakunta	natiune	kansa#kunta	N;INDF;FEM;SG	N;NOM;SG
mal	mal	mal	mal	N;INDF;MASC;SG	INTJ
adapost	suojaa	adapost	suoja	N;INDF;MASC;SG	V;IMP;SG;2;FIN;ACT
adapost	suojaa	adapost	suoja	N;INDF;MASC;SG	V;IMP;SG;2;FIN;ACT
tower	torni	tower	torni	PROPN	N;NOM;SG
tower	tower	tower	tower	PROPN	N;NOM;SG
tower	tornissa	tower	torni	PROPN	N;IN+ESS;SG
tower	tornin	tower	torni	PROPN	N;GEN;SG
prada	saalis	pradă	saalis	N;DEF;FEM;SG	N;NOM;SG
prada	saalista	pradă	saali	N;DEF;FEM;SG	N;PRT;SG
prada	saalis	pradă	saalis	N;DEF;FEM;SG	N;NOM;SG
prada	saalis	pradă	saalis	N;DEF;FEM;SG	N;NOM;SG
prada	saalista	pradă	saali	N;DEF;FEM;SG	N;PRT;SG
prada	prada	pradă	prada	N;DEF;FEM;SG	PROPN;NOM;SG
feb	helmikuu	feb	helmikuu		N;NOM;SG
artista	taiteilija	artista	taiteilija	N;DEF;FEM;SG	N;NOM;SG
artista	taiteilijan	artista	taiteilija	N;DEF;FEM;SG	N;GEN;SG
artista	artisti	artista	artisti	N;DEF;FEM;SG	N;NOM;SG
artista	esittäjä	artista	esittäjä	N;DEF;FEM;SG	N;NOM;SG
artista	taiteilija	artista	taiteilija	N;DEF;FEM;SG	N;NOM;SG
artista	taiteilijan	artista	taiteilija	N;DEF;FEM;SG	N;GEN;SG
artista	artisti	artista	artisti	N;DEF;FEM;SG	N;NOM;SG
artista	esittäjä	artista	esittäjä	N;DEF;FEM;SG	N;NOM;SG
titan	titan	titan	titta	N;INDF;MASC;SG	
marci	marks	marcă	marks	N;INDF;FEM;PL	N;NOM;SG
marci	marci	marcă	marci	N;INDF;FEM;PL	N;NOM;SG
ordinele	käsky	ordin	käsky	N;DEF;FEM;PL	N;NOM;SG
ordinele	määräys	ordin	määräys	N;DEF;FEM;PL	N;NOM;SG
ordinele	tilaukset	ordin	tilaus	N;DEF;FEM;PL	N;NOM;PL
ordinele	määräykset	ordin	määräys	N;DEF;FEM;PL	N;NOM;PL
ordinele	käskyjä	ordin	käsky	N;DEF;FEM;PL	N;PRT;PL
ordinele	tilauksia	ordin	tilaus	N;DEF;FEM;PL	N;PRT;PL
valabil	voimassa	valabil	voimassa	ADJ;INDF;MASC;SG	ADV
valabil	kelpaa	valabil	kelvata	ADJ;INDF;MASC;SG	V;IMP;SG;2;FIN;ACT
monroe	monroen	monroe	monroen	PROPN	N;GEN;SG
monroe	monroe	monroe	monroe	PROPN	N;NOM;SG
facultate	korkeakoulu	facultate	korkea#koulu	N;INDF;FEM;SG	N;NOM;SG
facultate	yliopisto	facultate	yli#opisto	N;INDF;FEM;SG	N;NOM;SG
facultate	college	facultate	college	N;INDF;FEM;SG	N;NOM;SG
facultate	korkeakoulu	facultate	korkea#koulu	N;INDF;FEM;SG	N;NOM;SG
facultate	yliopisto	facultate	yli#opisto	N;INDF;FEM;SG	N;NOM;SG
facultate	tiedekunnan	facultate	tiede#kunta	N;INDF;FEM;SG	N;GEN;SG
neptun	neptunus	neptun	neptunus	PROPN	N;NOM;SG
apache	apache	apache	apache	N;INDF;MASC;SG	
rezistat	vastustivat	rezista	vastustaa	ADJ;INDF;MASC;SG	V;IND;PL;3;PST;FIN;ACT
rezistat	vastusti	rezista	vastustaa	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN;ACT
rome	rooma	romă	rooma	N;INDF;MASC;SG	PROPN;NOM;SG
teologice	teologinen	teologic	teologinen	ADJ;INDF;FEM;PL	ADJ;NOM;SG
monarhiei	monarkia	monarhie	monarki	N;DEF;FEM;SG	N;NOM;SG
negocieri	neuvottelu	negociere	neuvottelu	N;INDF;FEM;PL	N;NOM;SG
raf	raf	raf	raf	PROPN	N;NOM;SG
ierarhia	hierarkian	ierarhie	hierarkia	N;DEF;FEM;SG	N;GEN;SG
saraci	köyhä	sarac	köyhä		ADJ;NOM;SG
regulamentul	asetus	regulament	asetus	N;DEF;MASC;SG	N;NOM;SG
regulamentul	sääntely	regulament	sääntely	N;DEF;MASC;SG	N;NOM;SG
randy	randy	randy	randy	PROPN	PROPN;NOM;SG
administratorii	valvojat	administrator	valvoja	N;DEF;MASC;PL	N;NOM;PL
administratorii	ylläpitäjät	administrator	yllä#pitäjä	N;DEF;MASC;PL	N;NOM;PL
administratorii	valvojien	administrator	valvoja	N;DEF;MASC;PL	N;GEN;PL
administratorii	ylläpitäjät	administrator	yllä#pitäjä	N;DEF;MASC;PL	N;NOM;PL
colorate	värillinen	colorat	värillinen	N;INDF;FEM;PL	ADJ;NOM;SG
colorate	värillinen	colorat	värillinen	N;INDF;FEM;PL	ADJ;NOM;SG
versiunile	versiot	versiune	versiot	N;DEF;FEM;PL	N;NOM;PL
versiunile	versioita	versiune	versio	N;DEF;FEM;PL	N;PRT;PL
seven	seitsemän	seven	seitsemän	N;INDF;MASC;SG	NUM;NOM;SG
luftwaffe	luftwaffen	luftwaffă	luftwaffe	PROPN	N;GEN;SG
dorita	haluttu	dorita	haluta		V;NOM;SG;V.PTCP;PASS
dorita	toivottu	dorita	toivoa		V;NOM;SG;V.PTCP;PASS
dorita	etsintäkuulutettu	dorita	etsintä#kuuluttaa		V;NOM;SG;V.PTCP;PASS
dorita	haluttu	dorita	haluta		V;NOM;SG;V.PTCP;PASS
dorita	halusi	dorita	haluta		V;IND;SG;3;PST;FIN;ACT
dorita	haluttu	dorita	haluta		V;NOM;SG;V.PTCP;PASS
dorita	toivottu	dorita	toivoa		V;NOM;SG;V.PTCP;PASS
pasarea	lintu	pasare	lintu	N;DEF;FEM;SG	N;NOM;SG
pasarea	linnun	pasare	lintu	N;DEF;FEM;SG	N;GEN;SG
pasarea	bird	pasare	bird	N;DEF;FEM;SG	
tei	linden	tei	linti		N;NOM;SG
tei	lime	tei	lime		N;NOM;SG
vaduva	lesken	vaduva	leskeä	N;DEF;FEM;SG	N;GEN;SG
vaduva	leski	vaduva	leski	N;DEF;FEM;SG	N;NOM;SG
vaduva	leski	vaduva	leski	N;DEF;FEM;SG	N;NOM;SG
vaduva	lesken	vaduva	leskeä	N;DEF;FEM;SG	N;GEN;SG
vaduva	leski	vaduva	leski	N;DEF;FEM;SG	N;NOM;SG
vaduva	lesken	vaduva	leskeä	N;DEF;FEM;SG	N;GEN;SG
vaduva	leski	vaduva	leski	N;DEF;FEM;SG	N;NOM;SG
garcia	garcia	garcia	garcia	PROPN	PROPN;NOM;SG
caseta	kasetti	caseta	kasettaa	N;DEF;FEM;SG	N;NOM;SG
caseta	nauha	caseta	nauha	N;DEF;FEM;SG	N;NOM;SG
caseta	kasetti	caseta	kasettaa	N;DEF;FEM;SG	N;NOM;SG
caseta	kasetti	caseta	kasettaa	N;DEF;FEM;SG	N;NOM;SG
gyula	gyula	gyula	gyula	PROPN	N;NOM;SG
patriei	kotimaa	patrie	koti#maa	PROPN;DEF;FEM;SG	N;NOM;SG
patriei	kotimaan	patrie	koti#maa	PROPN;DEF;FEM;SG	N;GEN;SG
armat	viritetty	armat	virittää	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
armat	aseistettu	armat	aseistaa	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
armat	vahvistetut	armat	vahvistaa	ADJ;INDF;MASC;SG	V;NOM;PL;V.PTCP;PASS
armat	vahvistettu	armat	vahvistaa	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
mongolii	mongolit	mongol	mongoli	N;DEF;MASC;PL	N;NOM;PL
prenume	sukunimi	prenume	suku#nimi		N;NOM;SG
tentativa	yritettiin	tentativa	yrittää	N;DEF;FEM;SG	V;IND;PST;FIN;PASS
tentativa	yritettiin	tentativa	yrittää	N;DEF;FEM;SG	V;IND;PST;FIN;PASS
prinde	juju	prinde	juju	V;IND;SG;3;PRS;FIN	N;NOM;SG
prinde	saalis	prinde	saalis	V;IND;SG;3;PRS;FIN	N;NOM;SG
prinde	catch	prinde	catch	V;IND;SG;3;PRS;FIN	N;NOM;SG
prinde	kiinni	prinde	kiinni	V;IND;SG;3;PRS;FIN	ADV
prinde	nappaa	prinde	napa	V;IND;SG;3;PRS;FIN	V;IMP;SG;2;PRS;FIN;ACT
valdemar	valdemar	valdemar	valdemar	PROPN	N;NOM;SG
lut	clay	lut	clay	N;INDF;MASC;SG	PROPN;NOM;SG
istria	istria	istrie	istria	PROPN	N;NOM;SG
dieter	dieter	dieter	dieter	PROPN	PROPN;NOM;SG
raspandire	leviää	raspandire	levitä	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
raspandire	levittäminen	raspandire	levittäminen	N;INDF;FEM;SG	N;NOM;SG
raspandire	leviävät	raspandire	levitä	N;INDF;FEM;SG	V;IND;PL;3;PRS;FIN;ACT
raspandire	leviäminen	raspandire	leviäminen	N;INDF;FEM;SG	N;NOM;SG
raspandire	levitä	raspandire	levitä	N;INDF;FEM;SG	V;IMP;SG;2;FIN;ACT
raspandire	levinnyt	raspandire	levitä	N;INDF;FEM;SG	V;NOM;SG;V.PTCP;ACT
raspandire	leviäminen	raspandire	leviäminen	N;INDF;FEM;SG	N;NOM;SG
patricia	patricia	patricie	patrici	N;DEF;FEM;SG	N;NOM;SG
liberty	liberty	liberty	libertyä	N;INDF;MASC;SG	
esenta	olemus	esent	olemus	N;DEF;FEM;SG	N;NOM;SG
esenta	olemus	esent	olemus	N;DEF;FEM;SG	N;NOM;SG
cetatenia	kansalaisuus	cetatenie	kansalaisuus	N;DEF;FEM;SG	N;NOM;SG
cetatenia	kansallisuus	cetatenie	kansallisuus	N;DEF;FEM;SG	N;NOM;SG
cetatenia	kansalaisuus	cetatenie	kansalaisuus	N;DEF;FEM;SG	N;NOM;SG
nice	mukavaa	nice	mukava		ADJ;PRT;SG
nice	hienot	nice	hieno		ADJ;NOM;PL
nice	hieno	nice	hieno		ADJ;NOM;SG
nice	kiva	nice	kiva		ADJ;NOM;SG
beatrice	beatrice	beatric	beatrice	N;INDF;FEM;PL	N;NOM;SG
atasat	liitetty	atasa	liittää	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
atasat	kiinnitetty	atasa	kiinnittää	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
atasat	liitteenä	atasa	liite	ADJ;INDF;MASC;SG	N;FRML;SG
atasat	liitetty	atasa	liittää	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
atasat	kiinnitetty	atasa	kiinnittää	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
atasat	liitteenä	atasa	liite	ADJ;INDF;MASC;SG	N;FRML;SG
spada	miekkaa	spadă	miekka	N;DEF;FEM;SG	N;PRT;SG
spada	miekan	spadă	miekka	N;DEF;FEM;SG	N;GEN;SG
spada	miekka	spadă	miekka	N;DEF;FEM;SG	N;NOM;SG
bolivia	bolivian	bolivie	bolivia	PROPN	N;GEN;SG
ciuperci	sieni	ciupercă	sieni	N;INDF;FEM;PL	N;NOM;SG
criteriul	kriteeri	criteriu	kriteeri	N;DEF;MASC;SG	N;NOM;SG
criteriul	peruste	criteriu	peruste	N;DEF;MASC;SG	N;NOM;SG
criteriul	kriteerin	criteriu	kriteeri	N;DEF;MASC;SG	N;GEN;SG
performante	suorituskyvyn	performant	suoritus#kyky	N;INDF;FEM;PL	N;GEN;SG
performante	tehokkuus	performant	tehokkuus	N;INDF;FEM;PL	N;NOM;SG
performante	esitys	performant	esitys	N;INDF;FEM;PL	N;NOM;SG
performante	suoritus	performant	suoritus	N;INDF;FEM;PL	N;NOM;SG
performante	suorituskykyä	performant	suoritus#kyky	N;INDF;FEM;PL	N;PRT;SG
performante	suorituskyky	performant	suoritus#kyky	N;INDF;FEM;PL	N;NOM;SG
pakistan	pakistaniin	pakistan	pakistaa	PROPN	N;IN+ALL;SG
pakistan	pakistan	pakistan	pakistaa	PROPN	N;NOM;SG
pakistan	pakistanin	pakistan	pakistaa	PROPN	N;GEN;SG
pakistan	pakistanissa	pakistan	pakistaa	PROPN	N;IN+ESS;SG
optica	optinen	optic	optinen	N;DEF;FEM;SG	ADJ;NOM;SG
optica	optiset	optic	optinen	N;DEF;FEM;SG	ADJ;NOM;PL
optica	optiikka	optic	optiikka	N;DEF;FEM;SG	N;NOM;SG
optica	optiikka	optic	optiikka	N;DEF;FEM;SG	N;NOM;SG
profesoara	opettaja	profesoară	opettaja	N;DEF;FEM;SG	N;NOM;SG
nad	nad	nade	nad	PROPN	
solide	kiinteää	solid	kiinteä	ADJ;INDF;FEM;PL	ADJ;PRT;SG
solide	kiinteä	solid	kiinteä	ADJ;INDF;FEM;PL	ADJ;NOM;SG
artificiala	keinotekoista	artificială	keino#teko	ADJ;DEF;FEM;SG	N;PRT;SG
artificiala	keinotekoisia	artificială	keino#tekoinen	ADJ;DEF;FEM;SG	ADJ;PRT;PL
artificiala	keinotekoinen	artificială	keino#tekoinen	ADJ;DEF;FEM;SG	ADJ;NOM;SG
artificiala	keinotekoista	artificială	keino#teko	ADJ;DEF;FEM;SG	N;PRT;SG
artificiala	keinotekoisia	artificială	keino#tekoinen	ADJ;DEF;FEM;SG	ADJ;PRT;PL
artificiala	keinotekoinen	artificială	keino#tekoinen	ADJ;DEF;FEM;SG	ADJ;NOM;SG
banks	pankit	banks	pankki	PROPN	N;NOM;PL
banks	pankkien	banks	pankki	PROPN	N;GEN;PL
adige	adige	adige	adige	N;INDF;FEM;SG	N;NOM;SG
amonte	ylävirtaan	amonte	ylä#virta		N;IN+ALL;SG
turismul	matkailun	turism	matkailu	N;DEF;MASC;SG	N;GEN;SG
turismul	matkailu	turism	matkailu	N;DEF;MASC;SG	N;NOM;SG
ajax	ajax	ajax	ajax	N;INDF;MASC;SG	
flacara	liekit	flacară	liekki	N;DEF;FEM;SG	N;NOM;PL
flacara	liekin	flacară	liekkiä	N;DEF;FEM;SG	N;GEN;SG
flacara	liekki	flacară	liekki	N;DEF;FEM;SG	N;NOM;SG
flacara	liekit	flacară	liekki	N;DEF;FEM;SG	N;NOM;PL
flacara	liekin	flacară	liekkiä	N;DEF;FEM;SG	N;GEN;SG
flacara	liekki	flacară	liekki	N;DEF;FEM;SG	N;NOM;SG
flacara	liekit	flacară	liekki	N;DEF;FEM;SG	N;NOM;PL
flacara	liekin	flacară	liekkiä	N;DEF;FEM;SG	N;GEN;SG
flacara	liekki	flacară	liekki	N;DEF;FEM;SG	N;NOM;SG
marion	marion	marion	marion	PROPN	PROPN;NOM;SG
efectua	suorita	efectua	suorittaa	V;IND;SG;3;IPFV;FIN	V;IMP;SG;2;FIN;ACT
liège	liège	liège	liège	PROPN	N;NOM;SG
evidenta	ilmiselvä	evident	ilmi#selvä	N;DEF;FEM;SG	ADJ;NOM;SG
evidenta	ilmeinen	evident	ilmeinen	N;DEF;FEM;SG	ADJ;NOM;SG
evidenta	ilmeistä	evident	ilmeinen	N;DEF;FEM;SG	ADJ;PRT;SG
evidenta	ilmiselvä	evident	ilmi#selvä	N;DEF;FEM;SG	ADJ;NOM;SG
evidenta	ilmeinen	evident	ilmeinen	N;DEF;FEM;SG	ADJ;NOM;SG
evidenta	ilmeistä	evident	ilmeinen	N;DEF;FEM;SG	ADJ;PRT;SG
distinctia	ero	distinctie	ero	N;DEF;FEM;SG	N;NOM;SG
distinctia	erottelu	distinctie	erottelu	N;DEF;FEM;SG	N;NOM;SG
glasgow	glasgow	glasgow	glasgow	PROPN	N;NOM;SG
broadway	broadway	broadway	broadway	PROPN	N;NOM;SG
broadway	broadwayn	broadway	broatway	PROPN	N;GEN;SG
intreprinderea	yritys	intreprindere	yritys	N;DEF;FEM;SG	N;NOM;SG
intreprinderea	yrittäjyys	intreprindere	yrittäjyys	N;DEF;FEM;SG	N;NOM;SG
intreprinderea	enterprise	intreprindere	enterprise	N;DEF;FEM;SG	
toledo	toledo	toledo	toledo	PROPN	
autorilor	laatijat	autor	laatija	N;DEF;MASC;PL	N;NOM;PL
autorilor	tekijät	autor	tekijä	N;DEF;MASC;PL	N;NOM;PL
abdul	abdul	abdu	abdul	PROPN	PROPN;NOM;SG
cavaleria	ratsuväki	cavalerie	ratsu#väki	N;DEF;FEM;SG	N;NOM;SG
cavaleria	ratsuväen	cavalerie	ratsu#väki	N;DEF;FEM;SG	N;GEN;SG
brand	brand	brand	brand	N;INDF;MASC;SG	
burgas	burgas	burgas	burgas	PROPN	N;NOM;SG
ciuc	ciuc	ciuc	ciuc	PROPN	N;NOM;SG
coltul	kulmassa	colt	kulma	N;DEF;MASC;SG	N;IN+ESS;SG
coltul	kulman	colt	kulma	N;DEF;MASC;SG	N;GEN;SG
coltul	kulma	colt	kylmä	N;DEF;MASC;SG	N;NOM;SG
cuplu	pari	cuplu	pari	N;INDF;MASC;SG	NUM;NOM;SG
evanghelia	gospel	evanghelie	gospel	N;DEF;FEM;SG	N;NOM;SG
emmanuel	emmanuel	emmanuel	emmanuel	PROPN	N;NOM;SG
alpii	alpit	alpiu	alppi	N;DEF;MASC;PL	N;NOM;SG
caracteristic	ominaisuus	caracteristic	ominaisuus	ADV	N;NOM;SG
conditie	ehto	conditie	ehto	N;INDF;FEM;SG	N;NOM;SG
conditie	edellytys	conditie	edellytys	N;INDF;FEM;SG	N;NOM;SG
conditie	kunto	conditie	kunto	N;INDF;FEM;SG	N;NOM;SG
dobandit	saavutetut	dobandi	saavuttaa	ADJ;INDF;MASC;SG	V;NOM;PL;V.PTCP;PASS
dobandit	hankittu	dobandi	hankkia	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
dobandit	hankkinut	dobandi	hankkia	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;ACT
combinat	yhdistetyn	combina	yhdistää	ADJ;INDF;MASC;SG	V;GEN;SG;V.PTCP;PASS
combinat	yhdistetty	combina	yhdistää	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
combinat	yhdistetyt	combina	yhdistää	ADJ;INDF;MASC;SG	V;NOM;PL;V.PTCP;PASS
grey	harmaita	grey	harmaa	PROPN	ADJ;PRT;PL
grey	harmaata	grey	harmaa	PROPN	ADJ;PRT;SG
grey	harmaa	grey	harmaa	PROPN	ADJ;NOM;SG
grey	grey	grey	grey	PROPN	
como	como	como	como	N;INDF;MASC;SG	PROPN;NOM;SG
stand	seistä	sta	seistä		V;SG;NFIN;ACT
stand	stand	sta	stand		N;NOM;SG
stand	seiso	sta	seiso		V;IMP;SG;2;FIN;ACT
stand	istuva	sta	istua		V;NOM;SG;V.PTCP;ACT
stand	istunto	sta	istunto		N;NOM;SG
stand	istunnon	sta	istunto		N;GEN;SG
stand	istuu	sta	istua		V;IND;SG;3;PRS;FIN;ACT
sanse	sattuma	sansă	sattuma		N;NOM;SG
sanse	chance	sansă	chance		
sanse	mahdollisuus	sansă	mahdollisuus		N;NOM;SG
sanse	sattuma	sansă	sattuma		N;NOM;SG
sanse	chance	sansă	chance		
sanse	mahdollisuus	sansă	mahdollisuus		N;NOM;SG
sanse	todennäköisyys	sansă	toden#näköisyys		N;NOM;SG
sanse	kertoimet	sansă	kertoa		N;NOM;PL
guvernele	hallitukset	guvern	hallitus	N;DEF;FEM;PL	N;NOM;PL
guvernele	hallitusten	guvern	hallitus	N;DEF;FEM;PL	N;GEN;PL
confederatia	konfederaation	confederatie	konfederaatio	N;DEF;FEM;SG	N;GEN;SG
ward	ward	ward	ward	PROPN	PROPN;NOM;SG
ward	osastolla	ward	osasto	PROPN	N;AT+ESS
;SG
localnicilor	paikalliset	localnic	paikallinen	N;DEF;MASC;PL	ADJ;NOM;PL
localnicilor	paikallisia	localnic	paikallinen	N;DEF;MASC;PL	ADJ;PRT;PL
deciziile	päätöksiä	decizie	päätös	N;DEF;FEM;PL	N;PRT;PL
deciziile	päätökset	decizie	päätös	N;DEF;FEM;PL	N;NOM;PL
nevada	nevadan	nevada	nevata	PROPN	N;GEN;SG
iarba	ruohoa	iarbă	ruoho	N;DEF;FEM;SG	N;PRT;SG
iarba	ruoho	iarbă	ruoho	N;DEF;FEM;SG	N;NOM;SG
iarba	ruoho	iarbă	ruoho	N;DEF;FEM;SG	N;NOM;SG
iarba	ruohoa	iarbă	ruoho	N;DEF;FEM;SG	N;PRT;SG
iarba	pilveä	iarbă	pilveä	N;DEF;FEM;SG	N;PRT;SG
iarba	ruohoa	iarbă	ruoho	N;DEF;FEM;SG	N;PRT;SG
iarba	ruoho	iarbă	ruoho	N;DEF;FEM;SG	N;NOM;SG
iarba	ruoho	iarbă	ruoho	N;DEF;FEM;SG	N;NOM;SG
iarba	ruohoa	iarbă	ruoho	N;DEF;FEM;SG	N;PRT;SG
iarba	pilveä	iarbă	pilveä	N;DEF;FEM;SG	N;PRT;SG
completat	suoritettu	completa	suorittaa	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
completat	päätökseen	completa	päätös	ADJ;INDF;MASC;SG	N;IN+ALL;SG
completat	päättynyt	completa	päättyä	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;ACT
capabila	kykenee	capabilă	kyetä	ADJ;DEF;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
capabila	kykenevät	capabilă	kyetä	ADJ;DEF;FEM;SG	V;IND;PL;3;PRS;FIN;ACT
capabila	kykenevä	capabilă	kyetä	ADJ;DEF;FEM;SG	V;NOM;SG;V.PTCP;ACT
capabila	kykenee	capabilă	kyetä	ADJ;DEF;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
capabila	kykenevät	capabilă	kyetä	ADJ;DEF;FEM;SG	V;IND;PL;3;PRS;FIN;ACT
capabila	kykenevä	capabilă	kyetä	ADJ;DEF;FEM;SG	V;NOM;SG;V.PTCP;ACT
masiva	massiivinen	masivă	massiivinen	ADJ;DEF;FEM;SG	ADJ;NOM;SG
masiva	valtava	masivă	valtava	ADJ;DEF;FEM;SG	ADJ;NOM;SG
saga	saga	sagă	saga	N;DEF;FEM;SG	
natalia	natalja	natalie	natalja	N;DEF;FEM;SG	PROPN;NOM;SG
natalia	natalia	natalie	natala	N;DEF;FEM;SG	N;NOM;SG
anexate	liitteenä	anexat	liite	ADJ;INDF;FEM;PL	N;FRML;SG
arestarea	pidättää	arestare	pidättää	N;DEF;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
arestarea	pidätys	arestare	pidätys	N;DEF;FEM;SG	N;NOM;SG
arestarea	pidätetty	arestare	pidättää	N;DEF;FEM;SG	V;NOM;SG;V.PTCP;PASS
arestarea	pidätykset	arestare	pidätys	N;DEF;FEM;SG	N;NOM;PL
arestarea	pidättää	arestare	pidättää	N;DEF;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
hart	hart	hart	hart	PROPN	PROPN;NOM;SG
vanzarea	myyntiin	vanzare	myynti	N;DEF;FEM;SG	N;IN+ALL;SG
vanzarea	myynti	vanzare	myynti	N;DEF;FEM;SG	N;NOM;SG
bella	bella	bella	bella	N;DEF;FEM;SG	N;NOM;SG
daily	päivittäistä	daily	päivittäinen	N;INDF;MASC;SG	ADJ;PRT;SG
daily	päivittäin	daily	päivittäin	N;INDF;MASC;SG	ADV
daily	päivittäiset	daily	päivittäinen	N;INDF;MASC;SG	ADJ;NOM;PL
daily	päivittäinen	daily	päivittäinen	N;INDF;MASC;SG	ADJ;NOM;SG
rit	riitti	rit	riittää	N;INDF;MASC;SG	V;IND;SG;3;PST;FIN;ACT
sociologie	sosiologian	sociologie	sosiologia	N;INDF;FEM;SG	N;GEN;SG
variabila	muuttujaa	variabilă	muuttuja	N;DEF;FEM;SG	N;PRT;SG
variabila	vaihteleva	variabilă	vaihdella	N;DEF;FEM;SG	V;NOM;SG;V.PTCP;ACT
variabila	muuttuja	variabilă	muuttuja	N;DEF;FEM;SG	N;NOM;SG
variabila	muuttujan	variabilă	muuttuja	N;DEF;FEM;SG	N;GEN;SG
variabila	muuttuva	variabilă	muuttua	N;DEF;FEM;SG	V;NOM;SG;V.PTCP;ACT
variabila	muuttujaa	variabilă	muuttuja	N;DEF;FEM;SG	N;PRT;SG
variabila	vaihteleva	variabilă	vaihdella	N;DEF;FEM;SG	V;NOM;SG;V.PTCP;ACT
variabila	muuttuja	variabilă	muuttuja	N;DEF;FEM;SG	N;NOM;SG
variabila	muuttujan	variabilă	muuttuja	N;DEF;FEM;SG	N;GEN;SG
variabila	muuttuva	variabilă	muuttua	N;DEF;FEM;SG	V;NOM;SG;V.PTCP;ACT
antrenat	koulutettu	antrenat	kouluttaa	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
divine	jumalainen	diven	jumalainen	ADJ;INDF;FEM;PL	ADJ;NOM;SG
divine	jumalallinen	diven	jumalallinen	ADJ;INDF;FEM;PL	ADJ;NOM;SG
grecesc	kreikka	grecesc	kreikka	ADJ;INDF;MASC;SG	N;NOM;SG
grecesc	kreikkaa	grecesc	kreikka	ADJ;INDF;MASC;SG	N;PRT;SG
grecesc	kreikan	grecesc	kreikka	ADJ;INDF;MASC;SG	PROPN;GEN;SG
grecesc	kreikkalaiset	grecesc	kreikka#lainen	ADJ;INDF;MASC;SG	N;NOM;PL
sabia	miekkaa	sabia	miekka	N;DEF;FEM;SG	N;PRT;SG
sabia	miekan	sabia	miekka	N;DEF;FEM;SG	N;GEN;SG
sabia	miekka	sabia	miekka	N;DEF;FEM;SG	N;NOM;SG
proiectarea	suunnittelu	proiectare	suunnittelu	N;DEF;FEM;SG	N;NOM;SG
proiectarea	suunnitella	proiectare	suunnitella	N;DEF;FEM;SG	V;SG;NFIN;ACT
proiectarea	design	proiectare	design	N;DEF;FEM;SG	N;NOM;SG
proiectarea	muotoilu	proiectare	muotoilu	N;DEF;FEM;SG	N;NOM;SG
existent	olemassa	existent	olla	ADJ;INDF;MASC;SG	V;IN+ESS;SG;NFIN;ACT
existent	nykyiset	existent	nykyinen	ADJ;INDF;MASC;SG	ADJ;NOM;PL
instalarea	laitos	instalare	laitos	N;DEF;FEM;SG	N;NOM;SG
instalarea	asennus	instalare	asennus	N;DEF;FEM;SG	N;NOM;SG
instalarea	asennetaan	instalare	asentaa	N;DEF;FEM;SG	V;IND;PRS;FIN;PASS
instalarea	asennus	instalare	asennus	N;DEF;FEM;SG	N;NOM;SG
instalarea	asentaminen	instalare	asentaminen	N;DEF;FEM;SG	N;NOM;SG
afectata	vaikuttanut	afectată	vaikuttaa	N;DEF;FEM;SG	V;NOM;SG;V.PTCP;ACT
afectata	vaikutti	afectată	vaikuttaa	N;DEF;FEM;SG	V;IND;SG;3;PST;FIN;ACT
afectata	vaikuttanut	afectată	vaikuttaa	N;DEF;FEM;SG	V;NOM;SG;V.PTCP;ACT
afectata	vaikutti	afectată	vaikuttaa	N;DEF;FEM;SG	V;IND;SG;3;PST;FIN;ACT
franci	frangia	franc	frang	N;INDF;MASC;PL	N;PRT;SG
franci	franks	franc	franks	N;INDF;MASC;PL	N;NOM;SG
tropicale	trooppinen	tropical	trooppinen	ADJ;INDF;FEM;PL	ADJ;NOM;SG
eine	eine	eine	eine	N;INDF;MASC;SG	PROPN;NOM;SG
kane	kane	kane	kane	PROPN	PROPN;NOM;SG
kane	kanen	kane	kane	PROPN	N;GEN;SG
puerto	puerto	puerto	puerto	N;INDF;MASC;SG	PROPN;NOM;SG
