och	si	och	sine	CONJ	
enkla	simplă	enkel	simplu	ADJ;NOM;PL	ADJ;INDF;FEM;SG
dave	dave	dav	davă	PROPN;NOM	PROPN
dalsland	dalsland	dalsland	dalsland	PROPN;NOM	N;INDF;MASC;SG
låga	flacăra	låg	flacără	ADJ;NOM;PL	N;DEF;FEM;SG
låga	flacara	låg	flacară	ADJ;NOM;PL	N;DEF;FEM;SG
låga	flacără	låg	flacără	ADJ;NOM;PL	N;INDF;FEM;SG
låga	scăzută	låg	scăzut	ADJ;NOM;PL	ADJ;INDF;FEM;SG
låga	scăzut	låg	scăzut	ADJ;NOM;PL	ADJ;INDF;MASC;SG
låga	low	låg	low	ADJ;NOM;PL	
latinska	latin	latinsk	latin	ADJ;NOM;PL	N;INDF;MASC;SG
latinska	latina	latinsk	latină	ADJ;NOM;PL	N;DEF;FEM;SG
latinska	latină	latinsk	latin	ADJ;NOM;PL	N;INDF;FEM;SG
korrekt	precise	korrekt	precis	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
korrekt	precisă	korrekt	precis	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
korrekt	corectează	korrekt	corecta	ADJ;NOM;INDF;MASC+FEM;SG	V;IND;3;PRS;FIN
korrekt	corectă	korrekt	corect	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
korrekt	corecta	korrekt	corecta	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
korrekt	corect	korrekt	corect	ADJ;NOM;INDF;MASC+FEM;SG	ADV
ling	ling	ling	ling	N;NOM;INDF;NEUT;SG	V;IND;PL;3;PRS;FIN
lane	lane	lane	lană	PROPN;NOM	PROPN
betala	plateste	betala	platest	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
law	lege	law	lege	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
law	legea	law	lege	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
stjärnor	stars	stjärna	stars	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
stjärnor	stelele	stjärna	stea	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
gifta	căsători	gift	căsător	ADJ;NOM;PL;PST;V.PTCP	
gifta	căsătorită	gift	căsătorit	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;FEM;SG
gifta	măritată	gift	măritată	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;FEM;SG
gifta	casatorit	gift	casatori	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
gifta	căsătorit	gift	căsători	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
åre	åre	åre	åre	PROPN;NOM	N;INDF;MASC;SG
människa	umane	människa	uman	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
människa	umană	människa	uman	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
människa	uman	människa	uman	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
scen	scena	scen	scenă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
scen	scenă	scen	scenă	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
scen	etapa	scen	etapă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
scen	etapă	scen	etapă	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
scen	stadiul	scen	stadiu	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
bit	musca	bit	musca	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
bit	bucata	bit	bucată	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
bit	piesă	bit	piesă	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
bit	bucată	bit	bucată	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
faso	faso	faso	faso	PROPN;NOM	PROPN
roland	roland	roland	roland	PROPN;NOM	N;INDF;MASC;SG
bredd	lățimea	bredd	lățime	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
bredd	lățime	bredd	lățime	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
rothschild	rothschild	rothschild	rothschild	N;NOM;INDF;MASC+FEM;SG	PROPN
nielsen	nielsen	nielsen	nielsen	N;NOM;DEF;MASC+FEM;SG	PROPN
bevis	dovezi	bevis	dovadă	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
bevis	dovadă	bevis	dovadă	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
bevis	dovada	bevis	dovadă	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
bevis	dovezi	bevis	dovadă	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
bevis	probe	bevis	probă	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
bevis	dovadă	bevis	dovadă	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
bevis	dovada	bevis	dovadă	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
aragonien	aragon	aragonien	aragon	PROPN;NOM	N;INDF;MASC;SG
skådespelerska	actrita	skådespelersk	actrita	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
skådespelerska	actriță	skådespelersk	actriță	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
solna	solna	solna	solnă	PROPN;NOM	PROPN
litterära	literar	litterär	literar	ADJ;NOM;PL	ADJ;INDF;MASC;SG
litterära	literară	litterär	literar	ADJ;NOM;PL	ADJ;INDF;FEM;SG
aedes	aedes	aede	aedes	V;FIN;PASS	PROPN
hardy	hardy	hardy	hardy	PROPN;NOM	PROPN
riksdag	parlamentul	riksdag	parlament	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
riksdag	parlamentului	riksdag	parlament	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
grundat	fondată	grunda	fondat	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
einar	einar	einar	einar	PROPN;NOM	PROPN
fokus	focalizare	fokus	focalizare	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
fokus	focalizare	fokus	focalizare	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
moritz	moritz	moritz	morit	PROPN;NOM	PROPN
wolfgang	wolfgang	wolfgang	wolfgang	PROPN;NOM	PROPN
watson	watson	watson	watson	PROPN;NOM	PROPN
perspektiv	perspective	perspektiv	perspectivă	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
perspektiv	perspectiva	perspektiv	perspectivă	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
perspektiv	perspectivă	perspektiv	perspectivă	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
dasht	dasht	dasht	dasht	N;NOM;INDF;MASC+FEM;SG	
skador	accidentare	skada	accidentare	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
skador	prejudiciu	skada	prejudiciu	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
skador	vătămare	skada	vătămare	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
velika	velika	velik	velikă	N;NOM;INDF;MASC+FEM;SG	PROPN
nigeria	nigeria	nigeri	nigerie	PROPN;NOM	PROPN
mala	măcinarea	mala	măcinare	V;IMP;FIN;ACT	N;DEF;FEM;SG
mala	mala	mala	mală	V;IMP;FIN;ACT	N;INDF;MASC;SG
elmer	elmer	elmer	elmer	PROPN;NOM	PROPN
handlingar	documentele	handling	document	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
drew	drew	drew	drew	PROPN;NOM	PROPN
sri	sri	sri	sru	PROPN;NOM	N
klubbar	cluburile	klubb	club	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
uppfattning	conceperea	uppfattning	concepere	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
algoma	algoma	algom	algoma	V;IMP;FIN;ACT	
bretagne	bretagne	bretagne	bretagnu	N;NOM;INDF;NEUT;SG	PROPN
bretagne	brittany	bretagne	brittany	N;NOM;INDF;NEUT;SG	PROPN
åtgärder	acţiune	åtgärd	acţiune	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
åtgärder	actiune	åtgärd	actiune	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
åtgärder	acțiune	åtgärd	acțiune	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
åtgärder	măsurile	åtgärd	măsură	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
åtgärder	acțiunile	åtgärd	acțiune	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
lima	lima	lima	limă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
charlie	charlie	charlie	charlie	PROPN;NOM	PROPN
grader	grade	grad	grad	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
grader	diplome	grad	diplomă	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
passerar	traversare	passera	traversare	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
passerar	traversarea	passera	traversare	V;IND;PRS;FIN;ACT	N;DEF;FEM;SG
passerar	trecere	passera	trecere	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
passerar	pase	passera	pasă	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
passerar	trecerea	passera	trecere	V;IND;PRS;FIN;ACT	N;DEF;FEM;SG
passerar	trecere	passera	trecere	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
maryland	maryland	maryland	maryland	PROPN;NOM	N;INDF;MASC;SG
niedersachsen	niedersachsen	niedersachs	niedersachsen	N;NOM;DEF;MASC+FEM;SG	PROPN
liverpool	liverpool	liverpool	liverpool	PROPN;NOM	PROPN
force	forța	force	forță	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
force	forță	force	forță	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
force	forta	force	forta	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
salzburg	salzburg	salzburg	salzburg	PROPN;NOM	PROPN
gods	încărcătură	god	încărcătură	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
gods	încărcătura	god	încărcătură	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
gods	mărfuri	god	marfă	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
gods	bunuri	god	bun	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
gods	marfuri	god	marfă	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
gods	mărfuri	god	marfă	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
arkiv	arhive	arkiv	arhivă	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
arkiv	arhiva	arkiv	arhivă	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
arkiv	arhivele	arkiv	arhivă	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
arkiv	arhivă	arkiv	arhivă	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
arkiv	fișierul	arkiv	fișier	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
arkiv	arhiva	arkiv	arhivă	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
arkiv	arhivă	arkiv	arhivă	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
behåll	ține	behålla	ține	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
behåll	păstrați	behålla	păstra	V;IMP;FIN;ACT	V;IND;PL;2;IPFV;FIN
behåll	păstrează	behålla	păstra	V;IMP;FIN;ACT	V;IND;3;PRS;FIN
main	principala	main	principal	PROPN;NOM	ADJ;DEF;FEM;SG
main	main	main	main	PROPN;NOM	N
main	principale	main	principal	PROPN;NOM	ADJ;INDF;FEM;PL
main	principală	main	principal	PROPN;NOM	ADJ;INDF;FEM;SG
main	principal	main	principal	PROPN;NOM	N;INDF;MASC;SG
verkställande	executarea	verkställande	executare	ADJ;NOM;PRS;V.PTCP	N;DEF;FEM;SG
verkställande	executare	verkställande	executare	ADJ;NOM;PRS;V.PTCP	N;INDF;FEM;SG
verkställande	execuție	verkställande	execuție	ADJ;NOM;PRS;V.PTCP	N;INDF;FEM;SG
verkställande	executare	verkställande	executare	ADJ;NOM;PRS;V.PTCP	N;INDF;FEM;SG
verkställande	executie	verkställande	executie	ADJ;NOM;PRS;V.PTCP	N;INDF;FEM;SG
verkställande	executarea	verkställande	executare	ADJ;NOM;PRS;V.PTCP	N;DEF;FEM;SG
verkställande	executivă	verkställande	executiv	ADJ;NOM;PRS;V.PTCP	ADJ;INDF;FEM;SG
verkställande	executare	verkställande	executare	ADJ;NOM;PRS;V.PTCP	N;INDF;FEM;SG
sjunger	cântă	sjunga	cânta	V;IND;PRS;FIN;ACT	V;IND;SG;3;PST;FIN
sjunger	canto	sjunga	canto	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
sjunger	cantand	sjunga	cantand	V;IND;PRS;FIN;ACT	
svea	svea	svea	svea	PROPN;NOM	N;INDF;FEM;SG
bengtsson	bengtsson	bengtsson	bengtsson	PROPN;NOM	
elisabet	elizabeth	elisabet	elizabeth	PROPN;NOM	PROPN
elisabet	elisabeta	elisabet	elisabetă	PROPN;NOM	N;DEF;FEM;SG
elisabet	elisabeth	elisabet	elisabeth	PROPN;NOM	PROPN
elisabet	elisabeta	elisabet	elisabetă	PROPN;NOM	N;DEF;FEM;SG
fristående	independent	fristående	independent	ADJ;NOM;PRS;V.PTCP	ADV
fristående	independenta	fristående	independent	ADJ;NOM;PRS;V.PTCP	N;DEF;FEM;SG
fristående	independentă	fristående	independent	ADJ;NOM;PRS;V.PTCP	ADJ;INDF;FEM;SG
blommor	florile	blomma	floare	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
minsta	minimul	liten	minim	ADJ;NOM;DEF;RL	N;DEF;MASC;SG
minsta	minimum	liten	minimum	ADJ;NOM;DEF;RL	
minsta	minime	liten	minim	ADJ;NOM;DEF;RL	ADJ;INDF;FEM;PL
minsta	minimă	liten	minim	ADJ;NOM;DEF;RL	ADJ;INDF;FEM;SG
minsta	minim	liten	minim	ADJ;NOM;DEF;RL	N;INDF;MASC;SG
inspelad	înregistrate	inspela	înregistra	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
inspelad	înregistrată	inspela	înregistrat	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
inspelad	înregistrat	inspela	înregistrat	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
inspelad	inregistrat	inspela	inregistra	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
behövde	nevoie	behöva	nevoie	V;IND;PST;FIN;ACT	N;INDF;FEM;SG
mclaren	mclaren	mclar	mclaren	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
ungerska	ungară	ungerska	unga	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
ungerska	maghiară	ungerska	maghiar	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
ungerska	maghiar	ungerska	maghiar	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
forest	forest	forest	forest	N;NOM;INDF;NEUT;SG	PROPN
forest	pădurea	forest	pădure	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
forest	padure	forest	padure	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
forest	pădure	forest	pădure	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
deep	adanc	deep	adanc	N;NOM;INDF;NEUT;SG	
deep	profund	deep	profund	N;NOM;INDF;NEUT;SG	ADV
deep	adâncă	deep	adânc	N;NOM;INDF;NEUT;SG	ADJ;INDF;FEM;SG
deep	adânc	deep	adânc	N;NOM;INDF;NEUT;SG	ADV
administratör	administratorul	administratör	administrator	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
administratör	administratorul	administratör	administrator	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
andrea	andrea	annan	andrea	PROPN;NOM	N;DEF;FEM;SG
andrea	andreea	annan	andree	PROPN;NOM	N;DEF;FEM;SG
bahr	bahr	bahr	bahr	PROPN;NOM	PROPN
kvinnan	femeie	kvinna	femeie	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
aktuella	curentul	aktuell	curent	ADJ;NOM;PL	N;DEF;MASC;SG
aktuella	curent	aktuell	curent	ADJ;NOM;PL	N;INDF;MASC;SG
aktuella	actual	aktuell	actual	ADJ;NOM;PL	ADJ;INDF;MASC;SG
aktuella	curentului	aktuell	curent	ADJ;NOM;PL	N;DEF;MASC;SG
aktuella	actuală	aktuell	actual	ADJ;NOM;PL	ADJ;INDF;FEM;SG
upptäckte	descoperite	upptäcka	descoperi	V;IND;PST;FIN;ACT	ADJ;INDF;FEM;PL
upptäckte	descoperită	upptäcka	descoperi	V;IND;PST;FIN;ACT	ADJ;INDF;FEM;SG
upptäckte	descoperit	upptäcka	descoperit	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
konflikt	conflictul	konflikt	conflict	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
konflikt	conflicte	konflikt	conflict	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
awards	premii	acard	premiu	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
awards	premiile	acard	premiu	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;PL
påve	papa	påve	papă	PROPN;NOM	
påve	pope	påve	popă	PROPN;NOM	
påve	papă	påve	papă	PROPN;NOM	N;INDF;MASC;SG
beskrev	descrise	beskrev	descrie	V;IMP;PST;FIN;ACT	V;IND;SG;3;PST;FIN
beskrev	descrisă	beskrev	descris	V;IMP;PST;FIN;ACT	ADJ;INDF;FEM;SG
beskrev	descris	beskrev	descris	V;IMP;PST;FIN;ACT	ADJ;INDF;MASC;SG
kennedy	kennedy	kennedy	kennedy	PROPN;NOM	PROPN
ulla	ulla	ull	ulla	PROPN;NOM	PROPN
ingrid	ingrid	ingrid	ingrid	PROPN;NOM	PROPN
maritime	maritimă	maritime	maritim	N;NOM;MASC+FEM;SG	ADJ;INDF;FEM;SG
maritime	maritime	maritime	maritim	N;NOM;MASC+FEM;SG	ADJ;INDF;FEM;PL
maritime	maritim	maritime	maritim	N;NOM;MASC+FEM;SG	ADJ;INDF;MASC;SG
minister	ministrul	minister	ministru	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
skogen	woods	skog	woods	N;NOM;DEF;MASC+FEM;SG	PROPN
skogen	paduri	skog	pad	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;PL
skogen	păduri	skog	pădure	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;PL
skogen	padure	skog	padure	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
skogen	pădure	skog	pădure	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
skogen	forest	skog	forest	N;NOM;DEF;MASC+FEM;SG	PROPN
skogen	pădurea	skog	pădure	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
skogen	padure	skog	padure	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
skogen	pădure	skog	pădure	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
gränser	limitele	gräns	limită	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
gränser	limitele	gräns	limită	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
gränser	frontierele	gräns	frontieră	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
gränser	graniţele	gräns	granig	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
comté	comté	comté	comté	N;NOM;INDF;MASC+FEM;SG	
ökat	crescută	öka	crescut	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
sälja	vând	sälja	vinde	V;IMP;FIN;ACT	V;IND;PL;3;PRS;FIN
sälja	vinde	sälja	vinde	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
sälja	vand	sälja	vand	V;IMP;FIN;ACT	
sälja	vind	sälja	vinde	V;IMP;FIN;ACT	
sälja	vând	sälja	vinde	V;IMP;FIN;ACT	V;IND;PL;3;PRS;FIN
sälja	vind	sälja	vinde	V;IMP;FIN;ACT	
sälja	vand	sälja	vand	V;IMP;FIN;ACT	
institute	institutul	institute	institut	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
sjöng	sang	sjöng	sang	V;IMP;FIN;ACT	
sjöng	cântat	sjöng	cânta	V;IMP;FIN;ACT	ADJ;INDF;MASC;SG
symbol	simbolul	symbol	simbol	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
livsmiljö	habitatul	livsmiljö	habitat	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
eagle	eagle	eagle	eaglă	N;NOM;INDF;NEUT;SG	
eagle	vulturul	eagle	vultur	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
medarbetare	salariat	medarbetare	salariat	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
medarbetare	angajatul	medarbetare	angajat	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;SG
medarbetare	angajat	medarbetare	angaja	N;NOM;INDF;MASC+FEM;PL	ADJ;INDF;MASC;SG
medarbetare	angajată	medarbetare	angajat	N;NOM;INDF;MASC+FEM;PL	ADJ;INDF;FEM;SG
medarbetare	angajații	medarbetare	angajație	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
medarbetare	angajați	medarbetare	angaja	N;NOM;INDF;MASC+FEM;PL	V;IND;PL;2;IPFV;FIN
medarbetare	angajati	medarbetare	angaja	N;NOM;INDF;MASC+FEM;PL	ADJ;INDF;MASC;PL
medarbetare	coleg	medarbetare	coleg	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
akut	acute	akut	acut	ADJ;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
akut	acută	akut	acut	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;FEM;SG
akut	urgenta	akut	urgent	ADJ;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
akut	urgență	akut	urgență	ADJ;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
akut	urgent	akut	urgent	ADJ;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
akut	urgentă	akut	urgent	ADJ;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
cabo	cabo	cabo	cabo	PROPN;NOM	N;INDF;MASC;SG
halmstad	halmstad	halmstad	halmstad	PROPN;NOM	PROPN
visby	visby	visby	visby	PROPN;NOM	PROPN
augustus	augustus	augustus	augustus	PROPN;NOM	PROPN
julia	iulia	juli	iulie	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
julia	julia	juli	julie	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
julia	julieta	juli	julietă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
julia	juliet	juli	juliet	N;NOM;INDF;MASC+FEM;SG	PROPN
tänker	gândire	tänka	gândire	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
tänker	gândirea	tänka	gândire	V;IND;PRS;FIN;ACT	N;DEF;FEM;SG
komplett	completa	komplett	completa	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
komplett	completă	komplett	complet	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
komplett	complete	komplett	complet	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
komplett	complet	komplett	complet	ADJ;NOM;INDF;MASC+FEM;SG	ADV
tänka	gândire	tänka	gândire	V;IMP;FIN;ACT	N;INDF;FEM;SG
tänka	gândirea	tänka	gândire	V;IMP;FIN;ACT	N;DEF;FEM;SG
tänka	gandeste	tänka	gandeste	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
tänka	gândiți	tänka	gândi	V;IMP;FIN;ACT	V;IND;PL;2;IPFV;FIN
sidorna	paginile	sida	pagină	N;NOM;DEF;MASC+FEM;PL	N;DEF;FEM;PL
sidorna	pagini	sida	pagină	N;NOM;DEF;MASC+FEM;PL	N;INDF;FEM;PL
undersökningar	studiile	undersökning	studiu	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
hastighet	viteză	hastighet	viteză	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
hastighet	viteza	hastighet	viteză	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
hastighet	turația	hastighet	turație	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
begränsad	limited	begränsad	limited	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;INDF;MASC;SG
begränsad	limitate	begränsad	limitat	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
begränsad	limitată	begränsad	limitat	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
aktivt	active	aktiv	activ	ADV	ADJ;INDF;FEM;PL
aktivt	activi	aktiv	activ	ADV	ADJ;INDF;MASC;PL
aktivt	activ	aktiv	activ	ADV	ADJ;INDF;MASC;SG
aktivt	activă	aktiv	activ	ADV	ADJ;INDF;FEM;SG
liberala	liberali	liberal	liberal	ADJ;NOM;PL	N;INDF;MASC;PL
liberala	liberală	liberal	liberal	ADJ;NOM;PL	ADJ;INDF;FEM;SG
liberala	liberal	liberal	liberal	ADJ;NOM;PL	N;INDF;MASC;SG
rätta	corectează	rätta	corecta	N;MASC+FEM	V;IND;3;PRS;FIN
rätta	corectă	rätta	corect	N;MASC+FEM	ADJ;INDF;FEM;SG
rätta	corecta	rätta	corecta	N;MASC+FEM	ADJ;DEF;FEM;SG
rätta	corect	rätta	corect	N;MASC+FEM	ADV
djurart	specii	djur	specie	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
djurart	specie	djur	specie	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
djurart	specia	djur	specie	ADJ;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
napoleon	napoleon	napoleon	napoleon	PROPN;NOM	N;INDF;MASC;SG
stuart	stuart	stua	stuart	PROPN;NOM	PROPN
borg	borg	borg	borg	N;NOM;INDF;MASC+FEM;SG	PROPN
dör	moare	dör	muri	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
dör	mor	dör	muri	V;IMP;FIN;ACT	V;IND;PL;3;PRS;FIN
dör	mor	dör	muri	V;IMP;FIN;ACT	V;IND;PL;3;PRS;FIN
dör	mori	dör	muri	V;IMP;FIN;ACT	V;IND;SG;2;PRS;FIN
sullivan	sullivan	sullivan	sullivan	PROPN;NOM	PROPN
tunga	heavy	tung	heavy	ADJ;NOM;PL	N;INDF;MASC;SG
tunga	greu	tung	greu	ADJ;NOM;PL	ADV
tunga	grea	tung	greu	ADJ;NOM;PL	ADJ;INDF;FEM;SG
tunga	limba	tung	limbă	ADJ;NOM;PL	N;DEF;FEM;SG
tunga	limbă	tung	limbă	ADJ;NOM;PL	N;INDF;FEM;SG
producerade	produs	producerad	produs	V;IND;PST;V.PTCP;ACT	N;INDF;MASC;SG
individuella	individuală	individuell	individual	ADJ;NOM;PL	ADJ;INDF;FEM;SG
individuella	individ	individuell	individ	ADJ;NOM;PL	N;INDF;MASC;SG
individuella	individual	individuell	individual	ADJ;NOM;PL	ADJ;INDF;MASC;SG
