süleymaniye	sulaymaniyya	süleyman	sulaymaniyya	V;PFV;DAT;IND;POS;PRS;V.MSDR	N;MASC;SG
beyan	dichiarazione	beyan	dichiarazione		N;FEM;SG
engellendi	bloccato	engelle	bloccare		V;MASC;SG;PST;V.PTCP
engellendi	bloccati	engelle	bloccare		V;MASC;PL;PST;V.PTCP
engellendi	bloccata	engelle	bloccare		V;FEM;SG;PST;V.PTCP
taklit	imitare	taklit	imitare		V;NFIN
taklit	imita	taklit	imitare		V;IND;SG;3;PRS;FIN
taklit	imitazione	taklit	imitazione		N;FEM;SG
taklit	imitazioni	taklit	imitazione		N;FEM;PL
chan	chan	chan	chan		
aras	aras	aras	aras		N;MASC;SG
yakalandı	catturati	yakala	catturare	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;PL;PST;V.PTCP
yakalandı	catturate	yakala	catturato	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;PL;PST;V.PTCP
kaybeder	perde	kaybet	perdere	V;IPFV;IND;SG;3;POS	V;IND;SG;3;PRS;FIN
kaybeder	perdi	kaybet	perdere	V;IPFV;IND;SG;3;POS	V;IND;SG;2;PRS;FIN
kaybeder	perde	kaybet	perdere	V;IPFV;IND;SG;3;POS	V;IND;SG;3;PRS;FIN
kaybeder	perdete	kaybet	perdere	V;IPFV;IND;SG;3;POS	V;IND;PL;2;PRS;FIN
mevsim	stagionale	mevsim	stagionale		ADJ;SG
mevsim	stagionali	mevsim	stagionale		ADJ;PL
mevsim	stagione	mevsim	stagione		N;FEM;SG
mevsim	seasons	mevsim	seasons		N
mevsim	stagioni	mevsim	stagione		N;FEM;PL
analitik	analitica	analitik	analitico		ADJ;FEM;SG
analitik	analitico	analitik	analitico		ADJ;MASC;SG
bulma	bulma	bul	bulma		N;SG
bahreyn	bahrain	bahrey	bahrain	PROPN;NOM;SG;3	N;MASC
bahreyn	bahrein	bahrey	bahrein	PROPN;NOM;SG;3	N;MASC;SG
sarp	ripido	sarp	ripido		N;MASC;SG
sarp	ripida	sarp	ripido		ADJ;FEM;SG
maccabi	maccabi	maccabi	maccabe		N;MASC;SG
atp	atp	atp	atp		N;MASC;SG
turne	tour	tur	tour		N;MASC
turne	touring	tur	touring		N;MASC
kaydedilen	registrato	kaydet	registrare	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
kaydedilen	registrate	kaydet	registrare	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
kaydedilen	salvato	kaydet	salvare	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
kaydedilen	salvati	kaydet	salvare	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
kaydedilen	salvate	kaydet	salvare	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;PL;2;PST;FIN
kaydedilen	salvata	kaydet	salvare	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
sipariş	ordinazioni	sipariş	ordinazione	N;NOM;SG;3	N;FEM;PL
sipariş	ordinare	sipariş	ordinare	N;NOM;SG;3	V;NFIN
sipariş	ordinare	sipariş	ordinare	N;NOM;SG;3	V;NFIN
sipariş	ordina	sipariş	ordinare	N;NOM;SG;3	V;IND;SG;3;PRS;FIN
sipariş	ordinanze	sipariş	ordinanza	N;NOM;SG;3	N;FEM;PL
sipariş	ordinazioni	sipariş	ordinazione	N;NOM;SG;3	N;FEM;PL
sipariş	ordini	sipariş	ordine	N;NOM;SG;3	N;MASC;PL
bern	berna	bern	berna	PROPN;NOM;SG;3	N;FEM;SG
bulanık	sfocato	bulanık	sfocare		ADJ;MASC;SG
bulanık	sfumato	bulanık	sfumare		ADJ;MASC;SG
bulanık	fuzzy	bulanık	fuzzy		N
bulanık	sfocato	bulanık	sfocare		ADJ;MASC;SG
bulanık	sfocata	bulanık	sfocata		ADJ;FEM;SG
bulanık	offuscata	bulanık	offuscare		V;FEM;SG;PST;V.PTCP
bulanık	sfocato	bulanık	sfocare		ADJ;MASC;SG
ispat	dimostrare	ispat	dimostrare		V;NFIN
gözlemci	osservatore	gözlemci	osservatore		N;MASC;SG
gözlemci	osservatori	gözlemci	osservatore		N;MASC;PL
gerilla	guerriglieri	geril	guerrigliero		N;MASC;PL
gerilla	guerriglia	geril	guerriglia		N;FEM;SG
değişti	cambiati	değiş	cambiare	V;PFV;IND;SG;3;POS;PST	V;MASC;PL;PST;V.PTCP
dolaşım	circolatorio	dolaşım	circolatorio		ADJ;MASC;SG
dolaşım	circolazione	dolaşım	circolazione		N;FEM;SG
dolaşım	tiratura	dolaşım	tiratura		N;FEM;SG
dolaşım	circolante	dolaşım	circolare		ADJ;SG
dolaşım	roaming	dolaşım	roaming		N;MASC
bataklık	paludose	bataklık	paludoso	N;NOM;SG;3	ADJ;FEM;PL
bataklık	paludi	bataklık	palude	N;NOM;SG;3	N;FEM;PL
palermo	palermo	palermo	palermo	PROPN;NOM;SG;3	N;MASC;SG
katılımı	presenze	katılım	presenza	N;ACC;SG;3	N;FEM;PL
blackburn	blackburn	blackburn	blackburn	PROPN;NOM;SG;3	N;MASC
eklenmiş	aggiunte	ekle	aggiungere	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;PL;PST;V.PTCP
eklenmiş	aggiunti	ekle	aggiunto	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;PL;PST;V.PTCP
çar	zar	çar	zar		N;MASC;SG
farkında	consapevole	fark	consapevole	N;ESS;SG;3	ADJ;SG
farkında	consapevoli	fark	consapevole	N;ESS;SG;3	ADJ;PL
asi	ribelle	asi	ribelle		ADJ;SG
asi	ribellarsi	asi	ribellare		V;IND;SG;3;PRS;FIN
asi	ribelli	asi	ribelle		N;PL
greg	greg	greg	greg		N
tyler	tyler	iy	tyler		N;SG
ilaçlar	medicina	ilaç	medicina	N;NOM;PL;3	N;FEM;SG
nielsen	nielsen	niel	nielsen		N;MASC;SG
yasadışı	illegali	yasa	illegale		ADJ;PL
yasadışı	illegalità	yasa	illegalità		N;FEM
yasadışı	clandestino	yasa	clandestino		ADJ;MASC;SG
yasadışı	illegale	yasa	illegale		ADJ;SG
yasadışı	illegalmente	yasa	illegalmente		ADV
yasadışı	illecito	yasa	illecito		ADJ;MASC;SG
yasadışı	illeciti	yasa	illecito		N;MASC;PL
yasadışı	illecita	yasa	illecito		ADJ;FEM;SG
viking	viking	viking	viking		N
viking	vichingo	viking	vichingere		N;MASC;SG
viking	vichinghi	viking	vichingo		N;MASC;PL
medeni	civili	meden	civile		N;PL
medeni	civile	meden	civile		ADJ;SG
medeni	civilizzato	meden	civilizzare		ADJ;MASC;SG
medeni	civilizzato	meden	civilizzare		ADJ;MASC;SG
fiziki	fisico	fizik	fisico		ADJ;MASC;SG
fiziki	fisiche	fizik	fisico		ADJ;FEM;PL
fiziki	fisica	fizik	fisica		N;FEM;SG
fiziki	fisici	fizik	fisico		N;MASC;PL
riski	rischio	riski	rischio		N;MASC;SG
riski	rischi	riski	rischio		N;MASC;PL
quebec	québec	quebec	québec	PROPN;NOM;SG;3	N;MASC;SG
quebec	quebec	quebec	quebec	PROPN;NOM;SG;3	PROPN
teşhis	diagnostico	teşhis	diagnostico	N;NOM;SG;3	ADJ;MASC;SG
teşhis	diagnostica	teşhis	diagnostico	N;NOM;SG;3	ADJ;FEM;SG
teşhis	identifica	teşhis	identifico	N;NOM;SG;3	V;IND;SG;3;PRS;FIN
teşhis	identificare	teşhis	identificare	N;NOM;SG;3	V;NFIN
teşhis	identificati	teşhis	identificare	N;NOM;SG;3	V;MASC;PL;PST;V.PTCP
teşhis	identificarsi	teşhis	identificare	N;NOM;SG;3	ADJ;MASC;PL
teşhis	diagnostiche	teşhis	diagnostico	N;NOM;SG;3	ADJ;FEM;PL
teşhis	diagnostica	teşhis	diagnostico	N;NOM;SG;3	ADJ;FEM;SG
tavşan	lepre	tavşan	lepre		N;FEM;SG
tavşan	hare	tavşan	aare		N
tavşan	coniglietta	tavşan	coniglietto		N;FEM;SG
tavşan	coniglietto	tavşan	coniglietto		N;MASC;SG
tavşan	bunny	tavşan	bunny		N;MASC
tavşan	coniglio	tavşan	coniglio		N;MASC;SG
tavşan	conigli	tavşan	coniglio		N;MASC;PL
tavşan	coniglietto	tavşan	coniglietto		N;MASC;SG
thunder	thunder	thunder	thunder		N;MASC
thunder	tuoni	thunder	tuono		N;MASC;PL
thunder	tuono	thunder	tuono		N;MASC;SG
yaklaşan	prossime	yaklaş	prossimo	V;PFV;IND;POS;PRS;V.PTCP	ADJ;FEM;PL
yaklaşan	prossimi	yaklaş	prossimo	V;PFV;IND;POS;PRS;V.PTCP	ADJ;MASC;PL
yaklaşan	imminente	yaklaş	imminente	V;PFV;IND;POS;PRS;V.PTCP	ADJ;SG
hayvanat	zoo	hayvanat	zoo	ADJ;NOM;SG;3	N;MASC
köprülü	köprülü	köprülü	köprülü		ADJ;SG
luigi	luigi	luigi	luigi		N;MASC;SG
başlatıldı	iniziati	başla	iniziare	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;PL;PST;V.PTCP
iğne	iniezioni	iğne	iniezione	N;NOM;SG;3	N;FEM;PL
iğne	iniettabile	iğne	iniettabile	N;NOM;SG;3	ADJ;SG
iğne	aghi	iğne	ago	N;NOM;SG;3	N;MASC;PL
dokuma	tessere	dokum	tessere		V;NFIN
dokuma	tessitura	dokum	tessitura		N;FEM;SG
eşsiz	matchless	eşsiz	matchless	ADJ	N
nicole	nicoletta	nicol	nicoletta		N;FEM;SG
nicole	nicole	nicol	nicola		N;FEM;SG
todd	todd	todd	todd		N;MASC;SG
ellen	ellen	el	ellen		N;FEM;SG
deve	cammelli	deve	cammello		N;MASC;PL
deve	cammelli	deve	cammello		N;MASC;PL
deve	cammello	deve	cammello		N;MASC;SG
granada	granada	grana	granada	PROPN;ESS;SG;3	N;FEM;SG
wesley	wesley	wesley	wesley		N;MASC
selahaddin	saladino	selahaddi	saladino		N;MASC;SG
mercury	mercury	mercury	mercury	PROPN;NOM;SG;3	N;MASC
mercury	mercurio	mercury	mercurio	PROPN;NOM;SG;3	N;MASC;SG
pearl	perle	pearl	perle		ADJ;SG
pearl	perla	pearl	perlare		N;FEM;SG
pearl	pearl	pearl	pearl		N
beckett	beckett	beckett	beckett		N;MASC
taşlar	pietre	taş	pietra	ADJ;NOM;PL;3	N;FEM;PL
taşlar	rocce	taş	roccia	ADJ;NOM;PL;3	N;FEM;PL
taşlar	scogli	taş	scogliere	ADJ;NOM;PL;3	N;MASC;PL
hesaplama	informatica	hesaplama	informatica	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
hesaplama	calcolo	hesaplama	calcolo	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC;SG
hesaplama	calcoli	hesaplama	calcolo	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC;PL
cohen	cohen	cohen	cohen		N;MASC
ekvator	equatore	ekvator	equatore		N;MASC;SG
ekvator	ecuador	ekvator	ecuador		N;MASC;SG
anayasal	costituzionali	anayasal	costituzionale		ADJ;PL
anayasal	costituzionale	anayasal	costituzionale		ADJ;SG
jonas	jonas	jonas	jonas		N;MASC;SG
ekler	inserti	ek	inserto		N;MASC;PL
ekler	aggiunge	ek	aggiungere		V;IND;SG;3;PRS;FIN
karen	karen	karen	karen		N;FEM;SG
pascal	pascal	pascal	pascal		N;FEM;SG
çarpan	moltiplicatore	çarp	moltiplicatore		N;MASC;SG
çarpan	moltiplicatori	çarp	moltiplicatore		N;MASC;PL
esp	esp	esp	esp		N
laurent	laurent	laurent	laurent	PROPN;NOM;SG;3	N;MASC;SG
touch	tocchi	touch	toccare		V;IND;SG;2;PRS;FIN
touch	tocco	touch	tocco		N;MASC;SG
touch	touch	touch	touch		N;MASC
kürek	canottaggio	kürek	canottaggio		N;MASC;SG
kürek	pala	kürek	pala		N;FEM;SG
kürek	paletta	kürek	paletta		N;FEM;SG
kürek	spalare	kürek	spalare		V;NFIN
kürek	pagaia	kürek	pagaia		N;FEM;SG
kürek	fila	kürek	fila		N;FEM;SG
kürek	riga	kürek	riga		N;FEM;SG
bilbao	bilbao	bilbao	bilbao	PROPN;NOM;SG;3	N;FEM;SG
takas	commercio	takas	commercio		N;MASC;SG
takas	trade	takas	trada		N
takas	trading	takas	trading		N
takas	scambia	takas	scambia		V;IND;SG;3;PRS;FIN
takas	swap	takas	swap		N;MASC
takas	baratto	takas	baratto		N;MASC;SG
takas	scambio	takas	scambio		N;MASC;SG
cola	coke	cola	coka		N;MASC
cola	cocaina	cola	cocaina		N;FEM;SG
cola	cola	cola	cola		N;FEM;SG
yalancı	bugiardo	yalancı	bugiardo		N;MASC;SG
yalancı	bugiarda	yalancı	bugiardo		ADJ;FEM;SG
yalancı	bugiardi	yalancı	bugiardo		N;MASC;PL
dul	vedova	dul	vedova		N;FEM;SG
dul	vedove	dul	vedove		N;FEM;PL
dul	vedovo	dul	vedovo		N;MASC;SG
dul	vedovo	dul	vedovo		N;MASC;SG
dul	vedova	dul	vedova		N;FEM;SG
xxx	xxx	xxx	xxx		NUM
bolton	bolton	bolton	bolton	PROPN;NOM;SG;3	N;MASC;SG
romen	romeno	romen	romeno		ADJ;MASC;SG
romen	rumena	romen	rumeno		ADJ;FEM;SG
romen	rumeni	romen	rumeno		N;MASC;PL
romen	rumeno	romen	rumeno		ADJ;MASC;SG
komplo	trama	komplo	trama		N;FEM;SG
komplo	complotto	komplo	complotto		N;MASC;SG
komplo	complotto	komplo	complotto		N;MASC;SG
komplo	cospirazione	komplo	cospirazione		N;FEM;SG
komplo	congiura	komplo	congiurare		N;FEM;SG
komplo	tramando	komplo	tramare		V;V.MSDR
césar	cesare	césar	cesare		N;MASC;SG
césar	césar	césar	césare		N;SG
bizde	komen	biz	komen	PRO;ESS;PL;1	N;MASC;SG
açıklamalar	didascalie	açıkla	didascalia	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;PL
açıklamalar	spiegazioni	açıkla	spiegazione	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;PL
açıklamalar	descrizioni	açıkla	descrizione	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;PL
store	conservare	store	conservare		V;NFIN
seine	seine	sein	seine	PROPN;NOM;SG;3	N;MASC;SG
seine	senna	sein	senno	PROPN;NOM;SG;3	N;FEM;SG
galya	gallia	gal	gallia		N;FEM;SG
iletim	trasmissione	iletim	trasmissione		N;FEM;SG
hawks	hawks	hawks	hawks	PROPN;NOM;SG;3	N;MASC
hawks	falchi	hawks	falco	PROPN;NOM;SG;3	N;MASC;PL
beatles	beatles	beatles	beatles		N;MASC;PL
kumaş	panno	kumaş	pare		N;MASC;SG
kumaş	tessuto	kumaş	tessuto		N;MASC;SG
kumaş	stoffa	kumaş	stoffa		N;FEM;SG
kumaş	tessuti	kumaş	tessuto		N;MASC;PL
kumaş	tessuti	kumaş	tessuto		N;MASC;PL
reaksiyon	reazioni	reaksiyon	reazione		N;FEM;PL
reaksiyon	reazione	reaksiyon	reazione		N;FEM;SG
odak	concentrarsi	odak	concentrarso		N;MASC;PL
odak	focus	odak	focus		N;MASC
odak	concentrati	odak	concentrare		V;MASC;PL;PST;V.PTCP
odak	focale	odak	focale		ADJ;SG
odak	focali	odak	focale		ADJ;PL
düsseldorf	düsseldorf	düsseldorf	düsseldorf	PROPN;NOM;SG;3	N;MASC;SG
verlag	verlag	verlag	verlag		N;MASC
sınav	esami	sınav	esame	N;NOM;SG;3	N;MASC;PL
sınav	quiz	sınav	quiz	N;NOM;SG;3	N;MASC;PL
sınav	esami	sınav	esame	N;NOM;SG;3	N;MASC;PL
sınav	prova	sınav	provare	N;NOM;SG;3	V;IND;SG;3;PRS;FIN
tarama	scansione	tarama	scansione		N;FEM;SG
tarama	navigazione	tarama	navigazione		N;FEM;SG
tarama	scansione	tarama	scansione		N;FEM;SG
tüyleri	piume	tüy	piuma	ADJ;NOM;PL;3	N;FEM;PL
tüyleri	piumaggio	tüy	piumaggio	ADJ;NOM;PL;3	N;MASC;SG
donetsk	donetsk	donetsk	donetsk	PROPN;NOM;SG;3	N;MASC
evcil	addomesticato	evcil	addomesticare	N;NOM;SG;3	ADJ;MASC;SG
evcil	domare	evcil	domare	N;NOM;SG;3	V;NFIN
evcil	addomesticato	evcil	addomesticare	N;NOM;SG;3	ADJ;MASC;SG
nathan	nathan	nathan	nathan	PROPN;NOM;SG;3	N;SG
kenneth	kenneth	kenneth	kenneth		N;MASC;SG
fisher	fisher	fishe	fisher		N;MASC
satürn	saturn	satürn	saturno		N;MASC
satürn	saturno	satürn	saturno		ADJ;MASC;SG
sorunlu	problematica	sorunlu	problematica		N;FEM;SG
sorunlu	problematico	sorunlu	problematico		ADJ;MASC;SG
sorunlu	problematici	sorunlu	problematico		ADJ;MASC;PL
sorunlu	turbato	sorunlu	turbare		V;MASC;SG;PST;V.PTCP
karesi	quadrati	kare	quadrato		N;MASC;PL
karesi	square	kare	square		N;MASC
karesi	quadrato	kare	quadrato		ADJ;MASC;SG
karesi	piazza	kare	piazza		N;FEM;SG
komisyon	commissioni	komisyon	commissione		N;FEM;PL
komisyon	provvigioni	komisyon	provvigione		N;FEM;PL
komisyon	commissione	komisyon	commissione		N;FEM;SG
komisyon	intermediazione	komisyon	intermediazione		N;FEM;SG
favori	favorito	favori	favorire		V;MASC;SG;PST;V.PTCP
favori	preferiti	favori	preferito		V;MASC;PL;PST;V.PTCP
favori	preferito	favori	preferire		V;MASC;SG;PST;V.PTCP
favori	preferita	favori	preferire		V;FEM;SG;PST;V.PTCP
favori	fav	favori	favere		N
favori	favorito	favori	favorire		V;MASC;SG;PST;V.PTCP
favori	favorite	favori	favorire		N;FEM;PL
favori	preferiti	favori	preferito		V;MASC;PL;PST;V.PTCP
favori	preferito	favori	preferire		V;MASC;SG;PST;V.PTCP
favori	preferita	favori	preferire		V;FEM;SG;PST;V.PTCP
favori	preferite	favori	preferito		V;FEM;PL;PST;V.PTCP
şef	chef	şef	chef		N
şef	cuoco	şef	cuoco		N;MASC;SG
şef	chief	şef	chief		N
şef	capo	şef	capo		N;MASC;SG
telgraf	telegramma	telgraf	telegramma		N;MASC;SG
telgraf	telegrafo	telgraf	telegrafo		N;MASC;SG
leone	leone	leone	leone	PROPN;NOM;SG;3	N;MASC;SG
parsons	parsons	parsons	parsons		N;MASC
herkül	hercules	herkül	hercules		N;MASC
herkül	ercole	herkül	ercola		N;MASC;SG
herkül	eracle	herkül	eracla		N;MASC;SG
arayan	chiamante	ara	chiamante	V;PFV;IND;POS;PRS;V.PTCP	N;SG
ilim	conoscenze	ilim	conoscenza		N;FEM;PL
ilim	conoscenza	ilim	conoscenza		N;FEM;SG
bond	bond	bond	bond		N
bond	obbligazione	bond	obbligazione		N;FEM;SG
bond	legame	bond	legame		N;MASC;SG
bond	obbligazioni	bond	obbligazione		N;FEM;PL
yuri	yuri	yuri	yuri		N;MASC;SG
yuri	jurij	yuri	jurij		N;MASC;SG
gözde	favorito	gözde	favorire		V;MASC;SG;PST;V.PTCP
gözde	favorite	gözde	favorire		N;FEM;PL
gözde	preferiti	gözde	preferito		V;MASC;PL;PST;V.PTCP
gözde	preferito	gözde	preferire		V;MASC;SG;PST;V.PTCP
gözde	preferita	gözde	preferire		V;FEM;SG;PST;V.PTCP
gözde	preferite	gözde	preferito		V;FEM;PL;PST;V.PTCP
tecrübe	esperienze	tecrübe	esperienza		N;FEM;PL
tecrübe	experience	tecrübe	experience		N;FEM;PL
tecrübe	esperienza	tecrübe	esperienza		N;FEM;SG
lahana	cavoli	lahana	cavolo	N;NOM;SG;3	N;MASC;PL
lahana	cavoli	lahana	cavolo	N;NOM;SG;3	N;MASC;PL
andromeda	andromeda	androme	andromeda		N;FEM;SG
nokia	nokia	nokia	nokia		N;MASC
stargate	stargate	stargate	stargare		N;FEM;PL
gridcolor	gridcolor	gridco	gridcolor		N;MASC;SG
zoolog	zoologo	zoolog	zoologo		N;MASC;SG
durak	fermate	durak	fermata		N;FEM;PL
stark	stark	stark	stark		N;MASC
soğutma	raffreddamento	soğut	raffreddamento		N;MASC;SG
soğutma	refrigerazione	soğut	refrigerazione		N;FEM;SG
abbasi	abbasi	abba	abbase		ADJ;SG
nereye	where	nere	where	PRO;DAT;SG;3	
nereye	dove	nere	dove	PRO;DAT;SG;3	ADV
step	step	step	step		N;MASC
step	passo	step	passo		N;MASC;SG
step	gradino	step	gradino		N;MASC;SG
dale	dale	dale	dale		N;MASC;PL
inanılmaz	fantastico	inan	fantastico	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;MASC;SG
inanılmaz	fantastica	inan	fantastico	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;FEM;SG
inanılmaz	stupefacente	inan	stupefacente	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;SG
inanılmaz	amazing	inan	amazing	V;IPFV;IND;NEG;V.PTCP;PASS	N
inanılmaz	incredibile	inan	incredibile	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;SG
inanılmaz	incredibile	inan	incredibile	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;SG
inanılmaz	incredibili	inan	incredibile	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;PL
inanılmaz	incredibile	inan	incredibile	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;SG
damar	vene	damar	venire		N;FEM;PL
damar	vene	damar	venire		N;FEM;PL
damar	vena	damar	vena		N;FEM;SG
damar	vascolare	damar	vascolare		ADJ;SG
damar	vascolari	damar	vascolare		ADJ;PL
rumen	romeno	rumen	romeno		ADJ;MASC;SG
rumen	rumena	rumen	rumeno		ADJ;FEM;SG
rumen	rumeni	rumen	rumeno		N;MASC;PL
rumen	rumeno	rumen	rumeno		ADJ;MASC;SG
erbil	erbil	erbil	erbil		N;MASC
psv	psv	psv	psv		N;MASC
riley	riley	riley	riley		N
göreceli	parente	gör	parente		N;SG
göreceli	relativa	gör	relativo		ADJ;FEM;SG
göreceli	relativo	gör	relativo		ADJ;MASC;SG
göreceli	relativistica	gör	relativistico		ADJ;FEM;SG
mercan	corallo	mercan	corallo		N;MASC;SG
mercan	coralli	mercan	corallo		N;MASC;PL
arya	arya	arya	arya		N;MASC;SG
lane	lane	la	lana	PROPN;NOM;SG;3	N;FEM;SG
lane	corsia	la	corsia	PROPN;NOM;SG;3	N;FEM;SG
lang	lang	lang	lang		N
feminist	femministe	feminist	femminista		N;FEM;PL
feminist	femminista	feminist	femminista		N;SG
mühimmat	munizioni	mühimmat	munizione		N;FEM;PL
mühimmat	munizioni	mühimmat	munizione		N;FEM;PL
louise	luisa	loui	luisa	PROPN;NOM;SG;3	N;FEM;SG
louise	louise	loui	louiso	PROPN;NOM;SG;3	N;FEM;SG
myspace	myspace	myspace	myspace		N
izlenen	sorvegliato	izle	sorvegliare	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
izlenen	guardato	izle	guardare	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
izlenen	osservato	izle	osservare	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
izlenen	monitorati	izle	monitorare	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
izlenen	monitorato	izle	monitorato	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
izlenen	monitorate	izle	monitorare	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
yugoslav	iugoslava	yugoslav	iugoslavo		ADJ;FEM;SG
stand	stand	stand	stand		N;MASC
notları	appunti	not	appunto	N;ACC;PL;3	V;IND;SG;2;PRS;FIN
blake	blake	blake	blake		N;MASC;SG
çözmek	risolvi	çöz	risolvere	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IMP;SG;2;PRS;FIN
mad	matto	mad	matto		N;MASC;SG
mad	pazzo	mad	pazzo		ADJ;MASC;SG
mad	mad	mad	mad		N
ece	ece	ece	ece		N;SG
zıt	opposti	zıt	opposto		ADJ;MASC;PL
zıt	opposto	zıt	opposto		ADJ;MASC;SG
zıt	opposti	zıt	opposto		ADJ;MASC;PL
gonzález	gonzález	gonzález	gonzález	PROPN;NOM;SG;3	N;MASC;SG
helikopter	elicotteri	helikopter	elicottero	N;NOM;SG;3	N;MASC;PL
helikopter	elicotteri	helikopter	elicottero	N;NOM;SG;3	N;MASC;PL
klaus	klaus	klaus	klaus		N;MASC;SG
koch	koch	koch	koch		N
yatılı	imbarco	yatılı	imbarco		N;MASC;SG
mig	mig	mig	mig		N;MASC
zaza	zaza	zaza	zaza		N;FEM;SG
atı	ati	at	ato		N
masal	racconto	masal	racconto		N;MASC;SG
masal	favola	masal	favola		N;FEM;SG
masal	fiaba	masal	fiabare		N;FEM;SG
masal	fiabe	masal	fiabe		N;FEM;PL
masal	storia	masal	storia		N;FEM;SG
luk	luk	lik	luk		N;MASC;SG
dinlenme	ricreazione	dinlen	ricreazione	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	N;FEM;SG
dinlenme	riposo	dinlen	riposo	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	N;MASC;SG
dinlenme	resto	dinlen	resto	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	N;MASC;SG
mhz	mhz	mhz	mhz		N;MASC
heinz	heinz	heinz	heinz	PROPN;NOM;SG;3	N;MASC;SG
tatmin	soddisfazioni	tatmin	soddisfazione		N;FEM;PL
tatmin	soddisfazione	tatmin	soddisfazione		N;FEM;SG
tatmin	soddisfacente	tatmin	soddisfacente		ADJ;SG
tatmin	soddisfatti	tatmin	soddisfatto		ADJ;MASC;PL
tatmin	soddisfatta	tatmin	soddisfatto		ADJ;FEM;SG
tatmin	soddisfatte	tatmin	soddisfare		V;FEM;PL;PST;V.PTCP
tatmin	soddisfatto	tatmin	soddisfare		ADJ;MASC;SG
britney	britney	britney	britney		N
emel	emel	emel	emell		ADJ;SG
porsche	porsche	porsche	porsca		N;FEM
eğlenceli	divertimento	eğlenceli	divertimento	ADJ	N;MASC;SG
eğlenceli	fun	eğlenceli	funo	ADJ	N
eğlenceli	divertirsi	eğlenceli	divertire	ADJ	V;IND;SG;3;PRS;FIN
malcolm	malcolm	malcolm	malcolm		N;MASC;SG
kentucky	kentucky	kentucky	kentucky		N;MASC
ekseni	asse	ekseni	assa		N;MASC;SG
enzim	enzimi	enzi	enzimo		N;MASC;PL
enzim	enzima	enzi	enzima		N;MASC;SG
enzim	enzimi	enzi	enzimo		N;MASC;PL
enzim	enzimatica	enzi	enzimatico		ADJ;FEM;SG
haksız	sleale	haksız	sleale		ADJ;SG
haksız	ingiusto	haksız	ingiusto		ADJ;MASC;SG
haksız	ingiusta	haksız	ingiusta		ADJ;FEM;SG
seti	imposta	set	imposta		N;FEM;SG
seti	set	set	set		N;MASC
seti	impostare	set	impostare		V;NFIN
seti	seti	set	seto		N;MASC;PL
makina	macchina	makina	macchina		N;FEM;SG
makina	macchine	makina	macchina		N;FEM;PL
makina	macchinari	makina	macchinario		N;MASC;PL
makina	macchine	makina	macchina		N;FEM;PL
tasarımcı	disegnatore	tasarımcı	disegnatore		N;MASC;SG
tasarımcı	designer	tasarımcı	designere		N
tasarımcı	progettista	tasarımcı	progettista		N;SG
kaide	qaeda	kaide	qaeda		N
kaide	piedistallo	kaide	piedistallo		N;MASC;SG
tolkien	tolkien	tolkien	tolkien		N;MASC;SG
jesse	jesse	jesse	jesse		N;FEM;SG
sır	segreti	sır	segreto		N;MASC;PL
