din	from	din	from	ADP;ACC	N
economia	económica	economie	económico	N;DEF;FEM;SG	ADJ;FEM;SG
observat	notó	observa	notar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
observat	observados	observa	observado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
observat	observó	observa	observar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
principala	main	principal	main	ADJ;DEF;FEM;SG	N
principala	principales	principal	principal	ADJ;DEF;FEM;SG	ADJ;PL
introducerea	introduciendo	introducere	introducir	N;DEF;FEM;SG	V;V.MSDR
introducerea	presentando	introducere	presentar	N;DEF;FEM;SG	V;V.MSDR
introducerea	presentamos	introducere	presentar	N;DEF;FEM;SG	V;IND;PL;1;PRS;FIN
rapidă	rapid	rapid	rapid	ADJ;INDF;FEM;SG	N
rapidă	rapidez	rapid	rapidez	ADJ;INDF;FEM;SG	N;FEM;SG
rapidă	rapido	rapid	rapido	ADJ;INDF;FEM;SG	INTJ
rapidă	fast	rapid	fast	ADJ;INDF;FEM;SG	N
rapidă	ayuno	rapid	ayuno	ADJ;INDF;FEM;SG	N;MASC;SG
relație	relaciones	relație	relación	N;INDF;FEM;SG	N;FEM;PL
della	della	della	della	PROPN	N
nepal	nepal	nepal	nepal	PROPN	N;MASC;SG
anne	anne	anne	anne	PROPN	N;FEM;SG
anne	ana	anne	ana	PROPN	N;FEM;SG
boli	enfermedad	boală	enfermedad	N;INDF;FEM;PL	N;FEM;SG
simplă	simples	simplu	simple	ADJ;INDF;FEM;SG	ADJ;PL
opus	opus	opune	opus	ADJ;INDF;MASC;SG	N;MASC;SG
opus	opuestos	opune	opuesto	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
opus	enfrente	opune	enfrente	ADJ;INDF;MASC;SG	ADV
matematician	matemático	matematician	matemático	N;INDF;MASC;SG	ADJ;MASC;SG
flandra	flandes	flandră	flande	PROPN	N;MASC;PL
tradiția	tradiciones	tradiție	tradición	N;DEF;FEM;SG	N;FEM;PL
atena	atenas	atena	atena	PROPN	N;FEM;PL
biografie	bio	biografie	bio	N;INDF;FEM;SG	
biografie	biografías	biografie	biografía	N;INDF;FEM;SG	N;FEM;PL
adolf	adolfo	adolf	adolfo	PROPN	N;MASC;SG
adolf	adolf	adolf	adolf	PROPN	N;MASC;SG
împărțit	divididas	împărți	dividido	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
împărțit	divididos	împărți	dividido	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
împărțit	dividir	împărți	dividir	ADJ;INDF;MASC;SG	V;NFIN
împărțit	split	împărți	split	ADJ;INDF;MASC;SG	N;MASC;SG
împărțit	divididos	împărți	dividido	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
artistic	artísticas	artistic	artístico	ADJ;INDF;MASC;SG	ADJ;FEM;PL
artistic	artísticos	artistic	artístico	ADJ;INDF;MASC;SG	ADJ;MASC;PL
reprezentată	representados	reprezenta	representado	ADJ;INDF;FEM;SG	ADJ;MASC;PL;V.PTCP
reprezentată	representadas	reprezenta	representado	ADJ;INDF;FEM;SG	ADJ;FEM;PL;V.PTCP
căsătorită	casadas	căsătorit	casada	ADJ;INDF;FEM;SG	N;FEM;PL
căsătorită	casados	căsătorit	casado	ADJ;INDF;FEM;SG	ADJ;MASC;PL;V.PTCP
organizată	organizados	organizat	organizado	ADJ;INDF;FEM;SG	ADJ;MASC;PL;V.PTCP
organizată	organizadas	organizat	organizado	ADJ;INDF;FEM;SG	ADJ;FEM;PL;V.PTCP
organizată	organizados	organizat	organizado	ADJ;INDF;FEM;SG	ADJ;MASC;PL;V.PTCP
organizată	organizadas	organizat	organizado	ADJ;INDF;FEM;SG	ADJ;FEM;PL;V.PTCP
turda	turda	turdă	turdo	PROPN	
conducere	conduciendo	conducere	conducir	N;INDF;FEM;SG	V;V.MSDR
conducere	manejando	conducere	manejar	N;INDF;FEM;SG	V;V.MSDR
conducere	conducir	conducere	conducir	N;INDF;FEM;SG	V;NFIN
traducerea	traducciones	traducere	traducción	N;DEF;FEM;SG	N;FEM;PL
times	tiempos	times	tiempo	N;INDF;MASC;SG	N;MASC;PL
times	veces	times	vez	N;INDF;MASC;SG	N;FEM;PL
times	épocas	times	época	N;INDF;MASC;SG	N;FEM;PL
contele	cuenta	conte	contar	N;DEF;MASC;SG	V;IND;SG;3;PRS;FIN
alegerea	escoger	alegere	escoger	N;DEF;FEM;SG	V;NFIN
alegerea	elegir	alegere	elegir	N;DEF;FEM;SG	V;NFIN
alegerea	escogiendo	alegere	escoger	N;DEF;FEM;SG	V;V.MSDR
alegerea	eligiendo	alegere	elegir	N;DEF;FEM;SG	V;V.MSDR
alegerea	elegir	alegere	elegir	N;DEF;FEM;SG	V;NFIN
energia	energías	energie	energía	N;DEF;FEM;SG	N;FEM;PL
energia	energética	energie	energético	N;DEF;FEM;SG	ADJ;FEM;SG
inferior	inferiores	inferior	inferior	ADJ;INDF;MASC;SG	ADJ;PL
solo	solo	solo	solo	N;INDF;MASC;SG	ADV
specific	específicas	specific	especifico	ADJ;INDF;MASC;SG	ADJ;FEM;PL
specific	específicos	specific	específico	ADJ;INDF;MASC;SG	ADJ;MASC;PL
majoritate	mayoritaria	majoritate	mayoritario	N;INDF;FEM;SG	ADJ;FEM;SG
majoritate	mayorías	majoritate	mayoría	N;INDF;FEM;SG	N;FEM;PL
majoritate	mayoritario	majoritate	mayoritario	N;INDF;FEM;SG	ADJ;MASC;SG
nominalizat	nominados	nominalizat	nominado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
industriale	industrial	industrial	industrial	ADJ;INDF;FEM;PL	ADJ;SG
soare	soleado	soare	soleado	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
soare	soleada	soare	soleada	N;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
bătălie	batallas	bătălie	batalla	N;INDF;FEM;SG	N;FEM;PL
fabrica	fábricas	fabrică	fábrica	N;DEF;FEM;SG	N;FEM;PL
holstein	holstein	holstein	holstein		N;FEM;SG
financiar	financiero	financiar	financiero	ADV	ADJ;MASC;SG
financiar	financial	financiar	financial	ADV	ADJ;SG
financiar	financieros	financiar	financiero	ADV	ADJ;MASC;PL
financiar	financiera	financiar	financiero	ADV	ADJ;FEM;SG
heinrich	heinrich	heinrich	heinrich	PROPN	N;MASC;SG
brandenburg	brandeburgo	brandenburg	brandeburgo	PROPN	N;MASC;SG
vie	viva	viu	viva		N;FEM;SG
vie	vivos	viu	vivo		ADJ;MASC;PL
vie	vivo	viu	vivo		ADJ;MASC;SG
vie	alive	viu	alive		N
cântăreț	singer	cântăreț	singer	N;INDF;MASC;SG	PROPN
romanian	ingles	romanian	ingle	N;INDF;MASC;SG	
paulo	paulo	paulo	paulo	PROPN	N;MASC;SG
araneus	araneus	araneus	araneus	N;INDF;FEM;SG	
comuniste	comunistas	comunist	comunista	ADJ;INDF;FEM;PL	N;PL
comuniste	comunista	comunist	comunista	ADJ;INDF;FEM;PL	ADJ;SG
chile	chile	chilă	chile	PROPN	PROPN
digital	digitales	digital	digital	N;INDF;MASC;SG	ADJ;PL
digital	digital	digital	digital	N;INDF;MASC;SG	ADJ;SG
marcel	marcel	marcel	marcel	PROPN	PROPN
conținutul	contenidos	conținut	contenido	N;DEF;MASC;SG	N;MASC;PL
württemberg	wurtemberg	württemberg	wurtemberg	PROPN	N;MASC;SG
württemberg	württemberg	württemberg	württemberg	PROPN	N;MASC;SG
pierde	pierden	pierde	perder	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
pierde	pierda	pierde	perder	V;IND;SG;3;PRS;FIN	V;IMP;SG;3;FIN
pierde	pierdo	pierde	perder	V;IND;SG;3;PRS;FIN	V;IND;SG;1;PRS;FIN
fizician	físico	fizician	físico	N;INDF;MASC;SG	ADJ;MASC;SG
eliberat	liberados	elibera	liberado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
eliberat	liberadas	elibera	liberar	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
eliberat	liberó	elibera	liberar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
eliberat	emitidos	elibera	emitido	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
eliberat	liberados	elibera	liberado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
eliberat	liberados	elibera	liberado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
treptat	gradual	treptat	gradual	ADV	ADJ;SG
treptat	graduales	treptat	gradual	ADV	ADJ;PL
comercială	anuncio	comercial	anuncio	ADJ;INDF;FEM;SG	N;MASC;SG
comercială	comerciales	comercial	comercial	ADJ;INDF;FEM;SG	ADJ;PL
originale	original	original	original	ADJ;INDF;FEM;PL	ADJ;SG
record	grabar	record	grabar	N;INDF;MASC;SG	V;NFIN
masculin	macho	masculin	macho	ADJ;INDF;MASC;SG	N;MASC;SG
masculin	varón	masculin	varón	ADJ;INDF;MASC;SG	N;MASC;SG
masculin	machos	masculin	macho	ADJ;INDF;MASC;SG	N;MASC;PL
masculin	masculinas	masculin	masculino	ADJ;INDF;MASC;SG	ADJ;FEM;PL
masculin	masculinos	masculin	masculino	ADJ;INDF;MASC;SG	ADJ;MASC;PL
hristos	cristo	hristos	cristo	PROPN	N;MASC;SG
redus	reducidas	redus	reducido	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
redus	reducidos	redus	reducido	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
octavian	octavio	octavian	octavio	N;INDF;MASC;SG	PROPN
chicago	chicago	chicago	chicago	PROPN	N;MASC;SG
sfânt	santo	sfânt	santo	N;INDF;MASC;SG	
sfânt	santa	sfânt	santo	N;INDF;MASC;SG	ADJ;FEM;SG
sfânt	santo	sfânt	santo	N;INDF;MASC;SG	
sfânt	santa	sfânt	santo	N;INDF;MASC;SG	ADJ;FEM;SG
artistice	artística	artistic	artístico	ADJ;INDF;FEM;PL	ADJ;FEM;SG
artistice	artístico	artistic	artístico	ADJ;INDF;FEM;PL	ADJ;MASC;SG
galben	amarillos	galben	amarillo	ADV	ADJ;MASC;PL
galben	amarilla	galben	amarillo	ADV	ADJ;FEM;SG
galben	amarillas	galben	amarillo	ADV	ADJ;FEM;PL
galben	amarillo	galben	amarillo	ADV	ADJ;MASC;SG
activat	activados	activat	activado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
activat	activadas	activat	activado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
indian	indios	indian	indio	ADJ;INDF;MASC;SG	N;MASC;PL
indian	indio	indian	indio	ADJ;INDF;MASC;SG	N;MASC;SG
indian	india	indian	india	ADJ;INDF;MASC;SG	N;FEM;SG
indian	hindú	indian	hindú	ADJ;INDF;MASC;SG	N;SG
lac	lagos	lac	lago	N;INDF;MASC;SG	N;MASC;PL
lac	lac	lac	lac	N;INDF;MASC;SG	
valentin	valentin	valentin	valentin	PROPN	N;MASC;SG
valentin	valentín	valentin	valentín	PROPN	N;MASC;SG
valentin	valentina	valentin	valentino	PROPN	N;FEM;SG
valentin	valentín	valentin	valentín	PROPN	N;MASC;SG
valentin	valentine	valentin	valentine	PROPN	N;SG
uscat	secos	uscat	seco	ADJ;INDF;MASC;SG	ADJ;MASC;PL
uscat	secar	uscat	secar	ADJ;INDF;MASC;SG	V;NFIN
uscat	secado	uscat	secado	ADJ;INDF;MASC;SG	N;MASC;SG
uscat	secos	uscat	seco	ADJ;INDF;MASC;SG	ADJ;MASC;PL
posibilă	posibles	posibil	posible	ADJ;INDF;FEM;SG	ADJ;PL
francezi	francés	francez	francés	ADJ;INDF;MASC;PL	N;MASC;SG
francezi	francesa	francez	francés	ADJ;INDF;MASC;PL	ADJ;FEM;SG
francezi	franceses	francez	francés	ADJ;INDF;MASC;PL	N;MASC;PL
scos	eliminados	scoate	eliminado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
prezentate	presentado	prezentat	presentado	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
prezentate	presentada	prezentat	presentado	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
cameră	cuarto	cameră	cuarto	N;INDF;FEM;SG	ADJ;MASC;SG
uman	humanas	uman	humano	ADJ;INDF;MASC;SG	ADJ;FEM;PL
uman	humanos	uman	humanos	ADJ;INDF;MASC;SG	N
sun	sun	sun	sun		N;SG
sun	sol	sun	sol		N;MASC;SG
ernst	ernesto	ernst	ernesto	PROPN	N;MASC;SG
super	asombroso	super	asombroso		ADJ;MASC;SG
super	increíble	super	increíble		ADJ;SG
super	impresionante	super	impresionante		ADJ;SG
bad	malas	bad	malo	N;INDF;MASC;SG	ADJ;FEM;PL
bad	malos	bad	malo	N;INDF;MASC;SG	ADJ;MASC;PL
bad	malo	bad	malo	N;INDF;MASC;SG	ADJ;MASC;SG
bad	mal	bad	mal	N;INDF;MASC;SG	ADV
bad	mala	bad	malo	N;INDF;MASC;SG	ADJ;FEM;SG
lotul	lotes	lot	lote	N;DEF;MASC;SG	N;MASC;PL
declarată	declaradas	declarat	declarado	ADJ;INDF;FEM;SG	ADJ;FEM;PL;V.PTCP
declarată	declaró	declarat	declarar	ADJ;INDF;FEM;SG	V;IND;SG;3;PST;FIN
declarată	declarados	declarat	declarado	ADJ;INDF;FEM;SG	ADJ;MASC;PL;V.PTCP
tehnic	tecnica	tehnic	tecnicar	ADJ;INDF;MASC;SG	N;FEM;SG
tehnic	técnicos	tehnic	técnico	ADJ;INDF;MASC;SG	N;MASC;PL
tehnic	técnico	tehnic	técnico	ADJ;INDF;MASC;SG	N;MASC;SG
tehnic	técnica	tehnic	técnica	ADJ;INDF;MASC;SG	N;FEM;SG
tehnic	técnicamente	tehnic	técnicamente	ADJ;INDF;MASC;SG	ADV
theodor	theodor	theodor	theodor	PROPN	N;MASC;SG
theodor	theodore	theodor	theodore	PROPN	N;MASC;SG
theodor	teodoro	theodor	teodoro	PROPN	N;MASC;SG
colecție	recogida	colecție	recogido	N;INDF;FEM;SG	ADJ;FEM;SG;V.PTCP
barbu	barbu	barbu	barbu	PROPN	
inspirat	inspiró	inspira	inspirar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
inspirat	inspirados	inspira	inspirado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
joe	joe	joe	joe	PROPN	PROPN
portul	puertos	port	puerto	N;DEF;MASC;SG	N;MASC;PL
deal	hill	deal	hill	N;INDF;MASC;SG	PROPN
set	fijado	set	fijado	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
accesul	acceda	acces	acceder	N;DEF;MASC;SG	V;SBJV;SG;3;PRS;FIN
accesul	accesos	acces	acceso	N;DEF;MASC;SG	N;MASC;PL
accesul	acceder	acces	acceder	N;DEF;MASC;SG	V;NFIN
bălți	bălți	baltă	bălți	PROPN	
manchester	mánchester	manchester	mánchester	PROPN	N;MASC;SG
manchester	manchester	manchester	manchester	PROPN	N;MASC;SG
chimice	químico	chimic	químico	ADJ;INDF;FEM;PL	ADJ;MASC;SG
chimice	chemical	chimic	chemical	ADJ;INDF;FEM;PL	N;SG
chimice	químicos	chimic	químico	ADJ;INDF;FEM;PL	N;MASC;PL
chimice	química	chimic	química	ADJ;INDF;FEM;PL	N;FEM;SG
muzeu	museos	muzeu	museo	N;INDF;MASC;SG	N;MASC;PL
cererea	solicitar	cerere	solicitar	N;DEF;FEM;SG	V;NFIN
cererea	solicite	cerere	solicitar	N;DEF;FEM;SG	V;IMP;SG;3;FIN
cererea	exigir	cerere	exigir	N;DEF;FEM;SG	V;NFIN
bob	bob	bob	bob		PROPN
spitalul	hospitales	spital	hospital	N;DEF;MASC;SG	N;MASC;PL
spitalul	hospitalaria	spital	hospitalario	N;DEF;MASC;SG	ADJ;FEM;SG
spitalul	hospitalario	spital	hospitalario	N;DEF;MASC;SG	ADJ;MASC;SG
extins	extendidas	extins	extendido	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
utilizare	usar	utilizare	usar	N;INDF;FEM;SG	V;NFIN
utilizare	utilizar	utilizare	utilizar	N;INDF;FEM;SG	V;NFIN
atinge	touch	atinge	touch	V;IND;SG;3;PRS;FIN	N
atinge	toques	atinge	toque	V;IND;SG;3;PRS;FIN	N;MASC;PL
atinge	tacto	atinge	tacto	V;IND;SG;3;PRS;FIN	N;MASC;SG
atinge	toque	atinge	toque	V;IND;SG;3;PRS;FIN	N;SG
atinge	tap	atinge	tap	V;IND;SG;3;PRS;FIN	
atinge	grifo	atinge	grifo	V;IND;SG;3;PRS;FIN	N;MASC;SG
cifra	dígitos	cifră	dígito	N;DEF;FEM;SG	N;MASC;PL
francis	francisco	francis	francisco	PROPN	N;MASC;SG
francis	francis	francis	francis	PROPN	PROPN
leftarm	leftarm	leftarm	leftarm	N;INDF;MASC;SG	INTJ
alfonso	alfonso	alfonso	alfonso	PROPN	N;MASC;SG
străini	forasteros	străin	forastero	ADJ;INDF;MASC;PL	N;MASC;PL
străini	extranjeros	străin	extranjero	ADJ;INDF;MASC;PL	N;MASC;PL
străini	extranjería	străin	extranjería	ADJ;INDF;MASC;PL	N;FEM;SG
experiență	experiencias	experiență	experiencia	N;INDF;FEM;SG	N;FEM;PL
dispărut	desaparecido	dispărea	desaparecido	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
dispărut	desaparecidos	dispărea	desaparecido	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
dispărut	desaparecida	dispărea	desaparecido	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
legată	atados	lega	atado	ADJ;INDF;FEM;SG	ADJ;MASC;PL;V.PTCP
legată	empatados	lega	empatado	ADJ;INDF;FEM;SG	ADJ;MASC;PL;V.PTCP
legată	atadas	lega	atado	ADJ;INDF;FEM;SG	ADJ;FEM;PL;V.PTCP
legată	até	lega	até	ADJ;INDF;FEM;SG	
legată	enlazados	lega	enlazado	ADJ;INDF;FEM;SG	ADJ;MASC;PL;V.PTCP
legată	vinculados	lega	vinculado	ADJ;INDF;FEM;SG	ADJ;MASC;PL;V.PTCP
femeilor	mujer	femeie	mujer	N;DEF;FEM;PL	N;FEM;SG
femeilor	femenino	femeie	femenino	N;DEF;FEM;PL	ADJ;MASC;SG
toma	toma	toma	tomar	PROPN	V;IND;SG;3;PRS;FIN
toma	tomás	toma	tomás	PROPN	PROPN
toma	thomas	toma	thoma	PROPN	PROPN
toma	tomas	toma	toma	PROPN	N;FEM;PL
das	das	das	dar	N;INDF;MASC;SG	V;IND;SG;2;PRS;FIN
manuel	manuel	manuel	manuel	PROPN	PROPN
brian	brian	brian	brian	PROPN	PROPN
clasică	clásicos	clasic	clásico	ADJ;INDF;FEM;SG	N;MASC;PL
clasică	clásicos	clasic	clásico	ADJ;INDF;FEM;SG	N;MASC;PL
clasică	classic	clasic	classic	ADJ;INDF;FEM;SG	N
incluzând	incluida	include	incluido	V;V.MSDR	ADJ;FEM;SG;V.PTCP
incluzând	incluido	include	incluido	V;V.MSDR	ADJ;MASC;SG;V.PTCP
incluzând	incluidos	include	incluido	V;V.MSDR	ADJ;MASC;PL;V.PTCP
cand	cuándo	cand	cuándo		PRO
cand	when	cand	when		N
cand	cuando	cand	cuando		CONJ
zid	murallas	zid	muralla	N;INDF;MASC;SG	N;FEM;PL
critice	crítico	critic	crítico	ADJ;INDF;FEM;PL	ADJ;MASC;SG
critice	critica	critic	criticar	ADJ;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
critice	críticos	critic	crítico	ADJ;INDF;FEM;PL	N;MASC;PL
critice	crítica	critic	crítica	ADJ;INDF;FEM;PL	N;FEM;SG
executat	ejecutadas	executa	ejecutado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
executat	ejecutados	executa	ejecutado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
suprem	supremos	suprem	supremo	ADJ;INDF;MASC;SG	N;MASC;PL
suprem	suprema	suprem	supremo	ADJ;INDF;MASC;SG	N;FEM;SG
festival	festivales	festival	festival	N;INDF;MASC;SG	N;MASC;PL
filmele	cine	filme	cine	N;DEF;FEM;PL	N;MASC;SG
birmania	birmania	birmanie	birmania	PROPN	N;FEM;SG
birmania	birmania	birmanie	birmania	PROPN	N;FEM;SG
birmania	myanmar	birmanie	myanmar	PROPN	ADJ;SG
impact	impact	impact	impact	N;INDF;MASC;SG	PROPN
impact	alcances	impact	alcanze	N;INDF;MASC;SG	N;MASC;PL
buna	buenas	bun	buen	ADJ;DEF;FEM;SG	ADJ;FEM;PL
buna	bien	bun	bien	ADJ;DEF;FEM;SG	ADV
buna	bueno	bun	buen	ADJ;DEF;FEM;SG	INTJ
buna	buenos	bun	buen	ADJ;DEF;FEM;SG	ADJ;MASC;PL
religia	religiones	religie	religión	N;DEF;FEM;SG	N;FEM;PL
perfect	perfect	perfect	perfect	ADV	N
perfect	perfectos	perfect	perfecto	ADV	ADJ;MASC;PL
perfect	perfecto	perfect	perfecto	ADV	ADJ;MASC;SG
perfect	perfecta	perfect	perfecto	ADV	ADJ;FEM;SG
perfect	perfectas	perfect	perfecto	ADV	ADJ;FEM;PL
adaugă	add	adăuga	add	V;IND;3;PRS;FIN	INTJ
jules	jules	jules	jul	PROPN	PROPN
majore	comandante	major	comandante	ADJ;INDF;FEM;PL	N;SG
majore	major	major	major	ADJ;INDF;FEM;PL	N
majore	mayor	major	mayor	ADJ;INDF;FEM;PL	ADJ;SG
femeile	mujer	femeie	mujer	N;DEF;FEM;PL	N;FEM;SG
femeile	femenino	femeie	femenino	N;DEF;FEM;PL	ADJ;MASC;SG
descoperirea	descubrimientos	descoperire	descubrimiento	N;DEF;FEM;SG	N;MASC;PL
obiectiv	objetivas	obiectiv	objetivo	N;INDF;MASC;SG	ADJ;FEM;PL
obiectiv	objetiva	obiectiv	objetivo	N;INDF;MASC;SG	ADJ;FEM;SG
hotel	hoteles	hotel	hotel	N;INDF;MASC;SG	N;MASC;PL
cehia	checo	cehi	checo	PROPN	N;MASC;SG
cehia	checos	cehi	checo	PROPN	N;MASC;PL
cehia	checa	cehi	checo	PROPN	ADJ;FEM;SG
trimite	envíe	trimite	enviar	V;IND;SG;3;PRS;FIN	V;IMP;SG;3;FIN
bruxelles	bruselas	bruxelles	brusela	PROPN	N;FEM;PL
caragiale	caragiale	caragial	caragiale	N;INDF;MASC;SG	V;NFIN
univers	universe	univers	universe	N;INDF;MASC;SG	
cântat	sang	cânta	sang	ADJ;INDF;MASC;SG	N
cântat	cantó	cânta	cantar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
cântat	cantaba	cânta	cantar	ADJ;INDF;MASC;SG	V;IND;SG;3;IPFV;FIN
cântat	sung	cânta	sung	ADJ;INDF;MASC;SG	N
europeni	europeos	european	europeo	ADJ;INDF;MASC;PL	N;MASC;PL
europeni	europeo	european	europeo	ADJ;INDF;MASC;PL	ADJ;MASC;SG
europeni	europea	european	europeo	ADJ;INDF;MASC;PL	ADJ;FEM;SG
europeni	europeos	european	europeo	ADJ;INDF;MASC;PL	N;MASC;PL
critici	crítica	critică	crítica	N;INDF;MASC;PL	N;FEM;SG
critici	crítica	critică	crítica	N;INDF;MASC;PL	N;FEM;SG
religios	religiosos	religios	religioso	ADJ;INDF;MASC;SG	ADJ;MASC;PL
religios	religiosas	religios	religioso	ADJ;INDF;MASC;SG	ADJ;FEM;PL
antonescu	antonescu	antonescu	antonescu	PROPN	ADJ;MASC;SG
credință	fé	credință	fé	N;INDF;FEM;SG	
creek	riachuelo	creeke	riachuelo	PROPN	N;MASC;SG
creek	creek	creeke	creek	PROPN	N;MASC
creek	arroyo	creeke	arroyo	PROPN	N;MASC;SG
parc	parques	parc	parque	N;INDF;MASC;SG	N;MASC;PL
parc	park	parc	park	N;INDF;MASC;SG	PROPN
resurse	recurso	resursă	recurso	N;INDF;FEM;PL	N;MASC;SG
gaz	gases	gaz	gas	N;INDF;MASC;SG	N;MASC;PL
regionale	regional	regional	regional	ADJ;INDF;FEM;PL	ADJ;SG
succesul	exitos	succes	exito	N;DEF;MASC;SG	N;MASC;PL
succesul	éxitos	succes	éxito	N;DEF;MASC;SG	N;MASC;PL
zero	cero	zero	cero	NUM;PL	N;MASC;SG
zero	zero	zero	zero	NUM;PL	N
canal	canalizar	canal	canalizar	N;INDF;MASC;SG	V;NFIN
canal	canales	canal	canal	N;INDF;MASC;SG	N;MASC;PL
specifică	específicas	specifica	especifico	V;IND;SG;3;PST;FIN	ADJ;FEM;PL
specifică	específicos	specifica	específico	V;IND;SG;3;PST;FIN	ADJ;MASC;PL
specifică	específica	specifica	específico	V;IND;SG;3;PST;FIN	ADJ;FEM;SG
specifică	especifico	specifica	especifico	V;IND;SG;3;PST;FIN	ADJ;MASC;SG
specifică	específico	specifica	específico	V;IND;SG;3;PST;FIN	ADJ;MASC;SG
specifică	especifica	specifica	especificar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PRS;FIN
specifică	especifica	specifica	especificar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PRS;FIN
specifică	especifique	specifica	especificar	V;IND;SG;3;PST;FIN	V;IMP;SG;3;FIN
înregistrare	grabando	înregistrare	grabar	N;INDF;FEM;SG	V;V.MSDR
înregistrare	grabar	înregistrare	grabar	N;INDF;FEM;SG	V;NFIN
înregistrare	grabar	înregistrare	grabar	N;INDF;FEM;SG	V;NFIN
înregistrare	inscripciones	înregistrare	inscripción	N;INDF;FEM;SG	N;FEM;PL
influențat	influenciados	influența	influenciado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
convins	convencidos	convinge	convencido	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
greci	griega	grec	griego	N;INDF;MASC;PL	ADJ;FEM;SG
greci	griego	grec	griego	N;INDF;MASC;PL	N;MASC;SG
sergiu	sergiu	sergiu	sergiu	PROPN	
acuzat	acusados	acuza	acusado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
isus	jesús	isus	jesú	PROPN	N;MASC;SG
isus	jesus	isus	jesus	PROPN	N
dance	baile	dance	baile		N;MASC;SG
dance	bailes	dance	bail		N;MASC;PL
dance	bailar	dance	bailar		V;NFIN
dance	baila	dance	bailar		V;IND;SG;3;PRS;FIN
dance	danza	dance	danza		N;FEM;SG
cronică	crónico	cronică	crónico	N;INDF;FEM;SG	ADJ;MASC;SG
cronică	crónicas	cronică	crónica	N;INDF;FEM;SG	N;FEM;PL
clasă	clases	clasă	clase	N;INDF;FEM;SG	N;FEM;PL
variante	variante	variantă	variante	N;INDF;FEM;PL	N;FEM;SG
stephen	stephen	stephen	stephar	PROPN	N;MASC;SG
stephen	esteban	stephen	estar	PROPN	PROPN
medicală	medico	medical	medico	ADJ;INDF;FEM;SG	N;MASC;SG
medicală	médicas	medical	médico	ADJ;INDF;FEM;SG	ADJ;FEM;PL
medicală	médicos	medical	médico	ADJ;INDF;FEM;SG	N;MASC;PL
medicală	medicina	medical	medicina	ADJ;INDF;FEM;SG	N;FEM;SG
medicală	médico	medical	médico	ADJ;INDF;FEM;SG	N;MASC;SG
creștină	christian	creștină	christiar	ADJ;INDF;FEM;SG	PROPN
creștină	cristianos	creștină	cristiano	ADJ;INDF;FEM;SG	N;MASC;PL
creștină	cristian	creștină	cristiar	ADJ;INDF;FEM;SG	PROPN
creștină	cristián	creștină	cristián	ADJ;INDF;FEM;SG	N;MASC;SG
medicale	medico	medical	medico	ADJ;INDF;FEM;PL	N;MASC;SG
medicale	médicos	medical	médico	ADJ;INDF;FEM;PL	N;MASC;PL
