til	für	til	für	ADV	ADP
png	png	png	png	N;INDF;MASC+FEM;SG	
politi	polizeistation	politi	polizeistation	N;INDF;NEUT;SG	ADJ
politi	polizisten	politi	polizist	N;INDF;NEUT;SG	N;PL
politi	polizei	politi	polizei	N;INDF;NEUT;SG	ADJ
udgiver	verlage	udgive	verlagen	V;IND;PRS;FIN;ACT	
udgiver	herausgeber	udgive	herausgeber	V;IND;PRS;FIN;ACT	ADJ
udgiver	verleger	udgive	verleger	V;IND;PRS;FIN;ACT	ADJ
udgiver	verlag	udgive	verliegen	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
udgiver	verlage	udgive	verlagen	V;IND;PRS;FIN;ACT	
udgiver	veröffentlichung	udgive	veröffentlichung	V;IND;PRS;FIN;ACT	ADJ
udgiver	publikationen	udgive	publikationen	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
udgiver	verlagswesen	udgive	verlagswesen	V;IND;PRS;FIN;ACT	
firma	kanzlei	firma	kanzlei	N;INDF;NEUT;SG	
firma	gesellschaft	firma	gesellschaft	N;INDF;NEUT;SG	ADJ
firma	unternehmen	firma	unternehmen	N;INDF;NEUT;SG	N;NOM;NEUT;PL
producerede	erzeugte	producere	erzeugen	V;IND;PST;FIN;ACT	ADJ;NOM;SG
jugoslavien	jugoslawien	jugoslavie	jugoslawien	PROPN	PROPN;NOM;SG
afsnittet	sektion	afsnitte	sektion	N;DEF;NEUT;SG	PROPN
afsnittet	bereich	afsnitte	bereich	N;DEF;NEUT;SG	ADV
afsnittet	abschnitt	afsnitte	abschneiden	N;DEF;NEUT;SG	ADV
tilbyder	angebot	tilbyde	anpieten	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
tilbyder	angebote	tilbyde	angebit	V;IND;PRS;FIN;ACT	ADJ;NOM;PL
edition	edition	edition	edition		PROPN
edition	ausgabe	edition	ausgeben		N;NOM;FEM;SG
edition	auflage	edition	auflage		ADJ
sæt	set	sætte	set	V;IMP	
sæt	satz	sætte	satz	V;IMP	
sæt	sätze	sætte	satzen	V;IMP	
sæt	sets	sætte	sets	V;IMP	
sæt	zusammenstellungen	sætte	zusammenstellingen	V;IMP	N;NOM;FEM;PL
sæt	setzt	sætte	setzen	V;IMP	V;IND;SG;3;PRS;FIN
minde	erinnerungen	minde	erinnerung	N;INDF;NEUT;SG	N;NOM;FEM;PL
minde	gedächtnis	minde	gedächtnis	N;INDF;NEUT;SG	
minde	erinnerung	minde	erinnerung	N;INDF;NEUT;SG	ADJ
minde	arbeitsspeicher	minde	arbeitsspeicher	N;INDF;NEUT;SG	ADJ
minde	speicher	minde	speich	N;INDF;NEUT;SG	ADJ
contest	wettkampf	contest	wettkampf	ADJ	N
contest	wettbewerbe	contest	wettbewerb	ADJ	N;NOM;PL
contest	wettbewerb	contest	wettbewerb	ADJ	ADV
contest	gewinnspiel	contest	gewinnspiel	ADJ	N;NOM;NEUT;SG
contest	contest	contest	contest	ADJ	PROPN;NOM;SG
inspiration	anregungen	inspiration	anregiegen	N;INDF;MASC+FEM;SG	V;NFIN
inspiration	inspirieren	inspiration	inspirieren	N;INDF;MASC+FEM;SG	V;NFIN
drenge	jungs	dreng	jungs	N;INDF;MASC+FEM;PL	ADV
drenge	jungen	dreng	jung	N;INDF;MASC+FEM;PL	ADJ
drenge	jungs	dreng	jungs	N;INDF;MASC+FEM;PL	ADV
bånd	band	bånd	binden	N;INDF;NEUT;SG	
bånd	tape	bånd	tape	N;INDF;NEUT;SG	
bånd	klebeband	bånd	klebeband	N;INDF;NEUT;SG	ADJ
bånd	kassette	bånd	kassett	N;INDF;NEUT;SG	ADJ;SG
bånd	band	bånd	binden	N;INDF;NEUT;SG	
bånd	schleife	bånd	schleife	N;INDF;NEUT;SG	ADJ;NOM
bånd	bändern	bånd	bändern	N;INDF;NEUT;SG	V;NFIN
bånd	kassetten	bånd	kassett	N;INDF;NEUT;SG	V;NFIN
eva	eva	eva	eva		PROPN;NOM;FEM;SG
eva	eva	eva	eva		PROPN;NOM;FEM;SG
eva	eve	eva	eve		PROPN;NOM;SG
eva	vorabend	eva	vorabend		ADJ
støttet	unterstützten	støtte	unterstützen	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
lewis	lewis	lewis	lewis		PROPN;NOM;MASC;SG
centre	zentriert	centre	zentrieren	N;INDF;MASC+FEM;SG	V;V.PTCP
centre	zentrum	centre	zentrum	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
centre	stadtzentrum	centre	stadtzentrum	N;INDF;MASC+FEM;SG	V;V.PTCP
centre	mitte	centre	mitte	N;INDF;MASC+FEM;SG	ADV
centre	stadtmitte	centre	stadtmitt	N;INDF;MASC+FEM;SG	
centre	mittelpunkt	centre	mittelpunkt	N;INDF;MASC+FEM;SG	ADV
dans	dance	dans	dance	N;INDF;MASC+FEM;SG	PROPN
dans	tanzen	dans	tanzen	N;INDF;MASC+FEM;SG	V;NFIN
dans	tanze	dans	tanzen	N;INDF;MASC+FEM;SG	V;IND;SG;3;FIN
dans	tanz	dans	tanz	N;INDF;MASC+FEM;SG	
dans	tänze	dans	tänzen	N;INDF;MASC+FEM;SG	N;NOM;PL
dans	dance	dans	dance	N;INDF;MASC+FEM;SG	PROPN
dans	tanzen	dans	tanzen	N;INDF;MASC+FEM;SG	V;NFIN
dans	tanz	dans	tanz	N;INDF;MASC+FEM;SG	
ingeniør	ingenieurwissenschaften	ingeniør	ingenieurwissenschaften	N;INDF;MASC+FEM;SG	ADJ
ingeniør	maschinenbau	ingeniør	maschinenbau	N;INDF;MASC+FEM;SG	ADJ
ingeniør	engineering	ingeniør	engineering	N;INDF;MASC+FEM;SG	PROPN
ingeniør	ingenieurwesen	ingeniør	ingenieurwesen	N;INDF;MASC+FEM;SG	ADJ
ingeniør	ingenieur	ingeniør	ingenieur	N;INDF;MASC+FEM;SG	
ingeniør	techniker	ingeniør	techniker	N;INDF;MASC+FEM;SG	ADJ
ingeniør	ingenieure	ingeniør	ingenieur	N;INDF;MASC+FEM;SG	
ingeniør	ingenieur	ingeniør	ingenieur	N;INDF;MASC+FEM;SG	
sårede	verletzte	såre	verletzen	V;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN
sårede	verletzte	såre	verletzen	V;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN
sårede	verwundete	såre	verwunden	V;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN
federation	verband	federation	verbinden	N;INDF;MASC+FEM;SG	
federation	föderation	federation	Föderation	N;INDF;MASC+FEM;SG	ADJ
irsk	irischen	irsk	irisch	N;INDF;NEUT;SG	
irsk	irische	irsk	irisch	N;INDF;NEUT;SG	ADJ;NOM;FEM;PL
irsk	irisch	irsk	irisch	N;INDF;NEUT;SG	ADJ
irsk	irisches	irsk	irisch	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
irsk	gälisch	irsk	gälisch	N;INDF;NEUT;SG	ADJ
løse	lösung	løse	lösung	V;NFIN;ACT	N;NOM;FEM;SG
løse	problemlösung	løse	problemlösung	V;NFIN;ACT	ADJ
løse	losen	løse	los	V;NFIN;ACT	
løse	locker	løse	locker	V;NFIN;ACT	ADJ
løse	lose	løse	los	V;NFIN;ACT	ADJ
løse	entschlossenheit	løse	entschlossenheit	V;NFIN;ACT	ADJ
atletik	leichtathletik	atletik	leichtathletik	N;INDF;NEUT;SG	ADJ
kristendommen	christentum	kristendom	christentum	N;DEF;MASC+FEM;SG	PROPN
leipzig	leipzig	leipzig	leipzig		PROPN;NOM;NEUT;SG
udstilling	ausstellen	udstilling	ausstellen	N;INDF;MASC+FEM;SG	V;NFIN
udstilling	messezentrum	udstilling	messezentrum	N;INDF;MASC+FEM;SG	ADJ
udstilling	ausstellungen	udstilling	ausstellingen	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
fjorden	fjord	fjord	fjord	N;DEF;MASC+FEM;SG	PROPN;SG
selvstændigt	unabhängige	selvstændigt	unabhängig	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
selvstændigt	selbständige	selvstændigt	selbständig	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
selvstændigt	selbstständige	selvstændigt	selbständig	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
selvstændigt	standalone	selvstændigt	standalon	ADJ;INDF;NEUT;SG	N;NOM;FEM;SG
selvstændigt	eigenständige	selvstændigt	eigenständig	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
testamente	testament	testament	testament	N;INDF;MASC+FEM;PL	ADJ
testamente	testament	testament	testament	N;INDF;MASC+FEM;PL	ADJ
testamente	wills	testament	wills	N;INDF;MASC+FEM;PL	
testamente	willen	testament	willen	N;INDF;MASC+FEM;PL	ADV
testamente	wille	testament	willen	N;INDF;MASC+FEM;PL	
torben	torben	torb	torben		PROPN
permanent	ständige	permanent	ständig	ADJ;INDF;SG	ADJ;NOM;FEM;PL
halvøen	peninsula	halvøen	peninsula	N;DEF;MASC+FEM;SG	PROPN
halvøen	halbinsel	halvøen	halbinsel	N;DEF;MASC+FEM;SG	ADJ
halvøen	halbinsel	halvøen	halbinsel	N;DEF;MASC+FEM;SG	ADJ
afstemning	abstimmen	afstemning	abstimmen	N;INDF;MASC+FEM;SG	V;NFIN
afstemning	stimmen	afstemning	stimmen	N;INDF;MASC+FEM;SG	V;NFIN
afstemning	stimme	afstemning	stimmen	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
afstemning	abstimmungen	afstemning	abstimmung	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
afstemning	stimmen	afstemning	stimmen	N;INDF;MASC+FEM;SG	V;NFIN
afstemning	abstimmungen	afstemning	abstimmung	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
afstemning	stimmrecht	afstemning	stimmrecht	N;INDF;MASC+FEM;SG	ADJ
afstemning	abstimmen	afstemning	abstimmen	N;INDF;MASC+FEM;SG	V;NFIN
afstemning	stimmen	afstemning	stimmen	N;INDF;MASC+FEM;SG	V;NFIN
afstemning	umfrage	afstemning	umfragen	N;INDF;MASC+FEM;SG	
afstemning	umfragen	afstemning	umfragen	N;INDF;MASC+FEM;SG	N;NOM;PL
mødtes	met	mødes	met	V;IND;PST;FIN;ACT	
fremtiden	künftige	fremtid	künftig	N;DEF;MASC+FEM;SG	ADJ;NOM;FEM;PL
fremtiden	future	fremtid	futur	N;DEF;MASC+FEM;SG	PROPN
fremtiden	zukünftige	fremtid	zukünftig	N;DEF;MASC+FEM;SG	ADJ;NOM;FEM;PL
potter	potter	potte	pott	N;INDF;MASC+FEM;PL	PROPN;NOM;SG
tur	ride	tur	ride	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
tur	reiten	tur	reiten	N;INDF;MASC+FEM;SG	V;NFIN
tur	fahrt	tur	fahren	N;INDF;MASC+FEM;SG	V;SG;FIN
tur	reise	tur	reise	N;INDF;MASC+FEM;SG	
down	down	down	down		PROPN
down	hinunter	down	hinunter		ADV
down	abwärts	down	abwärts		ADV
down	unten	down	unten		ADV
down	runter	down	runter		
reaktion	reaktion	reaktion	Reaktion	N;INDF;MASC+FEM;SG	ADJ
reaktion	reaktionen	reaktion	reaktion	N;INDF;MASC+FEM;SG	V;NFIN
reaktion	reaktion	reaktion	Reaktion	N;INDF;MASC+FEM;SG	ADJ
reaktion	antwort	reaktion	antworen	N;INDF;MASC+FEM;SG	
reaktion	ansprechen	reaktion	ansprechen	N;INDF;MASC+FEM;SG	V;NFIN
reaktion	response	reaktion	response	N;INDF;MASC+FEM;SG	PROPN
blandet	mixed	blande	mixed	V;INDF;SG;PST;V.PTCP	PROPN
blandet	gemischte	blande	gemischt	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL
blandet	gemischtes	blande	gemischt	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
blandet	gemischt	blande	mischen	V;INDF;SG;PST;V.PTCP	ADJ
blandet	gemischten	blande	gemischt	V;INDF;SG;PST;V.PTCP	ADJ
blandet	gemischt	blande	mischen	V;INDF;SG;PST;V.PTCP	ADJ
death	todes	death	tod		
death	tode	death	toden		ADV
death	tod	death	tod		
death	todesstrafe	death	todesstraf		N;NOM;FEM;SG
udvidelse	osterweiterung	udvidelse	osterweiterung	N;INDF;MASC+FEM;SG	ADJ
udvidelse	expansion	udvidelse	expansion	N;INDF;MASC+FEM;SG	
udvidelse	verlängerung	udvidelse	verlängerung	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
syrien	syrien	syrie	syrienen	N;DEF;MASC+FEM;SG	
internet	internetseiten	interne	internetseiten	N;DEF;NEUT;SG	V;NFIN
internet	internetzugang	interne	internetzugang	N;DEF;NEUT;SG	ADJ
internet	internetanschluss	interne	internetanschluss	N;DEF;NEUT;SG	ADJ
internet	internet	interne	internet	N;DEF;NEUT;SG	
meyer	meyer	meyer	meyer	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
konger	kings	konge	kings	N;INDF;MASC+FEM;PL	PROPN;NOM;SG
konger	könige	konge	könig	N;INDF;MASC+FEM;PL	ADJ;NOM;FEM;PL
konger	königen	konge	könig	N;INDF;MASC+FEM;PL	ADJ
test	testen	test	testen	N;INDF;MASC+FEM;SG	V;NFIN
test	prüfungen	test	prüfung	N;INDF;MASC+FEM;SG	V;NFIN
test	testen	test	testen	N;INDF;MASC+FEM;SG	V;NFIN
sælge	verkauf	sælge	verkaufen	V;NFIN;ACT	N
sælge	verkauf	sælge	verkaufen	V;NFIN;ACT	N
hård	raue	hård	raue	ADJ;INDF;MASC+FEM;SG	
hård	hard	hård	hard	ADJ;INDF;MASC+FEM;SG	PROPN
hård	harte	hård	hart	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
hård	harte	hård	hart	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
indtryk	eindruck	indtryk	eindruck	N;INDF;NEUT;SG	ADV
indtryk	impressionen	indtryk	impressionen	N;INDF;NEUT;SG	V;NFIN
indtryk	eindrücke	indtryk	eindrück	N;INDF;NEUT;SG	ADJ;SG
indtryk	impressionen	indtryk	impressionen	N;INDF;NEUT;SG	V;NFIN
relevant	relevanten	relevant	relevant	ADJ;INDF;SG	V;NFIN
relevant	relevante	relevant	relevant	ADJ;INDF;SG	ADJ;NOM;FEM;PL
relevant	geltenden	relevant	geltend	ADJ;INDF;SG	V;NFIN
sæde	sitzplatz	sæde	sitzplatz	N;INDF;NEUT;SG	ADJ
sæde	seat	sæde	seat	N;INDF;NEUT;SG	PROPN
frankfurt	frankfurter	frankfurt	Frankfurter	N;INDF;MASC+FEM;SG	ADJ
frankfurt	frankfurt	frankfurt	frankfurt	N;INDF;MASC+FEM;SG	PROPN;NOM;NEUT;SG
sikker	tresor	sikker	tresor	ADJ;INDF;MASC+FEM;SG	
sikker	sichere	sikker	sicher	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
sikker	safe	sikker	sefnen	ADJ;INDF;MASC+FEM;SG	
sikker	sichern	sikker	sichern	ADJ;INDF;MASC+FEM;SG	V;NFIN
sikker	sichere	sikker	sicher	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
sikker	sicherung	sikker	sicherung	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
sikker	sure	sikker	sein	ADJ;INDF;MASC+FEM;SG	PROPN
sikker	sicherlich	sikker	sicherlich	ADJ;INDF;MASC+FEM;SG	ADV
bugt	bucht	bugt	buchen	N;INDF;MASC+FEM;SG	ADJ
bugt	bay	bugt	bay	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
mørke	dunkle	mørke	dunkel	N;INDF;NEUT;SG	ADJ;NOM;FEM;PL
mørke	dunkel	mørke	dunkel	N;INDF;NEUT;SG	ADJ
mørke	dunkler	mørke	dunkel	N;INDF;NEUT;SG	ADJ
mørke	dunkelheit	mørke	dunkelheit	N;INDF;NEUT;SG	ADJ
mørke	finsternis	mørke	finsternis	N;INDF;NEUT;SG	
mørke	dunkelheit	mørke	dunkelheit	N;INDF;NEUT;SG	ADJ
mørke	dunkel	mørke	dunkel	N;INDF;NEUT;SG	ADJ
strøm	flow	strøm	flow	N;INDF;MASC+FEM;SG	PROPN
strøm	fließen	strøm	fließen	N;INDF;MASC+FEM;SG	V;NFIN
strøm	strömung	strøm	strömung	N;INDF;MASC+FEM;SG	ADJ
strøm	stream	strøm	stream	N;INDF;MASC+FEM;SG	
strøm	macht	strøm	machen	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
strøm	kraft	strøm	krafen	N;INDF;MASC+FEM;SG	
strøm	energie	strøm	energie	N;INDF;MASC+FEM;SG	
kors	kreuze	kors	kreuzen	N;INDF;NEUT;SG	
kors	kreuzungen	kors	kreuzung	N;INDF;NEUT;SG	V;NFIN
kors	kreuzen	kors	kreuzen	N;INDF;NEUT;SG	V;NFIN
kors	kreuzt	kors	kreuzen	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
kors	überqueren	kors	überqueren	N;INDF;NEUT;SG	V;NFIN
kors	kreuz	kors	kreuz	N;INDF;NEUT;SG	ADJ
kors	cross	kors	cross	N;INDF;NEUT;SG	PROPN
parlament	parlament	parlament	parlament	N;INDF;NEUT;SG	ADJ
columbia	columbia	columbia	columbia	N;INDF;NEUT;SG	PROPN
columbia	kolumbien	columbia	kolumbien	N;INDF;NEUT;SG	PROPN;NOM;NEUT;SG
columbia	kolumbien	columbia	kolumbien	N;INDF;NEUT;SG	PROPN;NOM;NEUT;SG
ovenfor	über	ovenfor	über	ADV	ADP
ren	ren	ren	ren	ADJ;INDF;MASC+FEM;SG	
ren	aufräumen	ren	aufräumen	ADJ;INDF;MASC+FEM;SG	V;NFIN
ren	reinigen	ren	reinig	ADJ;INDF;MASC+FEM;SG	V;NFIN
ren	säubern	ren	säubern	ADJ;INDF;MASC+FEM;SG	V;NFIN
ren	sauberkeit	ren	sauberkeit	ADJ;INDF;MASC+FEM;SG	N
ren	pur	ren	pur	ADJ;INDF;MASC+FEM;SG	
ren	pure	ren	pur	ADJ;INDF;MASC+FEM;SG	
brødrene	brüdern	broder	brüdern	N;DEF;MASC+FEM;PL	
brødrene	brothers	broder	brothers	N;DEF;MASC+FEM;PL	PROPN;NOM;SG
enige	zustimmen	enig	zustimmen	ADJ;PL	V;NFIN
enige	stimme	enig	stimmen	ADJ;PL	V;IND;SG;3;PRS;FIN
enige	einverstanden	enig	einverstanden	ADJ;PL	V;NFIN
danskere	dänen	dansker	dän	N;INDF;MASC+FEM;PL	
lost	verlor	lost	verlieren		V;IND;SG;3;PST;FIN
lost	verirrt	lost	verirren		V;V.PTCP
lost	verloren	lost	verlieren		V;V.PTCP
lost	verlorene	lost	verloren		ADJ;NOM;FEM;SG
lost	lost	lost	lossen		PROPN
andrew	andreas	andrew	andreas		PROPN;NOM;MASC;SG
andrew	andrew	andrew	andrew		PROPN;NOM;SG
materialer	baustoffe	materiale	baustoff	N;INDF;NEUT;PL	
materialer	materialien	materiale	materialien	N;INDF;NEUT;PL	V;NFIN
materialer	werkstoffe	materiale	werkstoff	N;INDF;NEUT;PL	
eventyr	abenteuer	eventyr	abenteuer	N;INDF;NEUT;SG	
eventyr	erlebnis	eventyr	erlebnis	N;INDF;NEUT;SG	ADJ
eventyr	abenteuer	eventyr	abenteuer	N;INDF;NEUT;SG	
eventyr	erlebnisse	eventyr	erlebnis	N;INDF;NEUT;SG	ADJ;NOM;PL
adskiller	separator	adskille	separator	V;IND;PRS;FIN;ACT	PROPN
adskiller	trennlinie	adskille	trennlinie	V;IND;PRS;FIN;ACT	ADJ
lyst	begehren	lyst	begehren	N;INDF;MASC+FEM;SG	V;NFIN
lyst	sehnsucht	lyst	sehnsuchen	N;INDF;MASC+FEM;SG	PROPN
lyst	verlangen	lyst	verlangen	N;INDF;MASC+FEM;SG	V;NFIN
lyst	wunsch	lyst	wunsch	N;INDF;MASC+FEM;SG	
lyst	begierde	lyst	begierde	N;INDF;MASC+FEM;SG	
lyst	lust	lyst	lusen	N;INDF;MASC+FEM;SG	PROPN
lyst	begierde	lyst	begierde	N;INDF;MASC+FEM;SG	
lyst	strahlend	lyst	strahlend	N;INDF;MASC+FEM;SG	ADJ
lyst	hell	lyst	hell	N;INDF;MASC+FEM;SG	ADJ
lyst	bright	lyst	bringen	N;INDF;MASC+FEM;SG	PROPN
lyst	leuchtend	lyst	leuchtend	N;INDF;MASC+FEM;SG	ADJ
lyst	helle	lyst	hell	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
tennis	tennisplätze	tennis	tennisplätzen	N;INDF;MASC+FEM;SG	
tennis	tennis	tennis	tennis	N;INDF;MASC+FEM;SG	
tennis	tischtennis	tennis	tischtennis	N;INDF;MASC+FEM;SG	ADJ
tennis	tennisplatz	tennis	tennisplatz	N;INDF;MASC+FEM;SG	
elektronisk	elektronischen	elektronisk	elektronisch	ADV	ADJ
elektronisk	elektronische	elektronisk	elektronisch	ADV	ADJ;NOM;FEM;PL
elektronisk	elektronisch	elektronisk	elektronisch	ADV	ADJ
elektronisk	elektronik	elektronisk	elektronik	ADV	ADJ
elektronisk	elektronischer	elektronisk	elektronisch	ADV	ADJ
elektronisk	elektronisch	elektronisk	elektronisch	ADV	ADJ
slutter	ende	slutte	ende	V;IND;PRS;FIN;ACT	N;ACC;NEUT;SG
slutter	ende	slutte	ende	V;IND;PRS;FIN;ACT	N;ACC;NEUT;SG
forståelse	verstehen	forståelse	verstehen	N;INDF;MASC+FEM;SG	V;NFIN
forståelse	verständnisvoll	forståelse	verständnisvoll	N;INDF;MASC+FEM;SG	ADJ
forståelse	begreifen	forståelse	begreifen	N;INDF;MASC+FEM;SG	V;NFIN
forståelse	verständigung	forståelse	verständigung	N;INDF;MASC+FEM;SG	
forståelse	verstehen	forståelse	verstehen	N;INDF;MASC+FEM;SG	V;NFIN
landskabet	landschaft	landskab	landschaft	N;DEF;NEUT;SG	
landskabet	naturlandschaft	landskab	naturlandschaft	N;DEF;NEUT;SG	ADJ
landskabet	landschaften	landskab	landschaft	N;DEF;NEUT;SG	ADJ
jern	eiserne	jern	eisern	N;INDF;NEUT;SG	ADJ;NOM;FEM;PL
jern	eisen	jern	eise	N;INDF;NEUT;SG	
jern	bügeleisen	jern	bügeleisen	N;INDF;NEUT;SG	
dræbe	tötung	dræbe	tötung	V;NFIN;ACT	
dræbe	töte	dræbe	töte	V;NFIN;ACT	PROPN;SG
angiveligt	angeblich	angiveligt	angeblich	ADV	ADJ
angiveligt	angeblich	angiveligt	angeblich	ADV	ADJ
angiveligt	vermeintlich	angiveligt	vermeintlich	ADV	ADJ
angiveligt	angeblich	angiveligt	angeblich	ADV	ADJ
angiveligt	vermeintlich	angiveligt	vermeintlich	ADV	ADJ
people	leute	peopl	leute		N;NOM;PL
people	menschen	peopl	menschen		N;NOM;PL
people	personen	peopl	Person		N;NOM;FEM;PL
dybt	tief	dybt	tief	ADV	ADJ
dybt	tiefe	dybt	tief	ADV	
dybt	tief	dybt	tief	ADV	ADJ
dybt	deep	dybt	deep	ADV	
dybt	tiefen	dybt	tief	ADV	V;NFIN
udsigt	aussicht	udsigt	aussechen	N;INDF;MASC+FEM;SG	PROPN
udsigt	anzeigen	udsigt	anzeigen	N;INDF;MASC+FEM;SG	V;NFIN
udsigt	blick	udsigt	blick	N;INDF;MASC+FEM;SG	ADV
målmand	torhüter	målmand	torhüter	N;INDF;MASC+FEM;SG	
værdier	werten	værdi	werten	N;INDF;MASC+FEM;PL	V;NFIN
værdier	werte	værdi	wert	N;INDF;MASC+FEM;PL	
way	weise	way	weis		ADJ
way	weg	way	weg		ADV
way	way	way	wey		
mestre	meister	mester	meist	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
mestre	masters	mester	masters	N;INDF;MASC+FEM;PL	PROPN
mestre	meistern	mester	meistern	N;INDF;MASC+FEM;PL	V;NFIN
mestre	master	mester	master	N;INDF;MASC+FEM;PL	ADJ
mestre	meister	mester	meist	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
mestre	champions	mester	champions	N;INDF;MASC+FEM;PL	PROPN;NOM;SG
project	projekt	project	projekt	N;INDF;MASC+FEM;SG	V;FIN
project	projekte	project	projekt	N;INDF;MASC+FEM;SG	ADJ;NOM;PL
project	vorhaben	project	vorhaben	N;INDF;MASC+FEM;SG	
initiativ	eigeninitiative	initiativ	eigeninitiativ	N;INDF;NEUT;SG	ADJ;NOM;FEM;PL
lokalt	lokal	lokalt	lokal	ADV	ADJ
lokalt	örtlich	lokalt	örtlich	ADV	ADJ
lokalt	lokale	lokalt	lokal	ADV	ADJ;NOM;FEM;PL
lokalt	lokalen	lokalt	lokal	ADV	ADJ;NOM;PL
lokalt	lokal	lokalt	lokal	ADV	ADJ
lokalt	lokales	lokalt	lokal	ADV	ADJ;NOM;NEUT;SG
nød	nüsse	nød	nüß	N;INDF;MASC+FEM;SG	
nød	nut	nød	nut	N;INDF;MASC+FEM;SG	
nød	nuss	nød	nuss	N;INDF;MASC+FEM;SG	
nød	genoss	nød	genießen	N;INDF;MASC+FEM;SG	V
nød	genossen	nød	genießen	N;INDF;MASC+FEM;SG	V;NFIN
uafhængighed	selbstständigkeit	uafhængighed	selbständigkeit	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
uafhængighed	selbständigkeit	uafhængighed	selbständigkeit	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
uafhængighed	unabhängigkeit	uafhængighed	unabhängigkeit	N;INDF;MASC+FEM;SG	ADJ;SG
viggo	viggo	viggo	viggo	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
elvis	elvis	elvis	elvis	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
administrator	admin	administrator	admin	N;INDF;MASC+FEM;SG	
administrator	administratoren	administrator	administratoren	N;INDF;MASC+FEM;SG	N;NOM;PL
administrator	administrator	administrator	administrator	N;INDF;MASC+FEM;SG	PROPN
administrator	verwaltungsrat	administrator	verwaltungsrat	N;INDF;MASC+FEM;SG	ADJ
administrator	administrator	administrator	administrator	N;INDF;MASC+FEM;SG	PROPN
administrator	verwalter	administrator	verwalter	N;INDF;MASC+FEM;SG	
administrator	administratoren	administrator	administratoren	N;INDF;MASC+FEM;SG	N;NOM;PL
stået	standen	stå	stehen	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
vesttyskland	brd	vesttyskland	brd	N;INDF;MASC+FEM;SG	
vesttyskland	bundesrepublik	vesttyskland	bundesrepublik	N;INDF;MASC+FEM;SG	PROPN
punkter	artikel	punkt	artikel	N;INDF;NEUT;PL	ADJ
punkter	positionen	punkt	position	N;INDF;NEUT;PL	V;NFIN
alan	alan	alan	alan	PROPN	PROPN
løbende	laufenden	løbende	laufend	ADJ	V;FIN
felt	field	felt	falden	N;INDF;NEUT;SG	
felt	feld	felt	feld	N;INDF;NEUT;SG	ADV
felt	spielfeld	felt	spielfeld	N;INDF;NEUT;SG	ADJ
kørt	fuhren	køre	fahren	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
kørt	run	køre	run	V;INDF;SG;PST;V.PTCP	PROPN
kørt	lauf	køre	lauf	V;INDF;SG;PST;V.PTCP	ADV
aktivitet	tätigkeit	aktivitet	tätigkeit	N;INDF;MASC+FEM;SG	ADJ
aktivitet	aktivität	aktivitet	aktivität	N;INDF;MASC+FEM;SG	ADJ
aktivitet	aktivitäten	aktivitet	aktivität	N;INDF;MASC+FEM;SG	V;NFIN
aktivitet	tätigkeitsbereich	aktivitet	tätigkeitsbereich	N;INDF;MASC+FEM;SG	ADJ
nødvendigvis	zwangsläufig	nødvendigvis	zwangsläufig	ADV	ADJ
