من	кой	مِن	кой	ADP	PRO;NOM;MASC;SG
داود	давид	دَاوُد	давид		N;INDF;MASC;SG
مارك	марк	مَارك	марк		PROPN;INDF;MASC;SG
مارك	отбелязване	مَارك	отбелязване		N;INDF;NEUT;SG
سير	сер	سَير	серу	N;NOM;INDF;SG	PROPN;INDF;MASC;SG
الشؤون	афери	شَأن	афера	N;NOM;DEF;PL	N;INDF;FEM;PL
المراكز	центрове	مَركَز	център	N;NOM;DEF;PL	N;INDF;MASC;PL
المراكز	центрове	مَركَز	център	N;NOM;DEF;PL	N;INDF;MASC;PL
سلالة	династията	سِلَالَة	династия	N;NOM;INDF;SG	N;DEF;FEM;SG
مسار	пистата	مَسَار	писта	N;NOM;INDF;SG	N;DEF;FEM;SG
مسار	траекторията	مَسَار	траектория	N;NOM;INDF;SG	N;DEF;FEM;SG
التفكير	мислене	تَفكِير	мислене	N;NOM;DEF;SG	N;INDF;NEUT;SG
طبقات	забулена	طَبَقَة	забуля-(се)	N;NOM;INDF;PL	V;PFV;INDF;FEM;SG;V.PTCP;PASS
التخطيط	диаграма	تَخطِيط	диаграма	N;NOM;DEF;SG	N;INDF;FEM;SG
التخطيط	планиране	تَخطِيط	планиране	N;NOM;DEF;SG	N;INDF;NEUT;SG
التخطيط	оформление	تَخطِيط	оформление	N;NOM;DEF;SG	N;INDF;NEUT;SG
التخطيط	подредба	تَخطِيط	подредба	N;NOM;DEF;SG	N;INDF;FEM;SG
مخطط	картона	مُخَطَّط	картон	N;NOM;INDF;SG	N;DEF;MASC;SG
سبع	седма	سَبعَة	седми	NUM;NOM;INDF;FEM	ADJ;INDF;FEM;SG
المحتوى	съдържание	المحتوى	съдържание	N;NOM;DEF;SG	N;INDF;NEUT;SG
العصبية	невронни	عَصَبِيَّة	невронен		ADJ;INDF;PL
غاز	газове	غَاز	газ	N;NOM;INDF;SG	N;INDF;MASC;PL
الداخل	вътрешно	دَاخِل	вътрешен	N;NOM;DEF;SG	ADV
الداخل	вътре	دَاخِل	вътре	N;NOM;DEF;SG	ADV
التعلم	учене	تَعَلُّم	учене	N;NOM;DEF;SG	N;INDF;NEUT;SG
التعلم	научи	تَعَلُّم	науча-(се)	N;NOM;DEF;SG	V;PFV;IMP;SG;2;FIN
التعلم	научете	تَعَلُّم	науча-(се)	N;NOM;DEF;SG	V;PFV;IMP;PL;2;FIN
فندق	хотелът	فُندُق	хотел	N;NOM;INDF;SG	N;DEF;MASC;SG
الدواء	лекарства	دَوَاء	лекарство	N;NOM;DEF;SG	N;INDF;NEUT;PL
الدواء	медицина	دَوَاء	медицина	N;NOM;DEF;SG	N;INDF;FEM;SG
الدواء	лекарство	دَوَاء	лекарство	N;NOM;DEF;SG	N;INDF;NEUT;SG
السائل	течност	سَائِل	течност	N;NOM;DEF;SG	N;INDF;FEM;SG
السائل	течни	سَائِل	течен	N;NOM;DEF;SG	ADJ;INDF;PL
السائل	течна	سَائِل	течен	N;NOM;DEF;SG	ADJ;INDF;FEM;SG
السائل	течност	سَائِل	течност	N;NOM;DEF;SG	N;INDF;FEM;SG
السائل	течно	سَائِل	течно	N;NOM;DEF;SG	ADV
السائل	течен	سَائِل	течен	N;NOM;DEF;SG	N;INDF;MASC;SG
توفيق	съгласуване	توفيق	съгласуване		N;INDF;NEUT;SG
توفيق	помирение	توفيق	помирение		N;INDF;NEUT;SG
المباشر	преки	مُبَاشِر	преки	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;PL
المباشر	директна	مُبَاشِر	директен	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;SG
المباشر	директно	مُبَاشِر	директно	ADJ;NOM;DEF;MASC;SG	ADV
المباشر	пряко	مُبَاشِر	пряко	ADJ;NOM;DEF;MASC;SG	ADV
المباشر	директен	مُبَاشِر	директен	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
بقايا	остатък	بَقِيَّة	остатък	N;NOM;INDF;PL	N;INDF;MASC;SG
مئات	стотици	مِئَة	стотица	NUM;NOM;INDF;PL	N;INDF;FEM;PL
القيم	ценности	قِيمَة	ценност	N;NOM;DEF;PL	N;INDF;FEM;PL
القيم	стойности	قِيمَة	стойност	N;NOM;DEF;PL	N;INDF;FEM;PL
بارك	благослови	بَارَك	благослов		V;PFV;IMP;SG;2;FIN
بارك	парк	بَارَك	парк		N;INDF;MASC;SG
بارك	park	بَارَك	park		ADJ
عالي	високи	عَالِي	висок	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;PL
عالي	високо	عَالِي	високо	ADJ;NOM;INDF;MASC;SG	ADV
المراجع	препратки	المراجع	препратка	N;NOM;DEF;PL	N;INDF;FEM;PL
المراجع	препоръки	المراجع	препоръка	N;NOM;DEF;PL	N;INDF;FEM;PL
المراجع	позовавания	المراجع	позовавам-(се)	N;NOM;DEF;PL	N;INDF;NEUT;PL
التحليل	анализиране	تَحلِيل	анализиране	N;NOM;DEF;SG	N;INDF;NEUT;SG
التحليل	анализи	تَحلِيل	анализ	N;NOM;DEF;SG	N;INDF;MASC;PL
التحليل	анализ	تَحلِيل	анализ	N;NOM;DEF;SG	N;INDF;MASC;SG
الحقبة	епоха	حِقبَة	епоха	N;NOM;DEF;SG	N;INDF;FEM;SG
الحقبة	ера	حِقبَة	ера	N;NOM;DEF;SG	N;INDF;FEM;SG
العنوان	заглавие	عُنوَان	заглавие	N;NOM;DEF;SG	N;INDF;NEUT;SG
العنوان	дял	عُنوَان	дял	N;NOM;DEF;SG	N;INDF;MASC;SG
العنوان	титла	عُنوَان	титла	N;NOM;DEF;SG	N;INDF;FEM;SG
العنوان	адрес	عُنوَان	адрес	N;NOM;DEF;SG	N;INDF;MASC;SG
خصوصا	особено	خُصُوص	особено	N;ACC;INDF;SG	ADV
خصوصا	специално	خُصُوص	специално	N;ACC;INDF;SG	ADV
رسمي	официално	رَسمِيّ	официално	ADJ;NOM;INDF;MASC;SG	ADV
رسمي	формално	رَسمِيّ	формално	ADJ;NOM;INDF;MASC;SG	ADV
رسمي	официално	رَسمِيّ	официално	ADJ;NOM;INDF;MASC;SG	ADV
الديني	религиозни	دِينِيّ	религиозен	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;PL
الديني	религиозно	دِينِيّ	религиозен	ADJ;NOM;DEF;MASC;SG	ADV
الديني	религиозен	دِينِيّ	религиозен	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
الديني	религиозна	دِينِيّ	религиозен	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;SG
الدنمارك	дания	دَنِمَارك	дания	N;NOM;DEF;SG	PROPN;INDF;FEM;SG
الهادي	пасифик	الهادي	пасифик		N;INDF;MASC;SG
قديم	древни	قَدِيم	древен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;PL
قديم	древен	قَدِيم	древен	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
قديم	древно	قَدِيم	древно	ADJ;NOM;INDF;MASC;SG	ADV
قديم	старо	قَدِيم	стар	ADJ;NOM;INDF;MASC;SG	ADV
قديم	стари	قَدِيم	стар	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;PL
النجاح	успех	نَجَاح	успех	N;NOM;DEF;SG	N;INDF;MASC;SG
النجاح	успехи	نَجَاح	успех	N;NOM;DEF;SG	N;INDF;MASC;PL
المركبات	возила	مَركَبَة	возило	N;NOM;DEF;PL	N;INDF;NEUT;PL
المركبات	автомобили	مَركَبَة	автомобил	N;NOM;DEF;PL	N;INDF;MASC;PL
القصص	истории	قِصَّة	история	N;NOM;DEF;PL	N;INDF;FEM;PL
القصص	разкази	قِصَّة	разказ	N;NOM;DEF;PL	N;INDF;MASC;PL
طن	тонове	طُنّ	тон	N;NOM;INDF;SG	N;INDF;MASC;PL
الطالب	студентка	طَالِب	студентка	N;NOM;DEF;SG	N;INDF;FEM;SG
الطالب	ученик	طَالِب	ученик	N;NOM;DEF;SG	N;INDF;MASC;SG
الطالب	ученичка	طَالِب	ученичка	N;NOM;DEF;SG	N;INDF;FEM;SG
الطالب	студент	طَالِب	студент	N;NOM;DEF;SG	N;INDF;MASC;SG
الجدول	маса	جَدوَل	маса	N;NOM;DEF;SG	N;INDF;FEM;SG
الجدول	масичка	جَدوَل	масичка	N;NOM;DEF;SG	N;INDF;FEM;SG
الجدول	таблица	جَدوَل	таблица	N;NOM;DEF;SG	N;INDF;FEM;SG
مانشستر	манчестър	مَانشِستَر	манчестър		N;INDF;MASC;SG
الجهد	усилие	جَهد	усилие	N;NOM;DEF;SG	N;INDF;NEUT;SG
الجهد	старание	جَهد	старание	N;NOM;DEF;SG	N;INDF;NEUT;SG
الجهد	усилия	جَهد	усилие	N;NOM;DEF;SG	N;INDF;NEUT;PL
الجهد	напрежение	جَهد	напрежение	N;NOM;DEF;SG	N;INDF;NEUT;SG
فريد	уникално	فريد	уникално		ADV
فريد	уникален	فريد	уникален		ADJ;INDF;MASC;SG
فريد	уникални	فريد	уникален		ADJ;INDF;PL
فريد	уникална	فريد	уникален		ADJ;INDF;FEM;SG
فريد	фред	فريد	фред		PROPN;INDF;MASC;SG
جابر	jabber	جابر	jabber		N;INDF;MASC;SG
جابر	джабер	جابر	джабер		N;INDF;MASC;SG
اخرى	друго	آخَر	друг	ADJ;NOM;INDF;FEM;SG	ADV
اخرى	други	آخَر	друг	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
البطل	шампион	بَطَل	шампион	N;NOM;DEF;SG	N;INDF;MASC;SG
البطل	херо	بَطَل	херо	N;NOM;DEF;SG	N;INDF;MASC;SG
البطل	герой	بَطَل	герой	N;NOM;DEF;SG	N;INDF;MASC;SG
البطل	шампион	بَطَل	шампион	N;NOM;DEF;SG	N;INDF;MASC;SG
البطل	шампионка	بَطَل	шампионка	N;NOM;DEF;SG	N;INDF;FEM;SG
الشروط	термини	شَرط	термин	N;NOM;DEF;PL	N;INDF;MASC;PL
الشروط	условия	شَرط	условие	N;NOM;DEF;PL	N;INDF;NEUT;PL
الشروط	изисквания	شَرط	изискване	N;NOM;DEF;PL	N;INDF;NEUT;PL
الشروط	състояния	شَرط	състояние	N;NOM;DEF;PL	N;INDF;NEUT;PL
الشروط	условия	شَرط	условие	N;NOM;DEF;PL	N;INDF;NEUT;PL
داخلية	интериор	دَاخِلِيّ	интериор	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
داخلية	вътрешно	دَاخِلِيّ	вътрешен	ADJ;NOM;INDF;FEM;SG	ADV
داخلية	вътрешно	دَاخِلِيّ	вътрешен	ADJ;NOM;INDF;FEM;SG	ADV
داخلية	вътрешни	دَاخِلِيّ	вътрешен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
داخلية	вътрешно	دَاخِلِيّ	вътрешен	ADJ;NOM;INDF;FEM;SG	ADV
داخلية	вътрешни	دَاخِلِيّ	вътрешен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
بالعربية	арабски	بَالِعربِيّ	арабски	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
بالعربية	арабска	بَالِعربِيّ	арабски	N;NOM;DEF;SG	ADJ;INDF;FEM;SG
العضوية	членство	عُضوِيَّة	членство	N;NOM;DEF;SG	N;INDF;NEUT;SG
العضوية	органични	عُضوِيَّة	органичен	N;NOM;DEF;SG	ADJ;INDF;PL
العضوية	органична	عُضوِيَّة	органичен	N;NOM;DEF;SG	ADJ;INDF;FEM;SG
العضوية	органичен	عُضوِيَّة	органичен	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
العضوية	органично	عُضوِيَّة	органичен	N;NOM;DEF;SG	ADV
الكنائس	църкви	كَنِيسَة	църква	N;NOM;DEF;PL	N;INDF;FEM;PL
الفنانين	творци	فَنَّان	творец	N;NOM;DEF;PL	N;INDF;MASC;PL
الفنانين	художници	فَنَّان	художник	N;NOM;DEF;PL	N;INDF;MASC;PL
الفنانين	изпълнители	فَنَّان	изпълнител	N;NOM;DEF;PL	N;INDF;MASC;PL
الفنانين	артисти	فَنَّان	артист	N;NOM;DEF;PL	N;INDF;MASC;PL
الفم	уста	فَمّ	уста	N;NOM;DEF;SG	N;INDF;FEM;SG
روى	рой	روى	рой	V;PFV;MASC;SG;3;ACT	PROPN;INDF;MASC;SG
المطار	летище	مَطَار	летище	N;NOM;DEF;SG	N;INDF;NEUT;SG
المحرك	двигатели	مُحَرَّك	двигател	N;NOM;DEF;SG	N;INDF;MASC;PL
المحرك	двигател	مُحَرَّك	двигател	N;NOM;DEF;SG	N;INDF;MASC;SG
المحرك	моторни	مُحَرَّك	моторен	N;NOM;DEF;SG	ADJ;INDF;PL
المحرك	двигател	مُحَرَّك	двигател	N;NOM;DEF;SG	N;INDF;MASC;SG
المحرك	мотор	مُحَرَّك	мотор	N;NOM;DEF;SG	N;INDF;MASC;SG
جنود	войниците	جُندِيّ	войник	N;NOM;INDF;PL	N;DEF;MASC;PL
السياحية	туристи	سِيَاحِيّ	турист	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;PL
السياحية	туристическа	سِيَاحِيّ	туристически	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;FEM;SG
السياحية	турист	سِيَاحِيّ	турист	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
السياحية	туристически	سِيَاحِيّ	туристически	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;MASC;SG
مينيسوتا	минесота	مينيسوتا	минеса		PROPN;INDF;FEM;SG
صحفي	журналист	صُحُفِيّ	журналист	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
صحفي	журналистка	صُحُفِيّ	журналистка	ADJ;NOM;INDF;MASC;SG	N;INDF;FEM;SG
القطع	рязане	قِطعَة	рязане	N;NOM;DEF;SG	N;INDF;NEUT;SG
القطع	бройки	قِطعَة	бройка	N;NOM;DEF;SG	N;INDF;FEM;PL
القطع	парченца	قِطعَة	парченц	N;NOM;DEF;SG	N;INDF;NEUT;PL
القطع	парчета	قِطعَة	парче	N;NOM;DEF;SG	N;INDF;NEUT;PL
جيل	джил	جِيل	джия-(се)	N;NOM;INDF;SG	PROPN;INDF;FEM;SG
اليومية	дневна	يَومِيّ	дневен	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;FEM;SG
اليومية	дневен	يَومِيّ	дневен	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;MASC;SG
اليومية	ежедневно	يَومِيّ	ежедневно	ADJ;NOM;DEF;FEM;SG	ADV
اليومية	дневно	يَومِيّ	дневен	ADJ;NOM;DEF;FEM;SG	ADV
التحالف	алианс	تَحَالُف	алианс	N;NOM;DEF;SG	N;INDF;MASC;SG
التحالف	съюз	تَحَالُف	съюз	N;NOM;DEF;SG	N;INDF;MASC;SG
التحالف	коалиция	تَحَالُف	коалиция	N;NOM;DEF;SG	N;INDF;FEM;SG
بنيت	построени	بَنَى	построя-(се)	V;PFV;FEM;SG;3;PASS	V;PFV;INDF;PL;V.PTCP;PASS
المتحركة	анимация	مُتَحَرِّك	анимация	N;NOM;DEF;SG	N;INDF;FEM;SG
الخلفية	фон	خَلفِيَّة	фон	N;NOM;DEF;SG	N;INDF;MASC;SG
الخلفية	контекст	خَلفِيَّة	контекст	N;NOM;DEF;SG	N;INDF;MASC;SG
الغلاف	прикритие	غِلَاف	прикритие	N;NOM;DEF;SG	N;INDF;NEUT;SG
الغلاف	корица	غِلَاف	корица	N;NOM;DEF;SG	N;INDF;FEM;SG
الغلاف	покритие	غِلَاف	покритие	N;NOM;DEF;SG	N;INDF;NEUT;SG
الغلاف	покриване	غِلَاف	покриване	N;NOM;DEF;SG	N;INDF;NEUT;SG
الميدان	поле	مَيدَان	поле	N;NOM;DEF;SG	N;INDF;NEUT;SG
الطويل	висок	طَوِيل	висок		ADJ;INDF;MASC;SG
الطويل	висока	طَوِيل	висок		ADJ;INDF;FEM;SG
الطويل	високи	طَوِيل	висок		ADJ;INDF;PL
الطويل	дълги	طَوِيل	дълъг		ADJ;INDF;PL
الطويل	дълго	طَوِيل	дълго		ADV
الطويل	дълъг	طَوِيل	дълъг		ADJ;INDF;MASC;SG
الطويل	лонг	طَوِيل	лонг		PROPN;INDF;MASC;SG
شيكاغو	чикаго	شِيكَاغُو	чикаго		PROPN;INDF;MASC;SG
الغابات	горски	غَابَة	горски	N;NOM;DEF;PL	ADJ;INDF;MASC;SG
الغابات	уудс	غَابَة	уудс	N;NOM;DEF;PL	PROPN;INDF;MASC;SG
الغابات	гори	غَابَة	гора	N;NOM;DEF;PL	N;INDF;FEM;PL
الغابات	форест	غَابَة	форест	N;NOM;DEF;PL	N;INDF;MASC;SG
الغابات	гора	غَابَة	гора	N;NOM;DEF;PL	N;INDF;FEM;SG
الغابات	горски	غَابَة	горски	N;NOM;DEF;PL	ADJ;INDF;MASC;SG
المجمع	съединение	مَجمَع	съединение	N;NOM;DEF;SG	N;INDF;NEUT;SG
التنفيذي	изпълнителна	تَنفِيذِيّ	изпълнителен	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;SG
التنفيذي	изпълнителни	تَنفِيذِيّ	изпълнителен	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;PL
جبهة	преден	جَبهَة	преден	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
جبهة	предни	جَبهَة	преден	N;NOM;INDF;SG	ADJ;INDF;PL
جبهة	отпред	جَبهَة	отпред	N;NOM;INDF;SG	ADV
جبهة	предна	جَبهَة	преден	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
جبهة	челото	جَبهَة	чело	N;NOM;INDF;SG	N;DEF;NEUT;SG
الشعراء	поетите	شَاعِر	поема	N;NOM;DEF;PL	ADJ;PFV;DEF;PL;V.PTCP;PASS
الشعراء	поети	شَاعِر	поема	N;NOM;DEF;PL	V;PFV;INDF;PL;V.PTCP;PASS
كشف	откриване	كَشَف	откриване	V;PFV;MASC;SG;3;ACT	N;INDF;NEUT;SG
كشف	разкриване	كَشَف	разкриване	V;PFV;MASC;SG;3;ACT	N;INDF;NEUT;SG
كشف	оповестяване	كَشَف	оповестяване	V;PFV;MASC;SG;3;ACT	N;INDF;NEUT;SG
كشف	разгласяване	كَشَف	разгласяване	V;PFV;MASC;SG;3;ACT	N;INDF;NEUT;SG
روس	рос	رُوس	рос		PROPN;INDF;MASC;SG
قرابة	родство	قُرَابَةَ	родство	ADP;NOM	N;INDF;NEUT;SG
فرض	внушителен	فَرَض	внушителен	V;PFV;MASC;SG;3;ACT	ADJ;INDF;MASC;SG
فرض	налагане	فَرَض	налагане	V;PFV;MASC;SG;3;ACT	N;INDF;NEUT;SG
فرض	наложена	فَرَض	наложа-(се)	V;PFV;MASC;SG;3;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
فرض	наложено	فَرَض	наложа-(се)	V;PFV;MASC;SG;3;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
فرض	наложен	فَرَض	наложа-(се)	V;PFV;MASC;SG;3;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
فرض	наложени	فَرَض	наложа-(се)	V;PFV;MASC;SG;3;ACT	V;PFV;INDF;PL;V.PTCP;PASS
فرض	налагането	فَرَض	налагане	V;PFV;MASC;SG;3;ACT	N;DEF;NEUT;SG
فرض	налагане	فَرَض	налагане	V;PFV;MASC;SG;3;ACT	N;INDF;NEUT;SG
مرتبطة	свързани	مُرتَبِط	свържа	ADJ;NOM;INDF;FEM;SG	V;PFV;INDF;PL;V.PTCP;PASS
مرتبطة	свързан	مُرتَبِط	свържа	ADJ;NOM;INDF;FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
مرتبطة	свързано	مُرتَبِط	свържа	ADJ;NOM;INDF;FEM;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
مرتبطة	свързана	مُرتَبِط	свържа	ADJ;NOM;INDF;FEM;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
مرتبطة	свързани	مُرتَبِط	свържа	ADJ;NOM;INDF;FEM;SG	V;PFV;INDF;PL;V.PTCP;PASS
الطلبة	студенти	طَالِب	студент	N;NOM;DEF;PL	N;INDF;MASC;PL
الطلبة	ученици	طَالِب	ученик	N;NOM;DEF;PL	N;INDF;MASC;PL
الليبية	либия	لِيبِيَّة	либия	N;NOM;DEF;SG	N;INDF;FEM;SG
الليبية	либийските	لِيبِيَّة	либийски	N;NOM;DEF;SG	ADJ;DEF;PL
البيض	яйца	بَيض	яйце	N;NOM;DEF;SG	N;INDF;NEUT;PL
البيض	яйцата	بَيض	яйце	N;NOM;DEF;SG	N;DEF;NEUT;PL
الوقود	горива	وَقُود	гориво	N;NOM;DEF;SG	N;INDF;NEUT;PL
الوقود	гориво	وَقُود	гориво	N;NOM;DEF;SG	N;INDF;NEUT;SG
النقد	критика	نَقد	критика	N;NOM;DEF;SG	N;INDF;FEM;SG
النقد	критики	نَقد	критика	N;NOM;DEF;SG	N;INDF;FEM;PL
الاستعمار	колонизация	اِستِعمَار	колонизация	N;NOM;DEF;SG	N;INDF;FEM;SG
قوى	силни	قُوَّة	силен	N;NOM;INDF;PL	ADJ;INDF;PL
قوى	силен	قُوَّة	силен	N;NOM;INDF;PL	ADJ;INDF;MASC;SG
قوى	силно	قُوَّة	силно	N;NOM;INDF;PL	ADV
قوى	силна	قُوَّة	силен	N;NOM;INDF;PL	ADJ;INDF;FEM;SG
قوى	мощен	قُوَّة	мощен	N;NOM;INDF;PL	ADJ;INDF;MASC;SG
قوى	мощно	قُوَّة	мощен	N;NOM;INDF;PL	ADV
قوى	мощна	قُوَّة	мощен	N;NOM;INDF;PL	ADJ;INDF;FEM;SG
الجغرافية	география	جُغرَافِيّ	география	ADJ;NOM;DEF;FEM;SG	N;INDF;FEM;SG
الشيوعي	комунист	شُيُوعِيّ	комунист	N;NOM;DEF;SG	N;INDF;MASC;SG
الشيوعي	комунистическа	شُيُوعِيّ	комунистически	N;NOM;DEF;SG	ADJ;INDF;FEM;SG
الشيوعي	комунистически	شُيُوعِيّ	комунистически	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
سجن	затворът	سِجن	затвор	N;NOM;INDF;SG	N;DEF;MASC;SG
سجن	затвора	سِجن	затвор	N;NOM;INDF;SG	N;DEF;MASC;SG
المعايير	критерии	مِعيَار	критерий	N;NOM;DEF;PL	N;INDF;MASC;PL
المعايير	стандарти	مِعيَار	стандарт	N;NOM;DEF;PL	N;INDF;MASC;PL
صفوف	класовете	صَفّ	клас	N;NOM;INDF;PL	N;DEF;MASC;PL
الزوج	съпруг	زَوج	съпруг	N;NOM;DEF;SG	N;INDF;MASC;SG
عمران	имран	عمران	имран		N;INDF;MASC;SG
الزاوية	ъгъл	زَاوِيَة	ъгъл	N;NOM;DEF;SG	N;INDF;MASC;SG
الزاوية	ъгъл	زَاوِيَة	ъгъл	N;NOM;DEF;SG	N;INDF;MASC;SG
الكويكبات	астероиди	الكويكبات	астероид		N;INDF;MASC;PL
جميلة	прекрасни	جَمِيل	прекрасен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
جميلة	красиво	جَمِيل	красиво	ADJ;NOM;INDF;FEM;SG	ADV
جميلة	прекрасни	جَمِيل	прекрасен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
خسائر	загубите	خَسَارَة	загуба	N;NOM;INDF;PL	N;DEF;FEM;PL
البكتيريا	бактерия	البكتيريا	бактерия		N;INDF;FEM;SG
البكتيريا	бактерии	البكتيريا	бактерия		N;INDF;FEM;PL
اضطرابات	турбуленция	اِضطِرَاب	турбуленция	N;NOM;INDF;PL	N;INDF;FEM;SG
اضطرابات	бунт	اِضطِرَاب	бунт	N;NOM;INDF;PL	N;INDF;MASC;SG
الديانة	религия	دِيَانَة	религия	N;NOM;DEF;SG	N;INDF;FEM;SG
الرياح	вятърна	رِيح	вятърна	N;NOM;DEF;PL	N;INDF;FEM;SG
الرياح	вятър	رِيح	вятър	N;NOM;DEF;PL	N;INDF;MASC;SG
الرياح	вятъра	رِيح	вятър	N;NOM;DEF;PL	N;DEF;MASC;SG
اقتصادية	икономическо	اِقتِصَادِيّ	икономически	ADJ;NOM;INDF;FEM;SG	ADV
التقدم	прогрес	تَقَدُّم	прогрес	N;NOM;DEF;SG	N;INDF;MASC;SG
التقدم	напредък	تَقَدُّم	напредък	N;NOM;DEF;SG	N;INDF;MASC;SG
المهندس	инжинер	مُهَندِس	инжинер	N;NOM;DEF;SG	N;INDF;MASC;SG
المهندس	инженер	مُهَندِس	инженер	N;NOM;DEF;SG	N;INDF;MASC;SG
اليسار	ляво	يَسَار	ляв	N;NOM;DEF;SG	ADV
اليسار	ляв	يَسَار	ляв	N;NOM;DEF;SG	N;INDF;MASC;SG
اليسار	наляво	يَسَار	наляво	N;NOM;DEF;SG	ADV
رعاية	грижи	رِعَايَة	грижа	N;NOM;INDF;SG	N;INDF;FEM;PL
روح	дух	رُوح	дух		N;INDF;MASC;SG
روح	душа	رُوح	душа		N;INDF;FEM;SG
روح	соул	رُوح	соул		N;INDF;MASC;SG
روح	душата	رُوح	душа		N;DEF;FEM;SG
المقاطعات	райони	مُقَاطَعَة	район	N;NOM;DEF;PL	N;INDF;MASC;PL
المقاطعات	области	مُقَاطَعَة	област	N;NOM;DEF;PL	N;INDF;FEM;PL
المقاطعات	квартали	مُقَاطَعَة	квартал	N;NOM;DEF;PL	N;INDF;MASC;PL
المقاطعات	провинции	مُقَاطَعَة	провинция	N;NOM;DEF;PL	N;INDF;FEM;PL
العدل	справедливост	عَدل	справедливост	N;NOM;DEF;SG	N;INDF;FEM;SG
العدل	правосъдие	عَدل	правосъдие	N;NOM;DEF;SG	N;INDF;NEUT;SG
العدل	правда	عَدل	правда	N;NOM;DEF;SG	N;INDF;FEM;SG
دراج	колоездач	دَرَّاج	колоездач		N;INDF;MASC;SG
القرون	столетия	قَرن	столетие	N;NOM;DEF;PL	N;INDF;NEUT;PL
القرون	векове	قَرن	век	N;NOM;DEF;PL	N;INDF;MASC;PL
القرون	рога	قَرن	рога	N;NOM;DEF;PL	N;INDF;NEUT;PL
عرضت	предложени	عَرَض	предложа	V;PFV;FEM;SG;3;ACT	V;PFV;INDF;PL;V.PTCP;PASS
عرضت	предложен	عَرَض	предложа	V;PFV;FEM;SG;3;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
عرضت	предложена	عَرَض	предложа	V;PFV;FEM;SG;3;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
عرضت	предложено	عَرَض	предложа	V;PFV;FEM;SG;3;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
تعليمية	образователно	تَعلِيمِيّ	образователно	ADJ;NOM;INDF;FEM;SG	ADV
تعليمية	образователни	تَعلِيمِيّ	образователен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
تصنيع	индустриализацията	تَصنِيع	индустриализация	N;NOM;INDF;SG	N;DEF;FEM;SG
حديثة	модерно	حَدِيث	модерно	ADJ;NOM;INDF;FEM;SG	ADV
حديثة	модерни	حَدِيث	модерен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
حديثة	съвременно	حَدِيث	съвременно	ADJ;NOM;INDF;FEM;SG	ADV
حديثة	скорошни	حَدِيث	скорошен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
حديثة	скорошно	حَدِيث	скорошен	ADJ;NOM;INDF;FEM;SG	ADV
حديثة	отскоро	حَدِيث	отскоро	ADJ;NOM;INDF;FEM;SG	ADV
المتعددة	множествена	مُتَعَدِّد	множествен	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;FEM;SG
المتعددة	многобройни	مُتَعَدِّد	многоброен	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;PL
