loại	क़िस्म	loại	कठिस्म	N	
thiếu	अनुपलब्ध	thiếu	अनुपलब्ध	V	
thiếu	अनुपस्थित	thiếu	अनुपस्थित	V	N;NOM;MASC;SG;3
thiếu	लापता	thiếu	लापता	V	ADJ
hết	सबकुछ	hết	सबकुछ	V	
hết	सभी	hết	सब	V	PRO;NOM;3
hết	सब	hết	सब	V	N;NOM;MASC;SG;3
hán	हान	hán	हान	N	
hầu	लगभग	hầu	लगभग		PART
tuyến	लीनियर	tuyến	लीनियर	N	
tuyến	लाइबेरिया	tuyến	लाइबेरिया	N	PROPN;NOM;MASC;SG;3
tuyến	रेखीय	tuyến	रेखीय	N	
tuyến	लीनियर	tuyến	लीनियर	N	
karnataka	कर्नाटक	karnataka	कर्नाटक	N	PROPN;NOM;MASC;SG;3
gốc	मूल	gốc	मूल		N;NOM;MASC;SG;3
gốc	असली	gốc	असली		ADJ;NOM
rêu	मॉस	rêu	मॉस	N	
ninh	निंग	ninh	निंग	N	
trùng	डुप्लिकेट	trùng	डुप्लिकेट	V	N;NOM;MASC;SG;3
trùng	अनुकृति	trùng	अनुकृति	V	N;NOM;FEM;SG;3
trùng	नकल	trùng	नकल	V	
thượng	शांग	thượng	शांग	N	PROPN;NOM;MASC;SG;3
giang	जांग	giang	जांग	N	
đĩa	डिस्क	đĩa	डिस्क		N;NOM;MASC;SG;3
đĩa	प्लेट	đĩa	प्लेट		N;NOM;FEM;SG;3
đĩa	तख़्ता	đĩa	तख़्ता		PROPN;NOM;MASC;SG;3
đĩa	थाली	đĩa	थाला		N;NOM;FEM;SG;3
đĩa	डिस्क	đĩa	डिस्क		N;NOM;MASC;SG;3
đĩa	तश्तरी	đĩa	तश्तरी		N;NOM;FEM;SG;3
khỏi	से	khỏi	से	V	
khỏi	इससे	khỏi	यह	V	PRO;SG;3
tưởng	विचार	tưởng	विचार	V	N;NOM;MASC;SG;3
lâm	लाम	lâm	लाम	N	
lâm	लिन	lâm	लिन	N	PROPN;NOM;MASC;SG;3
vàng	सोना	vàng	सोना	N	
vàng	गोल्ड	vàng	गोल्ड	N	
vàng	स्वर्ण	vàng	स्वर्ण	N	
vàng	सुनहरा	vàng	सुनहरा	N	ADJ;NOM;MASC;SG
quang	क्वांग	quang	क्वांग	N	
hàn	कोरियाई	hàn	कोरियाई	N	PROPN;NOM;MASC;SG;3
hàn	कोरिया	hàn	कोरिया	N	PROPN;NOM;MASC;SG;3
hàn	कोरियाई	hàn	कोरियाई	N	PROPN;NOM;MASC;SG;3
hàn	हान	hàn	हान	N	
ngay	तुरन्त	ngay	तुरन्त	PART	
ngay	फौरन	ngay	फौरन	PART	ADV
ngay	तुरंत	ngay	तुरंत	PART	ADV
ngay	तत्काल	ngay	तत्काल	PART	ADV
ngay	अब	ngay	अब	PART	PRO;NOM
ngay	अभी	ngay	अभी	PART	PRO;NOM
cận	कार्डिनल	cận	कार्डिनल	V	PROPN;NOM;MASC;SG;3
đậu	सेम	đậu	सेम	V	
đậu	सेम	đậu	सेम	V	
đậu	प्रार्थना	đậu	प्रार्थना	V	N;NOM;FEM;SG;3
đậu	प्रार्थनाएं	đậu	प्रार्थना	V	N;NOM;FEM;PL;3
khách	विज़िट	khách	विज़िट	N	
địch	प्रतिकूल	địch	प्रतिकूल	N	PROPN;NOM;SG;3
địch	विरोधी	địch	विरोधी	N	ADJ
thánh	पवित्र	thánh	पवित्र	N	ADJ
thánh	पावन	thánh	पावन	N	
trẻ	यंग	trẻ	यंग	N	
thơ	कविता	thơ	कविता	N	PROPN;NOM;FEM;SG;3
thơ	कविता	thơ	कविता	N	PROPN;NOM;FEM;SG;3
phó	डिप्टी	phó	डिप्टी		N;NOM;MASC;SG;3
phó	वाइस	phó	वाइस		N;NOM;MASC;SG;3
trai	छोरा	trai	छोरा	N	
trai	लडका	trai	लडक	N	
trai	बॉय	trai	बॉय	N	
trai	लाडला	trai	लाडला	N	PROPN;NOM;MASC;SG;3
trai	सोन	trai	सोन	N	PROPN;NOM;FEM;SG;3
cải	उपहार	cải	उपहार	N	PROPN;NOM;MASC;SG;3
cải	ब्रोकोली	cải	ब्रोकोली	N	PROPN;NOM;MASC;SG;3
chạy	कार्यशील	chạy	कार्यशील	V	N;NOM;MASC;SG;3
chạy	ड्राइव	chạy	ड्राइव	V	N;NOM;MASC;SG;3
tuyên	घोषित	tuyên	घोषित	V	ADJ
thuận	शुन	thuận	शुन	ADJ	
thuận	डील	thuận	डील	ADJ	PROPN;NOM;MASC;SG;3
thuận	सौदा	thuận	सौदा	ADJ	N;NOM;MASC;SG;3
thuận	सौदे	thuận	सौदा	ADJ	N;NOM;MASC;PL;3
nông	किसानो	nông	किसानो	N	
tức	तत्काल	tức	तत्काल		ADV
tức	तत्काल	tức	तत्काल		ADV
tức	तात्कालिक	tức	तात्कालिक		PROPN;NOM;SG;3
tức	सुर	tức	सुर		N;NOM;MASC;SG;3
tức	सूर	tức	सूर		PROPN;NOM;MASC;SG;3
bảng	टेबल	bảng	टेबल	N	
bảng	मेज़	bảng	मेज	N	
bảng	तालिका	bảng	तालिका	N	
bảng	पाउण्ड	bảng	पाउण्ड	N	NUM
bảng	बिसात	bảng	बिसात	N	
bảng	टेबल	bảng	टेबल	N	
phú	फंकी	phú	फंक	N	V;MASC;SG;FIN;ACT
truy	अथक	truy	अथक	V	
cực	बहुत	cực	बहुत		DET
cực	ध्रुवीय	cực	ध्रुवीय		PROPN;NOM;SG;3
cực	ध्रुव	cực	ध्रुव		PROPN;NOM;MASC;SG;3
lương	liang	lương	liang	N	
mét	गज	mét	गज	N	
lâu	long	lâu	long	ADJ	
blank	खाली	blank	खाली	V	ADJ
blank	रिक्त	blank	रिक्त	V	
bại	पराजित	bại	पराजित	V	ADJ
bại	हार	bại	हार	V	N;NOM;FEM;SG;3
bại	शिकस्त	bại	शिकस्त	V	N;NOM;FEM;SG;3
chu	शायद	chu	शायद		ADV
chu	संभवतः	chu	संभवतः		ADV
chu	झोऊ	chu	झोऊ		PROPN;NOM;MASC;SG;3
chuyên	विशेषज्ञ	chuyên	विशेषज्ञ	ADJ	N;NOM;MASC;PL;3
lai	भविष्य	lai	भविष्य		N;NOM;MASC;SG;3
lai	lai	lai	lai		PROPN;NOM;MASC;SG;3
san	सान	san	सान		PROPN;NOM;MASC;SG;3
san	सैन	san	सैन		PROPN;NOM;MASC;SG;3
nền	पृष्ठभूमि	nền	पृष्ठभूमि		N;NOM;FEM;SG;3
quần	पतलून	quần	पतलून	N	PROPN;NOM;MASC;SG;3
cúc	cuc	cúc	cuc	N	
style	शैली	style	शैली		N;NOM;FEM;SG;3
style	अंदाज़	style	अंदाज़		N;NOM;MASC;SG;3
style	स्टाइल	style	स्टाइल		N;NOM;MASC;SG;3
song	जुड़वां	song	जुड़वां	CONJ	N;NOM;MASC;SG;3
song	जुड़वा	song	जुड़वा	CONJ	PROPN;NOM;MASC;SG;3
song	अभिभावक	song	अभिभावक	CONJ	N;NOM;MASC;SG;3
song	गीत	song	गीत	CONJ	N;NOM;MASC;PL;3
song	गाना	song	गाना	CONJ	N;NOM;MASC;SG;3
song	सोंग	song	सोंग	CONJ	
giai	राग	giai	राग		N;NOM;MASC;SG;3
quay	घूर्णन	quay	घूर्णन	V	N;NOM;MASC;SG;3
quay	बारी	quay	बारी	V	N;NOM;FEM;SG;3
quay	परिक्रमण	quay	परिक्रमण	V	N;NOM;MASC;SG;3
quay	घुमाव	quay	घुमाव	V	N;NOM;MASC;SG;3
quay	घूर्णन	quay	घूर्णन	V	N;NOM;MASC;SG;3
quay	रोटेशन	quay	रोटेशन	V	N;NOM;MASC;SG;3
quay	स्पिन	quay	स्पिन	V	N;NOM;MASC;SG;3
xuân	बसंत	xuân	बसंत	N	PROPN;NOM;MASC;SG;3
xuân	वसंत	xuân	वसंत	N	PROPN;NOM;MASC;SG;3
xuân	वसन्त	xuân	वसन्त	N	PROPN;NOM;MASC;SG;3
trúc	panda	trúc	panda	N	PROPN;NOM;MASC;SG;3
trúc	पांडा	trúc	पांडा	N	
american	अमेरिकन	american	अमेरिकन	N	PROPN;NOM;MASC;SG;3
american	अमेरिकी	american	अमेरिकी	N	PROPN;NOM;SG;3
american	अमरीकी	american	अमरीकी	N	ADJ
rừng	वुड्स	rừng	वुड्स	N	PROPN;NOM;MASC;SG;3
rừng	वन	rừng	वन	N	
thưởng	बोनस	thưởng	बोनस	V	PROPN;NOM;MASC;SG;3
thưởng	पुरस्कार	thưởng	पुरस्कार	V	N;NOM;MASC;SG;3
thưởng	सवाब	thưởng	सवाब	V	N;NOM;MASC;SG;3
thưởng	पुरस्कृत	thưởng	पुरस्कृत	V	PROPN;NOM;MASC;SG;3
list	सूची	list	सूची	ADJ	N;NOM;FEM;SG;3
xuống	नीचे	xuống	नीचे	V	ADV;NOM;MASC;SG;3
xuống	bas	xuống	bas	V	
toán	गणित	toán	गणित	N	
toán	गणित	toán	गणित	N	
toán	मैथ	toán	मैथ	N	
toán	maths	toán	maths	N	
toán	गणित	toán	गणित	N	
đứng	खड़ी	đứng	खड़ा	V	ADJ;NOM;FEM;SG
đứng	खड़े	đứng	खडा	V	ADJ;NOM;MASC;PL
đứng	खड़ा	đứng	खडा	V	ADJ;NOM;MASC;SG
đứng	स्टैंड	đứng	स्टैंड	V	N;NOM;MASC;SG;3
truyện	पढ़ना	truyện	पढ़	N	V;MASC;NFIN;ACT
truyện	पढना	truyện	पढ	N	V;NFIN;ACT
môn	सूक्ष्म	môn	सूक्ष्म	N	
môn	हल्का	môn	हल्का	N	ADJ;NOM;MASC;SG
phóng	पैमाना	phóng	पैमाना	V	N;NOM;MASC;SG;3
phóng	मापक	phóng	मापक	V	N;NOM;MASC;SG;3
phóng	स्केल	phóng	स्केल	V	N;NOM;MASC;SG;3
phóng	लांच	phóng	लांच	V	N;NOM;MASC;SG;3
phóng	लॉन्च	phóng	लॉन्च	V	N;NOM;MASC;SG;3
đốc	गवर्नर	đốc	गवर्नर		N;NOM;MASC;SG;3
đốc	राज्यपाल	đốc	राज्यपाल		PROPN;NOM;MASC;SG;3
khởi	आरंभ	khởi	आरम्भ	V	
khởi	प्रारंभ	khởi	प्रारंभ	V	N;NOM;MASC;SG;3
bầu	मतदान	bầu	मतदान	V	N;NOM;MASC;SG;3
bầu	गर्भवती	bầu	गर्भवती	V	ADJ;NOM
mềm	नर्म	mềm	नर्म	N	
mềm	मुलायम	mềm	मुलायम	N	PROPN;NOM;MASC;SG;3
mềm	नरम	mềm	नरम	N	
cha	चचा	cha	चचा	N	
cha	father	cha	father	N	
cha	cha	cha	cha	N	PROPN;NOM;MASC;SG;3
cha	चा	cha	चा	N	
giết	हत्या	giết	हत्या	V	N;NOM;FEM;SG;3
giết	किल	giết	किल	V	PROPN;NOM;MASC;SG;3
giết	क़त्ल	giết	क़त्ल	V	N;NOM;MASC;SG;3
giết	हत्या	giết	हत्या	V	N;NOM;FEM;SG;3
nhanh	त्वरित	nhanh	त्वरित	ADJ	PROPN;NOM;SG;3
nhanh	क्विक	nhanh	क्विक	ADJ	
nhanh	जल्दी	nhanh	जल्दी	ADJ	ADV
nhanh	तीव्र	nhanh	तीव्र	ADJ	
nhanh	फास्ट	nhanh	फास्ट	ADJ	
nhanh	फ़ास्ट	nhanh	फाास्ट	ADJ	
nhanh	तेज़	nhanh	तेज़	ADJ	
nhanh	जल्दी	nhanh	जल्दी	ADJ	ADV
thấp	निम्न	thấp	निम्न	ADJ	
thấp	कम	thấp	कम	ADJ	DET
kiểu	क़िस्म	kiểu	कठिस्म	N	
hương	taste	hương	taste	N	
súng	गन	súng	गन	N	
nghiệm	प्रयोग	nghiệm	प्रयोग	V	N;NOM;MASC;SG;3
tối	गहरा	tối	गहरा	N	ADJ;NOM;MASC;SG
giảm	कम	giảm	कम	V	DET
bắn	गोलीबारी	bắn	गोलीबारी	V	N;NOM;FEM;SG;3
bắn	shooting	bắn	shooting	V	N;NOM;MASC;SG;3
bắn	शूटिंग	bắn	शूटिंग	V	N;NOM;FEM;SG;3
bắn	गोली	bắn	गोली	V	N;NOM;FEM;SG;3
bắn	शॉट	bắn	शॉट	V	N;NOM;MASC;SG;3
bắn	फायरिंग	bắn	फायरिंग	V	N;NOM;FEM;SG;3
đôi	जोड़ी	đôi	जोड़ी	NUM	V;PFV;FEM;SG;V.PTCP;ACT
đôi	दोहरा	đôi	दोहरा	NUM	ADJ;NOM;MASC;SG
đôi	डबल	đôi	डबल	NUM	
đôi	जोड़ा	đôi	जोड़	NUM	V;PFV;MASC;SG;V.PTCP;ACT
đôi	जोड़ी	đôi	जोड़ी	NUM	V;PFV;FEM;SG;V.PTCP;ACT
đôi	युगल	đôi	युगल	NUM	PROPN;NOM;MASC;SG;3
đôi	युगल	đôi	युगल	NUM	PROPN;NOM;MASC;SG;3
gái	girls	gái	girls	N	
mạch	नब्ज	mạch	नब्ज	N	
mạch	पल्स	mạch	पल्स	N	
lĩnh	ब्रुश	lĩnh	ब्रुश	N	
mắt	आँखे	mắt	आँख	N	V;SBJV;FIN;ACT
mắt	आंख	mắt	आंख	N	
cáo	फॉक्स	cáo	फॉक्स	N	PROPN;NOM;MASC;SG;3
tam	टैम	tam	टैम	N	
sai	ग़लत	sai	ग़लत	ADJ	
sai	त्रुटि	sai	त्रुटि	ADJ	N;NOM;MASC;SG;3
sai	गलती	sai	गलती	ADJ	N;NOM;FEM;SG;3
sửa	संपादन	sửa	संपादन	V	N;NOM;MASC;SG;3
sửa	सुधार	sửa	सुधार	V	N;NOM;MASC;SG;3
dựa	आधारित	dựa	आधारित	V	ADJ
lửa	अग्नि	lửa	अग्नि	N	PROPN;NOM;FEM;SG;3
lửa	लौ	lửa	लौ	N	
lửa	ज्वाला	lửa	ज्वाला	N	PROPN;NOM;FEM;SG;3
tuyển	भर्ती	tuyển	भर्ती	V	N;NOM;FEM;SG;3
trương	झी	trương	झा	N	
ngành	उसकी	ngành	वह	N	PRO;FEM;SG;3
ngành	उसका	ngành	वह	N	PRO;MASC;SG;3
ngành	उसके	ngành	वह	N	PRO;MASC;SG;3
isbn	isbn	isbn	ओप		PROPN;NOM;MASC;SG;3
trắng	सफेद	trắng	सफेद	N	
trắng	श्वेत	trắng	श्वेत	N	
đọc	लेस	đọc	लेस	V	
xung	आवेग	xung	आवेग	V	N;NOM;MASC;SG;3
xung	संघर्ष	xung	संघर्ष	V	N;NOM;MASC;SG;3
xung	विरोध	xung	विरोध	V	N;NOM;MASC;SG;3
hại	नुक़सान	hại	नुक़सान	V	N;NOM;MASC;SG;3
hại	चोट	hại	चोट	V	N;NOM;FEM;SG;3
hại	आहत	hại	आहत	V	PROPN;NOM;MASC;SG;3
hại	ठेस	hại	ठेस	V	
nhìn	dekh	nhìn	dekh	V	PROPN;NOM;MASC;SG;3
quý	लेडीज	quý	लेडीज	N	
quý	अनमोल	quý	अनमोल	N	
hưng	लटका	hưng	लटका	N	V;PFV;MASC;SG;V.PTCP;ACT
luyện	प्रशिक्षण	luyện	प्रशिक्षण	V	N;NOM;MASC;SG;3
thật	असली	thật	असली	PART	ADJ;NOM
thật	यथार्थ	thật	यथार्थ	PART	ADV
thật	रीयल	thật	रीयल	PART	N;NOM;MASC;SG;3
thật	वास्तविक	thật	वास्तविक	PART	ADJ;NOM
thật	रियल	thật	रियल	PART	N;NOM;MASC;SG;3
thật	सच	thật	सच	PART	N;NOM;MASC;SG;3
thật	सही	thật	सही	PART	ADJ
thật	सच्चा	thật	सच्चा	PART	PROPN;NOM;MASC;SG;3
thật	सत्य	thật	सत्य	PART	
thật	सच	thật	सच	PART	N;NOM;MASC;SG;3
thật	सच्चाई	thật	सच्चाई	PART	N;NOM;FEM;SG;3
thật	सचमुच	thật	सचमुच	PART	
thật	वाकई	thật	वाकई	PART	
kéo	खींचो	kéo	खींचो	V	
kéo	कैंची	kéo	कैंची	V	
kéo	कश	kéo	कश	V	N;NOM;MASC;SG;3
đen	ब्लैक	đen	ब्लैक	ADJ	
xin	please	xin	please	V	N;NOM;MASC;SG;3
xin	प्लीज	xin	प्लीज	V	
saint	संत	saint	संत		N;NOM;MASC;SG;3
mực	स्क्विड	mực	स्क्विड	N	
mực	स्याही	mực	स्याही	N	
trời	आसमानी	trời	आसमानी	N	
trời	आसमां	trời	आसमां	N	PROPN;NOM;MASC;SG;3
trả	अदा	trả	अदा	V	ADJ
niệm	कलाकृतियां	niệm	कलाकृति	V	N;NOM;FEM;PL;3
luôn	हमेशा	luôn	हमेशा		ADV
luôn	सदा	luôn	सदा		
góp	योगदान	góp	योगदान	V	N;NOM;MASC;SG;3
côn	क्लच	côn	क्लच	N	
côn	स्टिल	côn	स्टिल	N	
thạch	जेली	thạch	जेली	N	
thạch	shi	thạch	shi	N	
phúc	जेसन	phúc	जेसन	N	PROPN;NOM;MASC;SG;3
phúc	हैप्पी	phúc	हैप्पी	N	
phúc	मुबारक	phúc	मुबारक	N	PROPN;NOM;MASC;SG;3
phúc	खुश	phúc	खुश	N	ADJ
phúc	प्रसन्न	phúc	प्रसन्न	N	PROPN;NOM;MASC;SG;3
sâu	दीप	sâu	दीप	ADJ	PROPN;NOM;MASC;SG;3
khó	हार्ड	khó	हार्ड	ADJ	
khó	कठिन	khó	कठिन	ADJ	ADP
khó	मेहनत	khó	मेहनत	ADJ	N;NOM;FEM;SG;3
khó	मुश्किल	khó	मुश्किल	ADJ	
khó	कठिन	khó	कठिन	ADJ	ADP
khó	मुश्किल	khó	मुश्किल	ADJ	
cục	ब्यूरो	cục	ब्यूरो		N;NOM;MASC;SG;3
cục	एफबीआई	cục	एफबीआई		PROPN;NOM;MASC;SG;3
cục	अतिरिक्त	cục	अतिरिक्त		N;NOM;MASC;SG;3
kịch	नाटकीय	kịch	नाटकीय	N	ADJ;NOM
rút	खींचो	rút	खींचो	V	
ngọc	जेड	ngọc	जेड	N	
ngọc	ज्वेल	ngọc	ज्वेल	N	
ngọc	गहना	ngọc	गहना	N	PROPN;NOM;MASC;SG;3
club	क्लब	club	क्लब		N;NOM;MASC;SG;3
club	क्लबों	club	क्लब		N;ACC;MASC;PL;3
top	ऊपर	top	ऊपर		ADV;NOM;MASC;SG;3
top	शीर्ष	top	शीर्ष		N;NOM;MASC;SG;3
tải	लोड	tải	लोड	V	N;NOM;MASC;SG;3
tải	लोडिंग	tải	लोडिंग	V	N;NOM;FEM;SG;3
tải	लदान	tải	लदान	V	
wikipedia	विकिपीडिया	wikipedia	विकिपीडिया	V	PROPN;NOM;MASC;SG;3
ngô	मक्की	ngô	मक्की	N	
ngô	मकई	ngô	मकई	N	
phật	बीट	phật	बीट	N	
phật	ताल	phật	ताल	N	
phật	बुद्ध	phật	बुद्ध	N	PROPN;NOM;MASC;SG;3
nghi	संदिग्धों	nghi	संदिग्ध	V	N;ACC;MASC;PL;3
thừa	रेनो	thừa	रेनो	ADJ	PROPN;NOM;MASC;SG;3
thừa	अनावश्यक	thừa	अनावश्यक	ADJ	ADP
hùng	hero	hùng	hero	N	PROPN;NOM;MASC;SG;3
hùng	नायक	hùng	नायक	N	PROPN;NOM;MASC;SG;3
buộc	बल	buộc	बल	V	N;NOM;MASC;SG;3
buộc	फ़ोर्स	buộc	फानर्स	V	N;NOM;FEM;SG;3
sóng	वेव	sóng	वेव	N	
caps	कैप्स	caps	कैप्स		
đăng	पोस्ट	đăng	पोस्ट	V	N;NOM;FEM;SG;3
đăng	पोस्टिंग	đăng	पोस्टिंग	V	N;NOM;FEM;SG;3
đăng	प्रकाशित	đăng	प्रकाशित	V	ADJ
kiếm	तलवारों	kiếm	तलवार	V	N;ACC;MASC;PL;3
kiếm	तलवार	kiếm	तलवार	V	N;NOM;FEM;SG;3
bụng	पेट	bụng	पेट	ADJ	N;NOM;MASC;SG;3
bụng	बेली	bụng	बेली	ADJ	
bụng	पेट	bụng	पेट	ADJ	N;NOM;MASC;SG;3
bụng	उदर	bụng	उदर	ADJ	N;NOM;MASC;SG;3
nuôi	पालतू	nuôi	पालतू	V	N;NOM;MASC;SG;3
nuôi	पालतु	nuôi	पालतु	V	
đạn	बुलेट	đạn	बुलेट	N	
đầy	फुल	đầy	फुल	ADJ	
đầy	पूर्ण	đầy	पूर्ण	ADJ	PROPN;NOM;MASC;SG;3
xóa	फंदा	xóa	फंदा	V	N;NOM;MASC;SG;3
kính	काँच	kính	काँच	N	
kính	ऐनक	kính	ऐनक	N	
vừa	मध्यम	vừa	मध्यम		
vừa	माध्यम	vừa	माध्यम		N;NOM;MASC;SG;3
vừa	मीडियम	vừa	मीडियम		
vừa	मॉडरेट	vừa	मॉडरेट		N;NOM;MASC;SG;3
thoại	संवाद	thoại	संवाद	N	
thoại	संवाद	thoại	संवाद	N	
thử	कोशिश	thử	कोशिश	V	N;NOM;FEM;SG;3
thử	परीक्षा	thử	परीक्षा	V	N;NOM;FEM;SG;3
thử	जांच	thử	जांच	V	N;NOM;FEM;SG;3
thử	जाँच	thử	जाँच	V	N;NOM;FEM;SG;3
thử	परीक्षण	thử	परीक्षण	V	N;NOM;MASC;SG;3
brasil	ब्राजील	brasil	ब्राजील	N	PROPN;NOM;MASC;SG;3
brasil	ब्राज़ील	brasil	ब्राज़ील	N	PROPN;NOM;MASC;SG;3
brasil	brasil	brasil	brasil	N	PROPN;NOM;MASC;SG;3
john	जॉन	john	जॉन	N	PROPN;NOM;MASC;SG;3
lược	व्यापक	lược	व्यापक	N	PROPN;NOM;SG;3
lược	कंघी	lược	कंघी	N	
paris	पैरिस	paris	पैरिस		PROPN;NOM;MASC;SG;3
paris	पेरिस	paris	पेरिस		PROPN;NOM;MASC;SG;3
tội	दोषी	tội	दोषी	N	ADJ
tội	गुनाहगार	tội	गुनाहगार	N	PROPN;NOM;MASC;SG;3
tội	बेगुनाह	tội	बेगुनाह	N	PROPN;NOM;MASC;SG;3
tội	innocent	tội	innocent	N	
tội	निर्दोष	tội	निर्दोष	N	PROPN;NOM;MASC;SG;3
liệt	मेमना	liệt	मेमना	N	
liệt	मेमने	liệt	मेम	N	
băng	आइस	băng	आइस	N	
khắc	वर्षगाँठ	khắc	वर्षगाँठ	N	PROPN;NOM;FEM;SG;3
trưng	चमकीली	trưng	चमकीला	N	ADJ;NOM;FEM;SG
mua	खरीद	mua	खरीद	V	N;NOM;FEM;SG;3
mua	खरीदारी	mua	खरीदारी	V	N;NOM;FEM;SG;3
mua	क्रय	mua	क्रय	V	N;NOM;MASC;SG;3
bật	सक्षम	bật	सक्षम	V	ADJ
bật	सक्रिय	bật	सक्रिय	V	ADJ
khối	घन	khối	घन	N	
hiến	कुर्बान	hiến	कुर्बान	N	PROPN;NOM;MASC;SG;3
chiếu	शतरंज	chiếu	शतरंज	V	PROPN;NOM;MASC;SG;3
chùa	छुआ	chùa	छुआ	N	V;PFV;MASC;SG;V.PTCP;ACT
chùa	टेम्पल	chùa	टेम्पल	N	PROPN;NOM;MASC;SG;3
york	यॉर्क	york	यॉर्क	N	PROPN;NOM;MASC;SG;3
huấn	सैद्धांतिक	huấn	सैद्धांतिक	V	PROPN;NOM;SG;3
vườn	बगीचा	vườn	बगीचा	N	PROPN;NOM;MASC;SG;3
group	ग्रुप	group	ग्रुप		N;NOM;MASC;SG;3
group	समूह	group	समूह		N;NOM;MASC;SG;3
tần	टोन	tần	टोन	N	
loạt	क्षेत्र	loạt	क्षेत्र		N;NOM;MASC;SG;3
loạt	प्रदेश	loạt	प्रदेश		N;NOM;MASC;SG;3
loạt	क्षेत्र	loạt	क्षेत्र		N;NOM;MASC;SG;3
loạt	क्षेत्रफल	loạt	क्षेत्रफल		N;NOM;MASC;SG;3
team	टीम	team	टीम		N;NOM;FEM;SG;3
team	टोली	team	टोली		N;NOM;FEM;SG;3
thịt	गोश्त	thịt	गोश्त	N	
xanh	नीला	xanh	नीला	N	ADJ;NOM;MASC;SG
xanh	डीलक्स	xanh	डीलक्स	N	PROPN;NOM;MASC;SG;3
xanh	ब्लू	xanh	ब्लू	N	PROPN;NOM;MASC;SG;3
khóa	लॉक	khóa	लॉक	N	
khóa	तालाबंद	khóa	तालाबंद	N	PROPN;NOM;MASC;SG;3
tehsil	तहसील	tehsil	तहसील	N	PROPN;NOM;FEM;SG;3
mối	दीमक	mối	दीमक	N	
suy	विचार	suy	विचार	V	N;NOM;MASC;SG;3
thuốc	दवाई	thuốc	दवाई	N	
thuốc	ड्रग	thuốc	ड्रग	N	PROPN;NOM;MASC;SG;3
đích	मंज़िल	đích	मंज़िल		N;NOM;FEM;SG;3
đích	गंतव्य	đích	गंतव्य		N;NOM;MASC;SG;3
đúng	सच	đúng	सच	ADJ	N;NOM;MASC;SG;3
đúng	सच्चा	đúng	सच्चा	ADJ	PROPN;NOM;MASC;SG;3
hymenoptera	कलापक्ष	hymenoptera	कलापक्ष	N	
siêu	सुपर	siêu	सुपर		N;NOM
siêu	मेटाडाटा	siêu	मेटाडाटा		N;NOM;MASC;SG;3
siêu	मेटाडेटा	siêu	मेटाडेटा		N;NOM;MASC;SG;3
trách	दोष	trách	दोष	V	
trách	म्हारा	trách	म्हारा	V	
iucn	आईयूसीएन	iucn	आईयूसीएन	N	PROPN;NOM;MASC;SG;3
vây	जोडे	vây	जोडे	V	N;NOM;MASC;SG;3
vây	प्रतिरोध	vây	प्रतिरोध	V	N;NOM;MASC;SG;3
van	वाल्व	van	वाल्व	V	N;NOM;MASC;SG;3
van	वान	van	वान	V	PROPN;NOM;MASC;SG;3
van	वैन	van	वैन	V	N;NOM;FEM;SG;3
video	video	video	video	N	
cường	हाइपर	cường	हाइपर	N	
cường	उत्तेजित	cường	उत्तेजित	N	ADJ
đương	खंभे	đương	खंभा		N;NOM;MASC;PL;3
đương	स्तंभों	đương	स्तंभ		N;ACC;MASC;PL;3
đương	मीनारें	đương	मीनार		N;NOM;FEM;PL;3
ngựa	घोड़ो	ngựa	घोड़	N	PROPN;NOM;MASC;SG;3
ngựa	टट्टू	ngựa	टट्टू	N	
ương	cla	ương	cla	N	
thăng	थांग	thăng	थांग	N	
tai	कान	tai	कान		N;NOM;MASC;SG;3
tai	ताई	tai	ताई		PROPN;NOM;MASC;SG;3
tai	कान	tai	कान		N;NOM;MASC;SG;3
tai	कानों	tai	कान		N;NOM;MASC;PL;3
bước	चरण	bước	चरण		N;NOM;MASC;SG;3
bước	स्टेप	bước	स्टेप		N;NOM;FEM;SG;3
bước	कदम	bước	कदम		N;NOM;MASC;PL;3
bước	चरण	bước	चरण		N;NOM;MASC;SG;3
bước	कदम	bước	कदम		N;NOM;MASC;PL;3
canada	कनाडा	canada	कनाडा	N	PROPN;NOM;MASC;SG;3
cát	सैंड	cát	सैंड	N	
cát	बालू	cát	बालू	N	
vinh	गौरव	vinh	गौरव	N	PROPN;NOM;MASC;SG;3
vinh	सम्मानित	vinh	सम्मानित	N	ADJ
vinh	महिमा	vinh	महिमा	N	PROPN;NOM;FEM;SG;3
bác	अंकल	bác	अंकल		N;NOM;MASC;SG;3
bác	मामा	bác	मामा		N;NOM;MASC;SG;3
bác	चाचा	bác	चाचा		N;NOM;MASC;SG;3
bác	ताऊ	bác	ताऊ		N;NOM;MASC;SG;3
tuyệt	ग्रेट	tuyệt	ग्रेट	ADJ	
tuyệt	मस्त	tuyệt	मस्त	ADJ	PROPN;NOM;MASC;SG;3
tuyệt	कूल	tuyệt	कूल	ADJ	
dầu	आयल	dầu	आयल	N	PROPN;NOM;MASC;SG;3
hôn	चुंबन	hôn	चुंबन	V	PROPN;NOM;MASC;SG;3
hôn	चुम्बन	hôn	चुम्बन	V	N;NOM;MASC;SG;3
hôn	चुंबन	hôn	चुंबन	V	PROPN;NOM;MASC;SG;3
hôn	किस	hôn	कौन	V	PRO
hôn	चुंबन	hôn	चुंबन	V	PROPN;NOM;MASC;SG;3
