категорія	kategorijo	категорія	kategorija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
американські	roller	американський	roller	ADJ;NOM;PL	N;NOM;MASC;SG
інструментів	inštrumenti	інструмент	inštrument	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
інструментів	instrumenti	інструмент	instrument	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
клітини	celico	клітина	celica	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
клітини	celic	клітина	celica	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL
клітини	celica	клітина	celica	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
кандидатів	kandidati	кандидат	kandidat	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
кандидатів	kandidatov	кандидат	kandidat	N;ANIM;ACC;MASC;PL	N;GEN;MASC;PL
кандидатів	kandidatke	кандидат	kandidatka	N;ANIM;ACC;MASC;PL	N;NOM;FEM;PL
кандидатів	kandidata	кандидат	kandidat	N;ANIM;ACC;MASC;PL	N;NOM;MASC;SG
двір	gospodinjski	двір	gospodinjski	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
проф	prof	проф.	profa		PROPN;NOM;MASC;SG
технологія	tehnologije	технологія	tehnologija	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
технологія	tehnologijo	технологія	tehnologija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
планування	razporejanja	планування	razporejanje	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;SG
папа	papa	пап	papa	N;ANIM;NOM;MASC;SG	
вмс	mornariška	вмс	mornariški		ADJ;NOM;FEM;SG
вмс	mornariški	вмс	mornariški		ADJ;NOM;MASC;SG
вмс	mornarice	вмс	mornarica		N;NOM;FEM;PL
вмс	mornarica	вмс	mornarica		N;NOM;FEM;SG
вмс	marinci	вмс	marinec		N;NOM;MASC;PL
захищав	branili	захищати	braniti	V;IPFV;MASC;IND;SG;PST;FIN	V;IPFV;MASC;PL;V.PTCP
річард	richard	річард	richard	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
софія	sophie	софія	sophia	N;ANIM;NOM;FEM;SG	PROPN;NOM;MASC;SG
софія	sophio	софія	sophia	N;ANIM;NOM;FEM;SG	
софія	sophia	софія	sophia	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
фрідріх	friedrich	фрідрий	friedrich	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
селищі	vaščani	селище	vaščan	N;INAN;DAT;NEUT;SG	N;NOM;MASC;PL
ілля	ilija	ілля	ilija	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
польська	poljskega	польський	poljski	ADJ;NOM;FEM;SG	ADJ;GEN;NEUT;SG
польська	polska	польський	polska	ADJ;NOM;FEM;SG	PROPN;NOM;FEM;SG
зростає	povišanja	зростати	povišanje	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;NEUT;PL
зростає	zraste	зростати	zrasti	V;IPFV;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
грудень	decembra	грудень	december	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
моделей	modeli	модель	model	N;INAN;GEN;FEM;PL	N;NOM;MASC;PL
автоматично	samodejna	автоматично	samodejen	ADV	ADJ;NOM;FEM;SG
автоматично	auto	автоматично	auta	ADV	N;NOM;MASC;SG
колекції	pobiranje	колекція	pobiranje	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
колекції	zbirka	колекція	zbirka	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
колекції	kolekcija	колекція	kolekcija	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
колекції	zbirko	колекція	zbirka	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
колекції	zbiranje	колекція	zbiranje	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
прийнятий	sprejete	прийнятий	sprejet	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
березень	marca	березень	marec	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
обличчя	obraze	обличчя	obraz	N;INAN;NOM;NEUT;SG	N;ACC;MASC;PL
обличчя	obrazi	обличчя	obraz	N;INAN;NOM;NEUT;SG	N;NOM;MASC;PL
обличчя	obraza	обличчя	obraz	N;INAN;NOM;NEUT;SG	N;GEN;MASC;SG
річний	letne	річний	leten	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
річний	letno	річний	letno	ADJ;NOM;MASC;SG	ADV
сторіччя	stoletja	сторіччя	stoletje	N;INAN;NOM;NEUT;SG	N;ACC;NEUT;PL
зразок	kot	зразок	kot	N;INAN;NOM;MASC;SG	CONJ
вирішили	rešen	вирішити	rešen	V;PFV;IND;PL;PST;FIN	ADJ;NOM;INDF;MASC;SG;V.PTCP
вирішили	rešeno	вирішити	rešen	V;PFV;IND;PL;PST;FIN	ADJ;NOM;NEUT;SG;V.PTCP
вирішили	rešena	вирішити	rešen	V;PFV;IND;PL;PST;FIN	ADJ;NOM;FEM;SG;V.PTCP
вирішили	odločeno	вирішити	odločen	V;PFV;IND;PL;PST;FIN	ADJ;NOM;NEUT;SG;V.PTCP
вирішили	odločil	вирішити	odločiti	V;PFV;IND;PL;PST;FIN	V;PFV;MASC;SG;V.PTCP
вирішили	odločila	вирішити	odločiti	V;PFV;IND;PL;PST;FIN	V;PFV;FEM;SG;V.PTCP
зазнав	trpel	зазнати	trpeti	V;PFV;MASC;IND;SG;PST;FIN	V;IPFV;MASC;SG;V.PTCP
зазнав	trpela	зазнати	trpeti	V;PFV;MASC;IND;SG;PST;FIN	V;IPFV;FEM;SG;V.PTCP
технічний	tehnično	технічний	tehnično	ADJ;NOM;MASC;SG	ADV
золото	zlato	золото	zlat	N;INAN;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
золото	zlate	золото	zlat	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;PL
золото	zlati	золото	zlat	N;INAN;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
золото	zlata	золото	zlat	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG
встановлений	nameščeni	встановлений	nameščen	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
встановлений	vgrajeni	встановлений	vgrajen	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
шляхи	poti	шлях	pot	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
шляхи	poteh	шлях	pot	N;INAN;NOM;MASC;PL	N;ESS;FEM;PL
шляхи	poti	шлях	pot	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
шляхи	poteh	шлях	pot	N;INAN;NOM;MASC;PL	N;ESS;FEM;PL
шляхи	načine	шлях	način	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
липень	julija	липень	julij	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
берега	shore	берег	shora	N;INAN;GEN;MASC;SG	
берега	obalo	берег	obala	N;INAN;GEN;MASC;SG	N;ACC;FEM;SG
берега	obala	берег	obala	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
співробітників	zaposleni	співробітник	zaposlen	N;ANIM;ACC;MASC;PL	ADJ;NOM;MASC;PL;V.PTCP
співробітників	zaposlene	співробітник	zaposlen	N;ANIM;ACC;MASC;PL	ADJ;NOM;FEM;PL;V.PTCP
співробітників	uslužbenci	співробітник	uslužbenec	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
росте	rastoče	рости	rastoč	V;IPFV;IND;SG;3;PRS;FIN	
росте	gojenje	рости	gojenje	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
росте	zraste	рости	zrasti	V;IPFV;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
сербії	srbija	сербія	srbija	PROPN;INAN;GEN;FEM;SG	N;NOM;FEM;SG
сербії	srbije	сербія	srbeti	PROPN;INAN;GEN;FEM;SG	N;NOM;FEM;PL
сербії	srbijo	сербія	srbeti	PROPN;INAN;GEN;FEM;SG	N;ACC;FEM;SG
пан	pang	пан	pang	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
аргентини	argentina	аргентина	argentina	PROPN;INAN;NOM;FEM;SG	N;NOM;FEM;SG
аргентини	argentino	аргентина	argentina	PROPN;INAN;NOM;FEM;SG	N;ACC;FEM;SG
аргентини	argentinska	аргентина	argentinski	PROPN;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG
прямо	ravne	прямо	raven	ADV	N;NOM;FEM;PL
храми	cerkva	храм	cerkva	N;INAN;NOM;MASC;PL	N;GEN;FEM;SG
храми	templjev	храм	templji	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
написати	piši	написати	pišati	V;PFV;NFIN	V;IPFV;IND;SG;3;PRS;FIN
написати	pisanje	написати	pisanje	V;PFV;NFIN	N;NOM;NEUT;SG
написати	sestavi	написати	sestava	V;PFV;NFIN	N;DAT;FEM;SG
литви	litva	литва	litev	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG
литви	litvi	литва	litev	PROPN;INAN;NOM;FEM;SG	N;NOM;FEM;SG
литви	litvo	литва	litev	PROPN;INAN;NOM;FEM;SG	PROPN;ACC;FEM;SG
жити	live	жити	liva	V;IPFV;NFIN	N;NOM;FEM;SG
діаметр	premera	діаметр	premer	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
занадто	preveč	занадто	preveč	ADV	DET
становище	razmere	становище	razmera	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
становище	situacijo	становище	situacija	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
звичайний	redno	звичайний	redno	ADJ;NOM;MASC;SG	ADV
звичайний	običajno	звичайний	običajno	ADJ;NOM;MASC;SG	ADV
бачу	glej	бачити	gledati	V;IPFV;IND;SG;1;PRS;FIN	V;IPFV;IMP;SG;2;FIN
бачу	glejte	бачити	gledati	V;IPFV;IND;SG;1;PRS;FIN	V;IPFV;IMP;PL;2;FIN
фірма	trdno	фірма	trdno	N;INAN;NOM;FEM;SG	ADV
існувало	obstajali	існувати	obstajati	V;IPFV;NEUT;IND;SG;PST;FIN	V;IPFV;MASC;PL;V.PTCP
ріки	rek	ріка	reka	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
племен	plemena	племено	pleme	N;INAN;GEN;FEM;PL	N;NOM;NEUT;PL
офіцерів	častniki	офіцер	častnik	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
офіцерів	policisti	офіцер	policist	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
офіцерів	oficirji	офіцер	oficir	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
ганна	hannah	ганний	hannah	PROPN;ANIM;NOM;FEM;SG	N;ESS;FEM;PL
ганна	hanna	ганний	hanna	PROPN;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
волосся	dlake	волосся	dlaka	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
волосся	lasje	волосся	las	N;INAN;NOM;NEUT;SG	N;NOM;MASC;PL
волосся	lase	волосся	las	N;INAN;NOM;NEUT;SG	N;ACC;MASC;PL
східних	oriental	східний	orientati	ADJ;GEN;PL	V;PFV;MASC;SG;V.PTCP
існував	obstajali	існувати	obstajati	V;IPFV;MASC;IND;SG;PST;FIN	V;IPFV;MASC;PL;V.PTCP
гармат	topovi	гармат	top	N;INAN;GEN;FEM;PL	N;NOM;MASC;PL
гармат	topove	гармат	top	N;INAN;GEN;FEM;PL	N;ACC;MASC;PL
наша	najina	наш	najin	DET;NOM;FEM;SG;1	DET;NOM;FEM;SG;2
наша	naši	наш	naš	DET;NOM;FEM;SG;1	DET;NOM;MASC;PL;1
наша	najin	наш	najin	DET;NOM;FEM;SG;1	DET;NOM;MASC;SG;2
клітин	razlikovanje	клітина	razlikovanje	N;INAN;GEN;FEM;PL	N;NOM;NEUT;SG
особистий	osebne	особистий	oseben	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
шкіри	koža	шкіра	koža	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
шкіри	koži	шкіра	koža	N;INAN;NOM;FEM;PL	N;DAT;FEM;SG
шкіри	kože	шкіра	koža	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
шкіри	kožo	шкіра	koža	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
інтересів	interesi	інтерес	interes	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
лабораторії	laboratorije	лабораторія	laboratorija	N;INAN;NOM;FEM;PL	N;ACC;MASC;PL
лабораторії	laboratorijev	лабораторія	laboratorij	N;INAN;NOM;FEM;PL	N;GEN;MASC;PL
лабораторії	laboratorij	лабораторія	laboratorij	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
перу	peruja	пера	peruj	PROPN;INAN;NOM;FEM;SG	N;GEN;MASC;SG
перу	peru	пера	peru	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG
перу	peruju	пера	peru	PROPN;INAN;NOM;FEM;SG	N;DAT;MASC;SG
найбільшим	največje	найбільший	velik	ADJ;INS;RL;NEUT;SG	ADJ;NOM;RL;NEUT;SG
суверенітету	suverenost	суверенітет	suverenost	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
фортеця	trdnjavo	фортеця	trdnjava	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
суспільство	družbo	суспільство	družba	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
рис	riž	риса	riža	N;INAN;GEN;FEM;PL	N;NOM;MASC;SG
рис	rice	риса	rica	N;INAN;GEN;FEM;PL	PROPN;NOM;MASC;SG
рис	riža	риса	riža	N;INAN;GEN;FEM;PL	N;GEN;MASC;SG
мартін	martina	мартін	martina	PROPN;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
мартін	martin	мартін	martin	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
допомогти	pomagaj	допомогти	pomagaj	V;PFV;NFIN	N;ACC;MASC;SG
допомогти	pomoč	допомогти	pomoč	V;PFV;NFIN	N;NOM;FEM;SG
громадського	javnosti	громадський	javnost	ADJ;GEN;MASC;SG	N;GEN;FEM;SG
громадського	javna	громадський	javen	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;SG
громадського	javnost	громадський	javnost	ADJ;GEN;MASC;SG	N;NOM;FEM;SG
громадського	javno	громадський	javno	ADJ;GEN;MASC;SG	ADV
церков	cerkva	церков	cerkva	N;INAN;GEN;FEM;PL	N;GEN;FEM;SG
церков	cerkve	церков	cerkev	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
виставка	razstave	виставка	razstava	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
виставка	razstavo	виставка	razstava	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
рейн	rena	рейн	rena		N;GEN;FEM;SG
рейн	porenje	рейн	porenje		PROPN;NOM;NEUT;SG
рейн	ren	рейн	ren		PROPN;NOM;FEM;SG
рейн	rhein	рейн	rhein		N;NOM;MASC;SG
виявляється	očitno	виявлятися	očitno	V;IPFV;IND;SG;3;PRS;FIN	ADV
районної	regionalno	районний	regionalen	ADJ;GEN;FEM;SG	ADJ;NOM;NEUT;SG
районної	regionalna	районний	regionalen	ADJ;GEN;FEM;SG	ADJ;NOM;FEM;SG
районної	regionalni	районний	regionalen	ADJ;GEN;FEM;SG	ADJ;NOM;MASC;SG
критерії	merilo	критерій	merilo	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
загрози	grožnja	загроза	grožnja	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
провідних	vodilni	провідний	vodilen	ADJ;GEN;PL	ADJ;NOM;MASC;PL
провідних	vodilna	провідний	vodilen	ADJ;GEN;PL	ADJ;NOM;FEM;SG
антон	anton	антон	anton	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
антон	antona	антон	anton	PROPN;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
пристрій	vozi	пристрій	voziti	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
зірка	zvezdo	зірка	zvezda	N;ANIM;NOM;FEM;SG	N;ACC;FEM;SG
угоду	sporazum	угода	sporazum	N;INAN;ACC;FEM;SG	N;NOM;MASC;SG
угоду	dogovor	угода	dogovor	N;INAN;ACC;FEM;SG	N;NOM;MASC;SG
половина	pol	половина	pol	N;INAN;NOM;FEM;SG	DET
половина	polovico	половина	polovica	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
князівство	kneževino	князівство	kneževina	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
пітер	peter	пітер	peter	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
пітер	petra	пітер	peter	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
прес	tiska	пресовий	tisk		N;GEN;MASC;SG
прес	pritisni	пресовий	pritisniti		V;PFV;IND;SG;2;FIN
прес	tisk	пресовий	tisk		N;NOM;MASC;SG
прес	novinarji	пресовий	novinar		N;NOM;MASC;PL
інструменти	orodje	інструмент	orodje	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
гаврило	gavrilo	гаврило	gavrilo	PROPN;ANIM;NOM;MASC;SG	V;PFV;MASC;SG;V.PTCP
вищу	višja	вищий	visok	ADJ;ACC;RL;FEM;SG	ADJ;NOM;CMPR;FEM;SG
вищу	višji	вищий	visok	ADJ;ACC;RL;FEM;SG	ADJ;NOM;DEF;CMPR;MASC;SG
вищу	višje	вищий	visok	ADJ;ACC;RL;FEM;SG	ADJ;NOM;CMPR;NEUT;SG
уздовж	vzdolž	уздовж	vzdolž	ADP;GEN	ADV
високі	visoko	високий	visoko	ADJ;NOM;PL	ADV
високі	visoka	високий	visok	ADJ;NOM;PL	ADJ;NOM;FEM;SG
викликає	kličem	викликати	klica	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN
викликає	klicanje	викликати	klicanje	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
серпень	avgusta	серпень	avgust	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
обертання	rotacije	обертання	rotacija	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
обертання	zavrti	обертання	zavrt	N;INAN;NOM;NEUT;SG	V;PFV;IND;SG;3;PRS;FIN
обертання	obrni	обертання	obrniti	N;INAN;NOM;NEUT;SG	V;PFV;IMP;SG;2;FIN
мексики	mehika	мексик	mehika	PROPN;INAN;GEN;FEM;SG	PROPN;NOM;FEM;SG
засновників	ustanovitelji	засновник	ustanovitelj	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
зборів	skupščina	збір	skupščina	N;INAN;GEN;MASC;PL	N;NOM;FEM;SG
зборів	sklop	збір	sklop	N;INAN;GEN;MASC;PL	N;NOM;MASC;SG
зборів	sestavljanje	збір	sestavljanje	N;INAN;GEN;MASC;PL	N;NOM;NEUT;SG
зборів	sestav	збір	sestav	N;INAN;GEN;MASC;PL	N;NOM;MASC;SG
посилань	povezave	посилання	povezava	N;INAN;GEN;NEUT;PL	N;NOM;FEM;PL
підготовку	priprave	підготовка	priprava	N;INAN;ACC;FEM;SG	N;NOM;FEM;PL
підготовку	pripravki	підготовка	pripravek	N;INAN;ACC;FEM;SG	N;NOM;MASC;PL
підготовку	preparati	підготовка	preparati	N;INAN;ACC;FEM;SG	N;NOM;MASC;PL
жертв	žrtve	жертва	žrtev	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
екіпаж	posadke	екіпаж	posadka	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
старі	star	старий	star	ADJ;NOM;PL	N;NOM;MASC;SG
старі	staro	старий	star	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
старі	stara	старий	star	ADJ;NOM;PL	ADJ;NOM;FEM;SG
короткі	kratki	короткий	kratek	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
короткі	kratko	короткий	kratko	ADJ;NOM;PL	ADV
короткі	kratek	короткий	kratek	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
короткі	kratka	короткий	kratek	ADJ;NOM;PL	ADJ;NOM;FEM;SG
кореї	koreja	корія	korej	PROPN;INAN;NOM;FEM;SG	N;NOM;FEM;SG
кореї	koreji	корія	korej	PROPN;INAN;NOM;FEM;SG	N;DAT;FEM;SG
кореї	korejo	корія	koreti	PROPN;INAN;NOM;FEM;SG	N;ACC;FEM;SG
федерація	federacije	федерація	federacija	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
нквс	trojka	нквс	trojka	PROPN;INAN;NOM;FEM;SG	N;NOM;FEM;SG
нквс	trojke	нквс	trojka	PROPN;INAN;NOM;FEM;SG	N;NOM;FEM;PL
нквс	nkvd	нквс	nkvd	PROPN;INAN;NOM;FEM;SG	N;NOM;FEM;SG
порту	porto	порт	porta	N;INAN;GEN;MASC;SG	PROPN;NOM;MASC;SG
фракції	oligarhija	фракція	oligarhija	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
каталонії	kataloniji	каталонія	katalonija	PROPN;INAN;NOM;FEM;SG	N;DAT;FEM;SG
епізод	epizodo	епізод	epizoda	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
епізод	epizode	епізод	epizoda	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
старих	starejših	старий	star	ADJ;GEN;PL	ADJ;GEN;CMPR;MASC;PL
старих	starejši	старий	star	ADJ;GEN;PL	ADJ;NOM;DEF;CMPR;MASC;SG
старих	starejše	старий	star	ADJ;GEN;PL	ADJ;NOM;CMPR;FEM;SG
даного	dano	даний	dan	ADJ;PFV;GEN;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG
даного	danih	даний	dan	ADJ;PFV;GEN;MASC;SG;V.PTCP;PASS	ADJ;GEN;MASC;PL
областях	regije	область	regija	N;INAN;ESS;FEM;PL	N;NOM;FEM;PL
областях	regij	область	regija	N;INAN;ESS;FEM;PL	N;GEN;FEM;PL
опадів	padavine	опад	padavina	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
формула	formulo	формула	formula	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
останнє	nazadnje	останній	nazadnje	ADJ;NOM;NEUT;SG	ADV
останнє	zadnje	останній	zadnji	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
раунд	okrogla	раунд	okrogel	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
раунд	okrogle	раунд	okrogel	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;PL
раунд	rundo	раунд	rundo	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
раунд	okrogel	раунд	okrogeti	N;INAN;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
раунд	okroglo	раунд	okrogel	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
ізраїлю	izrael	ізраїля	izrati	PROPN;INAN;GEN;MASC;SG	N;NOM;MASC;SG
ізраїлю	izraelski	ізраїля	izraelski	PROPN;INAN;GEN;MASC;SG	ADJ;NOM;MASC;SG
ізраїлю	izraelsko	ізраїля	izraelski	PROPN;INAN;GEN;MASC;SG	ADJ;NOM;NEUT;SG
надія	upanja	надія	upanje	N;INAN;NOM;FEM;SG	N;GEN;NEUT;SG
надія	hope	надія	hopa	N;INAN;NOM;FEM;SG	
серця	src	серце	srce	N;INAN;GEN;NEUT;SG	N;NOM;MASC;SG
серця	srca	серце	srce	N;INAN;GEN;NEUT;SG	N;NOM;NEUT;SG
кислоти	kislina	кислота	kislina	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
прикладом	precedens	приклад	precedens	N;INAN;INS;MASC;SG	N;NOM;MASC;SG
вищі	višja	вищий	visok	ADJ;NOM;RL;PL	ADJ;NOM;CMPR;FEM;SG
вищі	višji	вищий	visok	ADJ;NOM;RL;PL	ADJ;NOM;DEF;CMPR;MASC;SG
вищі	višje	вищий	visok	ADJ;NOM;RL;PL	ADJ;NOM;CMPR;NEUT;SG
пройшла	gostil	пройти	gostiti	V;PFV;FEM;IND;SG;PST;FIN	V;IPFV;MASC;SG;V.PTCP
пройшла	gostila	пройти	gostiti	V;PFV;FEM;IND;SG;PST;FIN	V;IPFV;FEM;SG;V.PTCP
таксі	taxi	таксі	taxiti	INTJ	N;NOM;MASC;SG
таксі	taksi	таксі	taksa	INTJ	N;NOM;MASC;SG
таксі	taksi	таксі	taksa	INTJ	N;NOM;MASC;SG
таксі	kabina	таксі	kabina	INTJ	N;NOM;FEM;SG
золоті	zlat	золотий	zlat	ADJ;NOM;PL	N;NOM;MASC;SG
золоті	zlato	золотий	zlat	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
золоті	zlata	золотий	zlat	ADJ;NOM;PL	ADJ;NOM;FEM;SG
золоті	zlati	золотий	zlat	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
золоті	zlat	золотий	zlat	ADJ;NOM;PL	N;NOM;MASC;SG
золоті	zlato	золотий	zlat	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
золоті	zlati	золотий	zlat	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
золоті	zlata	золотий	zlat	ADJ;NOM;PL	ADJ;NOM;FEM;SG
витрати	poraba	витрата	poraba	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
російську	ruska	російський	ruski	ADJ;ACC;FEM;SG	ADJ;NOM;FEM;SG
російську	rus	російський	rus	ADJ;ACC;FEM;SG	N;NOM;MASC;SG
російську	ruski	російський	ruski	ADJ;ACC;FEM;SG	ADJ;NOM;DEF;MASC;SG
російську	rusko	російський	ruski	ADJ;ACC;FEM;SG	ADJ;NOM;NEUT;SG
днк	primerki	днк	primerek	N;INAN;NOM;FEM;SG	N;NOM;MASC;PL
днк	osebkov	днк	osebek	N;INAN;NOM;FEM;SG	N;GEN;MASC;PL
днк	osebki	днк	osebek	N;INAN;NOM;FEM;SG	N;NOM;MASC;PL
критики	kritika	критика	kritika	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
критики	kritiko	критика	kritika	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
критики	kritik	критика	kritik	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
ярослава	jarosław	ярославий	jarosław	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;MASC;SG
блокування	blokira	блокування	blokirati	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
класи	ocen	клас	ocena	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL
класи	pouk	клас	pouk	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
культурний	kulturne	культурний	kulturen	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
встановити	komplet	встановити	komplet	V;PFV;NFIN	N;NOM;MASC;SG
встановити	namestitev	встановити	namestitev	V;PFV;NFIN	N;NOM;FEM;SG
листопад	novembra	листопад	november	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
виданий	izdani	виданий	izdan	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
виданий	izdane	виданий	izdan	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
центрів	središča	центр	središče	N;INAN;GEN;MASC;PL	N;NOM;NEUT;PL
центрів	centri	центр	center	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
центрів	centre	центр	center	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
надто	preveč	надто	preveč	ADV	DET
