kategória	catégories	kategória	catégorie	N;NOM;FEM;SG	N;FEM;PL
sami	seule	sám	seul	DET;ANIM;NOM;MASC;PL	ADJ;FEM;SG
sami	sami	sám	sami	DET;ANIM;NOM;MASC;PL	PROPN
sami	samis	sám	sami	DET;ANIM;NOM;MASC;PL	ADJ;MASC;PL
sami	same	sám	same	DET;ANIM;NOM;MASC;PL	PROPN
zamestnancov	employés	zamestnanec	employer	N;ANIM;ACC;MASC;PL	V;MASC;PL;PST;V.PTCP
zamestnancov	salariés	zamestnanec	salarié	N;ANIM;ACC;MASC;PL	V;MASC;PL;PST;V.PTCP
hip	hanches	hip	hanche	N;INAN;NOM;MASC;SG	N;FEM;PL
hip	branché	hip	branché	N;INAN;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
napätie	tensions	napätie	tension	N;NOM;NEUT;SG	N;FEM;PL
naposledy	dernier	naposledy	dernier	ADV	ADJ;MASC;SG
naposledy	dernière	naposledy	dernier	ADV	ADJ;FEM;SG
naposledy	derniers	naposledy	dernier	ADV	ADJ;MASC;PL
naposledy	dernières	naposledy	dernier	ADV	ADJ;FEM;PL
srdca	cardiaques	srdce	cardiaque	N;NOM;NEUT;PL	ADJ;MASC;PL
srdca	cardiaque	srdce	cardiaque	N;NOM;NEUT;PL	ADJ;MASC;SG
srdca	heart	srdce	heart	N;NOM;NEUT;PL	N;MASC;SG
srdca	cœur	srdce	cœur	N;NOM;NEUT;PL	N;MASC;SG
srdca	coeur	srdce	coeur	N;NOM;NEUT;PL	N;MASC;SG
navštívil	visités	navštíviť	visiter	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
manažér	gestionnaire	manažér	gestionnaire	N;ANIM;NOM;MASC;SG	ADJ;MASC;SG
analýza	analyses	analýza	analyse	N;NOM;FEM;SG	N;FEM;PL
zelená	vertes	zelený	vert	ADJ;NOM;FEM;SG	ADJ;FEM;PL
vedec	scientifique	vedec	scientifique	N;ANIM;NOM;MASC;SG	ADJ;MASC;SG
archív	archiver	archív	archiver	N;INAN;NOM;MASC;SG	V;NFIN
archív	archives	archív	archive	N;INAN;NOM;MASC;SG	N;FEM;PL
archív	archives	archív	archive	N;INAN;NOM;MASC;SG	N;FEM;PL
deväť	nine	deväť	nine	NUM;NOM;NEUT;SG	N;MASC;SG
archeologické	archéologiques	archeologický	archéologique	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
jack	valet	jack	valet	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
jack	vérin	jack	vérin	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
jack	jack	jack	jack	PROPN;ANIM;NOM;MASC;SG	PROPN
ostrava	ostrava	ostrava	ostrava	PROPN;INAN;NOM;MASC;SG	PROPN
polohy	positionnement	poloha	positionnement	N;NOM;FEM;PL	N;MASC;SG
polohy	positionner	poloha	positionner	N;NOM;FEM;PL	V;NFIN
vyžaduje	exigent	vyžadovať	exiger	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;PL;3;PRS;FIN
vyžaduje	requièrent	vyžadovať	requérir	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;PL;3;PRS;FIN
vyžaduje	exigée	vyžadovať	exiger	V;IPFV;IND;SG;3;POS;PRS;FIN	V;FEM;SG;PST;V.PTCP
vyžaduje	exigé	vyžadovať	exiger	V;IPFV;IND;SG;3;POS;PRS;FIN	V;MASC;SG;PST;V.PTCP
vyžaduje	requise	vyžadovať	requise	V;IPFV;IND;SG;3;POS;PRS;FIN	V;FEM;SG;PST;V.PTCP
vyžaduje	nécessaire	vyžadovať	nécessaire	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;MASC;SG
vyžaduje	obligatoire	vyžadovať	obligatoire	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;MASC;SG
vyžaduje	requis	vyžadovať	requérir	V;IPFV;IND;SG;3;POS;PRS;FIN	V;MASC;SG;PST;V.PTCP
slúžili	servi	slúžiť	servir	V;IPFV;MASC;PL;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
slúžili	servie	slúžiť	servir	V;IPFV;MASC;PL;POS;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
francisco	francisco	francisco	francisco	PROPN;ANIM;NOM;MASC;SG	PROPN
mince	pièce	minca	pièce	N;NOM;FEM;PL	N;FEM;SG
štúdie	etude	štúdia	etude	N;NOM;NEUT;PL	N;FEM;SG
štúdie	étudier	štúdia	étudier	N;NOM;NEUT;PL	V;NFIN
štúdie	étude	štúdia	étude	N;NOM;NEUT;PL	N;FEM;SG
ford	gué	ford	gué	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
ford	ford	ford	ford	PROPN;ANIM;NOM;MASC;SG	PROPN
švajčiarsky	suisses	švajčiarsky	suisse	ADJ;ANIM;NOM;MASC;SG	N;MASC;PL
čechách	bohême	čecha	bohême	N;GEN;FEM;PL	ADJ;MASC;SG
čierne	noires	čierny	noir	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
čierne	noir	čierny	noir	ADJ;NOM;NEUT;SG	N;MASC;SG
čierne	noirs	čierny	noir	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
rozhodne	décidément	rozhodne	décidément	PART	ADV
rozhodne	décide	rozhodne	décider	PART	V;IND;SG;3;PRS;FIN
rozhodne	assurément	rozhodne	assurément	PART	ADV
rozhodne	certainement	rozhodne	certainement	PART	ADV
rozhodne	définitivement	rozhodne	définitivement	PART	ADV
miloš	miloš	miloš	miloš	PROPN;ANIM;NOM;MASC;SG	PROPN
ivana	ivana	ivana	ivana	PROPN;ANIM;NOM;MASC;SG	PROPN
ivana	ivan	ivana	ivan	PROPN;ANIM;NOM;MASC;SG	PROPN
williams	williams	williams	william	N;ANIM;NOM;MASC;SG	PROPN
silný	forts	silný	fort	ADJ;ANIM;NOM;MASC;SG	ADJ;MASC;PL
silný	strong	silný	strong	ADJ;ANIM;NOM;MASC;SG	PROPN
silný	fort	silný	fort	ADJ;ANIM;NOM;MASC;SG	ADV
silný	puissants	silný	puissant	ADJ;ANIM;NOM;MASC;SG	ADJ;MASC;PL
silný	puissantes	silný	puissant	ADJ;ANIM;NOM;MASC;SG	ADJ;FEM;PL
mníchov	munich	mních	munich	N;ANIM;ACC;MASC;PL	PROPN
amerika	amerique	amerika	amerique	N;NOM;FEM;SG	ADJ;MASC;SG
amerika	amérique	amerika	amérique	N;NOM;FEM;SG	ADJ;MASC;SG
určité	certaines	určitý	certain	ADJ;NOM;NEUT;SG	PRO;FEM;PL
poézie	poésie	poézia	poésie	N;NOM;FEM;PL	N;FEM;SG
françois	françois	françois	françois	PROPN;ANIM;NOM;MASC;SG	PROPN
holandsku	hollande	holandsko	hollande	ADV	N;MASC;SG
stopy	tracé	stopa	tracer	N;NOM;FEM;PL	V;MASC;SG;PST;V.PTCP
stopy	tracer	stopa	tracer	N;NOM;FEM;PL	V;NFIN
stopy	trace	stopa	trace	N;NOM;FEM;PL	N;FEM;SG
uložené	stocké	uložený	stocké	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
uložené	stockés	uložený	stocker	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
uložené	entreposé	uložený	entreposer	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
uložené	stockées	uložený	stocker	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
uložené	enregistré	uložený	enregistrer	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
uložené	enregistrée	uložený	enregistrer	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
uložené	sauvés	uložený	sauver	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
uložené	sauvé	uložený	sauver	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
uložené	sauvegardé	uložený	sauvegarder	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
uložené	enregistrés	uložený	enregistrer	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
europe	europe	europa	europe		N;FEM;SG
počítač	ordinateurs	počítač	ordinateur	N;INAN;NOM;MASC;SG	N;MASC;PL
kola	arrondi	kolo	arrondi	N;NOM;NEUT;PL	ADJ;MASC;SG
kola	ronde	kolo	ronde	N;NOM;NEUT;PL	N;FEM;SG
kola	rond	kolo	rond	N;NOM;NEUT;PL	N;MASC;SG
kola	rondes	kolo	rond	N;NOM;NEUT;PL	ADJ;FEM;PL
kultúrny	culturels	kultúrny	culturel	ADJ;INAN;NOM;MASC;SG	ADJ;MASC;PL
reči	discours	reč	discours	N;NOM;FEM;PL	N;MASC;SG
reči	allocution	reč	allocution	N;NOM;FEM;PL	N;FEM;SG
bad	méchant	bad	méchant	PROPN;ANIM;NOM;MASC;SG	ADJ;MASC;SG
bad	bad	bad	bad	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
bad	mal	bad	mal	PROPN;ANIM;NOM;MASC;SG	ADV
bad	mauvaise	bad	mauvais	PROPN;ANIM;NOM;MASC;SG	ADJ;FEM;SG
bad	mauvais	bad	mauvais	PROPN;ANIM;NOM;MASC;SG	ADJ;MASC;SG
henri	henri	henri	henri	PROPN;ANIM;NOM;MASC;SG	PROPN
spolupráca	collaborations	spolupráca	collaboration	N;NOM;FEM;SG	N;FEM;PL
spolupráca	collaboratif	spolupráca	collaboratif	N;NOM;FEM;SG	ADJ;MASC;SG
spolupráca	coopérations	spolupráca	coopération	N;NOM;FEM;SG	N;FEM;PL
účastník	participante	účastník	participant	N;ANIM;NOM;MASC;SG	ADJ;FEM;SG
účastník	participant	účastník	participer	N;ANIM;NOM;MASC;SG	V;PRS;V.PTCP
real	réel	real	réel	N;INAN;NOM;MASC;SG	ADJ;MASC;SG
real	réelle	real	réel	N;INAN;NOM;MASC;SG	ADJ;FEM;SG
real	véritable	real	véritable	N;INAN;NOM;MASC;SG	ADJ;MASC;SG
real	vrai	real	vrai	N;INAN;NOM;MASC;SG	ADJ;MASC;SG
real	vraie	real	vrai	N;INAN;NOM;MASC;SG	ADJ;FEM;SG
úspešný	réussi	úspešný	réussir	ADJ;ANIM;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
úspešný	succes	úspešný	succe	ADJ;ANIM;NOM;MASC;SG	N;MASC;SG
úspešný	succès	úspešný	succès	ADJ;ANIM;NOM;MASC;SG	N;MASC;SG
úspešný	réussite	úspešný	réussite	ADJ;ANIM;NOM;MASC;SG	N;FEM;SG
letecká	aviation	letecký	aviation	ADJ;NOM;FEM;SG	N;FEM;SG
pridal	ajoutés	pridať	ajouter	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
pridal	ajout	pridať	ajout	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	N;MASC;SG
var	var	var	var		N;MASC;SG
nesprávne	incorrect	nesprávny	incorrect	ADV	ADJ;MASC;SG
nesprávne	inexacte	nesprávny	inexact	ADV	ADJ;FEM;SG
nesprávne	incorrecte	nesprávny	incorrect	ADV	ADJ;FEM;SG
nesprávne	erroné	nesprávny	erroné	ADV	V;MASC;SG;PST;V.PTCP
nesprávne	faux	nesprávny	faux	ADV	ADJ;MASC;SG
nesprávne	tort	nesprávny	tort	ADV	N;MASC;SG
nesprávne	erroné	nesprávny	erroné	ADV	V;MASC;SG;PST;V.PTCP
chránená	protégées	chránený	protéger	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
chránená	protégés	chránený	protéger	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
chránená	protégée	chránený	protéger	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
chránená	protégé	chránený	protéger	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
chránená	protégé	chránený	protéger	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
premiéru	première	premiéra	premier	N;ACC;FEM;SG	ADJ;FEM;SG
premiéru	premiere	premiéra	premier	N;ACC;FEM;SG	ADJ;FEM;SG
dunajská	danube	dunajský	danube	ADJ;NOM;FEM;SG	N;MASC;SG
filmová	film	filmový	film	ADJ;NOM;FEM;SG	N;MASC;SG
filmová	film	filmový	film	ADJ;NOM;FEM;SG	N;MASC;SG
apple	pommes	apple	pomme	N;INAN;NOM;MASC;SG	N;FEM;PL
apple	apple	apple	apple	N;INAN;NOM;MASC;SG	PROPN
prieskum	reconnaissances	prieskum	reconnaissance	N;INAN;NOM;MASC;SG	N;FEM;PL
francis	francis	francis	francis	PROPN;ANIM;NOM;MASC;SG	PROPN
francis	françois	francis	françois	PROPN;ANIM;NOM;MASC;SG	PROPN
samostatne	self	samostatne	self	ADV	N;MASC;SG
samostatne	seul	samostatne	seul	ADV	ADJ;MASC;SG
samostatne	seuls	samostatne	seul	ADV	ADJ;MASC;PL
samostatne	seule	samostatne	seul	ADV	ADJ;FEM;SG
žiadna	aucun	žiaden	aucun	DET;NOM;FEM;SG	PRO;MASC;SG
žiadna	néant	žiaden	néant	DET;NOM;FEM;SG	N;MASC;SG
psa	chiens	pes	chien	N;INAN;NOM;MASC;SG	N;MASC;PL
konflikt	conflits	konflikt	conflit	N;INAN;NOM;MASC;SG	N;MASC;PL
den	journée	den	journée	PROPN;ANIM;NOM;MASC;SG	N;FEM;SG
den	jour	den	jour	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
den	journee	den	journee	PROPN;ANIM;NOM;MASC;SG	N;FEM;SG
den	tanière	den	tanière	PROPN;ANIM;NOM;MASC;SG	N;FEM;SG
den	den	den	den	PROPN;ANIM;NOM;MASC;SG	PROPN
politiku	politiques	politika	politique	N;ACC;FEM;SG	ADJ;MASC;PL
politiku	politique	politika	politique	N;ACC;FEM;SG	ADJ;MASC;SG
xinglong	xinglong	xinglong	xinglong	N;INAN;NOM;MASC;SG	PROPN
demokratickej	démocrate	demokratický	démocrate	ADJ;GEN;FEM;SG	N;MASC;SG
demokratickej	démocratiques	demokratický	démocratique	ADJ;GEN;FEM;SG	ADJ;MASC;PL
kritik	critique	kritik	critique	N;ANIM;NOM;MASC;SG	ADJ;MASC;SG
lokalite	localité	lokaliť	localité	N;DAT;FEM;PL	N;FEM;SG
politike	politiques	politika	politique	N;DAT;FEM;SG	ADJ;MASC;PL
politike	politique	politika	politique	N;DAT;FEM;SG	ADJ;MASC;SG
svätá	saint	svätý	saint	ADJ;NOM;FEM;SG	PROPN
svätá	saintes	svätý	saint	ADJ;NOM;FEM;SG	ADJ;FEM;PL
svätá	sacré	svätý	sacrer	ADJ;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
svätá	saint	svätý	saint	ADJ;NOM;FEM;SG	PROPN
edu	edu	edu	edu	N;INAN;NOM;MASC;SG	
posledným	derniers	posledný	dernier	ADJ;INS;NEUT;SG	ADJ;MASC;PL
posledným	dernières	posledný	dernier	ADJ;INS;NEUT;SG	ADJ;FEM;PL
austrálsky	australiens	austrálsky	australien	ADJ;ANIM;NOM;MASC;SG	ADJ;MASC;PL
austrálsky	australie	austrálsky	australie	ADJ;ANIM;NOM;MASC;SG	PROPN
miestna	locales	miestny	local	ADJ;NOM;FEM;SG	ADJ;FEM;PL
miestna	locaux	miestny	local	ADJ;NOM;FEM;SG	ADJ;MASC;PL
zime	hiver	zimať	hiver	ADV	N;MASC;SG
zime	hivers	zimať	hiver	ADV	N;MASC;PL
rekonštrukcia	rebâtir	rekonštrukcia	rebâtir	N;NOM;FEM;SG	V;NFIN
rekonštrukcia	reconstruire	rekonštrukcia	reconstruire	N;NOM;FEM;SG	V;NFIN
rekonštrukcia	rénovations	rekonštrukcia	rénovation	N;NOM;FEM;SG	N;FEM;PL
sud	fût	sud	être	N;INAN;NOM;MASC;SG	V;IND;SG;3;IPFV;FIN
sestry	infirmier	sestra	infirmier	N;NOM;FEM;PL	N;MASC;SG
daný	donné	daný	donner	ADJ;ANIM;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
daný	donnés	daný	donner	ADJ;ANIM;NOM;MASC;SG	V;MASC;PL;PST;V.PTCP
vlasy	cheveu	vlas	cheveu	N;INAN;NOM;MASC;PL	N;MASC;SG
vlasy	coiffure	vlas	coiffure	N;INAN;NOM;MASC;PL	N;FEM;SG
oznámil	annoncés	oznámiť	annoncer	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
oznámil	annoncées	oznámiť	annoncer	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
strelec	shooter	strelec	shooter	N;ANIM;NOM;MASC;SG	V;NFIN
argentína	argentine	argentína	argentin	N;NOM;FEM;SG	ADJ;FEM;SG
interiér	interieur	interiér	interieur	N;INAN;NOM;MASC;SG	ADJ;MASC;SG
interiér	intérieurs	interiér	intérieur	N;INAN;NOM;MASC;SG	ADJ;MASC;PL
blok	bloquer	blok	bloquer	N;INAN;NOM;MASC;SG	V;NFIN
blok	block	blok	block	N;INAN;NOM;MASC;SG	PROPN
vlny	laine	vlna	laine	N;NOM;FEM;PL	N;FEM;SG
ústavy	constitution	ústav	constitution	N;INAN;NOM;MASC;PL	N;FEM;SG
ehf	ehf	ehf	ehf		PROPN
indii	inde	india	inde	ADV	PROPN
indii	indes	india	inde	ADV	N;FEM;PL
strom	arbres	strom	arbre	N;INAN;NOM;MASC;SG	N;MASC;PL
žiaden	aucun	žiaden	aucun	DET;ANIM;NOM;MASC;SG	PRO;MASC;SG
žiaden	néant	žiaden	néant	DET;ANIM;NOM;MASC;SG	N;MASC;SG
občianske	civiles	občiansky	civil	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
občianske	civisme	občiansky	civisme	ADJ;NOM;NEUT;SG	N;MASC;SG
občianske	civiques	občiansky	civique	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
csc	csc	csc	csc		PROPN
csc	scc	csc	scc		N;MASC;SG
bratov	brothers	brat	brother	N;ANIM;ACC;MASC;PL	PROPN
alexandr	alexandr	alexandr	alexandr	PROPN;ANIM;NOM;MASC;SG	PROPN
alexandr	aleksandr	alexandr	aleksandr	PROPN;ANIM;NOM;MASC;SG	PROPN
choroba	maladies	choroba	maladie	N;NOM;FEM;SG	N;FEM;PL
televízie	téléviseur	televízia	téléviseur	N;NOM;FEM;PL	N;MASC;SG
televízie	télévision	televízia	télévision	N;NOM;FEM;PL	N;FEM;SG
televízie	télé	televízia	télé	N;NOM;FEM;PL	N;FEM;SG
kráľovský	royales	kráľovský	royal	ADJ;ANIM;NOM;MASC;SG	ADJ;FEM;PL
kráľovský	royaux	kráľovský	royal	ADJ;ANIM;NOM;MASC;SG	ADJ;MASC;PL
supraphon	supraphon	supraphon	supraphon	INTJ	PROPN
porazili	vaincu	poraziť	vaincre	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
porazili	défaite	poraziť	défaite	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	N;FEM;SG
porazili	battu	poraziť	battre	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
porazili	vaincue	poraziť	vaincre	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
corrèze	corrèze	correz	corrèze		N;FEM;SG
videl	vus	vidieť	voir	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
videl	saw	vidieť	saw	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	N;MASC;SG
videl	scie	vidieť	scie	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	N;FEM;SG
primárne	primaire	primárne	primaire	ADV	ADJ;MASC;SG
primárne	primaires	primárne	primaire	ADV	ADJ;MASC;PL
štatistiky	statistique	štatistika	statistique	N;NOM;FEM;PL	ADJ;MASC;SG
južné	sud	južný	sud	ADJ;NOM;NEUT;SG	N;MASC;SG
peňazí	monnaie	peniaze	monnaie	N;INAN;GEN;MASC;PL	N;FEM;SG
peňazí	argent	peniaze	argent	N;INAN;GEN;MASC;PL	N;MASC;SG
ráno	morning	ráno	morning	N;NOM;NEUT;SG	PROPN
ráno	matinée	ráno	matiné	N;NOM;NEUT;SG	V;FEM;SG;PST;V.PTCP
ráno	matinale	ráno	matinal	N;NOM;NEUT;SG	ADJ;FEM;SG
dokončená	complété	dokončený	compléter	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
dokončená	terminée	dokončený	terminer	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
dokončená	achevés	dokončený	achever	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
dokončená	achevé	dokončený	achever	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
dokončená	terminées	dokončený	terminer	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
dokončená	terminé	dokončený	terminer	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
využiť	exploit	využiť	exploit	V;PFV;POS;NFIN	N;MASC;SG
vysočina	highlands	vysočin	highland	N;NOM;FEM;SG	N;MASC;PL
početné	nombreux	početný	nombreux	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
početné	nombreuses	početný	nombreux	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
matice	nuts	matica	nut	N;NOM;FEM;PL	N;MASC;SG
matice	noix	matica	noix	N;NOM;FEM;PL	N;MASC;SG
pozemný	terrestres	pozemný	terrestre	ADJ;ANIM;NOM;MASC;SG	ADJ;MASC;PL
pozemný	moulu	pozemný	moulu	ADJ;ANIM;NOM;MASC;SG	N;MASC;SG
pokračovať	continue	pokračovať	continu	V;IPFV;POS;NFIN	ADJ;FEM;SG
pokračovať	cv	pokračovať	cv	V;IPFV;POS;NFIN	N;MASC;SG
kalifornii	californie	kalifornie	californie	PROPN;NOM;FEM;SG	PROPN
kalifornii	californienne	kalifornie	californien	PROPN;NOM;FEM;SG	ADJ;FEM;SG
športový	sport	športový	sport	ADJ;ANIM;NOM;MASC;SG	N;MASC;SG
známym	connues	známy	connaître	ADJ;INS;MASC;SG	V;FEM;PL;PST;V.PTCP
známym	connue	známy	connaître	ADJ;INS;MASC;SG	V;FEM;SG;PST;V.PTCP
známym	connus	známy	connaître	ADJ;INS;MASC;SG	V;MASC;PL;PST;V.PTCP
známym	connu	známy	connaître	ADJ;INS;MASC;SG	V;MASC;SG;PST;V.PTCP
dánsko	danemark	dánsko	danemark	ADV	N;MASC;SG
angličtine	anglaise	angličtina	anglais	N;DAT;FEM;SG	ADJ;FEM;SG
angličtine	francais	angličtina	francais	N;DAT;FEM;SG	ADJ;MASC;SG
riadok	rangées	riadok	rangée	N;INAN;NOM;MASC;SG	V;FEM;PL;PST;V.PTCP
riadok	rangée	riadok	rangée	N;INAN;NOM;MASC;SG	V;FEM;SG;PST;V.PTCP
kňazi	clergé	kňaz	clergé	N;ANIM;NOM;MASC;PL	N;MASC;SG
letecké	antenne	letecký	antenne	ADJ;NOM;NEUT;SG	N;FEM;SG
viery	faith	viera	faire	N;NOM;FEM;PL	PROPN
viery	foi	viera	foi	N;NOM;FEM;PL	N;FEM;SG
viery	croire	viera	croire	N;NOM;FEM;PL	V;NFIN
viery	croyance	viera	croyance	N;NOM;FEM;PL	N;FEM;SG
viery	croyance	viera	croyance	N;NOM;FEM;PL	N;FEM;SG
zaujímavé	intéressantes	zaujímavý	intéressant	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
zaujímavé	intéressants	zaujímavý	intéressant	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
ukazuje	spectacles	ukazovať	spectacle	V;IPFV;IND;SG;3;POS;PRS;FIN	N;MASC;PL
medveď	bear	medveď	bear	N;ANIM;NOM;MASC;SG	PROPN
psy	chien	pes	chien	N;INAN;NOM;MASC;PL	N;MASC;SG
naše	nos	náš	son	DET;NOM;NEUT;SG;1	DET;MASC;PL
naše	nôtre	náš	nôtre	DET;NOM;NEUT;SG;1	INTJ
naše	nôtres	náš	nôtre	DET;NOM;NEUT;SG;1	ADJ;MASC;PL
úprava	ajustements	úprava	ajustement	N;NOM;FEM;SG	N;MASC;PL
úprava	éditer	úprava	éditer	N;NOM;FEM;SG	V;NFIN
streda	mercredi	streda	mercredi	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
priestorov	locaux	priestor	local	N;INAN;GEN;MASC;PL	ADJ;MASC;PL
priestorov	boîtier	priestor	boîtier	N;INAN;GEN;MASC;PL	N;MASC;SG
priestorov	enceinte	priestor	enceinte	N;INAN;GEN;MASC;PL	N;FEM;SG
srbsko	serbie	srbsko	serbier	N;NOM;NEUT;SG	PROPN
ernst	ernst	ernst	ernst	PROPN;ANIM;NOM;MASC;SG	PROPN
vendée	vendée	vendé	vendée	ADV	V;FEM;SG;PST;V.PTCP
oko	oculaire	oko	oculaire	N;NOM;NEUT;SG	ADJ;MASC;SG
oko	yeux	oko	oeil	N;NOM;NEUT;SG	N;MASC;PL
založenie	fondatrice	založenie	fondatrice	N;NOM;NEUT;SG	ADJ;FEM;SG
rozšírené	prolongée	rozšírený	prolonger	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
rozšírené	étendu	rozšírený	étendre	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
rozšírené	prolongé	rozšírený	prolonger	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
rozšírené	prolongés	rozšírený	prolonger	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
rozšírené	étendue	rozšírený	étendre	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
rozšírené	élargi	rozšírený	élargir	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
rozšírené	élargie	rozšírený	élargir	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
rozšírené	étendu	rozšírený	étendre	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
rozšírené	agrandi	rozšírený	agrandir	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
rozšírené	améliorés	rozšírený	améliorer	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
rozšírené	renforcée	rozšírený	renforcer	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
rozšírené	améliorée	rozšírený	améliorer	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
rozšírené	amélioré	rozšírený	améliorer	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
rozšírené	avancés	rozšírený	avancé	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
