les	на	le	на	DET;DEF;PL	ADP
commentaire	коментирайте	commentaire	коментирам	N;MASC;SG	V;IPFV;IMP;PL;2;FIN
commentaire	коментирам	commentaire	коментирам	N;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
della	дела	della	дело	PROPN	N;INDF;NEUT;PL
irlandais	ирландски	irlandais	ирландски	ADJ;MASC;SG	PROPN;INDF;MASC;SG
irlandais	ирландци	irlandais	ирландец	ADJ;MASC;SG	N;INDF;MASC;PL
irlandais	ирландско	irlandais	ирландски	ADJ;MASC;SG	ADV
catholiques	католическа	catholique	католически	ADJ;MASC;PL	ADJ;INDF;FEM;SG
catholiques	католическо	catholique	католически	ADJ;MASC;PL	ADV
catholiques	католик	catholique	католик	ADJ;MASC;PL	N;INDF;MASC;SG
catholiques	католици	catholique	католик	ADJ;MASC;PL	N;INDF;MASC;PL
catholiques	католичка	catholique	католичка	ADJ;MASC;PL	N;INDF;FEM;SG
catholiques	католиците	catholique	католик	ADJ;MASC;PL	N;DEF;MASC;PL
catholiques	католици	catholique	католик	ADJ;MASC;PL	N;INDF;MASC;PL
rare	рядко	rare	рядко	ADJ;MASC;SG	ADV
rare	редки	rare	редка	ADJ;MASC;SG	N;INDF;FEM;PL
rare	рядкост	rare	рядкост	ADJ;MASC;SG	N;INDF;FEM;SG
transfert	трансфери	transfert	трансфер	N;MASC;SG	N;INDF;MASC;PL
transfert	преводи	transfert	превод	N;MASC;SG	N;INDF;MASC;PL
blessé	контузен	blesser	контузен	V;MASC;SG;PST;V.PTCP	N;INDF;MASC;SG
blessé	ранени	blesser	раня	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
blessé	ранени	blesser	раня	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
annoncé	обявени	annoncer	обявя-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
annoncé	рекламират	annoncer	рекламирам	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;ACT
annoncé	обява	annoncer	обявам-(се)	V;MASC;SG;PST;V.PTCP	N;INDF;FEM;SG
aile	уинг	aile	уинг	N;FEM;SG	PROPN;INDF;MASC;SG
carré	carré	carré	carré	N;MASC;SG	NUM;INDF;PL
carré	квадратна	carré	квадратен	N;MASC;SG	ADJ;INDF;FEM;SG
carré	квадратни	carré	квадратен	N;MASC;SG	ADJ;INDF;PL
carré	квадратен	carré	квадратен	N;MASC;SG	ADJ;INDF;MASC;SG
dimension	размери	dimension	размер	N;FEM;SG	N;INDF;MASC;PL
juive	еврейско	juif	еврейски	ADJ;FEM;SG	ADV
juive	евреин	juif	евреин	ADJ;FEM;SG	N;INDF;MASC;SG
juive	еврейка	juif	еврейка	ADJ;FEM;SG	N;INDF;FEM;SG
juive	juive	juif	juive	ADJ;FEM;SG	PROPN;INDF;MASC;SG
var	var	var	None	N;MASC;SG	INTJ
floride	флорида	floride	флорида	N;FEM;SG	PROPN;INDF;FEM;SG
fera	уил	faire	ухл	V;IND;SG;3;FUT;FIN	PROPN;INDF;MASC;SG
situés	разположена	situer	разположа-(се)	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
situés	разположен	situer	разположа-(се)	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
situés	разположено	situer	разположа-(се)	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
milliers	хиляда	millier	хиляда	N;MASC;PL	NUM;INDF;PL
loup	улф	loup	улф	N;MASC;SG	PROPN;INDF;MASC;SG
loup	уолф	loup	уолф	N;MASC;SG	PROPN;INDF;MASC;SG
loup	волф	loup	волф	N;MASC;SG	PROPN;INDF;MASC;SG
détroit	детройт	détroit	детройт	N;MASC;SG	PROPN;INDF;MASC;SG
préparation	препарати	préparation	препарат	N;FEM;SG	N;INDF;MASC;PL
préparation	заготовки	préparation	заготовка	N;FEM;SG	N;INDF;FEM;PL
préparation	приготовления	préparation	приготовление	N;FEM;SG	N;INDF;NEUT;PL
classiques	класика	classique	класика	ADJ;MASC;PL	N;INDF;FEM;SG
classiques	класика	classique	класика	ADJ;MASC;PL	N;INDF;FEM;SG
classiques	класическо	classique	класически	ADJ;MASC;PL	ADV
classiques	класически	classique	класически	ADJ;MASC;PL	ADV
classiques	класическа	classique	класически	ADJ;MASC;PL	ADJ;INDF;FEM;SG
classiques	класик	classique	класик	ADJ;MASC;PL	N;INDF;MASC;SG
classiques	класическо	classique	класически	ADJ;MASC;PL	ADV
classiques	класическа	classique	класически	ADJ;MASC;PL	ADJ;INDF;FEM;SG
classiques	класика	classique	класика	ADJ;MASC;PL	N;INDF;FEM;SG
classiques	класически	classique	класически	ADJ;MASC;PL	ADV
minimum	минимално	minimum	минимален	ADJ;MASC;SG	ADV
minimum	минимум	minimum	минимум	ADJ;MASC;SG	N;INDF;MASC;SG
minimum	минимални	minimum	минимален	ADJ;MASC;SG	ADJ;INDF;PL
minimum	минимално	minimum	минимален	ADJ;MASC;SG	ADV
révolutionnaire	революционер	révolutionnaire	революционер	ADJ;MASC;SG	N;INDF;MASC;SG
révolutionnaire	революционно	révolutionnaire	революционен	ADJ;MASC;SG	ADV
nécessaires	необходимо	nécessaire	необходимо	ADJ;MASC;PL	ADV
nécessaires	необходима	nécessaire	необходим	ADJ;MASC;PL	ADJ;INDF;FEM;SG
grave	сериозно	grave	сериозно	ADJ;MASC;SG	ADV
grave	сериозни	grave	сериозен	ADJ;MASC;SG	ADJ;INDF;PL
grave	тежки	grave	тежък	ADJ;MASC;SG	ADJ;INDF;PL
grave	гроб	grave	гроб	ADJ;MASC;SG	N;INDF;MASC;SG
lord	лорд	lord	лорд	PROPN	N;INDF;MASC;SG
tourne	завъртане	tourner	завъртане	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
tourne	завой	tourner	завой	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
tourne	завъртане	tourner	завъртане	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
tourne	въртене	tourner	въртене	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
tourne	завърти	tourner	завъртя-(се)	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN
poème	поема	poème	поемам	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
extrait	откъс	extraire	откъс	V;MASC;SG;PST;V.PTCP	N;INDF;MASC;SG
extrait	извлечени	extraire	извлека	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
extrait	извличане	extraire	извличане	V;MASC;SG;PST;V.PTCP	N;INDF;NEUT;SG
extrait	екстракт	extraire	екстракт	V;MASC;SG;PST;V.PTCP	N;INDF;MASC;SG
contribution	вноски	contribution	вноска	N;FEM;SG	N;INDF;FEM;PL
hill	хълм	hill	хълм	PROPN	N;INDF;MASC;SG
hill	хил	hill	хил	PROPN	PROPN;INDF;MASC;SG
hill	hill	hill	hill	PROPN	PROPN;INDF;MASC;SG
rivières	ривърс	rivière	ривърс	N;FEM;PL	N;INDF;MASC;SG
directe	преки	direct	преки	ADJ;FEM;SG	ADJ;INDF;PL
directe	директно	direct	директно	ADJ;FEM;SG	ADV
directe	пряко	direct	пряко	ADJ;FEM;SG	ADV
inférieure	нисши	inférieur	нисшя	ADJ;FEM;SG	ADJ;INDF;PL
renommé	прочут	renommer	прочут	V;MASC;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
gris	сив	gris	сив	N;MASC;SG	PROPN;INDF;MASC;SG
gris	сиво	gris	сиво	N;MASC;SG	ADV
gris	сива	gris	сив	N;MASC;SG	ADJ;INDF;FEM;SG
gris	сиви	gris	сив	N;MASC;SG	ADJ;INDF;PL
gris	грей	gris	грей	N;MASC;SG	PROPN;INDF;MASC;SG
gris	сив	gris	сив	N;MASC;SG	PROPN;INDF;MASC;SG
gris	сиво	gris	сиво	N;MASC;SG	ADV
gris	сива	gris	сив	N;MASC;SG	ADJ;INDF;FEM;SG
gris	сиви	gris	сив	N;MASC;SG	ADJ;INDF;PL
gris	грей	gris	грей	N;MASC;SG	PROPN;INDF;MASC;SG
aquitaine	аквитания	aquitaine	аквитане	ADJ;FEM;SG	N;INDF;FEM;SG
clément	клеман	clément	клеман	N;MASC;SG	PROPN;INDF;MASC;SG
barbara	барбара	barbara	барбар	PROPN	N;INDF;FEM;SG
léger	светло	léger	светло	ADJ;MASC;SG	ADV
léger	светлина	léger	светлина	ADJ;MASC;SG	N;INDF;FEM;SG
léger	светлината	léger	светлина	ADJ;MASC;SG	N;DEF;FEM;SG
léger	леки	léger	лек	ADJ;MASC;SG	ADJ;INDF;PL
disponibles	наличен	disponible	наличен	ADJ;MASC;PL	ADJ;INDF;MASC;SG
disponibles	налично	disponible	налично	ADJ;MASC;PL	ADV
disponibles	налична	disponible	наличен	ADJ;MASC;PL	ADJ;INDF;FEM;SG
désigné	назначени	désigner	назнача	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
wilson	уилсън	wilson	уилсън	PROPN	PROPN;INDF;MASC;SG
plate	перон	plat	перон	ADJ;FEM;SG	N;INDF;MASC;SG
plate	платформата	plat	платформа	ADJ;FEM;SG	N;DEF;FEM;SG
plate	платформа	plat	платформа	ADJ;FEM;SG	N;INDF;FEM;SG
similaire	подобно	similaire	подобно	ADJ;MASC;SG	ADV
similaire	подобни	similaire	подобен	ADJ;MASC;SG	ADJ;INDF;PL
cordes	струнната	corde	струнен	N;FEM;PL	ADJ;DEF;FEM;SG
cordes	връв	corde	връв	N;FEM;PL	N;INDF;FEM;SG
cordes	низ	corde	низ	N;FEM;PL	N;INDF;MASC;SG
cordes	струна	corde	струна	N;FEM;PL	N;INDF;FEM;SG
golden	златен	golden	златен	N;MASC;SG	ADJ;INDF;MASC;SG
golden	златни	golden	златен	N;MASC;SG	ADJ;INDF;PL
golden	златно	golden	златен	N;MASC;SG	ADV
golden	златна	golden	златен	N;MASC;SG	ADJ;INDF;FEM;SG
détail	дребно	détail	дребно	N;MASC;SG	ADV
détail	детайли	détail	детайла	N;MASC;SG	N;INDF;MASC;PL
détail	подробности	détail	подробност	N;MASC;SG	N;INDF;FEM;PL
dan	дан	dan	дан	PROPN	N;INDF;MASC;SG
accompagné	придружени	accompagner	придружа	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
hypothèse	хипотези	hypothèse	хипотеза	N;FEM;SG	N;INDF;FEM;PL
matériaux	материал	matériau	материал	N;MASC;PL	N;INDF;MASC;SG
matériaux	материално	matériau	материален	N;MASC;PL	ADV
risques	риск	risque	риск	N;MASC;PL	N;INDF;MASC;SG
risques	риска	risque	риск	N;MASC;PL	N;DEF;MASC;SG
jury	заседатели	jury	заседател	N;MASC;SG	N;INDF;MASC;PL
anglo	anglo	anglo	anglo	N;MASC;SG	ADJ
monnaie	пари	monnaie	пара	N;FEM;SG	N;INDF;FEM;PL
monnaie	парите	monnaie	пара	N;FEM;SG	N;DEF;FEM;PL
renommée	прочут	renommer	прочут	V;FEM;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
renommée	славата	renommer	слава	V;FEM;SG;PST;V.PTCP	N;DEF;FEM;SG
renommée	слава	renommer	слава	V;FEM;SG;PST;V.PTCP	N;INDF;FEM;SG
renommée	репутация	renommer	репутация	V;FEM;SG;PST;V.PTCP	N;INDF;FEM;SG
renommée	репутацията	renommer	репутация	V;FEM;SG;PST;V.PTCP	N;DEF;FEM;SG
didier	дидие	didier	дидие	PROPN	PROPN;INDF;MASC;SG
vendu	продадени	vendre	продам	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
ford	форд	ford	форд	PROPN	PROPN;INDF;MASC;SG
jane	джейн	jane	джейн	PROPN	PROPN;INDF;FEM;SG
frontières	границата	frontière	граница	N;FEM;PL	N;DEF;FEM;SG
frontières	граница	frontière	граница	N;FEM;PL	N;INDF;FEM;SG
frontières	гранична	frontière	граничен	N;FEM;PL	ADJ;INDF;FEM;SG
ailes	крилото	aile	крило	N;FEM;PL	N;DEF;NEUT;SG
ailes	крило	aile	крило	N;FEM;PL	N;INDF;NEUT;SG
ailes	уинг	aile	уинг	N;FEM;PL	PROPN;INDF;MASC;SG
julie	джули	julie	джул	PROPN	PROPN;INDF;FEM;SG
julie	жули	julie	жула	PROPN	N;INDF;FEM;PL
donna	дона	donner	дона	V;IND;SG;3;PST;FIN	PROPN;INDF;FEM;SG
varsovie	варшава	varsovie	варшав	PROPN	PROPN;INDF;FEM;SG
déclaré	обявени	déclarer	обявя-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
déclaré	декларирани	déclarer	декларирам	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
présidentielle	президентските	présidentiel	президентски	ADJ;FEM;SG	ADJ;DEF;PL
compter	брой	compter	брой	V;NFIN	N;INDF;MASC;SG
compter	броене	compter	броене	V;NFIN	N;INDF;NEUT;SG
normale	нормално	normal	нормално	ADJ;FEM;SG	ADV
normale	нормални	normal	нормален	ADJ;FEM;SG	ADJ;INDF;PL
pilotes	пилот	pilote	пилот	N;MASC;PL	N;INDF;MASC;SG
pilotes	пилотен	pilote	пилотен	N;MASC;PL	ADJ;INDF;MASC;SG
conquête	завоевания	conquête	завоевание	N;FEM;SG	N;INDF;NEUT;PL
conquête	завладее	conquête	завладея	N;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
rowspan	rowspan	rowspan	rowspan	PROPN	N;INDF;MASC;SG
colonie	колонии	colonie	колония	N;FEM;SG	N;INDF;FEM;PL
hélène	хелена	hélène	хеля-(се)	N;FEM;SG	ADJ;INDF;FEM;SG
hélène	елена	hélène	елен	N;FEM;SG	PROPN;INDF;FEM;SG
hélène	елън	hélène	елън	N;FEM;SG	PROPN;INDF;FEM;SG
hélène	хелън	hélène	хелън	N;FEM;SG	PROPN;INDF;FEM;SG
besoins	необходимост	besoin	необходимост	N;MASC;PL	N;INDF;FEM;SG
besoins	нужда	besoin	нужда	N;MASC;PL	N;INDF;FEM;SG
besoins	потребност	besoin	потребност	N;MASC;PL	N;INDF;FEM;SG
genres	жанр	genre	жанр	N;MASC;PL	N;INDF;MASC;SG
bref	кратко	bref	кратко	INTJ	ADV
bref	кратка	bref	кратък	INTJ	ADJ;INDF;FEM;SG
inférieur	нисши	inférieur	нисшя	ADJ;MASC;SG	ADJ;INDF;PL
cannes	кан	canne	кан	N;FEM;PL	PROPN;INDF;MASC;SG
neige	снежна	neige	снежен	N;FEM;SG	ADJ;INDF;FEM;SG
discussions	дискусия	discussion	дискусия	N;FEM;PL	N;INDF;FEM;SG
discussions	обсъждане	discussion	обсъждане	N;FEM;PL	N;INDF;NEUT;SG
installer	инсталиране	installer	инсталиране	V;NFIN	N;INDF;NEUT;SG
paysage	пейзажи	paysage	пейзаж	N;MASC;SG	N;INDF;MASC;PL
poissons	фиш	poisson	фиш	N;MASC;PL	N;INDF;MASC;SG
poissons	риба	poisson	риба	N;MASC;PL	N;INDF;FEM;SG
coût	разходи	coût	разход	N;MASC;SG	N;INDF;MASC;PL
bains	бат	bain	бат	N;MASC;PL	N;INDF;MASC;SG
bains	вана	bain	вана	N;MASC;PL	N;INDF;FEM;SG
bains	баня	bain	баня	N;MASC;PL	N;INDF;FEM;SG
espoirs	надеждата	espoir	надежда	N;MASC;PL	N;DEF;FEM;SG
espoirs	хоуп	espoir	хоуп	N;MASC;PL	N;INDF;MASC;SG
espoirs	надежда	espoir	надежда	N;MASC;PL	N;INDF;FEM;SG
comics	комикси	comics	комикс	N;MASC;SG	N;INDF;MASC;PL
cellules	килия	cellule	килия	N;FEM;PL	N;INDF;FEM;SG
cellules	клетка	cellule	клетка	N;FEM;PL	N;INDF;FEM;SG
johnny	джони	johnny	джони	PROPN	N;INDF;MASC;SG
actuels	ток	actuel	ток	ADJ;MASC;PL	N;INDF;MASC;SG
actuels	текущ	actuel	текущ	ADJ;MASC;PL	ADJ;INDF;MASC;SG
actuels	текуща	actuel	текущ	ADJ;MASC;PL	ADJ;INDF;FEM;SG
actuels	настоящ	actuel	настоящ	ADJ;MASC;PL	N;INDF;MASC;SG
jardins	гардънс	jardin	гардънс	N;MASC;PL	N;INDF;MASC;SG
jardins	градински	jardin	градински	N;MASC;PL	ADJ;INDF;MASC;SG
jardins	градината	jardin	градина	N;MASC;PL	N;DEF;FEM;SG
jardins	гардън	jardin	гардън	N;MASC;PL	N;INDF;MASC;SG
jardins	градинка	jardin	градинка	N;MASC;PL	N;INDF;FEM;SG
jardins	градина	jardin	градина	N;MASC;PL	N;INDF;FEM;SG
destinée	съдба	destiner	съдба	V;FEM;SG;PST;V.PTCP	N;INDF;FEM;SG
destinée	съдбата	destiner	съдба	V;FEM;SG;PST;V.PTCP	N;DEF;FEM;SG
médailles	медал	médaille	медал	N;FEM;PL	N;INDF;MASC;SG
angers	ядосва	anger	ядосвам-(се)	PROPN	V;IPFV;IND;SG;3;PRS;FIN;ACT
détails	подробност	détail	подробност	N;MASC;PL	N;INDF;FEM;SG
détails	детайл	détail	детайл	N;MASC;PL	N;INDF;MASC;SG
déclaration	показания	déclaration	показание	N;FEM;SG	N;INDF;NEUT;PL
populaires	популярно	populaire	популярен	ADJ;MASC;PL	ADV
populaires	популярен	populaire	популярен	ADJ;MASC;PL	ADJ;INDF;MASC;SG
populaires	популярна	populaire	популярен	ADJ;MASC;PL	ADJ;INDF;FEM;SG
populaires	актуално	populaire	актуален	ADJ;MASC;PL	ADV
effectuer	извършване	effectuer	извършване	V;NFIN	N;INDF;NEUT;SG
mises	залагания	mettre	залагание	V;FEM;PL;PST;V.PTCP	N;INDF;NEUT;PL
mises	залози	mettre	залог	V;FEM;PL;PST;V.PTCP	N;INDF;MASC;PL
mises	мизес	mettre	мизес	V;FEM;PL;PST;V.PTCP	N;INDF;MASC;SG
gagner	победи	gagner	победа	V;NFIN	N;INDF;FEM;PL
gagner	победа	gagner	победа	V;NFIN	N;INDF;FEM;SG
dijon	дижон	dijon	дижон	PROPN	PROPN;INDF;MASC;SG
invité	поканени	inviter	поканя	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
invité	гост	inviter	гост	V;MASC;SG;PST;V.PTCP	N;INDF;MASC;SG
invité	гостенка	inviter	гостенка	V;MASC;SG;PST;V.PTCP	N;INDF;FEM;SG
orientales	ориенталски	oriental	ориенталски	ADJ;FEM;PL	ADJ;INDF;MASC;SG
prêt	готови	prêt	готов	ADJ;MASC;SG	ADJ;INDF;PL
prêt	заем	prêt	заем	ADJ;MASC;SG	N;INDF;MASC;SG
publiés	публикуван	publier	публикувам	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
publiés	публикувана	publier	публикувам	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
publiés	публикувано	publier	публикувам	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
mauvaise	зле	mauvais	зле	ADJ;FEM;SG	ADV
mauvaise	лошо	mauvais	лошо	ADJ;FEM;SG	ADV
mauvaise	кофти	mauvais	кофта	ADJ;FEM;SG	ADV
élevée	висок	élever	висок	V;FEM;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
élevée	висока	élever	висок	V;FEM;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
élevée	високи	élever	висок	V;FEM;SG;PST;V.PTCP	ADJ;INDF;PL
élevée	високо	élever	високо	V;FEM;SG;PST;V.PTCP	ADV
élevée	повишени	élever	повиша-(се)	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
traditionnelle	традиционно	traditionnel	традиционен	ADJ;FEM;SG	ADV
traditionnelle	традиционни	traditionnel	традиционен	ADJ;FEM;SG	ADJ;INDF;PL
remplacement	замени	remplacement	заменя	N;MASC;SG	V;PFV;IMP;SG;2;FIN
battu	ритъм	battre	ритъм	V;MASC;SG;PST;V.PTCP	N;INDF;MASC;SG
battu	победи	battre	победа	V;MASC;SG;PST;V.PTCP	N;INDF;FEM;PL
battu	бит	battre	бия-(се)	V;MASC;SG;PST;V.PTCP	N;INDF;MASC;SG
battu	пребит	battre	пребит	V;MASC;SG;PST;V.PTCP	N;INDF;MASC;SG
battu	бита	battre	бия-(се)	V;MASC;SG;PST;V.PTCP	N;INDF;NEUT;PL
battu	победени	battre	победя	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
envoie	изпращане	envoyer	изпращане	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
envoie	изпрати	envoyer	изпратя	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
envoie	изпратете	envoyer	изпратя	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;FIN
réduit	намалява	réduire	намалявам	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
réduit	намалени	réduire	намаля	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
traces	трейс	trace	трейс	N;FEM;PL	N;INDF;FEM;SG
créateur	дизайнерски	créateur	дизайнерски	N;MASC;SG	ADJ;INDF;MASC;SG
environs	обстановка	environs	обстановка	N;MASC;PL	N;INDF;FEM;SG
environs	обкръжение	environs	обкръжение	N;MASC;PL	N;INDF;NEUT;SG
environs	среда	environs	среда	N;MASC;PL	N;INDF;FEM;SG
juridique	правно	juridique	правен	ADJ;MASC;SG	ADV
juridique	правни	juridique	правен	ADJ;MASC;SG	ADJ;INDF;PL
juridique	правен	juridique	правя-(се)	ADJ;MASC;SG	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
juridique	законно	juridique	законен	ADJ;MASC;SG	ADV
intérêts	интерес	intérêt	интерес	N;MASC;PL	N;INDF;MASC;SG
intérêts	лихва	intérêt	лихва	N;MASC;PL	N;INDF;FEM;SG
fox	фокс	fox	фокс	PROPN	PROPN;INDF;MASC;SG
fox	лисица	fox	лисица	PROPN	N;INDF;FEM;SG
fox	fox	fox	fox	PROPN	PROPN;INDF;MASC;SG
due	дължима	devoir	дължим	V;FEM;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
due	дължими	devoir	дължим	V;FEM;SG;PST;V.PTCP	ADJ;INDF;PL
moines	мойн	moine	мойн	N;MASC;PL	PROPN;INDF;MASC;SG
kong	конг	kong	конг	PROPN	PROPN;INDF;MASC;SG
chimie	химикали	chimie	химикал	N;FEM;SG	N;INDF;MASC;PL
poisson	риби	poisson	риба	N;MASC;SG	N;INDF;FEM;PL
poisson	риби	poisson	риба	N;MASC;SG	N;INDF;FEM;PL
inter	inter	inter	inter	PROPN	PROPN;INDF;MASC;SG
inter	интер	inter	интер	PROPN	PROPN;INDF;MASC;SG
fruits	плод	fruit	плод	N;MASC;PL	N;INDF;MASC;SG
passion	страсти	passion	страст	N;FEM;SG	N;INDF;FEM;PL
johann	йохан	johann	йохан	PROPN	PROPN;INDF;MASC;SG
tirs	стрелба	tir	стрелба	N;MASC;PL	N;INDF;FEM;SG
sarah	сара	sarah	сар	PROPN	PROPN;INDF;FEM;SG
interprété	тълкува	interpréter	тълкувам	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
cités	посочено	citer	посоча	V;FEM;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
géorgie	грузински	géorgie	грузински	PROPN	ADJ;INDF;MASC;SG
géorgie	джорджия	géorgie	джорджия	PROPN	N;INDF;FEM;SG
géorgie	грузия	géorgie	груз	PROPN	PROPN;INDF;FEM;SG
gothique	гот	gothique	гот	ADJ;MASC;SG	N;INDF;MASC;SG
méditerranée	средиземноморски	méditerranée	средиземноморски	N;FEM;SG	ADJ;INDF;MASC;SG
capital	капитали	capital	капитал	N;MASC;SG	N;INDF;MASC;PL
caractérisée	характеризира	caractériser	характеризирам	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
express	експресна	express	експресен	N;MASC;SG	ADJ;INDF;FEM;SG
visant	насочване	viser	насочване	V;PRS;V.PTCP	N;INDF;NEUT;SG
mit	мит	mettre	мит	V;IND;SG;3;PST;FIN	N;INDF;MASC;SG
mit	мит	mettre	мит	V;IND;SG;3;PST;FIN	N;INDF;MASC;SG
facile	леко	facile	леко	ADJ;MASC;SG	ADV
facile	лесно	facile	лесно	ADJ;MASC;SG	ADV
différent	различно	différent	различно	ADJ;MASC;SG	ADV
différent	различни	différent	различен	ADJ;MASC;SG	ADJ;INDF;PL
découvrir	откриване	découvrir	откриване	V;NFIN	N;INDF;NEUT;SG
changements	смяна	changement	смяна	N;MASC;PL	N;INDF;FEM;SG
changements	промяна	changement	промяна	N;MASC;PL	N;INDF;FEM;SG
fred	фред	fred	фред	PROPN	PROPN;INDF;MASC;SG
chrétien	кристиан	chrétien	кристиан	ADJ;MASC;SG	N;INDF;MASC;SG
chrétien	кристиян	chrétien	кристиян	ADJ;MASC;SG	N;INDF;MASC;SG
chrétien	крисчън	chrétien	крисчън	ADJ;MASC;SG	PROPN;INDF;MASC;SG
chrétien	християнин	chrétien	християнин	ADJ;MASC;SG	N;INDF;MASC;SG
chrétien	кретиен	chrétien	кретиен	ADJ;MASC;SG	N;INDF;MASC;SG
oxford	оксфорд	oxford	оксфорд	PROPN	N;INDF;MASC;SG
croatie	хърватска	croatie	хърватска	N;FEM;SG	ADJ;INDF;FEM;SG
croatie	хърватия	croatie	хърват	N;FEM;SG	PROPN;INDF;FEM;SG
ange	ейнджъл	ange	ейнджъл	N;MASC;SG	PROPN;INDF;MASC;SG
ange	angel	ange	angel	N;MASC;SG	INTJ
ange	анхел	ange	анхел	N;MASC;SG	PROPN;INDF;MASC;SG
robin	робин	robin	робин	PROPN	N;INDF;MASC;SG
agricoles	селскостопански	agricole	селскостопански	ADJ;MASC;PL	ADJ;INDF;MASC;SG
agricoles	селскостопанска	agricole	селскостопански	ADJ;MASC;PL	ADJ;INDF;FEM;SG
agricoles	земеделски	agricole	земеделски	ADJ;MASC;PL	ADJ;INDF;MASC;SG
bonnes	добър	bon	добър	ADJ;FEM;PL	ADJ;INDF;MASC;SG
bonnes	добро	bon	добър	ADJ;FEM;PL	ADV
bonnes	добре	bon	добре	ADJ;FEM;PL	ADV
classements	класирането	classement	класиране	N;MASC;PL	N;DEF;NEUT;SG
classements	класация	classement	класация	N;MASC;PL	N;INDF;FEM;SG
classements	класиране	classement	класиране	N;MASC;PL	N;INDF;NEUT;SG
classements	класиране	classement	класиране	N;MASC;PL	N;INDF;NEUT;SG
xiv	xiv	xiv	xiv	NUM	N;INDF;MASC;SG
conflits	конфликт	conflit	конфликт	N;MASC;PL	N;INDF;MASC;SG
transformation	трансформира	transformation	трансформирам	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
remplace	замяна	remplacer	замяна	V;IND;SG;3;PRS;FIN	N;INDF;FEM;SG
remplace	замени	remplacer	заменя	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN
remplace	заместване	remplacer	заместване	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
étudier	учене	étudier	учене	V;NFIN	N;INDF;NEUT;SG
étudier	изучаване	étudier	изучаване	V;NFIN	N;INDF;NEUT;SG
étudier	учене	étudier	учене	V;NFIN	N;INDF;NEUT;SG
étudier	проучване	étudier	проучване	V;NFIN	N;INDF;NEUT;SG
étudier	изучаване	étudier	изучаване	V;NFIN	N;INDF;NEUT;SG
