panel	چھاج.	panel	چھاج.	N;NOM;MASC;SG	
towarzyszyć	ہمراہ	towarzyszyć	ہمراہ	V;IPFV;NFIN;ACT	ADP
markę	گھوڑوں	marka	گھوڑا	N;ACC;FEM;SG	N;ACC;MASC;PL;3
wrak	باقیات.	wrak	باقیات.	N;NOM;MASC;SG	V;IPFV;MASC;SG;V.PTCP;ACT
wrak	(	wrak	(	N;NOM;MASC;SG	
zmartwychwstanie	احیا	zmartwychwstanie	احیا		N;NOM;MASC;SG;3
powiązanie	جوڑ	powiązanie	جوڑ	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;ACT
powiązanie	تعلق.	powiązanie	تعلق.	N;PFV;NOM;NEUT;SG;POS;V.MSDR	
powiązanie	جوڑ	powiązanie	جوڑ	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;ACT
powiązanie	تعلق.	powiązanie	تعلق.	N;PFV;NOM;NEUT;SG;POS;V.MSDR	
powiązanie	سلاسل.	powiązanie	سلاسلؤ	N;PFV;NOM;NEUT;SG;POS;V.MSDR	PROPN;NOM;MASC;SG;3
powiązanie	سلسلہ.	powiązanie	سلسلہ.	N;PFV;NOM;NEUT;SG;POS;V.MSDR	PROPN;NOM;MASC;SG;3
powiązanie	زنجیر	powiązanie	زنجیر	N;PFV;NOM;NEUT;SG;POS;V.MSDR	
szyk	(	szyk	(	N;NOM;MASC;SG	
fury	طوفان	fura	طوفان		N;NOM;MASC;SG;3
fury	ہیجان	fura	ہیجان		N;NOM;MASC;SG;3
fury	ہلچل.	fura	ہلچل.		PROPN;NOM;MASC;SG;3
fury	جھکّڑ	fura	جھکّڑ		PROPN;NOM;MASC;SG;3
szatana	ابلیس	szatan	ابلیس		PROPN;NOM;MASC;SG;3
szatana	شیطان	szatan	شیطان		N;NOM;MASC;SG;3
skromne	شائستہ	skromny	شائستہ	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
skromne	جھینپو	skromny	جھینپو	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
skromne	مہذب.	skromny	مہذب.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
skromne	شائستہ	skromny	شائستہ	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
skromne	شرمیلا	skromny	شرمیلا	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
skromne	جھینپو	skromny	جھینپو	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
skromne	مہذب.	skromny	مہذب.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
skromne	رتبہ	skromny	رتبہ	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
skromne	وقعت	skromny	وقعت	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
skromne	گرانا	skromny	گرانا	ADJ;NOM;NEUT;SG	V;MASC;SG;NFIN;ACT
skromne	حقیر	skromny	حقیر	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
skromne	کِہین	skromny	کِہین	ADJ;NOM;NEUT;SG	
skromne	عاجزی	skromny	عاجزی	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
skromne	تحقیر	skromny	تحقیر	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
mąki	آٹا	mąk	آٹا		PROPN;NOM;MASC;SG;3
smart	ممتاز.	smart	ممتاز.		ADJ
smart	تیزی	smart	تیزی		N;NOM;MASC;SG;3
smart	درست	smart	درست		ADJ
smart	ہوشیار	smart	ہوشیار		PROPN;NOM;MASC;SG;3
smart	پھرتیلا.	smart	پھرتیلا.		PROPN;NOM;MASC;SG;3
smart	پھرتی	smart	پھرتی		ADJ;FEM
smart	وضعدار	smart	وضعدار		N
smart	تیز	smart	تیز		ADJ
smart	خلش.	smart	خلش.		PROPN;NOM;MASC;SG;3
smart	طرحدار	smart	طرحدار		PROPN;NOM;MASC;SG;3
smart	زوردار.	smart	زوردار.		PROPN;NOM;MASC;SG;3
magiczny	طلسمی	magiczny	طلسمی	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
magiczny	جادوئی.	magiczny	جادوئی	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
szejk	شیخ	szejk	شیخ		PROPN;NOM;MASC;SG;3
jugosłowiańskiej	سلافی.	jugosłowiański	سلافی.	ADJ;GEN;FEM;SG	PROPN;NOM;MASC;SG;3
płuca	شش.	płuc	شش.		PROPN;NOM;MASC;SG;3
płuca	پھیپھڑا	płuc	پھیپھڑا		PROPN;NOM;MASC;SG;3
przekroczenie	ابلنا	przekroczenie	ابلنا	N;PFV;NOM;NEUT;SG;POS;V.MSDR	PROPN;NOM;MASC;SG;3
przekroczenie	وسعت.	przekroczenie	وسعت.	N;PFV;NOM;NEUT;SG;POS;V.MSDR	PROPN;NOM;MASC;SG;3
przekroczenie	(	przekroczenie	(	N;PFV;NOM;NEUT;SG;POS;V.MSDR	
zarazy	آفت.	zaraz	آفت.		V;IPFV;MASC;SG;V.PTCP;ACT
zarazy	کوسنا	zaraz	کوسنا		PROPN;NOM;MASC;SG;3
zarazy	آفت.	zaraz	آفت.		V;IPFV;MASC;SG;V.PTCP;ACT
zarazy	کوسنا	zaraz	کوسنا		PROPN;NOM;MASC;SG;3
zarazy	وبال	zaraz	وبال		N;NOM;MASC;SG;3
luźne	منتشر.	luźny	منتشر.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
luźne	آزاد	luźny	آزاد	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
luźne	ناوابستہ.	luźny	ناوابستہ.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
luźne	(	luźny	(	ADJ;NOM;NEUT;SG	
luźne	چھوڑنا.	luźny	چھوڑنا.	ADJ;NOM;NEUT;SG	V;NFIN;ACT
luźne	اوباش	luźny	اوباش	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
luźne	بھربھرا.	luźny	بھربھرا.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
luźne	بافراغت	luźny	بافراغت	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
luźne	چلانا.	luźny	چلاناؤ	ADJ;NOM;NEUT;SG	V;MASC;SG;NFIN;ACT
nasilenie	اکساہٹ	nasilić	اکساہٹ	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
modlitwę	مقصد	modlitwa	مقصد	N;ACC;FEM;SG	N;NOM;MASC;SG;3
modlitwę	عبادت	modlitwa	عبادت	N;ACC;FEM;SG	N;NOM;FEM;SG;3
modlitwę	نماز	modlitwa	نماز	N;ACC;FEM;SG	N;NOM;FEM;SG;3
modlitwę	عبادت.	modlitwa	عبادت.	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
miesięcznie	حیض.	miesięcznie	حیض.	ADV	PROPN;NOM;MASC;SG;3
miesięcznie	حیض.	miesięcznie	حیض.	ADV	PROPN;NOM;MASC;SG;3
miesięcznie	ماہوار	miesięcznie	ماہوار	ADV	
naziemne	دنیوی.	naziemny	دنیوی.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
naziemne	ارضی.	naziemny	ارضی.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
zablokować	انگھڑ	zablokować	انگھڑ	V;PFV;NFIN;ACT	
zablokować	سر	zablokować	سر	V;PFV;NFIN;ACT	N;NOM;MASC;SG;3
zablokować	ٹھس	zablokować	ٹھس	V;PFV;NFIN;ACT	
zablokować	ٹکڑا	zablokować	ٹکڑا	V;PFV;NFIN;ACT	N;NOM;MASC;SG;3
zablokować	منڈیا	zablokować	منڈیا	V;PFV;NFIN;ACT	PROPN;NOM;MASC;SG;3
zablokować	پچّر.	zablokować	پچّر.	V;PFV;NFIN;ACT	PROPN;NOM;MASC;SG;3
pine	رینجھنا.	pin	رینجھنا.		PROPN;NOM;MASC;SG;3
segmentu	قطعہ.	segment	قطعہ.	N;GEN;MASC;SG	
pocieszenia	دلدہی	pocieszenie	دلدہی	N;GEN;NEUT;SG	PROPN;NOM;MASC;SG;3
pocieszenia	تشفی	pocieszenie	تشفی	N;GEN;NEUT;SG	N;NOM;MASC;SG;3
pocieszenia	طمانیت.	pocieszenie	طمانیت.	N;GEN;NEUT;SG	PROPN;NOM;MASC;SG;3
pocieszenia	دلاسا؛تسکین	pocieszenie	دلاسا؛تسکین	N;GEN;NEUT;SG	N;NOM;MASC;SG;3
pocieszenia	دلجوئی	pocieszenie	دلجوئی	N;GEN;NEUT;SG	N;NOM;MASC;SG;3
przejściowe	مؤقت	przejściowy	مؤقت	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
perły	مروارید	perła	مروارید		N;NOM;MASC;SG;3
bandery	پرچم	bander	پرچم	N;ACC;FEM;SG	N;NOM;MASC;SG;3
ogonie	پٹ.	ogoń	پٹ.	V;PFV;IND;SG;3;FUT;FIN;ACT	
ogonie	ذنب.	ogoń	ذنب.	V;PFV;IND;SG;3;FUT;FIN;ACT	PROPN;NOM;MASC;SG;3
ogonie	پونچھ	ogoń	پونچھ	V;PFV;IND;SG;3;FUT;FIN;ACT	PROPN;NOM;MASC;SG;3
ogonie	پٹ.	ogoń	پٹ.	V;PFV;IND;SG;3;FUT;FIN;ACT	
ogonie	ذنب.	ogoń	ذنب.	V;PFV;IND;SG;3;FUT;FIN;ACT	PROPN;NOM;MASC;SG;3
ogonie	پونچھ	ogoń	پونچھ	V;PFV;IND;SG;3;FUT;FIN;ACT	PROPN;NOM;MASC;SG;3
inflacji	نفخ.	inflacja	نفخ.	N;GEN;FEM;SG	PROPN;NOM;MASC;SG;3
męstwo	شہامت	męstwo	شہامت	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
męstwo	دلیری	męstwo	دلیری	N;NOM;NEUT;SG	ADJ
męstwo	دلیری	męstwo	دلیری	N;NOM;NEUT;SG	ADJ
przedstawicielstwo	مورت	przedstawicielstwo	مورت	N;NOM;NEUT;SG	
nasi	ہم	nasz	ہم	DET;NOM;MASC;PL;1	PRO;NOM;PL;1
nasi	ہمارا	nasz	مےں	DET;NOM;MASC;PL;1	PRO;NOM;MASC;SG;1
nasi	ہم	nasz	ہم	DET;NOM;MASC;PL;1	PRO;NOM;PL;1
idealny	بالکل	idealny	بالکل	ADJ;NOM;MASC;SG	CONJ
idealny	سالم	idealny	سالم	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
idealny	نرا	idealny	نرا	ADJ;NOM;MASC;SG	V;MASC;SG;V.PTCP;ACT
idealny	کامل	idealny	کامل	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
urlop	چھٹی.	urlop	چھٹی.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
urlop	منانا.	urlop	منان	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
urlop	تعطیلات	urlop	تعطیل	N;NOM;MASC;SG	N;NOM;MASC;PL;3
odtworzenie	نمونہ.	odtworzyć	نمونہ.	N;PFV;NOM;NEUT;SG;POS;V.MSDR	PROPN;NOM;MASC;SG;3
odtworzenie	نمونہ.	odtworzyć	نمونہ.	N;PFV;NOM;NEUT;SG;POS;V.MSDR	PROPN;NOM;MASC;SG;3
zlot	to	zlot	to	N;NOM;MASC;SG	
zlot	behind	zlot	behind	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
zlot	اکسانا	zlot	اکسانا	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
kredyt	ماننا	kredyt	مان	N;NOM;MASC;SG	V;MASC;SG;NFIN
kredyt	ساکھ.	kredyt	ساکھ.	N;NOM;MASC;SG	
kredyt	گلی.	kredyt	گلی.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
kredyt	گلی.	kredyt	گلی.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
dominium	حکومت	dominium	حکومت		N;NOM;FEM;SG;3
dominium	قبضہ.	dominium	قبضہ.		PROPN;NOM;MASC;SG;3
motyl	اڑانے	motyl	اڑانہ	N;NOM;MASC;SG	V;NFIN
konsultantem	مشیر	konsultant	مشیر	N;INS;MASC;SG	N;NOM;MASC;SG;3
dokładność	درستی	dokładność	درستی	N;NOM;FEM;SG	ADJ
monk	راہب	monk	راہب		N;NOM;MASC;SG;3
minimalny	اقل	minimalny	اقل	ADJ;NOM;MASC;SG	
minimalny	باریک	minimalny	باریک	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
minimalny	اقلی.	minimalny	اقلی.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
łańcuchy	سلسلہ	łańcuch	سلسلہ	N;NOM;MASC;PL	N;NOM;MASC;SG;3
łańcuchy	ترتیب	łańcuch	ترتیب	N;NOM;MASC;PL	N;NOM;FEM;SG;3
łańcuchy	ہوٹلوں	łańcuch	ہوٹل	N;NOM;MASC;PL	N;ACC;MASC;PL;3
łańcuchy	جکڑنا	łańcuch	جکڑنا	N;NOM;MASC;PL	V;MASC;SG;NFIN;ACT
łańcuchy	چینل	łańcuch	چینل	N;NOM;MASC;PL	N;NOM;MASC;SG;3
łańcuchy	روک	łańcuch	روک	N;NOM;MASC;PL	V;ACT
łańcuchy	پابند	łańcuch	پابند	N;NOM;MASC;PL	ADJ
łańcuchy	قطار	łańcuch	قطار	N;NOM;MASC;PL	N;NOM;MASC;SG;3
świeże	باسی	świeży	باسی	ADJ;NOM;NEUT;SG	
świeże	خالص	świeży	خالص	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
stosowne	مناسب.	stosowny	مناسب.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
stosowne	ہتھیانا	stosowny	ہتھیانا	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
stosowne	متعلق	stosowny	متعلق	ADJ;NOM;NEUT;SG	ADP
stosowne	برمحل.	stosowny	برمحل.	ADJ;NOM;NEUT;SG	ADP
areszt	روکنا	areszt	روک	N;NOM;MASC;SG	V;NFIN
areszt	بندش	areszt	بندش	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
areszt	قیدخانہ.	areszt	قیدخانہ.	N;NOM;MASC;SG	ADJ
areszt	قیدخانہ.	areszt	قیدخانہ.	N;NOM;MASC;SG	ADJ
areszt	حراست.	areszt	حراست.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
areszt	روکنے	areszt	روک	N;NOM;MASC;SG	V;ACC;NFIN
nastrój	امر	nastrój	امر	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
nastrój	بدمزاجی.	nastrój	بدمزاجی.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
swoboda	حریت	swoboda	حریت	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
swoboda	حریت	swoboda	حریت	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
premium	انعام	premium	انعام		N;NOM;MASC;SG;3
premium	عطیہ.	premium	عطیہ.		PROPN;NOM;MASC;SG;3
pośrednich	پنہاں	pośredni	پنہاں	ADJ;GEN;MASC;PL	
dochodzenia	مطالعہ.	dochodzić	مطالعہ.	N;NOM;NEUT;SG	
dochodzenia	سرکاری.	dochodzić	سرکاریؤ	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
wyłączony	پرے	wyłączyć	پرا	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;V.PTCP;ACT
wyłączony	از	wyłączyć	از	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	PART
wyłączony	من	wyłączyć	من	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;NOM;MASC;SG;3
wyłączony	سواری	wyłączyć	سواری	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;NOM;FEM;SG;3
wyłączony	روکنے	wyłączyć	روک	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;ACC;NFIN
wyłączony	روانگی.	wyłączyć	روانگی.	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	PROPN;NOM;MASC;SG;3
wyłączony	آگے.	wyłączyć	آگے.	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
wyłączony	حالت	wyłączyć	حالت	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;NOM;FEM;SG;3
wyłączony	سیدھی	wyłączyć	سیدھی	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;NOM;MASC;SG;3
wyłączony	دور	wyłączyć	دور	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;NOM;MASC;SG;3
wyłączony	بالکل.	wyłączyć	بالکل.	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
osłona	بچانا	osłona	بچا	N;NOM;FEM;SG	V;MASC;SG;NFIN;ACT
wyłączone	پرے	wyłączyć	پرا	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;V.PTCP;ACT
wyłączone	از	wyłączyć	از	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	PART
wyłączone	من	wyłączyć	من	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;NOM;MASC;SG;3
wyłączone	سواری	wyłączyć	سواری	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;NOM;FEM;SG;3
wyłączone	روکنے	wyłączyć	روک	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;ACC;NFIN
wyłączone	روانگی.	wyłączyć	روانگی.	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	PROPN;NOM;MASC;SG;3
wyłączone	آگے.	wyłączyć	آگے.	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
wyłączone	حالت	wyłączyć	حالت	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;NOM;FEM;SG;3
wyłączone	سیدھی	wyłączyć	سیدھی	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;NOM;MASC;SG;3
wyłączone	دور	wyłączyć	دور	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;NOM;MASC;SG;3
wyłączone	بالکل.	wyłączyć	بالکل.	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
marsh	گِلابہ.	marsh	گِلابہ.	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
import	مدّعا	import	مدّعا	N;NOM;MASC;SG	
sztywne	کڑا	sztywny	کڑا	ADJ;NOM;NEUT;SG	;NOM;MASC;SG;3
sztywne	کڑا	sztywny	کڑا	ADJ;NOM;NEUT;SG	;NOM;MASC;SG;3
sztywne	کٹّر	sztywny	کٹّر	ADJ;NOM;NEUT;SG	
sztywne	تیز.	sztywny	تیز.	ADJ;NOM;NEUT;SG	
sztywne	لاش.	sztywny	لاش.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
czystość	پاک.	czystość	پاک.	N;NOM;FEM;SG	
czystość	طہارت.	czystość	طہارت.	N;NOM;FEM;SG	V;IPFV;MASC;SG;V.PTCP;ACT
czystość	پاک.	czystość	پاک.	N;NOM;FEM;SG	
czystość	طہارت.	czystość	طہارت.	N;NOM;FEM;SG	V;IPFV;MASC;SG;V.PTCP;ACT
łatwością	سہولت	łatwość	سہولت	N;INS;FEM;SG	N;NOM;MASC;SG;3
łatwością	شرمندگی	łatwość	شرمندگی	N;INS;FEM;SG	N;NOM;FEM;SG;3
hamulec	جھاڑی	hamulec	جھاڑی	N;NOM;MASC;SG	ADJ
hamulec	سرخس	hamulec	سرخس	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
trwałość	توازن	trwałość	توازن	N;ACC;FEM;SG	N;NOM;MASC;SG;3
trwałość	استحکام	trwałość	استحکام	N;ACC;FEM;SG	N;NOM;MASC;SG;3
trwałość	استقلال	trwałość	استقلال	N;ACC;FEM;SG	N;NOM;MASC;SG;3
trwałość	(	trwałość	(	N;ACC;FEM;SG	
trwałość	پائیداری	trwałość	پائیداری	N;ACC;FEM;SG	N;NOM;MASC;SG;3
certyfikaty	موت	certyfikat	موت	N;NOM;MASC;PL	N;NOM;FEM;SG;3
certyfikaty	صحت	certyfikat	صحت	N;NOM;MASC;PL	N;NOM;FEM;SG;3
certyfikaty	قابلیت	certyfikat	قابلیت	N;NOM;MASC;PL	N;NOM;MASC;SG;3
certyfikaty	استعداد	certyfikat	استعداد	N;NOM;MASC;PL	N;NOM;MASC;SG;3
certyfikaty	شادی	certyfikat	شادی	N;NOM;MASC;PL	N;NOM;FEM;SG;3
certyfikaty	توثیق	certyfikat	توثیق	N;NOM;MASC;PL	N;NOM;MASC;SG;3
certyfikaty	توثیق	certyfikat	توثیق	N;NOM;MASC;PL	N;NOM;MASC;SG;3
certyfikaty	تصدیق	certyfikat	تصدیق	N;NOM;MASC;PL	N;NOM;MASC;SG;3
brakujące	غائب.	brakować	غائب.	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	
rokowania	مکالمہ	rokować	مکالمہ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	PROPN;NOM;MASC;SG;3
rozpowszechnione	غالب.	rozpowszechnić	غالب.	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
rozpowszechnione	واقع.	rozpowszechnić	واقع.	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
szpiku	جوہر.	szpik	جوہر.	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
zamężna	منکوحہ	zamężny	منکوحہ	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
zamężna	متأہّل.	zamężny	متأہّل.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
fotel	کرسی	fotel	کرسی	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
duma	انانیت.	duma	انانیت.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
duma	سبب	duma	سبب	N;NOM;FEM;SG	N;ACC;MASC;SG;3
duma	انانیت.	duma	انانیت.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
duma	گھمنڈ	duma	گھمنڈ	N;NOM;FEM;SG	
duma	سبب	duma	سبب	N;NOM;FEM;SG	N;ACC;MASC;SG;3
demonstracje	منطق	demonstracja	منطق	N;NOM;FEM;PL	N;NOM;MASC;SG;3
demonstracje	مظاہرہ-	demonstracja	مظاہرہ-	N;NOM;FEM;PL	N;NOM;MASC;SG;3
candy	مٹھائیاں	candy	مٹھا		N;NOM;MASC;PL;3
modlitwie	مقصد	modlitwa	مقصد	N;DAT;FEM;SG	N;NOM;MASC;SG;3
modlitwie	عبادت	modlitwa	عبادت	N;DAT;FEM;SG	N;NOM;FEM;SG;3
modlitwie	نماز	modlitwa	نماز	N;DAT;FEM;SG	N;NOM;FEM;SG;3
modlitwie	عبادت.	modlitwa	عبادت.	N;DAT;FEM;SG	PROPN;NOM;MASC;SG;3
panelu	چھاج.	panel	چھاج.	N;GEN;MASC;SG	
pułapka	کھٹکا	pułapka	کھٹکا	N;NOM;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
pułapka	کھٹکا	pułapka	کھٹکا	N;NOM;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
pułapka	جال	pułapka	جال	N;NOM;FEM;SG	V;ACT
mądry	ذکی.	mądry	ذکی.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
mądry	عاقلانہ	mądry	عاقلانہ	N;NOM;MASC;SG	ADJ
mądry	درجہ.	mądry	درجہ.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
mądry	مستعد	mądry	مستعد	N;NOM;MASC;SG	ADJ
mądry	فہیم	mądry	فہیم	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
mądry	ذکی.	mądry	ذکی.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
mądry	عاقلانہ	mądry	عاقلانہ	N;NOM;MASC;SG	ADJ
mądry	درجہ.	mądry	درجہ.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
mądry	مستعد	mądry	مستعد	N;NOM;MASC;SG	ADJ
mądry	ممتاز.	mądry	ممتاز.	N;NOM;MASC;SG	ADJ
mądry	درست	mądry	درست	N;NOM;MASC;SG	ADJ
mądry	ہوشیار	mądry	ہوشیار	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
mądry	پھرتیلا.	mądry	پھرتیلا.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
mądry	پھرتی	mądry	پھرتی	N;NOM;MASC;SG	ADJ;FEM
mądry	طرار	mądry	طرار	N;NOM;MASC;SG	
mądry	تیز	mądry	تیز	N;NOM;MASC;SG	ADJ
mądry	خلش.	mądry	خلش.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
mądry	عیار	mądry	عیار	N;NOM;MASC;SG	
mądry	طرحدار	mądry	طرحدار	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
mądry	زوردار.	mądry	زوردار.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
palestyńskich	فلسطینی	palestyński	فلسطینی	ADJ;GEN;MASC;PL	PROPN;NOM;MASC;SG;3
trakcji	اینٹھن.	trakcja	اینٹھن.	N;GEN;FEM;SG	PROPN;NOM;MASC;SG;3
soku	جوہر.	sok	جوہر.	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
soku	خلاصہ	sok	خلاصہ	N;GEN;MASC;SG	N;NOM;MASC;SG;3
soku	رس	sok	رس	N;GEN;MASC;SG	N;NOM;MASC;SG;3
soku	جوہر.	sok	جوہر.	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
soku	خلاصہ	sok	خلاصہ	N;GEN;MASC;SG	N;NOM;MASC;SG;3
bezwzględna	مطلق	bezwzględny	مطلق	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
bezwzględna	کامل	bezwzględny	کامل	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
poprzeczne	آرپار	poprzeczny	آرپار	ADJ;NOM;NEUT;SG	V;ACT
poprzeczne	قاطع	poprzeczny	قاطع	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
chudy	پتلا	chudy	پتلا	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
chudy	تنگ	chudy	تنگ	ADJ;NOM;MASC;SG	V;ACT
chudy	دُبلا	chudy	دُبلا	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
chudy	چمرخ.	chudy	چمرخ.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
chudy	وزن	chudy	وزن	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
chudy	عّیار.	chudy	عّیار.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
chudy	چھانٹنا	chudy	چھانٹ	ADJ;NOM;MASC;SG	V;SG;NFIN;ACT
chudy	thinly	chudy	thinly	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
chudy	شاخوں	chudy	شاخہ	ADJ;NOM;MASC;SG	N;ACC;MASC;PL;3
chudy	گھٹانا.	chudy	گھٹانا.	ADJ;NOM;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
chudy	چھانٹنا	chudy	چھانٹ	ADJ;NOM;MASC;SG	V;SG;NFIN;ACT
chudy	دُبلا	chudy	دُبلا	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
chudy	thinly	chudy	thinly	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
chudy	شاخوں	chudy	شاخہ	ADJ;NOM;MASC;SG	N;ACC;MASC;PL;3
