категорія	catégories	категорія	catégorie	N;INAN;NOM;FEM;SG	N;FEM;PL
схожі	similaire	схожий	similaire	ADJ;NOM;PL	ADJ;MASC;SG
схожі	analogue	схожий	analogue	ADJ;NOM;PL	ADJ;MASC;SG
схожі	semblable	схожий	semblable	ADJ;NOM;PL	ADJ;MASC;SG
схожі	connexe	схожий	connexe	ADJ;NOM;PL	ADJ;MASC;SG
схожі	lié	схожий	lier	ADJ;NOM;PL	V;MASC;SG;PST;V.PTCP
схожі	liés	схожий	lier	ADJ;NOM;PL	V;MASC;PL;PST;V.PTCP
нагорода	récompenser	нагорода	récompenser	N;INAN;NOM;FEM;SG	V;NFIN
майбутнє	futures	майбутнє	futur	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
майбутнє	futurs	майбутнє	futur	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
майбутнє	avenir	майбутнє	avenir	ADJ;NOM;NEUT;SG	N;MASC;SG
почуття	sentiments	почуття	sentiment	N;INAN;NOM;NEUT;SG	N;MASC;PL
символів	caractère	символ	caractère	N;INAN;GEN;MASC;PL	N;MASC;SG
символів	personnage	символ	personnage	N;INAN;GEN;MASC;PL	N;MASC;SG
надати	approvisionnement	надати	approvisionnement	V;PFV;NFIN	N;MASC;SG
надати	subvention	надати	subvention	V;PFV;NFIN	N;FEM;SG
надати	grant	надати	grant	V;PFV;NFIN	PROPN
наслідки	contrecoup	наслідок	contrecoup	N;INAN;NOM;MASC;PL	N;MASC;SG
соціальні	sociale	соціальний	social	ADJ;NOM;PL	ADJ;FEM;SG
соціальні	social	соціальний	social	ADJ;NOM;PL	ADJ;MASC;SG
затвердження	approuvant	затвердження	approuver	N;INAN;NOM;NEUT;SG	V;PRS;V.PTCP
затвердження	approuver	затвердження	approuver	N;INAN;NOM;NEUT;SG	V;NFIN
обліку	compter	облік	compter	N;INAN;GEN;MASC;SG	V;NFIN
знаходить	trouvailles	знаходити	trouvaille	V;IPFV;IND;SG;3;PRS;FIN	N;FEM;PL
маю	ont	мати	avoir	V;IPFV;IND;SG;1;PRS;FIN	V;IND;PL;3;PRS;FIN
стефан	stéphane	стефан	stéphane	PROPN;ANIM;NOM;MASC;SG	PROPN
стефан	stéphane	стефан	stéphane	PROPN;ANIM;NOM;MASC;SG	PROPN
стефан	stefan	стефан	stefan	PROPN;ANIM;NOM;MASC;SG	PROPN
стефан	stéphane	стефан	stéphane	PROPN;ANIM;NOM;MASC;SG	PROPN
стефан	stephan	стефан	stephan	PROPN;ANIM;NOM;MASC;SG	PROPN
плавання	nager	плавання	nager	N;INAN;NOM;NEUT;SG	V;NFIN
світлана	svetlana	світланий	svetlana	PROPN;ANIM;NOM;FEM;SG	PROPN
середні	moyen	середній	moyen	ADJ;NOM;PL	ADJ;MASC;SG
середні	médium	середній	médium	ADJ;NOM;PL	N;MASC;SG
середні	moyenne	середній	moyenne	ADJ;NOM;PL	N;FEM;SG
середні	milieu	середній	milieu	ADJ;NOM;PL	N;MASC;SG
виглядає	looks	виглядати	look	V;IPFV;IND;SG;3;PRS;FIN	N;MASC;PL
рідини	liquide	рідина	liquide	N;INAN;NOM;FEM;PL	ADJ;MASC;SG
рідини	fluides	рідина	fluide	N;INAN;NOM;FEM;PL	ADJ;MASC;PL
підручник	manual	підручник	manual	N;INAN;NOM;MASC;SG	PROPN
підручник	manuels	підручник	manuel	N;INAN;NOM;MASC;SG	N;MASC;PL
підручник	manuelle	підручник	manuelle	N;INAN;NOM;MASC;SG	ADJ;FEM;SG
підручник	didacticiels	підручник	didacticiel	N;INAN;NOM;MASC;SG	N;MASC;PL
підручник	instructif	підручник	instructif	N;INAN;NOM;MASC;SG	ADJ;MASC;SG
вперед	forward	вперед	forward		PROPN
вперед	transmet	вперед	transmettre		V;IND;SG;3;PRS;FIN
владислав	vladislav	владислати	vladislav	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
владислав	władysław	владислати	władysław	PROPN;ANIM;NOM;MASC;SG	PROPN
перевезення	transports	перевезення	transport	N;INAN;NOM;NEUT;SG	N;MASC;PL
перевезення	marchandises	перевезення	marchandise	N;INAN;NOM;NEUT;SG	N;FEM;PL
широкий	élargi	широкий	élargir	ADJ;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
широкий	élargie	широкий	élargir	ADJ;NOM;MASC;SG	V;FEM;SG;PST;V.PTCP
широкий	étendu	широкий	étendre	ADJ;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
широкий	agrandi	широкий	agrandir	ADJ;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
червоні	écarlate	червоний	écarlate	ADJ;NOM;PL	ADJ;MASC;SG
червоні	scarlet	червоний	scarlet	ADJ;NOM;PL	PROPN
червоні	roux	червоний	roux	ADJ;NOM;PL	ADJ;MASC;SG
червоні	rouge	червоний	rouge	ADJ;NOM;PL	ADJ;MASC;SG
майна	biens	майна	bien	N;INAN;GEN;MASC;SG	N;MASC;PL
релігія	religieux	релігія	religieux	N;INAN;NOM;FEM;SG	ADJ;MASC;SG
миколаїв	nikolaev	миколай	nikolaev	N;ANIM;ACC;MASC;PL	PROPN
галереї	galerie	галерей	galerie	N;INAN;NOM;FEM;PL	N;FEM;SG
галереї	gallerie	галерей	gallerie	N;INAN;NOM;FEM;PL	N;FEM;SG
галереї	gallery	галерей	gallery	N;INAN;NOM;FEM;PL	PROPN
вбивства	assassinats	вбивство	assassinat	N;INAN;NOM;NEUT;SG	N;MASC;PL
вбивства	meurtres	вбивство	meurtre	N;INAN;NOM;NEUT;SG	N;MASC;PL
дипломат	diplomates	дипломат	diplomate	N;ANIM;NOM;MASC;SG	N;MASC;PL
зйомки	tournage	зйомка	tournage	N;INAN;NOM;FEM;PL	N;MASC;SG
зйомки	filmer	зйомка	filmer	N;INAN;NOM;FEM;PL	V;NFIN
зйомки	fusillade	зйомка	fusillade	N;INAN;NOM;FEM;PL	N;FEM;SG
зйомки	tournage	зйомка	tournage	N;INAN;NOM;FEM;PL	N;MASC;SG
зйомки	tir	зйомка	tir	N;INAN;NOM;FEM;PL	N;MASC;SG
зйомки	tirer	зйомка	tirer	N;INAN;NOM;FEM;PL	V;NFIN
кохання	aime	кохання	aimer	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
кохання	aimer	кохання	aimer	N;INAN;NOM;NEUT;SG	V;NFIN
кохання	love	кохання	love	N;INAN;NOM;NEUT;SG	ADJ;FEM;SG
важливі	importante	важливий	important	ADJ;NOM;PL	ADJ;FEM;SG
важливі	important	важливий	important	ADJ;NOM;PL	ADJ;MASC;SG
йосип	joseph	йосип	joseph	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
йосип	josip	йосип	josip	PROPN;ANIM;NOM;MASC;SG	PROPN
ґрунту	sols	ґрунт	sol	N;INAN;GEN;MASC;SG	N;MASC;PL
артур	arthur	артур	arthur	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
артур	artur	артур	artur	PROPN;ANIM;NOM;MASC;SG	PROPN
звук	sound	звук	sound	N;INAN;NOM;MASC;SG	PROPN
звук	sonore	звук	sonore	N;INAN;NOM;MASC;SG	ADJ;MASC;SG
звук	son	звук	son	N;INAN;NOM;MASC;SG	DET;MASC;SG
звук	muet	звук	muet	N;INAN;NOM;MASC;SG	ADJ;MASC;SG
звук	muette	звук	muette	N;INAN;NOM;MASC;SG	ADJ;FEM;SG
звук	muets	звук	muet	N;INAN;NOM;MASC;SG	ADJ;MASC;PL
рекорд	enregistre	рекорд	enregistrer	N;INAN;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
рекорд	enregistrer	рекорд	enregistrer	N;INAN;NOM;MASC;SG	V;NFIN
новгород	novgorod	новгород	novgorod	PROPN;INAN;NOM;MASC;SG	PROPN
валентин	valentin	валентина	valentin	PROPN;ANIM;NOM;MASC;SG	N;FEM;SG
сталі	constantes	сталь	constante	N;INAN;NOM;FEM;PL	ADJ;FEM;PL
вашингтон	washington	вашингтон	washington	PROPN;INAN;NOM;MASC;SG	N;MASC;SG
відтоді	depuis	відтоді	depuis	ADV	ADP
відтоді	puisque	відтоді	puisque	ADV	CONJ
виділення	alloue	виділення	allouer	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
виділення	allouer	виділення	allouer	N;INAN;NOM;NEUT;SG	V;NFIN
спілкування	communiquer	спілкування	communiquer	N;INAN;NOM;NEUT;SG	V;NFIN
спілкування	discuter	спілкування	discuter	N;INAN;NOM;NEUT;SG	V;NFIN
відвідав	visités	відвідати	visiter	V;PFV;MASC;IND;SG;PST;FIN	V;MASC;PL;PST;V.PTCP
квітки	fleur	квітка	fleur	N;INAN;NOM;FEM;PL	N;FEM;SG
станіслава	stanislaus	станіславий	stanislaus	PROPN;INAN;NOM;FEM;SG	N;MASC;SG
художнього	artistiques	художній	artistique	ADJ;GEN;MASC;SG	ADJ;MASC;PL
власність	biens	власність	bien	N;INAN;NOM;FEM;SG	N;MASC;PL
різниця	diff	різниця	diff	N;INAN;NOM;FEM;SG	
акт	agir	акт	agir	N;INAN;NOM;MASC;SG	V;NFIN
акт	act	акт	act	N;INAN;NOM;MASC;SG	PROPN
відповідні	approprié	відповідний	approprié	ADJ;NOM;PL	ADJ;MASC;SG
відповідні	appropriées	відповідний	approprier	ADJ;NOM;PL	V;FEM;PL;PST;V.PTCP
відповідні	appropriés	відповідний	approprié	ADJ;NOM;PL	V;MASC;PL;PST;V.PTCP
відповідні	appropriée	відповідний	approprier	ADJ;NOM;PL	V;FEM;SG;PST;V.PTCP
онлайн	online	онлайн	online		N;MASC;SG
закриття	fermer	закриття	fermer	N;INAN;NOM;NEUT;SG	V;NFIN
закриття	proche	закриття	proche	N;INAN;NOM;NEUT;SG	ADJ;MASC;SG
закриття	fermer	закриття	fermer	N;INAN;NOM;NEUT;SG	V;NFIN
руїни	ruine	руїна	ruine	N;INAN;NOM;FEM;PL	N;FEM;SG
франківськ	frankivsk	франківськ	frankivsk	N;INAN;NOM;MASC;SG	PROPN
нормандія	normande	нормандія	normand	N;INAN;NOM;FEM;SG	ADJ;FEM;SG
параметри	configuration	параметр	configuration	N;INAN;NOM;MASC;PL	N;FEM;SG
параметри	paramétrage	параметр	paramétrage	N;INAN;NOM;MASC;PL	N;MASC;SG
франсуа	françois	франсуо	françois	PROPN;ANIM;NOM;MASC;SG	PROPN
миколая	nicholas	микола	nicholas	N;ANIM;NOM;MASC;SG	PROPN
випущена	licencié	випущений	licencier	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
випущена	agréé	випущений	agrée	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
функцію	fonctions	функція	fonction	N;INAN;ACC;FEM;SG	N;FEM;PL
православні	orthodoxe	православний	orthodoxe	ADJ;NOM;PL	ADJ;MASC;SG
православні	orthodoxie	православний	orthodoxie	ADJ;NOM;PL	N;FEM;SG
оголошено	criblage	оголошити	criblage	V;PFV;IND;0;FIN	N;MASC;SG
оголошено	projection	оголошити	projection	V;PFV;IND;0;FIN	N;FEM;SG
оголошено	dépistage	оголошити	dépistage	V;PFV;IND;0;FIN	N;MASC;SG
говорити	talk	говорити	talk	V;IPFV;NFIN	PROPN
зібрав	rassemblés	зібрати	rassembler	V;PFV;MASC;IND;SG;PST;FIN	V;MASC;PL;PST;V.PTCP
зібрав	recueillies	зібрати	recueillir	V;PFV;MASC;IND;SG;PST;FIN	V;FEM;PL;PST;V.PTCP
погано	méchant	погано	méchant	ADV	ADJ;MASC;SG
погано	bad	погано	bad	ADV	N;MASC;SG
погано	mauvaise	погано	mauvais	ADV	ADJ;FEM;SG
погано	mauvais	погано	mauvais	ADV	ADJ;MASC;SG
майя	maia	майя	maia	N;INAN;NOM;FEM;SG	PROPN
майя	maya	майя	maya	N;INAN;NOM;FEM;SG	PROPN
майя	mayas	майя	maya	N;INAN;NOM;FEM;SG	N;MASC;PL
економічна	economiques	економічний	economique	ADJ;NOM;FEM;SG	ADJ;MASC;PL
пом	adoucissant	пом	adoucir		N;MASC;SG
млин	moulin	млина	moulin		N;MASC;SG
млин	moulin	млина	moulin		N;MASC;SG
млин	mill	млина	mill		PROPN
млин	laminoir	млина	laminoir		N;MASC;SG
найкраще	meilleure	найкраще	meilleur	ADV;RL	ADJ;FEM;SG
найкраще	meilleures	найкраще	meilleur	ADV;RL	ADJ;FEM;PL
найкраще	meilleur	найкраще	meilleur	ADV;RL	ADJ;MASC;SG
найкраще	best	найкраще	best	ADV;RL	PROPN
найкраще	meilleurs	найкраще	meilleur	ADV;RL	ADJ;MASC;PL
оксана	oksana	оксаний	oksana	PROPN;ANIM;NOM;FEM;SG	PROPN
січ	sich	січ	sich	PROPN;INAN;NOM;FEM;SG	PROPN
манчестер	manchester	манчестер	manchester	N;INAN;NOM;MASC;SG	V;NFIN
сесії	autel	сесія	autel	N;INAN;NOM;FEM;PL	N;MASC;SG
сесії	session	сесія	session	N;INAN;NOM;FEM;PL	N;FEM;SG
сесії	séance	сесія	séance	N;INAN;NOM;FEM;PL	N;FEM;SG
сесії	plénière	сесія	plénier	N;INAN;NOM;FEM;PL	N;FEM;SG
міліції	milice	міліція	milice	N;INAN;NOM;FEM;PL	N;FEM;SG
росією	trafiquants	росія	trafiquant	N;INAN;INS;FEM;SG	N;MASC;PL
підпорядкування	communes	підпорядкування	commune	N;INAN;NOM;NEUT;SG	N;FEM;PL
підпорядкування	municipalités	підпорядкування	municipalité	N;INAN;NOM;NEUT;SG	N;FEM;PL
закінчується	ends	закінчуватися	end	V;IPFV;IND;SG;3;PRS;FIN	N;MASC;PL
закінчується	extrémités	закінчуватися	extrémité	V;IPFV;IND;SG;3;PRS;FIN	N;FEM;PL
артем	artem	артем	artem	PROPN;ANIM;NOM;MASC;SG	PROPN
артем	artyom	артем	artyom	PROPN;ANIM;NOM;MASC;SG	PROPN
природний	naturelles	природний	naturel	ADJ;NOM;MASC;SG	ADJ;FEM;PL
природний	naturels	природний	naturel	ADJ;NOM;MASC;SG	ADJ;MASC;PL
становлення	devenant	становлення	devenir	N;INAN;NOM;NEUT;SG	V;PRS;V.PTCP
становлення	devenir	становлення	devenir	N;INAN;NOM;NEUT;SG	V;NFIN
луїс	luiz	луїс	luiz	PROPN;ANIM;NOM;MASC;SG	PROPN
луїс	luis	луїс	lui	PROPN;ANIM;NOM;MASC;SG	PROPN
луїс	luís	луїс	luí	PROPN;ANIM;NOM;MASC;SG	PROPN
луїс	louis	луїс	loui	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
фінансування	financé	фінансування	financer	N;INAN;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
фінансування	financées	фінансування	financer	N;INAN;NOM;NEUT;SG	V;FEM;PL;PST;V.PTCP
фінансування	financée	фінансування	financer	N;INAN;NOM;NEUT;SG	V;FEM;SG;PST;V.PTCP
фінансування	financés	фінансування	financé	N;INAN;NOM;NEUT;SG	V;MASC;PL;PST;V.PTCP
фінансування	financements	фінансування	financement	N;INAN;NOM;NEUT;SG	N;MASC;PL
фінал	définitif	фінал	définitif	N;INAN;NOM;MASC;SG	ADJ;MASC;SG
фінал	final	фінал	final	N;INAN;NOM;MASC;SG	ADJ;MASC;SG
фінал	définitive	фінал	définitif	N;INAN;NOM;MASC;SG	ADJ;FEM;SG
двері	porte	двері	porte	N;INAN;NOM	N;FEM;SG
двері	portes	двері	porte	N;INAN;NOM	N;FEM;PL
мері	meri	мера	meri	PROPN;ANIM;NOM;FEM;SG	
мері	marie	мера	marier	PROPN;ANIM;NOM;FEM;SG	N;FEM;SG
мері	mary	мера	mary	PROPN;ANIM;NOM;FEM;SG	PROPN
мері	myriam	мера	myriam	PROPN;ANIM;NOM;FEM;SG	PROPN
токіо	tokyo	токіо	tokyo	PROPN;INAN;NOM;NEUT;SG	N;MASC;SG
пригоди	aventure	пригода	aventure	N;INAN;NOM;FEM;PL	N;FEM;SG
депо	dépôt	депо	dépôt		N;MASC;SG
депо	depot	депо	depot		N;MASC;SG
подорожі	voyage	подорож	voyage	N;INAN;NOM;FEM;PL	N;MASC;SG
подорожі	voyage	подорож	voyage	N;INAN;NOM;FEM;PL	N;MASC;SG
подорожі	journey	подорож	journey	N;INAN;NOM;FEM;PL	N;MASC;SG
подорожі	parcours	подорож	parcours	N;INAN;NOM;FEM;PL	N;MASC;SG
сторона	latéraux	сторона	latéral	N;INAN;NOM;FEM;SG	ADJ;MASC;PL
сторона	latérale	сторона	latéral	N;INAN;NOM;FEM;SG	ADJ;FEM;SG
вікторія	viktoria	вікторія	viktoria	N;ANIM;NOM;FEM;SG	PROPN
вікторія	victoria	вікторія	victoria	N;ANIM;NOM;FEM;SG	PROPN
записи	entrées	запис	entrée	N;INAN;NOM;MASC;PL	V;FEM;PL;PST;V.PTCP
сукупність	agrégats	сукупність	agrégat	N;INAN;NOM;FEM;SG	N;MASC;PL
дон	don	дон	don		N;MASC;SG
вбивство	assassiner	вбивство	assassiner	N;INAN;NOM;NEUT;SG	V;NFIN
вбивство	meurtres	вбивство	meurtre	N;INAN;NOM;NEUT;SG	N;MASC;PL
вбивство	tuer	вбивство	tuer	N;INAN;NOM;NEUT;SG	V;NFIN
ансамбль	ensemble	ансамбль	ensemble	N;INAN;NOM;MASC;SG	ADV
включення	incluent	включення	inclure	N;INAN;NOM;NEUT;SG	V;IMP;PL;1;PRS;FIN
включення	inclure	включення	inclure	N;INAN;NOM;NEUT;SG	V;NFIN
включення	comprennent	включення	comprendre	N;INAN;NOM;NEUT;SG	V;IND;PL;3;PRS;FIN
включення	inclut	включення	inclure	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
включення	inclut	включення	inclure	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
включення	comprend	включення	comprendre	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
душі	douche	душа	douche	N;INAN;NOM;FEM;PL	N;FEM;SG
громадської	ong	громадський	ong	ADJ;GEN;FEM;SG	N;FEM;PL
збагачення	enrichissante	збагачення	enrichissant	N;INAN;NOM;NEUT;SG	ADJ;FEM;SG
збагачення	enrichissant	збагачення	enrichir	N;INAN;NOM;NEUT;SG	ADJ;MASC;SG
збагачення	enrichir	збагачення	enrichir	N;INAN;NOM;NEUT;SG	V;NFIN
збагачення	enrichie	збагачення	enrichir	N;INAN;NOM;NEUT;SG	V;FEM;SG;PST;V.PTCP
збагачення	enrichies	збагачення	enrichir	N;INAN;NOM;NEUT;SG	V;FEM;PL;PST;V.PTCP
збагачення	enrichi	збагачення	enrichir	N;INAN;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
збагачення	enrichis	збагачення	enrichir	N;INAN;NOM;NEUT;SG	V;MASC;PL;PST;V.PTCP
особисте	personnel	особистий	personnel	ADJ;NOM;NEUT;SG	N;MASC;SG
особисте	personnelles	особистий	personnel	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
особисте	personnels	особистий	personnel	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
особисте	privée	особистий	priver	ADJ;NOM;NEUT;SG	V;FEM;SG;PST;V.PTCP
особисте	privés	особистий	priver	ADJ;NOM;NEUT;SG	V;MASC;PL;PST;V.PTCP
побачив	saw	побачити	saw	V;PFV;MASC;IND;SG;PST;FIN	N;MASC;SG
побачив	scie	побачити	scie	V;PFV;MASC;IND;SG;PST;FIN	N;FEM;SG
напрямки	itinéraire	напрямок	itinéraire	N;INAN;NOM;MASC;PL	N;MASC;SG
відновити	réinitialisation	відновити	réinitialisation	V;PFV;NFIN	N;FEM;SG
відновити	cv	відновити	cv	V;PFV;NFIN	N;MASC;SG
автономна	autonomes	автономний	autonome	ADJ;NOM;FEM;SG	ADJ;MASC;PL
автономна	autonomie	автономний	autonomie	ADJ;NOM;FEM;SG	N;FEM;SG
македонії	macédoine	македонія	macédoine	PROPN;INAN;GEN;FEM;SG	ADJ;FEM;SG
кампанія	campanie	кампанія	campanie	N;INAN;NOM;FEM;SG	PROPN
практика	pratiquer	практика	pratiquer	N;INAN;NOM;FEM;SG	V;NFIN
практика	pratique	практика	pratique	N;INAN;NOM;FEM;SG	ADJ;FEM;SG
практика	pratiques	практика	pratique	N;INAN;NOM;FEM;SG	N;FEM;PL
запитання	questions	запитання	question	N;INAN;NOM;NEUT;SG	N;FEM;PL
марко	marko	марко	marko	PROPN;ANIM;NOM;MASC;SG	PROPN
марко	marco	марко	marco	PROPN;ANIM;NOM;MASC;SG	PROPN
курсу	nema	курс	nema	N;INAN;GEN;MASC;SG	PROPN
додаток	greffons	додаток	greffon	N;INAN;NOM;MASC;SG	N;MASC;PL
продаж	vendre	продаж	vendre	N;INAN;NOM;MASC;SG	V;NFIN
продаж	soldes	продаж	solde	N;INAN;NOM;MASC;SG	N;MASC;PL
продаж	soldes	продаж	solde	N;INAN;NOM;MASC;SG	N;MASC;PL
продаж	ventes	продаж	vente	N;INAN;NOM;MASC;SG	N;FEM;PL
сонце	dim	сонце	dim	N;INAN;NOM;NEUT;SG	
дядько	tonton	дядько	tonton	N;ANIM;NOM;MASC;SG	PROPN
оточення	boîtes	оточення	boîte	N;INAN;NOM;NEUT;SG	N;FEM;PL
оточення	cartons	оточення	carton	N;INAN;NOM;NEUT;SG	N;MASC;PL
оточення	boites	оточення	boîte	N;INAN;NOM;NEUT;SG	N;FEM;PL
оточення	coffrets	оточення	coffret	N;INAN;NOM;NEUT;SG	N;MASC;PL
бен	ben	бен	ben	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
лесі	lesia	лесь	lesia	PROPN;ANIM;NOM;FEM;SG	N;MASC;SG
алі	ali	алі	ali	PROPN;ANIM;NOM;FEM;SG	PROPN
самий	pareil	самий	pareil	DET;NOM;MASC;SG;REFL	INTJ
самий	meme	самий	même	DET;NOM;MASC;SG;REFL	INTJ
самий	identique	самий	identique	DET;NOM;MASC;SG;REFL	ADJ;MASC;SG
самий	mêmes	самий	même	DET;NOM;MASC;SG;REFL	ADJ;MASC;PL
самий	même	самий	même	DET;NOM;MASC;SG;REFL	ADV
зали	hall	зала	hall	N;INAN;NOM;FEM;PL	N;MASC;SG
пристрої	périphériques	пристрій	périphérique	N;INAN;NOM;MASC;PL	ADJ;MASC;PL
крізь	via	крізь	via		ADP
індія	inde	індія	inde	PROPN;INAN;NOM;FEM;SG	PROPN
індія	indes	індія	inde	PROPN;INAN;NOM;FEM;SG	N;FEM;PL
весілля	noces	весілля	noce	N;INAN;NOM;NEUT;SG	N;FEM;PL
весілля	mariages	весілля	mariage	N;INAN;NOM;NEUT;SG	N;MASC;PL
конференція	conférences	конференція	conférence	N;INAN;NOM;FEM;SG	N;FEM;PL
стверджує	réclamations	стверджувати	réclamation	V;IPFV;IND;SG;3;PRS;FIN	N;FEM;PL
стверджує	créances	стверджувати	créance	V;IPFV;IND;SG;3;PRS;FIN	N;FEM;PL
стверджує	allégations	стверджувати	allégation	V;IPFV;IND;SG;3;PRS;FIN	N;FEM;PL
стверджує	revendications	стверджувати	revendication	V;IPFV;IND;SG;3;PRS;FIN	N;FEM;PL
зазнали	subie	зазнати	subie	V;PFV;IND;PL;PST;FIN	V;FEM;SG;PST;V.PTCP
зазнали	souffert	зазнати	souffert	V;PFV;IND;PL;PST;FIN	V;MASC;SG;PST;V.PTCP
школах	école	школа	école	N;INAN;ESS;FEM;PL	N;FEM;SG
математичних	mathématique	математичний	mathématique	ADJ;GEN;PL	ADJ;MASC;SG
математичних	mathématiques	математичний	mathématique	ADJ;GEN;PL	N;FEM;PL
різновид	aimable	різновид	aimable	N;INAN;NOM;MASC;SG	ADJ;MASC;SG
продукт	produit	продукт	produire	N;INAN;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
продукт	produits	продукт	produire	N;INAN;NOM;MASC;SG	V;MASC;PL;PST;V.PTCP
британська	britanniques	британський	britannique	ADJ;NOM;FEM;SG	ADJ;MASC;PL
дух	spirit	дух	spirit	N;ANIM;NOM;MASC;SG	PROPN
єгипет	égypte	єгипет	égypte	PROPN;INAN;NOM;MASC;SG	N;FEM;SG
єгипет	egypte	єгипет	egypte	PROPN;INAN;NOM;MASC;SG	N;MASC;SG
сучасне	modernité	сучасне	modernité	ADJ;NOM;NEUT;SG	N;FEM;SG
сучасне	modernes	сучасне	moderne	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
сучасне	contemporains	сучасне	contemporain	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
новини	actualité	новина	actualité	N;INAN;NOM;FEM;PL	N;FEM;SG
новини	nouvelles	новина	nouveau	N;INAN;NOM;FEM;PL	ADJ;FEM;PL
мінськ	minsk	мінськ	minsk	PROPN;INAN;NOM;MASC;SG	PROPN
космос	kosmos	космос	kosmo	N;INAN;NOM;MASC;SG	PROPN
кулі	montgolfière	куля	montgolfier	N;INAN;NOM;FEM;PL	N;FEM;SG
кулі	ballon	куля	ballon	N;INAN;NOM;FEM;PL	N;MASC;SG
вчитель	enseignante	вчитель	enseignant	N;ANIM;NOM;MASC;SG	ADJ;FEM;SG
вадим	vadim	вадим	vadim	PROPN;ANIM;NOM;MASC;SG	PROPN
корисні	utile	корисний	utile	ADJ;NOM;PL	ADJ;MASC;SG
корисні	serviable	корисний	serviable	ADJ;NOM;PL	ADJ;MASC;SG
корисні	utile	корисний	utile	ADJ;NOM;PL	ADJ;MASC;SG
свобода	liberty	свобода	liberty	N;INAN;NOM;FEM;SG	PROPN
внутрішні	interne	внутрішній	interne	ADJ;NOM;PL	ADJ;MASC;SG
коефіцієнт	factor	коефіцієнт	factor	N;INAN;NOM;MASC;SG	PROPN
верхні	supérieure	верхня	supérieur	ADJ;NOM;PL	ADJ;FEM;SG
верхні	supérieur	верхня	supérieur	ADJ;NOM;PL	ADJ;MASC;SG
конго	congolais	конго	congolais	PROPN;INAN;NOM;FEM;SG	ADJ;MASC;SG
конго	congo	конго	congo	PROPN;INAN;NOM;FEM;SG	N;MASC;SG
молода	jeunes	молодий	jeune	ADJ;NOM;FEM;SG	ADJ;MASC;PL
русь	rus	русь	rus	PROPN;INAN;NOM;FEM;SG	PROPN
арденни	ardennes	арденн	ardenne	PROPN;INAN;NOM;MASC;SG	N;FEM;PL
арденни	ardenne	арденн	ardenner	PROPN;INAN;NOM;MASC;SG	N;FEM;SG
сона	sona	сона	sona		PROPN
місцевий	locales	місцевий	local	ADJ;NOM;MASC;SG	ADJ;FEM;PL
місцевий	locaux	місцевий	local	ADJ;NOM;MASC;SG	ADJ;MASC;PL
хуан	juan	хуан	juan	PROPN;ANIM;NOM;MASC;SG	PROPN
хуан	huang	хуан	huang	PROPN;ANIM;NOM;MASC;SG	PROPN
душу	âmes	душа	âme	N;INAN;ACC;FEM;SG	N;FEM;PL
молодь	jeunes	молодь	jeune	N;INAN;NOM;FEM;SG	ADJ;MASC;PL
рівне	rivne	рівний	rivne	ADJ;NOM;NEUT;SG	PROPN
рівне	égales	рівний	égal	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
рівне	égaux	рівний	égal	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
міді	cuivre	міди	cuivre		N;MASC;SG
японська	japonaises	японський	japonais	ADJ;NOM;FEM;SG	ADJ;FEM;PL
особливий	spéciales	особливий	spécial	ADJ;NOM;MASC;SG	ADJ;FEM;PL
особливий	spéciaux	особливий	spécial	ADJ;NOM;MASC;SG	ADJ;MASC;PL
прага	prague	праго	prague	PROPN;INAN;NOM;FEM;SG	PROPN
вікна	windows	вікно	window	N;INAN;NOM;NEUT;PL	N;MASC;SG
семен	sperme	семен	sperme	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
семен	semence	семен	semence	PROPN;ANIM;NOM;MASC;SG	N;FEM;SG
