خزان	tanka	خَزَّان	tanek	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
الشبكية	mrežnice	شَبَكِيّ	mrežnica		N;NOM;FEM;PL
وجوه	obraze	وَجه	obraz	N;NOM;INDF;PL	N;ACC;MASC;PL
عنق	vrat	عَنق	vrata		N;NOM;MASC;SG
عنق	vratu	عَنق	vrat		N;DAT;MASC;SG
التشريع	zakonodajo	تَشرِيع	zakonodaja	N;NOM;DEF;SG	N;ACC;FEM;SG
كونيتيكت	connecticut	كُونِيتِيكت	connecticut		PROPN;NOM;MASC;SG
كونيتيكت	connecticutu	كُونِيتِيكت	connecticut		PROPN;DAT;MASC;SG
بادن	baden	بَادِن	baden		PROPN;NOM;MASC;SG
بار	bar	بَار	bar		N;NOM;MASC;SG
قراصنة	pirati	قراصنة	pirati		N;NOM;MASC;PL
قراصنة	piratov	قراصنة	pirat		N;GEN;MASC;PL
سويدي	švedski	سويدي	švedski	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
بوخارست	bukarešti	بُوخرَست	bukarešti		ADJ;NOM;DEF;MASC;SG
حبيبي	otrok	حبيبي	otrok		N;NOM;MASC;SG
حبيبي	punčka	حبيبي	punčka		N;NOM;FEM;SG
حبيبي	dojenček	حبيبي	dojenček		N;NOM;MASC;SG
فقرات	vretenca	فَقرَة	vretenec	N;NOM;INDF;PL	N;NOM;MASC;SG
مزدوج	podvoji	مزدوج	podvoj	ADJ;NOM;INDF;MASC;SG	V;PFV;IND;SG;3;PRS;FIN
مزدوج	dvakrat	مزدوج	dvakrat	ADJ;NOM;INDF;MASC;SG	ADV
مزدوج	dvojna	مزدوج	dvojen	ADJ;NOM;INDF;MASC;SG	NUM;NOM;FEM;SG
كلود	claude	كلود	clauda		PROPN;NOM;MASC;SG
مصنوع	narejeni	مَصنُوع	narejen	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
غازات	bencin	غَاز	bencin	N;NOM;INDF;PL	N;NOM;MASC;SG
غازات	gas	غَاز	gas	N;NOM;INDF;PL	N;NOM;MASC;SG
غازات	plin	غَاز	plin	N;NOM;INDF;PL	N;NOM;MASC;SG
غازات	plinov	غَاز	plin	N;NOM;INDF;PL	N;GEN;MASC;PL
داروين	darwin	دَارُوين	darwin		N;NOM;MASC;SG
كارول	carol	كارول	carol		PROPN;NOM;MASC;SG
تطبق	uveljavi	طَبَّق	uveljava	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
كوسوفو	kosova	كُوسُوفُو	kosovo		N;NOM;NEUT;SG
كوسوفو	kosovo	كُوسُوفُو	kosovo		N;NOM;NEUT;SG
الدجاج	piščanci	دَجَاج	piščanec	N;NOM;DEF;SG	N;NOM;MASC;PL
الدجاج	piščančji	دَجَاج	piščančji	N;NOM;DEF;SG	N;NOM;MASC;PL
السباقات	dirk	سِبَاقَة	dirka	N;NOM;DEF;PL	N;GEN;FEM;PL
السباقات	dirkah	سِبَاقَة	dirka	N;NOM;DEF;PL	N;ESS;FEM;PL
السباقات	racing	سِبَاقَة	racing	N;NOM;DEF;PL	N;NOM;MASC;SG
السباقات	dirkanje	سِبَاقَة	dirkanje	N;NOM;DEF;PL	N;NOM;NEUT;SG
التحديات	izzive	تَحَدِّي	izziv	N;NOM;DEF;PL	N;ACC;MASC;PL
كريمة	smetana	كَرِيم	smetana	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;SG
كريمة	kremo	كَرِيم	krema	ADJ;NOM;INDF;FEM;SG	N;ACC;FEM;SG
كريمة	smetane	كَرِيم	smetana	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;PL
كريمة	smetano	كَرِيم	smetana	ADJ;NOM;INDF;FEM;SG	N;ACC;FEM;SG
كريمة	krema	كَرِيم	krema	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;SG
جونغ	jung	جُونغ	jung		N;NOM;MASC;SG
ساكن	prebivalce	سَاكِن	prebivalec	ADJ;NOM;INDF;MASC;SG	N;ACC;MASC;PL
ساكن	prebivalcev	سَاكِن	prebivalec	ADJ;NOM;INDF;MASC;SG	N;GEN;MASC;PL
ساكن	prebivalci	سَاكِن	prebivalec	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;PL
ساكن	statični	سَاكِن	statičen	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;PL
شهيرة	slavni	شَهِيرَة	slaven	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
شهيرة	znani	شَهِيرَة	znan	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;PL;V.PTCP
التجديد	inovacije	تَجدِيد	inovacija	N;NOM;DEF;SG	N;NOM;FEM;PL
التجديد	inovacij	تَجدِيد	inovacija	N;NOM;DEF;SG	N;GEN;FEM;PL
التجديد	prenovo	تَجدِيد	prenova	N;NOM;DEF;SG	N;ACC;FEM;SG
المدرعة	oklepna	مَدرَعَة	oklepen	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
المدرعة	oklepna	مَدرَعَة	oklepen	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
تروي	troy	رَوَى	troy	V;IPFV;FEM;IND;SG;3;FIN;ACT	PROPN;NOM;MASC;SG
تروي	trojo	رَوَى	troj	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;ACC;NEUT;SG
طلعت	talat	طَلَع	talati	V;PFV;FEM;SG;3;ACT	
ميغيل	miguel	مِيغِيل	migul		PROPN;NOM;MASC;SG
المتقدم	vnaprej	مُتَقَدِّم	vnaprej	ADJ;NOM;DEF;MASC;SG	ADV
المتقدم	napredni	مُتَقَدِّم	napreden	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;PL
المتقدم	napreden	مُتَقَدِّم	napreden	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;INDF;MASC;SG
لوحظ	opažena	لَاحَظ	opažen	V;PFV;MASC;SG;3;PASS	ADJ;NOM;FEM;SG;V.PTCP
لوحظ	opaženi	لَاحَظ	opažen	V;PFV;MASC;SG;3;PASS	ADJ;NOM;MASC;PL;V.PTCP
لوحظ	opažene	لَاحَظ	opažen	V;PFV;MASC;SG;3;PASS	ADJ;NOM;FEM;PL;V.PTCP
لوحظ	opaženo	لَاحَظ	opažen	V;PFV;MASC;SG;3;PASS	ADJ;NOM;NEUT;SG;V.PTCP
لوحظ	zabeležena	لَاحَظ	zabeležen	V;PFV;MASC;SG;3;PASS	ADJ;NOM;FEM;SG;V.PTCP
لوحظ	zabeleženo	لَاحَظ	zabeležen	V;PFV;MASC;SG;3;PASS	ADJ;NOM;NEUT;SG;V.PTCP
موجه	režiral	مُوَجَّه	režirati	ADJ;NOM;INDF;MASC;SG	V;MASC;SG;V.PTCP
موجه	usmerjeni	مُوَجَّه	usmerjen	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
موجه	vektor	مُوَجَّه	vektor	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;SG
بطن	trebuh	بَطن	trebuh		N;NOM;MASC;SG
بطن	trebušček	بَطن	trebušček		N;NOM;MASC;SG
بطن	trebuh	بَطن	trebuh		N;NOM;MASC;SG
المهرة	usposobljenih	مُهرَة	usposobljen	N;NOM;DEF;SG	ADJ;GEN;MASC;PL;V.PTCP
تصفية	likvidacijo	تَصفِيَة	likvidacija	N;NOM;INDF;SG	N;ACC;FEM;SG
تصفية	likvidacije	تَصفِيَة	likvidacija	N;NOM;INDF;SG	N;NOM;FEM;PL
التذاكر	vstopnice	تَذَاكُر	vstopnica	N;NOM;DEF;SG	N;NOM;FEM;PL
التذاكر	vozovnice	تَذَاكُر	vozovnica	N;NOM;DEF;SG	N;NOM;FEM;PL
التذاكر	karte	تَذَاكُر	karta	N;NOM;DEF;SG	N;NOM;FEM;PL
التذاكر	karto	تَذَاكُر	karta	N;NOM;DEF;SG	N;ACC;FEM;SG
التذاكر	vozovnico	تَذَاكُر	vozovnica	N;NOM;DEF;SG	N;ACC;FEM;SG
المعتاد	običajno	مُعتَاد	običajno	ADJ;NOM;DEF;MASC;SG	ADV
سوار	zapestnico	سُوَار	zapestnica		N;ACC;FEM;SG
تكشف	razkril	كَشَف	razkriti	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;PFV;MASC;SG;V.PTCP
تكشف	razkrili	كَشَف	razkriti	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;PFV;MASC;PL;V.PTCP
تكشف	razkriti	كَشَف	razkriti	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;PFV;NFIN
تكشف	razkrije	كَشَف	razkriti	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
نيلسون	nelson	نيلسون	nelson		
الزنك	cinka	الزنك	cinka	N;NOM;DEF;SG	N;GEN;MASC;SG
استيعاب	asimilacijo	اِستِيعَاب	asimilacija	N;NOM;INDF;SG	N;ACC;FEM;SG
سحر	čarobno	سِحر	čarobno	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
سحر	magično	سِحر	magičen	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
سحر	magijo	سِحر	magija	N;NOM;INDF;SG	N;ACC;FEM;SG
تنشيط	aktivacijo	تَنشِيط	aktivacija	N;NOM;INDF;SG	N;ACC;FEM;SG
الورقة	papirja	وَرَقَة	papir	N;NOM;DEF;SG	N;GEN;MASC;SG
لوثر	luther	لوثر	luther		N;NOM;MASC;SG
شطرنج	šah	شطرنج	šah		N;NOM;MASC;SG
شطرنج	šaha	شطرنج	šah		N;GEN;MASC;SG
متجر	prodajalna	مَتجَر	prodajalna		ADJ;NOM;FEM;SG
متجر	shop	مَتجَر	shop		N;NOM;MASC;SG
متجر	trgovino	مَتجَر	trgovina		N;ACC;FEM;SG
متجر	trgovina	مَتجَر	trgovina		N;NOM;FEM;SG
متجر	prodajalna	مَتجَر	prodajalna		ADJ;NOM;FEM;SG
متجر	trgovina	مَتجَر	trgovina		N;NOM;FEM;SG
التنس	tenisu	تَنسّ	tenis		N;DAT;MASC;SG
التنس	tenis	تَنسّ	tenis		N;NOM;MASC;SG
فرعي	podružnica	فَرعِيّ	podružnica	ADJ;NOM;INDF;MASC;SG	N;NOM;FEM;SG
فرعي	podmornico	فَرعِيّ	podmornica	ADJ;NOM;INDF;MASC;SG	N;ACC;FEM;SG
فرعي	sub	فَرعِيّ	sub	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;SG
مهددة	grozil	مُهَدَّد	groziti	ADJ;NOM;INDF;FEM;SG	V;IPFV;MASC;SG;V.PTCP
مهددة	ogrožene	مُهَدَّد	ogrožen	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;PL;V.PTCP
جوني	johnny	جُونِيّ	johnny		N;NOM;MASC;SG
ضفدع	krastača	ضفدع	krastač		N;NOM;FEM;SG
ضفدع	žabec	ضفدع	žabec		N;NOM;MASC;SG
ضفدع	žaba	ضفدع	žaba		N;NOM;FEM;SG
ضفدع	žabo	ضفدع	žaba		N;ACC;FEM;SG
جزئية	delne	جُزئِيّ	delen	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;PL
جزئية	delno	جُزئِيّ	delno	ADJ;NOM;INDF;FEM;SG	ADV
جزئية	delni	جُزئِيّ	delen	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
المتطوعين	prostovoljci	مُتَطَوِّع	prostovoljec	ADJ;NOM;DEF;MASC;PL	N;NOM;MASC;PL
المشاركون	udeležence	مُشَارِك	udeleženec	N;NOM;DEF;PL	N;ACC;MASC;PL
المشاركون	sodelujoči	مُشَارِك	sodelujoč	N;NOM;DEF;PL	ADJ;NOM;MASC;PL;V.PTCP
اجتماعات	sej	اِجتِمَاع	seja	N;NOM;INDF;PL	
تذكارية	spominskih	تَذكَارِيّ	spominski	ADJ;NOM;INDF;FEM;SG	ADJ;GEN;MASC;PL
فضيلة	kreposti	فَضِيلَة	krepost	N;NOM;INDF;SG	N;NOM;FEM;PL
التغلب	premagati	تَغَلُّب	premagati	N;NOM;DEF;SG	V;PFV;NFIN
التغلب	premagala	تَغَلُّب	premagati	N;NOM;DEF;SG	V;PFV;FEM;SG;V.PTCP
منهجية	metodologijo	مُنهَجِيّ	metodologija	N;NOM;INDF;SG	N;ACC;FEM;SG
منهجية	metodologije	مُنهَجِيّ	metodologija	N;NOM;INDF;SG	N;NOM;FEM;PL
منهجية	sistematične	مُنهَجِيّ	sistematičen	N;NOM;INDF;SG	ADJ;NOM;FEM;PL
منهجية	sistematično	مُنهَجِيّ	sistematično	N;NOM;INDF;SG	ADV
منهجية	sistematičnega	مُنهَجِيّ	sistematičen	N;NOM;INDF;SG	ADJ;GEN;NEUT;SG
المعادلات	enačbi	مُعَادِلَة	enačba	N;NOM;DEF;PL	N;NOM;FEM;DU
البلطيق	baltskem	بُلط	baltski		ADJ;DAT;MASC;SG
تحفيز	spodbudi	تحفيز	spodbuditi	N;NOM;INDF;SG	V;PFV;IND;SG;3;PRS;FIN
السويسرية	švicarski	سُوِيسرِيَّة	švicarski	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
السويسرية	švicarska	سُوِيسرِيَّة	švicarski	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
زائد	plus	زَائِد	plus	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;SG
خشب	wood	خشب	wood	N;NOM;INDF;SG	PROPN;NOM;MASC;SG
خشب	lesena	خشب	lesen	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
خشب	lesa	خشب	les	N;NOM;INDF;SG	N;GEN;MASC;SG
خشب	lesni	خشب	lesen	N;NOM;INDF;SG	ADJ;NOM;DEF;MASC;SG
خشب	leseno	خشب	lesen	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
ضيقة	tesno	ضيقة	tesno	ADJ;NOM;INDF;FEM;SG	ADV
الحوت	kit	حُوت	kit	N;NOM;DEF;SG	
ياسمين	jasmina	ياسمين	jasmina	N;ACC;INDF;DU	N;NOM;FEM;SG
ياسمين	jasmine	ياسمين	jasmina	N;ACC;INDF;DU	N;NOM;FEM;PL
ياسمين	jasmin	ياسمين	jasmin	N;ACC;INDF;DU	N;NOM;MASC;SG
مفتي	mufti	مفتي	muft		N;NOM;MASC;SG
لوبيز	lopez	لوبيز	lopez		N;NOM;MASC;SG
ادعى	trdil	اِدَّعَى	trditi	V;PFV;MASC;SG;3;ACT	V;IPFV;MASC;SG;V.PTCP
المساء	zvečer	مَسَاء	zvečer	N;NOM;DEF;SG	ADV
المساء	večerni	مَسَاء	večeren	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
جوليا	julijo	جوليا	juliti		N;ACC;FEM;SG
جوليا	julia	جوليا	julia		PROPN;NOM;FEM;SG
جوليا	julija	جوليا	julij		N;GEN;MASC;SG
الكل	vsi	كُلّ	ves		DET;NOM;MASC;PL
الكل	vsem	كُلّ	ves		DET;DAT;MASC;PL
الكل	vse	كُلّ	ves		DET;NOM;NEUT;SG
الكل	vseh	كُلّ	ves		DET;GEN;MASC;PL
المعاملة	transakcijo	مُعَامَلَة	transakcija	N;NOM;DEF;SG	N;ACC;FEM;SG
المعاملة	transakcije	مُعَامَلَة	transakcija	N;NOM;DEF;SG	N;NOM;FEM;PL
المعاملة	zdravljenja	مُعَامَلَة	zdravljenje	N;NOM;DEF;SG	N;GEN;NEUT;SG
شريان	arterijo	شِريَان	arterija	N;NOM;INDF;SG	N;ACC;FEM;SG
المتغير	spremenljivo	مُتَغَيِّر	spremenljivo	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
المتغير	spremenljiva	مُتَغَيِّر	spremenljiv	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
شارلوت	charlotte	شَارَل	charlott		PROPN;NOM;FEM;SG
ديانا	diana	دِيَانَا	dian		N;NOM;FEM;SG
منتزه	parkiraj	منتزه	parkiraj		N;NOM;MASC;SG
منتزه	park	منتزه	park		N;NOM;MASC;SG
الوفاء	izpolnil	وَفَاء	izpolniti	N;NOM;DEF;SG	V;PFV;MASC;SG;V.PTCP
الوفاء	zvestobe	وَفَاء	zvestob	N;NOM;DEF;SG	N;NOM;FEM;PL
الوفاء	zvestobo	وَفَاء	zvestob	N;NOM;DEF;SG	N;ACC;FEM;SG
تسهيل	olajša	تَسهِيل	olajšati	N;NOM;INDF;SG	V;PFV;IND;SG;3;PRS;FIN
انتقد	kritiziral	اِنتَقَد	kritizirati	V;PFV;MASC;SG;3;ACT	V;IPFV;MASC;SG;V.PTCP
انتقد	kritiziral	اِنتَقَد	kritizirati	V;PFV;MASC;SG;3;ACT	V;IPFV;MASC;SG;V.PTCP
انتقد	kritizirali	اِنتَقَد	kritizirati	V;PFV;MASC;SG;3;ACT	V;IPFV;MASC;PL;V.PTCP
فرعون	faraon	فرعون	faraon		N;NOM;MASC;SG
يفسر	razloži	فَسَّر	razložiti	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
يفسر	razlaga	فَسَّر	razlagati	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;NOM;FEM;SG
شكر	zahvala	شَكَر	zahvala		N;NOM;FEM;SG
شكر	hvala	شَكَر	hvala		N;NOM;FEM;SG
تلقائيا	samodejno	تِلقَائِيّ	samodejno	ADJ;ACC;INDF;MASC;SG	ADV
تلقائيا	avtomatsko	تِلقَائِيّ	avtomatsko	ADJ;ACC;INDF;MASC;SG	ADV
تلقائيا	samodejni	تِلقَائِيّ	samodejen	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;MASC;SG
تلقائيا	samodejna	تِلقَائِيّ	samodejen	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;FEM;SG
تلقائيا	avtomatično	تِلقَائِيّ	avtomatičen	ADJ;ACC;INDF;MASC;SG	ADV
تلقائيا	samodejno	تِلقَائِيّ	samodejno	ADJ;ACC;INDF;MASC;SG	ADV
تلقائيا	avtomatsko	تِلقَائِيّ	avtomatsko	ADJ;ACC;INDF;MASC;SG	ADV
زائر	obiskovalec	زَائِر	obiskovalec		N;NOM;MASC;SG
معتمد	akreditirani	معتمد	akreditiran	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
معتمد	potrjeni	معتمد	potrjen	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
الكوارث	katastrofa	كَارِثَة	katastrof	N;NOM;DEF;PL	N;NOM;FEM;SG
الكوارث	polomija	كَارِثَة	polomija	N;NOM;DEF;PL	N;NOM;FEM;SG
ميديا	medeja	مِيدِيَا	medej		N;NOM;FEM;SG
تلسكوب	teleskop	تَلَسكُوب	teleskop		N;NOM;MASC;SG
تلسكوب	daljnogled	تَلَسكُوب	daljnogled		N;NOM;MASC;SG
هانز	hans	هانز	hans		PROPN;NOM;MASC;SG
حنا	hanna	حنا	hanna		N;NOM;FEM;SG
فدان	hektarjev	فَدَّان	hektar	N;NOM;INDF;SG	N;GEN;MASC;PL
الاعلى	top	أَعلَى	top	ADJ;NOM;DEF;MASC;SG	N;NOM;MASC;SG
الاعلى	vrh	أَعلَى	vrh	ADJ;NOM;DEF;MASC;SG	N;NOM;MASC;SG
تفقد	preveri	فَقَد	preveriti	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
تفقد	preveriti	فَقَد	preveriti	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;NFIN
تفقد	preverjanje	فَقَد	preverjanje	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;NOM;NEUT;SG
تفقد	preverite	فَقَد	prevrit	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;IMP;PL;2;FIN
امبراطورية	empire	امبراطورية	empira	N;NOM;INDF;SG	
تلبية	spoznaj	تَلبِيَة	spoznaj	N;NOM;INDF;SG	V;IND;SG;3;PRS;FIN
بخار	pare	بخار	para	N;NOM;INDF;SG	N;NOM;FEM;PL
الاصابة	poškodbe	إِصَابَة	poškodba	N;NOM;DEF;SG	N;NOM;FEM;PL
العلمانية	posvetni	عِلمَانِيَّة	posveten	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
دائري	krožni	دَائِرِيّ	krožen	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
الاراضي	dežela	أَرض	dežela	N;NOM;DEF;PL	N;NOM;FEM;SG
الاراضي	kopno	أَرض	kopno	N;NOM;DEF;PL	N;NOM;NEUT;SG
الاراضي	zemljišče	أَرض	zemljišče	N;NOM;DEF;PL	N;NOM;NEUT;SG
الاراضي	zemljo	أَرض	zemlja	N;NOM;DEF;PL	N;ACC;FEM;SG
المكسيكي	mehiško	مَكسِيكِيّ	mehiški	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
المكسيكي	mehiški	مَكسِيكِيّ	mehiški	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
المكسيكي	mehiška	مَكسِيكِيّ	mehiški	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
مضاعفات	zaplete	مُضَاعَفَات	zaplesti	N;NOM;INDF;PL	V;PFV;IND;SG;3;PRS;FIN
مضاعفات	zapletov	مُضَاعَفَات	zaplet	N;NOM;INDF;PL	N;GEN;MASC;PL
العينات	vzorce	عِينَة	vzorec	N;NOM;DEF;PL	N;ACC;MASC;PL
العينات	vzorcev	عِينَة	vzorec	N;NOM;DEF;PL	N;GEN;MASC;PL
العينات	vzorca	عِينَة	vzorec	N;NOM;DEF;PL	N;NOM;MASC;SG
عادات	navad	عَادَة	navada	N;NOM;INDF;PL	N;GEN;FEM;PL
مدرعة	oklepna	مُدَرَّع	oklepen	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
مدرعة	oklepna	مُدَرَّع	oklepen	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
مطلوب	potrebovali	مَطلُوب	potrebovati	ADJ;NOM;INDF;MASC;SG	V;IPFV;MASC;PL;V.PTCP
مطلوب	zahtevani	مَطلُوب	zahtevan	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
مطلوب	iskani	مَطلُوب	iskan	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG;V.PTCP
جدوى	izvedljivosti	جَدوَى	izvedljivost	N;NOM;INDF;SG	N;GEN;FEM;SG
هارت	hart	هَار	harta		N;NOM;MASC;SG
الكمال	popolna	كَمَال	popoln	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
الكمال	popoln	كَمَال	popoln	N;NOM;DEF;SG	ADJ;NOM;INDF;MASC;SG
الكمال	popolno	كَمَال	popoln	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
الجسور	mostove	جِسر	mostov	N;NOM;DEF;PL	N;ACC;MASC;PL
الجسور	mostov	جِسر	most	N;NOM;DEF;PL	N;GEN;MASC;PL
اللاهوت	teologijo	لَاهُوت	teologija	N;NOM;DEF;SG	N;ACC;FEM;SG
مهن	poklice	مهن	poklic	N;NOM;INDF;PL	N;ACC;MASC;PL
مهن	kariera	مهن	kariera	N;NOM;INDF;PL	N;NOM;FEM;SG
مهن	poklice	مهن	poklic	N;NOM;INDF;PL	N;ACC;MASC;PL
بيتش	plaža	بيتش	plaža		N;NOM;FEM;SG
بيتش	plažo	بيتش	plaža		N;ACC;FEM;SG
بيتش	obala	بيتش	obala		N;NOM;FEM;SG
بيتش	beach	بيتش	beach		N;NOM;MASC;SG
بيتش	breskev	بيتش	breskev		N;GEN;MASC;PL
بيتش	breskve	بيتش	breskva		N;NOM;FEM;PL
الجين	gene	جِين	gen	N;NOM;DEF;SG	N;NOM;MASC;PL
الوالدين	starše	الدالدين	starš	N;NOM;DEF;PL	N;ACC;MASC;PL
الوالدين	starša	الدالدين	starš	N;NOM;DEF;PL	N;NOM;MASC;DU
وعاء	travo	وَعَاءَ	trava	N;NOM;INDF;SG	N;ACC;FEM;SG
وعاء	skledo	وَعَاءَ	skleda	N;NOM;INDF;SG	N;ACC;FEM;SG
ميرزا	mirza	ميرزا	mirza		N;NOM;MASC;SG
يشهد	pričajo	شَهِد	pričati	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN
المفصل	podrobno	مُفَصَّل	podrobno	N;NOM;DEF;SG	ADV
لاحظت	opazili	لَاحَظ	opaziti	V;PFV;FEM;SG;3;ACT	V;PFV;MASC;PL;V.PTCP
عتبة	praga	عِتبَة	praga		N;NOM;MASC;SG
عتبة	prag	عِتبَة	prag		N;NOM;MASC;SG
نولان	nolan	نولان	nolan		N;NOM;MASC;SG
موراي	moray	موراي	moray		N;NOM;MASC;SG
موراي	murray	موراي	murray		N;NOM;MASC;SG
ارتداء	obleči	اِرتِدَاء	obleči	N;NOM;INDF;SG	V;PFV;NFIN
ارتداء	obleci	اِرتِدَاء	obleca	N;NOM;INDF;SG	V;PFV;IND;SG;3;PRS;FIN
ارتداء	nositi	اِرتِدَاء	nositi	N;NOM;INDF;SG	V;IPFV;NFIN
نادية	nadja	نَادِي	nadja		PROPN;NOM;FEM;SG
نادية	nadia	نَادِي	nadio		PROPN;NOM;FEM;SG
تكامل	sestavni	تَكَامُل	sestaven	N;NOM;INDF;SG	ADJ;NOM;DEF;MASC;SG
المنفذ	pristanišča	مَنفَذ	pristanišče	N;NOM;DEF;SG	N;NOM;NEUT;PL
معتدل	zmerne	مُعتَدِل	zmeren	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;PL
معتدل	zmerni	مُعتَدِل	zmeren	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;PL
معتدل	zmerno	مُعتَدِل	zmerno	ADJ;NOM;INDF;MASC;SG	ADV
عجز	invalidnosti	عَجز	invalidnost	N;NOM;INDF;SG	N;GEN;FEM;SG
المسافات	razdalje	المسافات	razdalja	N;NOM;DEF;PL	N;NOM;FEM;SG
رفيع	tanke	رَفِيع	tanek	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;PL
رفيع	tanko	رَفِيع	tanko	ADJ;NOM;INDF;MASC;SG	ADV
رائدة	pionir	رَائِدَة	pionir	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG
ديف	dave	دَيفَ	dava		PROPN;NOM;MASC;SG
ديف	dava	دَيفَ	dava		V;PFV;IND;DU;3;PRS;FIN
ديف	dev	دَيفَ	dev		N;NOM;MASC;SG
ذكريات	spomine	ذكريات	spomin	ADJ;NOM;INDF;FEM;PL	N;ACC;MASC;PL
ذكريات	spominov	ذكريات	spomin	ADJ;NOM;INDF;FEM;PL	N;GEN;MASC;PL
ذكريات	spomini	ذكريات	spomin	ADJ;NOM;INDF;FEM;PL	N;NOM;MASC;PL
هوك	kljuka	هُوك	kljuk		N;NOM;FEM;SG
هوك	trnek	هُوك	trnek		N;NOM;MASC;SG
هوك	kljuko	هُوك	kljuk		N;ACC;FEM;SG
هوك	kavelj	هُوك	kavelj		N;NOM;MASC;SG
هوك	jastreb	هُوك	jastreb		N;NOM;MASC;SG
هوك	hawk	هُوك	hawka		N;NOM;MASC;SG
هوك	sokol	هُوك	sokol		N;NOM;MASC;SG
الزواحف	plazilec	الزواحف	plazilec	N;NOM;DEF;PL	N;NOM;MASC;SG
المثليين	lgbt	مُثَلِّي	lgbt	N;NOM;DEF;PL	N;NOM;MASC;SG
فضة	srebrn	فَضَّة	srebrn	N;NOM;INDF;SG	ADJ;NOM;INDF;MASC;SG
فضة	srebro	فَضَّة	srebro	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
فضة	srebrno	فَضَّة	srebrno	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
