som	لايك	som	لَايك	ADP	
møtt	اجتمع	møte	اِجتَمَع	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
møtt	التقى	møte	اِلتَقَى	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
eksil	المنفى	eksil	مَنفَى	N;INDF;MASC;SG	N;NOM;DEF;SG
eksil	النفي	eksil	نَفِيّ	N;INDF;MASC;SG	N;NOM;DEF;SG
reisen	رحلة	reis	رِحلَة	N;DEF;MASC;SG	N;NOM;INDF;SG
anklaget	المتهمين	anklag	مُتَّهَم	N;DEF;NEUT;SG	ADJ;ACC;DEF;MASC;PL
anklaget	متهم	anklag	مُتَّهَم	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
anklaget	المتهم	anklag	مُتَّهَم	N;DEF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
milano	ميلان	milano	ميلان	N;INDF;MASC;SG	
milano	ميلانو	milano	مِيلَانُو	N;INDF;MASC;SG	
milano	ميلانو	milano	مِيلَانُو	N;INDF;MASC;SG	
parker	باركر	parker	باركر	N;INDF;NEUT;SG	
parker	حدائق	parker	حَدِيقَة	N;INDF;NEUT;SG	N;NOM;INDF;PL
parker	الحدائق	parker	حَدِيقَة	N;INDF;NEUT;SG	N;NOM;DEF;PL
bein	ارجل	bein	أَرجَل	N;INDF;NEUT;SG	
bein	سيقان	bein	سِيقَان	N;INDF;NEUT;SG	N;NOM;INDF;PL
bein	الارجل	bein	أَرجَل	N;INDF;NEUT;SG	N;NOM;DEF;SG
bein	السيقان	bein	سِيقَان	N;INDF;NEUT;SG	
bein	الساقين	bein	سَاقِين	N;INDF;NEUT;SG	N;NOM;DEF;DU
komedie	الكوميديا	komedie	كُومِيدِيَا	N;INDF;MASC;SG	
komedie	كوميديا	komedie	كُومِيدِيَا	N;INDF;MASC;SG	
åge	السن	åge	سِنّ	N;INDF;MASC;SG	N;NOM;DEF;SG
åge	العمر	åge	عُمر	N;INDF;MASC;SG	N;NOM;DEF;SG
indisk	هندية	indisk	هِندِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
indisk	هندي	indisk	هِندِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
indisk	الهندية	indisk	الهندية	N;INDF;MASC;SG	
indisk	الهندي	indisk	هِندِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
spiser	ياكل	spise	ياكل	N;INDF;FEM;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
spiser	الاكل	spise	أَكل	N;INDF;FEM;PL	N;NOM;DEF;SG
spiser	اكل	spise	أَكل	N;INDF;FEM;PL	
nick	نيك	nick	نيك	N;INDF;MASC;SG	
nick	نك	nick	نك	N;INDF;MASC;SG	
sophie	صوفى	sophie	صُوفِي	N;INDF;FEM;SG	
sophie	صوفي	sophie	صُوفِي	N;INDF;FEM;SG	
enighet	الاتفاق	enighet	اِتِّفَاق	N;INDF;FEM;SG	N;NOM;DEF;SG
ukrainsk	الاوكرانية	ukrainsk	الاوكرانية	N;INDF;MASC;SG	
ukrainsk	اوكرانيا	ukrainsk	اوكرانيا	N;INDF;MASC;SG	
boksing	الملاكمة	boksing	مُلَاكَمَة	N;INDF;FEM;SG	N;NOM;DEF;SG
tim	تيم	tim	تِيم	N	
russell	راسيل	russell	راسيل	N;INDF;MASC;SG	
russell	راسل	russell	رَاسِل	N;INDF;MASC;SG	
russell	روسل	russell	رُوسل	N;INDF;MASC;SG	
russell	روسيل	russell	رُوسِيل	N;INDF;MASC;SG	
anker	المرساة	anke	مَرسَاة	N;INDF;MASC;SG	N;NOM;DEF;SG
anker	المراسي	anke	مِرَاسِيّ	N;INDF;MASC;SG	N;NOM;DEF;PL
utvalgte	مختار	utvalg	مختار	ADJ;PL	
utvalgte	المختار	utvalg	المختار	ADJ;PL	
utvalgte	مختار	utvalg	مختار	ADJ;PL	
utvalgte	مختارة	utvalg	مختارة	ADJ;PL	ADJ;NOM;INDF;FEM;SG
utvalgte	اختير	utvalg	اِختَار	ADJ;PL	V;PFV;MASC;SG;3;PASS
utvalgte	المختار	utvalg	المختار	ADJ;PL	
peker	يشير	peke	أَشَار	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
peker	مشيرا	peke	مُشِير	N;INDF;MASC;SG	ADJ;ACC;INDF;MASC;SG
barbara	باربرا	barbar	باربرا	N;INDF;FEM;SG	
alpene	الالب	alp	أَلب	N;DEF;FEM;PL	
prøyssiske	البروسية	prøyssisk	بُرُوسِيّ	ADJ;PL	N;NOM;DEF;SG
prøyssiske	بروسية	prøyssisk	بروسية	ADJ;PL	
kreves	المطلوبة	krevje	مَطلُوب	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
kreves	مطلوب	krevje	مَطلُوب	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
kreves	مطلوبة	krevje	مطلوبة	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
kreves	المطلوب	krevje	مَطلُوب	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
elektronisk	الالكتروني	elektronisk	إِلِكترُونِيّ	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
elektronisk	الالكترونية	elektronisk	إِلِكترُونِيّ	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
alice	الس	alice	سَ	N	
alice	اليس	alice	يس	N	
hjerte	القلب	hjerte	قَلب	N;INDF;NEUT;SG	N;NOM;DEF;SG
clark	كلارك	clark	كلارك	N;INDF;MASC;SG	
forårsaket	سببت	forårsak	سَبَب	N;DEF;NEUT;SG	V;PFV;FEM;SG;3;ACT
edition	الطبعة	edition	طَبعَة	N;INDF;MASC;SG	N;NOM;DEF;SG
edition	الاصدار	edition	إِصدَار	N;INDF;MASC;SG	N;NOM;DEF;SG
oversett	ترجم	oversetje	تَرجَم	ADJ;INDF;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
marokko	المغرب	marokko	مَغرِب	N;INDF;MASC;SG	N;NOM;DEF;SG
belgisk	البلجيكية	belgisk	بِلجِيكِيّ	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
belgisk	البلجيكي	belgisk	بِلجِيكِيّ	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
belgisk	بلجيكا	belgisk	بِلجِيكَا	ADJ;INDF;NEUT;SG	
kapp	العباءة	kapp	عِبَاءَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
kapp	الراس	kapp	رَأس	N;INDF;NEUT;SG	N;NOM;DEF;SG
fraktet	شحنها	frakt	شحنها	N;DEF;NEUT;SG	PRO;NOM;MASC;SG;3
stillinger	المناصب	stilling	مُنَاصِب	N;INDF;FEM;PL	N;NOM;DEF;PL
stillinger	المواقف	stilling	مَوقِف	N;INDF;FEM;PL	N;NOM;DEF;PL
stillinger	المواقع	stilling	مَوقِع	N;INDF;FEM;PL	N;NOM;DEF;PL
poesi	الشعر	poesi	شَعر	N;INDF;MASC;SG	N;NOM;DEF;SG
poesi	شعر	poesi	شعر	N;INDF;MASC;SG	
utvide	التوسع	utvide	تَوَسُّع	V;NFIN	N;NOM;DEF;SG
utvide	التوسع	utvide	تَوَسُّع	V;NFIN	N;NOM;DEF;SG
utvide	وسع	utvide	وُسع	V;NFIN	
utvide	توسع	utvide	تَوَسُّع	V;NFIN	N;NOM;INDF;SG
utvide	توسيع	utvide	تَوسِيع	V;NFIN	N;NOM;INDF;SG
fattige	مسكين	fattig	مسكين	ADJ;PL	
fattige	الفقراء	fattig	فَقِير	ADJ;PL	N;NOM;DEF;PL
fattige	فقير	fattig	فَقِير	ADJ;PL	ADJ;NOM;INDF;MASC;SG
fattige	فقيرة	fattig	فَقِير	ADJ;PL	ADJ;NOM;INDF;FEM;SG
fattige	الفقير	fattig	فَقِير	ADJ;PL	N;NOM;DEF;SG
fattige	فقراء	fattig	فَقِير	ADJ;PL	N;NOM;INDF;PL
fattige	محتاج	fattig	مُحتَاج	ADJ;PL	ADJ;NOM;INDF;MASC;SG
fattige	محتاجة	fattig	محتاجة	ADJ;PL	ADJ;NOM;INDF;FEM;SG
glass	زجاجي	glass	زجاجي	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
glass	الزجاج	glass	زُجَاج	N;INDF;NEUT;SG	N;NOM;DEF;SG
bell	بيل	bell	بِيل	N;INDF;MASC;SG	
bell	الجرس	bell	جَرَس	N;INDF;MASC;SG	N;NOM;DEF;SG
kommunale	البلدية	kommunal	بَلَدِيَّة	ADJ;PL	N;NOM;DEF;SG
sykdommer	الامراض	sykdom	مَرَض	N;INDF;FEM;PL	N;NOM;DEF;PL
territorium	الاقليم	territorium	إِقلِيم	N;INDF;NEUT;SG	
territorium	اقليم	territorium	اقليم	N;INDF;NEUT;SG	
bryting	المصارعة	bryting	مُصَارَعَة	N;INDF;FEM;SG	N;NOM;DEF;SG
dal	دال	dal	دَال	N;INDF;MASC;SG	
dal	وادي	dal	وادي	N;INDF;MASC;SG	
dal	الوادي	dal	وَادِي	N;INDF;MASC;SG	N;NOM;DEF;SG
dal	فالى	dal	فالى	N;INDF;MASC;SG	
dal	فالي	dal	فالي	N;INDF;MASC;SG	
utformet	صمم	utform	صَمَّم	N;DEF;NEUT;SG	V;PFV;MASC;SG;3;ACT
utformet	صممت	utform	صَمَّم	N;DEF;NEUT;SG	V;PFV;FEM;SG;3;ACT
libanon	بلبن	libanon	بَلَب	N;INDF;MASC;SG	
vente	الانتظار	vente	اِنتِظَار	N;INDF;FEM;SG	N;NOM;DEF;SG
vente	انتظروا	vente	اِنتَظَر	N;INDF;FEM;SG	V;PFV;MASC;PL;3;ACT
vente	انتظر	vente	اِنتَظَر	N;INDF;FEM;SG	
bernard	بيرنارد	bernard	بِيرنَارد	N;INDF;MASC;SG	
bernard	برنارد	bernard	برنارد	N;INDF;MASC;SG	
ellen	ايلين	ellen	ايلين	N;INDF;FEM;SG	
ellen	الين	ellen	الين	N;INDF;FEM;SG	
slovakia	سلوفاكيا	slovakia	سلُوفَاكِيَا	N;DEF;FEM;SG	
sveitsiske	السويسرية	sveitsisk	سُوِيسرِيَّة	ADJ;PL	N;NOM;DEF;SG
sveitsiske	السويسري	sveitsisk	سُوِيسرِيّ	ADJ;PL	N;NOM;DEF;SG
sveitsiske	سويسرية	sveitsisk	سُوِيسرِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
sveitsiske	سويسري	sveitsisk	سُوِيسرِيّ	ADJ;PL	
theatre	المسرح	theatre	مَسرَح	N;INDF;NEUT;SG	N;NOM;DEF;SG
kjempe	عملاق	kjempe	عِملَاق	V;NFIN	N;NOM;INDF;SG
kjempe	عملاقة	kjempe	عِملَاق	V;NFIN	ADJ;NOM;INDF;FEM;SG
kjempe	العملاق	kjempe	عِملَاق	V;NFIN	N;NOM;DEF;SG
kjempe	شجار	kjempe	شَاجِر	V;NFIN	N;NOM;INDF;SG
kjempe	قتال	kjempe	قِتَال	V;NFIN	N;NOM;INDF;SG
kjempe	القتال	kjempe	قِتَال	V;NFIN	N;NOM;DEF;SG
åttende	الثامن	åttende	ثَامِن	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
åttende	ثامنا	åttende	ثامنا	N;INDF;MASC;SG	ADJ;ACC;INDF;MASC;SG
åttende	الثامنة	åttende	ثَامِن	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
kennedy	كندي	kennedy	كَنَدِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
kennedy	كيندي	kennedy	كيندي	N;INDF;MASC;SG	
kennedy	كينيدي	kennedy	كِينِيدِي	N;INDF;MASC;SG	
kennedy	كنيدي	kennedy	كنيدي	N;INDF;MASC;SG	
kristus	المسيح	kristus	المسيح	N;INDF;MASC;SG	
skuespillere	الممثلون	skuespillere	مُمَثِّل	V;NFIN	N;NOM;DEF;PL
skuespillere	الفعاليات	skuespillere	الفعاليات	V;NFIN	N;NOM;DEF;PL
skuespillere	فعاليات	skuespillere	فَعَّالِيّ	V;NFIN	ADJ;NOM;INDF;FEM;PL
skuespillere	ممثلون	skuespillere	مُمَثِّل	V;NFIN	N;NOM;INDF;PL
fekting	المبارزة	fekting	مُبَارَزَة	N;INDF;FEM;SG	N;NOM;DEF;SG
grener	تزلج	gren	زَلَّج	N;INDF;FEM;PL	
grener	التزحلق	gren	تَزَحُّل	N;INDF;FEM;PL	N;NOM;DEF;SG
grener	التزلج	gren	تَزَلُّج	N;INDF;FEM;PL	N;NOM;DEF;SG
tråd	الخيط	tråd	خَيط	N;INDF;MASC;SG	N;NOM;DEF;SG
objekter	الاجسام	objekter	جِسم	N;INDF;FEM;PL	N;NOM;DEF;PL
objekter	اجسام	objekter	إِجسَام	N;INDF;FEM;PL	
tvang	اجبرت	tvang	أَجبَر	N;INDF;NEUT;SG	V;PFV;FEM;SG;3;ACT
tvang	اجبر	tvang	أَجبَر	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
tvang	مجبر	tvang	مُجَبِّر	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
tvang	القسري	tvang	قَسرِيّ	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
klasser	الفصول	klasse	فَصل	N;INDF;FEM;PL	N;NOM;DEF;PL
klasser	الصفوف	klasse	صَفّ	N;INDF;FEM;PL	N;NOM;DEF;PL
gerhard	جيرهارد	gerhard	جيرهارد	N;INDF;MASC;SG	
gerhard	غيرهارد	gerhard	غيرهارد	N;INDF;MASC;SG	
organ	العضو	organ	عُضو	N;INDF;NEUT;SG	N;NOM;DEF;SG
overgangen	انتقال	overgang	اِنتِقَال	N;DEF;MASC;SG	N;NOM;INDF;SG
overgangen	انتقالية	overgang	اِنتِقَالِيّ	N;DEF;MASC;SG	ADJ;NOM;INDF;FEM;SG
kommando	القيادة	kommando	قِيَادَة	N;INDF;MASC;SG	N;NOM;DEF;SG
diplomat	الدبلوماسي	diplomat	دِبلُومَاسِيّ	N;INDF;MASC;SG	N;NOM;DEF;SG
diplomat	دبلوماسي	diplomat	دِبلُومَاسِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
flykte	الفرار	flykte	فِرَار	N;INDF;NEUT;SG	N;NOM;DEF;SG
kritisert	انتقد	kritisere	اِنتَقَد	ADJ;INDF;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
kritisert	انتقد	kritisere	اِنتَقَد	ADJ;INDF;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
voss	فوس	voss	فَوسَ	N;INDF;NEUT;SG	
jag	jag	jag	ثَصَث	N;INDF;MASC;SG	
disiplin	الانضباط	disiplin	اِنضِبَاط	N;INDF;MASC;SG	N;NOM;DEF;SG
taiwan	تايوان	taiwan	تَايوَان	N;INDF;MASC;SG	
avsatt	المخلوع	avsatt	مَخلُوع	N;INDF;MASC;SG	N;NOM;DEF;SG
wood	خشب	wood	خشب	PROPN	N;NOM;INDF;SG
wood	وود	wood	وَودَ	PROPN	
wood	الخشب	wood	خَشَب	PROPN	N;NOM;DEF;SG
wood	الحطب	wood	حَطب	PROPN	N;NOM;DEF;SG
oversetter	مترجم	oversetter	مُتَرجِم	N;INDF;FEM;PL	N;NOM;INDF;SG
oversetter	مترجمة	oversetter	مُتَرَجِّم	N;INDF;FEM;PL	N;NOM;INDF;SG
oversetter	المترجم	oversetter	مُتَرَجِّم	N;INDF;FEM;PL	ADJ;NOM;DEF;MASC;SG
beach	الشاطئ	beach	شَاطِئ	N;INDF;NEUT;SG	N;NOM;DEF;SG
beach	بيتش	beach	بيتش	N;INDF;NEUT;SG	
beach	الشاطيء	beach	شَاطِيء	N;INDF;NEUT;SG	N;NOM;DEF;SG
köln	كولونيا	köln	كُولُونِيَا	N	
operasjoner	العمليات	operasjon	عَمَلِيَّة	N;INDF;MASC;PL	N;NOM;DEF;PL
operasjoner	الجراحات	operasjon	جِرَاح	N;INDF;MASC;PL	N;NOM;DEF;PL
plutselig	فجاة	plutselig	فَجَاة	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
gass	الغاز	gass	غَاز	N;INDF;MASC;SG	N;NOM;DEF;SG
gass	غازات	gass	غَاز	N;INDF;MASC;SG	N;NOM;INDF;PL
fritz	فريتز	fritz	فريتز	N;INDF;MASC;SG	
skilte	مطلق	skilje	مُطلَق	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
skilte	مطلقة	skilje	مُطلَق	N;INDF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
nova	نوفا	nove	نوفا	N	
trommeslager	الطبال	trommeslag	طَبِيل	N;INDF;FEM;SG	
jordbruk	الزراعة	jordbruk	زِرَاعَة	N;INDF;MASC;SG	N;NOM;DEF;SG
refererer	المراجع	referere	المراجع	V;IND;PRS;FIN	N;NOM;DEF;PL
refererer	مراجع	referere	مَرجَع	V;IND;PRS;FIN	N;NOM;INDF;PL
refererer	مشيرا	referere	مُشِير	V;IND;PRS;FIN	ADJ;ACC;INDF;MASC;SG
deltakelse	المشاركة	deltakels	مُشَارَكَة	N;INDF;MASC;SG	N;NOM;DEF;SG
rimelig	المعقول	rimelig	مَعقُول	ADJ;INDF;NEUT;SG	
jason	جاسون	jason	جاسون	N;INDF;MASC;SG	
jason	جيسون	jason	جَيسُون	N;INDF;MASC;SG	
jason	جايسون	jason	جايسون	N;INDF;MASC;SG	
jason	جيسن	jason	جِيسن	N;INDF;MASC;SG	
viet	المكرسة	vie	مُكَرَّس	N;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
viet	مكرسة	vie	مُكرِس	N;INDF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
viet	مكرس	vie	مَكرَس	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
dypt	عميقا	dyp	عَمِيق	N;INDF;NEUT;SG	ADJ;ACC;INDF;MASC;SG
dypt	عميق	dyp	عَمِيق	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
dypt	عميقة	dyp	عَمِيق	N;INDF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
menneskene	البشر	menneske	بَشَر	N;DEF;FEM;PL	N;NOM;DEF;SG
menneskene	بشر	menneske	بَشَّر	N;DEF;FEM;PL	
konsensus	الاجماع	konsensus	إِجمَاع	N;INDF;MASC;SG	N;NOM;DEF;SG
trinn	الخطوة	trinn	خَطوَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
trinn	الخطوات	trinn	خَطوَة	N;INDF;NEUT;SG	N;NOM;DEF;PL
trinn	خطوات	trinn	خَطوَة	N;INDF;NEUT;SG	N;NOM;INDF;PL
nære	قريب	nær	قَرِيب	ADJ;PL	ADJ;NOM;INDF;MASC;SG
nære	الوثيق	nær	وَثِيق	ADJ;PL	ADJ;NOM;DEF;MASC;SG
nære	مقرب	nær	مقرب	ADJ;PL	ADJ;NOM;INDF;MASC;SG
nære	اغلاق	nær	إِغلَاق	ADJ;PL	N;NOM;INDF;SG
nære	اغلق	nær	أَغلَق	ADJ;PL	V;PFV;MASC;SG;3;ACT
maraton	ماراثون	maraton	مَارَاثُون	N;INDF;MASC;SG	
sammenhengende	مستمر	sammenhengende	مُستَمِرّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
sammenhengende	متواصل	sammenhengende	مُتَوَاصِل	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
sammenhengende	مستمرة	sammenhengende	مُستَمِرّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
sammenhengende	متواصلة	sammenhengende	مُتَوَاصِل	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
off	قبالة	off	قُبَالَةَ	N;INDF;NEUT	ADP;ACC
beleiringen	حصار	beleiring	حِصَار	N;DEF;MASC;SG	N;NOM;INDF;SG
margaret	مارغريت	margar	مارغريت	N;DEF;NEUT;SG	
margaret	مارجريت	margar	مارجريت	N;DEF;NEUT;SG	
oliver	اوليفر	oliver	أُولِيفِر	N;INDF;MASC;SG	
smale	ضيق	smale	ضيق	ADJ;PL	N;NOM;INDF;SG
smale	تضييق	smale	تَضيِيق	ADJ;PL	N;NOM;INDF;SG
føderale	فيدرالي	føderal	فِيدِرَالِيّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
føderale	الاتحادية	føderal	اِتِّحَادِيّ	ADJ;PL	
føderale	اتحادية	føderal	اِتِّحَادِيَّة	ADJ;PL	ADJ;NOM;INDF;FEM;SG
føderale	الاتحادي	føderal	اِتِّحَادِيّ	ADJ;PL	ADJ;NOM;DEF;MASC;SG
føderale	اتحادي	føderal	اِتِّحَادِيّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
føderale	فيدرالية	føderal	فِيدِرَالِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
yes	حاضر	yes	حَاضِر	N;INDF;NEUT;SG	
yes	اجل	yes	اجل	N;INDF;NEUT;SG	
yes	بلى	yes	بَلَى	N;INDF;NEUT;SG	
yes	نعم	yes	نَعَم	N;INDF;NEUT;SG	
fame	الشهرة	fame	شُهرَة	N;INDF;MASC;SG	N;NOM;DEF;SG
gray	رمادية	gray	رَمَادِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
gray	الرمادي	gray	رَمَادِيّ	N;INDF;MASC;SG	
gray	جراي	gray	جراي	N;INDF;MASC;SG	
gray	رمادي	gray	رمادي	N;INDF;MASC;SG	
generasjon	الجيل	generasjon	جِيل	N;INDF;MASC;SG	N;NOM;DEF;SG
invasjon	الغزو	invasjon	غَزو	N;INDF;MASC;SG	N;NOM;DEF;SG
latvia	ولاتفيا	latvia	ولاتفيا	N;INDF;MASC;SG	
latvia	لاتفيا	latvia	لاتفيا	N;INDF;MASC;SG	
portugisiske	البرتغالي	portugisk	بُرتُغَالِيّ	ADJ;PL	ADJ;NOM;DEF;MASC;SG
portugisiske	البرتغالية	portugisk	بُرتُغَالِيَّة	ADJ;PL	
portugisiske	بالبرتغالية	portugisk	بالبرتغالية	ADJ;PL	N;NOM;DEF;SG
vinnere	الفائزين	vinnere	فَائِز	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;PL
vinnere	الفائزون	vinnere	فَائِز	N;INDF;MASC;SG	N;NOM;DEF;PL
teorier	نظريات	teori	نَظَرِيَّة	N;INDF;FEM;PL	ADJ;NOM;INDF;FEM;PL
teorier	النظريات	teori	نَظَرِيَّة	N;INDF;FEM;PL	ADJ;NOM;DEF;FEM;PL
dom	دوم	dom	دَوم	N;INDF;MASC;SG	
landsbyer	القرى	landsby	قَريَة	N;INDF;FEM;PL	N;NOM;DEF;PL
rica	ريكا	ric	ريكا	N	
jonathan	جونثان	jonathan	جُونثَان	N;INDF;MASC;SG	
jonathan	جوناثان	jonathan	جُونَاثَان	N;INDF;MASC;SG	
kvinnelig	الانثى	kvinnelig	أَنثِيّ	N;INDF;MASC;SG	N;NOM;DEF;SG
kvinnelig	الاناث	kvinnelig	أَنَاث	N;INDF;MASC;SG	N;NOM;DEF;PL
uttalt	تنطق	uttale	أَنطَق	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;MASC;IND;SG;2;FIN;ACT
uttalt	صرح	uttale	صَرَّح	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
vincent	فنسنت	vincent	فنسنت	N;INDF;MASC;SG	
vincent	فينسنت	vincent	فينسنت	N;INDF;MASC;SG	
vincent	فينسينت	vincent	فينسينت	N;INDF;MASC;SG	
only	فقط	only	فَقَط		ADV
dikter	الشاعر	dikter	شَاعِر	N;INDF;MASC;SG	N;NOM;DEF;SG
moe	مو	moe	مو	N;INDF;MASC;SG	
rolling	المتداول	rolling	مُتَدَاوَل	N;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
goals	اهداف	goal	هَدَف	N;INDF;SG	N;NOM;INDF;PL
goals	الاهداف	goal	هَدَف	N;INDF;SG	N;NOM;DEF;PL
goals	الغايات	goal	غَايَة	N;INDF;SG	N;NOM;DEF;PL
sverd	السيوف	sverd	سَيفَ	N;INDF;NEUT;SG	N;NOM;DEF;PL
sverd	سيوف	sverd	سيوف	N;INDF;NEUT;SG	N;NOM;INDF;PL
sverd	السيف	sverd	سَيف	N;INDF;NEUT;SG	N;NOM;DEF;SG
sverd	سيف	sverd	سيف	N;INDF;NEUT;SG	
sverd	سيفا	sverd	سيفا	N;INDF;NEUT;SG	
synger	يغني	synger	غَنَّى	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
synger	تغني	synger	غَنِيّ	N;INDF;MASC;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
synger	يغني	synger	غَنَّى	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
synger	اغني	synger	اغني	N;INDF;MASC;SG	
synger	تغني	synger	غَنِيّ	N;INDF;MASC;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
synger	الغناء	synger	غِنَاء	N;INDF;MASC;SG	N;NOM;DEF;SG
opptak	التسجيل	opptak	تَسجِيل	N;INDF;NEUT;SG	N;NOM;DEF;SG
opptak	يسجل	opptak	سَجَّل	N;INDF;NEUT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
universiteter	الجامعات	universitet	جَامِعَة	N;INDF;FEM;PL	N;NOM;DEF;PL
sudan	السودان	sudan	سُودَان	N;INDF;MASC;SG	N;NOM;DEF;SG
sudan	السودانيين	sudan	سُودَانِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;PL
sudan	سوداني	sudan	سُودَانِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
sudan	السوداني	sudan	سُودَانِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
sudan	السودانية	sudan	سُودَانِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
tilgjengelige	متوفر	tilgjengelig	متوفر	ADJ;PL	ADJ;NOM;INDF;MASC;SG
tilgjengelige	متاح	tilgjengelig	مُتَاح	ADJ;PL	ADJ;NOM;INDF;MASC;SG
tilgjengelige	متاحة	tilgjengelig	مُتَاح	ADJ;PL	ADJ;NOM;INDF;FEM;SG
tilgjengelige	متوفرة	tilgjengelig	مُتَوَفِّر	ADJ;PL	ADJ;NOM;INDF;FEM;SG
tilgjengelige	تتوفر	tilgjengelig	تَوَفَّر	ADJ;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
arsenal	ارسنال	arsenal	ارسنال	N;INDF;NEUT;SG	
verdien	قيمة	verdi	قِيمَة	N;DEF;MASC;SG	N;NOM;INDF;SG
liberale	الليبرالية	liberal	لِيبِرَالِيّ	ADJ;PL	N;NOM;DEF;SG
liberale	الليبرالي	liberal	لِيبِرَالِيّ	ADJ;PL	ADJ;NOM;DEF;MASC;SG
blader	يترك	blade	تَرَك	N;INDF;MASC;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
blader	المجلات	blade	مَجَلّ	N;INDF;MASC;PL	N;NOM;DEF;PL
bang	بانغ	bang	بانغ	N;INDF;MASC;SG	
kirkegård	المقابر	kirkegård	مَقبَر	N;INDF;MASC;SG	N;NOM;DEF;PL
kirkegård	المقبرة	kirkegård	مُقبِر	N;INDF;MASC;SG	N;NOM;DEF;SG
kirkegård	المقبرة	kirkegård	مُقبِر	N;INDF;MASC;SG	N;NOM;DEF;SG
sjeldne	النادر	sjeldan	نَادِر	ADJ;PL	ADJ;NOM;DEF;MASC;SG
sjeldne	نادر	sjeldan	نَادِر	ADJ;PL	ADJ;NOM;INDF;MASC;SG
