sony	sony	sony	sony	N;INDF;MASC;SG	PROPN;NOM
placa	plack	placă	plack	N;DEF;FEM;SG	N;NOM;INDF;NEUT;PL
bursa	bursa	bursă	bursa	N;DEF;FEM;SG	PROPN;NOM
bursa	stipendium	bursă	stipendium	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
bursa	stipendiet	bursă	stipendium	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
nori	molnen	nor	mol	N;INDF;MASC;PL	N;NOM;DEF;MASC+FEM;PL
nori	moln	nor	moln	N;INDF;MASC;PL	N;NOM;INDF;NEUT;SG
edmund	edmund	edmunde	edmund	PROPN	PROPN;NOM
mercedes	mercedes	mercedes	mercedes	N;INDF;MASC;SG	PROPN;NOM
intelectuali	intellektuella	intelectual	intellektuell	N;INDF;MASC;PL	ADJ;NOM;PL
intelectuali	intellektuellt	intelectual	intellektuell	N;INDF;MASC;PL	ADV
intelectuali	intellektuell	intelectual	intellektuell	N;INDF;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
intelectuali	intellektuella	intelectual	intellektuell	N;INDF;MASC;PL	ADJ;NOM;PL
împotrivă	emot	împotriva	emot		ADV
împotrivă	mot	împotriva	mot		ADP
proprietari	ägarna	proprietar	ägare	N;INDF;MASC;PL	N;NOM;DEF;MASC+FEM;PL
protejat	skyddas	protejat	skydda	ADJ;INDF;MASC;SG	V;IND;PRS;FIN;PASS
protejat	skyddade	protejat	skydda	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
ronald	ronald	ronald	ronal	PROPN	N;NOM;INDF;MASC+FEM;SG
alin	alin	alin	alin	PROPN	PROPN;NOM
colective	kollektivt	colectiv	kollektiv	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG
colective	kollektiv	colectiv	kollektiv	ADJ;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
popularitate	popularitet	popularitate	popularitet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
gândit	tyckte	gândi	tycka	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
gândit	trodde	gândi	tro	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
gândit	tänkte	gândi	tänka	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
castle	borgen	castle	borgen	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
castle	slottet	castle	slott	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
droguri	knark	drog	knark	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
droguri	knark	drog	knark	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
droguri	drog	drog	drog	N;INDF;FEM;PL	V;IMP;PST;FIN;ACT
willem	willem	willem	willem	PROPN	PROPN;NOM
execuție	avrättning	execuție	avrättning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
execuție	verkställande	execuție	verkställande	N;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
execuție	utförande	execuție	utförande	N;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
intervenit	ingripit	interveni	ingripa	ADJ;INDF;MASC;SG	V;V.CVB;ACT
intervenit	ingrep	interveni	ingrep	ADJ;INDF;MASC;SG	V;IMP;FIN;ACT
generat	genererade	genera	generera	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
succese	framgångarna	succes	framgång	N;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
succese	succé	succes	succé	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
succese	framgång	succes	framgång	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
bratislava	bratislava	bratislavă	bratislav	N;DEF;FEM;SG	PROPN;NOM
damasc	damaskus	damasc	damaskus	N;INDF;MASC;SG	PROPN;NOM
nuvelă	novell	nuvelă	novell	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
nuvelă	romanen	nuvelă	roman	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
nuvelă	roman	nuvelă	roman	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
nuvelă	novella	nuvelă	novell	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
publica	publicera	publica	publicera	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
publica	offentliggöra	publica	offentliggöra	V;IND;SG;3;IPFV;FIN	V;IMP;NFIN;ACT
card	kort	card	kort	N;INDF;MASC;SG	ADV
card	kortet	card	kort	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
reformei	reformer	reformă	reform	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
reformei	reformera	reformă	reformera	N;DEF;FEM;SG	V;IMP;FIN;ACT
reformei	reformering	reformă	reformering	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
reformei	reformen	reformă	reform	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
reformei	reform	reformă	reform	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
necunoscute	okänd	necunoscut	okänd	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
necunoscute	okänt	necunoscut	okän	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
filipine	filippinerna	filipine	filippin	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;PL
secundară	sekundära	secundar	sekundär	ADJ;INDF;FEM;SG	ADJ;NOM;PL
secundară	sekundär	secundar	sekundär	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
secundară	sekundärt	secundar	sekundär	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
promis	utlovade	promite	utlova	V;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
promis	lovat	promite	lova	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
promis	lovad	promite	lovad	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
rin	rhen	rin	rhen	N;INDF;MASC;SG	PROPN;NOM
semnificația	betydelse	semnificație	betydelse	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
plecare	avresa	plecare	avresa	N;INDF;FEM;SG	V;IMP;FIN;ACT
plecare	avgång	plecare	avgång	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
plecare	avfärd	plecare	avfärd	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
gândire	tänkande	gândire	tänkande	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
gândire	tänka	gândire	tänka	N;INDF;FEM;SG	V;IMP;FIN;ACT
gândire	funderar	gândire	fundera	N;INDF;FEM;SG	V;IND;PRS;FIN;ACT
gândire	tänker	gândire	tänka	N;INDF;FEM;SG	V;IND;PRS;FIN;ACT
gândire	tänkte	gândire	tänka	N;INDF;FEM;SG	V;IND;PST;FIN;ACT
identificate	identifierats	identificat	identifiera	ADJ;INDF;FEM;PL	V;V.CVB;PASS
identificate	identifierat	identificat	identifierad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
identificate	identifierades	identificat	identifiera	ADJ;INDF;FEM;PL	V;IND;PST;FIN;PASS
identificate	identifierad	identificat	identifiera	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
anatomia	anatomi	anatomie	anatomi	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
farmacie	apotek	farmacie	apotek	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
farmacie	apoteket	farmacie	apotek	N;INDF;FEM;SG	N;NOM;DEF;NEUT;SG
biți	bits	bit	bits	N;INDF;MASC;PL	V;IMP;FIN;ACT
mexican	mexikanska	mexican	mexikansk	ADJ;INDF;MASC;SG	ADJ;NOM;PL
five	fem	fiv	fem	N;INDF;MASC;SG	NUM;NOM
portrete	porträtt	portret	porträtt	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
pictate	målade	picta	måla	ADJ;INDF;FEM;PL	V;PST;V.PTCP;ACT
pictate	målad	picta	målad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
pictate	målas	picta	målas	ADJ;INDF;FEM;PL	V;NFIN;PASS
pictate	målat	picta	måla	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
aleksandr	aleksandr	aleksandr	aleksandr	PROPN	PROPN;NOM
parcuri	parks	parc	park	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
pozitivă	positivt	pozitiv	positiv	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
pozitivă	positiv	pozitiv	positiv	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
pozitivă	positiva	pozitiv	positiv	ADJ;INDF;FEM;SG	ADJ;NOM;PL
tipărit	tryckta	tipări	trycka	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
sângele	blodet	sânge	blod	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
sângele	blod	sânge	blod	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
sângele	blood	sânge	blood	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
marchiz	markisen	marchiz	markis	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
yemen	jemen	yemen	jem	PROPN	PROPN;NOM
yemen	yemen	yemen	yemen	PROPN	N;NOM;INDF;NEUT;SG
cântând	sjungande	cânta	sjunga	V;V.MSDR	ADJ;NOM;PRS;V.PTCP
cântând	sång	cânta	sång	V;V.MSDR	N;NOM;INDF;MASC+FEM;SG
stiluri	styles	stil	styla	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
protejarea	skyddar	protejare	skydda	N;DEF;FEM;SG	V;IND;PRS;FIN;ACT
protejarea	skydda	protejare	skydda	N;DEF;FEM;SG	V;IMP;FIN;ACT
norvegian	norska	norvegian	norska	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
împușcat	shot	împușca	shot	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
împușcat	skjutna	împușca	skjuta	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
împușcat	skott	împușca	skott	ADJ;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
împușcat	sköt	împușca	sköta	ADJ;INDF;MASC;SG	V;IMP;FIN;ACT
sălbatică	wild	sălbatic	wild	ADJ;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
sălbatică	vilt	sălbatic	vilja	ADJ;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
sălbatică	frilevande	sălbatic	frilevande	ADJ;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
sălbatică	vilda	sălbatic	vilja	ADJ;INDF;FEM;SG	ADJ;NOM;PL
sălbatică	vild	sălbatic	vilja	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
teamă	fruktan	teamă	fruktan	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
teamă	skräck	teamă	skräck	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
teamă	rädsla	teamă	rädsla	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
teamă	frukta	teamă	frukt	N;INDF;FEM;SG	V;IMP;FIN;ACT
sâmbătă	lördag	sâmbătă	lördag	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
profesioniști	yrkesutövare	profesionist	yrkesutövare	ADJ;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
profesioniști	yrkesmän	profesionist	yrkesmän	ADJ;INDF;MASC;PL	N;NOM;INDF;NEUT;PL
profesioniști	proffs	profesionist	proff	ADJ;INDF;MASC;PL	N;NOM;INDF;NEUT;SG
irlandez	iriska	irlandez	irisk	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
irlandez	irländare	irlandez	irländare	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
irlandez	irländska	irlandez	irländsk	ADJ;INDF;MASC;SG	ADJ;NOM;PL
bunica	farmor	bunică	farma	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
bunica	mormor	bunică	morma	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
bunica	farmor	bunică	farma	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
bunica	mormor	bunică	morma	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
bunica	farmor	bunică	farma	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
bunica	mormor	bunică	morma	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
lituaniei	litauen	lituanie	litauen	PROPN;DEF;FEM;SG	PROPN;NOM
limitate	limited	limitat	limited	ADJ;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
limitate	begränsat	limitat	begränsad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
limitate	begränsad	limitat	begränsad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
pereți	väggarna	perete	vägg	N;INDF;MASC;PL	N;NOM;DEF;MASC+FEM;PL
sándor	sándor	sándor	stnda	PROPN	PROPN;NOM
perry	perry	perry	perry	PROPN	PROPN;NOM
sept	septum	sept	septum		N;NOM;INDF;NEUT;SG
sept	sept	sept	sept		N
distincție	åtskillnad	distincție	åtskillnad	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
distincție	distinktion	distincție	distinktion	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
platformă	plattformen	platformă	plattform	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
platformă	plattform	platformă	plattform	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
platformă	gränssnitt	platformă	gränssnitt	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
cronici	chronicles	cronică	chronicles	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
rugăciune	böner	rugăciune	böna	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
rugăciune	bön	rugăciune	bön	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
luther	luther	luther	luther	PROPN	PROPN;NOM
personalitatea	personlighet	personalitate	personlighet	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
personalitatea	personligheten	personalitate	personlighet	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
atelierul	verkstad	atelier	verkstad	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
atelierul	workshop	atelier	workshop	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
atelierul	seminarium	atelier	seminarium	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
cook	cook	cook	cook	PROPN	PROPN;NOM
cook	kock	cook	kock	PROPN	N;NOM;INDF;MASC+FEM;SG
tara	landet	tară	land	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
tara	land	tară	land	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
tara	tara	tară	tara	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
blois	blois	blois	blois	PROPN	PROPN;NOM
oleg	oleg	oleg	oleg	PROPN	PROPN;NOM
respectarea	uppfyllande	respectare	uppfyllande	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
respectarea	överensstämmelse	respectare	överensstämmelse	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
respectarea	efterlevnad	respectare	efterlevnad	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vama	tullen	vamă	tull	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
vama	tull	vamă	tull	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
adult	vuxna	adult	vuxen	N;INDF;MASC;SG	ADJ;NOM;PL
împarte	dela	împărți	dela	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
împarte	delning	împărți	delning	V;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
împarte	split	împărți	splita	V;IND;SG;3;PRS;FIN	N;NOM;INDF;NEUT;SG
împarte	delad	împărți	delad	V;IND;SG;3;PRS;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
experimental	experimentell	experimental	experimentell	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
experimental	experimentella	experimental	experimentell	ADJ;INDF;MASC;SG	ADJ;NOM;PL
dir	dir	dir	dir		N;NOM;INDF;MASC+FEM;SG
logica	logiken	logică	logik	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
logica	logiska	logică	logisk	N;DEF;FEM;SG	ADJ;NOM;PL
logica	logisk	logică	logisk	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
logica	logiskt	logică	logisk	N;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
logica	logik	logică	logik	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
helsinki	helsingfors	helsinki	helsingfors	PROPN	PROPN;NOM
julia	julia	julie	juli	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
mussolini	mussolini	mussolină	mussolini	N;INDF;MASC;PL	PROPN;NOM
faimos	kända	faimos	känd	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
faimos	berömda	faimos	berömma	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
nuntă	bröllop	nuntă	bröllop	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
magdalena	magdalena	magdalenă	magdal	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;PL
anastasia	anastasia	anastasie	anastasia	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
studiourile	studios	studio	studio	N;DEF;FEM;PL	N;NOM;INDF;NEUT;SG
bat	fladdermus	bate	fladdermus	V;IND;PL;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
bat	bat	bate	bit	V;IND;PL;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
apr	apr	apr	apr		N
mintea	mind	minte	mind	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
mintea	sinnet	minte	sinne	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
mintea	sinne	minte	sinna	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
dmitri	dmitrij	dmitru	dmitrij	PROPN	PROPN;NOM
dmitri	dmitrij	dmitru	dmitrij	PROPN	PROPN;NOM
dmitri	dmitri	dmitru	dmitri	PROPN	PROPN;NOM
dmitri	dimitri	dmitru	dimitri	PROPN	PROPN;NOM
americanii	amerikanerna	american	amerikan	N;DEF;MASC;PL	N;NOM;DEF;MASC+FEM;PL
americanii	amerikaner	american	amerikan	N;DEF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
alexei	alexei	alexe	alexei	PROPN;DEF;FEM;SG	PROPN;NOM
alexei	aleksej	alexe	aleksej	PROPN;DEF;FEM;SG	PROPN;NOM
sârb	serbiska	sârb	serbisk	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
sârb	serbiska	sârb	serbisk	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
documentul	dokumentera	document	dokumentera	N;DEF;MASC;SG	V;IMP;FIN;ACT
documentul	dokumentet	document	dokument	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
documentul	dokument	document	dokument	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
documentul	handling	document	handling	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
baba	baba	babă	baba	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
preocupat	berörda	preocupa	berörd	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
brusc	plötsliga	brusc	plötslig	ADV	ADJ;NOM;PL
brusc	plötslig	brusc	plötslig	ADV	N;NOM;INDF;MASC+FEM;SG
japonezi	japansk	japonez	japansk	N;INDF;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
japonezi	japanska	japonez	japansk	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;SG
japonezi	japanskt	japonez	japansk	N;INDF;MASC;PL	ADJ;NOM;INDF;NEUT;SG
inspirată	inspirerad	inspira	inspirerad	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
inspirată	inspirerade	inspira	inspirera	ADJ;INDF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
inspirată	inspirerat	inspira	inspirerad	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
paraguay	paraguay	paraguay	paraguay	PROPN	PROPN;NOM
consacrat	invigda	consacra	inviga	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
jennifer	jennifer	jennifer	jennif	PROPN	N;NOM;INDF;MASC+FEM;SG
facto	facto	facto	facto		N;NOM;INDF;MASC+FEM;SG
cantal	cantal	cantal	cantal	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
izolat	isolerade	izolat	isolerad	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
izolat	isolerade	izolat	isolerad	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
berg	berg	berg	berg	PROPN	N;NOM;INDF;NEUT;SG
anulat	inställda	anula	inställd	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
anulat	avbruten	anula	avbruta	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
anulat	avbruten	anula	avbruta	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
precizează	ange	preciza	ange	V;IND;3;PRS;FIN	V;IMP;FIN;ACT
precizează	specificera	preciza	specificera	V;IND;3;PRS;FIN	V;IMP;FIN;ACT
precizează	precisera	preciza	precisera	V;IND;3;PRS;FIN	V;IMP;FIN;ACT
evaluare	betyg	evaluare	betyg	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
evaluare	utvärdering	evaluare	utvärdering	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
evaluare	bedömning	evaluare	bedömning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
evaluare	bedömning	evaluare	bedömning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
evaluare	utvärdering	evaluare	utvärdering	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
evaluare	värderingen	evaluare	värdering	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
evaluare	värdering	evaluare	värdering	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
asediu	belägringen	asediu	belägring	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
divizat	dela	diviza	dela	ADJ;INDF;MASC;SG	V;IMP;FIN;ACT
divizat	delning	diviza	delning	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
divizat	split	diviza	splita	ADJ;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
bergamo	bergamo	bergamo	bergamo	PROPN	PROPN;NOM
taxe	skatt	taxă	skatt	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
taxe	arvode	taxă	arvode	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
încurajat	uppmuntrade	încuraja	uppmuntrad	ADJ;INDF;MASC;SG	V;IND;PST;V.PTCP;ACT
încurajat	uppmuntrat	încuraja	uppmuntrad	ADJ;INDF;MASC;SG	V;V.CVB;ACT
încurajat	främjade	încuraja	främja	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
încurajat	uppmuntras	încuraja	uppmuntra	ADJ;INDF;MASC;SG	V;NFIN;PASS
enterprise	företagsamhet	enterpri	företagsamhet		N;NOM;INDF;MASC+FEM;SG
enterprise	företagande	enterpri	företagande		ADJ;NOM;PRS;V.PTCP
enterprise	näringsliv	enterpri	näringsliv		N;NOM;INDF;NEUT;SG
enterprise	företag	enterpri	företag		N;NOM;INDF;NEUT;PL
enterprise	enterprise	enterpri	enterprise		N;NOM;INDF;NEUT;SG
inamic	fienden	inamic	fiende	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
inamic	fiender	inamic	fiende	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
vehicul	fordon	vehicul	fordon	N;INDF;MASC;SG	N;NOM;INDF;NEUT;PL
vehicul	fordonets	vehicul	fordon	N;INDF;MASC;SG	N;GEN;DEF;NEUT;SG
vehicul	fordonet	vehicul	fordon	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
botanică	botanik	botanic	botanik	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
botanică	botaniska	botanic	botanisk	ADJ;INDF;FEM;SG	ADJ;NOM;PL
arma	vapen	armă	vapen	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
arma	pistol	armă	pistol	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
arma	gun	armă	gun	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
diferențele	olikheter	diferență	olikhet	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
diferențele	meningsskiljaktigheter	diferență	meningsskiljaktighet	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
diferențele	skillnader	diferență	skillnad	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
servi	tjäna	serv	tjäna	V;IND;SG;3;PST;FIN	V;IMP;FIN;ACT
servi	serva	serv	se	V;IND;SG;3;PST;FIN	V;IMP;FIN;ACT
servi	tjänstgöra	serv	tjänstgöra	V;IND;SG;3;PST;FIN	V;IMP;FIN;ACT
hanul	inn	han	inn	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
hanul	värdshus	han	värdshus	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
presupus	antog	presupune	anta	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
presupus	påstådda	presupune	påstå	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
presupus	påstod	presupune	påstod	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
presupus	förmodade	presupune	förmodad	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
presupus	förmodas	presupune	förmoda	ADJ;INDF;MASC;SG	V;NFIN;PASS
nagy	nagy	nagy	nagy	PROPN	PROPN;NOM
musulmane	muslimskt	musulman	muslimsk	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG
musulmane	muslim	musulman	muslim	ADJ;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
musulmane	muslimer	musulman	muslim	ADJ;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
musulmane	muslimsk	musulman	muslimsk	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
modificată	modifierat	modifica	modifiera	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
modificată	modifierade	modifica	modifiera	ADJ;INDF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
modificată	ändrad	modifica	ändra	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
modificată	modifierad	modifica	modifiera	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
