johannes	johannes	johanne	johannes	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
ieguldījums	investicije	ieguldījums	investicija	N;NOM;MASC;SG	N;NOM;FEM;PL
runu	govor	runa	govor	N;ACC;FEM;SG	N;NOM;MASC;SG
militāri	vojaška	militāre	vojaški	ADV	ADJ;NOM;FEM;SG
militāri	vojaški	militāre	vojaški	ADV	ADJ;NOM;MASC;SG
militāri	vojska	militāre	vojska	ADV	N;NOM;FEM;SG
militāri	vojaško	militāre	vojaški	ADV	ADJ;NOM;NEUT;SG
redakcija	različice	redakcija	različica	N;NOM;FEM;SG	N;NOM;FEM;PL
advokātu	odvetnik	advokāts	odvetnik	N;ACC;MASC;SG	N;NOM;MASC;SG
advokātu	pravnik	advokāts	pravnik	N;ACC;MASC;SG	N;NOM;MASC;SG
advokātu	odvetnica	advokāts	odvetnica	N;ACC;MASC;SG	N;NOM;FEM;SG
darbnīca	delavnice	darbnīca	delavnica	N;NOM;FEM;SG	N;NOM;FEM;PL
darbnīca	delavnico	darbnīca	delavnica	N;NOM;FEM;SG	N;ACC;FEM;SG
rīku	orodja	rīks	orodje	N;ACC;MASC;SG	N;NOM;NEUT;PL
ženēvas	ženevi	ženēva	ženeva	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
meksika	mehika	meksika	mehika	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
pusvadītāju	polprevodniških	pusvadītājs	polprevodniški	N;ACC;MASC;SG	ADJ;GEN;MASC;PL
skudru	mravlje	skudra	mravlje	N;ACC;MASC;SG	N;NOM;FEM;PL
zirgam	konjsko	zirgs	konjski	N;DAT;MASC;SG	ADV
zirgam	konj	zirgs	konj	N;DAT;MASC;SG	N;NOM;MASC;SG
zirgam	konja	zirgs	konj	N;DAT;MASC;SG	N;ANIM;ACC;MASC;SG
pozitīvi	pozitiven	pozitīvi	pozitiven	ADV	ADJ;NOM;INDF;MASC;SG
pozitīvi	pozitivni	pozitīvi	pozitiven	ADV	ADJ;NOM;MASC;SG
pozitīvi	pozitivna	pozitīvi	pozitiven	ADV	ADJ;NOM;FEM;SG
pozitīvi	pozitivne	pozitīvi	pozitiven	ADV	ADJ;NOM;FEM;PL
atzīmēta	označena	atzīmēt	označen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
atzīmēta	označeni	atzīmēt	označen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
atzīmēta	označen	atzīmēt	označen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
atzīmēta	označene	atzīmēt	označen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
atzīmēta	označeno	atzīmēt	označen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
mednieki	lovce	mednieks	lovec	N;NOM;MASC;PL	N;ACC;MASC;PL
vērsts	usmerjeno	vērst	usmerjen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
vērsts	usmerjeni	vērst	usmerjen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
vērsts	usmerjena	vērst	usmerjen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
vērsts	usmerjena	vērst	usmerjen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
vilces	vlečne	vilce	vlečen	N;NOM;FEM;PL	ADJ;NOM;FEM;PL
vilces	potisk	vilce	potisk	N;NOM;FEM;PL	N;NOM;MASC;SG
vilces	potiska	vilce	potisk	N;NOM;FEM;PL	N;NOM;MASC;SG
izteiktas	izrazita	izteikt	izrazit	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;FEM;SG
izteiktas	izrazit	izteikt	izrazit	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
izteiktas	izrazito	izteikt	izrazito	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADV
pierādījumu	dokaz	pierādījums	dokaz	N;ACC;MASC;SG	N;NOM;MASC;SG
pierādījumu	dokazilo	pierādījums	dokazilo	N;ACC;MASC;SG	N;NOM;NEUT;SG
dzēšanu	izbris	dzēšana	izbris	N;ACC;FEM;SG	N;NOM;MASC;SG
dzēšanu	brisanje	dzēšana	brisanje	N;ACC;FEM;SG	N;NOM;NEUT;SG
stiprs	močni	stiprs	močen	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
stiprs	močno	stiprs	močno	ADJ;NOM;MASC;SG	ADV
zoo	zoo	zoo	zoo		N;NOM;MASC;SG
aprīkots	nameščena	aprīkot	nameščen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
aprīkots	vgrajen	aprīkot	vgrajen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
aprīkots	opremljen	aprīkot	opremljen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
aprīkots	opremljena	aprīkot	opremljen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
aprīkots	opremljeno	aprīkot	opremljeno	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
aprīkots	opremljeni	aprīkot	opremljen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
aprīkots	opremljene	aprīkot	opremljen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
disney	disney	disney	disney		PROPN;NOM;MASC;SG
zaļas	zeleno	zaļa	zelen	ADJ;NOM;FEM;PL	ADV
zaļas	green	zaļa	green	ADJ;NOM;FEM;PL	
zaļas	zeleni	zaļa	zelen	ADJ;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
zaļas	zelena	zaļa	zelen	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
ņem	vzemite	ņemt	vzeti	V;IMP;SG;2;POS;FIN;ACT	V;PFV;IMP;PL;2;FIN
tava	tvoje	tava	tvoj	PRO;NOM;FEM;SG;3	DET;NOM;NEUT;SG;1
tava	tvoji	tava	tvoj	PRO;NOM;FEM;SG;3	DET;NOM;MASC;SG;1
tava	vaš	tava	vaš	PRO;NOM;FEM;SG;3	DET;NOM;MASC;SG;2
tava	tvoj	tava	tvoj	PRO;NOM;FEM;SG;3	DET;NOM;MASC;SG;1
tava	tvoja	tava	tvoj	PRO;NOM;FEM;SG;3	DET;NOM;FEM;SG;1
tava	vaša	tava	vaš	PRO;NOM;FEM;SG;3	DET;NOM;FEM;SG;2
etc	etc	etc	etc		
etc	itd	etc	itd		
etc	idr	etc	idr		N;NOM;MASC;SG
raktuves	mine	raktuve	miniti	N;NOM;FEM;PL	V;PFV;IND;SG;3;PRS;FIN
raktuves	moj	raktuve	moj	N;NOM;FEM;PL	DET;NOM;MASC;SG;1
raktuves	moja	raktuve	moj	N;NOM;FEM;PL	DET;NOM;FEM;SG;1
raktuves	rudnik	raktuve	rudnik	N;NOM;FEM;PL	N;NOM;MASC;SG
raktuves	moje	raktuve	moj	N;NOM;FEM;PL	DET;NOM;NEUT;SG;1
kāpnes	stopnišča	kāpnes	stopnišče	N;NOM;FEM	N;NOM;NEUT;PL
kāpnes	lestev	kāpnes	lestev	N;NOM;FEM	N;NOM;FEM;SG
kāpnes	lestve	kāpnes	lestvo	N;NOM;FEM	N;NOM;FEM;PL
kāpnes	lestev	kāpnes	lestev	N;NOM;FEM	N;NOM;FEM;SG
kāpnes	lestve	kāpnes	lestvo	N;NOM;FEM	N;NOM;FEM;PL
kāpnes	stopnice	kāpnes	stopnica	N;NOM;FEM	N;NOM;FEM;PL
gana	gani	gana	gan	ADV	PROPN;NOM;MASC;SG
gana	gane	gana	gan	ADV	V;PFV;IND;SG;3;PRS;FIN
vesels	cele	vesels	cel	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
virsbūves	trupla	virsbūve	trupla	N;NOM;FEM;PL	V;PFV;FEM;PL;V.PTCP
militārie	vojaška	militārs	vojaški	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
militārie	vojaški	militārs	vojaški	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
militārie	vojska	militārs	vojska	ADJ;NOM;MASC;PL	N;NOM;FEM;SG
militārie	vojaško	militārs	vojaški	ADJ;NOM;MASC;PL	ADJ;NOM;NEUT;SG
dzīvoklī	stanovanje	dzīvoklis	stanovanje	N;ESS;MASC;SG	N;NOM;NEUT;SG
iestāšanās	pristopna	iestāšanās	pristopen	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
leļļu	lutka	lelle	lutko	N;GEN;FEM;PL	N;NOM;FEM;SG
vistas	piščanca	vista	piščanec	N;NOM;FEM;PL	N;NOM;MASC;SG
vistas	piščanec	vista	piščanec	N;NOM;FEM;PL	N;NOM;MASC;SG
īpatņu	primerki	īpatne	primerek	N;GEN;MASC;PL	N;NOM;MASC;PL
īpatņu	osebki	īpatne	osebek	N;GEN;MASC;PL	N;NOM;MASC;PL
islandē	islandija	islandēt	islandija	N;ESS;FEM;SG	N;NOM;FEM;SG
islandē	islandijo	islandēt	islandija	N;ESS;FEM;SG	N;ACC;FEM;SG
islandē	islandije	islandēt	islandija	N;ESS;FEM;SG	N;GEN;FEM;SG
savādāk	drugače	savādi	drugače	ADV;CMPR	ADV
savādāk	sicer	savādi	sicer	ADV;CMPR	PART
pjedestāla	oder	pjedestāla	oder	N;GEN;MASC;SG	N;NOM;MASC;SG
pjedestāla	stopničkah	pjedestāla	stopnička	N;GEN;MASC;SG	N;ESS;FEM;PL
pjedestāla	podstavek	pjedestāla	podstavek	N;GEN;MASC;SG	N;NOM;MASC;SG
autonomijas	samostojnost	autonomija	samostojnost	N;NOM;FEM;PL	N;NOM;FEM;SG
autonomijas	avtonomija	autonomija	avtonomij	N;NOM;FEM;PL	N;NOM;FEM;SG
autonomijas	avtonomijo	autonomija	avtonomija	N;NOM;FEM;PL	N;ACC;FEM;SG
paradīzes	paradiž	paradīze	paradiža	N;NOM;FEM;PL	N;NOM;MASC;SG
paradīzes	raj	paradīze	raje	N;NOM;FEM;PL	N;NOM;MASC;SG
paradīzes	paradise	paradīze	paradis	N;NOM;FEM;PL	N;NOM;MASC;SG
vēsturisks	zgodovinske	vēsturisks	zgodovinski	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
atmosfēra	atmosfero	atmosfērs	atmosfer	N;NOM;FEM;SG	N;ACC;FEM;SG
eva	eva	eva	eva	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
eva	evo	eva	ev	PROPN;NOM;FEM;SG	
eva	egp	eva	egp	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
eva	eea	eva	eea	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
astoņiem	osmica	astoņi	osmica	NUM;DAT;MASC;PL	N;NOM;FEM;SG
astoņiem	osem	astoņi	osem	NUM;DAT;MASC;PL	NUM;NOM;PL
mobilais	mobilnih	mobils	mobilen	ADJ;NOM;MASC;SG	ADJ;GEN;MASC;PL
inovācijas	inovativnost	inovācija	inovativnost	N;NOM;FEM;PL	N;NOM;FEM;SG
inovācijas	inovacij	inovācija	inovacija	N;NOM;FEM;PL	N;GEN;FEM;PL
dītrihs	dietrich	dītrihs	dietrich	PROPN;NOM;MASC;SG	
bolīvijas	bolivijske	bolīvija	bolivijski	PROPN;NOM;FEM;SG	ADJ;NOM;FEM;PL
seju	obraz	seja	obraz	N;ACC;FEM;SG	N;NOM;MASC;SG
seju	obraza	seja	obraz	N;ACC;FEM;SG	N;GEN;MASC;SG
seju	face	seja	faca	N;ACC;FEM;SG	N;NOM;FEM;SG
dem	dem	dem	dem		
primārais	primarno	primārs	primaren	ADJ;NOM;MASC;SG	ADV
primārais	primarne	primārs	primaren	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
darījumu	transakcija	darījums	transakcija	N;ACC;MASC;SG	N;NOM;FEM;SG
darījumu	transakcije	darījums	transakcija	N;ACC;MASC;SG	N;NOM;FEM;PL
diplomu	diploma	diploms	diploma	N;ACC;MASC;SG	N;NOM;FEM;SG
bono	bono	bons	biti	PROPN	N;NOM;MASC;SG
brūss	bruce	brūss	bruce	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
čigānu	ciganka	čigāns	ciganka	N;ACC;MASC;SG	N;NOM;FEM;SG
čigānu	cigan	čigāns	cigan	N;ACC;MASC;SG	N;NOM;MASC;SG
šekspīra	shakespeara	šekspīrs	shakespear	N;NOM;MASC;SG	N;GEN;MASC;SG
izpildi	izpolnitev	izpilde	izpolnitev	N;ACC;FEM;SG	N;NOM;FEM;SG
izpildi	izpolnjevanje	izpilde	izpolnjevanje	N;ACC;FEM;SG	N;NOM;NEUT;SG
pastāvīgā	trajno	pastāvīgs	trajno	ADJ;NOM;FEM;SG	ADV
fiat	fiat	fiat	fiat		N;NOM;MASC;SG
glonass	glonass	glonass	glonass	N;NOM;FEM;PL	N;NOM;MASC;SG
ceturtdaļfinālā	četrtfinale	ceturtdaļfināls	četrtfinale	N;ESS;MASC;SG	N;NOM;MASC;SG
trans	trans	trans	trans		N;NOM;MASC;SG
atdalīta	ločena	atdalīt	ločen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
atdalīta	ločeni	atdalīt	ločen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
atdalīta	ločen	atdalīt	ločen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
atdalīta	ločeno	atdalīt	ločen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
bundeslīgas	bundesliga	bundeslīga	bundesliga	ADJ;NOM;FEM;PL	N;NOM;FEM;SG
atzītas	priznan	atzīt	priznan	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
atzītas	prepoznal	atzīt	prepoznati	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
atzītas	priznana	atzīt	priznan	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
atzītas	priznano	atzīt	priznan	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
atzītas	priznani	atzīt	priznan	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
atzītas	priznan	atzīt	priznan	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
atzītas	priznana	atzīt	priznan	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
atzītas	priznano	atzīt	priznan	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
atzītas	priznane	atzīt	priznan	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
ekspedīcijā	grinch	ekspedīcija	grinch	N;ESS;FEM;SG	N;NOM;MASC;SG
skolēniem	dijaki	skolēns	dijak	N;DAT;MASC;PL	N;NOM;MASC;PL
skolēniem	zenice	skolēns	zenica	N;DAT;MASC;PL	N;NOM;FEM;PL
skolēniem	učencev	skolēns	učenec	N;DAT;MASC;PL	N;GEN;MASC;PL
skolēniem	učenci	skolēns	učenec	N;DAT;MASC;PL	N;NOM;MASC;PL
žils	jules	žils	jules	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
džims	jim	džims	on	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;PL
džims	jima	džims	on	PROPN;NOM;MASC;SG	PRO;DAT;MASC;DU;3
kāzas	porok	kāza	porok	N;NOM;FEM	N;NOM;MASC;SG
kāzas	poroke	kāza	poroka	N;NOM;FEM	N;NOM;FEM;PL
kāzas	poroka	kāza	poroka	N;NOM;FEM	N;NOM;FEM;SG
kāzas	poroke	kāza	poroka	N;NOM;FEM	N;NOM;FEM;PL
kāzas	poroko	kāza	poroka	N;NOM;FEM	N;ACC;FEM;SG
zane	zane	zane	zane	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
vidējs	srednje	vidējs	srednje	ADJ;NOM;MASC;SG	ADV
vidējs	gojišče	vidējs	gojišče	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
mēģinājumu	vaje	mēģinājums	vaja	N;ACC;MASC;SG	N;NOM;FEM;PL
mēģinājumu	vaja	mēģinājums	vaja	N;ACC;MASC;SG	N;NOM;FEM;SG
britannica	britannica	britannica	britannica		N;NOM;FEM;SG
žogs	ograje	žogs	ograja	N;NOM;MASC;SG	N;NOM;FEM;PL
žogs	ograjo	žogs	ograja	N;NOM;MASC;SG	N;ACC;FEM;SG
salavat	salavat	salava	salavat	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
flāmu	flamski	flāma	flamski	N;GEN;MASC;PL	ADJ;NOM;DEF;MASC;SG
gazprom	gazprom	gazprom	gazprom	PROPN	N;NOM;MASC;SG
silts	topli	silts	topel	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
silts	toplo	silts	toplo	ADJ;NOM;MASC;SG	ADV
rita	rito	rita	rita	PROPN;NOM;FEM;SG	N;ACC;FEM;SG
rita	rita	rita	rita	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
četrdesmit	forty	četrdesmit	forty	NUM;PL	N;NOM;MASC;SG
disciplīnas	disciplin	disciplīna	disciplina	N;NOM;FEM;PL	N;GEN;FEM;PL
stadijas	fazah	stadija	faza	N;NOM;FEM;PL	N;ESS;FEM;PL
delfi	delfi	delfi	delfi		PROPN;NOM;MASC;SG
linu	lan	lināt	lan	N;ACC;MASC;SG	N;NOM;MASC;SG
akmeņi	kamne	akmens	kamen	N;NOM;MASC;PL	ADJ;ACC;FEM;PL
akmeņi	kamenje	akmens	kamenje	N;NOM;MASC;PL	N;ACC;MASC;PL
akmeņi	kamenje	akmens	kamenje	N;NOM;MASC;PL	N;ACC;MASC;PL
honda	honda	honds	honda		N;NOM;FEM;SG
honda	hondo	honds	hondo		N;ACC;FEM;SG
abba	abba	abba	abba		N;NOM;MASC;SG
aes	aes	aes	aes		N;NOM;MASC;SG
signālus	signali	signāls	signati	N;ACC;MASC;PL	N;NOM;MASC;PL
sodīts	kaznovana	sodīt	kaznovan	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
sodīts	kaznovani	sodīt	kaznovan	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
sodīts	kaznovan	sodīt	kaznovan	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
mati	lase	mats	las	N;NOM;MASC;PL	N;ACC;MASC;PL
senas	starodavni	sena	starodaven	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
senas	starodavnih	sena	starodaven	ADJ;NOM;FEM;PL	ADJ;GEN;MASC;PL
senas	starodavna	sena	starodaven	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
senas	starodavno	sena	starodaven	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
eric	eric	ericēt	eric		N;NOM;MASC;SG
eric	erik	ericēt	erik		PROPN;NOM;MASC;SG
budistu	budistični	budists	budističen	N;ACC;MASC;SG	ADJ;NOM;MASC;SG
parakstīt	znak	parakstīt	znak	V;POS;NFIN	N;NOM;MASC;SG
irāka	irak	irāka	irak	N;NOM;FEM;SG	PROPN;NOM;MASC;SG
irāka	iraku	irāka	irak	N;NOM;FEM;SG	N;DAT;MASC;SG
anita	anita	anita	anit	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
jeruzalemes	jeruzalem	jeruzaleme	jeruzalem	N;NOM;FEM;PL	N;NOM;MASC;SG
dens	dan	dens	dan	PROPN	N;NOM;MASC;SG
neparasti	nenavaden	neparasti	nenavaden	ADV	ADJ;NOM;INDF;MASC;SG
neparasti	nenavadna	neparasti	nenavaden	ADV	ADJ;NOM;FEM;SG
neparasti	nenavadno	neparasti	nenavaden	ADV	ADJ;NOM;NEUT;SG
neparasti	nenavadne	neparasti	nenavaden	ADV	ADJ;NOM;FEM;PL
bioloģiskā	biološke	bioloģiska	biološki	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
bioloģiskā	biološki	bioloģiska	biološki	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
vienalga	kakorkoli	vienalga	kakorkoli		ADV
vienalga	karkoli	vienalga	karkoli		PRO;NOM;NEUT;SG
piektajā	petič	piektā	petič	ADJ;ESS;DEF;FEM;SG	ADV
piektajā	peta	piektā	peti	ADJ;ESS;DEF;FEM;SG	ADJ;NOM;FEM;SG
piektajā	peto	piektā	peti	ADJ;ESS;DEF;FEM;SG	ADJ;ACC;NEUT;SG
piektajā	peti	piektā	peti	ADJ;ESS;DEF;FEM;SG	ADJ;NOM;MASC;SG
tipisks	tipično	tipisks	tipično	ADJ;NOM;MASC;SG	ADV
niedru	reed	niedrs	reed	N;ACC;MASC;SG	PROPN;NOM;MASC;SG
vēlu	zamuja	vēlu	zamujati	ADV	V;IPFV;IND;SG;3;PRS;FIN
vēlu	pozen	vēlu	pozen	ADV	ADJ;NOM;INDF;MASC;SG
vēlu	pozni	vēlu	pozen	ADV	ADJ;NOM;DEF;MASC;SG
vēlu	pozna	vēlu	poznati	ADV	V;IPFV;IND;SG;3;PRS;FIN
platumā	širino	platums	širina	N;ESS;MASC;SG	N;ACC;FEM;SG
platumā	širina	platums	širina	N;ESS;MASC;SG	N;NOM;FEM;SG
manuels	manuel	manuels	manuel	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
dienvidi	južno	dienvidi	južen	N;NOM;MASC;SG	ADV
dienvidi	južna	dienvidi	južen	N;NOM;MASC;SG	ADJ;NOM;FEM;SG
ražoti	proizvedena	ražot	proizveden	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
ražoti	proizvedeno	ražot	proizveden	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
ražoti	proizveden	ražot	proizveden	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
ražoti	proizvedeno	ražot	proizveden	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
ražoti	proizveden	ražot	proizveden	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
ražoti	izdelano	ražot	izdelan	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
ražoti	izdelan	ražot	izdelan	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
ražoti	izdelane	ražot	izdelan	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
medībās	lovi	medības	loviti	N;ESS;FEM	V;IPFV;IND;SG;3;PRS;FIN
medībās	lovski	medības	lovski	N;ESS;FEM	ADJ;NOM;DEF;MASC;SG
medībās	lovska	medības	lovski	N;ESS;FEM	ADJ;NOM;FEM;SG
medībās	lov	medības	lov	N;ESS;FEM	N;NOM;MASC;SG
medībās	lovljenje	medības	lovljenje	N;ESS;FEM	N;NOM;NEUT;SG
abinieku	dvoživka	abinieks	dvoživka	N;ACC;MASC;SG	N;NOM;FEM;SG
lūiss	lewis	lūiss	lewis	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
paaugstināta	povečana	paaugstināt	povečan	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
paaugstināta	povečan	paaugstināt	povečan	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
paaugstināta	povečano	paaugstināt	povečan	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
paaugstināta	zvišana	paaugstināt	zvišan	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
zviedriem	švedi	zviedrs	švedeti	N;DAT;MASC;PL	N;NOM;MASC;PL
locītavas	sklepe	locītava	sklep	N;NOM;FEM;SG	N;ACC;MASC;PL
locītavas	sklepih	locītava	sklep	N;NOM;FEM;SG	N;ESS;MASC;PL
locītavas	sklepi	locītava	sklep	N;NOM;FEM;SG	N;NOM;MASC;PL
locītavas	spoji	locītava	spoj	N;NOM;FEM;SG	N;NOM;MASC;PL
mao	mao	maos	mao		N;NOM;MASC;SG
trīspadsmit	thirteen	trīspadsmit	thirteen	NUM;PL	N;NOM;MASC;SG
ridertype	ridertype	ridertype	ridertype		N;NOM;MASC;SG
drošu	varni	droša	varen	V;IPFV;ACC;INDF;MASC;SG;PRS;V.PTCP;PASS	ADJ;NOM;MASC;PL
drošu	varen	droša	varen	V;IPFV;ACC;INDF;MASC;SG;PRS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
drošu	varna	droša	varen	V;IPFV;ACC;INDF;MASC;SG;PRS;V.PTCP;PASS	ADJ;NOM;FEM;SG
drošu	varno	droša	varno	V;IPFV;ACC;INDF;MASC;SG;PRS;V.PTCP;PASS	ADV
sēru	žalovanje	sēra	žalovanje	N;ACC;FEM;SG	N;NOM;NEUT;SG
sēru	žalovanja	sēra	žalovanje	N;ACC;FEM;SG	N;GEN;NEUT;SG
fantāzijas	domišljija	fantāzija	domišljija	N;NOM;FEM;PL	N;NOM;FEM;SG
fantāzijas	fantazijo	fantāzija	fantazija	N;NOM;FEM;PL	N;ACC;FEM;SG
fantāzijas	fantazija	fantāzija	fantazija	N;NOM;FEM;PL	N;NOM;FEM;SG
lauksaimniecība	kmetovanja	lauksaimniecība	kmetovanje	N;NOM;FEM;SG	N;NOM;NEUT;PL
čaulas	shell	čaula	sheti	N;NOM;FEM;PL	N;NOM;MASC;SG
čaulas	lupino	čaula	lupina	N;NOM;FEM;PL	N;ACC;FEM;SG
čaulas	lupina	čaula	lupina	N;NOM;FEM;PL	N;NOM;FEM;SG
čaulas	školjka	čaula	školjka	N;NOM;FEM;PL	N;NOM;FEM;SG
čaulas	podlag	čaula	podlaga	N;NOM;FEM;PL	N;GEN;FEM;PL
avangard	avangard	avangard	avangard	N;NOM;FEM;SG	
laikus	pravočasen	laikus	pravočasen	ADV	ADJ;NOM;INDF;MASC;SG
dziļu	globoka	dziļu	globok	ADJ;ACC;MASC;SG	ADJ;NOM;FEM;SG
ana	ane	ana	an		
ana	ano	ana	an		N;ACC;FEM;SG
ana	ana	ana	an		PROPN;NOM;FEM;SG
kopīgas	skupna	kopīga	skupen	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
