から	från	から	från	CONJ	ADP
シンガポール	sundbyberg	シンガポール	sundbyberg	PROPN	PROPN;NOM
シンガポール	singapore	シンガポール	singapore	PROPN	N;NOM;INDF;MASC+FEM;PL
無人	obevakad	無人	obevakad	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
故障	misslyckad	故障	misslyckad	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
故障	underlåtenhet	故障	underlåtenhet	V	N;NOM;INDF;MASC+FEM;SG
故障	misslyckande	故障	misslycka	V	ADJ;NOM;PRS;V.PTCP
研修	utbildning	研修	utbildning	V	N;NOM;INDF;MASC+FEM;SG
研修	träning	研修	träning	V	N;NOM;INDF;MASC+FEM;SG
研修	lärling	研修	lärling	V	N;NOM;INDF;MASC+FEM;SG
研修	praktikant	研修	praktikant	V	N;NOM;INDF;MASC+FEM;SG
みどり	midori	みどり	midori	PROPN	N;NOM;INDF;MASC+FEM;SG
流行	trend	流行	trend	V	N;NOM;INDF;MASC+FEM;SG
流行	tendens	流行	tendens	V	N;NOM;INDF;MASC+FEM;SG
流行	trenden	流行	trende	V	N;NOM;DEF;MASC+FEM;SG
流行	fad	流行	fad	V	N;NOM;INDF;MASC+FEM;SG
直径	diameter	直径	diamet	PART	N;NOM;INDF;MASC+FEM;PL
直径	diametern	直径	diameter	PART	N;NOM;DEF;MASC+FEM;SG
日野	hino	日野	hino	PROPN	N;NOM;INDF;NEUT;SG
りん	rin	りん	rin	PROPN	N;NOM;INDF;MASC+FEM;SG
浦和	urawa	浦和	uran	PROPN	N;NOM;INDF;MASC+FEM;SG
原田	harada	原田	hara	PROPN	PROPN;NOM
マイク	micke	マイク	micke	N	PROPN;NOM
マイク	mike	マイク	mike	N	PROPN;NOM
測定	mätning	測定	mätning	V	N;NOM;INDF;MASC+FEM;SG
測定	åtgärd	測定	åtgärd	V	N;NOM;INDF;MASC+FEM;SG
測定	uppmätta	測定	uppmätta	V	ADJ;NOM;PL;PST;V.PTCP
測定	uppmätt	測定	uppmätt	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
測定	mätt	測定	mätt	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
測定	mått	測定	mått	V	N;NOM;INDF;NEUT;SG
測定	mätningar	測定	mätning	V	N;NOM;INDF;MASC+FEM;PL
測定	mätning	測定	mätning	V	N;NOM;INDF;MASC+FEM;SG
測定	värdering	測定	värdering	V	N;NOM;INDF;MASC+FEM;SG
測定	mått	測定	mått	V	N;NOM;INDF;NEUT;SG
測定	mätningar	測定	mätning	V	N;NOM;INDF;MASC+FEM;PL
人工	konstgjord	人工	konstgjord	N	ADJ;NOM;INDF;MASC+FEM;SG
人工	konstgjorda	人工	konstgjord	N	ADJ;NOM;PL;PST;V.PTCP
人工	artificiellt	人工	artificiell	N	ADJ;NOM;INDF;NEUT;SG
滞在	vistelse	滞在	vistelse	V	N;NOM;INDF;MASC+FEM;SG
滞在	stay	滞在	stay	V	N;NOM;INDF;MASC+FEM;SG
セブン	sjua	セブン	sjua	PROPN	N;NOM;INDF;MASC+FEM;SG
セブン	seven	セブン	sev	PROPN	N;NOM;INDF;MASC+FEM;SG
セブン	sju	セブン	sju	PROPN	NUM;NOM
フィンランド	finland	フィンランド	finland	PROPN	PROPN;NOM
大輔	daisuke	大輔	daisuke	PROPN	N;NOM;DEF;MASC+FEM;SG
ノルウェー	norska	ノルウェー	norska	PROPN	N;NOM;INDF;MASC+FEM;SG
ノルウェー	norsk	ノルウェー	norsk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
ノルウェー	norge	ノルウェー	norge	PROPN	PROPN;NOM
認可	godkännande	認可	godkännande	V	N;NOM;INDF;NEUT;SG
認可	auktorisation	認可	auktorisation	V	N;NOM;INDF;MASC+FEM;SG
認可	tillstånd	認可	tillstånd	V	N;NOM;INDF;NEUT;SG
認可	godkänt	認可	godkänna	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
認可	godkänd	認可	godkänd	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
認可	auktorisation	認可	auktorisation	V	N;NOM;INDF;MASC+FEM;SG
サム	sam	サム	sam	PROPN	N;NOM;INDF;MASC+FEM;SG
改訂	reviderat	改訂	revidera	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
改訂	reviderade	改訂	revidera	V	ADJ;NOM;PL;PST;V.PTCP
改訂	reviderad	改訂	reviderad	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
改訂	revisioner	改訂	revision	V	N;NOM;INDF;MASC+FEM;PL
改訂	revidering	改訂	revidering	V	N;NOM;INDF;MASC+FEM;SG
改訂	revideringar	改訂	revidering	V	N;NOM;INDF;MASC+FEM;PL
ライバル	rival	ライバル	rival		N;NOM;INDF;MASC+FEM;SG
ライバル	rivaliserande	ライバル	rivalisera		ADJ;NOM;PRS;V.PTCP
ライバル	rivaler	ライバル	rival		N;NOM;INDF;MASC+FEM;PL
コル	rek	コル	rek	PROPN	N;NOM;INDF;NEUT;SG
アナログ	analogt	アナログ	analog	N	ADJ;NOM;INDF;NEUT;SG
アナログ	analoga	アナログ	analog	N	ADJ;NOM;PL
アナログ	analogt	アナログ	analog	N	ADJ;NOM;INDF;NEUT;SG
アナログ	analoga	アナログ	analog	N	ADJ;NOM;PL
マリオ	mario	マリオ	mario	PROPN	PROPN;NOM
保守	konservativ	保守	konservativ	N	ADJ;NOM;INDF;MASC+FEM;SG
保守	konservativa	保守	konservativ	N	ADJ;NOM;PL
保守	konservativt	保守	konservativ	N	ADJ;NOM;INDF;NEUT;SG
カレッジ	college	カレッジ	college	N	PROPN;NOM
フィリップ	philip	フィリップ	philip	PROPN	PROPN;NOM
フィリップ	filip	フィリップ	filip	PROPN	PROPN;NOM
レオ	leos	レオ	leos	PROPN	PROPN;GEN
レオ	leo	レオ	leo	PROPN	PROPN;NOM
読む	läst	読む	läsa	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
閉店	stängda	閉店	stänga	V	ADJ;NOM;PL;PST;V.PTCP
閉店	stängd	閉店	stänga	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
閉店	sluten	閉店	slut	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
閉店	stängt	閉店	stänga	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
奴隷	slav	奴隷	slav	N	ADJ;NOM;INDF;MASC+FEM;SG
トーマス	tomas	トーマス	tomas	PROPN	PROPN;NOM
トーマス	thomas	トーマス	thomas	PROPN	N;NOM;INDF;MASC+FEM;SG
横須賀	yokosuka	横須賀	yokosuka	PROPN	PROPN;NOM
ワークス	funkar	ワークス	funka	PROPN	V;IND;PRS;FIN;ACT
ワークス	arbetar	ワークス	arbeta	PROPN	V;IND;PRS;FIN;ACT
ワークス	fungerar	ワークス	fungera	PROPN	V;IND;PRS;FIN;ACT
フリードリヒ	friedrich	フリードリヒ	friedrich	PROPN	PROPN;NOM
フリードリヒ	frederick	フリードリヒ	frederick	PROPN	PROPN;NOM
フリードリヒ	fredrik	フリードリヒ	fredrik	PROPN	PROPN;NOM
ハワイ	hawaii	ハワイ	hawaii	PROPN	N;NOM;INDF;MASC+FEM;SG
解体	nedmontering	解体	nedmontering	V	N;NOM;INDF;MASC+FEM;SG
解体	rivning	解体	rivning	V	N;NOM;INDF;MASC+FEM;SG
ラスト	senast	ラスト	senast	N	ADV;RL
ラスト	senaste	ラスト	sen	N	ADJ;NOM;DEF;RL
ラスト	sista	ラスト	sista	N	ADJ;NOM;DEF;RL
ラスト	sist	ラスト	sist	N	ADV;RL
ヒル	hill	ヒル	hill	N	PROPN;NOM
異常	avvikelser	異常	avvikelse	ADJ	N;NOM;INDF;MASC+FEM;PL
信長	nobunaga	信長	nobunag	PROPN	N;NOM;INDF;MASC+FEM;SG
ネス	ness	ネス	ness	N	PROPN;NOM
ハンター	hunter	ハンター	hunta	PROPN	N;NOM;INDF;MASC+FEM;PL
ハンター	jägare	ハンター	jäga	PROPN	N;NOM;INDF;MASC+FEM;PL
早川	hayakawa	早川	hayakan	PROPN	N;NOM;INDF;MASC+FEM;SG
岡本	okamoto	岡本	okamoto	PROPN	N;NOM;INDF;MASC+FEM;SG
負担	börda	負担	börda	V	N;NOM;INDF;MASC+FEM;SG
五郎	gorō	五郎	gorō	PROPN	N;NOM;INDF;MASC+FEM;SG
五郎	goro	五郎	goro	PROPN	N;NOM;INDF;NEUT;SG
セルビア	serbien	セルビア	serbien	PROPN	PROPN;NOM
セルビア	serbiska	セルビア	serbisk	PROPN	N;NOM;INDF;MASC+FEM;SG
分子	molekylära	分子	molekylär	N	ADJ;NOM;PL
東芝	toshiba	東芝	toshib	PROPN	N;NOM;INDF;MASC+FEM;SG
開館	öppna	開館	öppen	V	ADJ;NOM;PL
開館	open	開館	open	V	PROPN;NOM
開館	öppet	開館	öppen	V	ADV
開館	öppen	開館	öppen	V	ADJ;NOM;INDF;MASC+FEM;SG
進化	evolutionen	進化	evolution	V	N;NOM;DEF;MASC+FEM;SG
進化	evolution	進化	evolution	V	N;NOM;INDF;MASC+FEM;SG
進化	utveckling	進化	utveckling	V	N;NOM;INDF;MASC+FEM;SG
進化	utvecklingen	進化	utveckling	V	N;NOM;DEF;MASC+FEM;SG
特許	patent	特許	patent	V	N;NOM;INDF;NEUT;SG
特許	patentet	特許	patente	V	N;NOM;DEF;NEUT;SG
特許	patent	特許	patent	V	N;NOM;INDF;NEUT;SG
りゅう	draco	りゅう	draco	PROPN	N;NOM;DEF;MASC+FEM;SG
イラン	iran	イラン	iran	PROPN	PROPN;NOM
イラン	iranska	イラン	iransk	PROPN	ADJ;NOM;PL
イラン	iransk	イラン	iransk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
イラン	iranier	イラン	irani	PROPN	N;NOM;INDF;MASC+FEM;SG
複合	sammansatt	複合	sammansatt	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
複合	sammansatta	複合	sammansatta	N	ADJ;NOM;PL;PST;V.PTCP
アール	earl	アール	earl	PROPN	PROPN;NOM
もっと	more	もっと	more	ADV	
もっと	fler	もっと	mången	ADV	PRO;INDF;PL
小山	koyama	小山	koyama	PROPN	PROPN;NOM
小山	oyama	小山	oyama	PROPN	PROPN;NOM
松井	matsui	松井	matsui	PROPN	PROPN;NOM
射撃	skjuta	射撃	skjuta	N	V;IMP;FIN;ACT
射撃	skjutande	射撃	skjuta	N	ADJ;NOM;PRS;V.PTCP
遠藤	endo	遠藤	endo	PROPN	PROPN;NOM
鹿島	kashima	鹿島	kashim	PROPN	N;NOM;INDF;MASC+FEM;SG
時計	titta	時計	titta	N	V;IMP;FIN;ACT
メイク	gör	メイク	göra	N	V;IMP;FIN;ACT
メイク	göra	メイク	göra	N	V;IMP;FIN;ACT
それ	fortfarande	それ	fortfarande	PRO	ADV
それ	ändå	それ	ändå	PRO	ADV
成人	vuxna	成人	vuxen	N	ADJ;NOM;PL
少佐	större	少佐	stor	N	ADJ;NOM;CMPR
遠征	expeditionen	遠征	expedition	V	N;NOM;DEF;MASC+FEM;SG
遠征	expedition	遠征	expedition	V	N;NOM;INDF;MASC+FEM;SG
自殺	självmord	自殺	självmord	V	N;NOM;INDF;NEUT;SG
ハル	hull	ハル	hull	PROPN	PROPN;NOM
ハル	skrov	ハル	skrov	PROPN	N;NOM;INDF;NEUT;SG
ハル	skrovet	ハル	skrov	PROPN	N;NOM;DEF;NEUT;SG
チャレンジ	utmaningarna	チャレンジ	utmaning	V	N;NOM;DEF;MASC+FEM;PL
チャレンジ	utmaningar	チャレンジ	utmaning	V	N;NOM;INDF;MASC+FEM;PL
チャレンジ	utmaningen	チャレンジ	utmaning	V	N;NOM;DEF;MASC+FEM;SG
チャレンジ	challenge	チャレンジ	challenge	V	N;NOM;INDF;MASC+FEM;SG
チャレンジ	utmaning	チャレンジ	utmaning	V	N;NOM;INDF;MASC+FEM;SG
マイナー	minderårig	マイナー	minderårig		ADJ;NOM;INDF;MASC+FEM;SG
マイナー	mindre	マイナー	lite		ADV;CMPR
マイナー	minor	マイナー	mina		N;NOM;INDF;MASC+FEM;SG
ボストン	boston	ボストン	boston	PROPN	PROPN;NOM
監視	övervakning	監視	övervakning	V	N;NOM;INDF;MASC+FEM;SG
監視	uppföljning	監視	uppföljning	V	N;NOM;INDF;MASC+FEM;SG
監視	övervakning	監視	övervakning	V	N;NOM;INDF;MASC+FEM;SG
監視	bevakning	監視	bevakning	V	N;NOM;INDF;MASC+FEM;SG
小松	komatsu	小松	komatsu	PROPN	N;NOM;INDF;MASC+FEM;SG
キャスト	gjutna	キャスト	göta	N	ADJ;NOM;PL;PST;V.PTCP
キャスト	kasta	キャスト	kasta	N	V;IMP;FIN;ACT
キャスト	kastad	キャスト	kastad	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
風景	liggande	風景	ligga	N	ADJ;NOM;PRS;V.PTCP
南西	sydvästra	南西	sydvästra	N	ADJ;NOM;DEF;SG
南西	sydväst	南西	sydväst	N	ADV
深い	djup	深い	djup	ADJ	N;NOM;INDF;MASC+FEM;SG
深い	deep	深い	deep	ADJ	N;NOM;INDF;NEUT;SG
深い	djupt	深い	djup	ADJ	ADV
インディ	indy	インディ	indy	PROPN	PROPN;NOM
出資	bidrag	出資	bidrag	V	N;NOM;INDF;NEUT;SG
モバイル	rörlig	モバイル	rörlig	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
モバイル	mobil	モバイル	mobil	PROPN	N;NOM;INDF;MASC+FEM;SG
モバイル	mobila	モバイル	mobil	PROPN	ADJ;NOM;PL
遺伝子	gene	遺伝子	gene	N	PROPN;NOM
簡単	easy	簡単	easy	ADJ	N;NOM;MASC+FEM;SG
輸出	export	輸出	export	V	N;NOM;INDF;MASC+FEM;SG
輸出	export	輸出	export	V	N;NOM;INDF;MASC+FEM;SG
材料	materiellt	材料	materiell	N	ADJ;NOM;INDF;NEUT;SG
流通	fördelning	流通	fördelning	V	N;NOM;INDF;MASC+FEM;SG
流通	distribution	流通	distribution	V	N;NOM;INDF;MASC+FEM;SG
桜井	sakurai	桜井	sakurai	PROPN	N;NOM;INDF;MASC+FEM;SG
斉藤	saito	斉藤	saito	PROPN	PROPN;NOM
藤井	fujii	藤井	fujii	PROPN	N;NOM;INDF;MASC+FEM;SG
相続	arvinge	相続	arvinge	V	N;NOM;INDF;MASC+FEM;SG
相続	arvtagare	相続	arvtagare	V	N;NOM;INDF;MASC+FEM;SG
相続	arv	相続	arv	V	N;NOM;INDF;NEUT;SG
横山	yokoyama	横山	yokoyam	PROPN	N;NOM;INDF;MASC+FEM;SG
三木	miki	三木	miki	PROPN	PROPN;NOM
発明	uppfinning	発明	uppfinning	V	N;NOM;INDF;MASC+FEM;SG
発明	uppfinningsrikedom	発明	uppfinningsrikedom	V	N;NOM;INDF;MASC+FEM;SG
発明	uppfinningar	発明	uppfinning	V	N;NOM;INDF;MASC+FEM;PL
発明	påhittad	発明	påhittad	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
発明	uppfinningar	発明	uppfinning	V	N;NOM;INDF;MASC+FEM;PL
代替	alternativt	代替	alternativ	V	ADV
代替	alternativa	代替	alternativ	V	ADJ;NOM;PL
代替	alternativ	代替	alternativ	V	N;NOM;INDF;NEUT;SG
関与	delaktighet	関与	delaktighet	V	N;NOM;INDF;MASC+FEM;SG
関与	engagemang	関与	engagemang	V	N;NOM;INDF;NEUT;SG
関与	inblandning	関与	inblandning	V	N;NOM;INDF;MASC+FEM;SG
関与	medverkan	関与	medverkan	V	N;NOM;INDF;MASC+FEM;SG
関与	delaktighet	関与	delaktighet	V	N;NOM;INDF;MASC+FEM;SG
関与	deltagande	関与	deltagande	V	N;NOM;INDF;NEUT;SG
関与	medbestämmande	関与	medbestämmande	V	N;NOM;INDF;NEUT;SG
病気	sjuk	病気	sjuk	N	ADJ;NOM;INDF;MASC+FEM;SG
病気	sjuka	病気	sjuk	N	ADJ;NOM;PL
病気	sjuk	病気	sjuk	N	ADJ;NOM;INDF;MASC+FEM;SG
栽培	växande	栽培	växa	V	ADJ;NOM;PRS;V.PTCP
栽培	odling	栽培	odling	V	N;NOM;INDF;MASC+FEM;SG
栽培	odlade	栽培	odla	V	ADJ;NOM;PL;PST;V.PTCP
栽培	odlad	栽培	odlad	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
栽培	odlat	栽培	odla	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
感謝	tacksamhet	感謝	tacksamhet	V	N;NOM;INDF;MASC+FEM;SG
感謝	tacksamma	感謝	tacksam	V	ADJ;NOM;PL
感謝	tacksamma	感謝	tacksam	V	ADJ;NOM;PL
ヘビー	tungt	ヘビー	tung	N	ADJ;NOM;INDF;NEUT;SG
ヘビー	tung	ヘビー	tung	N	ADJ;NOM;INDF;MASC+FEM;SG
ヘビー	tunga	ヘビー	tung	N	ADJ;NOM;PL
不定期	oregelbunden	不定期	oregelbund	ADJ	N;NOM;INDF;MASC+FEM;SG
不定期	oregelbundet	不定期	oregelbund	ADJ	N;NOM;DEF;NEUT;SG
隠し	gömt	隠す	göma	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
隠し	dold	隠す	dölja	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
隠し	gömd	隠す	gömd	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
隠し	dolda	隠す	dölja	V	ADJ;NOM;PL;PST;V.PTCP
隠し	dolt	隠す	dolt	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
手術	operation	手術	operation	V	N;NOM;INDF;MASC+FEM;SG
手術	kirurgi	手術	kirurgi	V	N;NOM;INDF;MASC+FEM;SG
手術	operationer	手術	operation	V	N;NOM;INDF;MASC+FEM;PL
援助	bistånd	援助	bistånd	V	N;NOM;INDF;NEUT;SG
援助	stöd	援助	stöd	V	N;NOM;INDF;NEUT;SG
援助	bistånd	援助	bistånd	V	N;NOM;INDF;NEUT;SG
援助	stöd	援助	stöd	V	N;NOM;INDF;NEUT;SG
援助	assistans	援助	assista	V	N;NOM;INDF;MASC+FEM;SG
上場	listade	上場	lisa	N	ADJ;NOM;PL;PST;V.PTCP
上場	listat	上場	listad	N	V;V.CVB;ACT
上場	anges	上場	ange	N	V;NFIN;PASS
上場	börsnoterade	上場	börsnotera	N	ADJ;NOM;PL;PST;V.PTCP
ディズニー	disney	ディズニー	disney	PROPN	N;NOM;INDF;MASC+FEM;SG
官僚	byråkrat	官僚	byråkrad	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
格闘	kämpa	格闘	kämpa	N	V;IMP;FIN;ACT
費用	kosta	費用	kosta	N	V;IMP;FIN;ACT
水野	mizuno	水野	mizuno	PROPN	N;NOM;INDF;MASC+FEM;SG
ディーゼル	diesel	ディーゼル	diesel	PROPN	N;NOM;INDF;MASC+FEM;SG
解析	analytics	解析	analytics	V	N;NOM;INDF;MASC+FEM;SG
解析	analyser	解析	analys	V	N;NOM;INDF;MASC+FEM;PL
解析	analys	解析	analys	V	N;NOM;INDF;MASC+FEM;SG
ゲル	gel	ゲル	gel	PROPN	N;NOM
既存	befintligt	既存	befintlig	N	ADJ;NOM;INDF;NEUT;SG
既存	befintlig	既存	befintlig	N	ADJ;NOM;INDF;MASC+FEM;SG
既存	befintliga	既存	befintlig	N	ADJ;NOM;PL
既存	existerande	既存	existerande	N	ADJ;NOM;PRS;V.PTCP
青い	blue	青い	blue	ADJ	N;NOM;INDF;MASC+FEM;SG
青い	blått	青い	blå	ADJ	N;NOM;INDF;NEUT;SG
菊池	kikuchi	菊池	kikuchi	PROPN	N;NOM;INDF;MASC+FEM;SG
表紙	täcka	表紙	täcka	N	V;IMP;FIN;ACT
成田	narita	成田	narita	PROPN	PROPN;NOM
タイガース	tigrarna	タイガース	tigrare	PROPN	N;NOM;DEF;MASC+FEM;PL
タイガース	tigrar	タイガース	tigra	PROPN	N;NOM;INDF;MASC+FEM;PL
タイガース	tigers	タイガース	tig	PROPN	N;GEN;INDF;MASC+FEM;SG
王朝	dynastin	王朝	dynastin	N	ADJ;NOM;DEF;RL
再編	omstruktureringar	再編	omstrukturering	V	N;NOM;INDF;MASC+FEM;PL
再編	omstrukturering	再編	omstrukturering	V	N;NOM;INDF;MASC+FEM;SG
イラク	irakier	イラク	irakium	PROPN	N;NOM;INDF;MASC+FEM;PL
イラク	irakiska	イラク	irakisk	PROPN	ADJ;NOM;PL
イラク	irakisk	イラク	irakisk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
イラク	irak	イラク	irak	PROPN	PROPN;NOM
鉱山	mina	鉱山	jag	N	PRO;DEF;PL
鉱山	mitt	鉱山	jag	N	PRO;DEF;NEUT;SG
鉱山	min	鉱山	jag	N	PRO;DEF;MASC+FEM;SG
加工	beredning	加工	beredning	V	N;NOM;INDF;MASC+FEM;SG
加工	förädling	加工	förädling	V	N;NOM;INDF;MASC+FEM;SG
加工	bearbetning	加工	bearbetning	V	N;NOM;INDF;MASC+FEM;SG
ラム	rom	ラム	rom	N	PROPN;NOM
激しい	intensivt	激しい	intensiv	ADJ	ADV
サル	apan	サル	apan	PROPN	N;NOM;DEF;MASC+FEM;SG
サル	apa	サル	apa	PROPN	N;NOM;INDF;MASC+FEM;SG
サル	monkey	サル	monkey	PROPN	N;NOM;INDF;MASC+FEM;SG
サル	apor	サル	apa	PROPN	N;NOM;INDF;MASC+FEM;PL
サル	aporna	サル	apa	PROPN	N;NOM;DEF;MASC+FEM;PL
サル	sal	サル	sal	PROPN	N;NOM;INDF;MASC+FEM;SG
今井	imai	今井	imai	PROPN	PROPN;NOM
修理	reparation	修理	reparation	V	N;NOM;INDF;MASC+FEM;SG
修理	reparationer	修理	reparation	V	N;NOM;INDF;MASC+FEM;PL
修理	lagning	修理	lagning	V	N;NOM;INDF;MASC+FEM;SG
修理	reparation	修理	reparation	V	N;NOM;INDF;MASC+FEM;SG
修理	reparationer	修理	reparation	V	N;NOM;INDF;MASC+FEM;PL
ポリ	poly	ポリ	poly	PROPN	N;NOM;INDF;MASC+FEM;SG
相対	relativ	相対	relativ	N	ADJ;NOM;INDF;MASC+FEM;SG
相対	relativt	相対	relativt	N	ADV
相対	relativa	相対	relativa	N	ADJ;NOM;PL
オート	auto	オート	auto	PROPN	N;NOM;INDF;MASC+FEM;SG
オート	automatiskt	オート	automatisk	PROPN	ADJ;NOM;INDF;NEUT;SG
オート	automatiska	オート	automatisk	PROPN	ADJ;NOM;PL
オート	automatisk	オート	automatisk	PROPN	N;NOM;INDF;MASC+FEM;SG
部下	underordnade	部下	underordnad	N	ADJ;NOM;PL;PST;V.PTCP
高木	takagi	高木	takagi	PROPN	N;NOM;INDF;MASC+FEM;SG
太字	djärvt	太字	djärv	N	ADJ;NOM;INDF;NEUT;SG
太字	djärv	太字	djärv	N	ADJ;NOM;INDF;MASC+FEM;SG
太字	vågat	太字	våga	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
太字	djärva	太字	djärva	N	ADJ;NOM;PL
イブ	eva	イブ	eva	PROPN	PROPN;NOM
イブ	eve	イブ	eve	PROPN	N;NOM;INDF;MASC+FEM;SG
いつ	när	いつ	när	N	ADV
後方	bakåt	後方	bakåt	N	ADV
南東	sydöstra	南東	sydöstra	N	ADJ;NOM;DEF;SG
南東	sydost	南東	sydost	N	ADV
南東	sydöstra	南東	sydöstra	N	ADJ;NOM;DEF;SG
ビート	slå	ビート	slå	N	V;IMP;FIN;ACT
効率	effektiva	効率	effektiv	N	ADJ;NOM;PL
効率	effektiv	効率	effektiv	N	ADJ;NOM;INDF;MASC+FEM;SG
効率	effektivt	効率	effektiv	N	ADJ;NOM;INDF;NEUT;SG
降格	degraderad	降格	degraderad	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
真実	sanning	真実	sanning	ADJ	N;NOM;INDF;MASC+FEM;SG
真実	sanningen	真実	sanning	ADJ	N;NOM;DEF;MASC+FEM;SG
真実	sanningens	真実	sanning	ADJ	N;GEN;DEF;MASC+FEM;SG
佐野	sano	佐野	sano	PROPN	V;IMP;FIN;ACT
大久保	okubo	大久保	okubo	PROPN	N;NOM;INDF;MASC+FEM;SG
派生	härledda	派生	härledd	V	ADJ;NOM;PL;PST;V.PTCP
派生	härledning	派生	härledning	V	N;NOM;INDF;MASC+FEM;SG
無視	ignorerade	無視	ignorera	V	ADJ;NOM;PL;PST;V.PTCP
無視	ignorerat	無視	ignorerad	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
テッド	ted	テッド	ted	PROPN	PROPN;NOM
歌う	sing	歌う	singa	V	N;NOM;INDF;NEUT;SG
歌う	sjung	歌う	sjung	V	N;NOM;INDF;MASC+FEM;SG
歌う	sjungande	歌う	sjunga	V	ADJ;NOM;PRS;V.PTCP
歌う	sång	歌う	sång	V	N;NOM;INDF;MASC+FEM;SG
エリザベス	elisabet	エリザベス	elisabet	PROPN	PROPN;NOM
エリザベス	elisabeth	エリザベス	elisabeth	PROPN	PROPN;NOM
エリザベス	elizabeth	エリザベス	elizabeth	PROPN	PROPN;NOM
修道	abbey	修道	abbey	N	PROPN;NOM
同上	dito	同上	dito		N;NOM;INDF;MASC+FEM;SG
カトリック	katolsk	カトリック	katolsk	N	ADJ;NOM;INDF;MASC+FEM;SG
カトリック	katolska	カトリック	katolsk	N	ADJ;NOM;PL
カトリック	katolik	カトリック	katolik	N	ADJ;NOM;INDF;MASC+FEM;SG
推測	gissning	推測	gissning	V	N;NOM;INDF;MASC+FEM;SG
秀吉	hideyoshi	秀吉	hideyoshi	PROPN	N;NOM;INDF;MASC+FEM;SG
二郎	jiro	二郎	jiro	PROPN	PROPN;NOM
フロリダ	florida	フロリダ	florid	PROPN	PROPN;NOM
野田	noda	野田	noda	PROPN	PROPN;NOM
ロイヤル	kungliga	ロイヤル	kunglig	N	ADJ;NOM;PL
ロイヤル	kunglig	ロイヤル	kunglig	N	ADJ;NOM;INDF;MASC+FEM;SG
ロイヤル	kungligt	ロイヤル	kunglig	N	ADJ;NOM;INDF;NEUT;SG
高原	platå	高原	platå	PROPN	N;NOM;INDF;MASC+FEM;SG
ショート	kort	ショート	kort	N	ADV
ショート	korta	ショート	kort	N	ADJ;NOM;PL
出席	närvaro	出席	närvaro	V	N;NOM;INDF;MASC+FEM;SG
出席	deltagande	出席	deltagande	V	N;NOM;INDF;NEUT;SG
したがっ	härav	したがう	härav	V	N;NOM;INDF;MASC+FEM;SG
したがっ	därav	したがう	därav	V	ADV
宮本	miyamoto	宮本	miyamoto	PROPN	PROPN;NOM
中華民国	taiwan	中華民国	taiwa	PROPN	PROPN;NOM
中華民国	taiwanesiska	中華民国	taiwanesisk	PROPN	N;NOM;INDF;MASC+FEM;SG
出会い	dating	出会う	dating	V	N;NOM;INDF;MASC+FEM;SG
抗議	protesterar	抗議	protestera	N	V;IND;PRS;FIN;ACT
抗議	protestera	抗議	protestera	N	V;IMP;FIN;ACT
ベルク	berg	ベルク	berg	PROPN	N;NOM;INDF;NEUT;SG
バージニア	virginia	バージニア	virgini	PROPN	PROPN;NOM
講演	föredrag	講演	föredrag	V	N;NOM;INDF;NEUT;SG
講演	föreläsning	講演	föreläsning	V	N;NOM;INDF;MASC+FEM;SG
講演	föreläsningar	講演	föreläsning	V	N;NOM;INDF;MASC+FEM;PL
講演	föredrag	講演	föredrag	V	N;NOM;INDF;NEUT;SG
ラリー	larry	ラリー	larry	N	PROPN;NOM
応用	tillämpade	応用	tillämpad	V	ADJ;NOM;PL;PST;V.PTCP
