que	das	que	der	CONJ	PRO;NOM;NEUT;SG
llistes	listen	llista	listen	N;FEM;PL	V;NFIN
comèdia	komödie	comèdia	komödie	V;IND;SG;3;PRS;FIN	N;NOM;SG
comèdia	comedy	comèdia	comedy	V;IND;SG;3;PRS;FIN	PROPN
interpretar	interpretation	interpretar	interpretation	V;NFIN	ADJ
das	das	das	der		PRO;NOM;NEUT;SG
clarament	eindeutig	clarament	eindeutig	ADV	ADJ
clarament	klar	clarament	klar	ADV	ADJ
clarament	deutlich	clarament	deutlich	ADV	ADJ
univers	universums	univers	universums		PROPN
univers	grundgesamtheit	univers	grundgesamtheit		ADJ;NOM;SG
univers	universum	univers	universum		ADV
significat	sinn	significar	sein	ADJ;MASC;SG;V.PTCP	
significat	bedeutet	significar	bedeuten	ADJ;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN
significat	sinne	significar	sinnen	ADJ;MASC;SG;V.PTCP	N
alfred	alfred	alfred	alfreden	PROPN	PROPN;NOM;MASC;SG
concretament	spezifisch	concretament	spezifisch	ADV	ADJ
concretament	konkret	concretament	konkret	ADV	ADJ
concretament	speziell	concretament	speziell	ADV	ADJ
lleugerament	geringfügig	lleugerament	geringfügig	ADV	ADJ
lleugerament	leicht	lleugerament	leicht	ADV	ADJ
manresa	manresa	manresa	manresa	N;FEM;SG	
continental	continental	continental	continental	ADJ;SG	
continental	kontinentale	continental	kontinental	ADJ;SG	ADJ;NOM;FEM;PL
continental	kontinent	continental	kontinent	ADJ;SG	
extinció	erlöschen	extinció	erlöschen	N;FEM;SG	V;NFIN
extinció	aussterben	extinció	aussterben	N;FEM;SG	V;NFIN
persa	persischen	pers	persisch		ADJ
persa	persische	pers	persisch		ADJ;NOM;FEM;PL
persa	persisch	pers	persisch		ADJ
equipament	geräte	equipament	geräten	N;MASC;SG	N;NOM;NEUT;PL
equipament	anlagen	equipament	anlagen	N;MASC;SG	V;NFIN
llegir	read	llegir	read	V;NFIN	PROPN;SG
llegir	lies	llegir	lesen	V;NFIN	
max	maximal	max	maximal	PROPN	ADJ
max	max	max	max	PROPN	PROPN;NOM;MASC;SG
max	maximale	max	maximal	PROPN	ADJ;NOM;FEM;PL
max	höchstens	max	höchstens	PROPN	ADV
masculí	männliche	masculí	männlich	ADJ;MASC;SG	ADJ;NOM;FEM;PL
masculí	männer	masculí	männer	ADJ;MASC;SG	N;NOM;MASC;PL
masculí	männchen	masculí	männchen	ADJ;MASC;SG	N;NOM;PL
nota	anmerkung	notar	anmerkung	V;IND;SG;3;PRS;FIN	
nota	bemerkung	notar	bemerkung	V;IND;SG;3;PRS;FIN	
nota	hinweis	notar	hinweis	V;IND;SG;3;PRS;FIN	ADV
nota	notiz	notar	notiz	V;IND;SG;3;PRS;FIN	
fàcilment	leicht	fàcilment	leicht	ADV	ADJ
convertit	bekehrt	convertit	bekehren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
convertit	konvertiert	convertit	konvertieren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
convertit	umgebaut	convertit	umbauen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
convertit	umgewandelt	convertit	umwandeln	ADJ;MASC;SG;V.PTCP	V;V.PTCP
actors	akteure	actor	akteur	N;MASC;PL	ADJ;NOM;PL
actors	schauspieler	actor	schauspieler	N;MASC;PL	ADJ
actors	darsteller	actor	darsteller	N;MASC;PL	ADJ
creixent	wachsenden	créixer	wachsend	V;V.MSDR	V;PL;FIN
creixent	wächst	créixer	wachsen	V;V.MSDR	V;IND;SG;3;PRS;FIN
creixent	wachsende	créixer	wachsend	V;V.MSDR	ADJ;NOM;FEM;PL
creixent	wachsen	créixer	wachsen	V;V.MSDR	V;NFIN
vocal	vokal	vocal	vokal	ADJ;SG	N
jack	jack	jack	jack	PROPN	PROPN;NOM;SG
eduard	edward	eduard	edward		PROPN;NOM;MASC;SG
eduard	eduard	eduard	eduard		PROPN;NOM;MASC;SG
eduard	eduard	eduard	eduard		PROPN;NOM;MASC;SG
florència	florenz	florència	florenz		PROPN;NOM;SG
interna	innere	intern	inner	ADJ;FEM;SG	ADJ;NOM;FEM;PL
interna	internen	intern	intern	ADJ;FEM;SG	
interna	interne	intern	intern	ADJ;FEM;SG	ADJ;NOM;FEM;PL
vapor	dampf	vapor	dampf	N;MASC;SG	
vapor	wasserdampf	vapor	wasserdampf	N;MASC;SG	
vapor	dampf	vapor	dampf	N;MASC;SG	
vapor	steam	vapor	steam	N;MASC;SG	
vapor	dampfbad	vapor	dampfbad	N;MASC;SG	ADJ
vapor	wasserdampf	vapor	wasserdampf	N;MASC;SG	
directa	direkte	directe	direkt	ADJ;FEM;SG	ADJ;NOM;FEM;PL
certes	bestimmten	cert	bestimmen	ADJ;FEM;PL	V;PL;FIN
roman	römischen	romandre	römisch	V;IND;SG;3;PRS;FIN	ADJ;NOM;PL
roman	römer	romandre	rom	V;IND;SG;3;PRS;FIN	
roman	roman	romandre	roman	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG
roman	römische	romandre	römisch	V;IND;SG;3;PRS;FIN	ADJ;NOM;FEM;PL
bateria	batterie	bateria	batterie	N;SG	PROPN
bateria	akku	bateria	akku	N;SG	PROPN;NOM;SG
bateria	akkus	bateria	akkus	N;SG	
bateria	batterien	bateria	batterienen	N;SG	
guia	ratgeber	guia	ratgeber	N;FEM;SG	ADJ
guia	führer	guia	führer	N;FEM;SG	
guia	reiseführer	guia	reiseführ	N;FEM;SG	ADJ
guia	leitfaden	guia	leitfaden	N;FEM;SG	V;NFIN
gràcia	grace	gràcia	grac		PROPN;NOM;SG
romania	rumänien	romania	Rumänien	ADJ;FEM;SG	PROPN
màquina	maschine	màquina	maschine	N;FEM;SG	ADJ
màquina	werkzeugmaschinen	màquina	werkzeugmaschinen	N;FEM;SG	V;NFIN
màquina	gastgeber	màquina	gastgeber	N;FEM;SG	ADJ
màquina	host	màquina	hosen	N;FEM;SG	
màquina	gastgeberin	màquina	gastgeberin	N;FEM;SG	ADJ
màquina	rechner	màquina	rechner	N;FEM;SG	
màquina	wirt	màquina	wernen	N;FEM;SG	
inofensiu	harmlose	inofensiu	harmlos	ADJ;MASC;SG	ADJ;NOM;FEM;PL
execució	ausführung	execució	ausführung	N;FEM;SG	
execució	exekution	execució	exekution	N;FEM;SG	
estacions	jahreszeiten	estació	jahreszeit	N;FEM;PL	
estacions	jahreszeit	estació	jahreszeit	N;FEM;PL	ADJ
estacions	spielzeiten	estació	spielzeit	N;FEM;PL	V;NFIN
excepció	ausnahme	excepció	ausnehmen	N;FEM;SG	
canó	kanone	canó	kanone		N;NOM;FEM;SG
canó	cannon	canó	cannon		PROPN;NOM;SG
canó	kanonen	canó	kanon		N;NOM;FEM;PL
designació	ernennung	designació	ernennung	N;FEM;SG	ADJ;SG
designació	benennung	designació	benennung	N;FEM;SG	ADJ
literària	literarische	literari	literarisch	ADJ;FEM;SG	ADJ;NOM;FEM;PL
costats	seiten	costat	seiten	ADJ;MASC;PL;V.PTCP	V;NFIN
comprar	buy	comprar	buy	V;NFIN	PROPN;NOM;SG
comprar	kauf	comprar	kauf	V;NFIN	N;SG
comprar	ankauf	comprar	ankauf	V;NFIN	N
estret	strait	estret	strait	N;MASC;SG	PROPN;NOM;SG
estret	straße	estret	straß	N;MASC;SG	ADJ
estret	meerenge	estret	meereng	N;MASC;SG	
estret	schmalen	estret	schmal	N;MASC;SG	ADJ
estret	eng	estret	eng	N;MASC;SG	ADJ
estret	schmale	estret	schmal	N;MASC;SG	ADJ;NOM;FEM;PL
estret	enge	estret	eng	N;MASC;SG	ADJ;NOM;FEM;SG
estret	engen	estret	eng	N;MASC;SG	ADJ
estret	schmal	estret	schmal	N;MASC;SG	ADJ
escriu	schreib	escriure	schreib	V;IND;SG;3;PRS;FIN	V;IND;SG;2;FIN
system	system	ser	system		N;NOM;NEUT;SG
fenomen	erscheinung	fenomen	Erscheinung	N;MASC;SG	ADJ
fenomen	phänomen	fenomen	phänom	N;MASC;SG	V;NFIN
cost	kosten	cost	kosten	N;MASC;SG	V;NFIN
cost	cost	cost	cost	N;MASC;SG	ADJ
agent	agenten	agent	agent	N;SG	N;PL
agent	vertreter	agent	vertreter	N;SG	ADJ
agent	agent	agent	agent	N;SG	PROPN;NOM;SG
agent	agentin	agent	agentin	N;SG	PROPN;NOM;FEM;SG
impacte	impact	impacte	impact	N;MASC;SG	PROPN
impacte	auswirkungen	impacte	auswirkingen	N;MASC;SG	V;NFIN
impacte	einfluss	impacte	einfluß	N;MASC;SG	ADJ
fosc	dunkle	fosc	dunkel	ADJ;MASC;SG	ADJ;NOM;FEM;PL
colla	syndikat	colla	syndikat		PROPN
colla	banden	colla	binden		V;NFIN
organismes	reisebüros	organisme	reisebüros	N;MASC;PL	ADJ
organismes	lebewesen	organisme	lebewesen	N;MASC;PL	
organismes	organismus	organisme	organismus	N;MASC;PL	N;NOM;MASC;SG
organismes	erreger	organisme	erreger	N;MASC;PL	
ull	eye	ull	eye		PROPN
ull	augen	ull	augen		N;NOM;NEUT;PL
ull	auge	ull	auge		N;NOM;SG
flor	blumen	flor	blum		V;NFIN
flor	blume	flor	blum		ADJ;NOM;SG
flor	blühen	flor	blühen		V;NFIN
flor	blüte	flor	blüt		N;NOM;FEM;SG
raja	raja	rajar	raja		PROPN;NOM;MASC;SG
ala	ala	ala	ala		
promoció	promotion	promoció	promotion	N;FEM;SG	ADJ
promoció	beförderung	promoció	beförderung	N;FEM;SG	ADJ
promoció	förderung	promoció	förderung	N;FEM;SG	ADJ;NOM;FEM;SG
declaració	anweisung	declaració	anweisung	N;FEM;SG	
declaració	aussage	declaració	aussagen	N;FEM;SG	
declaració	deklaration	declaració	deklaration	N;FEM;SG	ADJ
guanyador	sieger	guanyador	sieger	N;MASC;SG	
guanyador	preisträger	guanyador	preisträg	N;MASC;SG	ADJ
guanyador	gewinner	guanyador	gewinner	N;MASC;SG	
guanyador	gewinnerin	guanyador	gewinnerin	N;MASC;SG	ADJ
della	della	della	Della	PROPN	PROPN;NOM;SG
vehicle	fahrzeug	vehicle	fahrzeug	N;MASC;SG	ADJ
seccions	abschnitte	secció	abschneiden	N;FEM;PL	
fusteria	tischlerei	fusteria	tischlerei	N;FEM;SG	ADJ;NOM;FEM;PL
postal	postkarten	postal	postkart		ADJ
postal	postkarte	postal	postkart		ADJ;NOM;FEM;PL
bell	glocke	bell	glock		N;NOM;FEM;SG
bell	glocken	bell	glock		N;NOM;PL
bell	bell	bell	bell		PROPN;NOM;MASC;SG
millora	besserung	millorar	besserung	V;IND;SG;3;PRS;FIN	ADJ
millora	verbesserung	millorar	verbesserung	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
preu	preisliste	preu	preislist	N;MASC;SG	
preu	preis	preu	preis	N;MASC;SG	PROPN
super	super	super	super		ADJ
llar	startseite	llar	startseite	N;FEM;SG	ADJ
llar	zuhause	llar	zuhause	N;FEM;SG	
circular	runden	circular	rund		ADJ
circular	rundschreiben	circular	rundschreiben		V;NFIN
metall	metall	metall	metall	N;MASC;SG	
metall	metal	metall	metal	N;MASC;SG	PROPN
metall	metallbearbeitung	metall	metallbearbeitung	N;MASC;SG	ADJ
metall	metalle	metall	metall	N;MASC;SG	N;NOM;PL
escriptors	schriftsteller	escriptor	schriftsteller	N;MASC;PL	ADJ
escriptors	autoren	escriptor	autor	N;MASC;PL	
crítiques	bewertungen	crítica	bewertungen	N;FEM;PL	V;NFIN
crítiques	kritiken	crítica	kritik	N;FEM;PL	ADJ;PL
crítiques	besprechungen	crítica	besprechung	N;FEM;PL	
crítiques	meinungen	crítica	meinungen	N;FEM;PL	V;NFIN
crítiques	rezensionen	crítica	rezension	N;FEM;PL	V;NFIN
encarregat	beauftragte	encarregat	beauftragen	ADJ;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
veneçuela	venezuela	veneçuela	venezuela	ADJ;FEM;SG	PROPN;NOM;NEUT;SG
violí	geige	violí	geigen	N;MASC;SG	
violí	violine	violí	violin	N;MASC;SG	
violí	geige	violí	geigen	N;MASC;SG	
aniversari	geburtsdatum	aniversari	geburtsdatum	N;MASC;SG	ADJ
aniversari	geburtstage	aniversari	geburtstage	N;MASC;SG	ADJ
aniversari	geburtstag	aniversari	geburtstag	N;MASC;SG	ADJ
aniversari	hochzeitstag	aniversari	hochzeitstag	N;MASC;SG	ADJ
aniversari	jahrestag	aniversari	jahrestag	N;MASC;SG	ADJ
disputa	streitigkeiten	disputar	streitigkeit	V;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
disputa	anfechtung	disputar	anfechtung	V;IND;SG;3;PRS;FIN	ADJ
disputa	streitigkeit	disputar	streitigkeit	V;IND;SG;3;PRS;FIN	ADJ
disputa	streit	disputar	streit	V;IND;SG;3;PRS;FIN	ADJ
esports	freizeit	esport	freizeit	N;MASC;PL	
esports	sportarten	esport	sportarten	N;MASC;PL	V;NFIN
esports	sport	esport	sporen	N;MASC;PL	PROPN;SG
ocupat	beschäftigt	ocupat	beschäftigen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
ocupat	besetzt	ocupat	besetzen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
gòtic	gotische	gòtic	gotisch	ADJ;MASC;SG	ADJ;NOM;FEM;PL
gòtic	gothic	gòtic	gothic	ADJ;MASC;SG	PROPN
filòsof	philosoph	filòsof	philosoph	N;MASC;SG	PROPN;NOM;SG
filòsof	philosophen	filòsof	philosophen	N;MASC;SG	
èxits	errungenschaften	èxit	errungenschaft	N;MASC;PL	V;NFIN
èxits	leistungen	èxit	leistung	N;MASC;PL	V;PL
barris	nachbarschaften	barri	nachbarschaft	N;MASC;PL	ADJ
barris	viertel	barri	viertel	N;MASC;PL	
barris	stadtteile	barri	stadtteil	N;MASC;PL	
barris	stadtviertel	barri	stadtviertel	N;MASC;PL	ADJ
vicente	vicente	vicente	vicent	N;SG	PROPN;NOM;SG
interessos	interesse	interès	interesse	N;MASC;PL	
dibuixos	zeichnung	dibuix	zeichnung	N;MASC;PL	N;NOM;FEM;SG
johann	johannes	johann	johannes		PROPN;NOM;MASC;SG
johann	johann	johann	johann		PROPN;NOM;MASC;SG
controlar	steuerung	controlar	steuerung	V;NFIN	ADJ
controlar	controlling	controlar	controlling	V;NFIN	ADJ
entendre	verstehen	entendre	verstehen	V;NFIN	V;NFIN
entendre	verstehe	entendre	verstehen	V;NFIN	V;IND;SG;3;PRS;FIN
entendre	begreifen	entendre	begreifen	V;NFIN	V;NFIN
entendre	verstanden	entendre	verstehen	V;NFIN	V;V.PTCP
avinguda	allee	avinguda	alle	N;FEM;SG	PROPN;NOM;SG
avinguda	avenue	avinguda	avenue	N;FEM;SG	PROPN;SG
michel	michel	michel	michel		PROPN;NOM;SG
democràtic	demokratische	democràtic	demokratisch	ADJ;MASC;SG	ADJ;NOM;FEM;PL
democràtic	demokratischen	democràtic	demokratisch	ADJ;MASC;SG	ADJ;NOM;MASC;PL
santuari	zufluchtsort	santuari	zufluchtsort	N;MASC;SG	ADJ
santuari	heiligtum	santuari	heiligtum	N;MASC;SG	PROPN
santuari	zuflucht	santuari	zuflucht	N;MASC;SG	
santuari	schutzgebiet	santuari	schutzgebieten	N;MASC;SG	ADJ
santuari	schutzzone	santuari	schutzzone	N;MASC;SG	ADJ
emir	emir	emir	emir	N;MASC;SG	PROPN;NOM;MASC;SG
natal	natal	natal	natal		PROPN;NOM;SG
tolosa	toulouse	tolós	toulouse		PROPN;NOM;MASC;SG
comunicacions	kommunikation	comunicació	kommunikation	N;FEM;PL	PROPN
comunicacions	nachrichtenübermittlung	comunicació	nachrichtenübermittlung	N;FEM;PL	ADJ
comunicacions	fernmeldewesen	comunicació	fernmeldewesen	N;FEM;PL	ADJ;NOM
comunicacions	mitteilungen	comunicació	mitteilung	N;FEM;PL	V;NFIN
saxònia	niedersachsen	saxònia	niedersachsen	ADJ;FEM;SG	PROPN;NOM;NEUT;SG
saxònia	sachsen	saxònia	sachsen	ADJ;FEM;SG	PROPN;NOM;NEUT;SG
designada	benannte	designat	benennen	ADJ;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
designada	ausgewiesen	designat	ausweisen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
designada	benannten	designat	benennen	ADJ;FEM;SG;V.PTCP	V;PL;FIN
designada	bezeichnete	designat	bezeichnen	ADJ;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
designada	bezeichnet	designat	bezeichnen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
cant	gesang	cant	gesingen		ADJ
cant	gesungen	cant	singen		V;V.PTCP
cant	singt	cant	singen		V;IND;SG;3;PRS;FIN
cant	singen	cant	singen		V;NFIN
nostre	unseres	nostre	unser	DET;MASC;SG;1	PRO;NOM;MASC;SG
nostre	unserer	nostre	unser	DET;MASC;SG;1	PRO;NOM;MASC;SG
nostre	unsere	nostre	unser	DET;MASC;SG;1	PRO;NOM;FEM;SG
nostre	unser	nostre	unser	DET;MASC;SG;1	PRO;NOM;MASC;SG
nostre	unseren	nostre	unser	DET;MASC;SG;1	PRO;ACC;MASC;SG
lee	lee	lee	lee	PROPN	PROPN;NOM;MASC;SG
aus	vogelarten	au	vogelart		V;NFIN
construccions	konstruktionen	construcció	konstruktion	N;FEM;PL	V;NFIN
construccions	bauwerke	construcció	bauwerk	N;FEM;PL	
cristianisme	christentum	cristianisme	christentum	N;MASC;SG	PROPN
segur	sure	segur	sein	ADJ;MASC;SG	PROPN
segur	sicherlich	segur	sicherlich	ADJ;MASC;SG	ADV
electoral	wahlen	electoral	wahlen	ADJ;SG	V;NFIN
exemplars	exemplare	exemplar	exemplar	N;MASC;PL	ADJ
exemplars	kopie	exemplar	kopie	N;MASC;PL	
suma	summe	sumar	summen	V;IND;SG;3;PRS;FIN	
suma	betrag	sumar	betragen	V;IND;SG;3;PRS;FIN	N
suma	sum	sumar	sum	V;IND;SG;3;PRS;FIN	
baviera	bayern	baviera	bayern		PROPN;NOM;SG
baviera	bavaria	baviera	bavaria		PROPN
centrals	central	central	central	ADJ;PL	PROPN
lectura	lektüre	lectura	lektür	V;IND;SG;3;PRS;FIN	
lectura	lesung	lectura	lesung	V;IND;SG;3;PRS;FIN	N;SG
raons	gründe	raó	gründen	N;FEM;PL	
raons	gründen	raó	gründen	N;FEM;PL	V;NFIN
còmic	comics	còmic	comic	ADJ;MASC;SG	PROPN
còmic	comic	còmic	comic	ADJ;MASC;SG	PROPN;NOM;SG
secret	geheim	secret	geheim		ADJ
secret	geheimnis	secret	geheimnis		N;NOM;NEUT;SG
secret	secret	secret	secren		PROPN;SG
secret	geheimen	secret	geheimen		ADJ
secret	heimlich	secret	heimlich		ADJ
tècnic	technische	tècnic	technisch	ADJ;MASC;SG	ADJ;NOM;FEM;PL
nacionalitat	staatsbürgerschaft	nacionalitat	staatsbürgerschaft	N;FEM;SG	ADJ
nacionalitat	nationalität	nacionalitat	nationalität	N;FEM;SG	ADJ
nacionalitat	staatsangehörigkeit	nacionalitat	staatsangsangehöeit	N;FEM;SG	ADJ
donada	gegeben	donat	geben	ADJ;FEM;SG;V.PTCP	V;V.PTCP
dura	hard	dur	hard	ADJ;FEM;SG	PROPN
alexander	alexandre	alexander	alexandre		PROPN;NOM;MASC;SG
alexander	alexander	alexander	alexander		PROPN;NOM;MASC;SG
financera	finanzen	financer	finanzen	ADJ;FEM;SG	
financera	finanzielle	financer	finanziell	ADJ;FEM;SG	ADJ;NOM;FEM;PL
financera	finanzdienstleistungen	financer	finanzdienstleistungen	ADJ;FEM;SG	N;NOM;FEM;PL
francesco	francesco	francesco	francesco		PROPN;NOM;MASC;SG
cristià	christliche	cristià	christlich	ADJ;MASC;SG	ADJ;NOM;FEM;PL
cristià	christian	cristià	christian	ADJ;MASC;SG	PROPN;NOM;MASC;SG
cristià	christ	cristià	christ	ADJ;MASC;SG	PROPN
contenen	enthält	contenir	enthalten	V;IND;PL;3;PRS;FIN	V;IND;SG;3;PRS;FIN
nebot	neffe	nebot	neffen		ADJ
colònies	kolonien	colònia	kolonien	N;FEM;PL	
sonora	sonora	sonora	sonora	N;FEM;SG	PROPN;NOM;SG
vies	schienen	via	schienen	N;FEM;PL	V;NFIN
vies	stücke	via	stücken	N;FEM;PL	
vies	titel	via	titel	N;FEM;PL	
vies	spuren	via	spur	N;FEM;PL	V;NFIN
hotel	hotelzimmer	hotel	hotelzimmer	N;MASC;SG	
temperatures	temperaturen	temperatura	temperatur	N;FEM;PL	V;NFIN
otomà	osmanischen	otomà	osmanischen	ADJ;MASC;SG	ADJ;NOM;MASC;PL
otomà	osmanen	otomà	osmanen	ADJ;MASC;SG	N;NOM;PL
otomà	osmanische	otomà	osmanische	ADJ;MASC;SG	ADJ;NOM;FEM;PL
enemics	gegner	enemic	gegner	N;MASC;PL	
enemics	feinden	enemic	feinden	N;MASC;PL	V;NFIN
enemics	feindlich	enemic	feindlich	N;MASC;PL	ADJ
enemics	feinde	enemic	feind	N;MASC;PL	
enemics	feind	enemic	feind	N;MASC;PL	
utilitzats	gebraucht	utilitzat	brauchen|gebrauchen	ADJ;MASC;PL;V.PTCP	V;V.PTCP
utilitzats	benutzt	utilitzat	benutzen	ADJ;MASC;PL;V.PTCP	V;V.PTCP
utilitzats	verwendete	utilitzat	verwenden	ADJ;MASC;PL;V.PTCP	V;IND;SG;3;PST;FIN
utilitzats	verwendet	utilitzat	verwenden	ADJ;MASC;PL;V.PTCP	V;V.PTCP
altar	altar	altar	altar		ADV
amenaça	drohung	amenaçar	drohung	V;IND;SG;3;PRS;FIN	
amenaça	bedrohung	amenaçar	bedrohung	V;IND;SG;3;PRS;FIN	N;FEM;SG
amenaça	gefahr	amenaçar	gefahren	V;IND;SG;3;PRS;FIN	
vegetació	pflanzen	vegetació	pflanz	N;FEM;SG	V;NFIN
vegetació	pflanzenwelt	vegetació	pflanzenwelt	N;FEM;SG	ADJ
vegetació	vegetation	vegetació	vegetation	N;FEM;SG	
iraq	irak	iraq	irak	N;MASC;SG	PROPN;NOM;MASC;SG
iraq	irakische	iraq	irakisch	N;MASC;SG	ADJ;NOM;FEM;PL
conflictes	konflikten	conflicte	konflikt	N;MASC;PL	V;NFIN
conflictes	auseinandersetzungen	conflicte	auseinandersetzen	N;MASC;PL	V;NFIN
conflictes	konflikt	conflicte	konflikt	N;MASC;PL	V;IND;SG;3;PRS;FIN
conflictes	konflikte	conflicte	konflikt	N;MASC;PL	ADJ
aran	aran	aran	aran		PROPN;SG
músics	musikern	músic	musikern	N;MASC;PL	V;NFIN
músics	musiker	músic	musik	N;MASC;PL	ADJ
nacionalista	nationalistische	nacionalista	nationalistisch	ADJ;SG	ADJ;NOM;FEM;PL
nacionalista	nationalisten	nacionalista	nationalist	ADJ;SG	N;PL
nacionalista	nationalismus	nacionalista	nationalismus	ADJ;SG	PROPN;NOM;SG
nacionalista	nationalistischen	nacionalista	nationalistisch	ADJ;SG	ADJ;NOM;PL
déus	götter	déus	gott	N;MASC;PL	
resoldre	entschlossenheit	resoldre	entschlossenheit	V;NFIN	ADJ
dibuix	zeichnen	dibuix	zeichnen		V;NFIN
dibuix	zeichnung	dibuix	zeichnung		N;NOM;FEM;SG
monarquia	monarchie	monarquia	monarchie	N;FEM;SG	PROPN
factor	factor	factor	factor	N;MASC;SG	PROPN
factor	faktor	factor	faktor	N;MASC;SG	ADJ
activa	aktivieren	actiu	aktivieren	ADJ;FEM;SG	V;NFIN
activa	aktivierung	actiu	aktivierung	ADJ;FEM;SG	N;NOM;FEM;SG
missatge	botschaft	missatge	botschaft	N;MASC;SG	ADJ;NOM;FEM;SG
missatge	nachricht	missatge	nachrecht	N;MASC;SG	ADJ
missatge	nachrichten	missatge	nachrichten	N;MASC;SG	V;NFIN
missatge	meldung	missatge	meldung	N;MASC;SG	ADJ
presentació	präsentationen	presentació	präsentationen	N;FEM;SG	V;NFIN
presentació	vorstellung	presentació	vorstellung	N;FEM;SG	ADJ;SG
presentació	präsentation	presentació	präsentation	N;FEM;SG	ADJ
anell	läuten	anell	lau		V;NFIN
anell	klingeln	anell	klingeln		V;NFIN
mary	mary	mary	mary		PROPN;NOM;SG
mary	maria	mary	maria		PROPN;NOM;FEM;SG
democràcia	demokratie	democràcia	demokratie	N;FEM;SG	
filipines	philippinen	filipina	philippinen	N;FEM;PL	PROPN;NOM
absència	abwesenheit	absència	abwesenheit	N;FEM;SG	ADJ
absència	fehlen	absència	fehlen	N;FEM;SG	V;NFIN
prefix	vorwahl	prefixar	vorwahl		PROPN
prefix	vorangestellt	prefixar	voranstellen		V;V.PTCP
prefix	präfix	prefixar	präfix		ADJ
històries	geschichten	història	geschecht	N;FEM;PL	V;NFIN
històries	meldungen	història	meldung	N;FEM;PL	V;NFIN
branques	niederlassungen	branca	niederlassingen	N;FEM;PL	V;NFIN
branques	zweigniederlassungen	branca	zweigniederlassungen	N;FEM;PL	V;NFIN
branques	zweigstellen	branca	zweigstellen	N;FEM;PL	ADJ
branques	filialen	branca	filialen	N;FEM;PL	ADJ;PL
branques	zweige	branca	zweig	N;FEM;PL	
barroc	barocke	barroc	barock	ADJ;MASC;SG	ADJ;NOM;FEM;PL
disciplina	fachrichtung	disciplina	fachrichtung	N;FEM;SG	ADJ
disciplina	disziplin	disciplina	disziplin	N;FEM;SG	
disciplina	disziplinen	disciplina	disziplin	N;FEM;SG	N;NOM;PL
presoners	gefangener	presoner	gefangen	N;MASC;PL	ADJ
presoners	gefangene	presoner	gefangen	N;MASC;PL	ADJ;NOM;FEM;PL
presoners	gefangenen	presoner	gefangen	N;MASC;PL	V;IND;PL;3;FIN
presoners	häftlinge	presoner	häftlinge	N;MASC;PL	
presoners	häftlingen	presoner	häftlingen	N;MASC;PL	
plantilles	templates	plantilla	templat	N;FEM;PL	N;NOM;NEUT;SG
plantilles	schablonen	plantilla	schablonen	N;FEM;PL	V;NFIN
plantilles	schablone	plantilla	schablone	N;FEM;PL	ADJ;NOM;FEM;PL
plantilles	vorlagen	plantilla	vorliegen	N;FEM;PL	V;NFIN
plantilles	vorlage	plantilla	vorlagen	N;FEM;PL	
one	einen	one	ein		PRO;ACC;INDF;MASC;SG
one	einer	one	ein		PRO;NOM;INDF;MASC;SG
one	eine	one	ein		DET;NOM;INDF;FEM;SG
one	ein	one	ein		ADV
discurs	rede	discurs	rede	N;MASC;SG	
transmissió	übertragung	transmissió	übertragung	N;FEM;SG	V;IND;SG;3;PRS;FIN
transmissió	übermittlung	transmissió	übermittlung	N;FEM;SG	ADJ
transmissió	transmission	transmissió	transmission	N;FEM;SG	PROPN
transmissió	weiterleitung	transmissió	weiterleitung	N;FEM;SG	ADJ
transmissió	getriebe	transmissió	getreib	N;FEM;SG	
transmissió	übermitteln	transmissió	übermitteln	N;FEM;SG	V;NFIN
testament	testament	testament	testament	N;MASC;SG	ADJ
flora	flora	flora	flora	N;FEM;SG	PROPN;NOM;SG
flora	pflanzenwelt	flora	pflanzenwelt	N;FEM;SG	ADJ
profunditat	tiefe	profunditat	tief	N;FEM;SG	
profunditat	tiefen	profunditat	tief	N;FEM;SG	V;NFIN
capçalera	kopfzeile	capçalera	kopfzeil	N;FEM;SG	
capçalera	header	capçalera	header	N;FEM;SG	
capçalera	überschrift	capçalera	überschreifen	N;FEM;SG	
mineral	eisenerz	mineral	eisenerz	ADJ;SG	
mineral	erze	mineral	erzen	ADJ;SG	
mineral	erzen	mineral	erzen	ADJ;SG	
mineral	erz	mineral	erz	ADJ;SG	
mineral	mineralische	mineral	mineralisch	ADJ;SG	ADJ;NOM;FEM;PL
mineral	mineralien	mineral	mineralien	ADJ;SG	N;NOM;FEM;PL
mineral	mineral	mineral	mineral	ADJ;SG	PROPN
