ύδατα	водах	ύδωρ	вода	N;NOM;NEUT;PL	N;INAN;ESS;FEM;PL
φτώχεια	нищету	φτώχεια	нищета	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
φτωχή	бедные	φτωχή	бедный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
φτωχή	бедных	φτωχή	бедный	ADJ;NOM;FEM;SG	ADJ;GEN;PL
στίχο	стих	στίχος	стих	N;ACC;NEUT;SG	N;INAN;NOM;MASC;SG
φρανκφούρτη	франкфурте	φρανκφούρτης	франкфурт	PROPN;NOM;FEM;SG	N;INAN;ESS;MASC;SG
φρανκφούρτη	франкфурт	φρανκφούρτης	франкфурт	PROPN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
ιουστινιανού	юстиниан	ιουστινιανός	юстиниан	N;GEN;MASC;SG	N;ANIM;NOM;MASC;SG
κύριε	сэр	κύριος	сэр	N;VOC;MASC;SG	N;ANIM;NOM;MASC;SG
κύριε	сер	κύριος	сер	N;VOC;MASC;SG	N;INAN;NOM;MASC;SG
μυστήρια	тайны	μυστήριος	тайна	ADV	N;INAN;NOM;FEM;PL
θάλαμο	камера	θάλαμος	камера	N;ACC;MASC;SG	N;INAN;NOM;FEM;SG
θάλαμο	палата	θάλαμος	палата	N;ACC;MASC;SG	N;INAN;NOM;FEM;SG
καταδίκασε	приговорен	καταδικάζω	приговорить	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;SG;PST;V.PTCP;PASS
καταδίκασε	осуждает	καταδικάζω	осуждать	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
καταδίκασε	осудили	καταδικάζω	осудить	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN;ACT
περιφερειακά	региональные	περιφερειακός	региональный	ADV	ADJ;NOM;PL
περιφερειακά	региональная	περιφερειακός	региональный	ADV	ADJ;NOM;FEM;SG
περιφερειακά	региональный	περιφερειακός	региональный	ADV	ADJ;NOM;MASC;SG
περιφερειακά	региональных	περιφερειακός	региональный	ADV	ADJ;GEN;PL
βιογραφίες	биография	βιογραφία	биография	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
κάμερα	камеру	κάμερα	камера	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
βαβυλώνα	вавилон	βαβυλώνας	вавилон	PROPN;GEN;MASC;PL	N;INAN;NOM;MASC;SG
τραγικό	трагические	τραγικός	трагический	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
τραγικό	трагических	τραγικός	трагический	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
τραγικό	трагедия	τραγικός	трагедия	ADJ;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
ανθρωπότητα	человечество	ανθρωπότητα	человечество	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
ανθρωπότητα	человечности	ανθρωπότητα	человечность	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
ανθρωπότητα	человечность	ανθρωπότητα	человечность	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
ανθρωπότητα	человечество	ανθρωπότητα	человечество	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
παπά	проповедник	παπά	проповедник	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
παπά	священник	παπά	священник	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
παπά	священника	παπά	священник	PROPN;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
παπά	священник	παπά	священник	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
αντιπρόσωποι	представителям	αντιπρόσωπος	представитель	N;NOM;MASC;PL	N;ANIM;DAT;MASC;PL
αντιπρόσωποι	представителей	αντιπρόσωπος	представитель	N;NOM;MASC;PL	N;ANIM;ACC;MASC;PL
αντιπρόσωποι	делегатов	αντιπρόσωπος	делегат	N;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
ναυάγιο	кораблекрушения	ναυάγιος	кораблекрушение	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
ναυάγιο	разрушить	ναυάγιος	разрушить	N;NOM;NEUT;SG	V;PFV;NFIN;ACT
επιβεβαιώνεται	подтверждена	επιβεβαιώνω	подтвердить	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
επιβεβαιώνεται	подтверждено	επιβεβαιώνω	подтвердить	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
επιβεβαιώνεται	подтверждаю	επιβεβαιώνω	подтверждать	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;IND;SG;1;PRS;FIN;ACT
παράγωγο	производная	παράγωγος	производная	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ζυρίχη	цюрих	ζυρίχη	цюрий	PROPN;ACC;FEM;SG	N;INAN;NOM;MASC;SG
ζυρίχη	цюрихе	ζυρίχη	цюрих	PROPN;ACC;FEM;SG	N;INAN;DAT;MASC;SG
συγνώμη	прости	συγνώμη	простить	N;VOC;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
συγνώμη	извините	συγνώμη	извинить	N;VOC;FEM;SG	V;PFV;IMP;PL;2;FIN;ACT
στέψη	коронации	στέψη	коронация	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
λουκ	люка	λουκ	люк	N;NOM;NEUT;SG	N;INAN;GEN;MASC;SG
απαίτησε	требовала	απαιτώ	требовать	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
απαίτησε	требовал	απαιτώ	требовать	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
βομβαρδισμό	обстрел	βομβαρδισμός	обстрел	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG
βομβαρδισμό	обстрелы	βομβαρδισμός	обстрел	N;ACC;MASC;SG	N;INAN;NOM;MASC;PL
βομβαρδισμό	бомбардировки	βομβαρδισμός	бомбардировка	N;ACC;MASC;SG	N;INAN;NOM;FEM;PL
βομβαρδισμό	взрыв	βομβαρδισμός	взрыв	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG
βομβαρδισμό	бомбардировки	βομβαρδισμός	бомбардировка	N;ACC;MASC;SG	N;INAN;NOM;FEM;PL
βίαιη	насильственные	βίαιη	насильственный	N;NOM;FEM;SG	ADJ;NOM;PL
κέπλερ	kepler	κέπλερ	kepler	N	PROPN
καπετάνιος	капитан	καπετάνιος	капитан	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
καπετάνιος	шкипер	καπετάνιος	шкипер	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
κυκλικό	циркуляр	κυκλικός	циркуляр	ADJ;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
φίλε	чувак	φίλομαι	чувак	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;ANIM;NOM;MASC;SG
φίλε	чел	φίλομαι	человек	V;IPFV;IND;SG;1;PRS;FIN;ACT	
φίλε	мужик	φίλομαι	мужик	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;ANIM;NOM;MASC;SG
φίλε	человек	φίλομαι	человек	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;ANIM;NOM;MASC;SG
φίλε	мужчина	φίλομαι	мужчина	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;ANIM;NOM;MASC;SG
φίλε	man	φίλομαι	man	V;IPFV;IND;SG;1;PRS;FIN;ACT	PROPN
ηφαιστειακή	вулканической	ηφαιστειακός	вулканический	ADJ;NOM;FEM;SG	ADJ;INS;FEM;SG
παπούτσια	обувь	παπούτσι	обувь	N;NOM;NEUT;PL	N;INAN;NOM;FEM;SG
παπούτσια	обуви	παπούτσι	обувь	N;NOM;NEUT;PL	N;INAN;NOM;FEM;SG
χόφμαν	хоффман	χόφμαν	хоффман		N;ANIM;NOM;MASC;SG
χόφμαν	хоффман	χόφμαν	хоффман		N;ANIM;NOM;MASC;SG
οντάριο	онтарио	οντάριο	онтарио	PROPN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
πρωτεύουσες	столиц	πρωτεύουσα	столица	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
πρωτεύουσες	столицах	πρωτεύουσα	столица	N;NOM;FEM;PL	N;INAN;ESS;FEM;PL
βατικανό	ватикана	βατικανός	ватикан	N;NOM;NEUT;SG	N;INAN;GEN;MASC;SG
χρησιμότητα	полезность	χρησιμότητα	полезность	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
χρησιμότητα	полезность	χρησιμότητα	полезность	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
χρησιμότητα	полезности	χρησιμότητα	полезность	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
ακούσει	слышали	ακούω	слышать	V;IPFV;IND;SG;3;FIN;ACT	V;IPFV;IND;PL;PST;FIN;ACT
ακούσει	услышал	ακούω	слышать	V;IPFV;IND;SG;3;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
γουίλσον	уилсон	γουίλσον	уилсон	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ηρώδη	ирод	ηρώδη	ирод	N;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
υποψηφίων	кандидатов	υποψήφιος	кандидат	ADJ;GEN;FEM;PL	N;ANIM;GEN;MASC;PL
υποψηφίων	кандидаты	υποψήφιος	кандидат	ADJ;GEN;FEM;PL	N;ANIM;NOM;MASC;PL
στηβ	стива	στηβ	стив		N;ANIM;ACC;MASC;SG
στηβ	стив	στηβ	стив		N;ANIM;NOM;MASC;SG
πολύτιμα	прелесть	πολύτιμα	прелесть	ADV	N;INAN;NOM;FEM;SG
πολύτιμα	драгоценных	πολύτιμα	драгоценный	ADV	ADJ;GEN;PL
πολύτιμα	драгоценные	πολύτιμα	драгоценный	ADV	ADJ;NOM;PL
πολύτιμα	драгоценный	πολύτιμα	драгоценный	ADV	ADJ;NOM;MASC;SG
πράκτορες	агентов	πράκτορας	агент	N;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
ομοιότητα	сходство	ομοιότητα	сходство	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
ομοιότητα	сходства	ομοιότητα	сходство	N;ACC;FEM;SG	N;INAN;NOM;NEUT;PL
ομοιότητα	сходство	ομοιότητα	сходство	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
διαφημίσεις	ads	διάφημιση	ads	N;NOM;FEM;PL	PROPN
διαφημίσεις	реклама	διάφημιση	реклама	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
οπλισμό	вооружение	οπλισμός	вооружение	N;ACC;MASC;SG	N;INAN;NOM;NEUT;SG
οπλισμό	вооружения	οπλισμός	вооружение	N;ACC;MASC;SG	N;INAN;NOM;NEUT;PL
οπλισμό	вооружений	οπλισμός	вооружение	N;ACC;MASC;SG	N;INAN;GEN;NEUT;PL
δεκαετιών	десятилетиями	δεκαετία	десятилетие	N;GEN;FEM;PL	N;INAN;INS;NEUT;PL
δεκαετιών	десятилетия	δεκαετία	десятилетие	N;GEN;FEM;PL	N;INAN;NOM;NEUT;PL
σταυροφόροι	крестоносцев	σταυροφόρος	крестоносец	ADJ;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
γουόλτερ	уолтер	γουόλτερ	уолтер	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
γουόλτερ	вальтер	γουόλτερ	вальтер	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
άνετα	удобный	άνετα	удобный	ADV	ADJ;NOM;MASC;SG
άνετα	удобно	άνετα	удобный	ADV	ADJ;NEUT;SG
άνετα	удобная	άνετα	удобный	ADV	ADJ;NOM;FEM;SG
άνετα	удобные	άνετα	удобный	ADV	ADJ;NOM;PL
άνετα	удобный	άνετα	удобный	ADV	ADJ;NOM;MASC;SG
άνετα	удобно	άνετα	удобный	ADV	ADJ;NEUT;SG
άνετα	удобная	άνετα	удобный	ADV	ADJ;NOM;FEM;SG
άνετα	комфортно	άνετα	комфортный	ADV	ADJ;NEUT;SG
άνετα	удобные	άνετα	удобный	ADV	ADJ;NOM;PL
οξφόρδη	оксфорд	οξφόρδη	оксфорд	PROPN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
ατλάντα	атланте	ατλάντα	атлант	PROPN;NOM;NEUT;SG	N;INAN;ESS;MASC;SG
μον	мон	μον	мон	N	
μον	мон	μον	мон	N	
μον	пн	μον	понобн	N	
γνωριμία	знакомство	γνωριμία	знакомство	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
γνωριμία	знакомый	γνωριμία	знакомый	N;ACC;FEM;SG	ADJ;NOM;MASC;SG
προσωρινό	временно	προσωρινός	временно	ADJ;NOM;NEUT;SG	ADV
προσωρινό	временные	προσωρινός	временный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
λιοντάρια	львов	λιοντάριο	лев	N;NOM;NEUT;PL	N;INAN;GEN;MASC;PL
μαρίνο	марино	μαρίνο	марино	PROPN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
έντυπο	форме	έντυπο	форма	N;NOM;NEUT;SG	N;INAN;DAT;FEM;SG
έντυπο	форму	έντυπο	форма	N;NOM;NEUT;SG	N;INAN;ACC;FEM;SG
μονοπάτια	путей	μονοπάτι	путь	N;NOM;NEUT;PL	N;INAN;GEN;MASC;PL
συνεχές	непрерывно	συνεχής	непрерывно	ADJ;NOM;NEUT;SG	ADV
συνεχές	постоянного	συνεχής	постоянный	ADJ;NOM;NEUT;SG	ADJ;GEN;MASC;SG
συνεχές	континуум	συνεχής	континуть	ADJ;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
επιφανειακή	поверхностные	επιφανειακός	поверхностный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
πνεύματα	духов	πνεύμα	дух	N;NOM;NEUT;PL	N;ANIM;GEN;MASC;PL
αντουάν	антуан	αντούα	антуан	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
λοίμωξη	инфекция	λοίμωξη	инфекция	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
λοίμωξη	инфекции	λοίμωξη	инфекция	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
εμίλ	эмиль	εγίλος	эмиль	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
εμίλ	эмиль	εγίλος	эмиль	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
επαρκή	адекватных	επαρκής	адекватный	ADV	ADJ;GEN;PL
επαρκή	адекватное	επαρκής	адекватный	ADV	ADJ;NOM;NEUT;SG
επαρκή	достаточное	επαρκής	достаточный	ADV	ADJ;NOM;NEUT;SG
επαρκή	адекватные	επαρκής	адекватный	ADV	ADJ;NOM;PL
επαρκή	достаточное	επαρκής	достаточный	ADV	ADJ;NOM;NEUT;SG
επαρκή	достаточный	επαρκής	достаточный	ADV	ADJ;NOM;MASC;SG
επαρκή	достаточная	επαρκής	достаточный	ADV	ADJ;NOM;FEM;SG
εβραϊκά	иврит	εβραϊκά	иврит	ADV	N;INAN;NOM;MASC;SG
εβραϊκά	еврейский	εβραϊκά	еврейский	ADV	ADJ;NOM;MASC;SG
ασυνήθιστο	необычные	ασυνήθιστο	необычный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
ασυνήθιστο	редкость	ασυνήθιστο	редкость	ADJ;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
έγκυος	беременная	έγκυος	беременный	N;NOM;MASC;SG	ADJ;NOM;FEM;SG
έγκυος	беременные	έγκυος	беременный	N;NOM;MASC;SG	ADJ;NOM;PL
έγκυος	беременна	έγκυος	беременна	N;NOM;MASC;SG	ADJ;FEM;SG
κριμαία	крым	κριμαία	крым	PROPN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
λάνκαστερ	ланкастер	λάνκαστερ	ланкастер	V;PFV;IND;PL;2;PST;FIN;PASS	N;INAN;NOM;MASC;SG
χαρτοφυλακίου	портфолио	χαρτοφυλακίο	портфолио	N;GEN;NEUT;SG	N;INAN;NOM;NEUT;SG
χαρτοφυλακίου	портфель	χαρτοφυλακίο	портфель	N;GEN;NEUT;SG	N;INAN;NOM;MASC;SG
διανέμεται	распространенный	διανέμω	распространенный	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
διανέμεται	распространено	διανέμω	распространить	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
διανέμεται	распространен	διανέμω	распространенный	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;MASC;SG
διασποράς	кассетных	διασπορά	кассетный	N;GEN;FEM;SG	ADJ;GEN;PL
διασποράς	скопление	διασπορά	скопление	N;GEN;FEM;SG	N;INAN;NOM;NEUT;SG
άρνολντ	арнольд	άρνολντ	арнольд		N;ANIM;NOM;MASC;SG
μπέιζμπολ	бейсбол	μπέιζμπολ	бейсбол		N;INAN;NOM;MASC;SG
επεκτάσεις	расширения	επέκταση	расширение	N;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
τζιμπουτί	джибути	τζιμπουτί	джибуть	PROPN;NOM;NEUT;SG	N;INAN;NOM;MASC;PL
επίτευγμα	достижения	επίτευγμα	достижение	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
τζούνιορ	младшие	τζούνιορ	младший	PROPN;NOM;NEUT;PL	ADJ;NOM;PL
τζούνιορ	джуниор	τζούνιορ	джуниор	PROPN;NOM;NEUT;PL	N;ANIM;NOM;MASC;SG
τζούνιορ	младший	τζούνιορ	младший	PROPN;NOM;NEUT;PL	ADJ;NOM;MASC;SG
φεγγάρι	мун	φεγγάρι	мун	N;NOM;NEUT;SG	PART
φεγγάρι	луну	φεγγάρι	луна	N;NOM;NEUT;SG	N;INAN;ACC;FEM;SG
τηλεπικοινωνιών	связь	τηλεπικοινωνία	связь	N;GEN;FEM;PL	N;INAN;NOM;FEM;SG
τηλεπικοινωνιών	телекоммуникации	τηλεπικοινωνία	телекоммуникация	N;GEN;FEM;PL	N;INAN;NOM;FEM;PL
δημιουργική	творческих	δημιουργικός	творческий	ADJ;NOM;FEM;SG	ADJ;GEN;PL
δημιουργική	оформление	δημιουργικός	оформление	ADJ;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
μπενφίκα	бенфика	μπενφίκα	бенфик		N;INAN;NOM;MASC;SG
κουν	кун	κλυ	кун		
κουν	кун	κλυ	кун		
σκληρότητα	жестокость	σκληρότητα	жестокость	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
σκληρότητα	жестокости	σκληρότητα	жестокость	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
σκληρότητα	твердость	σκληρότητα	твердость	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
ανοικοδόμηση	реконструкция	ανοικοδόμηση	реконструкция	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
ανοικοδόμηση	восстановление	ανοικοδόμηση	восстановление	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
μότσαρτ	моцарта	μότσαρτ	моцарт		N;ANIM;ACC;MASC;SG
μότσαρτ	моцарт	μότσαρτ	моцарт		N;ANIM;NOM;MASC;SG
στρατηγούς	генералов	στρατηγός	генерал	N;ACC;MASC;PL	N;ANIM;GEN;MASC;PL
ρένα	рена	ρένος	рена	PROPN;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
αλμπέρτο	альберто	αλμπέρτος	альберто		N;INAN;NOM;MASC;SG
πληρωμή	оплатить	πληρωμή	оплатить	N;NOM;FEM;SG	V;PFV;NFIN;ACT
πληρωμή	платить	πληρωμή	платить	N;NOM;FEM;SG	V;IPFV;NFIN;ACT
πληρωμή	заплатить	πληρωμή	платить	N;NOM;FEM;SG	V;PFV;NFIN;ACT
πληρωμή	платежи	πληρωμή	платеж	N;NOM;FEM;SG	N;INAN;NOM;MASC;PL
πληρωμή	оплаты	πληρωμή	оплата	N;NOM;FEM;SG	N;INAN;GEN;FEM;SG
ξενοφών	ксенофонт	ξενοφή	ксенофонт	N;GEN;FEM;PL	N;ANIM;NOM;MASC;SG
υπόσχεση	обещаю	υπόσχεση	обещать	N;ACC;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
υπόσχεση	обещание	υπόσχεση	обещание	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
υπόσχεση	залог	υπόσχεση	залог	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
τουβαλού	тувалу	τουβαλός	тувал	PROPN;NOM;MASC;SG	N;INAN;DAT;MASC;SG
τόνγκα	тонга	τόνγκα	тонга		N;INAN;NOM;FEM;SG
μπροστινό	передние	μπροστινός	передний	N;NOM;NEUT;SG	ADJ;NOM;PL
μπροστινό	передняя	μπροστινός	передний	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
θηλαστικών	млекопитающих	θηλαστικός	млекопитающее	ADJ;GEN;NEUT;PL	N;ANIM;ACC;MASC;PL
φόρου	налоговых	φόρος	налоговый	N;GEN;MASC;SG	ADJ;GEN;PL
φόρου	налог	φόρος	налог	N;GEN;MASC;SG	N;INAN;NOM;MASC;SG
φόρου	налоги	φόρος	налог	N;GEN;MASC;SG	N;INAN;NOM;MASC;PL
φόρου	налоговая	φόρος	налоговый	N;GEN;MASC;SG	ADJ;NOM;FEM;SG
βερόνα	верона	βερόνας	верона	PROPN;NOM;FEM;SG	N;INAN;NOM;FEM;SG
πάρκερ	паркер	πάρκερ	паркер	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
γερουσιαστές	сенаторов	γερουσιαστής	сенатор	N;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
ενωμένη	объединенные	ενώνω	объединить	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
ενωμένη	united	ενώνω	united	V;PFV;NOM;FEM;SG;V.PTCP;PASS	PROPN
ενωμένη	юнайтед	ενώνω	юнайтед	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;INAN;NOM;MASC;SG
κινητά	mobile	κινητός	mobile	N;NOM;NEUT;PL	PROPN
κινητά	мобильные	κινητός	мобильный	N;NOM;NEUT;PL	ADJ;NOM;PL
κινητά	мобильных	κινητός	мобильный	N;NOM;NEUT;PL	ADJ;GEN;PL
κινητά	мобильный	κινητός	мобильный	N;NOM;NEUT;PL	ADJ;NOM;MASC;SG
διάβασε	читайте	διαβάζω	читать	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;IMP;PL;2;FIN;ACT
διάβασε	читай	διαβάζω	читай	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
διάβασε	читать	διαβάζω	читать	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;NFIN;ACT
στάλθηκαν	отправил	στάλλω	отправить	V;PFV;IND;PL;3;PST;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
στάλθηκαν	отправила	στάλλω	отправить	V;PFV;IND;PL;3;PST;FIN;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
στάλθηκαν	послал	στάλλω	послать	V;PFV;IND;PL;3;PST;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
στάλθηκαν	отправлено	στάλλω	отправить	V;PFV;IND;PL;3;PST;FIN;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
στάλθηκαν	отправили	στάλλω	отправить	V;PFV;IND;PL;3;PST;FIN;PASS	V;PFV;IND;PL;PST;FIN;ACT
αρχίζοντας	начало	αρχίζω	начало	V;IPFV;V.CVB;ACT	N;INAN;NOM;NEUT;SG
ανάρτηση	приостановление	ανάρτηση	приостановление	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
μετράει	считается	μετρώ	считать	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
μετράει	подсчет	μετρώ	подсчет	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;MASC;SG
μετράει	считаю	μετρώ	считать	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
ελπίδες	надеется	ελπίδα	надеяться	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;MID
φάλαγγα	фаланга	φάλαγγα	фаланг	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
φάλαγγα	колонна	φάλαγγα	колонна	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
φάλαγγα	конвой	φάλαγγα	конвой	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
δέσμη	bundle	δέσμη	bundle	N;NOM;FEM;SG	PROPN
εξερευνητής	explorer	εξερευνητής	explorer	N;NOM;MASC;SG	PROPN
άντον	антон	άντον	антон	N	PROPN;ANIM;NOM;MASC;SG
λισαβόνας	лиссабон	λισσαβώνα	лиссабон	PROPN;GEN;FEM;SG	N;INAN;NOM;MASC;SG
αστικές	городское	αστικός	городской	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
αστικές	городских	αστικός	городской	ADJ;NOM;FEM;PL	ADJ;GEN;PL
ορατή	видны	ορατός	видный	ADJ;NOM;FEM;SG	ADJ;PL
ορατή	видимые	ορατός	видимый	ADJ;NOM;FEM;SG	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
ορατή	видимых	ορατός	видимый	ADJ;NOM;FEM;SG	V;IPFV;GEN;PL;PRS;V.PTCP;PASS
συναισθηματική	эмоциональные	συναισθηματικός	эмоциональный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
συναισθηματική	эмоции	συναισθηματικός	эмоция	ADJ;NOM;FEM;SG	N;INAN;NOM;FEM;PL
συναισθηματική	эмоциональной	συναισθηματικός	эмоциональный	ADJ;NOM;FEM;SG	ADJ;INS;FEM;SG
πείνα	голод	πείνα	голод	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
πείνα	голода	πείνα	голод	N;ACC;FEM;SG	N;INAN;GEN;MASC;SG
πείνα	голод	πείνα	голод	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
πείνα	голода	πείνα	голод	N;ACC;FEM;SG	N;INAN;GEN;MASC;SG
πιθανότητας	вероятность	πιθανώτητα	вероятность	N;GEN;FEM;SG	N;INAN;NOM;FEM;SG
ενδιαφέρονται	заинтересованных	ενδιαφέρω	заинтересованный	V;IPFV;IND;PL;3;PRS;FIN;PASS	ADJ;GEN;PL
ενδιαφέρονται	заинтересованная	ενδιαφέρω	заинтересованный	V;IPFV;IND;PL;3;PRS;FIN;PASS	ADJ;NOM;FEM;SG
ενδιαφέρονται	интересует	ενδιαφέρω	интересовать	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
ενδιαφέρονται	заинтересованным	ενδιαφέρω	заинтересованный	V;IPFV;IND;PL;3;PRS;FIN;PASS	ADJ;INS;MASC;SG
ενδιαφέρονται	интересно	ενδιαφέρω	интересный	V;IPFV;IND;PL;3;PRS;FIN;PASS	ADJ;NEUT;SG
ενδιαφέρονται	заинтересованные	ενδιαφέρω	заинтересованный	V;IPFV;IND;PL;3;PRS;FIN;PASS	ADJ;NOM;PL
χειρισμό	обработка	χειρισμός	обработка	N;ACC;MASC;SG	N;INAN;NOM;FEM;SG
χέρμπερτ	герберт	χέρμπερτ	герберт		N;ANIM;NOM;MASC;SG
ύψη	хайтс	ύψη	хайтс	ADV	N;INAN;NOM;MASC;SG
