din	f	din	!	ADP;ACC	
scrierile	كتابات	scriere	كِتَابَة	N;DEF;FEM;PL	N;NOM;INDF;PL
way	طريقه	way	طريقه	N;INDF;MASC;SG	PRO;NOM;FEM;SG;3
way	الطريق	way	طَرِيق	N;INDF;MASC;SG	N;NOM;DEF;SG
way	الطريقة	way	طَرِيقَة	N;INDF;MASC;SG	N;NOM;DEF;SG
mort	ميتا	mort	ميتا	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
mort	ميت	mort	ميت	ADJ;INDF;MASC;SG	
dirijor	الموصل	dirijor	مَوصِل	N;INDF;MASC;SG	N;NOM;DEF;SG
box	الملاكمة	box	مُلَاكَمَة	N;INDF;MASC;SG	N;NOM;DEF;SG
palestina	فلسطين	palestina	فِلَسطِين	N;DEF;FEM;SG	N;NOM;INDF;SG
casele	البيوت	casă	بَيت	N;DEF;FEM;PL	N;NOM;DEF;PL
casele	منازل	casă	مَنزِل	N;DEF;FEM;PL	N;NOM;INDF;PL
casele	بيوت	casă	بَيت	N;DEF;FEM;PL	N;NOM;INDF;PL
casele	المنازل	casă	مَنزِل	N;DEF;FEM;PL	N;NOM;DEF;PL
asemănător	مشابه	asemănător	مشابه	ADJ;INDF;MASC;SG	
miniștri	الوزراء	ministru	وَزِير	N;INDF;MASC;PL	N;NOM;DEF;PL
actori	الممثلون	actor	مُمَثِّل	N;INDF;MASC;PL	N;NOM;DEF;PL
actori	الفعاليات	actor	الفعاليات	N;INDF;MASC;PL	N;NOM;DEF;PL
actori	فعاليات	actor	فَعَّالِيّ	N;INDF;MASC;PL	ADJ;NOM;INDF;FEM;PL
capital	العاصمة	capital	عَاصِمَة	N;INDF;MASC;SG	N;NOM;DEF;SG
fondatorul	مؤسس	fondator	مُؤَسِّس	N;DEF;MASC;SG	
fondatorul	المؤسس	fondator	مُؤَسِّس	N;DEF;MASC;SG	N;NOM;DEF;SG
atlantic	الاطلسي	atlantic	أَطلَسِيّ	ADV	
atlantic	اتلانتيك	atlantic	إِتلَانِيك	ADV	
atacuri	الهجمات	atac	هَجمَة	N;INDF;FEM;PL	N;NOM;DEF;PL
atacuri	الاعتداءات	atac	اِعتِدَاء	N;INDF;FEM;PL	N;NOM;DEF;PL
atacuri	الاعتداءات	atac	اِعتِدَاء	N;INDF;FEM;PL	N;NOM;DEF;PL
dovadă	الادلة	dovadă	دِلَة	N;INDF;FEM;SG	N;NOM;DEF;SG
dovadă	دليل	dovadă	دَلِيل	N;INDF;FEM;SG	N;NOM;INDF;SG
dovadă	الدليل	dovadă	دَلِيل	N;INDF;FEM;SG	N;NOM;DEF;SG
dovadă	ادلة	dovadă	دَلِيل	N;INDF;FEM;SG	N;NOM;INDF;PL
dovadă	برهان	dovadă	بُرهَان	N;INDF;FEM;SG	
dovadă	دليل	dovadă	دَلِيل	N;INDF;FEM;SG	N;NOM;INDF;SG
dovadă	اثبات	dovadă	إِثبَات	N;INDF;FEM;SG	N;NOM;INDF;SG
dovadă	البرهان	dovadă	بَرهَان	N;INDF;FEM;SG	N;NOM;DEF;SG
gabriela	غابريلا	gabrielă	غابريلا	N;DEF;FEM;SG	
sovietici	السوفييت	sovietic	سُوفيِيت	ADJ;INDF;MASC;PL	N;NOM;DEF;PL
sovietici	السوفييتية	sovietic	سُوفيِيتِيّ	ADJ;INDF;MASC;PL	ADJ;NOM;DEF;FEM;SG
sovietici	السوفييتي	sovietic	سُوفيِيتِيّ	ADJ;INDF;MASC;PL	
sovietici	السوفيتية	sovietic	سُوفِيّ	ADJ;INDF;MASC;PL	
sovietici	السوفييت	sovietic	سُوفيِيت	ADJ;INDF;MASC;PL	N;NOM;DEF;PL
sovietici	السوفياتي	sovietic	سُوفيَاتِيّ	ADJ;INDF;MASC;PL	ADJ;NOM;DEF;MASC;SG
ocupa	احتلال	ocupa	اِحتِلَال	V;IND;SG;3;IPFV;FIN	N;NOM;INDF;SG
amsterdam	امستردام	amsterda	اِمسِترَام	PROPN	
youthyears	youthyea	youthyears	youthyea	N;INDF;MASC;SG	
complexe	المجمعات	complex	مُجَمِّعَة	ADJ;INDF;FEM;PL	N;NOM;DEF;PL
complexe	مجمعات	complex	مُجَمَّع	ADJ;INDF;FEM;PL	N;NOM;INDF;PL
complexe	مجمع	complex	مَجمَع	ADJ;INDF;FEM;PL	N;NOM;INDF;SG
respins	رفض	respinge	رَفَض	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
documentare	الوثائقي	documentare	وَثَائِقِيّ	N;INDF;FEM;PL	ADJ;NOM;DEF;MASC;SG
documentare	وثائقي	documentare	وَثَائِقِيّ	N;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
documentare	الوثائقية	documentare	وَثَائِقِيّ	N;INDF;FEM;PL	N;NOM;DEF;SG
canadian	الكندي	canadian	كَنَدِيّ	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
canadian	الكندية	canadian	كَنَدِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
explică	شرح	explica	شَرح	V;IND;SG;3;PST;FIN	
fenomen	ظواهر	fenomen	ظَاهِرَة	N;INDF;MASC;SG	N;NOM;INDF;PL
fenomen	الظواهر	fenomen	ظَاهِرَة	N;INDF;MASC;SG	N;NOM;DEF;PL
fenomen	الظاهرة	fenomen	ظَاهِرَة	N;INDF;MASC;SG	N;NOM;DEF;SG
coroana	تاج	coroană	تاج	N;DEF;FEM;SG	
coroana	كراون	coroană	كرَاون	N;DEF;FEM;SG	
coroana	التاج	coroană	تَاج	N;DEF;FEM;SG	N;NOM;DEF;SG
steagul	علم	steag	عَلِم	N;DEF;MASC;SG	V;PFV;MASC;SG;3;ACT
steagul	العلم	steag	عِلم	N;DEF;MASC;SG	N;NOM;DEF;SG
campionat	البطولة	campiona	بُطُولَة	N;INDF;MASC;SG	N;NOM;DEF;SG
campionat	بطوله	campiona	بطوله	N;INDF;MASC;SG	PRO;NOM;MASC;SG;3
mike	مايك	euke	مَايك	PROPN	
australian	استراليا	australian	إِستِرَالِيَا	ADJ;INDF;MASC;SG	
australian	الاسترالية	australian	أُستُرَالِيَّة	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
australian	الاسترالي	australian	أُستُرَالِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
inc	in	inc	مَثّ	N;INDF;MASC;SG	
delta	دلتا	deltă	دلتا	N;DEF;FEM;SG	
grave	جاد	grav	جاد	ADJ;INDF;FEM;PL	
grave	جادة	grav	جَادّ	ADJ;INDF;FEM;PL	ADJ;ACC;INDF;FEM;SG
stone	ستون	stonă	ستون	PROPN	
stone	حجر	stonă	حَجَر	PROPN	N;NOM;INDF;SG
stone	الحجارة	stonă	حَجَّارَة	PROPN	N;NOM;DEF;SG
stone	حجارة	stonă	حجارة	PROPN	N;NOM;INDF;SG
stone	الحجر	stonă	حَجر	PROPN	N;NOM;DEF;SG
spital	المشفى	spital	مُشِفِّيّ	N;INDF;MASC;SG	N;NOM;DEF;SG
spital	المستشفى	spital	مُستَشفَى	N;INDF;MASC;SG	N;NOM;DEF;SG
spital	المستشفي	spital	مُستَشفَى	N;INDF;MASC;SG	N;NOM;DEF;SG
găsite	وجد	găsi	وَجَد	ADJ;INDF;FEM;PL	V;PFV;MASC;SG;3;ACT
găsite	خلصت	găsi	خَلَّص	ADJ;INDF;FEM;PL	V;PFV;FEM;SG;3;ACT
găsite	وجدت	găsi	وَجَد	ADJ;INDF;FEM;PL	V;PFV;FEM;SG;3;ACT
florida	فلوريدا	florida	فِلُورِيدَا	N;DEF;FEM;SG	
break	تكسر	break	كَسَّر	N;INDF;MASC;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
arc	القوس	arc	قَوس	N;INDF;MASC;SG	N;NOM;DEF;SG
comunicare	الاتصالات	comunicare	اِتِّصَال	N;INDF;FEM;SG	N;NOM;DEF;PL
comunicare	الاتصال	comunicare	اِتِّصَال	N;INDF;FEM;SG	N;NOM;DEF;SG
comunicare	التواصل	comunicare	تَوَاصُل	N;INDF;FEM;SG	N;NOM;DEF;SG
frate	اخي	frate	اخي		
frate	اخي	frate	اخي		
frate	اخ	frate	إِخ		
frate	الاخ	frate	الاخ		
semne	العلامات	semn	عَلَامَة	N;INDF;FEM;PL	N;NOM;DEF;PL
caractere	الاحرف	caracter	أَحرَف	N;INDF;FEM;PL	N;NOM;DEF;SG
caractere	الشخصيات	caracter	شَخصِيَّة	N;INDF;FEM;PL	N;NOM;DEF;PL
medalie	وسام	medalie	وَسِيمَة	N;INDF;FEM;SG	N;NOM;INDF;SG
medalie	الميدالية	medalie	مِيدَالِيَّة	N;INDF;FEM;SG	N;NOM;DEF;SG
medalie	ميدالية	medalie	مِيدَالِيَّة	N;INDF;FEM;SG	N;NOM;INDF;SG
scriere	الكتابه	scriere	الكتابه	N;INDF;FEM;SG	
scriere	كتابة	scriere	كِتَابَة	N;INDF;FEM;SG	N;NOM;INDF;SG
scriere	اكتب	scriere	كِتَاب	N;INDF;FEM;SG	
scriere	الكتابة	scriere	كِتَابَة	N;INDF;FEM;SG	N;NOM;DEF;SG
procese	المحاكمات	proces	مُحَاكَمَة	N;INDF;FEM;PL	N;NOM;DEF;PL
dispărute	انقرضت	dispărut	اِنقَرَض	ADJ;INDF;FEM;PL	V;PFV;FEM;SG;3;ACT
elizabeth	اليزابيث	elizabeth	أَلِيزَابِيث	PROPN	
davis	دايفس	davis	دايفس	PROPN	
davis	ديفيس	davis	دِيفِيس	PROPN	
prizonieri	المساجين	prizonier	مُسَاجِي	N;INDF;MASC;PL	N;NOM;DEF;PL
prizonieri	الاسرى	prizonier	أَسِير	N;INDF;MASC;PL	N;NOM;DEF;PL
prizonieri	اسرى	prizonier	أَسِير	N;INDF;MASC;PL	
prizonieri	السجناء	prizonier	سَجِين	N;INDF;MASC;PL	N;NOM;DEF;PL
frankfurt	فرانكفورت	frankfurt	فرَانكفُورت	PROPN	
ismail	اسماعيل	ismail	اسماعيل	PROPN	
tony	توني	tony	تُونِي	PROPN	
tony	طوني	tony	طُونِي	PROPN	
schmidt	شميدت	schmidt	شميدت	PROPN	
schmidt	شميت	schmidt	شَمِي	PROPN	
aliații	حلفاء	aliație	حَلِيف	N;DEF;MASC;PL	ADJ;NOM;INDF;MASC;PL
aliații	الحلفاء	aliație	حَلِيف	N;DEF;MASC;PL	N;NOM;DEF;PL
primară	الابتدائي	primar	اِبتِدَائِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
primară	الابتدائية	primar	اِبتِدَائِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
primară	ابتدائي	primar	اِبتِدَائِيّ	ADJ;INDF;FEM;SG	N;ACC;INDF;SG
introducere	مقدمة	introducere	مُقَدِّمَة	N;INDF;FEM;SG	N;NOM;INDF;SG
introducere	المقدمة	introducere	مُقَدَّمَة	N;INDF;FEM;SG	N;NOM;DEF;SG
introducere	مقدمة	introducere	مُقَدِّمَة	N;INDF;FEM;SG	N;NOM;INDF;SG
propusă	مقترحة	propune	مُقتَرَح	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
propusă	مقترح	propune	مُقتَرَح	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
propusă	المقترح	propune	مُقتَرَح	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
confirmat	كد	confirma	كَدّ	ADJ;INDF;MASC;SG	
confirmat	اكد	confirma	أَكَّد	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
cheile	كيز	chel	كَيَّز	N;DEF;FEM;PL	
cheile	المفاتيح	chel	مُفَاتِيح	N;DEF;FEM;PL	N;NOM;DEF;PL
cheile	مفاتيح	chel	مِفتَاح	N;DEF;FEM;PL	N;NOM;INDF;PL
prințesă	الاميرة	prințesă	أَمِيرَة	N;INDF;FEM;SG	N;NOM;DEF;SG
prințesă	اميرة	prințesă	أَمِيرَة	N;INDF;FEM;SG	N;NOM;INDF;SG
prințesă	الاميره	prințesă	الاميره	N;INDF;FEM;SG	
lacuri	البحيرات	lac	بُحَيرَة	N;INDF;FEM;PL	N;NOM;DEF;PL
administrație	الادارة	administrație	إِدَارَة	N;INDF;FEM;SG	N;NOM;DEF;SG
main	رئيسية	main	رَئِيسِيّ	N	ADJ;NOM;INDF;FEM;SG
main	الرئيسية	main	رَئِيسِيّ	N	ADJ;NOM;DEF;FEM;SG
pedro	بيدرو	pedro	بيدرو	PROPN	
fox	ثعلب	fox	ثَعلَب	N;INDF;MASC;SG	
fox	فوكس	fox	فُوكس	N;INDF;MASC;SG	
fox	الثعلب	fox	ثَعلَب	N;INDF;MASC;SG	N;NOM;DEF;SG
promovare	الترويج	promovare	تَروِيج	N;INDF;FEM;SG	N;NOM;DEF;SG
promovare	الترقية	promovare	تُرقِيّ	N;INDF;FEM;SG	N;NOM;DEF;SG
promovare	الترقيات	promovare	تُرقِيّ	N;INDF;FEM;SG	N;NOM;DEF;PL
promovare	ترويج	promovare	تَروِيج	N;INDF;FEM;SG	N;NOM;INDF;SG
promovare	تعزيز	promovare	تَعزِيز	N;INDF;FEM;SG	N;NOM;INDF;SG
promovare	ترقية	promovare	تَرقِيَة	N;INDF;FEM;SG	N;NOM;INDF;SG
lansare	اطلاق	lansare	إِطلَاق	N;INDF;FEM;SG	N;NOM;INDF;SG
lansare	الانطلاق	lansare	اِنطِلَاق	N;INDF;FEM;SG	N;NOM;DEF;SG
lansare	انطلاق	lansare	اِنطِلَاق	N;INDF;FEM;SG	N;NOM;INDF;SG
lansare	اطلاق	lansare	إِطلَاق	N;INDF;FEM;SG	N;NOM;INDF;SG
lansare	الاطلاق	lansare	إِطلَاق	N;INDF;FEM;SG	N;NOM;DEF;SG
nepotul	حفيد	nepot	حفيد	N;DEF;MASC;SG	
independentă	المستقل	independent	مُستَقِلّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
independentă	مستقل	independent	مُستَقِلّ	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
independentă	مستقلة	independent	مُستَقِلّ	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
independentă	المستقلة	independent	مُستَقِلّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
secunde	الثواني	secundă	ثُوَانِيّ	N;INDF;FEM;PL	N;NOM;DEF;PL
încercarea	الاختبار	încercare	اِختِبَار	N;DEF;FEM;SG	N;NOM;DEF;SG
încercarea	اختبار	încercare	اِختِبَار	N;DEF;FEM;SG	N;NOM;INDF;SG
încercarea	اختبر	încercare	اِختَبَر	N;DEF;FEM;SG	
diploma	دبلوم	diploma	دَبلُوم	N;DEF;FEM;SG	N;NOM;INDF;SG
diploma	بدرجة	diploma	بدرجة	N;DEF;FEM;SG	N;NOM;INDF;SG
diploma	درجة	diploma	دَرَجَة	N;DEF;FEM;SG	N;NOM;INDF;SG
diploma	الدرجة	diploma	دَرَجَة	N;DEF;FEM;SG	N;NOM;DEF;SG
ecaterina	كاثرين	ecaterină	كَاثِر	N;DEF;FEM;SG	
teologie	اللاهوت	teologie	لَاهُوت	N;INDF;FEM;SG	N;NOM;DEF;SG
forțat	اجبرت	forțat	أَجبَر	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
forțat	اجبر	forțat	أَجبَر	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
forțat	القسري	forțat	قَسرِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
organizează	تنظيم	organiza	تَنظِيم	V;IND;3;PRS;FIN	N;NOM;INDF;SG
nationalgoals	natio	nationalgoals	مُصَقَّذ	ADV	
kosovo	كوسوفو	kosovo	كُوسُوفُو	PROPN	
traducător	المترجم	traducător	مُتَرَجِّم	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
temă	السمة	temă	سِمَة	N;INDF;FEM;SG	N;NOM;DEF;SG
temă	سمة	temă	سِمَّة	N;INDF;FEM;SG	N;NOM;INDF;SG
temă	الموضوع	temă	مَوضُوع	N;INDF;FEM;SG	N;NOM;DEF;SG
temă	موضوع	temă	مَوضُوع	N;INDF;FEM;SG	N;NOM;INDF;SG
evita	تفادي	evita	تفادي	V;IND;SG;3;IPFV;FIN	
evita	تجنب	evita	تجنب	V;IND;SG;3;IPFV;FIN	
divizie	شعبة	divizie	شُعبَة	N;INDF;FEM;SG	N;NOM;INDF;SG
divizie	الشعبة	divizie	شُعبَة	N;INDF;FEM;SG	N;NOM;DEF;SG
vase	الاوعية	vas	وِعَاء	N;INDF;FEM;PL	
vase	اوعية	vas	وِعِّيّ	N;INDF;FEM;PL	N;NOM;INDF;SG
vase	الصحون	vas	صَحن	N;INDF;FEM;PL	N;NOM;DEF;PL
vase	الاطباق	vas	طِبقِيّ	N;INDF;FEM;PL	N;NOM;DEF;PL
legile	قوانين	lege	قَانُون	N;DEF;FEM;PL	N;NOM;INDF;PL
legile	القوانين	lege	قَانُون	N;DEF;FEM;PL	N;NOM;DEF;PL
rurală	ريفية	rural	رِيفِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
rurală	الريف	rural	رِيف	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
rurală	ريفي	rural	ريفي	ADJ;INDF;FEM;SG	
frunte	جبهة	frunte	جَبهَة	N;INDF;FEM;SG	N;NOM;INDF;SG
frunte	جب	frunte	جب	N;INDF;FEM;SG	
frunte	الجبهة	frunte	جَبهَة	N;INDF;FEM;SG	N;NOM;DEF;SG
versurile	كلمات	vers	كَلِمَة	N;DEF;FEM;PL	N;NOM;INDF;PL
valley	وادي	valley	وادي	PROPN	
valley	الوادي	valley	وَادِي	PROPN	N;NOM;DEF;SG
valley	فالى	valley	فالى	PROPN	
valley	فالي	valley	فالي	PROPN	
risc	المخاطرة	risc	مُخَاطَرَة	N;INDF;MASC;SG	N;NOM;DEF;SG
risc	المخاطر	risc	مَخَاطِر	N;INDF;MASC;SG	N;NOM;DEF;PL
numiți	المعين	numi	المعين	V;IND;PL;2;IPFV;FIN	
numiți	عينت	numi	عَيَّن	V;IND;PL;2;IPFV;FIN	V;PFV;FEM;SG;3;PASS
nikolai	نيكولاي	nikolai	نيكولاي	PROPN	
solomon	سليمان	solomon	سليمان	PROPN	
intitulată	بعنوان	intitulat	بعنوان	ADJ;INDF;FEM;SG	
ziar	الجريدة	ziar	جَرِيد	N;INDF;MASC;SG	N;NOM;DEF;SG
ziar	الصحيفة	ziar	صَحِيفَة	N;INDF;MASC;SG	N;NOM;DEF;SG
organizare	منظمة	organizare	مُنَظَّمَة	N;INDF;FEM;SG	N;NOM;INDF;SG
organizare	المنظمة	organizare	مُنَظَّمَة	N;INDF;FEM;SG	N;NOM;DEF;SG
organizare	التنظيم	organizare	تَنظِيم	N;INDF;FEM;SG	N;NOM;DEF;SG
organizare	منظمة	organizare	مُنَظَّمَة	N;INDF;FEM;SG	N;NOM;INDF;SG
organizare	المنظمة	organizare	مُنَظَّمَة	N;INDF;FEM;SG	N;NOM;DEF;SG
organizare	التنظيم	organizare	تَنظِيم	N;INDF;FEM;SG	N;NOM;DEF;SG
complexul	مجمع	complex	مَجمَع	N;DEF;MASC;SG	N;NOM;INDF;SG
rang	الرتبة	rang	رَتبَة	N;INDF;MASC;SG	N;NOM;DEF;SG
gheață	ثلج	gheață	ثُلج	N;INDF;FEM;SG	
gheață	الجليد	gheață	جَلِيد	N;INDF;FEM;SG	
gheață	الثلج	gheață	ثَلج	N;INDF;FEM;SG	N;NOM;DEF;SG
gheață	جليد	gheață	جليد	N;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
acceptă	نقبل	accepta	نقبل	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;PL;1;FIN;ACT
acceptă	قبول	accepta	قُبُول	V;IND;SG;3;PST;FIN	N;NOM;INDF;SG
templul	المعبد	templu	مَعبَد	N;DEF;MASC;SG	N;NOM;DEF;SG
templul	تمبل	templu	مَبَّل	N;DEF;MASC;SG	
templul	معبد	templu	معبد	N;DEF;MASC;SG	N;NOM;INDF;SG
continuu	مستمر	continuu	مُستَمِرّ	ADV	ADJ;NOM;INDF;MASC;SG
continuu	متواصل	continuu	مُتَوَاصِل	ADV	ADJ;NOM;INDF;MASC;SG
continuu	مستمرة	continuu	مُستَمِرّ	ADV	ADJ;NOM;INDF;FEM;SG
continuu	متواصلة	continuu	مُتَوَاصِل	ADV	ADJ;NOM;INDF;FEM;SG
etapa	المنصة	etapă	مِنَصَّة	N;DEF;FEM;SG	N;NOM;DEF;SG
etapa	المسرح	etapă	مَسرَح	N;DEF;FEM;SG	N;NOM;DEF;SG
etapa	المرحلة	etapă	مَرحَلَة	N;DEF;FEM;SG	N;NOM;DEF;SG
etapa	مرحلة	etapă	مَرحَلَة	N;DEF;FEM;SG	N;NOM;INDF;SG
turc	الترك	turc	تُرك	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
turc	تورك	turc	تُورك	ADJ;INDF;MASC;SG	
turc	التركي	turc	تُركِيّ	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
turc	التركية	turc	تُركِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
turc	تركي	turc	تُركِيّ	ADJ;INDF;MASC;SG	
service	الخدمة	servic	خِدمَة	N;INDF;FEM;SG	N;NOM;DEF;SG
service	الخدمات	servic	خِدمَة	N;INDF;FEM;SG	N;NOM;DEF;PL
service	خدمت	servic	خَدَم	N;INDF;FEM;SG	V;PFV;FEM;SG;3;ACT
wang	وانج	wang	وانج	PROPN	
wang	وانغ	wang	وانغ	PROPN	
youthclubs	youthclu	youthclubs	youthclu	N;INDF;MASC;SG	
liniile	السطور	linie	سُطُور	N;DEF;FEM;PL	N;NOM;DEF;PL
liniile	الخطوط	linie	خَطّ	N;DEF;FEM;PL	N;NOM;DEF;PL
liniile	خطوط	linie	خَطّ	N;DEF;FEM;PL	N;NOM;INDF;PL
sugerează	اقتراح	sugera	اِقتِرَاح	V;IND;3;PRS;FIN	N;NOM;INDF;SG
sugerează	نقترح	sugera	نقترح	V;IND;3;PRS;FIN	V;IPFV;MASC;IND;PL;1;FIN;ACT
alianța	الحلف	alianță	حِلف	N;DEF;FEM;SG	N;NOM;DEF;SG
alianța	تحالف	alianță	تَحَالُف	N;DEF;FEM;SG	N;NOM;INDF;SG
alianța	التحالف	alianță	تَحَالُف	N;DEF;FEM;SG	N;NOM;DEF;SG
lazăr	لعازر	lazăr	لعازر	PROPN	
disponibile	متوفر	disponibil	متوفر	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
disponibile	متاح	disponibil	مُتَاح	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
disponibile	متاحة	disponibil	مُتَاح	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
disponibile	متوفرة	disponibil	مُتَوَفِّر	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
disponibile	تتوفر	disponibil	تَوَفَّر	ADJ;INDF;FEM;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
monte	مونت	monte	مونت	PROPN	
recente	حديثة	recent	حَدِيث	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
coordonate	نسق	coordonată	نَسَق	N;INDF;FEM;PL	N;NOM;INDF;SG
coordonate	تنسيق	coordonată	تَنسِيق	N;INDF;FEM;PL	N;NOM;INDF;SG
coordonate	التنسيق	coordonată	تَنسِيق	N;INDF;FEM;PL	N;NOM;DEF;SG
coordonate	منسقة	coordonată	مُنَسَّق	N;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
coordonate	تنسيق	coordonată	تَنسِيق	N;INDF;FEM;PL	N;NOM;INDF;SG
coordonate	منسق	coordonată	منسق	N;INDF;FEM;PL	N;NOM;INDF;SG
coordonate	الاحداثيات	coordonată	حَدَثِيَّة	N;INDF;FEM;PL	ADJ;NOM;DEF;FEM;PL
coordonate	احداثيات	coordonată	حَدَثِيَّة	N;INDF;FEM;PL	ADJ;NOM;INDF;FEM;PL
misiune	المهمة	misiune	مَهَمَّة	N;INDF;FEM;SG	N;NOM;DEF;SG
misiune	مهمة	misiune	مَهَمَّة	N;INDF;FEM;SG	N;NOM;INDF;SG
misiune	بعثة	misiune	بَعثَة	N;INDF;FEM;SG	N;NOM;INDF;SG
misiune	البعثة	misiune	بَعثَة	N;INDF;FEM;SG	N;NOM;DEF;SG
mașina	السيارة	mașină	سَيَّارَة	N;DEF;FEM;SG	N;NOM;DEF;SG
mașina	سيارة	mașină	سَيَّارَة	N;DEF;FEM;SG	N;NOM;INDF;SG
dead	ميتة	dead	مَيتَة		ADJ;NOM;INDF;FEM;SG
dead	ميتا	dead	ميتا		N;NOM;INDF;SG
dead	ميت	dead	ميت		
creangă	الفرع	creange	فَرع	N;INDF;FEM;SG	N;NOM;DEF;SG
creangă	فرع	creange	فَرع	N;INDF;FEM;SG	N;NOM;INDF;SG
creangă	برانش	creange	برانش	N;INDF;FEM;SG	
diferența	الفرق	diferență	فِرقَة	N;DEF;FEM;SG	N;NOM;DEF;SG
diferența	اختلاف	diferență	اِختِلَاف	N;DEF;FEM;SG	N;NOM;INDF;SG
diferența	الاختلاف	diferență	اِختِلَاف	N;DEF;FEM;SG	N;NOM;DEF;SG
diferența	فرق	diferență	فِرقَة	N;DEF;FEM;SG	N;NOM;INDF;PL
coperta	غطاء	copertă	غِطَاء	N;DEF;FEM;SG	N;NOM;INDF;SG
coperta	الغطاء	copertă	غِطَاء	N;DEF;FEM;SG	N;NOM;DEF;SG
coperta	تغطية	copertă	تَغطِيَة	N;DEF;FEM;SG	N;NOM;INDF;SG
coperta	غلاف	copertă	غِلَاف	N;DEF;FEM;SG	N;NOM;INDF;SG
coperta	الغلاف	copertă	غِلَاف	N;DEF;FEM;SG	N;NOM;DEF;SG
gold	ذهبي	gold	ذهبي		ADJ;NOM;INDF;MASC;SG
gold	جولد	gold	جولد		
gold	غولد	gold	غُولِد		
gold	ذهب	gold	ذَهَب		V;PFV;MASC;SG;3;ACT
gold	الذهب	gold	ذَهَب		N;NOM;DEF;SG
scriu	كتابة	scrie	كِتَابَة	V;IND;PL;3;PRS;FIN	N;NOM;INDF;SG
scriu	اكتب	scrie	كِتَاب	V;IND;PL;3;PRS;FIN	
scriu	الكتابة	scrie	كِتَابَة	V;IND;PL;3;PRS;FIN	N;NOM;DEF;SG
scriu	الكتابه	scrie	الكتابه	V;IND;PL;3;PRS;FIN	
scriu	كتابة	scrie	كِتَابَة	V;IND;PL;3;PRS;FIN	N;NOM;INDF;SG
scriu	اكتب	scrie	كِتَاب	V;IND;PL;3;PRS;FIN	
scriu	الكتابة	scrie	كِتَابَة	V;IND;PL;3;PRS;FIN	N;NOM;DEF;SG
caută	ابحث	căuta	بَحَث	V;IND;3;PRS;FIN	V;MASC;IMP;SG;FIN
caută	البحث	căuta	بَحث	V;IND;3;PRS;FIN	N;NOM;DEF;SG
întâlnire	اجتماع	întâlnire	اِجتِمَاع	N;INDF;FEM;SG	N;NOM;INDF;SG
întâlnire	لقاء	întâlnire	لِقَاء	N;INDF;FEM;SG	N;NOM;INDF;SG
întâlnire	الاجتماع	întâlnire	اِجتِمَاع	N;INDF;FEM;SG	N;NOM;DEF;SG
întâlnire	الجلسة	întâlnire	جَلسَة	N;INDF;FEM;SG	N;NOM;DEF;SG
trăsături	الملامح	trăsătură	مَلَامِح	N;INDF;FEM;PL	N;NOM;DEF;PL
trăsături	السمات	trăsătură	سَمَة	N;INDF;FEM;PL	N;NOM;DEF;PL
trăsături	الميزات	trăsătură	مِيزَة	N;INDF;FEM;PL	N;NOM;DEF;PL
