ausscheiden	pengunduran	ausscheiden	penunduran	V;NFIN	N;SG
dienstleistungen	servis	dienstleistungen	servis	N;NOM;FEM;PL	PROPN;SG
dienstleistungen	pelayanan	dienstleistungen	penlayanan	N;NOM;FEM;PL	N;SG
dienstleistungen	layanan	dienstleistungen	layanan	N;NOM;FEM;PL	N;SG
dienstleistungen	jasa	dienstleistungen	jasa	N;NOM;FEM;PL	N;SG
comedy	komedi	comedy	komedi	PROPN	N;SG
comedy	comedy	comedy	comedy	PROPN	PROPN
basketballspieler	basket	basketballspieler	basket	ADJ	N
basketballspieler	basketball	basketballspieler	basketball	ADJ	PROPN
subsp	subsp	subsp	subsp		N
hansen	hansen	hansen	hansen	PROPN;NOM;SG	PROPN
catherine	catherine	catherine	catherine	PROPN;NOM;SG	PROPN
catherine	katarina	catherine	katarina	PROPN;NOM;SG	PROPN
philologe	filolog	philologe	filolog	ADJ	N
aufteilung	alokasi	aufteilung	alokasi	ADJ;SG	N;SG
aufteilung	perincian	aufteilung	penrincian	ADJ;SG	N;SG
aufteilung	rincian	aufteilung	rincian	ADJ;SG	N;SG
aufteilung	distribusi	aufteilung	distribusi	ADJ;SG	N;SG
aufteilung	membelah	aufteilung	menbelah	ADJ;SG	V;SG;ACT
böhmischen	bohemia	böhmisch	bohemia	ADJ;NOM;PL	PROPN
böhmischen	bohemian	böhmisch	bohemian	ADJ;NOM;PL	PROPN
erwachsene	tumbuh	erwachsen	tumbuh	ADJ;NOM;FEM;PL	V;SG;ACT
erwachsene	dewasa	erwachsen	dewasa	ADJ;NOM;FEM;PL	ADJ;SG
erwachsene	dewasa	erwachsen	dewasa	ADJ;NOM;FEM;PL	ADJ;SG
erwachsene	dewasa	erwachsen	dewasa	ADJ;NOM;FEM;PL	ADJ;SG
werfen	lempar	werfen	lempar	V;NFIN	PROPN;SG;ACT
werfen	cor	werfen	cor	V;NFIN	PROPN
werfen	pemeran	werfen	penperan	V;NFIN	N;SG
werfen	cast	werfen	cast	V;NFIN	PROPN
werfen	lemparan	werfen	lemparan	V;NFIN	N;SG
werfen	lempar	werfen	lempar	V;NFIN	PROPN;SG;ACT
werfen	throw	werfen	throw	V;NFIN	PROPN
mexikanischen	meksiko	mexikanisch	meksiko	ADJ;NOM;MASC;PL	PROPN;SG
philosophen	filsuf	philosophen	filsuf		N
philosophen	filsuf	philosophen	filsuf		N
frag	ask	frag	ask		PROPN
frag	minta	frag	minta		V;SG;ACT
frag	bertanya	frag	bertanya		V;SG;ACT
frag	tanyakan	frag	tanyakan		V;SG;ACT
dicke	tebal	dick	tebal	N;NOM;FEM;PL	ADJ;SG
dicke	ketebalan	dick	ketebalan	N;NOM;FEM;PL	N;SG
bodensee	bodensee	bodensee	bodensee	PROPN;NOM;NEUT;SG	PROPN
irischen	irish	irisch	irish		PROPN
irischen	irlandia	irisch	irlandia		N;SG
ländlichen	pedesaan	ländlich	pedesaan	ADJ	N;SG
han	han	han	han		PROPN
vielfalt	variety	vielfalt	variety	N;NOM;FEM;SG	PROPN
wettbewerbe	kompetisi	wettbewerb	kompetisi	N;NOM;PL	N;SG
wettbewerbe	kontes	wettbewerb	kontes	N;NOM;PL	N;SG
wettbewerbe	lomba	wettbewerb	lomba	N;NOM;PL	N;SG
wettbewerbe	kontes	wettbewerb	kontes	N;NOM;PL	N;SG
wettbewerbe	contest	wettbewerb	contest	N;NOM;PL	PROPN
heiraten	marry	heiraten	marry	V;NFIN	PROPN
heiraten	akad	heiraten	akad	V;NFIN	PROPN
heiraten	wed	heiraten	wed	V;NFIN	PROPN
heiraten	rabu	heiraten	rabu	V;NFIN	N;SG
heiraten	marriage	heiraten	marriage	V;NFIN	PROPN
heiraten	perkawinan	heiraten	perkawinan	V;NFIN	N;SG
heiraten	nikah	heiraten	nikah	V;NFIN	N;SG
heiraten	pernikahan	heiraten	pernikahan	V;NFIN	N;SG
heiraten	pernikahan	heiraten	pernikahan	V;NFIN	N;SG
heiraten	wedding	heiraten	wedding	V;NFIN	PROPN
murray	murray	murray	murray	PROPN;NOM;SG	PROPN
archäologe	arkeolog	archäologe	arkeolog		N;SG
austin	austin	austin	austin	PROPN;NOM;MASC;SG	PROPN
austin	ananda	austin	ananda	PROPN;NOM;MASC;SG	PROPN
zelle	sel	zellen	sel		N;SG
zelle	sel	zellen	sel		N;SG
wälder	woods	wald	woods		PROPN
wälder	hutan	wald	hutan		N;SG
wälder	woodland	wald	woodland		PROPN
wälder	hutan	wald	hutan		N;SG
wälder	hutan	wald	hutan		N;SG
wälder	forest	wald	forest		PROPN
schließung	penutup	schließung	pentutup	ADJ	N;SG
schließung	penutupan	schließung	pentutupan	ADJ	N;SG
schließung	penutupan	schließung	pentutupan	ADJ	N;SG
schließung	menutup	schließung	mentutup	ADJ	V;SG;ACT
schließung	closing	schließung	closing	ADJ	PROPN
hierher	disini	hierher	disini	ADV	PROPN;SG;PASS
hierher	here	hierher	here	ADV	PROPN
hierher	sini	hierher	sini	ADV	ADP;SG
maßnahme	tindakan	maßnahmen	tindakan	ADJ	N;SG
maßnahme	aksi	maßnahmen	aksi	ADJ	N;SG
maßnahme	ukur	maßnahmen	ukur	ADJ	N;SG;ACT
maßnahme	mengukur	maßnahmen	menukur	ADJ	V;SG;ACT
chief	chief	chief	chief	PROPN	PROPN
chief	ketua	chief	ketua	PROPN	N;SG
chief	kepala	chief	kepala	PROPN	N;SG
echo	gema	echo	gema		PROPN
echo	gaung	echo	gaung		PROPN;SG;ACT
echo	echo	echo	echo		PROPN
grundlegende	dasar	grundlegend	dasar	ADJ;NOM;FEM;PL	ADJ;SG
grundlegende	mendasar	grundlegend	mendasar	ADJ;NOM;FEM;PL	N;SG
grundlegende	fundamental	grundlegend	fundamental	ADJ;NOM;FEM;PL	N;SG
grundlegende	dasar	grundlegend	dasar	ADJ;NOM;FEM;PL	ADJ;SG
grundlegende	basic	grundlegend	basic	ADJ;NOM;FEM;PL	PROPN
rüdiger	rüdiger	rüdiger	rüdiger	ADJ	PROPN
professoren	profesor	professor	profesor	N;NOM;PL	N;SG
geschmack	taste	geschmack	taste	ADJ	N
geschmack	rame	geschmack	rame	ADJ	N
geschmack	selera	geschmack	selera	ADJ	N;SG
geschmack	rasa	geschmack	rasa	ADJ	N;SG
geschmack	flavor	geschmack	flavor	ADJ	N
geschmack	rasa	geschmack	rasa	ADJ	N;SG
geschmack	selera	geschmack	selera	ADJ	N;SG
geschmack	seleranya	geschmack	selera	ADJ	N;SG
porto	postage	porto	postage	PROPN;SG	PROPN
porto	prangko	porto	prangko	PROPN;SG	N;SG
porto	porto	porto	porto	PROPN;SG	PROPN
konzentration	konsentrasi	konzentration	konsentrasi	ADJ	N;SG
konzentration	jurusan	konzentration	jurusan	ADJ	N;SG
interviews	interview	interviews	interview		PROPN
interviews	wawancara	interviews	wawancara		N;SG
ansprüche	klaim	ansprechen	klaim		N;SG
ansprüche	mengklaim	ansprechen	menklaim		V;SG;ACT
wiedervereinigung	reunifikasi	wiedervereinigung	reunifikasi	ADJ	N;SG
wiedervereinigung	reuni	wiedervereinigung	reuni	ADJ	PROPN
kabel	kabel	kabel	kabel		PROPN;SG
kabel	kabel	kabel	kabel		PROPN;SG
berner	bern	bern	bern		PROPN
berner	bernese	bern	bernese		PROPN
berner	berner	bern	berner		PROPN
berner	berne	bern	berne		PROPN
konzentrierte	fokus	konzentrieren	fokus	V;IND;SG;3;PST;FIN	N;SG
keramik	tembikar	keramik	tembikar		N;SG
keramik	keramik	keramik	keramik		N;SG
keramik	keramik	keramik	keramik		N;SG
keramik	keramik	keramik	keramik		N;SG
bismarck	bismarck	bismarck	bismarck	PROPN;NOM;MASC;SG	PROPN
monika	monica	monika	monica	PROPN;NOM;FEM;SG	PROPN
monika	monika	monika	monika	PROPN;NOM;FEM;SG	PROPN
flensburg	flensburg	flensburg	flensburg	PROPN;NOM	PROPN
pakistan	pakistan	pakistan	pakistan	PROPN;NOM;MASC;SG	PROPN
grant	kabulkan	granen	kabulkan	PROPN;NOM;SG	V;SG;ACT
grant	hibah	granen	hibah	PROPN;NOM;SG	N;SG
grant	grant	granen	grant	PROPN;NOM;SG	PROPN
brasilianischen	brazil	brasilianisch	brazil	ADJ;NOM;MASC;PL	PROPN
brasilianischen	brasil	brasilianisch	brasil	ADJ;NOM;MASC;PL	PROPN;SG
löwe	lion	löwe	lion		PROPN
löwe	singa	löwe	singa		PROPN;SG
löwe	singa	löwe	singa		PROPN;SG
löwe	lions	löwe	lions		PROPN
löwe	leo	löwe	leo		PROPN
gerechtfertigt	dibenarkan	gerechtfertigt	dibenarkan	ADJ	V;SG;PASS
pädagogik	pedagogi	pädagogik	pedagogi		N
melodie	melodi	melodie	melodi		N;SG
melodie	melody	melodie	melody		PROPN
melodie	simak	melodie	simak		V;SG;ACT
melodie	tune	melodie	tune		PROPN
canadian	kanada	canadian	kanada	PROPN	PROPN;SG
canadian	canadian	canadian	canadian	PROPN	PROPN
bäumen	pepohonan	bäumen	pepohonan		N;SG
bäumen	pohon	bäumen	pohon		N;SG
boeing	boeing	boeing	boeing	PROPN;NOM;SG	PROPN
externe	eksternal	extern	eksternal		N
prinzen	pangeran	prinzen	pangeran		N;SG
prinzen	pangeran	prinzen	pangeran		N;SG
prinzen	prince	prinzen	prince		PROPN
mängel	kekurangannya	mängeln	kekurangan	ADJ	N;SG
mängel	kelemahan	mängeln	kelemahan	ADJ	N;SG
mängel	kekurangan	mängeln	kekurangan	ADJ	N;SG
medal	medal	medal	medal	PROPN	N
medal	medali	medal	medali	PROPN	N;SG
portrait	potret	portrait	potret	ADJ	N;SG
portrait	portrait	portrait	portrait	ADJ	N
challenge	tantangan	challeng	tantangan		N;SG
challenge	challenge	challeng	challenge		PROPN
challenge	menantang	challeng	mentantang		V;SG;ACT
werten	nilai	werten	nilai	V;NFIN	N;SG
elektronischen	elektronika	elektronisch	elektronika	ADJ	N
elektronischen	electronic	elektronisch	electronic	ADJ	PROPN
elektronischen	elektronik	elektronisch	elektronik	ADJ	N;SG
fachzeitschrift	journal	fachzeitschrift	journal	ADJ	PROPN
fachzeitschrift	jurnal	fachzeitschrift	jurnal	ADJ	N;SG
salvador	salvador	salvador	salvador	PROPN	PROPN
saarland	saarland	saarland	saarland	PROPN	PROPN
dakota	dakota	dakota	dakota	PROPN;NOM;MASC;SG	N
dakota	desy	dakota	desy	PROPN;NOM;MASC;SG	PROPN
untergang	woe	untergehen	woe	N	PROPN
rache	revenge	rachen	revenge	N;NOM;SG	PROPN
dutzend	lusinan	dutzend	lusinan	ADJ	N;SG
dutzend	puluhan	dutzend	puluhan	ADJ	N;SG
dutzend	belasan	dutzend	belasan	ADJ	NUM
dutzend	lusin	dutzend	lusin	ADJ	N;SG
dutzend	lusinan	dutzend	lusinan	ADJ	N;SG
dutzend	selusin	dutzend	selusin	ADJ	N
dutzend	belasan	dutzend	belasan	ADJ	NUM
egon	egon	egon	egon	PROPN;NOM;MASC;SG	PROPN
utrecht	utrecht	utrecht	utrecht	PROPN	PROPN
control	control	control	control	PROPN	PROPN
control	kendali	control	kendali	PROPN	N;SG
control	kontrol	control	kontrol	PROPN	N;SG;ACT
control	pengendalian	control	penkendalian	PROPN	N;SG
control	mengontrol	control	menkontrol	PROPN	V;SG;ACT
control	kendalikan	control	kendalikan	PROPN	V;SG;ACT
südwest	southwest	südwest	southwest	PROPN	PROPN
vorwürfe	tuduhannya	vorwürfen	tuduhan	ADJ	N;SG
vorwürfe	tuduhan	vorwürfen	tuduhan	ADJ	N;SG
vorwürfe	menuduh	vorwürfen	mentuduh	ADJ	V;SG;ACT
tiger	tiger	tiger	tiger	ADJ	PROPN
tiger	harimau	tiger	harimau	ADJ	N
tiger	macan	tiger	macan	ADJ	PROPN;SG
tiger	harimau	tiger	harimau	ADJ	N
tiger	tigers	tiger	tigers	ADJ	PROPN
tiger	macan	tiger	macan	ADJ	PROPN;SG
päpstlichen	kepausan	päpstlich	kepausan	ADJ;NOM;MASC;PL	N;SG
päpstlichen	kepausan	päpstlich	kepausan	ADJ;NOM;MASC;PL	N;SG
finanziell	financial	finanziell	financial	ADJ	N
finanziell	keuangan	finanziell	keuangan	ADJ	N;SG
finanziell	keuangan	finanziell	keuangan	ADJ	N;SG
beamter	official	beamt	official	ADJ	PROPN
beamter	pejabat	beamt	pejabat	ADJ	N;SG
beamter	opsir	beamt	opsir	ADJ	N
beamter	petugas	beamt	petugas	ADJ	N;SG
beamter	perwira	beamt	perwira	ADJ	N;SG
beamter	officer	beamt	officer	ADJ	PROPN
tiroler	tyrolean	tiroler	tyrolean	PROPN	N
allgemeines	jendral	allgemein	jendral	ADJ;NOM;NEUT;SG	N
allgemeines	jenderal	allgemein	jenderal	ADJ;NOM;NEUT;SG	N;SG
lichtenberg	lichtenberg	lichtenberg	lichtenberg	PROPN;NOM;SG	PROPN
wang	wang	wang	wang	PROPN;NOM;MASC;SG	PROPN
liverpool	liverpool	liverpool	liverpool	PROPN	PROPN
ringer	pegulat	ring	pegulat	ADJ	N;SG
ringer	dering	ring	dering	ADJ	N;SG
ringer	bergulat	ring	bergulat	ADJ	V;SG;ACT
ringer	wrestling	ring	wrestling	ADJ	PROPN
ringer	gulat	ring	gulat	ADJ	N;SG
ringer	pegulat	ring	pegulat	ADJ	N;SG
identifiziert	identifikasi	identifizieren	identifikasi	V;V.PTCP	N;SG
behauptungen	klaim	behauptehen	klaim	V;NFIN	N;SG
behauptungen	tuduhannya	behauptehen	tuduhan	V;NFIN	N;SG
gerecht	fair	rechen	fair	ADJ	PROPN
roll	roll	roll	roll	PROPN	PROPN
roll	gulung	roll	gulung	PROPN	N;SG
broadway	broadway	broadway	broadway	PROPN	PROPN
zerstörte	dihancurkan	zerstört	dihancurkan	ADJ;NOM;FEM;SG	V;SG;PASS
zerstörte	dimusnahkan	zerstört	dimusnahkan	ADJ;NOM;FEM;SG	V;SG;PASS
zerstörte	menghancurkan	zerstört	menhancurkan	ADJ;NOM;FEM;SG	V;SG;ACT
materie	materi	materie	materi	PROPN	N;SG
jason	jason	jason	jason	PROPN;NOM;MASC;SG	PROPN
alaska	alaska	alaska	alaska	PROPN;NOM;MASC;SG	PROPN
lies	bacalah	lesen	bacalah		V;SG;ACT
lies	baca	lesen	baca		V;SG;ACT
lies	read	lesen	read		PROPN
lies	dibaca	lesen	dibaca		V;SG;PASS
lies	membaca	lesen	menbaca		V;SG;ACT
soul	jiwa	soul	jiwa	PROPN;SG	N;SG
soul	soul	soul	soul	PROPN;SG	PROPN
schaut	look	schauen	look	V;IND;SG;3;PRS;FIN	PROPN
naturwissenschaften	ilmu	naturwissenschaft	ilmu	ADJ	N;SG
naturwissenschaften	sains	naturwissenschaft	sains	ADJ	N;SG
naturwissenschaften	sciences	naturwissenschaft	sciences	ADJ	PROPN
naturwissenschaften	ilmu	naturwissenschaft	ilmu	ADJ	N;SG
naturwissenschaften	sains	naturwissenschaft	sains	ADJ	N;SG
barocke	barok	barock	barok	ADJ;NOM;FEM;PL	N
matthew	matius	matthew	matius	PROPN	PROPN
matthew	matthew	matthew	matthew	PROPN	PROPN
argentinischer	argentina	argentinisch	argentina	ADJ	N;SG
positiven	positive	positiv	positive	ADJ	PROPN
positiven	positif	positiv	positif	ADJ	N;SG
positiven	positive	positiv	positive	ADJ	PROPN
dunkle	dark	dunkel	dark	ADJ;NOM;FEM;PL	PROPN
dunkle	gelap	dunkel	gelap	ADJ;NOM;FEM;PL	ADJ;SG
dunkle	kegelapan	dunkel	kegelapan	ADJ;NOM;FEM;PL	N;SG
floh	flea	fliehen	flea	V;IND;SG;3;FIN	PROPN
floh	loak	fliehen	loak	V;IND;SG;3;FIN	N;SG
helene	helene	helen	helene	PROPN;NOM;FEM;SG	PROPN
helene	helen	helen	helen	PROPN;NOM;FEM;SG	PROPN
relief	lega	relaufen	lega		ADJ;SG
relief	relief	relaufen	relief		N;SG
vogt	vogt	vogen	vogt	PROPN;NOM;SG	PROPN
angela	angela	angela	angela	PROPN;NOM;MASC;SG	PROPN
margarete	margaret	margaret	margaret	N;NOM;FEM;SG	PROPN
margarete	margarete	margaret	margarete	N;NOM;FEM;SG	PROPN
syn	syn	syn	syn	;SG	PROPN
ruprecht	rupert	ruprecht	rupert	PROPN	PROPN
ruprecht	ruprecht	ruprecht	ruprecht	PROPN	N
religionen	agama	religion	agama	N;NOM;PL	N;SG
religionen	keagamaan	religion	keagamaan	N;NOM;PL	N;SG
religionen	agama	religion	agama	N;NOM;PL	N;SG
religionen	agama	religion	agama	N;NOM;PL	N;SG
head	head	head	head	PROPN;NOM;SG	PROPN
head	kepala	head	kepala	PROPN;NOM;SG	N;SG
leonard	leonard	leonard	leonard	PROPN;NOM;SG	PROPN
disney	disney	disney	disney	PROPN;NOM;MASC;SG	PROPN
helm	helm	helm	helm		N
helm	helm	helm	helm		N
ruinen	reruntuhan	ruin	reruntuhan	V;NFIN	N
ruinen	puing	ruin	puing	V;NFIN	N;SG
entscheidenden	menentukan	entscheidend	mententukan	ADJ	V;SG;ACT
weißer	kaukasus	weiß	kaukasus	ADJ	PROPN
weißer	kaukasia	weiß	kaukasia	ADJ	N
offenbach	offenbach	offenbach	offenbach	PROPN;NOM;SG	PROPN
sky	sky	sky	sky		PROPN
sky	langit	sky	langit		N;SG
sky	angkasa	sky	angkasa		N;SG
afrikanischen	afrika	afrikanisch	afrika	ADJ;ACC;MASC;SG	N;SG
köhler	köhler	kohl	köhler	ADJ	PROPN
zeitalter	usia	zeitalter	usia	ADJ	N;SG
zeitalter	ages	zeitalter	ages	ADJ	PROPN
zeitalter	umur	zeitalter	umur	ADJ	N;SG
zeitalter	zaman	zeitalter	zaman	ADJ	N;SG
zeitalter	era	zeitalter	era	ADJ	N
externen	eksternal	extern	eksternal	ADJ	N
vision	penglihatan	vision	penlihatan		N;SG
vision	visi	vision	visi		PROPN;SG
vision	vision	vision	vision		PROPN
vision	yaqin	vision	yaqin		PROPN
jorge	jorge	jorge	jorge	PROPN;NOM;MASC;SG	PROPN
kilogramm	kilogram	kilogramm	kilogram	ADJ	N
kilogramm	kilogram	kilogramm	kilogram	ADJ	N
kilogramm	kilo	kilogramm	kilo	ADJ	PROPN
rumänischer	rumania	rumänisch	rumania	ADJ	PROPN;SG
messung	mengukur	messung	menukur	N;SG	V;SG;ACT
bassist	bassist	bassist	bassist	PROPN;NOM;SG	N
bassist	bass	bassist	bass	PROPN;NOM;SG	N
bassist	kakap	bassist	kakap	PROPN;NOM;SG	PROPN
schwert	blade	schwern	blade		PROPN
schwert	pedang	schwern	pedang		N;SG
schwert	pedang	schwern	pedang		N;SG
schwert	sword	schwern	sword		PROPN
elsass	alsace	elsassen	alsace	PROPN;NOM;SG	PROPN
schlagen	beat	schlagen	beat	V;NFIN	PROPN
schlagen	pemukulan	schlagen	penmukulan	V;NFIN	N;SG
schlagen	berdebar	schlagen	berdebar	V;NFIN	PROPN;SG;ACT
schlagen	coblos	schlagen	coblos	V;NFIN	PROPN;SG
schlagen	punch	schlagen	punch	V;NFIN	PROPN
schlagen	pukulan	schlagen	pukulan	V;NFIN	N;SG
phoenix	phoenix	phoenix	phoenix	PROPN;NOM;SG	PROPN
italia	italia	italia	italia	PROPN;SG	PROPN
eisenach	eisenach	eisenach	eisenach	PROPN;NOM;NEUT;SG	PROPN
glaubens	faith	glaubens	faith	N;NOM;NEUT;PL	PROPN
glaubens	iman	glaubens	iman	N;NOM;NEUT;PL	N;SG
glaubens	keyakinan	glaubens	keyakinan	N;NOM;NEUT;PL	N;SG
glaubens	keimanan	glaubens	keimanan	N;NOM;NEUT;PL	N;SG
gewerkschaft	union	gewerkschaft	union	ADJ	PROPN
gewerkschaft	uni	gewerkschaft	uni	ADJ	PROPN;SG
gewerkschaft	serikat	gewerkschaft	serikat	ADJ	PROPN;SG
gewerkschaft	perserikatan	gewerkschaft	perserikatan	ADJ	N;SG
touristen	wisatawan	tourist	wisatawan		N;MASC;SG
touristen	turis	tourist	turis		N;SG
touristen	wisatawan	tourist	wisatawan		N;MASC;SG
touristen	turis	tourist	turis		N;SG
geschwister	saudara	geschwister	saudara	ADJ	N;SG
geschwister	saudara	geschwister	saudara	ADJ	N;SG
oregon	oregon	oregon	oregon	PROPN;NOM;SG	PROPN
christina	christina	christina	christina	PROPN;NOM;FEM;SG	PROPN
erstens	pertama	erstens	pertama	ADV	NUM
rks	rks	rks	rks		N
normen	norma	normen	norma	V;NFIN	N;SG
normen	standar	normen	standar	V;NFIN	ADJ;SG
ansässig	penduduk	ansässig	penduduk	ADJ	N;SG
ansässig	resident	ansässig	resident	ADJ	N
ansässig	residen	ansässig	residen	ADJ	N
erkrankungen	penyakit	erkrankung	pensakit	N;NOM;FEM;PL	N;SG
erkrankungen	penyakit	erkrankung	pensakit	N;NOM;FEM;PL	N;SG
erkrankungen	gangguan	erkrankung	gangguan	N;NOM;FEM;PL	N;SG
agentur	agency	agentur	agency	PROPN;NOM;SG	PROPN
agentur	agen	agentur	agen	PROPN;NOM;SG	PROPN;SG
agentur	agensi	agentur	agensi	PROPN;NOM;SG	N;SG
agentur	badan	agentur	badan	PROPN;NOM;SG	N;SG
agentur	emea	agentur	emea	PROPN;NOM;SG	PROPN
iwan	ivan	iwan	ivan	PROPN;NOM;MASC;SG	PROPN
schreiber	schreiber	schreiber	schreiber	ADJ	PROPN
blüte	blossom	blüt	blossom	N;NOM;FEM;SG	PROPN
blüte	mekar	blüt	mekar	N;NOM;FEM;SG	PROPN
blüte	berbunga	blüt	berbunga	N;NOM;FEM;SG	V;SG;ACT
blüte	flower	blüt	flower	N;NOM;FEM;SG	PROPN
blüte	bloom	blüt	bloom	N;NOM;FEM;SG	PROPN
blüte	mekar	blüt	mekar	N;NOM;FEM;SG	PROPN
blüte	bersemi	blüt	bersemi	N;NOM;FEM;SG	V;SG;ACT
zweitens	kedua	zweitens	kedua	ADV	NUM
punk	punk	punk	punk	PROPN;SG	N
punk	berandalan	punk	berandalan	PROPN;SG	N;SG;ACT
ausländische	asing	ausländisch	asing	ADJ;NOM;FEM;PL	ADJ;SG
ausländische	foreign	ausländisch	foreign	ADJ;NOM;FEM;PL	PROPN
dell	dell	dell	dell	PROPN;NOM;MASC;SG	PROPN
digitalen	digital	digital	digital	ADJ;ACC;MASC;SG	N;SG
joan	joan	joan	joan	PROPN;NOM;MASC;SG	PROPN
enger	closer	eng	closer	ADJ	PROPN
bremerhaven	bremerhaven	bremerhaven	bremerhaven	PROPN;NOM;NEUT;SG	PROPN
tabellen	meja	tabell	meja	V;NFIN	N;SG
tabellen	tabel	tabell	tabel	V;NFIN	N;SG
tabellen	spreadsheet	tabell	spreadsheet	V;NFIN	N
einladung	invite	einladung	invite	N;FEM;SG	PROPN
stadtverwaltung	kotamadya	stadtverwaltung	kotamadya	PROPN	N;SG
stadtverwaltung	munisipalitas	stadtverwaltung	munisipalitas	PROPN	N
stadtverwaltung	kotamadya	stadtverwaltung	kotamadya	PROPN	N;SG
stadtverwaltung	municipal	stadtverwaltung	municipal	PROPN	PROPN
legislaturperiode	legislatif	legislaturperiode	legislatif	ADJ;NOM;FEM;SG	N;SG
slowenien	slovenia	slowenien	slovenia	PROPN	PROPN
disziplinen	disiplin	disziplin	disiplin	N;NOM;PL	N;SG
disziplinen	disiplin	disziplin	disiplin	N;NOM;PL	N;SG
finnischer	finlandia	finnisch	finlandia	ADJ	PROPN;SG
alltag	everyday	alltag	everyday	PROPN	PROPN
ausländischen	foreign	ausländisch	foreign	ADJ	PROPN
gesungen	sang	singen	sang	V;V.PTCP	DET
gesungen	sung	singen	sung	V;V.PTCP	PROPN
jerry	jerry	jerry	jerry	PROPN;NOM;MASC;SG	PROPN
türken	turk	türken	turk	N;PL	PROPN
türken	turki	türken	turki	N;PL	PROPN;SG
hawaii	hawaii	hawaii	hawaii	PROPN;NOM;SG	PROPN
zeitweilig	sementara	zeitweilig	sementara	ADJ	CONJ
zeitweilig	temporer	zeitweilig	temporer	ADJ	N
zeitweilig	sementara	zeitweilig	sementara	ADJ	CONJ
jules	jules	jules	jules	PROPN;NOM;MASC;SG	PROPN
jährlichen	tahunan	jährlich	tahunan	ADJ	N;SG
jährlichen	tahunan	jährlich	tahunan	ADJ	N;SG
akademische	akademik	akademisch	akademik	ADJ;NOM;FEM;PL	N;SG
akademische	akademisi	akademisch	akademisi	ADJ;NOM;FEM;PL	N;SG
akademische	akademis	akademisch	akademis	ADJ;NOM;FEM;PL	ADJ;SG
gelehrten	ulama	gelehrt	ulama	ADJ;PL	N;SG
gelehrten	sarjana	gelehrt	sarjana	ADJ;PL	N
gelehrten	cendekiawan	gelehrt	cendekiawan	ADJ;PL	N;SG
gelehrten	cendekia	gelehrt	cendekia	ADJ;PL	PROPN
gelehrten	sarjana	gelehrt	sarjana	ADJ;PL	N
gelehrten	terpelajar	gelehrt	terpelajar	ADJ;PL	N;SG
gelehrten	cendekiawan	gelehrt	cendekiawan	ADJ;PL	N;SG
mine	ranjau	mine	ranjau		N;SG
mine	tambang	mine	tambang		N;SG
mine	mine	mine	mine		PROPN
mine	milikku	mine	milik		PROPN;SG
fachhochschule	fachhochschule	fachhochschule	fachhochschule	N;NOM;FEM;SG	PROPN
überleben	survival	überleben	survival	V;NFIN	N
école	école	école	école	PROPN;NOM;MASC;SG	PROPN
école	ecole	école	ecole	PROPN;NOM;MASC;SG	PROPN
stimmung	vibes	stimmung	vibes	N	PROPN
stimmung	mood	stimmung	mood	N	PROPN;SG
stimmung	tuning	stimmung	tuning	N	PROPN
flach	kempes	flach	kempes	ADJ	
flach	flat	flach	flat	ADJ	PROPN
flach	datar	flach	datar	ADJ	N;SG
entwickler	pengembang	entwickl	penkembang		N;SG
entwickler	pengembang	entwickl	penkembang		N;SG
entwickler	developer	entwickl	developer		N
schwedisch	swedia	schwedisch	swedia	ADJ	PROPN;SG
kostenlos	gratis	kostenlos	gratis	ADJ	N;SG
kostenlos	free	kostenlos	free	ADJ	PROPN
under	under	under	under		PROPN
under	dibawah	under	dibawah		ADP;SG;PASS
individuen	individu	individuen	individu		N;SG
individuen	individual	individuen	individual		N
tausende	ribuan	tausende	ribuan	N;NOM;FEM;PL	N;SG
tausende	beribu	tausende	beribu	N;NOM;FEM;PL	PROPN
anwesenheit	kehadiran	anwesenheit	kehadiran	ADJ	N;SG
anwesenheit	kehadirannya	anwesenheit	kehadiran	ADJ	N;SG
anwesenheit	kehadiran	anwesenheit	kehadiran	ADJ	N;SG
liedern	lagu	liedern	lagu	V;NFIN	N;SG
liedern	songs	liedern	songs	V;NFIN	PROPN
freude	kenikmatan	freude	kenikmatan		N;SG
freude	joy	freude	joy		PROPN
freude	sukacita	freude	sukacita		N;SG
freude	kebahagiaan	freude	kebahagiaan		N;SG
freude	happiness	freude	happiness		PROPN
freude	kebahagian	freude	kebahagian		N;SG
freude	kesenangan	freude	kesenangan		N;SG
rotterdam	rotterdam	rotterdam	rotterdam	PROPN	PROPN
unterzeichnete	signed	unterzeichnen	signed	V;IND;SG;3;PST;FIN	PROPN
effekte	efek	effekt	efek	N;NOM;PL	N;SG
effekte	efek	effekt	efek	N;NOM;PL	N;SG
gletscher	gletser	gletsch	gletser		PROPN
gletscher	gletser	gletsch	gletser		PROPN
indische	indian	indisch	indian	ADJ;NOM;FEM;PL	PROPN
indische	india	indisch	india	ADJ;NOM;FEM;PL	PROPN
indische	hindia	indisch	hindia	ADJ;NOM;FEM;PL	PROPN
bekämpfung	combat	bekämpfung	combat	N;SG	PROPN
erzähler	narator	erzähler	narator	ADJ	N;SG
erzähler	pendongeng	erzähler	pendongeng	ADJ	N
essay	essay	essey	essay		PROPN
essay	esai	essey	esai		N;SG;ACT
essay	esai	essey	esai		N;SG;ACT
operationen	operasi	operation	operasi	V;NFIN	N;SG
