les	το	le	ο	DET;DEF;PL	DET;NOM;DEF;NEUT;SG
souris	ποντικός	souris	ποντικός	N;FEM;SG	ADJ;NOM;MASC;SG
taylor	taylor	taylor	taylor	PROPN	
taylor	τέιλορ	taylor	τέιλορ	PROPN	
quinze	fifteen	quinze	fifteen	NUM	
jérôme	τζερόμ	jérôme	τζερόμ	PROPN	
bavière	βαυαρίας	bavière	βαυαρία	PROPN	PROPN;GEN;FEM;SG
bavière	βαυαρία	bavière	βαυαρία	PROPN	PROPN;ACC;FEM;SG
bavière	βαυαρία	bavière	βαυαρία	PROPN	PROPN;ACC;FEM;SG
marié	παντρεμένοι	marier	παντρένω	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;MASC;PL;V.PTCP;PASS
satellite	δορυφόρος	satellite	δορυφόρος	N;MASC;SG	ADJ;NOM;MASC;SG
satellite	δορυφορική	satellite	δορυφορικός	N;MASC;SG	ADJ;NOM;FEM;SG
alan	άλαν	alan	άλαν	PROPN	PROPN;NOM;MASC;SG
chili	χιλής	chili	χιλός	N;MASC;SG	PROPN;GEN;FEM;SG
chili	χιλή	chili	χιλός	N;MASC;SG	PROPN;ACC;FEM;SG
carlo	κάρλο	carlo	κάρλος	PROPN	
carlo	carlo	carlo	carlo	PROPN	
boîte	box	boîte	box	N;FEM;SG	
boîte	κουτι	boîte	κουτι	N;FEM;SG	
alice	alice	alice	alice	N;FEM;SG	
las	λας	el	λος	PROPN	PROPN;NOM;MASC;SG
las	las	el	las	PROPN	
saxe	σαξ	saxe	σεξ	PROPN	
saxe	σαξονία	saxe	σαξονία	PROPN	PROPN;ACC;FEM;SG
saxe	sachsen	saxe	sachsen	PROPN	
intermédiaire	ενδιάμεσα	intermédiaire	ενδιάμεσα	N;MASC;SG	ADV
intermédiaire	ενδιάμεσος	intermédiaire	ενδιάμεσος	N;MASC;SG	ADJ;NOM;MASC;SG
intermédiaire	ενδιάμεσες	intermédiaire	ενδιάμεσα	N;MASC;SG	ADJ;NOM;FEM;PL
intermédiaire	ενδιάμεσος	intermédiaire	ενδιάμεσος	N;MASC;SG	ADJ;NOM;MASC;SG
distinctions	τιμά	distinction	τιμά	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
distinctions	διάκριση	distinction	διάκριση	N;FEM;PL	N;ACC;FEM;SG
chinoise	κινέζος	chinois	κινέζος	ADJ;FEM;SG	N;NOM;MASC;SG
chinoise	κινέζικα	chinois	κινέζικος	ADJ;FEM;SG	N;NOM;NEUT;PL
chinoise	κινέζοι	chinois	κινέζος	ADJ;FEM;SG	N;NOM;MASC;PL
tournage	γυρίσματα	tournage	γύρισμα	N;MASC;SG	N;NOM;NEUT;PL
tournage	γυρισμάτων	tournage	γύρισμα	N;MASC;SG	N;GEN;NEUT;PL
tournage	σκοποβολή	tournage	σκοποβολή	N;MASC;SG	
tournage	πυροβολισμοί	tournage	πυροβολισμός	N;MASC;SG	N;NOM;MASC;PL
tournage	γυρίσματα	tournage	γύρισμα	N;MASC;SG	N;NOM;NEUT;PL
pierres	λίθοι	pierre	λίθος	N;FEM;PL	ADJ;NOM;MASC;PL
pierres	stone	pierre	stone	N;FEM;PL	
pierres	πέτρα	pierre	πέτρο	N;FEM;PL	N;NOM;FEM;SG
pierres	στόουν	pierre	στόω	N;FEM;PL	PROPN;NOM;NEUT;SG
universitaires	ακαδημαϊκή	universitaire	ακαδημαϊκός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
universitaires	ακαδημαϊκά	universitaire	ακαδημαϊκός	ADJ;MASC;PL	ADV
universitaires	ακαδημαϊκό	universitaire	ακαδημαϊκός	ADJ;MASC;PL	N;NOM;NEUT;SG
histoires	histoires	histoire	histoires	N;FEM;PL	
pdd	dps	pdd	dps		N
équivalent	ισοδύναμα	équivalent	ισοδύναμα	ADJ;MASC;SG	N;NOM;NEUT;PL
équivalent	ισοδύναμο	équivalent	ισοδύναμος	ADJ;MASC;SG	N;NOM;NEUT;SG
récompense	ανταμοιβές	récompense	ανταμοιβός	N;FEM;SG	N;NOM;FEM;PL
patron	boss	patron	boss	N;MASC;SG	
conçu	σχεδιασμένα	concevoir	σχεδιασμένα	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
culturelle	πολιτιστικά	culturel	πολιτιστικός	ADJ;FEM;SG	ADV
chrétiens	κριστιάν	chrétien	κριστιάν	N;MASC;PL	
chrétiens	christian	chrétien	christian	N;MASC;PL	
chrétiens	κρίστιαν	chrétien	κρίστιαν	N;MASC;PL	
chrétiens	χριστιανός	chrétien	χριστιανός	N;MASC;PL	N;NOM;MASC;SG
syndicat	γιούνιον	syndicat	γιούνιον	N;MASC;SG	ADJ;NOM;NEUT;SG
lewis	λουις	lewi	λουις	PROPN	N
lewis	le	lewi	le	PROPN	
lewis	λούις	lewi	λούις	PROPN	PROPN;NOM;MASC;SG
lewis	λιούις	lewi	λιούι	PROPN	PROPN;NOM;MASC;SG
menace	απειλητικό	menace	απειλητικός	N;FEM;SG	ADJ;NOM;NEUT;SG
menace	απειλητική	menace	απειλητικός	N;FEM;SG	ADJ;NOM;FEM;SG
menace	απειλητικά	menace	απειλητικά	N;FEM;SG	ADV
menace	απειλεί	menace	απειλώ	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
menace	απειλές	menace	απειλή	N;FEM;SG	N;NOM;FEM;PL
crois	πιστέψτε	croire	πιστέψτε	INTJ	V;PFV;IND;PL;2;PST;FIN;ACT
crois	πίστεψε	croire	πιστεύω	INTJ	V;PFV;IND;SG;3;PST;FIN;ACT
basque	βάσκων	basque	βάσκων	ADJ;MASC;SG	PROPN;GEN;MASC;PL
mans	mans	mans	mans	N;MASC;SG	
débit	χρεωστική	débit	χρεωστικός	N;MASC;SG	ADJ;NOM;FEM;SG
araignées	αράχνες	araignée	αράχνα	V;FEM;PL;PST;V.PTCP	N;NOM;FEM;PL
employé	εργαζόμενος	employer	εργαζόμενος	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
employé	υπάλληλος	employer	υπάλληλος	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
installé	εγκατεστημένα	installer	εγκατεστώ	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
arabes	αραβικό	arabe	αραβικός	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
arabes	αραβική	arabe	αραβικός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
arabes	αραβικά	arabe	αραβικά	ADJ;MASC;PL	
arabes	αραβική	arabe	αραβικός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
arabes	αραβικό	arabe	αραβικός	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
arabes	αραβικό	arabe	αραβικός	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
arabes	άραβες	arabe	άραβος	ADJ;MASC;PL	N;NOM;MASC;PL
reprendre	βιογραφικό	reprendre	βιογραφικός	V;NFIN	N;NOM;NEUT;SG
manga	manga	manga	manga	N;MASC;SG	
conseils	συμβουλή	conseil	συμβουλής	N;MASC;PL	N;NOM;FEM;SG
latine	λατινικά	latin	λατινικός	ADJ;FEM;SG	ADV
latine	λατίνα	latin	λατίνα	ADJ;FEM;SG	N;NOM;FEM;SG
andrew	άντριου	andrew	άντριος	PROPN	PROPN;NOM;MASC;SG
andrew	αντριου	andrew	άντριος	PROPN	
peintures	ζωγραφική	peinture	ζωγραφικός	N;FEM;PL	ADJ;NOM;FEM;SG
peintures	πίνακας	peinture	πίνακα	N;FEM;PL	N;NOM;MASC;SG
peintures	πίνακα	peinture	πίνακα	N;FEM;PL	N;ACC;MASC;SG
adversaire	αντίπαλός	adversaire	αντίπαλός	N;MASC;SG	ADJ;NOM;MASC;SG
adversaire	αντίπαλος	adversaire	αντίπαλος	N;MASC;SG	ADJ;NOM;MASC;SG
conduite	οδήγησης	conduire	οδήγηση	V;FEM;SG;PST;V.PTCP	N;GEN;FEM;SG
conduite	οδήγηση	conduire	οδήγηση	V;FEM;SG;PST;V.PTCP	N;NOM;FEM;SG
franchise	franchise	franchise	franchise	N;FEM;SG	
franchise	εκπίπτουν	franchise	εκπίπτω	N;FEM;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
iran	ιράν	iran	ιράν	PROPN	
blessés	τραυματισμένος	blesser	τραυματισμένος	V;MASC;PL;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
blessés	τραυματίες	blesser	τραυματίας	V;MASC;PL;PST;V.PTCP	N;NOM;MASC;PL
blessés	τραυματίστηκε	blesser	τραυματίζω	V;MASC;PL;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
blessés	τραυματίας	blesser	τραυματίας	V;MASC;PL;PST;V.PTCP	N;NOM;FEM;SG
blessés	πληγωμένος	blesser	πληγωμένος	V;MASC;PL;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
blessés	πληγωμένος	blesser	πληγωμένος	V;MASC;PL;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
blessés	τραυματίες	blesser	τραυματίας	V;MASC;PL;PST;V.PTCP	N;NOM;MASC;PL
blessés	πληγωμένη	blesser	πληγώνω	V;MASC;PL;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
blessés	τραυματίας	blesser	τραυματίας	V;MASC;PL;PST;V.PTCP	N;NOM;FEM;SG
blessés	τραυματισμένος	blesser	τραυματισμένος	V;MASC;PL;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
blessés	τραυματισμούς	blesser	τραυματισμός	V;MASC;PL;PST;V.PTCP	N;ACC;MASC;PL
blessés	κακώσεις	blesser	κάκωση	V;MASC;PL;PST;V.PTCP	N;NOM;FEM;PL
blessés	τραυματισμοί	blesser	τραυματισμός	V;MASC;PL;PST;V.PTCP	N;NOM;MASC;PL
blessés	τραύματα	blesser	τραύμα	V;MASC;PL;PST;V.PTCP	N;NOM;NEUT;PL
maîtres	μάστερς	maître	μάστερς	N;MASC;PL	NUM
maîtres	maîtres	maître	maîtres	N;MASC;PL	
représenté	εκπροσωπείται	représenter	εκπροσωπώ	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
représenté	εκπροσωπούνται	représenter	εκπροσωπώ	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
représenté	απεικονίζεται	représenter	απεικονίζω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
représenté	απεικονίζονται	représenter	απεικονίζω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
expositions	έκθεση	exposition	έκθεση	N;FEM;PL	N;ACC;FEM;SG
naples	νάπολη	naple	νάπολη	PROPN	PROPN;NOM;FEM;SG
naples	νάπολι	naple	νάπολι	PROPN	
peur	φοβισμένος	peur	φοβισμένος	N;FEM;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
peur	φοβισμένη	peur	φοβίζω	N;FEM;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
peur	φοβάμαι	peur	φοβούμαι	N;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;PASS
peur	φοβισμένος	peur	φοβισμένος	N;FEM;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
peur	φοβισμένη	peur	φοβίζω	N;FEM;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
peur	τρομαγμένος	peur	τρομαγμένος	N;FEM;SG	ADJ;NOM;MASC;SG
peur	φοβισμένοι	peur	φοβίζω	N;FEM;SG	V;PFV;NOM;MASC;PL;V.PTCP;PASS
peur	τρομαγμένη	peur	τρομαγμένος	N;FEM;SG	ADJ;NOM;FEM;SG
actives	ενεργά	actif	ενεργά	ADJ;FEM;PL	ADV
actives	δραστική	actif	δραστικός	ADJ;FEM;PL	ADJ;NOM;FEM;SG
actives	ενεργός	actif	ενεργός	ADJ;FEM;PL	ADJ;NOM;MASC;SG
actives	ενεργή	actif	ενεργή	ADJ;FEM;PL	ADJ;NOM;FEM;SG
actives	ενεργό	actif	ενεργός	ADJ;FEM;PL	N;NOM;NEUT;SG
prague	πράγας	prague	πράγα	PROPN	PROPN;GEN;FEM;SG
prague	πράγα	prague	πράγα	PROPN	PROPN;NOM;FEM;SG
administratif	διοικητικές	administratif	διοικητικός	ADJ;MASC;SG	ADJ;NOM;FEM;PL
administratif	διοικητικά	administratif	διοικητικός	ADJ;MASC;SG	ADV
lausanne	lausanne	lausanne	lausanne	PROPN	
chrétienne	κριστιάν	chrétien	κριστιάν	ADJ;FEM;SG	
chrétienne	christian	chrétien	christian	ADJ;FEM;SG	
chrétienne	χριστιανοί	chrétien	χριστιανός	ADJ;FEM;SG	N;NOM;MASC;PL
chrétienne	κρίστιαν	chrétien	κρίστιαν	ADJ;FEM;SG	
chrétienne	χριστιανός	chrétien	χριστιανός	ADJ;FEM;SG	N;NOM;MASC;SG
américaines	αμερικανική	américain	αμερικάνικος	ADJ;FEM;PL	ADJ;NOM;FEM;SG
américaines	αμερικάνικα	américain	αμερικάνικος	ADJ;FEM;PL	ADV
américaines	αμερικανός	américain	Αμερικανός	ADJ;FEM;PL	ADJ;NOM;MASC;SG
américaines	αμερικάνος	américain	αμερικάνος	ADJ;FEM;PL	ADJ;NOM;MASC;SG
américaines	αμερικάνικο	américain	Αμερικάνικος	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
américaines	αμερικανοί	américain	Αμερικανός	ADJ;FEM;PL	PROPN;NOM;MASC;PL
mobile	mobile	mobile	mobile	ADJ;MASC;SG	
mobile	κινητό	mobile	κινητός	ADJ;MASC;SG	N;NOM;NEUT;SG
mobile	κινητά	mobile	κινητός	ADJ;MASC;SG	N;NOM;NEUT;PL
chiffres	νούμερα	chiffre	νούμερος	N;MASC;PL	ADV;CMPR
spéciale	special	spécial	special	ADJ;FEM;SG	
spéciale	σπέσιαλ	spécial	σπέσιαλ	ADJ;FEM;SG	N;NOM;FEM;SG
commentaire	comment	commentaire	comment	N;MASC;SG	
della	della	della	della	PROPN	
irlandais	ιρλανδικά	irlandais	ιρλανδικά	ADJ;MASC;SG	ADV
irlandais	ιρλανδοί	irlandais	ιρλανδός	ADJ;MASC;SG	PROPN;NOM;MASC;PL
irlandais	irish	irlandais	irish	ADJ;MASC;SG	
irlandais	ιρλανδός	irlandais	ιρλανδός	ADJ;MASC;SG	N;NOM;MASC;SG
catholiques	καθολική	catholique	καθολικός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
catholiques	καθολικό	catholique	καθολικός	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
catholiques	καθολικός	catholique	καθολικός	ADJ;MASC;PL	ADJ;NOM;MASC;SG
rare	σπάνια	rare	σπάνια	ADJ;MASC;SG	ADV
rare	σπάνιες	rare	σπάνιος	ADJ;MASC;SG	ADJ;NOM;FEM;PL
transfert	μεταβιβάσεις	transfert	μεταβίβαση	N;MASC;SG	N;NOM;FEM;PL
transfert	μεταφορές	transfert	μεταφορά	N;MASC;SG	N;NOM;FEM;PL
blessé	τραυματίες	blesser	τραυματίας	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;PL
blessé	τραυματίας	blesser	τραυματίας	V;MASC;SG;PST;V.PTCP	N;NOM;FEM;SG
blessé	τραυματίες	blesser	τραυματίας	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;PL
blessé	τραυματίας	blesser	τραυματίας	V;MASC;SG;PST;V.PTCP	N;NOM;FEM;SG
annoncé	ανακοινώθηκαν	annoncer	ανακοινώνω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
annoncé	ανακοίνωσαν	annoncer	ανακοινώνω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;ACT
annoncé	διαφημίζεται	annoncer	διαφημίζω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
aile	wing	aile	wing	N;FEM;SG	
carré	carré	carré	carré	N;MASC;SG	
dimension	διαστάσεις	dimension	διάσταση	N;FEM;SG	N;NOM;FEM;PL
dimension	διαστάσεις	dimension	διάσταση	N;FEM;SG	N;NOM;FEM;PL
juive	εβραίοι	juif	εβραίος	ADJ;FEM;SG	ADJ;NOM;MASC;PL
juive	εβραία	juif	εβραία	ADJ;FEM;SG	N;NOM;FEM;SG
juive	juive	juif	juive	ADJ;FEM;SG	
var	var	var	var	N;MASC;SG	
floride	florida	floride	florida	N;FEM;SG	
floride	φλόριντα	floride	φλόριν	N;FEM;SG	
fera	γουίλ	faire	γουίλ	V;IND;SG;3;FUT;FIN	
fera	will	faire	will	V;IND;SG;3;FUT;FIN	
fera	θα	faire	θα	V;IND;SG;3;FUT;FIN	PART
situés	εντοπίστηκε	situer	εντοπίζω	V;MASC;PL;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
milliers	χιλιάδες	millier	χιλιάδα	N;MASC;PL	NUM;NOM;FEM;PL
loup	γουλφ	loup	γουλφ	N;MASC;SG	
loup	wolf	loup	wolf	N;MASC;SG	
détroit	ντιτρόιτ	détroit	ντιτρόιτ	N;MASC;SG	PROPN;NOM;NEUT;SG
détroit	ντητρόιτ	détroit	ντητρόιτ	N;MASC;SG	PROPN;NOM;NEUT;SG
préparation	προετοιμασίες	préparation	προετοιμασία	N;FEM;SG	N;NOM;FEM;PL
préparation	παρασκευάσματα	préparation	παρασκέυασμα	N;FEM;SG	N;NOM;NEUT;PL
classiques	κλασσικά	classique	κλασσικός	ADJ;MASC;PL	ADV
classiques	κλασικά	classique	κλασικός	ADJ;MASC;PL	ADV
classiques	κλασσική	classique	κλασσικός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
classiques	κλασικά	classique	κλασικός	ADJ;MASC;PL	ADV
classiques	κλασική	classique	κλασικός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
classiques	κλασσικά	classique	κλασσικός	ADJ;MASC;PL	ADV
classiques	κλασικά	classique	κλασικός	ADJ;MASC;PL	ADV
classiques	κλασσικό	classique	κλασσικός	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
classiques	κλασική	classique	κλασικός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
classiques	κλασικό	classique	κλασικός	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
minimum	ελάχιστα	minimum	λίγο	ADJ;MASC;SG	ADV;CMPR
minimum	ελάχιστες	minimum	ελάχιστος	ADJ;MASC;SG	ADJ;NOM;CMPR;FEM;PL
minimum	ελάχιστα	minimum	λίγο	ADJ;MASC;SG	ADV;CMPR
révolutionnaire	επαναστάτης	révolutionnaire	επαναστάτης	ADJ;MASC;SG	N;NOM;MASC;SG
nécessaires	απαραίτητος	nécessaire	απαραίτητος	ADJ;MASC;PL	ADJ;NOM;MASC;SG
nécessaires	χρειαζόταν	nécessaire	χρειάζομαι	ADJ;MASC;PL	V;IPFV;IND;SG;3;PST;FIN;PASS
nécessaires	απαραίτητος	nécessaire	απαραίτητος	ADJ;MASC;PL	ADJ;NOM;MASC;SG
nécessaires	απαραίτητο	nécessaire	απαραίτητος	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
nécessaires	αναγκαίος	nécessaire	αναγκαίος	ADJ;MASC;PL	ADJ;NOM;MASC;SG
nécessaires	αναγκαίο	nécessaire	αναγκαίος	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
nécessaires	αναγκαία	nécessaire	αναγκαίος	ADJ;MASC;PL	ADJ;NOM;FEM;SG
nécessaires	απαραίτητη	nécessaire	απαραίτητος	ADJ;MASC;PL	ADJ;NOM;FEM;SG
grave	τάφος	grave	τάφος	ADJ;MASC;SG	N;NOM;MASC;SG
grave	τάφο	grave	τάφος	ADJ;MASC;SG	N;ACC;MASC;SG
lord	άρχοντα	lord	άρχω	PROPN	N;ACC;MASC;SG
lord	άρχοντας	lord	άρχω	PROPN	V;IPFV;V.CVB;ACT
tourne	στροφή	tourner	στροφή	V;IND;SG;3;PRS;FIN	N;ACC;FEM;SG
tourne	s	tourner	s	V;IND;SG;3;PRS;FIN	
tourne	περιστροφή	tourner	περιστροφή	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
faute	φάουλ	faute	φάουλ	N;FEM;SG	
brunswick	bruns	brunswick	bruns	N;MASC;SG	
million	εκατομμύρια	million	εκατομμύριο	N;MASC;SG	N;NOM;NEUT;PL
extrait	απόσπασμα	extraire	απόσπασμα	V;MASC;SG;PST;V.PTCP	N;NOM;NEUT;SG
extrait	εκχύλισμα	extraire	εκχύλισμα	V;MASC;SG;PST;V.PTCP	N;NOM;NEUT;SG
extrait	απόσπασμα	extraire	απόσπασμα	V;MASC;SG;PST;V.PTCP	N;NOM;NEUT;SG
hill	λόφος	hill	λόφος	PROPN	N;NOM;MASC;SG
hill	χιλ	hill	χιλ	PROPN	
hill	hill	hill	hill	PROPN	
rivières	ρίβερς	rivière	ρίβη	N;FEM;PL	
directe	απευθείας	direct	απευθείας	ADJ;FEM;SG	ADV
directe	direct	direct	direct	ADJ;FEM;SG	
inférieure	κάτω	inférieur	κάτω	ADJ;FEM;SG	ADV
inférieure	κατώτερη	inférieur	κατώς	ADJ;FEM;SG	N;NOM;FEM;SG
inférieure	χαμηλότερα	inférieur	χαμηλά	ADJ;FEM;SG	ADV;CMPR
inférieure	κατώτερη	inférieur	κατώς	ADJ;FEM;SG	N;NOM;FEM;SG
inférieure	κατώτερο	inférieur	κάτω	ADJ;FEM;SG	N;NOM;NEUT;SG
gris	γκρέι	gris	γκρέι	N;MASC;SG	
gris	γκρίζα	gris	γκρίζα	N;MASC;SG	N;NOM;NEUT;PL
gris	γκρέι	gris	γκρέι	N;MASC;SG	
gris	γκρίζα	gris	γκρίζα	N;MASC;SG	N;NOM;NEUT;PL
gris	grey	gris	grey	N;MASC;SG	
aquitaine	aquitaine	aquitaine	aquitaine	ADJ;FEM;SG	
clément	κλέμεντ	clément	κλέμεντ	N;MASC;SG	
barbara	μπάρμπαρα	barbara	μπάρμπαρο	PROPN	
barbara	barbara	barbara	barbara	PROPN	
euro	ευρωζώνη	euro	ευρωζώνης	N;MASC;SG	ADJ;NOM;FEM;PL
euro	ευρωζώνης	euro	ευρωζώνης	N;MASC;SG	ADJ;GEN;FEM;SG
euro	euro	euro	euro	N;MASC;SG	
léger	φως	léger	φως	ADJ;MASC;SG	N;NOM;NEUT;SG
léger	light	léger	light	ADJ;MASC;SG	
léger	ελαφρύ	léger	ελαφρύ	ADJ;MASC;SG	N;NOM;NEUT;SG
léger	φώς	léger	φώς	ADJ;MASC;SG	N;NOM;NEUT;SG
léger	ελαφρών	léger	ελαφρός	ADJ;MASC;SG	N;GEN;FEM;PL
léger	ελαφρύς	léger	ελαφρύς	ADJ;MASC;SG	N;NOM;MASC;SG
léger	ελαφρύ	léger	ελαφρύ	ADJ;MASC;SG	N;NOM;NEUT;SG
disponibles	διαθέσιμος	disponible	διαθέσιμος	ADJ;MASC;PL	ADJ;NOM;MASC;SG
disponibles	διαθέσιμα	disponible	διαθέσιμος	ADJ;MASC;PL	V;IPFV;IND;PL;1;PRS;FIN;ACT
disponibles	διατίθεται	disponible	διαθέτω	ADJ;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;PASS
disponibles	διαθέσιμο	disponible	διαθέσιμο	ADJ;MASC;PL	N;NOM;NEUT;SG
disponibles	διαθέσιμη	disponible	διαθέσιμος	ADJ;MASC;PL	ADJ;NOM;FEM;SG
désigné	διορίζεται	désigner	διορίζω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
désigné	διορίζονται	désigner	διορίζω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
wilson	wilson	wilson	wilson	PROPN	
wilson	γουίλσον	wilson	γουίλσον	PROPN	PROPN;NOM;MASC;SG
wilson	ουίλσον	wilson	ουίλσον	PROPN	PROPN;NOM;MASC;SG
plate	πλατφόρμα	plat	πλατφόρμα	ADJ;FEM;SG	N;NOM;FEM;SG
plate	εξέδρα	plat	εξέδρα	ADJ;FEM;SG	N;NOM;FEM;SG
plate	αποβάθρα	plat	αποβάθρα	ADJ;FEM;SG	N;NOM;FEM;SG
similaire	παρόμοιο	similaire	παρόμοιος	ADJ;MASC;SG	N;NOM;NEUT;SG
similaire	παρόμοιες	similaire	παρόμοιος	ADJ;MASC;SG	ADJ;NOM;FEM;PL
similaire	παρόμοια	similaire	παρόμοιος	ADJ;MASC;SG	ADV
cordes	χορδή	corde	χορδή	N;FEM;PL	N;NOM;FEM;SG
golden	χρυσό	golden	χρυσός	N;MASC;SG	
golden	golden	golden	golden	N;MASC;SG	
golden	χρυσά	golden	χρυσάς	N;MASC;SG	N;NOM;NEUT;PL
détail	λιανική	détail	λιανικός	N;MASC;SG	ADJ;NOM;FEM;SG
détail	λιανικής	détail	λιανικός	N;MASC;SG	ADJ;GEN;FEM;SG
détail	λεπτομέρειες	détail	λεπτομέρεια	N;MASC;SG	N;NOM;FEM;PL
détail	λεπτομέρειες	détail	λεπτομέρεια	N;MASC;SG	N;NOM;FEM;PL
dan	νταν	dan	νταν	PROPN	
dan	dan	dan	dan	PROPN	
accompagné	συνοδεύεται	accompagner	συνοδεύω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
accompagné	συνοδεύονται	accompagner	συνοδεύω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
accompagné	συνοδευόμενη	accompagner	συνοδευόμενος	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
matériaux	υλικό	matériau	υλικό	N;MASC;PL	N;NOM;NEUT;SG
risques	κίνδυνος	risque	κίνδυνος	N;MASC;PL	N;NOM;MASC;SG
risques	κίνδυνο	risque	κίνδυνος	N;MASC;PL	N;ACC;MASC;SG
risques	ρίσκο	risque	Ρίσκο	N;MASC;PL	N;NOM;NEUT;SG
risques	κινδύνου	risque	κίνδυνος	N;MASC;PL	N;GEN;MASC;SG
charlotte	charlotte	charlotte	charlotte	N;FEM;SG	
charlotte	σαρλότ	charlotte	σαρλότ	N;FEM;SG	
charlotte	σάρλοτ	charlotte	σάρλοτ	N;FEM;SG	PROPN;NOM;FEM;SG
jury	ένορκοι	jury	ένορκος	N;MASC;SG	ADJ;NOM;MASC;PL
anglo	anglo	anglo	anglo	N;MASC;SG	
monnaie	χρήματα	monnaie	χρήμα	N;FEM;SG	N;NOM;NEUT;PL
monnaie	λεφτά	monnaie	λεφτό	N;FEM;SG	ADV
enseigne	σημαιοφόρος	enseigner	σημαιοφόρος	N;FEM;SG	ADJ;NOM;MASC;SG
renommée	φήμη	renommer	φήμη	V;FEM;SG;PST;V.PTCP	N;ACC;FEM;SG
renommée	δόξα	renommer	δίχομαι	V;FEM;SG;PST;V.PTCP	N;ACC;FEM;SG
renommée	φήμη	renommer	φήμη	V;FEM;SG;PST;V.PTCP	N;ACC;FEM;SG
renommée	υπόληψη	renommer	υπόληψη	V;FEM;SG;PST;V.PTCP	N;ACC;FEM;SG
franc	φράγκο	franc	φράγκο	ADJ;MASC;SG	N;NOM;NEUT;SG
didier	ντιντιέ	didier	ντιντιέ	PROPN	
mac	mac	mac	mac	N;MASC;SG	
mac	μακ	mac	μακ	N;MASC;SG	
vendu	πωλείται	vendre	πωλώ	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
vendu	πωλούνται	vendre	πωλώ	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
