der	the	der	the	DET;NOM;DEF;MASC;SG	PROPN
streit	perselisihan	streit	perselisihan	ADJ	N;SG
streit	argumen	streit	argumen	ADJ	N;SG
streit	bertarung	streit	bertarung	ADJ	V;SG;ACT
streit	berkelahi	streit	berkelahi	ADJ	V;SG;ACT
streit	fight	streit	fight	ADJ	PROPN
streit	lawan	streit	lawan	ADJ	N;SG;ACT
streit	melawan	streit	menlawan	ADJ	ADP;SG;ACT
streit	berjuang	streit	berjuang	ADJ	V;SG;ACT
streit	sengketa	streit	sengketa	ADJ	N;SG
streit	perselisihan	streit	perselisihan	ADJ	N;SG
streit	persengketaan	streit	persengketaan	ADJ	N;SG
streit	kontroversi	streit	kontroversi	ADJ	N;SG
streit	bertengkar	streit	bertengkar	ADJ	V;SG;ACT
streit	pertengkaran	streit	pertengkaran	ADJ	N;SG
koch	chef	koch	chef		PROPN
koch	koki	koch	koki		N
koch	koch	koch	koch		PROPN
weiterleitung	pengalihan	weiterleitung	penalihan	ADJ	N;SG
weiterleitung	transmisi	weiterleitung	transmisi	ADJ	N;SG
weiterleitung	meneruskan	weiterleitung	menteruskan	ADJ	V;SG;ACT
weiterleitung	routing	weiterleitung	routing	ADJ	N
weiterleitung	pengalihan	weiterleitung	penalihan	ADJ	N;SG
irgendwo	dimanapun	irgendwo	dimanapun	ADV	
irgendwo	kemanapun	irgendwo	kemanapun	ADV	
ausstellungen	expositions	ausstellingen	expositions	N;NOM;FEM;PL	PROPN
ausstellungen	pameran	ausstellingen	pameran	N;NOM;FEM;PL	N;SG
ausstellungen	pameran	ausstellingen	pameran	N;NOM;FEM;PL	N;SG
ausstellungen	pameran	ausstellingen	pameran	N;NOM;FEM;PL	N;SG
roger	roger	roger	roger	PROPN;NOM;MASC;SG	PROPN
schlug	saran	schlagen	saran	V;IND;SG;3;PST;FIN	N;SG
kurzer	short	kurz	short	ADJ	PROPN
kurzer	ringkas	kurz	ringkas	ADJ	PROPN;SG
kurzer	brief	kurz	brief	ADJ	PROPN
tempel	temple	tempel	temple		PROPN
tempel	candi	tempel	candi		PROPN
tempel	kuil	tempel	kuil		N;SG
tempel	candi	tempel	candi		PROPN
tempel	kuil	tempel	kuil		N;SG
bearbeitung	edit	bearbeitung	edit	N;NOM;FEM;SG	PROPN
bearbeitung	menyunting	bearbeitung	menyunting	N;NOM;FEM;SG	V
bearbeitung	memroses	bearbeitung	menpros	N;NOM;FEM;SG	V;SG;ACT
bearbeitung	memproses	bearbeitung	menproses	N;NOM;FEM;SG	V;SG;ACT
bearbeitung	diproses	bearbeitung	diproses	N;NOM;FEM;SG	V;SG;PASS
wehrmacht	wehrmacht	wehrmachen	wehrmacht	PROPN	N
nutzer	pemakai	nutzer	penpakai		N;SG
nutzer	pengguna	nutzer	penguna		N;SG
nutzer	pemakai	nutzer	penpakai		N;SG
nutzer	pengguna	nutzer	penguna		N;SG
gedacht	pikir	denken|gedenken	pikir	V;V.PTCP	
gedacht	pemikiran	denken|gedenken	penpikiran	V;V.PTCP	N;SG
vierte	keempat	viert	keempat	ADJ;NOM;FEM;SG	NUM
erfahrung	pengalaman	erfahrung	pengalaman	ADJ	N;SG
erfahrung	pengalaman	erfahrung	pengalaman	ADJ	N;SG
carlos	carlos	carlos	carlos	PROPN;NOM;SG	PROPN
denken	thinking	denken	thinking	V;NFIN	PROPN
denken	pemikiran	denken	penpikiran	V;NFIN	N;SG
denken	pikir	denken	pikir	V;NFIN	
denken	mindset	denken	mindset	V;NFIN	N;SG
täglich	everyday	täglich	everyday	ADJ	PROPN
täglich	harian	täglich	harian	ADJ	N;SG
täglich	daily	täglich	daily	ADJ	PROPN
breslau	wroclaw	breslau	wroclaw	PROPN;NOM;SG	PROPN
breslau	wrocław	breslau	wrocław	PROPN;NOM;SG	PROPN
breslau	breslau	breslau	breslau	PROPN;NOM;SG	PROPN
umfang	lingkar	umfingen	lingkar		N;SG;ACT
umfang	volume	umfingen	volume		N;SG
umfang	borongan	umfingen	borongan		N
umfang	volum	umfingen	volum		PROPN;SG
umfang	luasnya	umfingen	luas		N;SG
umfang	cakupan	umfingen	cakupan		N;SG
umfang	lingkup	umfingen	lingkup		N;SG
laufen	running	laufen	running	V;NFIN	PROPN
laufen	lari	laufen	lari	V;NFIN	N;SG
laufen	lari	laufen	lari	V;NFIN	N;SG
kern	kern	kern	kern	ADJ	PROPN
kern	core	kern	core	ADJ	PROPN
kern	inti	kern	inti	ADJ	PROPN;SG
kern	inti	kern	inti	ADJ	PROPN;SG
dörfer	desa	dörfern	desa		N;SG
bill	tagihan	billen	tagihan	PROPN;NOM;MASC;SG	N;SG
bill	bill	billen	bill	PROPN;NOM;MASC;SG	PROPN
bill	tagih	billen	tagih	PROPN;NOM;MASC;SG	N;SG;ACT
bill	ruu	billen	ruu	PROPN;NOM;MASC;SG	N;SG
dom	katedral	dom	katedral	PROPN;NOM;MASC;SG	N
dom	kubah	dom	kubah	PROPN;NOM;MASC;SG	N
dom	dome	dom	dome	PROPN;NOM;MASC;SG	PROPN
dom	katedral	dom	katedral	PROPN;NOM;MASC;SG	N
dom	dom	dom	dom	PROPN;NOM;MASC;SG	PROPN
kaufmann	pedagang	kaufmann	pedagang		N;SG
kaufmann	pebisnis	kaufmann	pebisnis		N;SG
kaufmann	pengusaha	kaufmann	penusaha		N;SG
direkte	direct	direkt	direct	ADJ;NOM;FEM;PL	PROPN
direkte	langsung	direkt	langsung	ADJ;NOM;FEM;PL	ADV
brief	surat	brufen	surat	V;IND;SG;3;PST;FIN	N;SG
brief	huruf	brufen	huruf	V;IND;SG;3;PST;FIN	N;SG
brief	letter	brufen	letter	V;IND;SG;3;PST;FIN	PROPN
ben	ben	ben	ben		PROPN
awards	penghargaan	awards	penhargaan	PROPN	N;SG
ermöglichen	aktifkan	ermöglichen	aktifkan	V;NFIN	N;SG;ACT
ermöglichen	izinkan	ermöglichen	izinkan	V;NFIN	
ermöglichen	ijinkan	ermöglichen	ijinkan	V;NFIN	
ermöglichen	editan	ermöglichen	editan	V;NFIN	N;SG
force	force	force	force	PROPN;NOM;SG	PROPN
force	memaksa	force	menpaksa	PROPN;NOM;SG	V;SG;ACT
force	angkatan	force	angkatan	PROPN;NOM;SG	N;SG
force	paksa	force	paksa	PROPN;NOM;SG	N;SG;ACT
force	paksakan	force	paksakan	PROPN;NOM;SG	V;SG;ACT
maximal	max	maximal	max	ADJ	
maximal	maks	maximal	maks	ADJ	PROPN
maximal	atasan	maximal	atasan	ADJ	N;SG
maximal	maximum	maximal	maximum	ADJ	PROPN
forum	forum	forum	forum		PROPN
forum	forum	forum	forum		PROPN
fahren	kandar	fahren	kandar	V;NFIN	PROPN
fahren	drive	fahren	drive	V;NFIN	PROPN
physiker	fisika	physiker	fisika	ADJ	N;SG
physiker	fisikawan	physiker	fisikawan	ADJ	N;MASC;SG
physiker	fisikawan	physiker	fisikawan	ADJ	N;MASC;SG
weltmeister	juara	weltmeister	juara	ADJ	N;SG
weltmeister	champion	weltmeister	champion	ADJ	N
preise	harga	preis	harga	ADJ	N;SG
preise	harga	preis	harga	ADJ	N;SG
preise	tarif	preis	tarif	ADJ	N;SG
preise	penghargaan	preis	penhargaan	ADJ	N;SG
preise	harga	preis	harga	ADJ	N;SG
preise	hadiah	preis	hadiah	ADJ	N;SG
philosoph	filsuf	philosoph	filsuf	PROPN;NOM;SG	N
klassische	klasik	klassisch	klasik	ADJ;NOM;FEM;PL	N;SG
klassische	klasik	klassisch	klasik	ADJ;NOM;FEM;PL	N;SG
klassische	classic	klassisch	classic	ADJ;NOM;FEM;PL	PROPN
goldenen	golden	golden	golden	ADJ;NOM;MASC;PL	PROPN
goldenen	emas	golden	emas	ADJ;NOM;MASC;PL	N;SG
goldenen	keemasan	golden	keemasan	ADJ;NOM;MASC;PL	N;SG
times	kali	times	kali	PROPN;NOM;SG	N;SG
times	times	times	times	PROPN;NOM;SG	PROPN
oliver	oliver	oliver	oliver	ADJ	PROPN
ensemble	ensemble	ensemble	ensemble		PROPN
diplomat	diplomat	diplomat	diplomat	ADJ	N
wissenschaftler	peneliti	wissenschaftl	penteliti	ADJ	N;SG
wissenschaftler	ilmuwan	wissenschaftl	ilmuwan	ADJ	N;MASC;SG
wissenschaftler	ilmuan	wissenschaftl	ilmuan	ADJ	N;SG
wissenschaftler	ulama	wissenschaftl	ulama	ADJ	N;SG
wissenschaftler	sarjana	wissenschaftl	sarjana	ADJ	N
wissenschaftler	cendekiawan	wissenschaftl	cendekiawan	ADJ	N;SG
wissenschaftler	peneliti	wissenschaftl	penteliti	ADJ	N;SG
wissenschaftler	ilmuwan	wissenschaftl	ilmuwan	ADJ	N;MASC;SG
malerei	melukis	malerei	menlukis	ADJ;NOM;FEM;SG	V;SG;ACT
malerei	lukisan	malerei	lukisan	ADJ;NOM;FEM;SG	N;SG
malerei	lukisan	malerei	lukisan	ADJ;NOM;FEM;SG	N;SG
gewicht	berat	wechen	berat	N;NOM;NEUT;SG	ADJ;SG
gewicht	berat	wechen	berat	N;NOM;NEUT;SG	ADJ;SG
absolut	mutlak	absolut	mutlak	ADV	ADJ;SG
absolut	absolut	absolut	absolut	ADV	ADJ;SG
absolut	absolute	absolut	absolute	ADV	PROPN
who	siapa	who	siapa	PROPN;NOM;SG	PRO
who	who	who	who	PROPN;NOM;SG	PROPN
glück	fortune	glück	fortune	N;NOM;SG	PROPN
glück	beruntung	glück	beruntung	N;NOM;SG	ADJ;SG
glück	mujur	glück	mujur	N;NOM;SG	ADJ;SG
glück	lucky	glück	lucky	N;NOM;SG	PROPN
glück	happiness	glück	happiness	N;NOM;SG	PROPN
glück	beruntung	glück	beruntung	N;NOM;SG	ADJ;SG
glück	luck	glück	luck	N;NOM;SG	PROPN
veränderungen	modifikasi	veränderung	modifikasi	V;NFIN	N;SG
veränderungen	perubahan	veränderung	perubahan	V;NFIN	N;SG
autorin	novelis	autorin	novelis	PROPN	N
autorin	penulis	autorin	pentulis	PROPN	N;SG
autorin	pengarang	autorin	penarang	PROPN	N;SG
autorin	penulis	autorin	pentulis	PROPN	N;SG
autorin	pembuat	autorin	penbuat	PROPN	N;SG
gitarre	guitar	gitarre	guitar	ADJ	N
gitarre	gitar	gitarre	gitar	ADJ	N;SG
gitarre	gitar	gitarre	gitar	ADJ	N;SG
patrick	patrick	patrick	patrick	PROPN;NOM;MASC;SG	PROPN
behörden	otoritas	behörden	otoritas	V;NFIN	N;SG
rechtsanwalt	pengacara	rechtsanwalt	pengacara	ADJ	N;SG
rechtsanwalt	pengacara	rechtsanwalt	pengacara	ADJ	N;SG
rechtsanwalt	pengacara	rechtsanwalt	pengacara	ADJ	N;SG
ingenieur	teknik	ingenieur	teknik		N;SG
ingenieur	rekayasa	ingenieur	rekayasa		N;SG
ingenieur	insinyur	ingenieur	insinyur		N;SG
ingenieur	teknisi	ingenieur	teknisi		N;SG
ingenieur	insinyur	ingenieur	insinyur		N;SG
ingenieur	engineer	ingenieur	engineer		PROPN
goldene	golden	golden	golden	ADJ;NOM;FEM;PL	PROPN
goldene	emas	golden	emas	ADJ;NOM;FEM;PL	N;SG
goldene	keemasan	golden	keemasan	ADJ;NOM;FEM;PL	N;SG
goldene	emas	golden	emas	ADJ;NOM;FEM;PL	N;SG
goldene	gold	golden	gold	ADJ;NOM;FEM;PL	PROPN
manager	manager	manager	manager	ADJ	PROPN
manager	manajer	manager	manajer	ADJ	N;SG
manager	pengelola	manager	penkelola	ADJ	N;SG
manager	manajer	manager	manajer	ADJ	N;SG
manager	pengelola	manager	penkelola	ADJ	N;SG
senat	senat	senaen	senat		N;SG
reisen	perjalanan	reisen	perjalanan	V;NFIN	N;SG
reisen	travel	reisen	travel	V;NFIN	PROPN
reisen	wisata	reisen	wisata	V;NFIN	N;SG
reisen	tur	reisen	tur	V;NFIN	N
reisen	tours	reisen	tours	V;NFIN	PROPN
reisen	tour	reisen	tour	V;NFIN	PROPN
reisen	wisata	reisen	wisata	V;NFIN	N;SG
reisen	traveling	reisen	traveling	V;NFIN	N
reisen	perjalanan	reisen	perjalanan	V;NFIN	N;SG
rundfunk	siarkan	rundfunk	siarkan		V;SG;ACT
rundfunk	siaran	rundfunk	siaran		N;SG
rundfunk	broadcast	rundfunk	broadcast		PROPN
rundfunk	penyiaran	rundfunk	pensiaran		N;SG
rundfunk	rundfunk	rundfunk	rundfunk		PROPN
rundfunk	siaran	rundfunk	siaran		N;SG
rundfunk	penyiaran	rundfunk	pensiaran		N;SG
rundfunk	radio	rundfunk	radio		PROPN;SG
hoffmann	hoffmann	hoffmann	hoffmann	PROPN;NOM;MASC;SG	PROPN
hoffmann	hoffman	hoffmann	hoffman	PROPN;NOM;MASC;SG	PROPN
zugänglich	diakses	zugänglich	diakses	ADJ	V;SG;PASS
zugänglich	diakses	zugänglich	diakses	ADJ	V;SG;PASS
reinhard	reinhard	reinhard	reinhard	PROPN;NOM;MASC;SG	PROPN
din	din	din	din		PROPN
erinnerung	mengenang	erinnerung	menkenang	ADJ	V;SG;ACT
erinnerung	memories	erinnerung	menpories	ADJ	PROPN
erinnerung	memori	erinnerung	memori	ADJ	N;SG
erinnerung	kenangan	erinnerung	kenangan	ADJ	N;SG
erinnerung	pengingat	erinnerung	peningat	ADJ	N;SG
erinnerung	adz	erinnerung	adz	ADJ	PROPN
erinnerung	alarm	erinnerung	alarm	ADJ	N;SG
erinnerung	memory	erinnerung	memory	ADJ	PROPN
erinnerung	kenangan	erinnerung	kenangan	ADJ	N;SG
erinnerung	ingatan	erinnerung	ingatan	ADJ	N;SG
erinnerung	memori	erinnerung	memori	ADJ	N;SG
urteil	memerintah	urteil	menperintah	N;SG	V;SG;ACT
internationaler	international	international	international	ADJ	N
internationaler	mancanegara	international	mancanegara	ADJ	N
botschafter	duta	botschafter	duta	ADJ	N;SG
botschafter	duta	botschafter	duta	ADJ	N;SG
heilige	santo	heilig	santo	ADJ;NOM;FEM;PL	PROPN
heilige	saints	heilig	saints	ADJ;NOM;FEM;PL	PROPN
heilige	suci	heilig	suci	ADJ;NOM;FEM;PL	ADJ;SG
heilige	kudus	heilig	kudus	ADJ;NOM;FEM;PL	PROPN;SG
heilige	holy	heilig	holy	ADJ;NOM;FEM;PL	PROPN
heilige	suci	heilig	suci	ADJ;NOM;FEM;PL	ADJ;SG
heilige	sakral	heilig	sakral	ADJ;NOM;FEM;PL	N
marx	marx	marx	marx	PROPN;NOM;SG	N
nominierung	dinominasikan	nominierung	dinominasikan	N;NOM;FEM;SG	V;SG;PASS
moritz	maurice	moritz	maurice	PROPN;NOM;SG	PROPN
moritz	moritz	moritz	moritz	PROPN;NOM;SG	PROPN
festgelegt	set	festlegen	set	V;V.PTCP	PROPN;SG
festgelegt	setel	festlegen	setel	V;V.PTCP	N;SG;ACT
festgelegt	atur	festlegen	atur	V;V.PTCP	;ACT
fdp	fdp	fdp	fdp	PROPN;NOM;FEM;SG	PROPN
fraktion	pecahan	fraktion	pecahan	PROPN	N;SG
fraktion	fraksi	fraktion	fraksi	PROPN	N;SG
fraktion	faksi	fraktion	faksi	PROPN	N;SG
fraktion	golongan	fraktion	golongan	PROPN	N;SG
fraktion	fraksi	fraktion	fraksi	PROPN	N;SG
wirtschaftliche	perekonomian	wirtschaftlich	perekonomian	ADJ;NOM;FEM;PL	N;SG
wirtschaftliche	ekonomi	wirtschaftlich	ekonomi	ADJ;NOM;FEM;PL	N;SG
wirtschaftliche	economie	wirtschaftlich	economie	ADJ;NOM;FEM;PL	PROPN
wirtschaftliche	ekonomis	wirtschaftlich	ekonomis	ADJ;NOM;FEM;PL	N
wirtschaftliche	hemat	wirtschaftlich	hemat	ADJ;NOM;FEM;PL	ADJ;SG
bauen	building	bauen	building	V;NFIN	PROPN
bauen	bangunan	bauen	bangunan	V;NFIN	N;SG
bauen	gedung	bauen	gedung	V;NFIN	N;SG
bauen	bina	bauen	bina	V;NFIN	PROPN;SG
bauen	build	bauen	build	V;NFIN	PROPN
filmografie	filmografi	filmografie	filmografi		PROPN
lord	lord	lord	lord	PROPN;NOM;SG	PROPN
lord	tuhan	lord	tuhan	PROPN;NOM;SG	N;SG
auge	eye	auge	eye	N;NOM;SG	PROPN
katharina	katherine	katharina	katherine	PROPN;NOM;FEM;SG	PROPN
katharina	katharina	katharina	katharina	PROPN;NOM;FEM;SG	PROPN
katharina	gillian	katharina	gillian	PROPN;NOM;FEM;SG	PROPN
katharina	catherine	katharina	catherine	PROPN;NOM;FEM;SG	PROPN
katharina	katarina	katharina	katarina	PROPN;NOM;FEM;SG	PROPN
unterschieden	terhormat	unterscheiden	terhormat	V;V.PTCP	ADJ;RL;SG
geburt	melahirkan	geburen	menlahirkan	N;SG	V;SG;ACT
geburt	lahir	geburen	lahir	N;SG	V;SG;ACT
obere	upper	ober	upper	ADJ;NOM;FEM;PL	PROPN
obere	atas	ober	atas	ADJ;NOM;FEM;PL	ADP;SG
olympische	olympic	olympisch	olympic	ADJ;NOM;FEM;PL	PROPN
olympische	olimpiade	olympisch	olimpiade	ADJ;NOM;FEM;PL	N;SG
kommandeur	commander	kommandeur	commander	N;SG	PROPN
systeme	systems	system	systems	N;NOM	PROPN
rose	rose	rose	rose	PROPN;NOM;SG	PROPN
rose	mawar	rose	mawar	PROPN;NOM;SG	N;SG
wales	wales	wales	wales	PROPN;NOM;MASC;SG	PROPN
feuer	fire	feuer	fire		PROPN
feuer	api	feuer	api		N;SG
feuer	kebakaran	feuer	kebakaran		N;SG
feuer	kebakaran	feuer	kebakaran		N;SG
feuer	flame	feuer	flame		PROPN
prüfung	menguji	prüfung	menkuji	N;SG	V;SG;ACT
prüfung	uji	prüfung	uji	N;SG	PROPN;SG
prüfung	test	prüfung	test	N;SG	PROPN
prüfung	testing	prüfung	testing	N;SG	PROPN
prüfung	menguji	prüfung	menkuji	N;SG	V;SG;ACT
vergessen	lupa	vergessen	lupa	V;V.PTCP	;ACT
vergessen	lupa	vergessen	lupa	V;V.PTCP	;ACT
vergessen	lupa	vergessen	lupa	V;V.PTCP	;ACT
vergessen	lupa	vergessen	lupa	V;V.PTCP	;ACT
polnische	semir	polnisch	semir	ADJ;NOM;FEM;PL	N;SG
polnische	polandia	polnisch	polandia	ADJ;NOM;FEM;PL	PROPN;SG
polnische	polish	polnisch	polish	ADJ;NOM;FEM;PL	PROPN
distrikt	distrik	distrikt	distrik	ADJ	N;SG
distrikt	kecamatan	distrikt	kecamatan	ADJ	N;SG
distrikt	raionul	distrikt	raionul	ADJ	N
distrikt	kabupaten	distrikt	kabupaten	ADJ	N;SG
distrikt	daerah	distrikt	daerah	ADJ	N;SG
iso	iso	iso	iso		PROPN
bestanden	oper	bestehen	oper	V;V.PTCP	PROPN
bestanden	pass	bestehen	pass	V;V.PTCP	PROPN
behauptet	klaim	behaupten	klaim	V;V.PTCP	N;SG
irland	irlandia	irland	irlandia	PROPN;NOM;NEUT;SG	N;SG
pennsylvania	pennsylvania	pennsylvania	pennsylvania	PROPN;NOM;NEUT;SG	PROPN
eugen	eugen	eugen	eugen		PROPN
aufmerksamkeit	perhatian	aufmerksamkeit	perhatian	ADJ	N;SG
aufmerksamkeit	kecermatan	aufmerksamkeit	kecermatan	ADJ	N;SG
kunden	customer	kund	customer	N	PROPN
generell	umumnya	generell	umumnya	ADJ	ADV
erlangen	erlangen	erlangen	erlangen	V;NFIN	PROPN
himmel	sorga	himmel	sorga		N
himmel	kayangan	himmel	kayangan		N
himmel	surga	himmel	surga		PROPN;SG
himmel	heaven	himmel	heaven		PROPN
himmel	langit	himmel	langit		N;SG
himmel	sky	himmel	sky		PROPN
himmel	langit	himmel	langit		N;SG
himmel	angkasa	himmel	angkasa		N;SG
himmel	langit	himmel	langit		N;SG
himmel	skies	himmel	skies		PROPN
hundert	hundred	hundert	hundred	NUM	PROPN
hundert	ratusan	hundert	ratusan	NUM	N;SG
mike	mike	mike	mike	PROPN;NOM;MASC;SG	PROPN
adresse	url	adresse	url	N;NOM;FEM;SG	PROPN
eingang	entry	eingehen	entry	N;SG	PROPN
eingang	masukkan	eingehen	masukkan	N;SG	V;SG;ACT
eva	eva	eva	eva	PROPN;NOM;FEM;SG	PROPN
eva	hawa	eva	hawa	PROPN;NOM;FEM;SG	PROPN;SG
eva	eve	eva	eve	PROPN;NOM;FEM;SG	PROPN
western	barat	western	barat	PROPN;NOM;SG	N;SG
western	western	western	western	PROPN;NOM;SG	PROPN
green	green	Green	green	PROPN;NOM;SG	PROPN
green	hijau	Green	hijau	PROPN;NOM;SG	ADJ;SG
bessere	better	gut	better	ADJ;NOM;FEM;PL	PROPN
sir	sir	sir	sir	PROPN;NOM;MASC;SG	PROPN
sir	pak	sir	pak	PROPN;NOM;MASC;SG	
sir	tuan	sir	tuan	PROPN;NOM;MASC;SG	N;SG
anhänger	pendukung	anhänger	pendukung		N;SG
anhänger	liontin	anhänger	liontin		N;SG
anhänger	trailer	anhänger	trailer		PROPN
anhänger	followers	anhänger	followers		PROPN
anhänger	pengikut	anhänger	penikut		N;SG
anhänger	liontin	anhänger	liontin		N;SG
anhänger	trailer	anhänger	trailer		PROPN
erheblich	substansial	erheblich	substansial	ADJ	N;SG
columbia	columbia	columbia	columbia	PROPN	PROPN
columbia	kolombia	columbia	kolombia	PROPN	PROPN;SG
toten	tewas	toten	tewas	V;PL;FIN	ADJ;SG
toten	dead	toten	dead	V;PL;FIN	PROPN
toten	mati	toten	mati	V;PL;FIN	ADJ;SG
kirchengemeinde	parish	kirchengemeinde	parish	ADJ;NOM;FEM;PL	PROPN
kirchengemeinde	paroki	kirchengemeinde	paroki	ADJ;NOM;FEM;PL	N
kirchengemeinde	jemaat	kirchengemeinde	jemaat	ADJ;NOM;FEM;PL	N;SG
dänischen	denmark	dänisch	denmark	ADJ;MASC	PROPN
kontext	konteks	kontext	konteks	ADJ	N;SG
kontext	konteks	kontext	konteks	ADJ	N;SG
kontext	kontek	kontext	kontek	ADJ	N;SG
sichtbar	kelihatan	sichtbar	kelihatan	ADJ	V;SG;PASS
sichtbar	nampak	sichtbar	nampak	ADJ	V
sichtbar	terlihat	sichtbar	terlihat	ADJ	V;SG;PASS
blues	blues	blues	blues	PROPN;NOM;SG	PROPN
spanische	spanish	spanisch	spanish	ADJ;NOM;FEM;PL	PROPN
spanische	spanyol	spanisch	spanyol	ADJ;NOM;FEM;PL	PROPN;SG
details	perincian	details	penrincian	N;NOM;NEUT;PL	N;SG
details	rincian	details	rincian	N;NOM;NEUT;PL	N;SG
details	detil	details	detil	N;NOM;NEUT;PL	ADJ;SG
details	detail	details	detail	N;NOM;NEUT;PL	
details	perincian	details	penrincian	N;NOM;NEUT;PL	N;SG
details	rincian	details	rincian	N;NOM;NEUT;PL	N;SG
details	detail	details	detail	N;NOM;NEUT;PL	
details	detil	details	detil	N;NOM;NEUT;PL	ADJ;SG
info	info	info	info		PROPN;SG
herrscher	penguasa	herrscher	penkuasa		N;SG
herrscher	penggaris	herrscher	pengaris		N;SG
herrscher	kaisar	herrscher	kaisar		PROPN;SG
herrscher	penguasa	herrscher	penkuasa		N;SG
planung	penjadwalan	planung	penjadwalan	ADJ	N;SG
planung	menjadwalkan	planung	menjadwalkan	ADJ	V;SG;ACT
planung	disain	planung	disain	ADJ	N;SG
planung	design	planung	design	ADJ	N;SG
planung	desain	planung	desain	ADJ	N;SG
planung	merencanakan	planung	menrencanakan	ADJ	V;SG;ACT
planung	berencana	planung	berrencana	ADJ	V;SG;ACT
planung	perencanaan	planung	penrencanaan	ADJ	N;SG
planung	programming	planung	programming	ADJ	PROPN
planung	pemrograman	planung	penprograman	ADJ	N;SG
leiden	leiden	leiden	leiden	V;NFIN	PROPN
leiden	penderitaan	leiden	penderitaan	V;NFIN	N;SG
leiden	derita	leiden	derita	V;NFIN	N;SG
wirtschaftlichen	perekonomian	wirtschaftlich	perekonomian	ADJ;NOM;MASC;PL	N;SG
wirtschaftlichen	ekonomi	wirtschaftlich	ekonomi	ADJ;NOM;MASC;PL	N;SG
komponisten	komposer	komponist	komposer	ADJ	N;SG
komponisten	penyusun	komponist	pensusun	ADJ	N;SG
victor	victor	victor	victor	PROPN;NOM;MASC;SG	PROPN
hängt	hang	hängen	hang	V;IND;SG;3;PRS;FIN	PROPN
verstärkt	diintensifkan	verstärkt	diintensifkan	ADJ	V;SG;PASS
verstärkt	diperkuat	verstärkt	diperkuat	ADJ	V;SG;PASS
verstärkt	diperkuat	verstärkt	diperkuat	ADJ	V;SG;PASS
verstärkt	diperkuat	verstärkt	diperkuat	ADJ	V;SG;PASS
verstärkt	perkuat	verstärkt	perkuat	ADJ	V;SG;ACT
aufgehoben	diangkat	aufheben	diangkat	ADJ;V.PTCP	V;SG;PASS
aufgehoben	terangkat	aufheben	terangkat	ADJ;V.PTCP	V;SG;PASS
aufgehoben	dicabut	aufheben	dicabut	ADJ;V.PTCP	V;SG;PASS
aufgehoben	dibatalkan	aufheben	dibatalkan	ADJ;V.PTCP	V;SG;PASS
aufgehoben	dicabut	aufheben	dicabut	ADJ;V.PTCP	V;SG;PASS
aufgehoben	mencabut	aufheben	mencabut	ADJ;V.PTCP	V;SG;ACT
henri	henri	henri	henri	PROPN;NOM;MASC;SG	PROPN
partner	rekanan	partner	rekanan	ADJ	N;SG
partner	mitra	partner	mitra	ADJ	N;SG
partner	afiliasi	partner	afiliasi	ADJ	N;SG
partner	amang	partner	amang	ADJ	PROPN
partner	afiliasi	partner	afiliasi	ADJ	N;SG
partner	partner	partner	partner	ADJ	PROPN
partner	mitra	partner	mitra	ADJ	N;SG
partner	pasangan	partner	pasangan	ADJ	N;SG
partner	rekan	partner	rekan	ADJ	N;SG
abkürzung	kependekan	abkürzung	kependekan	ADJ	N;SG
abkürzung	singkatan	abkürzung	singkatan	ADJ	N;SG
abkürzung	akronim	abkürzung	akronim	ADJ	N
abkürzung	pintasan	abkürzung	pintasan	ADJ	N
jörg	jörg	jörgen	jörg	PROPN;NOM;MASC;SG	PROPN
jörg	steven	jörgen	steven	PROPN;NOM;MASC;SG	PROPN
masse	borongan	massen	borongan		N
masse	massal	massen	massal		N;SG
masse	masal	massen	masal		N;SG
masse	masse	massen	masse		PROPN
masse	massa	massen	massa		N
masse	mass	massen	mass		PROPN
masse	massa	massen	massa		N
masse	misa	massen	misa		N
chance	chance	chance	chance	N;NOM;FEM;SG	PROPN
chance	berpeluang	chance	berpeluang	N;NOM;FEM;SG	V;SG;ACT
rücken	ridge	rücken	ridge	V;NFIN	PROPN
rücken	perbukitan	rücken	perbukitan	V;NFIN	N;SG
rücken	balik	rücken	balik	V;NFIN	N;SG;ACT
rücken	back	rücken	back	V;NFIN	PROPN
rücken	belakang	rücken	belakang	V;NFIN	N;SG
rücken	punggung	rücken	punggung	V;NFIN	N;SG
chris	chris	chris	chris	PROPN;NOM;MASC;SG	PROPN
naturschutzgebiet	reservasi	naturschutzgebieten	reservasi	ADJ	PROPN
nationen	bangsa	nation	bangsa	N;NOM;FEM;PL	N;SG
nationen	nation	nation	nation	N;NOM;FEM;PL	PROPN
nationen	nations	nation	nations	N;NOM;FEM;PL	PROPN
test	menguji	test	menkuji	N	V;SG;ACT
test	uji	test	uji	N	PROPN;SG
test	test	test	test	N	PROPN
test	testing	test	testing	N	PROPN
test	menguji	test	menkuji	N	V;SG;ACT
test	asai	test	asai	N	
harald	harald	harald	harald	PROPN;NOM;MASC;SG	PROPN
unterstützen	mendukung	unterstützen	mendukung	V;NFIN	N;SG;ACT
unterstützen	dukungan	unterstützen	dukungan	V;NFIN	N;SG
unterstützen	dukung	unterstützen	dukung	V;NFIN	N;SG;ACT
unterstützen	support	unterstützen	support	V;NFIN	PROPN
unterstützen	mendukung	unterstützen	mendukung	V;NFIN	N;SG;ACT
unterstützen	mendukung	unterstützen	mendukung	V;NFIN	N;SG;ACT
