جاپا	entrega	جاپا	entrega	PROPN;NOM;MASC;SG;3	N
چِڑچِڑا	crosstree	چِڑچِڑا	crosstree	PROPN;NOM;MASC;SG;3	PROPN
چڑھ	incremento	چڑھ	incremento	V;ACT	N
چڑھ	aumento	چڑھ	aumento	V;ACT	N
چڑھ	a	چڑھ	o	V;ACT	DET
چڑھ	ataque	چڑھ	ataque	V;ACT	N
چڑھ	asalto	چڑھ	asalto	V;ACT	N
چڑھا	ton	چڑھ	ton	V;PFV;MASC;SG;V.PTCP;ACT	N
چڑھانا	a	چڑھا	o	V;MASC;SG;NFIN;ACT	DET
چڑھانا	rexistro	چڑھا	rexistro	V;MASC;SG;NFIN;ACT	N
چڑھانا	cabalo	چڑھا	cabalo	V;MASC;SG;NFIN;ACT	PROPN
چڑھانا	kingston	چڑھا	kingston	V;MASC;SG;NFIN;ACT	PROPN
چڑھانا	ataque	چڑھا	ataque	V;MASC;SG;NFIN;ACT	N
چڑھائو	prezos	چڑھ	prezo	PROPN;NOM;MASC;SG;3	N
چڑھائو	os	چڑھ	o	PROPN;NOM;MASC;SG;3	DET
چڑھائو	incremento	چڑھ	incremento	PROPN;NOM;MASC;SG;3	N
چڑھائو	aumento	چڑھ	aumento	PROPN;NOM;MASC;SG;3	N
چڑھائو	a	چڑھ	o	PROPN;NOM;MASC;SG;3	DET
چڑھائو	incrementar	چڑھ	incrementar	PROPN;NOM;MASC;SG;3	V
چڑھائو	aumenta	چڑھ	aumentar	PROPN;NOM;MASC;SG;3	V
چڑھائو	aumentar	چڑھ	aumentar	PROPN;NOM;MASC;SG;3	V
چڑھائی	ataque	چڑھا	ataque	V;PFV;FEM;SG;V.PTCP;ACT	N
چڑھائی	ataque	چڑھا	ataque	V;PFV;FEM;SG;V.PTCP;ACT	N
چڑھائی	invasión	چڑھا	invasión	V;PFV;FEM;SG;V.PTCP;ACT	N
چڑھتا	aumento	چڑھ	aumento	V;IPFV;MASC;SG;V.PTCP;ACT	N
چڑھتی	incremento	چڑھ	incremento	V;IPFV;FEM;SG;V.PTCP;ACT	N
چڑھتی	aumento	چڑھ	aumento	V;IPFV;FEM;SG;V.PTCP;ACT	N
چڑھتی	a	چڑھ	o	V;IPFV;FEM;SG;V.PTCP;ACT	DET
چڑھنا	incremento	چڑھ	incremento	V;MASC;SG;NFIN;ACT	N
چڑھنا	aumento	چڑھ	aumento	V;MASC;SG;NFIN;ACT	N
چڑھنا	a	چڑھ	o	V;MASC;SG;NFIN;ACT	DET
چڑھنا	ataque	چڑھ	ataque	V;MASC;SG;NFIN;ACT	N
چڑھنا	do	چڑھ	do	V;MASC;SG;NFIN;ACT	PROPN
چڑھنا	enriba	چڑھ	enriba	V;MASC;SG;NFIN;ACT	ADV
چڑھنا	20	چڑھ	20	V;MASC;SG;NFIN;ACT	NUM
چڑھنا	cima	چڑھ	cima	V;MASC;SG;NFIN;ACT	N
چڑھنا	superior	چڑھ	superior	V;MASC;SG;NFIN;ACT	ADJ
چڑھنا	incremento	چڑھ	incremento	V;MASC;SG;NFIN;ACT	N
چڑھنا	aumento	چڑھ	aumento	V;MASC;SG;NFIN;ACT	N
چڑھنا	a	چڑھ	o	V;MASC;SG;NFIN;ACT	DET
چڑھنا	ataque	چڑھ	ataque	V;MASC;SG;NFIN;ACT	N
چڑھنا	do	چڑھ	do	V;MASC;SG;NFIN;ACT	PROPN
چڑھنا	enriba	چڑھ	enriba	V;MASC;SG;NFIN;ACT	ADV
چڑھنا	20	چڑھ	20	V;MASC;SG;NFIN;ACT	NUM
چڑھنا	cima	چڑھ	cima	V;MASC;SG;NFIN;ACT	N
چڑھنا	superior	چڑھ	superior	V;MASC;SG;NFIN;ACT	ADJ
چڑھواں	aumento	چڑھواں	aumento	NUM	N
چسپاں	atascado	چسپاں	atascar	N;NOM;MASC;SG;3	V
چسپاں	que	چسپاں	que	N;NOM;MASC;SG;3	PRO
چسپاں	quedar	چسپاں	quedar	N;NOM;MASC;SG;3	V
چسپیدگی	amor	چسپیدگی	amor	PROPN;NOM;MASC;SG;3	N
چسپیدگی	o	چسپیدگی	o	PROPN;NOM;MASC;SG;3	DET
چسپیدہ	atascado	چسپیدہ	atascar	PROPN;NOM;MASC;SG;3	V
چسپیدہ	que	چسپیدہ	que	PROPN;NOM;MASC;SG;3	PRO
چسپیدہ	quedar	چسپیدہ	quedar	PROPN;NOM;MASC;SG;3	V
چُست	activa	چُست	activo	PROPN;NOM;MASC;SG;3	N
چُست	a	چُست	o	PROPN;NOM;MASC;SG;3	DET
چُست	activo	چُست	activo	PROPN;NOM;MASC;SG;3	N
چُست	activos	چُست	activo	PROPN;NOM;MASC;SG;3	N
چُست	activas	چُست	activo	PROPN;NOM;MASC;SG;3	ADJ
چُست	militante	چُست	militante	PROPN;NOM;MASC;SG;3	N
چُست	intelixente	چُست	intelixente	PROPN;NOM;MASC;SG;3	ADJ
چُست	forte	چُست	forte	PROPN;NOM;MASC;SG;3	ADJ
چُست	fortes	چُست	forte	PROPN;NOM;MASC;SG;3	ADJ
چُست	para	چُست	para	PROPN;NOM;MASC;SG;3	ADP
چُست	encaixan	چُست	encaixar	PROPN;NOM;MASC;SG;3	V
چُست	ataque	چُست	ataque	PROPN;NOM;MASC;SG;3	N
چُست	encaixa	چُست	encaixa	PROPN;NOM;MASC;SG;3	V
چُست	ben	چُست	ben	PROPN;NOM;MASC;SG;3	ADV
چُست	axustan	چُست	axustar	PROPN;NOM;MASC;SG;3	V
چُست	de	چُست	de	PROPN;NOM;MASC;SG;3	ADP
چُست	rápido	چُست	rápido	PROPN;NOM;MASC;SG;3	ADJ
چُست	axiña	چُست	axiña	PROPN;NOM;MASC;SG;3	ADV
چُست	rápida	چُست	rápido	PROPN;NOM;MASC;SG;3	ADJ
چُست	veña	چُست	vir	PROPN;NOM;MASC;SG;3	V
چُست	marchar	چُست	marchar	PROPN;NOM;MASC;SG;3	V
چِستان	crebacabezas	چِستان	crebacabezas	PROPN;NOM;MASC;SG;3	N
چِستان	puzzle	چِستان	puzzle	PROPN;NOM;MASC;SG;3	N
چُستی	habilidade	چُس	habilidade	PROPN;NOM;MASC;SG;3	N
چُستی	velocidade	چُس	velocidade	PROPN;NOM;MASC;SG;3	N
چُستی	rapidez	چُس	rapidez	PROPN;NOM;MASC;SG;3	N
چسکا	o	چسکا	o	N;NOM;MASC;SG;3	DET
چُسینہ	parvo	چُسینہ	parvo	PROPN;NOM;MASC;SG;3	N
چشک	pratos	چشک	prato		N
چشک	bowl	چشک	bowl		PROPN
چشک	cunca	چشک	cunca		N
چشک	cunca	چشک	cunca		N
چشک	café	چشک	café		N
چِشک	incremento	چِشک	incremento	PROPN;NOM;MASC;SG;3	N
چِشک	aumento	چِشک	aumento	PROPN;NOM;MASC;SG;3	N
چِشک	a	چِشک	o	PROPN;NOM;MASC;SG;3	DET
چِشک	incrementar	چِشک	incrementar	PROPN;NOM;MASC;SG;3	V
چِشک	aumenta	چِشک	aumentar	PROPN;NOM;MASC;SG;3	V
چِشک	aumentar	چِشک	aumentar	PROPN;NOM;MASC;SG;3	V
چِشک	crecemento	چِشک	crecemento	PROPN;NOM;MASC;SG;3	N
چشم	esperanza	چشم	esperanza		N
چشم	que	چشم	que		PRO
چشم	espero	چشم	espero		V
چشم	agardo	چشم	agardo		V
چشمک	conflito	چشمک	conflito	PROPN;NOM;MASC;SG;3	N
چشمک	oposición	چشمک	oposición	PROPN;NOM;MASC;SG;3	N
چشمہ	a	چشمہ	o	N;NOM;MASC;SG;3	DET
چشمہ	de	چشمہ	de	N;NOM;MASC;SG;3	ADP
چشمہ	as	چشمہ	o	N;NOM;MASC;SG;3	DET
چشیدہ	probei	چشیدہ	probar	PROPN;NOM;MASC;SG;3	V
چشیدہ	experimentou	چشیدہ	experimentar	PROPN;NOM;MASC;SG;3	V
چشیدہ	experiencia	چشیدہ	experiencia	PROPN;NOM;MASC;SG;3	N
چشیدہ	experimentado	چشیدہ	experimentar	PROPN;NOM;MASC;SG;3	V
چشیدہ	nisto	چشیدہ	nisto	PROPN;NOM;MASC;SG;3	ADV
چُغُل	delator	چُغُل	delator	PROPN;NOM;MASC;SG;3	N
چُغُل	espía	چُغُل	espe	PROPN;NOM;MASC;SG;3	N
چُغہ	vestido	چُغہ	vestido		V
چُفت	improdutivo	چُفت	improdutivo	PROPN;NOM;MASC;SG;3	ADJ
چفتہ	cabana	چفتہ	cabanar	PROPN;NOM;MASC;SG;3	N
چِق	moza	چِق	mozo	PROPN;NOM;MASC;SG;3	N
چِق	unha	چِق	un	PROPN;NOM;MASC;SG;3	DET
چُقّر	primavera	چُقّر	primavera	PROPN;NOM;MASC;SG;3	N
چُقّر	a	چُقّر	o	PROPN;NOM;MASC;SG;3	DET
چُقّر	piscina	چُقّر	piscina	PROPN;NOM;MASC;SG;3	N
چُقّر	a	چُقّر	o	PROPN;NOM;MASC;SG;3	DET
چُقنّس	parva	چُقنّس	parva	PROPN;NOM;MASC;SG;3	N
چُقنّس	parvo	چُقنّس	parvo	PROPN;NOM;MASC;SG;3	N
چُقنّس	idiota	چُقنّس	idiota	PROPN;NOM;MASC;SG;3	N
چُقنّس	toleaches	چُقنّس	toleache	PROPN;NOM;MASC;SG;3	N
چُقنّس	paspán	چُقنّس	paspán	PROPN;NOM;MASC;SG;3	PROPN
چُقنّس	tomo	چُقنّس	tomo	PROPN;NOM;MASC;SG;3	N
چُقنّس	ridículo	چُقنّس	ridículo	PROPN;NOM;MASC;SG;3	N
چک	pastor	چک	pastor		N
چک	pastorciño	چک	pastorciño		N
چک	roda	چک	roda		N
چک	ollo	چک	ollo		N
چک	ollos	چک	ollo		N
چک	visual	چک	visual		ADJ
چک	suxeitando	چک	suxeitar		V
چک	a	چک	o		DET
چک	aguante	چک	aguante		ADV
چک	aldea	چک	aldea		N
چک	da	چک	da		V
چک	pobo	چک	pobo		N
چک	vila	چک	vila		N
چکّا	círculo	چکڑ	círculo	PROPN;NOM;MASC;SG;3	N
چکّا	roda	چکڑ	roda	PROPN;NOM;MASC;SG;3	N
چکّا	groso	چکڑ	groso	PROPN;NOM;MASC;SG;3	N
چِکّا	rato	چِکّا	rato	PROPN;NOM;MASC;SG;3	N
چکابُو	sorpresa	چکابُو	sorpresa	PROPN;NOM;MASC;SG;3	N
چکابُو	sorprenda	چکابُو	sorprendar	PROPN;NOM;MASC;SG;3	V
چکابُو	unha	چکابُو	un	PROPN;NOM;MASC;SG;3	DET
چکابُو	pregúntaste	چکابُو	pregúntaste	PROPN;NOM;MASC;SG;3	PROPN
چکابُو	pregúntome	چکابُو	pregúntome	PROPN;NOM;MASC;SG;3	V
چکابُو	me	چکابُو	me	PROPN;NOM;MASC;SG;3	PRO
چکابُو	que	چکابُو	que	PROPN;NOM;MASC;SG;3	PRO
چِکارا	dura	چِکارا	durar	PROPN;NOM;MASC;SG;3	V
چِکارا	por	چِکارا	por	PROPN;NOM;MASC;SG;3	ADP
چِکارا	duro	چِکارا	duro	PROPN;NOM;MASC;SG;3	ADJ
چِکارا	duros	چِکارا	duro	PROPN;NOM;MASC;SG;3	ADJ
چِکارا	difícil	چِکارا	difícil	PROPN;NOM;MASC;SG;3	ADJ
چِکارا	forte	چِکارا	forte	PROPN;NOM;MASC;SG;3	ADJ
چِکارا	fortes	چِکارا	forte	PROPN;NOM;MASC;SG;3	ADJ
چُکارا	por	چُکارا	por	PROPN;NOM;MASC;SG;3	ADP
چُکارا	debido	چُکارا	deber	PROPN;NOM;MASC;SG;3	V
چُکارا	ao	چُکارا	ao	PROPN;NOM;MASC;SG;3	PROPN
چُکارا	cando	چُکارا	cando	PROPN;NOM;MASC;SG;3	PRO
چُکارا	a	چُکارا	o	PROPN;NOM;MASC;SG;3	DET
چُکارا	mor	چُکارا	mor	PROPN;NOM;MASC;SG;3	N
چُکارا	débeda	چُکارا	débeda	PROPN;NOM;MASC;SG;3	N
چُکارا	deber	چُکارا	deber	PROPN;NOM;MASC;SG;3	V
چُکارا	obriga	چُکارا	obrigar	PROPN;NOM;MASC;SG;3	V
چُکارا	de	چُکارا	de	PROPN;NOM;MASC;SG;3	ADP
چُکارا	servizo	چُکارا	servizo	PROPN;NOM;MASC;SG;3	N
چُکارا	co	چُکارا	co	PROPN;NOM;MASC;SG;3	PROPN
چکّان	cero	چکّان	cero	PROPN;NOM;MASC;SG;3	N
چکّان	groso	چکّان	groso	PROPN;NOM;MASC;SG;3	N
چُکانا	total	چُکا	total	V;MASC;SG;NFIN;ACT	N
چُکانا	completo	چُکا	completo	V;MASC;SG;NFIN;ACT	ADJ
چُکانا	a	چُکا	o	V;MASC;SG;NFIN;ACT	DET
چُکانا	unllas	چُکا	unlla	V;MASC;SG;NFIN;ACT	N
چُکائی	acordo	چُکائی	acordo	V;PFV;FEM;SG;V.PTCP;ACT	N
چُکائی	decisión	چُکائی	decisión	V;PFV;FEM;SG;V.PTCP;ACT	N
چکتِ	eses	چکتِ	ese	PROPN;NOM;MASC;SG;3	DET
چکتِ	fillo	چکتِ	fillo	PROPN;NOM;MASC;SG;3	N
چکتِ	de	چکتِ	de	PROPN;NOM;MASC;SG;3	ADP
چُکت	decisión	چُکت	decisión	PROPN;NOM;MASC;SG;3	N
چکتّا	rebándenme	چکتّا	rebándenme	PROPN;NOM;MASC;SG;3	PROPN
چکتّا	rebanda	چکتّا	rebanda	PROPN;NOM;MASC;SG;3	N
چکتّا	faise	چکتّا	faise	PROPN;NOM;MASC;SG;3	V
چکتی	tabaco	چک	tabaco	V;IPFV;FEM;SG;V.PTCP;ACT	N
چکتی	carta	چک	carta	V;IPFV;FEM;SG;V.PTCP;ACT	N
چکتی	letra	چک	letra	V;IPFV;FEM;SG;V.PTCP;ACT	N
چکچکا	e	چکچکا	e		CONJ
چکچکا	brillantes	چکچکا	brillante		ADJ
چکچکا	brillante	چکچکا	brillante		ADJ
چکچُور	feridos	چکچُور	ferido	PROPN;NOM;MASC;SG;3	N
چکچُور	ferido	چکچُور	ferido	PROPN;NOM;MASC;SG;3	N
چکچُور	feridos	چکچُور	ferido	PROPN;NOM;MASC;SG;3	N
چکچُور	bébedo	چکچُور	bébedo	PROPN;NOM;MASC;SG;3	N
چکچُور	emborrachar	چکچُور	emborrachar	PROPN;NOM;MASC;SG;3	V
چکچُور	bébeda	چکچُور	bébeda	PROPN;NOM;MASC;SG;3	N
چکچُور	un	چکچُور	un	PROPN;NOM;MASC;SG;3	DET
چکچُور	bébedos	چکچُور	bébedo	PROPN;NOM;MASC;SG;3	V
چکچُور	emborracheime	چکچُور	emborracheime	PROPN;NOM;MASC;SG;3	N
چکّر	amañar	چکّر	amañar	PROPN;NOM;MASC;SG;3	V
چکّر	establecer	چکّر	establecer	PROPN;NOM;MASC;SG;3	V
چکّر	arranxar	چکّر	arranxar	PROPN;NOM;MASC;SG;3	V
چکّر	a	چکّر	o	PROPN;NOM;MASC;SG;3	DET
چکّر	desgraza	چکّر	desgraza	PROPN;NOM;MASC;SG;3	N
چکّر	te	چکّر	te	PROPN;NOM;MASC;SG;3	PRO
چکّر	preocupes	چکّر	preocupe	PROPN;NOM;MASC;SG;3	ADV
چکّر	por	چکّر	por	PROPN;NOM;MASC;SG;3	ADP
چکّر	se	چکّر	se	PROPN;NOM;MASC;SG;3	CONJ
چکّر	preocupe	چکّر	preocupir	PROPN;NOM;MASC;SG;3	V
چکّر	federal	چکّر	federal	PROPN;NOM;MASC;SG;3	ADJ
چکّر	circuíto	چکّر	circuíto	PROPN;NOM;MASC;SG;3	N
چکّر	confusión	چکّر	confusión	PROPN;NOM;MASC;SG;3	N
چکّر	fraude	چکّر	fraude	PROPN;NOM;MASC;SG;3	N
چکّر	dificultades	چکّر	dificultade	PROPN;NOM;MASC;SG;3	N
چکّر	redondo	چکّر	redordo	PROPN;NOM;MASC;SG;3	N
چکّر	redondos	چکّر	redondo	PROPN;NOM;MASC;SG;3	N
چکّر	xira	چکّر	xira	PROPN;NOM;MASC;SG;3	N
چکّر	arredor	چکّر	arredor	PROPN;NOM;MASC;SG;3	ADV
چکّر	preto	چکّر	preto	PROPN;NOM;MASC;SG;3	ADV
چکّر	ansiedade	چکّر	ansiedade	PROPN;NOM;MASC;SG;3	N
چکّر	visitar	چکّر	visitar	PROPN;NOM;MASC;SG;3	V
چکّر	visita	چکّر	visita	PROPN;NOM;MASC;SG;3	N
چکّر	amañar	چکّر	amañar	PROPN;NOM;MASC;SG;3	V
چکّر	establecer	چکّر	establecer	PROPN;NOM;MASC;SG;3	V
چکّر	arranxar	چکّر	arranxar	PROPN;NOM;MASC;SG;3	V
چکّر	a	چکّر	o	PROPN;NOM;MASC;SG;3	DET
چکّر	desgraza	چکّر	desgraza	PROPN;NOM;MASC;SG;3	N
چکّر	te	چکّر	te	PROPN;NOM;MASC;SG;3	PRO
چکّر	preocupes	چکّر	preocupe	PROPN;NOM;MASC;SG;3	ADV
چکّر	por	چکّر	por	PROPN;NOM;MASC;SG;3	ADP
چکّر	se	چکّر	se	PROPN;NOM;MASC;SG;3	CONJ
چکّر	preocupe	چکّر	preocupir	PROPN;NOM;MASC;SG;3	V
چکّر	federal	چکّر	federal	PROPN;NOM;MASC;SG;3	ADJ
چکّر	circuíto	چکّر	circuíto	PROPN;NOM;MASC;SG;3	N
چکّر	confusión	چکّر	confusión	PROPN;NOM;MASC;SG;3	N
چکّر	fraude	چکّر	fraude	PROPN;NOM;MASC;SG;3	N
چکّر	revolución	چکّر	revolución	PROPN;NOM;MASC;SG;3	N
چکّر	a	چکّر	o	PROPN;NOM;MASC;SG;3	DET
چکّر	roda	چکّر	roda	PROPN;NOM;MASC;SG;3	N
چکّر	dificultades	چکّر	dificultade	PROPN;NOM;MASC;SG;3	N
چکّر	redondo	چکّر	redordo	PROPN;NOM;MASC;SG;3	N
چکّر	redondos	چکّر	redondo	PROPN;NOM;MASC;SG;3	N
چکّر	xira	چکّر	xira	PROPN;NOM;MASC;SG;3	N
چکّر	arredor	چکّر	arredor	PROPN;NOM;MASC;SG;3	ADV
چکّر	preto	چکّر	preto	PROPN;NOM;MASC;SG;3	ADV
چکّر	ansiedade	چکّر	ansiedade	PROPN;NOM;MASC;SG;3	N
چکّر	visitar	چکّر	visitar	PROPN;NOM;MASC;SG;3	V
چکّر	visita	چکّر	visita	PROPN;NOM;MASC;SG;3	N
چکربا	ruido	چکربا	ruido	PROPN;NOM;MASC;SG;3	N
چکربا	ruído	چکربا	ruído	PROPN;NOM;MASC;SG;3	N
چکربا	son	چکربا	ser	PROPN;NOM;MASC;SG;3	V
چکرم	confuso	چکرم	confuso		N
چکرم	unha	چکرم	un		DET
چکری	yoyo	چکری	yoyo		PROPN
چکلا	amplo	چکل	amplo	PROPN;NOM;MASC;SG;3	ADJ
چکلا	redondo	چکل	redordo	PROPN;NOM;MASC;SG;3	N
چکلا	redondos	چکل	redondo	PROPN;NOM;MASC;SG;3	N
چکلا	xira	چکل	xira	PROPN;NOM;MASC;SG;3	N
چکلا	arredor	چکل	arredor	PROPN;NOM;MASC;SG;3	ADV
چکلا	preto	چکل	preto	PROPN;NOM;MASC;SG;3	ADV
چکلا	amplo	چکل	amplo	PROPN;NOM;MASC;SG;3	ADJ
چکلا	redondo	چکل	redordo	PROPN;NOM;MASC;SG;3	N
چکلا	redondos	چکل	redondo	PROPN;NOM;MASC;SG;3	N
چکلا	xira	چکل	xira	PROPN;NOM;MASC;SG;3	N
چکلا	arredor	چکل	arredor	PROPN;NOM;MASC;SG;3	ADV
چکلا	preto	چکل	preto	PROPN;NOM;MASC;SG;3	ADV
چکما	perda	چکما	perda	PROPN;NOM;MASC;SG;3	N
چکما	truco	چکما	truco	PROPN;NOM;MASC;SG;3	N
چکما	ferida	چکما	ferida	PROPN;NOM;MASC;SG;3	N
چکما	lesión	چکما	lesión	PROPN;NOM;MASC;SG;3	N
چکما	danos	چکما	dano	PROPN;NOM;MASC;SG;3	N
چکما	dano	چکما	dano	PROPN;NOM;MASC;SG;3	N
چِکنا	fermoso	چِک	fermoso	V;SG;NFIN;ACT	ADJ
چِکنا	bonita	چِک	bonita	V;SG;NFIN;ACT	N
چِکنا	fermosa	چِک	fermosa	V;SG;NFIN;ACT	ADJ
چِکنا	precioso	چِک	precioso	V;SG;NFIN;ACT	ADJ
چِکنا	fermosas	چِک	fermosa	V;SG;NFIN;ACT	ADJ
چِکنا	graxos	چِک	graxo	V;SG;NFIN;ACT	N
چِکنا	avión	چِک	avión	V;SG;NFIN;ACT	N
چِکنا	fresco	چِک	fresco	V;SG;NFIN;ACT	N
چِکنا	fresca	چِک	frescar	V;SG;NFIN;ACT	N
چِکنا	frescos	چِک	fresco	V;SG;NFIN;ACT	N
چِکنا	frescas	چِک	fresca	V;SG;NFIN;ACT	N
چِکنا	moi	چِک	moi	V;SG;NFIN;ACT	ADV
چِکنا	bastante	چِک	bastante	V;SG;NFIN;ACT	ADV
چِکنا	bonita	چِک	bonita	V;SG;NFIN;ACT	N
چِکنا	ben	چِک	ben	V;SG;NFIN;ACT	ADV
چُکنا	tema	چُک	tema	V;SG;NFIN;ACT	N
چُکنا	problema	چُک	problema	V;SG;NFIN;ACT	N
چِکنانا	petróleo	چِکنا	petróleo	V;NFIN	N
چِکنانا	aceite	چِکنا	aceite	V;NFIN	N
چِکنانا	de	چِکنا	de	V;NFIN	ADP
چِکنانا	polaca	چِکنا	polacar	V;NFIN	ADJ
چِکنائی	petróleo	چِکنائی	petróleo	PROPN;NOM;MASC;SG;3	N
چِکنائی	aceite	چِکنائی	aceite	PROPN;NOM;MASC;SG;3	N
چِکنائی	de	چِکنائی	de	PROPN;NOM;MASC;SG;3	ADP
چِکنیا	chispa	چِکنیا	chispa	PROPN;NOM;MASC;SG;3	N
چکّو	coitelo	چکّو	coitelo		N
چکّو	navalla	چکّو	navalla		N
چکّو	mackie	چکّو	mackie		PROPN
چِکورنا	recoller	چِکورنا	recoller	PROPN;ACC;MASC;SG;3	V
چکئی	redondo	چکئی	redordo		N
چکئی	redondos	چکئی	redondo		N
چکئی	xira	چکئی	xira		N
چکئی	arredor	چکئی	arredor		ADV
چکئی	preto	چکئی	preto		ADV
چکّی	fábrica	چکّی	fábrica	PROPN;NOM;MASC;SG;3	N
چکّی	mill	چکّی	mill	PROPN;NOM;MASC;SG;3	PROPN
چکّی	muíño	چکّی	muíño	PROPN;NOM;MASC;SG;3	N
چُکّی	fraude	چُکّی	fraude	PROPN;NOM;MASC;SG;3	N
چکھنا	a	چکھ	o	V;MASC;SG;NFIN;ACT	DET
چکھنا	que	چکھ	que	V;MASC;SG;NFIN;ACT	PRO
چکھنا	a	چکھ	o	V;MASC;SG;NFIN;ACT	DET
چکھنا	que	چکھ	que	V;MASC;SG;NFIN;ACT	PRO
چُگّا	no	چُگّا	no	PROPN;NOM;MASC;SG;3	V
چگاپو	sorpresa	چگاپو	sorpresa	PROPN;NOM;MASC;SG;3	N
چگاپو	sorprenda	چگاپو	sorprendar	PROPN;NOM;MASC;SG;3	V
چگاپو	unha	چگاپو	un	PROPN;NOM;MASC;SG;3	DET
چگال	groso	چگال	groso		N
چگال	pesada	چگال	pesar		ADJ
چگال	pesados	چگال	pesar		V
چگال	pesado	چگال	pesar		ADJ
چگال	forte	چگال	forte		ADJ
چگال	pesa	چگال	pesar		V
چگال	moito	چگال	moito		ADV
چگال	peso	چگال	peso		N
چگال	intenso	چگال	intenso		ADJ
چُگن	reunión	چُگن	reunión	PROPN;NOM;MASC;SG;3	N
چُگنا	comer	چُگنا	comer	PROPN;NOM;MASC;SG;3	V
چُگنا	alimentar	چُگنا	alimentar	PROPN;NOM;MASC;SG;3	V
چُگنا	poderán	چُگنا	poder	PROPN;NOM;MASC;SG;3	V
چُگنا	de	چُگنا	de	PROPN;NOM;MASC;SG;3	ADP
چُگنا	manter	چُگنا	manter	PROPN;NOM;MASC;SG;3	V
چِگونگی	asunto	چِگونگی	asunto	PROPN;NOM;MASC;SG;3	N
چِگونگی	importa	چِگونگی	importar	PROPN;NOM;MASC;SG;3	V
چِگونگی	materia	چِگونگی	materia	PROPN;NOM;MASC;SG;3	N
چِگونگی	che	چِگونگی	che	PROPN;NOM;MASC;SG;3	
چِگونگی	pasa	چِگونگی	pasar	PROPN;NOM;MASC;SG;3	V
چل	montaña	چل	montaña	V;ACT	N
چل	montañosa	چل	montañoso	V;ACT	ADJ
چل	diferenza	چل	diferenza	V;ACT	N
چل	diferenzas	چل	diferenza	V;ACT	N
چل	diferencia	چل	diferencia	V;ACT	N
چل	mesmo	چل	mesmo	V;ACT	DET
چل	aquí	چل	aquí	V;ACT	ADV
چل	de	چل	de	V;ACT	ADP
چِل	ruido	چِل	ruido		N
چِل	ruído	چِل	ruído		N
چِل	son	چِل	ser		V
چِل	40	چِل	40		NUM
چِل	chorar	چِل	chorar		V
چِل	chores	چِل	chores		V
چِل	choro	چِل	choro		N
چِل	berra	چِل	berra		N
چلا	a	چل	o	V;SG;V.PTCP;ACT	DET
چلاجانا	último	چلاجانا	último	V;MASC;SG;NFIN;ACT	ADJ
چلاجانا	últimos	چلاجانا	último	V;MASC;SG;NFIN;ACT	ADJ
چلاجانا	pasado	چلاجانا	pasado	V;MASC;SG;NFIN;ACT	ADJ
چلاجانا	última	چلاجانا	último	V;MASC;SG;NFIN;ACT	ADJ
چلاجانا	o	چلاجانا	o	V;MASC;SG;NFIN;ACT	DET
چلاجانا	onte	چلاجانا	onte	V;MASC;SG;NFIN;ACT	ADV
چلانا	coche	چلا	coche	V;MASC;SG;NFIN;ACT	N
چلانا	conduzo	چلا	conduzo	V;MASC;SG;NFIN;ACT	PROPN
چلانا	a	چلا	o	V;MASC;SG;NFIN;ACT	DET
چلانا	moverse	چلا	moverse	V;MASC;SG;NFIN;ACT	PROPN
چلانا	a	چلا	o	V;MASC;SG;NFIN;ACT	DET
چلانا	coche	چلا	coche	V;MASC;SG;NFIN;ACT	N
چلانا	conduzo	چلا	conduzo	V;MASC;SG;NFIN;ACT	PROPN
چلانا	a	چلا	o	V;MASC;SG;NFIN;ACT	DET
چلانا	moverse	چلا	moverse	V;MASC;SG;NFIN;ACT	PROPN
چلانا	a	چلا	o	V;MASC;SG;NFIN;ACT	DET
چلانا	de	چلا	de	V;MASC;SG;NFIN;ACT	ADP
چِلّانا	queixarse	چِلّانا	queixarse	PROPN;NOM;MASC;SG;3	V
چِلّانا	berrar	چِلّانا	berrar	PROPN;NOM;MASC;SG;3	V
چِلّانا	berro	چِلّانا	berro	PROPN;NOM;MASC;SG;3	N
چِلّانا	ruido	چِلّانا	ruido	PROPN;NOM;MASC;SG;3	N
چِلّانا	ruído	چِلّانا	ruído	PROPN;NOM;MASC;SG;3	N
چِلّانا	son	چِلّانا	ser	PROPN;NOM;MASC;SG;3	V
چلاوا	andar	چلاوا	andar	PROPN;NOM;MASC;SG;3	V
چلاوا	camiñar	چلاوا	camiñar	PROPN;NOM;MASC;SG;3	V
چلاوا	velocidade	چلاوا	velocidade	PROPN;NOM;MASC;SG;3	N
چلاوا	rapidez	چلاوا	rapidez	PROPN;NOM;MASC;SG;3	N
چِلّاہٹ	ruido	چِلّاہٹ	ruido	PROPN;NOM;MASC;SG;3	N
چِلّاہٹ	ruído	چِلّاہٹ	ruído	PROPN;NOM;MASC;SG;3	N
چِلّاہٹ	son	چِلّاہٹ	ser	PROPN;NOM;MASC;SG;3	V
چِلّاہٹ	chorar	چِلّاہٹ	chorar	PROPN;NOM;MASC;SG;3	V
چِلّاہٹ	chores	چِلّاہٹ	chores	PROPN;NOM;MASC;SG;3	V
چِلّاہٹ	choro	چِلّاہٹ	choro	PROPN;NOM;MASC;SG;3	N
چِلّاہٹ	berra	چِلّاہٹ	berra	PROPN;NOM;MASC;SG;3	N
