から	від	から	від	CONJ	ADP;GEN
レム	рем	レム	рем	PROPN	
三条	сандзьо	三条	сандзьо	PROPN	PROPN;INAN;NOM;MASC;SG
征服	завоювання	征服	завоювання	V	N;INAN;NOM;NEUT;SG
征服	conquest	征服	conquest	V	
征服	підкорення	征服	підкорення	V	N;INAN;NOM;NEUT;SG
征服	підкорення	征服	підкорення	V	N;INAN;NOM;NEUT;SG
アミ	ami	アミ	ami	PROPN	
早い	рано	早い	рано	ADJ	ADV
港湾	пор	港湾	пор.	N	
ミラノ	мілан	ミラノ	мілан	PROPN	PROPN;INAN;NOM;FEM;SG
ミラノ	milano	ミラノ	milano	PROPN	
ミラノ	мілан	ミラノ	мілан	PROPN	PROPN;INAN;NOM;FEM;SG
封印	печатка	封印	печатка	V	N;INAN;NOM;FEM;SG
封印	печатки	封印	печатка	V	N;INAN;NOM;FEM;PL
封印	емблема	封印	емблема	V	N;INAN;NOM;FEM;SG
封印	котик	封印	котик	V	N;ANIM;NOM;MASC;SG
封印	сіл	封印	сіль	V	N;INAN;GEN;FEM;PL
切り替え	перемикання	切り替える	перемикання	V	N;INAN;NOM;NEUT;SG
切り替え	перемикач	切り替える	перемикач	V	N;INAN;NOM;MASC;SG
切り替え	перемикач	切り替える	перемикач	V	N;INAN;NOM;MASC;SG
切り替え	перемикання	切り替える	перемикання	V	N;INAN;NOM;NEUT;SG
切り替え	перемикання	切り替える	перемикання	V	N;INAN;NOM;NEUT;SG
嫌い	ненавиджу	嫌い	ненавидж		V;IPFV;IND;SG;1;PRS;FIN
嫌い	ненависть	嫌い	ненависть		N;INAN;NOM;FEM;SG
嫌い	ненависті	嫌い	ненависть		N;INAN;NOM;FEM;PL
教科	присвячена	教科	присвячений	N	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
サイン	підписати	サイン	підписати	N	V;PFV;NFIN
遭遇	зустріч	遭遇	зустріч	V	N;INAN;NOM;FEM;SG
スティック	пасує	スティック	пасувати	N	V;IPFV;IND;SG;3;PRS;FIN
スティック	дотримуються	スティック	дотримуватися	N	V;IPFV;IND;PL;3;PRS;FIN
レスリング	поборотися	レスリング	поборотися	N	V;PFV;NFIN
壊滅	знищення	壊滅	знищення	V	N;INAN;NOM;NEUT;SG
東山	хіґасіяма	東山	хіґасія	PROPN	N;INAN;DAT;FEM;PL
豊臣	тойотомі	豊臣	тойіт	PROPN	N;INAN;NOM;MASC;SG
フラッシュ	флеш	フラッシュ	флеш	N	
フラッシュ	flash	フラッシュ	flash	N	
フラッシュ	змити	フラッシュ	змити	N	V;PFV;NFIN
ゆめ	yume	ゆめ	yume		
修復	відновлення	修復	відновлення	V	N;INAN;NOM;NEUT;SG
修復	реставрація	修復	реставрація	V	N;INAN;NOM;FEM;SG
トライ	спробувати	トライ	спробувати	N	V;PFV;NFIN
トライ	try	トライ	try	N	
トライ	спробуйте	トライ	спробувати	N	V;PFV;IMP;PL;2;FIN
久保	тайто	久保	тайто	PROPN	N;INAN;NOM;MASC;SG
くま	вінні	くま	вінний	PROPN	PROPN;ANIM;NOM;MASC;SG
くま	кума	くま	кум	PROPN	N;ANIM;NOM;FEM;SG
保証	гарантовані	保証	гарантований	N	ADJ;PFV;NOM;PL;V.PTCP;PASS
保証	гарантую	保証	гарантувати	N	V;IPFV;IND;SG;1;PRS;FIN
想い	думки	想う	думка	V	N;INAN;NOM;FEM;PL
ダグラス	douglas	ダグラス	douglas	PROPN	
ダグラス	дуглас	ダグラス	дуглас	PROPN	PROPN;ANIM;NOM;MASC;SG
流用	відволікти	流用	відволікт	V	N;INAN;NOM;FEM;PL
偵察	recon	偵察	recon	N	
偵察	розвідувальний	偵察	розвідувальний	N	ADJ;NOM;MASC;SG
ラウ	ло	ラウ	ло	PROPN	
維新	відновлення	維新	відновлення	PROPN	N;INAN;NOM;NEUT;SG
維新	реставрація	維新	реставрація	PROPN	N;INAN;NOM;FEM;SG
踊り	танці	踊り	танець	V	N;INAN;NOM;MASC;PL
踊り	танці	踊り	танець	V	N;INAN;NOM;MASC;PL
瀬戸	сето	瀬戸	сето	PROPN	N;INAN;NOM;MASC;SG
パーティ	party	パーティ	party	N	
スーツ	пасує	スーツ	пасувати	N	V;IPFV;IND;SG;3;PRS;FIN
クラーク	кларк	クラーク	кларка	PROPN	
クラーク	кларк	クラーク	кларка	PROPN	
信託	довіряє	信託	довіряти	N	V;IPFV;IND;SG;3;PRS;FIN
ジャージー	джерсі	ジャージー	джерсі	N	PROPN;INAN;NOM;MASC;SG
追跡	переслідування	追跡	переслідування	V	N;INAN;NOM;NEUT;SG
追跡	гонитві	追跡	гонитво	V	N;INAN;NOM;NEUT;PL
フィル	філ	フィル	філь	PROPN	PROPN;ANIM;NOM;MASC;SG
水中	підводна	水中	підводний	N	ADJ;NOM;FEM;SG
水中	підводного	水中	підводний	N	ADJ;GEN;MASC;SG
マーガレット	маргарет	マーガレット	маргарет	PROPN	PROPN;ANIM;NOM;FEM;SG
マーガレット	маргарита	マーガレット	маргарит	PROPN	N;ANIM;NOM;FEM;SG
ひかり	hikari	ひかり	hikari	PROPN	
スロー	повільно	スロー	повільно	N	ADV
スロー	повільні	スロー	повільний	N	ADJ;NOM;PL
スロー	повільний	スロー	повільний	N	ADJ;NOM;MASC;SG
曲線	кривих	曲線	кривий	N	ADJ;GEN;PL
曲線	криві	曲線	крив	N	ADJ;NOM;PL
レビュー	переглянути	レビュー	переглянути	N	V;PFV;NFIN
セックス	sex	セックス	sex	N	
小笠原	оґасавара	小笠原	оґасавар	PROPN	N;INAN;NOM;MASC;SG
追記	дописати	追記	дописати	N	V;PFV;NFIN
追記	додати	追記	додати	N	V;PFV;NFIN
ピア	пія	ピア	пія	N	PROPN;ANIM;NOM;MASC;SG
ゴム	гумові	ゴム	гумовий	N	ADJ;NOM;PL
コラボレーション	співпраця	コラボレーション	співпраця	V	N;INAN;NOM;FEM;SG
フィン	фінн	フィン	фінн	PROPN	PROPN;ANIM;NOM;MASC;SG
レオン	леон	レオン	леон	PROPN	PROPN;ANIM;NOM;MASC;SG
警察官	поліцейських	警察官	поліцейський	N	ADJ;ANIM;ACC;PL
結晶	ясні	結晶	ясний	N	ADJ;NOM;PL
ハンド	хенд	ハンド	хенд	N	
見出し	заголовки	見出し	заголовка	V	N;INAN;NOM;MASC;PL
見出し	заголовків	見出し	заголовок	V	N;INAN;GEN;MASC;PL
見出し	заголовки	見出し	заголовка	V	N;INAN;NOM;MASC;PL
見出し	шапки	見出し	шапка	V	N;INAN;NOM;FEM;PL
ユーゴ	yugo	ユーゴ	yugo	PROPN	
真田	санада	真田	санада	PROPN	
カレー	каррі	カレー	карр	N	
妊娠	вагітність	妊娠	вагітність	V	N;INAN;NOM;FEM;SG
妊娠	вагітна	妊娠	вагітний	V	ADJ;NOM;FEM;SG
妊娠	вагітності	妊娠	вагітність	V	N;INAN;GEN;FEM;SG
妊娠	вагітною	妊娠	вагітний	V	ADJ;INS;FEM;SG
妊娠	вагітні	妊娠	вагітній	V	ADJ;NOM;PL
野菜	овочеві	野菜	овочевий	N	ADJ;NOM;PL
コンクリート	бетонні	コンクリート	бетонний	N	ADJ;NOM;PL
釣り	рибалити	釣り	рибалити	N	V;IPFV;NFIN
ストア	зберігати	ストア	зберігати	N	V;IPFV;NFIN
南極	антарктида	南極	антарктида	PROPN	N;INAN;NOM;FEM;SG
南極	антарктиди	南極	антарктид	PROPN	N;INAN;NOM;FEM;PL
南極	антарктична	南極	антарктичний	PROPN	ADJ;NOM;FEM;SG
パシフィック	тихий	パシフィック	тихий	PROPN	ADJ;NOM;MASC;SG
ハッピー	щаслива	ハッピー	щасливий	N	ADJ;NOM;FEM;SG
ハッピー	щасливі	ハッピー	щасливий	N	ADJ;NOM;PL
ハッピー	щасливе	ハッピー	щасливий	N	ADJ;NOM;NEUT;SG
ハッピー	щасливий	ハッピー	щасливий	N	ADJ;NOM;MASC;SG
ハッピー	щасливим	ハッピー	щасливий	N	ADJ;INS;NEUT;SG
ノーベル	нобелівської	ノーベル	нобелівський	N	ADJ;GEN;FEM;SG
センチメートル	сантиметри	センチメートル	сантиметр	N	ADV
センチメートル	сантиметри	センチメートル	сантиметр	N	ADV
化粧	макіяж	化粧	макіяж	V	N;INAN;NOM;MASC;SG
化粧	грим	化粧	грий	V	N;INAN;NOM;MASC;SG
恒星	зоряна	恒星	зоряний	N	ADJ;NOM;FEM;SG
恒星	зоряні	恒星	зоряний	N	ADJ;NOM;PL
ビス	bis	ビス	bis	PROPN	
シュート	shoot	シュート	shoot	N	
シュート	стріляти	シュート	стріляти	N	V;IPFV;NFIN
シュート	стріляй	シュート	стріляй	N	V;IPFV;IMP;SG;2;FIN
ハンス	ганс	ハンス	ганс	PROPN	PROPN;ANIM;NOM;MASC;SG
ヒュー	гуго	ヒュー	гуго	PROPN	PROPN;ANIM;NOM;MASC;SG
水平	горизонтальний	水平	горизонтальний	N	ADJ;NOM;MASC;SG
水平	горизонтальна	水平	горизонтальний	N	ADJ;NOM;FEM;SG
水平	горизонтальне	水平	горизонтальний	N	ADJ;NOM;NEUT;SG
水平	горизонтально	水平	горизонтально	N	ADV
ネル	нелл	ネル	нелл	N	PROPN;ANIM;NOM;FEM;SG
本	honda	本	honda	N	
改定	версія	改定	версія	V	N;INAN;NOM;FEM;SG
改定	редакції	改定	редакція	V	N;INAN;ACC;FEM;PL
改定	модифікація	改定	модифікація	V	N;INAN;NOM;FEM;SG
調理	кулінарія	調理	кулінарія	V	N;INAN;NOM;FEM;SG
秀樹	хідекі	秀樹	хідекий	PROPN	N;INAN;NOM;MASC;SG
エロ	erotic	エロ	erotic	N	
週末	вихідних	週末	вихідний	N	ADJ;GEN;PL
週末	вихідні	週末	вихідний	N	ADJ;NOM;PL
週末	вихідні	週末	вихідний	N	ADJ;NOM;PL
ホセ	хосе	ホセ	хось	PROPN	PROPN;ANIM;NOM;FEM;SG
ホセ	жозе	ホセ	жоза	PROPN	PROPN;ANIM;NOM;FEM;SG
ホセ	хосе	ホセ	хось	PROPN	PROPN;ANIM;NOM;FEM;SG
マット	мет	マット	мет	N	
マット	метт	マット	метт	N	PROPN;ANIM;NOM;MASC;SG
マット	mat	マット	mat	N	
最小	мінімальна	最小	мінімальний	N	ADJ;NOM;FEM;SG
最小	мінімальний	最小	мінімальний	N	ADJ;NOM;MASC;SG
最小	мінімально	最小	мінімально	N	ADV
最小	мінімальне	最小	мінімальний	N	ADJ;NOM;NEUT;SG
書き込み	написання	書き込み	написання	V	N;INAN;NOM;NEUT;SG
書き込み	запис	書き込み	запис	V	N;INAN;NOM;MASC;SG
書き込み	запису	書き込み	запис	V	N;INAN;GEN;MASC;SG
地中海	середземне	地中海	середземний	PROPN	ADJ;NOM;NEUT;SG
勇者	хоробрим	勇者	хоробрий	N	ADJ;INS;NEUT;SG
勇者	сміливі	勇者	сміливий	N	ADJ;NOM;PL
勇者	сміливий	勇者	сміливий	N	ADJ;NOM;MASC;SG
勇者	мужній	勇者	мужний	N	ADJ;NOM;MASC;SG
勇者	хоробрі	勇者	хоробра	N	ADJ;NOM;PL
シェア	поширити	シェア	поширити	N	V;PFV;NFIN
シェア	поділитися	シェア	поділитися	N	V;PFV;NFIN
シェア	поділитись	シェア	поділитися	N	V;PFV;NFIN
大洋	океани	大洋	океан	PROPN	N;INAN;NOM;MASC;PL
大洋	океан	大洋	океан	PROPN	N;INAN;NOM;MASC;SG
カリ	cali	カリ	cali	N	
ハインリヒ	генріх	ハインリヒ	генрій	PROPN	PROPN;ANIM;NOM;MASC;SG
マルクス	маркус	マルクス	маркус	PROPN	PROPN;ANIM;NOM;MASC;SG
マルクス	маркс	マルクス	маркс	PROPN	PROPN;ANIM;NOM;MASC;SG
マルクス	маркса	マルクス	маркс	PROPN	PROPN;ANIM;NOM;MASC;SG
ヴァン	van	ヴァン	van	PROPN	
ヴァン	ван	ヴァン	ван	PROPN	
ヴァン	фургон	ヴァン	фургон	PROPN	N;INAN;NOM;MASC;SG
喪失	збиток	喪失	збиток	V	N;INAN;NOM;MASC;SG
喪失	втрати	喪失	втрата	V	N;INAN;NOM;FEM;PL
喪失	втрата	喪失	втрата	V	N;INAN;NOM;FEM;SG
喪失	збитки	喪失	збиток	V	N;INAN;NOM;MASC;PL
喪失	втрату	喪失	втрата	V	N;INAN;ACC;FEM;SG
エール	ale	エール	ale	N	
エール	ель	エール	ель	N	
分散	поширюється	分散	поширюватися	N	V;IPFV;IND;SG;3;PRS;FIN
小西	конісі	小西	коніс	PROPN	
ビリー	біллі	ビリー	білля	PROPN	PROPN;ANIM;NOM;MASC;SG
垂直	перпендикулярно	垂直	перпендикулярно	N	ADV
乾燥	сухий	乾燥	сухий	V	ADJ;NOM;MASC;SG
乾燥	суха	乾燥	сухий	V	ADJ;NOM;FEM;SG
乾燥	сухо	乾燥	сухо	V	ADV
乾燥	сухе	乾燥	сухе	V	ADJ;NOM;NEUT;SG
乾燥	сухі	乾燥	сухий	V	ADJ;NOM;PL
乾燥	сушіння	乾燥	сушіння	V	N;INAN;NOM;NEUT;SG
落下	falling	落下	falling	V	
落下	осінь	落下	осінь	V	N;INAN;NOM;FEM;SG
落下	fall	落下	fall	V	
落下	падіння	落下	падіння	V	N;INAN;NOM;NEUT;SG
告示	помічав	告示	помічати	N	V;IPFV;MASC;IND;SG;PST;FIN
告示	помічати	告示	помічати	N	V;IPFV;NFIN
告示	помітити	告示	помітити	N	V;PFV;NFIN
マリン	марін	マリン	марін	N	PROPN;ANIM;NOM;MASC;SG
マリン	морська	マリン	морський	N	ADJ;NOM;FEM;SG
スタンダード	стандартний	スタンダード	стандартний	N	ADJ;NOM;MASC;SG
スタンダード	стандартна	スタンダード	стандартний	N	ADJ;NOM;FEM;SG
スタンダード	стандартне	スタンダード	стандартний	N	ADJ;NOM;NEUT;SG
繊維	fibre	繊維	fibre	N	
待ち	очікування	待つ	очікування	V	N;INAN;NOM;NEUT;SG
スパ	spa	スパ	spa	PROPN	
スパ	спа	スパ	спа	PROPN	
エンターテイメント	entertainment	エンターテイメント	entertainment	N	
検出	виявлення	検出	виявлення	V	N;INAN;NOM;NEUT;SG
検出	виявлення	検出	виявлення	V	N;INAN;NOM;NEUT;SG
配列	масиву	配列	масива	N	ADJ;GEN;FEM;SG
ライアン	раян	ライアン	раян	PROPN	PROPN;ANIM;NOM;MASC;SG
ペルー	перуанський	ペルー	перуанський	PROPN	ADJ;NOM;MASC;SG
ペルー	perú	ペルー	perú	PROPN	
ペルー	перу	ペルー	пера	PROPN	PROPN;INAN;NOM;FEM;SG
ケンタッキー	кентуккі	ケンタッキー	кентуккий	PROPN	PROPN;INAN;NOM;FEM;SG
荒木	аракі	荒木	аракий	PROPN	
ヒロ	хіро	ヒロ	хіро	PROPN	
ラマ	лама	ラマ	лама	PROPN	N;ANIM;NOM;MASC;SG
フェニックス	фенікс	フェニックス	фенікс	PROPN	N;INAN;NOM;MASC;SG
船体	галл	船体	галл	N	PROPN;ANIM;NOM;MASC;SG
狩り	полювання	狩る	полювання	V	N;INAN;NOM;NEUT;SG
狩り	полювання	狩る	полювання	V	N;INAN;NOM;NEUT;SG
キッド	малиш	キッド	малиш	PROPN	N;INAN;NOM;MASC;SG
陸奥	муцу	陸奥	муце	N	PROPN;INAN;NOM;MASC;SG
エコ	еко	エコ	еко	N	
クリスチャン	християни	クリスチャン	християнин	PROPN	N;ANIM;NOM;MASC;PL
クリスチャン	християнин	クリスチャン	християнин	PROPN	N;ANIM;NOM;MASC;SG
クリスチャン	крістіан	クリスチャン	крістіан	PROPN	N;ANIM;NOM;MASC;SG
クリスチャン	християнський	クリスチャン	християнський	PROPN	ADJ;NOM;MASC;SG
クリスチャン	християнська	クリスチャン	християнський	PROPN	ADJ;NOM;FEM;SG
青葉	аоба	青葉	аоба	PROPN	
淡路	авадзі	淡路	авадза	PROPN	N;INAN;NOM;FEM;SG
イリノイ	іллінойс	イリノイ	іллінойс	PROPN	PROPN;INAN;NOM;MASC;SG
フォト	фото	フォト	фото	N	
グラム	грам	グラム	гра	N	
ウィルソン	вілсон	ウィルソン	вілсон	PROPN	PROPN;ANIM;NOM;MASC;SG
ボウ	лук	ボウ	лук	N	
キリスト	христос	キリスト	христос	N	PROPN;ANIM;NOM;MASC;SG
キリスト	christ	キリスト	christ	N	
キリスト	христа	キリスト	христий	N	PROPN;ANIM;NOM;MASC;SG
ラジ	радж	ラジ	радж	N	PROPN;ANIM;NOM;MASC;SG
書き換え	переписування	書き換える	переписування	V	N;INAN;NOM;NEUT;SG
せつ	кипить	せつ	кипити		V;IPFV;IND;SG;3;PRS;FIN
開く	відкрита	開く	відкритий	V	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
開く	відкриті	開く	відкритий	V	ADJ;PFV;NOM;PL;V.PTCP;PASS
開く	відкритий	開く	відкритий	V	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
開く	відкриття	開く	відкриття	V	N;INAN;NOM;NEUT;SG
開く	відкривання	開く	відкривання	V	N;INAN;NOM;NEUT;SG
ジェリー	джері	ジェリー	джері	PROPN	PROPN;ANIM;NOM;MASC;SG
ジェリー	джеррі	ジェリー	джерра	PROPN	PROPN;ANIM;NOM;MASC;SG
和解	злагоди	和解	злагода	V	N;INAN;GEN;FEM;SG
和解	узгодження	和解	узгодження	V	N;INAN;NOM;NEUT;SG
和解	примирення	和解	примирення	V	N;INAN;NOM;NEUT;SG
和解	поселення	和解	поселення	V	N;INAN;NOM;NEUT;SG
小樽	отару	小樽	отара	PROPN	N;INAN;ACC;FEM;SG
光学	оптичний	光学	оптичний	N	ADJ;NOM;MASC;SG
トミー	томмі	トミー	томма	PROPN	PROPN;ANIM;NOM;MASC;SG
トミー	томі	トミー	томі	PROPN	N;INAN;DAT;MASC;SG
ライター	носову	ライター	носовий	N	ADJ;ACC;FEM;SG
ライター	writer	ライター	writer	N	
信用	кредитний	信用	кредитний	V	ADJ;NOM;MASC;SG
信用	кредитна	信用	кредитний	V	ADJ;NOM;FEM;SG
信用	кредит	信用	кредит	V	N;INAN;NOM;MASC;SG
タイガー	tiger	タイガー	tiger	PROPN	
タイガー	тигр	タイガー	тигр	PROPN	N;INAN;NOM;MASC;SG
キット	kit	キット	kit	N	
ビジュアル	візуальне	ビジュアル	візуальний	N	ADJ;NOM;NEUT;SG
ビジュアル	візуальні	ビジュアル	візуальний	N	ADJ;NOM;PL
ビジュアル	візуальний	ビジュアル	візуальний	N	ADJ;NOM;MASC;SG
歩行	ходити	歩行	ходити	N	V;IPFV;NFIN
デヴィッド	давід	デヴィッド	давід	PROPN	PROPN;ANIM;NOM;MASC;SG
デヴィッド	девід	デヴィッド	девід	PROPN	PROPN;ANIM;NOM;MASC;SG
デヴィッド	давид	デヴィッド	давид	PROPN	PROPN;ANIM;NOM;MASC;SG
クレイ	cray	クレイ	cray	PROPN	
クレイ	глина	クレイ	глина	PROPN	N;INAN;NOM;FEM;SG
クレイ	клей	クレイ	клей	PROPN	N;INAN;NOM;MASC;SG
変数	змінну	変数	змінний	N	ADJ;ACC;FEM;SG
変数	змінної	変数	змінний	N	ADJ;GEN;FEM;SG
変数	змінна	変数	змінний	N	ADJ;NOM;FEM;SG
変数	змінні	変数	змінний	N	ADJ;NOM;PL
影響	впливати	影響	впливати	N	V;IPFV;NFIN
ストレート	чесні	ストレート	чесний	N	ADJ;NOM;PL
ストレート	стріт	ストレート	стріт	N	
ストレート	прямі	ストレート	прямий	N	ADJ;NOM;PL
ストレート	прямо	ストレート	прямо	N	ADV
ストレート	акуратно	ストレート	акуратно	N	ADV
ウルフ	вовк	ウルフ	вовк	PROPN	N;ANIM;NOM;MASC;SG
伊予	ійо	伊予	ійо	PROPN	
支払	сплата	支払	сплата	V	N;INAN;NOM;FEM;SG
支払	оплати	支払	оплата	V	N;INAN;NOM;FEM;PL
支払	оплата	支払	оплата	V	N;INAN;NOM;FEM;SG
支払	платіж	支払	платіж	V	N;INAN;NOM;MASC;SG
支払	сплати	支払	сплата	V	N;INAN;NOM;FEM;PL
誘拐	викрадення	誘拐	викрадення	V	N;INAN;NOM;NEUT;SG
侵略	вторгнення	侵略	вторгнення	V	N;INAN;NOM;NEUT;SG
侵略	агресія	侵略	агресія	V	N;INAN;NOM;FEM;SG
いずみ	ідзумі	いずみ	ідзум	PROPN	PROPN;INAN;NOM;MASC;SG
冷却	охолодження	冷却	охолодження	V	N;INAN;NOM;NEUT;SG
フード	гуд	フード	гуда	N	
フード	худ	フード	худ	N	
化石	пластові	化石	пластовий	N	ADJ;NOM;PL
踊る	танці	踊る	танець	V	N;INAN;NOM;MASC;PL
ジョニー	джоні	ジョニー	джон	PROPN	PROPN;ANIM;NOM;MASC;SG
ジョニー	джонні	ジョニー	джонний	PROPN	PROPN;ANIM;NOM;MASC;SG
推奨	рекомендовані	推奨	рекомендований	V	ADJ;PFV;NOM;PL;V.PTCP;PASS
推奨	рекомендований	推奨	рекомендований	V	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
デッド	помер	デッド	померти	PROPN	V;PFV;MASC;IND;SG;PST;FIN
デッド	померла	デッド	померти	PROPN	V;PFV;FEM;IND;SG;PST;FIN
デッド	мертвий	デッド	мертвий	PROPN	ADJ;NOM;MASC;SG
デッド	dead	デッド	dead	PROPN	
北西部	northwestern	北西部	northwestern	N	
エアロ	aero	エアロ	aero	N	
果実	фруктові	果実	фруктовий	N	ADJ;NOM;PL
虐殺	злочини	虐殺	злочин	V	N;INAN;NOM;MASC;PL
魅力	шарм	魅力	шарма	N	
玩具	іграшковий	玩具	іграшковий		ADJ;NOM;MASC;SG
玩具	іграшку	玩具	іграшка		N;INAN;ACC;FEM;SG
玩具	іграшка	玩具	іграшка		N;INAN;NOM;FEM;SG
玩具	забавка	玩具	забавка		N;INAN;NOM;FEM;SG
玩具	іграшки	玩具	іграшка		N;INAN;NOM;FEM;PL
南京	нанкін	南京	нанкін	PROPN	PROPN;INAN;NOM;MASC;SG
住宅地	житловий	住宅地	житловий	N	ADJ;NOM;MASC;SG
住宅地	житлових	住宅地	житловий	N	ADJ;GEN;PL
昼間	денний	昼間	денний	N	ADJ;NOM;MASC;SG
昼間	денна	昼間	денний	N	ADJ;NOM;FEM;SG
インディアナ	індіана	インディアナ	індіаний	PROPN	PROPN;INAN;NOM;MASC;SG
エンターテインメント	entertainment	エンターテインメント	entertainment	N	
津田	цуда	津田	цуда	PROPN	
ソニック	sonic	ソニック	sonic	PROPN	
クライ	cry	クライ	cry	PROPN	
クライ	плакати	クライ	плакати	PROPN	V;IPFV;NFIN
クライ	плачу	クライ	плач	PROPN	ADV
ヴェネツィア	венеція	ヴェネツィア	венеція	PROPN	PROPN;INAN;NOM;FEM;SG
ヴェネツィア	венеції	ヴェネツィア	венеція	PROPN	PROPN;INAN;GEN;FEM;SG
起動	стартап	起動	стартап	V	N;INAN;NOM;MASC;SG
起動	запуску	起動	запуск	V	N;INAN;GEN;MASC;SG
起動	startup	起動	startup	V	
起動	запуск	起動	запуск	V	N;INAN;NOM;MASC;SG
起動	запуск	起動	запуск	V	N;INAN;NOM;MASC;SG
ディーン	дін	ディーン	дін	PROPN	
カーブ	кривих	カーブ	кривий	N	ADJ;GEN;PL
カーブ	криві	カーブ	крив	N	ADJ;NOM;PL
アイデア	idea	アイデア	idea	N	
グレー	сірий	グレー	сірий	N	ADJ;NOM;MASC;SG
グレー	сірі	グレー	сіра	N	ADJ;NOM;PL
グレー	сірий	グレー	сірий	N	ADJ;NOM;MASC;SG
グレー	грей	グレー	грей	N	PROPN;ANIM;NOM;FEM;SG
コナン	конан	コナン	конан	PROPN	PROPN;ANIM;NOM;MASC;SG
抽選	лотерея	抽選	лотерея	V	N;INAN;NOM;FEM;SG
ユリウス	юліус	ユリウス	юліус	PROPN	PROPN;ANIM;NOM;MASC;SG
ユリウス	юлій	ユリウス	юлій	PROPN	PROPN;ANIM;NOM;MASC;SG
品種	ставлять	品種	ставити		V;IPFV;IND;PL;3;PRS;FIN
品種	розмноження	品種	розмноження		N;INAN;NOM;NEUT;SG
品種	породи	品種	порода		N;INAN;NOM;FEM;PL
品種	порода	品種	порода		N;INAN;NOM;FEM;SG
品種	сортів	品種	сорт		N;INAN;GEN;MASC;PL
品種	різноманітність	品種	різноманітність		N;INAN;NOM;FEM;SG
品種	сорти	品種	сорт		N;INAN;NOM;MASC;PL
品種	різноманітності	品種	різноманітність		N;INAN;DAT;FEM;SG
エレベーター	підняти	エレベーター	підняти	N	V;PFV;NFIN
エレベーター	підібрали	エレベーター	підібрати	N	V;PFV;IND;PL;PST;FIN
アンドレ	андре	アンドレ	андре	PROPN	PROPN;ANIM;NOM;MASC;SG
アンドレ	андре	アンドレ	андре	PROPN	PROPN;ANIM;NOM;MASC;SG
ヤマハ	yamaha	ヤマハ	yamaha	PROPN	
拘束	витримкою	拘束	витримка	V	N;INAN;INS;FEM;SG
花嫁	наречена	花嫁	наречений	N	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
マンチェスター	манчестер	マンチェスター	манчестер	PROPN	N;INAN;NOM;MASC;SG
マウント	маунт	マウント	маунт	N	
マウント	монтувати	マウント	монтувати	N	V;IPFV;NFIN
訂正	корекція	訂正	корекція	V	N;INAN;NOM;FEM;SG
調達	постачання	調達	постачання	V	N;INAN;NOM;NEUT;SG
調達	закупівлю	調達	закупівити	V	N;INAN;ACC;FEM;SG
調達	закупівлі	調達	закупівля	V	N;INAN;NOM;FEM;PL
フランシス	френсіс	フランシス	френсіс	PROPN	PROPN;ANIM;NOM;MASC;SG
フランシス	франциск	フランシス	франциск	PROPN	N;ANIM;NOM;MASC;SG
ロッテ	лотте	ロッテ	лоттий	PROPN	PROPN;INAN;NOM;FEM;SG
ブッシュ	буш	ブッシュ	бути	PROPN	
後	згодом	後	згодом	N	ADV
後	пізніше	後	пізніше	N	ADV;CMPR
後	потому	後	потому	N	
村山	мураяма	村山	мураяма	PROPN	N;ANIM;DAT;MASC;PL
刺激	вимушене	刺激	вимушений	V	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
刺激	кадр	刺激	кадр	V	N;INAN;NOM;MASC;SG
テイラー	тейлор	テイラー	тейлор	PROPN	PROPN;ANIM;NOM;FEM;SG
アース	earth	アース	earth	N	
鉱物	мінеральна	鉱物	мінеральний	N	ADJ;NOM;FEM;SG
台北	тайбей	台北	тайбей	PROPN	N;INAN;NOM;MASC;SG
阿波	ава	阿波	ава	PROPN	
任天堂	nintendo	任天堂	nintendo	PROPN	
志摩	сіма	志摩	сім	PROPN	
汚染	забруднена	汚染	забруднений	N	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
フランソワ	francois	フランソワ	francois	PROPN	
洋子	йоко	洋子	йоко	PROPN	PROPN;ANIM;NOM;FEM;SG
火星	марс	火星	марс	N	PROPN;ANIM;NOM;MASC;SG
火星	mars	火星	mars	N	
細菌	бактеріальне	細菌	бактеріальний	N	ADJ;NOM;NEUT;SG
リンカーン	лінкольн	リンカーン	лінкольн	PROPN	PROPN;ANIM;NOM;MASC;SG
ハーン	ган	ハーン	ган	PROPN	
ハーン	хан	ハーン	хан	PROPN	PROPN;ANIM;NOM;MASC;SG
民主主義	демократичні	民主主義	демократичний	N	ADJ;NOM;PL
民主主義	демократичний	民主主義	демократичний	N	ADJ;NOM;MASC;SG
民主主義	демократична	民主主義	демократичний	N	ADJ;NOM;FEM;SG
背中	back	背中	back	N	
背中	назад	背中	назад	N	ADV
背中	ззаду	背中	ззаду	N	ADV
背中	повернулася	背中	повернутися	N	V;PFV;FEM;IND;SG;PST;FIN
競合	конкурентів	競合	конкурент	V	N;ANIM;ACC;MASC;PL
競合	конфлікт	競合	конфлікт	V	N;INAN;NOM;MASC;SG
