theridion	theridion	theridion	theridion	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
romarna	rzymianie	rom	rzymiać	N;NOM;DEF;MASC+FEM;PL	ADJ;IPFV;NOM;MASC;PL;POS;V.PTCP;PASS
romarna	rzymian	rom	rzymianin	N;NOM;DEF;MASC+FEM;PL	
glabra	glabra	glabra	glabra	N;NOM;INDF;MASC+FEM;SG	
varning	czujny	varning	czujny	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
passa	fit	passa	fit	V;IMP;FIN;ACT	
flög	leciał	flög	lecieć	V;IMP;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
flög	przyleciał	flög	przylecieć	V;IMP;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
flög	poleciał	flög	polecieć	V;IMP;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
förbindelse	łącznik	förbindelse	łącznik	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
mia	mia	ja	mieć	PROPN;NOM	
mia	mii	ja	ja	PROPN;NOM	
ljusare	jaśniej	ljus	jasno	ADJ;NOM;CMPR	ADV;CMPR
ljusare	zapalniczki	ljus	zapalniczka	ADJ;NOM;CMPR	N;ACC;FEM;PL
påverkade	dotknięty	påverka	dotknięty	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
påverkade	dotknięte	påverka	dotknąć	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
vacker	pięknie	vacker	pięknie	ADJ;NOM;INDF;MASC+FEM;SG	ADV
principer	zasady	princip	zasada	N;NOM;INDF;MASC+FEM;PL	N;ACC;FEM;PL
principer	zasadami	princip	zasada	N;NOM;INDF;MASC+FEM;PL	N;INS;FEM;PL
administration	administracji	administration	administracja	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
lomas	lomas	loma	lomas	V;NFIN;PASS	N;NOM;MASC;SG
monster	monster	monster	monster	N;NOM;INDF;NEUT;SG	
monster	potwory	monster	potwór	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
monster	potworów	monster	potwór	N;NOM;INDF;NEUT;SG	N;GEN;MASC;PL
monster	potwory	monster	potwór	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
fastän	chociaż	fastän	chociaż	ADV	PART
fastän	aczkolwiek	fastän	aczkolwiek	ADV	
fastän	choć	fastän	choć	ADV	
short	krótki	short	krótki	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
short	krótkie	short	krótki	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
short	short	short	short	N;NOM;INDF;MASC+FEM;SG	
short	krótko	short	krótko	N;NOM;INDF;MASC+FEM;SG	ADV
short	krótka	short	krótki	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
federala	federalny	federal	federalny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
federala	federalnej	federal	federalny	ADJ;NOM;PL	ADJ;GEN;FEM;SG
federala	federalne	federal	federalny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
federala	federalna	federal	federalny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
betong	betonu	betong	beton	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
betong	konkretne	betong	konkretny	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
betong	konkretny	betong	konkretny	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
julie	julie	julie	julio	PROPN;NOM	PROPN;NOM;FEM;SG
derby	derby	derby	derba	N;NOM;INDF;NEUT;SG	
cornelius	cornelius	cornelius	cornelius	PROPN;NOM	PROPN;NOM;MASC;SG
fabrik	fabrykę	fabrik	fabryka	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
fabrik	fabryce	fabrik	fabryka	N;NOM;INDF;MASC+FEM;SG	N;DAT;FEM;SG
fabrik	fabryki	fabrik	fabryka	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
flickr	flickr	flick	flickr	N;NOM;INDF;MASC+FEM;SG	
underlätta	ułatwianie	underlätta	ułatwiać	V;IMP;FIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
underlätta	ułatwienia	underlätta	ułatwić	V;IMP;FIN;ACT	N;NOM;NEUT;SG
underlätta	ułatwienie	underlätta	ułatwienie	V;IMP;FIN;ACT	N;NOM;NEUT;SG
underlätta	ułatwienia	underlätta	ułatwić	V;IMP;FIN;ACT	N;NOM;NEUT;SG
underlätta	ułatwia	underlätta	ułatwiać	V;IMP;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
underlätta	ułatwiają	underlätta	ułatwiać	V;IMP;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
underlätta	ułatwienie	underlätta	ułatwienie	V;IMP;FIN;ACT	N;NOM;NEUT;SG
ahmed	ahmed	ahmed	ahmed	PROPN;NOM	PROPN;NOM;MASC;SG
ahmed	ahmed	ahmed	ahmed	PROPN;NOM	PROPN;NOM;MASC;SG
ahmed	ahmad	ahmed	ahmad	PROPN;NOM	PROPN;NOM;MASC;SG
weir	weir	weir	weir	PROPN;NOM	PROPN;NOM;MASC;SG
engström	engström	engström	engstram	PROPN;NOM	
mott	mott	mott	mott	N;NOM;INDF;MASC+FEM;SG	
adrar	adrar	adra	adrar	N;NOM;INDF;MASC+FEM;SG	
key	kluczowe	key	kluczowy	N;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
key	klucze	key	klucz	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
key	key	key	key	N;NOM;INDF;NEUT;SG	
willow	willow	willow	willa	PROPN;NOM	
boa	boa	boa	boa	N;NOM;INDF;NEUT;SG	
test	testy	test	test	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
test	próby	test	próba	N;NOM;INDF;NEUT;SG	
test	badania	test	badanie	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;PL
test	testy	test	test	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
test	egzaminy	test	egzamin	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
test	testy	test	test	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
test	badania	test	badanie	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;PL
léon	léon	léon	léon	PROPN;NOM	PROPN;NOM;MASC;SG
rosen	rosen	ros	rosen	N;NOM;DEF;MASC+FEM;SG	
curran	curran	curran	curran	N;NOM;DEF;MASC+FEM;SG	
meriter	zasług	merit	zasługa	N;NOM;INDF;MASC+FEM;PL	N;GEN;FEM;SG
meriter	zasługi	merit	zasługa	N;NOM;INDF;MASC+FEM;PL	N;ACC;FEM;SG
statistiska	statystyczne	statistisk	statystyczny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
statistiska	statystyczny	statistisk	statystyczny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
utförda	wykonywana	utföra	wykonywać	ADJ;NOM;PL;PST;V.PTCP	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
utförda	przeprowadzone	utföra	przeprowadzić	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
utförda	wykonywanych	utföra	wykonywać	ADJ;NOM;PL;PST;V.PTCP	ADJ;IPFV;GEN;MASC;PL;POS;V.PTCP;PASS
utförda	wykonywane	utföra	wykonywać	ADJ;NOM;PL;PST;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
utförda	wykonane	utföra	wykonać	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
publicerat	opublikowano	publicerad	opublikować	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
publicerat	opublikował	publicerad	opublikować	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
publicerat	opublikowano	publicerad	opublikować	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
publicerat	publikacja	publicerad	publikacja	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;NOM;FEM;SG
adolph	adolph	adolph	adolph	PROPN;NOM	PROPN;NOM;MASC;SG
adolph	adolf	adolph	adolf	PROPN;NOM	PROPN;NOM;MASC;SG
viking	viking	viking	viking	N;NOM;INDF;MASC+FEM;SG	
tillväxt	wzrostu	tillväxt	wzrost	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
bildats	utworzony	bilda	utworzyć	V;V.CVB;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
bildats	utworzona	bilda	utworzyć	V;V.CVB;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
bildats	utworzone	bilda	utworzyć	V;V.CVB;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
nees	nees	nees	nees	N	
franco	franco	franco	franca	PROPN;NOM	
kemisk	chemikalia	kemisk	chemikalia	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
robot	robot	robot	robot	N;NOM;INDF;MASC+FEM;SG	
robot	robocie	robot	robota	N;NOM;INDF;MASC+FEM;SG	N;DAT;FEM;SG
robot	robota	robot	robota	N;NOM;INDF;MASC+FEM;SG	
olivier	olivier	olivie	olivier	PROPN;NOM	N;NOM;MASC;SG
vingar	skrzydeł	vinga	skrzydło	N;NOM;INDF;MASC+FEM;PL	
holger	holger	holg	holger	PROPN;NOM	PROPN;NOM;MASC;SG
landsväg	drogowy	landsväg	drogowy	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
landsväg	drogi	landsväg	droga	N;NOM;INDF;MASC+FEM;SG	
landsväg	drodze	landsväg	droga	N;NOM;INDF;MASC+FEM;SG	N;DAT;FEM;SG
landsväg	road	landsväg	road	N;NOM;INDF;MASC+FEM;SG	
landsväg	autostrady	landsväg	autostrada	N;NOM;INDF;MASC+FEM;SG	
landsväg	highway	landsväg	highwać	N;NOM;INDF;MASC+FEM;SG	
landsväg	autostradzie	landsväg	autostrada	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
nitida	nitida	nitida	nitidać	N;NOM;INDF;MASC+FEM;SG	
villosa	villosa	villos	villosa	N;NOM;INDF;MASC+FEM;SG	
bros	bracia	bros	brat	PROPN;NOM	N;NOM;MASC;PL
bros	bros	bros	bros	PROPN;NOM	
fossil	kopalnych	fossil	kopalny	N;NOM;INDF;MASC+FEM;SG	ADJ;GEN;MASC;PL
skott	zastrzelony	skott	zastrzelić	N;NOM;INDF;NEUT;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
skott	postrzelony	skott	postrzelić	N;NOM;INDF;NEUT;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
skott	rundy	skott	rund	N;NOM;INDF;NEUT;SG	N;ACC;FEM;PL
skott	rund	skott	rund	N;NOM;INDF;NEUT;SG	
skott	strzałów	skott	strzał	N;NOM;INDF;NEUT;SG	N;GEN;MASC;PL
skott	strzały	skott	strzał	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
ändrar	zmiana	ändra	zmiana	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
torres	torres	torres	torres	PROPN;NOM	PROPN;NOM;MASC;SG
cold	zimno	cold	zimno	N;NOM;INDF;MASC+FEM;SG	
cold	zimne	cold	zimny	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
cold	zimny	cold	zimny	N;NOM;INDF;MASC+FEM;SG	
cold	zimna	cold	zimny	N;NOM;INDF;MASC+FEM;SG	
pictures	zdjęcia	pictures	zdjęcie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
pictures	obrazki	pictures	obrazek	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
pictures	zdjecia	pictures	zdjecie	N;NOM;INDF;MASC+FEM;SG	V;PFV;IND;SG;FIN;ACT
vuxen	uprawiane	vuxen	uprawiać	N;NOM;INDF;MASC+FEM;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
vuxen	dorośli	vuxen	dorosły	N;NOM;INDF;MASC+FEM;SG	V;PFV;MASC;IND;PL;PST;FIN;ACT
vuxen	dorosły	vuxen	dorosnąć	N;NOM;INDF;MASC+FEM;SG	V;PFV;FEM;IND;PL;PST;FIN;ACT
vuxen	dorosłych	vuxen	dorosły	N;NOM;INDF;MASC+FEM;SG	ADJ;GEN;MASC;PL
vuxen	dorosła	vuxen	dorosnąć	N;NOM;INDF;MASC+FEM;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
namnteckning	podpis	namnteckning	podpis	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
ciudad	ciudad	ciuda	ciudad	N;NOM;INDF;MASC+FEM;SG	
blanche	blanche	blanche	blanchy	N;NOM;INDF;MASC+FEM;SG	
samlar	zbieranie	samla	zbierać	V;IND;PRS;FIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
samlar	zbieranie	samla	zbierać	V;IND;PRS;FIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
samlar	zgromadzenie	samla	zgromadzenie	V;IND;PRS;FIN;ACT	N;PFV;NOM;NEUT;SG;POS;V.MSDR
samlar	zebranie	samla	zebranie	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
samlar	gromadzenie	samla	gromadzenie	V;IND;PRS;FIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
heaven	niebiosa	heav	niebiosa	N;NOM;DEF;MASC+FEM;SG	
heaven	heaven	heav	heaven	N;NOM;DEF;MASC+FEM;SG	
heaven	niebie	heav	niebo	N;NOM;DEF;MASC+FEM;SG	N;DAT;NEUT;SG
heaven	nieba	heav	niebo	N;NOM;DEF;MASC+FEM;SG	
yngve	yngve	ung	yngve	PROPN;NOM	
parametrar	parametrów	parametra	parametr	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;PL
liparis	liparis	liparis	liparis	N;NOM;INDF;MASC+FEM;SG	
efteråt	after	efteråt	after	ADV	
efteråt	po	efteråt	po	ADV	INTJ
exil	wygnany	exil	wygnany	N;NOM;INDF;MASC+FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
tillgångar	majątek	tillgång	majątek	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;SG
tillgångar	aktywów	tillgång	aktyw	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;PL
tillgångar	atut	tillgång	atut	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
tillgångar	aktywów	tillgång	aktyw	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;PL
jiao	jiao	jiao	jiao	N;NOM;INDF;MASC+FEM;SG	
fastigheter	własności	fastighet	własność	N;NOM;INDF;MASC+FEM;PL	N;ACC;FEM;SG
fastigheter	nieruchomości	fastighet	nieruchomość	N;NOM;INDF;MASC+FEM;PL	N;GEN;FEM;SG
fastigheter	właściwość	fastighet	właściwość	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
fastigheter	własność	fastighet	własność	N;NOM;INDF;MASC+FEM;PL	N;ACC;FEM;SG
fastigheter	nieruchomość	fastighet	nieruchomość	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
fastigheter	właściwości	fastighet	właściwość	N;NOM;INDF;MASC+FEM;PL	N;ACC;FEM;PL
rodríguez	rodriguez	rodríguez	rodriguez	PROPN;NOM	
rodríguez	rodríguez	rodríguez	rodríguez	PROPN;NOM	PROPN;NOM;MASC;SG
rodríguez	rodríguez	rodríguez	rodríguez	PROPN;NOM	PROPN;NOM;MASC;SG
handeln	handlu	handel	handel	N;NOM;DEF;MASC+FEM;SG	N;GEN;MASC;SG
handeln	handlu	handel	handel	N;NOM;DEF;MASC+FEM;SG	N;GEN;MASC;SG
handeln	trade	handel	trady	N;NOM;DEF;MASC+FEM;SG	
owen	owena	owen	owen	PROPN;NOM	
owen	owen	owen	owen	PROPN;NOM	PROPN;NOM;MASC;SG
anda	duchu	anda	duch	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
anda	ducha	anda	duch	N;NOM;INDF;MASC+FEM;SG	
anda	spirit	anda	spirit	N;NOM;INDF;MASC+FEM;SG	
hjärtat	heart	hjärta	heart	N;NOM;DEF;NEUT;SG	
villmanstrand	lappeenranta	villmanstrand	lappenrantać	N;NOM;INDF;MASC+FEM;SG	
valdemar	valdemar	valdem	valdemar	N;NOM;INDF;MASC+FEM;SG	
kongressen	kongresie	kongress	kongres	N;NOM;DEF;MASC+FEM;SG	N;DAT;MASC;SG
kongressen	kongresu	kongress	kongres	N;NOM;DEF;MASC+FEM;SG	N;GEN;MASC;SG
esperanza	esperanza	esperan	esperanz	N;NOM;INDF;MASC+FEM;SG	
bröllop	śluby	bröllop	ślub	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
bröllop	ślubów	bröllop	ślub	N;NOM;INDF;NEUT;SG	N;GEN;MASC;PL
bröllop	weselny	bröllop	weselny	N;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;SG
huila	huila	huila	huila	ADJ;NOM;PL	PROPN;NOM;MASC;SG
individ	indywidualny	individ	indywidualny	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
individ	indywidualne	individ	indywidualny	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
individ	poszczególnych	individ	poszczególny	N;NOM;INDF;MASC+FEM;SG	ADJ;GEN;MASC;PL
individ	indywidualnie	individ	indywidualnie	N;NOM;INDF;MASC+FEM;SG	ADV
ansikte	face	ansikte	faka	N;NOM;INDF;NEUT;SG	
noir	noir	noir	noir	N;NOM;INDF;MASC+FEM;SG	
praia	praia	praia	praia	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
spinosa	spinosa	spinosa	spinosa	N;NOM;INDF;MASC+FEM;SG	
abel	abel	abel	abel	PROPN;NOM	PROPN;NOM;MASC;SG
sous	sous	sous	sous	N;NOM;INDF;MASC+FEM;SG	
hull	hull	hull	hull	PROPN;NOM	PROPN;NOM;MASC;SG
hull	kadłuba	hull	kadłuba	PROPN;NOM	N;GEN;MASC;SG
hull	kadłub	hull	kadłub	PROPN;NOM	N;ACC;MASC;SG
amata	amata	amata	amata	N;NOM;INDF;NEUT;SG	
olofsson	olofsson	olofsson	olofsson	PROPN;NOM	
neuquén	neuquén	neuquén	neuquén	PROPN;NOM	
sexuella	seksualna	sexuell	seksualny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
sexuella	seksualny	sexuell	seksualny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
sexuella	seksualne	sexuell	seksualny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
sexuella	seksualnie	sexuell	seksualnie	ADJ;NOM;PL	ADV
hebreiska	hebrajski	hebreisk	hebrajski	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
uppvisar	dowód	uppvisa	dowód	V;IND;PRS;FIN;ACT	N;ACC;MASC;SG
uppvisar	wystawa	uppvisa	wystawa	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
uppvisar	wystawy	uppvisa	wystawa	V;IND;PRS;FIN;ACT	N;ACC;FEM;SG
sjönk	zatonął	sjönk	zatonąć	V;IMP;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
pittsburgh	pittsburghu	pittsburgh	pittsburgh	PROPN;NOM	N;DAT;MASC;SG
acceptera	akceptuje	acceptera	akceptować	V;IMP;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
acceptera	akceptuję	acceptera	akceptować	V;IMP;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
yttersta	oddalonych	yttersta	oddalić	ADJ;NOM;DEF;RL	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
gene	genu	gene	gen	PROPN;NOM	N;GEN;MASC;SG
gene	gene	gene	gen	PROPN;NOM	PROPN;NOM;MASC;SG
gene	gen	gene	gen	PROPN;NOM	
gene	geny	gene	gena	PROPN;NOM	N;NOM;MASC;PL
dragon	smoka	dragon	smoka	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
dragon	dragon	dragon	dragon	N;NOM;INDF;MASC+FEM;SG	
stina	stina	stina	stina	PROPN;NOM	
tretton	trzynastu	tretton	trzynaście	NUM;NOM	
tretton	trzynaście	tretton	trzynaście	NUM;NOM	
tretton	thirteen	tretton	thirteen	NUM;NOM	
sarawak	sarawak	sarawak	sarawak	PROPN;NOM	
fläckar	plam	fläck	plam	N;NOM;INDF;MASC+FEM;PL	
fläckar	plastry	fläck	plaster	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
borlänge	borlänge	borlänge	borlnnga	PROPN;NOM	
vernon	vernon	vernon	vernon	PROPN;NOM	PROPN;NOM;MASC;SG
lucky	lucky	lucky	luck	N;NOM;INDF;MASC+FEM;SG	
lucky	szczęściarz	lucky	szczęściarz	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
rossi	rossi	rossi	ross	PROPN;NOM	
maranhão	maranhão	maranhão	maranhão	N;NOM;INDF;MASC+FEM;SG	
löst	rozpuszczonego	lösa	rozpuszczyć	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;ACC;MASC;SG
löst	luzem	lösa	luz	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;INS;MASC;SG
löst	luźno	lösa	luźno	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADV
möts	poznać	möta	poznać	V;IND;PRS;FIN;PASS	V;PFV;NFIN;ACT
möts	poznaj	möta	poznawać	V;IND;PRS;FIN;PASS	V;PFV;IMP;SG;2;FIN;ACT
möts	spotkanie	möta	spotkanie	V;IND;PRS;FIN;PASS	N;NOM;NEUT;SG
värnamo	värnamo	värnamo	vórnama	PROPN;NOM	V;PFV;IND;SG;1;PRS;FIN;ACT
kula	kula	kula	kula	N;NOM;INDF;MASC+FEM;SG	
kula	kulka	kula	kulka	N;NOM;INDF;MASC+FEM;SG	
vind	wiatru	vinda	wiatr	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
vind	wiatry	vinda	wiatr	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
vind	wietrze	vinda	wiatr	N;NOM;INDF;MASC+FEM;SG	N;INS;MASC;SG
domen	zdania	dom	zdanie	N;NOM;DEF;MASC+FEM;SG	N;NOM;NEUT;PL
litsea	litsea	litsen	litsea	N;NOM;INDF;MASC+FEM;SG	
mimosa	mimosa	mimos	mimosa	N;NOM;INDF;MASC+FEM;SG	
alain	alain	alain	alain	PROPN;NOM	PROPN;NOM;MASC;SG
tilldelas	udzielone	tilldela	udzielić	V;IND;PRS;FIN;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
tilldelas	przyznana	tilldela	przyznać	V;IND;PRS;FIN;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
tilldelas	przyznane	tilldela	przyznać	V;IND;PRS;FIN;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
tilldelas	przyznany	tilldela	przyznać	V;IND;PRS;FIN;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
tilldelas	przyznano	tilldela	przyznać	V;IND;PRS;FIN;PASS	V;PFV;IND;0;PST;FIN;ACT
omsättning	krążenie	omsättning	krążyć	N;NOM;INDF;MASC+FEM;SG	
omsättning	obroty	omsättning	obrót	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
omsättning	obrotu	omsättning	obrót	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
olav	olav	olav	olav	PROPN;NOM	PROPN;NOM;MASC;SG
trophy	trophy	trophy	trophy	N;NOM;INDF;MASC+FEM;SG	
trophy	trofea	trophy	trofe	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
trophy	trofeum	trophy	trofeum	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
puebla	puebla	puebel	puebla	PROPN;NOM	PROPN;NOM;MASC;SG
konstantin	konstantin	konstanti	konstantin	PROPN;NOM	PROPN;NOM;MASC;SG
konstantin	constantine	konstanti	constantiny	PROPN;NOM	
palmas	palmas	palma	palmas	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
kopia	skopiuj	kopia	skopiuj	N;NOM;INDF;MASC+FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
kopia	kopiuj	kopia	kopiuj	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
koppar	miedzi	koppa	miedzieć	N;NOM;INDF;MASC+FEM;SG	
koppar	miedź	koppa	miedzieć	N;NOM;INDF;MASC+FEM;SG	
koppar	filiżanki	koppa	filiżanka	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;PL
koppar	kubki	koppa	kubka	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
rice	ryżu	rice	ryż	N;NOM;INDF;NEUT;SG	
morning	rano	morning	rano	N;NOM;INDF;MASC+FEM;SG	ADV
morning	poranek	morning	poranek	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
susan	susan	susa	susan	PROPN;NOM	PROPN;NOM;FEM;SG
susan	zuzia	susa	zuzia	PROPN;NOM	PROPN;NOM;FEM;SG
susan	zosia	susa	zosia	PROPN;NOM	PROPN;NOM;FEM;SG
asa	asa	asa	asa	PROPN;NOM	
statligt	stan	statlig	stan	ADJ;NOM;INDF;NEUT;SG	N;NOM;MASC;SG
statligt	state	statlig	staty	ADJ;NOM;INDF;NEUT;SG	
statligt	państwo	statlig	państwo	ADJ;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
redigering	montaż	redigering	montaż	N;NOM;INDF;MASC+FEM;SG	
redigering	edycji	redigering	edycja	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
villan	villa	villan	vill	N;NOM;DEF;MASC+FEM;SG	
nasa	nasa	nasa	nas	PROPN;NOM	PROPN;NOM;MASC;SG
brittiskt	british	brittisk	british	ADJ;NOM;INDF;NEUT;SG	N;NOM;MASC;SG
erkände	przyjęty	erkande	przyjąć	V;IND;PST;FIN;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
cher	cher	cher	cher	V;IMP;FIN;ACT	
individuellt	indywidualny	individuell	indywidualny	ADV	ADJ;NOM;MASC;SG
individuellt	indywidualne	individuell	indywidualny	ADV	ADJ;NOM;NEUT;SG
individuellt	poszczególnych	individuell	poszczególny	ADV	ADJ;GEN;MASC;PL
riktlinjer	wytycznymi	riktlinje	wytyczny	N;NOM;INDF;MASC+FEM;PL	ADJ;INS;MASC;PL
riktlinjer	wytycznych	riktlinje	wytyczny	N;NOM;INDF;MASC+FEM;PL	ADJ;GEN;MASC;PL
riktlinjer	wytyczne	riktlinje	wytyczny	N;NOM;INDF;MASC+FEM;PL	ADJ;NOM;NEUT;SG
biologiska	biologicznych	biologisk	biologiczny	ADJ;NOM;PL	ADJ;GEN;MASC;PL
biologiska	biologiczne	biologisk	biologiczny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
