من	ποιος	مِن	ποιος	ADP	DET;NOM;DEF;MASC;SG
الريف	ύπαιθρο	رِيف	ύπαιθρο	N;NOM;DEF;SG	N;ACC;FEM;SG
الريف	αγροτικές	رِيف	αγροτικός	N;NOM;DEF;SG	ADJ;NOM;FEM;PL
الريف	αγροτική	رِيف	αγροτικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
الريف	αγροτικός	رِيف	αγροτικός	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
مسح	σάρωση	مسح	σάρωση	N;NOM;INDF;SG	N;ACC;FEM;SG
بعيد	απομακρυσμένο	بُعَيدَ	απομακρύσμενος		V;PFV;NOM;NEUT;SG;V.PTCP;PASS
بعيد	απομακρυσμένα	بُعَيدَ	απομακρύσμενος		V;PFV;NOM;NEUT;PL;V.PTCP;PASS
بعيد	απομακρυσμένη	بُعَيدَ	απομακρύω		V;PFV;NOM;FEM;SG;V.PTCP;PASS
الفارسية	φαρσί	فَارِسِيّ	φαρσί		N;NOM;FEM;SG
الغناء	τραγουδάει	غِنَاء	τραγούδαι	N;NOM;DEF;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
الغناء	τραγουδάμε	غِنَاء	τραγούδαι	N;NOM;DEF;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
الغناء	τραγουδώντας	غِنَاء	τραγουδώ	N;NOM;DEF;SG	V;IPFV;V.CVB;ACT
الغناء	τραγουδούν	غِنَاء	τραγούδαι	N;NOM;DEF;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
مهم	σημαντικο	مُهِمّ	σημαντικός	ADJ;NOM;INDF;MASC;SG	N;NOM;SG
رياضيات	μαθηματικά	رياضيات	μαθηματικά	N;NOM;INDF;PL	ADV
رياضيات	μαθηματικά	رياضيات	μαθηματικά	N;NOM;INDF;PL	ADV
رياضيات	μαθηματικά	رياضيات	μαθηματικά	N;NOM;INDF;PL	ADV
حسني	χόσνι	حسني	χόσνι		
جذب	αξιοθέατο	جَذب	αξιοθέατος	N;NOM;INDF;SG	N;NOM;NEUT;PL
جذب	έλξης	جَذب	έλξη	N;NOM;INDF;SG	N;GEN;FEM;SG
جذب	προσελκύσει	جَذب	προσελκύω	N;NOM;INDF;SG	V;PFV;IND;SG;3;FIN;ACT
المشترك	συνδρομητή	مُشتَرَك	συνδρομητής	ADJ;NOM;DEF;MASC;SG	N;ACC;MASC;SG
المشترك	εγγεγραμμένος	مُشتَرَك	εγγεγραμμένος	ADJ;NOM;DEF;MASC;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
المشترك	συνδρομητής	مُشتَرَك	συνδρομητής	ADJ;NOM;DEF;MASC;SG	N;NOM;MASC;SG
ذهبية	χρυσός	ذَهَبِيّ	χρυσός	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG
ذهبية	χρυσό	ذَهَبِيّ	χρυσός	ADJ;NOM;INDF;FEM;SG	
ذهبية	χρυσή	ذَهَبِيّ	χρυσός	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;SG
ذهبية	golden	ذَهَبِيّ	golden	ADJ;NOM;INDF;FEM;SG	
ذهبية	χρυσά	ذَهَبِيّ	χρυσάς	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;PL
كويكب	αστεροειδής	كُوَيكب	αστεροειδής		ADJ;NOM;MASC;SG
كويكب	αστεροειδή	كُوَيكب	αστεροειδής		N;NOM;MASC;SG
محمية	προστατεύεται	محمية	προστατεύω	N;NOM;INDF;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
محمية	προστατευμένο	محمية	προστατεύω	N;NOM;INDF;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
محمية	προστατευμένη	محمية	προστατεύω	N;NOM;INDF;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
محمية	προστατευόμενων	محمية	προστατεύω	N;NOM;INDF;SG	ADJ;GEN;MASC;PL
محمية	προστατευμένος	محمية	προστατευμένος	N;NOM;INDF;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
مالية	χρηματοοικονομικά	مَالِيّ	χρηματοοικονομικά	ADJ;NOM;INDF;FEM;SG	ADV
مالية	οικονομικών	مَالِيّ	οικονομικός	ADJ;NOM;INDF;FEM;SG	ADJ;GEN;FEM;PL
مالية	χρηματοδότηση	مَالِيّ	χρηματοδότηση	ADJ;NOM;INDF;FEM;SG	N;ACC;FEM;SG
معامل	συντελεστής	مُعَامِل	συντελεστής	N;NOM;INDF;PL	N;NOM;MASC;SG
معامل	συντελεστή	مُعَامِل	συντελεστής	N;NOM;INDF;PL	N;ACC;NEUT;SG
تيار	τρέχουσα	تَيَّار	τρέχων	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
تيار	τρέχουσες	تَيَّار	τρέχων	N;NOM;INDF;SG	ADJ;NOM;FEM;PL
تيار	τρέχον	تَيَّار	τρέχον	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
تيار	stream	تَيَّار	stream	N;NOM;INDF;SG	
النمط	λειτουργία	نَمَط	λειτουργία	N;NOM;DEF;SG	N;ACC;FEM;SG
النمط	mode	نَمَط	mode	N;NOM;DEF;SG	
قابلة	μαία	قَابِل	ένας	ADJ;NOM;INDF;FEM;SG	N;ACC;FEM;SG
الوعي	συνείδηση	وَعي	συνείδηση	N;NOM;DEF;SG	N;ACC;FEM;SG
الوعي	επίγνωση	وَعي	επίγνωση	N;NOM;DEF;SG	N;ACC;FEM;SG
الوعي	συνειδητοποίηση	وَعي	συνειδητοποίηση	N;NOM;DEF;SG	N;ACC;FEM;SG
الكشف	ανίχνευσης	كَشف	ανίχνευση	N;NOM;DEF;SG	N;GEN;FEM;SG
الكشف	γνωστοποίηση	كَشف	γνωστοποίηση	N;NOM;DEF;SG	N;ACC;FEM;SG
الكشف	αποκάλυψη	كَشف	αποκάλυψη	N;NOM;DEF;SG	N;ACC;FEM;SG
الصخور	βράχους	صُخُور	βράχος	N;NOM;DEF;PL	N;ACC;MASC;PL
المؤرخ	ιστορικός	مُؤَرَّخ	ιστορικός	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
ثنائية	δυαδικό	ثُنَائِيّ	δυαδικός	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;SG
ثنائية	διμερείς	ثُنَائِيّ	διμερής	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;PL
ثنائية	διμερή	ثُنَائِيّ	διμερής	ADJ;NOM;INDF;FEM;SG	ADV
الساحة	αρένα	سَاحَة	αρένας	N;NOM;DEF;SG	N;ACC;FEM;SG
الساحة	αυλή	سَاحَة	αυλός	N;NOM;DEF;SG	N;ACC;FEM;SG
تعزيز	προαγωγή	تَعزِيز	προαγωγή	N;NOM;INDF;SG	N;ACC;FEM;SG
تعزيز	προώθηση	تَعزِيز	προώθηση	N;NOM;INDF;SG	N;ACC;FEM;SG
الجناح	wing	جَنَاح	wing	N;NOM;DEF;SG	
شاه	σάχη	شاه	σάχη		
الحرف	βιοτεχνίας	حَرف	βιοτεχνία	N;NOM;DEF;SG	N;GEN;FEM;SG
كوميديا	κωμωδία	كُومِيدِيَا	κωμωδία		N;NOM;FEM;SG
خيال	φαντασίωση	خيال	φαντασίωση	N;NOM;INDF;SG	N;ACC;FEM;SG
وليام	ουίλιαμ	وليام	ουίλιαμ		
وليام	γουίλιαμ	وليام	γουίλιαμ		
تشيلي	χιλής	تشِيلِي	χιλός		PROPN;GEN;FEM;SG
تشيلي	χιλής	تشِيلِي	χιλός		PROPN;GEN;FEM;SG
تشيلي	χιλή	تشِيلِي	χιλός		PROPN;ACC;FEM;SG
الحوار	διάλογο	حِوَار	διάλογος	N;NOM;DEF;SG	N;ACC;MASC;SG
التغيير	αλλαγή	تَغيِير	αλλαγή	N;NOM;DEF;SG	N;ACC;FEM;SG
التغيير	ρέστα	تَغيِير	ρέστα	N;NOM;DEF;SG	N;NOM;NEUT;PL
منشورات	εκδόσει	مَنشُور	εκδίδω	N;NOM;INDF;PL	V;PFV;NFIN;ACT
هزيمة	ήττα	هَزِيمَة	ήττα	N;NOM;INDF;SG	N;ACC;FEM;SG
حقيقية	ρεάλ	حَقِيقِيّ	ρεάλ	ADJ;NOM;INDF;FEM;SG	
حقيقية	αληθινά	حَقِيقِيّ	αληθινός	ADJ;NOM;INDF;FEM;SG	ADV
موضع	τοποθέτηση	مَوضِع	τοποθέτηση	N;NOM;INDF;SG	N;ACC;FEM;SG
نصوص	κείμενο	نَصّ	κείμενο	N;NOM;INDF;PL	N;NOM;NEUT;SG
الخير	καλή	خَير	καλός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
الخير	καλο	خَير	καλος	N;NOM;DEF;SG	ADV
الخير	καλό	خَير	καλός	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
الخير	καλά	خَير	καλά	N;NOM;DEF;SG	ADV
الخير	καλα	خَير	καλά	N;NOM;DEF;SG	ADV
عشرات	tens	عَشَرَة	tens	NUM;NOM;INDF;PL	
عشرات	δεδ	عَشَرَة	δεδ	NUM;NOM;INDF;PL	N
الاشتراكي	σοσιαλιστική	اِشتِرَاكِيّ	σοσιαλιστικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
الاشتراكي	σοσιαλιστικής	اِشتِرَاكِيّ	σοσιαλιστικός	N;NOM;DEF;SG	ADJ;GEN;FEM;SG
هونغ	κρέμασε	هُونغ	κραμώνω		V;PFV;IND;SG;3;PST;FIN;ACT
هونغ	χονγκ	هُونغ	χονγκ		
هونغ	hong	هُونغ	hong		
هونغ	χόνγκ	هُونغ	χόνγκ		N
الثامنة	όγδοη	ثَامِن	όγδος	ADJ;NOM;DEF;FEM;SG	N;ACC;FEM;SG
الثامنة	όγδοο	ثَامِن	όγδοο	ADJ;NOM;DEF;FEM;SG	N;NOM;NEUT;SG
يوما	γιούμα	يَوم	γιούμα	N;ACC;INDF;SG	N;NOM;NEUT;SG
الخرطوم	χαρτούμ	خَرطُوم	χαρτούμαι	N;NOM;DEF;SG	
مايكروسوفت	microsoft	مَايكرُوسُوفت	microsoft		
دورا	ντόρα	دَور	ντόρα	N;ACC;INDF;SG	PROPN;NOM;FEM;SG
يوحنا	τζων	يوحنا	τζων		
يوحنا	τζον	يوحنا	τζο		
يوحنا	john	يوحنا	john		
يوحنا	ιωάννης	يوحنا	ιωάννης		PROPN;NOM;MASC;SG
تذكر	θυμάσαι	ذَكَر	θυμάμαι	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
تذكر	θυμήσου	ذَكَر	θύμησος	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;IND;SG;1;PRS;FIN;ACT
تذكر	θυμηθείτε	ذَكَر	θυμώ	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;IND;PL;2;FIN;PASS
رصد	παρακολούθησης	رَصد	παρακολούθηση	N;NOM;INDF;SG	N;GEN;FEM;SG
رصد	παρακολούθηση	رَصد	παρακολούθηση	N;NOM;INDF;SG	N;ACC;FEM;SG
رصد	παρακολούθηση	رَصد	παρακολούθηση	N;NOM;INDF;SG	N;ACC;FEM;SG
العدالة	δικαιοσύνης	عَدَالَة	δικαιοσύνη	N;NOM;DEF;SG	N;GEN;FEM;SG
ضرورة	αναγκαιότητα	ضَرُورَة	αναγκαιότητα	N;NOM;INDF;SG	N;ACC;FEM;SG
كنتاكي	kfc	كنتاكي	kfc		
كنتاكي	κεντάκι	كنتاكي	κεντάκι		
الزمان	zaman	زَمَان	zaman	N;NOM;DEF;SG	
الزمان	χρονος	زَمَان	χρονος	N;NOM;DEF;SG	DET;NOM;DEF;MASC;SG
الزمان	ώρα	زَمَان	ώρα	N;NOM;DEF;SG	N;ACC;FEM;SG
الزمان	φορά	زَمَان	φορά	N;NOM;DEF;SG	N;ACC;FEM;SG
الزمان	ωρα	زَمَان	ωρα	N;NOM;DEF;SG	N;ACC;FEM;SG
الزمان	χρόνο	زَمَان	χρόνος	N;NOM;DEF;SG	N;ACC;MASC;SG
المضرب	μπατ	مِضرَب	μπατ	N;NOM;DEF;SG	
الغزو	εισβολή	غَزو	εισβολή	N;NOM;DEF;SG	N;ACC;FEM;SG
الغزو	κατακτήσεις	غَزو	κατάκτηση	N;NOM;DEF;SG	N;NOM;FEM;PL
الغزو	κατάκτηση	غَزو	κατάκτηση	N;NOM;DEF;SG	N;ACC;FEM;SG
الصيد	αλιείας	صَيد	αλιεία	N;NOM;DEF;SG	N;GEN;FEM;SG
خلاف	αντιπαράθεση	خِلَاف	αντιπαράθεση	N;NOM;INDF;SG	N;ACC;FEM;SG
خلاف	διαμάχη	خِلَاف	διαμάχη	N;NOM;INDF;SG	N;ACC;FEM;SG
اول	πρώτο	أَوَّل	πρώτος	ADJ;NOM;INDF;MASC;SG	NUM;NOM;NEUT;SG
اول	πρώτον	أَوَّل	πρώτον	ADJ;NOM;INDF;MASC;SG	ADV
اول	πρώτη	أَوَّل	πρώτος	ADJ;NOM;INDF;MASC;SG	NUM;NOM;FEM;SG
اول	πρώτα	أَوَّل	πρώτα	ADJ;NOM;INDF;MASC;SG	ADV
اول	πρώτος	أَوَّل	πρώτος	ADJ;NOM;INDF;MASC;SG	NUM;NOM;MASC;SG
الاشتراكية	σοσιαλιστική	اِشتِرَاكِيَّة	σοσιαλιστικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
الاشتراكية	σοσιαλιστικής	اِشتِرَاكِيَّة	σοσιαλιστικός	N;NOM;DEF;SG	ADJ;GEN;FEM;SG
الاشتراكية	σοσιαλισμού	اِشتِرَاكِيَّة	σοσιαλισμός	N;NOM;DEF;SG	N;GEN;MASC;SG
التعرف	αναγνωρίσει	تَعَرُّف	αναγνωρίζω	N;NOM;DEF;SG	V;PFV;NFIN;ACT
التعرف	αναγνώρισης	تَعَرُّف	αναγνώριση	N;NOM;DEF;SG	N;GEN;FEM;SG
التعرف	αναγνώριση	تَعَرُّف	αναγνώριση	N;NOM;DEF;SG	N;ACC;FEM;SG
التعرف	ταυτοποίηση	تَعَرُّف	ταυτοποίηση	N;NOM;DEF;SG	N;ACC;FEM;SG
التعرف	ταυτότητα	تَعَرُّف	ταυτότητα	N;NOM;DEF;SG	N;ACC;FEM;SG
التعرف	αναγνωρίσει	تَعَرُّف	αναγνωρίζω	N;NOM;DEF;SG	V;PFV;NFIN;ACT
تموز	ιούλιος	تَمُّوز	ιούλιος	N;GEN;INDF;SG	PROPN;NOM;MASC;SG
تموز	ιούλιο	تَمُّوز	ιούλιος	N;GEN;INDF;SG	N;ACC;MASC;SG
تموز	ιουλιος	تَمُّوز	ιουλιος	N;GEN;INDF;SG	N;NOM;MASC;SG
صدام	σαντάμ	صدام	σαντάμ		
ترى	δείτε	رَأَى	βλέπω	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;PFV;IMP;PL;2;FIN;ACT
ترى	βλέπεις	رَأَى	βλέπη	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
ترى	βλέπε	رَأَى	βλέπω	V;IPFV;FEM;IND;SG;3;FIN;ACT	
ترى	δειτε	رَأَى	δειτε	V;IPFV;FEM;IND;SG;3;FIN;ACT	
المناسبة	περίσταση	مُنَاسَبَة	περίσταση	N;NOM;DEF;SG	N;ACC;FEM;SG
المناسبة	εκδήλωση	مُنَاسَبَة	εκδήλωση	N;NOM;DEF;SG	N;ACC;FEM;SG
يعرض	δώρα	عَرَّض	δώρα	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;NOM;NEUT;PL
حارة	καυτός	حَارّ	καυτός	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
الهولندية	ολλανδία	هُولَندِيّ	ολλανδία	ADJ;NOM;DEF;FEM;SG	PROPN;ACC;FEM;SG
الهولندية	ολλανδός	هُولَندِيّ	ολλανδός	ADJ;NOM;DEF;FEM;SG	PROPN;NOM;MASC;SG
الهولندية	ολλανδικά	هُولَندِيّ	ολλανδικά	ADJ;NOM;DEF;FEM;SG	ADV
الهولندية	ντατς	هُولَندِيّ	ντατς	ADJ;NOM;DEF;FEM;SG	N
تصفح	περιήγηση	تَصَفُّح	περιήγηση	N;NOM;INDF;SG	N;ACC;FEM;SG
تصفح	περιήγηση	تَصَفُّح	περιήγηση	N;NOM;INDF;SG	N;ACC;FEM;SG
اجتماع	συνάντηση	اِجتِمَاع	συνάντηση	N;NOM;INDF;SG	N;ACC;FEM;SG
اجتماع	σύσκεψη	اِجتِمَاع	σύσκεψη	N;NOM;INDF;SG	N;ACC;FEM;SG
الابن	γιε	اِبن	για	N;NOM;DEF;SG	
كردستان	κουρδιστάν	كُردِستَان	κουρδιστάν	N;NOM;INDF;SG	
الخيرية	φιλανθρωπία	خَيرِيّ	φιλανθρωπία	ADJ;NOM;DEF;FEM;SG	N;NOM;FEM;SG
اخر	τελευταίοι	آخَر	τελευταίος	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;PL
اخر	τελευταια	آخَر	τελευταίος	ADJ;NOM;INDF;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN;PASS
اخر	τελευταία	آخَر	τελευταία	ADJ;NOM;INDF;MASC;SG	ADV
الرباط	ραμπάτ	رِبَاط	ραμπάτ	N;NOM;DEF;SG	
موتو	μότο	مُوتُو	μότο		N;NOM;NEUT;SG
النظم	sy	نِظَام	sy	N;NOM;DEF;PL	
النسيج	υφαντικές	نَسِيج	υφαντικός	N;NOM;DEF;SG	ADJ;NOM;FEM;PL
جريمة	εγκληματικότητα	جَرِيمَة	εγκληματικότητα	N;NOM;INDF;SG	N;ACC;FEM;SG
المطلوب	απαιτούμενη	مَطلُوب	απαιτούμενος	ADJ;NOM;DEF;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
المطلوب	απαιτούμενα	مَطلُوب	απαιτούμενος	ADJ;NOM;DEF;MASC;SG	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
المطلوب	απαιτούμενος	مَطلُوب	απαιτούμενος	ADJ;NOM;DEF;MASC;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
المطلوب	απαιτείται	مَطلُوب	απαιτώ	ADJ;NOM;DEF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
المطلوب	απαιτούμενο	مَطلُوب	απαιτούμενος	ADJ;NOM;DEF;MASC;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
المطلوب	ζήτησε	مَطلُوب	ζητώ	ADJ;NOM;DEF;MASC;SG	V;PFV;IND;SG;3;PST;FIN;ACT
المطلوب	ζητείται	مَطلُوب	ζητώ	ADJ;NOM;DEF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
المطلوب	ζητήθηκε	مَطلُوب	ζητώ	ADJ;NOM;DEF;MASC;SG	V;PFV;IND;SG;3;PST;FIN;PASS
المطلوب	ζητούνται	مَطلُوب	ζητώ	ADJ;NOM;DEF;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN;PASS
كارولاينا	καρολίνα	كارولاينا	καρολίνα		
الجريمة	εγκληματικότητα	جَرِيمَة	εγκληματικότητα	N;NOM;DEF;SG	N;ACC;FEM;SG
شكرا	ευχαριστούμε	شُكر	ευχαριστώ	N;ACC;INDF;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
شكرا	ευχαριστίες	شُكر	ευχαριστία	N;ACC;INDF;SG	N;NOM;FEM;PL
شكرا	ευχαριστω	شُكر	ευχαριστω	N;ACC;INDF;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
شكرا	ευχαριστώ	شُكر	ευχαριστώ	N;ACC;INDF;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
عراقي	ιρακινό	عِرَاقِيّ	ιρακινός	ADJ;NOM;INDF;MASC;SG	
عراقي	ιρακινούς	عِرَاقِيّ	ιρακινός	ADJ;NOM;INDF;MASC;SG	PROPN;ACC;MASC;PL
عراقي	ιρακινοί	عِرَاقِيّ	ιρακινός	ADJ;NOM;INDF;MASC;SG	PROPN;NOM;MASC;PL
سور	sur	سُور	sur		
سور	φράκτη	سُور	φράκτης		N;ACC;MASC;SG
سور	φράχτης	سُور	φράχτης		N;NOM;MASC;SG
سور	φράχτη	سُور	φράχτης		N;NOM;NEUT;SG
تدمير	καταστρέψει	تَدمِير	καταστρέφω	N;NOM;INDF;SG	V;PFV;IND;SG;3;FIN;ACT
تدمير	καταστροφή	تَدمِير	καταστροφή	N;NOM;INDF;SG	N;ACC;FEM;SG
معا	μαζί	مَعًا	μαζί		ADV
معا	μαζι	مَعًا	μαζι		N
فضل	προτιμούσε	فضل	προτιμώ		V;IPFV;IND;SG;3;PST;FIN;ACT
سفن	σκάφη	سَفِينَة	σκάφος		N;NOM;NEUT;PL
سفن	πλοία	سَفِينَة	πλοίο		N;NOM;NEUT;PL
سفن	καράβια	سَفِينَة	καράβιος		N;NOM;NEUT;PL
سفن	πλοια	سَفِينَة	πλοιο		DET;NOM;DEF;NEUT;PL
بيضاء	άσπρο	بَيضَاء	άσπρο	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;SG
بيضاء	λευκό	بَيضَاء	λευκός	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;SG
بيضاء	λευκά	بَيضَاء	λευκός	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;PL
صراع	συγκρούσεις	صِرَاع	σύγκρουση	N;NOM;INDF;SG	N;NOM;FEM;PL
صراع	σύρραξη	صِرَاع	σύρραξη	N;NOM;INDF;SG	N;ACC;FEM;SG
حوار	διάλογο	حِوَار	διάλογος	N;NOM;INDF;SG	N;ACC;MASC;SG
فرد	ατομική	فَرد	ατομικός	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
فرد	ατομικό	فَرد	ατομικός	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
فرد	μεμονωμένα	فَرد	μεμονωμένος	N;NOM;INDF;SG	ADV
فرد	ατομικά	فَرد	ατομικά	N;NOM;INDF;SG	ADV
فرد	επιμέρους	فَرد	επιμέρος	N;NOM;INDF;SG	N;NOM;FEM;PL
فرد	φρεντ	فَرد	φρεντ	N;NOM;INDF;SG	
فرد	fred	فَرد	fred	N;NOM;INDF;SG	
المعنى	εννοώντας	مَعنَى	εννοώ	N;NOM;DEF;SG	V;IPFV;V.CVB;ACT
ربط	σύνδεσμο	رَبط	σύνδεσμο	N;NOM;INDF;SG	N;ACC;MASC;SG
ربط	lin	رَبط	lin	N;NOM;INDF;SG	
ربط	συνδεθείτε	رَبط	συνδέω	N;NOM;INDF;SG	V;PFV;IMP;PL;2;FIN;ACT
النقاد	επικριτές	نُقَاد	επικριτής	N;NOM;DEF;SG	N;NOM;MASC;PL
النقاد	κριτικοί	نُقَاد	κριτικός	N;NOM;DEF;SG	N;NOM;MASC;PL
فاس	φεζ	فَاس	φεζ		N;NOM;FEM;SG
نسخ	αντίγραφα	نُسخَة	αντίγραφο	N;NOM;INDF;SG	N;NOM;NEUT;PL
نسخ	αντίτυπα	نُسخَة	αντίτυπο	N;NOM;INDF;SG	N;NOM;NEUT;PL
صربيا	σερβία	صَربِيّ	σερβία		PROPN;ACC;FEM;SG
مسقط	γενέτειρα	مَسقَط	γενέτειρα		N;NOM;FEM;SG
مسقط	muscat	مَسقَط	muscat		
ليلى	λίλυ	ليلى	λίλς		
ليلى	lily	ليلى	lily		
ليلى	λίλι	ليلى	λίλι		
جهد	προσπαθεια	جَهد	προσπαθεια	N;NOM;INDF;SG	N;ACC;FEM;SG
جهد	τάσης	جَهد	τάση	N;NOM;INDF;SG	N;GEN;FEM;SG
بابا	μπάμπα	بابا	μπάμπα		
بابا	πάπας	بابا	πάπας		N;NOM;MASC;SG
بابا	πάπα	بابا	πάπα		N;VOC;MASC;SG
بابا	πόουπ	بابا	πόουπ		PROPN;NOM;MASC;SG
حصن	οχυρό	حَصَّن	οχυρός		N;NOM;NEUT;SG
حصن	φρούριο	حَصَّن	φρούριο		N;NOM;NEUT;SG
حصن	οχυρό	حَصَّن	οχυρός		N;NOM;NEUT;SG
حصن	φορτ	حَصَّن	φορτ		
حصن	fort	حَصَّن	fort		
حصن	φρούριο	حَصَّن	φρούριο		N;NOM;NEUT;SG
العظم	κόκαλα	عَظَم	κόκαλο	N;NOM;DEF;SG	N;NOM;NEUT;PL
العظم	οστά	عَظَم	οστά	N;NOM;DEF;SG	N;NOM;NEUT;PL
كله	ολα	كٰلِهَ	όλος		ADV
كله	όλοι	كٰلِهَ	όλος		ADJ;NOM;MASC;PL
كله	όλες	كٰلِهَ	όλος		ADJ;NOM;FEM;PL
كله	όλα	كٰلِهَ	όλος		ADJ;NOM;NEUT;PL
المطلوبة	απαιτούμενη	مَطلُوب	απαιτούμενος	ADJ;NOM;DEF;FEM;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
المطلوبة	απαιτούμενα	مَطلُوب	απαιτούμενος	ADJ;NOM;DEF;FEM;SG	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
المطلوبة	απαιτούμενος	مَطلُوب	απαιτούμενος	ADJ;NOM;DEF;FEM;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
المطلوبة	απαιτείται	مَطلُوب	απαιτώ	ADJ;NOM;DEF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
المطلوبة	απαιτούμενο	مَطلُوب	απαιτούμενος	ADJ;NOM;DEF;FEM;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
الترشيح	φιλτραρίσματος	تَرشِيح	φιλτράρισμα	N;NOM;DEF;SG	N;GEN;NEUT;SG
الترشيح	υποψηφιότητα	تَرشِيح	υποψηφιότητα	N;NOM;DEF;SG	N;ACC;FEM;SG
الترشيح	υποψηφιότητα	تَرشِيح	υποψηφιότητα	N;NOM;DEF;SG	N;ACC;FEM;SG
حميد	χαμίντ	حميد	χαμίντ		
مائة	hundred	مِائَة	hundred	NUM;NOM;INDF;SG	
مائة	εκατό	مِائَة	εκατό	NUM;NOM;INDF;SG	NUM;NOM;NEUT;PL
الهيكل	διάρθρωση	هَيكَل	διάρθρωση	N;NOM;DEF;SG	N;ACC;FEM;SG
فرط	υπερ	فَرَط	υπερ		ADP
فرط	υπερβολικά	فَرَط	υπερβολικά		ADV
فرط	υπερβολικός	فَرَط	υπερβολικός		ADJ;NOM;MASC;SG
فرط	υπερβολικό	فَرَط	υπερβολικός		ADJ;NOM;NEUT;SG
فرط	υπερβολική	فَرَط	υπερβολικός		ADJ;NOM;FEM;SG
رومان	ρωμαϊκό	رُومَان	ρωμαϊκός		ADJ;NOM;NEUT;SG
رومان	ρωμαϊκή	رُومَان	ρωμαϊκός		ADJ;NOM;FEM;SG
رومان	ρωμαίος	رُومَان	ρωμαίος		PROPN;NOM;MASC;SG
رومان	ρόμαν	رُومَان	ρόμα		
ديل	ντελ	دَيلَ	ντελ		
ديل	dell	دَيلَ	dell		
مشترك	εγγεγραμμένος	مُشتَرَك	εγγεγραμμένος	ADJ;NOM;INDF;MASC;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
مشترك	εγγεγραμμένο	مُشتَرَك	εγγεγράμμενος	ADJ;NOM;INDF;MASC;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
مشترك	συνδρομητή	مُشتَرَك	συνδρομητής	ADJ;NOM;INDF;MASC;SG	N;ACC;MASC;SG
مشترك	εγγεγραμμένος	مُشتَرَك	εγγεγραμμένος	ADJ;NOM;INDF;MASC;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
مشترك	συνδρομητής	مُشتَرَك	συνδρομητής	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;SG
