izumil	erfindung	izumiti	erfindung	V;PFV;MASC;SG;V.PTCP	N;FEM;SG
pogledi	aussicht	pogled	aussechen	N;NOM;MASC;PL	PROPN
pogledi	meinungen	pogled	meinungen	N;NOM;MASC;PL	V;NFIN
magnus	magnus	magnus	magnus		PROPN;NOM;MASC;SG
jokerit	jokerit	jokerit	jokerit	N;NOM;MASC;SG	
sorodniki	cousins	sorodnik	cousins	N;NOM;MASC;PL	PROPN
sorodniki	cousin	sorodnik	cousin	N;NOM;MASC;PL	
sorodniki	verwandten	sorodnik	verwandt	N;NOM;MASC;PL	V;PL;FIN
sorodniki	angehörige	sorodnik	angehörig	N;NOM;MASC;PL	ADJ;NOM;FEM;PL
sorodniki	verwandtschaft	sorodnik	verwandtschaft	N;NOM;MASC;PL	ADJ
sorodniki	verwandte	sorodnik	verwenden	N;NOM;MASC;PL	
sorodniki	angehörigen	sorodnik	angehörig	N;NOM;MASC;PL	V;IND;PL;3;FIN
podjetnik	unternehmer	podjetnik	unternehmer	N;NOM;MASC;SG	ADJ
policist	polizist	policist	polizist	N;NOM;MASC;SG	PROPN
policist	beamter	policist	beamt	N;NOM;MASC;SG	ADJ
policist	wachtmeister	policist	wachtmeister	N;NOM;MASC;SG	ADJ
policist	officer	policist	officer	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
policist	polizist	policist	polizist	N;NOM;MASC;SG	PROPN
policist	polizisten	policist	polizist	N;NOM;MASC;SG	N;PL
bradley	bradley	bradley	bradley	PROPN;NOM;MASC;SG	PROPN;SG
mostovi	bridges	mostov	bridges	N;NOM;MASC;PL	PROPN;NOM;NEUT;SG
marseille	marseille	marseilel	marseill	PROPN;NOM;MASC;SG	PROPN;NOM;NEUT;SG
marseille	marseille	marseilel	marseill	PROPN;NOM;MASC;SG	PROPN;NOM;NEUT;SG
lastna	eigene	lasten	eigen	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
lastna	eigenen	lasten	eigen	ADJ;NOM;FEM;SG	ADJ;ACC;MASC;SG
posredovanje	übertragung	posredovanje	übertragung	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
posredovanje	übermittlung	posredovanje	übermittlung	N;NOM;NEUT;SG	ADJ
posredovanje	transmission	posredovanje	transmission	N;NOM;NEUT;SG	PROPN
posredovanje	weiterleitung	posredovanje	weiterleitung	N;NOM;NEUT;SG	ADJ
posredovanje	getriebe	posredovanje	getreib	N;NOM;NEUT;SG	
posredovanje	weiterleitung	posredovanje	weiterleitung	N;NOM;NEUT;SG	ADJ
posredovanje	spedition	posredovanje	spedition	N;NOM;NEUT;SG	PROPN;SG
posredovanje	übermittlung	posredovanje	übermittlung	N;NOM;NEUT;SG	ADJ
posredovanje	weiterleiten	posredovanje	weiterleiten	N;NOM;NEUT;SG	V;NFIN
posredovanje	mediation	posredovanje	Mediation	N;NOM;NEUT;SG	PROPN
posredovanje	schlichtung	posredovanje	schlichtung	N;NOM;NEUT;SG	ADJ
posredovanje	vermittlung	posredovanje	vermittlung	N;NOM;NEUT;SG	ADJ
posredovanje	interventionen	posredovanje	interventionen	N;NOM;NEUT;SG	V;NFIN
posredovanje	intervention	posredovanje	intervention	N;NOM;NEUT;SG	PROPN
zaključek	abschluss	zaključek	abschließen	N;NOM;MASC;SG	ADV
zaključek	vervollständigung	zaključek	vervollständigung	N;NOM;MASC;SG	ADJ
zaključek	abschluss	zaključek	abschließen	N;NOM;MASC;SG	ADV
zaključek	schließung	zaključek	schließung	N;NOM;MASC;SG	ADJ
zaključek	schließen	zaključek	schließen	N;NOM;MASC;SG	V;NFIN
zaključek	abschluss	zaključek	abschließen	N;NOM;MASC;SG	ADV
zaključek	schlußfolgerung	zaključek	schlußfolgerung	N;NOM;MASC;SG	ADJ
zaključek	schlussfolgerung	zaključek	schlussfolgerung	N;NOM;MASC;SG	ADJ
razstavi	messezentrum	razstava	messezentrum	N;NOM;FEM;SG	ADJ
razstavi	ausstellungen	razstava	ausstellingen	N;NOM;FEM;SG	N;NOM;FEM;PL
lucas	lucas	lucas	lucas	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
lucas	lukas	lucas	lukas	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
gibson	gibson	gibson	gibson	N;NOM;MASC;SG	PROPN;NOM;SG
zborovodja	chorleiter	zborovodje	chorleiter	N;NOM;MASC;SG	ADJ
terme	spa	terma	spa	N;NOM;FEM;PL	
terme	thermen	terma	thermen	N;NOM;FEM;PL	V;NFIN
terme	kurort	terma	kurort	N;NOM;FEM;PL	
terme	wellness	terma	wellness	N;NOM;FEM;PL	
terme	terme	terma	termen	N;NOM;FEM;PL	
moon	mond	moon	mond	PROPN;NOM;MASC;SG	PROPN;NOM;SG
moon	moon	moon	moon	PROPN;NOM;MASC;SG	PROPN;NOM;SG
organizirano	organisierte	organiziran	organisieren	ADJ;NOM;NEUT;SG;V.PTCP	V;IND;SG;3;PST;FIN
organizirano	organisierten	organiziran	organisieren	ADJ;NOM;NEUT;SG;V.PTCP	V;IND;PL;3;PST;FIN
organizirano	veranstaltet	organiziran	veranstalten	ADJ;NOM;NEUT;SG;V.PTCP	V;V.PTCP
organizirano	organisierte	organiziran	organisieren	ADJ;NOM;NEUT;SG;V.PTCP	V;IND;SG;3;PST;FIN
organizirano	organisierten	organiziran	organisieren	ADJ;NOM;NEUT;SG;V.PTCP	V;IND;PL;3;PST;FIN
organizirano	veranstaltet	organiziran	veranstalten	ADJ;NOM;NEUT;SG;V.PTCP	V;V.PTCP
dama	lady	dama	lady	N;NOM;FEM;SG	PROPN;NOM;SG
dama	herrin	dama	herrin	N;NOM;FEM;SG	
dama	dame	dama	damen	N;NOM;FEM;SG	
dama	dame	dama	damen	N;NOM;FEM;SG	
jezikovno	sprachkenntnisse	jezikoven	sprachkenntnis	ADJ;NOM;NEUT;SG	
jezikovno	sprachen	jezikoven	sprechen	ADJ;NOM;NEUT;SG	V;FIN
jezikovno	sprache	jezikoven	sprechen	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
nadal	nadal	nadati	nadal	N;NOM;MASC;SG	PROPN;NOM;SG
ščit	schilde	ščit	schild	N;NOM;MASC;SG	
ščit	schild	ščit	schild	N;NOM;MASC;SG	ADV
ščit	schutzschild	ščit	schutzschild	N;NOM;MASC;SG	ADJ
achille	achille	achill	achille	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
hčere	töchtern	hči	töcht	N;NOM;FEM;PL	V;PL;FIN
hčere	töchter	hči	tocht	N;NOM;FEM;PL	ADJ;NOM;PL
dodekaeder	dodekaeder	dodekaeder	dodekaeder	N;NOM;MASC;SG	
programiranje	programmplanung	programiranje	programmplanung	N;NOM;NEUT;SG	ADJ
programiranje	programmieren	programiranje	programmieren	N;NOM;NEUT;SG	V;NFIN
programiranje	planung	programiranje	planung	N;NOM;NEUT;SG	ADJ
programiranje	programmiersprachen	programiranje	programmiersprachen	N;NOM;NEUT;SG	N;NOM;FEM;PL
programiranje	programmierung	programiranje	programmierung	N;NOM;NEUT;SG	ADJ
izpostavljenost	exposition	izpostavljenost	exposition	N;NOM;FEM;SG	
biološki	biologischen	biološki	biologisch	ADJ;NOM;MASC;PL	ADJ;ACC;SG
perzijci	perser	perzijec	pers	N;NOM;MASC;PL	
powell	powell	powelati	powell		PROPN
utrdbo	festung	utrdba	festung	N;ACC;FEM;SG	
utrdbo	fort	utrdba	fort	N;ACC;FEM;SG	ADV
mdr	mdr	mdr	mdr		
ted	ted	ted	ted	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
fam	fam	fam	fam	N;NOM;MASC;SG	
imenovanja	termine	imenovanje	termin	N;NOM;NEUT;PL	
emilio	emilio	emilio	emilio	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
slab	böse	slab	böse	ADJ;NOM;INDF;MASC;SG	
slab	bad	slab	bad	ADJ;NOM;INDF;MASC;SG	
nature	natura	natura	natura	N;NOM;FEM;SG	
izbris	streichung	izbris	streichung	N;NOM;MASC;SG	ADJ
izbris	löschen	izbris	löschen	N;NOM;MASC;SG	V;NFIN
izbris	löschen	izbris	löschen	N;NOM;MASC;SG	V;NFIN
izbris	rücktritt	izbris	rücktreten	N;NOM;MASC;SG	V;IND;SG;3;PST;FIN
izbris	löschen	izbris	löschen	N;NOM;MASC;SG	V;NFIN
izbris	entfernen	izbris	entfernen	N;NOM;MASC;SG	V;NFIN
izbris	lösche	izbris	lösche	N;NOM;MASC;SG	V;SG;FIN
biologijo	biologie	biologija	biologie	N;ACC;FEM;SG	
roku	roku	rok	roku	N;DAT;MASC;SG	
dedek	großvaters	dedek	großvaters	N;NOM;MASC;SG	ADJ
dedek	grandpa	dedek	grandpa	N;NOM;MASC;SG	PROPN
dedek	opa	dedek	opa	N;NOM;MASC;SG	
dedek	großvater	dedek	großvat	N;NOM;MASC;SG	ADJ
dedek	großvaters	dedek	großvaters	N;NOM;MASC;SG	ADJ
dedek	opa	dedek	opa	N;NOM;MASC;SG	
dedek	großvater	dedek	großvat	N;NOM;MASC;SG	ADJ
alpinist	bergsteiger	alpinist	bergsteiger	N;NOM;MASC;SG	
opremljen	ausgerüstet	opremljen	ausrüsten	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;V.PTCP
opremljen	ausgestattet	opremljen	ausstatten	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;V.PTCP
epizode	folgen	epizoda	folgen	N;NOM;FEM;PL	V;NFIN
epizode	folge	epizoda	folge	N;NOM;FEM;PL	N;NOM;FEM;SG
epizode	episode	epizoda	episod	N;NOM;FEM;PL	
izidi	ergebnis	izid	ergebnis	N;NOM;MASC;PL	ADJ
izidi	resultate	izid	resultat	N;NOM;MASC;PL	
izidi	ergebnis	izid	ergebnis	N;NOM;MASC;PL	ADJ
izidi	suchergebnisse	izid	suchergebnis	N;NOM;MASC;PL	ADJ;NOM;FEM;PL
izidi	resultate	izid	resultat	N;NOM;MASC;PL	
izidi	ergebnis	izid	ergebnis	N;NOM;MASC;PL	ADJ
izidi	ergebnissen	izid	ergebneißen	N;NOM;MASC;PL	V;NFIN
fisher	fisher	fisher	fisher	N;NOM;MASC;SG	PROPN
fisher	fischer	fisher	fischer	N;NOM;MASC;SG	ADJ
puščave	wüsten	puščava	wüst	N;NOM;FEM;PL	V;NFIN
puščave	wüste	puščava	wüst	N;NOM;FEM;PL	
porto	porto	porta	porto	PROPN;NOM;MASC;SG	PROPN;SG
označen	markierten	označen	markiert	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;IND;PL;3;PST;FIN
označen	etikettiert	označen	etikettieren	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;V.PTCP
realno	echte	realen	echt	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
realno	reale	realen	real	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
realno	realismus	realen	realismus	ADJ;NOM;NEUT;SG	PROPN
realno	realistische	realen	realistisch	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
trinajst	thirteen	trinajst	thirteen	NUM;NOM;PL	PROPN;NOM
casa	casa	cas	casa		PROPN;NOM;SG
virusi	virus	virus	virus	N;NOM;MASC;PL	
snega	schnee	sneg	schnen	N;GEN;MASC;SG	
snega	schneefall	sneg	schneefall	N;GEN;MASC;SG	ADJ
snega	schneefall	sneg	schneefall	N;GEN;MASC;SG	ADJ
mach	mach	macha	mach	N;NOM;MASC;SG	V;IND;SG;2;PRS;FIN
leteči	fliegende	leteč	fliegend	ADJ;NOM;MASC;SG;V.PTCP	ADJ;NOM;FEM;PL
leteči	fliegen	leteč	fliegen	ADJ;NOM;MASC;SG;V.PTCP	V;NFIN
hitra	schnelle	hiter	schnell	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
reynolds	reynolds	reynolds	reynolds	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
ureditve	regelungen	ureditev	regelung	N;NOM;FEM;PL	V;NFIN
ureditve	vereinbarungen	ureditev	vereinbarung	N;NOM;FEM;PL	V;NFIN
ureditve	arrangements	ureditev	arrangements	N;NOM;FEM;PL	ADJ
ureditve	vorkehrungen	ureditev	vorkehrung	N;NOM;FEM;PL	V
ekonomska	wirtschaftlichen	ekonomski	wirtschaftlich	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
ekonomska	wirtschaftliche	ekonomski	wirtschaftlich	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
ekonomska	wirtschafts	ekonomski	wirtschafts	ADJ;NOM;FEM;SG	PROPN
zastrupitve	vergiften	zastrupitev	vergiften	N;NOM;FEM;PL	V;NFIN
zastrupitve	vergiftung	zastrupitev	vergiftung	N;NOM;FEM;PL	
warren	warren	warren	warr		
komunikacija	kommunikation	komunikacija	kommunikation	N;NOM;FEM;SG	PROPN
komunikacija	kommunikationsmittel	komunikacija	kommunikationsmittel	N;NOM;FEM;SG	ADJ
rick	rick	rick	racken	N;NOM;MASC;SG	PROPN;NOM;SG
commons	commons	commons	common	N;NOM;FEM;SG	
alkohol	likör	alkohol	likör	N;NOM;MASC;SG	
alkohol	spirituosen	alkohol	spirituos	N;NOM;MASC;SG	V;NFIN
alkohol	alkohol	alkohol	alkohol	N;NOM;MASC;SG	
alkohol	schnaps	alkohol	schnaps	N;NOM;MASC;SG	
alkohol	alkoholische	alkohol	alkoholisch	N;NOM;MASC;SG	ADJ;NOM;FEM;PL
alkohol	alkoholgehalt	alkohol	alkoholgehalt	N;NOM;MASC;SG	ADJ
alkohol	alkohole	alkohol	alkohol	N;NOM;MASC;SG	ADJ;NOM;FEM;PL
alkohol	alkohol	alkohol	alkohol	N;NOM;MASC;SG	
kras	crassus	kras	crassus	N;NOM;MASC;SG	
kras	kras	kras	kras	N;NOM;MASC;SG	
terry	jutta	terry	jutta	PROPN;NOM;MASC;SG	PROPN;NOM;FEM;SG
terry	terry	terry	terry	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
osebje	personal	osebje	personal	N;NOM;NEUT;SG	ADJ
osebje	belegschaft	osebje	belegschaft	N;NOM;NEUT;SG	ADJ
osebje	personal	osebje	personal	N;NOM;NEUT;SG	ADJ
osebje	belegschaft	osebje	belegschaft	N;NOM;NEUT;SG	ADJ
osebje	mitarbeiter	osebje	Mitarbeiter	N;NOM;NEUT;SG	ADJ
osebje	staff	osebje	staff	N;NOM;NEUT;SG	
zbrane	gesammelt	zbran	sammeln	ADJ;NOM;FEM;PL;V.PTCP	V;V.PTCP
zbrane	eingesammelt	zbran	einsammeln	ADJ;NOM;FEM;PL;V.PTCP	V;V.PTCP
zbrane	abgeholt	zbran	abholen	ADJ;NOM;FEM;PL;V.PTCP	V;V.PTCP
zbrane	versammelte	zbran	versammeln	ADJ;NOM;FEM;PL;V.PTCP	V;IND;SG;3;PST;FIN
zbrane	gesammelt	zbran	sammeln	ADJ;NOM;FEM;PL;V.PTCP	V;V.PTCP
zbrane	zusammengetragen	zbran	zusammentragen	ADJ;NOM;FEM;PL;V.PTCP	V;V.PTCP
zbrane	versammelt	zbran	versammeln	ADJ;NOM;FEM;PL;V.PTCP	V;V.PTCP
jelka	baum	jelka	baum	PROPN;NOM;FEM;SG	
jelka	baumes	jelka	baumes	PROPN;NOM;FEM;SG	N;NOM;NEUT;SG
jelka	bäume	jelka	bäumen	PROPN;NOM;FEM;SG	N;NOM;MASC;PL
izvajalci	betreiber	izvajalec	betreiber	N;NOM;MASC;PL	
izvajalci	bediener	izvajalec	bediener	N;NOM;MASC;PL	ADJ
izvajalci	auftragnehmer	izvajalec	auftragnehm	N;NOM;MASC;PL	ADJ
izvajalci	auftraggeber	izvajalec	auftraggeber	N;NOM;MASC;PL	ADJ
izvajalci	bauunternehmen	izvajalec	bauunternehmen	N;NOM;MASC;PL	V;NFIN
izvajalci	vertragspartner	izvajalec	vertragspartner	N;NOM;MASC;PL	ADJ
izvajalci	künstler	izvajalec	künstler	N;NOM;MASC;PL	
izvajalci	darsteller	izvajalec	darsteller	N;NOM;MASC;PL	ADJ
mile	mile	mila	mile		PROPN;SG
mile	meile	mila	meil		N;NOM;SG
toto	toto	toto	toto	N;NOM;MASC;SG	
rolling	rolling	rolling	rolling	N;NOM;MASC;SG	PROPN
rolling	walzen	rolling	walzen	N;NOM;MASC;SG	V;NFIN
rolling	gerollt	rolling	rollen	N;NOM;MASC;SG	V;V.PTCP
rolling	fahrzeuge	rolling	fahrzeug	N;NOM;MASC;SG	N;NOM;PL
dodatki	zusatzstoffe	dodatek	zusatzstoff	N;NOM;MASC;PL	N;NOM;SG
dodatki	zusatzstoff	dodatek	zusatzstoff	N;NOM;MASC;PL	PROPN
dodatki	additive	dodatek	additiv	N;NOM;MASC;PL	ADJ;NOM;FEM;PL
dodatki	zusätze	dodatek	zusätzen	N;NOM;MASC;PL	
dodatki	bonus	dodatek	bonus	N;NOM;MASC;PL	
dodatki	boni	dodatek	boni	N;NOM;MASC;PL	
dodatki	zusatzleistungen	dodatek	zusatzleistungen	N;NOM;MASC;PL	V;NFIN
dodatki	nahrungsergänzungsmittel	dodatek	nahrungsergänzungsmittel	N;NOM;MASC;PL	ADJ
dodatki	beilagen	dodatek	beiliegen	N;NOM;MASC;PL	V;NFIN
dodatki	zuschläge	dodatek	zuschläge	N;NOM;MASC;PL	
dodatki	ergänzt	dodatek	ergänzen	N;NOM;MASC;PL	V;V.PTCP
dodatki	ergänzungen	dodatek	ergänzung	N;NOM;MASC;PL	V;NFIN
dodatki	zubehörteile	dodatek	zubehörteil	N;NOM;MASC;PL	ADJ;NOM;SG
dodatki	zubehör	dodatek	zubehör	N;NOM;MASC;PL	
dodatki	accessoires	dodatek	accessoir	N;NOM;MASC;PL	N;NOM;NEUT;SG
dodatki	anlagen	dodatek	anlagen	N;NOM;MASC;PL	V;NFIN
dodatki	anhänge	dodatek	anhengen	N;NOM;MASC;PL	
mass	masse	mass	massen	N;NOM;MASC;SG	
dušo	seelen	duša	seelen	N;ACC;FEM;SG	
dušo	seele	duša	seelen	N;ACC;FEM;SG	
dušo	soul	duša	soul	N;ACC;FEM;SG	PROPN;SG
bih	bih	biti	bih	PROPN;NOM;MASC;SG	;SG
simetrija	symmetrie	simetrija	symmetrie	N;NOM;FEM;SG	
lakote	hungersnot	lakota	hungersnot	N;NOM;FEM;PL	
lakote	verhungern	lakota	verhungern	N;NOM;FEM;PL	V;NFIN
lakote	unterernährung	lakota	unterernährung	N;NOM;FEM;PL	ADJ
lakote	hunger	lakota	hungern	N;NOM;FEM;PL	
lakote	hungersnot	lakota	hungersnot	N;NOM;FEM;PL	
lakote	hungern	lakota	hungern	N;NOM;FEM;PL	
lakote	hunger	lakota	hungern	N;NOM;FEM;PL	
bertrand	bertrand	bertrand	bertrehen	N;NOM;MASC;SG	PROPN;NOM;SG
kvalifikacije	qualifizierten	kvalifikacija	qualifizieren	N;NOM;FEM;PL	V;IND;PL;3;PST;FIN
kvalifikacije	qualifizierung	kvalifikacija	qualifizierung	N;NOM;FEM;PL	N;NOM;FEM;SG
kvalifikacije	qualifizieren	kvalifikacija	qualifizieren	N;NOM;FEM;PL	V;NFIN
kvalifikacije	qualifiziert	kvalifikacija	qualifizieren	N;NOM;FEM;PL	ADJ;V.PTCP
kvalifikacije	qualifikation	kvalifikacija	qualifikation	N;NOM;FEM;PL	N;NOM;FEM;SG
kvalifikacije	qualifizierung	kvalifikacija	qualifizierung	N;NOM;FEM;PL	N;NOM;FEM;SG
kvalifikacije	qualifikation	kvalifikacija	qualifikation	N;NOM;FEM;PL	N;NOM;FEM;SG
kvalifikacije	qualifizierung	kvalifikacija	qualifizierung	N;NOM;FEM;PL	N;NOM;FEM;SG
kvalifikacije	qualifikation	kvalifikacija	qualifikation	N;NOM;FEM;PL	N;NOM;FEM;SG
pari	paare	par	paaren	N;NOM;MASC;PL	
pari	pärchen	par	pärchen	N;NOM;MASC;PL	
pari	paar	par	paar	N;NOM;MASC;PL	ADV
pari	paarweise	par	paarweise	N;NOM;MASC;PL	ADJ
pari	paare	par	paaren	N;NOM;MASC;PL	
pari	pari	par	pari	N;NOM;MASC;PL	
irana	iran	iran	iran	N;GEN;MASC;SG	PROPN;NOM;MASC;SG
irana	persien	iran	persein	N;GEN;MASC;SG	
turbina	turbinen	turbina	turbin	N;NOM;FEM;SG	N;NOM;PL
turbina	turbine	turbina	turbine	N;NOM;FEM;SG	;NOM
aktivist	aktivisten	aktivist	aktivist	N;NOM;MASC;SG	N;PL
aktivist	aktivist	aktivist	aktivist	N;NOM;MASC;SG	ADJ
aktivist	aktivistin	aktivist	aktivistin	N;NOM;MASC;SG	ADJ
dominik	dominik	dominik	dominik	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
augusta	augusta	august	augusta	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
sen	sen	sena	sen	N;NOM;MASC;SG	
hrbet	zurück	hrbet	zurück	N;NOM;MASC;SG	ADV
hrbet	wieder	hrbet	wieder	N;NOM;MASC;SG	ADV
hrbet	rücken	hrbet	rücken	N;NOM;MASC;SG	V;NFIN
hrbet	hinten	hrbet	hinten	N;NOM;MASC;SG	ADV
hrbet	rückseite	hrbet	rückseite	N;NOM;MASC;SG	ADJ
chaplin	chaplin	chaplin	chaplin	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
bach	bach	bacha	bachen	N;NOM;MASC;SG	
tonumber	tonumber	tonumber	tonumber	N;NOM;MASC;SG	
skriva	ausblenden	skrivati	ausblenden	V;IPFV;IND;SG;3;PRS;FIN	ADJ
skriva	versteckt	skrivati	verstecken	V;IPFV;IND;SG;3;PRS;FIN	ADJ
skriva	versteck	skrivati	verstecken	V;IPFV;IND;SG;3;PRS;FIN	N;SG
televizija	fernseher	televizija	fernseher	N;NOM;FEM;SG	
televizija	fernsehgeräte	televizija	fernsehgeräte	N;NOM;FEM;SG	ADJ;NOM;PL
televizija	fernsehen	televizija	fernsehen	N;NOM;FEM;SG	V;NFIN
televizija	fernseh	televizija	fernseh	N;NOM;FEM;SG	
televizija	fernsehgerät	televizija	fernsehgerät	N;NOM;FEM;SG	ADJ
rena	rheins	rena	rheins	N;GEN;FEM;SG	PROPN
rena	rhein	rena	rhein	N;GEN;FEM;SG	PROPN;NOM;SG
rena	reno	rena	reno	N;GEN;FEM;SG	PROPN;NOM;MASC;SG
benečani	venezianer	benečan	venezianer	N;NOM;MASC;PL	
poj	sing	poj	sein	ADV	
poj	singt	poj	singen	ADV	V;IND;SG;3;PRS;FIN
poj	singen	poj	singen	ADV	V;NFIN
poj	singe	poj	singen	ADV	V;IND;SG;3;PRS;FIN
gena	gena	gena	gena	N;NOM;MASC;SG	PROPN;NOM;SG
deveto	ninth	deveti	ninth	ADJ;NOM;NEUT;SG	PROPN
pomanjkljivosti	defizite	pomanjkljivost	defizite	N;GEN;FEM;SG	ADJ;NOM;PL
pomanjkljivosti	unzulängliche	pomanjkljivost	unzulänglich	N;GEN;FEM;SG	ADJ;NOM;FEM;PL
pomanjkljivosti	mängel	pomanjkljivost	mängeln	N;GEN;FEM;SG	ADJ
pomanjkljivosti	unzulänglichkeiten	pomanjkljivost	unzulänglichkeit	N;GEN;FEM;SG	V;NFIN
pomanjkljivosti	defizite	pomanjkljivost	defizite	N;GEN;FEM;SG	ADJ;NOM;PL
pomanjkljivosti	mängel	pomanjkljivost	mängeln	N;GEN;FEM;SG	ADJ
pomanjkljivosti	unzulänglichkeiten	pomanjkljivost	unzulänglichkeit	N;GEN;FEM;SG	V;NFIN
pomanjkljivosti	mängel	pomanjkljivost	mängeln	N;GEN;FEM;SG	ADJ
pomanjkljivosti	defekte	pomanjkljivost	defekt	N;GEN;FEM;SG	ADJ;NOM;FEM;PL
pomanjkljivosti	defekt	pomanjkljivost	defekt	N;GEN;FEM;SG	ADJ
pomanjkljivosti	schwachpunkte	pomanjkljivost	schwachpunkt	N;GEN;FEM;SG	V;IND;SG;3;PST;FIN
pomanjkljivosti	schwächen	pomanjkljivost	schwächen	N;GEN;FEM;SG	V;NFIN
pomanjkljivosti	mängel	pomanjkljivost	mängeln	N;GEN;FEM;SG	ADJ
pomanjkljivosti	schwachstellen	pomanjkljivost	schwachstellen	N;GEN;FEM;SG	ADJ
člena	artikel	člen	artikel	N;GEN;MASC;SG	ADJ
upravnik	geschäftsführer	upravnik	geschäftsführer	N;NOM;MASC;SG	ADJ
upravnik	manager	upravnik	manager	N;NOM;MASC;SG	ADJ
upravnik	betriebsleiter	upravnik	betriebsleiter	N;NOM;MASC;SG	ADJ
upravnik	geschäftsführerin	upravnik	geschäftsführerin	N;NOM;MASC;SG	ADJ;NOM;SG
upravnik	wärter	upravnik	wärt	N;NOM;MASC;SG	
upravnik	direktor	upravnik	direktor	N;NOM;MASC;SG	ADJ
upravnik	aufseher	upravnik	aufseher	N;NOM;MASC;SG	ADJ
upravnik	warden	upravnik	werden	N;NOM;MASC;SG	
upravnik	direktorin	upravnik	direktorin	N;NOM;MASC;SG	ADJ
gilles	gilles	gilles	gill	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
uspešnica	bestseller	uspešnica	bestseller	N;NOM;FEM;SG	ADJ
resnico	wahrheit	resnica	wahrheit	N;ACC;FEM;SG	
resnico	wahrheiten	resnica	wahrheiten	N;ACC;FEM;SG	V;NFIN
strup	gift	strup	gefen	N;NOM;MASC;SG	
strup	vergiften	strup	vergiften	N;NOM;MASC;SG	V;NFIN
strup	vergiftet	strup	vergiften	N;NOM;MASC;SG	V;V.PTCP
strup	vergiftung	strup	vergiftung	N;NOM;MASC;SG	
strup	gift	strup	gefen	N;NOM;MASC;SG	
ignacij	ignatius	ignacija	ignatius	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
ignacij	ignaz	ignacija	ignaz	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
živčni	nerven	živčen	nerven	ADJ;NOM;MASC;SG	
geoffrey	geoffrey	geoffrey	geoffrey	N;NOM;MASC;SG	PROPN;NOM;SG
geoffrey	gottfried	geoffrey	gottfriede	N;NOM;MASC;SG	PROPN;SG
zadaj	zurück	zadaj	zurück		ADV
zadaj	wieder	zadaj	wieder		ADV
zadaj	rücken	zadaj	rücken		V;NFIN
zadaj	hinten	zadaj	hinten		ADV
zadaj	rückseite	zadaj	rückseite		ADJ
zadaj	rückseite	zadaj	rückseite		ADJ
zadaj	hinten	zadaj	hinten		ADV
predavanj	vorlesungen	predavanje	vorlesungen	N;GEN;NEUT;PL	V;NFIN
predavanj	lehrveranstaltungen	predavanje	lehrveranstaltungen	N;GEN;NEUT;PL	N;NOM;FEM;PL
predavanj	vorträge	predavanje	vortragen	N;GEN;NEUT;PL	ADJ;NOM;PL
patrese	patrese	patresti	patrese	N;NOM;MASC;SG	
poskusil	versuchten	poskusiti	versuchen	V;PFV;MASC;SG;V.PTCP	V;IND;PL;3;PST;FIN
pooblastila	vermerke	pooblastilo	vermerken	N;NOM;NEUT;PL	
pooblastila	befugnisse	pooblastilo	befugnis	N;NOM;NEUT;PL	ADJ;NOM;FEM;PL
pooblastila	powers	pooblastilo	powers	N;NOM;NEUT;PL	PROPN;NOM;SG
pooblastila	mandat	pooblastilo	mandat	N;NOM;NEUT;PL	N;NOM;SG
pooblastila	auftrag	pooblastilo	auftragen	N;NOM;NEUT;PL	N;MASC;SG
guido	guido	guido	guido	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
violinist	violinist	violinist	violinist	N;NOM;MASC;SG	ADJ
violinist	geiger	violinist	geiger	N;NOM;MASC;SG	
udeležili	besuchte	udeležiti	besuchen	V;PFV;MASC;PL;V.PTCP	V;IND;SG;3;PST;FIN
najmanjša	mindestens	majhen	mindestens	ADJ;NOM;RL;FEM;SG	ADV
najmanjša	minimum	majhen	minimum	ADJ;NOM;RL;FEM;SG	
