med	med	med	med	ADP	N;NOM;MASC;SG
diskussioner	diskusija	diskussion	diskusija	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
hotell	hotela	hotell	hotel	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
hotell	hotele	hotell	hotel	N;NOM;INDF;NEUT;SG	N;ACC;MASC;PL
hotell	hoteli	hotell	hotel	N;NOM;INDF;NEUT;SG	N;ACC;MASC;PL
abraham	abraham	abraham	abraham	PROPN;NOM	N;NOM;MASC;SG
abraham	abrahama	abraham	abraha	PROPN;NOM	N;NOM;FEM;PL
resor	putovanje	resa	putovanje	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
resor	putuje	resa	putovati	N;NOM;INDF;MASC+FEM;PL	V;IND;SG;3;PRS;FIN
rådet	vijeća	råd	vijeće	N;NOM;DEF;NEUT;SG	N;NOM;NEUT;PL
diverse	razne	diverse	razni	N;NOM;INDF;MASC+FEM;PL	ADJ;NOM;DEF;FEM;PL
diverse	razni	diverse	razni	N;NOM;INDF;MASC+FEM;PL	ADJ;NOM;DEF;MASC;PL
diverse	raznih	diverse	razni	N;NOM;INDF;MASC+FEM;PL	ADJ;GEN;DEF;MASC;PL
diverse	razno	diverse	razni	N;NOM;INDF;MASC+FEM;PL	ADV
diverse	razni	diverse	razni	N;NOM;INDF;MASC+FEM;PL	ADJ;NOM;DEF;MASC;PL
vietnam	vijetnamu	vietnam	vijetna	N;NOM;INDF;NEUT;SG	N;DAT;MASC;SG
vietnam	vijetnam	vietnam	vijetan	N;NOM;INDF;NEUT;SG	ADV
fordon	vozilima	fordon	vozilo	N;NOM;INDF;NEUT;PL	N;DAT;NEUT;PL
fordon	vozilo	fordon	vozilo	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;SG
regioner	regija	region	regija	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
väljer	odaberite	välja	odabrati	V;IND;PRS;FIN;ACT	V;IMP;PL;2;FIN
väljer	izaberite	välja	izabrerati	V;IND;PRS;FIN;ACT	V;IMP;PL;2;FIN
väljer	biranje	välja	biranje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
väljer	odabir	välja	odabir	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
framtiden	budućnosti	framtid	budućnost	N;NOM;DEF;MASC+FEM;SG	N;INS;FEM;SG
holm	holm	holm	holm	PROPN;NOM	N;NOM;MASC;SG
baja	baja	baja	baja	PROPN;NOM	N;NOM;MASC;SG
eventuellt	eventualno	eventuell	eventualno	ADJ;NOM;INDF;NEUT;SG	ADV
götalands	götaland	götaland	götaland	PROPN;NOM	N;NOM;MASC;SG
toronto	toronto	toronto	toronto	PROPN;NOM	N;NOM;MASC;SG
toronto	torontu	toronto	toront	PROPN;NOM	N;DAT;MASC;SG
österrikiska	austrijski	österrikisk	austrijski	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
córdoba	córdoba	cardob	crrdob	PROPN;NOM	PROPN;NOM;MASC;SG
antoine	antoine	antoine	antoine	PROPN;NOM	N;NOM;MASC;SG
judiska	židovski	judisk	židovski	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
judiska	židov	judisk	židov	ADJ;NOM;PL	N;NOM;MASC;SG
jane	jane	jane	jana	PROPN;NOM	N;NOM;FEM;SG
carlo	carlo	carlo	carlo	PROPN;NOM	PROPN;NOM;MASC;SG
carlo	karlo	carlo	karlo	PROPN;NOM	N;NOM;MASC;SG
shandong	shandong	shandong	shandong	PROPN;NOM	N;NOM;MASC;SG
georgetown	georgetown	georgeton	georgetown	PROPN;NOM	N;NOM;MASC;SG
götaland	götaland	götaland	götaland	PROPN;NOM	N;NOM;MASC;SG
förklarade	proglašen	förklara	proglasiti	V;IND;PST;FIN;ACT	ADJ;NOM;MASC;SG;V.PTCP;PASS
köra	pogon	köra	pogon	V;IMP;FIN;ACT	N;NOM;MASC;SG
köra	vozi	köra	voziti	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
köra	vožnja	köra	vožnja	V;IMP;FIN;ACT	N;NOM;FEM;SG
traditionellt	tradicionalna	traditionell	tradicionalan	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
traditionellt	tradicionalni	traditionell	tradicionalan	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
traditionellt	tradicionalno	traditionell	tradicionalno	ADJ;NOM;INDF;NEUT;SG	ADV
traditionellt	tradicionalno	traditionell	tradicionalno	ADJ;NOM;INDF;NEUT;SG	ADV
irak	irak	irak	irak	PROPN;NOM	PROPN;NOM;MASC;SG
bbc	bbc	bbc	bbc	PROPN;NOM	PROPN;NOM;MASC;SG
marshall	marshall	marshall	marshall	PROPN;NOM	PROPN;NOM;MASC;SG
marshall	maršal	marshall	maršal	PROPN;NOM	N;NOM;MASC;SG
ardenne	ardenne	ardenne	ardenni	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
antogs	usvojen	anta	usvojiti	V;IND;PST;FIN;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
antogs	usvojena	anta	usvojiti	V;IND;PST;FIN;PASS	ADJ;NOM;FEM;SG;V.PTCP;PASS
antogs	usvojila	anta	usvojiti	V;IND;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP;ACT
delade	dijeli	delad	dijeliti	ADJ;NOM;PL;PST;V.PTCP	V;IND;SG;3;PRS;FIN
delade	zajednička	delad	zajednički	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG
delade	podijelili	delad	podijeliti	ADJ;NOM;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP;ACT
delade	zajedničko	delad	zajednički	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG
delade	dijelili	delad	dijeliti	ADJ;NOM;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP;ACT
remix	remix	remix	remix	N;NOM;INDF;MASC+FEM;SG	ADP
organ	organe	organ	organ	N;NOM;INDF;NEUT;SG	N;ACC;MASC;PL
organ	organa	organ	organ	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
organ	organi	organ	organ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
organ	tijela	organ	tijelo	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;PL
organ	organa	organ	organ	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
organ	orgulje	organ	orgulje	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
diplomat	diplomat	diplom	diplomat	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;NOM;MASC;SG
diplomat	diplomata	diplom	diplomat	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;ACC;MASC;SG
amerika	americi	amerik	amerika	N;NOM;INDF;MASC+FEM;SG	N;DAT;FEM;SG
amerika	ameriku	amerik	amerika	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
thomson	thompson	thomson	thompson	PROPN;NOM	N;NOM;MASC;SG
thomson	thompsona	thomson	thompson	PROPN;NOM	N;ANIM;ACC;MASC;SG
thomson	thomson	thomson	thomson	PROPN;NOM	N;NOM;MASC;SG
enstaka	single	enstaka	single	ADJ;NOM	ADP
enstaka	samac	enstaka	samac	ADJ;NOM	N;NOM;MASC;SG
enstaka	singl	enstaka	singl	ADJ;NOM	N;NOM;MASC;SG
ansvarig	odgovorni	ansvarig	odgovoran	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;PL
ansvarig	odgovorna	ansvarig	odgovoran	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
tillverkad	napravio	tillverkad	napraviti	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
tillverkad	napravljeno	tillverkad	napraviti	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
emma	ema	emma	emati	PROPN;NOM	PROPN;NOM;FEM;SG
emma	emma	emma	emm	PROPN;NOM	N;NOM;FEM;SG
enheter	entiteta	enhet	entitet	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;SG
enheter	uređaje	enhet	uređaj	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
montenegro	montenegro	montenegro	montenegro	PROPN;NOM	PROPN;NOM;MASC;SG
lanserades	pokrenula	lansera	pokrenuti	V;IND;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP;ACT
lanserades	pokrenuta	lansera	pokrenuti	V;IND;PST;FIN;PASS	ADJ;NOM;FEM;SG;V.PTCP;PASS
finglanssteklar	eulophidae	finglansstekel	eulophida	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
cyathea	cyathea	cyathea	Cyathe	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
rörande	dira	röra	dirati	ADJ;NOM;PRS;V.PTCP	V;IND;SG;3;PRS;FIN
dålig	loše	dålig	loše	ADJ;NOM;INDF;MASC+FEM;SG	ADV
dålig	bad	dålig	bad	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
dålig	loša	dålig	loš	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
dålig	lose	dålig	lose	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;PL
veckan	tjedna	vecka	tjedan	N;NOM;DEF;MASC+FEM;SG	N;GEN;MASC;SG
veckan	tjedni	vecka	tjedni	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG
veckan	tjedno	vecka	tjedno	N;NOM;DEF;MASC+FEM;SG	ADV
burkina	burkine	burkin	burkina	PROPN;NOM	N;NOM;FEM;SG
diameter	promjer	diamet	promjer	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
diameter	promjeru	diamet	promjer	N;NOM;INDF;MASC+FEM;PL	N;DAT;MASC;SG
ola	ola	ola	ol	PROPN;NOM	N;NOM;MASC;SG
jiangsu	jiangsu	jiangsu	jiangs	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
mytologi	mitologiji	mytologi	mitologija	N;NOM;INDF;MASC+FEM;SG	N;DAT;FEM;SG
deltagit	sudjelovalo	delta	sudjelovati	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;NEUT;SG;PST;V.PTCP;ACT
deltagit	sudjelovao	delta	sudjelovati	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
deltagit	sudjelovala	delta	sudjelovati	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP;ACT
deltagit	sudjelovali	delta	sudjelovati	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP;ACT
motstånd	oporbene	motstånd	oporben	N;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;PL
kritiker	kritičara	kritik	kritičar	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;SG
kritiker	kritičar	kritik	kritičar	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
motståndare	protivnik	motståndare	protivnik	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
motståndare	protivnika	motståndare	protivnik	N;NOM;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;SG
häst	konju	häst	konj	N;NOM;INDF;MASC+FEM;SG	N;DAT;MASC;SG
häst	konja	häst	konj	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
grå	sivo	grå	sivo	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
grå	gray	grå	gray	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
grå	sivi	grå	siv	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
grå	sivo	grå	sivo	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
grå	grey	grå	grey	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
grå	sivi	grå	siv	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
tyckte	misao	tycka	misao	V;IND;PST;FIN;ACT	N;NOM;FEM;SG
förstå	razumijem	förstå	razumjeti	V;IMP;FIN;ACT	V;IND;SG;1;PRS;FIN
förstå	shvati	förstå	shvati	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
förstå	shvaćanje	förstå	shvaćanje	V;IMP;FIN;ACT	N;NOM;NEUT;SG
förstå	razumijevanje	förstå	razumijevanje	V;IMP;FIN;ACT	N;NOM;NEUT;SG
strider	bitaka	strid	bitak	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
racing	trke	racing	trka	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
racing	utrke	racing	utrka	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
flandern	flanders	flander	flanders	PROPN;NOM	ADP
carter	carter	cart	carter	PROPN;NOM	PROPN;NOM;MASC;SG
stiftelsen	temelji	stiftelse	temeljiti	N;NOM;DEF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
mord	ubojstva	mord	ubojstvo	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;PL
mord	ubojstava	mord	ubojstvo	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;PL
mord	ubojstva	mord	ubojstvo	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;PL
mord	umorstva	mord	umorstvo	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;PL
naturen	prirode	natur	priroda	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
enkla	jednostavna	enkel	jednostavan	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
enkla	jednostavan	enkel	jednostavan	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
enkla	jednostavno	enkel	jednostavno	ADJ;NOM;PL	ADV
dave	dave	dav	davati	PROPN;NOM	PROPN;NOM;MASC;SG
singlar	singla	singla	sing	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
låga	plamen	låg	plamen	ADJ;NOM;PL	N;NOM;MASC;SG
låga	plamena	låg	plamen	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
låga	niski	låg	nisk	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
låga	niska	låg	nizak	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
låga	nisko	låg	nisko	ADJ;NOM;PL	ADV
låga	nizak	låg	niz	ADJ;NOM;PL	N;NOM;MASC;SG
latinska	latinski	latinsk	latinski	ADJ;NOM;PL	ADV
korrekt	ispravi	korrekt	isprava	ADJ;NOM;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
ling	ling	ling	ling	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG
lane	lane	lane	lan	PROPN;NOM	N;NOM;FEM;SG
betala	plaća	betala	plaća	V;IMP;FIN;ACT	N;NOM;FEM;SG
betala	plati	betala	platiti	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
gifta	oženjen	gift	oženiti	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
åre	åre	åre	åre	PROPN;NOM	
människa	ljudski	människa	ljudski	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
scen	pozornici	scen	pozornica	N;NOM;INDF;MASC+FEM;SG	N;DAT;FEM;SG
bit	ugristi	bit	ugristiti	N;NOM;INDF;MASC+FEM;SG	V;NFIN
bit	ugrizi	bit	ugriza	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
faso	faso	faso	faso	PROPN;NOM	PROPN;NOM;MASC;SG
trea	treći	tre	treći	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
trea	treća	tre	treći	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
trea	treće	tre	treći	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
roland	roland	roland	roland	PROPN;NOM	PROPN;NOM;MASC;SG
nielsen	nielsen	nielsen	nielsen	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG
bevis	dokazi	bevis	dokaz	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
bevis	dokazi	bevis	dokaz	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
aragonien	aragón	aragonien	aragón	PROPN;NOM	ADP
aragonien	aragona	aragonien	aragon	PROPN;NOM	N;ACC;MASC;SG
litterära	književni	litterär	književan	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
aedes	aedes	aede	aedes	V;FIN;PASS	N;NOM;MASC;SG
hardy	hardy	hardy	hardy	PROPN;NOM	PROPN;NOM;MASC;SG
grundat	utemeljena	grunda	utemeljiti	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
grundat	osnovao	grunda	osnovati	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
einar	einar	einar	einar	PROPN;NOM	N;NOM;MASC;SG
moritz	moritz	moritz	moritz	PROPN;NOM	PROPN;NOM;MASC;SG
wolfgang	wolfgang	wolfgang	wolfgang	PROPN;NOM	N;NOM;MASC;SG
watson	watson	watson	watson	PROPN;NOM	PROPN;NOM;MASC;SG
perspektiv	perspektive	perspektiv	perspektiva	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
perspektiv	perspektive	perspektiv	perspektiva	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
dasht	dašt	dasht	dašt	N;NOM;INDF;MASC+FEM;SG	
skador	oštećenje	skada	oštećenje	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
skador	ozljeda	skada	ozljeda	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
skador	povreda	skada	povreda	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
nigeria	nigeriji	nigeri	nigerij	PROPN;NOM	N;DAT;FEM;SG
mala	brušenje	mala	brušenje	V;IMP;FIN;ACT	N;NOM;NEUT;SG
mala	mala	mala	mali	V;IMP;FIN;ACT	ADJ;NOM;DEF;FEM;SG
elmer	elmer	elmer	elmer	PROPN;NOM	ADP
handlingar	dokumenta	handling	dokument	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;SG
drew	dru	drew	dru	PROPN;NOM	N;NOM;MASC;SG
drew	drew	drew	drew	PROPN;NOM	PROPN;NOM;MASC;SG
sri	sri	sri	sri	PROPN;NOM	N;NOM;MASC;SG
klubbar	klubova	klubb	klub	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;PL
klubbar	klubove	klubb	klub	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
uppfattning	percepcije	uppfattning	percepcija	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
bretagne	brittany	bretagne	brittany	N;NOM;INDF;NEUT;SG	PROPN;NOM;FEM;SG
åtgärder	akcija	åtgärd	akcija	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
lima	lima	lima	lima	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
charlie	charlie	charlie	charlia	PROPN;NOM	N;NOM;MASC;SG
grader	stupnjeva	grad	stupanj	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;PL
grader	diplome	grad	diploma	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
passerar	prelazak	passera	prelazak	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
passerar	prijelaz	passera	prijelaz	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
passerar	prolazak	passera	prolazak	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
passerar	prolazna	passera	prolazan	V;IND;PRS;FIN;ACT	ADJ;NOM;DEF;FEM;SG
maryland	maryland	maryland	maryland	PROPN;NOM	PROPN;NOM;MASC;SG
liverpool	liverpool	liverpool	liverpool	PROPN;NOM	N;NOM;MASC;SG
force	silom	force	sila	N;NOM;INDF;MASC+FEM;SG	N;INS;FEM;SG
force	prisili	force	prisiti	N;NOM;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
force	sile	force	sila	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
salzburg	salzburg	salzburg	salzburg	PROPN;NOM	N;NOM;MASC;SG
gods	dobara	god	dobro	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;PL
gods	robe	god	roba	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
gods	robu	god	roba	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
gods	teretni	god	teretan	N;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
arkiv	arhive	arkiv	arhiv	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
behåll	zadrži	behålla	zadržiti	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
hävdar	tvrdeći	hävda	tvrditi	V;IND;PRS;FIN;ACT	ADV;RL
main	main	main	main	PROPN;NOM	ADP
main	glavni	main	glavni	PROPN;NOM	ADJ;NOM;DEF;MASC;SG
main	glavno	main	glavni	PROPN;NOM	ADJ;NOM;NEUT;SG
main	glavna	main	glavni	PROPN;NOM	ADJ;NOM;DEF;FEM;SG
verkställande	pogubljenje	verkställande	pogubljenje	ADJ;NOM;PRS;V.PTCP	N;NOM;NEUT;SG
verkställande	izvršenje	verkställande	izvršenje	ADJ;NOM;PRS;V.PTCP	N;NOM;NEUT;SG
verkställande	smaknuće	verkställande	smaknuće	ADJ;NOM;PRS;V.PTCP	N;NOM;NEUT;SG
verkställande	rukovoditelj	verkställande	rukovoditelj	ADJ;NOM;PRS;V.PTCP	N;NOM;MASC;SG
sjunger	pjevanje	sjunga	pjevanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
sjunger	pjevajući	sjunga	pjevati	V;IND;PRS;FIN;ACT	ADV;RL
elisabet	elizabeta	elisabet	elizabet	PROPN;NOM	N;NOM;FEM;SG
elisabet	elizabeth	elisabet	elizabeth	PROPN;NOM	N;NOM;FEM;SG
elisabet	elizabeta	elisabet	elizabet	PROPN;NOM	N;NOM;FEM;SG
elisabet	elisabeth	elisabet	elisabeth	PROPN;NOM	PROPN;NOM;FEM;SG
fristående	nezavisno	fristående	nezavisno	ADJ;NOM;PRS;V.PTCP	ADV
fristående	neovisno	fristående	neovisno	ADJ;NOM;PRS;V.PTCP	ADV
blommor	cvijeće	blomma	cvijeće	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
minsta	minimalno	liten	minimalno	ADJ;NOM;DEF;RL	ADV
minsta	minimum	liten	minimum	ADJ;NOM;DEF;RL	N;NOM;MASC;SG
minsta	minimalna	liten	minimalan	ADJ;NOM;DEF;RL	ADJ;NOM;DEF;FEM;SG
inspelad	snimljeno	inspela	snimiti	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
inspelad	zabilježeno	inspela	zabilježiti	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG;V.PTCP;PASS
behövde	potrebna	behöva	potreban	V;IND;PST;FIN;ACT	ADJ;NOM;DEF;FEM;SG
behövde	potrebno	behöva	potreban	V;IND;PST;FIN;ACT	ADJ;NOM;DEF;NEUT;SG
behövde	potrebni	behöva	potreban	V;IND;PST;FIN;ACT	ADJ;NOM;DEF;MASC;PL
behövde	potreban	behöva	potreban	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG
ungerska	mađarski	ungerska	mađarski	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
forest	šume	forest	Šuma	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
forest	forest	forest	forest	N;NOM;INDF;NEUT;SG	ADP
deep	duboka	deep	dubok	N;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
deep	duboko	deep	duboko	N;NOM;INDF;NEUT;SG	ADV
administratör	administratora	administratör	administrator	N;NOM;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
andrea	andrea	annan	andrea	PROPN;NOM	N;NOM;FEM;SG
bahr	bahr	bahr	bahr	PROPN;NOM	N;NOM;MASC;SG
aktuella	trenutni	aktuell	trenutan	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
aktuella	trenutna	aktuell	trenutan	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
aktuella	struja	aktuell	struja	ADJ;NOM;PL	N;NOM;FEM;SG
upptäckte	otkriveno	upptäcka	otkriti	V;IND;PST;FIN;ACT	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
upptäckte	otkriven	upptäcka	otkriti	V;IND;PST;FIN;ACT	ADJ;NOM;MASC;SG;V.PTCP;PASS
upptäckte	otkriveni	upptäcka	otkriti	V;IND;PST;FIN;ACT	ADJ;NOM;DEF;MASC;PL;V.PTCP
upptäckte	otkrivena	upptäcka	otkriti	V;IND;PST;FIN;ACT	ADJ;NOM;DEF;FEM;SG;V.PTCP
konflikt	sukoba	konflikt	sukob	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
konflikt	sukobi	konflikt	sukob	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
awards	nagrade	acard	nagrada	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
påve	papu	påve	pap	PROPN;NOM	N;ACC;MASC;SG
påve	pape	påve	pape	PROPN;NOM	N;NOM;MASC;SG
påve	papa	påve	papa	PROPN;NOM	N;NOM;MASC;SG
påve	pope	påve	popa	PROPN;NOM	N;NOM;MASC;SG
beskrev	opisano	beskrev	opisati	V;IMP;PST;FIN;ACT	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
beskrev	opisan	beskrev	opisati	V;IMP;PST;FIN;ACT	ADJ;NOM;MASC;SG;V.PTCP;PASS
beskrev	opisana	beskrev	opisati	V;IMP;PST;FIN;ACT	ADJ;NOM;DEF;FEM;SG;V.PTCP
kennedy	kennedy	kennedy	kennedy	PROPN;NOM	PROPN;NOM;MASC;SG
ulla	ulla	ull	ulle	PROPN;NOM	N;NOM;MASC;SG
ingrid	ingrid	ingrid	ingrid	PROPN;NOM	N;NOM;FEM;SG
maritime	pomorski	maritime	pomorski	N;NOM;MASC+FEM;SG	ADV
hms	hms	hms	hms	N	PROPN;NOM;MASC;SG
minister	ministre	minister	ministar	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;PL
marsh	marsh	marsh	marsh	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
skogen	woods	skog	woods	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG
skogen	šume	skog	Šuma	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
skogen	šume	skog	Šuma	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
skogen	forest	skog	forest	N;NOM;DEF;MASC+FEM;SG	ADP
gränser	granica	gräns	granica	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
framgångsrik	uspješno	framgångsrik	uspješno	ADJ;NOM;INDF;MASC+FEM;SG	ADV
framgångsrik	uspješna	framgångsrik	uspješan	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
comté	comté	comté	comté	N;NOM;INDF;MASC+FEM;SG	
