castle	замок	cast	замка		N;INAN;NOM;MASC;SG
başlıyor	починається	başla	починатися	V;PROG;IND;SG;3;POS;INFM;PRS	V;IPFV;IND;SG;3;PRS;FIN
başlıyor	початок	başla	початок	V;PROG;IND;SG;3;POS;INFM;PRS	N;INAN;NOM;MASC;SG
başlıyor	починаються	başla	починатися	V;PROG;IND;SG;3;POS;INFM;PRS	V;IPFV;IND;PL;3;PRS;FIN
başlıyor	запуск	başla	запуск	V;PROG;IND;SG;3;POS;INFM;PRS	N;INAN;NOM;MASC;SG
başlıyor	починає	başla	починати	V;PROG;IND;SG;3;POS;INFM;PRS	V;IPFV;IND;SG;3;PRS;FIN
başlıyor	починається	başla	починатися	V;PROG;IND;SG;3;POS;INFM;PRS	V;IPFV;IND;SG;3;PRS;FIN
başlıyor	запускає	başla	запускати	V;PROG;IND;SG;3;POS;INFM;PRS	V;IPFV;IND;SG;3;PRS;FIN
başlıyor	стартує	başla	стартувати	V;PROG;IND;SG;3;POS;INFM;PRS	V;IPFV;IND;SG;3;PRS;FIN
edmund	едмунд	ed	едмунд		PROPN;ANIM;NOM;MASC;SG
andronikos	андронік	andronikos	андронік		PROPN;ANIM;NOM;MASC;SG
potasyum	калію	potasyum	калія	N;NOM;SG;3	N;INAN;ACC;FEM;SG
restorasyon	відновитель	restorasyon	відновитель	N;NOM;SG;3	V;PFV;IMP;SG;2;FIN
ziyareti	відвідати	ziyaret	відвідати	N;ACC;SG;3	V;PFV;NFIN
sergio	серхіо	sergio	серхіо		PROPN;ANIM;NOM;MASC;SG
delil	доказ	delil	доказ		N;INAN;NOM;MASC;SG
delil	докази	delil	доказ		N;INAN;NOM;MASC;PL
kentler	міста	kent	місто	N;NOM;PL;3	N;INAN;NOM;NEUT;SG
kentler	містах	kent	місто	N;NOM;PL;3	N;INAN;ESS;NEUT;PL
kentler	міст	kent	місто	N;NOM;PL;3	
izole	облаштовано	izole	облаштовано		V;PFV;IND;0;FIN
izole	ізоляція	izole	ізоляція		N;INAN;NOM;FEM;SG
izole	самостійні	izole	самостійний		ADJ;NOM;PL
izole	ізольовані	izole	ізольований		ADJ;PFV;NOM;PL;V.PTCP;PASS
senatör	сенатор	senatör	сенатор		N;ANIM;NOM;MASC;SG
varisi	заразом	vari	заразом	N;NOM;SG;3	N;INAN;INS;MASC;SG
tiger	tiger	tiger	tiger		
tiger	тигр	tiger	тигр		N;INAN;NOM;MASC;SG
sözcüsü	представника	sözcü	представник	N;NOM;SG;3	N;ANIM;ACC;MASC;SG
turbo	turbo	turbo	turbo		
olgun	погашення	olgun	погашення		N;INAN;NOM;NEUT;SG
olgun	глибокої	olgun	глибокий		ADJ;GEN;FEM;SG
olgun	зріла	olgun	зріти		ADJ;NOM;FEM;SG
kendimi	собі	kendi	себе	PRO;ACC;SG;1;REFL	PRO;DAT;REFL
kendimi	собою	kendi	себе	PRO;ACC;SG;1;REFL	PRO;INS;REFL
kendimi	виступили	kendi	виступити	PRO;ACC;SG;1;REFL	V;PFV;IND;PL;PST;FIN
volkswagen	volkswagen	volkswagen	volkswagen	N;NOM;SG;3	
topal	limp	topal	limp		
topal	gimp	topal	gimp		
topal	каліка	topal	каліко		N;ANIM;NOM;MASC;SG
maymun	monkey	maymun	monkey	N;NOM;SG;3	
kabuğu	оболонки	kabuk	оболонка	N;NOM;SG;3	N;INAN;NOM;FEM;PL
suzuki	suzuki	suzuki	suzuki		
toplandı	зібраних	topla	зібраний	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS
toplandı	зібрано	topla	зібрати	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;IND;0;FIN
toplandı	зібрані	topla	зібраний	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;PFV;NOM;PL;V.PTCP;PASS
toplandı	зібралися	topla	зібратися	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;IND;PL;PST;FIN
toplandı	зібрано	topla	зібрати	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;IND;0;FIN
toplandı	зібрані	topla	зібраний	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;PFV;NOM;PL;V.PTCP;PASS
fischer	фішер	fischer	фішер	PROPN;NOM;SG;3	PROPN;ANIM;NOM;MASC;SG
ayrık	дискретний	ayrık	дискретний		ADJ;NOM;MASC;SG
honduras	гондурасу	honduras	гондурас	PROPN;NOM;SG;3	PROPN;INAN;GEN;MASC;SG
cesaret	кишки	cesaret	кишка		N;INAN;NOM;FEM;PL
cesaret	мужність	cesaret	мужність		N;INAN;NOM;FEM;SG
cesaret	наважився	cesaret	наважитися		V;PFV;MASC;IND;SG;PST;FIN
cesaret	сміливість	cesaret	сміливість		N;INAN;NOM;FEM;SG
bristol	bristol	bristol	bristol	PROPN;NOM;SG;3	
endişe	тривога	endiş	тривогий		N;INAN;NOM;FEM;SG
endişe	тривоги	endiş	тривога		N;INAN;NOM;FEM;PL
endişe	турбота	endiş	турбота		N;INAN;NOM;FEM;SG
endişe	турботу	endiş	турбота		N;INAN;ACC;FEM;SG
endişe	занепокоєння	endiş	занепокоєння		N;INAN;NOM;NEUT;SG
schmidt	шмідт	schmidt	шмідт		PROPN;ANIM;NOM;MASC;SG
sánchez	санчес	sánchez	санчес	PROPN;NOM;SG;3	PROPN;ANIM;NOM;MASC;SG
çoğul	множини	çoğul	множина		N;INAN;NOM;FEM;PL
vicente	вісенте	vicen	вісенте	PROPN;NOM;SG;3	PROPN;ANIM;NOM;FEM;SG
öğle	ланч	öğle	ланч		N;INAN;NOM;MASC;SG
öğle	обід	öğle	обід		N;INAN;NOM;MASC;SG
öğle	полудень	öğle	полудення		N;INAN;NOM;NEUT;SG
pistons	пістонс	pistons	пістонс		PROPN;INAN;NOM;MASC;SG
pen	перо	pen	перо		N;INAN;NOM;NEUT;SG
pen	ручка	pen	ручка		N;INAN;NOM;FEM;SG
durur	припиняється	dur	припинятися	V;IPFV;IND;SG;3;POS	V;IPFV;IND;SG;3;PRS;FIN
durur	зупинки	dur	зупинка	V;IPFV;IND;SG;3;POS	N;INAN;NOM;FEM;PL
durur	припиняє	dur	припиняти	V;IPFV;IND;SG;3;POS	V;IPFV;IND;SG;3;PRS;FIN
durur	зупиняє	dur	зупиняти	V;IPFV;IND;SG;3;POS	V;IPFV;IND;SG;3;PRS;FIN
durur	зупинок	dur	зупинок	V;IPFV;IND;SG;3;POS	N;INAN;GEN;FEM;PL
storm	шторм	stor	шторма		N;INAN;NOM;MASC;SG
storm	буря	stor	буря		N;INAN;NOM;FEM;SG
oyuncak	іграшковий	oyuncak	іграшковий	N;NOM;SG;3	ADJ;NOM;MASC;SG
oyuncak	іграшку	oyuncak	іграшка	N;NOM;SG;3	N;INAN;ACC;FEM;SG
oyuncak	іграшки	oyuncak	іграшка	N;NOM;SG;3	N;INAN;NOM;FEM;PL
kaş	брови	kaş	брова		N;INAN;NOM;FEM;PL
kaş	кас	kaş	кас		
kaş	касі	kaş	каса		N;INAN;DAT;FEM;SG
kaş	muscle	kaş	muscle		
herodot	геродот	herodot	геродот		PROPN;ANIM;NOM;MASC;SG
köfte	фрикадельки	köft	фрикаделька	N;NOM;SG;3	N;INAN;NOM;FEM;PL
salzburg	зальцбург	salzburg	зальцбург	PROPN;NOM;SG;3	PROPN;INAN;NOM;MASC;SG
leicester	лестер	leicester	лестер	PROPN;NOM;SG;3	PROPN;ANIM;NOM;MASC;SG
ward	палаті	ward	палата		N;INAN;DAT;FEM;SG
taşkent	станція	taşkent	станція	PROPN;NOM;SG;3	N;INAN;NOM;FEM;SG
won	переміг	won	перемогти		V;PFV;MASC;IND;SG;PST;FIN
won	виграв	won	виграти		V;PFV;MASC;IND;SG;PST;FIN
won	вон	won	вона		
won	виграли	won	виграти		V;PFV;IND;PL;PST;FIN
nepal	непал	nepal	непал	PROPN;NOM;SG;3	PROPN;INAN;NOM;MASC;SG
nepal	непальська	nepal	непальський	PROPN;NOM;SG;3	ADJ;NOM;FEM;SG
problemler	проблем	problem	проблема	N;NOM;PL;3	N;INAN;GEN;FEM;PL
mezhep	культ	mezhep	культ		N;INAN;NOM;MASC;SG
sao	sao	sao	sao	PROPN;NOM;SG;3	
parantez	дужки	parantez	дужка		N;INAN;NOM;FEM;PL
parantez	дужки	parantez	дужка		N;INAN;NOM;FEM;PL
şerit	вуличка	şerit	вуличка		N;INAN;NOM;FEM;SG
şerit	смуг	şerit	смуга		N;INAN;GEN;FEM;PL
şerit	stripe	şerit	stripe		
şerit	стрічка	şerit	стрічка		N;INAN;NOM;FEM;SG
şerit	стрічки	şerit	стрічка		N;INAN;NOM;FEM;PL
zevk	ласки	zevk	ласка		N;INAN;NOM;FEM;PL
zevk	задоволенням	zevk	задоволення		N;INAN;INS;NEUT;SG
zevk	задоволення	zevk	задоволення		N;INAN;NOM;NEUT;SG
bird	птахи	bird	птах		N;ANIM;NOM;MASC;PL
bird	птаха	bird	птах		N;ANIM;ACC;MASC;SG
bird	пташка	bird	пташка		N;INAN;NOM;FEM;SG
bird	птах	bird	птах		N;ANIM;NOM;MASC;SG
açılışı	відкривається	açılış	відкриватися	N;NOM;SG;3	V;IPFV;IND;SG;3;PRS;FIN
açılışı	відкриваємо	açılış	відкривати	N;NOM;SG;3	V;IPFV;IND;PL;1;PRS;FIN
hakimiyet	панування	hakimiyet	панування	N;DAT;SG;3	N;INAN;NOM;NEUT;SG
hakimiyet	домінування	hakimiyet	домінування	N;DAT;SG;3	N;INAN;NOM;NEUT;SG
hakimiyet	dominion	hakimiyet	dominion	N;DAT;SG;3	
fra	фра	fra	фра		
waters	вод	waters	вода		N;INAN;GEN;FEM;PL
jeremy	джеремі	jeremy	джеремий		PROPN;ANIM;NOM;MASC;SG
atın	зіграла	at	зіграти		V;PFV;FEM;IND;SG;PST;FIN
atın	викидати	at	викидати		V;IPFV;NFIN
atın	молота	at	молота		N;INAN;NOM;NEUT;SG
atın	кинути	at	кинути		V;PFV;NFIN
kopyası	скопіюйте	kopya	скопіювати		V;IPFV;IMP;PL;2;FIN
kopyası	копіювання	kopya	копіювання		N;INAN;NOM;NEUT;SG
kopyası	скопіювати	kopya	скопіювати		V;PFV;NFIN
kopyası	копіювати	kopya	копіювати		V;IPFV;NFIN
kopyası	копія	kopya	копія		N;INAN;NOM;FEM;SG
keşfetti	виявили	keşfet	виявити	V;PFV;IND;SG;3;POS;PST	V;PFV;IND;PL;PST;FIN
bennett	беннетт	bennett	беннетт		PROPN;ANIM;NOM;MASC;SG
tanı	діагностичний	tan	діагностичний	N;NOM;SG;3	ADJ;NOM;MASC;SG
sirius	sirius	sirius	sirius		
bangladeş	бангладеш	bangladeş	бангладеш	N;NOM;SG;3	INTJ
nakliye	перевезення	nakil	перевезення		N;INAN;NOM;NEUT;SG
nakliye	вантажний	nakil	вантажний		ADJ;NOM;MASC;SG
nakliye	shipping	nakil	shipping		
nakliye	доставки	nakil	доставка		N;INAN;NOM;FEM;PL
nakliye	транспорт	nakil	транспорт		N;INAN;NOM;MASC;SG
nakliye	пересилання	nakil	пересилання		N;INAN;NOM;NEUT;SG
sektör	сектор	sektör	сектор		N;INAN;NOM;MASC;SG
sektör	галузь	sektör	галузь		N;INAN;NOM;FEM;SG
sektör	галузі	sektör	галузь		N;INAN;NOM;FEM;PL
sektör	індустрія	sektör	індустрія		N;INAN;NOM;FEM;SG
sektör	промисловість	sektör	промисловість		N;INAN;NOM;FEM;SG
arabası	віз	araba	віз	N;NOM;SG;3	
büyüklük	величі	büyüklük	величий	N;NOM;SG;3	N;INAN;GEN;FEM;SG
kıyamet	armageddon	kıyamet	armageddon		
kıyamet	апокаліпсис	kıyamet	апокаліпсис		N;INAN;NOM;MASC;SG
kepler	kepler	kep	kepler	N;NOM;PL;3	
toros	toros	toros	toros		
yem	подача	ye	подача		N;INAN;NOM;FEM;SG
yem	годувати	ye	годувати		V;IPFV;NFIN
yem	стрічці	ye	стрічка		N;INAN;DAT;FEM;SG
yem	стрічка	ye	стрічка		N;INAN;NOM;FEM;SG
yem	подачу	ye	подача		N;INAN;ACC;FEM;SG
yem	корм	ye	корма		N;INAN;NOM;MASC;SG
yem	фураж	ye	фураж		N;INAN;NOM;MASC;SG
terörist	терорист	terörist	терорист		N;ANIM;NOM;MASC;SG
terörist	терористичних	terörist	терористичний		ADJ;ANIM;ACC;PL
terörist	терориста	terörist	терористий		N;ANIM;ACC;MASC;SG
terörist	терористи	terörist	терорист		N;ANIM;NOM;MASC;PL
terörist	терористів	terörist	терорист		N;ANIM;ACC;MASC;PL
ahlaki	мораль	ahlaki	мораль		N;INAN;NOM;FEM;SG
tabur	батальйон	tabur	батальйон		N;INAN;NOM;MASC;SG
kategorileri	категорії	kategori	категорія	N;ACC;PL;3	N;INAN;NOM;FEM;PL
senfonik	симфонічний	senfonik	симфонічний		ADJ;NOM;MASC;SG
ormanlar	лісах	orman	ліс	N;NOM;PL;3	N;INAN;ESS;MASC;PL
ormanlar	лісами	orman	ліс	N;NOM;PL;3	N;INAN;INS;MASC;PL
kostüm	костюм	kostüm	костюм		N;INAN;NOM;MASC;SG
kostüm	костюми	kostüm	костюм		N;INAN;NOM;MASC;PL
weber	вебер	weber	вебер		PROPN;ANIM;NOM;MASC;SG
tavır	attitude	tavır	attitude		
tavır	ставлення	tavır	ставлення		N;INAN;NOM;NEUT;SG
pasif	пасивний	pasif	пасивний		ADJ;NOM;MASC;SG
pasif	неактивний	pasif	неактивний		ADJ;NOM;MASC;SG
anlık	миттєвого	anlık	миттєвий		ADJ;GEN;MASC;SG
anlık	миттєва	anlık	миттєвий		ADJ;NOM;FEM;SG
belediyeler	підпорядкування	belediye	підпорядкування	N;NOM;PL;3	N;INAN;NOM;NEUT;SG
mode	режим	mode	режим		N;INAN;NOM;MASC;SG
mode	лад	mode	лад		N;INAN;NOM;MASC;SG
mode	mode	mode	mode		
gür	густі	gür	густь		ADJ;NOM;PL
buyuk	великі	buyuk	великий		ADJ;NOM;PL
buyuk	велике	buyuk	великий		ADJ;NOM;NEUT;SG
buyuk	велика	buyuk	великий		ADJ;NOM;FEM;SG
buyuk	великий	buyuk	великий		ADJ;NOM;MASC;SG
buyuk	біг	buyuk	бігти		V;IPFV;MASC;IND;SG;PST;FIN
oturum	сеанс	oturum	сеанс		N;INAN;NOM;MASC;SG
oturum	сесії	oturum	сесія		N;INAN;NOM;FEM;PL
oturum	сеансу	oturum	сеанс		N;INAN;GEN;MASC;SG
oturum	сесія	oturum	сесія		N;INAN;NOM;FEM;SG
arkası	позаду	arka	позаду	N;NOM;SG;3	ADV
harper	гарпер	harper	гарпер		PROPN;INAN;NOM;FEM;SG
tamamıyla	цілком	tamam	цілком	ADJ;INS;SG;3	ADV
tamamıyla	повністю	tamam	повністю	ADJ;INS;SG;3	ADV
tamamıyla	повністю	tamam	повністю	ADJ;INS;SG;3	ADV
result	кульки	result	кулька		N;INAN;NOM;FEM;PL
yaratıcısı	створив	yaratıcı	створити	N;NOM;SG;3	V;PFV;MASC;IND;SG;PST;FIN
maiden	дівоче	maiden	дівотий		N;ANIM;NOM;FEM;SG
maiden	дівоча	maiden	дівочий		N;INAN;NOM;FEM;SG
şikago	чикаго	şikago	чикати		PROPN;INAN;NOM;MASC;SG
arşivlenmiş	застарілі	arşivle	застаріль	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;PFV;NOM;PL;V.PTCP;PASS
arşivlenmiş	архів	arşivle	архів	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	N;INAN;NOM;MASC;SG
curtis	кертіс	curtis	кертіс		PROPN;ANIM;NOM;MASC;SG
alba	альба	alba	альба	PROPN;NOM;SG;3	N;INAN;NOM;FEM;SG
ayrılık	розійшлась	ayrılık	розійтися	N;NOM;SG;3	V;PFV;FEM;IND;SG;PST;FIN
aletleri	інструментів	alet	інструмент	N;ACC;PL;3	N;INAN;GEN;MASC;PL
aletleri	інструментами	alet	інструмент	N;ACC;PL;3	N;INAN;INS;MASC;PL
louisiana	луїзіана	loui	луїзіаний	PROPN;NOM;SG;3	PROPN;INAN;NOM;FEM;SG
istekleri	запити	istek	запити	N;ACC;PL;3	N;INAN;NOM;MASC;PL
istekleri	запитів	istek	запит	N;ACC;PL;3	N;INAN;GEN;MASC;PL
istekleri	запит	istek	запит	N;ACC;PL;3	N;INAN;NOM;MASC;SG
kabileler	народами	kabile	народ	N;NOM;PL;3	N;INAN;INS;MASC;PL
kabileler	племен	kabile	племено	N;NOM;PL;3	N;INAN;GEN;FEM;PL
cümleler	фразами	cümle	фраза	N;NOM;PL;3	N;INAN;INS;MASC;PL
cümleler	виразів	cümle	вираз	N;NOM;PL;3	N;INAN;GEN;MASC;PL
cümleler	фраз	cümle	фраз	N;NOM;PL;3	N;INAN;GEN;FEM;PL
cümleler	речень	cümle	речень	N;NOM;PL;3	N;INAN;GEN;NEUT;PL
thomson	томсон	thomson	томсон		PROPN;ANIM;NOM;MASC;SG
döngü	карусель	döngü	карусель		N;INAN;NOM;FEM;SG
döngü	циклу	döngü	цикл		N;INAN;GEN;MASC;SG
döngü	цикл	döngü	цикло		N;INAN;NOM;MASC;SG
uçaklar	літак	uçak	літак	N;NOM;PL;3	N;INAN;NOM;MASC;SG
uçaklar	літаків	uçak	літак	N;NOM;PL;3	N;INAN;GEN;MASC;PL
uçaklar	авіаційна	uçak	авіаційний	N;NOM;PL;3	ADJ;NOM;FEM;SG
uçaklar	відправитися	uçak	відправитися	N;NOM;PL;3	V;PFV;NFIN
uçaklar	летять	uçak	летіти	N;NOM;PL;3	V;IPFV;IND;PL;3;PRS;FIN
atılmış	виключили	at	виключити	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;IND;PL;PST;FIN
vurgu	виділення	vurgu	виділення		N;INAN;NOM;NEUT;SG
vurgu	акцентом	vurgu	акцент		N;INAN;INS;MASC;SG
lucius	луцій	lucius	луцій		PROPN;ANIM;NOM;MASC;SG
odaları	кімнат	oda	кімната	N;ACC;PL;3	N;INAN;GEN;FEM;PL
odaları	кімнати	oda	кімната	N;ACC;PL;3	N;INAN;NOM;FEM;PL
sergei	сергій	sergei	сергія		PROPN;ANIM;NOM;MASC;SG
tekne	греблі	tekne	гребль		N;INAN;NOM;FEM;PL
tekne	човен	tekne	човен		N;INAN;NOM;MASC;SG
aus	aus	aus	aus		
klein	кляйн	kle	кляйн		PROPN;ANIM;NOM;MASC;SG
sıralı	послідовний	sıralı	послідовний		ADJ;NOM;MASC;SG
sıralı	послідовності	sıralı	послідовність		N;INAN;ACC;FEM;SG
sıralı	послідовність	sıralı	послідовність		N;INAN;NOM;FEM;SG
ita	іта	ita	іта		
komşuları	сусіди	komşu	сусід	ADJ;NOM;PL;3	N;ANIM;NOM;MASC;PL
komşuları	сусіди	komşu	сусід	ADJ;NOM;PL;3	N;ANIM;NOM;MASC;PL
gezgin	traveler	gezgin	traveler	N;NOM;SG;3	
gezgin	traveller	gezgin	traveller	N;NOM;SG;3	
gezgin	wanderer	gezgin	wanderer	N;NOM;SG;3	
adayları	номінантів	aday	номінант	N;NOM;PL;3	N;ANIM;ACC;MASC;PL
adayları	кандидатів	aday	кандидат	N;NOM;PL;3	N;ANIM;ACC;MASC;PL
mesele	випуск	mesele	випускати		N;INAN;NOM;MASC;SG
mesele	видання	mesele	видання		N;INAN;NOM;NEUT;SG
oğul	сина	oğul	син		N;ANIM;NOM;MASC;SG
oğul	сину	oğul	син		N;ANIM;VOC;MASC;SG
oğul	син	oğul	син		N;ANIM;NOM;MASC;SG
faktörler	факторів	faktör	фактор	N;NOM;PL;3	N;INAN;GEN;MASC;PL
nine	nana	nine	nana		
nine	бабусю	nine	бабутися		N;ANIM;ACC;FEM;SG
nine	аліна	nine	алін		PROPN;ANIM;NOM;FEM;SG
elmalı	яблуко	el	яблуко		N;INAN;NOM;NEUT;SG
elmalı	apple	el	apple		
elmalı	яблучко	el	яблучко		N;INAN;NOM;NEUT;SG
sınırlar	обмеження	sınır	обмеження	N;NOM;PL;3	N;INAN;NOM;NEUT;SG
ifadeleri	заяви	ifade	заява	N;ACC;PL;3	N;INAN;NOM;FEM;PL
ifadeleri	судження	ifade	судження	N;ACC;PL;3	N;INAN;NOM;NEUT;SG
ifadeleri	виписки	ifade	виписка	N;ACC;PL;3	N;INAN;NOM;FEM;PL
ifadeleri	заяв	ifade	заява	N;ACC;PL;3	N;INAN;GEN;FEM;PL
kolonisi	колонія	koloni	колонія	N;ACC;SG;3	N;INAN;NOM;FEM;SG
zeka	інтелект	zeka	інтелект		N;INAN;NOM;MASC;SG
zeka	розвідка	zeka	розвідка		N;INAN;NOM;FEM;SG
zeka	кмітливість	zeka	кмітливість		N;INAN;NOM;FEM;SG
zeka	розуму	zeka	розум		N;INAN;GEN;MASC;SG
yıldönümü	ювілеї	yıldönüm	ювіля	N;ACC;SG;3	N;INAN;NOM;MASC;PL
yıldönümü	річниця	yıldönüm	річниця	N;ACC;SG;3	N;INAN;NOM;FEM;SG
yıldönümü	ювілей	yıldönüm	ювілий	N;ACC;SG;3	N;INAN;NOM;MASC;SG
gibson	гібсон	gibson	гібсон		PROPN;ANIM;NOM;MASC;SG
porter	портер	porter	портер		PROPN;INAN;NOM;MASC;SG
batum	батумі	batum	батума		PROPN;INAN;NOM;MASC;SG
girişimleri	ініціатив	girişim	ініціатив	N;ACC;PL;3	N;INAN;GEN;FEM;PL
girişimleri	ініціативи	girişim	ініціатива	N;ACC;PL;3	N;INAN;NOM;FEM;PL
girişimleri	спроб	girişim	спроба	N;ACC;PL;3	N;INAN;GEN;FEM;PL
girişimleri	спроби	girişim	спроба	N;ACC;PL;3	N;INAN;NOM;FEM;PL
buldum	знайдено	bul	знайти	V;PFV;IND;SG;1;POS;PST	V;PFV;IND;0;FIN
buldum	знайдені	bul	знайдений	V;PFV;IND;SG;1;POS;PST	ADJ;PFV;NOM;PL;V.PTCP;PASS
dalgalar	сплеск	dalga	сплеск	N;NOM;PL;3	N;INAN;NOM;MASC;SG
dalgalar	хвилями	dalga	хвиля	N;NOM;PL;3	N;INAN;INS;FEM;PL
nantes	нант	nantes	нант	PROPN;NOM;SG;3	
musevi	єврейський	musevi	єврейський		ADJ;NOM;MASC;SG
musevi	єврейська	musevi	єврейський		ADJ;NOM;FEM;SG
nat	нет	nat	нет		
antonius	ентоні	antonius	ентоні		PROPN;ANIM;NOM;MASC;SG
antonius	антоній	antonius	антоній		N;ANIM;NOM;MASC;SG
antonius	антоній	antonius	антоній		N;ANIM;NOM;MASC;SG
spider	павук	spider	павук		N;ANIM;NOM;MASC;SG
flüt	флейта	flüt	флейт		N;INAN;NOM;FEM;SG
harap	розбив	harap	розбити		V;PFV;MASC;IND;SG;PST;FIN
harap	потерпілий	harap	потерпілий		ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
salı	вівторок	salı	вівторок		N;INAN;NOM;MASC;SG
salı	tue	salı	tue		
salı	вт	salı	вт		
atmak	кидати	at	кидати	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IPFV;NFIN
bölük	ескадрильї	bölük	ескадрилья		N;INAN;NOM;FEM;PL
bölük	компанія	bölük	компанія		N;INAN;NOM;FEM;SG
bölük	відділення	bölük	відділення		N;INAN;NOM;NEUT;SG
bölük	загін	bölük	загін		N;INAN;NOM;MASC;SG
bismarck	бісмарк	bismarck	бісмарк	PROPN;NOM;SG;3	N;ANIM;NOM;MASC;SG
manet	мане	manet	маний		PROPN;ANIM;NOM;MASC;SG
tayfun	тайфун	tayfun	тайфуна		N;INAN;NOM;MASC;SG
molekül	молекулярна	molekül	молекулярний	N;NOM;SG;3	ADJ;NOM;FEM;SG
molekül	молекули	molekül	молекула	N;NOM;SG;3	N;INAN;NOM;FEM;PL
molekül	молекул	molekül	молекула	N;NOM;SG;3	N;INAN;GEN;FEM;PL
molekül	молекули	molekül	молекула	N;NOM;SG;3	N;INAN;NOM;FEM;PL
papaz	вікарій	papaz	вікарий		N;ANIM;NOM;MASC;SG
papaz	священик	papaz	священик		N;ANIM;NOM;MASC;SG
papaz	пастор	papaz	пастор		N;ANIM;NOM;MASC;SG
con	кон	con	кон	INTJ	
con	con	con	con	INTJ	
edwin	едвін	et	едвін		PROPN;ANIM;NOM;MASC;SG
queens	королеви	queens	королева	PROPN;NOM;SG;3	N;ANIM;NOM;FEM;PL
yayıldı	поширення	yay	поширення	V;PFV;IND;SG;3;POS;PST;PASS	N;INAN;NOM;NEUT;SG
yayıldı	розповсюдження	yay	розповсюдження	V;PFV;IND;SG;3;POS;PST;PASS	N;INAN;NOM;NEUT;SG
terminal	термінала	terminal	термінал		N;INAN;NOM;MASC;SG
terminal	термінал	terminal	термінал		N;INAN;NOM;MASC;SG
terminal	термінали	terminal	термінал		N;INAN;NOM;MASC;PL
bilişsel	пізнавально	bilişsel	пізнавально		ADV
yanma	горіння	yan	горіння		N;INAN;NOM;NEUT;SG
yanma	палає	yan	палата		V;IPFV;IND;SG;3;PRS;FIN
diger	інший	diger	інший		DET;NOM;MASC;SG
diger	інша	diger	інший		DET;NOM;FEM;SG
diger	інші	diger	інший		DET;NOM;PL
diger	інше	diger	інший		DET;NOM;NEUT;SG
diger	інших	diger	інший		DET;GEN;PL
diger	інших	diger	інший		DET;GEN;PL
diger	інші	diger	інший		DET;NOM;PL
diger	іншими	diger	інший		DET;INS;PL
fiil	дієслово	fiil	дієслово		N;INAN;NOM;NEUT;SG
sakatlık	травми	sakatlık	травма	N;NOM;SG;3	N;INAN;NOM;FEM;PL
sakatlık	ушкоджень	sakatlık	ушкодження	N;NOM;SG;3	N;INAN;GEN;NEUT;PL
sakatlık	травм	sakatlık	травм	N;NOM;SG;3	N;INAN;GEN;FEM;PL
ima	ima	ima	ima		
ima	мається	ima	матися		V;IPFV;IND;SG;3;PRS;FIN
çekmiş	зменшено	çek	зменшити	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;IND;0;FIN
owen	оуен	owen	оуен	PROPN;NOM;SG;3	PROPN;ANIM;NOM;MASC;SG
sophie	софі	sophie	софі		PROPN;ANIM;NOM;FEM;SG
sophie	софія	sophie	софія		N;ANIM;NOM;FEM;SG
magazin	журнал	magazin	журнал		N;INAN;NOM;MASC;SG
magazin	magazine	magazin	magazine		
magazin	часопис	magazin	часопис		N;INAN;NOM;MASC;SG
magazin	журнали	magazin	журнал		N;INAN;NOM;MASC;PL
tüketim	споживання	tüket	споживання		N;INAN;NOM;NEUT;SG
saraybosna	сараєво	saraybo	сарайти	PROPN;NOM;SG;3	PROPN;INAN;NOM;NEUT;SG
değerlendirilir	обстеження	değerlen	обстеження	V;IPFV;IND;SG;3;POS;PASS	N;INAN;NOM;NEUT;SG
azalma	заднє	azal	задній		ADJ;NOM;NEUT;SG
azalma	зменшити	azal	зменшити		V;PFV;NFIN
dosyalar	файлів	dosya	файл	N;NOM;PL;3	N;INAN;GEN;MASC;PL
tara	тара	tara	тарий		N;INAN;NOM;FEM;SG
tara	сканування	tara	сканування		N;INAN;NOM;NEUT;SG
tara	сканувати	tara	сканувати		V;PFV;NFIN
oya	голоси	oya	голос		N;INAN;NOM;MASC;PL
oya	голосів	oya	голос		N;INAN;GEN;MASC;PL
oya	голосує	oya	голосувати		V;IPFV;IND;SG;3;PRS;FIN
gauss	гауса	gauss	гауса		
gauss	гаус	gauss	гаус		
lori	лорі	None	лоро		PROPN;ANIM;NOM;FEM;SG
basılı	надруковано	basılı	надруковано		V;PFV;IND;0;FIN
jam	варення	jam	варення		N;INAN;NOM;NEUT;SG
jam	jam	jam	jam		
düzenle	edit	düzen	edit	N;INS;SG;3	
düzenle	редагувати	düzen	редагувати	N;INS;SG;3	V;IPFV;NFIN
