relativity	relativnost	relativita	relativnost	N;NOM;FEM;PL	N;NOM;FEM;SG
relácia	sejo	relácia	seja	N;NOM;FEM;SG	N;ACC;FEM;SG
relácia	zasedanju	relácia	zasedanje	N;NOM;FEM;SG	N;DAT;NEUT;SG
cooper	cooper	cooper	cooper	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
logiky	logika	logika	logika	N;NOM;FEM;PL	N;NOM;FEM;SG
logiky	logiko	logika	logika	N;NOM;FEM;PL	N;ACC;FEM;SG
pohyby	gibe	pohyb	gib	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
slávnosti	festival	slávnosť	festival	N;NOM;FEM;PL	N;NOM;MASC;SG
slávnosti	praznik	slávnosť	praznik	N;NOM;FEM;PL	N;NOM;MASC;SG
slávnosti	praznovanje	slávnosť	praznovanje	N;NOM;FEM;PL	N;NOM;NEUT;SG
terminológia	terminologije	terminológia	terminologija	N;NOM;FEM;SG	N;NOM;FEM;PL
samice	ženska	samica	ženska	N;NOM;NEUT;PL	N;NOM;FEM;SG
samice	ženski	samica	ženski	N;NOM;NEUT;PL	ADJ;NOM;MASC;SG
samice	samica	samica	samica	N;NOM;NEUT;PL	N;NOM;FEM;SG
samice	žensko	samica	ženska	N;NOM;NEUT;PL	N;ACC;FEM;SG
senátu	senat	senát	senat	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
potomkov	potomcev	potomok	potomec	N;ANIM;ACC;MASC;PL	N;GEN;MASC;PL
potomkov	potomec	potomok	potomec	N;ANIM;ACC;MASC;PL	N;NOM;MASC;SG
potomkov	potomci	potomok	potomec	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
potomkov	potomci	potomok	potomec	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
melbourne	melbourne	melbourne	melbouren	N;INS;FEM;SG	ADJ;NOM;FEM;SG
korunu	krona	koruna	krona	N;ACC;FEM;SG	N;NOM;FEM;SG
tém	teme	téma	tema	N;GEN;FEM;PL	N;NOM;FEM;PL
železo	železna	železo	železen	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
železo	železa	železo	železo	N;INAN;NOM;MASC;SG	N;GEN;NEUT;SG
spisy	pisanja	spis	pisanje	N;INAN;NOM;MASC;PL	N;GEN;NEUT;SG
efektívne	učinkoviti	efektívny	učinkovit	ADV	ADJ;NOM;MASC;PL
efektívne	učinkovita	efektívny	učinkovit	ADV	ADJ;NOM;FEM;SG
efektívne	učinkovit	efektívny	učinkovit	ADV	ADJ;NOM;INDF;MASC;SG
efektívne	učinkovito	efektívny	učinkovit	ADV	ADJ;NOM;NEUT;SG
efektívne	učinkovito	efektívny	učinkovit	ADV	ADJ;NOM;NEUT;SG
efektívne	učinkoviti	efektívny	učinkovit	ADV	ADJ;NOM;MASC;PL
efektívne	učinkovita	efektívny	učinkovit	ADV	ADJ;NOM;FEM;SG
efektívne	učinkovit	efektívny	učinkovit	ADV	ADJ;NOM;INDF;MASC;SG
efektívne	učinkovito	efektívny	učinkovit	ADV	ADJ;NOM;NEUT;SG
najnovšie	nedavne	mový	nedaven	ADV;RL	ADJ;NOM;FEM;PL
najnovšie	nedavno	mový	nedavno	ADV;RL	ADV
najnovšie	nedavna	mový	nedaven	ADV;RL	ADJ;NOM;FEM;SG
najnovšie	najnovejši	mový	nov	ADV;RL	ADJ;NOM;DEF;RL;MASC;SG
najnovšie	najnovejše	mový	nov	ADV;RL	ADJ;NOM;RL;FEM;SG
najnovšie	najnovejša	mový	nov	ADV;RL	ADJ;NOM;RL;FEM;SG
najnovšie	najnovejši	mový	nov	ADV;RL	ADJ;NOM;DEF;RL;MASC;SG
najnovšie	najnovejše	mový	nov	ADV;RL	ADJ;NOM;RL;FEM;SG
poľnohospodárske	kmetijske	poľnohospodársky	kmetijski	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
kaplnke	kapelo	kaplnka	kapela	N;DAT;FEM;SG	N;ACC;FEM;SG
kaplnke	kapela	kaplnka	kapelo	N;DAT;FEM;SG	N;NOM;FEM;SG
sasko	saška	sasko	sašek	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;FEM;SG
modra	modro	modra	moder	N;NOM;FEM;SG	ADV
modra	modre	modra	moder	N;NOM;FEM;SG	ADJ;NOM;FEM;PL
modra	modri	modra	moder	N;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
modra	modra	modra	moder	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
jadrom	jedro	jadrý	jedro	ADJ;INS;NEUT;SG	N;NOM;NEUT;SG
papiera	papir	papier	papir	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
spol	sodelavci	spol	sodelavec		N;NOM;MASC;PL
hlasovať	glasovanje	hlasovať	glasovanje	V;IPFV;POS;NFIN	N;NOM;NEUT;SG
hlasovať	glasovanje	hlasovať	glasovanje	V;IPFV;POS;NFIN	N;NOM;NEUT;SG
opravy	popravkov	oprava	popravek	N;NOM;FEM;PL	N;GEN;MASC;PL
opravy	popravilo	oprava	popravilo	N;NOM;FEM;PL	N;NOM;NEUT;SG
dia	dia	dia	dia	PROPN;ANIM;NOM;MASC;SG	
mačky	mačk	mačka	mačka	N;NOM;FEM;PL	N;GEN;FEM;PL
trestné	kriminalec	trestný	kriminalec	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
trestné	kazenskih	trestný	kazenski	ADJ;NOM;NEUT;SG	ADJ;GEN;MASC;PL
brigády	brigad	brigáda	brigad	N;NOM;FEM;PL	N;GEN;FEM;SG
brigády	brigada	brigáda	brigada	N;NOM;FEM;PL	N;NOM;FEM;SG
teológia	teologijo	teológia	teologija	N;NOM;FEM;SG	N;ACC;FEM;SG
varšave	varšavi	varšav	varšava	ADV	PROPN;NOM;FEM;SG
potrieb	rabi	potrieb	raba	N;GEN;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
potrieb	potrebe	potrieb	potreba	N;GEN;FEM;PL	N;NOM;FEM;PL
potrieb	potrebuje	potrieb	potrebovati	N;GEN;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
zaťaženie	obremenitve	zaťaženie	obremenitev	N;NOM;NEUT;SG	N;NOM;FEM;PL
zaťaženie	naloži	zaťaženie	nalož	N;NOM;NEUT;SG	V;PFV;IND;SG;3;PRS;FIN
zaťaženie	obremenitev	zaťaženie	obremenitev	N;NOM;NEUT;SG	N;GEN;FEM;SG
zaťaženie	obremenitve	zaťaženie	obremenitev	N;NOM;NEUT;SG	N;NOM;FEM;PL
zaťaženie	obremenitev	zaťaženie	obremenitev	N;NOM;NEUT;SG	N;GEN;FEM;SG
tal	tal	tať	tla		N;GEN;NEUT;PL
sarah	sarah	sarah	sarah	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
sarah	sara	sarah	sar	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
československo	češkoslovaško	československo	češkoslovaški	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
vyhlásenia	izjavi	vyhlásenie	izjava	N;NOM;NEUT;PL	N;NOM;FEM;SG
sebastian	sebastian	sebastian	sebastian	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
sebastian	sebastiana	sebastian	sebastian	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
chomutov	chomutov	chomut	chomut	N;INAN;NOM;MASC;SG	N;GEN;MASC;PL
váhy	tehtnica	váha	tehtnica	N;NOM;FEM;PL	N;NOM;FEM;SG
váhy	tehtnica	váha	tehtnica	N;NOM;FEM;PL	N;NOM;FEM;SG
hkm	hkm	hkm	hkma		
iniciatívy	pobuda	iniciatíva	pobuda	N;NOM;FEM;PL	N;NOM;FEM;SG
iniciatívy	pobudo	iniciatíva	pobuda	N;NOM;FEM;PL	N;ACC;FEM;SG
symbolov	simboli	symbol	simbol	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
symbolov	simbole	symbol	simbol	N;INAN;GEN;MASC;PL	N;ACC;MASC;PL
mons	mons	mons	mons		
empire	empire	empir	empira		
empire	imperij	empir	imperij		N;NOM;MASC;SG
empire	cesarstvo	empir	cesarstvo		N;NOM;NEUT;SG
vietname	vietnam	vietnymy	vieten	N;DAT;FEM;PL	ADJ;NOM;NEUT;SG
piatok	petek	piatok	petek	N;INAN;NOM;MASC;SG	N;INAN;ACC;MASC;SG
tvarov	oblike	tvar	oblika	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
štúdiá	studios	štúdium	studios	N;NOM;NEUT;PL	
používateľ	uporabnika	používateľ	uporabnik	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
made	narejena	made	narejen	N;NOM;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
made	narejeni	made	narejen	N;NOM;FEM;SG	ADJ;NOM;MASC;PL;V.PTCP
made	narejen	made	narejen	N;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
made	narejeno	made	narejen	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG;V.PTCP
etapy	fazah	etap	faza	N;NOM;FEM;PL	N;ESS;FEM;PL
pristál	pristali	pristáť	pristati	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
osád	naselja	osád	naselje	N;GEN;FEM;PL	N;NOM;NEUT;PL
osád	poravnave	osád	poravnava	N;GEN;FEM;PL	N;NOM;FEM;PL
žltý	rumene	žltý	rumen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
žltý	rumeno	žltý	rumen	ADJ;ANIM;NOM;MASC;SG	ADV
abd	abd	abd	abd	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
odmietli	odklonil	odmietnuť	odkloniti	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
odmietli	zavrnjena	odmietnuť	zavrnjen	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
novšie	novejše	nový	nov	ADV;CMPR	ADJ;NOM;CMPR;NEUT;SG
novšie	novejši	nový	nov	ADV;CMPR	ADJ;NOM;DEF;CMPR;MASC;SG
jamie	jamie	jamie	jamia	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
sociálny	socialne	sociálny	socialen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
porto	porto	porto	porta	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
rozdielne	drugačna	rozdielny	drugačen	ADV	ADJ;NOM;FEM;SG
rozdielne	drugačen	rozdielny	drugačen	ADV	ADJ;NOM;INDF;MASC;SG
rozdielne	drugačni	rozdielny	drugačen	ADV	ADJ;NOM;MASC;PL
rozdielne	drugačno	rozdielny	drugačen	ADV	ADJ;NOM;NEUT;SG
deutsche	deutsche	deutsch	deutsch	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
lebky	lobanjo	lebka	lobanja	N;NOM;FEM;PL	N;ACC;FEM;SG
lebky	lobanja	lebka	lobanja	N;NOM;FEM;PL	N;NOM;FEM;SG
priemyselná	industrijske	priemyselný	industrijski	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
kras	kraški	kras	kraški	N;INAN;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
uhlie	premog	uhlieť	premog	N;NOM;NEUT;PL	N;NOM;MASC;SG
uhlie	oglja	uhlieť	oglje	N;NOM;NEUT;PL	N;GEN;NEUT;SG
uhlie	oglje	uhlieť	oglje	N;NOM;NEUT;PL	N;NOM;NEUT;SG
komédie	komedijo	komédia	komedija	N;NOM;FEM;PL	N;ACC;FEM;SG
komédie	komedija	komédia	komedija	N;NOM;FEM;PL	N;NOM;FEM;SG
kopa	kupu	kopa	kup	N;NOM;FEM;SG	N;DAT;MASC;SG
duchovné	duhovnega	duchovný	duhoven	ADJ;NOM;NEUT;SG	ADJ;GEN;NEUT;SG
duchovné	duhovne	duchovný	duhoven	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
extra	dodatno	extra	dodatno	N;INAN;NOM;MASC;SG	ADV
extra	dodaten	extra	dodaten	N;INAN;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
extra	ekstra	extra	ekstra	N;INAN;NOM;MASC;SG	
extra	extra	extra	extra	N;INAN;NOM;MASC;SG	
vzdať	predaje	vzdať	predaja	V;PFV;POS;NFIN	N;NOM;FEM;PL
vzdať	predaja	vzdať	predajati	V;PFV;POS;NFIN	V;IPFV;IND;SG;3;PRS;FIN
snahu	prizadevanja	snaha	prizadevanje	N;ACC;FEM;SG	N;NOM;NEUT;PL
snahu	napora	snaha	napor	N;ACC;FEM;SG	N;GEN;MASC;SG
snahu	napor	snaha	napor	N;ACC;FEM;SG	N;NOM;MASC;SG
snahu	trud	snaha	trud	N;ACC;FEM;SG	N;NOM;MASC;SG
snahu	prizadevanje	snaha	prizadevanje	N;ACC;FEM;SG	N;NOM;NEUT;SG
chýb	napake	chýb	napaka	N;GEN;FEM;PL	N;NOM;FEM;PL
chýb	napake	chýb	napaka	N;GEN;FEM;PL	N;NOM;FEM;PL
chýb	hrošče	chýb	hrošča	N;GEN;FEM;PL	N;ACC;MASC;PL
chýb	žuželke	chýb	žuželka	N;GEN;FEM;PL	N;NOM;FEM;PL
chýb	hrošči	chýb	hrošč	N;GEN;FEM;PL	N;NOM;MASC;PL
medi	bakrene	med	bakren	N;NOM;FEM;SG	ADJ;NOM;FEM;PL
pokryté	pokrite	pokrytý	pokrit	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
zavedený	uvedeni	zavedený	uveden	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
zavedený	uvedene	zavedený	uveden	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
jednotlivcov	posamezniki	jednotlivec	posameznik	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
jednotlivcov	posameznikov	jednotlivec	posameznik	N;ANIM;ACC;MASC;PL	N;GEN;MASC;PL
junior	mlajši	junior	mlad	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;CMPR;MASC;SG
junior	junior	junior	junior	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
životy	živi	život	živeti	N;INAN;NOM;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
životy	življenja	život	življenje	N;INAN;NOM;MASC;PL	N;GEN;NEUT;SG
frekvencie	pogostnosti	frekvencia	pogostnost	N;NOM;FEM;PL	N;GEN;FEM;SG
frekvencie	pogostost	frekvencia	pogostost	N;NOM;FEM;PL	N;NOM;FEM;SG
frekvencie	frekvenca	frekvencia	frekvenca	N;NOM;FEM;PL	N;NOM;FEM;SG
frekvencie	pogostost	frekvencia	pogostost	N;NOM;FEM;PL	N;NOM;FEM;SG
frekvencie	pogostnost	frekvencia	pogostnost	N;NOM;FEM;PL	N;NOM;FEM;SG
autobus	avtobusna	autobus	avtobusen	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
výrobcu	proizvajalec	výrobec	proizvajalec	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
výrobcu	producent	výrobec	producent	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
výrobcu	proizvajalec	výrobec	proizvajalec	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
výrobcu	proizvajalca	výrobec	proizvajalec	N;INAN;GEN;MASC;SG	N;ANIM;ACC;MASC;SG
výrobcu	izdelovalec	výrobec	izdelovalec	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
tisícročia	tisočletje	tisícročie	tisočletje	N;NOM;NEUT;PL	N;NOM;NEUT;SG
prednášky	predavanj	prednáška	predavanje	N;NOM;FEM;PL	N;GEN;NEUT;PL
prednášky	predavanje	prednáška	predavanje	N;NOM;FEM;PL	N;NOM;NEUT;SG
ulrich	ulrich	ulrich	ulrich	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
akademický	akademske	akademický	akademski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
návrhov	predloge	návrh	predlog	N;INAN;GEN;MASC;PL	N;ACC;MASC;PL
návrhov	predlogi	návrh	predlog	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
praktické	praktično	praktický	praktično	ADJ;NOM;NEUT;SG	ADV
praktické	praktične	praktický	praktičen	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
nominácia	nominacijo	nominácia	nominacija	N;NOM;FEM;SG	N;ACC;FEM;SG
trio	trio	trio	trio	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
skúsenosť	izkušenj	skúsenosť	izkušnja	N;NOM;FEM;SG	N;GEN;FEM;PL
skúsenosť	izkušnje	skúsenosť	izkušnja	N;NOM;FEM;SG	N;NOM;FEM;PL
sklo	stekla	sklo	steči	N;NOM;NEUT;SG	V;PFV;FEM;PL;V.PTCP
sklo	steklena	sklo	steklen	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
disciplíne	discipline	disciplína	disciplina	N;DAT;FEM;SG	N;NOM;FEM;PL
disciplíne	disciplino	disciplína	disciplina	N;DAT;FEM;SG	N;ACC;FEM;SG
disciplíne	disciplina	disciplína	disciplina	N;DAT;FEM;SG	N;NOM;FEM;SG
elektrických	električno	elektrický	električen	ADJ;GEN;MASC;PL	ADJ;NOM;NEUT;SG
elektrických	električni	elektrický	električen	ADJ;GEN;MASC;PL	ADJ;NOM;MASC;SG
elektrických	električno	elektrický	električen	ADJ;GEN;MASC;PL	ADJ;NOM;NEUT;SG
elektrických	električna	elektrický	električen	ADJ;GEN;MASC;PL	ADJ;NOM;FEM;SG
elektrických	električni	elektrický	električen	ADJ;GEN;MASC;PL	ADJ;NOM;MASC;SG
operáciu	kirurgija	operácia	kirurgija	N;ACC;FEM;SG	N;NOM;FEM;SG
operáciu	operacija	operácia	operacija	N;ACC;FEM;SG	N;NOM;FEM;SG
vzdialený	oddaljeno	vzdialený	oddaljen	ADJ;ANIM;NOM;MASC;SG	ADV
vzdialený	oddaljeni	vzdialený	oddaljen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;PL
vzdialený	oddaljeno	vzdialený	oddaljen	ADJ;ANIM;NOM;MASC;SG	ADV
vzdialený	oddaljeni	vzdialený	oddaljen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;PL
vzdialený	oddaljenih	vzdialený	oddaljen	ADJ;ANIM;NOM;MASC;SG	ADJ;GEN;MASC;PL
existoval	obstajali	existovať	obstajati	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IPFV;MASC;PL;V.PTCP
dmitrij	dmitri	dmitrij	dmiter	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
dmitrij	dimitrij	dmitrij	dimiter	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
pohlavia	spol	pohlavie	spol	N;NOM;NEUT;PL	N;NOM;MASC;SG
pohlavia	seks	pohlavie	seks	N;NOM;NEUT;PL	N;NOM;MASC;SG
pohlavia	spol	pohlavie	spol	N;NOM;NEUT;PL	N;NOM;MASC;SG
pohlavia	sex	pohlavie	sex	N;NOM;NEUT;PL	N;NOM;MASC;SG
wars	vojne	wars	vojna	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
wars	vojn	wars	vojna	N;INAN;NOM;MASC;SG	N;GEN;FEM;PL
dallas	dallas	dallas	dallas	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
karibiku	karibih	karibika	karib	N;INAN;GEN;MASC;SG	N;ESS;MASC;PL
paralelne	vzporedni	paralelne	vzporeden	ADV	ADJ;NOM;MASC;SG
paralelne	vzporedna	paralelne	vzporeden	ADV	ADJ;NOM;FEM;SG
bytov	flats	byt	flats	N;INAN;GEN;MASC;PL	N;NOM;MASC;SG
bytov	apartmaji	byt	apartmaj	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
bytov	stanovanja	byt	stanovanje	N;INAN;GEN;MASC;PL	N;NOM;NEUT;PL
centrálny	centralne	centrálny	centralen	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;PL
rodičmi	starše	rodič	starš	N;ANIM;INS;MASC;PL	N;ACC;MASC;PL
rodičmi	starša	rodič	starš	N;ANIM;INS;MASC;PL	N;NOM;MASC;DU
rodičmi	starši	rodič	starš	N;ANIM;INS;MASC;PL	N;NOM;MASC;PL
eddie	eddie	eddia	eddie	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
ross	rossa	ross	rossa	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
ross	ross	ross	ross	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
média	medijev	média	medij	N;NOM;NEUT;PL	N;GEN;MASC;PL
média	media	média	media	N;NOM;NEUT;PL	N;NOM;MASC;SG
fritz	fritz	fritz	fritz	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
afganistane	afganistanu	afganistane	afganistan	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
prístupné	dostopni	prístupný	dostopen	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL
rádia	radia	rádio	radio	N;NOM;NEUT;PL	N;GEN;MASC;SG
rádia	radio	rádio	radio	N;NOM;NEUT;PL	N;NOM;MASC;SG
afrických	afriški	africký	afriški	ADJ;ANIM;GEN;MASC;PL	ADJ;NOM;MASC;SG
afrických	afriška	africký	afriški	ADJ;ANIM;GEN;MASC;PL	ADJ;NOM;FEM;SG
afrických	afriške	africký	afriški	ADJ;ANIM;GEN;MASC;PL	ADJ;NOM;FEM;PL
afrických	afriško	africký	afriški	ADJ;ANIM;GEN;MASC;PL	ADJ;NOM;NEUT;SG
terminál	terminalu	terminál	terminal	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
bruins	bruins	bruins	bruins	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
armstrong	armstrong	armstrong	armstrong	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
lekára	zdravnik	lekár	zdravnik	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
lekára	zdravnik	lekár	zdravnik	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
lekára	zdravnica	lekár	zdravnica	N;ANIM;ACC;MASC;SG	N;NOM;FEM;SG
lekára	doktor	lekár	doktor	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
shoemaker	shoemaker	shoemaker	shoemaker	ADV	N;NOM;MASC;SG
projektom	projekte	projekt	projekt	N;INAN;INS;MASC;SG	N;ACC;MASC;PL
projektom	projektov	projekt	projekt	N;INAN;INS;MASC;SG	N;GEN;MASC;PL
projektom	projekti	projekt	projekt	N;INAN;INS;MASC;SG	N;NOM;MASC;PL
prózy	proza	próza	proza	N;NOM;FEM;PL	N;NOM;FEM;SG
samostatnú	samostojna	samostatný	samostojen	ADJ;ACC;FEM;SG	ADJ;NOM;FEM;SG
samostatnú	samostojno	samostatný	samostojen	ADJ;ACC;FEM;SG	ADV
pridáva	doda	pridávať	dodati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
nebezpečné	nevarne	nebezpečný	nevaren	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
nebezpečné	nevarni	nebezpečný	nevaren	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL
nebezpečné	nevarni	nebezpečný	nevaren	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL
nebezpečné	nevarne	nebezpečný	nevaren	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
pristáli	pristalo	pristáť	pristati	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;NEUT;SG;V.PTCP
pristáli	pristal	pristáť	pristati	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
škótsku	škotske	škótsky	škotski	ADV	ADJ;NOM;FEM;PL
škótsku	škotski	škótsky	škotski	ADV	ADJ;NOM;DEF;MASC;SG
škótsku	škotsko	škótsky	škotski	ADV	ADJ;NOM;NEUT;SG
škótsku	škotska	škótsky	škotski	ADV	ADJ;NOM;FEM;SG
škótsku	viski	škótsky	viski	ADV	N;NOM;MASC;SG
berkeley	berkeley	berkeley	berkeley	N;NOM;FEM;PL	PROPN;NOM;MASC;SG
venovaná	namenske	venovaný	namenski	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL
bočné	bočno	bočný	bočno	ADJ;NOM;NEUT;SG	ADV
platnosť	veljavna	platnosť	veljaven	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
platnosť	veljaven	platnosť	veljaven	N;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
platnosť	veljavni	platnosť	veljaven	N;NOM;FEM;SG	ADJ;NOM;MASC;PL
platnosť	veljavno	platnosť	veljaven	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
výchovu	vzgoja	výchova	vzgoja	N;ACC;FEM;SG	N;NOM;FEM;SG
child	otrok	child	otrok	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
zostať	bivanje	zostať	bivanje	V;PFV;POS;NFIN	N;NOM;NEUT;SG
polo	polo	polo	pola	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
polo	pola	polo	pola	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;DU
sporné	spornih	sporný	sporen	ADJ;NOM;NEUT;SG	ADJ;GEN;MASC;PL
sporné	spornih	sporný	sporen	ADJ;NOM;NEUT;SG	ADJ;GEN;MASC;PL
sporné	sporne	sporný	sporen	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
neba	nebes	nebo	nebes	N;GEN;NEUT;SG	N;NOM;NEUT;SG
neba	nebesa	nebo	nebo	N;GEN;NEUT;SG	N;NOM;FEM;SG
baktérie	bakterija	baktéria	bakterija	N;NOM;FEM;PL	N;NOM;FEM;SG
main	glavne	main	glaven		ADJ;NOM;FEM;PL
main	main	main	main		
main	glavni	main	glaven		ADJ;NOM;DEF;MASC;SG
main	glavno	main	glaven		ADJ;NOM;NEUT;SG
main	glavna	main	glaven		ADJ;NOM;FEM;SG
grafika	umetnine	grafika	umetnina	N;NOM;FEM;SG	N;NOM;FEM;PL
grafika	grafike	grafika	grafika	N;NOM;FEM;SG	N;NOM;FEM;PL
vodcov	vodje	vodca	vodja	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
vodcov	voditelji	vodca	voditelj	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
estónsko	estonijo	estónsko	estonija	PROPN;NOM;NEUT;SG	N;ACC;FEM;SG
estónsko	estonija	estónsko	estonija	PROPN;NOM;NEUT;SG	N;NOM;FEM;SG
sodný	natrija	sodný	natrijati	ADJ;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
sodný	natrij	sodný	natrij	ADJ;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
schopností	sposobnosti	schopnosť	sposobnost	N;GEN;FEM;PL	N;NOM;FEM;PL
medzinárodne	mednarodno	medzinárodne	mednaroden	ADV	ADJ;NOM;NEUT;SG
médium	medijev	médium	medij	N;NOM;NEUT;SG	N;GEN;MASC;PL
médium	mediji	médium	medij	N;NOM;NEUT;SG	N;NOM;MASC;PL
médium	psihično	médium	psihičen	N;NOM;NEUT;SG	ADV
médium	srednje	médium	srednje	N;NOM;NEUT;SG	ADV
médium	srednja	médium	srednji	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
