til	pour	til	pour	ADV	ADP
göteborg	göteborg	göteborg	göteborg		PROPN
göteborg	göteborg	göteborg	göteborg		PROPN
henri	henri	henri	henri		PROPN
trommeslager	batteur	trommeslag	batteur	N;INDF;MASC+FEM;PL	N;MASC;SG
amalie	amalie	amalie	amalie		PROPN
cykelrytter	cycliste	cykelrytter	cycliste	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
vindere	gagnants	vinder	gagnant	N;INDF;MASC+FEM;PL	ADJ;MASC;PL
pres	poussez	pres	pousser	N;INDF;NEUT;SG	V;IMP;PL;2;PRS;FIN
pres	pousser	pres	pousser	N;INDF;NEUT;SG	V;NFIN
pres	pousse	pres	pousser	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
pres	pressions	pres	pression	N;INDF;NEUT;SG	N;FEM;PL
pres	pressions	pres	pression	N;INDF;NEUT;SG	N;FEM;PL
tilgængelige	dispo	tilgængelig	dispo	ADJ;PL	INTJ
tilgængelige	disponible	tilgængelig	disponible	ADJ;PL	ADJ;MASC;SG
tilgængelige	accessible	tilgængelig	accessible	ADJ;PL	ADJ;MASC;SG
deutsche	deutsche	deutsche	deutsche	N;INDF;MASC+FEM;SG	PROPN
manuel	manuel	manuel	manuel		N;MASC;SG
manuel	manuel	manuel	manuel		N;MASC;SG
manuel	manual	manuel	manual		PROPN
manuel	manuels	manuel	manuel		N;MASC;PL
manuel	manuelle	manuel	manuelle		ADJ;FEM;SG
tilsammen	combiné	tilsammen	combiner	ADV	V;MASC;SG;PST;V.PTCP
tilsammen	combinée	tilsammen	combiner	ADV	V;FEM;SG;PST;V.PTCP
tilsammen	combinées	tilsammen	combiner	ADV	V;FEM;PL;PST;V.PTCP
tilsammen	combinés	tilsammen	combiné	ADV	V;MASC;PL;PST;V.PTCP
krydser	croisement	krydse	croisement	V;IND;PRS;FIN;ACT	N;MASC;SG
krydser	franchissement	krydse	franchissement	V;IND;PRS;FIN;ACT	N;MASC;SG
krydser	traversée	krydse	traverser	V;IND;PRS;FIN;ACT	V;FEM;SG;PST;V.PTCP
krydser	croix	krydse	croix	V;IND;PRS;FIN;ACT	N;FEM;SG
krydser	croisée	krydse	croisé	V;IND;PRS;FIN;ACT	V;FEM;SG;PST;V.PTCP
krydser	croix	krydse	croix	V;IND;PRS;FIN;ACT	N;FEM;SG
krydser	croisé	krydse	croisé	V;IND;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
krydser	cruiser	krydse	cruiser	V;IND;PRS;FIN;ACT	N;MASC;SG
krydser	croiseur	krydse	croiseur	V;IND;PRS;FIN;ACT	N;MASC;SG
bjergene	montagne	bjerg	montagne	N;DEF;NEUT;PL	N;FEM;SG
jacques	jacques	jacque	jacque		N;MASC;SG
erobre	conquête	erobre	conquête	V;NFIN;ACT	N;FEM;SG
carlos	carlos	carlos	carlos		PROPN
alvorligt	sérieux	alvorligt	sérieux	ADV	ADJ;MASC;SG
alvorligt	serieux	alvorligt	serieux	ADV	ADJ;MASC;SG
alvorligt	graves	alvorligt	grave	ADV	ADJ;MASC;PL
alvorligt	grave	alvorligt	grave	ADV	ADJ;MASC;SG
alvorligt	sérieuse	alvorligt	sérieux	ADV	ADJ;FEM;SG
alvorligt	sérieux	alvorligt	sérieux	ADV	ADJ;MASC;SG
alvorligt	serieux	alvorligt	serieux	ADV	ADJ;MASC;SG
alvorligt	sévères	alvorligt	sévère	ADV	ADJ;MASC;PL
alvorligt	graves	alvorligt	grave	ADV	ADJ;MASC;PL
alvorligt	grave	alvorligt	grave	ADV	ADJ;MASC;SG
alvorligt	sévère	alvorligt	sévère	ADV	ADJ;MASC;SG
preben	preben	preb	preben	PROPN	PROPN
tegning	dessiner	tegning	dessiner	N;INDF;MASC+FEM;SG	V;NFIN
fritz	fritz	fritz	fritz		PROPN
aviser	quotidiens	avis	quotidien	N;INDF;MASC+FEM;PL	ADJ;MASC;PL
lån	emprunt	lån	emprunt	N;INDF;NEUT;PL	N;MASC;SG
lån	prêt	lån	prêt	N;INDF;NEUT;PL	ADJ;MASC;SG
lån	prêts	lån	prêt	N;INDF;NEUT;PL	ADJ;MASC;PL
symfoni	symphonique	symfoni	symphonique	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
reklame	publicitaire	reklame	publicitaire	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
reklame	publicités	reklame	publicité	N;INDF;MASC+FEM;SG	N;FEM;PL
østersøen	baltique	østersøen	baltique	N;DEF;MASC+FEM;SG	ADJ;MASC;SG
østersøen	baltes	østersøen	balte	N;DEF;MASC+FEM;SG	ADJ;MASC;PL
ulrik	ulrik	ulrik	ulrik	PROPN	PROPN
centralt	centralisées	centralt	centraliser	ADJ;INDF;NEUT;SG	V;FEM;PL;PST;V.PTCP
centralt	centralisés	centralt	centraliser	ADJ;INDF;NEUT;SG	V;MASC;PL;PST;V.PTCP
centralt	centralisé	centralt	centraliser	ADJ;INDF;NEUT;SG	V;MASC;SG;PST;V.PTCP
centralt	centralisée	centralt	centraliser	ADJ;INDF;NEUT;SG	V;FEM;SG;PST;V.PTCP
mikkelsen	mikkelsen	mikkelse	mikkelsen	N;DEF;MASC+FEM;SG	PROPN
teorien	théories	teori	théorie	N;DEF;MASC+FEM;SG	N;FEM;PL
från	från	från	från	N;INDF;MASC+FEM;SG	
josef	josef	josef	josef	N;INDF;MASC+FEM;SG	PROPN
fællesskab	communautaire	fællesskab	communautaire	N;INDF;NEUT;SG	ADJ;MASC;SG
riga	riga	riga	riga		PROPN
mærke	marque	mærke	marque	V;NFIN;ACT	N;FEM;SG
mærke	étiquette	mærke	étiquette	V;NFIN;ACT	N;FEM;SG
mærke	tag	mærke	tag	V;NFIN;ACT	N;MASC;SG
mærke	balise	mærke	balise	V;NFIN;ACT	N;FEM;SG
mærke	label	mærke	label	V;NFIN;ACT	N;MASC;SG
mærke	étiquette	mærke	étiquette	V;NFIN;ACT	N;FEM;SG
mærke	étiquettes	mærke	étiquette	V;NFIN;ACT	N;FEM;PL
mærke	marque	mærke	marque	V;NFIN;ACT	N;FEM;SG
mærke	mark	mærke	mark	V;NFIN;ACT	PROPN
højst	most	højst	most	ADV	PROPN
krone	couronnes	krone	couronne	N;INDF;MASC+FEM;SG	N;FEM;PL
krone	crown	krone	crown	N;INDF;MASC+FEM;SG	PROPN
krone	couronner	krone	couronner	N;INDF;MASC+FEM;SG	V;NFIN
krone	têtes	krone	tête	N;INDF;MASC+FEM;SG	N;FEM;PL
trin	step	trin	step	N;INDF;NEUT;SG	PROPN
trin	marches	trin	marche	N;INDF;NEUT;SG	N;FEM;PL
trin	étapes	trin	étape	N;INDF;NEUT;SG	N;FEM;PL
vers	versets	vers	verset	N;INDF;NEUT;SG	N;MASC;PL
kredsløb	circuits	kredsløb	circuit	N;INDF;NEUT;SG	N;MASC;PL
kredsløb	orbites	kredsløb	orbite	N;INDF;NEUT;SG	N;FEM;PL
english	anglaise	english	anglais		ADJ;FEM;SG
english	francais	english	francais		ADJ;MASC;SG
english	anglais	english	anglais		N;MASC;SG
mortensen	mortensen	mortensen	mortenser	PROPN	PROPN
bolig	logements	bolig	logement	N;INDF;MASC+FEM;SG	N;MASC;PL
beskyttet	protégées	beskytte	protéger	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
beskyttet	protégés	beskytte	protéger	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
berg	berg	berg	berg		PROPN
interessant	intéressantes	interessant	intéressant	ADJ;INDF;SG	ADJ;FEM;PL
interessant	intéressants	interessant	intéressant	ADJ;INDF;SG	ADJ;MASC;PL
politikere	politiciens	politiker	politicien	N;INDF;MASC+FEM;PL	ADJ;MASC;PL
israelske	israélien	israelsk	israélien	ADJ;PL	ADJ;MASC;SG
israelske	israélienne	israelsk	israélien	ADJ;PL	ADJ;FEM;SG
orange	orange	orange	orange	ADJ	N;FEM;SG
orange	oranges	orange	orange	ADJ	N;FEM;PL
besøgende	visiteur	besøge	visiteur	V;PRS;V.PTCP	N;MASC;SG
besøgende	visiteurs	besøge	visiteur	V;PRS;V.PTCP	N;MASC;PL
besøgende	visiteur	besøge	visiteur	V;PRS;V.PTCP	N;MASC;SG
køn	sexes	køn	sexe	N;INDF;MASC+FEM;SG	N;FEM;PL
køn	joli	køn	joli	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
køn	jolie	køn	joli	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
køn	jolies	køn	joli	N;INDF;MASC+FEM;SG	ADJ;FEM;PL
skotske	ecossais	skotsk	ecossais	ADJ;PL	ADJ;MASC;SG
skotske	écossaise	skotsk	écossais	ADJ;PL	ADJ;FEM;SG
skotske	écossais	skotsk	écossais	ADJ;PL	ADJ;MASC;SG
euro	euros	euro	euro	N;INDF;MASC+FEM;SG	N;MASC;PL
euro	euros	euro	euro	N;INDF;MASC+FEM;SG	N;MASC;PL
svenska	svenska	svenska	svenska	N;INDF;NEUT;SG	PROPN
religiøs	religieuses	religiøs	religieux	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
sky	sky	sky	sky		PROPN
sky	ciels	sky	ciel		N;MASC;PL
sky	ciel	sky	ciel		N;MASC;SG
sky	nuage	sky	nuage		N;MASC;SG
sky	cloud	sky	cloud		N;MASC;SG
sky	nuages	sky	nuage		N;MASC;PL
omdannet	transformés	omdanne	transformer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
omdannet	transformées	omdanne	transformé	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
tillader	permis	tillade	permettre	V;IND;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
beijing	pékin	beijing	pékin		PROPN
beijing	beijing	beijing	beijing		PROPN
passerer	passes	passere	passe	V;IND;PRS;FIN;ACT	N;FEM;PL
rene	rené	ren	rendre	ADJ;PL	PROPN
rene	rene	ren	rene	ADJ;PL	N;MASC;SG
rene	pur	ren	pur	ADJ;PL	ADJ;MASC;SG
rene	pure	ren	pur	ADJ;PL	ADJ;FEM;SG
rene	propre	ren	propre	ADJ;PL	ADJ;MASC;SG
rene	nettoient	ren	nettoyer	ADJ;PL	V;IND;PL;3;PRS;FIN
rene	nettoyer	ren	nettoyer	ADJ;PL	V;NFIN
diameter	diamètres	diameter	diamètre	N;INDF;MASC+FEM;SG	N;MASC;PL
alvorlige	sérieux	alvorlig	sérieux	ADJ;PL	ADJ;MASC;SG
alvorlige	serieux	alvorlig	serieux	ADJ;PL	ADJ;MASC;SG
alvorlige	grave	alvorlig	grave	ADJ;PL	ADJ;MASC;SG
alvorlige	sérieuse	alvorlig	sérieux	ADJ;PL	ADJ;FEM;SG
alvorlige	grave	alvorlig	grave	ADJ;PL	ADJ;MASC;SG
alvorlige	sévère	alvorlig	sévère	ADJ;PL	ADJ;MASC;SG
kombination	combiner	kombination	combiner	N;INDF;MASC+FEM;SG	V;NFIN
kombination	combinant	kombination	combinant	N;INDF;MASC+FEM;SG	V;PRS;V.PTCP
kombination	conjuguer	kombination	conjuguer	N;INDF;MASC+FEM;SG	V;NFIN
begyndelse	débuts	begyndelse	début	N;INDF;MASC+FEM;SG	N;MASC;PL
guild	guilde	guild	guilde		N;FEM;SG
skandinavien	scandinavie	skandinavien	scandinavie		N;FEM;SG
skandinavien	scandinavie	skandinavien	scandinavie		N;FEM;SG
skandinavien	scandinaves	skandinavien	scandinave		ADJ;MASC;PL
skandinavien	scandinave	skandinavien	scandinave		ADJ;MASC;SG
niedersachsen	niedersachsen	niedersachse	niedersachsen	N;DEF;MASC+FEM;SG	PROPN
kaj	quai	kaj	quai	PROPN	N;MASC;SG
kaj	kaj	kaj	kaj	PROPN	PROPN
kaj	pier	kaj	pier	PROPN	PROPN
kaj	jetée	kaj	jeter	PROPN	V;FEM;SG;PST;V.PTCP
kaj	embarcadère	kaj	embarcadère	PROPN	N;MASC;SG
tidende	revue	tidende	revue	V;PRS;V.PTCP	N;FEM;SG
tidende	journal	tidende	journal	V;PRS;V.PTCP	N;MASC;SG
auf	auf	auf	auf	V;IND;PST;FIN;ACT	
story	récit	story	récit		N;MASC;SG
berører	touches	berøre	touche	V;IND;PRS;FIN;ACT	N;FEM;PL
tommy	tommy	tommy	tommy		PROPN
skridt	step	skridt	step	N;INDF;NEUT;SG	PROPN
skridt	marches	skridt	marche	N;INDF;NEUT;SG	N;FEM;PL
skridt	étapes	skridt	étape	N;INDF;NEUT;SG	N;FEM;PL
ble	couches	ble	couche	N;INDF;MASC+FEM;SG	N;FEM;PL
hammer	marteaux	hammer	marteau	N;INDF;MASC+FEM;SG	N;MASC;PL
hammer	hammer	hammer	hammer	N;INDF;MASC+FEM;SG	PROPN
bruun	bruun	bruun	bruun		PROPN
fredede	protégée	frede	protéger	V;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
fredede	protégé	frede	protéger	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
målt	mesurés	måle	mesurer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
målt	mesurées	måle	mesuré	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
plade	enregistre	plade	enregistrer	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
plade	enregistrer	plade	enregistrer	N;INDF;MASC+FEM;SG	V;NFIN
airlines	airlines	airline	airline	N;INDF;MASC+FEM;SG	N;FEM;PL
revet	déchirés	rive	déchirer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
revet	déchirés	rive	déchirer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
revet	récifs	rive	récif	V;INDF;SG;PST;V.PTCP	N;MASC;PL
revet	récif	rive	récif	V;INDF;SG;PST;V.PTCP	N;MASC;SG
agf	agf	agf	agf	PROPN	PROPN
rantzau	rantzau	rantzau	rantzau	N;INDF;MASC+FEM;SG	PROPN
bulgarien	bulgarie	bulgarie	bulgarie	PROPN	ADJ;FEM;SG
font	polices	font	police		N;FEM;PL
font	font	font	faire		V;IND;PL;3;PRS;FIN
font	police	font	police		N;FEM;SG
font	fontes	font	fonte		N;FEM;PL
følelser	émotion	følelse	émotion	N;INDF;MASC+FEM;PL	N;FEM;SG
følelser	émotion	følelse	émotion	N;INDF;MASC+FEM;PL	N;FEM;SG
administrativ	administratives	administrativ	administratif	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
administrativ	administratifs	administrativ	administratif	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
kronen	couronnes	kron	couronne	N;DEF;MASC+FEM;SG	N;FEM;PL
kronen	crown	kron	crown	N;DEF;MASC+FEM;SG	PROPN
kronen	couronner	kron	couronner	N;DEF;MASC+FEM;SG	V;NFIN
kemisk	chimiques	kemisk	chimique	ADJ;INDF;SG	ADJ;MASC;PL
kemisk	chimiquement	kemisk	chimiquement	ADJ;INDF;SG	ADV
reventlow	reventlow	reventlow	reventlow	N;INDF;MASC+FEM;SG	PROPN
fødselsdag	anniversaires	fødselsdag	anniversaire	N;INDF;MASC+FEM;SG	N;MASC;PL
fattige	pauvre	fattig	pauvre	ADJ;PL	ADJ;MASC;SG
fattige	médiocre	fattig	médiocre	ADJ;PL	ADJ;MASC;SG
leopold	leopold	leopold	leopold	N;INDF;MASC+FEM;SG	PROPN
master	maitre	mast	maître	N;INDF;MASC+FEM;PL	N;MASC;SG
master	master	mast	master	N;INDF;MASC+FEM;PL	N;MASC;SG
master	maître	mast	maître	N;INDF;MASC+FEM;PL	N;MASC;SG
heart	heart	heart	heart		N;MASC;SG
heart	cœur	heart	cœur		N;MASC;SG
heart	coeur	heart	coeur		N;MASC;SG
muslimske	musulmans	muslimsk	musulman	ADJ;PL	N;MASC;PL
muslimske	musulmane	muslimsk	musulman	ADJ;PL	ADJ;FEM;SG
muslimske	musulman	muslimsk	musulman	ADJ;PL	ADJ;MASC;SG
nationalt	nationaux	nationalt	national	ADV	ADJ;MASC;PL
nationalt	national	nationalt	national	ADV	ADJ;MASC;SG
nationalt	nationale	nationalt	national	ADV	ADJ;FEM;SG
nationalt	nationales	nationalt	national	ADV	ADJ;FEM;PL
præcis	exacte	præcis	exact	ADV	ADJ;FEM;SG
præcis	précises	præcis	précis	ADV	ADJ;FEM;PL
præcis	précis	præcis	précis	ADV	ADJ;MASC;SG
præcis	exacte	præcis	exact	ADV	ADJ;FEM;SG
præcis	exact	præcis	exact	ADV	ADJ;MASC;SG
præcis	exactes	præcis	exact	ADV	ADJ;FEM;PL
adfærd	comportements	adfærd	comportement	N;INDF;MASC+FEM;SG	N;MASC;PL
adfærd	comportements	adfærd	comportement	N;INDF;MASC+FEM;SG	N;MASC;PL
denmark	danemark	denmark	danemark		N;MASC;SG
pensioneret	retraités	pensionere	retraiter	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
pensioneret	retraite	pensionere	retraite	V;INDF;SG;PST;V.PTCP	N;FEM;SG
middelhavet	méditerranéen	middelhavet	méditerranéen	N;DEF;NEUT;SG	ADJ;MASC;SG
middelhavet	méditerranéenne	middelhavet	méditerranéen	N;DEF;NEUT;SG	ADJ;FEM;SG
arresteret	arrêtés	arrestere	arrêter	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
erklæret	déclarées	erklære	déclarer	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
erklæret	déclarés	erklære	déclarer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
howard	howard	howard	howard	N;INDF;MASC+FEM;SG	PROPN
nemt	facilement	nemt	facilement	ADJ;INDF;NEUT;SG	ADV
nemt	aisément	nemt	aisément	ADJ;INDF;NEUT;SG	ADV
nemt	faciles	nemt	facile	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
nemt	easy	nemt	easy	ADJ;INDF;NEUT;SG	N;MASC;SG
nemt	facilité	nemt	faciliter	ADJ;INDF;NEUT;SG	V;FEM;SG;PST;V.PTCP
ohio	ohio	ohio	ohio	PROPN	PROPN
brun	brown	brun	brown	ADJ;INDF;MASC+FEM;SG	PROPN
brun	marron	brun	marron	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
brun	bruns	brun	brun	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
brun	brunes	brun	brun	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
brun	brune	brun	brune	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
angivet	listés	angive	lister	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
angivet	énumérés	angive	énumérer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
angivet	répertoriés	angive	répertorier	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
angivet	spécifiés	angive	spécifier	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
francis	francis	francis	francis		PROPN
francis	françois	francis	françois		PROPN
overlevende	survivants	overleve	survivant	V;PRS;V.PTCP	N;MASC;PL
overlevende	rescapés	overleve	rescapé	V;PRS;V.PTCP	V;MASC;PL;PST;V.PTCP
overlevende	survivante	overleve	survivant	V;PRS;V.PTCP	ADJ;FEM;SG
overlevende	survivor	overleve	survivor	V;PRS;V.PTCP	N;MASC;SG
preussiske	prussienne	preussisk	prussien	ADJ;PL	ADJ;FEM;SG
preussiske	prusse	preussisk	prusse	ADJ;PL	N;FEM;SG
nedre	abaisser	nedre	abaisser	ADJ	V;NFIN
wikimedia	wikimedia	wikimedia	wikimedia		PROPN
johanne	johanne	johanne	johanne	N;INDF;MASC+FEM;SG	PROPN
fiat	fiat	fiat	fiat	N;INDF;MASC+FEM;SG	PROPN
tim	tim	tim	tim		PROPN
brandenburg	brandenburg	brandenburg	brandenburg	N;DEF;MASC+FEM;SG	PROPN
brandenburg	brandebourg	brandenburg	brandebourg	N;DEF;MASC+FEM;SG	PROPN
tilgængelig	dispo	tilgængelig	dispo	ADJ;INDF;MASC+FEM;SG	INTJ
tilgængelig	disponibles	tilgængelig	disponible	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
tilgængelig	accessibles	tilgængelig	accessible	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
frederiksen	frederiksen	frederiks	frederiksen	PROPN	PROPN
onkel	tonton	onkel	tonton	N;INDF;MASC+FEM;SG	PROPN
fyret	virés	fyre	viré	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
hjerte	cardiaques	hjerte	cardiaque	N;INDF;NEUT;SG	ADJ;MASC;PL
hjerte	cardiaque	hjerte	cardiaque	N;INDF;NEUT;SG	ADJ;MASC;SG
afsluttede	finis	afslutte	fini	V;IND;PST;FIN;ACT	ADJ;MASC;PL
atlet	athlètes	at	athlète	N;INDF;MASC+FEM;SG	N;MASC;PL
anmeldelser	alertes	anmeldelse	alerte	N;INDF;MASC+FEM;PL	V;FEM;PL;PST;V.PTCP
wild	wild	wild	wild		PROPN
wild	sauvage	wild	sauvage		ADJ;MASC;SG
wild	sauvages	wild	sauvage		ADJ;MASC;PL
kap	cape	kipe	cape		N;FEM;SG
kap	cap	kipe	cap		N;MASC;SG
budget	budgétaire	budget	budgétaire	N;INDF;NEUT;SG	ADJ;MASC;SG
hul	hole	hul	hole	N;INDF;NEUT;SG	PROPN
hul	creuse	hul	creux	N;INDF;NEUT;SG	ADJ;FEM;SG
hul	creux	hul	creux	N;INDF;NEUT;SG	ADJ;MASC;SG
hul	hollow	hul	hollow	N;INDF;NEUT;SG	PROPN
gentagne	répétitive	gentage	répétitif	V;PL;PST;V.PTCP	ADJ;FEM;SG
gentagne	répétitif	gentage	répétitif	V;PL;PST;V.PTCP	ADJ;MASC;SG
gentagne	répétitifs	gentage	répétitif	V;PL;PST;V.PTCP	ADJ;MASC;PL
info	infos	info	info	N;INDF;NEUT;SG	N;FEM;PL
løn	paye	løn	payer	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
løn	payez	løn	payer	N;INDF;MASC+FEM;SG	V;IMP;PL;2;PRS;FIN
løn	payer	løn	payer	N;INDF;MASC+FEM;SG	V;NFIN
løn	paie	løn	payer	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
løn	salaires	løn	salaire	N;INDF;MASC+FEM;SG	N;MASC;PL
defineret	définis	definere	définir	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
defineret	définies	definere	définir	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
gammelt	antiquité	gammel	antiquité	ADJ;INDF;NEUT;SG	N;FEM;SG
gammelt	anciens	gammel	ancien	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
gammelt	anciens	gammel	ancien	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
beck	beck	beck	beck		PROPN
varde	varde	vard	varde	PROPN	PROPN
kendskab	connaissances	kendskab	connaissance	N;INDF;NEUT;SG	N;FEM;PL
kendskab	savoirs	kendskab	savoir	N;INDF;NEUT;SG	N;MASC;PL
kendskab	savoir	kendskab	savoir	N;INDF;NEUT;SG	V;NFIN
christen	baptise	christen	baptise	N;DEF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
christen	baptiser	christen	baptiser	N;DEF;MASC+FEM;SG	V;NFIN
indsættes	insérée	indsætte	insérer	V;IND;PRS;FIN;PASS	V;FEM;SG;PST;V.PTCP
indsættes	insérées	indsætte	insérer	V;IND;PRS;FIN;PASS	V;FEM;PL;PST;V.PTCP
indsættes	inséré	indsætte	insérer	V;IND;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
indsættes	insérés	indsætte	insérer	V;IND;PRS;FIN;PASS	V;MASC;PL;PST;V.PTCP
skifter	interrupteurs	skifte	interrupteur	V;IND;PRS;FIN;ACT	N;MASC;PL
skifter	commutateurs	skifte	commutateur	V;IND;PRS;FIN;ACT	N;MASC;PL
skifter	commutation	skifte	commutation	V;IND;PRS;FIN;ACT	N;FEM;SG
falde	automne	falde	automne	V;NFIN;ACT	N;MASC;SG
falde	chute	falde	chute	V;NFIN;ACT	N;FEM;SG
falde	fall	falde	fall	V;NFIN;ACT	INTJ
christina	christina	christina	christina	N;INDF;MASC+FEM;SG	PROPN
ddr	ddr	ddr	ddre		N;MASC;SG
ddr	rda	ddr	rda		PROPN
georgia	géorgie	georgia	géorgie		PROPN
georgia	georgie	georgia	georgie		N;FEM;SG
fame	célébrité	fame	célébrité		N;FEM;SG
fame	renommée	fame	renommer		V;FEM;SG;PST;V.PTCP
fame	gloire	fame	gloire		N;FEM;SG
fame	fame	fame	fame		N;MASC;SG
positive	positive	positiv	positif	ADJ;PL	ADJ;FEM;SG
positive	positif	positiv	positif	ADJ;PL	ADJ;MASC;SG
europe	europe	europe	europe		N;FEM;SG
ocean	océan	ocean	océan		N;MASC;SG
kroatien	croatie	kroati	croatie	PROPN	N;FEM;SG
positiv	positives	positiv	positif	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
positiv	positifs	positiv	positif	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
samtidige	concomitante	samtidig	concomitant	ADJ;PL	ADJ;FEM;SG
samtidige	simultané	samtidig	simultané	ADJ;PL	N;MASC;SG
samtidige	simultanée	samtidig	simultané	ADJ;PL	ADJ;FEM;SG
samtidige	simultané	samtidig	simultané	ADJ;PL	N;MASC;SG
samtidige	simultanément	samtidig	simultanément	ADJ;PL	ADV
samtidige	simultanée	samtidig	simultané	ADJ;PL	ADJ;FEM;SG
kalundborg	kalundborg	kalundborg	kalundborg		N;MASC;SG
wagner	wagner	wagner	wagner	N;INDF;MASC+FEM;SG	PROPN
chr	chr	chr	chr		N;MASC;SG
chr	cdh	chr	cdh		N;MASC;SG
faldet	tombés	falde	tomber	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
faldet	déchus	falde	déchoir	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
studie	étudier	studie	étudier	N;INDF;NEUT;SG	V;NFIN
trykt	imprimées	trykke	imprimer	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
trykt	imprimés	trykke	imprimer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
thor	thors	thor	thor	N;INDF;MASC+FEM;SG	PROPN
krige	guerre	krig	guerre	N;INDF;MASC+FEM;PL	N;FEM;SG
krige	war	krig	war	N;INDF;MASC+FEM;PL	N;SG
palle	palette	palle	palette	PROPN	N;FEM;SG
palle	palettes	palle	palette	PROPN	N;FEM;PL
palle	palle	palle	paller	PROPN	PROPN
japanerne	japonais	japaner	japonais	N;DEF;MASC+FEM;PL	ADJ;MASC;SG
japanerne	japonaise	japaner	japonais	N;DEF;MASC+FEM;PL	ADJ;FEM;SG
japanerne	japonaises	japaner	japonais	N;DEF;MASC+FEM;PL	ADJ;FEM;PL
lincoln	lincoln	lincoln	lincoln	N;INDF;MASC+FEM;SG	PROPN
udstrækning	étendue	udstrækning	étendre	N;INDF;MASC+FEM;SG	V;FEM;SG;PST;V.PTCP
hund	chiens	hund	chien	N;INDF;MASC+FEM;SG	N;MASC;PL
vidner	témoin	vidne	témoin	N;INDF;NEUT;PL	N;MASC;SG
vidste	saviez	vide	savoir	V;IND;PST;FIN;ACT	V;IMP;PL;2;PRS;FIN
vidste	savait	vide	savoir	V;IND;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
vidste	savais	vide	savoir	V;IND;PST;FIN;ACT	V;IND;SG;1;IPFV;FIN
vidste	savaient	vide	savoir	V;IND;PST;FIN;ACT	V;IND;PL;3;IPFV;FIN
jarl	earl	jarl	earl	N;INDF;MASC+FEM;SG	PROPN
