med	med	med	mest	ADP	
borrflugor	raibspārnmušas	borrfluga	raibspārnmuša	V;IND;PRS;FIN;ACT	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
sandy	sandija	sandy	sandija	PROPN;NOM	N;NOM;FEM;SG
bourgogne	bordo	bourgogne	bords	N;NOM;INDF;MASC+FEM;SG	PROPN
format	formāti	format	formāts	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
birger	birgers	birg	birgers	PROPN;NOM	N;NOM;MASC;SG
säkert	drošu	säker	droša	ADV	V;IPFV;ACC;INDF;MASC;SG;PRS;V.PTCP;PASS
säkert	drošs	säker	drošs	ADV	V;IPFV;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
säkert	droši	säker	droši	ADV	PART
säkert	droša	säker	droša	ADV	V;IPFV;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
säkert	drošībā	säker	drošība	ADV	N;ESS;FEM;SG
bron	tilta	bron	tilts	N;NOM;DEF;MASC+FEM;SG	N;GEN;MASC;SG
keith	kīts	keith	kīts	PROPN;NOM	PROPN;NOM;MASC;SG
motivering	motivācijas	motivering	motivācija	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
hamnar	ostām	hamna	osta	V;IND;PRS;FIN;ACT	N;DAT;FEM;PL
hamnar	pieslēgvietas	hamna	pieslēgvieta	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
hamnar	ostas	hamna	osta	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
fritz	fricis	fritz	fricis	PROPN;NOM	PROPN;NOM;MASC;SG
avslutade	gatavo	avsluta	gatavot	V;IND;PST;FIN;ACT	V;FH;IND;2;POS;PRS;FIN;ACT
kalle	kalle	kalle	kalle	PROPN;NOM	PROPN;NOM;FEM;SG
kalle	donalds	kalle	donalds	PROPN;NOM	N;NOM;MASC;SG
gren	zaru	gren	zars	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
mänskliga	cilvēks	mänsklig	cilvēks	ADJ;NOM;PL	N;NOM;MASC;SG
mänskliga	cilvēka	mänsklig	cilvēks	ADJ;NOM;PL	N;GEN;MASC;SG
mänskliga	cilvēku	mänsklig	cilvēks	ADJ;NOM;PL	N;ACC;MASC;SG
initiativ	iniciatīvas	initiativ	iniciatīva	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
initiativ	iniciatīvām	initiativ	iniciatīva	N;NOM;INDF;NEUT;SG	ADJ;DAT;FEM;PL
initiativ	ierosmes	initiativ	ierosme	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
initiativ	iniciatīvu	initiativ	iniciatīva	N;NOM;INDF;NEUT;SG	ADJ;ACC;MASC;SG
america	amerikā	americ	amerika	N;NOM;INDF;MASC+FEM;SG	N;ESS;FEM;SG
america	ameriku	americ	amerika	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
stadion	stadionā	stadion	stadions	N;NOM;INDF;MASC+FEM;SG	N;ESS;MASC;SG
kyrkliga	garīdzniecības	kyrklig	garīdzniecība	ADJ;NOM;PL	N;NOM;FEM;PL
formellt	formāli	formell	formāli	ADJ;NOM;INDF;NEUT;SG	ADV
formellt	formāli	formell	formāli	ADJ;NOM;INDF;NEUT;SG	ADV
leif	leif	leif	leif	PROPN;NOM	
russell	rasels	russell	rasels	PROPN;NOM	PROPN;NOM;MASC;SG
who	kas	who	kas	N;NOM;INDF;NEUT;SG	PRO;NOM
who	pvo	who	pvo	N;NOM;INDF;NEUT;SG	PROPN
who	kurš	who	kurš	N;NOM;INDF;NEUT;SG	PRO;NOM;MASC;SG
syn	syn	syn	syn	N;NOM;INDF;MASC+FEM;SG	
holland	holland	holland	holland	PROPN;NOM	
holland	holande	holland	holande	PROPN;NOM	N;NOM;FEM;SG
högskola	universitātē	högskola	universitāte	N;NOM;INDF;MASC+FEM;SG	N;ESS;FEM;SG
högskola	universitātes	högskola	universitāte	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
högskola	koledžā	högskola	koledžs	N;NOM;INDF;MASC+FEM;SG	N;ESS;FEM;SG
högskola	kolēģijas	högskola	kolēģija	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
högskola	koledžas	högskola	koledža	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
grön	zaļas	grön	zaļa	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
grön	zaļi	grön	zaļš	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
oklahoma	oklahoma	oklahoma	oklahoms	PROPN;NOM	PROPN;NOM;FEM;SG
giovanni	giovanni	giovanni	giovanni	PROPN;NOM	
hampshire	hampshire	hampshire	hampshirs	N;NOM;INDF;MASC+FEM;SG	
rhododendron	rododendri	rhododendro	rododendre	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;PL
gemensam	locītavu	gemensam	locītava	ADJ;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
jugoslavien	dienvidslāvijas	jugoslavi	dienvidslāvija	PROPN;NOM	N;NOM;FEM;PL
fysik	fizikas	fysik	fizika	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
liga	līgas	lig	līga	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
filip	philip	filip	philip	PROPN;NOM	
filip	filips	filip	filips	PROPN;NOM	PROPN;NOM;MASC;SG
filip	filip	filip	filipt	PROPN;NOM	
thompson	tompsone	thompson	tompsone	PROPN;NOM	PROPN;NOM;FEM;SG
blockera	bloķē	blockera	bloķe	V;IMP;NFIN;ACT	V;FH;IND;3;POS;PRS;FIN;ACT
blockera	bloķēšana	blockera	bloķēšana	V;IMP;NFIN;ACT	N;NOM;FEM;SG
blockera	bloku	blockera	bloka	V;IMP;NFIN;ACT	N;ACC;MASC;SG
blockera	blokam	blockera	bloks	V;IMP;NFIN;ACT	N;DAT;MASC;SG
blockera	bloka	blockera	bloks	V;IMP;NFIN;ACT	N;NOM;MASC;SG
blockera	bloks	blockera	bloks	V;IMP;NFIN;ACT	N;NOM;MASC;SG
wright	raita	wright	raita	PROPN;NOM	N;NOM;MASC;SG
marknaden	tirgū	marknad	tirgus	N;NOM;DEF;MASC+FEM;SG	N;ESS;MASC;SG
administrativt	administratīvi	administrativ	administratīvi	ADJ;NOM;INDF;NEUT;SG	ADV
administrativt	administratīvie	administrativ	administratīvs	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;PL
administrativt	administratīvi	administrativ	administratīvi	ADJ;NOM;INDF;NEUT;SG	ADV
enkel	vienkārši	enkel	vienkārši	ADJ;NOM;INDF;MASC+FEM;SG	ADV
enkel	vienkāršas	enkel	vienkārša	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
kräftdjur	vēžveidīgie	kräftdjur	vēgveidīgs	N;NOM;INDF;NEUT;PL	ADJ;NOM;MASC;PL
kräftdjur	vēžveidīgo	kräftdjur	vēgveidīga	N;NOM;INDF;NEUT;PL	ADJ;ACC;MASC;SG
kräftdjur	vēžveidīgie	kräftdjur	vēgveidīgs	N;NOM;INDF;NEUT;PL	ADJ;NOM;MASC;PL
tokyo	tokijas	tokyo	tokija	PROPN;NOM	N;NOM;FEM;PL
ronald	ronalds	ronal	ronalds	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
måttlig	mēreni	måttlig	mēreni	ADJ;NOM;INDF;MASC+FEM;SG	ADV
ägg	olas	ägg	ola	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
ägg	ikri	ägg	ikri	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
ägg	olas	ägg	ola	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
ägg	olu	ägg	ola	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
tradition	tradīcijas	tradition	tradīcija	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
tradition	tradīciju	tradition	tradīcija	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
skada	kaitēt	skada	kaitēt	N;NOM;INDF;MASC+FEM;SG	V;POS;NFIN
skada	traumas	skada	trauma	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
skada	kaitējuma	skada	kaitējums	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
skada	zaudējumi	skada	zaudējums	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
medicin	zāles	medicin	zāle	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
twin	dvīņu	twin	dvīņa	N;NOM;INDF;NEUT;SG	N;GEN;FEM;PL
romaner	romānos	roman	romāns	N;NOM;INDF;MASC+FEM;PL	N;ESS;MASC;PL
ivar	ivars	ivar	ivars	PROPN;NOM	PROPN;NOM;MASC;SG
lösa	risināšanas	lösa	risināšana	V;IMP;FIN;ACT	N;NOM;FEM;PL
lösa	atrisināšana	lösa	atrisināšana	V;IMP;FIN;ACT	N;NOM;FEM;SG
lösa	atrisināšana	lösa	atrisināšana	V;IMP;FIN;ACT	N;NOM;FEM;SG
ovanför	virs	ovanför	virs	ADV	ADP
more	vairāk	more	daudz		ADV;CMPR
more	vairak	more	vairāk		
friidrott	vieglatlētikas	friidrot	vieglatlētika	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
oskar	oskars	oskar	oskars	PROPN;NOM	N;NOM;MASC;SG
oskar	oskar	oskar	oskart	PROPN;NOM	N;NOM;FEM;SG
natt	naktī	natt	nakts	N;NOM;INDF;MASC+FEM;SG	N;ESS;FEM;SG
natt	nakti	natt	nakts	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
föregångare	priekšgājējs	föregångare	priekšgājējs	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
föregångare	prekursoru	föregångare	prekursors	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;SG
föregångare	pioniera	föregångare	pionieris	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
skydda	aizsargāšana	skydda	aizsargāšana	V;IMP;FIN;ACT	N;NOM;FEM;SG
ögon	acīm	ögon	acs	N;NOM;INDF;NEUT;PL	N;DAT;FEM;PL
ögon	acs	ögon	acs	N;NOM;INDF;NEUT;PL	N;NOM;FEM;SG
ögon	acī	ögon	acī	N;NOM;INDF;NEUT;PL	N;ESS;FEM;SG
ögon	acu	ögon	acs	N;NOM;INDF;NEUT;PL	N;ACC;FEM;PL
ranunculus	gundegas	ranunculus	gundega	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
marne	marnas	mar	marna	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
okänd	nezināma	okänd	nezināt	ADJ;NOM;INDF;MASC+FEM;SG	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
okänd	nezināms	okänd	nezināt	ADJ;NOM;INDF;MASC+FEM;SG	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
frans	franss	frans	franss	PROPN;NOM	PROPN;NOM;MASC;SG
frans	francis	frans	francis	PROPN;NOM	PROPN;NOM;MASC;SG
lost	zaudēti	lost	zaudēt	N;NOM;INDF;MASC+FEM;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
lost	pazaudēts	lost	pazaudēt	N;NOM;INDF;MASC+FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
lost	zaudēja	lost	zaudēt	N;NOM;INDF;MASC+FEM;SG	V;FH;IND;3;POS;PST;FIN;ACT
lost	pazudis	lost	pazust	N;NOM;INDF;MASC+FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
lost	zaudēts	lost	zaudēt	N;NOM;INDF;MASC+FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
festival	svētki	festival	svētki	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC
gula	dzeltens	gul	dzeltens	ADJ;NOM;PL	ADJ;NOM;MASC;SG
gula	dzeltena	gul	dzeltena	ADJ;NOM;PL	ADJ;NOM;FEM;SG
gula	dzeltenais	gul	dzeltens	ADJ;NOM;PL	ADJ;NOM;MASC;SG
faller	kritiens	falla	kritiens	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
faller	kritums	falla	kritums	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
arnold	arnolds	arnold	arnolds	PROPN;NOM	PROPN;NOM;MASC;SG
fortsatt	turpinot	fortsätta	turpināt	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.CVB
fortsatt	turpinājās	fortsätta	turpināties	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;FH;IND;3;POS;REFL;PST;FIN;ACT
fortsatt	turpinājums	fortsätta	turpinājums	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;NOM;MASC;SG
rött	sarkani	rött	sarkans	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;PL
rött	sarkano	rött	sarkana	ADJ;NOM;INDF;NEUT;SG	ADJ;ACC;MASC;SG
argument	argumentus	argument	arguments	N;NOM;INDF;NEUT;PL	N;ACC;MASC;PL
argument	arguments	argument	arguments	N;NOM;INDF;NEUT;PL	N;NOM;MASC;SG
utvecklas	attīstās	utveckla	attīstīties	V;IND;FIN;PASS	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
utvecklas	attīstās	utveckla	attīstīties	V;IND;FIN;PASS	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
utvecklas	attīsta	utveckla	attīstīt	V;IND;FIN;PASS	V;FH;IND;3;POS;PRS;FIN;ACT
civil	civiliem	civil	civils	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;DAT;MASC;PL
civil	civilās	civil	civila	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
civil	civilās	civil	civila	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
civil	civilie	civil	civils	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
civil	civiliem	civil	civils	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;DAT;MASC;PL
publicerad	publicēts	publicera	publicēt	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
publicerad	publicēta	publicera	publicēt	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
local	vietējie	local	vietējs	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
local	vietējā	local	vietējs	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
local	vietējais	local	vietējs	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
local	lokāla	local	lokāls	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
local	lokālā	local	lokāls	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
äter	ēšana	äta	ēšana	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
äter	jāēd	äta	ēst	V;IND;PRS;FIN;ACT	V;POS;FIN;ACT
hammarby	hammarby	hammarby	hammarby	PROPN;NOM	N;NOM;MASC;SG
officer	virsnieka	officer	virsnieks	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
manliga	vīrietis	manlig	vīrietis	ADJ;NOM;PL	N;NOM;MASC;SG
manliga	vīriešu	manlig	vīrietis	ADJ;NOM;PL	N;GEN;MASC;PL
manliga	tēviņi	manlig	tēviņš	ADJ;NOM;PL	N;NOM;MASC;PL
manliga	vīrieši	manlig	vīrietis	ADJ;NOM;PL	N;NOM;MASC;PL
medalj	medaļu	medalj	medaļa	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
bull	vērsis	bull	vērsis	N;NOM;INDF;MASC+FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
bull	bull	bull	bull	N;NOM;INDF;MASC+FEM;SG	
tobias	tobias	tobia	tobias	PROPN;NOM	PROPN;NOM;MASC;SG
mongoliet	mongolijas	mongolium	mongolija	N;NOM;DEF;NEUT;SG	N;NOM;FEM;PL
judar	ebrejiem	juda	ebrejs	N;NOM;INDF;MASC+FEM;PL	N;DAT;MASC;PL
wolf	vilka	wolf	vilkt	PROPN;NOM	V;FH;IND;3;POS;PST;FIN;ACT
wolf	vilks	wolf	vilks	PROPN;NOM	PROPN;NOM;MASC;SG
wolf	vilku	wolf	vilkt	PROPN;NOM	N;ACC;MASC;SG
byta	slēdzi	byta	slēgt	V;NFIN;ACT	N;ACC;FEM;SG
byta	komutācijas	byta	komutācija	V;NFIN;ACT	N;NOM;FEM;PL
byta	pārslēgšanās	byta	pārslēgšanās	V;NFIN;ACT	N;NOM;FEM;SG
byta	maiņa	byta	maiņa	V;NFIN;ACT	N;NOM;FEM;SG
byta	izmaiņas	byta	izmaiņa	V;NFIN;ACT	N;NOM;FEM;PL
byta	pārmaiņas	byta	pārmaiņa	V;NFIN;ACT	N;NOM;FEM;PL
durango	durango	durango	durango	PROPN;NOM	
gräns	ierobežot	gräns	ierobežot	N;NOM;INDF;MASC+FEM;SG	V;POS;NFIN
gräns	robežas	gräns	robeža	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
dykare	ūdenslīdēju	dyk	ūdenslīdēt	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;SG
dykare	nirēju	dyk	nirējs	N;NOM;INDF;MASC+FEM;PL	N;ACC;FEM;SG
speciella	īpaša	speciell	īpaša	ADJ;NOM;PL	ADJ;NOM;FEM;SG
speciella	īpašais	speciell	īpašs	ADJ;NOM;PL	ADJ;NOM;MASC;SG
speciella	īpašs	speciell	īpašs	ADJ;NOM;PL	ADJ;NOM;MASC;SG
speciella	īpašā	speciell	īpaša	ADJ;NOM;PL	ADJ;NOM;FEM;SG
speciella	īpaši	speciell	īpaši	ADJ;NOM;PL	ADV
sara	sāra	sara	sāra	PROPN;NOM	PROPN;NOM;FEM;SG
sara	sāra	sara	sāra	PROPN;NOM	PROPN;NOM;FEM;SG
böhmen	bohēmijas	böhm	bohēmija	PROPN;NOM	N;NOM;FEM;PL
digital	ciparu	digital	cipars	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
digital	digitālā	digital	digitāls	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
digital	digitālais	digital	digitāls	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
ditt	tavas	du	tava	PRO;DEF;NEUT;SG	PRO;NOM;FEM;PL;3
ditt	jūsu	du	jūs	PRO;DEF;NEUT;SG	PRO;GEN;PL;2
kristen	kristians	kristen	kristians	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
kristen	kristiešu	kristen	kristiesis	ADJ;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;PL
kristen	kristiāns	kristen	kristiāns	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
mamma	māmiņu	mamma	māmiņa	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
mamma	mammu	mamma	mamma	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
mamma	mammai	mamma	mamma	N;NOM;INDF;MASC+FEM;SG	N;DAT;FEM;SG
mamma	mammas	mamma	mamma	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
mamma	mātes	mamma	māte	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
magdalena	magdalena	magdal	magdalens	N;NOM;DEF;MASC+FEM;PL	PROPN;NOM;FEM;SG
drivs	darbina	driva	darbināt	V;IND;PRS;FIN;PASS	V;FH;IND;3;POS;PRS;FIN;ACT
mitchell	mitchell	mitchell	mitchell	PROPN;NOM	
atacama	atakamas	atacam	atakama	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
mesta	mesta	mycken	mests	ADJ;NOM;DEF;RL	N;NOM;MASC;SG
service	pakalpojumu	service	pakalpojums	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
harold	harold	harold	harold	PROPN;NOM	
jesu	jesu	jesu	jess	PROPN;GEN	
åkte	aizgāja	åka	aiziet	V;IMP;PST;FIN;ACT	V;FH;IND;3;POS;PST;FIN;ACT
åkte	devās	åka	doties	V;IMP;PST;FIN;ACT	V;FH;IND;3;POS;REFL;PST;FIN;ACT
åkte	gāja	åka	iet	V;IMP;PST;FIN;ACT	V;FH;IND;3;POS;PST;FIN;ACT
baku	baku	baku	baka	PROPN;NOM	PROPN
youtube	youtube	youtube	youtube	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
torg	kvadrātveida	torg	kvadrātveida	N;NOM;INDF;NEUT;SG	
torg	laukumā	torg	laukums	N;NOM;INDF;NEUT;SG	N;ESS;MASC;SG
torg	laukumos	torg	laukums	N;NOM;INDF;NEUT;SG	N;ESS;MASC;PL
torg	laukumi	torg	laukums	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
privat	privāti	privat	privāts	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
privat	privāti	privat	privāts	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
privat	privātie	privat	privāts	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
privat	private	privat	private	ADJ;NOM;INDF;MASC+FEM;SG	
jonsson	jonsson	jonsso	jonsson	PROPN;NOM	PROPN;NOM;MASC;SG
element	elementi	element	elements	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
element	elementa	element	elementa	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
element	elementam	element	elements	N;NOM;INDF;NEUT;SG	N;DAT;MASC;SG
element	elementā	element	elements	N;NOM;INDF;NEUT;SG	N;ESS;MASC;SG
power	power	power	powērēt	N;NOM;INDF;MASC+FEM;SG	
power	jaudas	power	jauda	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
vardera	katrs	vardera	katrs	PRO;DEF;SG	PRO;NOM;MASC;SG
vardera	katru	vardera	katra	PRO;DEF;SG	PRO;ACC;MASC;SG
vardera	katra	vardera	katra	PRO;DEF;SG	PRO;NOM;FEM;SG
blanca	blanca	blanca	blanca	N;NOM;INDF;NEUT;SG	
tidskrift	magazine	tidskrift	magazine	N;NOM;INDF;MASC+FEM;SG	
over	pār	over	pār	N;NOM;INDF;MASC+FEM;SG	ADP
introducerades	ieviesa	introducera	ieviest	V;IND;PST;FIN;PASS	V;FH;IND;3;POS;PST;FIN;ACT
felix	fēlikss	felix	fēlikss	PROPN;NOM	PROPN;NOM;MASC;SG
felix	felikss	felix	felikss	PROPN;NOM	N;NOM;MASC;SG
uefa	uefa	uefa	uefa	PROPN;NOM	PROPN
känna	jūtu	känna	just	V;IMP;FIN;ACT	V;FH;IND;SG;1;POS;PRS;FIN;ACT
känna	jūtos	känna	justies	V;IMP;FIN;ACT	V;FH;IND;SG;1;POS;REFL;PRS;FIN;ACT
känna	sajūtas	känna	sajūta	V;IMP;FIN;ACT	N;NOM;FEM;PL
känna	sajūta	känna	sajūta	V;IMP;FIN;ACT	N;NOM;FEM;SG
åsikter	atzinumus	åsikt	atzinums	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
åsikter	viedoklis	åsikt	viedoklis	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
möte	iecelšanu	möte	iecelšana	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
get	kazas	ge	kaza	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
get	kazu	ge	kazs	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
get	iegūsti	ge	iegūt	N;NOM;INDF;MASC+FEM;SG	V;IMP;SG;2;POS;FIN;ACT
get	dabūt	ge	dabūt	N;NOM;INDF;MASC+FEM;SG	V;POS;NFIN
etablerade	izveidots	etablera	izveidot	ADJ;NOM;PL;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
saknade	pietrūkst	sakna	pietrūkt	V;IND;PST;FIN;ACT	V;FH;IND;3;POS;PRS;FIN;ACT
saknade	trūkst	sakna	trūkt	V;IND;PST;FIN;ACT	V;FH;IND;3;POS;PRS;FIN;ACT
ring	gredzens	ring	gredzens	V;IMP;FIN;ACT	N;NOM;MASC;SG
boris	boriss	boris	boriss	PROPN;NOM	PROPN;NOM;MASC;SG
joão	joão	joão	joss	PROPN;NOM	
eduard	eduards	eduard	eduards	PROPN;NOM	PROPN;NOM;MASC;SG
hansen	hansen	han	hansen	PROPN;NOM	
bahia	bahia	bahia	bahs	N;NOM;INDF;MASC+FEM;SG	
minska	samazinātu	minska	samazināt	V;IMP;NFIN;ACT	V;COND;POS;FIN;ACT
minska	samazina	minska	samazināt	V;IMP;NFIN;ACT	V;FH;IND;3;POS;PRS;FIN;ACT
minska	jāsamazina	minska	samazināt	V;IMP;NFIN;ACT	V;POS;FIN;ACT
minska	samazinājums	minska	samazinājums	V;IMP;NFIN;ACT	N;NOM;MASC;SG
operan	operas	operan	opera	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
efterträdare	pēcteči	efterträdare	pēctecis	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
efterträdare	sekotājam	efterträdare	sekotājs	N;NOM;INDF;MASC+FEM;SG	N;DAT;MASC;SG
blad	lapas	blad	lapa	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
blad	loksnes	blad	loksne	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
blad	lāpstiņas	blad	lāpstiņa	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
blad	asmeņi	blad	asmens	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
segrar	triumfē	segra	triumfēt	N;NOM;INDF;MASC+FEM;PL	V;FH;IND;3;POS;PRS;FIN;ACT
segrar	uzvar	segra	uzvarēt	N;NOM;INDF;MASC+FEM;PL	V;FH;IND;3;POS;PRS;FIN;ACT
segrar	uzvarēs	segra	uzvarēt	N;NOM;INDF;MASC+FEM;PL	V;FH;IND;3;POS;FUT;FIN;ACT
drag	pārvietot	drag	pārvietot	N;NOM;INDF;NEUT;SG	V;POS;NFIN
drag	pārvietoties	drag	pārvietoties	N;NOM;INDF;NEUT;SG	V;POS;REFL;NFIN
drag	vilkt	drag	vilkt	N;NOM;INDF;NEUT;SG	V;POS;NFIN
drag	kustas	drag	kustēties	N;NOM;INDF;NEUT;SG	
drag	pārvieto	drag	pārvietot	N;NOM;INDF;NEUT;SG	V;IMP;SG;2;POS;FIN;ACT
tillverkade	izgatavots	tillverkad	izgatavot	ADJ;NOM;PL;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
tillverkade	made	tillverkad	made	ADJ;NOM;PL;PST;V.PTCP	
tillverkade	ražoti	tillverkad	ražot	ADJ;NOM;PL;PST;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
tillverkade	izgatavota	tillverkad	izgatavot	ADJ;NOM;PL;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
tillverkade	izgatavots	tillverkad	izgatavot	ADJ;NOM;PL;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
tillverkade	izgatavo	tillverkad	izgatavot	ADJ;NOM;PL;PST;V.PTCP	V;IMP;SG;2;POS;FIN;ACT
tillverkade	ražots	tillverkad	ražot	ADJ;NOM;PL;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
