til	בשביל	til	בשביל	ADV	ADP
fritz	פריץ	fritz	פריץ		PROPN
lån	הלוואה	lån	הלוואה	N;INDF;NEUT;PL	N;FEM;SG
lån	הלוואה	lån	הלוואה	N;INDF;NEUT;PL	N;FEM;SG
non	נון	non	נון		PROPN
østersøen	הבלטי	østersøen	הבלטי	N;DEF;MASC+FEM;SG	PROPN
ulrik	אולריק	ulrik	אולריק	PROPN	PROPN
centralt	סנטרל	centralt	סנטרל	ADJ;INDF;NEUT;SG	PROPN
centralt	מרכזית	centralt	מרכזי	ADJ;INDF;NEUT;SG	ADV
centralt	מרכז	centralt	מרכז	ADJ;INDF;NEUT;SG	N;MASC;SG
mikkelsen	מיכלסון	mikkelse	מיכלסון	N;DEF;MASC+FEM;SG	PROPN
grønlands	גרינלנד	grønlands	גרינלנד	N;GEN;INDF;MASC+FEM;SG	PROPN
teorien	תיאוריה	teori	תיאוריה	N;DEF;MASC+FEM;SG	PROPN
josef	יוסף	josef	יוסף	N;INDF;MASC+FEM;SG	PROPN
josef	יוזף	josef	יוזף	N;INDF;MASC+FEM;SG	PROPN
riga	ריגה	riga	ריגה		PROPN
mærke	הרגש	mærke	הרגש	V;NFIN;ACT	
mærke	מותג	mærke	מותג	V;NFIN;ACT	PROPN
mærke	המותג	mærke	המותג	V;NFIN;ACT	PROPN
mærke	תג	mærke	תג	V;NFIN;ACT	
mærke	תייגו	mærke	תייגו	V;NFIN;ACT	PROPN
mærke	תיוג	mærke	תיוג	V;NFIN;ACT	N;MASC;SG
mærke	תווית	mærke	תווית	V;NFIN;ACT	N;FEM;SG
mærke	התווית	mærke	התווית	V;NFIN;ACT	N;FEM;SG
mærke	סמני	mærke	סמני	V;NFIN;ACT	PROPN
mærke	מארק	mærke	מארק	V;NFIN;ACT	PROPN
mærke	מרק	mærke	מרק	V;NFIN;ACT	
mærke	סמן	mærke	סמן	V;NFIN;ACT	
højst	רובם	højst	None	ADV	N;MASC;SG
højst	רוב	højst	רוב	ADV	N;MASC;SG
højst	הרוב	højst	הרוב	ADV	
højst	הכי	højst	הכי	ADV	
krone	הכתר	krone	הכתר	N;INDF;MASC+FEM;SG	
krone	קראון	krone	קראון	N;INDF;MASC+FEM;SG	PROPN
krone	ראשים	krone	ראשים	N;INDF;MASC+FEM;SG	N;MASC;PL
trin	מדרגות	trin	מדרגה	N;INDF;NEUT;SG	N;FEM;PL
trin	צעדים	trin	צעד	N;INDF;NEUT;SG	N;MASC;PL
trin	צעדי	trin	צעד	N;INDF;NEUT;SG	PROPN
trin	שלבים	trin	שלב	N;INDF;NEUT;SG	N;MASC;PL
vers	פסוקים	vers	פסוק	N;INDF;NEUT;SG	N;MASC;PL
vers	פסוק	vers	פסוק	N;INDF;NEUT;SG	PROPN
kredsløb	מעגלים	kredsløb	מעגל	N;INDF;NEUT;SG	N;MASC;PL
english	אנגלית	english	אנגלית		PROPN
mortensen	מורטנסן	mortensen	מורטנסן	PROPN	PROPN
agent	הסוכן	agent	הסוכן	N;INDF;MASC+FEM;SG	PROPN
bolig	מגורים	bolig	מגורים	N;INDF;MASC+FEM;SG	N;MASC;PL
bolig	מגורים	bolig	מגורים	N;INDF;MASC+FEM;SG	N;MASC;PL
bolig	מגורים	bolig	מגורים	N;INDF;MASC+FEM;SG	N;MASC;PL
beskyttet	מוגן	beskytte	מוגן	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
beskyttet	מוגנים	beskytte	הוגן	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL
beskyttet	מוגנת	beskytte	הוגן	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
beskyttet	המוגן	beskytte	המוגן	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
berg	ברג	berg	ברג		PROPN
interessant	מענין	interessant	None	ADJ;INDF;SG	V;MASC;SG;V.PTCP;ACT
interessant	מעניינות	interessant	מעניין	ADJ;INDF;SG	
interessant	מעניינת	interessant	עניין	ADJ;INDF;SG	V;FEM;SG;V.PTCP;ACT
interessant	מעניינים	interessant	מעניין	ADJ;INDF;SG	N;MASC;PL
genstand	האובייקט	genstand	האובייקט	N;INDF;MASC+FEM;SG	PROPN
israelske	ישראלית	israelsk	ישראלי	ADJ;PL	PROPN
israelske	ישראלי	israelsk	ישראלי	ADJ;PL	N;MASC;SG
israelske	israeli	israelsk	israeli	ADJ;PL	
israelske	ישראליות	israelsk	ישראלי	ADJ;PL	N;FEM;PL
israelske	ישראלים	israelsk	ישראלי	ADJ;PL	N;MASC;PL
orange	תפוז	orange	פז	ADJ	
orange	כתום	orange	כתום	ADJ	
orange	כתומה	orange	כתום	ADJ	
malede	צבוע	male	צבוע	V;IND;PST;FIN;ACT	PROPN
malede	צבועה	male	צבוע	V;IND;PST;FIN;ACT	N;FEM;SG
malede	צייר	male	צייר	V;IND;PST;FIN;ACT	PROPN
besøgende	אורחים	besøge	אורח	V;PRS;V.PTCP	N;MASC;PL
besøgende	מבקרים	besøge	מבקר	V;PRS;V.PTCP	N;MASC;PL
besøgende	אורח	besøge	אורח	V;PRS;V.PTCP	N;MASC;SG
besøgende	מבקר	besøge	מבקר	V;PRS;V.PTCP	N;MASC;SG
institution	המוסד	institution	המוסד	N;INDF;MASC+FEM;SG	
køn	מין	køn	מין	N;INDF;MASC+FEM;SG	
køn	מין	køn	מין	N;INDF;MASC+FEM;SG	
køn	סקס	køn	סקס	N;INDF;MASC+FEM;SG	
skotske	סקוטית	skotsk	סקוטי	ADJ;PL	PROPN
skotske	סקוטי	skotsk	סקוטי	ADJ;PL	PROPN
euro	אירו	euro	אירו	N;INDF;MASC+FEM;SG	PROPN
euro	יורו	euro	יורו	N;INDF;MASC+FEM;SG	PROPN
euro	אירו	euro	אירו	N;INDF;MASC+FEM;SG	PROPN
euro	יורו	euro	יורו	N;INDF;MASC+FEM;SG	PROPN
floder	ריברס	flode	ריברס	N;INDF;MASC+FEM;PL	PROPN
web	אינטרנט	web	אינטרנט	N;INDF;MASC+FEM;SG	
religiøs	דתיות	religiøs	דתי	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
religiøs	דת	religiøs	דת	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
religiøs	דתי	religiøs	דתי	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
religiøs	דתית	religiøs	דתי	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
religiøs	דתיים	religiøs	דתי	ADJ;INDF;MASC+FEM;SG	N;MASC;PL
sky	שמיים	sky	שמיים		N
sky	סקיי	sky	סקיי		PROPN
sky	שמים	sky	שמיים		N;MASC;PL
sky	השמים	sky	השמים		ADV
sky	הענן	sky	הענן		
sky	ענן	sky	ענן		
overgang	המעבר	overgang	המעבר	N;INDF;MASC+FEM;SG	PROPN
overgang	מעבר	overgang	מעבר	N;INDF;MASC+FEM;SG	
tillader	מאפשר	tillade	None	V;IND;PRS;FIN;ACT	V;SG;V.PTCP
tillader	מאפשרת	tillade	None	V;IND;PRS;FIN;ACT	V;FEM;SG;V.PTCP
tillader	מתיר	tillade	מתיר	V;IND;PRS;FIN;ACT	
passerer	חולף	passere	חלף	V;IND;PRS;FIN;ACT	PROPN
passerer	חולפת	passere	חולף	V;IND;PRS;FIN;ACT	ADJ;FEM;SG
rene	רנה	ren	רנה	ADJ;PL	PROPN
rene	טהורה	ren	טהור	ADJ;PL	ADJ;FEM;SG
rene	טהורים	ren	טהור	ADJ;PL	N;MASC;PL
rene	טהור	ren	טהור	ADJ;PL	
rene	נקיה	ren	נקיה	ADJ;PL	
rene	נקייה	ren	נקי	ADJ;PL	ADJ;FEM;SG
rene	נקי	ren	נקי	ADJ;PL	ADJ;MASC;SG
tennessee	טנסי	tennesse	טנסי	N;INDF;MASC+FEM;SG	PROPN
alvorlige	רצינית	alvorlig	רציני	ADJ;PL	ADV
alvorlige	רציני	alvorlig	רציני	ADJ;PL	ADJ;MASC;SG
alvorlige	חמור	alvorlig	חמור	ADJ;PL	N;MASC;SG
alvorlige	חמורה	alvorlig	חמור	ADJ;PL	ADV
begyndelse	ההתחלה	begyndelse	ההתחלה	N;INDF;MASC+FEM;SG	V;FEM;SG;3;PST
begyndelse	התחלות	begyndelse	התחלות	N;INDF;MASC+FEM;SG	N;FEM;PL
guild	גילדה	guild	גילדה		PROPN
skandinavien	סקנדינביה	skandinavien	סקנדינביה		PROPN
skandinavien	סקנדינבי	skandinavien	סקנדינבי		PROPN
kaj	מזח	kaj	מזח	PROPN	N;MASC;SG
tidende	יומן	tidende	יומן	V;PRS;V.PTCP	PROPN
auf	אאוף	auf	אאוף	V;IND;PST;FIN;ACT	
story	סיפור	story	סיפור		N;MASC;SG
berører	נגיעות	berøre	נגיעה	V;IND;PRS;FIN;ACT	N;FEM;PL
tommy	טומי	tommy	טומי		PROPN
skridt	מדרגות	skridt	מדרגה	N;INDF;NEUT;SG	N;FEM;PL
skridt	צעדים	skridt	צעד	N;INDF;NEUT;SG	N;MASC;PL
skridt	צעדי	skridt	צעד	N;INDF;NEUT;SG	PROPN
skridt	שלבים	skridt	שלב	N;INDF;NEUT;SG	N;MASC;PL
hammer	פטיש	hammer	פטיש	N;INDF;MASC+FEM;SG	
hammer	האמר	hammer	האמר	N;INDF;MASC+FEM;SG	PROPN
fredede	מוגן	frede	מוגן	V;PL;PST;V.PTCP	ADJ;MASC;SG
fredede	מוגנים	frede	הוגן	V;PL;PST;V.PTCP	ADJ;MASC;PL
fredede	מוגנת	frede	הוגן	V;PL;PST;V.PTCP	ADJ;FEM;SG
fredede	המוגן	frede	המוגן	V;PL;PST;V.PTCP	ADJ;MASC;SG
plade	האלבום	plade	האלבום	N;INDF;MASC+FEM;SG	PROPN
plade	תקליט	plade	הקליט	N;INDF;MASC+FEM;SG	PROPN
revet	קרוע	rive	קרוע	V;INDF;SG;PST;V.PTCP	
revet	קרועים	rive	קרוע	V;INDF;SG;PST;V.PTCP	N;MASC;PL
revet	קרע	rive	קרע	V;INDF;SG;PST;V.PTCP	PROPN
revet	קרוע	rive	קרוע	V;INDF;SG;PST;V.PTCP	
revet	קרועים	rive	קרוע	V;INDF;SG;PST;V.PTCP	N;MASC;PL
revet	קרועה	rive	קרוע	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
revet	שונית	rive	שונית	V;INDF;SG;PST;V.PTCP	N;FEM;SG
besiddelse	דיבוק	besiddelse	דיבוק	N;INDF;MASC+FEM;SG	PROPN
bulgarien	בולגריה	bulgarie	בולגריה	PROPN	PROPN
font	גופן	font	גופן		PROPN
følelser	הרגש	følelse	הרגש	N;INDF;MASC+FEM;PL	
følelser	רגש	følelse	רגש	N;INDF;MASC+FEM;PL	N;MASC;SG
frue	גברתי	frue	גברתי	N;INDF;MASC+FEM;SG	PROPN
frue	גבירתי	frue	גבירתי	N;INDF;MASC+FEM;SG	PROPN
frue	מאדאם	frue	מאדאם	N;INDF;MASC+FEM;SG	PROPN
frue	הפילגש	frue	הפילגש	N;INDF;MASC+FEM;SG	PROPN
frue	ליידי	frue	ליידי	N;INDF;MASC+FEM;SG	PROPN
frue	מאדאם	frue	מאדאם	N;INDF;MASC+FEM;SG	PROPN
kronen	הכתר	kron	הכתר	N;DEF;MASC+FEM;SG	
kronen	קראון	kron	קראון	N;DEF;MASC+FEM;SG	PROPN
kemisk	כימיקלים	kemisk	כימיקל	ADJ;INDF;SG	N;MASC;PL
kemisk	כימי	kemisk	כימי	ADJ;INDF;SG	PROPN
fødselsdag	יומולדת	fødselsdag	יומולד	N;INDF;MASC+FEM;SG	PROPN
fattige	עני	fattig	עני	ADJ;PL	
fattige	עניים	fattig	עניים	ADJ;PL	N;MASC;PL
fattige	מסכן	fattig	סיכן	ADJ;PL	V;MASC;SG;V.PTCP;ACT
leopold	לאופולד	leopold	לאופולד	N;INDF;MASC+FEM;SG	PROPN
leopold	ליאופולד	leopold	ליאופולד	N;INDF;MASC+FEM;SG	PROPN
master	מאסטר	mast	מאסטר	N;INDF;MASC+FEM;PL	PROPN
master	אדון	mast	אדון	N;INDF;MASC+FEM;PL	
master	מסטר	mast	מסטר	N;INDF;MASC+FEM;PL	PROPN
heart	הלב	heart	הלב		
heart	לב	heart	לב		PROPN
bataljon	גדוד	bataljon	גדוד	N;INDF;MASC+FEM;SG	PROPN
bataljon	הגדוד	bataljon	הגדוד	N;INDF;MASC+FEM;SG	PROPN
overordnede	הממונים	overordne	המון	ADJ;PL	N;MASC;PL
muslimske	המוסלמי	muslimsk	המוסלמי	ADJ;PL	PROPN
muslimske	מוסלמים	muslimsk	מוסלמי	ADJ;PL	N;MASC;PL
muslimske	מוסלמית	muslimsk	מוסלמי	ADJ;PL	ADV
muslimske	מוסלמי	muslimsk	מוסלמי	ADJ;PL	PROPN
besatte	דיבוק	besætte	דיבוק	V;PST;FIN;ACT	PROPN
besatte	תפוסה	besætte	תפוסה	V;PST;FIN;ACT	N;FEM;SG
besatte	כבוש	besætte	כבוש	V;PST;FIN;ACT	
besatte	תפוס	besætte	None	V;PST;FIN;ACT	
besatte	אובססיה	besætte	אובססיה	V;PST;FIN;ACT	N;FEM;SG
besatte	אובססיבית	besætte	אובססיבית	V;PST;FIN;ACT	PROPN
besatte	אובססיבי	besætte	אובססיבי	V;PST;FIN;ACT	N;MASC;SG
nationalt	לאומי	nationalt	לאומי	ADV	PROPN
præcis	מדוייק	præcis	מדוייק	ADV	ADJ
præcis	מדויק	præcis	מדויק	ADV	ADJ;MASC;SG
præcis	מדויקים	præcis	מדויק	ADV	ADJ;MASC;PL
præcis	מדויקת	præcis	מדויק	ADV	ADJ;FEM;SG
præcis	מדויק	præcis	מדויק	ADV	ADJ;MASC;SG
adfærd	התנהגויות	adfærd	התנהגות	N;INDF;MASC+FEM;SG	N;FEM;PL
brugeren	משתמש	bruger	השתמש	N;DEF;MASC+FEM;SG	V;MASC;SG;V.PTCP
brugeren	המשתמש	bruger	המשתמש	N;DEF;MASC+FEM;SG	V;MASC;SG;3;PST;ACT
denmark	דנמרק	denmark	דנמרק		PROPN
pensioneret	פרשת	pensionere	פרשה	V;INDF;SG;PST;V.PTCP	N;FEM;SG
pensioneret	פרש	pensionere	פרש	V;INDF;SG;PST;V.PTCP	PROPN
pensioneret	פרשה	pensionere	פרשה	V;INDF;SG;PST;V.PTCP	N;FEM;SG
arresteret	נעצרו	arrestere	נעצר	V;INDF;SG;PST;V.PTCP	V;PL;3;PST;MID
demokrati	הדמוקרטיה	demokrati	הדמוקרטיה	N;INDF;NEUT;SG	PROPN
howard	האוורד	howard	האוורד	N;INDF;MASC+FEM;SG	PROPN
howard	הווארד	howard	הווארד	N;INDF;MASC+FEM;SG	PROPN
nemt	בקלות	nemt	בקלה	ADJ;INDF;NEUT;SG	
nemt	בקלות	nemt	בקלה	ADJ;INDF;NEUT;SG	
nemt	קלות	nemt	קל	ADJ;INDF;NEUT;SG	
nemt	לאט	nemt	לאט	ADJ;INDF;NEUT;SG	ADV
ohio	אוהיו	ohio	אהו	PROPN	PROPN
brun	בראון	brun	בראון	ADJ;INDF;MASC+FEM;SG	PROPN
brun	חומה	brun	חומה	ADJ;INDF;MASC+FEM;SG	PROPN
brun	חומות	brun	חומה	ADJ;INDF;MASC+FEM;SG	N;FEM;PL
brun	חום	brun	חום	ADJ;INDF;MASC+FEM;SG	
angivet	רשום	angive	רשם	V;INDF;SG;PST;V.PTCP	PROPN
angivet	רשומה	angive	רשומה	V;INDF;SG;PST;V.PTCP	N;FEM;SG
angivet	שצוין	angive	שצוין	V;INDF;SG;PST;V.PTCP	
francis	פראנסיס	francis	פראנסיס		PROPN
francis	פרנסיס	francis	פרנסיס		PROPN
overlevende	ניצולי	overleve	ניצול	V;PRS;V.PTCP	PROPN
overlevende	ניצולים	overleve	ניצול	V;PRS;V.PTCP	N;MASC;PL
overlevende	הישרדות	overleve	הישרדות	V;PRS;V.PTCP	N;FEM;SG
overlevende	ניצול	overleve	ניצול	V;PRS;V.PTCP	N;MASC;SG
preussiske	הפרוסי	preussisk	הפרוס	ADJ;PL	PROPN
preussiske	פרוסיה	preussisk	פרוסיה	ADJ;PL	
wikimedia	ויקימדיה	wikimedia	ויקימדיה		N
iso	iso	iso	iso	N;INDF;NEUT;SG	
fiat	פיאט	fiat	פיאט	N;INDF;MASC+FEM;SG	PROPN
tim	טים	tim	טים		PROPN
stamme	שבט	stamme	שבט	N;INDF;MASC+FEM;SG	PROPN
stamme	השבט	stamme	השבט	N;INDF;MASC+FEM;SG	
brandenburg	ברנדנבורג	brandenburg	ברנדנבורג	N;DEF;MASC+FEM;SG	PROPN
tilgængelig	זמינה	tilgængelig	זמינה	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
tilgængelig	זמינות	tilgængelig	זמינות	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
tilgængelig	זמינים	tilgængelig	זמין	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
tilgængelig	נגישות	tilgængelig	נגישה	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
onkel	דוד	onkel	דוד	N;INDF;MASC+FEM;SG	PROPN
onkel	הדוד	onkel	הדוד	N;INDF;MASC+FEM;SG	
hjerte	הלב	hjerte	הלב	N;INDF;NEUT;SG	
hjerte	לב	hjerte	לב	N;INDF;NEUT;SG	PROPN
afsluttede	הושלם	afslutte	הושלם	V;IND;PST;FIN;ACT	V;MASC;SG;3;PST;PASS
afsluttede	השלמת	afslutte	השלמה	V;IND;PST;FIN;ACT	N;PSSD;FEM;SG
afsluttede	הושלמה	afslutte	הושלם	V;IND;PST;FIN;ACT	V;FEM;SG;3;PST;PASS
afsluttede	הושלמו	afslutte	הושלם	V;IND;PST;FIN;ACT	V;PL;3;PST;PASS
afsluttede	ויצא	afslutte	ויצא	V;IND;PST;FIN;ACT	PROPN
atlet	אתלט	at	אתלט	N;INDF;MASC+FEM;SG	PROPN
anmeldelser	התראות	anmeldelse	התראה	N;INDF;MASC+FEM;PL	N;FEM;SG
wild	פראי	wild	פראי		ADJ;MASC;SG
wild	פרוע	wild	פרוע		ADJ;MASC;SG
wild	פרא	wild	פרא		
kap	כף	kipe	כף		
kap	גלימה	kipe	גלימה		N;FEM;SG
budget	התקציב	budget	התקציב	N;INDF;NEUT;SG	PROPN
hul	חור	hul	חור	N;INDF;NEUT;SG	
hul	גומה	hul	גומה	N;INDF;NEUT;SG	
hul	הולו	hul	הולו	N;INDF;NEUT;SG	PROPN
løn	המשכורת	løn	המשכורת	N;INDF;MASC+FEM;SG	PROPN
løn	שלם	løn	שלם	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
løn	שלמי	løn	שלמי	N;INDF;MASC+FEM;SG	
defineret	מוגדרים	definere	הוגדר	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP;PASS
gammelt	עתיקים	gammel	עתיק	ADJ;INDF;NEUT;SG	N;MASC;PL
gammelt	עתיקה	gammel	עתיק	ADJ;INDF;NEUT;SG	N;FEM;SG
gammelt	עתיקות	gammel	עתיקות	ADJ;INDF;NEUT;SG	
gammelt	עתיק	gammel	עתיק	ADJ;INDF;NEUT;SG	
gammelt	העתיקה	gammel	העתיק	ADJ;INDF;NEUT;SG	V;FEM;SG;3;PST;ACT
gammelt	זקן	gammel	זקן	ADJ;INDF;NEUT;SG	
gammelt	ישן	gammel	ישן	ADJ;INDF;NEUT;SG	PROPN
gammelt	זקנה	gammel	זקן	ADJ;INDF;NEUT;SG	N;FEM;SG
beck	בק	beck	בק		
kendskab	מודעות	kendskab	מודעה	N;INDF;NEUT;SG	N;FEM;PL
christen	להטביל	christen	הטביל	N;DEF;MASC+FEM;SG	V;NFIN;ACT
indsættes	הוכנס	indsætte	הוכנס	V;IND;PRS;FIN;PASS	V;MASC;SG;3;PST;PASS
skifter	מתגים	skifte	התגים	V;IND;PRS;FIN;ACT	N;MASC;PL
falde	נפילה	falde	נפילה	V;NFIN;ACT	N;FEM;SG
falde	סתיו	falde	סתיו	V;NFIN;ACT	
christina	כריסטינה	christina	כריסטינה	N;INDF;MASC+FEM;SG	PROPN
christina	קריסטינה	christina	קריסטינה	N;INDF;MASC+FEM;SG	PROPN
fame	תהילה	fame	תהילה		PROPN
dirigent	מוליך	dirigent	הוליך	N;INDF;MASC+FEM;SG	V;MASC;SG;V.PTCP;ACT
positive	חיובית	positiv	חיובי	ADJ;PL	ADV
positive	חיובי	positiv	חיובי	ADJ;PL	ADJ;MASC;SG
europe	אירופה	europe	אירופה		PROPN
ocean	האוקיינוס	ocean	האוקיינוס		PROPN
ocean	אוקיינוס	ocean	אוקיינוס		N;MASC;SG
kroatien	קרואטיה	kroati	קרואטיה	PROPN	PROPN
positiv	חיובית	positiv	חיובי	ADJ;INDF;MASC+FEM;SG	ADV
positiv	חיוביות	positiv	חיובי	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
wagner	וגנר	wagner	וגנר	N;INDF;MASC+FEM;SG	PROPN
wagner	ווגנר	wagner	ווגנר	N;INDF;MASC+FEM;SG	PROPN
faldet	נפלה	falde	נפל	V;INDF;SG;PST;V.PTCP	N;FEM;SG
faldet	נפלו	falde	נפל	V;INDF;SG;PST;V.PTCP	V;PL;3;PST
faldet	פל	falde	פל	V;INDF;SG;PST;V.PTCP	
faldet	שנפלו	falde	שנפל	V;INDF;SG;PST;V.PTCP	PROPN
faldet	הנופלים	falde	הנופל	V;INDF;SG;PST;V.PTCP	N
faldet	נפלו	falde	נפל	V;INDF;SG;PST;V.PTCP	V;PL;3;PST
faldet	שנפל	falde	שנפל	V;INDF;SG;PST;V.PTCP	
reglen	כלל	regel	כלל	N;DEF;MASC+FEM;SG	ADV
reglen	הכלל	regel	הכלל	N;DEF;MASC+FEM;SG	PROPN
studie	למידה	studie	למידה	N;INDF;NEUT;SG	PROPN
studie	סטודיו	studie	סטודיו	N;INDF;NEUT;SG	PROPN
trykt	הדפסת	trykke	הדפסה	V;INDF;SG;PST;V.PTCP	N;PSSD;FEM;SG
thor	תור	thor	תור	N;INDF;MASC+FEM;SG	
krige	מלחמה	krig	מלחמה	N;INDF;MASC+FEM;PL	N;FEM;SG
krige	המלחמה	krig	המלחם	N;INDF;MASC+FEM;PL	PROPN
japanerne	יפני	japaner	יפני	N;DEF;MASC+FEM;PL	PROPN
japanerne	יפנית	japaner	יפני	N;DEF;MASC+FEM;PL	PROPN
lincoln	לינקולן	lincoln	לינקולן	N;INDF;MASC+FEM;SG	PROPN
skuespilleren	השחקן	skuespiller	השחקן	N;DEF;MASC+FEM;SG	PROPN
hund	כלב	hund	כלב	N;INDF;MASC+FEM;SG	PROPN
hund	דוג	hund	דוג	N;INDF;MASC+FEM;SG	PROPN
vidner	עדה	vidne	עדה	N;INDF;NEUT;PL	
vidner	העד	vidne	העד	N;INDF;NEUT;PL	
vidste	ידע	vide	ידע	V;IND;PST;FIN;ACT	N;MASC;SG
jarl	ארל	jarl	ארל	N;INDF;MASC+FEM;SG	PROPN
jarl	יארל	jarl	יארל	N;INDF;MASC+FEM;SG	PROPN
kritiseret	ביקורת	kritisere	ביקורת	V;INDF;SG;PST;V.PTCP	N;FEM;SG
hemmelige	סודית	hemmelig	סודית	ADJ;PL	ADV
hemmelige	סוד	hemmelig	סוד	ADJ;PL	
hemmelige	סודיות	hemmelig	סודיות	ADJ;PL	N;FEM;SG
hemmelige	סודי	hemmelig	סודי	ADJ;PL	N;MASC;SG
bruce	ברוס	bruce	ברוס		PROPN
milano	מילאנו	milano	מילאנו	PROPN	PROPN
milano	מילאן	milano	מילאן	PROPN	PROPN
milano	מילאנו	milano	מילאנו	PROPN	PROPN
dollars	דולרים	dollar	דולר	N;INDF;MASC+FEM;SG	N;MASC;PL
søndag	ראשון	søndag	ראשון	N;INDF;MASC+FEM;SG	PROPN
bosat	תושב	bosat	תושב	V;INDF;SG;PST;V.PTCP	N;MASC;SG
levetid	אריכות	levetid	אריכות	N;INDF;MASC+FEM;SG	
citat	ציטוט	citat	ציטוט	N;INDF;NEUT;SG	PROPN
citat	ציטוט	citat	ציטוט	N;INDF;NEUT;SG	PROPN
dalen	עמק	dal	עמק	N;DEF;MASC+FEM;SG	
dalen	ואלי	dal	ואלי	N;DEF;MASC+FEM;SG	PROPN
dalen	העמק	dal	העמק	N;DEF;MASC+FEM;SG	
øge	יגבר	øge	גבר	V;NFIN;ACT	PROPN
øge	עלייה	øge	עלייה	V;NFIN;ACT	N;FEM;SG
øge	הגדל	øge	הגדל	V;NFIN;ACT	
afviste	נדחה	afvise	נדחה	V;IND;PST;FIN;ACT	V;MASC;SG;3;PST;MID
afviste	סרב	afvise	סרב	V;IND;PST;FIN;ACT	
afviste	נדחתה	afvise	נדחה	V;IND;PST;FIN;ACT	V;FEM;SG;3;PST;MID
afviste	נדחה	afvise	נדחה	V;IND;PST;FIN;ACT	V;MASC;SG;3;PST;MID
afviste	סרב	afvise	סרב	V;IND;PST;FIN;ACT	
oliver	אוליבר	oliv	אוליבר	N;INDF;MASC+FEM;SG	PROPN
canadisk	קנדית	canadisk	קנדי	ADJ;INDF;SG	PROPN
canadisk	קנדי	canadisk	קנדי	ADJ;INDF;SG	PROPN
frø	זרע	frø	זרע	N;INDF;NEUT;PL	
frø	צפרדע	frø	צפרדע	N;INDF;NEUT;PL	PROPN
frø	הצפרדע	frø	הצפרדע	N;INDF;NEUT;PL	PROPN
facebook	facebook	facebook	facebook	N;INDF;MASC+FEM;SG	PRO;PL;1
facebook	פייסבוק	facebook	פייסבוק	N;INDF;MASC+FEM;SG	PROPN
superligaen	מגמת	superliga	מגמה	N;DEF;MASC+FEM;SG	
sydney	סידני	sydney	סידני		PROPN
adresse	הכתובת	adresse	הכתובה	N;INDF;MASC+FEM;SG	PROPN
naturlig	טבעית	naturlig	טבעי	ADJ;INDF;MASC+FEM;SG	ADV
naturlig	טבעיות	naturlig	טבעי	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
øverst	טופ	øverst	טופ	ADJ;RL	
bryde	הפסקה	bryde	הפסקה	V;NFIN;ACT	N;FEM;SG
etniske	אתני	etnisk	אתני	ADJ;PL	N;MASC;SG
besejret	תבוסה	besejre	תבוסה	V;INDF;SG;PST;V.PTCP	N;FEM;SG
besejret	כבש	besejre	כבש	V;INDF;SG;PST;V.PTCP	PROPN
lena	לנה	lena	לנה		PROPN
lena	לינה	lena	לינה		N;FEM;SG
mistet	אבדה	miste	אבדה	V;INDF;SG;PST;V.PTCP	N;FEM;SG
mistet	אבודה	miste	אבודה	V;INDF;SG;PST;V.PTCP	N;FEM;SG
mistet	אבודים	miste	אבוד	V;INDF;SG;PST;V.PTCP	N;MASC;PL
mistet	אבוד	miste	אבוד	V;INDF;SG;PST;V.PTCP	
bundet	כבול	binde	כבל	V;INDF;SG;PST;V.PTCP	PROPN
conrad	קונראד	conrad	קונראד	N;INDF;MASC+FEM;SG	PROPN
conrad	קונרד	conrad	קונרד	N;INDF;MASC+FEM;SG	PROPN
regional	אזורי	regional	אזור	N;INDF;MASC+FEM;SG	N;MASC;PL
regional	איזורי	regional	איזורין	N;INDF;MASC+FEM;SG	PROPN
opbygget	בנויה	opbygge	בנה	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
opbygget	בנה	opbygge	בנה	V;INDF;SG;PST;V.PTCP	
dække	כיסוי	dække	כיסוי	V;NFIN;ACT	N;MASC;SG
dække	כסה	dække	כסה	V;NFIN;ACT	
dække	חיפוי	dække	חיפוי	V;NFIN;ACT	N;MASC;SG
venedig	ונציה	venedig	ונציה	PROPN	PROPN
væsentlige	הכרחי	væsentlig	הכרחי	ADJ;PL	ADJ;MASC;SG
væsentlige	חיוניות	væsentlig	חיוניות	ADJ;PL	N;FEM;SG
væsentlige	חיונית	væsentlig	חיוני	ADJ;PL	ADJ;FEM;SG
