til	для	til	для	ADV	ADP;GEN
håb	надіюсь	håb	надіясь	N;INDF;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN
lexikon	lexikon	lexikon	lexikon	N;INDF;MASC+FEM;SG	
markant	значно	markant	значно	ADJ;INDF;SG	ADV
teknologi	технології	teknologi	технологія	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
hannover	ганновер	hannover	ганновер		ADJ;NOM;NEUT;SG
hannover	hannover	hannover	hannover		
girl	дівчинка	girl	дівчинка		N;ANIM;NOM;FEM;SG
girl	дівча	girl	дівча		N;ANIM;NOM;NEUT;SG
girl	дівчина	girl	дівчина		N;ANIM;NOM;FEM;SG
girl	дівчину	girl	дівчина		N;ANIM;ACC;FEM;SG
alice	еліс	alice	еліс	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;FEM;SG
oplevede	досвідчений	opleve	досвідчений	V;IND;PST;FIN;ACT	ADJ;NOM;MASC;SG
oplevede	досвідчені	opleve	досвідчений	V;IND;PST;FIN;ACT	ADJ;NOM;PL
oplevede	досвідченого	opleve	досвідчений	V;IND;PST;FIN;ACT	ADJ;GEN;MASC;SG
oplevede	досвідчених	opleve	досвідчений	V;IND;PST;FIN;ACT	ADJ;ANIM;ACC;PL
kommunerne	підпорядкування	kommune	підпорядкування	N;DEF;MASC+FEM;PL	N;INAN;NOM;NEUT;SG
luxembourg	люксембургу	luxembourg	люксембург		PROPN;INAN;NOM;MASC;SG
luxembourg	люксембург	luxembourg	люксембург		PROPN;INAN;NOM;MASC;SG
hamburg	гамбург	hamburg	гамбург	N;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG
speciel	особливі	speciel	особливий	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
speciel	спеціальні	speciel	спеціальний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
udbredte	поширений	udbrede	поширений	V;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
benjamin	бенджамін	benjamin	бенджамін		N;ANIM;NOM;MASC;SG
boston	бостон	boston	бостон	N;INDF;MASC+FEM;SG	
als	als	als	als	N;INDF;MASC+FEM;SG	
lady	жіночі	lady	жіночий	N;INDF;MASC+FEM;SG	ADJ;NOM;PL
indlæg	дописі	indlæg	допис	N;INDF;NEUT;SG	ADV
indlæg	опублікувати	indlæg	опублікувати	N;INDF;NEUT;SG	V;PFV;NFIN
tales	казки	tale	казка	V;IND;PRS;FIN;PASS	N;INAN;NOM;FEM;PL
traditionel	традиційними	traditionel	традиційний	ADJ;INDF;MASC+FEM;SG	ADJ;INS;PL
traditionel	традиційні	traditionel	традиційний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
udtalt	виразний	udtale	виразний	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
hårde	hard	hård	hard	ADJ;PL	
hårde	тяжко	hård	тяжко	ADJ;PL	ADV
hårde	важкий	hård	важкий	ADJ;PL	ADJ;NOM;MASC;SG
hårde	складна	hård	складний	ADJ;PL	ADJ;NOM;FEM;SG
hårde	важка	hård	важка	ADJ;PL	ADJ;NOM;FEM;SG
hårde	жорсткий	hård	жорсткий	ADJ;PL	ADJ;NOM;MASC;SG
hårde	круті	hård	круть	ADJ;PL	N;INAN;NOM;MASC;PL
hårde	примхи	hård	примха	ADJ;PL	N;INAN;NOM;FEM;PL
hårde	суворий	hård	суворий	ADJ;PL	ADJ;NOM;MASC;SG
samuel	самуель	samuel	самуель	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
samuel	семюел	samuel	семюел	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
uafhængig	незалежні	uafhængig	незалежний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
uafhængig	окремо	uafhængig	окремо	ADJ;INDF;MASC+FEM;SG	ADV
uafhængig	незалежність	uafhængig	незалежність	ADJ;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
uafhængig	незалежності	uafhængig	незалежності	ADJ;INDF;MASC+FEM;SG	N;INAN;GEN;FEM;SG
selvmord	самогубство	selvmord	самогубство	N;INDF;NEUT;SG	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
afdelinger	покоях	afdeling	покій	N;INDF;MASC+FEM;PL	N;INAN;ESS
afdelinger	поділ	afdeling	поділ	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
idé	idea	idé	idea	N;INDF;MASC+FEM;SG	
fischer	фішер	fische	фішер	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
parker	паркер	park	паркер	N;INDF;MASC+FEM;PL	PROPN;ANIM;NOM;MASC;SG
race	ставлять	race	ставити	N;INDF;MASC+FEM;SG	V;IPFV;IND;PL;3;PRS;FIN
race	породи	race	порода	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
race	перегони	race	перегона	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
adams	адамс	adams	адамс		PROPN;ANIM;NOM;MASC;SG
plante	рослини	plante	рослина	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
plante	садити	plante	садити	N;INDF;MASC+FEM;SG	V;IPFV;NFIN
geografiske	географічне	geografisk	географічний	ADJ;PL	ADJ;NOM;NEUT;SG
heavy	heavy	heavy	heavy	N;INDF;NEUT;SG	
heavy	важкий	heavy	важкий	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG
heavy	сильний	heavy	сильний	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG
body	тіло	body	тіло		N;INAN;NOM;NEUT;SG
body	тіла	body	тіло		N;INAN;NOM;NEUT;SG
selskaber	корпоративному	selskab	корпоративний	N;INDF;NEUT;PL	ADJ;DAT;MASC;SG
patrick	патрік	patrick	патрік	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
længste	найдовший	længe	найдовший	ADJ;DEF;RL	ADJ;NOM;CMPR;MASC;SG
opmærksom	слідкую	opmærksom	слідкувати	ADJ;INDF;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN
talent	талановита	talent	талановитий	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
talent	талановитий	talent	талановитий	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG
talent	талановиті	talent	талановитий	N;INDF;NEUT;SG	ADJ;NOM;PL
forsvare	захисти	forsvare	захисти	V;NFIN;ACT	N;INAN;NOM;MASC;PL
hof	гоф	hof	гоф.	N;INDF;MASC+FEM;SG	
ekspedition	мкс	ekspedition	мкс	N;INDF;MASC+FEM;SG	INTJ
mord	вбивств	mord	вбивство	N;INDF;NEUT;SG	N;INAN;GEN;NEUT;PL
anthony	ентоні	anthony	ентоні		PROPN;ANIM;NOM;MASC;SG
anthony	антоні	anthony	антоні		PROPN;ANIM;NOM;MASC;SG
placerede	викладені	placere	викладений	V;IND;PST;FIN;ACT	ADJ;PFV;NOM;PL;V.PTCP;PASS
placerede	наступить	placere	наступити	V;IND;PST;FIN;ACT	V;PFV;IND;SG;3;FUT;FIN
administrativt	адміністративні	administrativt	адміністративний	ADV	ADJ;NOM;PL
administrativt	адміністративний	administrativt	адміністративний	ADV	ADJ;NOM;MASC;SG
administrativt	адміністративне	administrativt	адміністративний	ADV	ADJ;NOM;NEUT;SG
christoffer	крістофер	christof	крістофер	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
godkendt	статутний	godkende	статутний	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
light	світлі	light	світло		N;INAN;NOM;NEUT;SG
light	світле	light	світлий		ADJ;NOM;NEUT;SG
light	light	light	light		
light	світло	light	світло		N;INAN;NOM;NEUT;SG
light	світлий	light	світлий		ADJ;NOM;MASC;SG
forhandlinger	узгодження	forhandling	узгодження	N;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;SG
forhandlinger	пленарному	forhandling	пленарний	N;INDF;MASC+FEM;PL	ADJ;DAT;MASC;SG
forhandlinger	переговори	forhandling	переговори	N;INDF;MASC+FEM;PL	N;INAN;NOM
grant	грант	gran	грант	N;INDF;MASC+FEM;SG	
grant	надати	gran	надати	N;INDF;MASC+FEM;SG	V;PFV;NFIN
hugo	гуго	hugo	гуго		PROPN;ANIM;NOM;MASC;SG
ejes	володів	eje	володіти	V;IND;PRS;FIN;PASS	V;IPFV;MASC;IND;SG;PST;FIN
dark	темні	dark	темний		ADJ;NOM;PL
dark	темна	dark	темний		ADJ;NOM;FEM;SG
dark	темний	dark	темний		ADJ;NOM;MASC;SG
dark	темне	dark	темний		ADJ;NOM;NEUT;SG
dark	темно	dark	темно		ADV
kommunikation	комунікації	kommunikation	комунікація	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
kommunikation	комунікацій	kommunikation	комунікація	N;INDF;MASC+FEM;SG	N;INAN;GEN;FEM;PL
smukke	красивий	smukke	красивий	ADJ;PL	ADJ;NOM;MASC;SG
smukke	красива	smukke	красиво	ADJ;PL	ADJ;NOM;FEM;SG
smukke	неперевершений	smukke	неперевершений	ADJ;PL	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
tema	теми	tema	тема	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
forkert	невірно	forkert	невірно	ADJ;INDF;SG	ADV
forkert	неправильно	forkert	неправильно	ADJ;INDF;SG	ADV
fase	фази	fase	фаза	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
normal	нормальні	normal	нормальний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
journal	journal	journal	journal	N;INDF;MASC+FEM;SG	
længst	найдовший	længe	найдовший	ADJ;RL	ADJ;NOM;CMPR;MASC;SG
media	медіа	media	медіа		N;INAN;NOM;MASC;SG
media	носії	media	носій		N;ANIM;NOM;MASC;PL
media	носій	media	ніс		N;INAN;NOM;MASC;SG
media	мультимедіа	media	мультимедіа		V;IPFV;IND;SG;3;FUT;FIN
media	змі	media	змо		PROPN;INAN;NOM;MASC;SG
canadiske	канадська	canadisk	канадський	ADJ;PL	ADJ;NOM;FEM;SG
canadiske	канадський	canadisk	канадський	ADJ;PL	ADJ;NOM;MASC;SG
canadiske	canadian	canadisk	canadian	ADJ;PL	
bevægelser	рух	bevægelse	рух	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
double	дабл	doubel	дабл		
double	двічі	doubel	двічі		ADV
double	дубль	doubel	дубль		N;INAN;NOM;MASC;SG
double	подвійна	doubel	подвійний		ADJ;NOM;FEM;SG
double	подвійний	doubel	подвійний		ADJ;NOM;MASC;SG
double	подвійне	doubel	подвійний		ADJ;NOM;NEUT;SG
double	парні	doubel	парн		NUM;NOM
double	парами	doubel	парами		N;INAN;INS;MASC;PL
mikkel	тод	mikkel	тод		
vokset	дорослому	vokse	дорослий	V;INDF;SG;PST;V.PTCP	ADJ;DAT;NEUT;SG
vokset	доросла	vokse	дорости	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
indgået	завершені	indgå	завершений	V;INDF;SG;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
flåden	вмс	flåd	вмс	N;DEF;MASC+FEM;SG	
california	каліфорнію	california	каліфорнія		ADJ;ACC;FEM;SG
california	california	california	california		
california	каліфорнія	california	каліфорнія		PROPN;INAN;NOM;FEM;SG
artilleri	артилерії	artilleri	артилерія	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
anderson	андерсон	anderson	андерсон	N;INDF;MASC+FEM;SG	
erstatning	підстановки	erstatning	підстановка	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
erstatning	збитки	erstatning	збиток	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
erstatning	замініть	erstatning	замінити	N;INDF;MASC+FEM;SG	V;PFV;IMP;PL;2;FIN
sygdomme	захворювання	sygdom	захворювання	N;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;SG
sygdomme	хвороба	sygdom	хвороба	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;SG
sygdomme	захворювання	sygdom	захворювання	N;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;SG
arkæologiske	археологічний	arkæologisk	археологічний	ADJ;PL	ADJ;NOM;MASC;SG
udstillet	показаний	udstille	показаний	V;INDF;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
udstillet	показана	udstille	показаний	V;INDF;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
udstillet	показані	udstille	показаний	V;INDF;SG;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
sendes	надіслані	sende	надісланий	V;IND;PRS;FIN;PASS	ADJ;PFV;NOM;PL;V.PTCP;PASS
registreret	зареєстровані	registrere	зареєстрований	V;INDF;SG;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
registreret	зареєстрований	registrere	зареєстрований	V;INDF;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
registreret	виявлені	registrere	виявлений	V;INDF;SG;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
rudolf	рудольф	rudolf	рудольф	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
rudolf	рудольф	rudolf	рудольф	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
menneskelige	людина	menneskelig	людина	ADJ;PL	N;ANIM;NOM;FEM;SG
menneskelige	людський	menneskelig	людський	ADJ;PL	ADJ;NOM;MASC;SG
absolut	абсолютна	absolut	абсолютний	ADV	ADJ;NOM;FEM;SG
absolut	абсолютний	absolut	абсолютний	ADV	ADJ;NOM;MASC;SG
absolut	абсолютне	absolut	абсолютний	ADV	ADJ;NOM;NEUT;SG
josé	хосе	josé	хось		PROPN;ANIM;NOM;FEM;SG
josé	жозе	josé	жоза		PROPN;ANIM;NOM;FEM;SG
josé	хосе	josé	хось		PROPN;ANIM;NOM;FEM;SG
mecklenburg	мекленбург	mecklenburg	мекленбург	N;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG
stig	стіг	stig	стіг		N;ANIM;NOM;MASC;SG
book	книжка	book	книжка	V;IMP	N;INAN;NOM;FEM;SG
book	книжечки	book	книжечка	V;IMP	N;INAN;NOM;FEM;PL
book	книга	book	книга	V;IMP	N;INAN;NOM;FEM;SG
book	книги	book	книга	V;IMP	N;INAN;NOM;FEM;PL
hot	гаряча	hot	гарячий	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
hot	hot	hot	hot	N;INDF;NEUT;SG	
hot	гарячий	hot	гарячий	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG
hot	гаряче	hot	гаряче	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
hot	гарячі	hot	гарячий	N;INDF;NEUT;SG	ADJ;NOM;PL
ellen	еллен	ellen	еллен		PROPN;ANIM;NOM;FEM;SG
ellen	елен	ellen	елен		PROPN;ANIM;NOM;FEM;SG
off	off	off	off		
off	вимкнено	off	вимкнути		V;PFV;IND;0;FIN
blod	blood	blod	blood	N;INDF;NEUT;SG	
aktivt	активні	aktiv	активний	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
aktivt	активно	aktiv	активно	ADJ;INDF;NEUT;SG	ADV
jimmy	джимі	jimmy	джим		PROPN;ANIM;NOM;MASC;SG
jimmy	джиммі	jimmy	джимма		PROPN;ANIM;NOM;MASC;SG
hms	hms	hms	hms	N;INDF;NEUT;SG	
given	вказаний	give	вказаний	N;INDF;MASC+FEM;SG	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
given	дано	give	дати	N;INDF;MASC+FEM;SG	V;PFV;IND;0;FIN
given	надано	give	надати	N;INDF;MASC+FEM;SG	V;PFV;IND;0;FIN
given	даного	give	даний	N;INDF;MASC+FEM;SG	ADJ;PFV;GEN;MASC;SG;V.PTCP;PASS
akademi	академії	akademi	академія	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
academy	академії	academy	академія	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
marine	вмс	marine	вмс	N;INDF;MASC+FEM;SG	
marine	морська	marine	морський	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
bund	внизу	bund	внизу	N;INDF;MASC+FEM;SG	ADV
bund	знизу	bund	знизу	N;INDF;MASC+FEM;SG	ADV
solo	solo	solo	solo		
solo	соло	solo	соло		N;INAN;NOM;NEUT;SG
skiftet	змінився	skift	змінитися	N;DEF;NEUT;SG	V;PFV;MASC;IND;SG;PST;FIN
skiftet	змінилася	skift	змінитися	N;DEF;NEUT;SG	V;PFV;FEM;IND;SG;PST;FIN
skiftet	змінено	skift	змінити	N;DEF;NEUT;SG	V;PFV;IND;0;FIN
skiftet	змінений	skift	змінений	N;DEF;NEUT;SG	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
skiftet	змінені	skift	змінений	N;DEF;NEUT;SG	ADJ;PFV;NOM;PL;V.PTCP;PASS
skiftet	переплутали	skift	переплутати	N;DEF;NEUT;SG	V;PFV;IND;PL;PST;FIN
stillehavet	тихий	stillehavet	тихий	N;DEF;NEUT;SG	ADJ;NOM;MASC;SG
detaljer	докладно	detalje	докладно	N;INDF;MASC+FEM;PL	ADV
detaljer	детально	detalje	детально	N;INDF;MASC+FEM;PL	ADV
detaljer	детальні	detalje	детальня	N;INDF;MASC+FEM;PL	ADJ;NOM;PL
tegner	креслення	tegne	креслення	V;IND;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
tegner	малюнок	tegne	малюнок	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;SG
tegner	малювання	tegne	малювання	V;IND;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
sjældne	рідкісна	sjælden	рідкісний	ADJ;PL	ADJ;NOM;FEM;SG
sjældne	рідкісний	sjælden	рідкісний	ADJ;PL	ADJ;NOM;MASC;SG
sjældne	рідкість	sjælden	рідкість	ADJ;PL	N;INAN;NOM;FEM;SG
sjældne	рідкісне	sjælden	рідкісний	ADJ;PL	ADJ;NOM;NEUT;SG
fanget	пастці	fange	пастка	V;INDF;SG;PST;V.PTCP	N;INAN;DAT;FEM;SG
fanget	приречений	fange	приречений	V;INDF;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
fanget	зловили	fange	зловити	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
fanget	полон	fange	полон	V;INDF;SG;PST;V.PTCP	N;INAN;NOM;MASC;SG
fanget	захопили	fange	захопити	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
fanget	захоплені	fange	захоплений	V;INDF;SG;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
redde	заощадження	redde	заощадження	V;NFIN;ACT	N;INAN;NOM;NEUT;PL
redde	збереження	redde	збереження	V;NFIN;ACT	N;INAN;NOM;NEUT;SG
redde	рятівник	redde	рятівник	V;NFIN;ACT	N;ANIM;NOM;MASC;SG
redde	порятунок	redde	порятунок	V;NFIN;ACT	N;INAN;NOM;MASC;SG
nævner	згадки	nævne	згадки	V;IND;PRS;FIN;ACT	N;INAN;NOM;FEM;PL
nævner	знаменник	nævne	знаменник	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;SG
nævner	згадай	nævne	згадати	V;IND;PRS;FIN;ACT	V;PFV;IMP;SG;2;FIN
sven	свен	sven	свен		PROPN;ANIM;NOM;MASC;SG
undersøge	розслідування	undersøge	розслідування	V;NFIN;ACT	N;INAN;NOM;NEUT;SG
landskab	ландшафтний	landskab	ландшафтний	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG
flygte	втеча	flygte	втеча	V;NFIN;ACT	N;INAN;NOM;FEM;SG
flygte	втечу	flygte	втеча	V;NFIN;ACT	N;INAN;ACC;FEM;SG
kant	ребра	kant	ребро	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
kant	edge	kant	edge	N;INDF;MASC+FEM;SG	
kant	рамки	kant	рамка	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
boys	хлопчики	boys	хлопчик		N;ANIM;NOM;MASC;PL
hvidt	білі	hvid	білий	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
hvidt	вайт	hvid	вайт	ADJ;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
trækker	синдромом	trække	синдром	V;IND;PRS;FIN;ACT	N;INAN;INS;MASC;SG
trækker	локшину	trække	локшина	V;IND;PRS;FIN;ACT	N;INAN;ACC;FEM;SG
nicolas	ніколя	nicolas	ніколя		PROPN;ANIM;NOM;MASC;SG
audi	audi	audi	audi	N;INDF;MASC+FEM;SG	
udvikler	розробка	udvikel	розробка	V;IND;PRS;FIN;ACT	N;INAN;NOM;FEM;SG
udvikler	розробник	udvikel	розробник	V;IND;PRS;FIN;ACT	N;ANIM;NOM;MASC;SG
udvikler	розробника	udvikel	розробник	V;IND;PRS;FIN;ACT	N;ANIM;ACC;MASC;SG
dead	помер	dead	померти		V;PFV;MASC;IND;SG;PST;FIN
dead	померла	dead	померти		V;PFV;FEM;IND;SG;PST;FIN
dead	мертвий	dead	мертвий		ADJ;NOM;MASC;SG
dead	dead	dead	dead		
tvang	примусово	tvinge	примусово	N;INDF;MASC+FEM;SG	ADV
tvang	змусили	tvinge	змусити	N;INDF;MASC+FEM;SG	V;PFV;IND;PL;PST;FIN
tvang	вимушена	tvinge	вимушений	N;INDF;MASC+FEM;SG	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
aspx	aspx	aspx	aspx		
motorer	motors	motor	motors	N;INDF;MASC+FEM;PL	
navngivet	названий	navngivet	названий	V;INDF;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
navngivet	назвали	navngivet	назвати	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
årsagen	спричинити	årsag	спричинити	N;DEF;MASC+FEM;SG	V;PFV;NFIN
boy	хлопчик	boy	хлопчик		N;ANIM;NOM;MASC;SG
boy	закохалася	boy	закохатися		V;PFV;FEM;IND;SG;PST;FIN
ali	алі	ali	алі	PROPN	PROPN;ANIM;NOM;FEM;SG
offentligheden	публічний	offentlighed	публічний	N;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG
offentligheden	громадське	offentlighed	громадський	N;DEF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
offentligheden	паблік	offentlighed	паблік	N;DEF;MASC+FEM;SG	
offentligheden	відкритий	offentlighed	відкритий	N;DEF;MASC+FEM;SG	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
offentligheden	публічна	offentlighed	публічний	N;DEF;MASC+FEM;SG	ADJ;NOM;FEM;SG
offentligheden	громадського	offentlighed	громадський	N;DEF;MASC+FEM;SG	ADJ;GEN;MASC;SG
prag	прага	prag	праго	PROPN	PROPN;INAN;NOM;FEM;SG
prag	prag	prag	prag	PROPN	
grå	сірі	grå	сіра	ADJ;INDF;SG	ADJ;NOM;PL
grå	сіра	grå	сіра	ADJ;INDF;SG	N;INAN;NOM;FEM;SG
grå	грей	grå	грей	ADJ;INDF;SG	PROPN;ANIM;NOM;FEM;SG
wwf	wwf	wwf	wwf	PROPN	
leveret	доставили	levere	доставити	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
district	нохія	district	нохій	N;INDF;NEUT;SG	PROPN;INAN;NOM;FEM;SG
plader	аркуш	plade	аркуш	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
plader	records	plade	records	N;INDF;MASC+FEM;PL	
plader	плита	plade	плита	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;SG
plader	тарілка	plade	тарілка	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;SG
marcus	маркус	marcus	маркус	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
rio	ріо	rio	ріо		
jersey	джерсі	jersey	джерсі		PROPN;INAN;NOM;MASC;SG
gas	газова	gas	газовий	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
forud	перед	forud	перед	ADV	ADP;INS
besættelse	нав	besættelse	нав.	N;INDF;MASC+FEM;SG	
besættelse	окупаційні	besættelse	окупаційний	N;INDF;MASC+FEM;SG	ADJ;NOM;PL
besættelse	окупації	besættelse	окупація	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
serbien	сербія	serbi	сербія	N;DEF;MASC+FEM;SG	PROPN;INAN;NOM;FEM;SG
serbien	сербії	serbi	сербія	N;DEF;MASC+FEM;SG	PROPN;INAN;GEN;FEM;SG
bære	носи	bære	носа	V;NFIN;ACT	N;INAN;NOM;MASC;PL
bære	ведмідь	bære	ведмідь	V;NFIN;ACT	N;ANIM;NOM;MASC;SG
bære	ведмедик	bære	ведмедик	V;NFIN;ACT	N;ANIM;NOM;MASC;SG
petersborg	петербург	petersborg	петербург	N;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG
rig	багаті	rig	багатий	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
rig	rich	rig	rich	ADJ;INDF;MASC+FEM;SG	
ide	ide	ide	ide	N;INDF;MASC+FEM;SG	
ide	idea	ide	idea	N;INDF;MASC+FEM;SG	
global	global	global	global	ADJ;INDF;MASC+FEM;SG	
global	загальні	global	загальний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
varianter	варіант	variant	варіант	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
violin	скрипці	violin	скрипка	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
stigning	збільшити	stigning	збільшити	N;INDF;MASC+FEM;SG	V;PFV;NFIN
stigning	підвищити	stigning	підвищити	N;INDF;MASC+FEM;SG	V;PFV;NFIN
queen	цариці	que	царика		N;ANIM;NOM;FEM;PL
queen	королева	que	королевий		N;ANIM;NOM;FEM;SG
queen	queen	que	queen		
queen	краля	que	краля		N;ANIM;NOM;FEM;SG
queen	цариця	que	цариця		N;ANIM;NOM;FEM;SG
tidligste	найперший	tidlig	найперший	ADJ;DEF;RL	ADJ;NOM;CMPR;MASC;SG
tidligste	найшвидше	tidlig	найшвидше	ADJ;DEF;RL	ADV;RL
opgør	розбірки	opgør	розбірка	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
andel	поширити	andel	поширити	N;INDF;MASC+FEM;SG	V;PFV;NFIN
andel	поділитися	andel	поділитися	N;INDF;MASC+FEM;SG	V;PFV;NFIN
andel	поділитись	andel	поділитися	N;INDF;MASC+FEM;SG	V;PFV;NFIN
horn	horns	horn	horns	N;INDF;MASC+FEM;SG	
horn	горн	horn	горн	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
liberale	лібералів	liberal	ліберал	ADJ;PL	N;ANIM;ACC;MASC;PL
liberale	ліберальна	liberal	ліберальний	ADJ;PL	ADJ;NOM;FEM;SG
göteborg	göteborg	göteborg	göteborg		
göteborg	гетеборг	göteborg	гетеборг		PROPN;INAN;NOM;MASC;SG
henri	анрі	henri	анрі		PROPN;ANIM;NOM;MASC;SG
trommeslager	барабанщик	trommeslag	барабанщик	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;SG
pres	push	pres	push	N;INDF;NEUT;SG	
pres	передачі	pres	передача	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
pres	послабило	pres	послабити	N;INDF;NEUT;SG	V;PFV;NEUT;IND;SG;PST;FIN
pennsylvania	pennsylvania	pennsylvania	pennsylvania	N;INDF;MASC+FEM;SG	
tilgængelige	доступний	tilgængelig	доступний	ADJ;PL	ADJ;NOM;MASC;SG
