til	pentru	til	pentru	ADV	ADP;ACC
besiddelse	posesia	besiddelse	posesie	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
agf	agf	agf	agf	PROPN	
rantzau	rantzau	rantzau	rantza	N;INDF;MASC+FEM;SG	V;IND;PL;3;IPFV;FIN
bulgarien	bulgaria	bulgarie	bulgarie	PROPN	PROPN
font	font	font	font		N;INDF;MASC;SG
følelser	emotie	følelse	emotie	N;INDF;MASC+FEM;PL	N;INDF;FEM;SG
følelser	sentimentele	følelse	sentiment	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
administrativ	administrativa	administrativ	administrativ	ADJ;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
administrativ	administrative	administrativ	administrativ	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
frue	doamna	frue	doamnă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
frue	doamna	frue	doamnă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
frue	stapana	frue	stapană	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
frue	amanta	frue	amanta	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
frue	doamna	frue	doamnă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
frue	doamna	frue	doamnă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
kronen	crown	kron	crown	N;DEF;MASC+FEM;SG	PROPN
kemisk	chimice	kemisk	chimic	ADJ;INDF;SG	ADJ;INDF;FEM;PL
reventlow	reventlow	reventlow	reventlow	N;INDF;MASC+FEM;SG	
episoder	episoadele	episode	episod	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
fattige	saracul	fattig	sarac	ADJ;PL	N;DEF;MASC;SG
fattige	saraci	fattig	sarac	ADJ;PL	
fattige	saraca	fattig	saracă	ADJ;PL	ADJ;DEF;FEM;SG
master	maestru	mast	maestru	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
master	maestre	mast	maestru	N;INDF;MASC+FEM;PL	
heart	inima	heart	inimă		N;DEF;FEM;SG
heart	inima	heart	inimă		N;DEF;FEM;SG
heart	heart	heart	heart		
bataljon	batalionul	bataljon	batalion	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
overordnede	superiori	overordne	superior	ADJ;PL	N;DEF;MASC;PL
overordnede	superiorii	overordne	superior	ADJ;PL	N;DEF;MASC;PL
muslimske	musulmana	muslimsk	musulmana	ADJ;PL	N;DEF;FEM;SG
muslimske	musulman	muslimsk	musulman	ADJ;PL	ADJ;INDF;MASC;SG
besatte	posedat	besætte	poseda	V;PST;FIN;ACT	ADJ;INDF;MASC;SG
besatte	posedata	besætte	posedată	V;PST;FIN;ACT	N;DEF;FEM;SG
besatte	ocupat	besætte	ocupa	V;PST;FIN;ACT	ADJ;INDF;MASC;SG
besatte	ocupate	besætte	ocupat	V;PST;FIN;ACT	ADJ;INDF;FEM;PL
besatte	ocupata	besætte	ocupata	V;PST;FIN;ACT	ADJ;DEF;FEM;SG
besatte	obsedat	besætte	obseda	V;PST;FIN;ACT	ADJ;INDF;MASC;SG
besatte	obsedata	besætte	obsedat	V;PST;FIN;ACT	N;DEF;FEM;SG
nationalt	nationala	nationalt	national	ADV	N;DEF;FEM;SG
nationalt	national	nationalt	national	ADV	ADJ;INDF;MASC;SG
nationalt	national	nationalt	national	ADV	ADJ;INDF;MASC;SG
nationalt	nationala	nationalt	national	ADV	N;DEF;FEM;SG
nationalt	national	nationalt	national	ADV	ADJ;INDF;MASC;SG
præcis	precise	præcis	precis	ADV	ADJ;INDF;FEM;PL
præcis	precisa	præcis	precisa	ADV	ADJ;DEF;FEM;SG
præcis	exacte	præcis	exact	ADV	ADJ;INDF;FEM;PL
præcis	exacta	præcis	exacta	ADV	ADJ;DEF;FEM;SG
præcis	exacta	præcis	exacta	ADV	ADJ;DEF;FEM;SG
adfærd	comportamentul	adfærd	comportament	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
adfærd	comportamente	adfærd	comportament	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
adfærd	comportamentul	adfærd	comportament	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
adfærd	conduita	adfærd	conduita	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
adfærd	conduita	adfærd	conduita	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
brugeren	utilizator	bruger	utilizator	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
denmark	danemarca	denmark	danemarca		PROPN
pensioneret	pensionat	pensionere	pensiona	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
pensioneret	pensionar	pensionere	pensionar	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
pensioneret	retras	pensionere	retrage	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
middelhavet	mediteranean	middelhavet	mediteranean	N;DEF;NEUT;SG	ADV
tone	tone	tone	tonă	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
tone	tonul	tone	ton	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
arresteret	arestata	arrestere	aresta	V;INDF;SG;PST;V.PTCP	N;DEF;FEM;SG
arresteret	arestat	arrestere	aresta	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
demokrati	democratia	demokrati	democratie	N;INDF;NEUT;SG	N;DEF;FEM;SG
erklæret	declarata	erklære	declarat	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
erklæret	declarate	erklære	declara	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
erklæret	declarat	erklære	declara	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
howard	howard	howard	howard	N;INDF;MASC+FEM;SG	PROPN
zone	zona	zone	zonă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
zone	zona	zone	zonă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
nemt	usor	nemt	usor	ADJ;INDF;NEUT;SG	ADV
nemt	usor	nemt	usor	ADJ;INDF;NEUT;SG	ADV
ohio	ohio	ohio	ohio	PROPN	PROPN
brun	caprui	brun	caprui	ADJ;INDF;MASC+FEM;SG	
brun	brown	brun	brown	ADJ;INDF;MASC+FEM;SG	PROPN
brun	maro	brun	maro	ADJ;INDF;MASC+FEM;SG	N;INDF;MASC;SG
angivet	enumerat	angive	enumera	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
angivet	listat	angive	lista	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
angivet	enumerate	angive	enumera	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
angivet	listate	angive	lista	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
angivet	precizata	angive	precizat	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
angivet	specificate	angive	specifica	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
angivet	specificat	angive	specificat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
angivet	specificata	angive	specificat	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
francis	francis	francis	francis		PROPN
francis	francisc	francis	francisc		PROPN
overlevende	supravietuitori	overleve	supravietuitor	V;PRS;V.PTCP	N;INDF;MASC;PL
overlevende	survivor	overleve	survivor	V;PRS;V.PTCP	N;INDF;MASC;SG
preussiske	prusac	preussisk	prusac	ADJ;PL	N;INDF;MASC;SG
wikimedia	wikimedia	wikimedia	wikimedia		
johanne	johanne	johanne	johann	N;INDF;MASC+FEM;SG	
tim	tim	tim	tim		PROPN
stamme	tulpina	stamme	tulpină	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
stamme	tulpina	stamme	tulpină	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
stamme	tribul	stamme	trib	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
indbyggerne	locuitori	indbygger	locuitor	N;DEF;MASC+FEM;PL	N;INDF;MASC;PL
brandenburg	brandenburg	brandenburg	brandenburg	N;DEF;MASC+FEM;SG	PROPN
tilgængelig	disponibile	tilgængelig	disponibil	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
tilgængelig	disponibila	tilgængelig	disponibil	ADJ;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
tilgængelig	disponibila	tilgængelig	disponibil	ADJ;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
tilgængelig	accesibile	tilgængelig	accesibil	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
tilgængelig	accesibil	tilgængelig	accesibil	ADJ;INDF;MASC+FEM;SG	ADV
tilgængelig	accesibila	tilgængelig	accesibila	ADJ;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
restaurant	restaurantul	restaurant	restaurant	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
onkel	unchiul	onkel	unchi	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
fyret	concediata	fyre	concediat	V;INDF;SG;PST;V.PTCP	N;DEF;FEM;SG
fyret	concediat	fyre	concediat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
hjerte	cardiace	hjerte	cardiac	N;INDF;NEUT;SG	ADJ;INDF;FEM;PL
hjerte	cardiaca	hjerte	cardiacă	N;INDF;NEUT;SG	N;DEF;FEM;SG
hjerte	inima	hjerte	inimă	N;INDF;NEUT;SG	N;DEF;FEM;SG
hjerte	inima	hjerte	inimă	N;INDF;NEUT;SG	N;DEF;FEM;SG
hjerte	heart	hjerte	heart	N;INDF;NEUT;SG	
afsluttede	incheiat	afslutte	incheia	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
afsluttede	finalizat	afslutte	finaliza	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
afsluttede	completat	afslutte	completa	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
afsluttede	finalizata	afslutte	finalizat	V;IND;PST;FIN;ACT	ADJ;DEF;FEM;SG
afsluttede	incheiat	afslutte	incheia	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
afsluttede	terminat	afslutte	termina	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
atlet	sportiv	at	sportiv	N;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
anmeldelser	notificarile	anmeldelse	notificare	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
wild	wild	wild	wild		N;INDF;MASC;SG
wild	salbatic	wild	salbatic		ADJ;INDF;MASC;SG
wild	salbatica	wild	salbatică		N;DEF;FEM;SG
wild	salbatic	wild	salbatic		ADJ;INDF;MASC;SG
wild	salbatice	wild	salbatic		ADJ;INDF;FEM;PL
kap	cape	kipe	cape		N;INDF;MASC;SG
kap	pelerina	kipe	pelerină		N;DEF;FEM;SG
kap	pelerina	kipe	pelerină		N;DEF;FEM;SG
budget	bugetul	budget	buget	N;INDF;NEUT;SG	N;DEF;MASC;SG
dokumenter	documentele	dokument	document	N;INDF;NEUT;PL	N;DEF;FEM;PL
hul	hole	hul	hol	N;INDF;NEUT;SG	
hul	gaura	hul	gaură	N;INDF;NEUT;SG	N;DEF;FEM;SG
hul	gaura	hul	gaură	N;INDF;NEUT;SG	N;DEF;FEM;SG
hul	groapa	hul	groapă	N;INDF;NEUT;SG	N;DEF;FEM;SG
hul	groapa	hul	groapă	N;INDF;NEUT;SG	N;DEF;FEM;SG
hul	pit	hul	pit	N;INDF;NEUT;SG	
hul	hollow	hul	hollow	N;INDF;NEUT;SG	PROPN
gentagne	repetitive	gentage	repetitiv	V;PL;PST;V.PTCP	ADJ;INDF;FEM;PL
info	info	info	info	N;INDF;NEUT;SG	
info	informatii	info	informat	N;INDF;NEUT;SG	N;INDF;FEM;PL
info	informatii	info	informat	N;INDF;NEUT;SG	N;INDF;FEM;PL
løn	salariul	løn	salariu	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
løn	plateste	løn	platest	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
løn	salariile	løn	salarie	N;INDF;MASC+FEM;SG	N;DEF;FEM;PL
løn	salarii	løn	salariu	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
defineret	definite	definere	definit	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
defineret	definita	definere	definita	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
defineret	definit	definere	definit	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
gammelt	stravechi	gammel	stravechi	ADJ;INDF;NEUT;SG	
gammelt	antica	gammel	antic	ADJ;INDF;NEUT;SG	N;DEF;FEM;SG
gammelt	antice	gammel	antic	ADJ;INDF;NEUT;SG	ADJ;INDF;FEM;PL
gammelt	batran	gammel	batran	ADJ;INDF;NEUT;SG	N;INDF;MASC;SG
gammelt	old	gammel	old	ADJ;INDF;NEUT;SG	N;INDF;MASC;SG
gammelt	batrane	gammel	batran	ADJ;INDF;NEUT;SG	N;INDF;FEM;PL
territorium	teritoriul	territorium	teritoriu	N;INDF;NEUT;SG	N;DEF;MASC;SG
beck	beck	beck	beck		N
ledelsen	gestionare	ledelse	gestionare	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
ledelsen	management	ledelse	management	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
kendskab	cunostinte	kendskab	cunoaște	N;INDF;NEUT;SG	
kendskab	cunostinte	kendskab	cunoaște	N;INDF;NEUT;SG	
indsættes	inserat	indsætte	insera	V;IND;PRS;FIN;PASS	ADJ;INDF;MASC;SG
indsættes	introdus	indsætte	introduce	V;IND;PRS;FIN;PASS	ADJ;INDF;MASC;SG
skifter	intreruperi	skifte	intrerupere	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
skifter	intrerupatoare	skifte	intrerupator	V;IND;PRS;FIN;ACT	ADJ;INDF;FEM
skifter	schimbarea	skifte	schimbare	V;IND;PRS;FIN;ACT	N;DEF;FEM;SG
skifter	comutare	skifte	comutare	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
falde	toamna	falde	toamnă	V;NFIN;ACT	N;DEF;FEM;SG
christina	christina	christina	christina	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
indgå	incheie	indgå	incheie	V;NFIN;ACT	
ddr	ddr	ddr	ddr		N
ddr	rdg	ddr	rdg		PROPN
georgia	georgia	georgia	georgie		PROPN
fame	faima	fame	faimă		N;DEF;FEM;SG
fame	faima	fame	faimă		N;DEF;FEM;SG
fame	fame	fame	famă		N;INDF;MASC;SG
positive	pozitiv	positiv	pozitiv	ADJ;PL	ADJ;INDF;MASC;SG
positive	pozitiva	positiv	pozitivă	ADJ;PL	ADJ;DEF;FEM;SG
europe	europe	europe	europă		
europe	europei	europe	europă		PROPN;DEF;FEM;SG
europe	europa	europe	europa		PROPN
europe	europa	europe	europa		PROPN
ocean	oceanul	ocean	ocean		N;DEF;MASC;SG
ocean	ocean	ocean	ocean		N;INDF;MASC;SG
kroatien	croatia	kroati	croatie	PROPN	PROPN
kroatien	croatia	kroati	croatie	PROPN	PROPN
kroatien	croatia	kroati	croatie	PROPN	PROPN
positiv	pozitiva	positiv	pozitivă	ADJ;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
positiv	pozitive	positiv	pozitiv	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
samtidige	simultan	samtidig	simultan	ADJ;PL	ADV
samtidige	simultana	samtidig	simultana	ADJ;PL	ADJ;DEF;FEM;SG
kalundborg	kalundborg	kalundborg	kalundborg		N;INDF;MASC;SG
wagner	wagner	wagner	wagner	N;INDF;MASC+FEM;SG	PROPN
ringsted	ringsted	ringsted	ringsted		
faldet	fell	falde	fell	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
faldet	cazut	falde	caze	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
faldet	cazuta	falde	cazut	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
faldet	cazut	falde	caze	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
studie	studiaza	studie	studiază	N;INDF;NEUT;SG	V;IND;SG;3;IPFV;FIN
studie	studii	studie	studiu	N;INDF;NEUT;SG	N;INDF;FEM;PL
studie	studiul	studie	studiu	N;INDF;NEUT;SG	N;DEF;MASC;SG
studie	studioul	studie	studio	N;INDF;NEUT;SG	N;DEF;MASC;SG
trykt	tiparit	trykke	tipari	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
trykt	printat	trykke	printa	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
trykt	tiparite	trykke	tiparit	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
trykt	tiparita	trykke	tiparită	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
trykt	imprimate	trykke	imprima	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
identitet	identitatea	identitet	identitate	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
ekspeditionen	expeditie	ekspedition	expeditie	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
ekspeditionen	expeditie	ekspedition	expeditie	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
gren	creanga	gren	creangă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
gren	ramura	gren	ramura	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
gren	filiala	gren	filială	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
gren	sucursala	gren	sucursală	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
gren	branch	gren	branch	N;INDF;MASC+FEM;SG	PROPN
teams	echipele	teams	echipă	N;INDF;NEUT;PL	N;DEF;FEM;PL
krige	razboaiele	krig	razboi	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
krige	razboaie	krig	razboi	N;INDF;MASC+FEM;PL	ADJ;INDF;FEM
krige	razboaie	krig	razboi	N;INDF;MASC+FEM;PL	ADJ;INDF;FEM
krige	razboi	krig	razboi	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
krige	razboiul	krig	razboi	N;INDF;MASC+FEM;PL	N;DEF;MASC;SG
krige	razboi	krig	razboi	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
japanerne	japonez	japaner	japonez	N;DEF;MASC+FEM;PL	ADJ;INDF;MASC;SG
japanerne	japonezi	japaner	japonez	N;DEF;MASC+FEM;PL	N;INDF;MASC;PL
japanerne	japoneze	japaner	japona	N;DEF;MASC+FEM;PL	ADJ;INDF;FEM;PL
japanerne	japoneza	japaner	japoneză	N;DEF;MASC+FEM;PL	N;DEF;FEM;SG
japanerne	japoneza	japaner	japoneză	N;DEF;MASC+FEM;PL	N;DEF;FEM;SG
hærens	armata	hær	armată	N;GEN;DEF;MASC+FEM;SG	N;DEF;FEM;SG
hærens	armata	hær	armată	N;GEN;DEF;MASC+FEM;SG	N;DEF;FEM;SG
hærens	army	hær	army	N;GEN;DEF;MASC+FEM;SG	N;INDF;MASC;SG
kolonier	coloniile	kolonie	colonie	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
lincoln	lincoln	lincoln	lincoln	N;INDF;MASC+FEM;SG	PROPN
skuespilleren	actor	skuespiller	actor	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
vidner	martorii	vidne	martor	N;INDF;NEUT;PL	N;DEF;MASC;PL
vidner	martorul	vidne	martor	N;INDF;NEUT;PL	N;DEF;MASC;SG
vidner	martora	vidne	martor	N;INDF;NEUT;PL	N;DEF;FEM;SG
vidner	martor	vidne	martor	N;INDF;NEUT;PL	N;INDF;MASC;SG
vidste	stia	vide	sti	V;IND;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
vidste	stiut	vide	sti	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
vidste	stiam	vide	sti	V;IND;PST;FIN;ACT	V;IND;1;IPFV;FIN
jarl	earl	jarl	earl	N;INDF;MASC+FEM;SG	PROPN
jarl	jarl	jarl	jarl	N;INDF;MASC+FEM;SG	
kritiseret	criticat	kritisere	criticat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
kritiseret	criticata	kritisere	criticat	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
kritiseret	critica	kritisere	critică	V;INDF;SG;PST;V.PTCP	N;DEF;FEM;SG
kritiseret	critici	kritisere	critică	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;PL
kritiseret	critica	kritisere	critică	V;INDF;SG;PST;V.PTCP	N;DEF;FEM;SG
kritiseret	criticile	kritisere	critică	V;INDF;SG;PST;V.PTCP	N;DEF;FEM;PL
kritiseret	criticat	kritisere	criticat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
kritiseret	criticata	kritisere	criticat	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
hemmelige	secreta	hemmelig	secret	ADJ;PL	N;DEF;FEM;SG
hemmelige	secret	hemmelig	secret	ADJ;PL	N;INDF;MASC;SG
hemmelige	secreta	hemmelig	secret	ADJ;PL	N;DEF;FEM;SG
hemmelige	secrete	hemmelig	secret	ADJ;PL	N;INDF;FEM;PL
hemmelige	secretul	hemmelig	secret	ADJ;PL	N;DEF;MASC;SG
bruce	bruce	bruce	bruce		PROPN
romerne	romani	rom	roman	N;DEF;MASC+FEM;PL	N;INDF;MASC;PL
milano	milan	milano	milan	PROPN	PROPN
milano	milano	milano	milano	PROPN	PROPN
milano	milano	milano	milano	PROPN	PROPN
dollars	dolari	dollar	dolar	N;INDF;MASC+FEM;SG	N;INDF;MASC;PL
søndag	duminica	søndag	duminică	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
søndag	duminica	søndag	duminică	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
bosat	locuitor	bosat	locuitor	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
bosat	rezident	bosat	rezident	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
bosat	rezidente	bosat	rezidentă	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
bosat	rezidenta	bosat	rezident	V;INDF;SG;PST;V.PTCP	N;DEF;FEM;SG
levetid	longevitatea	levetid	longevitate	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
citat	cita	citat	cita	N;INDF;NEUT;SG	
citat	citez	citat	citez	N;INDF;NEUT;SG	
citat	citat	citat	cita	N;INDF;NEUT;SG	ADJ;INDF;MASC;SG
citat	citatul	citat	citat	N;INDF;NEUT;SG	N;DEF;MASC;SG
dalen	valley	dal	valley	N;DEF;MASC+FEM;SG	PROPN
dalen	vale	dal	vale	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
erfaring	experienta	erfaring	experient	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
erfaring	experienta	erfaring	experient	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
erfaring	experienta	erfaring	experient	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
arkitekten	arhitect	arkitekt	arhitect	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
øge	crestere	øge	crestere	V;NFIN;ACT	N;INDF;FEM;SG
afviste	refuzata	afvise	refuzată	V;IND;PST;FIN;ACT	ADJ;DEF;FEM;SG
afviste	refuzate	afvise	refuza	V;IND;PST;FIN;ACT	ADJ;INDF;FEM;PL
afviste	refuzat	afvise	refuza	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
afviste	respins	afvise	respinge	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
afviste	respinsa	afvise	respinsa	V;IND;PST;FIN;ACT	N;DEF;FEM;SG
afviste	refuzata	afvise	refuzată	V;IND;PST;FIN;ACT	ADJ;DEF;FEM;SG
afviste	refuzat	afvise	refuza	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
oliver	oliver	oliv	oliver	N;INDF;MASC+FEM;SG	PROPN
canadisk	canadieni	canadisk	canadian	ADJ;INDF;SG	ADJ;INDF;MASC;PL
canadisk	canadiana	canadisk	canadiană	ADJ;INDF;SG	ADJ;DEF;FEM;SG
canadisk	canadiene	canadisk	canadian	ADJ;INDF;SG	ADJ;INDF;FEM;PL
frø	seminte	frø	semânt	N;INDF;NEUT;PL	
frø	seminte	frø	semânt	N;INDF;NEUT;PL	
frø	seminte	frø	semânt	N;INDF;NEUT;PL	
frø	samanta	frø	samanta	N;INDF;NEUT;PL	N;DEF;FEM;SG
frø	broasca	frø	broască	N;INDF;NEUT;PL	N;DEF;FEM;SG
frø	broasca	frø	broască	N;INDF;NEUT;PL	N;DEF;FEM;SG
dei	dei	dei	del		N;INDF;MASC;SG
kapel	capela	kapel	capela	N;INDF;NEUT;SG	N;DEF;FEM;SG
kapel	capela	kapel	capela	N;INDF;NEUT;SG	N;DEF;FEM;SG
kapel	chapel	kapel	chapel	N;INDF;NEUT;SG	PROPN
sydney	sydney	sydney	sydney		PROPN
forskelle	diferentele	forskel	diferent	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
adresse	adresa	adresse	adresă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
adresse	adresa	adresse	adresă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
naturlig	naturala	naturlig	natural	ADJ;INDF;MASC+FEM;SG	N;DEF;FEM;SG
naturlig	naturale	naturlig	natural	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
naturlig	naturala	naturlig	natural	ADJ;INDF;MASC+FEM;SG	N;DEF;FEM;SG
naturlig	naturali	naturlig	natural	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;MASC;PL
øverst	top	øverst	top	ADJ;RL	N;INDF;MASC;SG
øverst	topul	øverst	top	ADJ;RL	N;DEF;MASC;SG
bryde	break	bryde	break	V;NFIN;ACT	N;INDF;MASC;SG
bryde	pauza	bryde	pauză	V;NFIN;ACT	N;DEF;FEM;SG
bryde	pauza	bryde	pauză	V;NFIN;ACT	N;DEF;FEM;SG
etniske	etnica	etnisk	etnica	ADJ;PL	N;DEF;FEM;SG
etniske	etnic	etnisk	etnic	ADJ;PL	ADJ;INDF;MASC;SG
besejret	invinsa	besejre	invinsa	V;INDF;SG;PST;V.PTCP	N;DEF;FEM;SG
besejret	invins	besejre	invinge	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
besejret	invins	besejre	invinge	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
besejret	infrant	besejre	infrant	V;INDF;SG;PST;V.PTCP	
besejret	cucerita	besejre	cucerita	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
besejret	cucerit	besejre	cuceri	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
lena	lena	lena	lena		N;DEF;FEM;SG
lena	lenei	lena	lenă		N;DEF;FEM;SG
mistet	pierdut	miste	pierdut	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
mistet	pierdute	miste	pierdut	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
mistet	pierduta	miste	pierdut	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
mistet	lost	miste	lost	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
bundet	legata	binde	legată	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
bundet	legat	binde	lega	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
bundet	legata	binde	legată	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
bundet	legat	binde	lega	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
conrad	conrad	conrad	conrad	N;INDF;MASC+FEM;SG	PROPN
