contraste	contrastes	contraste	contraste	N;MASC;SG	N;MASC;PL
horizontal	horizontalmente	horizontal	horizontalmente	ADJ;MASC;SG	ADV
magic	mágica	magic	mágico	N;MASC;SG	ADJ;FEM;SG
magic	mágico	magic	mágico	N;MASC;SG	ADJ;MASC;SG
sensação	sintiendo	sensação	sentir	N;FEM;SG	V;V.MSDR
sensação	sensaciones	sensação	sensación	N;FEM;SG	N;FEM;PL
convidada	invitado	convidar	invitado	V;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
convidada	invitada	convidar	invitada	V;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
convidada	invitados	convidar	invitado	V;FEM;SG;V.PTCP	N;MASC;PL
convidada	invitada	convidar	invitada	V;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
convidada	invitado	convidar	invitado	V;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
convidada	invitados	convidar	invitado	V;FEM;SG;V.PTCP	N;MASC;PL
convidada	huésped	convidar	huésped	V;FEM;SG;V.PTCP	N;MASC;SG
permanecendo	restante	permanecer	restante	V;V.MSDR	ADJ;SG
permanecendo	restantes	permanecer	restante	V;V.MSDR	ADJ;PL
ludwig	ludwig	ludwig	ludwig	N;MASC;SG	PROPN
pretendia	pretendido	pretender	pretender	V;IND;SG;3;IPFV;FIN	ADJ;MASC;SG;V.PTCP
anunciada	anunciado	anunciar	anunciado	V;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
anunciada	anunciada	anunciar	anunciado	V;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
anunciada	anunciados	anunciar	anunciado	V;FEM;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
fósseis	fósil	fóssil	fósil	N;MASC;PL	N;MASC;SG
fósseis	fósil	fóssil	fósil	N;MASC;PL	N;MASC;SG
puro	puras	puro	puro	ADJ;MASC;SG	ADJ;FEM;PL
puro	puros	puro	puro	ADJ;MASC;SG	ADJ;MASC;PL
lloyd	lloyd	lloyd	lloyd	N;MASC;SG	PROPN
currículo	reanudar	currículo	reanudar	N;MASC;SG	V;NFIN
visuais	visuales	visual	visual	N;MASC;PL	ADJ;PL
visuais	visuales	visual	visual	N;MASC;PL	ADJ;PL
visuais	visual	visual	visual	N;MASC;PL	ADJ;SG
warren	warren	warren	warren	N;MASC;SG	PROPN
conquistado	conquistado	conquistar	conquistado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
conquistado	conquistada	conquistar	conquistado	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
cuidados	cuidados	cuidado	cuidado	N;MASC;PL	ADJ;MASC;PL;V.PTCP
cuidados	cuidado	cuidado	cuidado	N;MASC;PL	ADJ;MASC;SG;V.PTCP
cuidados	care	cuidado	care	N;MASC;PL	PROPN
premio	premiado	premio	premiado	N;MASC;SG	ADJ;MASC;SG;V.PTCP
tive	tenía	ter	tener	V;IND;SG;1;PST;FIN	V;IND;SG;3;IPFV;FIN
tive	tenido	ter	tener	V;IND;SG;1;PST;FIN	ADJ;MASC;SG;V.PTCP
tive	tuvo	ter	tener	V;IND;SG;1;PST;FIN	V;IND;SG;3;PST;FIN
tive	había	ter	haber	V;IND;SG;1;PST;FIN	V;IND;SG;3;IPFV;FIN
mudando	cambiante	mudar	cambiante	V;V.MSDR	ADJ;SG
respectivos	respectivo	respectivo	respectivo	ADJ;MASC;PL	ADJ;MASC;SG
respectivos	respectiva	respectivo	respectivo	ADJ;MASC;PL	ADJ;FEM;SG
turcos	turco	turco	turco	N;MASC;PL	N;MASC;SG
turcos	turca	turco	turco	N;MASC;PL	ADJ;FEM;SG
turcos	turquía	turco	turquía	N;MASC;PL	N;FEM;SG
colina	hill	colina	hill	N;FEM;SG	PROPN
conselhos	asesoramiento	conselho	asesoramiento	N;MASC;PL	N;MASC;SG
conselhos	consejo	conselho	consejo	N;MASC;PL	N;MASC;SG
marítima	marítimas	marítimo	marítimo	N;FEM;SG	ADJ;FEM;PL
marítima	marítimos	marítimo	marítimo	N;FEM;SG	N;MASC;PL
marítima	marítima	marítimo	marítimo	N;FEM;SG	ADJ;FEM;SG
parou	parado	parar	parado	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
visa	visados	visar	visado	V;IND;SG;3;PRS;FIN	N;MASC;PL
visa	visado	visar	visado	V;IND;SG;3;PRS;FIN	ADJ;MASC;SG;V.PTCP
visa	visa	visar	visa	V;IND;SG;3;PRS;FIN	N;FEM;SG
escocês	escoceses	escocês	escocés	N;MASC;SG	N;MASC;PL
escocês	escocesa	escocês	escocesa	N;MASC;SG	ADJ;FEM;SG
debates	debate	debate	debate	N;MASC;PL	N;MASC;SG
investigações	investigacion	investigação	investigacion	N;FEM;PL	N;FEM;SG
adequada	propiamente	adequado	propiamente	ADJ;FEM;SG	ADV
adequada	adecuados	adequado	adecuado	ADJ;FEM;SG	ADJ;MASC;PL;V.PTCP
adequada	adecuados	adequado	adecuado	ADJ;FEM;SG	ADJ;MASC;PL;V.PTCP
adequada	apropiados	adequado	apropiado	ADJ;FEM;SG	ADJ;MASC;PL;V.PTCP
cerebral	cerebral	cerebral	cerebral	N;MASC;SG	ADJ;SG
cerebral	cerebrales	cerebral	cerebral	N;MASC;SG	ADJ;PL
misericórdia	mercy	misericórdia	mercy	N;FEM;SG	PROPN
mínimos	mínimos	mínimo	mínimo	N;MASC;PL	ADJ;MASC;PL
mínimos	mínima	mínimo	mínimo	N;MASC;PL	ADJ;FEM;SG
mínimos	mínimo	mínimo	mínimo	N;MASC;PL	ADJ;MASC;SG
mínimos	mínimos	mínimo	mínimo	N;MASC;PL	ADJ;MASC;PL
mínimos	mínimas	mínimo	mínimo	N;MASC;PL	ADJ;FEM;PL
mínimos	minimo	mínimo	minimo	N;MASC;PL	N;MASC;SG
mínimos	mínimos	mínimo	mínimo	N;MASC;PL	ADJ;MASC;PL
mínimos	mínimo	mínimo	mínimo	N;MASC;PL	ADJ;MASC;SG
mínimos	mínima	mínimo	mínimo	N;MASC;PL	ADJ;FEM;SG
mínimos	mínimas	mínimo	mínimo	N;MASC;PL	ADJ;FEM;PL
mínimos	minimo	mínimo	minimo	N;MASC;PL	N;MASC;SG
válidos	valido	válido	valer	ADJ;MASC;PL	ADJ;MASC;SG;V.PTCP
válidos	válida	válido	válido	ADJ;MASC;PL	ADJ;FEM;SG
válidos	válido	válido	válido	ADJ;MASC;PL	ADJ;MASC;SG
válidos	valida	válido	valida	ADJ;MASC;PL	ADJ;FEM;SG;V.PTCP
guiana	guayana	guiana	guayana	N;FEM;SG	ADJ;FEM;SG
guiana	guayana	guiana	guayana	N;FEM;SG	ADJ;FEM;SG
make	hacer	make	hacer	N;FEM;SG	V;NFIN
registo	inscribirse	registo	inscribirse	N;MASC;SG	V;SBJV;SG;3;FIN
registo	registrarse	registo	registrar	N;MASC;SG	V;SBJV;SG;3;IPFV;FIN
registo	inscripciones	registo	inscripción	N;MASC;SG	N;FEM;PL
piratas	pirata	pirata	pirata	N;MASC;PL	N;SG
kids	ninos	kids	nino	N;MASC;SG	N;MASC;PL
kids	niños	kids	niño	N;MASC;SG	N;MASC;PL
vizinho	vecina	vizinho	vecino	N;MASC;SG	ADJ;FEM;SG
vizinho	vecina	vizinho	vecino	N;MASC;SG	ADJ;FEM;SG
vestígios	traza	vestígio	traza	N;MASC;PL	V;IND;SG;3;PRS;FIN
vestígios	rastro	vestígio	rastro	N;MASC;PL	N;MASC;SG
vestígios	trazo	vestígio	trazo	N;MASC;PL	N;MASC;SG
profundo	deep	profundo	deep	ADJ;MASC;SG	N
profundo	profundos	profundo	profundo	ADJ;MASC;SG	ADJ;MASC;PL
tanques	tanque	tanque	tanque	N;MASC;PL	N;MASC;SG
tanques	cisterna	tanque	cisterna	N;MASC;PL	N;FEM;SG
arnold	armando	arnold	armar	N;MASC;SG	V;V.MSDR
arnold	arnold	arnold	arnold	N;MASC;SG	PROPN
atrações	atractivos	atração	atractivo	N;FEM;PL	ADJ;MASC;PL
adotou	adoptada	adotar	adoptado	V;IND;SG;3;PST;FIN	ADJ;FEM;SG;V.PTCP
adotou	adoptado	adotar	adoptar	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
adotou	adoptados	adotar	adoptado	V;IND;SG;3;PST;FIN	ADJ;MASC;PL;V.PTCP
imposto	fiscalidad	impor	fiscalidad	V;MASC;SG;V.PTCP	N;FEM;SG
imposto	impuesto	impor	impuesto	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
imposto	tributación	impor	tributación	V;MASC;SG;V.PTCP	N;FEM;SG
imposto	impuestos	impor	impuesto	V;MASC;SG;V.PTCP	N;MASC;PL
avisado	advertido	avisar	advertir	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
avisado	advertidos	avisar	advertir	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
rené	rené	rené	rené	N;MASC;SG	PROPN
rené	rené	rené	rené	N;MASC;SG	PROPN
rené	rene	rené	rene	N;MASC;SG	PROPN
assinar	suscripción	assinar	suscripción	V;NFIN	N;FEM;SG
assinar	firma	assinar	firma	V;NFIN	N;FEM;SG
assinar	señal	assinar	señal	V;NFIN	N;FEM;SG
assinar	firma	assinar	firma	V;NFIN	N;FEM;SG
assinar	signo	assinar	signo	V;NFIN	N;MASC;SG
ofereceu	ofrecido	oferecer	ofrecido	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
ofereceu	ofrecida	oferecer	ofrececido	V;IND;SG;3;PST;FIN	ADJ;FEM;SG;V.PTCP
ofereceu	ofrecí	oferecer	ofrecer	V;IND;SG;3;PST;FIN	V;IND;SG;1;PST;FIN
ofereceu	ofrecidos	oferecer	ofrecido	V;IND;SG;3;PST;FIN	ADJ;MASC;PL;V.PTCP
intelectuais	intelectual	intelectual	intelectual	N;MASC;PL	ADJ;SG
integrada	integrados	integrar	integrado	V;FEM;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
integrada	integrado	integrar	integrado	V;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
integrada	integrada	integrar	integrado	V;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
integrada	integradas	integrar	integrado	V;FEM;SG;V.PTCP	ADJ;FEM;PL;V.PTCP
pistas	pendientes	pista	pendiente	N;FEM;PL	ADJ;PL
presa	atascado	presa	atascado	V;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
presa	atascada	presa	atascado	V;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
presa	atrapado	presa	atrapado	V;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
presa	detenida	presa	detenido	V;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
presa	detenido	presa	detenido	V;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
presa	arrestada	presa	arrestado	V;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
presa	detenidos	presa	detenido	V;FEM;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
presa	arrestados	presa	arrestado	V;FEM;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
presa	arrestado	presa	arrestado	V;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
presa	presas	presa	presa	V;FEM;SG;V.PTCP	N;FEM;PL
presa	presa	presa	presa	V;FEM;SG;V.PTCP	N;FEM;SG
arredores	entorno	arredores	entorno	N;MASC;PL	N;MASC;SG
oponente	oponentes	oponente	oponente	N;MASC;SG	N;PL
básicos	básica	básico	básico	N;MASC;PL	ADJ;FEM;SG
básicos	básicos	básico	básico	N;MASC;PL	ADJ;MASC;PL
básicos	basic	básico	basic	N;MASC;PL	N;SG
básicos	básicas	básico	básico	N;MASC;PL	ADJ;FEM;PL
básicos	básico	básico	básico	N;MASC;PL	ADJ;MASC;SG
hunter	cazadores	hunter	cazador	N;MASC;SG	N;MASC;PL
iniciando	comienzo	iniciar	comienzo	V;V.MSDR	N;MASC;SG
forest	forestales	forest	forestal	N;MASC;SG	ADJ;PL
forest	forestal	forest	forestal	N;MASC;SG	ADJ;SG
forest	bosques	forest	bosque	N;MASC;SG	N;MASC;PL
episcopal	episcopal	episcopal	episcopal	N;MASC;SG	ADJ;SG
visitou	visitadas	visitar	visitado	V;IND;SG;3;PST;FIN	ADJ;FEM;PL;V.PTCP
visitou	visitados	visitar	visitado	V;IND;SG;3;PST;FIN	ADJ;MASC;PL;V.PTCP
visitou	visitada	visitar	visitado	V;IND;SG;3;PST;FIN	ADJ;FEM;SG;V.PTCP
visitou	visitado	visitar	visitar	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
salva	saves	salvar	save	V;IND;SG;3;PRS;FIN	V;IND;SG;2;PRS;FIN
salva	salvia	salvar	salvia	V;IND;SG;3;PRS;FIN	N;FEM;SG
salva	sage	salvar	sagir	V;IND;SG;3;PRS;FIN	N
salva	sabio	salvar	sabio	V;IND;SG;3;PRS;FIN	N;MASC;SG
salva	save	salvar	saver	V;IND;SG;3;PRS;FIN	N
salva	salvados	salvar	salvado	V;IND;SG;3;PRS;FIN	ADJ;MASC;PL;V.PTCP
salva	salvado	salvar	salvar	V;IND;SG;3;PRS;FIN	ADJ;MASC;SG;V.PTCP
salva	salvó	salvar	salvar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PST;FIN
salva	guardado	salvar	guardar	V;IND;SG;3;PRS;FIN	ADJ;MASC;SG;V.PTCP
salva	guardados	salvar	guardado	V;IND;SG;3;PRS;FIN	ADJ;MASC;PL;V.PTCP
extensa	extensos	extenso	extenso	ADJ;FEM;SG	ADJ;MASC;PL
extensa	extensas	extenso	extenso	ADJ;FEM;SG	ADJ;FEM;PL
her	ella	her	él	N;MASC;SG	PRO;FEM;SG;3
her	su	her	su	N;MASC;SG	DET;SG;3
justo	justos	justo	justo	ADJ;MASC;SG	ADJ;MASC;PL
justo	feria	justo	feria	ADJ;MASC;SG	N;FEM;SG
justo	justo	justo	justo	ADJ;MASC;SG	ADV
humberto	humbert	humberto	humbert	N;MASC;SG	PROPN
humberto	humberto	humberto	humberto	N;MASC;SG	PROPN
humberto	humberto	humberto	humberto	N;MASC;SG	PROPN
humberto	humberto	humberto	humberto	N;MASC;SG	PROPN
humberto	humberto	humberto	humberto	N;MASC;SG	PROPN
humberto	hubert	humberto	hubert	N;MASC;SG	PROPN
átomos	átomo	átomo	átomo	N;MASC;PL	N;MASC;SG
ernst	ernesto	ernst	ernesto	PROPN;MASC;SG	N;MASC;SG
comunistas	comunista	comunista	comunista	N;MASC;PL	ADJ;SG
comunistas	comunismo	comunista	comunismo	N;MASC;PL	N;MASC;SG
comunistas	comunista	comunista	comunista	N;MASC;PL	ADJ;SG
sepultado	sepultado	sepultado	sepultado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
sepultado	enterrada	sepultado	enterrado	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
sepultado	enterrados	sepultado	enterrar	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
sepultado	enterrado	sepultado	enterrado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
inspirada	inspirada	inspirar	inspirado	V;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
inspirada	inspirado	inspirar	inspirado	V;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
inspirada	inspirados	inspirar	inspirado	V;FEM;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
joan	juan	joan	juan	N;FEM;SG	PROPN
joan	joan	joan	joan	N;FEM;SG	PROPN
absurdo	absurdas	absurdo	absurdo	ADJ;MASC;SG	ADJ;FEM;PL
absurdo	absurdos	absurdo	absurdo	ADJ;MASC;SG	ADJ;MASC;PL
absurdo	tonterías	absurdo	tontería	ADJ;MASC;SG	N;FEM;PL
absurdo	tontería	absurdo	tontería	ADJ;MASC;SG	N;FEM;SG
frankfurt	francfort	frankfurt	francfort	N;MASC;SG	PROPN
inovação	innovaciones	inovação	innovación	N;FEM;SG	N;FEM;PL
meridional	southern	meridional	southern	ADJ;MASC;SG	N
meridional	sur	meridional	sur	ADJ;MASC;SG	N;MASC;SG
montana	montana	montana	montana	N;FEM;SG	ADJ;FEM;SG
fundir	fusión	fundir	fusión	V;NFIN	N;FEM;SG
fundir	fusión	fundir	fusión	V;NFIN	N;FEM;SG
fundir	fusionado	fundir	fusionado	V;NFIN	ADJ;MASC;SG;V.PTCP
suficientes	suficiente	suficiente	suficiente	ADJ;MASC;PL	ADJ;SG
canada	canadá	canada	canadá	N;FEM;SG	
norman	normandos	norman	normando	N;MASC;SG	N;MASC;PL
promessa	prometido	promessa	prometer	N;FEM;SG	ADJ;MASC;SG;V.PTCP
promessa	prometer	promessa	prometer	N;FEM;SG	V;NFIN
promessa	promesas	promessa	promesa	N;FEM;SG	N;FEM;PL
promessa	prometen	promessa	prometer	N;FEM;SG	V;IND;PL;3;PRS;FIN
alternativas	alternativo	alternativa	alternativo	N;FEM;PL	ADJ;MASC;SG
alternativas	alternativos	alternativa	alternativo	N;FEM;PL	ADJ;MASC;PL
alternativas	alternativa	alternativa	alternativa	N;FEM;PL	N;FEM;SG
alternativas	alternativos	alternativa	alternativo	N;FEM;PL	ADJ;MASC;PL
dourado	oro	dourar	oro	V;MASC;SG;V.PTCP	N;MASC;SG
dourado	dorada	dourar	dorado	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
dourado	golden	dourar	golden	V;MASC;SG;V.PTCP	N;MASC;SG
dourado	dorado	dourar	dorado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
dourado	dorados	dourar	dorado	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
dourado	oro	dourar	oro	V;MASC;SG;V.PTCP	N;MASC;SG
dourado	dorada	dourar	dorado	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
dourado	dorado	dourar	dorado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
dourado	gold	dourar	gold	V;MASC;SG;V.PTCP	N
comparado	comparadas	comparar	comparado	V;MASC;SG;V.PTCP	ADJ;FEM;PL;V.PTCP
comparado	comparado	comparar	comparado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
comparado	comparados	comparar	comparado	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
propõe	proponga	propor	proponer	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
propõe	proponen	propor	proponer	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
propõe	propondrá	propor	proponer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;FUT;FIN
transformado	transformados	transformar	transformado	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
transformado	transformado	transformar	transformado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
transformado	transformada	transformar	transformado	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
transformado	transformadas	transformar	transformado	V;MASC;SG;V.PTCP	ADJ;FEM;PL;V.PTCP
resultante	resultantes	resultante	resultante	ADJ;MASC;SG	ADJ;PL
resultante	resultando	resultante	resultar	ADJ;MASC;SG	V;V.MSDR
resultante	resultantes	resultante	resultante	ADJ;MASC;SG	ADJ;PL
fixa	corregido	fixo	corregido	N;FEM;SG	ADJ;MASC;SG;V.PTCP
fixa	fijo	fixo	fijo	N;FEM;SG	ADJ;MASC;SG
fixa	fijos	fixo	fijo	N;FEM;SG	ADJ;MASC;PL
fixa	fijado	fixo	fijado	N;FEM;SG	ADJ;MASC;SG;V.PTCP
fixa	fijas	fixo	fijo	N;FEM;SG	ADJ;FEM;PL
adversários	adversario	adversário	adversario	N;MASC;PL	N;MASC;SG
reitor	dean	reitor	dear	N;MASC;SG	PROPN
contemporâneo	contemporáneas	contemporâneo	contemporáneo	ADJ;MASC;SG	ADJ;FEM;PL
contemporâneo	contemporáneos	contemporâneo	contemporáneo	ADJ;MASC;SG	N;MASC;PL
noiva	prometida	noiva	prometida	N;FEM;SG	ADJ;FEM;SG;V.PTCP
noiva	prometida	noiva	prometida	N;FEM;SG	ADJ;FEM;SG;V.PTCP
noiva	comprometido	noiva	comprometido	N;FEM;SG	ADJ;MASC;SG;V.PTCP
noiva	comprometidos	noiva	comprometido	N;FEM;SG	ADJ;MASC;PL;V.PTCP
noiva	comprometida	noiva	comprometido	N;FEM;SG	ADJ;FEM;SG;V.PTCP
emi	ime	eme	ime	N;MASC;SG	
emi	emi	eme	emi	N;MASC;SG	PROPN
associadas	afiliados	associar	afiliado	V;FEM;PL;V.PTCP	N;MASC;PL
associadas	afiliado	associar	afiliado	V;FEM;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
associadas	asociados	associar	asociado	V;FEM;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
associadas	socios	associar	socio	V;FEM;PL;V.PTCP	N;MASC;PL
associadas	asociadas	associar	asociado	V;FEM;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
associadas	asociado	associar	asociado	V;FEM;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
associadas	associated	associar	associated	V;FEM;PL;V.PTCP	N
associadas	asociada	associar	asociado	V;FEM;PL;V.PTCP	ADJ;FEM;SG;V.PTCP
coletiva	colectivas	coletivo	colectivo	N;FEM;SG	ADJ;FEM;PL
coletiva	colectiva	coletivo	colectivo	N;FEM;SG	ADJ;FEM;SG
coletiva	colectivos	coletivo	colectivo	N;FEM;SG	N;MASC;PL
spin	girar	spin	girar	N;MASC;SG	V;NFIN
insiste	insisto	insistir	insistir	V;IND;SG;3;PRS;FIN	INTJ
insiste	insista	insistir	insistir	V;IND;SG;3;PRS;FIN	V;IMP;SG;3;FIN
insiste	insisten	insistir	insistir	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
borda	fronterizo	borda	fronterizo	N;FEM;SG	ADJ;MASC;SG
borda	fronteriza	borda	fronterizo	N;FEM;SG	ADJ;FEM;SG
borda	fronteras	borda	frontera	N;FEM;SG	N;FEM;PL
funcionário	empleada	funcionário	empleado	N;MASC;SG	ADJ;FEM;SG;V.PTCP
funcionário	empleados	funcionário	empleado	N;MASC;SG	N;MASC;PL
funcionário	asalariado	funcionário	asalariado	N;MASC;SG	ADJ;MASC;SG;V.PTCP
funcionário	empleado	funcionário	empleado	N;MASC;SG	ADJ;MASC;SG;V.PTCP
funcionário	oficial	funcionário	oficial	N;MASC;SG	ADJ;SG
nov	nov	nov	nov	N;MASC;SG	
acadêmica	académicos	acadêmico	académico	N;FEM;SG	N;MASC;PL
acadêmica	académico	acadêmico	académico	N;FEM;SG	ADJ;MASC;SG
acadêmica	académicas	acadêmico	académico	N;FEM;SG	ADJ;FEM;PL
acadêmica	académica	acadêmico	académico	N;FEM;SG	ADJ;FEM;SG
frequentes	frecuente	frequente	frecuente	ADJ;MASC;PL	ADJ;SG
frequentes	frecuente	frequente	frecuente	ADJ;MASC;PL	ADJ;SG
frequentes	común	frequente	común	ADJ;MASC;PL	ADJ;SG
frequentes	common	frequente	common	ADJ;MASC;PL	N
fechada	cerrada	fechar	cerrado	V;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
fechada	cerrado	fechar	cerrado	V;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
fechada	cerrados	fechar	cerrado	V;FEM;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
infra	infra	infrar	infra	N;FEM;SG	
cinza	gray	cinza	gray	N;FEM;SG	PROPN
cinza	gris	cinza	gris	N;FEM;SG	
cinza	grises	cinza	gris	N;FEM;SG	N;PL
cinza	canas	cinza	cana	N;FEM;SG	N;FEM;PL
cinza	cenizas	cinza	ceniza	N;FEM;SG	N;FEM;PL
cinza	ash	cinza	ash	N;FEM;SG	PROPN
cinza	gris	cinza	gris	N;FEM;SG	
cinza	grises	cinza	gris	N;FEM;SG	N;PL
frequente	comunes	frequente	común	ADJ;MASC;SG	ADJ;PL
frequente	frecuentes	frequente	frecuente	ADJ;MASC;SG	ADJ;PL
frequente	common	frequente	common	ADJ;MASC;SG	N
frequente	frecuentes	frequente	frecuente	ADJ;MASC;SG	ADJ;PL
enviada	enviada	enviar	enviado	V;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
enviada	enviados	enviar	enviar	V;FEM;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
enviada	enviadas	enviar	enviado	V;FEM;SG;V.PTCP	ADJ;FEM;PL;V.PTCP
enviada	enviado	enviar	enviado	V;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
muralha	murallas	muralha	muralla	N;FEM;SG	N;FEM;PL
mercedes	mercedes	mercede	merced	N;MASC;SG	
difíceis	dificil	difícil	dificil	ADJ;MASC;PL	ADJ;SG
difíceis	difícil	difícil	difícil	ADJ;MASC;PL	ADJ;SG
rachel	raquel	rachel	raquel	N;FEM;SG	PROPN
renovação	renovaciones	renovação	renovación	N;FEM;SG	N;FEM;PL
manchete	titulares	manchete	titular	N;FEM;SG	N;MASC;PL
manchete	encabezado	manchete	encabezado	N;FEM;SG	ADJ;MASC;SG;V.PTCP
exclusivo	exclusividad	exclusivo	exclusividad	ADJ;MASC;SG	N;FEM;SG
exclusivo	exclusivas	exclusivo	exclusivo	ADJ;MASC;SG	ADJ;FEM;PL
exclusivo	exclusivos	exclusivo	exclusivo	ADJ;MASC;SG	ADJ;MASC;PL
crônica	crónico	crônico	crónico	N;FEM;SG	ADJ;MASC;SG
crônica	crónicas	crônico	crónica	N;FEM;SG	N;FEM;PL
telecomunicações	telecomunicación	telecomunicação	telecomunicación	N;FEM;PL	N;FEM;SG
apoiado	respaldado	apoiar	respaldado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
apoiado	respaldada	apoiar	respaldado	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
apoiado	respaldados	apoiar	respaldado	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
apoiado	respaldado	apoiar	respaldado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
apoiado	apoyado	apoiar	apoyar	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
apoiado	soportado	apoiar	soportar	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
eficaz	efectivos	eficaz	efectivo	ADJ;FEM;SG	N;MASC;PL
sweet	dulces	sweet	dulce	N;MASC;SG	N;MASC;PL
sweet	dulce	sweet	dulce	N;MASC;SG	ADJ;SG
hopkins	hopkins	hopkins	hopkins	N;MASC;SG	PROPN
prestígio	prestigioso	prestígio	prestigioso	N;MASC;SG	ADJ;MASC;SG
prestígio	prestigiosos	prestígio	prestigioso	N;MASC;SG	ADJ;MASC;PL
prestígio	prestigiosa	prestígio	prestigioso	N;MASC;SG	ADJ;FEM;SG
prestígio	prestigiosas	prestígio	prestigioso	N;MASC;SG	ADJ;FEM;PL
coletivo	colectivas	coletivo	colectivo	N;MASC;SG	ADJ;FEM;PL
coletivo	colectiva	coletivo	colectivo	N;MASC;SG	ADJ;FEM;SG
coletivo	colectivos	coletivo	colectivo	N;MASC;SG	N;MASC;PL
leipzig	leipzig	leipzig	leipzig	N;MASC;SG	PROPN
say	say	say	saber	N;MASC;SG	PROPN
say	dí	say	dí	N;MASC;SG	V;IND;SG;1;PST;FIN
say	decir	say	decir	N;MASC;SG	V;NFIN
say	diga	say	decir	N;MASC;SG	V;IMP;SG;3;FIN
secundárias	secundaria	secundário	secundario	ADJ;FEM;PL	ADJ;FEM;SG
secundárias	secundario	secundário	secundario	ADJ;FEM;PL	ADJ;MASC;SG
