筋	τένοντες	筋	τένω	N	ADJ;NOM;MASC;PL
乾燥	ξηρή	乾燥	ξηρή	ADJ	N;NOM;FEM;SG
乾燥	στεγνά	乾燥	στεγνά	ADJ	ADV
乾燥	ξηρά	乾燥	ξηρά	ADJ	N;NOM;NEUT;PL
乾燥	στεγνό	乾燥	στεγνό	ADJ	N;NOM;NEUT;SG
乾燥	ξηρό	乾燥	ξηρός	ADJ	N;NOM;NEUT;SG
乾燥	ξήρανση	乾燥	ξήρανση	ADJ	N;NOM;FEM;SG
開墾	ανάκτηση	開墾	ανάκτηση	V	N;ACC;FEM;SG
勞倫斯	λόρενς	勞倫斯	λόρης	PROPN	PROPN;NOM;FEM;SG
勞倫斯	λώρενς	勞倫斯	λώρης	PROPN	PROPN;NOM;MASC;PL
長年	πολυετείς	長年	πολύετης	N	ADJ;NOM;MASC;PL
低溫	κρυογονική	低溫	κρυογονικός	N	ADJ;NOM;FEM;SG
奧斯汀	ώστιν	奧斯汀	ώστιν	PROPN	
奧斯汀	όστιν	奧斯汀	όστιν	PROPN	
推算	παρέκταση	推算	παρέκταση	V	N;NOM;FEM;SG
送出	αποστολή	送出	αποστολή	V	N;NOM;FEM;SG
管理	μάνατζερ	管理	μάνατζερ	V	N;NOM;NEUT;PL
管理	διαχειριστής	管理	διαχειριστής	V	N;NOM;MASC;SG
管理	διευθυντής	管理	διευθυντής	V	N;NOM;MASC;SG
管理	διαχειριστές	管理	διαχειριστής	V	N;NOM;MASC;PL
管理	διευθυντές	管理	διευθυντής	V	N;NOM;MASC;PL
哈桑	χασάν	哈桑	χάσα	PROPN	
委派	εκχώρηση	委派	εκχώρηση	V	N;ACC;FEM;SG
委派	ανάθεση	委派	ανάθεση	V	N;ACC;FEM;SG
卸	αποβίβαση	卸	αποβίβαση	V	N;ACC;FEM;SG
卸	εκφόρτωση	卸	εκφόρτωση	V	N;ACC;FEM;SG
聚焦	επικέντρωση	聚焦	επικέντρωση	V	N;ACC;FEM;SG
聚焦	εστίαση	聚焦	εστίαση	V	N;ACC;FEM;SG
聚焦	εστίαση	聚焦	εστίαση	V	N;ACC;FEM;SG
全景	panorama	全景	panorama	N	
全景	πανοραμική	全景	πανοραμικός	N	ADJ;NOM;FEM;SG
佐賀	σάγκα	佐賀	σάγκα	PROPN	PROPN;ACC;FEM;SG
佛羅里達	φλόριδα	佛羅里達	φλόριδα	PROPN	N;NOM;SG
佛羅里達	florida	佛羅里達	florida	PROPN	
佛羅里達	φλόριντα	佛羅里達	φλόριν	PROPN	
誤導	παραπλάνηση	誤導	παραπλάνηση	V	N;ACC;FEM;SG
誤導	παραπλανητική	誤導	παραπλανητικός	V	ADJ;NOM;FEM;SG
誤導	παραπλανητικό	誤導	παραπλανητικός	V	ADJ;NOM;NEUT;SG
誤導	παραπλανητικές	誤導	παραπλανητικός	V	ADJ;NOM;FEM;PL
工地	site	工地	site	N	
比丘	πίτσου	比丘	πίτσο	PROPN	N;NOM;NEUT;SG
腎	νεφρική	腎	νεφρικός	N	ADJ;NOM;FEM;SG
波恩	βόννη	波恩	βόννη	PROPN	PROPN;ACC;FEM;SG
回憶	απομνημονεύματα	回憶	απομνημόνευμα	V	N;NOM;NEUT;PL
回憶	απομνημονεύματα	回憶	απομνημόνευμα	V	N;NOM;NEUT;PL
鈎	χουκ	鈎	χουκ	N	
觸發	έναυσμα	觸發	έναυσμα	V	N;ACC;NEUT;SG
觸發	σκανδάλη	觸發	σκάνδαλο	V	N;ACC;FEM;SG
未婚	ανύπαντρη	未婚	ανύπαντρος	V	ADJ;NOM;FEM;SG
未婚	ανύπαντρος	未婚	ανύπαντρος	V	ADJ;NOM;MASC;SG
美式	αμερικανική	美式	αμερικάνικος	N	ADJ;NOM;FEM;SG
美式	αμερικάνικα	美式	αμερικάνικος	N	ADV
美式	αμερικανός	美式	Αμερικανός	N	ADJ;NOM;MASC;SG
美式	αμερικάνος	美式	αμερικάνος	N	ADJ;NOM;MASC;SG
美式	αμερικάνικο	美式	Αμερικάνικος	N	ADJ;NOM;NEUT;SG
美式	αμερικανοί	美式	Αμερικανός	N	PROPN;NOM;MASC;PL
診	κλινικές	診	κλινικός	N	ADJ;NOM;FEM;PL
診	κλινική	診	κλινικός	N	ADJ;NOM;FEM;SG
大膽	τολμηρός	大膽	τολμηρός	N	ADJ;NOM;MASC;SG
大膽	τολμηρό	大膽	τολμηρός	N	ADJ;NOM;NEUT;SG
大膽	τολμηρή	大膽	τολμηρός	N	ADJ;NOM;FEM;SG
感知	αντιλαμβάνονται	感知	αντιλαμβάνω	N	V;IPFV;IND;PL;3;PRS;FIN;PASS
違規	παραβίαση	違規	παραβίαση	V	N;ACC;FEM;SG
違規	ρήγμα	違規	ρήγμα	V	N;NOM;NEUT;SG
違規	παραβίαση	違規	παραβίαση	V	N;ACC;FEM;SG
煤礦	κάρβουνο	煤礦	κάρβουνος	N	V;IPFV;IND;PL;3;PRS;FIN;ACT
占卜	μαντεία	占卜	μαντεία	V	N;NOM;NEUT;PL
侵蝕	διάβρωση	侵蝕	διάβρωση	V	N;NOM;FEM;SG
後勤	εφοδιαστικής	後勤	εφοδιαστικός	N	ADJ;GEN;FEM;SG
後勤	υλικοτεχνική	後勤	υλικοτεχνικός	N	ADJ;NOM;FEM;SG
後勤	υλικοτεχνική	後勤	υλικοτεχνικός	N	ADJ;NOM;FEM;SG
固體	στερεά	固體	στεργώ	N	ADV
固體	στερεά	固體	στεργώ	N	ADV
訂單	τάξη	訂單	τάξη	V	N;NOM;FEM;SG
訂單	παραγγελία	訂單	παραγγελία	V	N;NOM;FEM;SG
訂單	σειρά	訂單	σειρά	V	N;ACC;FEM;SG
訂單	διαταγή	訂單	διαταγή	V	N;ACC;FEM;SG
訂單	παραγγελίες	訂單	παραγγελία	V	N;NOM;FEM;PL
訂單	διαταγές	訂單	διαταγή	V	N;NOM;FEM;PL
訂單	εντολές	訂單	εντολή	V	N;NOM;FEM;PL
猩猩	πίθηκος	猩猩	πίθηκος	N	ADJ;NOM;MASC;SG
日內瓦	γενεύη	日內瓦	γενεύη	PROPN	PROPN;ACC;FEM;SG
梅森	μέισον	梅森	μέισον	PROPN	
梅森	mason	梅森	mason	PROPN	
擁抱	αγκάλιασε	擁抱	αγκαλιάζω	N	V;PFV;IND;SG;3;PST;FIN;ACT
西邊	δυτικά	西邊	δυτικά	N	ADV
西邊	δυτική	西邊	δυτικός	N	ADJ;NOM;FEM;SG
西邊	γουέστ	西邊	γουέστ	N	
滑行	glide	滑行	glide	N	
出國	εξωτερικό	出國	εξωτερικό	V	N;NOM;NEUT;SG
耐心	υπομονή	耐心	υπομονή	ADJ	N;NOM;FEM;SG
紡織	υφαντικές	紡織	υφαντικός	N	ADJ;NOM;FEM;PL
紡織	κλωστοϋφαντουργικά	紡織	κλωστοϋφτουρουργικός	N	ADV
潛水	καταδύσεις	潛水	κατάδυση	V	N;NOM;FEM;PL
潛水	βουτιές	潛水	βουτιός	V	N;NOM;FEM;PL
潛水	βουτιά	潛水	βουτί	V	N;NOM;FEM;SG
潛水	κατάδυση	潛水	κατάδυση	V	N;NOM;FEM;SG
潛水	βουτιά	潛水	βουτί	V	N;NOM;FEM;SG
潛水	κατάδυση	潛水	κατάδυση	V	N;NOM;FEM;SG
合法	νομιμότητα	合法	νομιμότητα	V	N;ACC;FEM;SG
合法	νομιμοποίηση	合法	νομιμοποίηση	V	N;ACC;FEM;SG
合法	νομιμότητα	合法	νομιμότητα	V	N;ACC;FEM;SG
合法	νομιμότητα	合法	νομιμότητα	V	N;ACC;FEM;SG
竇	σκύλος	竇	σκύλος	PROPN	N;NOM;MASC;SG
竇	σκυλί	竇	σκυλί	PROPN	N;NOM;NEUT;SG
吸引	ελκυστικότητα	吸引	ελκυστικότητα	V	N;ACC;FEM;SG
吸引	προσέλκυση	吸引	προσέλκυση	V	N;NOM;FEM;SG
吸引	αξιοθέατο	吸引	αξιοθέατος	V	N;NOM;NEUT;PL
吸引	έλξης	吸引	έλξη	V	N;GEN;FEM;SG
吸引	έλξη	吸引	έλξη	V	N;NOM;FEM;SG
吸引	ελκυστικό	吸引	ελκυστικός	V	ADJ;NOM;NEUT;SG
吸引	ελκυστικός	吸引	ελκυστικός	V	ADJ;NOM;MASC;SG
吸引	ελκυστικά	吸引	ελκυστικά	V	ADV
吸引	ελκυστικό	吸引	ελκυστικός	V	ADJ;NOM;NEUT;SG
吸引	ελκυστική	吸引	ελκυστικός	V	ADJ;NOM;FEM;SG
吸引	ελκυστικός	吸引	ελκυστικός	V	ADJ;NOM;MASC;SG
甘蔗	μπαστούνι	甘蔗	μπαστούνι	N	V;PFV;IND;SG;3;FIN;PASS
哭	κραυγή	哭	κραυγή	V	N;NOM;FEM;SG
哭	κλάμα	哭	κλάμα	V	N;NOM;NEUT;SG
哭	κλάμα	哭	κλάμα	V	N;NOM;NEUT;SG
成型	σχηματίζεται	成型	σχηματίζω	N	V;IPFV;IND;SG;3;PRS;FIN;PASS
口服	στοματική	口服	στοματικός	N	ADJ;NOM;FEM;SG
口服	προφορική	口服	προφορικός	N	ADJ;NOM;FEM;SG
廣東	καντονέζικα	廣東	καντονέζικος	PROPN	N;NOM;NEUT;PL
嚴謹	αυστηρά	嚴謹	αυστηρά	ADJ	ADV
三	τρίαινα	三	τρίαινα	NUM	ADJ;NOM;FEM;SG
仰光	yangon	仰光	yangon	PROPN	
豁免	εξαίρεση	豁免	εξαίρεση		N;ACC;FEM;SG
豁免	απαλλαγή	豁免	απαλλαγή		N;ACC;FEM;SG
豁免	ανοσία	豁免	ανοσία		N;ACC;FEM;SG
豁免	ασυλία	豁免	ασυλία		N;ACC;FEM;SG
豁免	εξαιρέσεις	豁免	εξαίρεση		N;NOM;FEM;PL
豁免	απαλλαγές	豁免	απαλλαγή		N;NOM;FEM;PL
豁免	ασυλίες	豁免	ασυλία		N;NOM;FEM;PL
推斷	παρέκταση	推斷	παρέκταση	V	N;NOM;FEM;SG
暹羅	σιαμαία	暹羅	σιαμαίος	PROPN	N;NOM;NEUT;PL
暹羅	σιάμ	暹羅	σιάμ	PROPN	
鑄造	κάστινγκ	鑄造	κάστινγκ	V	
刪去	διαγραφή	刪去	διαγραφή	V	ADV
麻醉	αναισθητικό	麻醉	αναισθητικός	N	ADJ;NOM;NEUT;SG
麻醉	αναισθητικό	麻醉	αναισθητικός	N	ADJ;NOM;NEUT;SG
加深	εμβάθυνση	加深	εμβάθυνση	V	N;ACC;FEM;SG
芳香	αρωματικές	芳香	αρωματικός	N	ADJ;NOM;FEM;PL
芳香	αρωματικά	芳香	αρωματικά	N	ADV
芳香	αρωματικούς	芳香	αρωματικός	N	ADJ;ACC;MASC;PL
明文	ρητή	明文	ρητός	N	ADJ;NOM;FEM;SG
服務	υπηρεσίες	服務	υπηρεσία	V	N;NOM;FEM;PL
守衛	φρουροί	守衛	φρουρός	V	N;NOM;MASC;PL
守衛	φύλακες	守衛	φύλακας	V	N;NOM;MASC;PL
守衛	φύλακα	守衛	φύλακα	V	N;ACC;MASC;SG
守衛	φρουρός	守衛	φρουρός	V	N;NOM;MASC;SG
守衛	φρουρά	守衛	φρουρά	V	N;ACC;FEM;SG
守衛	φύλακας	守衛	φύλακα	V	N;NOM;MASC;SG
籃板	ριμπάουντ	籃板	ριμπάουντ	N	
遣返	επαναπατρισμού	遣返	επαναπατρισμός	V	N;GEN;MASC;SG
遣返	επαναπατρισμό	遣返	επαναπατρισμός	V	N;ACC;MASC;SG
倫理	ηθική	倫理	ηθικός	N	ADJ;NOM;FEM;SG
倫理	ηθική	倫理	ηθικός	N	ADJ;NOM;FEM;SG
一	σκηνή	一	σκηνός	NUM	N;ACC;FEM;SG
一	σκηνη	一	σκηνός	NUM	N;ACC;FEM;SG
摸	άγγιγμα	摸	άγγιγμα	V	N;NOM;NEUT;SG
摸	αφή	摸	αφή	V	N;NOM;FEM;SG
投放	παράδοση	投放	παράδοση	V	N;ACC;FEM;SG
憲政	συνταγματικά	憲政	συνταγματικά	N	ADV
憲政	συνταγματικό	憲政	συνταγματικός	N	ADJ;NOM;NEUT;SG
憲政	συνταγματική	憲政	συνταγματικός	N	ADJ;NOM;FEM;SG
瀋陽	σενγιάνγκ	瀋陽	σενγιάνγκ	PROPN	N
艾瑪	έμμα	艾瑪	έμμα	PROPN	N;NOM;FEM;SG
艾瑪	έμα	艾瑪	ένας	PROPN	
艾瑪	εμα	艾瑪	εμα	PROPN	N
類比	ανάλογο	類比	ανάλογος	N	ADJ;NOM;NEUT;SG
類比	αναλογική	類比	αναλογικός	N	ADJ;NOM;FEM;SG
類比	αναλογικά	類比	αναλογικά	N	ADV
類比	αναλογικό	類比	αναλογικός	N	ADJ;NOM;NEUT;SG
雅加達	τζακάρτα	雅加達	τζακάρτα	PROPN	
對照	αντίθεση	對照	αντίθεση		N;ACC;FEM;SG
膨脹	επέκταση	膨脹	επέκταση	V	N;ACC;FEM;SG
招標	τρυφερό	招標	τρυφερός	V	ADJ;NOM;NEUT;SG
招標	τρυφερή	招標	τρυφερής	V	ADJ;NOM;FEM;SG
招標	τρυφερός	招標	τρυφερός	V	ADJ;NOM;MASC;SG
招標	πορνεία	招標	πορνείο	V	N;NOM;FEM;SG
波羅	βαλτική	波羅	βαλτικός	PROPN	ADJ;NOM;FEM;SG
波羅	βαλτικής	波羅	βαλτικός	PROPN	ADJ;GEN;FEM;SG
閃光	flash	閃光	flash	N	
削減	περικοπές	削減	περικοπή	V	N;NOM;FEM;PL
削減	κοπή	削減	κοπή	V	N;NOM;FEM;SG
削減	κόψιμο	削減	κόψιμο	V	N;NOM;NEUT;SG
削減	κομμένα	削減	κομμένος	V	N;NOM;NEUT;PL
削減	κόψιμο	削減	κόψιμο	V	N;NOM;NEUT;SG
削減	τεμάχια	削減	τεμάχιος	V	N;NOM;NEUT;PL
削減	περικοπές	削減	περικοπή	V	N;NOM;FEM;PL
削減	κοψίματα	削減	κόδιμα	V	N;NOM;NEUT;PL
視察	έλεγχοι	視察	έλεγχος	V	N;NOM;MASC;PL
視察	επιθεωρήσεις	視察	επιθεώρηση	V	N;NOM;FEM;PL
視察	επιθεώρηση	視察	επιθεώρηση	V	N;NOM;FEM;SG
視察	επιθεώρησης	視察	επιθεώρηση	V	N;GEN;FEM;SG
里根	ρήγκαν	里根	ρήγκαν	PROPN	
里根	ρέιγκαν	里根	ρέιγκαν	PROPN	
里根	ρίγκαν	里根	ρίγκαν	PROPN	
殘酷	βαρβαρότητα	殘酷	βαρβαρότητα	ADJ	N;ACC;FEM;SG
殘酷	σκληρότητα	殘酷	σκληρότητα	ADJ	N;ACC;FEM;SG
殘酷	βάναυσο	殘酷	βάναυσος	ADJ	N;ACC;MASC;SG
殘酷	βάναυση	殘酷	βάναυση	ADJ	N;NOM;FEM;SG
殘酷	βάρβαρο	殘酷	βάρβαρο	ADJ	N;NOM;MASC;SG
牧場	ράντσο	牧場	ράντσο	N	
單身	single	單身	single	N	
單身	ενιαία	單身	ενιαίος	N	ADJ;NOM;FEM;SG
大	φύση	大	φύση	ADJ	N;NOM;FEM;SG
大	φυση	大	φυση	ADJ	N;NOM;FEM;SG
九	nine	九	nine	NUM	
雇用	μίσθωση	雇用	μίσθωση	V	N;NOM;FEM;SG
雇用	πρόσληψη	雇用	πρόσληψη	V	N;ACC;FEM;SG
雇用	προσλήψεις	雇用	πρόσληψη	V	N;NOM;FEM;PL
雇用	μίσθωση	雇用	μίσθωση	V	N;NOM;FEM;SG
悲傷	θλιμμένος	悲傷	θλιμμένος	N	V;PFV;NOM;MASC;SG;V.PTCP;PASS
悲傷	λυπημένος	悲傷	λυπημένος	N	V;PFV;NOM;MASC;SG;V.PTCP;PASS
悲傷	λυπηρό	悲傷	λυπηρός	N	ADJ;NOM;NEUT;SG
悲傷	λυπημένη	悲傷	λυπημένος	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
僧侶	μονκ	僧侶	μονκ	N	
沒收	κατάσχεση	沒收	κατάσχεση	V	N;ACC;FEM;SG
反向	όπισθεν	反向	οπίζω	N	ADV
反向	αντίστροφη	反向	αντίστροφος	N	ADJ;NOM;FEM;SG
感恩	ευγνωμοσύνη	感恩	ευγνωμοσύνη		N;ACC;FEM;SG
感恩	ευγνώμων	感恩	ευγνώμων		ADJ;NOM;MASC;SG
感恩	ευγνώμονες	感恩	ευγνώμονας		ADJ;NOM;MASC;PL
感恩	ευγνώμων	感恩	ευγνώμων		ADJ;NOM;MASC;SG
感恩	ευγνώμονες	感恩	ευγνώμονας		ADJ;NOM;MASC;PL
生氣	θυμωμένος	生氣	θυμωμένος	N	V;PFV;NOM;MASC;SG;V.PTCP;PASS
生氣	θυμωμένη	生氣	θυμώμανος	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
生氣	οργισμένος	生氣	οργισμένος	N	ADJ;NOM;MASC;SG
生氣	θυμωμένοι	生氣	θυμώμένος	N	V;PFV;NOM;MASC;PL;V.PTCP;PASS
星期	κυριακές	星期	κυριακός	N	ADJ;NOM;FEM;PL
平滑	λείο	平滑	λείο	N	ADJ;NOM;NEUT;SG
平滑	ομαλή	平滑	ομαλός	N	ADJ;NOM;FEM;SG
平滑	λειαντικό	平滑	λειαντικός	N	ADV
加速	επιταχυντής	加速	επιταχυντής	V	ADJ;NOM;MASC;SG
加速	επιταχυντή	加速	επιταχυντής	V	N;ACC;MASC;SG
穆爾	μουρ	穆爾	μουρ	PROPN	
薄弱	αδυναμίες	薄弱	αδυναμία	ADJ	N;NOM;FEM;PL
薄弱	αδυναμία	薄弱	αδυναμία	ADJ	N;ACC;FEM;SG
薄弱	αδύναμος	薄弱	αδύναμος	ADJ	N;NOM;MASC;SG
宙斯	δία	宙斯	δία	PROPN	N;VOC;MASC;SG
宙斯	δίας	宙斯	δία	PROPN	PROPN;NOM;MASC;SG
越共	βιετκόνγκ	越共	βιετκόνγκ	PROPN	N;NOM;NEUT;SG
填充	πλήρωσης	填充	πλήρωση	V	N;GEN;FEM;SG
填充	πλήρωση	填充	πλήρωση	V	N;ACC;FEM;SG
填充	γέμιση	填充	γέμιση	V	N;NOM;FEM;SG
填充	γέμισμα	填充	γέμισμα	V	N;NOM;NEUT;SG
起因	προκαλεί	起因	προκαλώ	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
高	πολυμερές	高	πολυμερής	PART	N;NOM;NEUT;SG
反省	αντανάκλαση	反省	αντανάκλαση	V	N;NOM;FEM;SG
敲	τοκ	敲	τοκ	V	
敲	νοκ	敲	νοκ	V	NUM
頂端	κορυφαία	頂端	κορυφαία	N	ADV
頂端	top	頂端	top	N	
角落	γωνιακό	角落	γωνιακός	N	ADJ;NOM;NEUT;SG
淋巴	λεμφικό	淋巴	λεμφικός	N	ADJ;NOM;NEUT;SG
燈光	light	燈光	light	N	
燈光	ελαφριά	燈光	ελαφριά	N	ADJ;NOM;FEM;SG
瑪利亞	μαρία	瑪利亞	μαρία	PROPN	PROPN;NOM;FEM;SG
瑪利亞	μαρια	瑪利亞	μαρια	PROPN	PROPN;NOM;FEM;SG
抗衡	αντίβαρο	抗衡	αντίβαρος	V	N;NOM;NEUT;SG
儲備	αποθεματικά	儲備	αποθεματικά	N	ADV
反對	αντιπολίτευσης	反對	αντιπολίτευση	V	N;GEN;FEM;SG
反對	αντίθεση	反對	αντίθεση	V	N;ACC;FEM;SG
反對	αντιπολίτευση	反對	αντιπολίτευση	V	N;NOM;FEM;SG
離任	απερχόμενος	離任	απερχόμενος	V	ADJ;NOM;MASC;SG
激發	τόνωση	激發	τόνωση	V	N;ACC;FEM;SG
禁忌	απαγορεύεται	禁忌	απαγορεύω	N	V;IPFV;IND;SG;3;PRS;FIN;PASS
禁忌	απαγορευμένα	禁忌	απαγορεύω	N	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
禁忌	απαγορευμένη	禁忌	απαγορεύω	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
禁忌	απαγορευμένο	禁忌	απαγορεύω	N	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
噴	σπρέι	噴	σπρέι	V	N;NOM;NEUT;PL
偽裝	μεταμφίεση	偽裝	μεταμφίεση	V	N;ACC;FEM;SG
偽裝	καμουφλάζ	偽裝	καμουφλάζ	V	N;NOM;NEUT;SG
偽裝	μεταμφιέσεις	偽裝	μεταμφίεση	V	N;NOM;FEM;PL
鳩	περιστέρι	鳩	περιστέρι	PROPN	N;NOM;NEUT;SG
波動	πτητικές	波動	πτητικός	N	ADJ;NOM;FEM;PL
層次	level	層次	level	N	
矽	σιλικόνη	矽	σιλικόνη	N	ADJ;NOM;FEM;SG
繡	κεντημένα	繡	κεντημένος	N	ADJ;NOM;NEUT;PL
匹茲堡	πίτσμπουργκ	匹茲堡	πίτσμπουργκ	PROPN	PROPN;NOM;NEUT;SG
笨	ηλίθια	笨	ηλίθι	PART	N;NOM;FEM;SG
笨	ηλίθιο	笨	ηλίθιο	PART	ADJ;NOM;NEUT;SG
少	λιγότερο	少	λίγο	ADJ	ADV;CMPR
少	λιγότερα	少	λίγο	ADJ	ADV;CMPR
康復	γιατρειά	康復	γιατρειά	V	N;NOM;FEM;SG
康復	επούλωση	康復	επούλωση	V	N;ACC;FEM;SG
康復	αναμόρφωση	康復	αναμόρφωση	V	N;ACC;FEM;SG
康復	επανένταξη	康復	επανένταξη	V	N;ACC;FEM;SG
康復	αποκατάσταση	康復	αποκατάσταση	V	N;ACC;FEM;SG
康復	ανάκαμψη	康復	ανάκαμψη	V	N;ACC;FEM;SG
康復	ανάκτηση	康復	ανάκτηση	V	N;ACC;FEM;SG
康復	ανάρρωση	康復	ανάρρωση	V	N;ACC;FEM;SG
布希	bush	布希	bush	PROPN	
布希	μπους	布希	μπου	PROPN	
布希	θάμνος	布希	θάμνος	PROPN	N;NOM;MASC;SG
布希	θάμνο	布希	θάμνο	PROPN	N;NOM;NEUT;SG
欺騙	εξαπάτηση	欺騙	εξαπάτηση	V	N;ACC;FEM;SG
欺騙	κλεψιά	欺騙	κλεψιά	V	N;NOM;FEM;SG
欺騙	κλέψιμο	欺騙	κλέψιμο	V	N;NOM;NEUT;SG
欺騙	εξαπάτηση	欺騙	εξαπάτηση	V	N;ACC;FEM;SG
欺騙	απάτη	欺騙	απάτη	V	N;NOM;FEM;SG
磁性	μαγνητικές	磁性	μαγνητικός	N	ADJ;NOM;FEM;PL
磁性	μαγνητική	磁性	μαγνητικός	N	ADJ;NOM;FEM;SG
磁性	μαγνητικά	磁性	μαγνητικά	N	ADV
磁性	μαγνητικό	磁性	μαγνητικός	N	ADJ;NOM;NEUT;SG
造訪	επισκέπτης	造訪	επισκέπτης	V	N;NOM;MASC;SG
炸藥	εκρηκτική	炸藥	εκρηκτικός	N	ADJ;NOM;FEM;SG
炸藥	εκρηκτικές	炸藥	εκρηκτικός	N	ADJ;NOM;FEM;PL
炸藥	εκρηκτικές	炸藥	εκρηκτικός	N	ADJ;NOM;FEM;PL
古人	αρχαίους	古人	άρχαιος	N	ADJ;ACC;MASC;PL
古人	αρχαίοι	古人	αρχαίος	N	ADJ;NOM;MASC;PL
徒弟	μαθητευόμενος	徒弟	μαθητευόμενος	N	ADJ;NOM;MASC;SG
親戚	σχετικός	親戚	σχετικός	N	ADJ;NOM;MASC;SG
親戚	σχετική	親戚	σχετικός	N	ADJ;NOM;FEM;SG
親戚	σχετικό	親戚	σχετικός	N	ADJ;NOM;NEUT;SG
結晶	κρυστάλλωση	結晶	κρυστάλλωση	V	N;NOM;FEM;SG
微米	micron	微米	micron	N	
橢	οβάλ	橢	οβάλ	PART	N;NOM;NEUT;PL
疑慮	αμφιβολία	疑慮	αμφιβολία	V	N;NOM;FEM;SG
疑慮	αμφιβολίες	疑慮	αμφιβολία	V	N;NOM;FEM;PL
上學	σχολείο	上學	σχολείο	V	N;NOM;NEUT;SG
上學	σχολη	上學	σχολος	V	N;NOM;FEM;SG
上學	σχολειο	上學	σχολειο	V	N;NOM;NEUT;SG
上學	σχολή	上學	σχολή	V	N;NOM;FEM;SG
正宗	αυθεντικές	正宗	αυθεντικός	N	ADJ;NOM;FEM;PL
正宗	αυθεντική	正宗	αυθεντικός	N	ADJ;NOM;FEM;SG
正宗	αυθεντικά	正宗	αυθεντικά	N	ADV
正宗	αυθεντικό	正宗	αυθεντικός	N	ADJ;NOM;NEUT;SG
正宗	αυθεντικός	正宗	αυθεντικός	N	ADJ;NOM;MASC;SG
流血	αιμορραγία	流血	αιμορραγία	V	N;NOM;FEM;SG
凍	παγωμένο	凍	παγωμένος	N	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
諾亞	νόα	諾亞	νόος	PROPN	
諾亞	νώε	諾亞	νώε	PROPN	N;NOM;MASC;SG
感	ενδιαφέρεται	感	ενδιαφέρω	N	V;IPFV;IND;SG;3;PRS;FIN;PASS
感	ενδιαφέρομαι	感	ενδιαφέρομαι	N	V;IPFV;IND;SG;1;PRS;FIN;PASS
感	ενδιαφέρονται	感	ενδιαφέρω	N	V;IPFV;IND;PL;3;PRS;FIN;PASS
感	ενδιαφερόμενα	感	ενδιαφερόμενος	N	ADJ;NOM;NEUT;PL
舉例	παραδείγματα	舉例	παράδειγμα	V	N;NOM;NEUT;PL
牙買加	τζαμάικα	牙買加	τζαμάικα	PROPN	PROPN;NOM;FEM;SG
主宰	κυριαρχούν	主宰	κυριαρχώ	N	V;IPFV;IND;PL;3;PRS;FIN;ACT
渡假	διακοπές	渡假	διακοπή	V	N;NOM;FEM;PL
驚訝	έκπληκτος	驚訝	έκπληκτος	N	ADJ;NOM;MASC;SG
驚訝	έκπληκτη	驚訝	έκπληκτος	N	ADJ;NOM;FEM;SG
幾內亞	γουϊνέα	幾內亞	γουϊνέα	PROPN	PROPN;NOM;FEM;SG
幾內亞	γουινέας	幾內亞	γουινέας	PROPN	ADJ;GEN;FEM;SG
幾內亞	γουινέα	幾內亞	γουινέα	PROPN	PROPN;NOM;FEM;SG
付款	εκταμίευση	付款	εκταμίευση	V	N;ACC;FEM;SG
付款	πληρωμή	付款	πληρωμή	V	N;NOM;FEM;SG
付款	πληρωμές	付款	πληρωμή	V	N;NOM;FEM;PL
付款	πληρωμών	付款	πληρωμή	V	N;GEN;FEM;PL
付款	καταβολή	付款	καταβολή	V	N;NOM;FEM;SG
付款	πληρωμής	付款	πληρωμή	V	N;GEN;FEM;SG
付款	πληρωμή	付款	πληρωμή	V	N;NOM;FEM;SG
白	ασημί	白	ασημί	PROPN	N;NOM;NEUT;PL
白	ασημένια	白	ασημένιος	PROPN	ADV
白	σίλβερ	白	σίλβερ	PROPN	
白	ασήμι	白	ασήμι	PROPN	N;NOM;NEUT;SG
白	silver	白	silver	PROPN	
水牛	μπάφαλο	水牛	μπάφαλος	N	
共生	συμβιωτική	共生	συμβιωτικός	V	ADJ;NOM;FEM;SG
共生	συμβίωση	共生	συμβίωση	V	N;ACC;FEM;SG
厭惡	αηδιασμένος	厭惡	αηδιασμένος	V	ADJ;NOM;MASC;SG
厭惡	απέχθεια	厭惡	απέχθεια	V	N;ACC;FEM;SG
厭惡	απέχθεια	厭惡	απέχθεια	V	N;ACC;FEM;SG
厭惡	αποστροφή	厭惡	αποστροφή	V	N;NOM;FEM;SG
黑幫	γκάνγκστερ	黑幫	γκάνγκστερ	N	
師父	δάσκαλε	師父	δασκάλλω	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
綠黨	πρασίνων	綠黨	πράσινος	N	ADJ;GEN;FEM;PL
無畏	ατρόμητος	無畏	ατρόμητος	V	N;NOM;MASC;SG
蟒	python	蟒	python	N	
發起	πρωτεργάτες	發起	πρωτεργάτης	V	N;NOM;MASC;PL
發起	πρωτεργάτη	發起	πρωτεργάτης	V	N;ACC;MASC;SG
