din	du	din	du	ADP;ACC	DET;MASC;SG
utilizata	utilisé	utiliza	utiliser	ADJ;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
utilizata	utilisés	utiliza	utiliser	ADJ;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
utilizata	utilisée	utiliza	utiliser	ADJ;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
turul	tournée	tur	tourner	N;DEF;MASC;SG	V;FEM;SG;PST;V.PTCP
utilizeaza	utilisation	utilizează	utilisation	V;IND;SG;3;IPFV;FIN	N;FEM;SG
utilizeaza	utilise	utilizează	utiliser	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
utilizeaza	utilisez	utilizează	utiliser	V;IND;SG;3;IPFV;FIN	V;IMP;PL;2;PRS;FIN
carolina	carolina	carolina	carolina	N;DEF;FEM;SG	PROPN
medici	médicis	medic	médicis	N;INDF;MASC;PL	PROPN
ahmad	ahmad	ahmad	ahmad	PROPN	PROPN
doctorat	doctorats	doctorat	doctorat	N;INDF;MASC;SG	N;MASC;PL
doctorat	doctorants	doctorat	doctorant	N;INDF;MASC;SG	N;MASC;PL
calcul	calculs	calcul	calcul	N;INDF;MASC;SG	N;MASC;PL
acoperit	couvert	acoperi	couvert	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
acoperit	couvertes	acoperi	couvert	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
acoperit	couverte	acoperi	couvrir	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
acoperit	recouvert	acoperi	recouvrir	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
acoperit	couverts	acoperi	couvrir	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
macedonia	macédoine	macedonie	macédoine	PROPN	ADJ;FEM;SG
vrut	recherchés	vrea	rechercher	V;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
albe	blanche	alb	blanc	ADJ;INDF;FEM;PL	ADJ;FEM;SG
albe	blanc	alb	blanc	ADJ;INDF;FEM;PL	N;MASC;SG
kobayashi	kobayashi	kobayashi	kobayashi	PROPN	PROPN
japoneze	japonais	japona	japonais	ADJ;INDF;FEM;PL	ADJ;MASC;SG
japoneze	japonaise	japona	japonais	ADJ;INDF;FEM;PL	ADJ;FEM;SG
predat	enseignée	preda	enseigner	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
predat	enseigné	preda	enseigner	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
predat	appris	preda	apprendre	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
predat	remis	preda	remettre	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
vale	valley	vale	valley	N;INDF;FEM;SG	PROPN
vale	vale	vale	vale	N;INDF;FEM;SG	PROPN
presiunea	pressions	presiune	pression	N;DEF;FEM;SG	N;FEM;PL
invatat	appris	invata	apprendre	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
invatat	apprises	invata	apprise	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
invatat	apprise	invata	apprise	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
invatat	enseignée	invata	enseigner	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
invatat	enseigné	invata	enseigner	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
invatat	appris	invata	apprendre	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
invatat	appris	invata	apprendre	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
invatat	apprise	invata	apprise	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
invatat	apprises	invata	apprise	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
invatat	appris	invata	apprendre	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
invatat	apprise	invata	apprise	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
invatat	apprises	invata	apprise	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
invitat	invité	invita	inviter	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
invitat	invitée	invita	inviter	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
invitat	invitées	invita	inviter	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
invitat	invité	invita	inviter	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
invitat	invitée	invita	inviter	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
invitat	invités	invita	inviter	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
politie	policière	politie	policier	N;INDF;FEM;SG	ADJ;FEM;SG
politie	policiers	politie	policier	N;INDF;FEM;SG	N;MASC;PL
colaborat	collaboré	colabora	collaborer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
datand	rencontres	data	rencontre		N;FEM;PL
iorga	iorga	iorgă	iorga	PROPN	PROPN
private	privée	privat	priver	ADJ;INDF;FEM;PL	V;FEM;SG;PST;V.PTCP
private	privé	privat	privé	ADJ;INDF;FEM;PL	ADJ;MASC;SG
private	privés	privat	priver	ADJ;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
atentie	attention	atentie	attention		N;FEM;SG
atentie	attention	atentie	attention		N;FEM;SG
rasarit	lever	rasarit	lever	ADJ;INDF;MASC;SG	V;NFIN
rasarit	sunrise	rasarit	sunrise	ADJ;INDF;MASC;SG	PROPN
rasarit	lever	rasarit	lever	ADJ;INDF;MASC;SG	V;NFIN
rasarit	sunrise	rasarit	sunrise	ADJ;INDF;MASC;SG	PROPN
exil	exilé	exil	exiler	N;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
exil	exilés	exil	exiler	N;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
profesionala	professionnels	profesional	professionnel	N;DEF;FEM;SG	ADJ;MASC;PL
profesionala	professionnelle	profesional	professionnel	N;DEF;FEM;SG	ADJ;FEM;SG
profesionala	professionnel	profesional	professionnel	N;DEF;FEM;SG	ADJ;MASC;SG
profesionala	professionnelles	profesional	professionnel	N;DEF;FEM;SG	ADJ;FEM;PL
fips	fips	fips	fips	ADJ;INDF;MASC;SG	N;MASC;SG
melodii	chanson	melodie	chanson	N;INDF;FEM;PL	N;FEM;SG
creeaza	créez	creează	créer	V;IND;SG;3;IPFV;FIN	V;IMP;PL;2;PRS;FIN
creeaza	crée	creează	créer	V;IND;SG;3;IPFV;FIN	V;FEM;SG;PST;V.PTCP
creeaza	créent	creează	créer	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;PRS;FIN
creeaza	crée	creează	créer	V;IND;SG;3;IPFV;FIN	V;FEM;SG;PST;V.PTCP
lasa	let	lăsa	let	V;IND;SG;3;IPFV;FIN	
incheie	conclure	incheie	conclure		V;NFIN
contemporana	contemporains	contemporană	contemporain	ADJ;DEF;FEM;SG	ADJ;MASC;PL
scrierea	ecrire	scriere	ecrire	N;DEF;FEM;SG	V;NFIN
scrierea	écrire	scriere	écrire	N;DEF;FEM;SG	V;NFIN
corneliu	corneliu	corneliu	corneliu	PROPN	N;MASC;SG
vizitat	visités	vizita	visiter	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
vizitat	visitée	vizita	visiter	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
vizitat	visité	vizita	visiter	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
velika	velika	velikă	velika	PROPN	PROPN
linecolor	linecolor	linecolor	linecolor	N;INDF;MASC;SG	PROPN
network	réseaux	network	réseau	N;INDF;MASC;SG	N;MASC;PL
etnie	ethnique	etnie	ethnique	N;INDF;FEM;SG	ADJ;MASC;SG
emis	émis	emite	émettre	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
emis	émises	emite	émettre	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
emis	délivrés	emite	délivrer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
emis	émise	emite	émettre	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
emis	délivré	emite	délivrer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
emis	émises	emite	émettre	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
emis	émise	emite	émettre	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
emis	émis	emite	émettre	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
andrew	andrew	andrew	andrew	PROPN	PROPN
andrew	andré	andrew	andré	PROPN	PROPN
simbolul	symboles	simbol	symbole	N;DEF;MASC;SG	N;MASC;PL
cai	cheval	cal	cheval	N;INDF;MASC;PL	N;MASC;SG
cai	cai	cal	cai	N;INDF;MASC;PL	PROPN
cfr	cfr	cfr	cfr	PROPN	PROPN
eliberarea	libèrent	eliberare	liber	N;DEF;FEM;SG	V;IND;PL;3;PRS;FIN
medii	moyen	medie	moyen	N;INDF;FEM;PL	ADJ;MASC;SG
medii	moyennes	medie	moyen	N;INDF;FEM;PL	ADJ;FEM;PL
medii	moyenne	medie	moyenne	N;INDF;FEM;PL	N;FEM;SG
medii	moyen	medie	moyen	N;INDF;FEM;PL	ADJ;MASC;SG
medii	moyennes	medie	moyen	N;INDF;FEM;PL	ADJ;FEM;PL
medii	médium	medie	médium	N;INDF;FEM;PL	N;MASC;SG
medii	moyenne	medie	moyenne	N;INDF;FEM;PL	N;FEM;SG
medii	milieu	medie	milieu	N;INDF;FEM;PL	N;MASC;SG
poloneze	polonaise	polonez	polonais	ADJ;INDF;FEM;PL	ADJ;FEM;SG
poloneze	polonais	polonez	polonais	ADJ;INDF;FEM;PL	ADJ;MASC;SG
grec	grecs	grec	grec	N;INDF;MASC;SG	N;MASC;PL
grec	grecque	grec	grec	N;INDF;MASC;SG	ADJ;FEM;SG
grec	grecques	grec	grec	N;INDF;MASC;SG	ADJ;FEM;PL
grec	grec	grec	grec	N;INDF;MASC;SG	ADJ;MASC;SG
actul	agir	act	agir	N;DEF;MASC;SG	V;NFIN
actul	act	act	act	N;DEF;MASC;SG	PROPN
castiga	gagnez	castiga	gagner	V;IND;SG;3;IPFV;FIN	V;IMP;PL;2;PRS;FIN
castiga	victoire	castiga	victoire	V;IND;SG;3;IPFV;FIN	N;FEM;SG
castiga	gagnez	castiga	gagner	V;IND;SG;3;IPFV;FIN	V;IMP;PL;2;PRS;FIN
castiga	gagnant	castiga	gagner	V;IND;SG;3;IPFV;FIN	V;PRS;V.PTCP
castiga	victoire	castiga	victoire	V;IND;SG;3;IPFV;FIN	N;FEM;SG
castiga	gagnez	castiga	gagner	V;IND;SG;3;IPFV;FIN	V;IMP;PL;2;PRS;FIN
castiga	gagnant	castiga	gagner	V;IND;SG;3;IPFV;FIN	V;PRS;V.PTCP
sonora	sonora	sonora	sonorer	N;DEF;FEM;SG	PROPN
vreau	veulent	vrea	vouloir	V;IND;SG;1;PRS;FIN	V;IND;PL;3;PRS;FIN
vreau	envie	vrea	envie	V;IND;SG;1;PRS;FIN	N;FEM;SG
vreau	voulez	vrea	vouloir	V;IND;SG;1;PRS;FIN	V;IMP;PL;2;PRS;FIN
aliate	allié	alia	allié	N;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
aliate	allied	alia	allied	N;INDF;FEM;PL	PROPN
aliate	alliées	alia	allié	N;INDF;FEM;PL	ADJ;FEM;PL
aliate	alliée	alia	allier	N;INDF;FEM;PL	V;FEM;SG;PST;V.PTCP
gaze	gaz	gaz	gaz	N;INDF;FEM;PL	N;MASC;SG
gaze	gaz	gaz	gaz	N;INDF;FEM;PL	N;MASC;SG
dinu	dinu	dinu	dinu	PROPN	PROPN
sherlock	sherlock	sherlock	sherlock	PROPN	N;MASC;SG
var	var	var	var		N;MASC;SG
var	lime	var	lime		N;FEM;SG
var	chaux	var	chaux		N;FEM;SG
var	citron	var	citron		N;MASC;SG
arabe	arabe	arab	arabe	ADJ;INDF;FEM;PL	ADJ;MASC;SG
iugoslavia	yougoslave	iugoslavie	yougoslave	PROPN	ADJ;MASC;SG
iugoslavia	yougoslavie	iugoslavie	yougoslavie	PROPN	N;FEM;SG
spirit	spirit	spirit	spirit	N;INDF;MASC;SG	PROPN
min	mn	min	mn		
min	min	min	minute		N;MASC;SG
golful	gulf	golf	gulf	N;DEF;MASC;SG	PROPN
golful	bay	golf	bay	N;DEF;MASC;SG	PROPN
johnson	johnson	johnson	johnson	PROPN	N;MASC;SG
zeci	rte	zece	rte	NUM;INDF;FEM;PL	N;MASC;SG
zeci	dizaines	zece	dizaine	NUM;INDF;FEM;PL	N;FEM;PL
zeci	douzaine	zece	douzaine	NUM;INDF;FEM;PL	N;FEM;SG
zeci	dizaines	zece	dizaine	NUM;INDF;FEM;PL	N;FEM;PL
zeci	douzaines	zece	douzaine	NUM;INDF;FEM;PL	N;FEM;PL
toscana	toscane	toscană	toscane	PROPN	ADJ;FEM;SG
duminica	sunday	duminică	sunday	N;DEF;FEM;SG	PROPN
duminica	dimanches	duminică	dimanche	N;DEF;FEM;SG	N;MASC;PL
duminica	dimanches	duminică	dimanche	N;DEF;FEM;SG	N;MASC;PL
duminica	sunday	duminică	sunday	N;DEF;FEM;SG	PROPN
duminica	dimanches	duminică	dimanche	N;DEF;FEM;SG	N;MASC;PL
unic	uniques	unic	unique	ADJ;INDF;MASC;SG	ADJ;MASC;PL
british	britanniques	british	britannique	N;INDF;MASC;SG	ADJ;MASC;PL
british	britannique	british	britannique	N;INDF;MASC;SG	ADJ;MASC;SG
lectura	reading	lectură	reading	N;DEF;FEM;SG	V
lectura	lire	lectură	lire	N;DEF;FEM;SG	V;NFIN
maior	major	maior	major	PROPN	N;MASC;SG
maior	commandant	maior	commandant	PROPN	N;MASC;SG
maior	majeur	maior	majeur	PROPN	ADJ;MASC;SG
decorat	décorées	decorat	décoré	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
decorat	décorée	decorat	décorer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
decorat	décorés	decorat	décorer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
decorat	décoré	decorat	décorer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
separate	séparées	separat	séparer	ADJ;INDF;FEM;PL	V;FEM;PL;PST;V.PTCP
separate	séparée	separat	séparer	ADJ;INDF;FEM;PL	V;FEM;SG;PST;V.PTCP
separate	séparés	separat	séparer	ADJ;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
separate	séparé	separat	séparer	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
separate	distinct	separat	distinct	ADJ;INDF;FEM;PL	ADJ;MASC;SG
separate	séparés	separat	séparer	ADJ;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
separate	séparé	separat	séparer	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
separate	séparées	separat	séparer	ADJ;INDF;FEM;PL	V;FEM;PL;PST;V.PTCP
separate	séparer	separat	séparer	ADJ;INDF;FEM;PL	V;NFIN
felix	felix	felix	felix	PROPN	PROPN
felix	félix	felix	félix	PROPN	PROPN
carmen	carmen	carmen	carmen	PROPN	PROPN
alan	alain	alan	alain	PROPN	PROPN
alan	alan	alan	alan	PROPN	PROPN
manual	manual	manual	manual	N;INDF;MASC;SG	PROPN
manual	manuels	manual	manuel	N;INDF;MASC;SG	N;MASC;PL
manual	manuelle	manual	manuelle	N;INDF;MASC;SG	ADJ;FEM;SG
semnificativ	significative	semnificativ	significatif	ADV	ADJ;FEM;SG
semnificativ	significatif	semnificativ	significatif	ADV	ADJ;MASC;SG
semnificativ	significative	semnificativ	significatif	ADV	ADJ;FEM;SG
semnificativ	significatif	semnificativ	significatif	ADV	ADJ;MASC;SG
semnificativ	significatifs	semnificativ	significatif	ADV	ADJ;MASC;PL
mac	mac	mac	mac		N;MASC;SG
hectare	hectares	hectare	hectare	N;INDF;FEM;SG	N;MASC;PL
hectare	hectares	hectare	hectare	N;INDF;FEM;SG	N;MASC;PL
hectare	acres	hectare	acre	N;INDF;FEM;SG	N;MASC;PL
randuri	rangées	rand	rangée	N;INDF;FEM;PL	V;FEM;PL;PST;V.PTCP
randuri	rangées	rand	rangée	N;INDF;FEM;PL	V;FEM;PL;PST;V.PTCP
conrad	conrad	conrad	conrad	PROPN	PROPN
proprietate	biens	proprietate	bien	N;INDF;FEM;SG	N;MASC;PL
mecklenburg	mecklembourg	mecklenburg	mecklembourg	PROPN	N;MASC;SG
sam	sam	sam	sam		N;MASC;SG
free	gratuit	free	gratuit		ADJ;MASC;SG
free	gratuits	free	gratuit		V;MASC;PL;PST;V.PTCP
free	free	free	free		N;MASC;SG
free	gratuitement	free	gratuitement		ADV
free	libre	free	libre		ADJ;MASC;SG
sant	sant	sant	santir	V;IND;PL;3;PRS;FIN	PROPN
devin	devin	deveni	devin	V;IND;PL;3;PRS;FIN	N;MASC;SG
devin	devenez	deveni	devoir	V;IND;PL;3;PRS;FIN	V;IMP;PL;2;PRS;FIN
devin	deviens	deveni	devenir	V;IND;PL;3;PRS;FIN	V;IND;SG;2;PRS;FIN
comparatie	comparaisons	comparatie	comparaison	N;INDF;FEM;SG	N;FEM;PL
comparatie	comparaisons	comparatie	comparaison	N;INDF;FEM;SG	N;FEM;PL
comparatie	comparaisons	comparatie	comparaison	N;INDF;FEM;SG	N;FEM;PL
bosnia	bosnie	bosnie	bosnie	PROPN	PROPN
reale	réel	real	réel	ADJ;INDF;FEM;PL	ADJ;MASC;SG
reale	réelle	real	réel	ADJ;INDF;FEM;PL	ADJ;FEM;SG
reale	véritable	real	véritable	ADJ;INDF;FEM;PL	ADJ;MASC;SG
reale	vrai	real	vrai	ADJ;INDF;FEM;PL	ADJ;MASC;SG
reale	vraie	real	vrai	ADJ;INDF;FEM;PL	ADJ;FEM;SG
wilson	wilson	wilson	wilson	PROPN	PROPN
mit	mit	mit	mettre	N;INDF;MASC;SG	V;IND;SG;3;PST;FIN
mit	mythes	mit	mythe	N;INDF;MASC;SG	N;MASC;PL
mit	mit	mit	mettre	N;INDF;MASC;SG	V;IND;SG;3;PST;FIN
maine	demain	maină	demain		ADV
maine	tomorrow	maină	tomorrow		PROPN
maine	maine	maină	maine		N;MASC;SG
maine	demain	maină	demain		ADV
maine	tomorrow	maină	tomorrow		PROPN
ape	waters	apă	water	N;INDF;FEM;PL	PROPN
ape	ape	apă	ape	N;INDF;FEM;PL	N;MASC;SG
ape	epa	apă	epa	N;INDF;FEM;PL	N;MASC;SG
cumparat	achetée	cumpara	acheter	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
cumparat	acheté	cumpara	acheter	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
cumparat	achetées	cumpara	acheter	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
cumparat	achetés	cumpara	acheter	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
cumparat	achetées	cumpara	acheter	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
cumparat	achetée	cumpara	acheter	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
cumparat	achetés	cumpara	acheter	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
cumparat	acheté	cumpara	acheter	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
cumparat	achetées	cumpara	acheter	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
cumparat	achetée	cumpara	acheter	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
cumparat	achetés	cumpara	acheter	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
cumparat	acheté	cumpara	acheter	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
necesita	requiert	necesita	requérir	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
necesita	exige	necesita	exiger	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
necesita	exigent	necesita	exiger	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;PRS;FIN
necesita	nécessite	necesita	nécessiter	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
necesita	requièrent	necesita	requérir	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;PRS;FIN
necesita	requiert	necesita	requérir	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
necesita	exige	necesita	exiger	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
necesita	nécessite	necesita	nécessiter	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
necesita	requiert	necesita	requérir	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
necesita	exige	necesita	exiger	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
necesita	exigent	necesita	exiger	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;PRS;FIN
necesita	nécessite	necesita	nécessiter	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
necesita	requièrent	necesita	requérir	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;PRS;FIN
arbore	arbres	arbor	arbre	N;INDF;MASC;SG	N;MASC;PL
chineza	chinois	chineza	chinois	N;DEF;FEM;SG	ADJ;MASC;SG
chineza	chinoise	chineza	chinois	N;DEF;FEM;SG	ADJ;FEM;SG
chineza	chinois	chineza	chinois	N;DEF;FEM;SG	ADJ;MASC;SG
chineza	chinoise	chineza	chinois	N;DEF;FEM;SG	ADJ;FEM;SG
marca	marquer	marcă	marquer	N;DEF;FEM;SG	V;NFIN
marca	mark	marcă	mark	N;DEF;FEM;SG	PROPN
charlotte	charlotte	charlotte	charlotte	PROPN	N;FEM;SG
variaza	varient	variază	varier	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;PRS;FIN
variaza	varie	variază	varier	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
variaza	varie	variază	varier	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
variaza	varient	variază	varier	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;PRS;FIN
transportul	transports	transport	transport	N;DEF;MASC;SG	N;MASC;PL
transportul	transports	transport	transport	N;DEF;MASC;SG	N;MASC;PL
individual	individuellement	individual	individuellement	ADJ;INDF;MASC;SG	ADV
individual	individuels	individual	individuel	ADJ;INDF;MASC;SG	ADJ;MASC;PL
dimineata	morning	dimineata	morning	N;DEF;FEM;SG	PROPN
dimineata	matinée	dimineata	matiné	N;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
dimineata	matinale	dimineata	matinal	N;DEF;FEM;SG	ADJ;FEM;SG
dimineata	morning	dimineata	morning	N;DEF;FEM;SG	PROPN
dimineata	matinée	dimineata	matiné	N;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
dimineata	matinale	dimineata	matinal	N;DEF;FEM;SG	ADJ;FEM;SG
serii	série	serie	série	N;INDF;FEM;PL	N;FEM;SG
bogata	riches	bogat	riche	ADJ;DEF;FEM;SG	ADJ;MASC;PL
bogata	rich	bogat	rich	ADJ;DEF;FEM;SG	PROPN
bogata	riches	bogat	riche	ADJ;DEF;FEM;SG	ADJ;MASC;PL
bogata	rich	bogat	rich	ADJ;DEF;FEM;SG	PROPN
papal	pontifical	papal	pontifical	N;INDF;MASC;SG	ADJ;MASC;SG
papal	papale	papal	papale	N;INDF;MASC;SG	ADJ;FEM;SG
realitatea	réalités	realitate	réalité	N;DEF;FEM;SG	N;FEM;PL
stang	gauche	stang	gauche		ADJ;MASC;SG
incercare	tester	incercare	tester	N;INDF;FEM;SG	V;NFIN
schimba	changements	schimba	changement	V;IND;SG;3;IPFV;FIN	N;MASC;PL
schimba	changement	schimba	changement	V;IND;SG;3;IPFV;FIN	N;MASC;SG
schimba	changements	schimba	changement	V;IND;SG;3;IPFV;FIN	N;MASC;PL
schimba	changement	schimba	changement	V;IND;SG;3;IPFV;FIN	N;MASC;SG
olimpic	olympic	olimpic	olympic	ADJ;INDF;MASC;SG	PROPN
olimpic	olympiques	olimpic	olympique	ADJ;INDF;MASC;SG	ADJ;MASC;PL
constant	constante	constant	constant	ADV	ADJ;FEM;SG
constant	constantes	constant	constante	ADV	ADJ;FEM;PL
constant	constant	constant	constant	ADV	ADJ;MASC;SG
constant	constants	constant	constant	ADV	ADJ;MASC;PL
georges	georges	georges	george	PROPN	N;MASC;SG
viorel	viorel	viorel	viorel	PROPN	PROPN
ray	raie	ray	raie	PROPN	N;FEM;SG
ray	ray	ray	ray	PROPN	PROPN
relief	soulagé	relief	soulager	N;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
municipal	municipales	municipal	municipale	N;INDF;MASC;SG	ADJ;FEM;PL
municipal	municipale	municipal	municipal	N;INDF;MASC;SG	ADJ;FEM;SG
municipal	municipaux	municipal	municipal	N;INDF;MASC;SG	ADJ;MASC;PL
bulgara	bulgare	bulgara	bulgare	N;DEF;FEM;SG	ADJ;MASC;SG
bulgara	bulgares	bulgara	bulgare	N;DEF;FEM;SG	ADJ;MASC;PL
desemnat	désignée	desemnat	désigner	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
desemnat	désignés	desemnat	désigner	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
desemnat	désigné	desemnat	désigner	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
desemnat	désignées	desemnat	désigner	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
desemnat	attribué	desemnat	attribuer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
desemnat	assignée	desemnat	assigné	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
desemnat	assignés	desemnat	assigner	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
desemnat	affecté	desemnat	affecter	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
desemnat	assignées	desemnat	assigner	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
desemnat	assigné	desemnat	assigner	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
acopera	couvercle	acopera	couvercle	V;IND;SG;3;IPFV;FIN	N;MASC;SG
acopera	couverture	acopera	couverture	V;IND;SG;3;IPFV;FIN	N;FEM;SG
acopera	housse	acopera	housse	V;IND;SG;3;IPFV;FIN	N;FEM;SG
acopera	couvertures	acopera	couverture	V;IND;SG;3;IPFV;FIN	N;FEM;PL
acopera	couvercles	acopera	couvercle	V;IND;SG;3;IPFV;FIN	N;MASC;PL
acopera	couvre	acopera	couvrir	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
acopera	housses	acopera	housse	V;IND;SG;3;IPFV;FIN	N;FEM;PL
detaliu	détails	detaliu	détail	N;INDF;MASC;SG	N;MASC;PL
lituania	lituanie	lituanie	lituanie	PROPN	N;FEM;SG
sainte	sainte	sainte	saint	PROPN	ADJ;FEM;SG
francesco	francesco	francesco	francesco	PROPN	PROPN
sare	salé	sare	saler	N;INDF;FEM;SG	V;MASC;SG;PST;V.PTCP
guillaume	guillaume	guillaume	guillaume	N;INDF;FEM;PL	PROPN
redusa	réduit	redus	réduire	ADJ;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
redusa	réduite	redus	réduire	ADJ;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
redusa	réduites	redus	réduire	ADJ;DEF;FEM;SG	V;FEM;PL;PST;V.PTCP
