valoroase	قيمة	valoros	قِيمَة	ADJ;INDF;FEM;PL	N;NOM;INDF;SG
candidați	المرشحين	candidat	مُرَشَّح	N;INDF;MASC;PL	N;NOM;DEF;PL
candidați	المرشحون	candidat	مُرَشَّح	N;INDF;MASC;PL	N;NOM;DEF;PL
încetarea	انهاء	încetare	إِنهَاء	N;DEF;FEM;SG	N;NOM;INDF;SG
variantele	متغيرات	variantă	مُتَغَيِّر	N;DEF;FEM;PL	ADJ;NOM;INDF;FEM;PL
variantele	المتغيرات	variantă	مُتَغَيِّر	N;DEF;FEM;PL	ADJ;NOM;DEF;FEM;PL
vorbim	كلام	vorbi	كَلَام	V;IND;PL;1;PRS;FIN	N;NOM;INDF;SG
vorbim	الحديث	vorbi	حَدِيث	V;IND;PL;1;PRS;FIN	N;NOM;DEF;SG
vorbim	الكلام	vorbi	كَلَام	V;IND;PL;1;PRS;FIN	N;NOM;DEF;SG
vorbim	التحدث	vorbi	تَحَدُّث	V;IND;PL;1;PRS;FIN	N;NOM;DEF;SG
întărit	عزز	întări	عَزَّز	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
întărit	عزز	întări	عَزَّز	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
întărit	معزز	întări	مُعَزَّز	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
experimente	التجارب	experiment	تَجرِبَة	N;INDF;FEM;PL	N;NOM;DEF;PL
divizată	انقسام	diviza	اِنقِسَام	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
divizată	مقسم	diviza	مَقسِم	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
divizată	مقسمة	diviza	مُقَسَّم	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
princeton	برينستون	princeton	برِينستُون	PROPN	
președinția	الرئاسة	președinție	رِئَاسَة	N;DEF;FEM;SG	N;NOM;DEF;SG
președinția	رئاسة	președinție	رِئَاسَة	N;DEF;FEM;SG	N;NOM;INDF;SG
navigație	الملاحة	navigație	مِلَاحَة	N;INDF;FEM;SG	N;NOM;DEF;SG
brațul	ذراع	braț	ذِرَاع	N;DEF;MASC;SG	N;NOM;INDF;SG
brațul	الذراع	braț	ذِرَاع	N;DEF;MASC;SG	N;NOM;DEF;SG
brațul	بذراع	braț	بذراع	N;DEF;MASC;SG	
aurul	ذهبي	aur	ذهبي	N;DEF;MASC;SG	ADJ;NOM;INDF;MASC;SG
aurul	جولد	aur	جولد	N;DEF;MASC;SG	
aurul	غولد	aur	غُولِد	N;DEF;MASC;SG	
aurul	ذهب	aur	ذَهَب	N;DEF;MASC;SG	V;PFV;MASC;SG;3;ACT
aurul	الذهب	aur	ذَهَب	N;DEF;MASC;SG	N;NOM;DEF;SG
literă	حرف	literă	حَرف	N;INDF;FEM;SG	N;NOM;INDF;SG
literă	خطاب	literă	خطاب	N;INDF;FEM;SG	
literă	رسالة	literă	رِسَالَة	N;INDF;FEM;SG	N;NOM;INDF;SG
australiei	استراليا	australie	إِستِرَالِيَا	PROPN;DEF;FEM;SG	
edificiu	صرح	edificiu	صَرَّح	N;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
violent	عنف	violent	عُنف	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
joyce	جويس	joycă	جُوَيس	PROPN	
regiunilor	الاقاليم	regiune	أَقلَام	N;DEF;FEM;PL	
regiunilor	مناطق	regiune	مِنطَقَة	N;DEF;FEM;PL	N;NOM;INDF;PL
regiunilor	المناطق	regiune	مِنطَقَة	N;DEF;FEM;PL	N;NOM;DEF;PL
avantaj	الميزة	avantaj	مِيزَة	N;INDF;MASC;SG	N;NOM;DEF;SG
acceptate	قبلت	accepta	قَبِل	ADJ;INDF;FEM;PL	V;PFV;FEM;SG;3;ACT
acceptate	مقبولة	accepta	مَقبُول	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
genetică	وراثي	genetic	وراثي	ADJ;INDF;FEM;SG	
genetică	الوراثة	genetic	وَرَاثَة	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
brunswick	برونزويك	brunswick	برُونِزُوِيك	N;INDF;MASC;SG	
colegiu	الكلية	colegiu	كُلِّيَّة	N;INDF;MASC;SG	N;NOM;DEF;SG
colegiu	الجامعة	colegiu	جَامِعَة	N;INDF;MASC;SG	N;NOM;DEF;SG
nucleu	النواة	nucleu	نَوَاة	N;INDF;MASC;SG	N;NOM;DEF;SG
nucleu	اساسي	nucleu	أَسَاسِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
nucleu	الصميم	nucleu	صَمِيم	N;INDF;MASC;SG	N;NOM;DEF;SG
nucleu	النواة	nucleu	نَوَاة	N;INDF;MASC;SG	N;NOM;DEF;SG
nopți	الليالي	noapte	الليالي	N;INDF;FEM;PL	
nopți	ليالي	noapte	ليالي	N;INDF;FEM;PL	
amiralul	الادميرال	amiral	أَدمِيرَال	N;DEF;MASC;SG	N;NOM;DEF;SG
amiralul	ادميرال	amiral	أَدمِيرَال	N;DEF;MASC;SG	
amiralul	الاميرال	amiral	أَمِيرَال	N;DEF;MASC;SG	N;NOM;DEF;SG
rezerve	الاحتياطيات	rezervă	اِحتِيَاطِيّ	N;INDF;FEM;PL	N;NOM;DEF;PL
încrederea	الثقة	încredere	ثِقَة	N;DEF;FEM;SG	N;NOM;DEF;SG
încrederea	ثقة	încredere	ثِقَة	N;DEF;FEM;SG	N;NOM;INDF;SG
niger	النيجر	niger	النيجر	N;INDF;MASC;SG	
redactat	منقحة	redacta	مُنَقَّحَة	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
simt	تحس	simți	تَحِسس	V;IND;PL;3;PRS;FIN	
simt	تشعر	simți	شَعَر	V;IND;PL;3;PRS;FIN	V;IPFV;MASC;IND;SG;2;FIN;ACT
simt	اشعر	simți	أَشعَر	V;IND;PL;3;PRS;FIN	
simt	يشعر	simți	شَعَر	V;IND;PL;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
simt	شعور	simți	شُعُور	V;IND;PL;3;PRS;FIN	N;NOM;INDF;SG
simt	الاحساس	simți	إِحسَاس	V;IND;PL;3;PRS;FIN	N;NOM;DEF;SG
simt	اشعر	simți	أَشعَر	V;IND;PL;3;PRS;FIN	
simt	الشعور	simți	شُعُور	V;IND;PL;3;PRS;FIN	N;NOM;DEF;SG
simt	احساس	simți	إِحسَاس	V;IND;PL;3;PRS;FIN	N;NOM;INDF;SG
tipărite	مطبوعة	tipări	مَطبُوع	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
tipărite	مطبوع	tipări	مُطبَو	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
tommy	تومي	tommy	تُومِي	PROPN	
proiectată	صمم	proiecta	صَمَّم	ADJ;INDF;FEM;SG	V;PFV;MASC;SG;3;ACT
proiectată	صممت	proiecta	صَمَّم	ADJ;INDF;FEM;SG	V;PFV;FEM;SG;3;ACT
supraveghere	الاشراف	supraveghere	إِشرَاف	N;INDF;FEM;SG	N;NOM;DEF;SG
supraveghere	اشراف	supraveghere	اشراف	N;INDF;FEM;SG	
supraveghere	المراقبة	supraveghere	مُرَاقَبَة	N;INDF;FEM;SG	N;NOM;DEF;SG
supraveghere	مراقبة	supraveghere	مُرَاقَبَة	N;INDF;FEM;SG	N;NOM;INDF;SG
rap	الراب	rap	رَاب	N;INDF;MASC;SG	N;NOM;DEF;SG
popularitatea	شعبية	popularitate	شَعبِيَّة	N;DEF;FEM;SG	N;NOM;INDF;SG
popularitatea	الشعبية	popularitate	شَعبِيّ	N;DEF;FEM;SG	ADJ;NOM;DEF;FEM;SG
decan	العميد	decan	عَمِيد	N;INDF;MASC;SG	N;NOM;DEF;SG
brest	بريست	brest	برِيست	PROPN	
surorile	الاخوات	soră	أَخَات	N;DEF;FEM;PL	N;NOM;DEF;PL
surorile	اخوات	soră	اخوات	N;DEF;FEM;PL	N;NOM;INDF;PL
nepot	حفيد	nepot	حفيد	N;INDF;MASC;SG	
extindere	التوسيع	extindere	تَوسِيع	N;INDF;FEM;SG	N;NOM;DEF;SG
extindere	التوسع	extindere	تَوَسُّع	N;INDF;FEM;SG	N;NOM;DEF;SG
extindere	التوسيع	extindere	تَوسِيع	N;INDF;FEM;SG	N;NOM;DEF;SG
extindere	توسع	extindere	تَوَسُّع	N;INDF;FEM;SG	N;NOM;INDF;SG
extindere	توسيع	extindere	تَوسِيع	N;INDF;FEM;SG	N;NOM;INDF;SG
extindere	تمديد	extindere	تَمدِيد	N;INDF;FEM;SG	N;NOM;INDF;SG
extindere	امتداد	extindere	اِمتِدَاد	N;INDF;FEM;SG	N;NOM;INDF;SG
extindere	التمديد	extindere	تَمدِيد	N;INDF;FEM;SG	N;NOM;DEF;SG
dune	الكثبان	dune	كَثَب		N;NOM;DEF;PL
dune	الكثبان	dune	كَثَب		N;NOM;DEF;PL
doamne	اللهم	domn	لُهِمّ		N;NOM;DEF;SG
doamne	الله	domn	اَللّٰه		N;NOM;DEF;SG
pure	خالص	pur	خالص		
pure	نقي	pur	نَقي		N;NOM;INDF;SG
pure	نقية	pur	نَقِيَّة		ADJ;NOM;INDF;FEM;SG
episoadele	الحلقات	episod	حَلقَة	N;DEF;FEM;PL	N;NOM;DEF;PL
episoadele	حلقات	episod	حَلقَة	N;DEF;FEM;PL	N;NOM;INDF;PL
ellen	ايلين	ellen	ايلين	PROPN	
ellen	الين	ellen	الين	PROPN	
floare	الزهرة	floare	زُهرَة	N;INDF;FEM;SG	N;NOM;DEF;SG
floare	وردة	floare	وَردَة	N;INDF;FEM;SG	N;NOM;INDF;SG
floare	زهرة	floare	زُهرَة	N;INDF;FEM;SG	N;NOM;INDF;SG
murală	جدارية	murală	جِدَارِيّ	N;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
miezul	النواة	miez	نَوَاة	N;DEF;MASC;SG	N;NOM;DEF;SG
miezul	اساسي	miez	أَسَاسِيّ	N;DEF;MASC;SG	ADJ;NOM;INDF;MASC;SG
miezul	الصميم	miez	صَمِيم	N;DEF;MASC;SG	N;NOM;DEF;SG
concrete	ملموسة	concret	مَلمُوس	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
concrete	الاسمنت	concret	أَسمَنت	ADJ;INDF;FEM;PL	N;NOM;DEF;SG
concrete	الخرسانة	concret	خَرَسَانَة	ADJ;INDF;FEM;PL	N;NOM;DEF;SG
parteneriat	الشراكة	parteneriat	شِرَاكَة	N;INDF;MASC;SG	N;NOM;DEF;SG
miros	شم	miros	شم	N;INDF;MASC;SG	
miros	الشم	miros	شَمّ	N;INDF;MASC;SG	N;NOM;DEF;SG
mortal	مميت	mortal	مُمَيَّت	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
manuscrisul	المخطوطة	manuscris	مَخطُوط	N;DEF;MASC;SG	N;NOM;DEF;SG
dog	الكلب	dogă	كُلب	N;INDF;MASC;SG	N;NOM;DEF;SG
verificare	التحقق	verificare	تَحَقُّق	N;INDF;FEM;SG	N;NOM;DEF;SG
verificare	تحقق	verificare	حَقَّق	N;INDF;FEM;SG	V;PFV;MASC;SG;3;ACT
verificare	التحقق	verificare	تَحَقُّق	N;INDF;FEM;SG	N;NOM;DEF;SG
verificare	تفقد	verificare	فَقَد	N;INDF;FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
verificare	كش	verificare	كش	N;INDF;FEM;SG	
expresii	العبارات	expresie	عِبَارَة	N;INDF;FEM;PL	N;NOM;DEF;PL
expresii	التعابير	expresie	تَعبِير	N;INDF;FEM;PL	N;NOM;DEF;PL
mobilier	الاثاث	mobilier	أَثَاث	N;INDF;MASC;SG	N;NOM;DEF;SG
fund	الحمار	fund	حَمَار	N;INDF;MASC;SG	N;NOM;DEF;SG
rai	النعيم	rai	النعيم		N;NOM;DEF;SG
rai	الجنة	rai	جَنَّة		N;NOM;DEF;SG
rai	السماء	rai	سَمَاء		N;NOM;DEF;SG
teritorial	اقليمي	teritorial	إِقلِيمِيّ	ADV	ADJ;NOM;INDF;MASC;SG
factorii	عوامل	factor	عَامِل	N;DEF;MASC;PL	N;NOM;INDF;PL
factorii	العوامل	factor	عَامِل	N;DEF;MASC;PL	N;NOM;DEF;PL
bucată	القطعة	bucată	قُطعَة	N;INDF;FEM;SG	N;NOM;DEF;SG
bucată	قطعة	bucată	قِطعَة	N;INDF;FEM;SG	N;NOM;INDF;SG
ferrari	فيراري	ferrare	فِيرَارِيّ	N;INDF;MASC;PL	
suplimentar	التكميلي	suplimentar	تَكمِيلِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
brooklyn	بروكلين	brooklyn	بروكلين	PROPN	
oase	العظام	os	عَظَام	N;INDF;FEM;PL	N;NOM;DEF;PL
oase	بونز	os	بُونز	N;INDF;FEM;PL	
oase	العظم	os	عَظَم	N;INDF;FEM;PL	N;NOM;DEF;SG
oase	عظمة	os	عَظمَة	N;INDF;FEM;PL	N;NOM;INDF;SG
oase	عظم	os	عَظَم	N;INDF;FEM;PL	
oak	البلوط	oak	بَلوَط	N;INDF;MASC;SG	N;NOM;DEF;SG
textile	النسيج	textile	نَسِيج	N;INDF;FEM;PL	N;NOM;DEF;SG
textile	نسيج	textile	نَسِيج	N;INDF;FEM;PL	
textile	المنسوجات	textile	مَنسُوج	N;INDF;FEM;PL	N;NOM;DEF;PL
profesorii	الاساتذة	profesor	أُستَاذ	N;DEF;MASC;PL	N;NOM;DEF;PL
profesorii	المعلمين	profesor	مُعَلِّم	N;DEF;MASC;PL	N;NOM;DEF;PL
profesorii	المعلمون	profesor	مُعَلِّم	N;DEF;MASC;PL	N;NOM;DEF;PL
profesorii	معلمين	profesor	مُعَلِّم	N;DEF;MASC;PL	N;NOM;INDF;PL
profesorii	المدرسون	profesor	مُدَرِّس	N;DEF;MASC;PL	N;NOM;DEF;PL
coordonarea	تنسيقية	coordonare	تَنسِيقِيّ	N;DEF;FEM;SG	
coordonarea	تنسيق	coordonare	تَنسِيق	N;DEF;FEM;SG	N;NOM;INDF;SG
coordonarea	التنسيق	coordonare	تَنسِيق	N;DEF;FEM;SG	N;NOM;DEF;SG
craig	كريغ	craig	كرِيغ	PROPN	
craig	كريج	craig	كريج	PROPN	
atomi	الذرات	atomi	ذِرَة	N;INDF;MASC;PL	N;NOM;DEF;PL
obiceiul	عاده	obicei	عاده	N;DEF;MASC;SG	PRO;NOM;MASC;SG;3
obiceiul	العادة	obicei	عَادَة	N;DEF;MASC;SG	N;NOM;DEF;SG
obiceiul	عادة	obicei	عَادَة	N;DEF;MASC;SG	N;ACC;INDF;SG
palace	القصر	palac	قَصر	N;INDF;MASC;SG	N;NOM;DEF;SG
christine	كرستين	christine	كَرسَة	N;INDF;FEM;SG	N;NOM;INDF;DU
christine	كريستين	christine	كرِيسَة	N;INDF;FEM;SG	
plasă	الشبكة	plasă	شَبَكَة	N;INDF;FEM;SG	N;NOM;DEF;SG
plasă	صافي	plasă	صافي	N;INDF;FEM;SG	
plasă	الصافي	plasă	صَافِي	N;INDF;FEM;SG	
plasă	m	plasă	فَ	N;INDF;FEM;SG	
rain	مطر	rain	مطر		
rain	المطر	rain	مُطرَة		N;NOM;DEF;SG
rain	الامطار	rain	مِطر		N;NOM;DEF;PL
depozit	المخزن	depozit	مَخزَن	N;INDF;MASC;SG	N;NOM;DEF;SG
depozit	المستودع	depozit	مُستَودَع	N;INDF;MASC;SG	N;NOM;DEF;SG
depozit	المخزن	depozit	مَخزَن	N;INDF;MASC;SG	N;NOM;DEF;SG
depozit	التخزين	depozit	تَخزِين	N;INDF;MASC;SG	N;NOM;DEF;SG
depozit	الودائع	depozit	وَدِيعَة	N;INDF;MASC;SG	N;NOM;DEF;PL
depozit	المستودع	depozit	مُستَودَع	N;INDF;MASC;SG	N;NOM;DEF;SG
vegas	فيجاس	vegas	فيجاس	N;INDF;MASC;SG	
vegas	فيغاس	vegas	فِيغَاس	N;INDF;MASC;SG	
semnificație	بمعنى	semnificație	بمعنى	N;INDF;FEM;SG	N;NOM;INDF;SG
semnificație	معنى	semnificație	مَعنَى	N;INDF;FEM;SG	N;NOM;INDF;SG
semnificație	المعنى	semnificație	مَعنَى	N;INDF;FEM;SG	N;NOM;DEF;SG
semnificație	يعنى	semnificație	عَنَى	N;INDF;FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
semnificație	يعني	semnificație	عَنَى	N;INDF;FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
semnificație	دلالة	semnificație	دَلَالَة	N;INDF;FEM;SG	N;NOM;INDF;SG
semnificație	الاهمية	semnificație	أَهَمِّيَّة	N;INDF;FEM;SG	N;NOM;DEF;SG
semnificație	اهمية	semnificație	أَهَمِّيَّة	N;INDF;FEM;SG	N;NOM;INDF;SG
oficiul	المكتب	oficiu	مَكتَب	N;DEF;MASC;SG	N;NOM;DEF;SG
oficiul	مكتب	oficiu	مَكتَب	N;DEF;MASC;SG	N;NOM;INDF;SG
oficiul	المنصب	oficiu	مَنصِب	N;DEF;MASC;SG	N;NOM;DEF;SG
traficul	المرور	trafic	مُرُور	N;DEF;MASC;SG	N;NOM;DEF;SG
seniori	المسنين	senior	مُسِنّ	N;INDF;MASC;PL	ADJ;NOM;DEF;MASC;PL
seniori	كبار	senior	كَبِير	N;INDF;MASC;PL	ADJ;NOM;INDF;MASC;PL
seniori	الاقدم	senior	أَقدَم	N;INDF;MASC;PL	N;NOM;DEF;SG
perspective	الافاق	perspectivă	أَفَاق	N;INDF;FEM;PL	N;NOM;DEF;PL
perspective	المنظورات	perspectivă	مَنظُور	N;INDF;FEM;PL	N;NOM;DEF;PL
manhattan	منهاتن	manhattan	منهاتن	N;INDF;MASC;SG	
manhattan	مانهاتن	manhattan	مانهاتن	N;INDF;MASC;SG	
avansată	متقدم	avansa	مُتَقَدِّم	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
avansată	متقدمة	avansa	مُتَقَدِّم	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
avansată	المتقدمة	avansa	مُتَقَدِّم	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
avansată	المتقدم	avansa	مُتَقَدِّم	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
aplicație	الطلب	aplicație	طَلَب	N;INDF;FEM;SG	N;NOM;DEF;SG
aplicație	تطبيق	aplicație	تَطبِيق	N;INDF;FEM;SG	N;NOM;INDF;SG
aplicație	التطبيق	aplicație	تَطبِيق	N;INDF;FEM;SG	N;NOM;DEF;SG
aplicație	تطبيق	aplicație	تَطبِيق	N;INDF;FEM;SG	N;NOM;INDF;SG
aplicație	التطبيق	aplicație	تَطبِيق	N;INDF;FEM;SG	N;NOM;DEF;SG
întreținere	النفقة	întreținere	نِفقَة	N;INDF;FEM;SG	N;NOM;DEF;SG
întreținere	صيانة	întreținere	صِيَانَة	N;INDF;FEM;SG	N;NOM;INDF;SG
întreținere	الصيانة	întreținere	صِيَانَة	N;INDF;FEM;SG	N;NOM;DEF;SG
liberale	الليبرالية	liberal	لِيبِرَالِيّ	ADJ;INDF;FEM;PL	N;NOM;DEF;SG
liberale	الليبرالي	liberal	لِيبِرَالِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;MASC;SG
uși	الابواب	ușă	الابواب	N;INDF;FEM;PL	N;NOM;DEF;PL
conturi	الحسابات	cont	حِسَاب	N;INDF;FEM;PL	N;NOM;DEF;PL
izolate	معزول	izolat	مَعزُول	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
izolate	معزولة	izolat	مَعزُول	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
izolate	عزل	izolat	عزل	ADJ;INDF;FEM;PL	
izolate	منعزل	izolat	مُنعَزِل	ADJ;INDF;FEM;PL	
joi	الخميس	joi	خَمِيس		N;ACC;DEF;SG
joi	خميس	joi	خميس		
unice	فريدون	unic	فريدون	ADJ;INDF;FEM;PL	
unice	فريدة	unic	فَرِيد	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
unice	فريد	unic	فريد	ADJ;INDF;FEM;PL	
urata	قبيح	urata	قبيح	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
urata	قبيحة	urata	قَبِيح	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
urata	القبيح	urata	قُبَيح	ADJ;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
urata	بشع	urata	بَشع	ADJ;DEF;FEM;SG	N;NOM;INDF;SG
vecinătate	حي	vecinătate	حَيّ	N;INDF;FEM;SG	
vecinătate	الحي	vecinătate	حَيّ	N;INDF;FEM;SG	N;NOM;DEF;SG
vecinătate	الجوار	vecinătate	جِوَار	N;INDF;FEM;SG	N;NOM;DEF;SG
vecinătate	الجوار	vecinătate	جِوَار	N;INDF;FEM;SG	N;NOM;DEF;SG
vecinătate	الحي	vecinătate	حَيّ	N;INDF;FEM;SG	N;NOM;DEF;SG
vecinătate	الجوار	vecinătate	جِوَار	N;INDF;FEM;SG	N;NOM;DEF;SG
vizual	بصريا	vizual	بَصَرِيّ	ADV	N;ACC;INDF;SG
vizual	بصري	vizual	بَصَرِيّ	ADV	
vizual	بصرية	vizual	بَصَرِيّ	ADV	ADJ;NOM;INDF;FEM;SG
vizual	البصرية	vizual	بَصَرِيّ	ADV	ADJ;NOM;DEF;FEM;SG
vizual	مرئي	vizual	مرئي	ADV	N;NOM;INDF;SG
fanii	المعجبين	fan	مَعجِب	N;DEF;MASC;PL	ADJ;ACC;DEF;MASC;PL
fanii	معجبين	fan	مُعَجِّب	N;DEF;MASC;PL	ADJ;NOM;INDF;MASC;PL
fanii	لعشاق	fan	لعشاق	N;DEF;MASC;PL	N;GEN;DEF;SG
fanii	انصار	fan	أَنصَار	N;DEF;MASC;PL	
sensuri	المعاني	sens	مَعنَى	N;INDF;FEM;PL	N;NOM;DEF;SG
prevenirea	المنع	prevenire	مَنع	N;DEF;FEM;SG	N;NOM;DEF;SG
prevenirea	الوقاية	prevenire	وِقَايَة	N;DEF;FEM;SG	N;NOM;DEF;SG
mecanism	الالية	mecanism	الالية	N;INDF;MASC;SG	N;NOM;DEF;SG
mecanism	الية	mecanism	الية	N;INDF;MASC;SG	N;NOM;DEF;SG
talie	الخصر	talie	خَصر	N;INDF;FEM;SG	N;NOM;DEF;SG
distribuite	المشتركة	distribuit	مُشتَرَك	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;FEM;SG
distribuite	تقاسم	distribuit	تَقَاسُم	ADJ;INDF;FEM;PL	N;NOM;INDF;SG
distribuite	مشترك	distribuit	مُشتَرَك	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
distribuite	توزع	distribuit	توزع	ADJ;INDF;FEM;PL	V;IPFV;FEM;IND;SG;3;FIN;ACT
ace	الاس	ac	أَسّ		
ace	اس	ac	إِس		
ace	ايس	ac	أَيسَ		
ducesa	دوقة	ducesa	دَوقَة	N;DEF;FEM;SG	
ducesa	الدوقة	ducesa	دَوقَة	N;DEF;FEM;SG	
dracula	دراكولا	dracula	دراكولا	N;DEF;FEM;SG	
bonus	العلاوة	bonus	عِلَاوَة	N;INDF;MASC;SG	N;NOM;DEF;SG
justificarea	التبرير	justificare	تَبرِير	N;DEF;FEM;SG	N;NOM;DEF;SG
justificarea	مبرر	justificare	مُبَرِّر	N;DEF;FEM;SG	N;NOM;INDF;SG
justificarea	المبرر	justificare	مُبَرَّر	N;DEF;FEM;SG	N;NOM;DEF;SG
justificarea	المبررات	justificare	مُبَرِّر	N;DEF;FEM;SG	N;NOM;DEF;PL
justificarea	تبرير	justificare	تَبرِير	N;DEF;FEM;SG	N;NOM;INDF;SG
restaurat	اعيدت	restaurat	أَعَاد	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;PASS
trădare	الخيانة	trădare	خِيَانَة	N;INDF;FEM;SG	N;NOM;DEF;SG
trădare	خيانة	trădare	خِيَانَة	N;INDF;FEM;SG	N;NOM;INDF;SG
scrieți	كتابة	scrie	كِتَابَة	V;IND;PL;2;PRS;FIN	N;NOM;INDF;SG
scrieți	اكتب	scrie	كِتَاب	V;IND;PL;2;PRS;FIN	
scrieți	الكتابة	scrie	كِتَابَة	V;IND;PL;2;PRS;FIN	N;NOM;DEF;SG
beck	بيك	beck	بَيكَ	N	
corespondență	مراسلات	corespondență	مُرَاسِل	N;INDF;FEM;SG	N;NOM;INDF;PL
corespondență	المراسلة	corespondență	مُرَاسَلَة	N;INDF;FEM;SG	N;NOM;DEF;SG
corespondență	المراسلات	corespondență	مُرَاسَلَة	N;INDF;FEM;SG	N;NOM;DEF;PL
corespondență	مراسلة	corespondență	مُرَاسَلَة	N;INDF;FEM;SG	N;NOM;INDF;SG
atomică	الذرية	atomic	ذُريَة	ADJ;INDF;FEM;SG	
atomică	ذرية	atomic	ذُرِّيَّة	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
adaptarea	التكيف	adaptare	تَكَيُّف	N;DEF;FEM;SG	N;NOM;DEF;SG
adaptarea	تكيف	adaptare	كَاف	N;DEF;FEM;SG	N;NOM;INDF;SG
adaptarea	تكييف	adaptare	تكييف	N;DEF;FEM;SG	N;NOM;INDF;SG
mann	مان	mann	مَان	PROPN	
rară	النادر	rar	نَادِر	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
rară	نادر	rar	نَادِر	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
rară	نادرة	rar	نَادِر	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
caldă	دافئة	cald	دَافِئ	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
caldă	دافئ	cald	دَافِئ	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
cosmic	الكونية	cosmic	كُونِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
semințe	البذور	sămânță	بَذر	N;INDF;FEM;PL	N;NOM;DEF;PL
semințe	البذور	sămânță	بَذر	N;INDF;FEM;PL	N;NOM;DEF;PL
semințe	بذرة	sămânță	بِذرَة	N;INDF;FEM;PL	N;NOM;INDF;SG
stanford	ستانفورد	stanford	ستانفورد	PROPN	
constituționale	الدستورية	constituțional	دُستُورِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;FEM;SG
constituționale	دستورية	constituțional	دُستُورِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
constituționale	دستوري	constituțional	دُستُورِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
grecilor	اليونانيون	grec	يُونَانِيّ	N;DEF;MASC;PL	ADJ;NOM;DEF;MASC;PL
intelectuală	الفكرية	intelectual	فِكرِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
intelectuală	فكرية	intelectual	فِكرِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
adiacente	مجاور	adiacent	مِجوَر	ADJ;INDF;FEM;PL	N;NOM;INDF;SG
adiacente	المتاخمة	adiacent	مُتَاخِم	ADJ;INDF;FEM;PL	N;NOM;DEF;SG
bond	السند	bond	سَنَد	N;INDF;MASC;SG	N;NOM;DEF;SG
bond	بوند	bond	بوند	N;INDF;MASC;SG	
subsol	القبو	subsol	قَبُوّ	N;INDF;MASC;SG	N;NOM;DEF;SG
subsol	السرداب	subsol	السرداب	N;INDF;MASC;SG	N;NOM;DEF;SG
cupă	كوب	cupă	كُوب	N;INDF;FEM;SG	N;NOM;INDF;SG
