tennessee	теннесси	tennessa	теннесси	ADV	N;INAN;NOM;MASC;SG
kansas	канзас	kansas	канзас	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
ľudská	человек	ľudský	человек	ADJ;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
ľudská	человека	ľudský	человек	ADJ;NOM;FEM;SG	N;ANIM;ACC;MASC;SG
šťastný	счастливые	šťastný	счастливый	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;PL
konfliktov	конфликты	konflikt	конфликт	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL
breh	берегу	breh	берег	N;INAN;NOM;MASC;SG	N;INAN;DAT;MASC;SG
mladí	янг	mladý	янг	ADJ;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;SG
mladí	молодая	mladý	молодой	ADJ;ANIM;NOM;MASC;PL	ADJ;NOM;FEM;SG
mladí	young	mladý	young	ADJ;ANIM;NOM;MASC;PL	PROPN
mladí	молодых	mladý	молодой	ADJ;ANIM;NOM;MASC;PL	ADJ;GEN;PL
mladí	молодой	mladý	молодой	ADJ;ANIM;NOM;MASC;PL	ADJ;NOM;MASC;SG
povinný	обязательных	povinný	обязательный	ADJ;ANIM;NOM;MASC;SG	ADJ;GEN;PL
povinný	обязательные	povinný	обязательный	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;PL
povinný	обязательные	povinný	обязательный	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;PL
graz	граце	graz	грац	PROPN;ANIM;NOM;MASC;SG	N;INAN;DAT;MASC;SG
krásne	красавица	krásne	красавица	ADV	N;ANIM;NOM;FEM;SG
krásne	красивые	krásne	красивый	ADV	ADJ;NOM;PL
krásne	красивая	krásne	красивый	ADV	ADJ;NOM;FEM;SG
krásne	прелесть	krásne	прелесть	ADV	N;INAN;NOM;FEM;SG
predal	продается	predať	продаваться	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
obor	гигантский	obor	гигантский	N;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
obor	гигантская	obor	гигантский	N;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
obor	гигантские	obor	гигантский	N;ANIM;NOM;MASC;SG	ADJ;NOM;PL
predpokladu	предположения	predpoklad	предположение	N;INAN;GEN;MASC;SG	N;INAN;NOM;NEUT;PL
predpokladu	предположение	predpoklad	предположение	N;INAN;GEN;MASC;SG	N;INAN;NOM;NEUT;SG
predpokladu	допущение	predpoklad	допущение	N;INAN;GEN;MASC;SG	N;INAN;NOM;NEUT;SG
prezidentských	президентский	prezidentský	президентский	ADJ;GEN;MASC;PL	ADJ;NOM;MASC;SG
ira	ира	ira	ир		N;INAN;NOM;FEM;SG
brániť	защитить	brániť	защитить	V;IPFV;POS;NFIN	V;PFV;NFIN;ACT
bohatá	богатых	bohatý	богатый	ADJ;NOM;FEM;SG	ADJ;GEN;PL
bohatá	рич	bohatý	рич	ADJ;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
bohatá	богатые	bohatý	богатый	ADJ;NOM;FEM;SG	ADJ;NOM;PL
turecká	турецкие	turecký	турецкий	ADJ;NOM;FEM;SG	ADJ;NOM;PL
turecká	турции	turecký	турция	ADJ;NOM;FEM;SG	N;INAN;NOM;FEM;SG
site	сито	site	сито	INTJ	N;INAN;NOM;NEUT;SG
site	сайт	site	сайт	INTJ	N;INAN;NOM;MASC;SG
príbuzné	родственники	príbuzný	родственник	ADJ;NOM;NEUT;PL	N;ANIM;NOM;MASC;PL
príbuzné	родственников	príbuzný	родственник	ADJ;NOM;NEUT;PL	N;ANIM;GEN;MASC;PL
príbuzné	связанные	príbuzný	связать	ADJ;NOM;NEUT;PL	V;PFV;NOM;PL;PST;V.PTCP;PASS
jordan	иордания	jordan	иордание	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;NEUT;SG
jordan	иордан	jordan	иордан	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
jordan	иорданию	jordan	иордание	PROPN;ANIM;NOM;MASC;SG	N;INAN;DAT;NEUT;SG
jordan	джордан	jordan	джордан	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
jordan	иордании	jordan	иордание	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;NEUT;SG
darkgrey	darkgrey	darkgrey	darkgrey	N;NOM;FEM;SG	PROPN
philipp	филипп	philipp	филипп	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
philipp	philipp	philipp	philipp	PROPN;ANIM;NOM;MASC;SG	PROPN
franklin	франклин	franklin	франклин	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
batérie	аккумулятор	batéria	аккумулятор	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
batérie	батарея	batéria	батарея	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
batérie	батарей	batéria	батарея	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
neplatný	инвалид	neplatný	инвалид	ADJ;INAN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
knižnici	библиотеки	knižnica	библиотека	N;DAT;FEM;SG	N;INAN;NOM;FEM;PL
knižnici	библиотека	knižnica	библиотека	N;DAT;FEM;SG	N;INAN;NOM;FEM;SG
backgroundcolors	backgroundcolors	backgroundcolors	backgroundcolors	N;ANIM;NOM;MASC;SG	PROPN
alkoholu	алкоголь	alkohol	алкоголь	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG
alkoholu	спирт	alkohol	спирт	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG
dublin	дублине	dublin	дублина	PROPN;ANIM;NOM;MASC;SG	N;INAN;DAT;MASC;SG
dublin	дублин	dublin	дублин	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
upravená	скорректированы	upravený	корректировать	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
rom	rom	rom	rom	N;INAN;NOM;MASC;SG	PROPN
terry	терри	terra	террь	N;ANIM;NOM;MASC;SG	PART
výmenu	биржа	výmena	биржа	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
výmenu	обмен	výmena	обмен	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
výmenu	exchange	výmena	exchange	N;ACC;FEM;SG	PROPN
okolnosti	обстоятельство	okolnosť	обстоятельство	N;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
vianoce	рождество	vianoce	рождество	N;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
vianoce	рождественский	vianoce	рождественский	N;NOM;FEM;PL	ADJ;NOM;MASC;SG
vianoce	рождественская	vianoce	рождественский	N;NOM;FEM;PL	ADJ;NOM;FEM;SG
zaútočili	атаковали	zaútočiť	атаковать	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;IPFV;IND;PL;PST;FIN;ACT
zaútočili	атаковал	zaútočiť	атаковать	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
predpoklad	презумпцию	predpoklad	презумпция	N;INAN;NOM;MASC;SG	N;INAN;ACC;FEM;SG
predpoklad	презумпции	predpoklad	презумпция	N;INAN;NOM;MASC;SG	N;INAN;NOM;FEM;PL
predpoklad	предположения	predpoklad	предположение	N;INAN;NOM;MASC;SG	N;INAN;NOM;NEUT;PL
fedor	фёдор	fedor	фёдор	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
pokoj	мира	pokoj	мир	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
pokoj	спокойная	pokoj	спокойный	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
bonaparte	бонапарт	bonapart	бонапарт	N;INAN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
plánovaná	запланированное	plánovaný	планировать	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;PST;V.PTCP;PASS
plánovaná	запланированные	plánovaný	планировать	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
plánovaná	запланированный	plánovaný	планировать	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
plánovaná	запланированная	plánovaný	планировать	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
plánovaná	запланировано	plánovaný	планировать	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
plánovaná	запланированных	plánovaný	планировать	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;GEN;PL;PST;V.PTCP;PASS
plánovaná	планируемые	plánovaný	планировать	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
plánovaná	планируется	plánovaný	планировать	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
plánovaná	запланированные	plánovaný	планировать	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
plánovaná	запланированная	plánovaný	планировать	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
plánovaná	запланировано	plánovaný	планировать	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
plánovaná	запланированных	plánovaný	планировать	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;GEN;PL;PST;V.PTCP;PASS
pacienta	пациентка	paciento	пациентка	N;ANIM;ACC;MASC;SG	N;ANIM;NOM;FEM;SG
pacienta	пациент	paciento	пациент	N;ANIM;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
letiská	аэропортах	letisko	аэропорт	N;NOM;NEUT;PL	N;INAN;ESS;MASC;PL
odmietla	отклонили	odmietnuť	отклонить	V;PFV;FEM;SG;POS;PST;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
matke	мать	matka	мать	N;DAT;FEM;SG	N;ANIM;NOM;FEM;SG
matke	мама	matka	мама	N;DAT;FEM;SG	N;ANIM;NOM;FEM;SG
matke	матерь	matka	матерь	N;DAT;FEM;SG	N;ANIM;NOM;FEM;SG
matke	матушка	matka	матушка	N;DAT;FEM;SG	N;ANIM;NOM;FEM;SG
diamond	бриллиант	diamond	бриллиант	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
diamond	алмазов	diamond	алмаз	PROPN;ANIM;NOM;MASC;SG	N;INAN;GEN;MASC;PL
diamond	алмаз	diamond	алмаз	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
zajatí	плен	zajatie	плен	N;NOM;NEUT;PL	N;INAN;NOM;MASC;SG
zajatí	плену	zajatie	плен	N;NOM;NEUT;PL	N;INAN;DAT;MASC;SG
zajatí	плену	zajatie	плен	N;NOM;NEUT;PL	N;INAN;DAT;MASC;SG
hrobky	могила	hrobok	могила	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
hrobky	гробнице	hrobok	гробница	N;NOM;FEM;PL	N;INAN;DAT;FEM;SG
hrobky	могил	hrobok	могила	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
jadrová	ядерные	jadrový	ядерный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
klasifikácie	классификаций	klasifikácia	классификация	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
kľúčové	ключ	kľúčový	ключ	ADJ;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
kľúčové	ключевых	kľúčový	ключевой	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
desaťročia	десятилетий	desaťročie	десятилетие	N;NOM;NEUT;PL	N;INAN;GEN;NEUT;PL
desaťročia	десятилетиями	desaťročie	десятилетие	N;NOM;NEUT;PL	N;INAN;INS;NEUT;PL
grace	благодать	grace	благодать	PROPN;NOM;FEM;SG	N;INAN;NOM;FEM;SG
grace	грейс	grace	грейс	PROPN;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
grace	грэйс	grace	грэйс	PROPN;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
kartu	вкладка	kart	вкладка	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
kartu	карта	kart	карта	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
kartu	карточка	kart	карточка	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
dana	даны	daň	дать	N;NOM;FEM;SG	V;PFV;PL;PST;V.PTCP;PASS
dana	дана	daň	дать	N;NOM;FEM;SG	V;PFV;FEM;SG;PST;V.PTCP;PASS
edgar	эдгар	edgar	эдгар	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
stuart	стюарта	stuart	стюарт	PROPN;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
stuart	стюарт	stuart	стюарт	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
študuje	изучения	študovať	изучение	V;IPFV;IND;SG;3;POS;PRS;FIN	N;INAN;GEN;NEUT;SG
študuje	изучаю	študovať	изучать	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
študuje	изучение	študovať	изучение	V;IPFV;IND;SG;3;POS;PRS;FIN	N;INAN;NOM;NEUT;SG
študuje	учусь	študovať	учиться	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;MID
dokazuje	докажет	dokazovať	доказать	V;IPFV;IND;SG;3;POS;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN;ACT
toulouse	тулузе	toulous	тулуз	N;INS;FEM;SG	N;INAN;DAT;MASC;SG
bowell	боуэлл	bohell	боуэлл	PROPN;INAN;NOM;MASC;SG	
tokov	потоки	tok	поток	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL
strecha	крыше	strecha	крыша	N;NOM;FEM;SG	N;INAN;DAT;FEM;SG
strecha	крыши	strecha	крыша	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
strecha	крыше	strecha	крыша	N;NOM;FEM;SG	N;INAN;DAT;FEM;SG
strecha	крышу	strecha	крыша	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
utiecť	побег	utiecť	побег	V;PFV;POS;NFIN	N;INAN;NOM;MASC;SG
danny	дэнни	danny	дэнный	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
danny	денни	danny	деннь	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
danny	дэни	danny	дэнь	PROPN;ANIM;NOM;MASC;SG	
obyvateľom	обитатели	obyvateľ	обитатель	N;ANIM;DAT;MASC;PL	N;ANIM;NOM;MASC;PL
obyvateľom	жители	obyvateľ	житель	N;ANIM;DAT;MASC;PL	N;ANIM;NOM;MASC;PL
obyvateľom	жителей	obyvateľ	житель	N;ANIM;DAT;MASC;PL	N;ANIM;GEN;MASC;PL
obyvateľom	резиденты	obyvateľ	резидент	N;ANIM;DAT;MASC;PL	N;ANIM;NOM;MASC;PL
obyvateľom	жители	obyvateľ	житель	N;ANIM;DAT;MASC;PL	N;ANIM;NOM;MASC;PL
magic	волшебство	magic	волшебство	PROPN;NOM;MASC;SG	N;INAN;NOM;NEUT;SG
magic	волшебная	magic	волшебный	PROPN;NOM;MASC;SG	ADJ;NOM;FEM;SG
magic	magic	magic	magic	PROPN;NOM;MASC;SG	PROPN
magic	магия	magic	магия	PROPN;NOM;MASC;SG	N;INAN;NOM;FEM;SG
kushiro	кусиро	kushiro	кусиро	N;INAN;NOM;MASC;SG	
stráca	проиграть	strácať	проиграть	V;IPFV;IND;SG;3;POS;PRS;FIN	V;PFV;NFIN;ACT
stráca	теряем	strácať	терять	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;PL;1;PRS;FIN;ACT
stráca	потеря	strácať	потеря	V;IPFV;IND;SG;3;POS;PRS;FIN	N;INAN;NOM;FEM;SG
stráca	потерять	strácať	терять	V;IPFV;IND;SG;3;POS;PRS;FIN	V;PFV;NFIN;ACT
materskej	материнство	materský	материнство	ADJ;GEN;FEM;SG	N;INAN;NOM;NEUT;SG
materskej	родам	materský	род	ADJ;GEN;FEM;SG	N;INAN;DAT;MASC;PL
materskej	родитель	materský	родитель	ADJ;GEN;FEM;SG	N;ANIM;NOM;MASC;SG
náhrada	замену	náhrada	замена	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
náhrada	замены	náhrada	замена	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
autorských	copyright	autorský	copyright	ADJ;GEN;MASC;PL	PROPN
marcela	марсель	marcieť	марсель	N;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
marcela	марсела	marcieť	марсель	N;ANIM;NOM;MASC;SG	N;INAN;NOM;FEM;SG
jakob	якоб	jakob	якоб	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
jakob	яков	jakob	яков	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
dostupná	доступные	dostupný	доступный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
dostupná	доступны	dostupný	доступный	ADJ;NOM;FEM;SG	ADJ;PL
dostupná	доступен	dostupný	доступный	ADJ;NOM;FEM;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
dostupná	имеющихся	dostupný	иметься	ADJ;NOM;FEM;SG	V;IPFV;GEN;PL;PRS;V.PTCP;PASS
obmedzenie	ограничения	obmedzenie	ограничение	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
obmedzenie	ограничить	obmedzenie	ограничить	N;NOM;NEUT;SG	V;PFV;NFIN;ACT
true	true	true	true		PROPN
true	правда	true	правда		ADV
topenia	тает	topenie	таять	N;NOM;NEUT;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
nariadenia	регламент	nariadenie	регламент	N;NOM;NEUT;PL	N;INAN;NOM;MASC;SG
nariadenia	регламент	nariadenie	регламент	N;NOM;NEUT;PL	N;INAN;NOM;MASC;SG
nariadenia	регулирование	nariadenie	регулирование	N;NOM;NEUT;PL	N;INAN;NOM;NEUT;SG
moru	море	moru	море	N;DAT;FEM;SG	N;INAN;NOM;NEUT;SG
interakcie	взаимодействие	interakcia	взаимодействие	N;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
interakcie	взаимодействие	interakcia	взаимодействие	N;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
als	бас	als	бас	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
pobočky	отделений	pobočka	отделение	N;NOM;FEM;PL	N;INAN;GEN;NEUT;PL
kritiku	критика	kritika	критика	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
kritiku	критика	kritika	критика	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
téme	тема	téma	тема	N;DAT;FEM;SG	N;INAN;NOM;FEM;SG
chad	чад	chad	чадо	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;PL
chad	чаде	chad	чада	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
chad	чед	chad	чед	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
federálny	федеральные	federálny	федеральный	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;PL
federálny	федерального	federálny	федеральный	ADJ;INAN;NOM;MASC;SG	ADJ;GEN;MASC;SG
zistí	обнаруживает	zistiť	обнаруживать	V;PFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
nádeje	надеется	nádej	надеяться	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;MID
externý	внешние	externý	внешний	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;PL
externý	внешних	externý	внешний	ADJ;ANIM;NOM;MASC;SG	ADJ;GEN;PL
zeus	зевс	zeus	зевс	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
experimentálne	экспериментальных	experimentálne	экспериментальный	ADV	ADJ;GEN;PL
experimentálne	экспериментальная	experimentálne	экспериментальный	ADV	ADJ;NOM;FEM;SG
experimentálne	экспериментальные	experimentálne	экспериментальный	ADV	ADJ;NOM;PL
experimentálne	экспериментальное	experimentálne	экспериментальный	ADV	ADJ;NOM;NEUT;SG
experimentálne	экспериментальный	experimentálne	экспериментальный	ADV	ADJ;NOM;MASC;SG
ostro	острая	ostro	острый	ADV	ADJ;NOM;FEM;SG
ostro	острые	ostro	острый	ADV	ADJ;NOM;PL
ostro	шарп	ostro	шарп	ADV	N;INAN;NOM;MASC;SG
ostro	острый	ostro	острый	ADV	ADJ;NOM;MASC;SG
gott	готт	gott	готт	PROPN;ANIM;NOM;MASC;SG	
mních	монк	mní	монк	N;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
roh	углу	roh	угол	N;INAN;NOM;MASC;SG	N;INAN;DAT;MASC;SG
roh	хорн	roh	хорна	N;INAN;NOM;MASC;SG	
roh	рога	roh	рог	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;PL
všimol	заметили	všimnúť	заметить	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
vlastníkom	хозяин	vlastník	хозяин	N;ANIM;INS;MASC;SG	N;ANIM;NOM;MASC;SG
vlastníkom	владельца	vlastník	владелец	N;ANIM;INS;MASC;SG	N;ANIM;ACC;MASC;SG
vlastníkom	владелец	vlastník	владелец	N;ANIM;INS;MASC;SG	N;ANIM;NOM;MASC;SG
povolené	разрешено	povolený	разрешить	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
povolené	включено	povolený	включить	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
povolené	включена	povolený	включить	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
povolené	включен	povolený	включить	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
povolené	разрешено	povolený	разрешить	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
povolené	разрешены	povolený	разрешить	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
povolené	допускается	povolený	допускать	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
povolené	разрешено	povolený	разрешить	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
povolené	разрешена	povolený	разрешить	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
povolené	разрешены	povolený	разрешить	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
povolené	допускается	povolený	допускать	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
povolené	разрешено	povolený	разрешить	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
jedenásť	eleven	jedenásť	eleven	NUM;NOM;NEUT;SG	PROPN
epizódy	эпизодов	epizóda	эпизод	N;NOM;FEM;PL	N;INAN;GEN;MASC;PL
epizódy	серий	epizóda	серия	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
dočasné	временно	dočasný	временно	ADJ;NOM;NEUT;SG	ADV
dočasné	временные	dočasný	временный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
objavovať	изучить	objavovať	изучить	V;IPFV;POS;NFIN	V;PFV;NFIN;ACT
objavovať	обнаружить	objavovať	обнаружить	V;IPFV;POS;NFIN	V;PFV;NFIN;ACT
výstupov	мероприятия	výstup	мероприятие	N;INAN;GEN;MASC;PL	N;INAN;NOM;NEUT;PL
potraviny	продуктовый	potravina	продуктовый	N;NOM;FEM;PL	ADJ;NOM;MASC;SG
potraviny	питание	potravina	питание	N;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
potraviny	продовольственной	potravina	продовольственный	N;NOM;FEM;PL	ADJ;INS;FEM;SG
potraviny	пища	potravina	пища	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
potraviny	еды	potravina	еда	N;NOM;FEM;PL	N;INAN;GEN;FEM;SG
potraviny	продовольствие	potravina	продовольствие	N;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
potraviny	еда	potravina	еда	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
očami	глаз	oko	глаз	N;INS;NEUT;PL	N;INAN;NOM;MASC;SG
očami	глаза	oko	глаз	N;INS;NEUT;PL	N;INAN;NOM;MASC;PL
očami	глазки	oko	глазок	N;INS;NEUT;PL	N;INAN;NOM;MASC;PL
kategóriu	категория	kategória	категория	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
kategóriu	категории	kategória	категория	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
ťažkosti	трудность	ťažkosť	трудность	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
ťažkosti	сложность	ťažkosť	сложность	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
edmund	эдмунд	edmunda	эдмунд	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
patriaci	принадлежащих	patriaci	принадлежать	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT	V;IPFV;GEN;PL;PRS;V.PTCP;ACT
protest	протеста	protest	протест	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
protest	протесты	protest	протест	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;PL
riadené	управляемый	riadený	управлять	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;PASS
riadené	удалось	riadený	удаться	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NEUT;IND;SG;PST;FIN;MID
riadené	управляемые	riadený	управлять	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
riadené	управляемые	riadený	управлять	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
riadené	контролируемых	riadený	контролировать	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;GEN;PL;PRS;V.PTCP;PASS
riadené	управляемый	riadený	управлять	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;PASS
riadené	контролируемые	riadený	контролировать	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
riadené	контролируется	riadený	контролировать	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
riadené	управляемые	riadený	управлять	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
poškodený	повреждено	poškodený	повредить	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
