что	o	что	o	PRO;NOM	DET
дополнительно	adicional	дополнительно	adicional	ADV	ADJ
художественная	artística	художественный	artístico	ADJ;NOM;FEM;SG	N
стен	as	стена	o	N;INAN;GEN;FEM;PL	DET
оскар	óscar	оскар	óscar	N;ANIM;NOM;MASC;SG	PROPN
частиц	de	частица	de	N;INAN;GEN;FEM;PL	ADP
играла	o	играть	o	V;IPFV;FEM;IND;SG;PST;FIN;ACT	DET
играла	papel	играть	papel	V;IPFV;FEM;IND;SG;PST;FIN;ACT	N
атаку	atacar	атака	atacar	N;INAN;ACC;FEM;SG	V
неправильно	mal	неправильный	mal	ADJ;NEUT;SG	ADV
неправильно	malo	неправильный	malo	ADJ;NEUT;SG	PROPN
извините	perdón	извинить	perdón	V;PFV;IMP;PL;2;FIN;ACT	N
извините	desculpe	извинить	desculpe	V;PFV;IMP;PL;2;FIN;ACT	PROPN
браун	brown	браун	brown	N;ANIM;NOM;MASC;SG	PROPN
браун	claro	браун	claro	N;ANIM;NOM;MASC;SG	ADJ
расположенных	atópanse	расположенный	atópanse	ADJ;GEN;PL	PROPN
старое	anos	старый	ano	ADJ;NOM;NEUT;SG	N
старое	vellos	старый	vello	ADJ;NOM;NEUT;SG	N
старое	vello	старый	vello	ADJ;NOM;NEUT;SG	N
старое	vella	старый	vella	ADJ;NOM;NEUT;SG	N
франциско	francisco	франциский	francisco	ADV	N
белое	brancos	белый	branco	ADJ;NOM;NEUT;SG	N
чёрные	negra	черный	negro	ADJ;NOM;PL	N
чёрные	negro	черный	negro	ADJ;NOM;PL	N
чёрные	negros	черный	negro	ADJ;NOM;PL	N
длинные	moito	длинный	moito	ADJ;NOM;PL	ADV
длинные	tempo	длинный	tempo	ADJ;NOM;PL	N
греческий	grego	греческий	grego	ADJ;NOM;MASC;SG	N
коротко	curto	коротко	curto	ADV	ADJ
коротко	curta	коротко	curto	ADV	ADJ
коротко	curtas	коротко	curto	ADV	N
врагов	inimigos	враг	inimigo	N;ANIM;ACC;MASC;PL	ADJ
редактора	de	редактор	de	N;ANIM;ACC;MASC;SG	ADP
короткий	pouco	короткий	pouco	ADJ;NOM;MASC;SG	ADV
короткий	curtas	короткий	curto	ADJ;NOM;MASC;SG	N
учения	dirixe	учение	dirixe	N;INAN;NOM;NEUT;PL	V
учения	un	учение	un	N;INAN;NOM;NEUT;PL	DET
реально	que	реально	que	ADV	PRO
реально	en	реально	en	ADV	ADP
реально	verdade	реально	verdade	ADV	N
свободно	libre	свободно	libre	ADV	ADJ
свободно	libres	свободно	libre	ADV	ADJ
свободно	balde	свободно	balde	ADV	N
захвата	a	захват	o	N;INAN;GEN;MASC;SG	DET
захвата	capturar	захват	capturar	N;INAN;GEN;MASC;SG	V
потенциала	de	потенциал	de	N;INAN;GEN;MASC;SG	ADP
кровь	o	кровь	o	N;INAN;NOM;FEM;SG	DET
трек	track	трек	track	N;INAN;NOM;MASC;SG	PROPN
королевский	teatro	королевский	teatro	ADJ;NOM;MASC;SG	N
королевский	súa	королевский	seu	ADJ;NOM;MASC;SG	DET
королевский	alteza	королевский	altezar	ADJ;NOM;MASC;SG	N
масло	de	масло	de	N;INAN;NOM;NEUT;SG	ADP
защитить	protexelos	защитить	protexelo	V;PFV;NFIN;ACT	N
защитить	para	защитить	para	V;PFV;NFIN;ACT	ADP
шри	sri	шри	sri		PROPN
древний	antigo	древний	antigo	ADJ;NOM;MASC;SG	N
древний	antigos	древний	antigo	ADJ;NOM;MASC;SG	N
распределение	de	распределение	de	N;INAN;NOM;NEUT;SG	ADP
захватили	prisioneiro	захватить	prisioneiro	V;PFV;IND;PL;PST;FIN;ACT	N
норвегия	noruega	норвегия	noruega	N;INAN;NOM;FEM;SG	PROPN
согласился	en	согласиться	en	V;PFV;MASC;IND;SG;PST;FIN;MID	ADP
согласился	acordo	согласиться	acordo	V;PFV;MASC;IND;SG;PST;FIN;MID	N
техас	texas	техас	texa	N;INAN;NOM;FEM;SG	PROPN
мистер	cabaleiro	мистер	cabaleiro	N;ANIM;NOM;MASC;SG	ADJ
мистер	mire	мистер	mirar	N;ANIM;NOM;MASC;SG	V
мистер	mr	мистер	mr	N;ANIM;NOM;MASC;SG	PROPN
мистер	o	мистер	o	N;ANIM;NOM;MASC;SG	DET
джозеф	wilson	джозеф	wilson	N;ANIM;NOM;MASC;SG	PROPN
джозеф	joseph	джозеф	josephr	N;ANIM;NOM;MASC;SG	PROPN
каролина	carolina	каролин	carolina	N;INAN;NOM;FEM;SG	PROPN
будущий	futuro	будущий	futuro	ADJ;NOM;MASC;SG	N
комиссар	comisionado	комиссар	comisionar	N;ANIM;NOM;MASC;SG	V
оригинал	orixinal	оригинал	orixinal	N;INAN;NOM;MASC;SG	ADJ
оригинал	orixinais	оригинал	orixinal	N;INAN;NOM;MASC;SG	ADJ
нато	otan	нато	otar	N;INAN;NOM;NEUT;SG	PROPN
иран	irán	иран	ir	N;INAN;NOM;MASC;SG	PROPN
комедия	a	комедия	o	N;INAN;NOM;FEM;SG	DET
торонто	toronto	торонто	toronto	N;INAN;NOM;MASC;SG	PROPN
требование	pido	требование	pedir	N;INAN;NOM;NEUT;SG	V
требование	custar	требование	custar	N;INAN;NOM;NEUT;SG	V
джимми	jimmy	джимм	jimmy	N;ANIM;NOM;MASC;SG	PROPN
конго	congo	конго	congo	N;INAN;NOM;MASC;SG	PROPN
высший	corte	высший	corte	ADJ;NOM;MASC;SG	N
высший	suprema	высший	suprema	ADJ;NOM;MASC;SG	N
высший	supremo	высший	supremo	ADJ;NOM;MASC;SG	N
поддерживаю	apoio	поддерживать	apoio	V;IPFV;IND;SG;1;PRS;FIN;ACT	N
поддерживаю	de	поддерживать	de	V;IPFV;IND;SG;1;PRS;FIN;ACT	ADP
древние	antigo	древний	antigo	ADJ;NOM;PL	N
древние	antigos	древний	antigo	ADJ;NOM;PL	N
руководители	encargados	руководитель	encargar	N;ANIM;NOM;MASC;PL	V
руководители	os	руководитель	o	N;ANIM;NOM;MASC;PL	DET
вырос	grande	вырасти	grande	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ
вырос	xa	вырасти	xa	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADV
вырос	es	вырасти	e	V;PFV;MASC;IND;SG;PST;FIN;ACT	N
вырос	adulto	вырасти	adulto	V;PFV;MASC;IND;SG;PST;FIN;ACT	N
вырос	maior	вырасти	maior	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ
вырос	medrei	вырасти	medrar	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADV
вырос	crecín	вырасти	crecín	V;PFV;MASC;IND;SG;PST;FIN;ACT	PROPN
вырос	cando	вырасти	cando	V;PFV;MASC;IND;SG;PST;FIN;ACT	PRO
фунтов	£	фунт	£	N;INAN;GEN;MASC;PL	PROPN
фунтов	case	фунт	case	N;INAN;GEN;MASC;PL	ADV
передняя	diante	передний	diante	ADJ;NOM;FEM;SG	ADV
передняя	fronte	передний	fronte	ADJ;NOM;FEM;SG	N
убил	a	убить	o	V;PFV;MASC;IND;SG;PST;FIN;ACT	DET
убил	mortos	убить	morto	V;PFV;MASC;IND;SG;PST;FIN;ACT	N
показан	que	показать	que	V;PFV;MASC;SG;PST;V.PTCP;PASS	PRO
показан	se	показать	se	V;PFV;MASC;SG;PST;V.PTCP;PASS	CONJ
показан	mostra	показать	mostra	V;PFV;MASC;SG;PST;V.PTCP;PASS	N
показан	as	показать	o	V;PFV;MASC;SG;PST;V.PTCP;PASS	DET
обмена	compartir	обмен	compartir	N;INAN;GEN;MASC;SG	V
цитата	citar	цитата	citar	N;INAN;NOM;FEM;SG	V
половину	a	половина	o	N;INAN;ACC;FEM;SG	DET
энтони	anthony	энтонь	anthony	N;ANIM;NOM;MASC;SG	PROPN
частные	raso	частный	raso	ADJ;NOM;PL	N
частные	soldado	частный	soldar	ADJ;NOM;PL	V
отражает	o	отражать	o	V;IPFV;IND;SG;3;PRS;FIN;ACT	DET
федеральный	circuíto	федеральный	circuíto	ADJ;NOM;MASC;SG	N
шестой	seis	шестой	seis	ADJ;NOM;MASC;SG	N
шестой	6	шестой	6	ADJ;NOM;MASC;SG	NUM
полоса	de	полоса	de	N;INAN;NOM;FEM;SG	ADP
проверка	o	проверка	o	N;INAN;NOM;FEM;SG	DET
проверка	probando	проверка	probar	N;INAN;NOM;FEM;SG	V
проверка	probar	проверка	probar	N;INAN;NOM;FEM;SG	V
проверка	de	проверка	de	N;INAN;NOM;FEM;SG	ADP
проверка	comprobalo	проверка	comprobalo	N;INAN;NOM;FEM;SG	PROPN
природных	a	природный	o	ADJ;GEN;PL	DET
построенный	de	строить	de	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	ADP
стандарт	estándar	стандарт	estándar	N;INAN;NOM;MASC;SG	V
стандарт	de	стандарт	de	N;INAN;NOM;MASC;SG	ADP
свобода	a	свобода	o	N;INAN;NOM;FEM;SG	DET
свобода	a	свобода	o	N;INAN;NOM;FEM;SG	DET
пехотный	infantería	пехотный	infantería	ADJ;NOM;MASC;SG	N
пехотный	infantaría	пехотный	infantar	ADJ;NOM;MASC;SG	N
джей	jay	джей	jay	N;INAN;NOM;MASC;SG	PROPN
африка	áfrica	африка	áfrica	N;INAN;NOM;FEM;SG	PROPN
африка	sudáfrica	африка	sudáfricar	N;INAN;NOM;FEM;SG	ADJ
священной	sagrados	священный	sagrar	ADJ;INS;FEM;SG	V
быстрее	rápido	быстро	rápido	ADV;CMPR	ADJ
быстрее	rápida	быстро	rápido	ADV;CMPR	ADJ
выбрать	que	выбрать	que	V;PFV;NFIN;ACT	PRO
выбрать	o	выбрать	o	V;PFV;NFIN;ACT	DET
выбрать	a	выбрать	o	V;PFV;NFIN;ACT	DET
сон	durmir	сон	durmir	N;INAN;NOM;MASC;SG	V
сон	con	сон	con	N;INAN;NOM;MASC;SG	ADP
боб	bob	боб	bob	N;INAN;NOM;MASC;SG	PROPN
боб	xelíns	боб	xelín	N;INAN;NOM;MASC;SG	PROPN
поль	paul	поль	paul	N;ANIM;NOM;MASC;SG	PROPN
сбор	de	сбор	de	N;INAN;NOM;MASC;SG	ADP
чьи	que	чей	que	DET;NOM;PL	PRO
чьи	cuxo	чей	cuxo	DET;NOM;PL	N
чьи	cuxa	чей	cuxa	DET;NOM;PL	N
чьи	cuxos	чей	cuxo	DET;NOM;PL	N
чьи	de	чей	de	DET;NOM;PL	ADP
чьи	quen	чей	quen	DET;NOM;PL	PRO
здоровье	a	здоровье	o	N;INAN;NOM;NEUT;SG	DET
здоровье	health	здоровье	health	N;INAN;NOM;NEUT;SG	PROPN
дорогой	querido	дорога	querer	N;INAN;NOM;MASC;SG	V
дорогой	querida	дорога	querer	N;INAN;NOM;MASC;SG	V
дорогой	querida	дорога	querer	N;INAN;NOM;MASC;SG	V
дорогой	meu	дорога	meu	N;INAN;NOM;MASC;SG	DET
дорогой	querido	дорога	querer	N;INAN;NOM;MASC;SG	V
дорогой	ben	дорога	ben	N;INAN;NOM;MASC;SG	ADV
яйца	os	яйцо	o	N;INAN;NOM;NEUT;PL	DET
яйца	as	яйцо	o	N;INAN;NOM;NEUT;PL	DET
представлено	a	представить	o	V;PFV;NEUT;SG;PST;V.PTCP;PASS	DET
шарль	carlos	шарль	carlo	N;ANIM;NOM;MASC;SG	PROPN
католиков	católicos	католик	católico	N;ANIM;GEN;MASC;PL	ADJ
реальности	a	реальность	o	N;INAN;NOM;FEM;SG	DET
вооруженных	armados	вооружить	armar	V;PFV;GEN;PL;PST;V.PTCP;PASS	N
вооруженных	armado	вооружить	armar	V;PFV;GEN;PL;PST;V.PTCP;PASS	N
вооруженных	armada	вооружить	armada	V;PFV;GEN;PL;PST;V.PTCP;PASS	N
вооруженных	armadas	вооружить	armado	V;PFV;GEN;PL;PST;V.PTCP;PASS	N
близко	do	близко	do	ADV	PROPN
близко	da	близко	da	ADV	V
близко	de	близко	de	ADV	ADP
джексон	jackson	джексон	jackson	N;ANIM;NOM;MASC;SG	PROPN
жуков	myers	жук	myer	N;ANIM;GEN;MASC;PL	PROPN
принципиально	de	принципиально	de	ADV	ADP
свободный	balde	свободный	balde	ADJ;NOM;MASC;SG	N
маргарита	margaret	маргарита	margaret	N;ANIM;NOM;FEM;SG	V
открыть	aberta	открыть	aberto	V;PFV;NFIN;ACT	ADJ
указал	recomendáronme	указать	recomendáronme	V;PFV;MASC;IND;SG;PST;FIN;ACT	PROPN
телевидение	a	телевидение	o	N;INAN;NOM;NEUT;SG	DET
телевидение	da	телевидение	da	N;INAN;NOM;NEUT;SG	V
телевидение	tv	телевидение	tv	N;INAN;NOM;NEUT;SG	PROPN
поколение	da	поколение	da	N;INAN;NOM;NEUT;SG	V
вест	occidental	вест	occidental	N;INAN;NOM;MASC;SG	ADJ
вест	do	вест	do	N;INAN;NOM;MASC;SG	PROPN
вест	da	вест	da	N;INAN;NOM;MASC;SG	V
вест	west	вест	west	N;INAN;NOM;MASC;SG	PROPN
помню	lembras	помнить	lembra	V;IPFV;IND;SG;1;PRS;FIN;ACT	N
краткая	informe	краткий	informe	ADJ;NOM;FEM;SG	N
голубой	azul	голубой	azul	ADJ;NOM;MASC;SG	N
голубой	azuis	голубой	azuis	ADJ;NOM;MASC;SG	N
лошадей	cabalos	лошадь	cabalo	N;ANIM;GEN;FEM;PL	V
лошадей	os	лошадь	o	N;ANIM;GEN;FEM;PL	DET
сохранение	aforrando	сохранение	aforrar	N;INAN;NOM;NEUT;SG	V
сохранение	salvar	сохранение	salvar	N;INAN;NOM;NEUT;SG	V
сохранение	aforraban	сохранение	aforrar	N;INAN;NOM;NEUT;SG	V
краю	do	край	do	N;INAN;DAT;MASC;SG	PROPN
металла	de	металл	de	N;INAN;GEN;MASC;SG	ADP
кинг	king	кинг	king	N;INAN;NOM;MASC;SG	PROPN
кинг	rei	кинг	rei	N;INAN;NOM;MASC;SG	PROPN
кинг	o	кинг	o	N;INAN;NOM;MASC;SG	DET
панк	un	панк	un	N;INAN;NOM;MASC;SG	DET
оставшиеся	restante	остаться	restante	V;PFV;NOM;PL;PST;V.PTCP;MID	ADJ
оставшиеся	para	остаться	para	V;PFV;NOM;PL;PST;V.PTCP;MID	ADP
глубоко	no	глубоко	no	ADV	V
глубоко	fondo	глубоко	fondo	ADV	N
глубоко	profundo	глубоко	profundo	ADV	ADJ
глубоко	profundidade	глубоко	profundidade	ADV	N
глубоко	de	глубоко	de	ADV	ADP
уголовного	criminais	уголовный	criminal	ADJ;GEN;MASC;SG	N
уголовного	crime	уголовный	crime	ADJ;GEN;MASC;SG	N
закрыта	pechado	закрыть	pechado	V;PFV;FEM;SG;PST;V.PTCP;PASS	N
закрыта	sondaxes	закрыть	sondaxe	V;PFV;FEM;SG;PST;V.PTCP;PASS	N
энн	ann	энн	ann	N;ANIM;NOM;FEM;SG	PROPN
энн	anne	энн	anne	N;ANIM;NOM;FEM;SG	PROPN
энн	anne	энн	anne	N;ANIM;NOM;FEM;SG	PROPN
джонни	johnny	джонни	johnny	N;ANIM;NOM;MASC;SG	PROPN
светло	luz	светлый	luz	ADJ;NEUT;SG	N
ответы	as	ответ	o	N;INAN;NOM;MASC;PL	DET
франческо	francesco	франческо	francesco	ADV	N
необходимые	é	необходимый	ser	ADJ;NOM;PL	V
торговля	o	торговля	o	N;INAN;NOM;FEM;SG	DET
торговля	trocar	торговля	trocar	N;INAN;NOM;FEM;SG	V
торговля	comercial	торговля	comercial	N;INAN;NOM;FEM;SG	ADJ
путешествия	viaxa	путешествие	viaxa	N;INAN;NOM;NEUT;PL	V
путешествия	viaxar	путешествие	viaxar	N;INAN;NOM;NEUT;PL	V
путешествия	viaxa	путешествие	viaxa	N;INAN;NOM;NEUT;PL	V
путешествия	viaxando	путешествие	viaxar	N;INAN;NOM;NEUT;PL	V
аренду	aluguer	аренда	aluguer	N;INAN;ACC;FEM;SG	PROPN
аренду	alugar	аренда	alugar	N;INAN;ACC;FEM;SG	V
цифры	os	цифра	o	N;INAN;NOM;FEM;PL	DET
карточка	de	карточка	de	N;INAN;NOM;FEM;SG	ADP
карточка	unha	карточка	un	N;INAN;NOM;FEM;SG	DET
шаг	un	шаг	un	N;INAN;NOM;MASC;SG	DET
солнечной	solar	солнечный	solar	ADJ;INS;FEM;SG	V
солнечной	noso	солнечный	noso	ADJ;INS;FEM;SG	DET
шотландия	escocia	шотландия	escocia	N;INAN;NOM;FEM;SG	PROPN
прошлое	pasado	прошлое	pasado	N;INAN;NOM;NEUT;SG	ADJ
прошлое	últimos	прошлое	último	N;INAN;NOM;NEUT;SG	ADJ
европу	europa	европа	europa	N;INAN;ACC;FEM;SG	PROPN
европу	en	европа	en	N;INAN;ACC;FEM;SG	ADP
приложения	para	приложение	para	N;INAN;NOM;NEUT;PL	ADP
собак	os	собака	o	N;ANIM;GEN;FEM;PL	DET
собак	aos	собака	aos	N;ANIM;GEN;FEM;PL	PROPN
написали	escribiume	писать	escribiume	V;PFV;IND;PL;PST;FIN;ACT	PROPN
написали	a	писать	o	V;PFV;IND;PL;PST;FIN;ACT	DET
судей	os	судья	o	N;ANIM;GEN;MASC;PL	DET
пользователя	de	пользователь	de	N;ANIM;ACC;MASC;SG	ADP
сделаны	feito	делать	feito	V;PFV;PL;PST;V.PTCP;PASS	N
посольства	embaixada	посольство	embaixar	N;INAN;NOM;NEUT;PL	V
джонсон	johnson	джонсон	johnson	N;ANIM;NOM;MASC;SG	PROPN
улучшение	mellorou	улучшение	mellorar	N;INAN;NOM;NEUT;SG	V
улучшение	mellora	улучшение	mellorar	N;INAN;NOM;NEUT;SG	V
улучшение	mellor	улучшение	mellor	N;INAN;NOM;NEUT;SG	ADJ
понимание	entender	понимание	entender	N;INAN;NOM;NEUT;SG	V
понимание	comprender	понимание	comprender	N;INAN;NOM;NEUT;SG	V
многим	moitos	много	moito	NUM	DET
многим	cantas	много	canto	NUM	DET
многим	moitas	много	moito	NUM	DET
многим	cantos	много	canto	NUM	N
фред	fred	фред	fred	N;ANIM;NOM;MASC;SG	PROPN
артисты	de	артист	de	N;ANIM;NOM;MASC;PL	ADP
безопасность	de	безопасность	de	N;INAN;NOM;FEM;SG	ADP
ценность	canto	ценность	canto	N;INAN;NOM;FEM;SG	PRO
график	gráfico	график	gráfico	N;INAN;NOM;MASC;SG	ADJ
график	gráfica	график	gráfico	N;INAN;NOM;MASC;SG	ADJ
художественные	artística	художественный	artístico	ADJ;NOM;PL	N
чувства	os	чувство	o	N;INAN;NOM;NEUT;PL	DET
верхние	esquina	верхний	esquina	ADJ;NOM;PL	N
дед	o	дед	o	N;ANIM;NOM;MASC;SG	DET
ведет	leads	вести	lear	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
серьёзные	serio	серьезный	serio	ADJ;NOM;PL	N
серьёзные	en	серьезный	en	ADJ;NOM;PL	ADP
ракета	mísil	ракета	mísil	N;INAN;NOM;FEM;SG	ADJ
потенциал	de	потенциал	de	N;INAN;NOM;MASC;SG	ADP
сделана	feito	делать	feito	V;PFV;FEM;SG;PST;V.PTCP;PASS	N
исп	sri	испа	sri	N;INAN;NOM;FEM;SG	PROPN
ведущие	conducir	ведущий	conducir	ADJ;NOM;PL	V
ведущие	levar	ведущий	levar	ADJ;NOM;PL	V
ведущие	a	ведущий	o	ADJ;NOM;PL	DET
ведущие	até	ведущий	até	ADJ;NOM;PL	ADV
расы	a	раса	o	N;INAN;NOM;FEM;PL	DET
расы	internacional	раса	internacional	N;INAN;NOM;FEM;PL	ADJ
китайская	os	китайский	o	ADJ;NOM;FEM;SG	DET
китайская	chineses	китайский	chinés	ADJ;NOM;FEM;SG	N
китайская	chinés	китайский	chinés	ADJ;NOM;FEM;SG	N
грузия	georgia	грузия	georgia	N;INAN;NOM;FEM;SG	PROPN
дэвис	davis	дэвис	davi	N;ANIM;NOM;MASC;SG	PROPN
прекратить	alto	прекратить	alto	V;PFV;NFIN;ACT	ADJ
прекратить	o	прекратить	o	V;PFV;NFIN;ACT	DET
прекратить	de	прекратить	de	V;PFV;NFIN;ACT	ADP
прекратить	para	прекратить	para	V;PFV;NFIN;ACT	ADP
чарли	charlie	чарли	charlie	N;ANIM;NOM;MASC;SG	PROPN
чарли	non	чарли	non	N;ANIM;NOM;MASC;SG	PART
внезапно	súpeto	внезапно	súpeto	ADV	N
внезапно	de	внезапно	de	ADV	ADP
внезапно	súpeto	внезапно	súpeto	ADV	N
внезапно	de	внезапно	de	ADV	ADP
внезапно	repentino	внезапно	repentino	ADV	ADJ
публикация	de	публикация	de	N;INAN;NOM;FEM;SG	ADP
остановить	de	остановить	de	V;PFV;NFIN;ACT	ADP
остановить	para	остановить	para	V;PFV;NFIN;ACT	ADP
сыновья	os	сыновье	o	N;ANIM;NOM;MASC;PL	DET
дальность	de	дальность	de	N;INAN;NOM;FEM;SG	ADP
дальность	montañosa	дальность	montañoso	N;INAN;NOM;FEM;SG	ADJ
синий	azul	синий	azul	ADJ;NOM;MASC;SG	N
синий	azuis	синий	azuis	ADJ;NOM;MASC;SG	N
техническое	técnico	технический	técnico	ADJ;NOM;NEUT;SG	N
техническое	técnica	технический	técnica	ADJ;NOM;NEUT;SG	N
жёлтый	amarelos	жёлтый	amarelo	ADJ;NOM;MASC;SG	N
жёлтый	amarelas	жёлтый	amarela	ADJ;NOM;MASC;SG	N
жёлтый	amarela	жёлтый	amarelar	ADJ;NOM;MASC;SG	N
жёлтый	marelo	жёлтый	marelo	ADJ;NOM;MASC;SG	N
жёлтый	taxi	жёлтый	taxi	ADJ;NOM;MASC;SG	N
эффективность	efectivas	эффективность	efectivo	N;INAN;NOM;FEM;SG	ADJ
эффективность	efectiva	эффективность	efectivo	N;INAN;NOM;FEM;SG	ADJ
эффективность	efectivo	эффективность	efectivo	N;INAN;NOM;FEM;SG	ADJ
эффективность	eficaces	эффективность	eficaz	N;INAN;NOM;FEM;SG	ADJ
эффективность	eficaz	эффективность	eficaz	N;INAN;NOM;FEM;SG	ADJ
эффективность	a	эффективность	o	N;INAN;NOM;FEM;SG	DET
пустая	valeiro	пустой	valeiro	ADJ;NOM;FEM;SG	N
дала	a	дать	o	V;PFV;FEM;IND;SG;PST;FIN;ACT	DET
включать	moitos	включать	moito	V;IPFV;NFIN;ACT	DET
включать	de	включать	de	V;IPFV;NFIN;ACT	ADP
ступень	no	ступень	no	N;INAN;NOM;FEM;SG	V
обычных	cotiáns	обычный	cotián	ADJ;GEN;PL	N
обычных	era	обычный	ser	ADJ;GEN;PL	V
обычных	normais	обычный	normal	ADJ;GEN;PL	N
детство	da	детство	da	N;INAN;NOM;NEUT;SG	V
кабинет	minister	кабинет	minister	N;INAN;NOM;MASC;SG	PROPN
петер	peter	петер	peter	N;ANIM;NOM;MASC;SG	V
медленно	lento	медленно	lento	ADV	ADJ
медленно	lenta	медленно	lento	ADV	ADJ
медленно	lentos	медленно	lento	ADV	ADJ
медленно	ou	медленно	ou	ADV	CONJ
медленно	frean	медленно	frear	ADV	V
медленно	tranquilo	медленно	tranquilo	ADV	ADJ
медленно	vagar	медленно	vagar	ADV	V
медленно	modo	медленно	modo	ADV	N
медленно	a	медленно	o	ADV	DET
продаж	de	продажа	de	N;INAN;GEN;FEM;PL	ADP
продаж	ventas	продажа	ventar	N;INAN;GEN;FEM;PL	V
людовик	luis	людовик	luis	N;ANIM;NOM;MASC;SG	PROPN
людовик	louis	людовик	loui	N;ANIM;NOM;MASC;SG	PROPN
билли	billy	билль	billy	N;ANIM;NOM;MASC;SG	PROPN
рис	de	рис	de	N;INAN;NOM;MASC;SG	ADP
доступны	dispor	доступный	dispor	ADJ;PL	V
доступны	haxa	доступный	haber	ADJ;PL	V
внимательно	con	внимательно	con	ADV	ADP
внимательно	coidado	внимательно	coidado	ADV	N
способы	de	способ	de	N;INAN;NOM;MASC;PL	ADP
ближайшей	máis	близкий	máis	ADJ;INS;RL;FEM;SG	ADV
знание	coñecía	знание	coñecer	N;INAN;NOM;NEUT;SG	V
студенты	os	студент	o	N;ANIM;NOM;MASC;PL	DET
студенты	aos	студент	aos	N;ANIM;NOM;MASC;PL	PROPN
отдал	a	отдать	o	V;PFV;MASC;IND;SG;PST;FIN;ACT	DET
соль	salgado	соль	salgar	N;INAN;NOM;FEM;SG	V
узнал	que	узнать	que	V;PFV;MASC;IND;SG;PST;FIN;ACT	PRO
увеличить	incremento	увеличить	incremento	V;PFV;NFIN;ACT	N
увеличить	aumento	увеличить	aumento	V;PFV;NFIN;ACT	N
увеличить	a	увеличить	o	V;PFV;NFIN;ACT	DET
увеличить	fixarnos	увеличить	fixarno	V;PFV;NFIN;ACT	N
лаборатория	no	лаборатория	no	N;INAN;NOM;FEM;SG	V
лидеры	os	лидер	o	N;ANIM;NOM;MASC;PL	DET
меняется	a	меняться	o	V;IPFV;IND;SG;3;PRS;FIN;MID	DET
меняется	de	меняться	de	V;IPFV;IND;SG;3;PRS;FIN;MID	ADP
меняется	cambio	меняться	cambio	V;IPFV;IND;SG;3;PRS;FIN;MID	N
билл	bill	билла	bill	N;ANIM;NOM;MASC;SG	PROPN
убиты	a	убить	o	V;PFV;PL;PST;V.PTCP;PASS	DET
убиты	mortos	убить	morto	V;PFV;PL;PST;V.PTCP;PASS	N
судьбы	o	судьба	o	N;INAN;NOM;FEM;PL	DET
встречает	se	встречать	se	V;IPFV;IND;SG;3;PRS;FIN;ACT	CONJ
латинской	latín	латинский	latín	ADJ;INS;FEM;SG	N
сложные	complexo	сложный	complexo	ADJ;NOM;PL	N
сложные	complexas	сложный	complexo	ADJ;NOM;PL	N
сложные	complexos	сложный	complexo	ADJ;NOM;PL	N
сложные	complicado	сложный	complicar	ADJ;NOM;PL	V
сложные	complexas	сложный	complexo	ADJ;NOM;PL	N
сложные	complicadas	сложный	complicar	ADJ;NOM;PL	V
плоскости	os	плоскость	o	N;INAN;NOM;FEM;PL	DET
фредерик	frederick	фредерик	frederick	N;ANIM;NOM;MASC;SG	PROPN
мемориал	dos	мемориал	dos	N;INAN;NOM;MASC;SG	PROPN
использован	antes	использовать	antes	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADV
италию	italia	италия	italia	N;INAN;ACC;FEM;SG	PROPN
юнайтед	dos	юнайтед	dos	N;INAN;NOM;MASC;SG	PROPN
юнайтед	nos	юнайтед	nos	N;INAN;NOM;MASC;SG	PRO
юнайтед	unidos	юнайтед	unir	N;INAN;NOM;MASC;SG	V
юнайтед	unidas	юнайтед	unir	N;INAN;NOM;MASC;SG	V
юнайтед	ficade	юнайтед	ficade	N;INAN;NOM;MASC;SG	PROPN
юнайтед	ee	юнайтед	ee	N;INAN;NOM;MASC;SG	PROPN
юнайтед	eua	юнайтед	eua	N;INAN;NOM;MASC;SG	PROPN
атака	atacar	атака	atacar	N;INAN;NOM;FEM;SG	V
географические	geographic	географический	geographic	ADJ;NOM;PL	PROPN
врачей	os	врач	o	N;ANIM;GEN;MASC;PL	DET
врачей	os	врач	o	N;ANIM;GEN;MASC;PL	DET
крестьяне	dos	крестьянин	dos	N;ANIM;NOM;MASC;PL	PROPN
крестьяне	labregos	крестьянин	labrego	N;ANIM;NOM;MASC;PL	ADJ
сокращение	a	сокращение	o	N;INAN;NOM;NEUT;SG	DET
зелёные	verde	зеленый	verde	ADJ;NOM;PL	N
зелёные	verdes	зеленый	verde	ADJ;NOM;PL	N
зелёные	green	зеленый	grear	ADJ;NOM;PL	PROPN
нобелевской	nobel	нобелевский	nobel	ADJ;INS;FEM;SG	N
хилл	outeiro	хилл	outeiro		N
хилл	hill	хилл	hill		PROPN
хилл	outeiros	хилл	outeiro		N
хилл	924	хилл	924		NUM
разговор	sobre	разговор	sobre	N;INAN;NOM;MASC;SG	ADP
разговор	falar	разговор	falar	N;INAN;NOM;MASC;SG	V
